"Time","56 right DS","55 left DS","v3 L COP","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","33 FLy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.000,1,1,0.000000,0.000000,6.134629,1.948371,6.084840,5.009731,6.255499,4.750175,6.670299,0.00015,0.09366,3.27698
0.001,1,1,0.000000,0.000000,6.130893,1.690707,6.086520,5.009795,6.253606,4.742743,6.668570,-0.00006,0.10410,3.27718
0.002,1,1,0.000000,0.000000,6.127043,1.433044,6.088199,5.009858,6.251714,4.735311,6.666841,0.00003,0.10176,3.27749
0.003,1,1,0.000000,0.000000,6.122898,1.176649,6.089014,5.009971,6.250116,4.728336,6.665129,0.00000,0.10083,3.27754
0.004,1,1,0.000000,0.000000,6.118659,0.920850,6.089423,5.010107,6.248656,4.721578,6.663424,0.00000,0.11497,3.27746
0.005,1,1,0.000000,0.000000,6.114177,0.665052,6.089831,5.010242,6.247197,4.714818,6.661720,-0.00003,0.10635,3.27749
0.006,1,1,0.000000,0.000000,6.109617,0.409254,6.090240,5.010378,6.245737,4.708060,6.660016,0.00021,0.07726,3.27756
0.007,1,1,0.000000,0.000000,6.104880,0.184176,6.090442,5.010618,6.244317,4.702600,6.658196,-0.00009,0.08965,3.27784
0.008,1,1,0.000000,0.000000,6.100089,-0.026444,6.090547,5.010907,6.242915,4.697753,6.656322,0.00000,0.10352,3.27822
0.009,1,1,0.000000,0.000000,6.095228,-0.237064,6.090652,5.011196,6.241513,4.692905,6.654449,0.00015,0.09483,3.27799
0.010,1,1,0.000000,0.000000,6.090346,-0.447685,6.090757,5.011485,6.240111,4.688057,6.652575,0.00015,0.10511,3.27746
0.011,1,1,0.000000,0.000000,6.085497,-0.614891,6.089995,5.011706,6.238987,4.684927,6.650362,0.00012,0.11865,3.27728
0.012,1,1,0.000000,0.000000,6.080659,-0.761668,6.088825,5.011897,6.237994,4.682605,6.647992,0.00031,0.10555,3.27728
0.013,1,1,0.000000,0.000000,6.075938,-0.908444,6.087655,5.012087,6.237000,4.680283,6.645621,0.00024,0.09829,3.27723
0.014,1,1,0.000000,0.000000,6.071254,-1.055221,6.086484,5.012277,6.236007,4.677961,6.643250,0.00000,0.10267,3.27716
0.015,1,1,0.000000,0.000000,6.066774,-1.159934,6.084720,5.012242,6.235718,4.677576,6.641309,0.00009,0.10152,3.27723
0.016,1,1,0.000000,0.000000,6.062357,-1.244853,6.082676,5.012101,6.235762,4.678103,6.639570,-0.00009,0.08405,3.27738
0.017,1,1,0.000000,0.000000,6.058210,-1.329773,6.080633,5.011961,6.235806,4.678630,6.637831,0.00015,0.09244,3.27718
0.018,1,1,0.000000,0.000000,6.054147,-1.414692,6.078589,5.011819,6.235849,4.679157,6.636092,0.00009,0.11637,3.27680
0.019,1,1,0.000000,0.000000,6.050394,-1.464515,6.076987,5.011449,6.235951,4.682368,6.634243,-0.00009,0.11121,3.27667
0.020,1,1,0.000000,0.000000,6.046738,-1.497821,6.075592,5.010970,6.236081,4.686842,6.632342,0.00009,0.09167,3.27667
0.021,1,1,0.000000,0.000000,6.043432,-1.531128,6.074198,5.010491,6.236210,4.691316,6.630442,-0.00009,0.09579,3.27688
0.022,1,1,0.000000,0.000000,6.040237,-1.564434,6.072803,5.010012,6.236339,4.695790,6.628541,0.00000,0.10178,3.27718
0.023,1,1,2.443688,0.000000,6.037434,-1.565004,6.071395,5.009562,6.236512,4.701888,6.626842,0.00006,0.09133,3.27708
0.024,1,1,5.659068,0.000000,6.034755,-1.550167,6.069981,5.009126,6.236704,4.708748,6.625236,0.00009,0.08577,3.27677
0.025,1,1,6.430238,0.000000,6.032503,-1.535330,6.068567,5.008689,6.236897,4.715609,6.623630,0.00015,0.10762,3.27677
0.026,1,1,6.429554,0.000000,6.030385,-1.520494,6.067153,5.008254,6.237089,4.722469,6.622024,0.00009,0.11227,3.27693
0.027,1,1,6.428781,0.000000,6.028695,-1.491253,6.065392,5.007701,6.236974,4.730270,6.620545,0.00009,0.09829,3.27708
