"Time","63 sinus","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","32 FLx (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.045074,74.583038,85.675285,90.048439,4.114846,8.068600,3.159415,10.887664,4.546532,8.674865,0,2.839445,5.619548,4.876967,4.821363,6.396290,10.833539,5.994337,5.163622,6.378440,5.058369,6.897468,5.014155,6.634464,6.283930,7.838638,6.428280,7.738660,7.137474,0,-0.01639,-0.00238,-0.01411,-0.01361,0.00878,-0.01833,0.00425,0.00356,-0.47973,0.10788,3.27727
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.353500,75.229637,85.930054,90.649872,4.111895,8.077763,3.153170,10.895766,4.544494,8.661663,0,2.836045,5.607758,4.877655,4.829638,6.377171,10.834466,5.972355,5.277460,6.365644,5.048737,6.896460,5.012659,6.629427,6.281347,7.835571,6.434354,7.737303,7.145690,0,-0.02036,0.00912,-0.02390,-0.01572,0.00662,-0.00706,0.00463,0.01290,-0.50602,0.12045,3.27788
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.989883,75.554710,86.126625,91.244843,4.106334,8.080630,3.146824,10.898405,4.542146,8.648904,0,2.833990,5.596796,4.865980,4.968165,6.355047,10.834324,5.965085,5.298319,6.362835,5.039687,6.896123,5.010901,6.624092,6.276937,7.827914,6.440678,7.730744,7.153923,0,-0.01744,-0.00255,-0.01257,-0.01248,0.00734,-0.01438,0.00476,0.00318,-0.55336,0.09613,3.27732
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.115448,75.769150,86.303169,91.837593,4.099877,8.081332,3.140444,10.899163,4.539691,8.636297,0,2.832399,5.586120,4.850051,5.151511,6.331890,10.833814,5.962877,5.287184,6.363462,5.030837,6.896018,5.009053,6.618653,6.271897,7.818678,6.447088,7.722395,7.162161,0,-0.01340,0.00372,-0.01928,-0.01464,0.00806,-0.01353,0.00414,-0.00077,-0.57739,0.07386,3.27633
0.004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147.241013,75.983589,86.479713,92.430344,4.093419,8.082035,3.134064,10.899921,4.537237,8.623692,0,2.830808,5.575444,4.834122,5.334856,6.308733,10.833302,5.960669,5.276049,6.364089,5.021986,6.895912,5.007205,6.613215,6.266858,7.809441,6.453498,7.714046,7.170399,0,-0.01894,0.00734,-0.02261,-0.01343,0.01026,-0.01301,0.00570,0.00369,-0.60472,0.09559,3.27634
0.005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.366592,76.198036,86.656258,93.023094,4.086962,8.082737,3.127684,10.900680,4.534782,8.611085,0,2.829216,5.564768,4.818193,5.518201,6.285576,10.832792,5.958460,5.264915,6.364716,5.013136,6.895807,5.005358,6.607777,6.261818,7.800205,6.459908,7.705698,7.178637,0,-0.01633,0.00404,-0.01931,-0.01457,0.00758,-0.01100,0.00563,0.00327,-0.62436,0.10235,3.27672
0.006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.775513,76.612724,86.794380,93.483604,4.080567,8.084642,3.121747,10.897377,4.532715,8.599294,0,2.827907,5.554453,4.802050,5.701066,6.262245,10.826305,5.957361,5.263597,6.361440,5.005585,6.898813,5.001222,6.603165,6.261415,7.793593,6.467849,7.701101,7.186579,0,-0.01762,0.00489,-0.02056,-0.01100,0.00876,-0.01295,0.00251,-0.00018,-0.64661,0.09313,3.27688
0.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.281921,77.096329,86.919289,93.898621,4.074195,8.086962,3.115962,10.892676,4.530780,8.587782,0,2.826694,5.544264,4.785832,5.883765,6.238853,10.817761,5.956643,5.265656,6.356820,4.998480,6.902891,4.996298,6.598839,6.262607,7.787886,6.476316,7.697794,7.194419,0,-0.01649,0.00341,-0.01989,-0.01297,0.00305,-0.01147,0.00711,0.00434,-0.67281,0.09884,3.27696
0.008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.788345,77.579926,87.044189,94.313637,4.067823,8.089281,3.110177,10.887977,4.528846,8.576271,0,2.825481,5.534074,4.769616,6.066464,6.215460,10.809217,5.955925,5.267716,6.352200,4.991375,6.906968,4.991375,6.594512,6.263799,7.782178,6.484783,7.694489,7.202260,0,-0.01669,0.00612,-0.02158,-0.01406,0.01281,-0.01490,0.00598,0.00159,-0.71049,0.11516,3.27659
0.009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.294769,78.063522,87.169098,94.728645,4.061450,8.091599,3.104392,10.883276,4.526911,8.564760,0,2.824268,5.523885,4.753398,6.249164,6.192068,10.800673,5.955206,5.269775,6.347580,4.984270,6.911046,4.986451,6.590186,6.264992,7.776470,6.493250,7.691183,7.210101,0,-0.01816,0.00252,-0.02081,-0.01309,0.00850,-0.01237,0.00565,0.00312,-0.74067,0.10106,3.27605
0.010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.903778,78.967667,87.514008,95.168938,4.056646,8.093790,3.098625,10.874930,4.525239,8.553774,0,2.822266,5.512270,4.736743,6.431483,6.172421,10.787464,5.948308,5.265021,6.352267,4.981063,6.909760,4.992365,6.585530,6.264759,7.770887,6.500728,7.685433,7.217885,0,-0.01800,0.00419,-0.02189,-0.01421,0.00722,-0.01183,0.00646,0.00269,-0.76140,0.08464,3.27636
0.011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.548080,80.016518,87.934616,95.617928,4.052382,8.095936,3.092865,10.865331,4.523658,8.542969,0,2.819992,5.500166,4.719936,6.613672,6.154064,10.772649,5.939284,5.257923,6.360156,4.979197,6.906631,5.002008,6.580762,6.264035,7.765346,6.507865,7.678843,7.225650,0,-0.01750,0.00370,-0.01902,-0.01093,0.00819,-0.01237,0.00532,0.00310,-0.78342,0.09976,3.27697
0.012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.192383,81.065369,88.355225,96.066910,4.048118,8.098081,3.087105,10.855732,4.522077,8.532164,0,2.817719,5.488061,4.703130,6.795860,6.135707,10.757834,5.930259,5.250824,6.368044,4.977331,6.903501,5.011651,6.575994,6.263312,7.759805,6.515003,7.672252,7.233416,0,-0.01255,0.01078,-0.01934,-0.01278,0.00888,-0.01241,0.00763,0.00017,-0.80857,0.10643,3.27724
0.013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.836685,82.114212,88.775833,96.515900,4.043853,8.100226,3.081344,10.846132,4.520495,8.521358,0,2.815445,5.475957,4.686324,6.978049,6.117350,10.743020,5.921235,5.243725,6.375933,4.975465,6.900370,5.021294,6.571225,6.262588,7.754264,6.522141,7.665661,7.241181,0,-0.01799,0.01989,-0.02014,-0.01422,0.00847,-0.01181,0.00513,0.00298,-0.82504,0.08637,3.27739
0.014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.318512,82.926880,89.199593,97.042526,4.041796,8.104233,3.076990,10.834802,4.518791,8.511632,0,2.813668,5.463824,4.685860,7.079134,6.102602,10.730713,5.917687,5.220036,6.368239,4.959294,6.897113,5.016098,6.566131,6.255981,7.747384,6.528816,7.657108,7.250336,0,-0.01389,0.00294,-0.01941,-0.01417,0.00836,-0.01266,0.00253,0.00262,-0.85319,0.08726,3.27688
0.015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.744446,83.658279,89.624443,97.595879,4.040497,8.108879,3.073120,10.822875,4.517045,8.502278,0,2.812062,5.451681,4.691020,7.152313,6.089096,10.719270,5.916024,5.190637,6.355185,4.938202,6.893812,5.005796,6.560924,6.247350,7.740043,6.535331,7.647880,7.259968,0,-0.01659,0.00330,-0.02022,-0.01437,0.00737,-0.01291,0.00457,0.00299,-0.89056,0.11479,3.27611
0.016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.170380,84.389679,90.049294,98.149231,4.039198,8.113525,3.069249,10.810948,4.515300,8.492924,0,2.810455,5.439538,4.696179,7.225492,6.075591,10.707826,5.914360,5.161238,6.342131,4.917110,6.890511,4.995494,6.555717,6.238718,7.732702,6.541847,7.638651,7.269600,0,-0.02048,0.00265,-0.02024,-0.01370,0.00792,-0.01020,0.00795,0.00753,-0.90989,0.11762,3.27664
0.017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.596313,85.121078,90.474136,98.702583,4.037899,8.118173,3.065379,10.799022,4.513554,8.483569,0,2.808849,5.427395,4.701339,7.298671,6.062085,10.696383,5.912696,5.131840,6.329076,4.896018,6.887209,4.985193,6.550510,6.230087,7.725361,6.548363,7.629423,7.279233,0,-0.01358,0.00345,-0.02097,-0.01403,0.00840,-0.01620,0.00356,0.00442,-0.93292,0.09818,3.27763
0.018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.242737,85.641029,90.686050,99.233040,4.036887,8.122449,3.062016,10.786262,4.512748,8.474522,0,2.807585,5.415455,4.701849,7.371109,6.052829,10.686965,5.916186,5.110571,6.330081,4.880657,6.888278,4.979284,6.544885,6.223096,7.715612,6.553709,7.618571,7.284811,0,-0.01497,0.00345,-0.02017,-0.01334,0.00803,-0.01554,0.00477,0.00133,-0.95011,0.10192,3.27772
0.019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.965042,86.088226,90.824684,99.755623,4.035974,8.126598,3.058828,10.773214,4.512266,8.465579,0,2.806438,5.403585,4.700758,7.443290,6.045035,10.678244,5.921449,5.092101,6.335925,4.867268,6.890851,4.974886,6.539114,6.216671,7.705033,6.558652,7.607162,7.288993,0,-0.02045,0.01287,-0.02162,-0.01414,0.00829,-0.01186,0.00490,-0.00427,-0.97196,0.10832,3.27750
0.020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.687332,86.535423,90.963326,100.278206,4.035059,8.130747,3.055640,10.760168,4.511784,8.456636,0,2.805292,5.391715,4.699668,7.515472,6.037241,10.669523,5.926712,5.073630,6.341767,4.853879,6.893425,4.970489,6.533344,6.210245,7.694455,6.563595,7.595753,7.293176,0,-0.01495,0.00618,-0.02712,-0.01355,0.00832,-0.01265,0.00480,0.00205,-0.99620,0.09434,3.27744
0.021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.409622,86.982620,91.101959,100.800789,4.034146,8.134896,3.052452,10.747121,4.511302,8.447694,0,2.804145,5.379845,4.698577,7.587654,6.029447,10.660803,5.931975,5.055159,6.347610,4.840490,6.895998,4.966092,6.527574,6.203819,7.683877,6.568539,7.584343,7.297359,0,-0.02140,0.00826,-0.01541,-0.01271,0.00845,-0.01346,0.00494,0.00300,-1.02903,0.08942,3.27744
0.022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.231171,87.248131,91.243347,101.431931,4.033752,8.137758,3.050285,10.734268,4.511631,8.439027,0,2.802695,5.367930,4.710852,7.537588,6.024345,10.649246,5.934015,5.038066,6.350996,4.828349,6.900147,4.962723,6.521782,6.197367,7.675097,6.573843,7.574536,7.306229,0,-0.01922,0.00249,-0.01987,-0.01239,0.00659,-0.01345,0.00682,-0.00474,-1.04618,0.10824,3.27721
0.023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.086884,87.451126,91.385681,102.100433,4.033537,8.140176,3.048470,10.721483,4.512238,8.430453,0,2.801141,5.356000,4.727726,7.445457,6.020169,10.636714,5.934947,5.021448,6.353537,4.816637,6.904840,4.959708,6.515982,6.190907,7.666935,6.579270,7.565280,7.316712,0,-0.01191,0.00418,-0.02049,-0.01245,0.00901,-0.01248,0.00602,0.00869,-1.06486,0.10971,3.27691
0.024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.942581,87.654121,91.528015,102.768929,4.033322,8.142594,3.046654,10.708697,4.512845,8.421881,0,2.799587,5.344070,4.744598,7.353327,6.015992,10.624181,5.935878,5.004829,6.356077,4.804925,6.909532,4.956693,6.510182,6.184446,7.658773,6.584698,7.556025,7.327195,0,-0.01803,0.00468,-0.02045,-0.01407,0.00582,-0.01260,0.00353,0.00263,-1.08449,0.09273,3.27688
0.025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.798294,87.857124,91.670349,103.437431,4.033107,8.145013,3.044838,10.695911,4.513453,8.413307,0,2.798032,5.332140,4.761472,7.261197,6.011816,10.611649,5.936810,4.988211,6.358617,4.793214,6.914225,4.953678,6.504383,6.177985,7.650612,6.590126,7.546768,7.337678,0,-0.01832,0.00405,-0.02120,-0.01168,0.00901,-0.01278,0.00308,0.00211,-1.10131,0.10006,3.27696
0.026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.861389,87.918564,91.793510,104.060677,4.033465,8.148867,3.042433,10.683418,4.513816,8.404362,0,2.796358,5.320427,4.778519,7.175765,6.008563,10.600615,5.938268,4.973124,6.359234,4.782526,6.916654,4.949827,6.497502,6.171056,7.639680,6.595525,7.537406,7.343560,0,-0.01468,0.00237,-0.02151,-0.01752,0.00679,-0.01151,0.00357,0.00033,-1.12388,0.11730,3.27771
0.027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.995865,87.931297,91.910080,104.668343,4.034021,8.153214,3.039824,10.671025,4.514097,8.395288,0,2.794642,5.308788,4.795627,7.092637,6.005626,10.590096,5.939908,4.958563,6.359189,4.772192,6.918304,4.945689,6.490250,6.163967,7.627794,6.600915,7.528007,7.347858,0,-0.01790,0.00338,-0.02028,-0.01186,0.01002,-0.01291,0.00659,0.00417,-1.15093,0.09826,3.27870
0.028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.130325,87.944031,92.026642,105.276016,4.034577,8.157563,3.037215,10.658632,4.514377,8.386214,0,2.792926,5.297150,4.812734,7.009510,6.002690,10.579576,5.941547,4.944003,6.359143,4.761857,6.919954,4.941552,6.482997,6.156877,7.615909,6.606305,7.518608,7.352156,0,-0.01742,0.00240,-0.02191,-0.01404,0.00821,-0.01130,0.00427,0.00229,-1.16610,0.08040,3.27863
0.029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.264786,87.956772,92.143211,105.883690,4.035133,8.161911,3.034606,10.646239,4.514657,8.377140,0,2.791210,5.285511,4.829842,6.926382,5.999754,10.569058,5.943187,4.929442,6.359098,4.751522,6.921604,4.937414,6.475745,6.149787,7.604023,6.611694,7.509208,7.356454,0,-0.01702,0.01456,-0.01987,-0.01463,0.00865,-0.01175,0.00427,0.00023,-1.18280,0.09756,3.27817
0.030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.789627,88.025673,92.228455,106.303818,4.032439,8.166565,3.032817,10.633829,4.515433,8.367414,0,2.790020,5.275317,4.845658,6.848994,5.996295,10.556771,5.944430,4.918634,6.363605,4.744722,6.923795,4.933772,6.469128,6.144131,7.592495,6.614761,7.498280,7.359449,0,-0.01883,-0.00207,-0.02044,-0.01407,0.00846,-0.01266,0.00440,0.00165,-1.19956,0.11202,3.27782
0.031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.448792,88.113899,92.302933,106.659409,4.028626,8.171326,3.031310,10.621413,4.516380,8.357463,0,2.789009,5.265619,4.861031,6.773582,5.992657,10.543876,5.945537,4.909117,6.369679,4.739138,6.926172,4.930301,6.462730,6.138968,7.581091,6.617028,7.486825,7.361995,0,-0.01534,-0.02125,-0.02304,-0.01426,0.00781,-0.01291,0.00427,0.00030,-1.21324,0.10294,3.27752
0.032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.107971,88.202126,92.377403,107.014999,4.024814,8.176085,3.029803,10.608997,4.517327,8.347512,0,2.787998,5.255921,4.876403,6.698169,5.989018,10.530980,5.946643,4.899600,6.375753,4.733554,6.928549,4.926830,6.456332,6.133805,7.569686,6.619296,7.475371,7.364542,0,-0.01653,0.00568,-0.01847,-0.01525,0.00792,-0.01230,0.00758,0.00216,-1.22294,0.09503,3.27721
0.033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.767136,88.290352,92.451874,107.370590,4.021001,8.180845,3.028296,10.596581,4.518275,8.337562,0,2.786988,5.246223,4.891776,6.622756,5.985380,10.518085,5.947750,4.890082,6.381826,4.727971,6.930926,4.923359,6.449934,6.128642,7.558282,6.621563,7.463917,7.367087,0,-0.02043,0.00151,-0.02007,-0.01103,0.00831,-0.01036,0.00347,0.00955,-1.25547,0.11550,3.27691
0.034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.270676,88.557495,92.600006,107.648827,4.017869,8.182114,3.026665,10.583777,4.519199,8.327499,0,2.785832,5.236816,4.888068,6.630387,5.981877,10.502184,5.944581,4.878353,6.387164,4.723722,6.930755,4.921416,6.444955,6.124475,7.549629,6.623433,7.454844,7.371798,0,-0.01254,0.00487,-0.02187,-0.01451,0.00783,-0.01240,0.00661,0.00833,-1.26876,0.10739,3.27671
0.035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.720673,88.886215,92.773483,107.900444,4.014970,8.182181,3.024993,10.570839,4.520117,8.317398,0,2.784627,5.227510,4.877795,6.666593,5.978422,10.485249,5.939940,4.865862,6.392247,4.719933,6.929706,4.919998,6.440464,6.120651,7.541923,6.625165,7.446590,7.377253,0,-0.01649,0.00262,-0.02008,-0.01308,0.00826,-0.01189,0.00612,0.00392,-1.28295,0.08914,3.27656
0.036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.170670,89.214928,92.946953,108.152061,4.012072,8.182248,3.023320,10.557901,4.521034,8.307298,0,2.783422,5.218204,4.867522,6.702798,5.974967,10.468314,5.935300,4.853372,6.397330,4.716144,6.928657,4.918580,6.435974,6.116827,7.534216,6.626898,7.438337,7.382708,0,-0.01879,0.00003,-0.02004,-0.01411,0.00956,-0.01419,0.00576,0.00365,-1.29457,0.09861,3.27635
0.037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.620667,89.543640,93.120430,108.403679,4.009173,8.182315,3.021648,10.544963,4.521951,8.297196,0,2.782216,5.208899,4.857249,6.739003,5.971511,10.451379,5.930660,4.840881,6.402414,4.712354,6.927608,4.917161,6.431483,6.113003,7.526510,6.628632,7.430084,7.388163,0,-0.01644,0.00448,-0.02054,-0.01434,0.00778,-0.01317,0.00419,0.00239,-1.30706,0.10600,3.27612
0.038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.693848,90.003746,93.256432,108.594261,4.000644,8.184727,3.020585,10.532139,4.522998,8.288137,0,2.780687,5.199297,4.848015,6.774216,5.968283,10.433553,5.928030,4.827756,6.403025,4.704837,6.926972,4.914408,6.428133,6.108975,7.519576,6.630647,7.420997,7.396107,0,-0.01820,0.00319,-0.02015,-0.01260,0.00839,-0.01283,0.01053,0.00319,-1.31895,0.09176,3.27640
0.039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.637375,90.509056,93.379539,108.763832,3.990178,8.187944,3.019732,10.519354,4.524090,8.279435,0,2.779046,5.189593,4.839139,6.809088,5.965133,10.415421,5.926091,4.814414,6.402098,4.696038,6.926477,4.911195,6.425176,6.104877,7.512906,6.632760,7.411622,7.404907,0,-0.01657,0.00379,-0.01879,-0.01361,0.00898,-0.01246,0.00223,-0.00093,-1.34192,0.07549,3.27686
0.040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.580887,91.014366,93.502647,108.933411,3.979712,8.191163,3.018880,10.506569,4.525182,8.270734,0,2.777405,5.179890,4.830263,6.843960,5.961982,10.397288,5.924152,4.801072,6.401171,4.687239,6.925983,4.907982,6.422218,6.100780,7.506237,6.634872,7.402248,7.413708,0,-0.01713,0.00317,-0.01967,-0.01294,0.00850,-0.01279,0.00385,-0.00012,-1.35220,0.10758,3.27687
0.041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.524414,91.519684,93.625755,109.102982,3.969245,8.194381,3.018027,10.493784,4.526275,8.262033,0,2.775764,5.170186,4.821386,6.878832,5.958832,10.379156,5.922213,4.787729,6.400243,4.678439,6.925488,4.904768,6.419261,6.096683,7.499567,6.636985,7.392874,7.422508,0,-0.01970,-0.01274,-0.02109,-0.01134,0.00875,-0.01246,0.00580,-0.00046,-1.36174,0.12198,3.27671
0.042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.092468,92.133461,93.623657,109.259888,3.958193,8.198771,3.016920,10.480866,4.527219,8.254183,0,2.773714,5.160922,4.808318,6.910899,5.957098,10.361157,5.924508,4.774272,6.403904,4.669791,6.925828,4.902123,6.416782,6.093519,7.494756,6.637280,7.386902,7.426515,0,-0.01877,0.00453,-0.01943,-0.01319,0.00844,-0.01165,0.00519,0.00035,-1.37234,0.10440,3.27678
0.043,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.531326,92.784561,93.578484,109.412430,3.946940,8.203565,3.015726,10.467902,4.528112,8.246626,0,2.771523,5.151808,4.793806,6.942000,5.955852,10.343204,5.928260,4.760776,6.409145,4.661195,6.926453,4.899673,6.414468,6.090677,7.490584,6.636950,7.382102,7.428872,0,-0.01761,0.00430,-0.02083,-0.01426,0.00823,-0.01274,0.00623,0.00358,-1.38502,0.09600,3.27694
0.044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.970200,93.435661,93.533302,109.564972,3.935687,8.208358,3.014531,10.454939,4.529006,8.239070,0,2.769332,5.142695,4.779294,6.973101,5.954606,10.325251,5.932012,4.747279,6.414385,4.652599,6.927079,4.897222,6.412154,6.087835,7.486412,6.636620,7.377301,7.431230,0,-0.01711,-0.00078,-0.02004,-0.01300,0.00867,-0.01265,0.00529,0.00203,-1.39282,0.09878,3.27715
0.045,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.409058,94.086769,93.488129,109.717514,3.924434,8.213151,3.013336,10.441976,4.529899,8.231513,0,2.767142,5.133582,4.764783,7.004202,5.953359,10.307297,5.935764,4.733782,6.419626,4.644003,6.927704,4.894772,6.409840,6.084994,7.482241,6.636290,7.372500,7.433587,0,-0.01620,-0.00593,-0.01960,-0.01416,0.00949,-0.01181,0.00476,0.00260,-1.40850,0.09032,3.27737
0.046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.326279,94.962440,93.410370,109.861938,3.917655,8.220925,3.012649,10.429096,4.530485,8.226245,0,2.765260,5.124921,4.746272,7.029455,5.952866,10.280092,5.939795,4.722312,6.421029,4.633742,6.929682,4.894214,6.407778,6.083657,7.478633,6.636518,7.369593,7.435419,0,-0.01585,0.00558,-0.02076,-0.01331,0.00878,-0.01278,0.00419,-0.00016,-1.41433,0.08617,3.27738
0.047,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.063995,95.915382,93.321404,110.003571,3.912415,8.229724,3.012137,10.416245,4.530966,8.221765,0,2.763484,5.116417,4.726384,7.052696,5.952631,10.249704,5.943921,4.711539,6.421111,4.622909,6.932125,4.894308,6.405804,6.082839,7.475219,6.636940,7.367337,7.437069,0,-0.01819,0.00364,-0.02130,-0.01233,0.00934,-0.01210,0.00493,0.00455,-1.42310,0.11184,3.27730
0.048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.801712,96.868324,93.232437,110.145210,3.907176,8.238523,3.011624,10.403395,4.531446,8.217283,0,2.761708,5.107913,4.706496,7.075937,5.952396,10.219316,5.948048,4.700767,6.421193,4.612075,6.934568,4.894401,6.403830,6.082020,7.471806,6.637361,7.365081,7.438720,0,-0.01831,0.00560,-0.01992,-0.01302,0.00934,-0.01306,0.00459,-0.03780,-1.43134,0.12413,3.27739
0.049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.539429,97.821274,93.143471,110.286842,3.901936,8.247322,3.011112,10.390544,4.531927,8.212803,0,2.759932,5.099410,4.686609,7.099177,5.952161,10.188929,5.952174,4.689994,6.421276,4.601241,6.937011,4.894495,6.401855,6.081202,7.468392,6.637782,7.362825,7.440371,0,-0.01647,-0.00539,-0.02134,-0.01259,0.00834,-0.01305,0.00485,0.00837,-1.43775,0.10355,3.27755
0.050,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.279785,98.823891,92.952904,110.213974,3.893213,8.250402,3.010165,10.378128,4.532407,8.211800,0,2.757119,5.090501,4.668460,7.115384,5.951511,10.160223,5.956943,4.679436,6.424020,4.588942,6.938516,4.895753,6.401577,6.082698,7.466246,6.638033,7.362520,7.441369,0,-0.01660,0.00654,-0.01955,-0.01180,0.00870,-0.01239,0.00611,0.00541,-1.44359,0.07926,3.27764
0.051,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,134.021057,99.843597,92.727371,110.067291,3.883291,8.251514,3.009069,10.365862,4.532887,8.211994,0,2.753950,5.081454,4.650909,7.129170,5.950717,10.132095,5.961932,4.668951,6.427681,4.576138,6.939698,4.897413,6.401884,6.084992,7.464535,6.638227,7.362886,7.442143,0,-0.01061,0.00331,-0.02116,-0.01335,0.00770,-0.01275,0.00573,0.00299,-1.45450,0.10596,3.27772
0.052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.762344,100.863304,92.501839,109.920616,3.873369,8.252627,3.007973,10.353596,4.533368,8.212188,0,2.750780,5.072407,4.633358,7.142956,5.949924,10.103969,5.966921,4.658466,6.431342,4.563335,6.940880,4.899072,6.402190,6.087285,7.462825,6.638421,7.363253,7.442918,0,-0.02101,0.00592,-0.02022,-0.01252,0.00803,-0.01100,0.00408,0.00253,-1.45792,0.10397,3.27746
