"Time","60 right DS","59 left DS","v3 L COP","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","33 FLy (cm)","30 HRy (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0.000000,0.000000,5.668452,-5.832562,5.938576,4.970119,6.258752,4.809443,6.591036,-1.48049,0.10695,3.27641
0.001,0,0,0.000000,0.000000,5.659040,-5.884848,5.931693,4.969067,6.259134,4.810431,6.589313,-1.47964,0.12854,3.27649
0.002,0,0,0.000000,0.000000,5.649492,-5.937134,5.924809,4.968015,6.259516,4.811419,6.587589,-1.47998,0.10412,3.27682
0.003,0,0,0.000000,0.000000,5.639870,-5.989419,5.917925,4.966963,6.259898,4.812407,6.585865,-1.47831,0.10206,3.27735
0.004,0,0,0.000000,0.000000,5.630170,-6.050147,5.911669,4.966209,6.260299,4.813467,6.584107,-1.47792,0.11951,3.27759
0.005,0,0,0.000000,0.000000,5.620430,-6.117346,5.905894,4.965683,6.260715,4.814581,6.582322,-1.47867,0.10886,3.27759
0.006,0,0,0.000000,0.000000,5.610618,-6.184545,5.900119,4.965156,6.261131,4.815695,6.580538,-1.47823,0.10832,3.27746
0.007,0,0,0.000000,0.000000,5.600768,-6.251745,5.894344,4.964629,6.261547,4.816810,6.578753,-1.48009,0.10229,3.27723
0.008,0,0,0.000000,0.000000,5.590898,-6.301491,5.887978,4.964176,6.261871,4.817851,6.577302,-1.48086,0.11025,3.27730
0.009,0,0,0.000000,0.000000,5.581018,-6.337855,5.881156,4.963778,6.262125,4.818835,6.576108,-1.47849,0.11787,3.27761
0.010,0,0,0.000000,0.000000,5.571179,-6.374218,5.874335,4.963380,6.262379,4.819819,6.574914,-1.47867,0.08850,3.27753
0.011,0,0,0.000000,0.000000,5.561362,-6.410582,5.867514,4.962983,6.262633,4.820804,6.573719,-1.47889,0.10264,3.27715
0.012,0,0,0.000000,0.000000,5.551580,-6.451342,5.861318,4.962414,6.262714,4.821890,6.572236,-1.47919,0.11542,3.27719
0.013,0,0,0.000000,0.000000,5.541818,-6.495471,5.855601,4.961714,6.262662,4.823054,6.570532,-1.47906,0.10206,3.27757
0.014,0,0,0.000000,0.000000,5.532078,-6.539601,5.849884,4.961014,6.262610,4.824218,6.568828,-1.47847,0.11574,3.27761
0.015,0,0,0.000000,0.000000,5.522350,-6.583731,5.844167,4.960314,6.262558,4.825382,6.567124,-1.47901,0.10266,3.27738
