"Time","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","57 rm dwn st","56 rm dwn sw","55 rmp up st","54 rmp up sw","53 Ramp down","52 Ramp up","51 right DS","50 left DS","49 lHL swoff","48 lHL swon","47 rHL swoff","46 rHL swon","45 Memory","44 lFL swon","43 rFL swoff","42 rFL swon","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","34a FRx (cm)","34 FRx (cm)","33 FLy (cm)","31 Keyboard","35 FRy (cm)","29 HRx (cm)","v2 L COP","32a FLx (cm)","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","30 HRy (cm)","28 HLy (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
3.242,6.265093,1.004767,6.249872,5.358637,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126.427742,132.542053,93.757301,107.365822,13.124021,-11.298688,15.760252,6.841298,0,5.515790,8.634475,0.000000,36.186230,0,0,13.503793,11.276894,5.201181,7.161905,7.945823,15.991570,8.101418,8.515674,8.637694,8.503748,9.121475,9.144404,8.741436,10.844735,10.260983,11.318551,10.295890,12.460962,0,0.00169,0.00239,0.00077,0.00149,0.00073,0.00092,0.00304,0.00154,-0.59094,0.09779,3.27671
3.243,6.259353,0.963076,6.250861,5.359387,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,126.460648,133.576279,93.115074,106.373108,13.105670,-11.242421,15.748188,6.846468,0,5.516278,8.631329,0.000000,36.989849,0,0,13.543898,11.265398,5.201468,7.160047,7.949922,15.962936,8.105062,8.509535,8.639775,8.510579,9.115865,9.164288,8.739137,10.867830,10.262636,11.326410,10.292726,12.473181,0,0.00166,0.00269,0.00077,0.00179,0.00074,0.00089,0.00308,0.00156,-2.01578,0.09773,3.27717
3.244,6.253911,0.921385,6.251851,3.998378,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,126.493561,134.610504,92.472847,105.380394,13.087319,-11.186154,15.736125,6.851638,0,5.516765,8.628181,0.000000,37.793468,0,0,13.584002,11.253902,5.201754,7.158189,7.954022,15.934303,8.108707,8.503396,8.641855,8.517410,9.110254,9.184171,8.736838,10.890925,10.264290,11.334270,10.289561,12.485400,0,0.00167,0.00315,0.00079,0.00177,0.00073,0.00086,0.00309,0.00156,-2.45341,0.09776,3.27756
3.245,6.248760,0.879694,6.252841,1.318500,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,126.526466,135.644730,91.830612,104.387672,13.068969,-11.129888,15.724061,6.856808,0,5.517252,8.625035,0.000000,38.597092,0,0,13.624106,11.242407,5.202040,7.156331,7.958122,15.905671,8.112352,8.497257,8.643936,8.524241,9.104645,9.204055,8.734539,10.914021,10.265944,11.342130,10.286397,12.497619,0,0.00170,0.00316,0.00081,0.00178,0.00073,0.00085,0.00301,0.00166,-1.66733,0.09750,3.27787
3.246,6.243916,0.779563,6.253788,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,127.107773,136.466339,91.031227,103.406494,13.093407,-11.075529,15.711921,6.861375,0,5.517737,8.626189,0.000000,39.353836,0,0,13.666033,11.252702,5.200399,7.154409,7.958741,15.882698,8.118159,8.494054,8.646819,8.530968,9.100579,9.226392,8.731132,10.939912,10.268015,11.350563,10.282307,12.509121,0,0.00172,0.00316,0.00083,0.00177,0.00075,0.00086,0.00331,0.00179,-0.83422,0.09728,3.27795
3.247,6.239370,0.600687,6.254680,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,128.428009,137.001480,90.020096,102.440849,13.175499,-11.023743,15.699677,6.865132,0,5.518219,8.633138,0.000000,40.047428,0,0,13.710414,11.292357,5.196161,7.152400,7.954670,15.867353,8.126880,8.494807,8.650784,8.537550,9.098597,9.252037,8.726231,10.969570,10.270651,11.359769,10.276968,12.519660,0,0.00183,0.00317,0.00142,0.00176,0.00074,0.00086,0.00343,0.00183,-0.15587,0.09763,3.27772
3.248,6.235159,0.421811,6.255572,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,129.748245,137.536621,89.008957,101.475204,13.257591,-10.971956,15.687432,6.868889,0,5.518701,8.640086,0.000000,40.741016,0,0,13.754795,11.332012,5.191922,7.150391,7.950600,15.852008,8.135600,8.495561,8.654749,8.544133,9.096613,9.277681,8.721330,10.999228,10.273287,11.368975,10.271630,12.530198,0,0.00197,0.00317,0.00273,0.00174,0.00073,0.00085,0.00343,0.00192,-1.50964,0.09773,3.27756
3.249,6.231271,0.242935,6.256464,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,131.068481,138.071747,87.997818,100.509560,13.339684,-10.920169,15.675188,6.872645,0,5.519183,8.647036,0.000000,41.434605,0,0,13.799177,11.371668,5.187684,7.148382,7.946529,15.836662,8.144320,8.496314,8.658714,8.550716,9.094630,9.303327,8.716429,11.028887,10.275923,11.378180,10.266293,12.540736,0,0.00200,0.00317,0.00307,0.00176,0.00074,0.00082,0.00347,0.00212,-2.44130,0.09734,3.27748
3.250,6.227691,0.047374,6.257377,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,132.984772,138.297577,87.087097,99.833450,13.358071,-10.896762,15.663087,6.875909,0,5.519440,8.653653,0.000000,42.092121,0,0,13.844759,11.391379,5.182303,7.146362,7.945605,15.822137,8.152760,8.494755,8.667651,8.567458,9.096681,9.333884,8.711036,11.056253,10.276865,11.386221,10.261741,12.550240,0,0.00221,0.00318,0.00369,0.00178,0.00072,0.00083,0.00348,0.00221,-2.33600,0.09696,3.27772
3.251,6.224408,-0.170667,6.258319,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,135.704193,138.106644,86.311684,99.547478,13.290621,-10.911594,15.651176,6.878507,0,5.519395,8.659824,0.000000,42.701035,0,0,13.891958,11.384219,5.175382,7.144329,7.948922,15.808717,8.160819,8.490080,8.683290,8.597889,9.104166,9.371060,8.704979,11.080531,10.275523,11.392694,10.258247,12.558349,0,0.00235,0.00344,0.00405,0.00185,0.00073,0.00082,0.00368,0.00226,-1.42075,0.09694,3.27841
3.252,6.221259,-0.388708,6.259261,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,138.423615,137.915710,85.536263,99.261505,13.223171,-10.926426,15.639266,6.881106,0,5.519351,8.665996,0.000000,43.309944,0,0,13.939157,11.377058,5.168460,7.142296,7.952238,15.795296,8.168880,8.485406,8.698927,8.628319,9.111651,9.408237,8.698923,11.104809,10.274181,11.399167,10.254754,12.566458,0,0.00236,0.00371,0.00486,0.00217,0.00073,0.00082,0.00388,0.00227,-0.36664,0.09715,3.27849
3.253,6.218240,-0.606750,6.260204,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,141.143051,137.724777,84.760849,98.975525,13.155722,-10.941257,15.627357,6.883705,0,5.519306,8.672168,0.000000,43.918858,0,0,13.986357,11.369897,5.161539,7.140263,7.955555,15.781876,8.176939,8.480731,8.714565,8.658750,9.119138,9.445415,8.692866,11.129086,10.272840,11.405641,10.251261,12.574566,0,0.00235,0.00405,0.00520,0.00219,0.00074,0.00081,0.00392,0.00227,-0.14975,0.09733,3.27773
3.254,6.215162,-0.838064,6.260554,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,143.644211,137.413864,84.296814,98.896652,13.153354,-10.982170,15.615476,6.886004,0,5.519203,8.675696,0.000000,44.487553,0,0,14.034477,11.361707,5.153114,7.138305,7.956960,15.770393,8.188848,8.479034,8.730280,8.690424,9.127467,9.474791,8.688293,11.147428,10.270039,11.414805,10.248039,12.582076,0,0.00227,0.00379,0.00585,0.00220,0.00075,0.00082,0.00388,0.00224,-0.90032,0.09711,3.27722
3.255,6.212029,-1.087264,6.260108,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,145.851303,136.941284,84.252342,99.096825,13.238679,-11.058226,15.603637,6.887902,0,5.519021,8.675665,0.000000,45.002060,0,0,14.083838,11.352129,5.142663,7.136448,7.955789,15.761523,8.205945,8.481351,8.746099,8.723775,9.136936,9.493655,8.685719,11.157770,10.265271,11.427597,10.245184,12.588778,0,0.00224,0.00435,0.00645,0.00219,0.00076,0.00082,0.00371,0.00218,-2.24747,0.09690,3.27707
3.256,6.208789,-1.336463,6.259662,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,148.058395,136.468689,84.207870,99.296989,13.324004,-11.134281,15.591797,6.889800,0,5.518839,8.675633,0.000000,45.516567,0,0,14.133199,11.342551,5.132212,7.134591,7.954618,15.752654,8.223042,8.483666,8.761918,8.757126,9.146404,9.512520,8.683146,11.168112,10.260504,11.440388,10.242329,12.595479,0,0.00207,0.00459,0.00680,0.00224,0.00078,0.00083,0.00360,0.00211,-2.47464,0.09704,3.27726
3.257,6.205445,-1.585663,6.259215,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,150.265472,135.996109,84.163399,99.497162,13.409329,-11.210337,15.579957,6.891698,0,5.518657,8.675602,0.000000,46.031075,0,0,14.182559,11.332973,5.121761,7.132734,7.953447,15.743784,8.240138,8.485982,8.777738,8.790478,9.155872,9.531384,8.680572,11.178454,10.255736,11.453179,10.239473,12.602180,0,0.00206,0.00465,0.00698,0.00217,0.00077,0.00082,0.00359,0.00212,-1.85408,0.09712,3.27795
3.258,6.202049,-1.772253,6.256546,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,152.563766,135.029465,84.025108,99.618660,13.451285,-11.304738,15.568049,6.893274,0,5.518323,8.684994,0.000000,46.494076,0,0,14.233025,11.322806,5.110832,7.131580,7.951943,15.734903,8.251837,8.491840,8.785693,8.818834,9.160214,9.544448,8.678940,11.189125,10.252252,11.466965,10.237627,12.609318,0,0.00213,0.00517,0.00802,0.00222,0.00077,0.00081,0.00353,0.00206,-0.53491,0.09693,3.27810
3.259,6.198603,-1.874483,6.250880,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,154.984940,133.397110,83.760406,99.634148,13.434804,-11.423858,15.556048,6.894419,0,5.517785,8.707084,0.000000,46.887680,0,0,14.284979,11.311847,5.099258,7.131373,7.949990,15.726008,8.256262,8.502472,8.783052,8.840461,9.157650,9.549696,8.678577,11.200238,10.250495,11.482088,10.237143,12.617041,0,0.00216,0.00523,0.01032,0.00226,0.00076,0.00081,0.00313,0.00196,-0.25770,0.09685,3.27749
3.260,6.195167,-1.976712,6.245214,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,157.406128,131.764771,83.495712,99.649635,13.418322,-11.542978,15.544048,6.895563,0,5.517247,8.729174,0.000000,47.281281,0,0,14.336933,11.300887,5.087684,7.131166,7.948038,15.717113,8.260687,8.513103,8.780413,8.862088,9.155086,9.554944,8.678215,11.211351,10.248738,11.497212,10.236658,12.624764,0,0.00192,0.00500,0.01145,0.00224,0.00076,0.00082,0.00276,0.00196,-1.16382,0.09709,3.27703
3.261,6.191741,-2.078942,6.239549,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,159.827301,130.132431,83.231010,99.665123,13.401840,-11.662098,15.532048,6.896707,0,5.516709,8.751264,0.000000,47.674885,0,0,14.388887,11.289927,5.076110,7.130960,7.946085,15.708218,8.265112,8.523734,8.777773,8.883716,9.152521,9.560191,8.677852,11.222465,10.246981,11.512336,10.236174,12.632487,0,0.00190,0.00484,0.01177,0.00221,0.00077,0.00082,0.00262,0.00173,-2.29741,0.09702,3.27681
3.262,6.188367,-2.120157,6.235568,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,161.827011,128.003479,82.947975,99.757332,13.395070,-11.774469,15.520130,6.897583,0,5.516226,8.773965,0.000000,47.990376,0,0,14.441202,11.279128,5.064196,7.130468,7.944108,15.699477,8.266439,8.539223,8.774122,8.910858,9.159340,9.572721,8.677682,11.231608,10.246527,11.523451,10.235236,12.639828,0,0.00195,0.00462,0.01205,0.00198,0.00078,0.00082,0.00239,0.00171,-2.36304,0.09672,3.27702
3.263,6.185042,-2.079161,6.233855,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,163.258820,125.205376,82.640251,99.952927,13.401385,-11.877749,15.508323,6.898098,0,5.515817,8.797490,0.000000,48.200619,0,0,14.494001,11.268545,5.051823,7.129595,7.942099,15.690947,8.263593,8.561255,8.769111,8.945433,9.178802,9.595059,8.677773,11.238099,10.247828,11.529165,10.233688,12.646650,0,0.00194,0.00421,0.01251,0.00164,0.00078,0.00084,0.00302,0.00169,-1.25459,0.09652,3.27786
3.264,6.181836,-2.038166,6.232142,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,164.690643,122.407280,82.332520,100.148514,13.407700,-11.981030,15.496516,6.898612,0,5.515409,8.821015,0.000000,48.410858,0,0,14.546801,11.257962,5.039450,7.128721,7.940090,15.682416,8.260746,8.583287,8.764098,8.980007,9.198264,9.617398,8.677863,11.244590,10.249129,11.534879,10.232141,12.653473,0,0.00193,0.00372,0.01443,0.00161,0.00078,0.00084,0.00299,0.00169,-0.39352,0.09679,3.27810
3.265,6.178742,-1.997170,6.230429,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,166.122452,119.609184,82.024788,100.344109,13.414015,-12.084310,15.484709,6.899127,0,5.515000,8.844541,0.000000,48.621101,0,0,14.599600,11.247380,5.027077,7.127848,7.938081,15.673885,8.257899,8.605319,8.759087,9.014582,9.217726,9.639737,8.677954,11.251081,10.250430,11.540593,10.230594,12.660295,0,0.00193,0.00424,0.01550,0.00163,0.00078,0.00084,0.00295,0.00169,-0.21374,0.09710,3.27749
3.266,6.175905,-1.934743,6.228696,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,167.875336,115.997810,81.705360,100.619560,13.424393,-12.163628,15.472820,6.899751,0,5.514611,8.873005,0.000000,48.714314,0,0,14.652606,11.236976,5.014858,7.127172,7.938299,15.662549,8.252500,8.646475,8.754866,9.049447,9.233292,9.652815,8.678631,11.252350,10.250510,11.547944,10.229177,12.666059,0,0.00188,0.00468,0.01649,0.00175,0.00076,0.00082,0.00259,0.00157,-1.49185,0.09701,3.27707
3.267,6.173315,-1.843439,6.226937,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,170.060837,111.290604,81.370171,101.002617,13.440244,-12.210661,15.460821,6.900521,0,5.514250,8.908122,0.000000,48.649834,0,0,14.705890,11.226812,5.002847,7.126764,7.941518,15.647433,8.243660,8.713397,8.751711,9.084703,9.243608,9.653414,8.680098,11.246582,10.248944,11.557502,10.227939,12.670398,0,0.00217,0.00499,0.01729,0.00181,0.00076,0.00084,0.00242,0.00156,-2.38083,0.09659,3.27691
3.268,6.171118,-1.752135,6.225177,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,172.246338,106.583405,81.034981,101.385674,13.456095,-12.257694,15.448822,6.901291,0,5.513889,8.943240,0.000000,48.585358,0,0,14.759174,11.216649,4.990835,7.126357,7.944737,15.632318,8.234820,8.780319,8.748556,9.119960,9.253925,9.654013,8.681564,11.240815,10.247379,11.567059,10.226699,12.674736,0,0.00223,0.00513,0.01795,0.00184,0.00077,0.00085,0.00265,0.00150,-2.40383,0.09636,3.27692
3.269,6.169304,-1.660830,6.223417,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,174.431839,101.876205,80.699783,101.768730,13.471946,-12.304728,15.436823,6.902061,0,5.513528,8.978357,0.000000,48.520878,0,0,14.812458,11.206485,4.978823,7.125949,7.947956,15.617203,8.225981,8.847241,8.745401,9.155217,9.264242,9.654612,8.683030,11.235047,10.245813,11.576616,10.225459,12.679074,0,0.00221,0.00515,0.01796,0.00182,0.00078,0.00085,0.00288,0.00133,-0.99125,0.09669,3.27715
3.270,6.167923,-1.569679,6.222387,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,174.993134,97.049110,80.225090,102.011940,13.474952,-12.341225,15.424998,6.903601,0,5.513292,9.024096,0.000000,48.343178,0,0,14.865064,11.192733,4.966752,7.125397,7.948557,15.605330,8.219167,8.912848,8.741817,9.199112,9.285323,9.656885,8.684235,11.231029,10.244317,11.584832,10.223310,12.683346,0,0.00201,0.00554,0.01785,0.00184,0.00077,0.00086,0.00303,0.00123,-0.22753,0.09693,3.27712
3.271,6.166963,-1.478735,6.222341,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,173.365952,92.060478,79.562416,102.066696,13.460651,-12.363527,15.413407,6.906178,0,5.513224,9.084146,0.000000,48.012924,0,0,14.916756,11.174147,4.954598,7.124652,7.945629,15.597829,8.215082,8.976681,8.737652,9.254648,9.320908,9.661417,8.685084,11.229364,10.242913,11.591242,10.219936,12.687529,0,0.00188,0.00588,0.01844,0.00183,0.00076,0.00086,0.00324,0.00120,-0.23271,0.09681,3.27674
3.272,6.166412,-1.387791,6.222294,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,171.738785,87.071846,78.899750,102.121452,13.446351,-12.385829,15.401817,6.908755,0,5.513155,9.144196,0.000000,47.682671,0,0,14.968448,11.155560,4.942445,7.123907,7.942702,15.590328,8.210997,9.040514,8.733487,9.310184,9.356493,9.665948,8.685934,11.227701,10.241510,11.597651,10.216562,12.691710,0,0.00190,0.00576,0.01823,0.00152,0.00076,0.00086,0.00320,0.00119,-1.74263,0.09646,3.27671
3.273,6.166261,-1.296846,6.222247,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,170.111603,82.083214,78.237076,102.176208,13.432051,-12.408132,15.390227,6.911333,0,5.513087,9.204245,0.000000,47.352417,0,0,15.020140,11.136973,4.930292,7.123162,7.939774,15.582827,8.206912,9.104347,8.729323,9.365720,9.392077,9.670480,8.686784,11.226037,10.240107,11.604060,10.213188,12.695893,0,0.00190,0.00543,0.01906,0.00144,0.00076,0.00087,0.00326,0.00119,-2.48354,0.09670,3.27717
3.274,6.166526,-1.239565,6.221626,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,168.213547,78.083176,77.736412,102.008545,13.425572,-12.425611,15.378651,6.913425,0,5.512928,9.269992,0.000000,46.914013,0,0,15.070019,11.118538,4.917687,7.122385,7.939074,15.571274,8.201696,9.163990,8.730330,9.422388,9.416239,9.677948,8.686651,11.230714,10.238792,11.611060,10.211630,12.700661,0,0.00191,0.00528,0.01919,0.00143,0.00076,0.00086,0.00342,0.00120,-1.98514,0.09674,3.27750
3.275,6.167195,-1.227641,6.220231,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,165.950485,75.415192,77.454033,101.541183,13.429633,-12.436593,15.367091,6.914865,0,5.512645,9.343417,0.000000,46.329887,0,0,15.117455,11.100307,4.904473,7.121564,7.941374,15.554263,8.194959,9.217988,8.738302,9.480581,9.425006,9.689375,8.685196,11.243932,10.237600,11.618855,10.212518,12.706219,0,0.00193,0.00460,0.02009,0.00156,0.00075,0.00087,0.00342,0.00126,-1.54289,0.09654,3.27765
3.276,6.168337,-1.215718,6.218835,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,163.687408,72.747208,77.171654,101.073830,13.433694,-12.447576,15.355533,6.916306,0,5.512363,9.416842,0.000000,45.745762,0,0,15.164892,11.082076,4.891260,7.120744,7.943675,15.537251,8.188221,9.271985,8.746276,9.538774,9.433774,9.700801,8.683740,11.257151,10.236408,11.626651,10.213407,12.711776,0,0.00204,0.00453,0.02029,0.00165,0.00077,0.00089,0.00341,0.00129,-0.39136,0.09652,3.27758
3.277,6.169938,-1.203795,6.217440,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,161.424347,70.079224,76.889275,100.606468,13.437755,-12.458557,15.343973,6.917746,0,5.512081,9.490268,0.000000,45.161636,0,0,15.212330,11.063846,4.878046,7.119923,7.945975,15.520241,8.181483,9.325983,8.754249,9.596968,9.442542,9.712228,8.682284,11.270369,10.235216,11.634445,10.214294,12.717333,0,0.00207,0.00480,0.02037,0.00172,0.00077,0.00089,0.00341,0.00130,-0.74422,0.09684,3.27720
3.278,6.172068,-1.171255,6.215787,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,160.305206,68.304459,76.810089,100.116379,13.445909,-12.475062,15.332352,6.918368,0,5.511674,9.561203,0.000000,44.510269,0,0,15.258717,11.045813,4.864799,7.119132,7.947237,15.506121,8.170433,9.379584,8.743661,9.644784,9.439648,9.723763,8.679745,11.288283,10.235206,11.641191,10.214293,12.723722,0,0.00203,0.00449,0.01975,0.00168,0.00077,0.00089,0.00341,0.00135,-1.98002,0.09683,3.27701
3.279,6.174709,-1.110938,6.213787,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,160.727386,67.733238,77.004684,99.595665,13.459579,-12.499008,15.320647,6.917888,0,5.511100,9.628784,0.000000,43.768299,0,0,15.303689,11.028048,4.851506,7.118380,7.947103,15.495897,8.153571,9.432652,8.708062,9.678619,9.421040,9.735447,8.675745,11.312526,10.236785,11.646523,10.213095,12.731233,0,0.00196,0.00458,0.01872,0.00164,0.00079,0.00090,0.00343,0.00150,-2.47491,0.09667,3.27709
3.280,6.177878,-1.050621,6.211787,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,161.149567,67.162018,77.199280,99.074951,13.473248,-12.522955,15.308942,6.917408,0,5.510526,9.696365,0.000000,43.026333,0,0,15.348660,11.010283,4.838214,7.117628,7.946968,15.485674,8.136709,9.485721,8.672464,9.712456,9.402431,9.747131,8.671744,11.336767,10.238365,11.651856,10.211896,12.738743,0,0.00200,0.00455,0.01839,0.00165,0.00078,0.00089,0.00356,0.00153,-1.76939,0.09646,3.27729
3.281,6.181559,-0.990303,6.209787,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,161.571747,66.590797,77.393875,98.554237,13.486918,-12.546901,15.297236,6.916929,0,5.509952,9.763947,0.000000,42.284363,0,0,15.393633,10.992517,4.824921,7.116876,7.946833,15.475451,8.119847,9.538789,8.636867,9.746291,9.383823,9.758815,8.667745,11.361010,10.239944,11.657188,10.210697,12.746254,0,0.00214,0.00454,0.01824,0.00167,0.00078,0.00090,0.00403,0.00154,-0.59728,0.09667,3.27767
3.282,6.185659,-0.910816,6.208052,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,162.026184,65.741905,77.650742,98.301064,13.493565,-12.569952,15.285676,6.915808,0,5.509323,9.818595,0.000000,41.507145,0,0,15.436786,10.975102,4.811738,7.115979,7.947436,15.466075,8.116003,9.592127,8.615971,9.777439,9.360832,9.773728,8.663468,11.381461,10.239810,11.664604,10.209026,12.752584,0,0.00218,0.00453,0.01808,0.00168,0.00076,0.00088,0.00438,0.00149,-0.40593,0.09720,3.27767
3.283,6.190168,-0.805500,6.206675,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,162.524078,64.518883,77.991493,98.408386,13.490747,-12.591797,15.274309,6.913821,0,5.508621,9.855816,0.000000,40.682426,0,0,15.477488,10.958159,4.798700,7.114886,7.949036,15.457840,8.129701,9.645828,8.614885,9.804964,9.331934,9.792995,8.658821,11.396807,10.237364,11.674826,10.206719,12.757323,0,0.00238,0.00453,0.01864,0.00169,0.00074,0.00086,0.00378,0.00149,-1.98121,0.09713,3.27714
3.284,6.194931,-0.700183,6.205297,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,163.021957,63.295856,78.332245,98.515709,13.487930,-12.613643,15.262943,6.911835,0,5.507920,9.893038,0.000000,39.857704,0,0,15.518189,10.941216,4.785664,7.113793,7.950634,15.449605,8.143397,9.699530,8.613800,9.832490,9.303037,9.812263,8.654175,11.412151,10.234919,11.685047,10.204413,12.762063,0,0.00251,0.00457,0.01751,0.00168,0.00075,0.00089,0.00373,0.00150,-2.46495,0.09680,3.27727
3.285,6.199939,-0.594867,6.203920,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,163.519852,62.072830,78.672997,98.623032,13.485113,-12.635488,15.251576,6.909849,0,5.507218,9.930259,0.000000,39.032986,0,0,15.558890,10.924272,4.772626,7.112700,7.952233,15.441370,8.157095,9.753231,8.612715,9.860016,9.274139,9.831530,8.649528,11.427496,10.232472,11.695270,10.202106,12.766802,0,0.00256,0.00404,0.01678,0.00168,0.00076,0.00090,0.00402,0.00152,-2.24130,0.09682,3.27834
3.286,6.205123,-0.468342,6.203313,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,163.436325,60.432903,78.817932,98.819130,13.495500,-12.644171,15.240144,6.907351,0,5.506285,9.966412,0.000000,38.187553,0,0,15.597846,10.907514,4.760306,7.111657,7.954072,15.435805,8.163006,9.800378,8.615083,9.887823,9.257027,9.843920,8.645988,11.436533,10.229243,11.703974,10.200412,12.771332,0,0.00272,0.00361,0.01649,0.00154,0.00077,0.00092,0.00432,0.00148,-0.89617,0.09718,3.27858
3.287,6.210476,-0.313241,6.203743,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,162.569397,58.231243,78.699013,99.134865,13.523677,-12.635121,15.228620,6.904165,0,5.505040,10.001123,0.000000,37.314217,0,0,15.634449,10.891005,4.748952,7.110679,7.956234,15.433839,8.158424,9.838692,8.622103,9.916011,9.255793,9.847041,8.643942,11.437072,10.224957,11.710632,10.199540,12.775579,0,0.00241,0.00329,0.01590,0.00155,0.00077,0.00089,0.00440,0.00147,-0.16083,0.09727,3.27766
3.288,6.216006,-0.158140,6.204174,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,161.702469,56.029583,78.580086,99.450592,13.551855,-12.626071,15.217096,6.900979,0,5.503795,10.035835,0.000000,36.440880,0,0,15.671051,10.874496,4.737598,7.109702,7.958396,15.431871,8.153844,9.877006,8.629124,9.944199,9.254559,9.850163,8.641895,11.437610,10.220672,11.717292,10.198668,12.779827,0,0.00228,0.00313,0.01502,0.00156,0.00075,0.00089,0.00452,0.00149,-1.52465,0.09700,3.27703
3.289,6.221709,-0.003038,6.204604,0.000000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,160.835556,53.827923,78.461166,99.766319,13.580032,-12.617021,15.205573,6.897792,0,5.502550,10.070547,0.000000,35.567543,0,0,15.707654,10.857986,4.726243,7.108724,7.960558,15.429904,8.149262,9.915319,8.636144,9.972386,9.253325,9.853286,8.639849,11.438148,10.216386,11.723950,10.197797,12.784075,0,0.00239,0.00315,0.01497,0.00162,0.00075,0.00088,0.00430,0.00152,-2.41353,0.09685,3.27681
