"Time","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","57 rm dwn st","56 rm dwn sw","55 rmp up st","54 rmp up sw","53 Ramp down","52 Ramp up","51 right DS","50 left DS","49 lHL swoff","48 lHL swon","47 rHL swoff","46 rHL swon","45 Memory","44 lFL swon","43 rFL swoff","42 rFL swon","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","34a FRx (cm)","34 FRx (cm)","33 FLy (cm)","31 Keyboard","35 FRy (cm)","29 HRx (cm)","v2 L COP","32a FLx (cm)","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","30 HRy (cm)","28 HLy (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
1.622,6.659407,-0.821435,6.680242,5.724985,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,135.756882,96.256233,103.500893,114.731056,11.828036,-12.669888,14.495522,7.310370,0,5.847772,7.220657,0.000000,24.582428,0,0,11.550225,9.392460,5.602143,7.545979,8.295916,14.597710,8.273267,6.980760,8.751538,6.752422,9.513391,6.997520,9.114658,8.654363,10.540184,9.377011,10.488227,10.520710,0,0.00202,0.00087,0.00094,0.00087,0.00160,0.00095,0.00177,0.00082,0.75864,0.09807,3.27742
1.623,6.657315,-0.769184,6.679690,5.724762,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,135.242416,97.068329,103.587708,114.810280,11.825715,-12.673589,14.483723,7.282062,0,5.847100,7.215029,0.000000,24.014881,0,0,11.591274,9.394320,5.602192,7.545619,8.290729,14.587891,8.276079,6.963303,8.754199,6.740883,9.514207,7.000142,9.116406,8.655839,10.539772,9.378970,10.491948,10.526392,0,0.00180,0.00087,0.00093,0.00088,0.00161,0.00098,0.00190,0.00082,2.62482,0.09822,3.27666
1.624,6.655396,-0.716933,6.679139,5.724456,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,134.727936,97.880424,103.674522,114.889503,11.823394,-12.677289,14.471924,7.253753,0,5.846428,7.209400,0.000000,23.447336,0,0,11.632324,9.396178,5.602242,7.545260,8.285542,14.578073,8.278891,6.945846,8.756859,6.729344,9.515024,7.002763,9.118154,8.657316,10.539360,9.380930,10.495668,10.532074,0,0.00181,0.00085,0.00090,0.00088,0.00162,0.00099,0.00184,0.00080,1.70712,0.09794,3.27653
1.625,6.653646,-0.664682,6.678587,5.724071,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,134.213470,98.692528,103.761337,114.968727,11.821073,-12.680989,14.460125,7.225444,0,5.845757,7.203772,0.000000,22.879791,0,0,11.673373,9.398037,5.602292,7.544901,8.280354,14.568254,8.281703,6.928390,8.759520,6.717805,9.515841,7.005385,9.119902,8.658792,10.538948,9.382889,10.499390,10.537755,0,0.00173,0.00085,0.00091,0.00084,0.00158,0.00099,0.00191,0.00081,0.53608,0.09777,3.27730
1.626,6.652142,-0.624400,6.678189,5.723663,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,133.635925,99.436935,103.823288,114.992218,11.817179,-12.660777,14.448100,7.196951,0,5.845147,7.197308,0.000000,22.033363,0,0,11.715248,9.399947,5.602242,7.544649,8.277219,14.556184,8.284698,6.914737,8.761047,6.707686,9.516297,7.006753,9.121908,8.660694,10.539975,9.385221,10.501890,10.541933,0,0.00160,0.00083,0.00090,0.00083,0.00159,0.00098,0.00193,0.00081,2.52821,0.09794,3.27764
1.627,6.650877,-0.600245,6.677997,5.723235,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,132.973389,100.090134,103.851738,114.940613,11.811166,-12.608345,14.435769,7.168210,0,5.844621,7.189719,0.000000,20.811165,0,0,11.758236,9.401927,5.602058,7.544540,8.276849,14.541080,8.287942,6.906211,8.761048,6.699478,9.516269,7.006433,9.124263,8.663167,10.542943,9.388057,10.502748,10.544084,0,0.00159,0.00083,0.00083,0.00084,0.00157,0.00099,0.00191,0.00080,1.49370,0.09790,3.27742
1.628,6.649902,-0.576091,6.677804,5.722875,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,132.310852,100.743340,103.880188,114.889008,11.805154,-12.555913,14.423438,7.139469,0,5.844095,7.182130,0.000000,19.588968,0,0,11.801223,9.403906,5.601873,7.544431,8.276478,14.525978,8.291185,6.897685,8.761049,6.691271,9.516240,7.006114,9.126617,8.665641,10.545910,9.390893,10.503607,10.546234,0,0.00162,0.00085,0.00084,0.00088,0.00174,0.00100,0.00191,0.00081,0.58298,0.09777,3.27719
1.629,6.649208,-0.551936,6.677612,5.722582,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,131.648315,101.396545,103.908638,114.837402,11.799141,-12.503481,14.411107,7.110728,0,5.843569,7.174541,0.000000,18.366770,0,0,11.844211,9.405886,5.601689,7.544322,8.276107,14.510875,8.294430,6.889159,8.761050,6.683064,9.516211,7.005794,9.128972,8.668114,10.548877,9.393728,10.504465,10.548385,0,0.00158,0.00084,0.00084,0.00089,0.00171,0.00098,0.00175,0.00079,2.46070,0.09750,3.27696
1.630,6.648824,-0.543516,6.677519,5.722425,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,131.003799,102.074944,103.942825,114.864960,11.798466,-12.420156,14.398871,7.081905,0,5.843117,7.165551,0.000000,17.603992,0,0,11.873253,9.407806,5.601758,7.544157,8.274205,14.499170,8.298354,6.881464,8.762791,6.675827,9.516816,7.007523,9.130524,8.671236,10.550924,9.397028,10.505357,10.551835,0,0.00154,0.00082,0.00084,0.00089,0.00162,0.00095,0.00156,0.00079,1.03205,0.09759,3.27682
1.631,6.648741,-0.556299,6.677559,5.722398,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,130.383575,102.787277,103.984764,114.999168,11.804984,-12.295204,14.386765,7.052969,0,5.842763,7.154675,0.000000,17.460245,0,0,11.883507,9.409649,5.602169,7.543913,8.270242,14.492043,8.303197,6.874891,8.766873,6.669899,9.518277,7.012012,9.130993,8.675233,10.551734,9.400952,10.506294,10.557036,0,0.00128,0.00082,0.00083,0.00087,0.00150,0.00096,0.00140,0.00077,0.93439,0.09776,3.27682
1.632,6.648963,-0.569082,6.677599,5.722424,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,129.763336,103.499619,104.026695,115.133385,11.811502,-12.170253,14.374657,7.024034,0,5.842410,7.143797,0.000000,17.316498,0,0,11.893760,9.411491,5.602580,7.543670,8.266278,14.484917,8.308040,6.868317,8.770956,6.663971,9.519737,7.016502,9.131463,8.679229,10.552543,9.404876,10.507232,10.562237,0,0.00113,0.00083,0.00081,0.00086,0.00148,0.00096,0.00131,0.00078,2.40220,0.09759,3.27679
1.633,6.649481,-0.581865,6.677639,5.722499,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,129.143112,104.211952,104.068626,115.267593,11.818019,-12.045301,14.362550,6.995099,0,5.842057,7.132921,0.000000,17.172750,0,0,11.904014,9.413334,5.602991,7.543427,8.262315,14.477790,8.312882,6.861743,8.775039,6.658043,9.521198,7.020992,9.131932,8.683226,10.553351,9.408800,10.508169,10.567438,0,0.00118,0.00082,0.00080,0.00086,0.00147,0.00095,0.00129,0.00076,2.30400,0.09728,3.27672
1.634,6.650259,-0.597641,6.677243,5.722529,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,128.567993,104.931145,104.123581,115.434181,11.822630,-11.905528,14.350562,6.979864,0,5.841673,7.125137,0.000000,17.417402,0,0,11.916089,9.414795,5.603376,7.543246,8.259513,14.467732,8.315918,6.855374,8.779270,6.652057,9.522342,7.025186,9.132773,8.686685,10.553581,9.413346,10.509805,10.572093,0,0.00130,0.00081,0.00083,0.00086,0.00145,0.00094,0.00131,0.00074,0.48121,0.09738,3.27651
1.635,6.651289,-0.617453,6.676260,5.722514,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,128.053680,105.659569,104.196068,115.644371,11.824671,-11.745783,14.338737,6.983090,0,5.841249,7.121520,0.000000,18.185389,0,0,11.930620,9.415743,5.603729,7.543150,8.258278,14.453726,8.316520,6.849281,8.783702,6.645992,9.523059,7.028980,9.134113,8.689422,10.553032,9.418731,10.512380,10.576012,0,0.00132,0.00081,0.00081,0.00086,0.00130,0.00089,0.00136,0.00075,1.81253,0.09771,3.27613
1.636,6.652523,-0.637264,6.675278,5.722479,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,127.539368,106.387993,104.268555,115.854568,11.826712,-11.586038,14.326910,6.986317,0,5.840824,7.117903,0.000000,18.953375,0,0,11.945150,9.416691,5.604082,7.543053,8.257042,14.439719,8.317121,6.843187,8.788135,6.639926,9.523775,7.032775,9.135453,8.692158,10.552482,9.424115,10.514956,10.579930,0,0.00128,0.00085,0.00083,0.00093,0.00126,0.00089,0.00144,0.00075,2.37738,0.09751,3.27626
1.637,6.653955,-0.657075,6.674296,5.722425,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,127.025055,107.116417,104.341042,116.064766,11.828753,-11.426292,14.315084,6.989543,0,5.840399,7.114286,0.000000,19.721361,0,0,11.959682,9.417639,5.604434,7.542957,8.255807,14.425712,8.317721,6.837094,8.792566,6.633862,9.524492,7.036570,9.136793,8.694895,10.551931,9.429500,10.517531,10.583849,0,0.00119,0.00088,0.00083,0.00098,0.00125,0.00090,0.00171,0.00075,0.57855,0.09730,3.27710
1.638,6.655549,-0.656669,6.673150,5.722395,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,126.486351,107.899109,104.355034,116.217300,11.831287,-11.283242,14.303392,6.992630,0,5.839994,7.108118,0.000000,20.812582,0,0,11.975946,9.418425,5.604774,7.542873,8.255173,14.416999,8.318703,6.829178,8.796865,6.626545,9.525142,7.039322,9.137432,8.698282,10.551812,9.434884,10.520330,10.587684,0,0.00107,0.00089,0.00083,0.00098,0.00125,0.00090,0.00180,0.00075,2.45253,0.09716,3.27772
1.639,6.657297,-0.629022,6.671784,5.722388,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,125.914764,108.754936,104.290207,116.292152,11.834488,-11.162686,14.291883,6.995531,0,5.839616,7.098510,0.000000,22.339334,0,0,11.994547,9.418992,5.605097,7.542807,8.255350,14.415419,8.320197,6.818808,8.800981,6.617544,9.525701,7.040669,9.137125,8.702545,10.552272,9.440269,10.523430,10.591404,0,0.00102,0.00092,0.00082,0.00099,0.00123,0.00089,0.00180,0.00076,1.37068,0.09735,3.27802
1.640,6.659150,-0.601376,6.670418,5.722361,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,125.343178,109.610756,104.225380,116.367004,11.837688,-11.042131,14.280374,6.998432,0,5.839237,7.088903,0.000000,23.866089,0,0,12.013147,9.419559,5.605420,7.542741,8.255527,14.413838,8.321692,6.808438,8.805097,6.608541,9.526259,7.042017,9.136818,8.706809,10.552732,9.445654,10.526529,10.595124,0,0.00119,0.00090,0.00080,0.00100,0.00121,0.00090,0.00176,0.00078,0.81241,0.09749,3.27775
1.641,6.661103,-0.573729,6.669052,5.722315,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,124.771591,110.466583,104.160545,116.441856,11.840890,-10.921576,14.268864,7.001332,0,5.838859,7.079296,0.000000,25.392841,0,0,12.031749,9.420127,5.605742,7.542675,8.255704,14.412257,8.323186,6.798068,8.809213,6.599540,9.526818,7.043364,9.136511,8.711073,10.553193,9.451038,10.529629,10.598845,0,0.00133,0.00089,0.00079,0.00095,0.00118,0.00089,0.00173,0.00078,2.71766,0.09696,3.27668
1.642,6.663085,-0.529804,6.668023,5.722220,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,124.366455,111.362877,104.053535,116.415115,11.843292,-10.834909,14.257336,7.004353,0,5.838467,7.073242,0.000000,26.804836,0,0,12.052352,9.420381,5.606055,7.542563,8.257179,14.402910,8.325177,6.788657,8.813787,6.591871,9.526342,7.047126,9.135509,8.716585,10.553013,9.455442,10.532175,10.602701,0,0.00139,0.00091,0.00081,0.00093,0.00112,0.00089,0.00155,0.00073,0.50467,0.09692,3.27600
1.643,6.665093,-0.463946,6.667448,5.722076,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,124.185593,112.313705,103.889687,116.251495,11.844619,-10.793906,14.245782,7.007536,0,5.838057,7.071977,0.000000,28.062206,0,0,12.075654,9.420210,5.606356,7.542390,8.260406,14.383097,8.327840,6.780540,8.818978,6.585999,9.524474,7.054144,9.133571,8.723782,10.551970,9.458526,10.533975,10.606743,0,0.00145,0.00096,0.00081,0.00092,0.00105,0.00083,0.00140,0.00074,1.79848,0.09729,3.27585
1.644,6.667054,-0.398088,6.666873,5.722016,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,124.004730,113.264534,103.725830,116.087883,11.845946,-10.752903,14.234228,7.010719,0,5.837647,7.070711,0.000000,29.319576,0,0,12.098956,9.420039,5.606657,7.542217,8.263633,14.363283,8.330503,6.772423,8.824170,6.580126,9.522606,7.061161,9.131632,8.730977,10.550926,9.461609,10.535774,10.610784,0,0.00150,0.00098,0.00081,0.00094,0.00103,0.00081,0.00137,0.00075,2.19293,0.09716,3.27592
1.645,6.668967,-0.332230,6.666299,5.722037,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,123.823860,114.215363,103.561981,115.924263,11.847273,-10.711900,14.222674,7.013902,0,5.837237,7.069446,0.000000,30.576946,0,0,12.122259,9.419868,5.606957,7.542045,8.266860,14.343470,8.333165,6.764306,8.829361,6.574253,9.520738,7.068179,9.129694,8.738173,10.549883,9.464691,10.537575,10.614825,0,0.00182,0.00099,0.00082,0.00093,0.00105,0.00082,0.00135,0.00075,0.69506,0.09723,3.27630
1.646,6.670792,-0.253920,6.666090,5.722293,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,123.646637,115.221855,103.379280,115.678764,11.842235,-10.692636,14.211048,7.017012,0,5.836831,7.068488,0.000000,31.620195,0,0,12.153565,9.419320,5.607956,7.541876,8.268971,14.329142,8.337076,6.755037,8.837042,6.570567,9.519632,7.075541,9.128379,8.746458,10.549560,9.468437,10.537650,10.620995,0,0.00194,0.00097,0.00083,0.00094,0.00104,0.00084,0.00132,0.00077,2.13412,0.09716,3.27677
1.647,6.672532,-0.158833,6.666377,5.722779,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,123.474319,116.303352,103.171204,115.322945,11.828619,-10.702664,14.199326,7.020026,0,5.836430,7.067945,0.000000,32.374935,0,0,12.195658,9.418263,5.609896,7.541713,8.269582,14.322206,8.342668,6.744216,8.848078,6.569827,9.519557,7.083369,9.127903,8.756213,10.550206,9.473075,10.535402,10.630032,0,0.00195,0.00097,0.00081,0.00091,0.00105,0.00083,0.00133,0.00076,2.57376,0.09721,3.27739
1.648,6.674197,-0.063747,6.666663,5.723531,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,123.302002,117.384850,102.963120,114.967125,11.815002,-10.712693,14.187602,7.023039,0,5.836029,7.067402,0.000000,33.129673,0,0,12.237749,9.417207,5.611835,7.541549,8.270191,14.315269,8.348259,6.733396,8.859113,6.569087,9.519481,7.091197,9.127428,8.765968,10.550853,9.477714,10.533154,10.639070,0,0.00194,0.00094,0.00078,0.00089,0.00089,0.00080,0.00135,0.00078,0.49011,0.09743,3.27752
1.649,6.675790,0.031340,6.666949,5.724541,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,123.129684,118.466339,102.755035,114.611298,11.801387,-10.722722,14.175879,7.026053,0,5.835628,7.066859,0.000000,33.884411,0,0,12.279841,9.416150,5.613775,7.541386,8.270802,14.308332,8.353850,6.722575,8.870149,6.568346,9.519405,7.099025,9.126953,8.775723,10.551500,9.482351,10.530906,10.648107,0,0.00196,0.00095,0.00079,0.00087,0.00076,0.00077,0.00136,0.00080,1.93910,0.09736,3.27698
1.650,6.677347,0.125115,6.667318,5.725740,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,123.144104,119.444633,102.442993,114.244621,11.793301,-10.729604,14.164069,7.015787,0,5.835401,7.065389,0.000000,34.475288,0,0,12.321874,9.415084,5.615862,7.541583,8.269617,14.298378,8.359872,6.713671,8.880794,6.567293,9.518620,7.108408,9.126013,8.787464,10.552682,9.488423,10.529338,10.655980,0,0.00198,0.00098,0.00080,0.00087,0.00075,0.00079,0.00139,0.00082,2.19323,0.09686,3.27674
1.651,6.678869,0.217122,6.667799,5.727123,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,123.410156,120.283875,101.990868,113.863304,11.792665,-10.732246,14.152141,6.987627,0,5.835407,7.062667,0.000000,34.845379,0,0,12.363828,9.414006,5.618147,7.542264,8.266016,14.284356,8.366473,6.707351,8.890913,6.565817,9.516881,7.119886,9.124446,8.801883,10.554585,9.496427,10.528687,10.662283,0,0.00202,0.00100,0.00080,0.00087,0.00073,0.00078,0.00143,0.00078,0.51392,0.09700,3.27689
1.652,6.680389,0.309130,6.668280,5.728284,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,123.676201,121.123116,101.538742,113.481987,11.792028,-10.734889,14.140212,6.959467,0,5.835414,7.059946,0.000000,35.215469,0,0,12.405781,9.412928,5.620432,7.542945,8.262415,14.270335,8.373075,6.701030,8.901032,6.564342,9.515141,7.131364,9.122878,8.816300,10.556489,9.504431,10.528037,10.668587,0,0.00202,0.00098,0.00080,0.00087,0.00074,0.00078,0.00144,0.00078,2.46415,0.09719,3.27736
1.653,6.681908,0.401137,6.668761,5.729230,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,123.942253,121.962357,101.086617,113.100670,11.791393,-10.737532,14.128284,6.931307,0,5.835421,7.057224,0.000000,35.585560,0,0,12.447735,9.411850,5.622717,7.543626,8.258814,14.256313,8.379677,6.694709,8.911152,6.562866,9.513402,7.142842,9.121311,8.830718,10.558393,9.512434,10.527387,10.674890,0,0.00198,0.00097,0.00080,0.00087,0.00075,0.00076,0.00162,0.00081,1.24431,0.09695,3.27828
1.654,6.683462,0.480043,6.669073,5.729625,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,124.456795,122.667320,100.532997,112.692436,11.784991,-10.728506,14.116451,6.903315,0,5.835304,7.052687,0.000000,35.854717,0,0,12.489359,9.410780,5.623943,7.543768,8.256636,14.243957,8.387871,6.686948,8.921547,6.565773,9.514561,7.157483,9.118694,8.845882,10.560078,9.520339,10.527470,10.681723,0,0.00198,0.00096,0.00078,0.00085,0.00076,0.00076,0.00171,0.00081,0.95673,0.09675,3.27811
1.655,6.685050,0.541297,6.669159,5.729484,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,125.306168,123.191345,99.842628,112.247932,11.770821,-10.703761,14.104746,6.875549,0,5.835021,7.045705,0.000000,35.987869,0,0,12.530538,9.409720,5.623743,7.543183,8.256372,14.233843,8.398209,6.677246,8.932314,6.574585,9.519623,7.176387,9.114664,8.862051,10.561469,9.528112,10.528539,10.689268,0,0.00202,0.00095,0.00077,0.00084,0.00075,0.00076,0.00171,0.00080,2.71356,0.09658,3.27643
1.656,6.686726,0.602551,6.669244,5.729248,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,126.155540,123.715370,99.152260,111.803436,11.756650,-10.679015,14.093041,6.847784,0,5.834739,7.038723,0.000000,36.121021,0,0,12.571717,9.408662,5.623543,7.542598,8.256110,14.223729,8.408546,6.667544,8.943080,6.583397,9.524686,7.195290,9.110633,8.878221,10.562860,9.535885,10.529608,10.696814,0,0.00201,0.00089,0.00075,0.00076,0.00075,0.00076,0.00166,0.00078,0.69775,0.09685,3.27577
1.657,6.688486,0.663804,6.669330,5.728919,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,127.004906,124.239395,98.461884,111.358932,11.742479,-10.654269,14.081337,6.820018,0,5.834456,7.031741,0.000000,36.254173,0,0,12.612897,9.407602,5.623343,7.542014,8.255848,14.213614,8.418885,6.657843,8.953847,6.592209,9.529749,7.214194,9.106602,8.894390,10.564252,9.543658,10.530677,10.704359,0,0.00201,0.00086,0.00075,0.00077,0.00076,0.00078,0.00138,0.00079,1.51828,0.09688,3.27653
1.658,6.690369,0.712682,6.669837,5.728991,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,127.759918,124.821182,97.772102,110.915703,11.744080,-10.629631,14.069551,6.792090,0,5.834416,7.025785,0.000000,36.468315,0,0,12.653790,9.393538,5.623559,7.541544,8.255764,14.200689,8.430423,6.649624,8.964415,6.600088,9.533924,7.232509,9.102176,8.911790,10.564615,9.550872,10.530451,10.711536,0,0.00202,0.00089,0.00075,0.00078,0.00075,0.00078,0.00128,0.00082,1.80984,0.09653,3.27691
1.659,6.692373,0.744883,6.670911,5.729451,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,128.387787,125.480804,97.083122,110.474182,11.766929,-10.605139,14.057656,6.763942,0,5.834704,7.021212,0.000000,36.791592,0,0,12.694299,9.361949,5.624336,7.541230,8.255921,14.183977,8.443577,6.643405,8.974713,6.606709,9.536902,7.250031,9.097219,8.930847,10.563594,9.557334,10.528481,10.718219,0,0.00212,0.00087,0.00076,0.00078,0.00075,0.00078,0.00134,0.00081,0.57501,0.09644,3.27676
1.660,6.694486,0.777084,6.671986,5.729979,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,129.015656,126.140434,96.394135,110.032661,11.789778,-10.580647,14.045761,6.735794,0,5.834992,7.016639,0.000000,37.114868,0,0,12.734807,9.330360,5.625113,7.540916,8.256079,14.167264,8.456731,6.637186,8.985013,6.613329,9.539882,7.267553,9.092260,8.949904,10.562572,9.563796,10.526510,10.724902,0,0.00219,0.00087,0.00078,0.00077,0.00075,0.00078,0.00141,0.00081,2.64654,0.09655,3.27699
1.661,6.696705,0.809286,6.673060,5.730575,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,129.643524,126.800056,95.705147,109.591141,11.812627,-10.556154,14.033866,6.707646,0,5.835280,7.012065,0.000000,37.438145,0,0,12.775316,9.298772,5.625890,7.540602,8.256236,14.150551,8.469885,6.630966,8.995313,6.619950,9.542861,7.285076,9.087303,8.968962,10.561551,9.570258,10.524540,10.731585,0,0.00209,0.00086,0.00078,0.00078,0.00075,0.00078,0.00154,0.00087,1.65096,0.09667,3.27775
1.662,6.698989,0.819554,6.674359,5.730792,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,130.412308,127.409424,95.125092,109.242264,11.827612,-10.558718,14.022016,6.679526,0,5.835522,7.005708,0.000000,37.852390,0,0,12.816174,9.280428,5.625865,7.540296,8.257040,14.135241,8.481614,6.624653,9.006916,6.627937,9.546927,7.306075,9.083231,8.987854,10.561183,9.578196,10.523409,10.739450,0,0.00204,0.00086,0.00077,0.00078,0.00075,0.00078,0.00175,0.00100,0.63474,0.09672,3.27775
1.663,6.701335,0.800270,6.675961,5.730642,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,131.370941,127.951073,94.691803,109.018211,11.832002,-10.597739,14.010224,6.651446,0,5.835701,6.996946,0.000000,38.389221,0,0,12.857503,9.279929,5.624762,7.540000,8.258714,14.121819,8.491424,6.618213,9.020275,6.637764,9.552459,7.331758,9.080351,9.006524,10.561696,9.588120,10.523409,10.748907,0,0.00196,0.00091,0.00077,0.00079,0.00074,0.00081,0.00181,0.00107,2.58926,0.09638,3.27668
1.664,6.703693,0.780985,6.677562,5.730199,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,132.329575,128.492722,94.258514,108.794167,11.836391,-10.636760,13.998434,6.623365,0,5.835881,6.988184,0.000000,38.926048,0,0,12.898832,9.279431,5.623659,7.539705,8.260387,14.108397,8.501233,6.611773,9.033634,6.647592,9.557990,7.357442,9.077471,9.025194,10.562209,9.598046,10.523408,10.758365,0,0.00192,0.00133,0.00077,0.00083,0.00073,0.00082,0.00179,0.00107,1.41377,0.09640,3.27641
1.665,6.706062,0.761700,6.679163,5.729472,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,133.288208,129.034363,93.825226,108.570114,11.840781,-10.675781,13.986643,6.595284,0,5.836061,6.979422,0.000000,39.462879,0,0,12.940162,9.278934,5.622555,7.539410,8.262061,14.094975,8.511044,6.605334,9.046993,6.657420,9.563521,7.383126,9.074591,9.043864,10.562722,9.607972,10.523408,10.767822,0,0.00167,0.00180,0.00077,0.00088,0.00075,0.00081,0.00175,0.00111,0.59183,0.09685,3.27725
1.666,6.708386,0.736104,6.680277,5.728626,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,134.417435,129.495895,93.394882,108.276680,11.843683,-10.746330,13.974907,6.579632,0,5.836356,6.977989,0.000000,40.070274,0,0,12.982456,9.278047,5.620720,7.539014,8.262290,14.081582,8.520257,6.600018,9.059578,6.668883,9.567957,7.404643,9.072427,9.061430,10.562624,9.619720,10.523008,10.775136,0,0.00155,0.00204,0.00077,0.00093,0.00077,0.00080,0.00177,0.00114,2.50343,0.09667,3.27774
1.667,6.710669,0.702003,6.680734,5.727667,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,135.776505,129.849472,92.968506,107.889748,11.844581,-10.859361,13.963245,6.580724,0,5.836807,6.986432,0.000000,40.772758,0,0,13.026053,9.276635,5.617901,7.538485,8.260574,14.068227,8.528666,6.596215,9.071118,6.682548,9.570916,7.420546,9.071225,9.077508,10.561703,9.633924,10.522072,10.779562,0,0.00191,0.00205,0.00081,0.00096,0.00077,0.00081,0.00183,0.00116,1.89370,0.09634,3.27774
1.668,6.712864,0.667901,6.681190,4.272488,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,137.135559,130.203049,92.542130,107.502808,11.845477,-10.972391,13.951584,6.581816,0,5.837257,6.994875,0.000000,41.475239,0,0,13.069651,9.275224,5.615082,7.537956,8.258858,14.054871,8.537076,6.592412,9.082658,6.696214,9.573875,7.436448,9.070024,9.093587,10.560781,9.648129,10.521134,10.783988,0,0.00208,0.00240,0.00085,0.00098,0.00076,0.00080,0.00187,0.00118,0.49962,0.09660,3.27739
1.669,6.714975,0.633800,6.681647,1.408890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,138.494629,130.556610,92.115753,107.115875,11.846375,-11.085422,13.939922,6.582909,0,5.837708,7.003318,0.000000,42.177719,0,0,13.113248,9.273812,5.612263,7.537426,8.257142,14.041515,8.545485,6.588610,9.094198,6.709879,9.576836,7.452350,9.068824,9.109665,10.559860,9.662333,10.520198,10.788414,0,0.00211,0.00282,0.00119,0.00107,0.00075,0.00081,0.00192,0.00121,2.10212,0.09694,3.27655
