"Time","v5 L COP","v3 R COP","70 RDS cle","34 FRx (cm)","29 HRx (cm)","71 LDS cle","37a CoMy (cm)","32 FLx (cm)","27 HLx (cm)","67 xCoM","v7 xCoM","3 Platform","2 Trdml","37b CoMy (cm)","37 CoMy (cm)"
0.000,0.000000,0.000000,1,17.646563,15.658282,1,0.712432,19.746731,14.168615,5.747933,5.747933,-0.00014,0.09750,5.792257,-0.964758
0.001,0.000000,0.000000,1,17.636023,15.674980,1,0.726468,19.754131,14.159012,5.746608,5.746608,-0.00029,0.09758,5.792498,-0.989670
0.002,0.000000,0.000000,1,17.625439,15.687732,1,0.640328,19.759575,14.149156,5.745392,5.745392,0.00015,0.09787,5.795478,-1.008619
0.003,0.000000,0.000000,1,17.614841,15.698919,1,0.514453,19.764244,14.139200,5.744218,5.744218,0.00000,0.09792,5.799544,-1.025203
0.004,0.000000,0.000000,1,17.604242,15.710107,1,0.388578,19.768911,14.129245,5.743045,5.743045,0.00015,0.09761,5.803611,-1.041787
0.005,0.000000,0.000000,1,17.593643,15.721294,1,0.262703,19.773581,14.119289,5.741871,5.741871,0.00016,0.09765,5.807677,-1.058371
0.006,0.000000,0.000000,1,17.583197,15.749827,1,0.043661,19.787672,14.108845,5.740620,5.740620,0.00015,0.09787,5.807806,-1.068336
0.007,0.000000,0.000000,1,17.572809,15.785240,1,-0.212336,19.805502,14.098206,5.739338,5.739338,0.00000,0.09780,5.806372,-1.075677
0.008,0.000000,0.000000,1,17.562422,15.820653,1,-0.468333,19.823330,14.087567,5.738056,5.738056,-0.00000,0.09746,5.804939,-1.083017
0.009,0.000000,0.000000,1,17.552034,15.856066,1,-0.724330,19.841160,14.076928,5.736773,5.736773,0.00000,0.09746,5.803505,-1.090357
0.010,0.000000,0.000000,1,17.541180,15.880004,1,-0.968835,19.848928,14.065068,5.735868,5.735868,-0.00014,0.09758,5.801252,-1.089615
0.011,0.000000,0.000000,1,17.530142,15.899390,1,-1.208781,19.852703,14.052724,5.735113,5.735113,0.00000,0.09752,5.798674,-1.085666
0.012,0.000000,0.000000,1,17.519104,15.918777,1,-1.448727,19.856480,14.040380,5.734357,5.734357,0.00000,0.09738,5.796096,-1.081717
0.013,0.000000,0.000000,1,17.508066,15.938163,1,-1.688672,19.860256,14.028035,5.733602,5.733602,0.00000,0.09719,5.793518,-1.077768
0.014,0.000000,0.000000,1,17.497461,15.955758,1,-1.836013,19.866306,14.016261,5.732405,5.732405,0.00015,0.09726,5.791622,-1.068823
0.015,0.000000,0.000000,1,17.487028,15.972644,1,-1.946622,19.873259,14.004714,5.731033,5.731033,0.00015,0.09743,5.789996,-1.057897
0.016,0.000000,0.000000,1,17.476595,15.989529,1,-2.057231,19.880211,13.993167,5.729661,5.729661,0.00015,0.09732,5.788371,-1.046970
0.017,0.000000,0.000000,1,17.466162,16.006414,1,-2.167840,19.887163,13.981620,5.728288,5.728288,0.00015,0.09695,5.786746,-1.036044
0.018,0.000000,0.000000,1,17.455957,16.019745,1,-2.239411,19.894800,13.971363,5.726883,5.726883,-0.00000,0.09690,5.784385,-1.021152
0.019,0.000000,0.000000,1,17.445841,16.031666,1,-2.295499,19.902708,13.961619,5.725465,5.725465,0.00030,0.09706,5.781732,-1.004687
0.020,0.000000,0.000000,1,17.435724,16.043587,1,-2.351587,19.910616,13.951875,5.724047,5.724047,0.00030,0.09690,5.779079,-0.988222
0.021,0.000000,0.000000,1,17.425608,16.055508,1,-2.407675,19.918524,13.942131,5.722629,5.722629,0.00000,0.09653,5.776427,-0.971757
0.022,0.000000,0.000000,1,17.416138,16.083883,1,-2.391076,19.920771,13.932077,5.720748,5.720748,0.00015,0.09636,5.772548,-0.956459
0.023,0.000000,0.000000,1,17.406923,16.118786,1,-2.345644,19.920771,13.921902,5.718685,5.718685,0.00000,0.09638,5.768182,-0.941624
0.024,0.000000,0.000000,1,17.397711,16.153687,1,-2.300213,19.920771,13.911726,5.716621,5.716621,-0.00000,0.09642,5.763817,-0.926788
0.025,0.000000,0.000000,1,17.388496,16.188589,1,-2.254782,19.920771,13.901549,5.714558,5.714558,0.00015,0.09636,5.759452,-0.911952
0.026,0.000000,0.000000,1,17.378777,16.213434,1,-2.227023,19.920771,13.893617,5.712187,5.712187,0.00031,0.09611,5.759475,-0.903347
0.027,0.000000,0.000000,1,17.368858,16.234287,1,-2.206273,19.920771,13.886573,5.709695,5.709695,-0.00015,0.09609,5.761238,-0.897213
0.028,0.000000,0.000000,1,17.358938,16.255142,1,-2.185523,19.920771,13.879529,5.707202,5.707202,0.00015,0.09636,5.763001,-0.891078
0.029,0.000000,0.000000,1,17.349020,16.275997,1,-2.164773,19.920771,13.872485,5.704710,5.704710,-0.00000,0.09640,5.764765,-0.884944
0.030,0.000000,0.000000,1,17.338911,16.300001,1,-2.167392,19.920771,13.863751,5.702109,5.702109,0.00030,0.09612,5.761165,-0.886220
0.031,0.000000,0.000000,1,17.328728,16.325256,1,-2.179281,19.920771,13.854348,5.699464,5.699464,0.00015,0.09605,5.755438,-0.890436
0.032,0.000000,0.000000,1,17.318544,16.350512,1,-2.191170,19.920771,13.844945,5.696819,5.696819,0.00014,0.09627,5.749711,-0.894653
0.033,0.000000,0.000000,1,17.308359,16.375767,1,-2.203058,19.920771,13.835541,5.694174,5.694174,0.00030,0.09639,5.743983,-0.898869
0.034,0.000000,0.000000,1,17.298189,16.395723,1,-2.189359,19.920771,13.828263,5.691419,5.691419,0.00030,0.09628,5.741847,-0.910618
0.035,0.000000,0.000000,1,17.288023,16.413582,1,-2.165509,19.920771,13.821830,5.688619,5.688619,0.00015,0.09612,5.741136,-0.925357
0.036,2.592816,0.000000,1,17.277857,16.431438,1,-2.141660,19.920771,13.815395,5.685820,5.685820,0.00015,0.09625,5.740424,-0.940095
0.037,5.841959,0.000000,1,17.267693,16.449295,1,-2.117811,19.920771,13.808961,5.683020,5.683020,0.00000,0.09649,5.739712,-0.954833
0.038,6.498286,0.000000,1,17.257620,16.455389,1,-2.144046,19.920771,13.804080,5.680327,5.680327,-0.00015,0.09648,5.738645,-0.978095
0.039,6.498286,0.000000,1,17.247585,16.456818,1,-2.190148,19.920771,13.799814,5.677677,5.677677,0.00015,0.09631,5.737436,-1.004737
0.040,6.498286,0.000000,1,17.237549,16.458246,1,-2.236250,19.920771,13.795548,5.675026,5.675026,0.00015,0.09639,5.736228,-1.031379
0.041,6.498286,0.000000,1,17.227514,16.459675,1,-2.282351,19.920771,13.791283,5.672376,5.672376,0.00015,0.09668,5.735020,-1.058022
0.042,6.498286,0.000000,1,17.218040,16.460081,1,-2.214863,19.920771,13.783786,5.670135,5.670135,0.00015,0.09675,5.731880,-1.089534
0.043,6.498286,0.000000,1,17.208790,16.460081,1,-2.102320,19.920771,13.775008,5.668057,5.668057,0.00000,0.09651,5.727975,-1.122978
0.044,6.498286,0.000000,1,17.199539,16.460081,1,-1.989776,19.920771,13.766230,5.665979,5.665979,0.00045,0.09656,5.724070,-1.156422
0.045,6.498286,0.000000,1,17.190287,16.460081,1,-1.877233,19.920771,13.757451,5.663901,5.663901,0.00030,0.09687,5.720165,-1.189867
0.046,6.497662,0.000000,1,17.182251,16.460081,1,-1.725533,19.920771,13.749376,5.661872,5.661872,0.00014,0.09687,5.717573,-1.221858
0.047,6.496880,0.000000,1,17.174698,16.460081,1,-1.558302,19.920771,13.741580,5.659862,5.659862,-0.00000,0.09663,5.715502,-1.253274
0.048,6.496103,0.000000,1,17.167145,16.460081,1,-1.391072,19.920771,13.733784,5.657851,5.657851,0.00000,0.09668,5.713431,-1.284689
0.049,6.495328,0.000000,1,17.159592,16.460081,1,-1.223841,19.920771,13.725988,5.655841,5.655841,-0.00015,0.09692,5.711360,-1.316105
0.050,6.494511,0.000000,1,17.153255,16.460081,1,-0.976797,19.920771,13.718151,5.654020,5.654020,0.00015,0.09707,5.710119,-1.345580
0.051,6.493681,0.000000,1,17.147402,16.460081,1,-0.698096,19.920771,13.710299,5.652274,5.652274,0.00045,0.09694,5.709207,-1.374286
0.052,6.493137,0.000000,1,17.141548,16.460081,1,-0.419394,19.920771,13.702446,5.650527,5.650527,0.00015,0.09693,5.708294,-1.402992
0.053,6.492664,0.000000,1,17.135696,16.460081,1,-0.140693,19.920771,13.694593,5.648781,5.648781,-0.00000,0.09711,5.707382,-1.431697
0.054,6.492568,0.000000,1,17.133421,16.460081,1,0.072478,19.905518,13.685501,5.647332,5.647332,0.00015,0.09725,5.707651,-1.455673
0.055,6.492568,0.000000,1,17.132565,16.460081,1,0.259656,19.884214,13.675919,5.646002,5.646002,0.00030,0.09712,5.708389,-1.477774
0.056,6.492568,0.000000,1,17.131708,16.460081,1,0.446835,19.862909,13.666336,5.644671,5.644671,0.00015,0.09687,5.709127,-1.499874
0.057,6.492568,0.000000,1,17.130852,16.460081,1,0.634013,19.841606,13.656754,5.643341,5.643341,0.00001,0.09699,5.709865,-1.521975
0.058,6.492568,0.000000,1,17.133966,16.460081,1,0.753872,19.831284,13.640373,5.642074,5.642074,0.00000,0.09717,5.711776,-1.539036
0.059,6.492568,0.000000,1,17.138655,16.460081,1,0.847030,19.825315,13.621298,5.640831,5.640831,0.00000,0.09705,5.714152,-1.554099
0.060,6.492568,0.000000,1,17.143343,16.460081,1,0.940187,19.819347,13.602222,5.639588,5.639588,0.00030,0.09673,5.716529,-1.569162
0.061,6.492568,0.000000,1,17.148031,16.460081,1,1.033344,19.813379,13.583147,5.638345,5.638345,-0.00015,0.09681,5.718905,-1.584226
0.062,6.498525,0.000000,1,17.160645,16.452209,1,0.993496,19.811684,13.572543,5.637763,5.637763,0.00015,0.09705,5.721784,-1.593630
0.063,6.505989,0.000000,1,17.176403,16.441214,1,0.900893,19.811684,13.565300,5.637442,5.637442,-0.00015,0.09700,5.724864,-1.600789
0.064,6.516894,0.000000,1,17.192162,16.430220,1,0.808290,19.811684,13.558058,5.637122,5.637122,0.00000,0.09674,5.727942,-1.607949
0.065,6.528669,0.000000,1,17.207920,16.419224,1,0.715687,19.811684,13.550815,5.636801,5.636801,-0.00015,0.09673,5.731021,-1.615108
0.066,6.539378,0.000000,1,17.229935,16.407171,1,0.665403,19.811684,13.538293,5.635880,5.635880,-0.00015,0.09688,5.729491,-1.620052
0.067,6.549816,0.000000,1,17.254433,16.394697,1,0.631905,19.811684,13.523677,5.634719,5.634719,-0.00000,0.09696,5.726132,-1.624117
0.068,6.560120,0.000000,1,17.278931,16.382223,1,0.598407,19.811684,13.509061,5.633559,5.633559,0.00015,0.09674,5.722773,-1.628182
0.069,6.570390,0.000000,1,17.303429,16.369749,1,0.564909,19.811684,13.494445,5.632399,5.632399,0.00015,0.09650,5.719414,-1.632247
0.070,6.581782,0.000000,1,17.330957,16.363060,1,0.406868,19.811684,13.483009,5.631101,5.631101,-0.00000,0.09657,5.720254,-1.636888
0.071,6.593459,0.000000,1,17.359688,16.358664,1,0.199426,19.811684,13.472836,5.629747,5.629747,0.00030,0.09672,5.722761,-1.641756
0.072,6.603033,0.000000,1,17.388418,16.354269,1,-0.008015,19.811684,13.462664,5.628394,5.628394,0.00030,0.09651,5.725267,-1.646625
0.073,6.612076,0.000000,1,17.417149,16.349873,1,-0.215457,19.811684,13.452491,5.627040,5.627040,0.00030,0.09618,5.727773,-1.651494
0.074,6.615045,0.000000,1,17.450855,16.338661,1,-0.436850,19.805819,13.440502,5.625225,5.625225,0.00000,0.09622,5.727489,-1.658865
0.075,6.616477,0.000000,1,17.486536,16.324743,1,-0.663777,19.797628,13.427793,5.623227,5.623227,0.00030,0.09637,5.726099,-1.667230
0.076,6.616800,0.000000,1,17.522217,16.310825,1,-0.890705,19.789438,13.415084,5.621229,5.621229,0.00000,0.09637,5.724709,-1.675595
0.077,6.616842,0.000000,1,17.557896,16.296907,1,-1.117632,19.781248,13.402374,5.619231,5.619231,0.00000,0.09621,5.723318,-1.683959
0.078,6.617587,0.000000,1,17.597984,16.286171,1,-1.384768,19.769478,13.389597,5.616659,5.616659,-0.00015,0.09617,5.725408,-1.697819
0.079,6.618510,0.000000,1,17.639818,16.276697,1,-1.667853,19.756285,13.376792,5.613860,5.613860,0.00000,0.09636,5.728877,-1.713859
0.080,6.618757,0.000000,1,17.681654,16.267221,1,-1.950938,19.743093,13.363988,5.611060,5.611060,-0.00014,0.09656,5.732347,-1.729898
0.081,6.618834,0.000000,1,17.723490,16.257748,1,-2.234022,19.729900,13.351183,5.608261,5.608261,0.00001,0.09645,5.735816,-1.745938
0.082,6.619549,0.000000,1,17.769316,16.245905,1,-2.508120,19.719885,13.340661,5.604607,5.604607,0.00015,0.09601,5.729684,-1.768772
0.083,6.620427,0.000000,1,17.816723,16.233122,1,-2.778653,19.711128,13.331045,5.600613,5.600613,-0.00015,0.09592,5.719744,-1.794300
0.084,6.621155,0.000000,1,17.864132,16.220341,1,-3.049186,19.702374,13.321429,5.596620,5.596620,0.00015,0.09612,5.709804,-1.819829
0.085,6.621846,0.000000,1,17.911541,16.207558,1,-3.319720,19.693617,13.311813,5.592626,5.592626,0.00016,0.09601,5.699864,-1.845358
0.086,6.622536,0.000000,1,17.958748,16.201284,1,-3.441013,19.681755,13.301887,5.588444,5.588444,0.00001,0.09577,5.695469,-1.879323
0.087,6.623226,0.000000,1,18.005875,16.197594,1,-3.503111,19.668661,13.291838,5.584187,5.584187,0.00015,0.09565,5.693274,-1.916634
0.088,6.623952,0.000000,1,18.053003,16.193903,1,-3.565209,19.655567,13.281788,5.579929,5.579929,0.00015,0.09570,5.691078,-1.953946
0.089,6.624688,0.000000,1,18.100130,16.190212,1,-3.627307,19.642473,13.271739,5.575672,5.575672,0.00031,0.09588,5.688882,-1.991257
0.090,6.625463,0.000000,1,18.147331,16.182207,1,-3.657805,19.634804,13.262680,5.570855,5.570855,0.00000,0.09589,5.685613,-2.036083
0.091,6.626248,0.000000,1,18.194563,16.172491,1,-3.675768,19.629286,13.254014,5.565816,5.565816,0.00015,0.09567,5.681917,-2.083889
0.092,6.627078,0.000000,1,18.241795,16.162775,1,-3.693732,19.623770,13.245348,5.560777,5.560777,0.00015,0.09566,5.678221,-2.131695
0.093,6.627918,0.000000,1,18.289026,16.153059,1,-3.711695,19.618252,13.236683,5.555738,5.555738,-0.00000,0.09594,5.674526,-2.179500
0.094,6.628811,0.000000,1,18.334686,16.135914,1,-3.606751,19.605215,13.228622,5.550386,5.550386,0.00016,0.09609,5.671680,-2.235237
0.095,6.629718,0.000000,1,18.379723,16.115822,1,-3.453055,19.589193,13.220803,5.544909,5.544909,-0.00015,0.09586,5.669171,-2.294120
0.096,6.630706,0.000000,1,18.424759,16.095730,1,-3.299360,19.573172,13.212983,5.539433,5.539433,-0.00015,0.09572,5.666662,-2.353002
0.097,6.631713,0.000000,1,18.469793,16.075638,1,-3.145664,19.557152,13.205164,5.533956,5.533956,-0.00015,0.09594,5.664153,-2.411885
0.098,6.632822,0.000000,1,18.508850,16.061014,1,-3.076970,19.540710,13.194602,5.527984,5.527984,0.00030,0.09607,5.660120,-2.474545
0.099,6.633956,0.000000,1,18.545534,16.048559,1,-3.041992,19.524101,13.182954,5.521817,5.521817,0.00000,0.09600,5.655483,-2.538703
0.100,6.635154,0.000000,1,18.582218,16.036104,1,-3.007014,19.507494,13.171305,5.515649,5.515649,0.00000,0.09585,5.650846,-2.602862
0.101,6.636368,0.000000,1,18.618902,16.023649,1,-2.972036,19.490887,13.159657,5.509482,5.509482,0.00000,0.09589,5.646209,-2.667020
0.102,6.637598,0.000000,1,18.651842,16.016825,1,-2.885896,19.472754,13.150265,5.503921,5.503921,0.00000,0.09613,5.643186,-2.733326
0.103,6.638833,0.000000,1,18.683298,16.012236,1,-2.779462,19.454016,13.141768,5.498600,5.498600,0.00015,0.09625,5.640804,-2.800485
0.104,6.640071,0.000000,1,18.714754,16.007647,1,-2.673028,19.435278,13.133271,5.493279,5.493279,0.00000,0.09610,5.638422,-2.867644
0.105,6.641311,0.000000,1,18.746210,16.003057,1,-2.566594,19.416540,13.124774,5.487957,5.487957,0.00000,0.09605,5.636039,-2.934802
0.106,6.642542,0.000000,1,18.776716,15.993026,1,-2.490231,19.407772,13.111753,5.482591,5.482591,0.00015,0.09637,5.634336,-2.999042
0.107,6.643772,0.000000,1,18.806845,15.980834,1,-2.425796,19.402958,13.096938,5.477205,5.477205,0.00000,0.09654,5.632901,-3.062123
0.108,6.644935,0.000000,1,18.836975,15.968642,1,-2.361361,19.398144,13.082122,5.471820,5.471820,0.00015,0.09636,5.631467,-3.125205
0.109,6.646080,0.000000,1,18.867104,15.956450,1,-2.296926,19.393332,13.067307,5.466435,5.466435,-0.00015,0.09631,5.630032,-3.188286
0.110,6.647108,0.000000,1,18.894707,15.942416,1,-2.266468,19.385160,13.053238,5.461336,5.461336,0.00016,0.09655,5.627545,-3.244897
0.111,6.648105,0.000000,1,18.921309,15.927652,1,-2.249489,19.375656,13.039465,5.456350,5.456350,0.00000,0.09670,5.624640,-3.298942
0.112,6.649008,0.000000,1,18.947912,15.912889,1,-2.232509,19.366154,13.025692,5.451365,5.451365,-0.00000,0.09665,5.621736,-3.352986
0.113,6.649889,0.000000,1,18.974514,15.898125,1,-2.215529,19.356651,13.011919,5.446379,5.446379,0.00015,0.09669,5.618832,-3.407031
0.114,6.650716,0.000000,1,18.997847,15.888940,1,-2.243032,19.341101,13.005033,5.441289,5.441289,0.00030,0.09687,5.617009,-3.452070
0.115,6.651530,0.000000,1,19.019882,15.881968,1,-2.288180,19.323153,13.000876,5.436158,5.436158,0.00031,0.09701,5.615615,-3.493539
0.116,6.652297,0.000000,1,19.041920,15.874998,1,-2.333328,19.305204,12.996720,5.431026,5.431026,-0.00015,0.09699,5.614221,-3.535007
0.117,6.653051,0.000000,1,19.063955,15.868027,1,-2.378476,19.287256,12.992565,5.425895,5.425895,0.00030,0.09682,5.612827,-3.576474
0.118,6.653745,0.000000,1,19.082388,15.855199,1,-2.516415,19.263887,12.985087,5.421001,5.421001,0.00000,0.09693,5.610901,-3.609034
0.119,6.654424,0.000000,1,19.099390,15.840048,1,-2.691158,19.238369,12.976294,5.416202,5.416202,0.00015,0.09719,5.608764,-3.638061
0.120,6.654994,0.000000,1,19.116392,15.824897,1,-2.865902,19.212851,12.967499,5.411403,5.411403,0.00000,0.09720,5.606627,-3.667087
0.121,6.655536,0.000000,1,19.133394,15.809746,1,-3.040645,19.187334,12.958705,5.406603,5.406603,-0.00015,0.09691,5.604490,-3.696114
0.122,6.655927,0.000000,1,19.151228,15.798409,1,-3.229707,19.169304,12.947244,5.401789,5.401789,0.00000,0.09705,5.600942,-3.713081
0.123,6.656281,0.000000,1,19.169390,15.788587,1,-3.424448,19.154243,12.934724,5.396969,5.396969,-0.00045,0.09738,5.596834,-3.725265
0.124,6.656422,0.000000,1,19.187551,15.778764,1,-3.619188,19.139183,12.922205,5.392149,5.392149,-0.00000,0.09734,5.592726,-3.737449
0.125,6.656509,0.000000,1,19.205713,15.768940,1,-3.813929,19.124123,12.909685,5.387329,5.387329,0.00030,0.09715,5.588618,-3.749634
0.126,6.656580,0.000000,1,19.222034,15.750896,1,-4.055010,19.119341,12.906130,5.382675,5.382675,0.00000,0.09732,5.585559,-3.753055
0.127,6.656646,0.000000,1,19.237629,15.729591,1,-4.314472,19.118635,12.906130,5.378088,5.378088,0.00000,0.09751,5.582915,-3.753000
0.128,6.656711,0.000000,1,19.253222,15.708286,1,-4.573933,19.117929,12.906130,5.373501,5.373501,-0.00000,0.09744,5.580272,-3.752945
0.129,6.656776,0.000000,1,19.268814,15.686981,1,-4.833395,19.117224,12.906130,5.368914,5.368914,0.00015,0.09721,5.577628,-3.752891
0.130,6.656892,0.000000,1,19.283993,15.675623,1,-5.016635,19.106844,12.906130,5.364469,5.364469,0.00030,0.09718,5.571601,-3.747221
0.131,6.657021,0.000000,1,19.299007,15.668211,1,-5.169643,19.092628,12.906130,5.360080,5.360080,-0.00015,0.09730,5.564232,-3.739323
0.132,6.657055,0.000000,1,19.314022,15.660799,1,-5.322650,19.078411,12.906130,5.355691,5.355691,0.00015,0.09731,5.556863,-3.731425
0.133,6.657066,0.000000,1,19.329035,15.653387,1,-5.475658,19.064196,12.906130,5.351302,5.351302,0.00015,0.09705,5.549493,-3.723528
0.134,6.657116,0.000000,1,19.343163,15.641631,1,-5.533340,19.055597,12.906130,5.346688,5.346688,0.00015,0.09693,5.543269,-3.711684
0.135,6.657177,0.000000,1,19.356939,15.628151,1,-5.553210,19.049229,12.906130,5.341984,5.341984,-0.00014,0.09716,5.537498,-3.698275
0.136,6.657350,0.000000,1,19.370716,15.614672,1,-5.573081,19.042860,12.906130,5.337280,5.337280,0.00030,0.09729,5.531728,-3.684866
0.137,6.657551,0.000000,1,19.384493,15.601192,1,-5.592951,19.036491,12.906130,5.332577,5.332577,-0.00015,0.09705,5.525958,-3.671457
0.138,6.657640,0.000000,1,19.397593,15.587263,1,-5.589876,19.020586,12.906130,5.327868,5.327868,0.00015,0.09695,5.519341,-3.656672
0.139,6.657699,0.000000,1,19.410425,15.573157,1,-5.577699,19.000898,12.906130,5.323157,5.323157,-0.00001,0.09724,5.512387,-3.641342
0.140,6.657799,0.000000,1,19.423258,15.559052,1,-5.565523,18.981211,12.906130,5.318447,5.318447,0.00000,0.09734,5.505434,-3.626011
0.141,6.657910,0.000000,1,19.436090,15.544946,1,-5.553346,18.961523,12.906130,5.313736,5.313736,0.00015,0.09716,5.498480,-3.610681
0.142,6.657940,0.000000,1,19.448200,15.529323,1,-5.490903,18.946281,12.906130,5.309198,5.309198,0.00000,0.09704,5.493993,-3.595268
0.143,6.657950,0.000000,1,19.460022,15.513098,1,-5.408522,18.932802,12.906130,5.304729,5.304729,0.00014,0.09705,5.490484,-3.579821
0.144,6.657952,0.000000,1,19.471844,15.496873,1,-5.326141,18.919325,12.906130,5.300259,5.300259,0.00030,0.09713,5.486975,-3.564374
0.145,6.657952,0.000000,1,19.483665,15.480648,1,-5.243760,18.905848,12.906130,5.295789,5.295789,0.00000,0.09709,5.483466,-3.548928
0.146,6.657944,0.000000,1,19.494244,15.473018,1,-5.204659,18.892006,12.906130,5.291412,5.291412,0.00000,0.09680,5.479167,-3.536200
0.147,6.657934,0.000000,1,19.504330,15.468798,1,-5.182724,18.878019,12.906130,5.287071,5.287071,0.00015,0.09674,5.474555,-3.524550
0.148,6.657844,0.000000,1,19.514416,15.464577,1,-5.160789,18.864033,12.906130,5.282730,5.282730,0.00000,0.09693,5.469944,-3.512900
0.149,6.657733,0.000000,1,19.524500,15.460357,1,-5.138855,18.850048,12.906130,5.278389,5.278389,0.00000,0.09696,5.465332,-3.501251
0.150,6.657663,0.000000,1,19.533728,15.455116,1,-5.072604,18.839922,12.906130,5.274546,5.274546,0.00045,0.09665,5.458954,-3.489245
0.151,6.657604,0.000000,1,19.542614,15.449471,1,-4.988775,18.831327,12.906130,5.270901,5.270901,0.00015,0.09645,5.451877,-3.477097
0.152,6.657527,0.000000,1,19.551502,15.443826,1,-4.904946,18.822733,12.906130,5.267255,5.267255,0.00000,0.09668,5.444799,-3.464950
0.153,6.657445,0.000000,1,19.560389,15.438181,1,-4.821117,18.814138,12.906130,5.263609,5.263609,0.00000,0.09678,5.437721,-3.452802
0.154,6.656746,0.000000,1,19.568640,15.430264,1,-4.710590,18.801573,12.906130,5.260377,5.260377,0.00015,0.09659,5.432526,-3.439782
0.155,6.655890,0.000000,1,19.576641,15.421447,1,-4.589474,18.787434,12.906130,5.257310,5.257310,0.00015,0.09633,5.428077,-3.426416
0.156,6.654956,0.000000,1,19.584641,15.412629,1,-4.468357,18.773294,12.906130,5.254242,5.254242,0.00015,0.09633,5.423627,-3.413049
0.157,6.654002,0.000000,1,19.592642,15.403811,1,-4.347240,18.759153,12.906130,5.251174,5.251174,0.00000,0.09650,5.419178,-3.399683
0.158,3.998940,0.000000,1,19.600185,15.390450,0,-4.192889,18.744741,12.906130,5.248821,5.248821,0.00015,0.09654,5.415299,-3.381537
0.159,0.672035,0.000000,1,19.607548,15.375284,0,-4.025355,18.730223,12.906130,5.246751,5.246751,0.00015,0.09630,5.411646,-3.361495
0.160,0.000000,0.000000,1,19.614910,15.360120,0,-3.857821,18.715702,12.906130,5.244681,5.244681,0.00044,0.09616,5.407993,-3.341453
0.161,0.000000,0.000000,1,19.622274,15.344954,0,-3.690288,18.701181,12.906130,5.242611,5.242611,0.00015,0.09638,5.404340,-3.321411
0.162,0.000000,0.000000,1,19.628630,15.332136,0,-3.495353,18.689129,12.906130,5.240446,5.240446,0.00015,0.09656,5.401191,-3.295954
0.163,0.000000,0.000000,1,19.634584,15.320250,0,-3.289551,18.678055,12.906130,5.238242,5.238242,0.00030,0.09637,5.398243,-3.268349
0.164,0.000000,0.000000,1,19.640541,15.308362,0,-3.083749,18.666983,12.906130,5.236039,5.236039,0.00000,0.09622,5.395295,-3.240744
0.165,0.000000,0.000000,1,19.646496,15.296475,0,-2.877946,18.655909,12.906130,5.233835,5.233835,-0.00015,0.09644,5.392346,-3.213139
0.166,0.000000,0.000000,1,19.651163,15.278368,0,-2.799760,18.645336,12.906130,5.232648,5.232648,0.00000,0.09657,5.389516,-3.177113
0.167,0.000000,0.000000,1,19.655317,15.257793,0,-2.772193,18.634962,12.906130,5.231864,5.231864,-0.00015,0.09650,5.386733,-3.137746
0.168,0.000000,0.000000,1,19.659473,15.237219,0,-2.744626,18.624588,12.906130,5.231080,5.231080,0.00000,0.09635,5.383949,-3.098379
0.169,0.000000,0.000000,1,19.663628,15.216644,0,-2.717059,18.614214,12.906130,5.230295,5.230295,0.00001,0.09636,5.381166,-3.059012
0.170,0.000000,0.000000,1,19.668146,15.204207,0,-2.597599,18.601326,12.934000,5.229696,5.229696,0.00000,0.09655,5.378681,-3.014055
0.171,0.000000,0.000000,1,19.672808,15.194998,0,-2.441691,18.587442,12.972925,5.229170,5.229170,0.00000,0.09665,5.376316,-2.966879
0.172,0.000000,0.000000,1,19.677471,15.185788,0,-2.285783,18.573559,13.011850,5.228644,5.228644,0.00015,0.09643,5.373951,-2.919704
0.173,0.000000,0.000000,1,19.682133,15.176579,0,-2.129874,18.559673,13.050776,5.228118,5.228118,0.00015,0.09645,5.371586,-2.872529
0.174,0.000000,0.000000,1,19.686161,15.168925,0,-2.100624,18.550610,13.113220,5.228308,5.228308,0.00000,0.09682,5.370805,-2.818774
0.175,0.000000,0.000000,1,19.689938,15.161888,0,-2.121612,18.543455,13.184994,5.228781,5.228781,0.00000,0.09695,5.370652,-2.762409
0.176,0.000000,0.000000,1,19.693714,15.154851,0,-2.142601,18.536303,13.256766,5.229254,5.229254,0.00030,0.09672,5.370500,-2.706044
0.177,0.000000,0.000000,1,19.697491,15.147814,0,-2.163589,18.529148,13.328540,5.229727,5.229727,0.00015,0.09668,5.370347,-2.649679
0.178,0.000000,0.000000,1,19.700960,15.139225,0,-2.086473,18.520325,13.408943,5.230507,5.230507,0.00015,0.09689,5.365141,-2.588936
0.179,0.000000,0.000000,1,19.704308,15.130021,0,-1.970446,18.510839,13.492768,5.231408,5.231408,-0.00015,0.09693,5.357932,-2.526458
0.180,0.000000,0.000000,1,19.707655,15.120817,0,-1.854418,18.501354,13.576594,5.232308,5.232308,0.00015,0.09671,5.350722,-2.463979
0.181,0.000000,0.000000,1,19.711004,15.111613,0,-1.738390,18.491867,13.660419,5.233209,5.233209,-0.00000,0.09657,5.343513,-2.401500
0.182,0.000000,0.000000,1,19.713886,15.102117,0,-1.662914,18.484238,13.730455,5.234074,5.234074,0.00015,0.09661,5.345376,-2.339043
0.183,0.000000,0.000000,1,19.716583,15.092505,0,-1.603523,18.477345,13.795022,5.234924,5.234924,0.00000,0.09670,5.350836,-2.276594
