"Time","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","v3 R COP","60 RDS cle","58 R mark","57 rm dwn st","56 rm dwn sw","55 rmp up st","54 rmp up sw","53 Ramp down","52 Ramp up","51 right DS","50 left DS","49 lHL swoff","48 lHL swon","47 rHL swoff","46 rHL swon","45 Memory","44 lFL swon","43 rFL swoff","42 rFL swon","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","34a FRx (cm)","34 FRx (cm)","33 FLy (cm)","31 Keyboard","35 FRy (cm)","29 HRx (cm)","v2 L COP","32a FLx (cm)","61 LDS cle","59 L mark","32 FLx (cm)","27 HLx (cm)","30 HRy (cm)","28 HLy (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,5.749436,2.531867,5.660370,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.232407,34.295216,88.759369,63.918106,15.934484,-11.901094,17.459833,6.697517,0,5.058919,14.897021,0.000000,18.056011,1,0,17.953156,13.266149,3.898717,6.303815,7.789231,17.858089,8.152307,15.330341,8.216228,14.678811,8.366673,13.884027,9.042358,15.449879,10.493214,14.772360,10.483858,15.814945,0,0.00150,0.00063,0.00141,0.00099,0.00054,0.00060,0.00413,0.00235,0.00015,0.10007,3.27756
0.001,5.748431,2.471334,5.663257,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.088715,34.389843,88.961632,63.614662,15.930273,-11.917288,17.448246,6.701370,0,5.058768,14.906965,0.000000,17.809437,1,0,17.970713,13.255050,3.896973,6.303501,7.789235,17.852211,8.146900,15.346426,8.208997,14.697076,8.354283,13.894546,9.043041,15.453171,10.489428,14.766779,10.479333,15.812969,0,0.00163,0.00063,0.00142,0.00101,0.00053,0.00059,0.00368,0.00209,0.00021,0.10019,3.27733
0.002,5.746916,2.372874,5.665690,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.212662,34.267620,89.220367,63.411015,15.928299,-11.979050,17.436569,6.704460,0,5.059004,14.913530,0.000000,17.604370,1,0,17.987928,13.243919,3.893720,6.303467,7.791654,17.838776,8.146683,15.358035,8.200992,14.708165,8.342782,13.902439,9.041990,15.454803,10.487258,14.763607,10.475685,15.810675,0,0.00173,0.00063,0.00145,0.00102,0.00052,0.00059,0.00356,0.00190,-0.00009,0.10004,3.27699
0.003,5.745319,2.263718,5.667995,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.412109,34.084240,89.495026,63.235512,15.926956,-12.053664,17.424866,6.707335,0,5.059350,14.919142,0.000000,17.411015,1,0,18.005047,13.232779,3.890043,6.303513,7.794754,17.823210,8.147929,15.368383,8.192769,14.717230,8.331532,13.909592,9.040451,15.455966,10.485543,14.761113,10.472284,15.808290,0,0.00162,0.00064,0.00147,0.00103,0.00051,0.00058,0.00348,0.00184,0.00006,0.09992,3.27661
0.004,5.743250,2.154562,5.670300,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.611557,33.900856,89.769691,63.060009,15.925612,-12.128280,17.413164,6.710209,0,5.059696,14.924754,0.000000,17.217655,1,0,18.022167,13.221639,3.886365,6.303559,7.797854,17.807642,8.149176,15.378731,8.184546,14.726295,8.320281,13.916745,9.038912,15.457129,10.483829,14.758620,10.468884,15.805906,0,0.00162,0.00065,0.00140,0.00104,0.00052,0.00058,0.00319,0.00183,0.00019,0.10008,3.27676
0.005,5.741107,2.045406,5.672605,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.810989,33.717476,90.044357,62.884506,15.924270,-12.202894,17.401463,6.713084,0,5.060041,14.930366,0.000000,17.024300,1,0,18.039286,13.210499,3.882687,6.303605,7.800954,17.792076,8.150422,15.389079,8.176323,14.735359,8.309031,13.923898,9.037373,15.458293,10.482115,14.756126,10.465483,15.803522,0,0.00169,0.00065,0.00125,0.00104,0.00050,0.00059,0.00300,0.00179,0.00009,0.10018,3.27706
0.006,5.738523,1.901475,5.674599,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.695740,33.518673,90.300690,62.847168,15.925298,-12.299253,17.389523,6.715143,0,5.060709,14.932703,0.000000,16.817900,1,0,18.055622,13.198940,3.878081,6.303879,7.802050,17.777193,8.148540,15.398825,8.172050,14.742681,8.292165,13.931762,9.034565,15.461403,10.477740,14.753320,10.462191,15.800602,0,0.00170,0.00069,0.00112,0.00107,0.00050,0.00058,0.00256,0.00129,0.00006,0.09990,3.27707
0.007,5.735869,1.747735,5.676507,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.773758,33.315517,90.551849,62.848793,15.926995,-12.401742,17.377514,6.716971,0,5.061468,14.934117,0.000000,16.607824,1,0,18.071737,13.187264,3.873213,6.304217,7.802580,17.762505,8.145778,15.408400,8.168891,14.749511,8.273715,13.939827,9.031399,15.465062,10.472616,14.750425,10.458929,15.797531,0,0.00170,0.00069,0.00109,0.00108,0.00051,0.00061,0.00209,0.00111,0.00025,0.09976,3.27699
0.008,5.732798,1.593994,5.678414,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,177.851791,33.112366,90.803009,62.850422,15.928693,-12.504232,17.365507,6.718800,0,5.062227,14.935531,0.000000,16.397747,1,0,18.087852,13.175588,3.868345,6.304556,7.803111,17.747816,8.143015,15.417975,8.165732,14.756341,8.255264,13.947891,9.028233,15.468721,10.467491,14.747530,10.455667,15.794459,0,0.00172,0.00069,0.00106,0.00109,0.00053,0.00061,0.00206,0.00105,-0.00009,0.09997,3.27710
0.009,5.729660,1.440254,5.680322,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.929810,32.909210,91.054176,62.852047,15.930389,-12.606723,17.353498,6.720628,0,5.062986,14.936945,0.000000,16.187672,1,0,18.103966,13.163912,3.863477,6.304894,7.803642,17.733126,8.140252,15.427550,8.162574,14.763171,8.236814,13.955956,9.025066,15.472381,10.462367,14.744636,10.452406,15.791389,0,0.00178,0.00069,0.00105,0.00109,0.00053,0.00062,0.00144,0.00093,0.00025,0.09992,3.27725
0.010,5.726143,1.272096,5.681660,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.096146,33.453011,91.166702,62.983215,15.930808,-12.685517,17.341290,6.721603,0,5.063794,14.934582,0.000000,15.951180,1,0,18.119841,13.152212,3.858147,6.305218,7.807275,17.715948,8.124611,15.435137,8.155095,14.772162,8.223479,13.967001,9.020695,15.475948,10.456411,14.744234,10.450673,15.789527,0,0.00196,0.00068,0.00104,0.00110,0.00052,0.00063,0.00127,0.00092,0.00031,0.09950,3.27716
0.011,5.722565,1.099870,5.682838,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.005325,34.207489,91.240128,63.150917,15.930866,-12.757629,17.329021,6.722337,0,5.064614,14.931153,0.000000,15.707238,1,0,18.135649,13.140506,3.852685,6.305536,7.811784,17.698071,8.105337,15.442162,8.146398,14.781763,8.211587,13.978887,9.015983,15.479490,10.450220,14.744535,10.449372,15.788007,0,0.00201,0.00067,0.00104,0.00106,0.00052,0.00065,0.00120,0.00089,0.00006,0.09954,3.27701
0.012,5.718676,0.927645,5.684017,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.914505,34.961971,91.313553,63.318623,15.930924,-12.829741,17.316755,6.723071,0,5.065435,14.927726,0.000000,15.463296,1,0,18.151455,13.128800,3.847224,6.305855,7.816293,17.680191,8.086063,15.449186,8.137700,14.791364,8.199695,13.990771,9.011270,15.483033,10.444030,14.744837,10.448071,15.786487,0,0.00202,0.00066,0.00102,0.00102,0.00052,0.00065,0.00112,0.00081,0.00006,0.09974,3.27704
0.013,5.714738,0.755420,5.685194,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.823685,35.716450,91.386986,63.486324,15.930983,-12.901853,17.304489,6.723805,0,5.066256,14.924297,0.000000,15.219354,1,0,18.167263,13.117094,3.841763,6.306174,7.820802,17.662312,8.066789,15.456211,8.129003,14.800964,8.187802,14.002657,9.006557,15.486575,10.437839,14.745138,10.446769,15.784966,0,0.00206,0.00065,0.00091,0.00097,0.00053,0.00066,0.00094,0.00083,0.00009,0.09957,3.27711
0.014,5.710560,0.591761,5.685692,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.981979,36.930618,91.320358,63.919151,15.932481,-12.912355,17.292124,6.724963,0,5.066426,14.921090,0.000000,14.942666,1,0,18.182049,13.105491,3.835464,6.306334,7.821198,17.649796,8.029876,15.444818,8.106854,14.795212,8.181499,14.004630,8.994607,15.483865,10.430021,14.742934,10.440729,15.781518,0,0.00208,0.00064,0.00088,0.00079,0.00053,0.00067,0.00079,0.00076,0.00009,0.09933,3.27760
0.015,5.706343,0.430518,5.685997,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.210541,38.274445,91.214233,64.426750,15.934386,-12.905480,17.279730,6.726241,0,5.066413,14.917945,0.000000,14.656743,1,0,18.196547,13.093916,3.828927,6.306448,7.820433,17.638790,7.987987,15.428229,8.080913,14.785130,8.176771,14.003807,8.980615,15.479391,10.421746,14.740024,10.433353,15.777525,0,0.00214,0.00064,0.00086,0.00079,0.00061,0.00069,0.00074,0.00077,-0.00009,0.09956,3.27821
0.016,5.701935,0.269275,5.686301,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.439102,39.618271,91.108109,64.934357,15.936292,-12.898606,17.267338,6.727519,0,5.066401,14.914800,0.000000,14.370819,1,0,18.211044,13.082340,3.822391,6.306563,7.819669,17.627787,7.946098,15.411641,8.054971,14.775046,8.172044,14.002985,8.966623,15.474916,10.413470,14.737113,10.425978,15.773533,0,0.00229,0.00065,0.00079,0.00078,0.00067,0.00069,0.00072,0.00076,0.00012,0.09966,3.27788
0.017,5.697497,0.108032,5.686606,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.667664,40.962093,91.001976,65.441956,15.938197,-12.891732,17.254944,6.728796,0,5.066388,14.911654,0.000000,14.084896,1,0,18.225542,13.070765,3.815854,6.306677,7.818904,17.616781,7.904209,15.395053,8.029028,14.764964,8.167316,14.002162,8.952631,15.470443,10.405194,14.734201,10.418602,15.769540,0,0.00251,0.00064,0.00078,0.00079,0.00073,0.00069,0.00076,0.00078,-0.00007,0.09943,3.27727
0.018,5.692933,-0.036329,5.686294,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.680542,41.638325,90.945747,65.987373,15.938794,-12.844596,17.242668,6.729456,0,5.066504,14.896998,0.000000,13.743787,1,0,18.239868,13.059373,3.809070,6.306760,7.817908,17.605291,7.860849,15.371073,8.002808,14.736035,8.160136,13.989094,8.936995,15.462820,10.390310,14.733262,10.412065,15.768284,0,0.00272,0.00063,0.00077,0.00080,0.00080,0.00070,0.00080,0.00079,0.00019,0.09940,3.27725
0.019,5.688349,-0.175928,5.685808,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.632599,42.126263,90.903595,66.543465,15.939021,-12.786104,17.230423,6.729941,0,5.066658,14.879096,0.000000,13.387113,1,0,18.254148,13.048031,3.802217,6.306833,7.816847,17.593664,7.817073,15.345008,7.976508,14.701791,8.152266,13.972570,8.920896,15.454309,10.373563,14.732879,10.405765,15.767799,0,0.00283,0.00065,0.00077,0.00082,0.00080,0.00070,0.00085,0.00080,0.00025,0.09957,3.27740
0.020,5.683756,-0.315527,5.685322,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.584656,42.614197,90.861435,67.099548,15.939248,-12.727612,17.218180,6.730427,0,5.066812,14.861195,0.000000,13.030438,1,0,18.268427,13.036690,3.795363,6.306906,7.815786,17.582037,7.773298,15.318943,7.950208,14.667546,8.144395,13.956049,8.904796,15.445797,10.356814,14.732494,10.399465,15.767315,0,0.00288,0.00064,0.00077,0.00081,0.00082,0.00068,0.00086,0.00077,0.00004,0.09964,3.27696
0.021,5.679163,-0.455126,5.684836,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.536697,43.102135,90.819283,67.655640,15.939475,-12.669120,17.205935,6.730912,0,5.066965,14.843292,0.000000,12.673764,1,0,18.282707,13.025348,3.788510,6.306979,7.814725,17.570410,7.729522,15.292878,7.923908,14.633303,8.136524,13.939526,8.888697,15.437285,10.340067,14.732111,10.393164,15.766831,0,0.00280,0.00064,0.00074,0.00079,0.00083,0.00069,0.00084,0.00076,-0.00006,0.09948,3.27635
0.022,5.674693,-0.560234,5.683960,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.504990,42.820114,90.698540,67.992714,15.937445,-12.632401,17.194103,6.731545,0,5.067461,14.819557,0.000000,12.264446,1,0,18.295298,13.014372,3.781601,6.307338,7.812413,17.561451,7.720867,15.270408,7.916658,14.616005,8.131060,13.927635,8.875622,15.427238,10.329487,14.729217,10.385206,15.766316,0,0.00266,0.00064,0.00070,0.00075,0.00083,0.00069,0.00084,0.00076,0.00021,0.09948,3.27669
0.023,5.670243,-0.655614,5.682974,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.477875,42.320927,90.555634,68.268028,15.934779,-12.601825,17.182388,6.732221,0,5.068054,14.794178,0.000000,11.840280,1,0,18.307411,13.003499,3.774676,6.307778,7.809748,17.553244,7.722117,15.248950,7.914781,14.603489,8.126274,13.917051,8.863401,15.416757,10.320647,14.725615,10.376781,15.765793,0,0.00277,0.00065,0.00068,0.00074,0.00087,0.00069,0.00084,0.00076,-0.00009,0.09968,3.27730
0.024,5.666017,-0.750993,5.681987,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.450745,41.821743,90.412735,68.543335,15.932113,-12.571247,17.170673,6.732896,0,5.068647,14.768799,0.000000,11.416113,1,0,18.319525,12.992626,3.767751,6.308218,7.807084,17.545036,7.723367,15.227493,7.912904,14.590971,8.121489,13.906467,8.851180,15.406275,10.311808,14.722013,10.368357,15.765269,0,0.00288,0.00063,0.00068,0.00072,0.00087,0.00070,0.00085,0.00077,0.00019,0.09970,3.27726
0.025,5.661827,-0.846373,5.681001,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.423615,41.322556,90.269829,68.818642,15.929446,-12.540670,17.158957,6.733571,0,5.069240,14.743420,0.000000,10.991947,1,0,18.331638,12.981752,3.760825,6.308658,7.804419,17.536829,7.724617,15.206037,7.911027,14.578455,8.116703,13.895884,8.838959,15.395794,10.302968,14.718411,10.359932,15.764746,0,0.00291,0.00062,0.00068,0.00073,0.00090,0.00069,0.00085,0.00077,0.00006,0.09949,3.27703
0.026,5.657936,-0.914507,5.680100,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.435074,41.101662,90.152107,69.132309,15.931112,-12.535679,17.147282,6.732975,0,5.070031,14.725840,0.000000,10.517329,1,0,18.342054,12.970874,3.753044,6.309187,7.802317,17.526445,7.722005,15.192386,7.912224,14.562339,8.117644,13.877112,8.829153,15.386321,10.294291,14.715327,10.352261,15.764522,0,0.00288,0.00059,0.00070,0.00072,0.00097,0.00069,0.00085,0.00079,0.00015,0.09974,3.27692
0.027,5.654092,-0.974956,5.679223,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.457397,40.959259,90.041496,69.456787,15.934000,-12.537904,17.135616,6.732020,0,5.070879,14.710459,0.000000,10.028481,1,0,18.351994,12.959994,3.745020,6.309742,7.800372,17.515448,7.718304,15.180938,7.914288,14.545208,8.120201,13.856031,8.820029,15.377132,10.285659,14.712390,10.344801,15.764381,0,0.00310,0.00058,0.00071,0.00069,0.00096,0.00069,0.00086,0.00078,0.00009,0.10006,3.27684
0.028,5.650636,-1.035405,5.678346,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.479736,40.816856,89.930885,69.781273,15.936888,-12.540129,17.123951,6.731066,0,5.071726,14.695079,0.000000,9.539634,1,0,18.361933,12.949114,3.736997,6.310297,7.798428,17.504450,7.714602,15.169489,7.916351,14.528078,8.122758,13.834951,8.810905,15.367944,10.277027,14.709453,10.337341,15.764241,0,0.00316,0.00058,0.00071,0.00069,0.00093,0.00070,0.00086,0.00078,-0.00006,0.09992,3.27700
0.029,5.647242,-1.095854,5.677469,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.502075,40.674458,89.820274,70.105751,15.939775,-12.542355,17.112286,6.730112,0,5.072573,14.679699,0.000000,9.050787,1,0,18.371872,12.938234,3.728973,6.310851,7.796484,17.493452,7.710901,15.158040,7.918415,14.510947,8.125315,13.813871,8.801781,15.358756,10.268395,14.706515,10.329882,15.764101,0,0.00310,0.00057,0.00071,0.00069,0.00092,0.00069,0.00093,0.00075,0.00000,0.10005,3.27723
0.030,5.644331,-1.127825,5.676147,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.773209,40.846313,89.699318,70.412292,15.941719,-12.552011,17.100525,6.728711,0,5.073799,14.670748,0.000000,8.562078,1,0,18.380091,12.927195,3.722014,6.312071,7.798582,17.481964,7.709414,15.146567,7.915524,14.498795,8.128696,13.802866,8.793990,15.351188,10.265873,14.708947,10.326455,15.765008,0,0.00285,0.00059,0.00071,0.00069,0.00093,0.00067,0.00112,0.00072,-0.00007,0.10040,3.27716
0.031,5.641497,-1.151764,5.674700,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.832474,41.106808,89.575455,70.713776,15.943396,-12.563763,17.088737,6.727184,0,5.075130,14.663610,0.000000,8.073410,1,0,18.387825,12.916111,3.715356,6.313478,7.801820,17.470337,7.708552,15.135087,7.911235,14.488046,8.132311,13.794703,8.786576,15.344077,10.265073,14.712893,10.324166,15.766210,0,0.00275,0.00059,0.00070,0.00070,0.00093,0.00066,0.00112,0.00072,-0.00006,0.10038,3.27701
0.032,5.639227,-1.175703,5.673253,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.891724,41.367302,89.451584,71.015251,15.945073,-12.575515,17.076950,6.725657,0,5.076462,14.656471,0.000000,7.584741,1,0,18.395561,12.905026,3.708697,6.314886,7.805058,17.458712,7.707691,15.123608,7.906946,14.477297,8.135925,13.786539,8.779162,15.336967,10.264273,14.716840,10.321877,15.767411,0,0.00272,0.00061,0.00068,0.00070,0.00093,0.00067,0.00108,0.00072,0.00012,0.10027,3.27715
0.033,5.637048,-1.199641,5.671806,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.950989,41.627796,89.327721,71.316734,15.946750,-12.587267,17.065163,6.724131,0,5.077794,14.649333,0.000000,7.096072,1,0,18.403296,12.893942,3.702038,6.316294,7.808297,17.447084,7.706829,15.112127,7.902658,14.466548,8.139539,13.778376,8.771748,15.329856,10.263474,14.720786,10.319589,15.768614,0,0.00268,0.00061,0.00066,0.00070,0.00093,0.00067,0.00109,0.00067,0.00015,0.10060,3.27738
0.034,5.635484,-1.201624,5.670507,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.911789,42.029716,89.124329,71.592339,15.945609,-12.566141,17.053513,6.722575,0,5.078916,14.634278,0.000000,6.635965,1,0,18.409716,12.882628,3.696417,6.318010,7.808306,17.432955,7.703370,15.102502,7.894587,14.457034,8.140456,13.765872,8.764922,15.324871,10.257070,14.718514,10.316230,15.767551,0,0.00262,0.00062,0.00070,0.00072,0.00093,0.00065,0.00109,0.00065,0.00000,0.10069,3.27714
0.035,5.634019,-1.197415,5.669250,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.844818,42.471527,88.898514,71.860641,15.943673,-12.535744,17.041901,6.721011,0,5.079979,14.616990,0.000000,6.183913,1,0,18.415768,12.871249,3.691088,6.319813,7.807403,17.418119,7.699178,15.093399,7.885450,14.447869,8.140613,13.752145,8.758263,15.320486,10.249086,14.714489,10.312569,15.765852,0,0.00256,0.00061,0.00071,0.00073,0.00086,0.00065,0.00109,0.00059,0.00004,0.10044,3.27676
0.036,5.633191,-1.193205,5.667993,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.777847,42.913334,88.672691,72.128952,15.941738,-12.505344,17.030289,6.719448,0,5.081041,14.599703,0.000000,5.731862,1,0,18.421818,12.859871,3.685759,6.321616,7.806501,17.403284,7.694986,15.084296,7.876313,14.438704,8.140770,13.738417,8.751603,15.316100,10.241102,14.710464,10.308908,15.764152,0,0.00241,0.00061,0.00070,0.00071,0.00080,0.00064,0.00107,0.00058,0.00000,0.10061,3.27720
0.037,5.632465,-1.188996,5.666736,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.710876,43.355145,88.446877,72.397255,15.939802,-12.474947,17.018677,6.717884,0,5.082104,14.582415,0.000000,5.279810,1,0,18.427868,12.848493,3.680430,6.323420,7.805598,17.388449,7.690794,15.075193,7.867177,14.429540,8.140926,13.724689,8.744944,15.311715,10.233119,14.706439,10.305246,15.762451,0,0.00217,0.00065,0.00072,0.00070,0.00076,0.00063,0.00104,0.00054,0.00000,0.10082,3.27789
0.038,5.632377,-1.166635,5.665395,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.926117,43.689766,88.300476,72.651306,15.941869,-12.396538,17.007099,6.716697,0,5.083131,14.578130,0.000000,4.886632,1,0,18.432993,12.837649,3.676608,6.325057,7.807627,17.375271,7.685898,15.069473,7.860148,14.422562,8.146469,13.719389,8.740037,15.308706,10.229958,14.708587,10.303834,15.762819,0,0.00193,0.00066,0.00074,0.00084,0.00068,0.00063,0.00099,0.00053,0.00006,0.10059,3.27728
0.039,5.632390,-1.139155,5.664030,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.220963,43.994152,88.176483,72.901344,15.945064,-12.304587,16.995533,6.715615,0,5.084148,14.577513,0.000000,4.510060,1,0,18.437857,12.826958,3.673211,6.326648,7.810482,17.362562,7.680802,15.064707,7.853715,14.416201,8.153532,13.716466,8.735625,15.306086,10.228156,14.712477,10.303057,15.763771,0,0.00182,0.00067,0.00075,0.00086,0.00066,0.00063,0.00095,0.00052,0.00019,0.10067,3.27629
0.040,5.633034,-1.111675,5.662665,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.515793,44.298542,88.052490,73.151375,15.948259,-12.212637,16.983965,6.714534,0,5.085166,14.576896,0.000000,4.133488,1,0,18.442720,12.816266,3.669814,6.328239,7.813337,17.349852,7.675706,15.059940,7.847282,14.409840,8.160595,13.713543,8.731213,15.303466,10.226355,14.716366,10.302279,15.764722,0,0.00180,0.00066,0.00074,0.00090,0.00066,0.00065,0.00093,0.00054,0.00021,0.10097,3.27630
0.041,5.633779,-1.084194,5.661301,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.810638,44.602928,87.928490,73.401405,15.951454,-12.120687,16.972397,6.713453,0,5.086183,14.576278,0.000000,3.756916,1,0,18.447584,12.805573,3.666417,6.329830,7.816193,17.337143,7.670611,15.055175,7.840848,14.403479,8.167658,13.710619,8.726801,15.300845,10.224554,14.720256,10.301502,15.765674,0,0.00180,0.00066,0.00075,0.00095,0.00067,0.00066,0.00094,0.00054,0.00031,0.10091,3.27660
0.042,5.635119,-1.030863,5.660316,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.730545,44.585854,87.780487,73.649925,15.950681,-12.005142,16.961330,6.712371,0,5.087353,14.566470,0.000000,3.433949,1,0,18.451206,12.795085,3.664369,6.331515,7.817373,17.318626,7.670243,15.041317,7.838346,14.395566,8.170760,13.703202,8.721953,15.296431,10.221125,14.720160,10.299009,15.765717,0,0.00181,0.00068,0.00075,0.00098,0.00067,0.00065,0.00093,0.00056,-0.00006,0.10081,3.27691
0.043,5.636556,-0.970240,5.659440,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.826752,44.478107,87.625710,73.898010,15.948789,-11.882943,16.950405,6.711289,0,5.088567,14.554070,0.000000,3.126101,1,0,18.454479,12.784654,3.662702,6.333226,7.818082,17.298471,7.671208,15.024895,7.836954,14.387215,8.172746,13.694517,8.716984,15.291511,10.217237,14.718941,10.296031,15.765504,0,0.00170,0.00067,0.00079,0.00098,0.00064,0.00066,0.00093,0.00055,0.00009,0.10105,3.27721
0.044,5.638524,-0.909617,5.658564,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.922974,44.370361,87.470932,74.146103,15.946897,-11.760743,16.939478,6.710207,0,5.089781,14.541669,0.000000,2.818252,1,0,18.457750,12.774222,3.661035,6.334938,7.818791,17.278316,7.672174,15.008472,7.835560,14.378864,8.174730,13.685832,8.712014,15.286590,10.213349,14.717721,10.293054,15.765291,0,0.00146,0.00066,0.00078,0.00097,0.00063,0.00066,0.00096,0.00055,0.00015,0.10108,3.27705
0.045,5.640578,-0.848994,5.657687,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.019180,44.262615,87.316154,74.394188,15.945004,-11.638544,16.928553,6.709124,0,5.090995,14.529268,0.000000,2.510404,1,0,18.461023,12.763790,3.659367,6.336648,7.819500,17.258162,7.673139,14.992050,7.834167,14.370513,8.176716,13.677147,8.707044,15.281669,10.209461,14.716501,10.290076,15.765079,0,0.00130,0.00068,0.00079,0.00097,0.00062,0.00066,0.00097,0.00054,0.00015,0.10086,3.27674
0.046,5.643082,-0.771076,5.656818,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.077240,44.171204,87.241447,74.697769,15.943849,-11.527464,16.918018,6.707824,0,5.092238,14.515574,0.000000,2.244840,1,0,18.463364,12.753471,3.658472,6.338586,7.820530,17.247280,7.671043,14.979451,7.835989,14.364360,8.182426,13.669512,8.702583,15.275908,10.206226,14.715602,10.288900,15.765311,0,0.00127,0.00068,0.00076,0.00097,0.00058,0.00069,0.00095,0.00054,0.00009,0.10091,3.27714
0.047,5.645658,-0.688281,5.655951,0.000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.124527,44.084396,87.189323,75.017006,15.942901,-11.419519,16.907597,6.706462,0,5.093490,14.501516,0.000000,1.991203,1,0,18.465443,12.743183,3.657794,6.340588,7.821651,17.239016,7.668084,14.967930,7.838718,14.358827,8.189188,13.662172,8.698266,15.269911,10.203176,14.714791,10.288234,15.765670,0,0.00106,0.00069,0.00076,0.00098,0.00059,0.00068,0.00091,0.00053,0.00009,0.10100,3.27775
