"Time","v3 L COP","37a CoMy (cm)","37 CoMy (cm)","v1 xCoM","v2 R COP","66 RDS cle","64 R mark","34 FRx (cm)","29 HRx (cm)","67 LDS cle","65 L mark","32 FLx (cm)","27 HLx (cm)","3 Platform","2 Trdml"
0.038,6.026630,0.799926,5.333360,5.393653,0.000000,1,0,15.621138,13.811831,1,0,18.045885,12.374529,0.00015,0.09752
0.039,6.025447,0.775034,5.333346,5.393353,0.000000,1,0,15.610922,13.844125,1,0,18.039661,12.364042,0.00000,0.09740
0.040,6.024896,0.750141,5.333333,5.393053,0.000000,1,0,15.600706,13.876420,1,0,18.033438,12.353556,0.00010,0.09758
0.041,6.024365,0.736049,5.333518,5.392712,0.000000,1,0,15.590620,13.908105,1,0,18.026838,12.343143,0.00005,0.09771
0.042,6.023887,0.769855,5.334579,5.392192,0.000000,1,0,15.581109,13.937089,1,0,18.018574,12.333060,0.00000,0.09761
0.043,6.023332,0.803661,5.335639,5.391673,0.000000,1,0,15.571598,13.966073,1,0,18.010309,12.322978,0.00010,0.09743
0.044,6.022560,0.837467,5.336700,5.391154,0.000000,1,0,15.562087,13.995056,1,0,18.002045,12.312895,0.00010,0.09771
0.045,6.021686,0.874109,5.337713,5.390613,0.000000,1,0,15.552636,14.023602,1,0,17.993277,12.302911,0.00010,0.09791
0.046,6.020528,0.923330,5.338513,5.389977,0.000000,1,0,15.543449,14.050209,1,0,17.982275,12.293366,0.00005,0.09768
0.047,6.019429,0.972551,5.339313,5.389340,0.000000,1,0,15.534263,14.076816,1,0,17.971273,12.283822,0.00020,0.09756
0.048,6.018490,1.021772,5.340113,5.388704,0.000000,1,0,15.525076,14.103422,1,0,17.960272,12.274278,0.00025,0.09794
0.049,6.017744,1.068411,5.340988,5.388067,0.000000,1,0,15.516240,14.129179,1,0,17.949209,12.264832,0.00015,0.09809
0.050,6.017526,1.103603,5.342198,5.387428,0.000000,1,0,15.508959,14.151163,1,0,17.937864,12.255826,-0.00015,0.09778
0.051,6.017270,1.138795,5.343408,5.386790,0.000000,1,0,15.501678,14.173148,1,0,17.926519,12.246820,0.00020,0.09781
0.052,6.016907,1.173986,5.344617,5.386151,0.000000,1,0,15.494396,14.195132,1,0,17.915174,12.237815,0.00015,0.09823
0.053,6.016263,1.200481,5.345905,5.385535,0.000000,1,0,15.487363,14.216323,1,0,17.903814,12.228819,0.00015,0.09810
0.054,6.014843,1.188409,5.347537,5.385020,0.000000,1,0,15.481429,14.233993,1,0,17.892391,12.219861,0.00005,0.09794
0.055,6.013308,1.176336,5.349168,5.384505,0.000000,1,0,15.475495,14.251661,1,0,17.880966,12.210903,0.00005,0.09813
0.056,6.011457,1.164264,5.350800,5.383990,0.000000,1,0,15.469562,14.269331,1,0,17.869543,12.201945,0.00031,0.09830
0.057,6.009745,1.145315,5.352378,5.383471,0.000000,1,0,15.464135,14.286230,1,0,17.858204,12.193061,0.00016,0.09834
0.058,6.008416,1.095868,5.353721,5.382934,0.000000,1,0,15.460956,14.299719,1,0,17.847240,12.184506,-0.00005,0.09815
0.059,6.007342,1.046421,5.355063,5.382397,0.000000,1,0,15.457776,14.313207,1,0,17.836275,12.175951,-0.00005,0.09825
0.060,6.006976,0.996974,5.356406,5.381859,0.000000,1,0,15.454597,14.326694,1,0,17.825312,12.167396,0.00015,0.09847
0.061,6.006922,0.943860,5.357605,5.381284,0.000000,1,0,15.451853,14.339546,1,0,17.814352,12.158851,-0.00015,0.09836
0.062,6.007729,0.874488,5.358167,5.380540,0.000000,1,0,15.451047,14.349575,1,0,17.803417,12.150349,0.00015,0.09807
0.063,6.008796,0.805116,5.358730,5.379797,0.000000,1,0,15.450240,14.359604,1,0,17.792480,12.141847,-0.00010,0.09829
0.064,6.010582,0.735743,5.359292,5.379053,0.000000,1,0,15.449434,14.369634,1,0,17.781546,12.133345,0.00015,0.09856
0.065,6.012513,0.665737,5.359859,5.378186,0.000000,1,0,15.449806,14.378909,1,0,17.770554,12.124826,0.00010,0.09841
0.066,6.014844,0.592920,5.360445,5.376775,0.000000,1,0,15.455405,14.384842,1,0,17.759323,12.116234,0.00010,0.09794
0.067,6.017053,0.520103,5.361031,5.375365,0.000000,1,0,15.461004,14.390775,1,0,17.748091,12.107642,0.00005,0.09837
0.068,6.018922,0.447286,5.361617,5.373954,0.000000,1,0,15.466602,14.396708,1,0,17.736858,12.099050,0.00010,0.09855
0.069,6.020456,0.376662,5.362117,5.372396,0.000000,1,0,15.473318,14.401431,1,0,17.725576,12.090518,0.00005,0.09825
0.070,6.021063,0.315760,5.362236,5.370182,0.000000,1,0,15.484984,14.400786,1,0,17.714067,12.082253,0.00005,0.09808
0.071,6.021568,0.254859,5.362356,5.367968,0.000000,1,0,15.496650,14.400142,1,0,17.702560,12.073990,-0.00010,0.09836
0.072,6.021791,0.193958,5.362475,5.365754,0.000000,1,0,15.508316,14.399497,1,0,17.691051,12.065725,0.00000,0.09837
0.073,6.022212,0.134910,5.362600,5.363389,0.000000,1,0,15.521121,14.398421,1,0,17.679638,12.057587,0.00005,0.09818
0.074,6.023180,0.084077,5.362749,5.360353,0.000000,1,0,15.538974,14.395433,1,0,17.668640,12.050005,0.00015,0.09794
0.075,6.024385,0.033244,5.362897,5.357316,0.000000,1,0,15.556828,14.392445,1,0,17.657642,12.042423,0.00031,0.09803
0.076,6.026242,-0.017589,5.363046,5.354280,0.000000,1,0,15.574681,14.389456,1,0,17.646643,12.034842,0.00020,0.09817
0.077,6.028240,-0.069926,5.363126,5.351128,0.000000,1,0,15.593575,14.385920,1,0,17.635544,12.027362,0.00015,0.09803
0.078,6.030626,-0.128934,5.362899,5.347461,0.000000,1,0,15.617088,14.379954,1,0,17.623991,12.020334,0.00015,0.09746
0.079,6.032791,-0.187943,5.362673,5.343794,0.000000,1,0,15.640600,14.373989,1,0,17.612440,12.013308,0.00005,0.09774
0.080,6.034343,-0.246952,5.362446,5.340128,0.000000,1,0,15.664112,14.368023,1,0,17.600887,12.006280,-0.00015,0.09795
0.081,6.035350,-0.307294,5.362196,5.336408,0.000000,1,0,15.688557,14.361807,1,0,17.589300,11.999284,-0.00010,0.09780
0.082,6.034856,-0.373549,5.361842,5.332454,0.000000,1,0,15.717136,14.354475,1,0,17.577559,11.992427,0.00020,0.09727
0.083,6.034020,-0.439805,5.361487,5.328500,0.000000,1,0,15.745716,14.347143,1,0,17.565817,11.985571,-0.00015,0.09740
0.084,6.032241,-0.506060,5.361133,5.324545,0.000000,1,0,15.774296,14.339812,1,0,17.554073,11.978714,0.00005,0.09756
0.085,6.030492,-0.576296,5.360735,5.320602,0.000000,1,0,15.803699,14.332116,1,0,17.542324,11.971840,-0.00005,0.09742
0.086,6.028822,-0.664183,5.360144,5.316706,0.000000,1,0,15.836751,14.322800,1,0,17.530535,11.964888,0.00005,0.09710
0.087,6.027641,-0.752070,5.359552,5.312810,0.000000,1,0,15.869803,14.313483,1,0,17.518747,11.957935,0.00020,0.09699
0.088,6.027808,-0.839957,5.358962,5.308914,0.000000,1,0,15.902856,14.304167,1,0,17.506958,11.950983,0.00010,0.09709
0.089,6.028732,-0.930196,5.358289,5.305064,0.000000,1,0,15.936619,14.294486,1,0,17.495207,11.944020,0.00020,0.09719
0.090,6.031744,-1.030863,5.357256,5.301418,0.000000,1,0,15.973530,14.283187,1,0,17.483614,11.937016,0.00005,0.09705
0.091,6.034805,-1.131530,5.356223,5.297772,0.000000,1,0,16.010441,14.271889,1,0,17.472021,11.930010,-0.00010,0.09673
0.092,6.038000,-1.232198,5.355190,5.294126,0.000000,1,0,16.047354,14.260590,1,0,17.460428,11.923004,0.00000,0.09701
0.093,6.040513,-1.332783,5.354069,5.290551,0.000000,1,0,16.084906,14.249136,1,0,17.448637,11.915928,-0.00005,0.09728
0.094,6.041145,-1.433003,5.352554,5.287295,0.000000,1,0,16.125301,14.237000,1,0,17.435961,11.908534,0.00000,0.09716
0.095,6.041519,-1.533223,5.351039,5.284039,0.000000,1,0,16.165695,14.224863,1,0,17.423286,11.901141,-0.00005,0.09671
0.096,6.041180,-1.633443,5.349524,5.280782,0.000000,1,0,16.206091,14.212727,1,0,17.410610,11.893748,0.00010,0.09709
0.097,6.041166,-1.730046,5.347901,5.277597,0.000000,1,0,16.247070,14.200643,1,0,17.397846,11.886616,0.00000,0.09725
0.098,6.042047,-1.810607,5.345798,5.274730,0.000000,1,0,16.290638,14.188787,1,0,17.384687,11.880639,0.00005,0.09708
0.099,6.043080,-1.891167,5.343695,5.271863,0.000000,1,0,16.334206,14.176931,1,0,17.371529,11.874662,0.00000,0.09683
0.100,6.044536,-1.971728,5.341592,5.268996,0.000000,1,0,16.377775,14.165076,1,0,17.358370,11.868686,0.00020,0.09715
0.101,6.045846,-2.044338,5.339437,5.266222,0.000000,1,0,16.421700,14.153292,1,0,17.345154,11.863093,-0.00005,0.09729
0.102,6.046754,-2.081685,5.337050,5.263860,0.000000,1,0,16.467213,14.141822,1,0,17.331680,11.859207,0.00000,0.09733
0.103,6.047604,-2.119032,5.334664,5.261498,0.000000,1,0,16.512724,14.130353,1,0,17.318207,11.855322,0.00005,0.09712
0.104,6.048292,-2.156379,5.332278,5.259137,0.000000,1,0,16.558235,14.118883,1,0,17.304731,11.851436,0.00010,0.09729
0.105,6.049035,-2.185813,5.329908,5.256871,0.000000,1,0,16.603912,14.107488,1,0,17.291262,11.848082,0.00015,0.09760
0.106,6.049930,-2.180150,5.327609,5.255029,0.000000,1,0,16.650318,14.096424,1,0,17.277802,11.847086,0.00010,0.09760
0.107,6.050620,-2.174488,5.325309,5.253187,0.000000,1,0,16.696724,14.085361,1,0,17.264343,11.846089,0.00015,0.09730
0.108,6.050746,-2.168825,5.323009,5.251345,0.000000,1,0,16.743132,14.074297,1,0,17.250883,11.845094,0.00005,0.09741
0.109,6.050457,-2.155331,5.320706,5.249625,0.000000,1,0,16.788887,14.063235,1,0,17.237450,11.844910,0.00025,0.09780
0.110,6.049023,-2.107103,5.318386,5.248453,0.000000,1,0,16.831764,14.052184,1,0,17.224131,11.848325,-0.00005,0.09768
0.111,6.047667,-2.058876,5.316066,5.247280,0.000000,1,0,16.874640,14.041134,1,0,17.210810,11.851740,-0.00015,0.09731
0.112,6.046526,-2.010648,5.313746,5.246107,0.000000,1,0,16.917517,14.030083,1,0,17.197491,11.855156,0.00015,0.09759
0.113,6.045954,-1.957959,5.311517,5.245087,0.000000,1,0,16.959984,14.018980,1,0,17.184278,11.859454,0.00000,0.09786
0.114,6.046949,-1.885482,5.309693,5.244744,0.000000,1,0,17.000633,14.007643,1,0,17.171549,11.867667,-0.00010,0.09776
0.115,5.243339,-1.813005,5.307869,5.244401,0.000000,1,0,17.041285,13.996305,1,1,17.158821,11.875880,0.00010,0.09756
0.116,2.219499,-1.740528,5.306046,5.244058,0.000000,1,0,17.081936,13.984968,0,0,17.146091,11.884093,0.00010,0.09788
0.117,0.000000,-1.667029,5.304265,5.243882,0.000000,1,0,17.121853,13.973719,0,0,17.133339,11.893332,0.00005,0.09802
0.118,0.000000,-1.588991,5.302677,5.244444,0.000000,1,0,17.158514,13.962863,0,0,17.120489,11.907113,-0.00015,0.09795
0.119,0.000000,-1.510954,5.301088,5.245008,0.000000,1,0,17.195177,13.952007,0,0,17.107639,11.920894,-0.00005,0.09779
0.120,0.000000,-1.432916,5.299500,5.245570,0.000000,1,0,17.231838,13.941152,0,0,17.094790,11.934675,-0.00010,0.09800
0.121,0.000000,-1.354885,5.298008,5.246303,0.000000,1,0,17.268030,13.930234,0,0,17.081976,11.949345,-0.00005,0.09811
0.122,0.000000,-1.276883,5.296947,5.247791,0.000000,1,0,17.302128,13.919042,0,0,17.069324,11.967950,0.00015,0.09805
0.123,0.000000,-1.198880,5.295885,5.249279,0.000000,1,0,17.336227,13.907849,0,0,17.056675,11.986555,-0.00000,0.09770
0.124,0.000000,-1.120878,5.294823,5.250767,0.000000,1,0,17.370327,13.896657,0,0,17.044024,12.005160,0.00000,0.09786
0.125,0.000000,-1.044868,5.293796,5.252385,0.000000,1,0,17.403967,13.885646,0,0,17.031469,12.024702,0.00005,0.09808
0.126,0.000000,-0.977696,5.292919,5.254584,0.000000,1,0,17.435570,13.875438,0,0,17.019341,12.048402,0.00010,0.09798
0.127,0.000000,-0.910524,5.292042,5.256782,0.000000,1,0,17.467173,13.865230,0,0,17.007210,12.072101,0.00020,0.09750
0.128,0.000000,-0.843352,5.291165,5.258981,0.000000,1,0,17.498775,13.855021,0,0,16.995081,12.095800,0.00005,0.09780
0.129,0.000000,-0.775034,5.290310,5.261261,0.000000,1,0,17.529856,13.844889,0,0,16.983025,12.122724,0.00025,0.09803
0.130,0.000000,-0.701633,5.289551,5.263903,0.000000,1,0,17.558611,13.835092,0,0,16.971285,12.163941,-0.00005,0.09775
0.131,0.000000,-0.628233,5.288792,5.266544,0.000000,1,0,17.587368,13.825294,0,0,16.959547,12.205160,-0.00010,0.09746
0.132,0.000000,-0.554832,5.288032,5.269186,0.000000,1,0,17.616123,13.815498,0,0,16.947807,12.246379,0.00010,0.09763
0.133,0.000000,-0.480178,5.287348,5.271863,0.000000,1,0,17.644447,13.805661,0,0,16.936077,12.287455,0.00010,0.09771
0.134,0.000000,-0.399968,5.286996,5.274691,0.000000,1,0,17.670855,13.795648,0,0,16.924391,12.327897,0.00010,0.09766
0.135,0.000000,-0.319757,5.286644,5.277520,0.000000,1,0,17.697262,13.785635,0,0,16.912703,12.368340,0.00020,0.09738
0.136,0.000000,-0.239547,5.286292,5.280348,0.000000,1,0,17.723669,13.775621,0,0,16.901014,12.408783,0.00010,0.09734
0.137,0.000000,-0.158711,5.285979,5.283165,0.000000,1,0,17.749660,13.765676,0,0,16.889515,12.448020,-0.00005,0.09753
0.138,0.000000,-0.075100,5.285841,5.285930,0.000000,1,0,17.773808,13.756028,0,0,16.878843,12.481914,0.00010,0.09748
0.139,0.000000,0.008510,5.285702,5.288694,0.000000,1,0,17.797953,13.746381,0,0,16.868172,12.515806,0.00000,0.09721
0.140,0.000000,0.092120,5.285564,5.291459,0.000000,1,0,17.822100,13.736733,0,0,16.857500,12.549700,-0.00015,0.09695
0.141,0.000000,0.175404,5.285541,5.294192,0.000000,1,0,17.845764,13.726890,0,0,16.846941,12.584369,0.00015,0.09730
0.142,0.000000,0.257239,5.286027,5.296790,0.000000,1,0,17.867292,13.716178,0,0,16.836884,12.622478,-0.00010,0.09738
0.143,0.000000,0.339073,5.286514,5.299387,0.000000,1,0,17.888821,13.705466,0,0,16.826828,12.660587,0.00005,0.09700
0.144,0.000000,0.420908,5.287001,5.301985,0.000000,1,0,17.910351,13.694755,0,0,16.816771,12.698696,-0.00000,0.09685
0.145,0.000000,0.499043,5.287546,5.304525,0.000000,1,0,17.931379,13.683859,0,0,16.806696,12.737211,0.00005,0.09711
0.146,0.000000,0.560768,5.288350,5.306808,0.000000,1,0,17.950195,13.672146,0,0,16.796543,12.777523,0.00005,0.09709
0.147,0.000000,0.622494,5.289154,5.309092,0.000000,1,0,17.969009,13.660434,0,0,16.786388,12.817835,-0.00020,0.09691
0.148,0.000000,0.684219,5.289958,5.311375,0.000000,1,0,17.987825,13.648721,0,0,16.776236,12.858147,0.00005,0.09669
0.149,0.000000,0.742894,5.290749,5.313610,0.000000,1,0,18.006273,13.637132,0,0,16.766069,12.898262,0.00015,0.09679
0.150,0.000000,0.788040,5.291483,5.315625,0.000000,1,0,18.023098,13.626091,0,0,16.755846,12.937507,0.00000,0.09699
0.151,0.000000,0.833185,5.292218,5.317641,0.000000,1,0,18.039923,13.615050,0,0,16.745625,12.976751,0.00015,0.09702
0.152,0.000000,0.878331,5.292952,5.319656,0.000000,1,0,18.056747,13.604011,0,0,16.735401,13.015997,0.00010,0.09675
0.153,0.000000,0.918506,5.293761,5.321617,0.000000,1,0,18.073421,13.592983,0,0,16.725233,13.055075,-0.00000,0.09695
0.154,0.000000,0.936635,5.294901,5.323334,0.000000,1,0,18.089432,13.582016,0,0,16.715303,13.093413,-0.00000,0.09732
0.155,0.000000,0.954765,5.296041,5.325050,0.000000,1,0,18.105442,13.571049,0,0,16.705372,13.131753,0.00010,0.09731
0.156,0.000000,0.972895,5.297181,5.326767,0.000000,1,0,18.121452,13.560081,0,0,16.695442,13.170092,0.00005,0.09688
0.157,0.000000,0.986787,5.298311,5.328421,0.000000,1,0,18.136993,13.549133,0,0,16.685465,13.208224,0.00020,0.09708
0.158,0.000000,0.981884,5.299396,5.329796,0.000000,1,0,18.150454,13.538268,0,0,16.675289,13.245442,0.00015,0.09749
0.159,0.000000,0.976982,5.300481,5.331172,0.000000,1,0,18.163916,13.527403,0,0,16.665112,13.282661,0.00000,0.09733
0.160,0.000000,0.972079,5.301566,5.332547,0.000000,1,0,18.177376,13.516538,0,0,16.654936,13.319880,-0.00010,0.09709
0.161,0.000000,0.964630,5.302652,5.333871,0.000000,1,0,18.190746,13.505503,0,0,16.644770,13.356712,0.00020,0.09731
0.162,0.000000,0.945887,5.303747,5.334963,0.000000,1,0,18.203709,13.493715,0,0,16.634657,13.391833,0.00005,0.09759
0.163,0.000000,0.927144,5.304841,5.336056,0.000000,1,0,18.216673,13.481928,0,0,16.624544,13.426954,0.00026,0.09755
0.164,0.000000,0.908400,5.305936,5.337149,0.000000,1,0,18.229635,13.470141,0,0,16.614431,13.462075,0.00010,0.09739
0.165,0.000000,0.886848,5.306961,5.338194,0.000000,1,0,18.242270,13.458347,0,0,16.604361,13.496719,0.00005,0.09747
0.166,0.000000,0.852836,5.307677,5.339026,0.000000,1,0,18.253439,13.446523,0,0,16.594475,13.529245,0.00000,0.09784
0.167,0.000000,0.818824,5.308393,5.339859,0.000000,1,0,18.264610,13.434698,0,0,16.584589,13.561772,-0.00005,0.09788
0.168,0.000000,0.784812,5.309109,5.340692,0.000000,1,0,18.275782,13.422873,0,0,16.574703,13.594298,-0.00005,0.09760
0.169,0.000000,0.751863,5.309809,5.341514,0.000000,1,0,18.286798,13.410995,0,0,16.564762,13.626438,-0.00015,0.09774
0.170,0.000000,0.723628,5.310441,5.342292,0.000000,1,0,18.297129,13.398879,0,0,16.554575,13.656863,-0.00005,0.09802
0.171,0.000000,0.695393,5.311074,5.343070,0.000000,1,0,18.307461,13.386764,0,0,16.544386,13.687288,-0.00010,0.09796
0.172,0.000000,0.667158,5.311707,5.343847,0.000000,1,0,18.317793,13.374648,0,0,16.534199,13.717713,0.00015,0.09759
0.173,0.000000,0.638876,5.312353,5.344642,0.000000,1,0,18.328091,13.362821,0,0,16.524017,13.745603,-0.00005,0.09793
0.174,0.000000,0.610390,5.313065,5.345512,0.000000,1,0,18.338234,13.352273,0,0,16.513866,13.762245,0.00000,0.09822
0.175,0.000000,0.581904,5.313776,5.346384,0.000000,1,0,18.348377,13.341724,0,0,16.503717,13.778888,0.00010,0.09795
0.176,0.000000,0.553418,5.314487,5.347254,0.000000,1,0,18.358521,13.331177,0,0,16.493567,13.795530,-0.00010,0.09781
0.177,0.000000,0.527408,5.315130,5.348166,0.000000,1,0,18.368530,13.320695,0,0,16.483429,13.812767,-0.00005,0.09824
0.178,0.000000,0.512378,5.315474,5.349262,0.000000,1,0,18.377939,13.310507,0,0,16.473345,13.832636,-0.00010,0.09826
0.179,0.000000,0.497347,5.315817,5.350358,0.000000,1,0,18.387348,13.300319,0,0,16.463259,13.852506,-0.00010,0.09818
0.180,0.000000,0.482317,5.316160,5.351453,0.000000,1,0,18.396757,13.290131,0,0,16.453175,13.872375,0.00010,0.09819
0.181,0.000000,0.470724,5.316529,5.352609,0.000000,1,0,18.405802,13.279947,0,0,16.442982,13.894279,0.00005,0.09843
0.182,0.000000,0.474375,5.317015,5.354030,0.000000,1,0,18.413227,13.269788,0,0,16.432310,13.925201,0.00025,0.09853
0.183,0.000000,0.478025,5.317501,5.355451,0.000000,1,0,18.420652,13.259628,0,0,16.421638,13.956125,0.00020,0.09834
0.184,0.000000,0.481676,5.317986,5.356872,0.000000,1,0,18.428078,13.249470,0,0,16.410967,13.987048,-0.00005,0.09813
0.185,0.000000,0.489390,5.318428,5.358359,0.000000,1,0,18.435095,13.239510,0,0,16.400213,14.017726,0.00016,0.09840
0.186,0.000000,0.515122,5.318675,5.360140,0.000000,1,0,18.440313,13.230433,0,0,16.389090,14.047313,0.00000,0.09855
0.187,0.000000,0.540854,5.318922,5.361920,0.000000,1,0,18.445532,13.221357,0,0,16.377966,14.076900,0.00020,0.09828
0.188,0.000000,0.566585,5.319169,5.363701,0.000000,1,0,18.450750,13.212282,0,0,16.366844,14.106487,0.00005,0.09808
0.189,0.000000,0.597331,5.319481,5.365572,0.000000,1,0,18.455494,13.203023,0,0,16.355808,14.135892,0.00015,0.09843
0.190,0.000000,0.650312,5.320087,5.367846,0.000000,1,0,18.458134,13.192953,0,0,16.345165,14.164490,0.00015,0.09848
0.191,0.000000,0.703293,5.320693,5.370120,0.000000,1,0,18.460775,13.182883,0,0,16.334522,14.193087,0.00025,0.09809
0.192,0.000000,0.756274,5.321298,5.372394,0.000000,1,0,18.463415,13.172813,0,0,16.323879,14.221684,0.00025,0.09813
0.193,0.000000,0.810773,5.321979,5.374747,0.000000,1,0,18.465736,13.162564,0,0,16.313223,14.250451,0.00015,0.09838
0.194,0.000000,0.872005,5.322988,5.377451,0.000000,1,0,18.466633,13.151518,0,0,16.302504,14.279974,0.00020,0.09830
0.195,0.000000,0.933236,5.323997,5.380154,0.000000,1,0,18.467531,13.140471,0,0,16.291784,14.309497,0.00020,0.09796
0.196,0.000000,0.994467,5.325007,5.382858,0.000000,1,0,18.468430,13.129425,0,0,16.281065,14.339019,0.00015,0.09791
0.197,0.000000,1.057431,5.326045,5.385645,0.000000,1,0,18.468954,13.118487,0,0,16.270384,14.368213,0.00015,0.09803
0.198,0.000000,1.128078,5.327204,5.388803,0.000000,1,0,18.467829,13.108031,0,0,16.259871,14.395949,-0.00010,0.09806
0.199,0.000000,1.198724,5.328364,5.391962,0.566562,1,0,18.466703,13.097575,0,0,16.249359,14.423685,0.00015,0.09781
0.200,0.000000,1.269370,5.329524,5.395121,2.696492,1,1,18.465578,13.087119,0,0,16.238846,14.451421,0.00010,0.09752
0.201,0.000000,1.338787,5.330737,5.398365,4.260364,1,0,18.464176,13.076612,0,0,16.228315,14.478885,0.00010,0.09777
0.202,0.000000,1.402750,5.332186,5.401983,4.262254,1,0,18.461552,13.065874,0,0,16.217697,14.505141,-0.00015,0.09798
