"Time","56 FLl Sw of","55 FLl Sw on","52 HLl Sw of","v3 R COP","70 RDS cle","34 FRx (cm)","29 HRx (cm)","v5 L COP","71 LDS cle","37a CoMy (cm)","32 FLx (cm)","57 FLr Sw on","58 FLr Sw of","53 HLr Sw on","51 HLl Sw on","27 HLx (cm)","54 HLr Sw of","67 xCoM","v7 xCoM","3 Platform","2 Trdml","37b CoMy (cm)","37 CoMy (cm)","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","60 Right DS","59 Left DS","v6 L Mos","v4 R Mos","34a FRx (cm)","31 Keyboard","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","1 Synch","29a HRx (cm)","69 L marks","68 R marks","28 HLy (cm)","33 FLy (cm)","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","32a FLx (cm)","27a HLx (cm)"
1.123,0,0,0,4.519449,1,18.572598,13.757536,0.000000,0,6.348382,18.978561,0,0,0,0,15.258408,0,5.971823,5.971823,1.45338,0.09865,5.637051,6.359051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.845894,72.262161,75.873543,83.749680,17.011702,1,1,-5.972026,1.452578,-11.622293,0,8.173429,18.669111,8.225989,13.719883,8.389353,13.172141,9.042461,13.030307,8.863944,14.618187,10.348680,14.429236,10.365605,15.552664,0,-0.01670,0.00436,-0.01711,-0.01335,0.00729,-0.01246,0.01246,0.00208,3.27735,-11.330350,0,0,7.232862,6.803197,4.721868,4.316949,7.343585,223.339966,18.978561,14.978937
1.124,0,0,0,4.519562,1,18.561462,13.741283,0.000000,0,6.351743,19.011263,0,0,0,0,15.244844,0,5.977706,5.977706,1.45785,0.09863,5.643033,6.367792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.213768,72.739044,75.654999,83.832329,17.008698,1,1,-5.977693,1.458131,-11.631720,0,8.176493,18.648024,8.227840,13.714783,8.390766,13.165866,9.051137,13.028674,8.866180,14.617154,10.350781,14.430012,10.367694,15.553325,0,-0.02215,0.00108,-0.02472,-0.01660,0.01017,-0.00987,0.00103,0.00331,3.27711,-11.352075,0,0,7.233294,6.807697,4.722932,4.316355,7.354022,223.692490,19.011263,15.021971
1.125,0,0,0,4.519562,1,18.550230,13.721210,0.000000,0,6.258986,19.040617,0,0,0,0,15.222866,0,5.983240,5.983240,1.46453,0.09890,5.649258,6.372212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.692673,73.265289,75.393677,83.933846,16.991062,1,1,-5.983221,1.463660,-11.630816,0,8.176196,18.613134,8.227932,13.709929,8.394811,13.158134,9.060332,13.025805,8.868571,14.615929,10.352173,14.429904,10.370534,15.552436,0,-0.01694,0.00887,-0.01467,-0.01188,0.00561,-0.01310,0.00623,0.00305,3.27680,-11.372410,0,0,7.233581,6.812211,4.723961,4.315541,7.359966,223.993973,19.040617,15.097816
1.126,0,0,0,4.519562,1,18.538998,13.701135,0.000000,0,6.166229,19.069971,0,0,0,0,15.200887,0,5.988773,5.988773,1.46724,0.09912,5.655483,6.376633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.171577,73.791519,75.132355,84.035355,16.973427,1,1,-5.988756,1.469194,-11.629911,0,8.175900,18.578245,8.228024,13.705074,8.398855,13.150401,9.069528,13.022935,8.870961,14.614704,10.353564,14.429797,10.373375,15.551546,0,-0.01241,-0.00064,-0.01956,-0.01385,0.00992,-0.01266,0.00668,0.00372,3.27672,-11.392745,0,0,7.233869,6.816724,4.724991,4.314728,7.365909,224.295456,19.069971,15.173660
1.127,0,0,0,4.519562,1,18.527765,13.681061,0.000000,0,6.073472,19.099323,0,0,0,0,15.178908,0,5.994307,5.994307,1.47236,0.09898,5.661708,6.381053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.650482,74.317764,74.871033,84.136871,16.955790,1,1,-5.994294,1.474732,-11.629007,0,8.175603,18.543358,8.228115,13.700221,8.402900,13.142669,9.078723,13.020065,8.873352,14.613479,10.354955,14.429689,10.376216,15.550657,0,-0.01257,0.01212,-0.01923,-0.01251,0.00839,-0.01357,0.00590,0.00516,3.27679,-11.413080,0,0,7.234157,6.821237,4.726020,4.313914,7.371852,224.596954,19.099323,15.249505
1.128,0,0,0,4.519562,1,18.516483,13.663323,0.000000,0,6.024399,19.118715,0,0,0,0,15.169094,0,5.999805,5.999805,1.47722,0.09896,5.668469,6.377007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.254486,74.827019,74.640083,84.238548,16.957602,1,1,-5.999966,1.480404,-11.618107,0,8.172468,18.516134,8.228092,13.690522,8.406279,13.133337,9.090391,13.020477,8.875852,14.612389,10.357743,14.429230,10.379746,15.550913,0,-0.02540,0.00883,-0.01863,-0.01409,0.00685,-0.01203,0.00380,0.00540,3.27656,-11.434473,0,0,7.234190,6.825250,4.726986,4.312973,7.368812,224.809570,19.118715,15.277913
1.129,0,0,0,4.519562,1,18.505163,13.647280,0.000000,0,6.006959,19.130894,0,0,0,0,15.168090,0,6.005278,6.005278,1.47828,0.09921,5.675619,6.366828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.949074,75.323990,74.431129,84.340355,16.973495,1,1,-6.005707,1.486145,-11.599967,0,8.167278,18.494463,8.227988,13.677315,8.409176,13.122847,9.103849,13.023266,8.878429,14.611395,10.361542,14.428514,10.383777,15.551999,0,-0.01659,-0.00383,-0.02185,-0.01251,0.00827,-0.01262,0.00636,-0.00049,3.27611,-11.456631,0,0,7.234040,6.828901,4.727907,4.311939,7.359265,224.957855,19.130894,15.271972
1.130,0,0,0,4.519562,1,18.493843,13.631235,0.000000,0,5.989520,19.143070,0,0,0,0,15.167086,0,6.010750,6.010750,1.48055,0.09923,5.682768,6.356650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.643654,75.820961,74.222168,84.442162,16.989389,1,1,-6.011120,1.491558,-11.581827,0,8.162088,18.472790,8.227883,13.664107,8.412072,13.112356,9.117307,13.026055,8.881007,14.610401,10.365341,14.427797,10.387806,15.553085,0,-0.01453,0.00607,-0.02133,-0.01446,0.00829,-0.01212,0.01078,0.00236,3.27621,-11.478788,0,0,7.233891,6.832552,4.728827,4.310905,7.349718,225.106140,19.143070,15.266029
1.131,0,0,0,4.519562,1,18.482525,13.615191,0.000000,0,5.972081,19.155249,0,0,0,0,15.166080,0,6.016222,6.016222,1.48061,0.09912,5.689918,6.346471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.338242,76.317932,74.013214,84.543968,17.005283,1,1,-6.016366,1.496804,-11.563688,0,8.156898,18.451118,8.227778,13.650900,8.414969,13.101866,9.130765,13.028844,8.883586,14.609408,10.369141,14.427081,10.391836,15.554172,0,-0.01638,0.00374,-0.01987,-0.01464,0.00834,-0.01282,0.00299,0.00282,3.27675,-11.500947,0,0,7.233741,6.836203,4.729747,4.309872,7.340171,225.254425,19.155249,15.260088
1.132,0,0,0,4.519371,1,18.470705,13.601682,0.000000,0,5.847341,19.174376,0,0,0,0,15.157108,0,6.020761,6.020761,1.48338,0.09921,5.701088,6.324652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.293777,76.770645,73.857971,84.622169,17.019566,1,1,-6.020854,1.501483,-11.541843,0,8.155499,18.439684,8.228175,13.640081,8.419704,13.093051,9.138953,13.027594,8.885063,14.608538,10.372192,14.427663,10.395470,15.554766,0,-0.01459,0.00655,-0.01937,-0.01398,0.00766,-0.01339,0.00597,0.00610,3.27715,-11.525447,0,0,7.233318,6.839789,4.730570,4.308569,7.319345,225.476669,19.174376,15.258718
1.133,0,0,0,4.519082,1,18.458525,13.590007,0.000000,0,5.644901,19.198538,0,0,0,0,15.142366,0,6.024624,6.024624,1.48491,0.09935,5.715171,6.294404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.438271,77.191322,73.741623,84.683281,17.032679,1,1,-6.024955,1.505873,-11.517316,0,8.156846,18.435661,8.228934,13.630994,8.425769,13.085449,9.143326,13.023420,8.885744,14.607758,10.374702,14.429184,10.398816,15.555005,0,-0.03110,0.00585,-0.02089,-0.01306,0.00846,-0.01343,0.00487,-0.02725,3.27746,-11.551643,0,0,7.232697,6.843328,4.731322,4.307072,7.290349,225.752472,19.198538,15.260661
1.134,0,0,0,4.518929,1,18.446342,13.578333,0.000000,0,5.442461,19.222700,0,0,0,0,15.127624,0,6.028487,6.028487,1.48703,0.09921,5.729254,6.264155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.582764,77.612000,73.625267,84.744392,17.045794,1,1,-6.028764,1.509834,-11.492789,0,8.158194,18.431639,8.229694,13.621906,8.431834,13.077847,9.147698,13.019246,8.886425,14.606977,10.377213,14.430704,10.402163,15.555243,0,-0.01335,0.00504,-0.01980,-0.01328,0.00755,-0.01169,0.00695,0.00745,3.27768,-11.577839,0,0,7.232077,6.846868,4.732074,4.305574,7.261354,226.028259,19.222700,15.262603
1.135,0,0,0,4.518847,1,18.434162,13.566658,0.000000,0,5.240022,19.246862,0,0,0,0,15.112882,0,6.032350,6.032350,1.48603,0.09890,5.743338,6.233907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.727264,78.032677,73.508919,84.805504,17.058907,1,1,-6.032423,1.513576,-11.468262,0,8.159540,18.427618,8.230453,13.612818,8.437899,13.070246,9.152070,13.015072,8.887106,14.606197,10.379723,14.432225,10.405508,15.555483,0,-0.00889,0.01086,-0.02211,-0.01621,0.00868,-0.01216,0.00479,-0.04602,3.27783,-11.604035,0,0,7.231456,6.850407,4.732826,4.304076,7.232359,226.304062,19.246862,15.264545
1.136,0,0,0,4.518776,1,18.421986,13.553364,0.000000,0,5.052027,19.264839,0,0,0,0,15.100306,0,6.036332,6.036332,1.48312,0.09886,5.745013,6.196468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.837753,78.356255,73.226349,84.932510,17.052082,1,1,-6.036337,1.517561,-11.446333,0,8.159381,18.416597,8.227623,13.603084,8.442793,13.062642,9.157455,13.013138,8.887204,14.605033,10.381821,14.433203,10.405759,15.555862,0,-0.01364,-0.00145,-0.01970,-0.01263,0.00844,-0.01213,0.00499,0.00389,3.27772,-11.635103,0,0,7.230847,6.854062,4.733659,4.303084,7.195853,226.492676,19.264839,15.251487
1.137,0,0,0,4.518712,1,18.409811,13.538895,0.000000,0,4.874492,19.278336,0,0,0,0,15.089300,0,6.040400,6.040400,1.48194,0.09893,5.737703,6.153822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.923622,78.609520,72.823402,85.107239,17.030819,1,1,-6.040381,1.521669,-11.426286,0,8.158132,18.400507,8.222193,13.592880,8.446839,13.055037,9.163572,13.012825,8.886880,14.603590,10.383620,14.433786,10.403768,15.556344,0,-0.02231,0.00097,-0.02270,-0.01469,0.00797,-0.01262,0.00862,0.00202,3.27741,-11.669699,0,0,7.230247,6.857799,4.734550,4.302457,7.153907,226.618149,19.278336,15.227566
1.138,0,0,0,4.518691,1,18.397636,13.524426,0.000000,0,4.696957,19.291834,0,0,0,0,15.078294,0,6.044468,6.044468,1.48047,0.09870,5.730394,6.111176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.009491,78.862785,72.420464,85.281967,17.009556,1,1,-6.044455,1.525765,-11.406239,0,8.156882,18.384418,8.216763,13.582677,8.450886,13.047433,9.169690,13.012512,8.886556,14.602148,10.385420,14.434371,10.401777,15.556826,0,-0.01840,0.01063,-0.01967,-0.01398,0.00819,-0.01130,0.00402,-0.01517,3.27720,-11.704294,0,0,7.229647,6.861536,4.735442,4.301830,7.111961,226.743637,19.291834,15.203645
1.139,0,0,0,4.518691,1,18.385462,13.509957,0.000000,0,4.519422,19.305332,0,0,0,0,15.067287,0,6.048536,6.048536,1.47643,0.09842,5.723084,6.068530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.095360,79.116051,72.017517,85.456696,16.988293,1,1,-6.048544,1.529854,-11.386191,0,8.155633,18.368330,8.211332,13.572474,8.454932,13.039828,9.175808,13.012199,8.886231,14.600705,10.387219,14.434955,10.399786,15.557307,0,-0.01802,-0.00421,-0.02149,-0.01308,0.00885,-0.01113,0.00493,0.00491,3.27704,-11.738890,0,0,7.229047,6.865273,4.736334,4.301204,7.070015,226.869110,19.305332,15.179724
1.140,0,0,0,4.518691,1,18.372513,13.499028,0.000000,0,4.521420,19.320400,0,0,0,0,15.060932,0,6.052226,6.052226,1.47591,0.09849,5.722568,6.022977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.207764,79.438133,71.627266,85.691093,16.970030,1,1,-6.052316,1.533625,-11.373790,0,8.156731,18.357578,8.208943,13.559868,8.460066,13.031198,9.190755,13.016986,8.885942,14.599342,10.389007,14.436564,10.401608,15.559400,0,-0.01164,0.00360,-0.01861,-0.01178,0.00763,-0.01201,0.00606,0.00075,3.27702,-11.757534,0,0,7.228195,6.868804,4.737199,4.300320,7.025244,227.014664,19.320400,15.169094
1.141,0,0,0,4.518691,1,18.359001,13.490662,0.000000,0,4.653425,19.336605,0,0,0,0,15.057945,0,6.055641,6.055641,1.47155,0.09868,5.726970,5.975319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.339378,79.810051,71.246201,85.968704,16.953938,1,1,-6.055924,1.537234,-11.366926,0,8.159527,18.350695,8.208756,13.545525,8.465987,13.021825,9.212095,13.025464,8.885681,14.598038,10.390785,14.438918,10.406194,15.562659,0,-0.01331,0.00737,-0.02194,-0.01406,0.00834,-0.01180,0.00590,0.00314,3.27710,-11.764627,0,0,7.227160,6.872183,4.738044,4.299249,6.978427,227.174728,19.336605,15.168090
1.142,0,0,0,4.518691,1,18.345491,13.482295,0.000000,0,4.785429,19.352810,0,0,0,0,15.054957,0,6.059056,6.059056,1.47554,0.09846,5.731373,5.927661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.471001,80.181969,70.865135,86.246307,16.937845,1,1,-6.059296,1.540606,-11.360062,0,8.162323,18.343809,8.208570,13.531180,8.471909,13.012451,9.233437,13.033943,8.885418,14.596732,10.392564,14.441272,10.410778,15.565919,0,-0.02070,0.00543,-0.01982,-0.01249,0.00805,-0.01262,0.00450,0.00496,3.27696,-11.771720,0,0,7.226127,6.875563,4.738889,4.298178,6.931610,227.334808,19.352810,15.167086
1.143,0,0,0,4.518691,1,18.331980,13.473928,0.000000,0,4.917433,19.369015,0,0,0,0,15.051970,0,6.062472,6.062472,1.46220,0.09826,5.735775,5.880003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.602615,80.553894,70.484077,86.523918,16.921753,1,1,-6.062547,1.543857,-11.353197,0,8.165119,18.336926,8.208384,13.516836,8.477830,13.003078,9.254777,13.042422,8.885157,14.595428,10.394342,14.443625,10.415363,15.569179,0,-0.01433,0.00438,-0.02088,-0.01470,0.00826,-0.01193,0.00229,0.00384,3.27665,-11.778812,0,0,7.225092,6.878942,4.739734,4.297108,6.884792,227.494888,19.369015,15.166080
1.144,0,0,0,4.518733,1,18.318790,13.461308,0.000000,0,4.971464,19.379303,0,0,0,0,15.047885,0,6.065714,6.065714,1.45569,0.09847,5.744706,5.830531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.769257,81.184334,70.277046,86.720734,16.925491,1,1,-6.065732,1.546999,-11.352100,0,8.165896,18.324060,8.205770,13.501095,8.483468,12.993164,9.265687,13.046247,8.885010,14.594788,10.394476,14.444662,10.419315,15.571586,0,-0.01620,0.00126,-0.02059,-0.01387,0.00844,-0.01278,0.00578,0.00205,3.27674,-11.749050,0,0,7.225452,6.880128,4.740596,4.296337,6.835854,227.610474,19.379303,15.157108
1.145,0,0,0,4.518797,1,18.305836,13.445610,0.000000,0,4.969029,19.385305,0,0,0,0,15.043005,0,6.068831,6.068831,1.44817,0.09858,5.756917,5.779745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.961250,82.001976,70.196045,86.859039,16.943586,1,1,-6.068883,1.550086,-11.355180,0,8.165211,18.306862,8.201401,13.484343,8.488900,12.982860,9.269043,13.046700,8.884948,14.594630,10.393419,14.444746,10.422811,15.573375,0,-0.01574,0.00010,-0.02077,-0.01435,0.00768,-0.01269,0.00368,-0.00758,3.27712,-11.692599,0,0,7.226821,6.879725,4.741471,4.295784,6.785379,227.693832,19.385305,15.142366
1.146,0,0,0,4.518873,1,18.292881,13.429912,0.000000,0,4.966596,19.391310,0,0,0,0,15.038125,0,6.071949,6.071949,1.44386,0.09832,5.769127,5.728959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.153252,82.819618,70.115036,86.997353,16.961681,1,1,-6.071993,1.553120,-11.358259,0,8.164526,18.289665,8.197030,13.467589,8.494333,12.972555,9.272398,13.047153,8.884886,14.594473,10.392363,14.444829,10.426305,15.575165,0,-0.01844,0.01611,-0.01911,-0.01423,0.00891,-0.01349,0.00389,0.00895,3.27728,-11.636149,0,0,7.228190,6.879323,4.742347,4.295231,6.734904,227.777206,19.391310,15.127624
1.147,0,0,0,4.518954,1,18.279926,13.414213,0.000000,0,4.964162,19.397312,0,0,0,0,15.033245,0,6.075066,6.075066,1.43600,0.09829,5.781338,5.678173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.345245,83.637260,70.034035,87.135666,16.979776,1,1,-6.075082,1.556127,-11.361339,0,8.163840,18.272469,8.192660,13.450836,8.499765,12.962251,9.275754,13.047607,8.884823,14.594315,10.391305,14.444913,10.429799,15.576955,0,-0.02199,0.00002,-0.01983,-0.01538,0.00754,-0.01373,0.00482,0.01454,3.27728,-11.579699,0,0,7.229559,6.878920,4.743222,4.294677,6.684430,227.860565,19.397312,15.112882
1.148,0,0,0,4.519322,1,18.267298,13.406999,0.000000,0,5.031760,19.401773,0,0,0,0,15.025730,0,6.078022,6.078022,1.42976,0.09855,5.787814,5.626626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.840706,84.398064,69.987167,87.203758,16.955994,1,1,-6.078098,1.558776,-11.362834,0,8.165241,18.264408,8.190511,13.431622,8.505999,12.950423,9.280115,13.049336,8.884759,14.594289,10.389585,14.446277,10.432054,15.579108,0,-0.02000,0.00885,-0.02029,-0.01351,0.00776,-0.01240,0.00779,0.01674,3.27711,-11.471095,0,0,7.229550,6.878294,4.744126,4.294446,6.633114,227.885284,19.401773,15.100306
1.149,0,0,0,4.519835,1,18.254908,13.405929,0.000000,0,5.150070,19.405119,0,0,0,0,15.016308,0,6.080863,6.080863,1.42081,0.09858,5.790136,5.574528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.555916,85.117714,69.965004,87.220993,16.901882,1,1,-6.081077,1.561241,-11.363181,0,8.168154,18.262962,8.189970,13.410625,8.512811,12.937493,9.285205,13.051988,8.884692,14.594358,10.387383,14.448568,10.433411,15.581526,0,-0.01956,0.00148,-0.02183,-0.01450,0.00885,-0.01286,0.00766,0.00601,3.27680,-11.324726,0,0,7.228542,6.877507,4.745052,4.294449,6.581191,227.867538,19.405119,15.089300
1.150,0,0,0,4.520249,1,18.242517,13.404859,0.000000,0,5.268380,19.408464,0,0,0,0,15.006886,0,6.083703,6.083703,1.41331,0.09840,5.792459,5.522431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.271118,85.837372,69.942848,87.238235,16.847771,1,1,-6.083886,1.563636,-11.363529,0,8.171066,18.261517,8.189428,13.389627,8.519622,12.924562,9.290295,13.054639,8.884626,14.594428,10.385180,14.450859,10.434768,15.583942,0,-0.01660,0.00393,-0.01981,-0.01228,0.00871,-0.01130,0.00496,0.00108,3.27702,-11.178357,0,0,7.227534,6.876719,4.745977,4.294452,6.529266,227.849792,19.408464,15.078294
1.151,0,0,0,4.520612,1,18.230127,13.403789,0.000000,0,5.386691,19.411808,0,0,0,0,14.997463,0,6.086543,6.086543,1.40107,0.09838,5.794783,5.470334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.986328,86.557022,69.920692,87.255470,16.793659,1,1,-6.086608,1.565996,-11.363877,0,8.173979,18.260071,8.188888,13.368629,8.526434,12.911633,9.295384,13.057290,8.884560,14.594498,10.382978,14.453151,10.436124,15.586360,0,-0.02067,0.00490,-0.02133,-0.01298,0.00796,-0.01339,0.00610,0.00249,3.27763,-11.031988,0,0,7.226526,6.875932,4.746902,4.294455,6.477343,227.832047,19.411808,15.067287
1.152,0,0,0,4.520735,1,18.218136,13.394090,0.000000,0,5.399275,19.421438,0,0,0,0,14.992576,0,6.089121,6.089121,1.38915,0.09858,5.799079,5.421765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.629562,87.146461,69.890465,87.244255,16.772669,1,1,-6.089108,1.568373,-11.368973,0,8.173562,18.259293,8.183908,13.346304,8.530274,12.902634,9.295977,13.056201,8.884266,14.594657,10.381395,14.453276,10.435862,15.588948,0,-0.01697,0.00132,-0.02120,-0.01247,0.00919,-0.01262,0.00553,0.00323,3.27759,-10.789420,0,0,7.226692,6.874716,4.747252,4.294457,6.429412,227.944656,19.424097,15.060932
1.153,0,0,0,4.520735,1,18.206432,13.378140,0.000000,0,5.335299,19.435619,0,0,0,0,14.990973,0,6.091511,6.091511,1.37716,0.09858,5.804805,5.375752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.220680,87.641609,69.854408,87.212433,16.775663,1,1,-6.091494,1.570759,-11.377505,0,8.170734,18.258995,8.175713,13.323015,8.531962,12.896482,9.293312,13.052403,8.883807,14.594881,10.380261,14.451832,10.434425,15.591660,0,-0.01488,0.00457,-0.02046,-0.01448,0.00790,-0.01226,0.00545,0.00267,3.27705,-10.477191,0,0,7.227708,6.873190,4.747186,4.294459,6.384372,228.151642,19.442862,15.057945
1.154,0,0,0,4.520735,1,18.194729,13.362192,0.000000,0,5.271324,19.449799,0,0,0,0,14.989368,0,6.093900,6.093900,1.36682,0.09838,5.810530,5.329740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.811798,88.136757,69.818344,87.180611,16.778658,1,1,-6.093884,1.573148,-11.386039,0,8.167907,18.258698,8.167518,13.299727,8.533650,12.890329,9.290648,13.048605,8.883348,14.595105,10.379128,14.450389,10.432989,15.594373,0,-0.02226,-0.00290,-0.02073,-0.01410,0.00849,-0.01328,0.00524,0.00287,3.27704,-10.164962,0,0,7.228724,6.871664,4.747119,4.294461,6.339333,228.358627,19.461624,15.054957
1.155,0,0,0,4.520735,1,18.183025,13.346244,0.000000,0,5.207348,19.463980,0,0,0,0,14.987765,0,6.096290,6.096290,1.35726,0.09841,5.816256,5.283727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.402924,88.631905,69.782280,87.148796,16.781652,1,1,-6.096275,1.575540,-11.394572,0,8.165079,18.258400,8.159323,13.276439,8.535338,12.884177,9.287983,13.044807,8.882890,14.595329,10.377993,14.448945,10.431553,15.597085,0,-0.01397,0.00126,-0.02180,-0.01425,0.00841,-0.01254,0.00327,0.00190,3.27742,-9.852733,0,0,7.229740,6.870137,4.747053,4.294463,6.294294,228.565628,19.480389,15.051970
1.156,0,0,0,4.520735,1,18.171278,13.330463,0.000000,0,5.222094,19.472322,0,0,0,0,14.985771,0,6.099201,6.099201,1.34471,0.09859,5.820407,5.237567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.650322,89.222511,69.715523,87.165573,16.825821,1,1,-6.098966,1.578231,-11.414307,0,8.160065,18.246393,8.154743,13.261124,8.535571,12.877330,9.287705,13.042858,8.881931,14.596124,10.377009,14.448712,10.430822,15.598951,0,-0.02581,-0.00744,-0.02058,-0.01251,0.00883,-0.01155,0.00500,-0.00339,3.27750,-9.398960,0,0,7.230329,6.868096,4.746963,4.294518,6.248405,228.666565,19.485611,15.047885
1.157,0,0,0,4.520735,1,18.159500,13.314804,0.000000,0,5.293846,19.476439,0,0,0,0,14.983493,0,6.102491,6.102491,1.33738,0.09846,5.823417,5.191301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.648811,89.882240,69.626526,87.217545,16.899805,1,1,-6.101810,1.581074,-11.442152,0,8.153466,18.225904,8.152781,13.251581,8.534748,12.869978,9.289156,13.042248,8.880610,14.597330,10.376135,14.449356,10.430602,15.600205,0,-0.01199,0.01183,-0.02045,-0.01365,0.00773,-0.01147,0.01613,0.00282,3.27735,-8.842690,0,0,7.230608,6.865684,4.746854,4.294613,6.201901,228.690704,19.481028,15.043005
1.158,0,0,0,4.520735,1,18.147720,13.299145,0.000000,0,5.365597,19.480555,0,0,0,0,14.981215,0,6.105781,6.105781,1.32495,0.09821,5.826428,5.145035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.647308,90.541969,69.537537,87.269524,16.973789,1,1,-6.105198,1.584464,-11.469997,0,8.146869,18.205418,8.150819,13.242039,8.533925,12.862626,9.290606,13.041637,8.879290,14.598537,10.375259,14.450001,10.430382,15.601460,0,-0.01544,0.00220,-0.02162,-0.01298,0.00812,-0.01278,0.00352,0.00383,3.27706,-8.286420,0,0,7.230886,6.863271,4.746747,4.294707,6.155397,228.714859,19.476444,15.038125
1.159,0,0,0,4.520735,1,18.135942,13.283485,0.000000,0,5.437349,19.484671,0,0,0,0,14.978937,0,6.109070,6.109070,1.30432,0.09824,5.829438,5.098769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.645805,91.201706,69.448540,87.321495,17.047773,1,1,-6.108866,1.588131,-11.497843,0,8.140270,18.184929,8.148857,13.232496,8.533102,12.855275,9.292057,13.041027,8.877969,14.599744,10.374385,14.450644,10.430161,15.602715,0,-0.01172,0.00139,-0.02103,-0.01284,0.00782,-0.01287,0.00504,-0.00350,3.27668,-7.730149,0,0,7.231165,6.860857,4.746638,4.294802,6.108893,228.738998,19.471859,15.033245
1.160,0,0,0,4.520417,1,18.124723,13.271214,0.000000,0,5.558610,19.486670,0,0,0,0,14.975408,0,6.112924,6.112924,1.28777,0.09839,5.834326,5.052394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.827835,91.926704,69.374306,87.484833,17.036211,1,1,-6.113107,1.592690,-11.538750,0,8.135955,18.167305,8.147890,13.216496,8.534101,12.847191,9.294380,13.041391,8.876924,14.601618,10.372902,14.451057,10.431260,15.607017,0,-0.01636,0.01332,-0.01983,-0.01456,0.00938,-0.01149,0.00314,-0.02528,3.27665,-6.980084,0,0,7.230784,6.858932,4.746613,4.293778,6.062543,228.732468,19.472322,15.020906
1.161,0,0,0,4.519936,1,18.113911,13.261394,0.000000,0,5.715723,19.487137,0,0,0,0,14.970971,0,6.117184,6.117184,1.27400,0.09814,5.840572,5.005941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.142761,92.698967,69.310753,87.728821,16.962704,1,1,-6.117640,1.597704,-11.589116,0,8.133292,18.151752,8.147644,13.195818,8.536418,12.838577,9.297334,13.042462,8.876078,14.603975,10.370977,14.451302,10.433313,15.613525,0,-0.02146,-0.00743,-0.01939,-0.01192,0.00757,-0.01206,0.00600,0.00647,3.27688,-6.089685,0,0,7.229925,6.857358,4.746647,4.291946,6.016304,228.703705,19.476439,15.003166
