"Time","56 FLl Sw of","55 FLl Sw on","52 HLl Sw of","v3 R COP","70 RDS cle","34 FRx (cm)","29 HRx (cm)","v5 L COP","71 LDS cle","37a CoMy (cm)","32 FLx (cm)","57 FLr Sw on","58 FLr Sw of","53 HLr Sw on","51 HLl Sw on","27 HLx (cm)","54 HLr Sw of","67 xCoM","v7 xCoM","3 Platform","2 Trdml","37b CoMy (cm)","37 CoMy (cm)","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","60 Right DS","59 Left DS","v6 L Mos","v4 R Mos","34a FRx (cm)","31 Keyboard","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","1 Synch","29a HRx (cm)","69 L marks","68 R marks","28 HLy (cm)","33 FLy (cm)","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","32a FLx (cm)","27a HLx (cm)"
0.610,0,0,0,0.000000,0,16.705627,13.934078,6.764116,1,-4.148432,17.091261,0,0,0,0,11.630964,0,5.989537,5.989537,-0.71664,0.09639,6.164093,-3.233694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.592560,44.995796,94.024269,57.803780,15.258666,0,0,0.774531,5.989585,32.038647,0,8.375734,16.726051,8.068741,13.963146,8.059813,13.080437,8.173255,12.485754,9.047588,13.800643,10.370263,13.124061,10.290574,14.184902,0,-0.01996,0.00227,-0.02148,-0.01379,0.00856,-0.01224,0.00478,0.00259,3.27720,-12.248748,0,0,7.035722,6.492442,5.114635,4.552804,-2.347065,201.068863,17.091261,11.630964
0.611,0,0,0,0.000000,0,16.748154,13.913523,6.761654,1,-4.182489,17.068956,0,0,0,0,11.617631,0,5.978635,5.978635,-0.75496,0.09621,6.157900,-3.334885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.868668,44.727890,93.890503,58.157978,15.257656,0,0,0.783024,5.978630,32.450844,0,8.414660,16.762035,8.057219,13.953715,8.055276,13.070784,8.172540,12.466351,9.035533,13.790068,10.361778,13.128665,10.281319,14.180797,0,-0.01766,0.00400,-0.02551,-0.01400,0.00912,-0.01180,0.00550,0.00303,3.27758,-12.345337,0,0,7.033144,6.490139,5.113839,4.548757,-2.449414,200.825363,17.068956,11.617631
0.612,0,0,0,0.000000,0,16.787785,13.892563,6.759147,1,-4.328267,17.049391,0,0,0,0,11.597770,0,5.968243,5.968243,-0.78399,0.09618,6.155403,-3.441663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.181885,44.355339,93.786201,58.539745,15.255196,0,0,0.790986,5.968161,32.821423,0,8.427075,16.791122,8.045722,13.935905,8.051865,13.055766,8.163505,12.448215,9.024179,13.779850,10.355117,13.129158,10.274642,14.174799,0,-0.01699,0.00380,-0.01651,-0.01261,0.00867,-0.01227,0.00579,0.00225,3.27783,-12.346477,0,0,7.030527,6.487903,5.112976,4.545056,-2.557207,200.610199,17.049391,11.597770
0.613,0,0,0,0.000000,0,16.825315,13.871310,6.756617,1,-4.554945,17.031811,0,0,0,0,11.573182,0,5.958218,5.958218,-0.80726,0.09647,6.155584,-3.552486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.521973,43.907017,93.703232,58.941467,15.251684,0,0,0.798677,5.957940,33.161865,0,8.420293,16.815218,8.034246,13.912024,8.049269,13.036864,8.148444,12.430997,9.013331,13.769892,10.349775,13.126673,10.269832,14.167432,0,-0.01410,0.00332,-0.02104,-0.01293,0.00847,-0.01205,0.00384,0.00178,3.27798,-12.278498,0,0,7.027883,6.485715,5.112065,4.541606,-2.668942,200.415558,17.031811,11.573182
0.614,0,0,0,0.000000,0,16.862846,13.850058,6.754226,1,-4.781624,17.014229,0,0,0,0,11.548594,0,5.948194,5.948194,-0.82875,0.09661,6.155765,-3.663309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.862061,43.458694,93.620270,59.343193,15.248173,0,0,0.806266,5.947960,33.502304,0,8.413509,16.839314,8.022770,13.888144,8.046673,13.017962,8.133384,12.413779,9.002483,13.759933,10.344435,13.124187,10.265022,14.160064,0,-0.01834,0.00383,-0.01926,-0.01377,0.00948,-0.01289,0.00390,0.00327,3.27791,-12.210519,0,0,7.025238,6.483529,5.111154,4.538156,-2.780677,200.220917,17.014229,11.548594
0.615,0,0,0,0.000000,0,16.900377,13.828805,6.751907,1,-5.008303,16.996649,0,0,0,0,11.524006,0,5.938169,5.938169,-0.84792,0.09638,6.155945,-3.774132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.202148,43.010372,93.537300,59.744915,15.244661,0,0,0.813803,5.938104,33.842747,0,8.406727,16.863409,8.011293,13.864264,8.044077,12.999061,8.118323,12.396562,8.991636,13.749974,10.339093,13.121702,10.260212,14.152697,0,-0.02111,0.00528,-0.02194,-0.01302,0.00797,-0.01328,0.00514,0.00250,3.27769,-12.142540,0,0,7.022593,6.481341,5.110243,4.534707,-2.892412,200.026276,16.996649,11.524006
0.616,0,0,0,0.000000,0,16.935249,13.817211,6.749896,1,-5.197191,16.980478,0,0,0,0,11.506941,0,5.928061,5.928061,-0.86879,0.09629,6.153500,-3.888689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.305695,42.707760,93.479355,60.075390,15.242320,0,0,0.821790,5.928106,34.111732,0,8.401881,16.886209,8.006662,13.846819,8.043856,12.985651,8.112449,12.380276,8.981979,13.741466,10.333439,13.119015,10.255712,14.147232,0,-0.04212,0.00191,-0.02121,-0.01460,0.00814,-0.01140,0.00584,0.00283,3.27733,-12.058151,0,0,7.020438,6.479443,5.108937,4.531392,-3.007808,199.848129,16.980478,11.506941
0.617,0,0,0,0.000000,0,16.968199,13.812612,6.748041,1,-5.358712,16.965328,0,0,0,0,11.495324,0,5.917891,5.917891,-0.90458,0.09653,6.149152,-4.005950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.237930,42.510662,93.439522,60.354267,15.240826,0,0,0.830006,5.918036,34.328972,0,8.398438,16.908070,8.006989,13.834034,8.045353,12.976218,8.113226,12.364665,8.973184,13.734006,10.327558,13.116181,10.251433,14.143146,0,-0.00578,0.00303,-0.01939,-0.01257,0.00882,-0.01212,0.00210,0.00289,3.27687,-11.961880,0,0,7.018639,6.477753,5.107344,4.528176,-3.125855,199.681931,16.965328,11.495324
0.618,0,0,0,0.000000,0,17.001148,13.808012,6.746321,1,-5.520233,16.950178,0,0,0,0,11.483707,0,5.907722,5.907722,-0.93396,0.09664,6.144805,-4.123211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.170181,42.313564,93.399689,60.633144,15.239330,0,0,0.838478,5.907844,34.546211,0,8.394995,16.929932,8.007314,13.821250,8.046851,12.966786,8.114004,12.349055,8.964389,13.726547,10.321675,13.113347,10.247156,14.139060,0,-0.02216,0.00494,-0.02013,-0.01281,0.00815,-0.01207,0.00823,0.00275,3.27693,-11.865608,0,0,7.016838,6.476064,5.105752,4.524960,-3.243902,199.515732,16.950178,11.483707
0.619,0,0,0,0.000000,0,17.034098,13.803413,6.744670,1,-5.681755,16.935028,0,0,0,0,11.472091,0,5.897552,5.897552,-0.95060,0.09639,6.140458,-4.240473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.102417,42.116467,93.359856,60.912022,15.237836,0,0,0.847080,5.897590,34.763451,0,8.391551,16.951792,8.007640,13.808465,8.048348,12.957355,8.114781,12.333445,8.955593,13.719088,10.315794,13.110513,10.242879,14.134974,0,-0.02025,0.00474,-0.02117,-0.01550,0.00840,-0.01185,0.00658,0.00289,3.27739,-11.769337,0,0,7.015038,6.474374,5.104159,4.521744,-3.361949,199.349533,16.935028,11.472091
0.620,0,0,0,0.000000,0,17.064491,13.796629,6.742951,1,-5.816905,16.921644,0,0,0,0,11.457303,0,5.887414,5.887414,-0.97268,0.09628,6.131964,-4.356071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.104248,41.943928,93.285461,61.026688,15.236408,0,0,0.855604,5.887348,34.871048,0,8.390620,16.980654,8.005636,13.789993,8.046371,12.946190,8.118534,12.321603,8.949495,13.712123,10.310733,13.103160,10.238290,14.131288,0,-0.01923,0.00244,-0.01955,-0.01133,0.00880,-0.01204,0.00219,0.00304,3.27737,-11.691388,0,0,7.013478,6.472472,5.102207,4.518482,-3.478242,199.202591,16.921644,11.457303
0.621,0,0,0,0.000000,0,17.093037,13.788262,6.741199,1,-5.932961,16.909540,0,0,0,0,11.440220,0,5.877299,5.877299,-0.98955,0.09655,6.120469,-4.470465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.156494,41.789173,93.186035,61.022442,15.235030,0,0,0.864087,5.877112,34.899250,0,8.391508,17.014584,8.001946,13.767403,8.041874,12.933770,8.124440,12.312490,8.945351,13.705517,10.306265,13.092535,10.233476,14.127892,0,-0.01534,0.00246,-0.02028,-0.01325,0.00715,-0.01257,0.00667,0.00267,3.27699,-11.626707,0,0,7.012091,6.470417,5.099996,4.515186,-3.593264,199.069626,16.909540,11.440220
0.622,0,0,0,0.000000,0,17.121582,13.779896,6.739484,1,-6.049016,16.897436,0,0,0,0,11.423137,0,5.867184,5.867184,-1.00874,0.09664,6.108973,-4.584859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.208725,41.634415,93.086617,61.018196,15.233651,0,0,0.872461,5.867024,34.927456,0,8.392396,17.048513,7.998256,13.744813,8.037378,12.921351,8.130347,12.303379,8.941205,13.698911,10.301798,13.081910,10.228662,14.124496,0,-0.01921,0.00332,-0.02013,-0.01429,0.00763,-0.01169,0.00491,0.00344,3.27687,-11.562026,0,0,7.010704,6.468362,5.097785,4.511890,-3.708286,198.936646,16.897436,11.423137
0.623,0,0,0,0.000000,0,17.150127,13.771529,6.737790,1,-6.165071,16.885330,0,0,0,0,11.406054,0,5.857069,5.857069,-1.03192,0.09641,6.097477,-4.699254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.260956,41.479660,92.987190,61.013950,15.232272,0,0,0.880779,5.857011,34.955658,0,8.393284,17.082443,7.994566,13.722222,8.032883,12.908932,8.136253,12.294267,8.937060,13.692305,10.297330,13.071284,10.223846,14.121099,0,-0.01670,0.00250,-0.01921,-0.01341,0.00829,-0.01189,0.00434,0.00216,3.27694,-11.497345,0,0,7.009317,6.466306,5.095573,4.508594,-3.823308,198.803665,16.885330,11.406054
0.624,0,0,0,0.000000,0,17.177435,13.766762,6.736278,1,-6.152982,16.876358,0,0,0,0,11.398879,0,5.847363,5.847363,-1.06540,0.09630,6.087750,-4.806869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.294434,41.257137,92.797058,61.024975,15.239188,0,0,0.889021,5.847257,34.852409,0,8.393457,17.104021,7.995053,13.700421,8.033766,12.899626,8.146258,12.285497,8.932902,13.685128,10.293831,13.060537,10.218597,14.120195,0,-0.01743,0.00396,-0.02137,-0.01392,0.00748,-0.01122,0.00811,0.00250,3.27715,-11.467980,0,0,7.008296,6.464343,5.092742,4.505413,-3.931389,198.713043,16.876358,11.389672
0.625,0,0,0,0.000000,0,17.203844,13.764602,6.734859,1,-6.048100,16.869654,0,0,0,0,11.398879,0,5.837952,5.837952,-1.08160,0.09644,6.079304,-4.909575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.314331,40.985542,92.541229,61.047050,15.252110,0,0,0.897225,5.837635,34.653976,0,8.393114,17.116655,7.998564,13.679192,8.038543,12.892574,8.159232,12.276976,8.928736,13.677539,10.291034,13.049702,10.213034,14.121096,0,-0.01770,0.00297,-0.01968,-0.01381,0.00856,-0.01230,0.00108,0.00282,3.27746,-11.464190,0,0,7.007540,6.462445,5.089462,4.502314,-4.034442,198.653076,16.869654,11.373798
0.626,0,0,0,0.000000,0,17.230253,13.762442,6.733553,1,-5.943219,16.862949,0,0,0,0,11.398879,0,5.828541,5.828541,-1.10038,0.09663,6.070858,-5.012280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.334229,40.713947,92.285408,61.069126,15.265031,0,0,0.905282,5.828271,34.455544,0,8.392771,17.129290,8.002074,13.657962,8.043321,12.885522,8.172206,12.268454,8.924568,13.669950,10.288236,13.038867,10.207470,14.121997,0,-0.01624,0.00458,-0.01999,-0.01232,0.00763,-0.01299,0.00890,0.00157,3.27720,-11.460401,0,0,7.006783,6.460547,5.086183,4.499216,-4.137496,198.593109,16.862949,11.357924
0.627,0,0,0,0.000000,0,17.256662,13.760282,6.732304,1,-5.838337,16.856245,0,0,0,0,11.398879,0,5.819131,5.819131,-1.11734,0.09657,6.062411,-5.114986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.354126,40.442352,92.029579,61.091202,15.277952,0,0,0.913264,5.819040,34.257111,0,8.392426,17.141924,8.005586,13.636732,8.048099,12.878470,8.185179,12.259933,8.920402,13.662360,10.285438,13.028031,10.201906,14.122897,0,-0.01488,0.00430,-0.02042,-0.01385,0.00940,-0.01260,0.00598,0.00154,3.27651,-11.456611,0,0,7.006027,6.458649,5.082903,4.496117,-4.240550,198.533142,16.856245,11.342050
0.628,0,0,0,0.000000,0,17.283247,13.757133,6.731053,1,-5.654464,16.841776,0,0,0,0,11.398879,0,5.810006,5.810006,-1.13513,0.09630,6.059594,-5.209807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.308121,40.253387,91.808250,61.214073,15.285845,0,0,0.921044,5.810009,33.945633,0,8.391128,17.154861,8.005922,13.622620,8.048467,12.869297,8.192636,12.249035,8.914438,13.655177,10.281351,13.021592,10.197144,14.125668,0,-0.01970,0.00298,-0.02031,-0.01074,0.00968,-0.01210,0.00731,0.00268,3.27613,-11.465359,0,0,7.005380,6.456699,5.079325,4.493129,-4.336121,198.383743,16.841776,11.324399
0.629,0,0,0,0.000000,0,17.309959,13.753270,6.729801,1,-5.413391,16.821684,0,0,0,0,11.398879,0,5.801089,5.801089,-1.15022,0.09635,6.060853,-5.298918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.214371,40.124256,91.611893,61.409931,15.290095,0,0,0.928721,5.801080,33.552303,0,8.389136,17.168016,8.003961,13.613661,8.045642,12.858588,8.196096,12.236416,8.907173,13.648288,10.276332,13.018337,10.192960,14.129791,0,-0.01695,0.00405,-0.01909,-0.01468,0.00731,-0.01185,-0.00046,0.00277,3.27597,-11.483186,0,0,7.004812,6.454710,5.075530,4.490222,-4.426274,198.169556,16.821684,11.305461
0.630,0,0,0,0.000000,0,17.336672,13.749406,6.728518,1,-5.172317,16.801592,0,0,0,0,11.398879,0,5.792171,5.792171,-1.18195,0.09658,6.062112,-5.388029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.120636,39.995125,91.415543,61.605789,15.294346,0,0,0.936352,5.792165,33.158970,0,8.387145,17.181173,8.001999,13.604703,8.042817,12.847879,8.199557,12.223798,8.899908,13.641399,10.271313,13.015082,10.188776,14.133916,0,-0.01736,0.00429,-0.01954,-0.01389,0.01014,-0.01185,0.00581,0.00054,3.27648,-11.501012,0,0,7.004244,6.452723,5.071735,4.487316,-4.516427,197.955368,16.801592,11.286523
0.631,0,0,0,0.000000,0,17.363384,13.745543,6.727217,1,-4.931243,16.781500,0,0,0,0,11.398879,0,5.783254,5.783254,-1.19679,0.09651,6.063371,-5.477139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.026886,39.865993,91.219185,61.801647,15.298596,0,0,0.943959,5.783258,32.765640,0,8.385154,17.194330,8.000037,13.595744,8.039992,12.837170,8.203018,12.211179,8.892643,13.634510,10.266294,13.011827,10.184592,14.138040,0,-0.01767,0.00325,-0.01890,-0.01398,0.00895,-0.01178,0.01273,0.00241,3.27747,-11.518839,0,0,7.003676,6.450734,5.067941,4.484408,-4.606580,197.741180,16.781500,11.267585
0.632,0,0,0,0.000000,0,17.389647,13.738280,6.725895,1,-4.712130,16.763727,0,0,0,0,11.398879,0,5.774135,5.774135,-1.21107,0.09621,6.058828,-5.554978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.049301,39.697445,91.004730,61.923923,15.309570,0,0,0.951707,5.774189,32.300732,0,8.384232,17.200264,7.997337,13.579751,8.038984,12.827711,8.207196,12.200097,8.885895,13.627745,10.260789,13.008899,10.179233,14.143428,0,-0.01577,0.00230,-0.02362,-0.01387,0.01306,-0.01221,-0.00798,0.00253,3.27759,-11.527363,0,0,7.003157,6.448703,5.064161,4.481226,-4.685341,197.558945,16.763727,11.255954
0.633,0,0,0,0.000000,0,17.415585,13.728558,6.724563,1,-4.508918,16.747635,0,0,0,0,11.398879,0,5.764870,5.764870,-1.22742,0.09624,6.050085,-5.624654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.155823,39.500347,90.777168,61.992920,15.325414,0,0,0.959526,5.765037,31.783989,0,8.384084,17.200968,7.994102,13.558664,8.039290,12.819158,8.211893,12.190129,8.879521,13.621069,10.254932,13.006206,10.173022,14.149733,0,-0.01950,0.00332,-0.01845,-0.01404,0.00776,-0.01219,0.00919,0.00251,3.27705,-11.529152,0,0,7.002674,6.446640,5.060391,4.477844,-4.755852,197.399826,16.747635,11.249614
0.634,0,0,0,0.000000,0,17.441523,13.718835,6.723302,1,-4.305706,16.731541,0,0,0,0,11.398879,0,5.755605,5.755605,-1.24174,0.09651,6.041341,-5.694330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.262329,39.303253,90.549606,62.061913,15.341256,0,0,0.967556,5.755747,31.267246,0,8.383935,17.201672,7.990866,13.537577,8.039598,12.810605,8.216590,12.180161,8.873147,13.614392,10.249076,13.003511,10.166812,14.156037,0,-0.01899,0.00422,-0.02102,-0.01314,0.01019,-0.01133,0.00338,0.00322,3.27687,-11.530939,0,0,7.002190,6.444577,5.056623,4.474462,-4.826363,197.240707,16.731541,11.243274
0.635,0,0,0,0.000000,0,17.467461,13.709112,6.722079,1,-4.102493,16.715448,0,0,0,0,11.398879,0,5.746340,5.746340,-1.25542,0.09647,6.032597,-5.764006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.368851,39.106155,90.322037,62.130909,15.357100,0,0,0.975693,5.746386,30.750504,0,8.383787,17.202375,7.987631,13.516490,8.039905,12.802052,8.221287,12.170192,8.866773,13.607717,10.243219,13.000818,10.160602,14.162342,0,-0.01576,0.00346,-0.02179,-0.01306,0.00833,-0.01282,0.00434,0.00231,3.27694,-11.532728,0,0,7.001706,6.442514,5.052853,4.471080,-4.896873,197.081604,16.715448,11.236933
0.636,0,0,0,0.000000,0,17.492819,13.702762,6.721017,1,-3.977793,16.703222,0,0,0,0,11.398879,0,5.737044,5.737044,-1.27922,0.09621,6.027102,-5.825619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.496445,38.898952,90.106995,62.153896,15.362941,0,0,0.984033,5.736984,30.215025,0,8.392450,17.237522,7.985363,13.498380,8.038692,12.796130,8.221415,12.160158,8.861146,13.601351,10.237565,12.995261,10.154623,14.169127,0,-0.01917,0.00331,-0.02178,-0.01379,0.00872,-0.01225,0.00613,0.00336,3.27685,-11.525937,0,0,7.001606,6.440524,5.049320,4.467862,-4.959121,196.954529,16.703222,11.231968
0.637,0,0,0,0.000000,0,17.517756,13.698853,6.720037,1,-3.909945,16.693796,0,0,0,0,11.398879,0,5.727726,5.727726,-1.29271,0.09623,6.023958,-5.881394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.639282,38.684429,89.901024,62.143566,15.361540,0,0,0.992476,5.727561,29.665976,0,8.407494,17.297609,7.983796,13.482425,8.036380,12.792115,8.218232,12.150078,8.856061,13.595209,10.232058,12.987631,10.148812,14.176259,0,-0.01562,0.00315,-0.02120,-0.01419,0.00802,-0.01241,0.00463,0.00154,3.27662,-11.512933,0,0,7.001783,6.438588,5.045958,4.464761,-5.015385,196.850662,16.693796,11.228000
0.638,0,0,0,0.000000,0,17.542690,13.694943,6.719180,1,-3.842098,16.684372,0,0,0,0,11.398879,0,5.718407,5.718407,-1.30541,0.09649,6.020815,-5.937169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.782120,38.469906,89.695045,62.133240,15.360138,0,0,1.000914,5.718266,29.116928,0,8.422538,17.357697,7.982228,13.466470,8.034068,12.788100,8.215050,12.139997,8.850976,13.589067,10.226550,12.980000,10.143003,14.183392,0,-0.01758,0.00201,-0.01939,-0.01194,0.00872,-0.01210,0.00349,0.00232,3.27683,-11.499929,0,0,7.001961,6.436651,5.042595,4.461660,-5.071649,196.746796,16.684372,11.224030
0.639,0,0,0,0.000000,0,17.567627,13.691034,6.718386,1,-3.774251,16.674946,0,0,0,0,11.398879,0,5.709088,5.709088,-1.31994,0.09657,6.017672,-5.992944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.924957,38.255383,89.489067,62.122910,15.358737,0,0,1.009351,5.709035,28.567881,0,8.437581,17.417784,7.980661,13.450515,8.031755,12.784084,8.211867,12.129917,8.845891,13.582927,10.221043,12.972370,10.137192,14.190524,0,-0.01962,0.00444,-0.02093,-0.01406,0.00892,-0.01210,0.00731,0.00215,3.27736,-11.486926,0,0,7.002139,6.434714,5.039233,4.458560,-5.127913,196.642929,16.674946,11.220062
0.640,0,0,0,0.000000,0,17.592657,13.680961,6.717632,1,-3.871582,16.660215,0,0,0,0,11.398879,0,5.700116,5.700116,-1.33302,0.09634,6.015870,-6.043658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.947617,38.135017,89.345390,62.121407,15.359384,0,0,1.017568,5.700065,28.027233,0,8.446065,17.457565,7.979911,13.436679,8.032806,12.774928,8.209518,12.119592,8.841679,13.578568,10.217181,12.967899,10.131664,14.195862,0,-0.01657,0.00282,-0.01999,-0.01442,0.01053,-0.01245,0.01111,0.00267,3.27711,-11.491438,0,0,7.002250,6.432940,5.035718,4.455818,-5.179390,196.483414,16.660215,11.213980
0.641,0,0,0,0.000000,0,17.617754,13.666423,6.716900,1,-4.088525,16.641640,0,0,0,0,11.398879,0,5.691395,5.691395,-1.34168,0.09606,6.015039,-6.090705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.883240,38.082832,89.246826,62.126289,15.361513,0,0,1.025672,5.691228,27.492668,0,8.449800,17.482645,7.979754,13.424376,8.036291,12.762049,8.207772,12.109091,8.838099,13.575500,10.214514,12.965715,10.126341,14.199901,0,-0.01637,0.00448,-0.01910,-0.01270,0.00695,-0.01112,0.00887,0.00275,3.27627,-11.508634,0,0,7.002314,6.431283,5.032092,4.453335,-5.227402,196.283600,16.641640,11.206367
0.642,0,0,0,0.000000,0,17.642853,13.651884,6.716090,1,-4.305469,16.623064,0,0,0,0,11.398879,0,5.682674,5.682674,-1.36360,0.09611,6.014208,-6.137753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.818863,38.030651,89.148262,62.131172,15.363643,0,0,1.033557,5.682533,26.958103,0,8.453535,17.507725,7.979598,13.412072,8.039777,12.749170,8.206027,12.098590,8.834518,13.572433,10.211845,12.963531,10.121018,14.203939,0,-0.01902,0.00262,-0.01952,-0.01270,0.00683,-0.01122,0.00577,0.00298,3.27600,-11.525829,0,0,7.002377,6.429626,5.028466,4.450851,-5.275414,196.083771,16.623064,11.198754
0.643,0,0,0,0.000000,0,17.667950,13.637346,6.715239,1,-4.522412,16.604488,0,0,0,0,11.398879,0,5.673953,5.673953,-1.37174,0.09622,6.013378,-6.184801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.754486,37.978466,89.049698,62.136055,15.365772,0,0,1.041328,5.673911,26.423540,0,8.457270,17.532804,7.979441,13.399769,8.043262,12.736291,8.204281,12.088089,8.830939,13.569366,10.209178,12.961348,10.115695,14.207977,0,-0.01700,0.00347,-0.01864,-0.01286,0.00865,-0.01221,0.00472,0.00307,3.27615,-11.543025,0,0,7.002440,6.427969,5.024840,4.448369,-5.323425,195.883957,16.604488,11.191141
0.644,0,0,0,0.000000,0,17.692915,13.619244,6.714229,1,-4.778615,16.588675,0,0,0,0,11.398879,0,5.665098,5.665098,-1.38345,0.09612,6.010155,-6.228335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.434677,38.086933,88.846359,62.161556,15.363170,0,0,1.048997,5.665231,25.907742,0,8.459364,17.573912,7.981847,13.384399,8.046036,12.720345,8.204728,12.077702,8.828401,13.567153,10.206965,12.960129,10.111712,14.209964,0,-0.01790,0.00366,-0.01982,-0.01276,0.00815,-0.01182,0.00536,0.00329,3.27617,-11.589177,0,0,7.001866,6.426595,5.021026,4.446198,-5.367780,195.709442,16.588675,11.180099
0.645,0,0,0,0.000000,0,17.717785,13.598561,6.713137,1,-5.063247,16.574862,0,0,0,0,11.398879,0,5.656146,5.656146,-1.39067,0.09578,6.005200,-6.269326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.929901,38.311729,88.567154,62.201988,15.357139,0,0,1.056615,5.656522,25.405533,0,8.460271,17.626621,7.986109,13.366810,8.048295,12.702176,8.206762,12.067397,8.826615,13.565558,10.205082,12.959609,10.108701,14.210464,0,-0.01454,0.00443,-0.01880,-0.01396,0.00907,-0.01318,-0.00084,0.00120,3.27609,-11.656297,0,0,7.000829,6.425425,5.017077,4.444252,-5.409486,195.553238,16.574862,11.166574
0.646,0,0,0,0.000000,0,17.742653,13.577879,6.712030,1,-5.347879,16.561049,0,0,0,0,11.398879,0,5.647194,5.647194,-1.39973,0.09565,6.000245,-6.310316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.425140,38.536526,88.287941,62.242420,15.351109,0,0,1.064514,5.647516,24.903324,0,8.461178,17.679333,7.990370,13.349220,8.050555,12.684008,8.208797,12.057094,8.824831,13.563964,10.203199,12.959090,10.105689,14.210965,0,-0.01794,0.00349,-0.02003,-0.01299,0.00685,-0.01241,0.01198,0.00197,3.27637,-11.723416,0,0,6.999793,6.424255,5.013127,4.442307,-5.451193,195.397034,16.561049,11.153050
0.647,0,0,0,0.000000,0,17.767523,13.557197,6.710917,1,-5.632512,16.547235,0,0,0,0,11.398879,0,5.638242,5.638242,-1.40700,0.09584,5.995290,-6.351306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.920364,38.761322,88.008736,62.282852,15.345078,0,0,1.072558,5.638359,24.401115,0,8.462085,17.732042,7.994632,13.331631,8.052814,12.665839,8.210833,12.046789,8.823046,13.562368,10.201316,12.958570,10.102676,14.211466,0,-0.01646,0.00435,-0.02118,-0.01364,0.00866,-0.01140,0.00545,0.00219,3.27690,-11.790536,0,0,6.998756,6.423085,5.009178,4.440362,-5.492900,195.240829,16.547235,11.139525
0.648,0,0,0,0.000000,0,17.791620,13.544070,6.709944,1,-6.052171,16.533602,0,0,0,0,11.398879,0,5.628760,5.628760,-1.42069,0.09586,5.989214,-6.389735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.656479,38.910717,87.681221,62.298561,15.344430,0,0,1.081179,5.628765,23.914965,0,8.461800,17.757692,7.996489,13.316391,8.055109,12.657594,8.220224,12.041117,8.821820,13.560794,10.200349,12.957735,10.101320,14.212826,0,-0.02541,0.00283,-0.02030,-0.01302,0.00963,-0.01201,0.00477,0.00145,3.27700,-11.879416,0,0,6.997797,6.422140,5.004947,4.438202,-5.532036,195.091965,16.533602,11.138482
