"Time","69 L mark","68 R mark","67 sinus","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 rFLswoff","57 rFLswon","56 lFLswoff","55 lFLswon","54 rHLswoff","53 rHLswon","52 lHLswoff","51 lHLswon","50 sinus rmp","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","v1 xCoM","37a CoMy (cm)","v2 R COP","37 CoMy (cm)","36 CoMx (cm)","70 RDS cle","35 FRy (cm)","34 FRx (cm)","29 HRx (cm)","30 HRy (cm)","v3 L COP","71 LDS cle","33 FLy (cm)","31 Keyboard","32 FLx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.044754,48.961140,87.567520,21.336449,5.988044,-5.453353,0.000000,6.243614,13.510123,0,4.625383,14.086026,12.881063,4.641935,7.037515,1,7.128742,0,15.979754,6.946399,11.592531,8.030336,14.228602,8.491097,13.175224,8.513999,12.501554,8.645862,11.842950,9.501956,13.118618,10.613771,12.260939,10.129841,13.099193,0,-0.01768,0.00340,-0.01924,-0.01529,0.00892,-0.01245,-0.04082,0.00381,-1.11773,0.09878,3.27735
0.968,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.789413,50.806732,88.274963,20.782618,5.982408,-5.460692,0.000000,6.240469,13.511909,0,4.620525,14.070880,12.930437,4.627850,7.036485,1,7.127636,0,15.964281,6.945380,11.580764,8.028388,14.222387,8.479950,13.198165,8.491076,12.529734,8.622057,11.884801,9.511241,13.135209,10.611402,12.264012,10.129692,13.098988,0,-0.01777,0.00347,-0.02255,-0.01384,0.00684,-0.01232,0.01743,0.00059,-1.15225,0.09872,3.27773
0.969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.928391,52.195202,88.870010,20.466274,5.976319,-5.478512,0.000000,6.235291,13.511780,0,4.621017,14.058778,12.966955,4.611702,7.035578,1,7.126708,0,15.952083,6.944410,11.569883,8.027803,14.215627,8.465442,13.219401,8.468349,12.556282,8.603972,11.920855,9.518085,13.146830,10.608547,12.264419,10.129292,13.097626,0,-0.01736,0.00284,-0.01892,-0.01354,0.00595,-0.01281,0.00378,0.00337,-1.16526,0.09853,3.27763
0.970,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.360001,53.244419,89.381645,20.326185,5.969992,-5.504109,0.000000,6.228604,13.510229,0,4.625478,14.048936,12.993934,4.594025,7.034735,1,7.125913,0,15.942315,6.943476,11.559659,8.028230,14.208464,8.448440,13.239371,8.445766,12.581619,8.590134,11.952606,9.523114,13.154760,10.605335,12.262845,10.128706,13.095407,0,-0.01959,0.00375,-0.02029,-0.01251,0.00719,-0.01130,0.00299,0.00233,-1.18348,0.09867,3.27718
0.971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.791626,54.293636,89.893288,20.186096,5.963436,-5.529707,0.000000,6.221917,13.508678,0,4.629939,14.039093,13.020911,4.576347,7.033866,1,7.125117,0,15.932548,6.942542,11.549436,8.028657,14.201300,8.431437,13.259341,8.423184,12.606956,8.576296,11.984358,9.528145,13.162692,10.602122,12.261271,10.128120,13.093186,0,-0.01729,0.00296,-0.02011,-0.01241,0.00827,-0.01103,0.00498,0.00224,-1.19819,0.09888,3.27693
0.972,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.223236,55.342854,90.404922,20.046007,5.956758,-5.555305,0.000000,6.215230,13.507129,0,4.634400,14.029251,13.047889,4.558670,7.032983,1,7.124321,0,15.922780,6.941607,11.539212,8.029083,14.194136,8.414434,13.279311,8.400601,12.632293,8.562457,12.016109,9.533175,13.170623,10.598910,12.259697,10.127534,13.090967,0,-0.01948,0.00386,-0.01960,-0.01359,0.00678,-0.01570,0.00388,0.00275,-1.20278,0.09878,3.27686
0.973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.330261,56.343170,90.871719,20.083433,5.949934,-5.584173,0.000000,6.207572,13.506060,0,4.635880,14.020131,13.065247,4.540959,7.031920,1,7.123186,0,15.911407,6.940610,11.530309,8.031021,14.175879,8.405603,13.295669,8.388171,12.650718,8.550907,12.036798,9.534388,13.174584,10.595978,12.258079,10.128016,13.089434,0,-0.01743,0.00423,-0.01984,-0.01276,0.00839,-0.01034,0.00583,0.00294,-1.22813,0.09873,3.27687
0.974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.196365,57.307198,91.305237,20.252605,5.943033,-5.615468,0.000000,6.199193,13.505349,0,4.635147,14.011548,13.075463,4.523223,7.030762,1,7.121799,0,15.898840,6.939568,11.522387,8.034079,14.149391,8.402838,13.309344,8.383274,12.664014,8.541054,12.049278,9.532765,13.175600,10.593252,12.256428,10.129292,13.088409,0,-0.01747,0.00362,-0.02059,-0.01494,0.00923,-0.01309,0.00350,0.00261,-1.25590,0.09886,3.27694
0.975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.062485,58.271225,91.738754,20.421776,5.936014,-5.646763,0.000000,6.190814,13.504639,0,4.634413,14.002965,13.085681,4.505488,7.029534,1,7.120411,0,15.886274,6.938524,11.514463,8.037137,14.122903,8.400072,13.323020,8.378378,12.677309,8.531200,12.061757,9.531144,13.176615,10.590527,12.254777,10.130567,13.087385,0,-0.01873,0.00314,-0.02114,-0.01374,0.00825,-0.01298,0.00374,0.00299,-1.26877,0.09898,3.27724
0.976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.928589,59.235252,92.172279,20.590948,5.928934,-5.678058,0.000000,6.182435,13.503928,0,4.633680,13.994382,13.095899,4.487753,7.028270,1,7.119023,0,15.873708,6.937481,11.506541,8.040195,14.096414,8.397306,13.336695,8.373481,12.690604,8.521347,12.074237,9.529522,13.177630,10.587801,12.253126,10.131842,13.086361,0,-0.01943,0.00298,-0.01878,-0.01328,0.00685,-0.01131,0.00767,0.00212,-1.28275,0.09888,3.27769
0.977,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.477417,60.574200,92.662384,20.939985,5.921901,-5.705378,0.000000,6.175448,13.504320,0,4.633701,13.981968,13.102585,4.470428,7.027087,1,7.117661,0,15.858846,6.936581,11.491671,8.044230,14.073686,8.388641,13.342669,8.356113,12.695258,8.509027,12.084595,9.525886,13.177582,10.583393,12.251181,10.131717,13.085409,0,-0.01671,0.00325,-0.02128,-0.01448,0.00808,-0.01137,0.00186,0.00268,-1.29454,0.09868,3.27781
0.978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.790741,62.191395,93.194496,21.422512,5.914895,-5.729749,0.000000,6.169495,13.505528,0,4.634282,13.966710,13.106651,4.453406,7.025948,1,7.116318,0,15.842279,6.935785,11.471644,8.048989,14.053748,8.375598,13.342928,8.329490,12.693499,8.494878,12.093378,9.520754,13.176744,10.577739,12.249016,10.130551,13.084513,0,-0.01662,0.00292,-0.02064,-0.01449,0.00897,-0.01353,0.00067,0.00245,-1.30680,0.09882,3.27765
0.979,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.104080,63.808594,93.726601,21.905039,5.908040,-5.754120,0.000000,6.163542,13.506738,0,4.634863,13.951452,13.110718,4.436385,7.024893,1,7.114975,0,15.825713,6.934990,11.451618,8.053749,14.033810,8.362555,13.343186,8.302866,12.691738,8.480728,12.102161,9.515622,13.175907,10.572083,12.246851,10.129386,13.083615,0,-0.01747,0.00417,-0.01937,-0.01317,0.00911,-0.01051,0.00596,0.00215,-1.31915,0.09898,3.27754
0.980,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,153.417419,65.425789,94.258713,22.387566,5.901264,-5.778491,0.000000,6.157589,13.507947,0,4.635444,13.936194,13.114784,4.419364,7.023884,1,7.113632,0,15.809147,6.934195,11.431592,8.058508,14.013872,8.349511,13.343445,8.276243,12.689979,8.466578,12.110945,9.510489,13.175070,10.566428,12.244686,10.128221,13.082719,0,-0.01743,0.00408,-0.02313,-0.01338,0.00857,-0.01098,0.00560,0.00245,-1.33685,0.09876,3.27747
0.981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.145813,66.221230,94.568985,22.920732,5.894524,-5.803762,0.000000,6.152752,13.507214,0,4.639709,13.925021,13.123769,4.404419,7.022908,1,7.112266,0,15.790702,6.933478,11.418249,8.061576,13.999403,8.329198,13.327291,8.253084,12.688708,8.453754,12.117628,9.500597,13.169464,10.558867,12.241250,10.126733,13.081625,0,-0.01888,0.00299,-0.02055,-0.01338,0.00901,-0.01154,0.00567,0.00338,-1.35261,0.09864,3.27744
0.982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.924408,66.406792,94.714622,23.491484,5.887804,-5.829703,0.000000,6.148742,13.505040,0,4.646708,13.916881,13.136403,4.391015,7.021950,1,7.110881,0,15.770864,6.932820,11.409867,8.063388,13.988994,8.303488,13.298956,8.232497,12.687802,8.441915,12.122753,9.487171,13.160319,10.549890,12.236872,10.125006,13.080386,0,-0.01695,0.00410,-0.02205,-0.01401,0.00839,-0.01365,0.00433,0.00223,-1.36343,0.09894,3.27744
0.983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.703003,66.592354,94.860268,24.062235,5.881078,-5.855643,0.000000,6.144733,13.502866,0,4.653707,13.908740,13.149038,4.377611,7.020916,1,7.109497,0,15.751024,6.932162,11.401485,8.065200,13.978583,8.277778,13.270620,8.211911,12.686895,8.430075,12.127878,9.473745,13.151175,10.540914,12.232492,10.123279,13.079146,0,-0.01551,0.00370,-0.02000,-0.01120,0.00882,-0.01160,0.00413,0.00296,-1.37250,0.09903,3.27748
0.984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.481598,66.777924,95.005905,24.632986,5.874351,-5.881584,0.000000,6.140724,13.500691,0,4.660707,13.900599,13.161673,4.364207,7.019842,1,7.108113,0,15.731186,6.931504,11.393104,8.067012,13.968173,8.252068,13.242285,8.191324,12.685988,8.418235,12.133003,9.460319,13.142030,10.531937,12.228114,10.121552,13.077908,0,-0.01624,0.00410,-0.02134,-0.01596,0.00635,-0.01236,0.00583,0.00291,-1.38436,0.09878,3.27755
0.985,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.679581,66.681198,94.820992,24.997192,5.867690,-5.905458,0.000000,6.137354,13.499947,0,4.660444,13.892264,13.152102,4.352572,7.018589,1,7.106480,0,15.714907,6.930562,11.382570,8.065536,13.954813,8.217357,13.230469,8.169584,12.692718,8.406513,12.119780,9.447620,13.133708,10.523112,12.224190,10.118035,13.074574,0,-0.01862,0.00441,-0.01910,-0.01136,0.00858,-0.01037,0.00513,0.00306,-1.39244,0.09880,3.27724
0.986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.188812,66.374962,94.390762,25.208113,5.861063,-5.927801,0.000000,6.134458,13.500261,0,4.654793,13.883785,13.126054,4.342251,7.017242,1,7.104663,0,15.701270,6.929408,11.370440,8.061617,13.939262,8.175965,13.230913,8.146987,12.705114,8.394880,12.092937,9.435462,13.125997,10.514401,12.220602,10.113191,13.069684,0,-0.01668,0.00388,-0.02032,-0.01375,0.01039,-0.01613,0.00310,0.00220,-1.40713,0.09909,3.27663
0.987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.698044,66.068733,93.960526,25.419033,5.854580,-5.950142,0.000000,6.131563,13.500576,0,4.649142,13.875307,13.100004,4.331930,7.015728,1,7.102846,0,15.687634,6.928255,11.358310,8.057699,13.923713,8.134575,13.231358,8.124391,12.717511,8.383247,12.066096,9.423305,13.118286,10.505690,12.217015,10.108347,13.064795,0,-0.01530,0.00303,-0.01834,-0.01264,0.00766,-0.01174,0.00463,0.00308,-1.41607,0.09896,3.27645
0.988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.207275,65.762505,93.530296,25.629953,5.848172,-5.972484,0.000000,6.128667,13.500891,0,4.643490,13.866828,13.073955,4.321609,7.014125,1,7.101029,0,15.673996,6.927102,11.346180,8.053781,13.908162,8.093184,13.231802,8.101794,12.729908,8.371614,12.039255,9.411146,13.110575,10.496979,12.213428,10.103503,13.059907,0,-0.01610,0.00401,-0.01863,-0.01450,0.00798,-0.01233,0.00522,0.00305,-1.42471,0.09874,3.27661
0.989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.984985,65.554680,93.305801,25.817225,5.842052,-5.992129,0.000000,6.122533,13.503451,0,4.644000,13.857374,13.038582,4.311683,7.012411,1,7.099215,0,15.659089,6.925632,11.335982,8.049540,13.899671,8.063752,13.252479,8.088657,12.732991,8.369702,12.024316,9.400968,13.105604,10.487844,12.209223,10.096940,13.055273,0,-0.01769,0.00377,-0.01985,-0.01230,0.01098,-0.01530,0.00627,0.00139,-1.43118,0.09886,3.27663
0.990,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.219772,65.419899,93.234001,25.986946,5.836082,-6.009772,0.000000,6.113996,13.507679,0,4.649081,13.847196,12.996289,4.302051,7.010638,1,7.097404,0,15.643240,6.923929,11.327219,8.045057,13.896417,8.043198,13.288171,8.082542,12.729163,8.375004,12.018210,9.392258,13.102667,10.478396,12.204560,10.089102,13.050828,0,-0.01843,0.00327,-0.01971,-0.01356,0.00906,-0.01402,0.00505,0.00297,-1.43625,0.09902,3.27655
0.991,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.454575,65.285110,93.162193,26.156668,5.830488,-6.027415,0.000000,6.105459,13.511907,0,4.654162,13.837017,12.953997,4.292419,7.008883,1,7.095592,0,15.627390,6.922225,11.318456,8.040576,13.893163,8.022642,13.323863,8.076427,12.725334,8.380305,12.012105,9.383548,13.099730,10.468948,12.199897,10.081264,13.046383,0,-0.02234,0.00330,-0.01954,-0.01364,0.00806,-0.01182,0.00590,0.00255,-1.44438,0.09887,3.27648
0.992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.689377,65.150322,93.090393,26.326387,5.825090,-6.045058,0.000000,6.096921,13.516134,0,4.659244,13.826838,12.911705,4.282787,7.007138,1,7.093781,0,15.611540,6.920521,11.309692,8.036095,13.889909,8.002088,13.359555,8.070312,12.721506,8.385607,12.006000,9.374838,13.096793,10.459500,12.195233,10.073425,13.041938,0,-0.01662,0.00303,-0.01915,-0.01343,0.00757,-0.01251,0.00276,0.00292,-1.45361,0.09880,3.27640
0.993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.002335,64.686111,93.185471,26.590479,5.820021,-6.036284,0.000000,6.088453,13.520014,0,4.659514,13.820379,12.885631,4.274702,7.005525,1,7.092069,0,15.598132,6.919049,11.303743,8.033021,13.880656,7.992410,13.367665,8.064178,12.716219,8.380335,11.998428,9.363710,13.089747,10.450565,12.192157,10.064857,13.038452,0,-0.01631,0.00312,-0.02044,-0.01469,0.00852,-0.01081,0.00406,0.00266,-1.45962,0.09895,3.27632
0.994,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.373291,63.977421,93.404396,26.924610,5.815124,-6.007905,0.000000,6.080035,13.523637,0,4.656215,13.816682,12.871594,4.267766,7.003982,1,7.090431,0,15.586535,6.917748,11.299883,8.030993,13.866952,7.990805,13.355305,8.058032,12.709848,8.367215,11.989768,9.350790,13.079653,10.442011,12.190259,10.055749,13.035680,0,-0.01744,0.00176,-0.02060,-0.01459,0.00872,-0.01154,0.00543,0.00273,-1.46241,0.09912,3.27625
0.995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.744247,63.268726,93.623329,27.258739,5.810670,-5.979525,0.000000,6.071617,13.527260,0,4.652916,13.812984,12.857557,4.260829,7.002529,1,7.088793,0,15.574940,6.916447,11.296022,8.028965,13.853248,7.989201,13.342945,8.051887,12.703478,8.354096,11.981108,9.337870,13.069558,10.433456,12.188360,10.046639,13.032907,0,-0.01766,0.00167,-0.02027,-0.01315,0.00888,-0.01332,0.00584,0.00233,-1.46591,0.09903,3.27634
0.996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.115204,62.560032,93.842255,27.592869,5.806448,-5.951146,0.000000,6.063199,13.530883,0,4.649617,13.809287,12.843520,4.253893,7.001122,1,7.087155,0,15.563344,6.915146,11.292162,8.026937,13.839543,7.987596,13.330585,8.045740,12.697107,8.340977,11.972447,9.324949,13.059464,10.424901,12.186462,10.037531,13.030135,0,-0.02109,0.00473,-0.02004,-0.01349,0.00958,-0.01217,0.00319,0.00190,-1.47189,0.09895,3.27657
0.997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.188858,62.039543,94.006844,27.967678,5.803119,-5.885500,0.000000,6.056301,13.534173,0,4.644988,13.801674,12.834076,4.249335,6.999734,1,7.085644,0,15.552661,6.913852,11.287135,8.024288,13.825659,7.987978,13.319538,8.044199,12.685402,8.331773,11.958824,9.313900,13.050195,10.418907,12.184346,10.031282,13.027793,0,-0.01419,0.00220,-0.02059,-0.01286,0.00814,-0.01220,0.00549,0.00318,-1.47120,0.09920,3.27672
0.998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.041855,61.658726,94.131111,28.372677,5.800259,-5.792197,0.000000,6.050532,13.537218,0,4.639371,13.791155,12.828039,4.246542,6.998357,1,7.084227,0,15.542655,6.912562,11.281243,8.021180,13.811643,7.989833,13.309466,8.046074,12.669739,8.325476,11.941517,9.304241,13.041539,10.414812,12.182069,10.027157,13.025769,0,-0.01904,0.00329,-0.02010,-0.01283,0.00724,-0.01282,0.00321,0.00304,-1.47448,0.09937,3.27679
0.999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.894852,61.277912,94.255379,28.777676,5.798518,-5.698893,0.000000,6.044763,13.540262,0,4.633754,13.780636,12.822002,4.243750,6.997009,1,7.082809,0,15.532649,6.911273,11.275352,8.018071,13.797626,7.991688,13.299395,8.047950,12.654075,8.319178,11.924211,9.294581,13.032884,10.410718,12.179791,10.023031,13.023745,0,-0.01874,0.00341,-0.02086,-0.01380,0.01061,-0.01153,0.00845,0.00240,-1.47844,0.09929,3.27695
1.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.747849,60.897099,94.379639,29.182674,5.797364,-5.605589,0.000000,6.038994,13.543306,0,4.628138,13.770118,12.815966,4.240957,6.995676,1,7.081392,0,15.522643,6.909983,11.269460,8.014963,13.783608,7.993543,13.289323,8.049825,12.638412,8.312880,11.906903,9.284923,13.024228,10.406623,12.177514,10.018906,13.021721,0,-0.01525,0.00338,-0.02078,-0.01281,0.00641,-0.01220,0.00522,0.00356,-1.47964,0.09941,3.27718
1.001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.671021,60.545509,94.454109,29.658548,5.796995,-5.472483,0.000000,6.033151,13.542600,0,4.625001,13.759889,12.811689,4.238919,6.994396,1,7.080101,0,15.512671,6.908721,11.261743,8.014577,13.777696,7.994401,13.273838,8.046360,12.626082,8.307532,11.895315,9.276372,13.016376,10.402644,12.176276,10.017079,13.019088,0,-0.01678,0.00390,-0.01940,-0.01229,0.00516,-0.01154,0.00469,0.00236,-1.48087,0.09971,3.27707
1.002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.646286,60.215614,94.491615,30.187025,5.797037,-5.309837,0.000000,6.027254,13.539110,0,4.623704,13.749874,12.808720,4.237441,6.993144,1,7.078901,0,15.502723,6.907478,11.252672,8.016212,13.777798,7.994517,13.254337,8.038931,12.616229,8.302891,11.887973,9.268643,13.009120,10.398751,12.175811,10.016958,13.016002,0,-0.01881,0.00461,-0.02116,-0.01267,0.00939,-0.01272,0.00582,0.00319,-1.47914,0.09965,3.27669
1.003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.621552,59.885719,94.529121,30.715502,5.797653,-5.147191,0.000000,6.021356,13.535620,0,4.622408,13.739860,12.805750,4.235963,6.991930,1,7.077702,0,15.492775,6.906236,11.243601,8.017848,13.777899,7.994634,13.234836,8.031503,12.606375,8.298249,11.880630,9.260916,13.001863,10.394858,12.175344,10.016838,13.012916,0,-0.01849,0.00244,-0.02040,-0.01790,0.00673,-0.01240,0.00487,0.00255,-1.47964,0.09952,3.27652
1.004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.596817,59.555824,94.566628,31.243979,5.798570,-4.984545,0.000000,6.015459,13.532129,0,4.621112,13.729845,12.802780,4.234485,6.990736,1,7.076503,0,15.482827,6.904994,11.234529,8.019484,13.778001,7.994751,13.215334,8.024074,12.596521,8.293607,11.873287,9.253188,12.994607,10.390965,12.174878,10.016718,13.009830,0,-0.01811,0.00345,-0.01921,-0.01179,0.00804,-0.01439,0.00539,0.00218,-1.47961,0.09966,3.27652
1.005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.870987,59.152859,94.454201,31.641186,5.800178,-4.804694,0.000000,6.012105,13.533787,0,4.619644,13.722489,12.793721,4.233987,6.989549,1,7.075270,0,15.471926,6.903781,11.225520,8.022306,13.776814,7.993549,13.202307,8.022861,12.588209,8.293291,11.859417,9.246876,12.986661,10.388379,12.174350,10.017781,13.009068,0,-0.01711,0.00510,-0.02047,-0.01270,0.00804,-0.01420,0.00418,0.00313,-1.47734,0.09975,3.27665
1.006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.367004,58.695663,94.230499,31.940971,5.802148,-4.612074,0.000000,6.010641,13.539266,0,4.618048,13.717107,12.780143,4.234217,6.988365,1,7.074013,0,15.460317,6.902591,11.216556,8.026010,13.774672,7.991369,13.194085,8.026260,12.581042,8.296185,11.840703,9.241614,12.978202,10.386763,12.173776,10.019723,13.010035,0,-0.01769,0.00096,-0.02147,-0.01758,0.00854,-0.01099,0.00559,0.00247,-1.47573,0.09942,3.27688
1.007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.863037,58.238468,94.006798,32.240757,5.804701,-4.419454,0.000000,6.009176,13.544744,0,4.616452,13.711724,12.766563,4.234447,6.987133,1,7.072755,0,15.448708,6.901400,11.207592,8.029713,13.772530,7.989188,13.185863,8.029659,12.573875,8.299078,11.821989,9.236353,12.969743,10.385146,12.173201,10.021665,13.011001,0,-0.01713,0.00532,-0.01780,-0.01134,0.00531,-0.01014,0.00461,0.00405,-1.47388,0.09918,3.27685
1.008,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.359055,57.781273,93.783104,32.540543,5.807560,-4.226834,0.000000,6.007711,13.550222,0,4.614856,13.706341,12.752985,4.234677,6.985874,1,7.071497,0,15.437099,6.900209,11.198627,8.033416,13.770387,7.987007,13.177641,8.033059,12.566708,8.301971,11.803275,9.231091,12.961285,10.383530,12.172626,10.023606,13.011967,0,-0.01550,0.00440,-0.02075,-0.01262,0.00844,-0.01541,0.00524,0.00241,-1.47184,0.09940,3.27662
1.009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.458618,57.572735,93.563675,32.685936,5.810678,-4.038022,0.000000,6.002156,13.553954,0,4.614065,13.701689,12.743428,4.235154,6.984528,1,7.070454,0,15.392178,6.898599,11.189824,8.037877,13.763029,7.984523,13.169590,8.034344,12.558059,8.303435,11.789969,9.228450,12.955551,10.381610,12.168488,10.023918,13.010156,0,-0.01776,0.00375,-0.02033,-0.01285,0.01484,-0.01194,0.00448,0.00117,-1.46443,0.09943,3.27708
1.010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.263947,57.548740,93.347420,32.716751,5.813933,-3.852035,0.000000,5.993564,13.556390,0,4.613872,13.697577,12.736858,4.235815,6.983136,1,7.069569,0,15.322535,6.896676,11.181141,8.042902,13.751801,7.981814,13.161667,8.034060,12.548309,8.303839,11.780677,9.227755,12.951842,10.379464,12.161703,10.023020,13.006284,0,-0.01589,0.00368,-0.01996,-0.01839,0.01044,-0.01057,0.00592,0.00266,-1.45991,0.09913,3.27807
1.011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.069260,57.524746,93.131172,32.747562,5.817070,-3.666049,0.000000,5.984972,13.558825,0,4.613678,13.693466,12.730288,4.236476,6.981730,1,7.068684,0,15.252892,6.894754,11.172457,8.047927,13.740572,7.979105,13.153744,8.033774,12.538561,8.304242,11.771385,9.227058,12.948133,10.377318,12.154920,10.022122,13.002413,0,-0.01732,0.00287,-0.01974,-0.01193,0.00879,-0.01418,0.00563,0.00326,-1.45430,0.09904,3.27794
1.012,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.874588,57.500751,92.914917,32.778378,5.820145,-3.480062,0.000000,5.976381,13.561261,0,4.613485,13.689355,12.723717,4.237137,6.980316,1,7.067799,0,15.183249,6.892831,11.163773,8.052952,13.729344,7.976397,13.145821,8.033490,12.528811,8.304646,11.762093,9.226363,12.944423,10.375173,12.148135,10.021225,12.998541,0,-0.01724,0.00294,-0.02061,-0.01208,0.00983,-0.01051,0.00508,0.00258,-1.45023,0.09911,3.27695
