"Time","69 L mark","68 R mark","67 sinus","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 rFLswoff","57 rFLswon","56 lFLswoff","55 lFLswon","54 rHLswoff","53 rHLswon","52 lHLswoff","51 lHLswon","50 sinus rmp","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","v1 xCoM","37a CoMy (cm)","v2 R COP","37 CoMy (cm)","36 CoMx (cm)","70 RDS cle","35 FRy (cm)","34 FRx (cm)","29 HRx (cm)","30 HRy (cm)","v3 L COP","71 LDS cle","33 FLy (cm)","31 Keyboard","32 FLx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.495056,60.828888,90.418175,25.539740,6.394731,-4.233754,0.000000,6.595171,12.960312,0,5.687725,14.900438,12.174535,4.994663,0.000000,0,7.197749,0,14.641206,6.463060,9.541461,8.363928,14.894733,8.121833,12.488231,8.197907,11.867264,8.562827,11.216802,9.342049,12.474923,10.546821,11.758120,10.063600,12.470756,0,-0.01512,0.00403,-0.01849,-0.01298,0.00457,-0.01111,0.00505,0.00042,-0.48048,0.09792,3.27698
0.001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.350952,60.701267,90.199852,25.831024,6.383327,-4.417559,0.000000,6.592097,12.958543,0,5.695422,14.936382,12.153983,4.991035,0.000000,0,7.195694,0,14.630787,6.462266,9.529351,8.374821,14.922888,8.117415,12.466317,8.195476,11.850842,8.562419,11.203999,9.334342,12.465912,10.539270,11.749360,10.058014,12.462905,0,-0.01462,-0.00135,-0.02656,-0.01392,0.01041,-0.01250,0.00429,0.01469,-0.50588,0.09812,3.27689
0.002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.108841,60.500931,90.047508,26.234570,6.371890,-4.611413,0.000000,6.588246,12.957324,0,5.702427,14.962505,12.129782,4.987411,0.000000,0,7.193631,0,14.621656,6.461390,9.518357,8.377973,14.943674,8.117021,12.443844,8.195327,11.835666,8.564113,11.191613,9.326640,12.456590,10.533482,11.740982,10.054322,12.455796,0,-0.01328,0.00298,-0.02160,-0.01423,0.01143,-0.01238,-0.00317,0.01897,-0.53044,0.09798,3.27674
0.003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.866730,60.300598,89.895164,26.638115,6.360639,-4.805267,0.000000,6.584396,12.956106,0,5.709432,14.988629,12.105581,4.983788,0.000000,0,7.191568,0,14.612526,6.460513,9.507363,8.381125,14.964459,8.116626,12.421371,8.195178,11.820489,8.565807,11.179228,9.318937,12.447268,10.527692,11.732605,10.050631,12.448688,0,-0.01730,0.00898,-0.02250,-0.01299,0.00798,-0.01162,0.00390,0.00933,-0.56683,0.09813,3.27710
0.004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.624603,60.100262,89.742813,27.041660,6.349485,-4.999121,0.000000,6.580546,12.954887,0,5.716437,15.014752,12.081380,4.980165,0.000000,0,7.189504,0,14.603395,6.459636,9.496369,8.384278,14.985245,8.116231,12.398897,8.195029,11.805311,8.567501,11.166842,9.311235,12.437944,10.521902,11.724227,10.046939,12.441579,0,-0.01960,0.00259,-0.02125,-0.01125,0.00653,-0.01232,0.00853,0.00082,-0.60425,0.09853,3.27787
0.005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.449982,59.812695,89.701904,27.542440,6.338346,-5.166327,0.000000,6.573747,12.952222,0,5.723445,15.041013,12.064722,4.976368,0.000000,0,7.187601,0,14.594088,6.458910,9.482840,8.389723,15.018676,8.114258,12.385092,8.191021,11.794355,8.566621,11.153151,9.303061,12.427595,10.515766,11.717800,10.044360,12.436511,0,-0.01869,0.00152,-0.02089,-0.01455,0.01012,-0.01198,0.00455,0.00170,-0.62556,0.09851,3.27794
0.006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.325424,59.460384,89.743698,28.115381,6.327215,-5.313754,0.000000,6.564759,12.948482,0,5.730455,15.067375,12.053661,4.972443,0.000000,0,7.185815,0,14.584650,6.458295,9.467429,8.396869,15.061492,8.111112,12.377721,8.184149,11.786532,8.563829,11.138488,9.294535,12.416484,10.509374,11.712820,10.042608,12.432958,0,-0.01848,0.00144,-0.01951,-0.01392,0.00862,-0.01324,0.00598,0.00128,-0.65144,0.09846,3.27748
0.007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.200867,59.108074,89.785492,28.688324,6.316247,-5.461181,0.000000,6.555772,12.944741,0,5.737465,15.093738,12.042601,4.968517,0.000000,0,7.184030,0,14.575212,6.457680,9.452018,8.404016,15.104308,8.107965,12.370349,8.177276,11.778709,8.561037,11.123825,9.286009,12.405372,10.502981,11.707840,10.040855,12.429404,0,-0.01700,0.00365,-0.02032,-0.01474,0.00729,-0.01217,0.00687,0.00209,-0.67180,0.09882,3.27720
0.008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.076309,58.755768,89.827278,29.261265,6.305365,-5.608608,0.000000,6.546784,12.941002,0,5.744475,15.120100,12.031540,4.964592,0.000000,0,7.182244,0,14.565773,6.457065,9.436607,8.411161,15.147123,8.104819,12.362978,8.170403,11.770886,8.558246,11.109162,9.277483,12.394260,10.496589,11.702860,10.039104,12.425851,0,-0.01900,0.00379,-0.01915,-0.01318,0.01166,-0.01258,0.00405,0.00228,-0.69490,0.09902,3.27704
0.009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.185791,58.310665,89.873344,29.778400,6.295276,-5.708736,0.000000,6.540590,12.940770,0,5.745449,15.138238,12.019235,4.960830,0.000000,0,7.180323,0,14.549515,6.455819,9.425817,8.415709,15.176628,8.104111,12.354135,8.168215,11.759335,8.556852,11.094118,9.269146,12.381832,10.491847,11.697793,10.037259,12.422885,0,-0.01732,0.00388,-0.02296,-0.01297,0.00701,-0.01117,0.00460,0.00305,-0.72864,0.09884,3.27711
0.010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.468964,57.796703,89.922585,30.254120,6.285603,-5.773763,0.000000,6.536469,12.943143,0,5.741941,15.150271,12.006007,4.957189,0.000000,0,7.178300,0,14.528194,6.454105,9.418456,8.418328,15.196254,8.105209,12.344199,8.169504,11.745015,8.556497,11.078792,9.260949,12.368427,10.488332,11.692661,10.035348,12.420354,0,-0.01660,0.00499,-0.01902,-0.01430,0.01017,-0.01229,0.00617,0.00234,-0.76334,0.09889,3.27734
0.011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.752136,57.282738,89.971825,30.729839,6.277005,-5.838789,0.000000,6.532347,12.945515,0,5.738434,15.162305,11.992780,4.953548,0.000000,0,7.176277,0,14.506875,6.452390,9.411096,8.420947,15.215879,8.106309,12.334265,8.170793,11.730697,8.556142,11.063465,9.252752,12.355022,10.484817,11.687530,10.033436,12.417823,0,-0.01703,0.00203,-0.01990,-0.01427,0.00803,-0.01302,0.00624,0.00209,-0.78341,0.09916,3.27731
0.012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.035294,56.768772,90.021065,31.205559,6.268971,-5.903815,0.000000,6.528225,12.947887,0,5.734927,15.174338,11.979552,4.949908,0.000000,0,7.174254,0,14.485555,6.450676,9.403734,8.423567,15.235504,8.107408,12.324329,8.172082,11.716377,8.555786,11.048139,9.244555,12.341618,10.481301,11.682398,10.031525,12.415292,0,-0.01832,0.00560,-0.02087,-0.01359,0.00859,-0.01101,0.00384,0.00216,-0.80639,0.09916,3.27708
0.013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.257629,56.362980,90.028862,31.639511,6.261896,-5.901483,0.000000,6.520261,12.947721,0,5.735378,15.186333,11.965775,4.946716,0.000000,0,7.172348,0,14.467959,6.449652,9.395552,8.428484,15.255694,8.105783,12.312800,8.170748,11.704720,8.552825,11.031604,9.237145,12.329952,10.477446,11.676769,10.028700,12.413043,0,-0.01747,0.00462,-0.01865,-0.01355,0.00882,-0.01165,0.00541,0.00231,-0.82720,0.09906,3.27706
0.014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.434814,56.037472,90.005905,32.042469,6.255324,-5.849160,0.000000,6.509445,12.945671,0,5.738766,15.198298,11.951590,4.943859,0.000000,0,7.170528,0,14.453129,6.449140,9.386761,8.435107,15.276302,8.102136,12.300088,8.167465,11.695040,8.547930,11.014171,9.230320,12.319578,10.473337,11.670771,10.025198,12.411005,0,-0.01561,0.00240,-0.02074,-0.01403,0.00880,-0.01277,0.00529,0.00203,-0.84831,0.09913,3.27722
0.015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.612000,55.711964,89.982948,32.445427,6.249930,-5.796837,0.000000,6.498629,12.943621,0,5.742155,15.210262,11.937405,4.941001,0.000000,0,7.168708,0,14.438297,6.448627,9.377969,8.441730,15.296911,8.098490,12.287375,8.164184,11.685358,8.543035,10.996738,9.223495,12.309203,10.469229,11.664772,10.021696,12.408967,0,-0.01944,0.00209,-0.01990,-0.01121,0.00875,-0.00997,0.00602,0.00157,-0.88151,0.09936,3.27702
0.016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.789185,55.386456,89.959999,32.848381,6.245152,-5.744514,0.000000,6.487812,12.941570,0,5.745543,15.222227,11.923220,4.938143,0.000000,0,7.166889,0,14.423467,6.448115,9.369177,8.448354,15.317519,8.094843,12.274663,8.160901,11.675677,8.538140,10.979306,9.216669,12.298829,10.465119,11.658773,10.018193,12.406929,0,-0.01577,0.00351,-0.02122,-0.01352,0.00782,-0.01277,0.00656,0.00329,-0.91184,0.09936,3.27657
0.017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.774979,55.235214,89.924774,33.224571,6.241774,-5.645786,0.000000,6.481084,12.942474,0,5.745613,15.240585,11.907308,4.935873,0.000000,0,7.165103,0,14.409326,6.448816,9.361099,8.448830,15.351072,8.092292,12.262905,8.158836,11.667081,8.537326,10.966748,9.211335,12.290548,10.461750,11.655040,10.016529,12.406417,0,-0.01706,0.00342,-0.02183,-0.01274,0.00931,-0.01143,0.00571,0.00486,-0.93351,0.09928,3.27650
0.018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.618713,55.213306,89.880455,33.580894,6.239130,-5.512617,0.000000,6.477389,12.945571,0,5.743219,15.263688,11.890114,4.934039,0.000000,0,7.163343,0,14.395698,6.450418,9.353551,8.444743,15.394231,8.090553,12.251858,8.157675,11.659290,8.539541,10.957808,9.207108,12.283821,10.458930,11.652987,10.016230,12.407037,0,-0.01492,0.00237,-0.02106,-0.01412,0.01269,-0.01304,0.00651,0.00243,-0.95146,0.09952,3.27673
0.019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.462463,55.191402,89.836128,33.937218,6.237406,-5.379447,0.000000,6.473695,12.948668,0,5.740825,15.286791,11.872920,4.932205,0.000000,0,7.161582,0,14.382069,6.452019,9.346003,8.440657,15.437389,8.088815,12.240809,8.156513,11.651501,8.541756,10.948868,9.202881,12.277094,10.456109,11.650935,10.015929,12.407657,0,-0.01713,0.00628,-0.02155,-0.01270,0.00893,-0.01246,0.00522,0.00168,-0.97114,0.09976,3.27682
0.020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.306198,55.169495,89.791809,34.293541,6.236166,-5.246278,0.000000,6.470000,12.951764,0,5.738431,15.309894,11.855726,4.930371,0.000000,0,7.159822,0,14.368441,6.453620,9.338454,8.436570,15.480548,8.087076,12.229762,8.155352,11.643710,8.543971,10.939928,9.198653,12.270367,10.453289,11.648883,10.015629,12.408277,0,-0.01786,0.00308,-0.01957,-0.01295,0.00661,-0.01190,0.00674,0.00154,-0.98979,0.09967,3.27682
0.021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.088547,55.151016,89.732643,34.601551,6.235271,-5.108936,0.000000,6.464346,12.950765,0,5.734317,15.338616,11.842684,4.928999,0.000000,0,7.158157,0,14.354860,6.456341,9.330711,8.439784,15.509722,8.084630,12.217604,8.153810,11.632891,8.546365,10.929816,9.194044,12.262519,10.451305,11.646292,10.014196,12.407965,0,-0.01717,0.00107,-0.02100,-0.01580,0.00688,-0.01383,0.00579,0.00206,-1.02075,0.09966,3.27700
0.022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.825302,55.135075,89.662468,34.873703,6.234556,-4.968498,0.000000,6.457238,12.946726,0,5.728926,15.371510,11.832721,4.927969,0.000000,0,7.156562,0,14.341317,6.459894,9.322824,8.448417,15.528517,8.081657,12.204620,8.151986,11.619823,8.548891,10.918836,9.189152,12.253839,10.449944,11.643302,10.011925,12.406961,0,-0.01810,0.00316,-0.01993,-0.01572,0.00959,-0.01288,0.00396,0.00308,-1.04595,0.09998,3.27730
0.023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.562073,55.119137,89.592293,35.145855,6.234104,-4.828060,0.000000,6.450130,12.942686,0,5.723536,15.404403,11.822759,4.926939,0.000000,0,7.154967,0,14.327773,6.463446,9.314939,8.457049,15.547311,8.078685,12.191637,8.150163,11.606755,8.551417,10.907855,9.184258,12.245159,10.448582,11.640311,10.009652,12.405958,0,-0.01769,0.00303,-0.02058,-0.01392,0.00670,-0.01369,0.00508,0.00229,-1.06618,0.10000,3.27735
0.024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.298828,55.103199,89.522110,35.418007,6.233789,-4.687621,0.000000,6.443022,12.938647,0,5.718145,15.437296,11.812796,4.925910,0.000000,0,7.153372,0,14.314230,6.466998,9.307052,8.465683,15.566106,8.075712,12.178654,8.148339,11.593687,8.553944,10.896874,9.179366,12.236480,10.447220,11.637321,10.007380,12.404955,0,-0.01991,0.00253,-0.02131,-0.01061,0.00846,-0.01143,0.00568,0.00337,-1.08441,0.09990,3.27720
0.025,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.198990,55.002110,89.450653,35.680496,6.233475,-4.573209,0.000000,6.440119,12.935639,0,5.711018,15.465008,11.798905,4.924501,0.000000,0,7.151782,0,14.302495,6.470999,9.301201,8.474779,15.583245,8.073366,12.167576,8.146644,11.580529,8.556843,10.884409,9.174615,12.227810,10.444989,11.634323,10.004142,12.404231,0,-0.01847,0.00350,-0.02016,-0.01304,0.00776,-0.01446,0.00449,0.00221,-1.09808,0.10012,3.27713
0.026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.220413,54.837822,89.378250,35.935814,6.233160,-4.478112,0.000000,6.440336,12.933396,0,5.702603,15.488874,11.782100,4.922812,0.000000,0,7.150197,0,14.292102,6.475333,9.296863,8.484220,15.599156,8.071486,12.157912,8.145042,11.567304,8.560019,10.870843,9.169969,12.219148,10.442113,11.631319,10.000186,12.403714,0,-0.01770,0.00436,-0.01958,-0.01355,0.00720,-0.01122,0.00565,0.00234,-1.11664,0.10025,3.27713
0.027,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.241821,54.673534,89.305840,36.191132,6.232201,-4.383015,0.000000,6.440553,12.931152,0,5.694188,15.512740,11.765295,4.921123,0.000000,0,7.148611,0,14.281710,6.479667,9.292523,8.493659,15.615067,8.069605,12.148250,8.143442,11.554078,8.563195,10.857276,9.165323,12.210485,10.439237,11.628314,9.996229,12.403198,0,-0.01766,0.00425,-0.02018,-0.01221,0.00996,-0.01387,0.00754,0.00168,-1.13456,0.09996,3.27713
0.028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.263245,54.509247,89.233437,36.446453,6.230903,-4.287918,0.000000,6.440771,12.928909,0,5.685772,15.536607,11.748489,4.919433,0.000000,0,7.147026,0,14.271317,6.484000,9.288184,8.503099,15.630979,8.067724,12.138586,8.141842,11.540853,8.566371,10.843709,9.160677,12.201822,10.436360,11.625310,9.992273,12.402681,0,-0.01686,0.00277,-0.01905,-0.01313,0.00916,-0.01134,0.00329,0.00401,-1.16425,0.09981,3.27713
0.029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.285507,54.392128,89.240143,36.732586,6.228744,-4.247575,0.000000,6.438582,12.927534,0,5.672858,15.561841,11.736962,4.918171,0.000000,0,7.145534,0,14.259143,6.488443,9.284613,8.514112,15.661788,8.065694,12.129046,8.142306,11.529450,8.569516,10.831864,9.156165,12.193222,10.434505,11.622361,9.989203,12.401835,0,-0.01804,0.00239,-0.02123,-0.01341,-0.00293,-0.01163,0.00620,0.00154,-1.18522,0.10000,3.27717
0.030,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,156.308380,54.310017,89.305565,37.041588,6.226132,-4.247869,0.000000,6.434608,12.926804,0,5.656604,15.588091,11.729354,4.917226,0.000000,0,7.144113,0,14.245648,6.492968,9.281610,8.526291,15.703656,8.063551,12.119598,8.144304,11.519403,8.572638,10.821297,9.151752,12.184668,10.433409,11.619453,9.986792,12.400745,0,-0.01851,0.00325,-0.01954,-0.00979,0.00541,-0.01328,0.00596,0.00174,-1.19822,0.09991,3.27725
0.031,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.331253,54.227905,89.370995,37.350590,6.222884,-4.248161,0.000000,6.430634,12.926073,0,5.640350,15.614341,11.721745,4.916282,0.000000,0,7.142692,0,14.232153,6.497492,9.278607,8.538469,15.745523,8.061409,12.110150,8.146301,11.509355,8.575760,10.810730,9.147340,12.176114,10.432312,11.616546,9.984379,12.399656,0,-0.01935,0.00368,-0.02013,-0.00925,0.01022,-0.01359,0.00489,0.00305,-1.21205,0.09960,3.27685
0.032,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.354126,54.145798,89.436417,37.659595,6.219302,-4.248455,0.000000,6.426661,12.925342,0,5.624097,15.640591,11.714137,4.915337,0.000000,0,7.141271,0,14.218657,6.502017,9.275604,8.550649,15.787391,8.059267,12.100702,8.148299,11.499306,8.578881,10.800162,9.142927,12.167560,10.431215,11.613638,9.981967,12.398566,0,-0.01630,0.00288,-0.02000,-0.01463,0.00868,-0.01204,0.00419,0.00231,-1.22786,0.09958,3.27609
0.033,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.286011,54.112782,89.504257,37.991333,6.214971,-4.287853,0.000000,6.422369,12.924615,0,5.611407,15.680539,11.701587,4.915044,0.000000,0,7.139921,0,14.208182,6.507354,9.277226,8.565301,15.825961,8.056005,12.090248,8.146114,11.488235,8.578121,10.789923,9.137938,12.158730,10.429018,11.610327,9.980328,12.396360,0,-0.01920,0.00259,-0.02191,-0.01287,0.00747,-0.01304,0.00650,0.00211,-1.24231,0.09973,3.27610
0.034,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.150345,54.116207,89.573898,38.339951,6.210248,-4.356274,0.000000,6.417841,12.923889,0,5.601363,15.730655,11.685369,4.915236,0.000000,0,7.138625,0,14.199947,6.513295,9.282280,8.581788,15.862084,8.051913,12.079046,8.140827,11.476407,8.574478,10.779924,9.132522,12.149695,10.426003,11.606717,9.979262,12.393327,0,-0.01248,0.00373,-0.02012,-0.01270,0.00773,-0.01096,0.00503,0.00250,-1.26415,0.09962,3.27671
0.035,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.014694,54.119633,89.643532,38.688564,6.204477,-4.424695,0.000000,6.413314,12.923164,0,5.591318,15.780769,11.669150,4.915427,0.000000,0,7.137328,0,14.191713,6.519237,9.287333,8.598276,15.898208,8.047821,12.067844,8.135539,11.464578,8.570836,10.769927,9.127105,12.140661,10.422990,11.603106,9.978197,12.390293,0,-0.02592,0.00220,-0.02150,-0.01385,0.00819,-0.01251,0.00668,0.00253,-1.28434,0.09942,3.27719
0.036,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.879028,54.123058,89.713173,39.037178,6.198159,-4.493116,0.000000,6.408787,12.922440,0,5.581274,15.830884,11.652932,4.915619,0.000000,0,7.136031,0,14.183478,6.525177,9.292388,8.614763,15.934331,8.043729,12.056643,8.130252,11.452749,8.567193,10.759930,9.121688,12.131627,10.419975,11.599497,9.977132,12.387259,0,-0.01083,0.00416,-0.01849,-0.01241,0.00954,-0.01284,0.00550,0.00305,-1.29627,0.09939,3.27758
0.037,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.472809,54.155952,89.714699,39.373859,6.191050,-4.582154,0.000000,6.404455,12.922840,0,5.574390,15.878464,11.641878,4.915858,0.000000,0,7.134804,0,14.171467,6.531326,9.300904,8.629071,15.980150,8.039657,12.044531,8.126670,11.441871,8.566660,10.748970,9.116933,12.123007,10.417097,11.596478,9.975694,12.385056,0,-0.01735,0.00222,-0.02057,-0.01278,0.00745,-0.01295,0.00471,0.00250,-1.30807,0.09950,3.27752
0.038,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.865799,54.210709,89.665688,39.701683,6.183526,-4.686492,0.000000,6.400268,12.924075,0,5.569853,15.924162,11.634656,4.916132,0.000000,0,7.133629,0,14.156652,6.537630,9.311992,8.641760,16.033165,8.035600,12.031745,8.124355,11.431697,8.568434,10.737297,9.112669,12.114695,10.414318,11.593899,9.973979,12.383467,0,-0.01423,0.00571,-0.02047,-0.01898,0.00947,-0.00977,0.00500,0.00216,-1.31987,0.09942,3.27714
0.039,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.258774,54.265469,89.616676,40.029507,6.175806,-4.790830,0.000000,6.396081,12.925311,0,5.565317,15.969861,11.627435,4.916406,0.000000,0,7.132454,0,14.141838,6.543932,9.323079,8.654449,16.086182,8.031543,12.018959,8.122040,11.421523,8.570208,10.725624,9.108405,12.106381,10.411539,11.591319,9.972265,12.381878,0,-0.01456,0.00336,-0.01956,-0.01391,0.00964,-0.01220,0.00441,0.00193,-1.33159,0.09916,3.27702
0.040,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.651749,54.320229,89.567665,40.357330,6.167983,-4.895168,0.000000,6.391895,12.926546,0,5.560780,16.015558,11.620214,4.916680,0.000000,0,7.131279,0,14.127024,6.550235,9.334166,8.667139,16.139196,8.027486,12.006173,8.119724,11.411349,8.571982,10.713951,9.104142,12.098069,10.408760,11.588739,9.970551,12.380290,0,-0.01710,0.00292,-0.02164,-0.01424,0.00860,-0.01360,0.00414,0.00245,-1.34897,0.09914,3.27710
0.041,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.757172,54.444641,89.471123,40.688053,6.160267,-4.983799,0.000000,6.386163,12.928577,0,5.552624,16.048796,11.610155,4.916732,0.000000,0,7.130111,0,14.116439,6.556958,9.350252,8.666542,16.186131,8.027881,11.993937,8.116667,11.399778,8.575243,10.702918,9.099867,12.089632,10.406896,11.586072,9.968887,12.379616,0,-0.01504,0.00506,-0.01954,-0.01297,0.00875,-0.01164,0.00509,0.00256,-1.36254,0.09929,3.27709
0.042,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.649170,54.620750,89.339310,41.020927,6.152609,-5.060773,0.000000,6.379283,12.931199,0,5.541783,16.072786,11.597992,4.916619,0.000000,0,7.128948,0,14.108994,6.563992,9.370048,8.656085,16.228550,8.031578,11.982107,8.113058,11.387169,8.579609,10.692360,9.095584,12.081103,10.405709,11.583340,9.967262,12.379621,0,-0.02701,0.00393,-0.01957,-0.01349,0.00908,-0.01292,0.00475,0.00255,-1.37241,0.09916,3.27701
0.043,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.541168,54.796860,89.207489,41.353802,6.145086,-5.137748,0.000000,6.372405,12.933822,0,5.530942,16.096775,11.585829,4.916507,0.000000,0,7.127785,0,14.101547,6.571025,9.389843,8.645629,16.270969,8.035276,11.970279,8.109448,11.374559,8.583974,10.681802,9.091301,12.072574,10.404524,11.580606,9.965636,12.379625,0,-0.01213,0.00276,-0.02128,-0.01468,0.00854,-0.01332,0.00510,0.00224,-1.38315,0.09896,3.27706
0.044,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.433167,54.972969,89.075676,41.686676,6.137635,-5.214722,0.000000,6.365525,12.936443,0,5.520102,16.120764,11.573665,4.916394,0.000000,0,7.126622,0,14.094102,6.578059,9.409638,8.635172,16.313391,8.038974,11.958449,8.105840,11.361950,8.588339,10.671243,9.087018,12.064045,10.403337,11.577874,9.964011,12.379630,0,-0.02075,0.00358,-0.01956,-0.01493,0.00854,-0.01194,0.00555,0.00277,-1.39687,0.09908,3.27722
0.045,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.851303,54.939842,88.919991,42.058838,6.130323,-5.258139,0.000000,6.360122,12.939102,0,5.509973,16.145336,11.564294,4.915864,0.000000,0,7.125653,0,14.085469,6.584975,9.437038,8.625361,16.360926,8.041567,11.943027,8.102814,11.347198,8.593544,10.659189,9.082356,12.054054,10.400577,11.573627,9.960949,12.378839,0,-0.01573,0.00334,-0.02192,-0.01208,0.00850,-0.00870,0.00501,0.00351,-1.40053,0.09925,3.27733
