"Time","64 sinus3","63 Ramp down","62 Ramp up","61 right DS","60 left DS","59 rHL swoff","58 rHL swon","57 lHL swoff","55 rFL swoff","56 lHL swon","54 rFL swon","53 lFL swoff","52 lFL swon","51 sinus2","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","37 CoMy (cm)","v3 xCoM","v4 R COP","36 CoMx (cm)","35 FRy (cm)","67 RDS cle","65 R mark","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v5 L COP","68 LDS cle","66 L mark","32 FLx (cm)","31 Keyboard","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v2 Virtual","v1 Virtual"
2.005,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.547028,41.789333,82.277550,67.651459,-1.303930,4.199986,4.138136,0.000000,14.837214,3.142157,0,0,16.680603,4.745005,13.758495,5.159561,1,0,15.789750,0,3.178355,5.571665,12.225251,8.240402,16.814400,7.889103,13.921090,8.003935,13.324395,8.139013,12.770058,8.785452,13.980228,9.910319,13.160856,10.153233,14.215222,0,0.00222,0.00115,0.00057,0.00175,0.00053,0.00071,0.00152,0.00058,1.48368,0.09908,3.27760,,
2.006,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.295639,41.743649,82.370697,68.013611,-1.230698,4.198225,4.139564,0.000000,14.825657,3.140567,0,0,16.712418,4.743704,13.750102,5.159809,1,0,15.778295,0,3.178082,5.575111,12.215685,8.244905,16.830574,7.888042,13.915972,8.002478,13.317056,8.138537,12.757664,8.781395,13.967401,9.908891,13.150530,10.156178,14.208490,0,0.00222,0.00115,0.00057,0.00168,0.00053,0.00070,0.00155,0.00059,1.48470,0.09935,3.27699,,
2.007,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.799393,41.918949,82.424698,68.162384,-1.183143,4.196765,4.140479,0.000000,14.816600,3.139823,0,0,16.725609,4.739089,13.739838,5.156516,1,0,15.767413,0,3.177796,5.573986,12.206061,8.250511,16.851284,7.887716,13.906122,7.999642,13.304179,8.136978,12.742392,8.779227,13.954162,9.907809,13.142165,10.158286,14.198140,0,0.00230,0.00110,0.00057,0.00170,0.00052,0.00068,0.00150,0.00060,1.48509,0.09943,3.27694,,
2.008,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.218887,42.170288,82.465218,68.237740,-1.144422,4.195411,4.141285,0.000000,14.808404,3.139370,0,0,16.732393,4.733332,13.728930,5.152476,1,0,15.756728,0,3.177505,5.571288,12.196419,8.256496,16.873554,7.887643,13.894645,7.996333,13.289396,8.135047,12.726129,8.777709,13.940782,9.906846,13.134475,10.160108,14.186544,0,0.00233,0.00107,0.00057,0.00171,0.00054,0.00070,0.00148,0.00061,1.48309,0.09909,3.27709,,
2.009,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.638382,42.421627,82.505745,68.313095,-1.105702,4.194057,4.141634,0.000000,14.800207,3.138916,0,0,16.739178,4.727576,13.718021,5.148143,1,0,15.746044,0,3.177215,5.568589,12.186775,8.262482,16.895824,7.887571,13.883167,7.993024,13.274614,8.133116,12.709867,8.776191,13.927402,9.905884,13.126785,10.161928,14.174949,0,0.00234,0.00107,0.00058,0.00171,0.00053,0.00070,0.00144,0.00063,1.48353,0.09904,3.27730,,
2.010,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.057861,42.672966,82.546265,68.388451,-1.066981,4.192702,4.141886,0.000000,14.792011,3.138463,0,0,16.745962,4.721819,13.707113,5.143747,1,0,15.735359,0,3.176925,5.565891,12.177133,8.268466,16.918095,7.887498,13.871690,7.989715,13.259831,8.131184,12.693604,8.774673,13.914022,9.904921,13.119095,10.163750,14.163354,0,0.00257,0.00113,0.00059,0.00174,0.00053,0.00070,0.00143,0.00061,1.48339,0.09928,3.27753,,
2.011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.858765,42.917671,82.372009,68.341797,-1.031496,4.191112,4.141954,0.000000,14.784757,3.139160,0,0,16.747700,4.722073,13.693936,5.142612,1,0,15.724817,0,3.176733,5.564200,12.167229,8.266733,16.944557,7.887818,13.858230,7.988964,13.240972,8.134096,12.679457,8.775854,13.902934,9.908029,13.109682,10.163006,14.152743,0,0.00264,0.00109,0.00060,0.00171,0.00053,0.00071,0.00148,0.00060,1.48520,0.09921,3.27753,,
2.012,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.790909,43.160091,82.123840,68.253159,-0.997124,4.189440,4.141983,0.000000,14.777825,3.140252,0,0,16.747700,4.724395,13.679979,5.142165,1,0,15.714324,0,3.176576,5.562856,12.157235,8.262343,16.972462,7.888273,13.844087,7.989094,13.220708,8.138676,12.666037,8.777965,13.892635,9.912536,13.099676,10.161378,14.142473,0,0.00266,0.00098,0.00060,0.00163,0.00053,0.00070,0.00149,0.00060,1.48332,0.09885,3.27746,,
2.013,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.723038,43.402515,81.875679,68.164520,-0.962752,4.187769,4.142331,0.000000,14.770894,3.141344,0,0,16.747700,4.726717,13.666021,5.143152,1,0,15.703831,0,3.176418,5.561512,12.147243,8.257954,17.000366,7.888729,13.829944,7.989224,13.200445,8.143254,12.652617,8.780076,13.882337,9.917044,13.089671,10.159751,14.132202,0,0.00268,0.00095,0.00058,0.00167,0.00054,0.00070,0.00148,0.00059,1.48372,0.09893,3.27715,,
2.014,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.655182,43.644936,81.627510,68.075882,-0.928380,4.186098,4.142746,0.000000,14.763963,3.142436,0,0,16.747700,4.729038,13.652064,5.144442,1,0,15.693338,0,3.176261,5.560168,12.137249,8.253564,17.028273,7.889184,13.815801,7.989355,13.180182,8.147834,12.639197,8.782187,13.872038,9.921551,13.079665,10.158124,14.121932,0,0.00271,0.00096,0.00060,0.00169,0.00054,0.00069,0.00147,0.00058,1.48514,0.09910,3.27677,,
2.015,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.941757,43.640846,81.390762,68.100151,-0.882541,4.185318,4.143874,0.000000,14.755321,3.144543,0,0,16.747700,4.730054,13.635997,5.144505,1,0,15.682323,0,3.175858,5.558349,12.126989,8.248778,17.041115,7.886668,13.797703,7.994461,13.159081,8.153680,12.627943,8.782759,13.862705,9.921515,13.067860,10.159974,14.110973,0,0.00271,0.00096,0.00059,0.00167,0.00053,0.00070,0.00146,0.00058,1.48610,0.09904,3.27650,,
2.016,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.350296,43.551933,81.157936,68.163269,-0.832756,4.184844,4.145153,0.000000,14.746091,3.146999,0,0,16.747700,4.730620,13.619204,5.144309,1,0,15.671128,0,3.175372,5.556366,12.116638,8.243857,17.048777,7.883130,13.778244,8.001280,13.137691,8.159962,12.617435,8.782800,13.853706,9.919917,13.055435,10.163021,14.099779,0,0.00276,0.00097,0.00060,0.00165,0.00054,0.00069,0.00143,0.00057,1.48338,0.09877,3.27627,,
2.017,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.758835,43.463024,80.925117,68.226379,-0.782971,4.184371,4.147195,0.000000,14.736860,3.149455,0,0,16.747700,4.731187,13.602411,5.143329,1,0,15.659934,0,3.174885,5.554383,12.106287,8.238935,17.056437,7.879592,13.758785,8.008099,13.116301,8.166244,12.606925,8.782842,13.844707,9.918320,13.043010,10.166067,14.088584,0,0.00285,0.00102,0.00060,0.00166,0.00053,0.00068,0.00143,0.00057,1.48523,0.09867,3.27621,,
2.018,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.167374,43.374111,80.692291,68.289497,-0.733186,4.183897,4.149398,0.000000,14.727631,3.151911,0,0,16.747700,4.731754,13.585618,5.142183,1,0,15.648740,0,3.174398,5.552400,12.095936,8.234014,17.064098,7.876054,13.739326,8.014918,13.094911,8.172526,12.596416,8.782884,13.835709,9.916721,13.030585,10.169114,14.077389,0,0.00288,0.00100,0.00062,0.00165,0.00054,0.00067,0.00142,0.00057,1.48391,0.09885,3.27621,,
2.019,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.556259,43.184593,80.699768,68.412178,-0.663285,4.183598,4.152278,0.000000,14.719453,3.154771,0,0,16.747700,4.729803,13.572036,5.141479,1,0,15.637488,0,3.173970,5.554293,12.085501,8.232475,17.061617,7.875697,13.725684,8.017533,13.084068,8.174905,12.585526,8.782214,13.825260,9.915229,13.020037,10.169387,14.067584,0,0.00305,0.00095,0.00061,0.00160,0.00053,0.00066,0.00148,0.00056,1.48306,0.09892,3.27638,,
2.020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.938370,42.960457,80.789932,68.555344,-0.586462,4.183359,4.155300,0.000000,14.711637,3.157769,0,0,16.747700,4.726986,13.559559,5.140867,1,0,15.626217,0,3.173562,5.557520,12.075037,8.232100,17.055645,7.876434,13.714044,8.018702,13.076855,8.175941,12.574508,8.781300,13.814313,9.913774,13.010134,10.168705,14.058257,0,0.00287,0.00089,0.00061,0.00161,0.00053,0.00067,0.00178,0.00056,1.48438,0.09862,3.27661,,
2.021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.320496,42.736320,80.880096,68.698517,-0.509639,4.183119,4.159046,0.000000,14.703821,3.160767,0,0,16.747700,4.724170,13.547082,5.141501,1,0,15.614945,0,3.173154,5.560748,12.064573,8.231726,17.049673,7.877172,13.702403,8.019871,13.069641,8.176977,12.563488,8.780386,13.803366,9.912318,13.000231,10.168024,14.048930,0,0.00263,0.00089,0.00062,0.00167,0.00054,0.00067,0.00182,0.00056,1.48473,0.09866,3.27684,,
2.022,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.702606,42.512184,80.970261,68.841690,-0.432816,4.182879,4.162944,0.000000,14.696006,3.163765,0,0,16.747700,4.721353,13.534605,5.142398,1,0,15.603675,0,3.172746,5.563974,12.054110,8.231351,17.043701,7.877909,13.690763,8.021039,13.062428,8.178014,12.552469,8.779471,13.792419,9.910863,12.990328,10.167342,14.039604,0,0.00272,0.00091,0.00061,0.00168,0.00053,0.00065,0.00175,0.00054,1.48299,0.09892,3.27707,,
2.023,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.863403,42.355278,81.132057,69.072281,-0.341714,4.183152,4.167427,0.000000,14.682803,3.167429,0,0,16.747700,4.720980,13.523595,5.144923,1,0,15.591931,0,3.172366,5.569333,12.043557,8.229074,17.033693,7.879287,13.670075,8.020815,13.054051,8.175161,12.542033,8.777885,13.778954,9.909736,12.978220,10.169444,14.030337,0,0.00263,0.00091,0.00060,0.00174,0.00053,0.00065,0.00148,0.00054,1.48507,0.09888,3.27719,,
2.024,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.948044,42.221504,81.318512,69.332947,-0.245698,4.183600,4.172033,0.000000,14.667747,3.171323,0,0,16.747700,4.721447,13.513090,5.147791,1,0,15.580025,0,3.171996,5.575425,12.032975,8.226145,17.022297,7.880887,13.646275,8.020112,13.045275,8.170972,12.531798,8.776069,13.764622,9.908721,12.965352,10.172504,14.021092,0,0.00259,0.00089,0.00059,0.00170,0.00054,0.00065,0.00135,0.00054,1.48398,0.09845,3.27726,,
2.025,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.032669,42.087730,81.504967,69.593613,-0.149683,4.184049,4.176685,0.000000,14.652691,3.175217,0,0,16.747700,4.721914,13.502584,5.151290,1,0,15.568119,0,3.171627,5.581517,12.022392,8.223215,17.010900,7.882485,13.622475,8.019409,13.036499,8.166781,12.521563,8.774252,13.750289,9.907707,12.952485,10.175565,14.011847,0,0.00247,0.00094,0.00060,0.00175,0.00055,0.00066,0.00110,0.00054,1.48540,0.09843,3.27745,,
2.026,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.117310,41.953953,81.691422,69.854279,-0.053667,4.184497,4.181347,0.000000,14.637635,3.179110,0,0,16.747700,4.722382,13.492079,5.154922,1,0,15.556212,0,3.171257,5.587609,12.011810,8.220285,16.999504,7.884085,13.598674,8.018706,13.027722,8.162592,12.511328,8.772435,13.735957,9.906693,12.939617,10.178625,14.002602,0,0.00257,0.00098,0.00061,0.00177,0.00055,0.00066,0.00104,0.00052,1.48469,0.09864,3.27768,,
2.027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.893539,41.922802,81.942856,70.102989,0.030965,4.184433,4.185536,0.000000,14.624494,3.183176,0,0,16.742750,4.724529,13.482745,5.157753,1,0,15.544483,0,3.170599,5.588729,12.001029,8.216486,16.989819,7.884671,13.583226,8.016308,13.017987,8.161672,12.495122,8.770337,13.720010,9.907107,12.928182,10.180575,13.992265,0,0.00274,0.00109,0.00060,0.00177,0.00054,0.00067,0.00104,0.00050,1.48360,0.09852,3.27740,,
2.028,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.563644,41.926960,82.216644,70.347572,0.111679,4.184191,4.189626,0.000000,14.612010,3.187301,0,0,16.736099,4.727253,13.473815,5.160416,1,0,15.532814,0,3.169842,5.588138,11.990179,8.212386,16.980722,7.884910,13.570652,8.013328,13.007921,8.161876,12.476863,8.768142,13.703507,9.908013,12.917239,10.182143,13.981553,0,0.00275,0.00119,0.00059,0.00187,0.00055,0.00065,0.00105,0.00051,1.48366,0.09824,3.27695,,
2.029,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.233749,41.931118,82.490440,70.592163,0.192394,4.183950,4.193169,0.000000,14.599527,3.191426,0,0,16.729446,4.729979,13.464885,5.160645,1,0,15.521145,0,3.169085,5.587547,11.979329,8.208286,16.971628,7.885148,13.558079,8.010346,12.997856,8.162081,12.458604,8.765947,13.687004,9.908919,12.906297,10.183711,13.970841,0,0.00274,0.00121,0.00058,0.00187,0.00055,0.00064,0.00106,0.00052,1.48348,0.09836,3.27682,,
2.030,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.903870,41.935276,82.764229,70.836746,0.273108,4.183709,4.196598,0.000000,14.587045,3.195550,0,0,16.722795,4.732703,13.455955,5.160361,1,0,15.509476,0,3.168328,5.586956,11.968479,8.204186,16.962532,7.885386,13.545505,8.007365,12.987791,8.162285,12.440344,8.763752,13.670502,9.909825,12.895353,10.185279,13.960130,0,0.00262,0.00115,0.00058,0.00184,0.00055,0.00063,0.00118,0.00053,1.48461,0.09848,3.27682,,
2.031,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.918274,41.894112,82.919495,70.935066,0.332556,4.183912,4.199654,0.000000,14.576743,3.199384,0,0,16.711077,4.727524,13.450261,5.156879,1,0,15.497599,0,3.167699,5.586741,11.957573,8.199364,16.958078,7.885329,13.538694,8.004656,12.971968,8.158264,12.425016,8.764071,13.656473,9.912677,12.885466,10.187822,13.947506,0,0.00265,0.00275,0.00062,0.00209,0.00077,0.00064,0.00138,0.00061,1.48305,0.09844,3.27722,,
2.032,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.051163,41.837353,83.033966,70.983063,0.384685,4.184267,4.202632,0.000000,14.567191,3.203117,0,0,16.697615,4.719625,13.445682,5.152724,1,0,15.485649,0,3.167114,5.586656,11.946647,8.194293,16.955221,7.885170,13.533868,8.002039,12.954163,8.152789,12.410698,8.765256,13.643295,9.916199,12.875940,10.190702,13.934224,0,0.00270,0.00304,0.00063,0.00206,0.00078,0.00065,0.00148,0.00062,1.48689,0.09826,3.27775,,
2.033,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.184036,41.780594,83.148445,71.031052,0.436814,4.184621,4.205256,0.000000,14.557640,3.206850,0,0,16.684155,4.711725,13.441102,5.148810,1,0,15.473700,0,3.166530,5.586570,11.935721,8.189221,16.952366,7.885012,13.529040,7.999422,12.936358,8.147314,12.396379,8.766440,13.630118,9.919720,12.866415,10.193582,13.920942,0,0.00276,0.00308,0.00064,0.00205,0.00078,0.00066,0.00148,0.00061,1.48423,0.09829,3.27750,,
2.034,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.316925,41.723835,83.262924,71.079048,0.488943,4.184976,4.207804,0.000000,14.548089,3.210582,0,0,16.670692,4.703826,13.436522,5.144948,1,0,15.461751,0,3.165945,5.586485,11.924795,8.184151,16.949509,7.884853,13.524214,7.996805,12.918553,8.141839,12.382061,8.767625,13.616940,9.923242,12.856890,10.196461,13.907660,0,0.00276,0.00313,0.00066,0.00213,0.00078,0.00067,0.00148,0.00062,1.48798,0.09853,3.27697,,
2.035,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.489960,41.661819,83.078384,71.105713,0.523953,4.185445,4.210016,0.000000,14.536090,3.213898,0,0,16.658648,4.705230,13.424607,5.144867,1,0,15.449412,0,3.165557,5.586462,11.913583,8.183172,16.944143,7.884816,13.513440,8.000046,12.903052,8.142657,12.371214,8.768661,13.605754,9.924798,12.844144,10.197743,13.892550,0,0.00276,0.00312,0.00068,0.00214,0.00078,0.00066,0.00147,0.00061,1.48548,0.09856,3.27694,,
2.036,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.676819,41.597992,82.790970,71.125046,0.553073,4.185954,4.212157,0.000000,14.523250,3.217071,0,0,16.647091,4.709836,13.410168,5.145584,1,0,15.436940,0,3.165237,5.586462,11.902271,8.183601,16.937912,7.884821,13.500620,8.005301,12.888344,8.145641,12.361562,8.769649,13.595253,9.925678,12.830289,10.198476,13.876810,0,0.00290,0.00312,0.00068,0.00214,0.00078,0.00068,0.00147,0.00062,1.48378,0.09832,3.27709,,
2.037,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.863663,41.534164,82.503548,71.144379,0.582192,4.186463,4.214202,0.000000,14.510408,3.220243,0,0,16.635534,4.714441,13.395729,5.148726,1,0,15.424468,0,3.164917,5.586462,11.890960,8.184031,16.931681,7.884825,13.487801,8.010558,12.873635,8.148626,12.351910,8.770635,13.584751,9.926558,12.816435,10.199208,13.861071,0,0.00279,0.00305,0.00069,0.00207,0.00079,0.00068,0.00148,0.00061,1.48344,0.09842,3.27719,,
2.038,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.050522,41.470337,82.216125,71.163704,0.611311,4.186972,4.216228,0.000000,14.497568,3.223416,0,0,16.623978,4.719046,13.381290,5.152379,1,0,15.411996,0,3.164598,5.586461,11.879648,8.184460,16.925449,7.884830,13.474980,8.015814,12.858926,8.151610,12.342257,8.771621,13.574249,9.927439,12.802580,10.199941,13.845331,0,0.00272,0.00304,0.00066,0.00203,0.00079,0.00069,0.00148,0.00062,1.48459,0.09870,3.27726,,
2.039,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.871368,41.430714,81.893738,71.227592,0.634462,4.188101,4.218374,0.000000,14.487600,3.226783,0,0,16.616728,4.721233,13.364973,5.156115,1,0,15.399352,0,3.164135,5.590607,11.868240,8.183889,16.908819,7.883677,13.464544,8.018773,12.845210,8.157300,12.328571,8.770068,13.562285,9.925653,12.789601,10.200354,13.831996,0,0.00264,0.00308,0.00066,0.00203,0.00079,0.00069,0.00149,0.00062,1.48140,0.09865,3.27706,,
2.040,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.566269,41.399414,81.559326,71.306808,0.655560,4.189445,4.220545,0.000000,14.478622,3.230216,0,0,16.610958,4.722588,13.348010,5.159868,1,0,15.386648,0,3.163624,5.596181,11.856798,8.182977,16.888609,7.882126,13.454928,8.020942,12.831837,8.163921,12.313497,8.767643,13.549819,9.922950,12.776924,10.200657,13.819488,0,0.00263,0.00309,0.00067,0.00209,0.00080,0.00070,0.00125,0.00063,1.48293,0.09584,3.27675,,
2.041,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.261169,41.368114,81.224907,71.386017,0.676657,4.190788,4.222776,0.000000,14.469644,3.233649,0,0,16.605188,4.723942,13.331046,5.163180,1,0,15.373945,0,3.163112,5.601754,11.845356,8.182063,16.868401,7.880575,13.445312,8.023110,12.818462,8.170543,12.298422,8.765217,13.537352,9.920247,12.764248,10.200959,13.806979,0,0.00264,0.00312,0.00067,0.00202,0.00079,0.00069,0.00118,0.00065,1.48596,0.09301,3.27695,,
2.042,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.956085,41.336815,80.890488,71.465233,0.697755,4.192132,4.225020,0.000000,14.460665,3.237082,0,0,16.599419,4.725297,13.314083,5.166399,1,0,15.361242,0,3.162601,5.607328,11.833914,8.181149,16.848190,7.879024,13.435696,8.025279,12.805088,8.177164,12.283347,8.762791,13.524885,9.917544,12.751571,10.201262,13.794472,0,0.00240,0.00312,0.00070,0.00200,0.00080,0.00067,0.00118,0.00065,1.48553,0.09217,3.27733,,
2.043,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.665939,41.489441,80.786003,71.471222,0.724324,4.193012,4.227208,0.000000,14.449710,3.240775,0,0,16.589035,4.727573,13.301290,5.169160,1,0,15.348361,0,3.162096,5.610316,11.822596,8.177332,16.832174,7.881031,13.428092,8.025511,12.793162,8.179904,12.267669,8.762612,13.514165,9.915258,12.739213,10.202463,13.783735,0,0.00236,0.00314,0.00071,0.00198,0.00080,0.00068,0.00145,0.00065,1.48281,0.09212,3.27755,,
2.044,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.380951,41.705353,80.760635,71.452019,0.752775,4.193733,4.229384,0.000000,14.438074,3.244557,0,0,16.577061,4.730165,13.289931,5.171825,1,0,15.335419,0,3.161593,5.612415,11.811319,8.172515,16.817598,7.884263,13.421180,8.025077,12.781734,8.181310,12.251782,8.763206,13.504046,9.913116,12.726965,10.203974,13.773609,0,0.00239,0.00314,0.00072,0.00194,0.00079,0.00067,0.00158,0.00065,1.48524,0.09293,3.27770,,
2.045,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.095963,41.921265,80.735268,71.432816,0.781226,4.194454,4.231583,0.000000,14.426439,3.248339,0,0,16.565088,4.732758,13.278573,5.174002,1,0,15.322475,0,3.161090,5.614513,11.800042,8.167697,16.803024,7.887495,13.414268,8.024643,12.770307,8.182714,12.235897,8.763802,13.493927,9.910974,12.714717,10.205484,13.763483,0,0.00239,0.00311,0.00072,0.00188,0.00077,0.00069,0.00159,0.00066,1.48414,0.09424,3.27735,,
2.046,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.810974,42.137173,80.709900,71.413605,0.809678,4.195176,4.233785,0.000000,14.414804,3.252121,0,0,16.553114,4.735350,13.267215,5.176076,1,0,15.309533,0,3.160587,5.616612,11.788766,8.162880,16.788448,7.890727,13.407355,8.024209,12.758880,8.184120,12.220011,8.764396,13.483809,9.908831,12.702470,10.206995,13.753357,0,0.00234,0.00311,0.00072,0.00182,0.00078,0.00070,0.00158,0.00067,1.48492,0.09519,3.27681,,
2.047,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.615860,42.389561,80.698105,71.418556,0.837357,4.196079,4.236000,0.000000,14.400659,3.255707,0,0,16.533981,4.734695,13.258428,5.177559,1,0,15.296556,0,3.159892,5.619503,11.777257,8.162675,16.779734,7.890810,13.389758,8.021566,12.749983,8.181961,12.213788,8.766065,13.472457,9.907645,12.688947,10.207865,13.739868,0,0.00215,0.00302,0.00072,0.00173,0.00078,0.00071,0.00163,0.00068,1.48527,0.09639,3.27678,,
2.048,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.451675,42.654495,80.690971,71.431824,0.864770,4.197046,4.238216,0.000000,14.385651,3.259226,0,0,16.512384,4.732923,13.250525,5.178918,1,0,15.283566,0,3.159130,5.622667,11.765668,8.164057,16.773035,7.889811,13.368484,8.018166,12.741957,8.178575,12.210891,8.768103,13.460681,9.906788,12.674985,10.208514,13.725222,0,0.00211,0.00293,0.00071,0.00169,0.00077,0.00070,0.00212,0.00067,1.48516,0.09749,3.27694,,
2.049,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.287491,42.919430,80.683846,71.445084,0.892183,4.198012,4.240133,0.000000,14.370643,3.262744,0,0,16.490788,4.731151,13.242623,5.179266,1,0,15.270576,0,3.158369,5.625831,11.754079,8.165440,16.766335,7.888812,13.347211,8.014764,12.733931,8.175189,12.207993,8.770141,13.448904,9.905931,12.661023,10.209164,13.710575,0,0.00210,0.00293,0.00072,0.00175,0.00077,0.00071,0.00234,0.00066,1.48543,0.09806,3.27709,,
2.050,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.123306,43.184364,80.676712,71.458344,0.919596,4.198979,4.241987,0.000000,14.355635,3.266262,0,0,16.469191,4.729379,13.234720,5.179401,1,0,15.257586,0,3.157607,5.628995,11.742490,8.166821,16.759636,7.887812,13.325937,8.011362,12.725904,8.171803,12.205095,8.772179,13.437128,9.905075,12.647061,10.209813,13.695930,0,0.00213,0.00294,0.00073,0.00175,0.00077,0.00072,0.00228,0.00065,1.48519,0.09890,3.27724,,
2.051,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.153961,43.284081,80.545738,71.361656,0.932037,4.199624,4.243375,0.000000,14.342768,3.270163,0,0,16.454304,4.728145,13.225372,5.178314,1,0,15.245199,0,3.157217,5.628503,11.730543,8.173244,16.741022,7.887240,13.311793,8.011217,12.714211,8.175619,12.189388,8.773430,13.423087,9.906322,12.633268,10.210830,13.678680,0,0.00222,0.00141,0.00069,0.00150,0.00057,0.00070,0.00202,0.00058,1.48206,0.09961,3.27728,,
