"Time","64 sinus3","63 Ramp down","62 Ramp up","61 right DS","60 left DS","59 rHL swoff","58 rHL swon","57 lHL swoff","55 rFL swoff","56 lHL swon","54 rFL swon","53 lFL swoff","52 lFL swon","51 sinus2","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","37 CoMy (cm)","v3 xCoM","v4 R COP","36 CoMx (cm)","35 FRy (cm)","67 RDS cle","65 R mark","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v5 L COP","68 LDS cle","66 L mark","32 FLx (cm)","31 Keyboard","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v2 Virtual","v1 Virtual"
0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.214493,58.917122,77.861290,101.720810,0.978141,4.834427,4.881454,0.000000,17.468452,4.329722,0,0,20.593325,5.913968,14.884733,0.000000,0,0,18.522589,0,3.715625,6.090291,13.421008,8.275210,20.888582,7.939013,15.187319,8.143958,14.753054,8.919482,14.588340,8.451458,15.908215,9.840921,16.087893,9.912551,17.119345,0,0.00154,0.00116,0.00060,0.00154,0.00121,0.00083,0.00106,0.00051,1.48324,0.09876,3.27759,,
0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.694420,59.485508,77.839027,101.873138,1.139169,4.835057,4.889472,0.000000,17.470655,4.332646,0,0,20.601654,5.913323,14.878066,0.000000,0,0,18.512522,0,3.716421,6.090646,13.458673,8.263844,20.888720,7.942392,15.179252,8.147888,14.748153,8.920286,14.588992,8.450777,15.908911,9.840336,16.089674,9.914329,17.121225,0,0.00159,0.00116,0.00060,0.00148,0.00123,0.00082,0.00107,0.00053,1.48357,0.09863,3.27753,,
0.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.084686,60.116886,77.823128,102.025101,1.314946,4.835654,4.897718,0.000000,17.472872,4.335617,0,0,20.609974,5.913243,14.872518,0.000000,0,0,18.502344,0,3.717208,6.091606,13.497049,8.253456,20.889202,7.944687,15.173743,8.151392,14.744581,8.920321,14.589165,8.449933,15.909677,9.839523,16.091473,9.916264,17.122547,0,0.00165,0.00115,0.00063,0.00146,0.00123,0.00080,0.00110,0.00053,1.48672,0.09851,3.27746,,
0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.474960,60.748268,77.807228,102.177055,1.490722,4.836252,4.906963,0.000000,17.475088,4.338587,0,0,20.618294,5.913162,14.866969,0.000000,0,0,18.492167,0,3.717995,6.092565,13.535427,8.243070,20.889685,7.946983,15.168235,8.154896,14.741010,8.920354,14.589337,8.449089,15.910441,9.838710,16.093269,9.918199,17.123867,0,0.00167,0.00113,0.00064,0.00150,0.00124,0.00079,0.00108,0.00052,1.48793,0.09867,3.27738,,
0.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.865227,61.379646,77.791328,102.329010,1.666499,4.836849,4.916418,0.000000,17.477304,4.341557,0,0,20.626614,5.913082,14.861420,0.000000,0,0,18.481989,0,3.718783,6.093524,13.573804,8.232682,20.890165,7.949278,15.162726,8.158400,14.737439,8.920388,14.589510,8.448245,15.911207,9.837897,16.095068,9.920134,17.125189,0,0.00174,0.00112,0.00066,0.00153,0.00133,0.00083,0.00115,0.00050,1.48330,0.09875,3.27730,,
0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.124985,62.186714,77.769592,102.503731,1.864557,4.837792,4.926628,0.000000,17.478210,4.344452,0,0,20.632635,5.912327,14.858705,0.000000,0,0,18.471611,0,3.719600,6.081338,13.614185,8.233327,20.900078,7.949046,15.153753,8.159328,14.726453,8.921265,14.591333,8.447785,15.910395,9.837004,16.095589,9.920663,17.126671,0,0.00179,0.00114,0.00067,0.00154,0.00121,0.00083,0.00116,0.00049,1.48631,0.09847,3.27711,,
0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.339836,63.054237,77.745857,102.686287,2.070283,4.838855,4.936997,0.000000,17.478662,4.347320,0,0,20.637863,5.911340,14.856964,0.000000,0,0,18.461166,0,3.720428,6.064629,13.655257,8.237768,20.913237,7.947943,15.143588,8.159370,14.712915,8.922430,14.593725,8.447459,15.909039,9.836082,16.095671,9.920709,17.128210,0,0.00176,0.00109,0.00068,0.00148,0.00121,0.00084,0.00120,0.00051,1.48574,0.09850,3.27689,,
0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.554688,63.921761,77.722115,102.868835,2.276008,4.839918,4.947703,0.000000,17.479116,4.350189,0,0,20.643093,5.910353,14.855224,0.000000,0,0,18.450720,0,3.721256,6.047919,13.696328,8.242208,20.926394,7.946841,15.133423,8.159413,14.699379,8.923596,14.596116,8.447132,15.907684,9.835159,16.095755,9.920754,17.129747,0,0.00160,0.00099,0.00069,0.00145,0.00120,0.00084,0.00116,0.00051,1.48277,0.09880,3.27705,,
0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.769539,64.789284,77.698380,103.051392,2.481734,4.840981,4.958479,0.000000,17.479568,4.353057,0,0,20.648321,5.909366,14.853482,0.000000,0,0,18.440273,0,3.722085,6.031210,13.737400,8.246650,20.939552,7.945738,15.123258,8.159456,14.685842,8.924762,14.598508,8.446806,15.906329,9.834237,16.095837,9.920801,17.131287,0,0.00166,0.00096,0.00070,0.00144,0.00118,0.00086,0.00116,0.00050,1.48334,0.09883,3.27735,,
0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.751045,65.303963,77.729179,103.254433,2.679183,4.842280,4.969231,0.000000,17.483063,4.356040,0,0,20.656864,5.909266,14.844344,0.000000,0,0,18.429335,0,3.722608,6.031196,13.780911,8.243680,20.945486,7.947159,15.107409,8.164323,14.671246,8.929211,14.597343,8.446501,15.902136,9.833774,16.096933,9.920457,17.133020,0,0.00169,0.00093,0.00071,0.00142,0.00118,0.00085,0.00115,0.00050,1.48266,0.09851,3.27732,,
0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.996353,65.697235,77.778748,103.464523,2.873785,4.843661,4.979977,0.000000,17.487602,4.359062,0,0,20.666546,5.909471,14.832661,0.000000,0,0,18.418226,0,3.723026,6.036927,13.825262,8.238161,20.948933,7.949448,15.089607,8.170849,14.656285,8.934789,14.594955,8.446203,15.896966,9.833467,16.098379,9.919979,17.134825,0,0.00174,0.00094,0.00070,0.00127,0.00119,0.00088,0.00109,0.00050,1.48051,0.09853,3.27717,,
0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.241653,66.090508,77.828316,103.674614,3.068387,4.845042,4.990585,0.000000,17.492142,4.362084,0,0,20.676229,5.909676,14.820977,0.000000,0,0,18.407118,0,3.723444,6.042658,13.869613,8.232641,20.952379,7.951737,15.071804,8.177376,14.641326,8.940367,14.592566,8.445907,15.891796,9.833159,16.099827,9.919501,17.136627,0,0.00174,0.00094,0.00068,0.00119,0.00121,0.00086,0.00114,0.00051,1.47938,0.09875,3.27724,,
0.290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.486954,66.483780,77.877884,103.884705,3.262988,4.846423,5.001164,0.000000,17.496681,4.365107,0,0,20.685911,5.909881,14.809294,0.000000,0,0,18.396009,0,3.723863,6.048389,13.913963,8.227122,20.955826,7.954026,15.054002,8.183903,14.626366,8.945945,14.590178,8.445609,15.886627,9.832852,16.101273,9.919024,17.138430,0,0.00170,0.00098,0.00068,0.00126,0.00124,0.00092,0.00118,0.00051,1.47685,0.09868,3.27740,,
0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.096573,67.154610,77.678307,104.020691,3.443408,4.848326,5.011633,0.000000,17.502161,4.368237,0,0,20.697514,5.909881,14.800349,0.000000,0,0,18.384712,0,3.724436,6.036863,13.958926,8.222328,20.949223,7.954723,15.038159,8.188877,14.617295,8.947325,14.585372,8.444142,15.885837,9.830975,16.103477,9.918444,17.142143,0,0.00170,0.00097,0.00068,0.00119,0.00121,0.00093,0.00116,0.00051,1.47457,0.09833,3.27715,,
0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.487465,67.920944,77.393005,104.131180,3.618949,4.850409,5.022080,0.000000,17.507965,4.371404,0,0,20.709776,5.909810,14.792347,0.000000,0,0,18.373350,0,3.725063,6.019398,14.004099,8.217783,20.939161,7.954871,15.022992,8.193317,14.610251,8.947262,14.579734,8.442274,15.886552,9.828555,16.105946,9.917829,17.146515,0,0.00169,0.00096,0.00068,0.00119,0.00120,0.00093,0.00111,0.00050,1.47100,0.09839,3.27677,,
0.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.878357,68.687279,77.107704,104.241669,3.794490,4.852491,5.032388,0.000000,17.513771,4.374571,0,0,20.722038,5.909739,14.784344,0.000000,0,0,18.361990,0,3.725690,6.001933,14.049273,8.213239,20.929100,7.955020,15.007825,8.197757,14.603209,8.947198,14.574095,8.440405,15.887268,9.826137,16.108412,9.917213,17.150887,0,0.00161,0.00095,0.00067,0.00114,0.00123,0.00090,0.00106,0.00050,1.46661,0.09851,3.27712,,
0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.269249,69.453613,76.822403,104.352158,3.970031,4.854574,5.042667,0.000000,17.519575,4.377739,0,0,20.734301,5.909668,14.776341,0.000000,0,0,18.350628,0,3.726317,5.984468,14.094446,8.208694,20.919039,7.955168,14.992657,8.202197,14.596165,8.947134,14.568457,8.438537,15.887984,9.823717,16.110880,9.916598,17.155256,0,0.00164,0.00088,0.00067,0.00108,0.00140,0.00093,0.00107,0.00050,1.46303,0.09849,3.27773,,
0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.783142,70.364449,76.593689,104.503021,4.115366,4.857834,5.052839,0.000000,17.522640,4.380752,0,0,20.750095,5.912625,14.768148,0.000000,0,0,18.338884,0,3.726998,5.980793,14.139009,8.203902,20.919933,7.957087,14.979956,8.206203,14.583806,8.955391,14.576643,8.436485,15.890079,9.821718,16.113194,9.916009,17.157690,0,0.00159,0.00090,0.00070,0.00109,0.00148,0.00096,0.00109,0.00050,1.45759,0.09834,3.27789,,
0.296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.339355,71.325012,76.384453,104.667786,4.250309,4.861500,5.062988,0.000000,17.524763,4.383713,0,0,20.767105,5.916625,14.759890,0.000000,0,0,18.327011,0,3.727697,5.981863,14.183361,8.199024,20.924595,7.959614,14.968103,8.210061,14.569620,8.966511,14.589586,8.434371,15.892650,9.819863,16.115454,9.915428,17.159456,0,0.00160,0.00090,0.00073,0.00112,0.00130,0.00097,0.00111,0.00048,1.45215,0.09838,3.27789,,
0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.895576,72.285568,76.175209,104.832550,4.385251,4.865166,5.073239,0.000000,17.526886,4.386673,0,0,20.784115,5.920624,14.751631,0.000000,0,0,18.315138,0,3.728396,5.982933,14.227714,8.194147,20.929256,7.962142,14.956251,8.213918,14.555433,8.977632,14.602530,8.432258,15.895219,9.818009,16.117714,9.914848,17.161221,0,0.00164,0.00088,0.00074,0.00109,0.00120,0.00095,0.00116,0.00048,1.44648,0.09864,3.27744,,
0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.451790,73.246124,75.965973,104.997307,4.520193,4.868832,5.083511,0.000000,17.529009,4.389634,0,0,20.801125,5.924624,14.743372,0.000000,0,0,18.303265,0,3.729096,5.984003,14.272066,8.189269,20.933918,7.964669,14.944399,8.217775,14.541246,8.988751,14.615474,8.430143,15.897789,9.816154,16.119976,9.914268,17.162987,0,0.00167,0.00089,0.00074,0.00107,0.00119,0.00093,0.00112,0.00048,1.43406,0.09874,3.27683,,
0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.420433,73.893089,75.990906,105.347572,4.646205,4.873642,5.094145,0.000000,17.531191,4.392596,0,0,20.805479,5.926084,14.733646,0.000000,0,0,18.290941,0,3.729725,5.981360,14.316026,8.176521,20.955135,7.960068,14.928800,8.221556,14.531211,8.990264,14.617242,8.429237,15.898080,9.813807,16.123343,9.913292,17.164711,0,0.00166,0.00088,0.00075,0.00109,0.00117,0.00093,0.00110,0.00048,1.42837,0.09855,3.27695,,
0.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.219154,74.432159,76.096420,105.761665,4.769145,4.878846,5.104855,0.000000,17.533394,4.395559,0,0,20.805479,5.926671,14.723416,0.000000,0,0,18.278465,0,3.730330,5.977442,14.359851,8.161065,20.982050,7.953014,14.911912,8.225311,14.522603,8.988472,14.615165,8.428747,15.897586,9.811290,16.127092,9.912181,17.166422,0,0.00154,0.00089,0.00074,0.00111,0.00117,0.00095,0.00109,0.00048,1.41928,0.09872,3.27733,,
0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.017883,74.971222,76.201935,106.175758,4.892085,4.884050,5.116036,0.000000,17.535597,4.398522,0,0,20.805479,5.927258,14.713186,0.000000,0,0,18.265989,0,3.730936,5.973523,14.403675,8.145609,21.008963,7.945961,14.895024,8.229066,14.513995,8.986679,14.613088,8.428257,15.897093,9.808773,16.130840,9.911070,17.168133,0,0.00153,0.00090,0.00074,0.00105,0.00136,0.00205,0.00109,0.00049,1.41265,0.09901,3.27687,,
0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.816605,75.510284,76.307449,106.589851,5.015024,4.889255,5.127316,0.000000,17.537800,4.401485,0,0,20.805479,5.927844,14.702956,0.000000,0,0,18.253513,0,3.731541,5.969604,14.447500,8.130153,21.035877,7.938907,14.878136,8.232821,14.505388,8.984886,14.611012,8.427767,15.896599,9.806256,16.134590,9.909959,17.169844,0,0.00148,0.00088,0.00072,0.00097,0.00136,0.00232,0.00103,0.00051,1.40627,0.09894,3.27611,,
0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.597183,75.488113,76.275696,106.971558,5.128429,4.895591,5.138971,0.000000,17.540449,4.404539,0,0,20.805479,5.929042,14.696156,0.000000,0,0,18.241215,0,3.732058,5.979794,14.490875,8.124515,21.055666,7.929215,14.844105,8.247731,14.498703,8.991917,14.614344,8.428196,15.894176,9.805153,16.141157,9.910727,17.175146,0,0.00140,0.00086,0.00069,0.00092,0.00126,0.00229,0.00098,0.00052,1.39660,0.09881,3.27664,,
0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.371506,75.272827,76.196716,107.342110,5.238554,4.902317,5.150704,0.000000,17.543249,4.407623,0,0,20.805479,5.930450,14.690535,0.000000,0,0,18.228977,0,3.732544,5.994840,14.534095,8.122253,21.073002,7.918615,14.804175,8.266480,14.492681,9.001982,14.619538,8.428942,15.891089,9.804536,16.148697,9.912140,17.181684,0,0.00139,0.00086,0.00067,0.00091,0.00121,0.00226,0.00093,0.00051,1.38604,0.09910,3.27763,,
0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.145828,75.057541,76.117729,107.712669,5.348679,4.909043,5.162635,0.000000,17.546051,4.410707,0,0,20.805479,5.931858,14.684914,0.000000,0,0,18.216738,0,3.733030,6.009885,14.577314,8.119993,21.090340,7.908016,14.764246,8.285229,14.486658,9.012048,14.624733,8.429688,15.888002,9.803919,16.156235,9.913553,17.188223,0,0.00139,0.00085,0.00067,0.00091,0.00122,0.00227,0.00094,0.00052,1.37618,0.09923,3.27784,,
0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.920166,74.842255,76.038750,108.083221,5.458803,4.915770,5.174607,0.000000,17.548851,4.413791,0,0,20.805479,5.933266,14.679293,0.000000,0,0,18.204500,0,3.733516,6.024930,14.620534,8.117733,21.107676,7.897416,14.724317,8.303978,14.480636,9.022114,14.629928,8.430433,15.884916,9.803303,16.163773,9.914967,17.194761,0,0.00136,0.00086,0.00068,0.00098,0.00122,0.00228,0.00094,0.00054,1.35742,0.09892,3.27776,,
0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.124771,74.866226,76.017311,108.079613,5.554183,4.923301,5.186665,0.000000,17.550356,4.416950,0,0,20.805479,5.933015,14.667597,0.000000,0,0,18.192492,0,3.733893,6.048769,14.662500,8.107924,21.109159,7.900088,14.712041,8.310859,14.482219,9.032373,14.629414,8.431980,15.883015,9.802299,16.167751,9.914199,17.196922,0,0.00134,0.00091,0.00068,0.00103,0.00123,0.00229,0.00095,0.00053,1.34759,0.09895,3.27735,,
0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.789246,74.972534,76.015671,107.947258,5.644488,4.931109,5.198741,0.000000,17.551416,4.420134,0,0,20.805479,5.932194,14.653811,0.000000,0,0,18.180563,0,3.734233,6.075633,14.704035,8.095519,21.105186,7.907328,14.709279,8.313655,14.486419,9.042700,14.626936,8.433803,15.881520,9.801165,16.170504,9.912682,17.197577,0,0.00127,0.00093,0.00069,0.00106,0.00125,0.00229,0.00097,0.00054,1.33628,0.09920,3.27681,,
0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.453735,75.078835,76.014038,107.814896,5.734795,4.938918,5.210855,0.000000,17.552475,4.423318,0,0,20.805479,5.931373,14.640024,0.000000,0,0,18.168636,0,3.734574,6.102496,14.745569,8.083114,21.101215,7.914567,14.706518,8.316451,14.490620,9.053026,14.624458,8.435625,15.880027,9.800029,16.173256,9.911164,17.198231,0,0.00121,0.00091,0.00069,0.00106,0.00124,0.00227,0.00091,0.00054,1.32367,0.09912,3.27735,,
0.310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.118225,75.185135,76.012398,107.682541,5.825100,4.946726,5.222977,0.000000,17.553535,4.426503,0,0,20.805479,5.930552,14.626238,0.000000,0,0,18.156708,0,3.734914,6.129360,14.787105,8.070708,21.097242,7.921806,14.703756,8.319247,14.494820,9.063353,14.621981,8.437449,15.878533,9.798894,16.176010,9.909647,17.198885,0,0.00119,0.00088,0.00067,0.00094,0.00121,0.00223,0.00089,0.00054,1.31120,0.09891,3.27826,,
0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.355042,76.284393,75.998932,107.419144,5.893468,4.955216,5.234845,0.000000,17.552118,4.429801,0,0,20.805479,5.929682,14.610267,0.000000,0,0,18.144428,0,3.734974,6.136946,14.827160,8.064095,21.085423,7.912794,14.689494,8.312126,14.487398,9.062428,14.621655,8.439004,15.882000,9.801222,16.176825,9.908854,17.200151,0,0.00119,0.00082,0.00067,0.00089,0.00122,0.00222,0.00086,0.00056,1.29986,0.09902,3.27777,,
0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.756546,77.725311,75.981400,107.110649,5.954288,4.963941,5.246659,0.000000,17.549850,4.433138,0,0,20.805479,5.928796,14.593544,0.000000,0,0,18.132027,0,3.734938,6.137899,14.866708,8.059476,21.070904,7.898191,14.671275,8.301592,14.475976,9.057632,14.622071,8.440469,15.887173,9.804742,16.176973,9.908310,17.201630,0,0.00117,0.00079,0.00066,0.00086,0.00123,0.00221,0.00085,0.00056,1.28391,0.09914,3.27678,,
0.313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,136.158051,79.166237,75.963867,106.802155,6.015107,4.972665,5.257594,1.688188,17.547583,4.436475,0,1,20.805479,5.927909,14.576821,0.000000,0,0,18.119625,0,3.734901,6.138853,14.906255,8.054856,21.056385,7.883588,14.653056,8.291058,14.464555,9.052837,14.622486,8.441933,15.892345,9.808262,16.177124,9.907766,17.203106,0,0.00119,0.00077,0.00066,0.00085,0.00122,0.00220,0.00083,0.00057,1.25999,0.09907,3.27669,,
0.314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.559555,80.607155,75.946327,106.493660,6.075926,4.981390,5.268343,3.731999,17.545315,4.439812,1,0,20.805479,5.927023,14.560099,0.000000,0,0,18.107224,0,3.734865,6.139805,14.945802,8.050237,21.041866,7.868985,14.634837,8.280524,14.453134,9.048041,14.622902,8.443398,15.897518,9.811782,16.177273,9.907222,17.204584,0,0.00116,0.00077,0.00067,0.00085,0.00103,0.00218,0.00081,0.00057,1.24650,0.09872,3.27692,,
0.315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.684891,81.840454,75.935974,106.379860,6.092900,4.989538,5.277738,4.089077,17.544174,4.443251,1,0,20.785692,5.925284,14.542686,0.000000,0,0,18.095531,0,3.734960,6.150996,14.983118,8.046871,21.029276,7.874236,14.631380,8.274770,14.434260,9.047275,14.627830,8.444270,15.901589,9.813576,16.178614,9.906836,17.206118,0,0.00120,0.00075,0.00067,0.00086,0.00097,0.00216,0.00080,0.00057,1.23282,0.09850,3.27715,,
0.316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.715225,83.002319,75.928093,106.333054,6.094787,4.997488,5.286848,4.090840,17.543421,4.446724,1,0,20.759096,5.923253,14.525036,0.000000,0,0,18.084084,0,3.735100,6.165709,15.019667,8.043936,21.017347,7.886319,14.633002,8.270660,14.412823,9.047894,14.634312,8.444940,15.905280,9.814775,16.180365,9.906504,17.207670,0,0.00114,0.00074,0.00064,0.00086,0.00113,0.00218,0.00081,0.00057,1.21554,0.09854,3.27737,,
0.317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.745552,84.164185,75.920212,106.286247,6.096674,5.005437,5.294630,4.092670,17.542667,4.450198,1,0,20.732500,5.921221,14.507386,0.000000,0,0,18.072638,0,3.735240,6.180422,15.056215,8.041001,21.005421,7.898403,14.634624,8.266550,14.391385,9.048512,14.640793,8.445609,15.908972,9.815976,16.182116,9.906171,17.209225,0,0.00109,0.00073,0.00065,0.00085,0.00119,0.00218,0.00077,0.00057,1.20223,0.09846,3.27704,,
0.318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.775887,85.326050,75.912331,106.239441,6.098562,5.013387,5.302132,4.094514,17.541914,4.453671,1,0,20.705906,5.919189,14.489737,0.000000,0,0,18.061190,0,3.735380,6.195135,15.092764,8.038067,20.993494,7.910486,14.636247,8.262441,14.369948,9.049131,14.647274,8.446278,15.912663,9.817176,16.183867,9.905839,17.210777,0,0.00104,0.00072,0.00066,0.00086,0.00121,0.00219,0.00078,0.00058,1.18830,0.09816,3.27651,,
0.319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.843666,86.194359,75.788750,106.243111,6.067569,5.020989,5.308490,4.096371,17.541620,4.457077,1,0,20.692291,5.918316,14.475196,0.000000,0,0,18.049318,0,3.735614,6.214736,15.128768,8.034874,20.984251,7.908150,14.636460,8.262105,14.359174,9.048462,14.648954,8.447133,15.915634,9.818062,16.186161,9.907513,17.214020,0,0.00100,0.00071,0.00066,0.00084,0.00122,0.00225,0.00078,0.00057,1.16602,0.09800,3.27676,,
0.320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.612503,86.961662,75.625366,106.264153,6.025262,5.028472,5.314608,4.098230,17.541485,4.460459,1,0,20.683144,5.917842,14.461725,0.000000,0,0,18.037300,0,3.735880,6.236019,15.164584,8.031592,20.975933,7.900852,14.636189,8.263068,14.352069,9.047348,14.648982,8.448053,15.918358,9.818841,16.188643,9.909876,17.217840,0,0.00099,0.00070,0.00065,0.00084,0.00122,0.00224,0.00076,0.00057,1.14054,0.09819,3.27729,,
0.321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.381340,87.728958,75.461983,106.285187,5.982955,5.035955,5.319451,4.100037,17.541349,4.463841,1,0,20.673996,5.917368,14.448256,0.000000,0,0,18.025282,0,3.736147,6.257302,15.200400,8.028311,20.967615,7.893554,14.635918,8.264031,14.344964,9.046235,14.649010,8.448973,15.921082,9.819619,16.191126,9.912239,17.221663,0,0.00096,0.00066,0.00064,0.00083,0.00105,0.00126,0.00072,0.00056,1.12090,0.09837,3.27693,,
0.322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.150177,88.496262,75.298599,106.306229,5.940648,5.043438,5.324027,4.101831,17.541214,4.467223,1,0,20.664848,5.916894,14.434785,0.000000,0,0,18.013264,0,3.736414,6.278586,15.236217,8.025029,20.959295,7.886257,14.635646,8.264995,14.337859,9.045122,14.649038,8.449892,15.923805,9.820398,16.193607,9.914602,17.225483,0,0.00094,0.00066,0.00065,0.00083,0.00094,0.00085,0.00069,0.00056,1.10567,0.09817,3.27624,,
0.323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.271576,89.620277,75.035851,106.134621,5.868304,5.049578,5.327145,4.103512,17.541563,4.470531,1,0,20.652884,5.913582,14.424449,0.000000,0,0,18.001448,0,3.736377,6.289606,15.268780,8.020862,20.951136,7.887880,14.621399,8.274627,14.328108,9.049757,14.654380,8.449182,15.926469,9.821619,16.195284,9.916759,17.227295,0,0.00096,0.00066,0.00066,0.00083,0.00091,0.00084,0.00068,0.00054,1.08752,0.09835,3.27640,,
0.324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.514282,90.867043,74.738914,105.896721,5.785625,5.055255,5.329956,4.105169,17.542080,4.473814,1,0,20.639950,5.909294,14.415192,0.000000,0,0,17.989698,0,3.736235,6.297095,15.300223,8.016390,20.943029,7.892573,14.602343,8.287240,14.317446,9.056369,14.661550,8.447911,15.929112,9.822991,16.196686,9.918844,17.228415,0,0.00101,0.00068,0.00068,0.00085,0.00090,0.00084,0.00072,0.00054,1.06993,0.09877,3.27686,,
