"Time","60 right DS","59 left DS","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","30 HRy (cm)","v1 xCoM","v3 L COP","v2 R COP","3 Platform","2 Trdml"
0.256,1,1,7.221077,5.559876,4.992881,4.135840,5.858574,6.596742,4.564085,1.46368,0.09847
0.257,1,1,7.010750,5.566915,4.995091,4.136044,5.857375,6.594345,4.564951,1.46761,0.09842
0.258,1,1,6.800423,5.573953,4.997302,4.136247,5.856175,6.593170,4.566550,1.47298,0.09848
0.259,1,1,6.590520,5.580948,4.999142,4.136495,5.854876,6.592086,4.567666,1.47397,0.09848
0.260,1,1,6.389047,5.587090,4.993649,4.137615,5.851589,6.591606,4.565554,1.47552,0.09819
0.261,1,1,6.187573,5.593231,4.988156,4.138735,5.848302,6.591249,4.563422,1.48013,0.09803
0.262,1,1,5.986100,5.599372,4.982662,4.139854,5.845015,6.591715,4.561163,1.48347,0.09828
0.263,1,1,5.783366,5.605463,4.977244,4.140886,5.841641,6.592314,4.559302,1.48418,0.09841
0.264,1,1,5.555641,5.610559,4.973313,4.140160,5.836530,6.593796,4.560099,1.48337,0.09813
0.265,1,1,5.327917,5.615656,4.969381,4.139433,5.831419,6.595151,4.560147,1.48788,0.09791
0.266,1,1,5.100192,5.620752,4.965450,4.138708,5.826308,6.595659,4.555185,1.48405,0.09822
0.267,1,1,4.872242,5.625831,4.960707,4.136783,5.821145,6.595853,4.548347,1.48586,0.09824
0.268,1,1,4.639827,5.630564,4.939861,4.111098,5.814948,6.593957,4.528944,1.48260,0.09775
0.269,1,1,4.407411,5.635296,4.919016,4.085412,5.808751,6.592236,4.508610,1.48228,0.09760
0.270,1,1,4.174995,5.640029,4.898171,4.059726,5.802553,6.591686,4.482049,1.48009,0.09794
0.271,1,1,3.940107,5.644726,4.877611,4.034073,5.796331,6.591781,4.455893,1.47647,0.09785
0.272,1,1,3.656185,5.648725,4.862704,4.009061,5.789620,6.596192,4.432440,1.47137,0.09764
0.273,1,1,3.372263,5.652723,4.847796,3.984048,5.782908,6.600777,4.409826,1.46863,0.09751
0.274,1,1,3.088341,5.656721,4.832889,3.959036,5.776197,6.606526,4.392828,1.46376,0.09782
0.275,1,1,2.803658,5.660614,4.818146,3.935202,5.769477,6.611873,4.376797,1.45760,0.09778
0.276,1,1,2.503864,5.662410,4.806657,3.934739,5.762579,6.614520,4.367241,1.45297,0.09763
0.277,1,1,2.204070,5.664206,4.795167,3.934276,5.755682,6.616910,4.358546,1.44960,0.09740
0.278,1,1,1.904276,5.666002,4.783679,3.933812,5.748784,6.617579,4.355609,1.44107,0.09767
0.279,1,1,1.605659,5.667776,4.772854,3.933348,5.741886,6.618271,4.353256,1.42902,0.09783
0.280,1,1,1.330398,5.669102,4.775215,3.932872,5.734979,6.619113,4.354820,1.42078,0.09761
0.281,1,1,1.055136,5.670427,4.777575,3.932395,5.728072,6.619938,4.356236,1.41319,0.09728
0.282,1,1,0.779874,5.671753,4.779936,3.931918,5.721165,6.620643,4.356661,1.40521,0.09769
0.283,1,1,0.507555,5.672977,4.781835,3.931419,5.714262,6.621238,4.356391,1.39729,0.09786
0.284,1,1,0.293597,5.672198,4.774584,3.930473,5.707430,6.621092,4.351478,1.38786,0.09761
0.285,1,1,0.079639,5.671418,4.767332,3.929526,5.700598,6.620915,4.346758,1.37706,0.09762
0.286,1,1,-0.134320,5.670638,4.760081,3.928580,5.693767,6.620526,4.343335,1.36290,0.09800
0.287,1,1,-0.344176,5.669842,4.752951,3.928798,5.686947,6.620215,4.341103,1.34631,0.09791
0.288,1,1,-0.472676,5.668734,4.748229,3.952106,5.680356,6.620428,4.346846,1.33653,0.09761
0.289,1,1,-0.601176,5.667625,4.743506,3.975415,5.673765,6.620748,4.353443,1.32439,0.09757
0.290,1,1,-0.729676,5.666516,4.738784,3.998723,5.667174,6.621794,4.365757,1.31233,0.09768
0.291,1,1,-0.855799,5.665423,4.734228,4.021976,5.660593,6.622923,4.378195,1.29929,0.09769
0.292,1,1,-0.934760,5.664626,4.732943,4.044137,5.654191,6.624607,4.391460,1.28748,0.09746
0.293,1,1,-1.013721,5.663829,4.731658,4.066297,5.647790,6.626199,4.404047,1.27248,0.09707
0.294,1,1,-1.092683,5.663032,4.730374,4.088457,5.641389,6.627173,4.412096,1.24834,0.09719
0.295,1,1,-1.169443,5.662214,4.728933,4.109444,5.635009,6.627892,4.418924,1.23279,0.09731
0.296,1,1,-1.202556,5.660969,4.724380,4.107172,5.629036,6.626901,4.417582,1.21765,0.09718
0.297,1,1,-1.235669,5.659725,4.719826,4.104901,5.623063,6.625734,4.415740,1.20303,0.09659
0.298,1,1,-1.268782,5.658481,4.715273,4.102630,5.617090,6.623401,4.410559,1.18866,0.09661
0.299,1,1,-1.301439,5.657210,4.710925,4.100372,5.611146,6.621030,4.405747,1.16791,0.09682
0.300,1,1,-1.325052,5.655426,4.710647,4.098376,5.605771,6.618413,4.403409,1.14662,0.09677
0.301,1,1,-1.348665,5.653641,4.710370,4.096380,5.600395,6.615838,4.401360,1.12183,0.09654
0.302,1,1,-1.372279,5.651856,4.710092,4.094385,5.595019,6.613539,4.401247,1.10493,0.09644
0.303,1,1,-1.395905,5.650094,4.709843,4.092377,5.589673,6.611326,4.401112,1.08688,0.09678
0.304,1,1,-1.419789,5.648769,4.710169,4.090137,5.584899,6.609690,4.400830,1.06903,0.09692
0.305,1,1,-1.443673,5.647446,4.710494,4.087896,5.580125,6.608109,4.400385,1.05092,0.09681
0.306,1,1,-1.467557,5.646122,4.710820,4.085656,5.575352,6.606896,4.398856,1.03253,0.09672
0.307,1,1,-1.492068,5.644806,4.710902,4.083392,5.570601,6.605706,4.397107,1.00720,0.09714
0.308,1,1,-1.528998,5.643640,4.706152,4.080674,5.566294,6.604659,4.393886,0.97670,0.09743
0.309,1,1,-1.565928,5.642473,4.701404,4.077955,5.561986,6.603683,4.390542,0.95587,0.09727
0.310,1,1,-1.602858,5.641307,4.696654,4.075236,5.557680,6.603192,4.386371,0.93492,0.09723
0.311,1,1,-1.640318,5.640110,4.691916,4.072521,5.553373,6.602809,4.382210,0.91542,0.09763
0.312,1,1,-1.688300,5.638318,4.687375,4.069876,5.549082,6.603146,4.378122,0.89621,0.09780
0.313,1,1,-1.736282,5.636524,4.682833,4.067231,5.544790,6.603449,4.374153,0.87421,0.09741
0.314,1,1,-1.784263,5.634731,4.678292,4.064587,5.540498,6.603524,4.370979,0.84743,0.09761
0.315,1,1,-1.832554,5.632927,4.673949,4.061904,5.536200,6.603434,4.367974,0.80869,0.09797
0.316,1,1,-1.886976,5.630914,4.673524,4.058481,5.531764,6.602237,4.366099,0.78709,0.09785
0.317,1,1,-1.941397,5.628901,4.673099,4.055058,5.527327,6.601020,4.364213,0.76544,0.09755
0.318,1,1,-1.995819,5.626888,4.672674,4.051636,5.522891,6.599659,4.362251,0.74240,0.09785
0.319,1,1,-2.051034,5.624861,4.672110,4.048199,5.518431,6.598417,4.360103,0.72331,0.09816
0.320,1,1,-2.121988,5.622541,4.668771,4.044481,5.513506,6.597970,4.356716,0.69559,0.09815
0.321,1,1,-2.192943,5.620222,4.665433,4.040762,5.508580,6.597414,4.353294,0.66827,0.09812
0.322,1,1,-2.263897,5.617903,4.662095,4.037044,5.503655,6.596123,4.349643,0.62907,0.09843
0.323,1,1,-2.334183,5.615587,4.658880,4.033339,5.498701,6.594500,4.346145,0.60513,0.09868
0.324,1,1,-2.391223,5.613341,4.658122,4.029890,5.493176,6.590648,4.343671,0.57974,0.09864
0.325,1,1,-2.448262,5.611095,4.657364,4.026440,5.487652,6.586735,4.341286,0.55910,0.09878
0.326,1,1,-2.505301,5.608850,4.656606,4.022991,5.482127,6.582410,4.339499,0.53418,0.09919
0.327,1,1,-2.563004,5.606600,4.655835,4.019546,5.476563,6.578345,4.337685,0.50951,0.09930
0.328,1,1,-2.633884,5.604270,4.654816,4.016184,5.470212,6.576028,4.335702,0.46077,0.09902
0.329,1,1,-2.704764,5.601939,4.653798,4.012822,5.463861,6.573895,4.333670,0.43466,0.09940
0.330,1,1,-2.775644,5.599608,4.652779,4.009460,5.457510,6.572990,4.331303,0.41109,0.09960
0.331,1,1,-2.846348,5.597207,4.651677,4.006100,5.451119,6.572077,4.328885,0.38609,0.09935
0.332,1,1,-2.913565,5.593405,4.648915,4.002769,5.443936,6.571102,4.326120,0.36375,0.09911
0.333,1,1,-2.980781,5.589603,4.646152,3.999440,5.436754,6.569913,4.323287,0.33630,0.09949
0.334,1,1,-3.047998,5.585801,4.643391,3.996110,5.429572,6.567298,4.320004,0.30252,0.09955
0.335,1,1,-3.115425,5.582050,4.640559,3.992791,5.422355,6.564333,4.316654,0.25949,0.09900
0.336,1,1,-3.187015,5.579319,4.636344,3.989703,5.414459,6.559029,4.312866,0.23445,0.09903
0.337,1,1,-3.258605,5.576589,4.632130,3.986615,5.406563,6.553557,4.309111,0.21080,0.09932
0.338,1,1,-3.330195,5.573858,4.627915,3.983526,5.398667,6.546969,4.305573,0.18364,0.09908
0.339,1,1,-3.403206,5.571093,4.623847,3.980455,5.390744,6.540485,4.302171,0.15788,0.09866
0.340,1,1,-3.504397,5.567645,4.622691,3.977709,5.382280,6.534698,4.299671,0.13313,0.09878
0.341,1,1,-3.605589,5.564198,4.621534,3.974963,5.373817,6.529278,4.297303,0.09772,0.09890
0.342,1,1,-3.706780,5.560750,4.620377,3.972218,5.365354,6.526311,4.295817,0.05510,0.09882
0.343,1,1,-3.808800,5.557280,4.619334,3.969442,5.356873,6.523828,4.294414,0.02814,0.09859
0.344,1,1,-3.927244,5.553336,4.620556,3.966076,5.348056,6.524588,4.293554,0.00426,0.09880
0.345,1,1,-4.045688,5.549392,4.621778,3.962710,5.339239,6.525309,4.292644,-0.02397,0.09907
0.346,1,1,-4.164133,5.545448,4.623001,3.959344,5.330421,6.525764,4.291393,-0.04770,0.09898
0.347,1,1,-4.284198,5.541481,4.624104,3.955978,5.321579,6.525694,4.289995,-0.08177,0.09891
0.348,1,1,-4.436406,5.537058,4.622850,3.952617,5.312239,6.522108,4.287609,-0.12482,0.09922
0.349,1,1,-4.588614,5.532634,4.621597,3.949256,5.302899,6.518506,4.285241,-0.15523,0.09933
0.350,1,1,-4.740821,5.528211,4.620343,3.945895,5.293559,6.514794,4.282998,-0.17601,0.09902
0.351,1,1,-4.892590,5.523743,4.619133,3.942528,5.284198,6.511548,4.280907,-0.20535,0.09883
0.352,1,1,-5.035649,5.518389,4.618787,3.939040,5.274430,6.511425,4.279831,-0.22746,0.09913
0.353,1,1,-5.178707,5.513036,4.618441,3.935553,5.264661,6.510860,4.278554,-0.26184,0.09904
0.354,1,1,-5.321766,5.507683,4.618095,3.932065,5.254893,6.507345,4.275929,-0.30579,0.09851
0.355,1,1,-5.464119,5.502304,4.617268,3.928567,5.245112,6.502542,4.272780,-0.33092,0.09859
0.356,1,1,-5.592488,5.496415,4.606894,3.924841,5.235085,6.489125,4.266118,-0.35786,0.09892
0.357,1,1,-5.720856,5.490526,4.596519,3.921115,5.225058,6.475629,4.259361,-0.38120,0.09877
0.358,1,1,-5.849225,5.484638,4.586144,3.917390,5.215031,6.461603,4.251975,-0.40590,0.09853
0.359,1,1,-5.976169,5.478734,4.576123,3.913646,5.204988,6.448836,4.244984,-0.43538,0.09900
0.360,1,1,-6.074862,5.472549,4.573108,3.909537,5.194628,6.444492,4.240642,-0.48013,0.09912
0.361,1,1,-6.173555,5.466363,4.570093,3.905429,5.184268,6.440703,4.236488,-0.50395,0.09895
0.362,1,1,-6.272248,5.460177,4.567078,3.901320,5.173908,6.440628,4.233593,-0.53049,0.09900
0.363,1,1,-6.369205,5.453971,4.564001,3.897221,5.163561,6.440084,4.230568,-0.55487,0.09923
0.364,1,1,-6.431740,5.447364,4.559696,3.893301,5.153468,6.436410,4.226676,-0.57591,0.09939
0.365,1,1,-6.494275,5.440757,4.555391,3.889381,5.143374,6.432412,4.222730,-0.60170,0.09911
0.366,1,1,-6.556810,5.434150,4.551086,3.885461,5.133280,6.426250,4.218429,-0.64288,0.09921
0.367,1,1,-6.620012,5.427520,4.546744,3.881571,5.123219,6.420146,4.214197,-0.67377,0.09944
0.368,1,1,-6.696433,5.420431,4.541672,3.878287,5.113805,6.414430,4.210434,-0.69316,0.09949
0.369,1,1,-6.772853,5.413341,4.536601,3.875002,5.104391,6.408731,4.206572,-0.71729,0.09926
0.370,1,1,-6.849274,5.406251,4.531529,3.871718,5.094977,6.403153,4.202044,-0.74048,0.09962
0.371,1,1,-6.925776,5.399180,4.526246,3.868405,5.085610,6.397484,4.197254,-0.75941,0.09981
0.372,1,1,-7.003896,5.392474,4.516767,3.864537,5.077176,6.391208,4.190701,-0.79010,0.09959
0.373,1,1,-7.082015,5.385767,4.507288,3.860668,5.068741,6.384961,4.184119,-0.82809,0.09966
0.374,1,1,-7.160134,5.379061,4.497810,3.856800,5.060307,6.378908,4.177339,-0.84903,0.09999
0.375,1,1,-7.237741,5.372358,4.488517,3.852990,5.051916,6.373032,4.170802,-0.87077,0.09992
0.376,1,1,-7.305173,5.365725,4.482895,3.850343,5.044382,6.368341,4.165896,-0.88857,0.09940
0.377,1,1,-7.372606,5.359091,4.477274,3.847695,5.036849,6.363813,4.161176,-0.91125,0.09962
0.378,1,1,-7.440039,5.352458,4.471652,3.845048,5.029315,6.360377,4.157698,-0.93721,0.09978
0.379,1,1,-7.504982,5.345710,4.466185,3.842452,5.021822,6.357060,4.154303,-0.97150,0.09939
0.380,1,1,-7.520551,5.336700,4.463775,3.840875,5.015144,6.354534,4.151466,-0.99040,0.09908
0.381,1,1,-7.536120,5.327691,4.461365,3.839299,5.008467,6.352149,4.148831,-1.01028,0.09943
0.382,1,1,-7.551690,5.318681,4.458955,3.837722,5.001790,6.350707,4.147552,-1.02808,0.09934
0.383,1,1,-7.563694,5.309721,4.456740,3.836215,4.995147,6.349407,4.146563,-1.04514,0.09911
0.384,1,1,-7.504980,5.301732,4.458395,3.836088,4.989195,6.349070,4.147521,-1.06813,0.09918
0.385,1,1,-7.446267,5.293743,4.460051,3.835961,4.983243,6.348704,4.148432,-1.09938,0.09947
0.386,1,1,-7.387554,5.285754,4.461707,3.835834,4.977291,6.348146,4.149038,-1.11745,0.09946
0.387,1,1,-7.326889,5.277830,4.463106,3.835668,4.971368,6.347433,4.149283,-1.13469,0.09928
0.388,1,1,-7.227498,5.271189,4.459422,3.834736,4.966024,6.345678,4.147116,-1.15097,0.09953
0.389,1,1,-7.128107,5.264547,4.455738,3.833803,4.960680,6.344073,4.144914,-1.16600,0.09975
0.390,1,1,-7.028716,5.257906,4.452053,3.832871,4.955336,6.343460,4.142480,-1.18735,0.09956
0.391,1,1,-6.928145,5.251270,4.448572,3.832000,4.950035,6.343242,4.140379,-1.21143,0.09932
0.392,1,1,-6.804168,5.244723,4.449115,3.832348,4.945594,6.345662,4.140513,-1.22783,0.09968
0.393,1,1,-6.680190,5.238176,4.449657,3.832696,4.941154,6.347908,4.140722,-1.24126,0.09984
0.394,1,1,-6.556212,5.231629,4.450200,3.833045,4.936713,6.348999,4.141438,-1.25449,0.09948
0.395,1,1,-6.433854,5.225091,4.450536,3.833405,4.932318,6.349369,4.141902,-1.26750,0.09954
0.396,1,1,-6.343602,5.218749,4.446768,3.834005,4.928834,6.344926,4.140686,-1.28564,0.09992
0.397,1,1,-6.253351,5.212405,4.443001,3.834605,4.925351,6.340352,4.139380,-1.30713,0.09980
0.398,1,1,-6.163100,5.206062,4.439234,3.835206,4.921867,6.334901,4.137481,-1.31978,0.09942
0.399,1,1,-6.073576,5.199737,4.435632,3.835775,4.918437,6.329993,4.135736,-1.33052,0.09980
0.400,1,1,-5.998492,5.193766,4.435323,3.835730,4.916075,6.328721,4.135019,-1.34172,0.09997
0.401,1,1,-5.923408,5.187794,4.435013,3.835684,4.913713,6.327603,4.134431,-1.35349,0.09952
0.402,1,1,-5.848323,5.181823,4.434703,3.835639,4.911350,6.327528,4.134713,-1.36224,0.09954
0.403,1,1,-5.774216,5.175881,4.434520,3.835566,4.909039,6.327086,4.135044,-1.38345,0.09981
0.404,1,1,-5.719483,5.170506,4.436834,3.834957,4.907761,6.324193,4.135701,-1.39049,0.09971
0.405,1,1,-5.664752,5.165133,4.439148,3.834347,4.906482,6.321162,4.136405,-1.39983,0.09933
0.406,1,1,-5.610020,5.159758,4.441463,3.833738,4.905204,6.317206,4.137423,-1.40826,0.09962
0.407,1,1,-5.555180,5.154377,4.443668,3.833265,4.903944,6.313493,4.138486,-1.41646,0.09973
0.408,1,1,-5.498210,5.148878,4.443708,3.835493,4.903049,6.311405,4.139855,-1.42229,0.09965
0.409,1,1,-5.441241,5.143379,4.443748,3.837721,4.902153,6.309674,4.141167,-1.43596,0.09935
0.410,1,1,-5.384271,5.137879,4.443787,3.839949,4.901258,6.310336,4.142104,-1.44275,0.09948
0.411,1,1,-5.325585,5.132401,4.443703,3.842153,4.900362,6.311321,4.142894,-1.44757,0.09963
0.412,1,1,-5.232865,5.127347,4.441156,3.843884,4.899440,6.314480,4.142708,-1.45334,0.09938
0.413,1,1,-5.140145,5.122294,4.438611,3.845616,4.898519,6.317605,4.142468,-1.45622,0.09905
0.414,1,1,-5.047425,5.117240,4.436064,3.847347,4.897597,6.320510,4.141871,-1.46249,0.09926
0.415,1,1,-4.953137,5.112157,4.433614,3.849008,4.896672,6.323050,4.141331,-1.47012,0.09942
0.416,1,1,-4.827752,5.106476,4.433066,3.849249,4.895677,6.323144,4.141160,-1.47208,0.09908
0.417,1,1,-4.702366,5.100795,4.432518,3.849490,4.894682,6.323071,4.140994,-1.47554,0.09895
0.418,1,1,-4.576980,5.095113,4.431970,3.849731,4.893687,6.321871,4.140856,-1.47919,0.09940
0.419,1,1,-4.450659,5.089502,4.431446,3.849963,4.892700,6.320771,4.140672,-1.47957,0.09934
0.420,1,1,-4.305790,5.085283,4.431401,3.850008,4.891862,6.320333,4.140185,-1.47942,0.09888
0.421,1,1,-4.160921,5.081064,4.431356,3.850054,4.891025,6.319903,4.139815,-1.47925,0.09925
0.422,1,1,-4.016052,5.076844,4.431312,3.850099,4.890187,6.319518,4.140227,-1.48015,0.09959
0.423,1,1,-3.873325,5.072708,4.431396,3.850234,4.889358,6.318983,4.140888,-1.48065,0.09929
0.424,1,1,-3.773082,5.070214,4.434014,3.852134,4.888707,6.317437,4.143223,-1.47833,0.09942
0.425,1,1,-3.672840,5.067720,4.436634,3.854033,4.888055,6.315747,4.145541,-1.47701,0.09991
0.426,1,1,-3.572597,5.065227,4.439252,3.855933,4.887404,6.313088,4.147741,-1.47589,0.09983
0.427,1,1,-3.474939,5.062699,4.441665,3.857744,4.886756,6.310379,4.149636,-1.46866,0.09971
0.428,1,1,-3.428545,5.059504,4.439991,3.857791,4.886184,6.307333,4.149496,-1.46591,0.10019
0.429,1,1,-3.382150,5.056308,4.438317,3.857837,4.885612,6.304523,4.149193,-1.46373,0.10031
0.430,1,1,-3.335755,5.053112,4.436643,3.857884,4.885040,6.303290,4.147805,-1.45680,0.10005
0.431,1,1,-3.290251,5.049898,4.434961,3.857964,4.884471,6.302503,4.146476,-1.45134,0.10041
0.432,1,1,-3.262413,5.046307,4.433132,3.858708,4.883970,6.304709,4.145544,-1.44872,0.10058
0.433,1,1,-3.234575,5.042716,4.431302,3.859452,4.883470,6.306993,4.144706,-1.44203,0.10053
0.434,1,1,-3.206737,5.039124,4.429473,3.860196,4.882970,6.309799,4.144494,-1.42961,0.10055
0.435,1,1,-3.178393,5.035544,4.427674,3.861028,4.882468,6.312265,4.144359,-1.42178,0.10073
0.436,1,1,-3.140008,5.032189,4.426489,3.863600,4.881946,6.312458,4.144742,-1.41478,0.10077
0.437,1,1,-3.101622,5.028833,4.425304,3.866172,4.881423,6.312416,4.145201,-1.40825,0.10037
0.438,1,1,-3.063237,5.025477,4.424119,3.868744,4.880900,6.310807,4.146157,-1.40004,0.10023
0.439,1,1,-3.023793,5.022128,4.422987,3.871330,4.880388,6.309196,4.147175,-1.39050,0.10036
0.440,1,1,-2.963359,5.018908,4.422918,3.874192,4.880091,6.307582,4.148608,-1.37225,0.10026
0.441,1,1,-2.902925,5.015687,4.422849,3.877054,4.879793,6.306113,4.150033,-1.36188,0.09971
0.442,1,1,-2.842491,5.012466,4.422781,3.879917,4.879496,6.305614,4.151399,-1.35294,0.09970
0.443,1,1,-2.783332,5.009305,4.422737,3.882704,4.879207,6.305319,4.152699,-1.34300,0.09990
0.444,1,1,-2.749477,5.007308,4.423192,3.884017,4.879094,6.306402,4.153553,-1.33136,0.09966
0.445,1,1,-2.715621,5.005312,4.423648,3.885329,4.878980,6.307483,4.154413,-1.31870,0.09909
0.446,1,1,-2.681766,5.003316,4.424103,3.886641,4.878867,6.308545,4.155322,-1.30363,0.09938
0.447,1,1,-2.649256,5.001308,4.424600,3.887991,4.878764,6.309378,4.156318,-1.28374,0.09951
0.448,1,1,-2.643432,4.999087,4.425915,3.890096,4.878865,6.308675,4.157902,-1.26747,0.09923
0.449,1,1,-2.637609,4.996866,4.427230,3.892201,4.878967,6.307776,4.159517,-1.25418,0.09916
0.450,1,1,-2.631785,4.994645,4.428545,3.894307,4.879068,6.305568,4.161335,-1.24100,0.09950
0.451,1,1,-2.625235,4.992386,4.429881,3.896371,4.879202,6.303321,4.163112,-1.23331,0.09952
0.452,1,1,-2.604291,4.989361,4.431619,3.897619,4.879970,6.300811,4.164611,-1.20801,0.09923
0.453,1,1,-2.583348,4.986337,4.433357,3.898868,4.880738,6.298640,4.166110,-1.18442,0.09950
0.454,1,1,-2.562404,4.983313,4.435094,3.900117,4.881506,6.298735,4.167596,-1.16284,0.09975
0.455,1,1,-2.540074,4.980276,4.436853,3.901356,4.882317,6.299444,4.169124,-1.15236,0.09965
0.456,1,1,-2.490245,4.976979,4.439028,3.902411,4.883958,6.304265,4.170927,-1.13422,0.09978
0.457,1,1,-2.440415,4.973682,4.441203,3.903466,4.885600,6.309230,4.172685,-1.11861,0.10008
0.458,1,1,-2.390586,4.970385,4.443378,3.904521,4.887241,6.315164,4.174142,-1.09955,0.10018
0.459,1,1,-2.338395,4.967152,4.445483,3.905585,4.888919,6.320707,4.175489,-1.07591,0.10007
0.460,1,1,-2.239377,4.965179,4.446201,3.906837,4.891323,6.323632,4.176105,-1.04733,0.10038
0.461,1,1,-2.140359,4.963208,4.446919,3.908089,4.893726,6.326283,4.176809,-1.02843,0.10055
0.462,1,1,-2.041340,4.961236,4.447637,3.909341,4.896131,6.327097,4.178104,-1.00679,0.10033
0.463,1,1,-1.941181,4.959303,4.448579,3.910595,4.898561,6.327882,4.179663,-0.98811,0.10031
0.464,1,1,-1.818388,4.958139,4.453961,3.911904,4.901532,6.328475,4.182989,-0.97197,0.10054
0.465,1,1,-1.695595,4.956975,4.459343,3.913213,4.904503,6.329036,4.186321,-0.95253,0.10056
0.466,1,1,-1.572802,4.955812,4.464726,3.914522,4.907474,6.329391,4.189688,-0.92447,0.10024
0.467,1,1,-1.449461,4.954621,4.469781,3.915881,4.910464,6.329725,4.192768,-0.89015,0.10039
0.468,1,1,-1.315262,4.952907,4.468348,3.918239,4.913845,6.329916,4.193932,-0.87463,0.10057
0.469,1,1,-1.181062,4.951193,4.466914,3.920597,4.917225,6.330468,4.194927,-0.84990,0.10021
0.470,1,1,-1.046862,4.949479,4.465480,3.922955,4.920605,6.333429,4.194791,-0.82820,0.09993
0.471,1,1,-0.911688,4.947803,4.464060,3.925347,4.924020,6.337017,4.194701,-0.80537,0.10029
0.472,1,1,-0.757200,4.946892,4.462903,3.928417,4.928119,6.344805,4.194915,-0.78313,0.10025
0.473,1,1,-0.602713,4.945980,4.461747,3.931486,4.932218,6.352499,4.195308,-0.73805,0.09971
0.474,1,1,-0.448225,4.945069,4.460590,3.934556,4.936317,6.359560,4.196892,-0.72388,0.09979
0.475,1,1,-0.293870,4.944212,4.459690,3.937568,4.940460,6.365805,4.198695,-0.69255,0.10005
0.476,1,1,-0.142149,4.944438,4.463875,3.939444,4.945477,6.366580,4.201956,-0.67061,0.09987
0.477,1,1,0.009572,4.944665,4.468060,3.941320,4.950493,6.367080,4.205162,-0.64900,0.09954
0.478,1,1,0.161294,4.944892,4.472246,3.943196,4.955509,6.365732,4.208001,-0.62466,0.09989
0.479,1,1,0.312034,4.945141,4.476159,3.945097,4.960575,6.364645,4.210541,-0.59459,0.09994
0.480,1,1,0.443313,4.945835,4.474671,3.947511,4.966622,6.365309,4.211076,-0.55255,0.09966
0.481,1,1,0.574592,4.946528,4.473183,3.949925,4.972669,6.365145,4.211593,-0.52960,0.09970
0.482,1,1,0.705871,4.947222,4.471695,3.952338,4.978715,6.359437,4.211990,-0.50523,0.09982
0.483,1,1,0.835159,4.947962,4.470503,3.954729,4.984807,6.351911,4.212690,-0.48135,0.09979
0.484,1,1,0.924943,4.949607,4.475173,3.956665,4.991783,6.332211,4.215427,-0.45857,0.09953
0.485,1,1,1.014728,4.951252,4.479844,3.958601,4.998760,6.312235,4.218300,-0.43234,0.09960
0.486,1,1,1.104512,4.952897,4.484514,3.960536,5.005736,6.290404,4.222088,-0.40039,0.09981
0.487,1,1,1.193002,4.954519,4.489165,3.962357,5.012747,6.269964,4.225746,-0.35851,0.09974
0.488,1,1,1.255815,4.955673,4.493425,3.961893,5.020449,6.258834,4.228538,-0.33087,0.09944
0.489,1,1,1.318629,4.956827,4.497685,3.961430,5.028151,6.248095,4.231116,-0.30687,0.09968
0.490,1,1,1.381442,4.957982,4.501946,3.960966,5.035852,6.239977,4.232255,-0.27760,0.09990
0.491,1,1,1.446230,4.959133,4.506080,3.960456,5.043595,6.231303,4.233205,-0.25494,0.09969
