"Time","51 right DS","50 left DS","v3 R COP","v2 L COP","v1 xCoM","3 Platform","2 Trdml","1 Synch"
1.504,1,1,5.400612,6.722958,6.494163,-1.48079,0.09601,3.27739
1.505,1,1,5.405522,6.723159,6.492729,-1.48010,0.09621,3.27762
1.506,1,1,5.410269,6.723793,6.491395,-1.48018,0.09630,3.27774
1.507,1,1,5.414884,6.724780,6.490143,-1.47995,0.09606,3.27774
1.508,1,1,5.419394,6.718453,6.489063,-1.47995,0.09579,3.27771
1.509,1,1,5.423821,6.706142,6.488124,-1.47934,0.09599,3.27763
1.510,1,1,5.428076,6.693197,6.486979,-1.47995,0.09627,3.27748
1.511,1,1,5.432191,6.679734,6.485666,-1.48132,0.09620,3.27725
1.512,1,1,5.436045,6.673325,6.483799,-1.48033,0.09610,3.27717
1.513,1,1,5.439685,6.672687,6.481479,-1.47705,0.09620,3.27724
1.514,1,1,5.443043,6.672908,6.478957,-1.47934,0.09643,3.27714
1.515,1,1,5.446169,6.673833,6.476270,-1.48094,0.09651,3.27684
1.516,1,1,5.449020,6.668158,6.473813,-1.47980,0.09638,3.27657
1.517,1,1,5.451644,6.657084,6.471542,-1.47911,0.09634,3.27634
1.518,1,1,5.454035,6.643994,6.469383,-1.47881,0.09668,3.27660
1.519,1,1,5.456236,6.629255,6.467313,-1.48392,0.09686,3.27744
1.520,1,1,5.458257,6.619277,6.465145,-1.47957,0.09668,3.27761
1.521,1,1,5.460130,6.613192,6.462896,-1.47903,0.09663,3.27700
1.522,1,1,5.461866,6.613158,6.460626,-1.47789,0.09703,3.27702
1.523,1,1,5.463491,6.618074,6.458339,-1.47942,0.09715,3.27779
1.524,1,1,5.465024,6.627766,6.456210,-1.47987,0.09695,3.27792
1.525,1,1,5.466483,6.641364,6.454210,-1.48125,0.09696,3.27731
1.526,1,1,5.467909,6.653862,6.452630,-1.47842,0.09724,3.27691
1.527,1,1,5.469309,6.665461,6.451393,-1.47949,0.09730,3.27675
1.528,1,1,5.470725,6.671015,6.450803,-1.48010,0.09717,3.27709
1.529,1,1,5.472153,6.671624,6.450745,-1.47949,0.09707,3.27801
1.530,1,1,5.473572,6.671332,6.451304,-1.48102,0.09727,3.27819
1.531,1,1,5.474983,6.670304,6.452369,-1.47926,0.09745,3.27750
1.532,1,1,5.476342,6.674638,6.453962,-1.47903,0.09736,3.27724
1.533,1,1,5.477657,6.683359,6.455986,-1.47903,0.09724,3.27746
1.534,1,1,5.478884,6.695874,6.458498,-1.47942,0.09752,3.27731
1.535,1,1,5.480038,6.711491,6.461408,-1.47812,0.09777,3.27670
1.536,1,1,5.481072,6.727178,6.464715,-1.47934,0.09765,3.27626
1.537,1,1,5.482008,6.742920,6.468349,-1.47850,0.09763,3.27603
1.538,1,1,5.482810,6.755282,6.472004,-1.48071,0.09798,3.27608
1.539,1,1,5.483503,6.764878,6.475678,-1.47995,0.09798,3.27647
1.540,1,1,5.484069,6.769267,6.479008,-1.47850,0.09765,3.27678
1.541,1,1,5.484530,6.769396,6.482057,-1.47873,0.09759,3.27701
1.542,1,1,5.484943,6.769486,6.484807,-1.48094,0.09779,3.27706
1.543,1,1,5.485315,6.769545,6.487312,-1.48010,0.09775,3.27691
1.544,1,1,5.485729,6.774970,6.489604,-1.47949,0.09764,3.27679
1.545,1,1,5.486178,6.784785,6.491721,-1.48018,0.09743,3.27671
1.546,1,1,5.486728,6.797490,6.493366,-1.47942,0.09752,3.27685
1.547,1,1,5.487360,6.812559,6.494623,-1.47919,0.09772,3.27723
1.548,1,1,5.488119,6.826698,6.495124,-1.48270,0.09757,3.27768
1.549,1,1,5.488981,6.840075,6.495007,-1.47987,0.09734,3.27821
1.550,1,1,5.489879,6.852709,6.494175,-1.48193,0.09746,3.27840
1.551,1,1,5.490807,6.864734,6.492759,-1.47888,0.09763,3.27817
1.552,1,1,5.491669,6.877079,6.490820,-1.48033,0.09747,3.27784
1.553,1,1,5.492479,6.889688,6.488453,-1.48010,0.09703,3.27738
1.554,1,1,5.493225,6.902543,6.486007,-1.48109,0.09710,3.27706
1.555,1,1,5.493919,6.915601,6.483497,-1.48003,0.09727,3.27691
1.556,1,1,5.494593,6.928593,6.481300,-1.48018,0.09706,3.27682
1.557,1,1,5.495251,6.941531,6.479362,-1.47926,0.09685,3.27682
1.558,1,1,5.496005,6.954466,6.477571,-1.48056,0.09672,3.27697
1.559,1,1,5.496836,6.967398,6.475903,-1.47987,0.09680,3.27727
1.560,1,1,5.497860,6.980472,6.474216,-1.47774,0.09688,3.27740
1.561,1,1,5.499043,6.993663,6.472512,-1.47942,0.09676,3.27732
1.562,1,1,5.500348,7.007036,6.471321,-1.47957,0.09662,3.27721
1.563,1,1,5.501753,7.020558,6.470547,-1.48033,0.09681,3.27706
1.564,1,1,5.503196,7.034196,6.470707,-1.47842,0.09706,3.27698
1.565,1,1,5.504667,7.047929,6.471631,-1.47942,0.09696,3.27698
1.566,1,1,5.506234,7.061356,6.472529,-1.48003,0.09676,3.27691
1.567,1,1,5.507877,7.074532,6.473406,-1.47972,0.09692,3.27675
1.568,1,1,5.509691,7.087185,6.473163,-1.48003,0.09707,3.27674
1.569,1,1,5.511644,7.099410,6.472004,-1.48033,0.09688,3.27690
1.570,1,1,5.513737,7.112267,6.469791,-1.47987,0.09669,3.27722
1.571,1,1,5.515944,7.125643,6.466717,-1.48018,0.09664,3.27776
1.572,1,1,5.518242,7.140194,6.462930,-1.47942,0.09683,3.27776
1.573,1,1,5.520613,7.155708,6.458560,-1.47926,0.09694,3.27715
1.574,1,1,5.523072,7.168407,6.453580,-1.48003,0.09677,3.27668
1.575,1,1,5.525602,7.178802,6.448101,-1.47987,0.09674,3.27638
1.576,1,1,5.528196,7.183208,6.442251,-1.47919,0.09705,3.27639
1.577,1,1,5.530840,7.182713,6.436097,-1.47896,0.09717,3.27677
1.578,1,1,5.533366,7.182538,6.430728,-1.47881,0.09697,3.27670
1.579,1,1,5.535793,7.182627,6.426004,-1.47964,0.09691,3.27609
1.580,1,1,5.537941,7.189373,6.423272,-1.47820,0.09722,3.27625
1.581,1,1,5.539861,7.201568,6.422170,-1.47980,0.09725,3.27732
1.582,1,1,5.541645,7.214738,6.423309,-1.47881,0.09702,3.27786
1.583,1,1,5.543318,7.228708,6.426282,-1.47987,0.09683,3.27778
1.584,1,1,5.545031,7.236702,6.431418,-1.47911,0.09693,3.27742
1.585,1,1,5.546776,7.239808,6.438325,-1.47995,0.09701,3.27674
1.586,1,1,5.548487,7.239611,6.447078,-1.48003,0.09698,3.27654
1.587,1,1,5.550170,7.236713,6.457341,-1.48293,0.09682,3.27692
1.588,1,1,5.551696,7.234887,6.469225,-1.47926,0.09684,3.27720
1.589,1,1,5.553093,7.233938,6.482436,-1.47858,0.09709,3.27735
1.590,1,1,5.554311,7.233825,6.497779,-1.47980,0.09712,3.27722
1.591,1,1,5.555381,7.234396,6.514866,-1.47865,0.09681,3.27677
1.592,1,1,5.556313,7.234563,6.534286,-1.47858,0.09675,3.27659
1.593,1,1,5.557132,7.234401,6.555616,-1.47987,0.09705,3.27674
1.594,1,1,5.558013,7.233956,6.577137,-1.47942,0.09704,3.27700
1.595,1,1,5.558947,7.233281,6.598816,-1.47751,0.09667,3.27738
1.596,1,1,5.560153,7.232720,6.618398,-1.47980,0.09653,3.27759
1.597,1,1,5.561582,7.232255,6.636263,-1.47934,0.09677,3.27759
1.598,1,1,5.563317,7.231821,6.652062,-1.47926,0.09687,3.27776
1.599,1,1,5.565303,7.231412,6.666172,-1.47812,0.09679,3.27814
1.600,1,1,5.567547,7.230887,6.678693,-1.47804,0.09660,3.27818
1.601,1,1,5.570001,7.230267,6.689916,-1.47873,0.09665,3.27779
1.602,1,1,5.572507,7.229706,6.699077,-1.47926,0.09678,3.27748
1.603,1,1,5.575056,7.229195,6.706551,-1.47827,0.09666,3.27725
1.604,1,1,5.577451,7.228935,6.711444,-1.47804,0.09637,3.27699
1.605,1,1,5.579719,7.228880,6.714224,-1.47797,0.09619,3.27668
1.606,1,1,5.581814,7.228909,6.714912,-1.48026,0.09638,3.27687
1.607,1,1,5.583766,7.229008,6.713889,-1.48064,0.09634,3.27763
1.608,1,1,5.585571,7.228986,6.711661,-1.47865,0.09605,3.27794
1.609,1,1,5.587255,7.228864,6.708447,-1.47987,0.09583,3.27771
1.610,1,1,5.588787,7.228692,6.705423,-1.48026,0.09582,3.27724
1.611,1,1,5.590192,7.228477,6.702553,-1.48277,0.09589,3.27647
1.612,1,1,5.591423,7.228333,6.701102,-1.47858,0.09589,3.27624
1.613,1,1,5.592512,7.228246,6.700813,-1.47896,0.09564,3.27662
1.614,1,1,5.593387,7.228225,6.701789,-1.48094,0.09533,3.27682
1.615,1,1,5.594085,7.228259,6.703801,-1.48064,0.09539,3.27682
1.616,1,1,5.594536,7.228318,6.706763,-1.47964,0.09558,3.27668
1.617,1,1,5.594785,7.228399,6.710504,-1.47667,0.09545,3.27638
1.618,1,1,5.594817,7.228457,6.715922,-1.47926,0.09509,3.27636
1.619,1,1,5.594673,7.228498,6.722713,-1.48117,0.09490,3.27666
1.620,1,1,5.594386,7.228482,6.731904,-1.47881,0.09500,3.27700
1.621,1,1,5.593983,7.228420,6.743060,-1.48018,0.09510,3.27738
1.622,1,1,5.593623,7.228350,6.755987,-1.47858,0.09508,3.27731
1.623,1,1,5.593298,7.228272,6.770364,-1.47896,0.09486,3.27670
1.624,1,1,5.593151,7.228240,6.785264,-1.47842,0.09465,3.27661
1.625,1,1,5.593150,7.228247,6.800593,-1.47972,0.09486,3.27715
1.626,1,1,5.593088,7.228289,6.814129,-1.47911,0.09516,3.27740
1.627,1,1,5.592976,7.228361,6.826198,-1.47942,0.09518,3.27732
1.628,1,1,5.592532,7.228445,6.834327,-1.47942,0.09502,3.27721
1.629,1,1,5.591815,7.228538,6.839233,-1.47964,0.09518,3.27706
1.630,1,1,5.590818,7.228636,6.840191,-1.47957,0.09540,3.27719
1.631,1,1,5.589591,7.228740,6.837920,-1.47644,0.09536,3.27765
1.632,1,1,5.588229,7.228817,6.832124,-1.47827,0.09519,3.27779
1.633,1,1,5.586757,7.228874,6.823444,-1.48018,0.09498,3.27756
1.634,1,1,5.585296,7.228736,6.810874,-1.47919,0.09514,3.27754
1.635,1,1,5.583846,7.228439,6.795124,-1.47705,0.09543,3.27777
1.636,1,1,5.582485,7.227814,6.775467,-1.47957,0.09545,3.27779
1.637,1,1,5.581199,7.226922,6.752615,-1.47896,0.09533,3.27756
1.638,1,1,5.579765,7.225912,6.728420,-1.47896,0.09545,3.27729
1.639,1,1,5.578210,7.224805,6.703125,-1.47942,0.09586,3.27699
1.640,1,1,5.576228,7.223777,6.679517,-1.47957,0.09596,3.27711
1.641,1,1,5.573894,7.222814,6.657289,-1.47331,0.09583,3.27772
1.642,1,1,5.571064,5.236226,6.638595,-1.47896,0.09597,3.27766
1.643,1,0,5.567827,1.625036,6.622792,-1.48033,0.09627,3.27682
1.644,1,0,5.564127,0.000000,6.611705,-1.47972,0.09632,3.27654
1.645,1,0,5.560049,0.000000,6.604475,-1.47987,0.09621,3.27692
1.646,1,0,5.555740,0.000000,6.601636,-1.48239,0.09614,3.27699
1.647,1,0,5.551243,0.000000,6.602391,-1.47812,0.09636,3.27668
1.648,1,0,5.546769,0.000000,6.606739,-1.48026,0.09658,3.27694
1.649,1,0,5.542315,0.000000,6.614026,-1.47919,0.09653,3.27786
1.650,1,0,5.537982,0.000000,6.623887,-1.47804,0.09642,3.27811
1.651,1,0,5.533750,0.000000,6.635854,-1.47629,0.09662,3.27757
1.652,1,0,5.529701,0.000000,6.649172,-1.47850,0.09685,3.27732
1.653,1,0,5.525804,0.000000,6.663594,-1.47911,0.09674,3.27739
1.654,1,0,5.522180,0.000000,6.677499,-1.48109,0.09652,3.27722
1.655,1,0,5.518780,0.000000,6.690983,-1.48239,0.09674,3.27677
1.656,1,0,5.515715,0.000000,6.702430,-1.48010,0.09694,3.27687
1.657,1,0,5.512926,0.000000,6.712212,-1.48010,0.09682,3.27763
1.658,1,0,5.510372,0.000000,6.720829,-1.47980,0.09665,3.27787
1.659,1,0,5.508012,0.000000,6.728496,-1.47888,0.09670,3.27749
1.660,1,0,5.505785,0.000000,6.736043,-1.47980,0.09688,3.27732
1.661,1,0,5.503668,0.000000,6.743494,-1.48041,0.09696,3.27739
1.662,1,0,5.501767,0.000000,6.749596,-1.47934,0.09680,3.27737
1.663,1,0,5.500044,0.000000,6.754594,-1.47980,0.09680,3.27721
1.664,1,0,5.498623,0.000000,6.756630,-1.47896,0.09708,3.27713
1.665,1,0,5.497451,0.000000,6.756243,-1.47888,0.09715,3.27713
1.666,1,0,5.496444,0.000000,6.752456,-1.47896,0.09690,3.27710
1.667,1,0,5.495571,0.000000,6.745889,-1.47942,0.09675,3.27702
1.668,1,0,5.494718,0.000000,6.736285,-1.47881,0.09711,3.27698
1.669,1,0,5.493880,0.000000,6.724198,-1.48010,0.09716,3.27698
1.670,1,0,5.493172,0.000000,6.711550,-1.47987,0.09690,3.27712
1.671,1,0,5.492568,0.000000,6.698444,-1.47987,0.09678,3.27742
1.672,1,0,5.492250,0.000000,6.687276,-1.47644,0.09703,3.27745
1.673,1,0,5.492166,0.000000,6.677694,-1.47934,0.09705,3.27714
1.674,1,0,5.492417,0.000000,6.669958,-1.47858,0.09698,3.27698
1.675,1,0,5.492942,0.000000,6.663732,-1.47964,0.09684,3.27698
1.676,1,0,5.493783,0.000000,6.658751,-1.47972,0.09691,3.27712
1.677,1,0,5.494881,0.000000,6.654789,-1.48079,0.09717,3.27742
1.678,1,0,5.496101,0.000000,6.652481,-1.48026,0.09718,3.27762
1.679,1,0,5.497421,0.000000,6.651526,-1.47881,0.09691,3.27770
1.680,1,0,5.498691,0.000000,6.652723,-1.47964,0.09691,3.27785
1.681,1,0,5.499918,0.000000,6.655683,-1.48071,0.09722,3.27807
1.682,1,0,5.501234,0.000000,6.660414,-1.48102,0.09717,3.27799
1.683,1,0,5.502623,0.000000,6.666594,-1.48117,0.09686,3.27753
1.684,1,0,5.504282,0.000000,6.673662,-1.48216,0.09693,3.27732
1.685,1,0,5.506162,0.000000,6.681456,-1.47758,0.09719,3.27739
1.686,1,0,5.508291,0.000000,6.688102,-1.48087,0.09719,3.27737
1.687,1,0,5.510622,0.000000,6.693808,-1.47964,0.09700,3.27721
1.688,1,0,5.513123,0.000000,6.696624,-1.47995,0.09687,3.27706
1.689,1,0,5.515763,0.000000,6.697075,-1.47903,0.09708,3.27691
1.690,1,0,5.518507,0.000000,6.695694,-1.47980,0.09724,3.27686
1.691,1,0,5.521335,0.000000,6.692814,-1.47980,0.09710,3.27694
1.692,1,0,5.524211,0.000000,6.689586,-1.48094,0.09701,3.27733
1.693,1,0,5.527127,0.000000,6.686073,-1.47957,0.09726,3.27809
1.694,1,0,5.530069,0.000000,6.682038,-1.47957,0.09739,3.27843
1.695,1,0,5.533031,0.000000,6.677576,-1.47896,0.09718,3.27828
1.696,1,0,5.535986,0.000000,6.672307,-1.47972,0.09692,3.27792
1.697,1,0,5.538933,0.000000,6.666380,-1.47743,0.09710,3.27731
1.698,1,0,5.541746,0.000000,6.660989,-1.48247,0.09720,3.27698
1.699,1,0,5.544448,0.000000,6.656036,-1.47820,0.09698,3.27698
1.700,1,0,5.546909,0.000000,6.652865,-1.48018,0.09675,3.27708
1.701,1,0,5.549172,0.000000,6.651152,-1.47781,0.09684,3.27731
1.702,1,0,5.551293,0.000000,6.649940,-1.48132,0.09697,3.27747
1.703,1,0,5.553298,0.000000,6.649142,-1.47728,0.09693,3.27755
1.704,1,0,5.555269,0.000000,6.647375,-1.47919,0.09668,3.27727
1.705,1,0,5.557215,0.000000,6.644816,-1.48048,0.09649,3.27659
1.706,1,0,5.559031,0.000000,6.642167,-1.47804,0.09673,3.27650
1.707,1,0,5.560741,0.000000,6.639443,-1.47827,0.09683,3.27711
1.708,1,0,5.562219,0.000000,6.637861,-1.48140,0.09660,3.27747
1.709,1,0,5.563506,0.000000,6.637212,-1.47995,0.09634,3.27755
1.710,1,0,5.564697,0.000000,6.637534,-1.47964,0.09656,3.27745
1.711,1,0,5.565808,0.000000,6.638649,-1.47964,0.09673,3.27714
1.712,1,0,5.566972,0.000000,6.640246,-1.47881,0.09658,3.27715
1.713,1,0,5.568180,0.000000,6.642236,-1.47896,0.09646,3.27753
1.714,1,0,5.569344,0.000000,6.644568,-1.48087,0.09650,3.27742
1.715,1,0,5.570472,0.000000,6.647179,-1.48079,0.09666,3.27674
1.716,1,0,5.571430,0.000000,6.650162,-1.47781,0.09670,3.27654
1.717,1,0,5.572248,0.000000,6.653451,-1.47964,0.09649,3.27692
1.718,1,0,5.572956,0.000000,6.657469,-1.47949,0.09633,3.27731
1.719,1,0,5.573572,0.000000,6.662083,-1.47972,0.09659,3.27769
1.720,1,0,5.574187,0.000000,6.667657,-1.47934,0.09678,3.27754
1.721,1,0,5.574800,0.000000,6.674016,-1.47766,0.09660,3.27678
1.722,1,0,5.575514,0.000000,6.680575,-1.47804,0.09648,3.27665
1.723,1,0,5.576313,0.000000,6.687299,-1.48003,0.09684,3.27726
1.724,1,0,5.577287,0.000000,6.693410,-1.47903,0.09704,3.27766
1.725,1,0,5.578405,0.000000,6.699019,-1.48026,0.09693,3.27781
1.726,1,0,5.579637,0.000000,6.704213,-1.48140,0.09698,3.27779
1.727,1,0,5.580963,0.000000,6.709066,-1.47896,0.09729,3.27756
1.728,1,0,5.582319,0.000000,6.713818,-1.47896,0.09737,3.27733
1.729,1,0,5.583699,0.000000,6.718485,-1.48071,0.09722,3.27710
1.730,1,0,5.585092,0.000000,6.722587,-1.48010,0.09718,3.27705
1.731,1,0,5.586494,0.000000,6.726226,-1.47858,0.09742,3.27720
1.732,1,0,5.587908,0.000000,6.728749,-1.48018,0.09763,3.27746
1.733,1,0,5.589330,0.000000,6.730361,-1.47896,0.09755,3.27784
1.734,1,0,5.590743,0.000000,6.730898,-1.47942,0.09744,3.27791
1.735,1,0,5.592149,0.000000,6.730558,-1.47926,0.09780,3.27760
1.736,1,0,5.593505,0.000000,6.729372,-1.47812,0.09801,3.27747
1.737,1,0,5.594821,0.000000,6.727492,-1.47873,0.09785,3.27755
1.738,1,0,5.595977,0.000000,6.725064,-1.47835,0.09788,3.27759
1.739,1,0,5.597003,0.000000,6.722188,-1.47972,0.09825,3.27759
1.740,1,0,5.597775,0.000000,6.719022,-1.48087,0.09827,3.27752
1.741,1,0,5.598341,0.000000,6.715619,-1.47911,0.09806,3.27737
1.742,1,0,5.598727,0.000000,6.711913,-1.47911,0.09820,3.27700
1.743,1,0,5.598967,0.000000,6.707958,-1.48010,0.09841,3.27639
1.744,1,0,5.599130,0.000000,6.703745,-1.47949,0.09829,3.27624
1.745,1,0,5.599230,0.000000,6.699321,-1.47964,0.09811,3.27662
1.746,1,0,5.599276,0.000000,6.695303,-1.47926,0.09817,3.27682
1.747,1,0,5.599277,0.000000,6.691616,-1.47911,0.09828,3.27682
1.748,1,0,5.599239,0.000000,6.688958,-1.48102,0.09823,3.27711
1.749,1,0,5.599172,0.000000,6.687141,-1.47873,0.09808,3.27772
1.750,1,0,5.599172,0.000000,6.686000,-1.47881,0.09813,3.27791
1.751,1,0,5.599228,0.000000,6.685410,-1.48094,0.09840,3.27760
1.752,1,1,5.599451,2.022274,6.685018,-1.48003,0.09842,3.27726
1.753,1,1,5.599810,5.699135,6.684785,-1.47972,0.09815,3.27688
1.754,1,1,5.600303,7.353504,6.684951,-1.47888,0.09818,3.27667
1.755,1,1,5.600905,7.353108,6.685444,-1.47881,0.09841,3.27667
1.756,1,1,5.601590,7.352241,6.686589,-1.47964,0.09823,3.27681
1.757,1,1,5.602343,7.350987,6.688269,-1.47995,0.09794,3.27712
1.758,1,1,5.603224,7.349359,6.690211,-1.48048,0.09802,3.27718
1.759,1,1,5.604210,7.347425,6.692368,-1.48071,0.09819,3.27695
1.760,1,1,5.605367,7.345292,6.694302,-1.48079,0.09802,3.27686
1.761,1,1,5.606664,7.342997,6.696053,-1.48003,0.09788,3.27694
1.762,1,1,5.608040,7.340694,6.697493,-1.47865,0.09806,3.27691
1.763,1,1,5.609481,7.338385,6.698679,-1.48064,0.09827,3.27675
1.764,1,1,5.610873,7.336219,6.699632,-1.47972,0.09823,3.27664
1.765,1,1,5.612225,7.334170,6.700394,-1.47858,0.09807,3.27656
1.766,1,1,5.613400,7.332214,6.701241,-1.47987,0.09820,3.27701
1.767,1,1,5.614429,7.330335,6.702158,-1.47972,0.09836,3.27808
1.768,1,1,5.615207,7.328445,6.703414,-1.47919,0.09826,3.27809
1.769,1,1,5.615777,7.326545,6.704947,-1.48331,0.09809,3.27687
1.770,1,1,5.616259,7.324534,6.706461,-1.47987,0.09826,3.27660
1.771,1,1,5.616668,7.322432,6.707960,-1.47949,0.09850,3.27744
1.772,1,1,5.617164,7.320152,6.709089,-1.48071,0.09832,3.27796
1.773,1,1,5.617731,7.317728,6.709915,-1.48064,0.09815,3.27812
1.774,1,1,5.618321,7.315214,6.710835,-1.47751,0.09850,3.27802
1.775,1,1,5.618929,7.312627,6.711830,-1.47934,0.09861,3.27764
1.776,1,1,5.619450,7.310061,6.713450,-1.47972,0.09839,3.27747
1.777,1,1,5.619898,7.307512,6.715582,-1.48071,0.09846,3.27755
1.778,1,1,5.620262,7.305008,6.718151,-1.47972,0.09875,3.27755
1.779,1,1,5.620557,7.302541,6.721077,-1.47858,0.09869,3.27748
1.780,1,1,5.620811,7.300113,6.724167,-1.48117,0.09856,3.27733
1.781,1,1,5.621034,7.297718,6.727389,-1.48003,0.09862,3.27710
1.782,1,1,5.621307,7.295343,6.731035,-1.47987,0.09880,3.27694
1.783,1,1,5.621623,7.292984,6.735028,-1.47736,0.09881,3.27687
1.784,1,1,5.622072,7.290632,6.739701,-1.47987,0.09877,3.27675
1.785,1,1,5.622631,7.288287,6.744930,-1.47911,0.09907,3.27660
1.786,1,1,5.623306,7.285999,6.750388,-1.47881,0.09938,3.27687
1.787,1,1,5.624076,7.283757,6.756034,-1.47972,0.09926,3.27763
1.788,1,1,5.624906,7.281603,6.761414,-1.48087,0.09917,3.27769
1.789,1,1,5.625786,7.279520,6.766576,-1.47888,0.09953,3.27693
1.790,1,1,5.626629,7.277394,6.771674,-1.47926,0.09962,3.27659
1.791,1,1,5.627443,7.275234,6.776721,-1.47781,0.09945,3.27674
1.792,1,1,5.628147,7.272959,6.781870,-1.48018,0.09958,3.27714
1.793,1,1,5.628761,7.270588,6.787103,-1.48041,0.09990,3.27783
1.794,1,1,5.629343,7.268489,6.791541,-1.47812,0.09975,3.27778
1.795,1,1,5.629897,7.266612,6.795327,-1.48132,0.09972,3.27686
1.796,1,1,4.081856,7.265373,6.797398,-1.47964,0.10013,3.27661
1.797,0,1,1.266783,7.264656,6.798065,-1.47896,0.10013,3.27715
1.798,0,1,0.000000,7.264266,6.797352,-1.48003,0.09998,3.27729
1.799,0,1,0.000000,7.264143,6.795511,-1.48033,0.10023,3.27699
1.800,0,1,0.000000,7.263949,6.792902,-1.48018,0.10041,3.27697
1.801,0,1,0.000000,7.263695,6.789667,-1.47957,0.10021,3.27727
1.802,0,1,0.000000,7.263431,6.785925,-1.47949,0.10018,3.27726
1.803,0,1,0.000000,7.263160,6.781771,-1.47949,0.10044,3.27688
1.804,0,1,0.000000,7.263025,6.777212,-1.48262,0.10036,3.27685
1.805,0,1,0.000000,7.263002,6.772321,-1.47789,0.10018,3.27723
1.806,0,1,0.000000,7.263043,6.766842,-1.47964,0.10020,3.27733
1.807,0,1,0.000000,7.263137,6.760882,-1.48056,0.10028,3.27710
1.808,0,1,0.000000,7.263177,6.754275,-1.47675,0.10014,3.27698
1.809,0,1,0.000000,7.263175,6.747139,-1.47781,0.09990,3.27698
1.810,0,1,0.000000,7.263085,6.740225,-1.47964,0.09999,3.27701
1.811,0,1,0.000000,7.262924,6.733494,-1.48041,0.10008,3.27709
1.812,0,1,0.000000,7.262680,6.727838,-1.48026,0.09987,3.27706
1.813,0,1,0.000000,7.262368,6.723062,-1.47934,0.09971,3.27691
1.814,0,1,0.000000,7.262049,6.718959,-1.47964,0.09991,3.27686
1.815,0,1,0.000000,7.261724,6.715407,-1.48087,0.09992,3.27694
1.816,0,1,0.000000,7.261465,6.711930,-1.47949,0.09951,3.27701
1.817,0,1,0.000000,7.261261,6.708516,-1.48064,0.09932,3.27709
1.818,0,1,0.000000,7.261103,6.705301,-1.47957,0.09953,3.27717
1.819,0,1,0.000000,7.260983,6.702252,-1.47919,0.09938,3.27724
1.820,0,1,0.000000,7.260867,6.699602,-1.47858,0.09900,3.27753
1.821,0,1,0.000000,7.260754,6.697279,-1.47980,0.09896,3.27806
1.822,0,1,0.000000,7.260612,6.694963,-1.48178,0.09917,3.27811
1.823,0,1,0.000000,7.260447,6.692653,-1.47980,0.09909,3.27757
1.824,0,1,0.000000,7.260231,6.689893,-1.47484,0.09887,3.27739
1.825,0,1,0.000000,7.259976,6.686767,-1.48598,0.09890,3.27762
1.826,0,1,0.000000,7.259685,6.683213,-1.48148,0.09901,3.27760
1.827,0,1,0.000000,7.259364,6.679311,-1.48071,0.09891,3.27729
1.828,0,1,0.000000,7.259045,6.675181,-1.47972,0.09864,3.27713
1.829,0,1,0.000000,7.258729,6.670865,-1.48094,0.09862,3.27713
1.830,0,1,0.000000,7.258522,6.666700,-1.47957,0.09878,3.27731
1.831,0,1,0.000000,7.258404,6.662662,-1.48201,0.09868,3.27769
1.832,0,1,0.000000,7.258489,6.659018,-1.47888,0.09839,3.27793
1.833,0,1,0.000000,7.258740,6.655696,-1.47903,0.09846,3.27800
1.834,0,1,0.000000,7.259144,6.652148,-1.47743,0.09875,3.27808
1.835,0,1,0.000000,7.259673,6.648413,-1.47957,0.09856,3.27816
1.836,0,1,0.000000,7.260263,6.643909,-1.48064,0.09825,3.27792
1.837,0,1,0.000000,7.260902,6.638777,-1.48026,0.09847,3.27731
1.838,0,1,0.000000,7.261497,6.633807,-1.47957,0.09866,3.27701
1.839,0,1,0.000000,7.262058,6.628968,-1.48041,0.09842,3.27709
1.840,0,1,0.000000,7.262540,6.625279,-1.48026,0.09824,3.27695
1.841,0,1,0.000000,7.262958,6.622530,-1.47964,0.09834,3.27657
1.842,0,1,0.000000,7.263591,6.620302,-1.48026,0.09842,3.27633
1.843,0,1,0.000000,7.264400,6.618498,-1.47926,0.09832,3.27626
1.844,0,1,0.000000,7.265627,6.616354,-1.47934,0.09819,3.27632
1.845,0,1,0.000000,7.267198,6.613930,-1.48010,0.09838,3.27655
1.846,0,1,0.000000,7.268571,6.611322,-1.48003,0.09859,3.27695
1.847,0,1,0.000000,7.269783,6.608563,-1.48170,0.09848,3.27756
1.848,0,1,0.000000,7.270146,6.605949,-1.47903,0.09830,3.27765
1.849,0,1,0.000000,7.269817,6.603452,-1.48033,0.09859,3.27711
1.850,0,1,0.000000,7.268891,6.600901,-1.48109,0.09873,3.27690
1.851,0,1,0.000000,7.267476,6.598306,-1.47957,0.09846,3.27705
1.852,0,1,0.000000,7.266033,6.595294,-1.48010,0.09824,3.27717
1.853,0,1,0.000000,7.264568,6.591941,-1.47903,0.09850,3.27724
1.854,0,1,0.000000,7.263947,6.587740,-1.48048,0.09853,3.27735
1.855,0,1,0.000000,7.264015,6.582844,-1.47926,0.09820,3.27751
1.856,0,1,0.000000,7.265057,6.576861,-1.47980,0.09805,3.27720
1.857,0,1,0.000000,7.266896,6.569987,-1.47774,0.09831,3.27636
1.858,0,1,0.000000,7.266107,6.562748,-1.47804,0.09833,3.27623
1.859,0,1,0.000000,7.263167,6.555210,-1.47964,0.09817,3.27691
1.860,0,1,0.000000,7.254837,6.548122,-1.47980,0.09812,3.27725
