"Time","51 right DS","50 left DS","v3 R COP","v2 L COP","v1 xCoM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0.000000,0.000000,6.725853,1.48468,0.09702,3.27721
0.001,0,0,0.000000,0.000000,6.733808,1.48293,0.09693,3.27706
0.002,0,0,0.000000,0.000000,6.742093,1.48239,0.09674,3.27708
0.003,0,0,0.000000,0.000000,6.750649,1.48445,0.09665,3.27731
0.004,0,0,0.000000,0.000000,6.759097,1.48537,0.09682,3.27747
0.005,0,0,0.000000,0.000000,6.767454,1.48293,0.09690,3.27755
0.006,0,0,0.000000,0.000000,6.776243,1.48361,0.09676,3.27738
0.007,0,0,0.000000,0.000000,6.785385,1.48354,0.09650,3.27692
0.008,0,0,0.000000,0.000000,6.795587,1.48384,0.09668,3.27699
0.009,0,0,0.000000,0.000000,6.806654,1.48499,0.09688,3.27767
0.010,0,0,0.000000,0.000000,6.818540,1.48491,0.09669,3.27784
0.011,0,0,0.000000,0.000000,6.831095,1.48216,0.09645,3.27738
0.012,0,0,0.000000,0.000000,6.844060,1.48376,0.09671,3.27720
0.013,0,0,0.000000,0.000000,6.857363,1.48560,0.09691,3.27735
0.014,0,0,0.000000,0.000000,6.871022,1.48392,0.09683,3.27740
0.015,0,0,0.000000,0.000000,6.884974,1.48552,0.09674,3.27732
0.016,0,0,0.000000,0.000000,6.899474,1.48323,0.09689,3.27728
0.017,0,0,0.000000,0.000000,6.914423,1.48392,0.09710,3.27728
0.018,0,0,0.000000,0.000000,6.930770,1.48483,0.09719,3.27732
0.019,0,0,0.000000,0.000000,6.948261,1.48460,0.09709,3.27739
0.020,0,0,0.000000,0.000000,6.967547,1.48285,0.09704,3.27726
0.021,0,0,0.000000,0.000000,6.988303,1.48376,0.09729,3.27688
0.022,0,0,0.000000,0.000000,7.008359,1.48445,0.09732,3.27681
0.023,0,0,0.000000,0.000000,7.027845,1.48346,0.09699,3.27712
0.024,0,0,0.000000,0.000000,7.044042,1.48254,0.09690,3.27725
0.025,0,0,0.000000,0.000000,7.057546,1.48438,0.09720,3.27717
0.026,0,0,0.000000,0.000000,7.068420,1.48376,0.09720,3.27706
0.027,0,0,0.000000,0.000000,7.077143,1.48651,0.09692,3.27691
0.028,0,0,0.000000,0.000000,7.084354,1.48483,0.09691,3.27690
0.029,0,0,0.000000,0.000000,7.090328,1.48415,0.09716,3.27705
0.030,0,0,0.000000,0.000000,7.093820,1.48399,0.09722,3.27741
0.031,0,0,0.000000,0.000000,7.095281,1.48331,0.09702,3.27802
0.032,0,0,0.000000,0.000000,7.092998,1.48476,0.09680,3.27789
0.033,0,0,0.000000,0.000000,7.087651,1.48407,0.09688,3.27690
0.034,0,0,0.000000,0.000000,7.078643,1.48361,0.09704,3.27679
0.035,0,0,0.000000,0.000000,7.066640,1.48308,0.09696,3.27770
0.036,0,0,0.000000,0.000000,7.051807,1.48514,0.09662,3.27799
0.037,0,0,0.000000,0.000000,7.034658,1.48422,0.09651,3.27753
0.038,0,0,0.000000,0.000000,7.017170,1.48514,0.09673,3.27721
0.039,0,0,0.000000,0.000000,6.999403,1.48331,0.09668,3.27706
0.040,0,0,0.000000,0.000000,6.983673,1.48361,0.09640,3.27691
0.041,0,0,0.000000,0.000000,6.969608,1.48430,0.09622,3.27675
0.042,0,0,1.592889,0.000000,6.957321,1.48598,0.09636,3.27678
0.043,1,0,4.489052,0.000000,6.946489,1.48338,0.09642,3.27701
0.044,1,0,5.791114,0.000000,6.936803,1.48438,0.09633,3.27710
0.045,1,0,5.788912,0.000000,6.928055,1.48338,0.09611,3.27702
0.046,1,0,5.786474,0.000000,6.921510,1.48422,0.09607,3.27698
0.047,1,0,5.783843,0.000000,6.916766,1.48514,0.09630,3.27698
0.048,1,0,5.780774,0.000000,6.914956,1.48361,0.09637,3.27705
0.049,1,0,5.777346,0.000000,6.915547,1.48453,0.09604,3.27720
0.050,1,0,5.773676,0.000000,6.916190,1.48338,0.09578,3.27721
0.051,1,0,5.769809,0.000000,6.916876,1.48453,0.09610,3.27706
0.052,1,0,5.765950,0.000000,6.914597,1.48369,0.09627,3.27701
0.053,1,0,5.762098,0.000000,6.909890,1.48216,0.09608,3.27709
0.054,1,0,5.758237,0.000000,6.903209,1.48216,0.09584,3.27717
0.055,1,0,5.754368,0.000000,6.894912,1.48415,0.09583,3.27724
0.056,1,0,5.750409,0.000000,6.886311,1.48514,0.09601,3.27728
0.057,1,0,5.746376,0.000000,6.877461,1.48399,0.09611,3.27728
0.058,1,0,5.742226,0.000000,6.867930,1.48476,0.09590,3.27707
0.059,1,0,5.737980,0.000000,6.857842,1.48323,0.09561,3.27661
0.060,1,0,5.733637,0.000000,6.846232,1.48468,0.09573,3.27644
0.061,1,0,5.729214,0.000000,6.833377,1.48567,0.09595,3.27659
0.062,1,0,5.724850,0.000000,6.818683,1.48331,0.09580,3.27685
0.063,1,0,5.720534,0.000000,6.802485,1.48438,0.09544,3.27723
0.064,1,0,5.716449,0.000000,6.784554,1.48453,0.09536,3.27712
0.065,1,0,5.712552,0.000000,6.765208,1.48483,0.09557,3.27643
0.066,1,0,5.708945,0.000000,6.745489,1.48659,0.09562,3.27638
0.067,1,0,5.705576,0.000000,6.725465,1.48315,0.09554,3.27706
0.068,1,0,5.702490,0.000000,6.706458,1.48483,0.09528,3.27740
0.069,1,0,5.699635,0.000000,6.688280,1.48262,0.09523,3.27732
0.070,1,0,5.696886,0.000000,6.671034,1.48399,0.09549,3.27707
0.071,1,0,5.694222,0.000000,6.654550,1.48247,0.09556,3.27661
0.072,1,0,5.691499,0.000000,6.638749,1.48453,0.09526,3.27672
0.073,1,0,5.688727,0.000000,6.623507,1.48514,0.09496,3.27748
0.074,1,0,5.685990,0.000000,6.609845,1.48407,0.09515,3.27768
0.075,1,0,5.683282,0.000000,6.597476,1.48468,0.09527,3.27722
0.076,1,0,5.680733,0.000000,6.587782,1.48430,0.09518,3.27701
0.077,1,0,5.678314,0.000000,6.580278,1.48430,0.09510,3.27709
0.078,1,0,5.675973,0.000000,6.575981,1.48445,0.09515,3.27734
0.079,1,0,5.673694,0.000000,6.574308,1.48392,0.09543,3.27780
0.080,1,0,5.671404,0.000000,6.575877,1.48499,0.09570,3.27784
0.081,1,0,5.669104,0.000000,6.580097,1.48354,0.09568,3.27738
0.082,1,0,5.666940,0.000000,6.586059,1.48506,0.09554,3.27717
0.083,1,0,5.664886,0.000000,6.593445,1.48376,0.09578,3.27724
0.084,1,0,5.663129,0.000000,6.600944,1.48361,0.09606,3.27718
0.085,1,0,5.661614,0.000000,6.608536,1.48285,0.09598,3.27695
0.086,1,0,5.660317,0.000000,6.615993,1.48331,0.09579,3.27686
0.087,1,0,5.659198,0.000000,6.623342,1.48361,0.09596,3.27694
0.088,1,0,5.658203,0.000000,6.630529,1.48430,0.09622,3.27701
0.089,1,0,5.657309,0.000000,6.637586,1.48392,0.09622,3.27709
0.090,1,0,5.656679,0.000000,6.643697,1.48354,0.09609,3.27731
0.091,1,0,5.656264,0.000000,6.649033,1.48369,0.09620,3.27769
0.092,1,0,5.656261,0.000000,6.652913,1.48659,0.09649,3.27751
0.093,1,0,5.656596,0.000000,6.655602,1.48438,0.09659,3.27667
0.094,1,0,5.657232,0.000000,6.658556,1.48354,0.09649,3.27643
0.095,1,0,5.658115,0.000000,6.661725,1.48514,0.09642,3.27688
0.096,1,0,5.659146,0.000000,6.666888,1.48376,0.09674,3.27713
0.097,1,0,5.660298,0.000000,6.673683,1.48392,0.09693,3.27713
0.098,1,0,5.661575,0.000000,6.681406,1.48300,0.09677,3.27717
0.099,1,0,5.662954,0.000000,6.689888,1.48354,0.09668,3.27724
0.100,1,0,5.664462,0.000000,6.697801,1.48506,0.09698,3.27728
0.101,1,0,5.666075,0.000000,6.705249,1.48453,0.09710,3.27728
0.102,1,0,5.667785,0.000000,6.712267,1.48315,0.09695,3.27711
0.103,1,0,5.669572,0.000000,6.718934,1.48430,0.09688,3.27673
0.104,1,0,5.671418,0.000000,6.725767,1.48476,0.09711,3.27680
0.105,1,0,5.673312,0.000000,6.732737,1.48529,0.09714,3.27741
0.106,1,0,5.675260,0.000000,6.740457,1.48361,0.09699,3.27746
0.107,1,0,5.677251,0.000000,6.748790,1.48392,0.09678,3.27685
0.108,1,0,5.679294,0.000000,6.758198,1.48506,0.09682,3.27673
0.109,1,0,5.681377,0.000000,6.768484,1.48308,0.09711,3.27719
0.110,1,0,5.683469,0.000000,6.779017,1.48376,0.09709,3.27715
0.111,1,0,5.685568,0.000000,6.789751,1.48247,0.09691,3.27654
0.112,1,0,5.687626,0.000000,6.799973,1.48308,0.09701,3.27667
0.113,1,0,5.689650,0.000000,6.809777,1.48460,0.09735,3.27766
0.114,1,0,5.691596,0.000000,6.820105,1.48354,0.09731,3.27792
0.115,1,0,5.693479,0.000000,6.830863,1.48285,0.09718,3.27731
0.116,1,0,5.695244,0.000000,6.843400,1.48438,0.09740,3.27705
0.117,1,0,5.696912,0.000000,6.857392,1.48392,0.09765,3.27720
0.118,1,0,5.698382,0.000000,6.873118,1.48338,0.09754,3.27725
0.119,1,0,5.699690,0.000000,6.890262,1.48438,0.09744,3.27717
0.120,1,0,5.700755,0.000000,6.908519,1.48689,0.09762,3.27702
0.121,1,0,5.701622,0.000000,6.927685,1.48415,0.09777,3.27680
0.122,1,0,5.702421,0.000000,6.946415,1.48453,0.09770,3.27671
0.123,1,0,5.703164,0.000000,6.964789,1.48392,0.09763,3.27678
0.124,1,0,5.704016,0.000000,6.981297,1.48598,0.09776,3.27697
0.125,1,0,5.704958,0.000000,6.996280,1.48369,0.09801,3.27727
0.126,1,0,5.705934,0.000000,7.009706,1.48300,0.09798,3.27719
0.127,1,0,5.706938,0.000000,7.021858,1.48460,0.09791,3.27666
0.128,1,0,5.707870,0.000000,7.032948,1.48422,0.09812,3.27661
0.129,1,0,5.708743,0.000000,7.043169,1.48338,0.09832,3.27715
0.130,1,0,5.709636,0.000000,7.051443,1.48315,0.09823,3.27726
0.131,1,0,5.710545,0.000000,7.058124,1.48331,0.09817,3.27688
0.132,1,0,5.711574,0.000000,7.062125,1.48506,0.09859,3.27678
0.133,1,0,5.712699,0.000000,7.063933,1.48521,0.09866,3.27701
0.134,1,0,5.713825,0.000000,7.064767,1.48270,0.09842,3.27702
0.135,1,0,5.714952,0.000000,7.064804,1.48262,0.09851,3.27680
0.136,1,0,5.715933,0.000000,7.065683,1.48041,0.09883,3.27657
0.137,1,0,5.716795,0.000000,7.067252,1.48369,0.09884,3.27634
0.138,1,0,5.717525,0.000000,7.068858,1.48354,0.09881,3.27650
0.139,1,0,5.718146,0.000000,7.070494,1.48476,0.09906,3.27711
0.140,1,0,5.718706,0.000000,7.071212,1.48376,0.09921,3.27733
0.141,1,0,5.719214,0.000000,7.071179,1.48422,0.09915,3.27710
0.142,1,0,5.719793,0.000000,7.071959,1.48376,0.09912,3.27684
0.143,1,0,5.720430,0.000000,7.073402,1.48369,0.09934,3.27653
0.144,1,0,5.721231,0.000000,7.077471,1.48376,0.09940,3.27644
0.145,1,0,5.722167,0.000000,7.083687,1.48262,0.09918,3.27659
0.146,1,0,5.723111,0.000000,7.091298,1.48392,0.09907,3.27678
0.147,1,0,5.724061,0.000000,7.100048,1.48262,0.09929,3.27701
0.148,1,0,5.724856,0.000000,7.108359,1.48460,0.09928,3.27727
0.149,1,0,5.725522,0.000000,7.116310,1.48369,0.09901,3.27758
0.150,1,0,5.726149,0.000000,7.123162,1.48232,0.09898,3.27753
0.151,1,0,5.726743,0.000000,7.129115,1.48323,0.09930,3.27707
0.152,1,0,5.727454,0.000000,7.133921,1.48491,0.09917,3.27693
0.153,1,0,5.728260,0.000000,7.137787,1.48354,0.09893,3.27716
0.154,1,0,5.729153,0.000000,7.141714,1.48376,0.09913,3.27728
0.155,1,0,5.730119,0.000000,7.145690,1.48346,0.09923,3.27728
0.156,1,0,5.731111,0.000000,7.150814,1.48476,0.09897,3.27725
0.157,1,0,5.732123,0.000000,7.156877,1.48178,0.09880,3.27717
0.158,1,0,5.733181,0.000000,7.163021,1.48338,0.09889,3.27706
0.159,1,0,5.734275,0.000000,7.169232,1.48346,0.09889,3.27691
0.160,1,0,5.735467,0.000000,7.174096,1.48407,0.09869,3.27672
0.161,1,0,5.736739,0.000000,7.177856,1.48262,0.09839,3.27649
0.162,1,0,5.738212,0.000000,7.179946,1.48483,0.09840,3.27640
0.163,1,0,5.739850,0.000000,7.180669,1.48491,0.09855,3.27648
0.164,1,0,5.741770,0.000000,7.179883,1.48445,0.09842,3.27694
0.165,1,0,5.743923,0.000000,7.177860,1.48376,0.09810,3.27786
0.166,1,0,5.746280,0.000000,7.175259,1.48521,0.09813,3.27814
0.167,1,0,5.748802,0.000000,7.172184,1.48430,0.09832,3.27768
0.168,1,0,5.751406,0.000000,7.169374,1.48354,0.09812,3.27740
0.169,1,0,5.754077,0.000000,7.166781,1.48361,0.09776,3.27732
0.170,1,0,5.756731,0.000000,7.163928,1.48415,0.09782,3.27728
0.171,1,0,5.759370,0.000000,7.160861,1.48422,0.09801,3.27728
0.172,1,0,5.761921,0.000000,7.156984,1.48438,0.09784,3.27739
0.173,1,0,5.764400,0.000000,7.152444,1.48354,0.09765,3.27762
0.174,1,0,5.766833,0.000000,7.148197,1.48308,0.09768,3.27767
0.175,1,0,5.769229,0.000000,7.144190,1.48392,0.09791,3.27752
0.176,1,0,5.771635,0.000000,7.141549,1.48315,0.09796,3.27729
0.177,1,0,5.774047,0.000000,7.140027,1.48476,0.09780,3.27699
0.178,1,0,5.776443,0.000000,7.138698,1.48170,0.09783,3.27675
0.179,1,0,5.778824,0.000000,7.137527,1.48575,0.09810,3.27660
0.180,1,0,5.781174,0.000000,7.135211,1.48506,0.09815,3.27659
0.181,1,0,5.783499,0.000000,7.131958,1.48331,0.09796,3.27674
0.182,1,0,5.785943,0.000000,7.128342,1.48483,0.09807,3.27690
0.183,1,0,5.788484,0.000000,7.124431,1.48285,0.09839,3.27705
0.184,1,0,5.791254,0.000000,7.121077,1.48392,0.09830,3.27724
0.185,1,0,5.794210,0.000000,7.118178,1.48430,0.09812,3.27746
0.186,1,0,5.797112,0.000000,7.114647,1.48514,0.09843,3.27766
0.187,1,0,5.799968,0.000000,7.110599,1.48621,0.09860,3.27781
0.188,1,1,5.802486,2.023304,7.104679,1.48392,0.09836,3.27761
0.189,1,1,5.804729,5.702039,7.097229,1.48399,0.09828,3.27700
0.190,1,1,5.806865,7.357710,7.089130,1.48361,0.09852,3.27688
0.191,1,1,5.808915,7.358147,7.080501,1.48712,0.09851,3.27734
0.192,1,1,5.811151,7.358843,7.072783,1.48109,0.09833,3.27731
0.193,1,1,5.813540,7.359753,7.065811,1.48293,0.09810,3.27670
0.194,1,1,5.816032,7.360141,7.059680,1.48529,0.09814,3.27661
0.195,1,1,5.818609,7.360101,7.054238,1.48323,0.09821,3.27715
0.196,1,1,5.821136,7.359177,7.049198,1.48338,0.09803,3.27747
0.197,1,1,5.823622,7.357530,7.044485,1.48415,0.09777,3.27755
0.198,1,1,5.826082,7.357670,7.040135,1.48384,0.09781,3.27745
0.199,1,1,5.828519,7.359272,7.036084,1.48483,0.09792,3.27714
0.200,1,1,5.830995,7.365343,7.032366,1.48201,0.09772,3.27694
0.201,1,1,5.833502,7.375067,7.028923,1.48438,0.09734,3.27687
0.202,1,1,5.836086,7.388093,7.025310,1.48254,0.09732,3.27700
0.203,1,1,5.838734,7.403820,7.021558,1.48834,0.09756,3.27738
0.204,1,1,5.841418,7.420393,7.017177,1.48392,0.09752,3.27748
0.205,1,1,5.844132,7.437658,7.012279,1.48483,0.09729,3.27725
0.206,1,1,5.846513,7.452391,7.007094,1.48407,0.09717,3.27702
0.207,1,1,5.848621,7.465051,7.001675,1.48476,0.09728,3.27680
0.208,1,1,5.850060,7.472665,6.996466,1.48819,0.09733,3.27667
0.209,1,1,5.850950,7.476151,6.991429,1.48438,0.09708,3.27667
0.210,1,1,5.851393,7.477175,6.986768,1.48338,0.09680,3.27706
0.211,1,1,5.851470,7.476185,6.982414,1.48369,0.09688,3.27790
0.212,1,1,5.851453,7.476006,6.978522,1.48285,0.09704,3.27811
0.213,1,1,5.851358,7.476490,6.975008,1.48544,0.09691,3.27757
0.214,1,1,5.851394,7.477653,6.972102,1.48331,0.09662,3.27725
0.215,1,1,5.851536,7.479372,6.969695,1.48766,0.09673,3.27717
0.216,1,1,5.851911,7.480866,6.968070,1.48300,0.09690,3.27720
0.217,1,1,5.852477,7.482179,6.967083,1.48399,0.09682,3.27735
0.218,1,1,5.852987,7.483226,6.967081,1.48666,0.09669,3.27715
0.219,1,1,5.853451,7.484057,6.967884,1.48407,0.09664,3.27654
0.220,1,1,5.853535,7.484799,6.969734,1.48277,0.09682,3.27628
0.221,1,1,5.853306,7.485466,6.972439,1.48315,0.09693,3.27644
0.222,1,1,5.852696,7.486084,6.975576,1.48033,0.09678,3.27666
0.223,1,1,5.851774,7.486660,6.979066,1.48376,0.09671,3.27697
0.224,1,1,5.850574,7.487172,6.982209,1.48293,0.09704,3.27706
0.225,1,1,5.849147,7.487630,6.985069,1.48483,0.09723,3.27691
0.226,1,1,5.847594,7.487924,6.986928,1.48529,0.09703,3.27690
0.227,1,1,5.845939,7.488083,6.987968,1.48384,0.09693,3.27705
0.228,1,1,5.844319,7.488010,6.987504,1.48407,0.09728,3.27713
0.229,1,1,5.842729,7.487746,6.985809,1.48453,0.09734,3.27713
0.230,1,1,5.841318,7.487427,6.982622,1.48483,0.09713,3.27717
0.231,1,1,5.840055,7.487063,6.978216,1.48338,0.09716,3.27724
0.232,1,1,5.839049,7.486838,6.972564,1.48399,0.09747,3.27732
0.233,1,1,5.838254,7.486726,6.965893,1.48430,0.09756,3.27739
0.234,1,1,5.837508,7.486701,6.958614,1.48438,0.09748,3.27747
0.235,1,1,5.836804,7.486747,6.950838,1.48407,0.09747,3.27755
0.236,1,1,5.835940,7.486782,6.943000,1.48293,0.09787,3.27755
0.237,1,1,5.834947,7.486805,6.935112,1.48689,0.09808,3.27748
0.238,1,1,5.833938,7.486811,6.926791,1.48407,0.09806,3.27758
0.239,1,1,5.832916,7.486801,6.918117,1.48598,0.09818,3.27788
0.240,1,1,5.832035,7.486791,6.908720,1.48460,0.09849,3.27787
0.241,1,1,5.831268,7.486780,6.898734,1.48499,0.09847,3.27749
0.242,1,1,5.830409,5.427912,6.889270,1.48598,0.09826,3.27725
0.243,1,1,5.829473,1.684524,6.880233,1.48506,0.09836,3.27717
0.244,1,0,5.828189,0.000000,6.872980,1.48483,0.09864,3.27702
0.245,1,0,5.826622,0.000000,6.867187,1.48415,0.09849,3.27680
0.246,1,0,5.824865,0.000000,6.862561,1.48499,0.09830,3.27685
0.247,1,0,5.822953,0.000000,6.858890,1.48514,0.09863,3.27723
0.248,1,0,5.821121,0.000000,6.855478,1.48293,0.09879,3.27740
0.249,1,0,5.819353,0.000000,6.852279,1.48468,0.09865,3.27732
0.250,1,0,5.817918,0.000000,6.849519,1.48705,0.09867,3.27735
0.251,1,0,5.816757,0.000000,6.847119,1.48331,0.09887,3.27751
0.252,1,0,5.816083,0.000000,6.845517,1.48430,0.09885,3.27755
0.253,1,0,5.815807,0.000000,6.844568,1.48460,0.09863,3.27748
0.254,1,0,5.815731,0.000000,6.844193,1.48438,0.09844,3.27733
0.255,1,0,5.815819,0.000000,6.844288,1.48369,0.09850,3.27710
0.256,1,0,5.815772,0.000000,6.844617,1.48331,0.09846,3.27691
0.257,1,0,5.815615,0.000000,6.845138,1.48499,0.09817,3.27675
0.258,1,0,5.815331,0.000000,6.845780,1.48544,0.09796,3.27695
0.259,1,0,5.814943,0.000000,6.846520,1.48422,0.09814,3.27756
0.260,1,0,5.814530,0.000000,6.847331,1.48262,0.09826,3.27768
0.261,1,0,5.814095,0.000000,6.848199,1.48376,0.09802,3.27722
0.262,1,0,5.813721,0.000000,6.849090,1.48476,0.09776,3.27694
0.263,1,0,5.813397,0.000000,6.849998,1.48468,0.09803,3.27687
0.264,1,0,5.813226,0.000000,6.850993,1.48491,0.09818,3.27693
0.265,1,0,5.813180,0.000000,6.852060,1.48445,0.09792,3.27716
0.266,1,0,5.813424,0.000000,6.853794,1.48392,0.09785,3.27735
0.267,1,0,5.813905,0.000000,6.856075,1.48445,0.09803,3.27751
0.268,1,0,5.814739,0.000000,6.859695,1.48575,0.09802,3.27780
0.269,1,0,5.815861,0.000000,6.864411,1.48178,0.09785,3.27826
0.270,1,0,5.817012,0.000000,6.870883,1.48323,0.09763,3.27833
0.271,1,0,5.818188,0.000000,6.878791,1.48483,0.09771,3.27795
0.272,1,0,5.819046,0.000000,6.888633,1.48254,0.09792,3.27753
0.273,1,0,5.819643,0.000000,6.900059,1.48361,0.09781,3.27707
0.274,1,0,5.819977,0.000000,6.912839,1.48155,0.09762,3.27686
0.275,1,0,5.820093,0.000000,6.926730,1.48201,0.09792,3.27694
0.276,1,0,5.820107,0.000000,6.941151,1.48399,0.09816,3.27694
0.277,1,0,5.820036,0.000000,6.956006,1.48453,0.09802,3.27687
0.278,1,0,5.820014,0.000000,6.970427,1.48415,0.09792,3.27690
0.279,1,0,5.820030,0.000000,6.984492,1.48445,0.09821,3.27705
0.280,1,0,5.820181,0.000000,6.997317,1.48331,0.09833,3.27713
0.281,1,0,5.820444,0.000000,7.009126,1.48499,0.09813,3.27713
0.282,1,0,5.820659,0.000000,7.019788,1.48254,0.09807,3.27720
0.283,1,0,5.820834,0.000000,7.029510,1.48239,0.09836,3.27735
0.284,1,0,5.820808,0.000000,7.038265,1.48384,0.09835,3.27744
0.285,1,0,5.820618,0.000000,7.046229,1.48293,0.09821,3.27744
0.286,1,0,5.820557,0.000000,7.052659,1.48338,0.09825,3.27733
0.287,1,0,5.820600,0.000000,7.057833,1.48232,0.09847,3.27710
0.288,1,0,5.821119,0.000000,7.061016,1.48354,0.09855,3.27708
0.289,1,0,5.822027,0.000000,7.062568,1.48499,0.09835,3.27731
0.290,1,0,5.823221,0.000000,7.063127,1.48529,0.09831,3.27719
0.291,1,0,5.824648,0.000000,7.062872,1.48384,0.09857,3.27666
0.292,1,0,5.826077,0.000000,7.062754,1.47942,0.09856,3.27647
0.293,1,0,5.827508,0.000000,7.062748,1.48445,0.09836,3.27670
0.294,1,0,5.828916,0.000000,7.062744,1.48346,0.09841,3.27714
0.295,1,0,5.830306,0.000000,7.062741,1.48361,0.09867,3.27783
0.296,1,0,5.831723,0.000000,7.062333,1.48468,0.09855,3.27809
0.297,1,0,5.833163,0.000000,7.061592,1.48376,0.09835,3.27786
0.298,1,0,5.834685,0.000000,7.060428,1.48438,0.09857,3.27778
0.299,1,0,5.836274,0.000000,7.058918,1.48346,0.09873,3.27785
0.300,1,0,5.837968,0.000000,7.057039,1.48285,0.09851,3.27807
0.301,1,0,5.839750,0.000000,7.054856,1.48438,0.09834,3.27845
0.302,1,0,5.841524,0.000000,7.052174,1.48506,0.09844,3.27823
0.303,1,0,5.843292,0.000000,7.049083,1.48224,0.09847,3.27732
0.304,1,0,5.844948,0.000000,7.045299,1.48422,0.09834,3.27679
0.305,1,0,5.846513,0.000000,7.040948,1.48369,0.09806,3.27671
0.306,1,0,5.848080,0.000000,7.035654,1.48628,0.09800,3.27674
0.307,1,0,5.849647,0.000000,7.029589,1.48300,0.09818,3.27690
0.308,1,0,5.851356,0.000000,7.022370,1.48308,0.09808,3.27712
0.309,1,0,5.853181,0.000000,7.014207,1.48254,0.09783,3.27742
0.310,1,0,5.855141,0.000000,7.004928,1.48445,0.09784,3.27741
0.311,1,0,5.857211,0.000000,6.994737,1.48468,0.09806,3.27703
0.312,1,0,5.859375,0.000000,6.983557,1.48293,0.09794,3.27693
0.313,1,0,5.861615,0.000000,6.971568,1.48407,0.09770,3.27716
0.314,1,0,5.863943,0.000000,6.958795,1.48354,0.09781,3.27742
0.315,1,0,5.866343,0.000000,6.945381,1.48483,0.09796,3.27773
0.316,1,0,5.868840,0.000000,6.931484,1.48384,0.09791,3.27765
0.317,1,0,5.871419,0.000000,6.917194,1.48460,0.09781,3.27711
0.318,1,0,5.874135,0.000000,6.903070,1.48346,0.09790,3.27690
0.319,1,0,5.876965,0.000000,6.889081,1.48621,0.09807,3.27705
0.320,1,0,5.879940,0.000000,6.875958,1.48331,0.09805,3.27720
0.321,1,0,5.883035,0.000000,6.863544,1.48445,0.09793,3.27735
0.322,1,0,5.886110,0.000000,6.852494,1.48392,0.09805,3.27744
0.323,1,0,5.889168,0.000000,6.842562,1.48346,0.09832,3.27744
0.324,1,0,5.892052,0.000000,6.834311,1.48354,0.09829,3.27768
0.325,1,0,5.894793,0.000000,6.827436,1.48514,0.09815,3.27821
0.326,1,0,5.897479,0.000000,6.821993,1.48499,0.09847,3.27843
0.327,1,0,5.900120,0.000000,6.817720,1.48323,0.09867,3.27828
0.328,1,0,5.902834,0.000000,6.814508,1.48338,0.09842,3.27806
0.329,1,0,5.905608,0.000000,6.812163,1.48361,0.09830,3.27775
0.330,1,0,5.908268,0.000000,6.810692,1.48438,0.09865,3.27748
0.331,1,0,5.910836,0.000000,6.809936,1.48422,0.09869,3.27725
0.332,1,0,5.913095,0.000000,6.809888,1.48254,0.09843,3.27717
0.333,1,0,5.915100,0.000000,6.810419,1.48277,0.09844,3.27724
0.334,1,0,5.916959,0.000000,6.811337,1.48460,0.09872,3.27718
0.335,1,0,5.918698,0.000000,6.812571,1.48361,0.09868,3.27695
0.336,1,0,5.920493,0.000000,6.813933,1.48560,0.09862,3.27672
0.337,1,0,5.922333,0.000000,6.815401,1.48407,0.09886,3.27649
0.338,1,0,5.924158,0.000000,6.817211,1.48445,0.09910,3.27679
0.339,1,0,5.925970,0.000000,6.819302,1.48384,0.09912,3.27770
0.340,1,0,5.927647,0.000000,6.822005,1.48338,0.09910,3.27788
0.341,1,0,5.929214,0.000000,6.825208,1.48491,0.09935,3.27720
0.342,1,0,5.930665,0.000000,6.828931,1.48262,0.09947,3.27714
0.343,1,0,5.932022,0.000000,6.833080,1.48399,0.09932,3.27783
0.344,1,0,5.933297,0.000000,6.837603,1.48422,0.09924,3.27792
0.345,1,0,5.934505,0.000000,6.842432,1.48430,0.09951,3.27731
0.346,1,0,5.935557,0.000000,6.847713,1.48369,0.09948,3.27691
0.347,1,0,5.936482,0.000000,6.853364,1.48293,0.09914,3.27675
0.348,1,0,5.937194,0.000000,6.859633,1.48468,0.09909,3.27671
0.349,1,0,5.937732,0.000000,6.866409,1.48476,0.09929,3.27678
0.350,1,0,5.938226,0.000000,6.874094,1.48232,0.09914,3.27679
0.351,1,0,5.938684,0.000000,6.882524,1.48552,0.09894,3.27671
0.352,1,0,5.939252,0.000000,6.891939,1.48430,0.09910,3.27695
0.353,1,0,5.939911,0.000000,6.902160,1.48270,0.09926,3.27756
0.354,1,0,5.940482,0.000000,6.912322,1.48491,0.09910,3.27768
0.355,1,0,5.940982,0.000000,6.922434,1.48361,0.09895,3.27722
0.356,1,0,5.941180,0.000000,6.931438,1.48369,0.09913,3.27701
0.357,1,0,5.941131,0.000000,6.939537,1.48270,0.09911,3.27709
0.358,1,0,5.940937,0.000000,6.946904,1.48384,0.09893,3.27702
0.359,1,0,5.940624,0.000000,6.953673,1.48506,0.09875,3.27680
0.360,1,0,5.940367,0.000000,6.960299,1.48399,0.09878,3.27681
0.361,1,0,5.940157,0.000000,6.966808,1.48445,0.09879,3.27712
0.362,1,0,5.939937,0.000000,6.972893,1.48567,0.09857,3.27721
0.363,1,0,5.939707,0.000000,6.978631,1.48438,0.09821,3.27706
0.364,1,0,4.306213,0.000000,6.983406,1.48438,0.09828,3.27691
0.365,0,0,1.336411,0.000000,6.987392,1.48476,0.09846,3.27675
