"Time","56 FLl Sw of","55 FLl Sw on","54 HLr Sw of","53 HLr Sw on","52 HLl Sw of","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","59 Left DS","60 Right DS","v6 L Mos","37a CoMy (cm)","v4 R Mos","32 FLx (cm)","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","31 Keyboard","29 HRx (cm)","51 HLl Sw on","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v7 xCoM","v5 L COP","28 HLy (cm)","33 FLy (cm)","67 xCoM","v3 R COP","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","34a FRx (cm)","37b CoMy (cm)","37 CoMy (cm)","32a FLx (cm)","29a HRx (cm)","27a HLx (cm)"
2.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.804947,43.121326,84.602386,80.418861,16.395081,0,0,-5.951079,-0.949389,5.951079,17.823345,0,0,18.647346,0,14.939585,0,14.161717,8.315474,18.703049,7.981383,14.924158,8.063322,14.376029,8.292297,13.792738,8.882502,15.258714,10.208279,14.563376,10.568040,15.691768,0,-0.01707,0.00333,-0.02054,-0.01360,0.00875,-0.01235,0.00558,0.00815,-1.47880,0.09932,3.27672,5.952059,0.000000,6.906445,6.425003,5.952059,0.000000,4.840067,4.371571,0.062307,210.164246,18.647346,5.997880,-0.862299,17.823345,14.939585,14.161717
2.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.145859,43.327576,84.639526,80.543686,16.392887,0,0,-5.955451,-0.877349,5.955451,17.812948,0,0,18.653101,0,14.933793,0,14.181746,8.310589,18.721495,7.979678,14.910347,8.055980,14.366989,8.297827,13.784275,8.879620,15.249720,10.208993,14.557185,10.565988,15.686661,0,-0.01962,0.00443,-0.01993,-0.01251,0.00845,-0.01269,0.00333,0.00552,-1.47653,0.09967,3.27695,5.955696,0.000000,6.907786,6.425053,5.955696,0.000000,4.843445,4.372858,0.012507,210.048996,18.653101,6.004135,-0.911560,17.812948,14.933793,14.181746
2.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.580902,43.483814,84.676605,80.663185,16.390507,0,0,-5.957167,-0.813722,5.957167,17.802223,0,0,18.657999,0,14.926090,0,14.198004,8.307076,18.737646,7.978309,14.897974,8.050363,14.356971,8.301689,13.774697,8.876163,15.240306,10.208894,14.551280,10.563785,15.681118,0,-0.01595,-0.00624,-0.02013,-0.01353,0.00804,-0.01101,0.00709,0.01117,-1.47828,0.09965,3.27699,5.957062,0.000000,6.909096,6.424923,5.957062,0.000000,4.846856,4.374103,-0.039992,209.930038,18.658365,6.008260,-0.963503,17.802223,14.926090,14.203619
2.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.331024,43.472618,84.713455,80.764839,16.387506,0,0,-5.953030,-0.778260,5.953030,17.790409,0,0,18.660027,0,14.911993,0,14.201635,8.308159,18.746126,7.978063,14.890413,8.050525,14.343678,8.299971,13.761386,8.870784,15.229485,10.206076,14.546331,10.561083,15.674113,0,-0.01611,0.00721,-0.01968,-0.01286,0.00868,-0.01317,0.00612,0.01282,-1.47802,0.09949,3.27638,5.950822,0.000000,6.910302,6.424191,5.950822,0.000000,4.850377,4.375206,-0.101529,209.798584,18.661991,6.005259,-1.024426,17.790409,14.911993,14.231664
2.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.081161,43.461418,84.750298,80.866493,16.384504,0,0,-5.947677,-0.742798,5.947677,17.778593,0,0,18.662054,0,14.897895,0,14.205266,8.309242,18.754604,7.977817,14.882853,8.050688,14.330386,8.298252,13.748075,8.865404,15.218664,10.203258,14.541383,10.558380,15.667109,0,-0.01478,-0.00409,-0.02020,-0.01249,0.00830,-0.01216,0.00338,0.00197,-1.47759,0.09951,3.27610,5.944583,0.000000,6.911507,6.423459,5.944583,0.000000,4.853898,4.376308,-0.163066,209.667145,18.665617,6.002257,-1.085350,17.778593,14.897895,14.259709
2.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.831299,43.450222,84.787148,80.968147,16.381504,0,0,-5.939640,-0.707335,5.939640,17.766779,0,0,18.664082,0,14.883798,0,14.208898,8.310325,18.763084,7.977571,14.875292,8.050850,14.317094,8.296534,13.734763,8.860024,15.207843,10.200439,14.536434,10.555678,15.660104,0,-0.00922,0.00714,-0.01969,-0.01345,0.00811,-0.00966,0.00571,0.00304,-1.47710,0.09964,3.27693,5.938344,0.000000,6.912713,6.422727,5.938344,0.000000,4.857419,4.377411,-0.224603,209.535690,18.669241,5.999255,-1.146274,17.766779,14.883798,14.287754
2.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.519455,43.485397,84.834427,81.068733,16.379168,0,0,-5.932539,-0.654719,5.932539,17.754423,0,0,18.665934,0,14.871821,0,14.217309,8.310579,18.770870,7.977393,14.867245,8.050972,14.303483,8.294490,13.722076,8.855276,15.197195,10.197792,14.531393,10.552326,15.652781,0,-0.01069,0.00328,-0.02023,-0.01721,0.00828,-0.01193,0.00431,0.00171,-1.47852,0.09960,3.27760,5.932562,0.000000,6.914050,6.422274,5.932562,0.000000,4.860950,4.378488,-0.286201,209.399033,18.671957,5.996712,-1.207231,17.754423,14.871821,14.303734
2.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.000137,43.675812,84.916634,81.165764,16.379055,0,0,-5.927500,-0.544674,5.927500,17.740253,0,0,18.667198,0,14.866950,0,14.241723,8.308056,18.776339,7.977444,14.857570,8.050961,14.288803,8.291358,13.711480,8.852637,15.187127,10.195717,14.526043,10.546797,15.644388,0,-0.03283,0.00632,-0.02114,-0.01161,0.00792,-0.01283,0.00401,0.00189,-1.47404,0.09935,3.27768,5.928308,0.000000,6.915830,6.422757,5.928308,0.000000,4.864518,4.379479,-0.348004,209.244888,18.671623,5.995703,-1.268299,17.740253,14.866950,14.279320
2.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.480820,43.866230,84.998833,81.262802,16.378944,0,0,-5.922915,-0.434629,5.922915,17.726086,0,0,18.668463,0,14.862079,0,14.266136,8.305533,18.781805,7.977496,14.847894,8.050948,14.274123,8.288226,13.700884,8.849998,15.177059,10.193642,14.520694,10.541268,15.635996,0,-0.00148,0.00635,-0.02128,-0.01398,0.00881,-0.01339,0.00569,0.00172,-1.47795,0.09946,3.27772,5.924053,0.000000,6.917609,6.423240,5.924053,0.000000,4.868086,4.380469,-0.409807,209.090744,18.671291,5.994693,-1.329367,17.726086,14.862079,14.254907
2.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.961487,44.056644,85.081039,81.359833,16.378832,0,0,-5.919333,-0.324584,5.919333,17.711918,0,0,18.669727,0,14.857207,0,14.290550,8.303010,18.787273,7.977547,14.838218,8.050937,14.259443,8.285094,13.690288,8.847360,15.166991,10.191566,14.515344,10.535740,15.627604,0,-0.01796,-0.00564,-0.02056,-0.01375,0.00820,-0.01215,0.00602,0.00259,-1.47853,0.09967,3.27765,5.919799,0.000000,6.919389,6.423723,5.919799,0.000000,4.871655,4.381460,-0.471610,208.936600,18.670958,5.993684,-1.390435,17.711918,14.857207,14.230493
2.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.543457,44.167355,85.176262,81.489891,16.378332,0,0,-5.915308,-0.213840,5.915308,17.699539,0,0,18.670778,0,14.851163,0,14.313806,8.299788,18.793123,7.977945,14.828568,8.050646,14.245199,8.282897,13.679668,8.845014,15.156917,10.190480,14.510342,10.531390,15.620326,0,-0.03962,0.00664,-0.02031,-0.01308,0.00828,-0.01033,0.00385,0.00241,-1.48015,0.09959,3.27750,5.915428,0.000000,6.921336,6.424434,5.915428,0.000000,4.875176,4.382561,-0.532556,208.801514,18.670412,5.992517,-1.450740,17.699539,14.851163,14.232614
2.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.464478,44.011211,85.315086,81.730522,16.376530,0,0,-5.910305,-0.100758,5.910305,17.693153,0,0,18.671112,0,14.841188,0,14.333179,8.294229,18.800259,7.979501,14.819004,8.049421,14.232413,8.283828,13.668970,8.843649,15.146820,10.192709,14.506500,10.530989,15.616781,0,-0.00465,0.00015,-0.02090,-0.01320,0.00798,-0.01231,0.00447,0.00198,-1.48071,0.09927,3.27712,5.910663,0.000000,6.923846,6.425910,5.910663,0.000000,4.878542,4.384027,-0.590637,208.730286,18.669147,5.990821,-1.508489,17.693153,14.841188,14.323568
2.210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.385498,43.855068,85.453918,81.971153,16.374727,0,0,-5.905438,0.012325,5.905438,17.686766,0,0,18.671444,0,14.831215,0,14.352554,8.288669,18.807394,7.981058,14.809440,8.048197,14.219628,8.284759,13.658271,8.842283,15.136723,10.194937,14.502659,10.530586,15.613236,0,-0.01821,0.00396,-0.01932,-0.01371,0.00911,-0.01221,0.00649,0.00353,-1.47896,0.09952,3.27688,5.905898,0.000000,6.926356,6.427386,5.905898,0.000000,4.881907,4.385495,-0.648717,208.659058,18.667883,5.989125,-1.566238,17.686766,14.831215,14.414524
2.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.306519,43.698925,85.592743,82.211784,16.372925,0,0,-5.900870,0.125407,5.900870,17.680380,0,0,18.671778,0,14.821241,0,14.371928,8.283109,18.814529,7.982615,14.799876,8.046972,14.206843,8.285689,13.647573,8.840919,15.126626,10.197165,14.498817,10.530185,15.609692,0,-0.01942,0.00316,-0.01961,-0.01364,0.00833,-0.01276,0.00526,0.00186,-1.48209,0.09974,3.27710,5.901133,0.000000,6.928865,6.428862,5.901133,0.000000,4.885273,4.386962,-0.706797,208.587830,18.666618,5.987429,-1.623986,17.680380,14.821241,14.505479
2.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.337036,43.469517,85.709923,82.460915,16.370644,0,0,-5.897157,0.248730,5.897157,17.673237,0,0,18.672569,0,14.809489,0,14.386847,8.278388,18.821863,7.984647,14.788785,8.046902,14.194992,8.287562,13.636416,8.839265,15.116358,10.199133,14.495034,10.529581,15.605361,0,-0.01552,0.00380,-0.02098,-0.01340,0.00850,-0.01279,0.00640,0.00272,-1.47842,0.09950,3.27727,5.897169,0.000000,6.931347,6.430192,5.897169,0.000000,4.888500,4.388290,-0.764520,208.507874,18.666548,5.986512,-1.681339,17.673237,14.809489,14.564849
2.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.734131,42.994843,85.754623,82.738472,16.366758,0,0,-5.895327,0.406337,5.895327,17.663555,0,0,18.674898,0,14.791781,0,14.386847,8.276479,18.829861,7.988272,14.772579,8.050694,14.186266,8.292586,13.623728,8.836642,15.105514,10.200233,14.491449,10.528306,15.598397,0,-0.01423,-0.00725,-0.01969,-0.01565,0.00787,-0.01506,0.00348,0.00137,-1.47762,0.09919,3.27719,5.895884,0.000000,6.933734,6.431035,5.895884,0.000000,4.891265,4.389153,-0.821047,208.398758,18.670473,5.988204,-1.737363,17.663555,14.791781,14.518476
2.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.131241,42.520168,85.799324,83.016037,16.362875,0,0,-5.893813,0.563944,5.893813,17.653875,0,0,18.677227,0,14.774075,0,14.386847,8.274569,18.837860,7.991897,14.756373,8.054487,14.177540,8.297610,13.611040,8.834021,15.094670,10.201331,14.487864,10.527031,15.591434,0,-0.01398,0.00240,-0.02075,-0.01230,0.00822,-0.01098,0.00706,0.00568,-1.48319,0.09949,3.27718,5.894599,0.000000,6.936121,6.431877,5.894599,0.000000,4.894030,4.390015,-0.877573,208.289627,18.674400,5.989896,-1.793388,17.653875,14.774075,14.472103
2.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.528336,42.045494,85.844025,83.293602,16.358990,0,0,-5.892995,0.721552,5.892995,17.644196,0,0,18.679558,0,14.756368,0,14.386847,8.272659,18.845860,7.995522,14.740168,8.058280,14.168814,8.302634,13.598351,8.831399,15.083826,10.202431,14.484278,10.525756,15.584470,0,-0.01611,0.00405,-0.02089,-0.01335,0.00826,-0.01250,0.00502,0.01124,-1.47913,0.09950,3.27741,5.893315,0.000000,6.938509,6.432718,5.893315,0.000000,4.896794,4.390877,-0.934100,208.180511,18.678328,5.991589,-1.849412,17.644196,14.756368,14.425730
2.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.694901,41.723923,85.862312,83.552391,16.354153,0,0,-5.891896,0.826480,5.891896,17.635571,0,0,18.683060,0,14.739188,0,14.386847,8.270360,18.853273,7.998842,14.724873,8.062192,14.159787,8.307653,13.585284,8.828645,15.073120,10.203290,14.480622,10.524831,15.578266,0,-0.01982,-0.00327,-0.01946,-0.01399,0.00844,-0.01201,0.00589,0.00732,-1.47760,0.09913,3.27757,5.892115,0.000000,6.928018,6.433541,5.892115,0.000000,4.899431,4.391626,-0.988575,208.081894,18.683060,5.993260,-1.903440,17.635571,14.739188,14.408868
2.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.089676,41.914909,85.792191,83.748352,16.346121,0,0,-5.890175,0.755049,5.890175,17.630478,0,0,18.690495,0,14.723775,0,14.386847,8.266755,18.858727,8.001142,14.712630,8.066503,14.149755,8.312654,13.570946,8.825448,15.062873,10.203347,14.476732,10.525081,15.574603,0,-0.02395,0.00452,-0.02007,-0.01429,0.00859,-0.01161,0.00602,0.00183,-1.47891,0.09925,3.27749,5.891201,0.000000,6.874410,6.434300,5.891201,0.000000,4.901639,4.391996,-1.036186,208.018509,18.690495,5.994862,-1.950786,17.630478,14.723775,14.490807
2.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.484436,42.105900,85.722076,83.944305,16.338091,0,0,-5.888918,0.683617,5.888918,17.625385,0,0,18.697929,0,14.708362,0,14.386847,8.263150,18.864182,8.003441,14.700387,8.070813,14.139724,8.317657,13.556606,8.822252,15.052627,10.203405,14.472842,10.525331,15.570940,0,-0.00694,0.00560,-0.02001,-0.01327,0.00776,-0.01293,0.00132,0.00908,-1.47286,0.09950,3.27735,5.890287,0.000000,6.820803,6.435059,5.890287,0.000000,4.903848,4.392365,-1.083796,207.955109,18.697929,5.996464,-1.998132,17.625385,14.708362,14.572745
2.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.879211,42.296886,85.651955,84.140259,16.330061,0,0,-5.888682,0.612186,5.888682,17.620293,0,0,18.705364,0,14.692949,0,14.386847,8.259545,18.869635,8.005740,14.688144,8.075124,14.129692,8.322658,13.542268,8.819056,15.042379,10.203463,14.468952,10.525579,15.567277,0,-0.02002,0.00166,-0.01954,-0.01412,0.00874,-0.01108,0.00425,0.00945,-1.47528,0.09933,3.27697,5.889373,0.000000,6.767195,6.435818,5.889373,0.000000,4.906057,4.392735,-1.131406,207.891708,18.705364,5.998065,-2.045478,17.620293,14.692949,14.654684
2.220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.230255,42.552937,85.588791,84.311356,16.322744,0,0,-5.889569,0.467757,5.889569,17.612766,0,0,18.711102,0,14.676641,0,14.386847,8.256537,18.873440,8.006796,14.676028,8.076758,14.118734,8.328018,13.528468,8.816101,15.032308,10.203174,14.464826,10.525365,15.563255,0,-0.01542,0.00496,-0.01943,-0.01311,0.00820,-0.01301,0.00554,0.00306,-1.47418,0.09914,3.27669,5.889312,0.000000,6.713486,6.436455,5.889312,0.000000,4.908090,4.393075,-1.175097,207.802567,18.711102,6.000306,-2.088778,17.612766,14.676641,14.702141
2.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.434906,43.026798,85.548912,84.399239,16.317822,0,0,-5.892930,0.078941,5.892930,17.597090,0,0,18.711157,0,14.657334,0,14.386847,8.255526,18.871719,8.003691,14.664340,8.069434,14.104680,8.334583,13.516471,8.813955,15.022820,10.201723,14.459907,10.523595,15.558037,0,-0.01442,0.01044,-0.01891,-0.01341,0.00767,-0.01205,0.00577,0.00260,-1.47513,0.09951,3.27677,5.892109,0.000000,6.659437,6.436686,5.892109,0.000000,4.909537,4.393317,-1.205665,207.627228,18.711157,6.004683,-2.118534,17.597090,14.657334,14.634158
2.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.639557,43.500660,85.509041,84.487122,16.312899,0,0,-5.895969,-0.309875,5.895969,17.581415,0,0,18.711214,0,14.638029,0,14.386847,8.254515,18.870001,8.000586,14.652652,8.062109,14.090626,8.341148,13.504474,8.811810,15.013334,10.200272,14.454988,10.521824,15.552817,0,-0.02108,-0.00012,-0.02040,-0.01277,0.00861,-0.01255,0.00544,0.00303,-1.47082,0.09966,3.27688,5.894906,0.000000,6.605388,6.436916,5.894906,0.000000,4.910984,4.393558,-1.236234,207.451889,18.711214,6.009061,-2.148290,17.581415,14.638029,14.566175
2.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.844208,43.974522,85.469162,84.575005,16.307976,0,0,-5.898297,-0.698691,5.898297,17.565739,0,0,18.711269,0,14.618723,0,14.386847,8.253503,18.868282,7.997480,14.640963,8.054784,14.076571,8.347713,13.492476,8.809666,15.003847,10.198821,14.450068,10.520054,15.547598,0,-0.01917,0.00996,-0.01832,-0.01275,0.00960,-0.01804,0.00366,0.00334,-1.46850,0.09957,3.27710,5.897702,0.000000,6.551339,6.437147,5.897702,0.000000,4.912431,4.393800,-1.266803,207.276535,18.711269,6.013439,-2.178045,17.565739,14.618723,14.498192
2.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.085632,44.458191,85.394760,84.656586,16.304888,0,0,-5.898823,-1.081653,5.898823,17.550514,0,0,18.712217,0,14.600723,0,14.386847,8.253078,18.868052,7.994829,14.629025,8.049289,14.062490,8.352415,13.480979,8.808052,14.995022,10.197978,14.445312,10.518672,15.542828,0,-0.03754,0.00749,-0.02105,-0.01359,0.00839,-0.01633,0.00445,0.00214,-1.46930,0.09973,3.27722,5.898764,0.000000,6.509799,6.437021,5.898764,0.000000,4.913808,4.393916,-1.293205,207.107941,18.712217,6.015862,-2.203658,17.550514,14.600723,14.445095
2.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.450165,44.974674,85.204773,84.717072,16.307943,0,0,-5.895375,-1.445015,5.895375,17.536802,0,0,18.716152,0,14.587094,0,14.386847,8.254619,18.872799,7.993701,14.616255,8.049920,14.048317,8.350879,13.471154,8.808220,14.988412,10.199173,14.441106,10.518594,15.539559,0,-0.01074,0.00156,-0.02102,-0.01379,0.00787,-0.01089,0.00757,0.00199,-1.46413,0.09995,3.27691,5.894019,0.000000,6.510139,6.435705,5.894019,0.000000,4.914949,4.393610,-1.305658,206.961914,18.716152,6.011741,-2.215399,17.536802,14.587094,14.441838
2.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.814697,45.491161,85.014786,84.777550,16.311001,0,0,-5.891176,-1.808378,5.891176,17.523088,0,0,18.720087,0,14.573465,0,14.386847,8.256160,18.877548,7.992574,14.603484,8.050550,14.034144,8.349343,13.461329,8.808388,14.981802,10.200368,14.436898,10.518517,15.536292,0,-0.00695,0.00390,-0.02134,-0.01423,0.00868,-0.01169,0.00389,-0.00025,-1.46137,0.09990,3.27669,5.889274,0.000000,6.510478,6.434389,5.889274,0.000000,4.916090,4.393305,-1.318110,206.815887,18.720087,6.007619,-2.227140,17.523088,14.573465,14.438581
2.227,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,156.179230,46.007648,84.824799,84.838036,16.314058,0,0,-5.885321,-2.171740,5.885321,17.509377,0,0,18.724022,0,14.559835,0,14.386847,8.257701,18.882296,7.991446,14.590714,8.051182,14.019971,8.347807,13.451505,8.808556,14.975193,10.201562,14.432691,10.518438,15.533024,0,-0.03000,0.00368,-0.02000,-0.01413,0.00861,-0.01188,0.00422,0.00595,-1.45318,0.09962,3.27677,5.884528,0.000000,6.510817,6.433073,5.884528,0.000000,4.917231,4.393000,-1.330563,206.669861,18.724022,6.003498,-2.238881,17.509377,14.559835,14.435323
2.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.574905,46.482861,84.647804,84.896126,16.314844,0,0,-5.879992,-2.526334,5.879992,17.495243,0,0,18.728107,0,14.547764,0,14.386847,8.259105,18.887247,7.990140,14.578620,8.051729,14.005992,8.350371,13.442201,8.808783,14.968543,10.202751,14.428555,10.518365,15.529722,0,-0.01504,0.00661,-0.02025,-0.01440,0.00848,-0.01245,0.00649,0.00417,-1.44871,0.09969,3.27694,5.879751,0.000000,6.510828,6.431466,5.879751,0.000000,4.918195,4.392676,-1.341138,206.516983,18.728107,5.999244,-2.248723,17.495243,14.547764,14.431765
2.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.074860,46.819901,84.514328,84.946228,16.308027,0,0,-5.875823,-2.851574,5.875823,17.479698,0,0,18.732693,0,14.540908,0,14.386847,8.260052,18.892879,7.988238,14.568793,8.051998,13.992660,8.366662,13.434642,8.809207,14.961761,10.203922,14.424655,10.518305,15.526307,0,-0.02468,-0.02303,-0.02190,-0.01176,0.00917,-0.01201,0.00643,0.00685,-1.44214,0.09983,3.27748,5.874868,0.000000,6.509741,6.428886,5.874868,0.000000,4.918564,4.392290,-1.345427,206.341187,18.732693,5.994545,-2.252206,17.479698,14.540908,14.427201
2.230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.574799,47.156944,84.380859,84.996330,16.301212,0,0,-5.871245,-3.176815,5.871245,17.464155,0,0,18.737278,0,14.534052,0,14.386847,8.260999,18.898512,7.986335,14.558967,8.052266,13.979327,8.382954,13.427084,8.809631,14.954980,10.205092,14.420755,10.518245,15.522892,0,-0.02031,0.00948,-0.02107,-0.01363,0.00892,-0.01243,0.00328,0.00075,-1.43530,0.09960,3.27781,5.869985,0.000000,6.508654,6.426306,5.869985,0.000000,4.918934,4.391904,-1.349716,206.165390,18.737278,5.989848,-2.255688,17.464155,14.534052,14.422637
2.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.074738,47.493984,84.247383,85.046432,16.294395,0,0,-5.865764,-3.502055,5.865764,17.448612,0,0,18.741865,0,14.527196,0,14.386847,8.261946,18.904142,7.984432,14.549140,8.052535,13.965995,8.399244,13.419525,8.810056,14.948198,10.206264,14.416856,10.518185,15.519477,0,-0.02119,0.00177,-0.02148,-0.01317,0.00869,-0.01065,0.00551,0.00409,-1.43086,0.09936,3.27743,5.865101,0.000000,6.507566,6.423727,5.865101,0.000000,4.919303,4.391519,-1.354005,205.989578,18.741865,5.985149,-2.259171,17.448612,14.527196,14.418074
2.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.684433,47.755440,84.166061,85.103790,16.290968,0,0,-5.859002,-3.799904,5.859002,17.433990,0,0,18.745939,0,14.519726,0,14.386847,8.264171,18.908646,7.983565,14.539732,8.053625,13.952681,8.411718,13.411390,8.810130,14.940890,10.207504,14.412693,10.517946,15.516124,0,-0.01722,0.00277,-0.01978,-0.01411,0.00820,-0.01200,0.00544,0.00302,-1.42024,0.09960,3.27718,5.859528,0.000000,6.494194,6.421325,5.859528,0.000000,4.919541,4.391195,-1.355893,205.827194,18.745939,5.979636,-2.260301,17.433990,14.519616,14.412966
2.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.661575,47.763840,84.259331,85.185432,16.298889,0,0,-5.849418,-4.006052,5.849418,17.422453,0,0,18.748306,0,14.510201,0,14.386847,8.270674,18.909367,7.986166,14.531725,8.057463,13.939426,8.411413,13.401326,8.809036,14.931825,10.208979,14.407648,10.517115,15.512980,0,-0.01964,0.00424,-0.02034,-0.01403,0.00929,-0.01654,0.00267,0.00033,-1.40657,0.09977,3.27741,5.851640,0.000000,6.439692,6.419518,5.851640,0.000000,4.919336,4.391080,-1.349741,205.709702,18.748306,5.971390,-2.253551,17.422453,14.509615,14.406037
2.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.638718,47.772240,84.352608,85.267075,16.306810,0,0,-5.840808,-4.212199,5.840808,17.410917,0,0,18.750671,0,14.500676,0,14.386847,8.277177,18.910088,7.988768,14.523718,8.061301,13.926172,8.411108,13.391262,8.807943,14.922758,10.210453,14.402602,10.516282,15.509836,0,-0.01665,-0.00401,-0.02004,-0.01311,0.00842,-0.01165,0.00604,0.02049,-1.40032,0.09957,3.27747,5.843753,0.000000,6.385190,6.417711,5.843753,0.000000,4.919131,4.390965,-1.343589,205.592194,18.750671,5.963144,-2.246800,17.410917,14.499614,14.399110
2.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.615860,47.780640,84.445877,85.348717,16.314730,0,0,-5.834345,-4.418346,5.834345,17.399380,0,0,18.753038,0,14.491151,0,14.386847,8.283680,18.910810,7.991369,14.515712,8.065140,13.912918,8.410803,13.381198,8.806849,14.913692,10.211927,14.397557,10.515450,15.506692,0,-0.01682,0.01133,-0.02024,-0.01318,0.00789,-0.01214,0.00462,-0.00673,-1.39086,0.09957,3.27694,5.835866,0.000000,6.330687,6.415905,5.835866,0.000000,4.918926,4.390850,-1.337438,205.474701,18.753038,5.954898,-2.240050,17.399380,14.489613,14.392181
2.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.676025,47.741802,84.534470,85.447571,16.318888,0,0,-5.830923,-4.591150,5.830923,17.388226,0,0,18.754866,0,14.483707,0,14.386847,8.289263,18.911100,7.993236,14.505335,8.068077,13.899768,8.411271,13.371304,8.805592,14.904817,10.213081,14.392946,10.514376,15.503475,0,-0.01362,0.00627,-0.02103,-0.01311,0.00869,-0.01176,0.00536,0.00425,-1.38188,0.09997,3.27671,5.830654,0.000000,6.275720,6.414233,5.830654,0.000000,4.918666,4.390708,-1.330369,205.357605,18.754866,5.949279,-2.232402,17.388226,14.482021,14.389475
2.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.014145,47.544804,84.607391,85.604050,16.310440,0,0,-5.834206,-4.652325,5.834206,17.378353,0,0,18.754892,0,14.483232,0,14.386847,8.291769,18.909946,7.992644,14.487025,8.067997,13.886968,8.414330,13.361979,8.803785,14.896583,10.213166,14.389791,10.512489,15.500012,0,-0.02108,0.00748,-0.02005,-0.01286,0.00811,-0.01141,0.00505,0.00197,-1.37200,0.09989,3.27755,5.834394,0.000000,6.219193,6.413013,5.834394,0.000000,4.918222,4.390475,-1.320228,205.241806,18.754892,5.952454,-2.221750,17.378353,14.482497,14.400901
