"Time","56 FLl Sw of","55 FLl Sw on","54 HLr Sw of","53 HLr Sw on","52 HLl Sw of","66 rm dwn st","65 rm dwn sw","64 rmp up st","63 rmp up sw","62 Ramp down","61 Ramp up","50 Sinus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Rump up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","36 CoMx (cm)","59 Left DS","60 Right DS","v6 L Mos","37a CoMy (cm)","v4 R Mos","32 FLx (cm)","58 FLr Sw of","57 FLr Sw on","34 FRx (cm)","31 Keyboard","29 HRx (cm)","51 HLl Sw on","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v7 xCoM","v5 L COP","28 HLy (cm)","33 FLy (cm)","67 xCoM","v3 R COP","35 FRy (cm)","30 HRy (cm)","v2 Virtual","v1 Virtual","34a FRx (cm)","37b CoMy (cm)","37 CoMy (cm)","32a FLx (cm)","29a HRx (cm)","27a HLx (cm)"
0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.485504,53.633163,72.131493,89.792038,15.190404,1,0,0.700944,-2.125781,6.076752,16.238882,0,0,17.498138,0,13.262940,0,12.437657,8.247733,17.516338,8.016171,13.200210,8.173388,12.523137,8.799688,12.112978,8.689116,13.698032,10.147118,13.344299,10.420905,14.503541,0,-0.01617,0.00308,-0.01991,-0.01330,0.00880,-0.01207,0.00446,0.00166,-1.47989,0.09920,3.27733,6.076784,6.777696,7.142326,6.413062,6.076784,0.000000,5.010966,4.624846,-0.552233,191.733826,17.498138,6.150893,-1.394643,16.238882,13.262940,12.372759
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.607803,53.884041,71.872391,90.235260,15.193064,1,0,0.705121,-1.952113,6.073016,16.225071,0,0,17.511778,0,13.254065,0,12.437657,8.248687,17.516378,8.019640,13.188475,8.173831,12.510368,8.803876,12.107811,8.687808,13.691653,10.146817,13.343910,10.422056,14.503417,0,-0.02385,0.01215,-0.01934,-0.01429,0.00875,-0.01046,0.00339,0.00259,-1.47966,0.09926,3.27756,6.073697,6.778136,7.143081,6.413128,6.073697,0.000000,5.011355,4.623280,-0.570890,191.586349,17.511778,6.148758,-1.412584,16.225071,13.254065,12.369073
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.730118,54.134922,71.613281,90.678482,15.195724,1,0,0.708904,-1.778445,6.069654,16.211262,0,0,17.525417,0,13.245189,0,12.437657,8.249641,17.516417,8.023108,13.176741,8.174275,12.497601,8.808063,12.102645,8.686501,13.685274,10.146516,13.343521,10.423208,14.503293,0,-0.01202,0.00364,-0.01974,-0.01378,0.00793,-0.01218,0.00566,0.00261,-1.47913,0.09896,3.27750,6.070610,6.778559,7.143836,6.413194,6.070610,0.000000,5.011744,4.621715,-0.589548,191.438858,17.525417,6.146625,-1.430525,16.211262,13.245189,12.365386
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.852417,54.385799,71.354179,91.121704,15.198383,1,0,0.711821,-1.604777,6.067122,16.197451,0,0,17.539059,0,13.236313,0,12.437657,8.250595,17.516457,8.026577,13.165006,8.174719,12.484832,8.812250,12.097478,8.685193,13.678895,10.146214,13.343132,10.424359,14.503168,0,-0.00040,0.01025,-0.01857,-0.01444,0.00878,-0.01340,0.00454,0.00274,-1.47897,0.09916,3.27644,6.067522,6.778944,7.144590,6.413260,6.067522,0.000000,5.012134,4.620149,-0.608205,191.291382,17.539059,6.144491,-1.448466,16.197451,13.236313,12.361700
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.997742,54.544174,70.997314,91.590439,15.202324,1,0,0.715051,-1.442749,6.064291,16.183128,0,0,17.551224,0,13.227513,0,12.437657,8.253152,17.519173,8.029724,13.152847,8.175895,12.473161,8.821507,12.092473,8.683909,13.671257,10.146150,13.342964,10.425948,14.503262,0,-0.02211,0.00622,-0.02310,-0.01300,0.00856,-0.02384,0.00504,0.00547,-1.47873,0.09945,3.27579,6.064277,6.779343,7.145199,6.413486,6.064277,0.000000,5.012543,4.618730,-0.626938,191.139618,17.551224,6.142201,-1.466456,16.183128,13.227513,12.358789
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.220169,54.392864,70.313164,92.144562,15.210548,1,0,0.718974,-1.319690,6.060799,16.167093,0,0,17.558455,0,13.218968,0,12.437657,8.261076,17.530846,8.031792,13.139266,8.179523,12.465164,8.847731,12.088007,8.682701,13.659405,10.146875,13.343534,10.428998,14.504081,0,-0.01071,-0.00034,-0.01907,-0.01354,0.00863,-0.01823,0.00495,0.00181,-1.47726,0.09937,3.27663,6.060503,6.779773,7.145319,6.414245,6.060503,0.000000,5.013020,4.617797,-0.645922,190.973526,17.558455,6.139392,-1.484608,16.167093,13.218968,12.358476
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.442596,54.241550,69.629013,92.698685,15.218773,1,0,0.723065,-1.196632,6.057144,16.151058,0,0,17.565683,0,13.210423,0,12.437657,8.269001,17.542521,8.033859,13.125686,8.183150,12.457167,8.873956,12.083540,8.681493,13.647552,10.147600,13.344106,10.432048,14.504901,0,-0.02200,0.00963,-0.01940,-0.01435,0.00876,-0.01172,0.00553,0.00327,-1.47820,0.09899,3.27732,6.056729,6.780210,7.145441,6.415003,6.056729,0.000000,5.013496,4.616866,-0.664907,190.807419,17.565683,6.136582,-1.502761,16.151058,13.210423,12.358162
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.665024,54.090240,68.944855,93.252815,15.226997,1,0,0.727528,-1.073573,6.053129,16.135023,0,0,17.572914,0,13.201879,0,12.437657,8.276925,17.554193,8.035927,13.112105,8.186778,12.449170,8.900181,12.079074,8.680285,13.635699,10.148326,13.344676,10.435098,14.505720,0,-0.01125,0.00492,-0.02128,-0.01237,0.00927,-0.01233,0.00594,-0.00126,-1.47842,0.09938,3.27747,6.052955,6.780657,7.145561,6.415761,6.052955,0.000000,5.013972,4.615934,-0.683891,190.641327,17.572914,6.133773,-1.520914,16.135023,13.201879,12.357848
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.929367,53.938210,68.296135,93.772774,15.231229,1,0,0.731734,-0.899743,6.049366,16.120657,0,0,17.581421,0,13.194153,0,12.437657,8.283921,17.564671,8.038257,13.095639,8.189910,12.440578,8.927901,12.073400,8.679083,13.624029,10.149228,13.344614,10.437990,14.505901,0,-0.01518,0.00512,-0.02079,-0.01314,0.00787,-0.01354,0.00464,0.00382,-1.47809,0.09942,3.27752,6.049669,6.781101,7.145835,6.416400,6.049669,0.000000,5.014308,4.614902,-0.701525,190.489365,17.581421,6.131385,-1.537802,16.120657,13.194153,12.356454
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.334084,53.783756,67.766029,94.178352,15.222093,1,0,0.735375,-0.555941,6.046162,16.111876,0,0,17.594198,0,13.189167,0,12.437657,8.287813,17.571135,8.041460,13.069513,8.191381,12.429995,8.960629,12.063682,8.677903,13.612973,10.150723,13.342435,10.440359,14.503946,0,-0.02433,-0.00538,-0.01894,-0.01488,0.00753,-0.01281,0.00454,0.00060,-1.47855,0.09914,3.27722,6.048020,6.781537,7.146623,6.416638,6.048020,0.000000,5.014175,4.613533,-0.714639,190.384750,17.594198,6.130408,-1.550460,16.111876,13.189167,12.351444
0.010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.738792,53.629303,67.235916,94.583931,15.212955,1,0,0.738164,-0.212139,6.043853,16.103094,0,0,17.606976,0,13.184181,0,12.437657,8.291704,17.577600,8.044663,13.043388,8.192852,12.419412,8.993357,12.053964,8.676723,13.601916,10.152217,13.340256,10.442728,14.501991,0,-0.02104,0.00753,-0.01862,-0.01370,0.00807,-0.01283,0.00487,0.00245,-1.47825,0.09907,3.27701,6.046371,6.782017,7.147410,6.416876,6.046371,0.000000,5.014042,4.612164,-0.727753,190.280136,17.606976,6.129431,-1.563119,16.103094,13.184181,12.346434
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.143509,53.474850,66.705811,94.989517,15.203818,1,0,0.739075,0.131663,6.043519,16.094311,0,0,17.619753,0,13.179195,0,12.437657,8.295595,17.584064,8.047867,13.017262,8.194324,12.408828,9.026085,12.044246,8.675544,13.590860,10.153711,13.338077,10.445097,14.500036,0,-0.02046,0.00522,-0.01878,-0.01530,0.00883,-0.01261,0.00468,0.00289,-1.47733,0.09936,3.27716,6.044721,6.782594,7.148197,6.417114,6.044721,0.000000,5.013908,4.610795,-0.740866,190.175522,17.619753,6.128455,-1.575777,16.094311,13.179195,12.341424
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.622505,53.429913,66.255066,95.377747,15.194696,1,0,-0.319601,0.437111,6.044446,16.085052,0,0,17.632174,0,13.169922,0,12.437657,8.299571,17.592648,8.050200,12.994838,8.195075,12.399533,9.054200,12.036407,8.674614,13.581033,10.154783,13.336292,10.447317,14.497993,0,-0.01470,-0.00050,-0.02160,-0.01387,0.00831,-0.01153,0.00637,0.00201,-1.48018,0.09926,3.27722,6.044330,5.724845,7.149172,6.417304,6.044330,0.000000,5.013628,4.609488,-0.751406,190.065735,17.632174,6.128598,-1.585836,16.085052,13.169922,12.337448
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.350212,53.751614,66.070030,95.707886,15.185626,1,0,-3.714801,0.614157,6.048150,16.074196,0,0,17.643400,0,13.146291,1,12.437657,8.303827,17.608322,8.049621,12.984803,8.193419,12.394552,9.066876,12.034862,8.674521,13.575318,10.154442,13.335830,10.449039,14.495650,0,-0.01794,0.00554,-0.02055,-0.01387,0.00826,-0.01233,0.00408,0.00153,-1.47956,0.09895,3.27691,6.048153,2.333349,7.150777,6.417331,6.048153,0.000000,5.012856,4.608387,-0.753329,189.938629,17.643400,6.132493,-1.587196,16.074196,13.146291,12.336935
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.077919,54.073315,65.885002,96.038025,15.176556,0,0,-6.051926,0.791203,6.051926,16.063337,0,0,17.654627,0,13.122660,0,12.437657,8.308084,17.623995,8.049042,12.974768,8.191761,12.389572,9.079554,12.033317,8.674429,13.569604,10.154101,13.335366,10.450760,14.493308,0,-0.01104,0.01171,-0.02153,-0.01349,0.00837,-0.02036,0.00491,0.00242,-1.47805,0.09902,3.27672,6.051976,0.000000,7.152382,6.417358,6.051976,0.000000,5.012084,4.607285,-0.755252,189.811539,17.654627,6.136389,-1.588556,16.063337,13.122660,12.336422
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.805618,54.395016,65.699966,96.368164,15.167485,0,0,-6.055857,0.968248,6.055857,16.052481,0,0,17.665854,0,13.099029,0,12.437657,8.312342,17.639669,8.048463,12.964733,8.190104,12.384591,9.092230,12.031771,8.674336,13.563890,10.153760,13.334903,10.452480,14.490965,0,-0.02469,0.01040,-0.02236,-0.01396,0.00917,-0.01778,0.00562,0.00242,-1.47776,0.09917,3.27695,6.055799,0.000000,7.153987,6.417386,6.055799,0.000000,5.011312,4.606184,-0.757176,189.684433,17.665854,6.140285,-1.589916,16.052481,13.099029,12.335909
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.503357,54.699780,65.498322,96.702271,15.159339,0,0,-6.058721,1.111082,6.058721,16.042482,0,0,17.676508,0,13.076382,0,12.437657,8.316634,17.652981,8.047520,12.955042,8.191533,12.375541,9.104050,12.029686,8.674275,13.557410,10.153870,13.334120,10.454360,14.488728,0,-0.01241,0.00185,-0.01990,-0.01310,0.00815,-0.01246,0.00521,0.00321,-1.47815,0.09906,3.27713,6.058863,0.000000,7.155363,6.417280,6.058863,0.000000,5.010454,4.605107,-0.756596,189.567596,17.676508,6.143290,-1.588818,16.042482,13.076382,12.335838
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.100769,54.947849,65.241035,97.049667,15.154289,0,0,-6.059230,1.139382,6.059230,16.035360,0,0,17.685251,0,13.057030,0,12.437657,8.321044,17.658392,8.045354,12.946498,8.203295,12.352865,9.113001,12.025796,8.674321,13.548369,10.155489,13.332266,10.456771,14.486839,0,-0.01323,-0.00152,-0.01923,-0.01490,0.00842,-0.01186,0.00558,0.00470,-1.47741,0.09882,3.27713,6.059384,0.000000,7.155971,6.416729,6.059384,0.000000,5.009311,4.604114,-0.747639,189.485123,17.685251,6.143315,-1.579491,16.035360,13.057030,12.337247
0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.698174,55.195919,64.983757,97.397072,15.149239,0,0,-6.059743,1.167682,6.059743,16.028238,0,0,17.693993,0,13.037679,0,12.437657,8.325455,17.663801,8.043188,12.937955,8.215056,12.330190,9.121952,12.021905,8.674367,13.539328,10.157107,13.330413,10.459181,14.484951,0,-0.01356,0.00733,-0.01990,-0.01324,0.00866,-0.01262,0.00589,-0.00471,-1.47623,0.09890,3.27713,6.059905,0.000000,7.156580,6.416179,6.059905,0.000000,5.008168,4.603120,-0.738681,189.402634,17.693993,6.143341,-1.570164,16.028238,13.037679,12.338655
0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.295586,55.443993,64.726471,97.744469,15.144189,0,0,-6.060266,1.195982,6.060266,16.021116,0,0,17.702736,0,13.018327,0,12.437657,8.329865,17.669212,8.041022,12.929411,8.226818,12.307514,9.130903,12.018015,8.674413,13.530286,10.158727,13.328559,10.461591,14.483063,0,-0.01799,0.00371,-0.02136,-0.01359,0.00941,-0.01100,0.00554,0.00258,-1.47691,0.09908,3.27713,6.060426,0.000000,7.157188,6.415628,6.060426,0.000000,5.007025,4.602127,-0.729723,189.320160,17.702736,6.143366,-1.560837,16.021116,13.018327,12.340065
0.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.914787,55.630447,64.486801,98.063606,15.139735,0,0,-6.061991,1.184593,6.061991,16.012861,0,0,17.711649,0,13.001890,0,12.437657,8.333702,17.674368,8.039500,12.920254,8.235499,12.288087,9.142291,12.013782,8.674157,13.521357,10.160075,13.326528,10.463837,14.480715,0,-0.01461,0.00289,-0.02246,-0.01333,0.00791,-0.01279,0.00532,0.00274,-1.47198,0.09898,3.27716,6.061887,0.000000,7.157189,6.415087,6.061887,0.000000,5.005701,4.601248,-0.719064,189.225952,17.711649,6.144238,-1.549749,16.012861,13.001890,12.342816
0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.606956,55.610630,64.306084,98.288101,15.137282,0,0,-6.066366,1.040332,6.066366,16.000811,0,0,17.721136,0,12.995208,0,12.437657,8.335618,17.678671,8.040134,12.909043,8.233868,12.279534,9.161835,12.008402,8.672892,13.512800,10.160518,13.323899,10.465534,14.476828,0,-0.02427,0.00659,-0.02123,-0.01367,0.00882,-0.01241,0.00495,0.00228,-1.47229,0.09862,3.27732,6.066492,0.000000,7.155156,6.414577,6.066492,0.000000,5.003774,4.600753,-0.702709,189.092499,17.721136,6.147941,-1.532769,16.000811,12.995208,12.350063
0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.299133,55.590816,64.125374,98.512596,15.134830,0,0,-6.070877,0.896071,6.070877,15.988761,0,0,17.730625,0,12.988526,0,12.437657,8.337535,17.682974,8.040769,12.897832,8.232236,12.270981,9.181379,12.003021,8.671626,13.504245,10.160961,13.321271,10.467232,14.472940,0,-0.02008,-0.00308,-0.01900,-0.01209,0.00763,-0.01236,0.00601,0.00273,-1.47130,0.09883,3.27744,6.071097,0.000000,7.153123,6.414068,6.071097,0.000000,5.001846,4.600257,-0.686354,188.959045,17.730625,6.151644,-1.515788,15.988761,12.988526,12.357310
0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.991302,55.570999,63.944656,98.737099,15.132377,0,0,-6.075686,0.751811,6.075686,15.976711,0,0,17.740112,0,12.981844,0,12.437657,8.339451,17.687277,8.041403,12.886621,8.230604,12.262428,9.200924,11.997641,8.670361,13.495688,10.161404,13.318643,10.468929,14.469053,0,-0.02904,0.01711,-0.01901,-0.01318,0.00751,-0.01357,0.00588,0.00687,-1.46946,0.09914,3.27744,6.075703,0.000000,7.151090,6.413559,6.075703,0.000000,4.999919,4.599761,-0.669998,188.825592,17.740112,6.155346,-1.498808,15.976711,12.981844,12.364558
0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.594093,55.824162,63.791634,98.913635,15.129287,0,0,-6.079333,0.587065,6.079333,15.964644,0,0,17.749216,0,12.974689,0,12.437657,8.341172,17.690592,8.041780,12.875833,8.229513,12.253972,9.215396,11.992353,8.669223,13.488341,10.161438,13.316260,10.470559,14.465152,0,-0.01179,0.00069,-0.01968,-0.01416,0.00815,-0.01226,0.00522,-0.00060,-1.46726,0.09899,3.27738,6.079256,0.000000,7.149195,6.412930,6.079256,0.000000,4.997878,4.599226,-0.652435,188.691315,17.749216,6.157933,-1.480618,15.964644,12.974667,12.373253
0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.897644,56.991203,63.731308,98.929604,15.124063,0,0,-6.080418,0.353737,6.080418,15.952519,0,0,17.757040,0,12.965947,0,12.437657,8.342241,17.690601,8.041302,12.866459,8.230235,12.245843,9.212888,11.987376,8.668511,13.485041,10.160101,13.314703,10.471963,14.461205,0,-0.01907,0.00055,-0.02028,-0.01277,0.00825,-0.02218,0.00499,0.00471,-1.46193,0.09878,3.27716,6.079287,0.000000,7.147764,6.411901,6.079287,0.000000,4.995454,4.598556,-0.630825,188.554276,17.757040,6.156783,-1.458380,15.952519,12.965829,12.386796
0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.201202,58.158245,63.670982,98.945580,15.118840,0,0,-6.080894,0.120410,6.080894,15.940394,0,0,17.764864,0,12.957206,0,12.437657,8.343311,17.690611,8.040822,12.857084,8.230958,12.237713,9.210380,11.982399,8.667801,13.481740,10.158765,13.313146,10.473366,14.457256,0,-0.01835,0.00539,-0.01998,-0.01417,0.00935,-0.01903,0.00454,-0.00135,-1.45635,0.09917,3.27699,6.079319,0.000000,7.146334,6.410873,6.079319,0.000000,4.993031,4.597887,-0.609216,188.417221,17.764864,6.155632,-1.436141,15.940394,12.956992,12.400339
0.027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,119.504753,59.325287,63.610661,98.961548,15.113617,0,0,-6.080025,-0.112917,6.080025,15.928269,0,0,17.772688,0,12.948465,0,12.437657,8.344380,17.690620,8.040342,12.847711,8.231680,12.229584,9.207871,11.977422,8.667090,13.478439,10.157429,13.311588,10.474770,14.453309,0,-0.01581,0.00202,-0.02019,-0.01301,0.00698,-0.01221,0.00431,0.00349,-1.45216,0.09926,3.27707,6.079350,0.000000,7.144903,6.409844,6.079350,0.000000,4.990607,4.597217,-0.587606,188.280182,17.772688,6.154481,-1.413903,15.928269,12.948154,12.413882
0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.780846,60.484192,63.501888,98.969704,15.108726,0,0,-6.079396,-0.328659,6.079396,15.914041,0,0,17.779247,0,12.941712,0,12.444905,8.343345,17.690781,8.039525,12.837443,8.236640,12.213408,9.205877,11.973104,8.666782,13.475303,10.156378,13.309205,10.475894,14.448806,0,-0.01553,0.00311,-0.01979,-0.01445,0.00862,-0.01292,0.00485,0.00122,-1.44819,0.09890,3.27713,6.079374,0.000000,7.143491,6.408687,6.079374,0.000000,4.988062,4.596688,-0.566517,188.120590,17.779247,6.153346,-1.392076,15.914041,12.941372,12.432326
0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.964996,61.615868,63.230938,98.951675,15.104945,0,0,-6.079294,-0.485529,6.079294,15.892768,0,0,17.781572,0,12.941616,0,12.476418,8.335259,17.691446,8.037576,12.824185,8.255788,12.170297,9.205606,11.970992,8.667824,13.472714,10.156281,13.304057,10.476087,14.442439,0,-0.01564,0.00244,-0.02004,-0.01227,0.00878,-0.01180,0.00413,0.00244,-1.44211,0.09892,3.27713,6.079375,0.000000,7.142141,6.407098,6.079375,0.000000,4.985110,4.596631,-0.547171,187.885544,17.781572,6.152261,-1.371626,15.892768,12.941468,12.467175
0.030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.149139,62.747543,62.959984,98.933655,15.101164,0,0,-6.079252,-0.642398,6.079252,15.871495,0,0,17.783897,0,12.941520,0,12.507930,8.327175,17.692110,8.035626,12.810928,8.274936,12.127186,9.205334,11.968880,8.668866,13.470126,10.156183,13.298909,10.476279,14.436073,0,-0.01937,0.00374,-0.02052,-0.01389,0.00782,-0.01212,0.00499,0.00259,-1.43535,0.09923,3.27713,6.079377,0.000000,7.140791,6.405509,6.079377,0.000000,4.982159,4.596574,-0.527826,187.650497,17.783897,6.151176,-1.351177,15.871495,12.941565,12.502025
0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.333290,63.879219,62.689030,98.915634,15.097383,0,0,-6.079344,-0.799268,6.079344,15.850223,0,0,17.786222,0,12.941424,0,12.539443,8.319090,17.692776,8.033677,12.797670,8.294084,12.084074,9.205062,11.966767,8.669908,13.467538,10.156086,13.293761,10.476472,14.429708,0,-0.01588,0.00845,-0.02062,-0.01382,0.00861,-0.01286,0.00443,0.00242,-1.42219,0.09908,3.27713,6.079379,0.000000,7.139441,6.403920,6.079379,0.000000,4.979207,4.596518,-0.508480,187.415451,17.786222,6.150091,-1.330728,15.850223,12.941660,12.536874
0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.633141,64.752510,62.434803,98.889839,15.092963,0,0,-6.079140,-0.975188,6.079140,15.831355,0,0,17.788908,0,12.938601,0,12.583361,8.313154,17.695616,8.031771,12.784280,8.308074,12.050716,9.208027,11.965401,8.671478,13.465302,10.156426,13.289074,10.477299,14.423535,0,-0.02208,0.00185,-0.02005,-0.01402,0.00874,-0.01245,0.00377,0.00317,-1.41509,0.09885,3.27703,6.079123,0.000000,7.138152,6.402225,6.079123,0.000000,4.976136,4.596380,-0.490984,187.205917,17.788908,6.148854,-1.312253,15.831355,12.938964,12.583361
0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.320320,64.760765,62.236565,98.838043,15.086405,0,0,-6.078283,-1.214885,6.078283,15.820539,0,0,17.792803,0,12.926652,0,12.668809,8.314414,17.705746,8.030007,12.770444,8.304798,12.050014,9.221827,11.966529,8.674821,13.464242,10.158232,13.285928,10.480249,14.418014,0,-0.01774,0.00582,-0.02089,-0.01385,0.00771,-0.01342,0.00482,0.00214,-1.40707,0.09911,3.27657,6.078009,0.000000,7.137065,6.400172,6.078009,0.000000,4.972667,4.595973,-0.479679,187.081757,17.792803,6.147110,-1.300388,15.820539,12.926918,12.668809
0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.007500,64.769012,62.038330,98.786240,15.079846,0,0,-6.077277,-1.454583,6.077277,15.809723,0,0,17.796698,0,12.914702,0,12.754258,8.315673,17.715876,8.028245,12.756608,8.301523,12.049311,9.235627,11.967658,8.678163,13.463183,10.160038,13.282782,10.483201,14.412492,0,-0.01570,0.00483,-0.02000,-0.01242,0.00822,-0.01286,0.00538,0.00291,-1.39705,0.09926,3.27638,6.076895,0.000000,7.135979,6.398119,6.076895,0.000000,4.969198,4.595566,-0.468375,186.957611,17.796698,6.145364,-1.288522,15.809723,12.914872,12.754258
0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.694679,64.777267,61.840092,98.734444,15.073287,0,0,-6.075943,-1.694281,6.075943,15.798906,0,0,17.800592,0,12.902752,0,12.839706,8.316933,17.726006,8.026482,12.742771,8.298247,12.048608,9.249427,11.968786,8.681505,13.462124,10.161843,13.279635,10.486152,14.406969,0,-0.01946,0.00316,-0.02084,-0.01425,0.00859,-0.01210,0.00471,0.00123,-1.38976,0.09915,3.27715,6.075780,0.000000,7.134892,6.396067,6.075780,0.000000,4.965729,4.595160,-0.457071,186.833466,17.800592,6.143620,-1.276657,15.798906,12.902826,12.839706
0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.308899,64.755615,61.625763,98.666130,15.068302,0,0,-6.074659,-1.932904,6.074659,15.787898,0,0,17.807163,0,12.892896,0,12.920815,8.318216,17.737982,8.025023,12.729035,8.292496,12.047853,9.260021,11.969519,8.684752,13.460662,10.164168,13.275969,10.489050,14.401584,0,-0.01695,0.00540,-0.02039,-0.01394,0.00913,-0.01156,0.00594,0.00185,-1.38268,0.09919,3.27774,6.074586,0.000000,7.133731,6.394124,6.074586,0.000000,4.962159,4.594836,-0.451590,186.708801,17.807163,6.142104,-1.270605,15.787898,12.892896,12.920815
0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.678841,64.633827,61.357548,98.542534,15.068584,0,0,-6.073484,-2.167933,6.073484,15.776248,0,0,17.822691,0,12.890049,0,12.987390,8.319580,17.756147,8.024585,12.715633,8.278456,12.046918,9.259884,11.968925,8.687683,13.457852,10.168231,13.270558,10.491772,14.396656,0,-0.02037,0.00302,-0.02037,-0.01371,0.00774,-0.01175,0.00450,0.00156,-1.36984,0.09944,3.27774,6.073128,0.000000,7.132318,6.392549,6.073128,0.000000,4.958254,4.594792,-0.465607,186.582428,17.822691,6.141358,-1.284017,15.776248,12.890049,12.987390
0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.048782,64.512047,61.089333,98.418945,15.068868,0,0,-6.072147,-2.402961,6.072147,15.764598,0,0,17.838217,0,12.887201,0,13.053965,8.320944,17.774313,8.024146,12.702230,8.264416,12.045983,9.259746,11.968332,8.690615,13.455042,10.172294,13.265148,10.494493,14.391727,0,-0.01604,0.00102,-0.02053,-0.01250,0.00714,0.00362,0.00526,0.00334,-1.35275,0.09953,3.27766,6.071670,0.000000,7.130905,6.390974,6.071670,0.000000,4.954349,4.594748,-0.479623,186.456055,17.838217,6.140613,-1.297429,15.764598,12.887201,13.053965
0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.418724,64.390259,60.821117,98.295349,15.069150,0,0,-6.070448,-2.637990,6.070448,15.752948,0,0,17.853745,0,12.884355,0,13.120540,8.322308,17.792479,8.023707,12.688828,8.250376,12.045049,9.259608,11.967739,8.693545,13.452232,10.176357,13.259737,10.497214,14.386799,0,-0.02114,0.00128,-0.02059,-0.01245,0.00923,-0.01716,0.00535,0.00475,-1.34081,0.09942,3.27727,6.070211,0.000000,7.129492,6.389399,6.070211,0.000000,4.950444,4.594703,-0.493640,186.329681,17.853745,6.139866,-1.310841,15.752948,12.884355,13.120540
