"Time","60 right DS","59 left DS","v3 L COP","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","33 FLy (cm)","30 HRy (cm)","28 HLy (cm)","24 toey (cm)","16 Hipy (cm)","3 Platform","2 Trdml","1 Synch"
1.202,0,1,7.238959,0.000000,6.979944,3.140488,6.852354,5.974178,7.201251,5.019516,7.276821,8.308776,10.176316,1.48254,0.09695,3.27707
1.203,0,1,7.239807,0.000000,6.986988,3.212117,6.854566,5.974690,7.202144,5.020898,7.277533,8.310132,10.176039,1.48121,0.09684,3.27730
1.204,0,1,7.240712,0.000000,6.993943,3.277189,6.857390,5.975049,7.202994,5.021185,7.278357,8.309438,10.176241,1.48369,0.09654,3.27744
1.205,0,1,7.241676,0.000000,7.000810,3.333277,6.861053,5.975200,7.203785,5.019976,7.279333,8.305934,10.177101,1.48267,0.09653,3.27744
1.206,0,1,7.242565,0.000000,7.007526,3.389365,6.864717,5.975350,7.204576,5.018766,7.280309,8.302430,10.177961,1.48259,0.09678,3.27747
1.207,0,1,7.243381,0.000000,7.014094,3.445453,6.868380,5.975501,7.205367,5.017557,7.281284,8.298926,10.178822,1.48415,0.09675,3.27754
1.208,0,1,7.243995,0.000000,7.020390,3.503576,6.871203,5.974220,7.206062,5.016063,7.281851,8.295931,10.179099,1.48408,0.09640,3.27727
1.209,0,1,7.244411,0.000000,7.026418,3.564487,6.872876,5.970978,7.206626,5.014181,7.281856,8.293633,10.178578,1.48242,0.09630,3.27651
1.210,0,1,7.244705,0.000000,7.032030,3.625398,6.874548,5.967736,7.207191,5.012299,7.281862,8.291334,10.178057,1.48304,0.09657,3.27619
1.211,0,1,7.244878,0.000000,7.037233,3.686309,6.876221,5.964495,7.207756,5.010417,7.281867,8.289036,10.177535,1.48358,0.09662,3.27649
1.212,0,1,7.245047,0.000000,7.041968,3.754635,6.879606,5.960529,7.208279,5.009616,7.281829,8.288044,10.174770,1.48226,0.09652,3.27689
1.213,0,1,7.245211,0.000000,7.046244,3.833117,6.885339,5.955572,7.208744,5.010297,7.281731,8.288843,10.168932,1.48229,0.09646,3.27743
1.214,0,1,7.245394,0.000000,7.050077,3.911599,6.891072,5.950614,7.209209,5.010977,7.281633,8.289641,10.163094,1.48422,0.09663,3.27761
1.215,0,1,7.245594,0.000000,7.053476,3.990081,6.896804,5.945657,7.209674,5.011657,7.281536,8.290441,10.157255,1.47728,0.09692,3.27731
1.216,0,1,7.245809,0.000000,7.056423,4.058197,6.900320,5.941709,7.210063,5.012012,7.281566,8.290634,10.153563,1.48198,0.09697,3.27707
1.217,0,1,7.246039,0.000000,7.058927,4.112117,6.900798,5.939141,7.210346,5.011919,7.281771,8.290000,10.152806,1.48335,0.09686,3.27691
1.218,0,1,7.246283,0.000000,7.060885,4.166037,6.901276,5.936574,7.210629,5.011827,7.281976,8.289366,10.152051,1.48259,0.09711,3.27673
1.219,0,1,7.246539,0.000000,7.062308,4.219957,6.901754,5.934007,7.210913,5.011734,7.282182,8.288732,10.151295,1.48251,0.09741,3.27650
1.220,0,1,7.246813,0.000000,7.063142,4.237674,6.905265,5.934472,7.211331,5.011711,7.282339,8.289559,10.149948,1.48341,0.09733,3.27630
1.221,0,1,7.247105,0.000000,7.063397,4.205805,6.912930,5.939089,7.211935,5.011783,7.282430,8.292390,10.147792,1.48477,0.09704,3.27615
1.222,0,1,7.247448,0.000000,7.063253,4.173937,6.920594,5.943707,7.212538,5.011854,7.282521,8.295219,10.145636,1.48318,0.09721,3.27606
1.223,0,1,7.247843,0.000000,7.062718,4.142068,6.928259,5.948325,7.213142,5.011926,7.282612,8.298050,10.143479,1.48304,0.09740,3.27606
1.224,0,1,7.248329,0.000000,7.062057,4.063893,6.935688,5.960275,7.213742,5.011209,7.283008,8.299078,10.141963,1.48667,0.09726,3.27609
1.225,0,1,7.248905,0.000000,7.061271,3.922292,6.942795,5.982267,7.214338,5.009414,7.283821,8.297640,10.141324,1.48273,0.09708,3.27617
1.226,0,1,7.249601,0.000000,7.060395,3.780691,6.949902,6.004259,7.214934,5.007618,7.284634,8.296201,10.140685,1.48344,0.09701,3.27631
1.227,0,1,7.250414,0.000000,7.059430,3.639090,6.957009,6.026251,7.215530,5.005822,7.285447,8.294763,10.140045,1.48226,0.09721,3.27654
1.228,0,1,7.251352,0.000000,7.058261,3.461790,6.962529,6.035783,7.216231,5.004794,7.286497,8.293725,10.138259,1.48430,0.09735,3.27689
1.229,0,1,7.252414,0.000000,7.056892,3.235593,6.965874,6.028249,7.217076,5.004817,7.287872,8.293236,10.134902,1.48175,0.09721,3.27743
1.230,0,1,7.253521,0.000000,7.055320,3.009395,6.969220,6.020715,7.217921,5.004841,7.289247,8.292747,10.131545,1.48194,0.09714,3.27761
1.231,0,1,7.254672,0.000000,7.053548,2.783198,6.972565,6.013181,7.218765,5.004865,7.290622,8.292257,10.128188,1.48519,0.09745,3.27731
1.232,0,1,7.255771,0.000000,7.051589,2.548168,6.975500,6.001955,7.219501,5.005967,7.291953,8.291260,10.125842,1.48101,0.09762,3.27729
1.233,0,1,7.256820,0.000000,7.049448,2.301040,6.977872,5.985673,7.220086,5.008547,7.293222,8.289564,10.124880,1.48389,0.09742,3.27767
1.234,0,1,7.257755,0.000000,7.047001,2.053912,6.980244,5.969391,7.220671,5.011126,7.294493,8.287869,10.123919,1.48245,0.09727,3.27780
1.235,0,1,7.258581,0.000000,7.044256,1.806783,6.982616,5.953109,7.221257,5.013706,7.295763,8.286174,10.122957,1.48242,0.09759,3.27757
1.236,0,1,7.259273,0.000000,7.041134,1.574314,6.983783,5.941556,7.221895,5.015751,7.296651,8.285694,10.122094,1.48361,0.09768,3.27728
1.237,0,1,7.259834,0.000000,7.037642,1.361923,6.983296,5.936478,7.222608,5.017064,7.297016,8.286879,10.121367,1.48329,0.09742,3.27690
1.238,0,1,7.260374,0.000000,7.033899,1.149532,6.982810,5.931400,7.223320,5.018377,7.297380,8.288063,10.120641,1.48265,0.09741,3.27667
1.239,0,1,7.260893,0.000000,7.029911,0.937140,6.982324,5.926323,7.224032,5.019691,7.297745,8.289248,10.119914,1.48325,0.09767,3.27667
1.240,0,1,7.261507,0.000000,7.025790,0.752172,6.979793,5.924753,7.224691,5.020764,7.298347,8.290068,10.119365,1.48326,0.09772,3.27677
1.241,0,1,7.262213,0.000000,7.021537,0.604765,6.974460,5.927988,7.225276,5.021509,7.299274,8.290387,10.119058,1.48227,0.09769,3.27700
1.242,0,1,7.262966,0.000000,7.017107,0.457358,6.969128,5.931222,7.225861,5.022254,7.300201,8.290708,10.118752,1.48260,0.09753,3.27719
1.243,0,1,7.263764,0.000000,7.012504,0.309951,6.963795,5.934456,7.226447,5.022999,7.301128,8.291028,10.118444,1.48210,0.09765,3.27735
1.244,0,1,7.264528,0.000000,7.007688,0.186449,6.962950,5.934010,7.227003,5.023537,7.302013,8.290556,10.118412,1.48317,0.09780,3.27747
1.245,0,1,7.265259,0.000000,7.002662,0.095691,6.968252,5.928521,7.227521,5.023791,7.302841,8.288999,10.118756,1.48479,0.09773,3.27754
1.246,0,1,7.265936,0.000000,6.997513,0.004933,6.973554,5.923033,7.228039,5.024046,7.303668,8.287441,10.119100,1.48177,0.09743,3.27762
1.247,0,1,7.266560,0.000000,6.992243,-0.085825,6.978856,5.917544,7.228556,5.024301,7.304496,8.285885,10.119444,1.48351,0.09739,3.27770
1.248,0,1,7.267140,0.000000,6.987000,-0.168231,6.981752,5.916421,7.229054,5.023669,7.305258,8.284274,10.119848,1.48265,0.09767,3.27761
1.249,0,1,7.267678,0.000000,6.981785,-0.239198,6.981353,5.921279,7.229524,5.021824,7.305929,8.282592,10.120336,1.48214,0.09752,3.27731
1.250,0,1,7.268246,0.000000,6.976733,-0.310164,6.980954,5.926137,7.229994,5.019979,7.306600,8.280909,10.120823,1.48359,0.09723,3.27710
1.251,0,1,7.268844,0.000000,6.971840,-0.381131,6.980555,5.930995,7.230464,5.018133,7.307271,8.279225,10.121310,1.48307,0.09723,3.27702
1.252,0,1,7.269543,0.000000,6.967189,-0.452229,6.980427,5.931658,7.230949,5.016630,7.308192,8.279606,10.121041,1.48014,0.09751,3.27695
1.253,0,1,7.270341,0.000000,6.962774,-0.523506,6.980673,5.926577,7.231455,5.015596,7.309455,8.282812,10.119737,1.48300,0.09748,3.27687
1.254,0,1,7.271220,0.000000,6.958639,-0.594783,6.980918,5.921495,7.231961,5.014562,7.310718,8.286018,10.118432,1.48228,0.09724,3.27686
1.255,0,1,7.272178,0.000000,6.954777,-0.666061,6.981164,5.916414,7.232468,5.013528,7.311981,8.289226,10.117127,1.48275,0.09699,3.27693
1.256,0,1,7.273172,0.000000,6.951216,-0.735372,6.979787,5.911189,7.233062,5.012748,7.313284,8.290958,10.115719,1.48217,0.09706,3.27717
1.257,0,1,7.274202,0.000000,6.947951,-0.801990,6.976188,5.905767,7.233777,5.012316,7.314643,8.290674,10.114169,1.48305,0.09720,3.27762
1.258,0,1,7.275239,0.000000,6.944972,-0.868608,6.972589,5.900345,7.234492,5.011883,7.316001,8.290389,10.112619,1.48311,0.09713,3.27770
1.259,0,1,7.276281,0.000000,6.942274,-0.935226,6.968990,5.894923,7.235208,5.011451,7.317360,8.290105,10.111070,1.48281,0.09678,3.27725
1.260,0,1,7.277317,0.000000,6.939864,-0.993069,6.966799,5.885564,7.235899,5.011960,7.318763,8.290219,10.109609,1.48174,0.09668,3.27698
1.261,0,1,7.278344,0.000000,6.937739,-1.038892,6.966535,5.870812,7.236557,5.013759,7.320226,8.290881,10.108268,1.48286,0.09696,3.27698
1.262,0,1,7.279402,0.000000,6.935987,-1.084716,6.966271,5.856060,7.237216,5.015557,7.321689,8.291542,10.106927,1.48268,0.09697,3.27717
1.263,0,1,7.280491,0.000000,6.934601,-1.130539,6.966007,5.841308,7.237875,5.017355,7.323152,8.292204,10.105587,1.48022,0.09663,3.27762
1.264,0,1,7.281628,0.000000,6.933567,-1.162217,6.965178,5.831283,7.238525,5.018068,7.324631,8.292522,10.104548,1.48215,0.09666,3.27780
1.265,0,1,7.282812,0.000000,6.932880,-1.174521,6.963574,5.827730,7.239165,5.017296,7.326133,8.292372,10.103926,1.48195,0.09696,3.27757
1.266,0,1,7.283891,0.000000,6.932321,-1.186824,6.961970,5.824177,7.239805,5.016523,7.327634,8.292220,10.103302,1.48166,0.09698,3.27734
1.267,0,1,7.284866,0.000000,6.931885,-1.199128,6.960366,5.820624,7.240445,5.015751,7.329136,8.292069,10.102679,1.48215,0.09688,3.27711
1.268,0,1,7.285594,0.000000,6.931437,-1.187375,6.958810,5.818866,7.240935,5.015635,7.330183,8.291522,10.101298,1.48355,0.09675,3.27682
1.269,0,1,7.286079,0.000000,6.930977,-1.142674,6.957322,5.819563,7.241220,5.016420,7.330607,8.290434,10.098881,1.48436,0.09694,3.27644
1.270,0,1,7.286442,0.000000,6.930564,-1.097973,6.955833,5.820261,7.241505,5.017205,7.331031,8.289346,10.096463,1.48253,0.09720,3.27637
1.271,0,1,7.286685,0.000000,6.930198,-1.053272,6.954344,5.820959,7.241789,5.017989,7.331456,8.288258,10.094045,1.48267,0.09715,3.27675
1.272,0,1,7.286962,0.000000,6.929895,-0.997750,6.953138,5.820396,7.242090,5.019670,7.331802,8.286293,10.091720,1.48116,0.09692,3.27685
1.273,0,1,7.287270,0.000000,6.929656,-0.927407,6.952321,5.818105,7.242413,5.022580,7.332043,8.283128,10.089520,1.48272,0.09706,3.27655
1.274,0,1,7.287554,0.000000,6.929394,-0.857063,6.951503,5.815814,7.242736,5.025489,7.332284,8.279963,10.087321,1.48480,0.09738,3.27649
1.275,0,1,7.287814,0.000000,6.929111,-0.786720,6.950686,5.813523,7.243059,5.028399,7.332525,8.276797,10.085122,1.48437,0.09733,3.27680
1.276,0,1,7.287976,0.000000,6.928774,-0.711430,6.950003,5.812864,7.243357,5.028162,7.332634,8.275184,10.083793,1.48090,0.09711,3.27714
1.277,0,1,7.288043,0.000000,6.928386,-0.629364,6.949504,5.814442,7.243620,5.023615,7.332563,8.275695,10.083653,1.48313,0.09731,3.27752
1.278,0,1,7.288136,0.000000,6.928028,-0.547298,6.949005,5.816020,7.243883,5.019068,7.332492,8.276207,10.083515,1.48246,0.09757,3.27765
1.279,0,1,7.288257,0.000000,6.927700,-0.465233,6.948506,5.817597,7.244146,5.014521,7.332421,8.276719,10.083377,1.48085,0.09751,3.27742
1.280,0,1,7.288533,0.000000,6.927447,-0.385676,6.947264,5.821703,7.244462,5.013382,7.332626,8.277498,10.082988,1.48048,0.09737,3.27747
1.281,0,1,7.288964,0.000000,6.927267,-0.309556,6.945003,5.829275,7.244852,5.016910,7.333211,8.278643,10.082254,1.48214,0.09758,3.27793
1.282,0,1,7.289447,0.000000,6.927070,-0.233436,6.942742,5.836846,7.245241,5.020437,7.333796,8.279788,10.081521,1.48106,0.09782,3.27791
1.283,0,1,7.289982,0.000000,6.926856,-0.157316,6.940481,5.844417,7.245630,5.023965,7.334380,8.280932,10.080788,1.48113,0.09780,3.27723
1.284,0,1,7.290437,0.000000,6.926519,-0.093007,6.940192,5.852057,7.246030,5.026136,7.334811,8.279379,10.081011,1.48375,0.09760,3.27695
1.285,0,1,7.290811,0.000000,6.926062,-0.044876,6.942603,5.859793,7.246445,5.026448,7.335031,8.274128,10.082543,1.48406,0.09747,3.27726
1.286,0,1,7.291132,0.000000,6.925466,0.003254,6.945014,5.867528,7.246859,5.026761,7.335250,8.268878,10.084076,1.48174,0.09777,3.27731
1.287,0,1,7.291400,0.000000,6.924734,0.051385,6.947425,5.875264,7.247274,5.027073,7.335470,8.263627,10.085608,1.48355,0.09782,3.27700
1.288,0,1,7.291682,0.000000,6.923877,0.075552,6.949290,5.884367,7.247694,5.026989,7.335711,8.259130,10.086779,1.48417,0.09754,3.27673
1.289,0,1,7.291977,0.000000,6.922897,0.066897,6.950404,5.895345,7.248123,5.026364,7.335980,8.255666,10.087451,1.48334,0.09742,3.27650
1.290,0,1,7.292323,0.000000,6.921825,0.058242,6.951519,5.906323,7.248552,5.025738,7.336249,8.252201,10.088123,1.48193,0.09778,3.27653
1.291,0,1,7.292717,0.000000,6.920663,0.049587,6.952634,5.917302,7.248981,5.025113,7.336519,8.248737,10.088796,1.47966,0.09783,3.27691
1.292,0,1,7.293176,0.000000,6.919482,0.020558,6.953137,5.923162,7.249440,5.025728,7.336906,8.247330,10.088836,1.48331,0.09754,3.27707
1.293,0,1,7.293696,0.000000,6.918281,-0.036377,6.952804,5.922011,7.249941,5.028042,7.337454,8.248741,10.088012,1.48237,0.09752,3.27691
1.294,0,1,7.294220,0.000000,6.917063,-0.093312,6.952470,5.920862,7.250443,5.030356,7.338003,8.250153,10.087187,1.48301,0.09775,3.27708
1.295,0,1,7.294750,0.000000,6.915830,-0.150247,6.952137,5.919712,7.250944,5.032670,7.338552,8.251564,10.086363,1.48345,0.09772,3.27769
1.296,0,1,7.295230,0.000000,6.914494,-0.225655,6.951634,5.919436,7.251356,5.033638,7.339127,8.254484,10.085588,1.48303,0.09755,3.27801
1.297,0,1,7.295662,0.000000,6.913056,-0.326364,6.950901,5.920356,7.251646,5.032762,7.339737,8.259471,10.084882,1.48309,0.09732,3.27794
1.298,0,1,7.296112,0.000000,6.911496,-0.427074,6.950168,5.921277,7.251936,5.031887,7.340348,8.264458,10.084175,1.48239,0.09743,3.27764
1.299,0,1,7.296577,0.000000,6.909816,-0.527783,6.949434,5.922198,7.252226,5.031011,7.340959,8.269444,10.083468,1.48506,0.09767,3.27703
1.300,0,1,7.297119,0.000000,6.908117,-0.632455,6.949509,5.925376,7.252618,5.030180,7.341572,8.271222,10.083579,1.48385,0.09757,3.27664
1.301,0,1,7.297736,0.000000,6.906400,-0.742555,6.950691,5.931644,7.253150,5.029411,7.342190,8.268602,10.084810,1.48312,0.09728,3.27656
1.302,0,1,7.298313,0.000000,6.904756,-0.852655,6.951872,5.937912,7.253681,5.028643,7.342807,8.265984,10.086040,1.48846,0.09731,3.27668
1.303,0,1,7.298851,0.000000,6.903184,-0.962754,6.953054,5.944181,7.254211,5.027874,7.343424,8.263364,10.087271,1.48226,0.09759,3.27706
1.304,0,1,7.299230,0.000000,6.901662,-1.068412,6.952516,5.952741,7.254683,5.028340,7.343734,8.260654,10.087770,1.48562,0.09753,3.27719
1.305,0,1,7.299450,0.000000,6.900190,-1.167987,6.949624,5.964439,7.255075,5.030498,7.343623,8.257819,10.087266,1.48170,0.09722,3.27696
1.306,0,1,7.299595,0.000000,6.898720,-1.267562,6.946731,5.976138,7.255466,5.032656,7.343512,8.254985,10.086762,1.48406,0.09724,3.27705
1.307,0,1,7.299667,0.000000,6.897252,-1.367136,6.943838,5.987836,7.255858,5.034813,7.343400,8.252150,10.086258,1.48330,0.09745,3.27758
1.308,0,1,7.299780,0.000000,6.895832,-1.443028,6.940668,5.994380,7.256179,5.036446,7.343414,8.249789,10.086024,1.48354,0.09735,3.27786
1.309,0,1,7.299936,0.000000,6.894459,-1.486482,6.937118,5.993863,7.256404,5.037358,7.343597,8.248078,10.086161,1.47804,0.09715,3.27779
1.310,0,1,7.300137,0.000000,6.893164,-1.529936,6.933568,5.993345,7.256629,5.038270,7.343781,8.246368,10.086297,1.48267,0.09702,3.27768
1.311,0,1,7.300384,0.000000,6.891943,-1.573391,6.930017,5.992828,7.256855,5.039183,7.343965,8.244658,10.086433,1.48439,0.09720,3.27752
1.312,0,1,7.300656,0.000000,6.890742,-1.598986,6.928345,5.992812,7.257009,5.040128,7.344345,8.244333,10.085698,1.48258,0.09739,3.27728
1.313,0,1,7.300956,0.000000,6.889558,-1.600121,6.929246,5.993481,7.257063,5.041116,7.344995,8.245909,10.083768,1.48373,0.09726,3.27690
1.314,0,1,7.301304,0.000000,6.888432,-1.601256,6.930148,5.994151,7.257118,5.042104,7.345644,8.247484,10.081838,1.48439,0.09714,3.27683
1.315,0,1,7.301702,0.000000,6.887360,-1.602391,6.931049,5.994820,7.257173,5.043093,7.346294,8.249060,10.079907,1.48363,0.09748,3.27721
1.316,0,1,7.302162,0.000000,6.886506,-1.578586,6.929832,5.993994,7.257280,5.044063,7.347021,8.251428,10.078248,1.48332,0.09773,3.27744
1.317,0,1,7.302685,0.000000,6.885866,-1.520620,6.925714,5.991119,7.257459,5.045009,7.347853,8.254881,10.076960,1.48458,0.09753,3.27744
1.318,0,1,7.303192,0.000000,6.885472,-1.462655,6.921597,5.988244,7.257638,5.045954,7.348685,8.258335,10.075671,1.48192,0.09724,3.27731
1.319,0,1,7.303683,0.000000,6.885320,-1.404689,6.917480,5.985368,7.257817,5.046900,7.349517,8.261788,10.074383,1.48066,0.09742,3.27700
1.320,0,1,7.304078,0.000000,6.885254,-1.332756,6.914670,5.980309,7.257815,5.047484,7.350302,8.263934,10.073347,1.48379,0.09758,3.27695
1.321,0,1,7.304377,0.000000,6.885272,-1.241693,6.913652,5.972260,7.257567,5.047573,7.351022,8.264290,10.072657,1.48208,0.09740,3.27726
1.322,0,1,7.304617,0.000000,6.885294,-1.150629,6.912633,5.964211,7.257318,5.047661,7.351741,8.264645,10.071967,1.48301,0.09725,3.27744
1.323,0,1,7.304798,0.000000,6.885321,-1.059566,6.911615,5.956161,7.257070,5.047750,7.352461,8.265000,10.071277,1.48165,0.09736,3.27744
1.324,0,1,7.304991,0.000000,6.885451,-0.957365,6.910474,5.953321,7.256902,5.046936,7.353156,8.264072,10.070417,1.48401,0.09755,3.27731
1.325,0,1,7.305196,0.000000,6.885684,-0.839909,6.909165,5.957619,7.256845,5.044888,7.353818,8.261388,10.069324,1.48143,0.09760,3.27700
1.326,0,1,7.305491,0.000000,6.886053,-0.722453,6.907856,5.961916,7.256787,5.042840,7.354479,8.258702,10.068233,1.48284,0.09743,3.27705
1.327,0,1,7.305875,0.000000,6.886553,-0.604997,6.906548,5.966214,7.256729,5.040791,7.355141,8.256018,10.067141,1.48404,0.09748,3.27758
1.328,0,1,7.306395,0.000000,6.887057,-0.498405,6.906551,5.974643,7.256758,5.041312,7.356035,8.254311,10.066216,1.48489,0.09781,3.27761
1.329,0,1,7.307047,0.000000,6.887566,-0.406693,6.908352,5.988733,7.256907,5.045352,7.357248,8.253943,10.065518,1.48136,0.09786,3.27692
1.330,0,1,7.307726,0.000000,6.888051,-0.314982,6.910153,6.002823,7.257055,5.049393,7.358461,8.253575,10.064821,1.48447,0.09766,3.27671
1.331,0,1,7.308431,0.000000,6.888515,-0.223270,6.911955,6.016913,7.257203,5.053433,7.359674,8.253208,10.064124,1.48339,0.09768,3.27717
1.332,0,1,7.309041,0.000000,6.889047,-0.142074,6.911860,6.030494,7.257307,5.056504,7.360718,8.254030,10.063110,1.48169,0.09803,3.27725
1.333,0,1,7.309556,0.000000,6.889646,-0.075282,6.909169,6.043380,7.257349,5.058247,7.361529,8.256482,10.061665,1.48414,0.09800,3.27679
1.334,0,1,7.309988,0.000000,6.890239,-0.008491,6.906477,6.056265,7.257391,5.059990,7.362340,8.258933,10.060219,1.48350,0.09775,3.27665
1.335,0,1,7.310340,0.000000,6.890827,0.058301,6.903786,6.069150,7.257434,5.061733,7.363152,8.261385,10.058773,1.48306,0.09789,3.27695
1.336,0,1,7.310647,0.000000,6.891258,0.107392,6.903901,6.074049,7.257341,5.062037,7.363894,8.264688,10.057275,1.48265,0.09819,3.27726
1.337,0,1,7.310912,0.000000,6.891533,0.132237,6.907858,6.068010,7.257065,5.060369,7.364542,8.269156,10.055703,1.48298,0.09810,3.27756
1.338,0,1,7.311103,0.000000,6.891664,0.157082,6.911817,6.061970,7.256788,5.058701,7.365190,8.273625,10.054132,1.48268,0.09803,3.27771
1.339,0,1,7.311222,0.000000,6.891651,0.181928,6.915774,6.055930,7.256511,5.057033,7.365838,8.278094,10.052560,1.48610,0.09818,3.27763
1.340,0,1,7.311246,0.000000,6.891555,0.186333,6.917405,6.052455,7.256196,5.054243,7.366313,8.281133,10.052055,1.48161,0.09838,3.27756
1.341,0,1,7.311177,0.000000,6.891377,0.162742,6.915846,6.052494,7.255829,5.049917,7.366550,8.282214,10.053010,1.49359,0.09842,3.27748
1.342,0,1,7.311111,0.000000,6.891078,0.139151,6.914288,6.052533,7.255462,5.045590,7.366787,8.283296,10.053965,1.48219,0.09830,3.27740
1.343,0,1,7.311049,0.000000,6.890661,0.115560,6.912730,6.052571,7.255095,5.041264,7.367024,8.284377,10.054919,1.48372,0.09839,3.27733
1.344,0,1,7.311100,0.000000,6.890081,0.077438,6.912768,6.052759,7.254810,5.041286,7.367465,8.286695,10.055596,1.48422,0.09860,3.27735
1.345,0,1,7.311259,0.000000,6.889342,0.019416,6.914992,6.053150,7.254636,5.047266,7.368183,8.290708,10.055893,1.48283,0.09850,3.27750
1.346,0,1,7.311524,0.000000,6.888449,-0.038607,6.917217,6.053540,7.254463,5.053245,7.368902,8.294721,10.056190,1.48243,0.09823,3.27756
1.347,0,1,7.311893,0.000000,6.887404,-0.096630,6.919441,6.053931,7.254290,5.059224,7.369621,8.298733,10.056486,1.48243,0.09825,3.27748
1.348,0,1,7.312328,0.000000,6.886188,-0.167487,6.919027,6.053792,7.254120,5.062148,7.370549,8.300217,10.056273,1.48141,0.09848,3.27744
1.349,0,1,7.312828,0.000000,6.884803,-0.255922,6.914999,6.052925,7.253956,5.060888,7.371765,8.298239,10.055362,1.48522,0.09834,3.27744
1.350,0,1,7.313352,0.000000,6.883234,-0.344358,6.910972,6.052058,7.253791,5.059627,7.372982,8.296260,10.054451,1.48218,0.09802,3.27744
1.351,0,1,7.313900,0.000000,6.881483,-0.432794,6.906945,6.051192,7.253627,5.058367,7.374197,8.294281,10.053539,1.48192,0.09817,3.27744
1.352,0,1,7.314449,0.000000,6.879648,-0.520416,6.906076,6.052471,7.253623,5.057522,7.375332,8.291105,10.052024,1.47646,0.09843,3.27737
1.353,0,1,7.314999,0.000000,6.877731,-0.606922,6.909533,6.056690,7.253839,5.057247,7.376354,8.286288,10.049680,1.48223,0.09827,3.27722
1.354,0,1,7.315613,0.000000,6.875846,-0.693428,6.912991,6.060908,7.254056,5.056972,7.377377,8.281472,10.047336,1.48303,0.09816,3.27713
1.355,0,1,7.316291,0.000000,6.873991,-0.779934,6.916448,6.065127,7.254272,5.056697,7.378399,8.276655,10.044992,1.48266,0.09826,3.27713
1.356,0,1,7.317076,0.000000,6.872092,-0.867521,6.917397,6.067386,7.254439,5.056362,7.379646,8.273480,10.043153,1.48311,0.09840,3.27694
1.357,0,1,7.317965,0.000000,6.870150,-0.956588,6.914911,6.066959,7.254539,5.055946,7.381200,8.272554,10.042004,1.48329,0.09834,3.27648
1.358,0,1,7.318797,0.000000,6.868003,-1.045655,6.912425,6.066533,7.254640,5.055530,7.382754,8.271628,10.040854,1.48174,0.09810,3.27637
1.359,0,1,7.319572,0.000000,6.865657,-1.134721,6.909938,6.066106,7.254741,5.055113,7.384308,8.270701,10.039705,1.48340,0.09805,3.27675
1.360,0,1,7.320131,0.000000,6.863132,-1.204957,6.907733,6.067683,7.254685,5.055740,7.385527,8.271029,10.038938,1.48298,0.09832,3.27707
1.361,0,1,7.320476,0.000000,6.860430,-1.249399,6.905915,6.072006,7.254417,5.057796,7.386287,8.273074,10.038691,1.48232,0.09827,3.27730
1.362,0,1,7.320728,0.000000,6.857696,-1.293842,6.904096,6.076328,7.254148,5.059851,7.387046,8.275119,10.038444,1.48346,0.09804,3.27747
1.363,0,1,7.320888,0.000000,6.854930,-1.338285,6.902277,6.080650,7.253880,5.061906,7.387806,8.277164,10.038197,1.48433,0.09805,3.27754
1.364,0,1,7.321125,0.000000,6.852130,-1.370230,6.900311,6.084743,7.253491,5.063322,7.388824,8.277246,10.038290,1.48299,0.09834,3.27765
1.365,0,1,7.321437,0.000000,6.849296,-1.385056,6.898141,6.088523,7.252941,5.063860,7.390196,8.274638,10.038850,1.48339,0.09829,3.27780
1.366,0,1,7.321840,0.000000,6.846292,-1.399883,6.895971,6.092303,7.252390,5.064399,7.391567,8.272032,10.039410,1.48373,0.09799,3.27777
1.367,0,1,7.322334,0.000000,6.843121,-1.414710,6.893801,6.096082,7.251839,5.064939,7.392939,8.269425,10.039969,1.48331,0.09809,3.27746
1.368,0,1,7.322888,0.000000,6.839779,-1.412990,6.891357,6.099806,7.251383,5.064780,7.394393,8.269528,10.040308,1.48552,0.09825,3.27703
1.369,0,1,7.323501,0.000000,6.836269,-1.388606,6.888540,6.103454,7.251058,5.063668,7.395960,8.273342,10.040345,1.48145,0.09807,3.27642
1.370,0,1,7.324121,0.000000,6.832721,-1.364223,6.885722,6.107101,7.250732,5.062555,7.397526,8.277156,10.040382,1.48302,0.09782,3.27628
1.371,0,1,7.324749,0.000000,6.829133,-1.339840,6.882905,6.110748,7.250407,5.061442,7.399093,8.280970,10.040420,1.48404,0.09769,3.27682
1.372,0,1,7.325341,0.000000,6.825487,-1.318940,6.881690,6.115344,7.250157,5.059664,7.400524,8.283917,10.040078,1.48145,0.09785,3.27729
1.373,0,1,7.325899,0.000000,6.821784,-1.302812,6.882671,6.121237,7.250012,5.056974,7.401771,8.285677,10.039219,1.48326,0.09795,3.27767
1.374,0,1,7.326450,0.000000,6.817892,-1.286684,6.883651,6.127131,7.249867,5.054284,7.403017,8.287436,10.038360,1.48238,0.09777,3.27789
1.375,0,1,7.326994,0.000000,6.813814,-1.270556,6.884632,6.133024,7.249722,5.051594,7.404263,8.289196,10.037500,1.48193,0.09769,3.27789
1.376,0,1,7.327566,0.000000,6.809597,-1.261095,6.884191,6.139463,7.249464,5.050607,7.405662,8.290890,10.036746,1.48064,0.09806,3.27764
1.377,0,1,7.328164,0.000000,6.805244,-1.260765,6.881801,6.146650,7.249053,5.051951,7.407270,8.292493,10.036136,1.48393,0.09822,3.27703
