"Time","63 sinus","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 sinus rmp","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","37 CoMy (cm)","v1 xCoM","v2 R COP","66 RDS cle","64 R mark","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v3 L COP","67 LDS cle","65 L mark","32 FLx (cm)","31 Keyboard","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","28a HLy (cm)"
0.230,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.565567,28.968170,81.123756,78.543053,-5.671229,4.807131,4.567353,0.000000,0,0,10.310150,3.570421,12.552951,5.412333,8.033314,6.040352,1,0,11.566596,0,3.854371,6.670051,6.533635,8.059580,11.963266,8.092772,7.551419,8.202641,7.000208,8.530474,6.431948,8.494484,7.905622,9.787613,7.743201,9.700997,8.755148,0,-0.01699,0.00360,-0.02023,-0.01633,0.00832,-0.01264,0.00169,0.00679,-1.34213,0.09970,3.27622,6.670051
0.231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.389633,29.052607,80.999763,78.884300,-5.475572,4.801103,4.567792,0.000000,0,0,10.292716,3.570926,12.538905,5.406626,8.022859,6.039111,1,0,11.553799,0,3.853652,6.672238,6.533158,8.063315,11.945389,8.092051,7.532686,8.205618,6.989092,8.534734,6.418458,8.490606,7.892465,9.783245,7.737530,9.700028,8.747815,0,-0.01652,0.00332,-0.02043,-0.01382,0.01068,-0.01254,0.00227,0.00300,-1.35341,0.09968,3.27653,6.672238
0.232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.597839,29.444944,80.789719,79.111069,-5.266788,4.795748,4.568521,0.000000,0,0,10.273374,3.571680,12.525132,5.404154,8.012399,6.039150,1,0,11.541229,0,3.853362,6.675425,6.534826,8.063130,11.931894,8.090902,7.516326,8.205514,6.975807,8.539620,6.405580,8.488173,7.883048,9.780457,7.731496,9.700620,8.740396,0,-0.01835,0.00292,-0.02012,-0.01171,0.00713,-0.01290,0.00506,0.00382,-1.36495,0.09943,3.27667,6.675425
0.233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.268600,30.105972,80.504562,79.237946,-5.046549,4.790982,4.569505,0.000000,0,0,10.252365,3.572651,12.511598,5.404504,8.001932,6.039988,1,0,11.528857,0,3.853447,6.679485,6.538366,8.059525,11.922225,8.089383,7.502038,8.202720,6.960628,8.545052,6.393237,8.487000,7.876895,9.779051,7.725146,9.702573,8.732900,0,-0.01730,0.00196,-0.01946,-0.01440,0.00881,-0.01264,0.00671,0.00256,-1.37111,0.09940,3.27667,6.679485
0.234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.939362,30.767000,80.219414,79.364822,-4.826310,4.786217,4.570488,0.000000,0,0,10.231357,3.573622,12.498063,5.404855,7.991466,6.042383,1,0,11.516486,0,3.853533,6.683545,6.541906,8.055920,11.912555,8.087864,7.487749,8.199926,6.945449,8.550484,6.380894,8.485826,7.870743,9.777644,7.718795,9.704527,8.725404,0,-0.01885,0.00391,-0.01906,-0.01398,0.00782,-0.01205,0.00498,0.00099,-1.38138,0.09958,3.27667,6.683545
0.235,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.610123,31.428030,79.934265,79.491699,-4.606071,4.781451,4.571471,0.000000,0,0,10.210348,3.574593,12.484529,5.405206,7.981000,6.045748,1,0,11.504114,0,3.853618,6.687605,6.545446,8.052314,11.902884,8.086344,7.473460,8.197132,6.930270,8.555916,6.368551,8.484653,7.864591,9.776237,7.712445,9.706480,8.717909,0,-0.01756,0.00302,-0.01987,-0.01266,0.00996,-0.01194,0.01057,0.00224,-1.39288,0.09950,3.27667,6.687605
0.236,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.427139,31.889519,79.655487,79.698013,-4.400132,4.777239,4.572735,0.000000,0,0,10.197445,3.573716,12.471409,5.403800,7.970738,6.050509,1,0,11.491947,0,3.853394,6.696746,6.552082,8.047277,11.897897,8.085497,7.463045,8.192853,6.919421,8.561970,6.363194,8.482259,7.857166,9.775021,7.705848,9.706814,8.709685,0,-0.01781,0.00360,-0.02174,-0.01261,0.00721,-0.01214,0.00504,0.00276,-1.40764,0.09927,3.27659,6.696746
0.237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.371780,32.176876,79.382263,79.973648,-4.206672,4.773511,4.574244,0.000000,0,0,10.191614,3.571225,12.458652,5.400860,7.960653,6.056140,1,0,11.479959,0,3.852899,6.710322,6.561420,8.040994,11.896995,8.085238,7.456010,8.187278,6.912350,8.568566,6.363935,8.478800,7.848630,9.773971,7.699035,9.705733,8.700826,0,-0.01815,0.00340,-0.01982,-0.01424,0.00816,-0.01284,0.00568,0.00147,-1.41652,0.09943,3.27644,6.710322
0.238,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.316437,32.464233,79.109039,80.249290,-4.013213,4.769783,4.575754,0.000000,0,0,10.185783,3.568734,12.445895,5.397920,7.950569,4.192345,1,1,11.467971,0,3.852404,6.723898,6.570758,8.034710,11.896092,8.084977,7.448975,8.181703,6.905278,8.575164,6.364675,8.475341,7.840096,9.772922,7.692223,9.704652,8.691967,0,-0.01691,0.00643,-0.02046,-0.01408,0.00793,-0.01180,0.00645,0.00265,-1.42327,0.09960,3.27665,6.723898
0.239,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.261078,32.751595,78.835815,80.524925,-3.819754,4.766055,4.577263,0.000000,0,0,10.179953,3.566243,12.433138,5.394980,7.940484,1.163194,0,0,11.455982,0,3.851909,6.737473,6.580095,8.028426,11.895190,8.084718,7.441940,8.176126,6.898207,8.581760,6.365415,8.471882,7.831560,9.771872,7.685410,9.703571,8.683108,0,-0.02343,-0.00028,-0.02130,-0.01302,0.00892,-0.01248,0.00698,0.00061,-1.43224,0.09933,3.27718,6.737473
0.240,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.636887,32.782017,78.573090,80.850838,-3.655025,4.762376,4.579019,0.000000,0,0,10.174687,3.562942,12.420561,5.394181,7.930130,0.000000,0,0,11.443836,0,3.851077,6.744960,6.593611,8.025082,11.877681,8.087031,7.432100,8.176259,6.886453,8.590273,6.357190,8.467637,7.820992,9.768652,7.680012,9.701540,8.675264,0,-0.00638,0.01185,-0.02000,-0.02466,0.00751,-0.01046,0.00402,0.00170,-1.43601,0.09917,3.27735,6.744960
0.241,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.388947,32.588226,78.319519,81.220619,-3.515369,4.758741,4.580988,0.000000,0,0,10.169915,3.558933,12.408141,5.395249,7.919542,0.000000,0,0,11.431553,0,3.849952,6.747133,6.610773,8.024302,11.845678,8.091591,7.419812,8.181373,6.870612,8.600455,6.341143,8.462705,7.808648,9.763538,7.675848,9.698680,8.668306,0,-0.02260,0.00138,-0.02056,-0.01004,0.01035,-0.01155,0.00571,0.00366,-1.44325,0.09943,3.27720,6.747133
0.242,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.141006,32.394436,78.065956,81.590401,-3.375713,4.755107,4.582958,0.000000,0,0,10.165143,3.554924,12.395720,5.396318,7.908954,0.000000,0,0,11.419269,0,3.848826,6.749306,6.627934,8.023522,11.813677,8.096150,7.407524,8.186485,6.854772,8.610638,6.325095,8.457773,7.796304,9.758425,7.671684,9.695820,8.661349,0,-0.01627,0.00296,-0.02000,-0.01153,0.00977,-0.01137,0.00237,0.00270,-1.45449,0.09937,3.27713,6.749306
0.243,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.893066,32.200642,77.812386,81.960182,-3.236057,4.751472,4.584928,0.000000,0,0,10.160372,3.550915,12.383301,5.397387,7.898365,0.000000,0,0,11.406985,0,3.847701,6.751479,6.645096,8.022743,11.781674,8.100710,7.395236,8.191599,6.838931,8.620820,6.309047,8.452842,7.783961,9.753311,7.667520,9.692960,8.654391,0,-0.01705,0.00324,-0.02055,-0.01545,0.00867,-0.01223,0.00458,0.00211,-1.45899,0.09908,3.27713,6.751479
0.244,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.779480,32.133007,77.541405,82.287560,-3.121889,4.748621,4.586989,0.000000,0,0,10.153911,3.546320,12.370744,5.398831,7.887517,0.000000,0,0,11.395041,0,3.846875,6.754956,6.665761,8.021022,11.776636,8.104617,7.380065,8.195187,6.828871,8.629346,6.298530,8.448502,7.774946,9.749356,7.663750,9.691341,8.649779,0,-0.01841,0.00420,-0.02104,-0.01302,0.00797,-0.01367,0.00698,0.00278,-1.46259,0.09905,3.27705,6.754956
0.245,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.783127,32.175461,77.255241,82.577942,-3.029964,4.746455,4.589130,0.000000,0,0,10.145975,3.541213,12.358068,5.400603,7.876444,0.000000,0,0,11.383393,0,3.846311,6.759571,6.689483,8.018479,11.795129,8.107956,7.362379,8.197444,6.823854,8.636427,6.292839,8.444677,7.768836,9.746412,7.660325,9.690807,8.647214,0,-0.02209,0.00391,-0.01954,-0.00983,0.00865,-0.01171,0.00510,0.00328,-1.46511,0.09925,3.27690,6.759571
0.246,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.786789,32.217918,76.969070,82.868317,-2.938039,4.744288,4.591272,0.000000,0,0,10.138040,3.536107,12.345391,5.402375,7.865371,0.000000,0,0,11.371745,0,3.845748,6.764186,6.713205,8.015937,11.813621,8.111295,7.344692,8.199701,6.818839,8.643508,6.287148,8.440854,7.762727,9.743469,7.656899,9.690274,8.644649,0,-0.01770,0.00377,-0.01973,-0.00697,0.00751,-0.01236,0.00157,0.00258,-1.46853,0.09917,3.27670,6.764186
0.247,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.790436,32.260372,76.682907,83.158699,-2.846113,4.742121,4.593413,0.000000,0,0,10.130104,3.531000,12.332715,5.404147,7.854298,0.000000,0,0,11.360097,0,3.845184,6.768801,6.736928,8.013393,11.832112,8.114634,7.327005,8.201959,6.813822,8.650589,6.281457,8.437030,7.756617,9.740525,7.653473,9.689740,8.642083,0,-0.01292,0.00331,-0.01957,-0.01500,0.00869,-0.01203,0.00395,0.00228,-1.47368,0.09900,3.27648,6.768801
0.248,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.759018,32.365738,76.451874,83.415146,-2.767616,4.739631,4.595506,0.000000,0,0,10.121288,3.528249,12.320342,5.404677,7.843519,0.000000,0,0,11.348646,0,3.844845,6.770951,6.763499,8.012830,11.830634,8.115397,7.311039,8.205521,6.803808,8.655954,6.276709,8.433578,7.750261,9.736761,7.648500,9.690042,8.635975,0,-0.01673,0.00255,-0.02094,-0.01328,0.00786,-0.01114,0.00688,0.00345,-1.47789,0.09910,3.27649,6.773601
0.249,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.696960,32.526005,76.268959,83.641975,-2.700836,4.736858,4.597556,0.000000,0,0,10.111706,3.527554,12.308233,5.404123,7.832997,0.000000,0,0,11.337369,0,3.844702,6.770951,6.792557,8.013993,11.811728,8.113915,7.296577,8.210220,6.789432,8.659822,6.272781,8.430449,7.743689,9.732281,7.642176,9.691075,8.626774,0,-0.01949,0.00375,-0.01817,-0.01378,0.00895,-0.01321,0.00402,0.00085,-1.48043,0.09927,3.27672,6.778562
0.250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.634918,32.686272,76.086037,83.868813,-2.634057,4.734085,4.599606,0.000000,0,0,10.102123,3.526859,12.296124,5.403570,7.822474,0.000000,0,0,11.326092,0,3.844560,6.770951,6.821615,8.015157,11.792824,8.112433,7.282114,8.214921,6.775056,8.663690,6.268853,8.427320,7.737117,9.727799,7.635851,9.692108,8.617574,0,-0.01804,0.00388,-0.02043,-0.01333,0.00729,-0.01313,0.00793,0.00132,-1.48077,0.09921,3.27687,6.783524
0.251,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.572876,32.846539,75.903122,84.095642,-2.567277,4.731312,4.601656,0.000000,0,0,10.092540,3.526164,12.284017,5.403016,7.811952,0.000000,0,0,11.314815,0,3.844417,6.770951,6.850673,8.016320,11.773918,8.110951,7.267651,8.219621,6.760680,8.667557,6.264925,8.424192,7.730546,9.723319,7.629527,9.693140,8.608373,0,-0.01700,0.00300,-0.01948,-0.01588,0.00861,-0.01166,0.00558,0.00522,-1.48122,0.09916,3.27694,6.788485
0.252,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.468826,32.936588,75.767075,84.266052,-2.504455,4.728482,4.603452,0.000000,0,0,10.073547,3.527105,12.271877,5.403769,7.801342,0.000000,0,0,11.303931,0,3.844723,6.771643,6.882537,8.016278,11.754128,8.109921,7.256427,8.221336,6.750793,8.671734,6.259440,8.422079,7.723224,9.720371,7.623962,9.692774,8.600295,0,-0.01758,0.00397,-0.02107,-0.01434,0.00801,-0.01249,0.00370,0.00336,-1.48098,0.09932,3.27714,6.788839
0.253,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.328110,32.965363,75.671936,84.387222,-2.445086,4.725603,4.605028,0.000000,0,0,10.046342,3.529475,12.259711,5.405664,7.790657,0.000000,0,0,11.293392,0,3.845422,6.772938,6.916848,8.015182,11.733566,8.109286,7.248029,8.220448,6.744822,8.676181,6.252596,8.420854,7.715249,9.718761,7.619061,9.691187,8.593197,0,-0.01892,0.00344,-0.02035,-0.01302,0.00836,-0.01182,0.00490,0.00198,-1.47942,0.09943,3.27744,6.785172
0.254,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.187408,32.994141,75.576797,84.508392,-2.385717,4.722723,4.606603,0.000000,0,0,10.019136,3.531844,12.247545,5.407559,7.779971,0.000000,0,0,11.282853,0,3.846121,6.774232,6.951159,8.014087,11.713004,8.108651,7.239631,8.219560,6.738852,8.680629,6.245752,8.419627,7.707273,9.717152,7.614159,9.689600,8.586100,0,-0.01754,0.00264,-0.01831,-0.01292,0.00958,-0.01177,0.00399,0.00201,-1.47784,0.09923,3.27775,6.781506
0.255,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.046692,33.022915,75.481659,84.629562,-2.326349,4.719844,4.608178,0.000000,0,0,9.991931,3.534213,12.235379,5.409454,7.769286,0.000000,0,0,11.272314,0,3.846820,6.775527,6.985471,8.012991,11.692442,8.108016,7.231233,8.218671,6.732882,8.685076,6.238907,8.418401,7.699297,9.715542,7.609257,9.688013,8.579001,0,-0.01956,0.00363,-0.02030,-0.01318,0.00878,-0.01242,0.00786,0.00263,-1.46871,0.09907,3.27805,6.777839
0.256,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.752075,33.159481,75.369316,84.759048,-2.264686,4.717400,4.609305,0.000000,0,0,9.977854,3.534375,12.222994,5.412346,7.758736,0.000000,0,0,11.261777,0,3.848011,6.778089,7.022374,8.013246,11.679866,8.107867,7.224623,8.219432,6.726085,8.689674,6.231979,8.417928,7.691188,9.714547,7.603578,9.687268,8.573596,0,-0.01304,0.00756,-0.01962,-0.01522,0.00824,-0.01315,0.00535,0.00310,-1.47412,0.09928,3.27796,6.775107
0.257,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.323166,33.390110,75.241959,84.895798,-2.201020,4.715336,4.610041,0.000000,0,0,9.975233,3.532612,12.210417,5.416110,7.748304,0.000000,0,0,11.251242,0,3.849630,6.781755,7.061538,8.014679,11.674259,8.108142,7.219575,8.221632,6.718566,8.694406,6.224977,8.418112,7.682963,9.714088,7.597221,9.687258,8.569666,0,-0.02103,-0.00869,-0.02084,-0.01440,0.00867,-0.01321,0.00034,0.00190,-1.47529,0.09926,3.27750,6.773190
0.258,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.894241,33.620739,75.114601,85.032539,-2.137355,4.713272,4.610777,0.000000,0,0,9.972612,3.530849,12.197841,5.419873,7.737872,0.000000,0,0,11.240707,0,3.851250,6.785422,7.100703,8.016111,11.668652,8.108417,7.214527,8.223831,6.711049,8.699137,6.217975,8.418295,7.674739,9.713630,7.590865,9.687248,8.565736,0,-0.01865,-0.00068,-0.02083,-0.01302,0.00927,-0.01181,0.00367,0.00321,-1.47004,0.09894,3.27728,6.771273
0.259,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.465317,33.851368,74.987244,85.169289,-2.073690,4.711208,4.611513,0.000000,0,0,9.969992,3.529085,12.185264,5.423635,7.727440,0.000000,0,0,11.230172,0,3.852870,6.789089,7.139867,8.017545,11.663045,8.108691,7.209478,8.226031,6.703530,8.703867,6.210973,8.418479,7.666514,9.713171,7.584507,9.687239,8.561806,0,-0.01492,0.00333,-0.02083,-0.01444,0.00775,-0.01330,0.00908,0.00329,-1.46525,0.09886,3.27728,6.769356
0.260,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.054916,34.038284,74.906601,85.399681,-2.004714,4.709509,4.611792,0.000000,0,0,9.953284,3.529029,12.172952,5.424750,7.717101,0.000000,0,0,11.219857,0,3.854492,6.788839,7.180940,8.017768,11.654888,8.106753,7.205017,8.226106,6.694695,8.711462,6.204204,8.418219,7.657406,9.713650,7.579590,9.686868,8.558038,0,-0.01426,0.00361,-0.02001,-0.01545,0.01030,-0.01205,0.00323,0.00144,-1.45908,0.09913,3.27736,6.774137
0.261,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.660675,34.187050,74.866722,85.711807,-1.931102,4.708128,4.611673,0.000000,0,0,9.924283,3.530463,12.160871,5.423552,7.706842,0.000000,0,0,11.209734,0,3.856117,6.785172,7.223679,8.016936,11.644506,8.102886,7.201068,8.224326,6.684711,8.721555,6.197639,8.417569,7.647527,9.714948,7.575928,9.686182,8.554410,0,-0.01705,0.00350,-0.02047,-0.01210,0.00816,-0.01315,0.00475,0.00318,-1.45281,0.09903,3.27752,6.784763
0.262,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.266418,34.335819,74.826843,86.023933,-1.857490,4.706748,4.611555,0.000000,0,0,9.895283,3.531898,12.148788,5.422355,7.696584,0.000000,0,0,11.199612,0,3.857741,6.781506,7.266418,8.016104,11.634126,8.099019,7.197120,8.222547,6.674727,8.731648,6.191073,8.416921,7.637648,9.716245,7.572266,9.685496,8.550783,0,-0.01829,0.00371,-0.02062,-0.01343,0.00844,-0.01370,0.00427,0.00201,-1.44874,0.09869,3.27731,6.795389
0.263,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.872177,34.484585,74.786972,86.336060,-1.783878,4.705367,4.611436,0.000000,0,0,9.866282,3.533332,12.136707,5.421157,7.686325,0.000000,0,0,11.189488,0,3.859366,6.777839,7.309156,8.015272,11.623744,8.095152,7.193171,8.220767,6.664742,8.741741,6.184507,8.416272,7.627769,9.717542,7.568604,9.684811,8.547155,0,-0.01542,0.00325,-0.02069,-0.01331,0.00762,-0.01199,0.00414,0.00024,-1.44341,0.09863,3.27677,6.806015
0.264,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.800400,34.455715,74.820297,86.715004,-1.715028,4.703506,4.611179,0.000000,0,0,9.849496,3.536114,12.124626,5.421128,7.675830,0.000000,0,0,11.179403,0,3.860451,6.775107,7.353828,8.015501,11.617205,8.092385,7.189563,8.220175,6.655808,8.748753,6.176256,8.415149,7.616940,9.717128,7.564504,9.684800,8.543880,0,-0.01968,0.00725,-0.01899,-0.01484,0.00965,-0.01225,0.00471,0.00369,-1.43765,0.09875,3.27680,6.810822
0.265,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.010040,34.271828,74.917503,87.152267,-1.650332,4.701226,4.610803,0.000000,0,0,9.843369,3.540073,12.112545,5.422119,7.665129,0.000000,0,0,11.169350,0,3.861065,6.773190,7.400188,8.016658,11.614018,8.090579,7.186251,8.220620,6.647791,8.753075,6.166533,8.413610,7.605280,9.715220,7.560020,9.685379,8.540913,0,-0.01511,0.00974,-0.02256,-0.01364,0.00786,-0.01103,0.00629,0.00196,-1.43156,0.09850,3.27733,6.810549
0.266,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.219681,34.087944,75.014717,87.589531,-1.585636,4.698946,4.610426,0.000000,0,0,9.837243,3.544031,12.100465,5.423110,7.654427,0.000000,0,0,11.159296,0,3.861679,6.771273,7.446548,8.017814,11.610832,8.088773,7.182940,8.221065,6.639773,8.757398,6.156810,8.412072,7.593621,9.713313,7.555537,9.685958,8.537945,0,-0.01837,0.00417,-0.02159,-0.01267,0.00813,-0.01243,0.00663,0.00164,-1.42147,0.09817,3.27755,6.810277
0.267,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.429321,33.904057,75.111923,88.026794,-1.520940,4.696666,4.610049,0.000000,0,0,9.831117,3.547990,12.088384,5.424101,7.643725,0.000000,0,0,11.149242,0,3.862293,6.769356,7.492907,8.018970,11.607646,8.086967,7.179628,8.221510,6.631755,8.761720,6.147088,8.410534,7.581962,9.711406,7.551054,9.686536,8.534977,0,-0.01801,0.00100,-0.01877,-0.01358,0.00803,-0.01406,0.00662,-0.00156,-1.40709,0.09810,3.27747,6.810004
0.268,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.505234,33.749054,75.188744,88.410789,-1.482198,4.695015,4.609606,0.000000,0,0,9.829545,3.549248,12.076593,5.424305,7.633167,0.000000,0,0,11.139040,0,3.863249,6.756924,7.539607,8.016030,11.601212,8.082411,7.177414,8.220838,6.626429,8.767670,6.137211,8.409513,7.571446,9.710250,7.548867,9.686600,8.531281,0,-0.01566,0.00361,-0.02170,-0.01272,0.00907,-0.01205,0.00457,0.00422,-1.39948,0.09815,3.27748,6.792810
0.269,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.464462,33.619259,75.247757,88.748291,-1.466105,4.693913,4.609105,0.000000,0,0,9.831950,3.548148,12.065056,5.423821,7.622733,0.000000,0,0,11.128710,0,3.864504,6.735318,7.586604,8.009515,11.591944,8.075457,7.176158,8.219191,6.623450,8.775041,6.127202,8.408943,7.561927,9.709750,7.548683,9.686214,8.526950,0,-0.01821,0.00336,-0.02117,-0.01434,0.00836,-0.01180,0.00740,0.00245,-1.38932,0.09811,3.27755,6.760850
0.270,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.423691,33.489460,75.306778,89.085800,-1.450011,4.692810,4.608603,0.000000,0,0,9.834354,3.547049,12.053519,5.423338,7.612299,0.000000,0,0,11.118379,0,3.865759,6.713711,7.633602,8.002999,11.582675,8.068503,7.174901,8.217544,6.620471,8.782411,6.117192,8.408374,7.552409,9.709250,7.548500,9.685829,8.522619,0,-0.01537,-0.00222,-0.01914,-0.01404,0.00923,-0.01105,0.00352,0.00261,-1.38365,0.09780,3.27755,6.728890
0.271,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.382904,33.359665,75.365791,89.423302,-1.433918,4.691708,4.608103,0.000000,0,0,9.836759,3.545949,12.041982,5.422855,7.601865,0.000000,0,0,11.108047,0,3.867014,6.692105,7.680599,7.996484,11.573407,8.061549,7.173645,8.215897,6.617493,8.789782,6.107183,8.407804,7.542890,9.708750,7.548316,9.685444,8.518288,0,-0.01669,-0.00552,-0.02075,-0.01292,0.00837,-0.01109,0.00547,0.00313,-1.37386,0.09766,3.27747,6.696930
0.272,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.097534,33.380390,75.396599,89.660446,-1.441407,4.690766,4.607674,0.000000,0,0,9.863844,3.545885,12.031010,5.420587,7.591414,0.000000,0,0,11.098512,0,3.867775,6.666723,7.728719,7.993536,11.563934,8.061010,7.168515,8.214871,6.614475,8.795592,6.099518,8.408274,7.534986,9.708256,7.546227,9.686274,8.514526,0,-0.01821,0.00357,-0.02070,-0.01621,0.00847,-0.01004,0.00603,0.00381,-1.36201,0.09792,3.27731,6.666723
0.273,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.598709,33.532475,75.402786,89.810005,-1.469476,4.689966,4.607307,0.000000,0,0,9.912466,3.546725,12.020531,5.416760,7.580947,0.000000,0,0,11.089670,0,3.868106,6.638045,7.777820,7.993700,11.554284,8.066070,7.160003,8.214389,6.611422,8.800044,6.093900,8.409648,7.528491,9.707766,7.542476,9.688162,8.511263,0,-0.01880,0.00268,-0.02079,-0.01076,0.00865,-0.01166,0.00651,0.00465,-1.33978,0.09796,3.27709,6.638045
0.274,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.099869,33.684559,75.408966,89.959564,-1.497545,4.689165,4.606942,0.000000,0,0,9.961088,3.547565,12.010052,5.412934,7.570481,0.000000,0,0,11.080828,0,3.868437,6.609368,7.826920,7.993865,11.544634,8.071129,7.151491,8.213906,6.608369,8.804495,6.088282,8.411022,7.521997,9.707276,7.538724,9.690051,8.507998,0,-0.01647,0.00454,-0.02087,-0.01333,0.00774,-0.01319,0.00292,-0.00251,-1.33123,0.09762,3.27706,6.609368
0.275,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.601044,33.836643,75.415154,90.109123,-1.525614,4.688365,4.606575,0.000000,0,0,10.009710,3.548404,11.999573,5.409108,7.560015,0.000000,0,0,11.071986,0,3.868768,6.580691,7.876020,7.994029,11.534984,8.076188,7.142979,8.213424,6.605316,8.808947,6.082664,8.412396,7.515502,9.706786,7.534972,9.691939,8.504735,0,-0.01826,0.00311,-0.02000,-0.01470,0.00969,-0.01249,0.00485,0.00680,-1.31985,0.09739,3.27721,6.580691
