"Time","60 right DS","59 left DS","37a CoMy (cm)","37 CoMy (cm)","v1 xCoM","v3 L COP","v2 R COP","3 Platform"
0.698,1,0,-2.225485,4.769084,4.692651,0.000000,3.715614,1.48320
0.699,1,0,-2.063565,4.767168,4.697329,0.000000,3.715433,1.48371
0.700,1,0,-1.899021,4.765493,4.702326,0.000000,3.715400,1.48382
0.701,1,0,-1.734478,4.763819,4.707324,0.000000,3.715387,1.48485
0.702,1,0,-1.569934,4.762145,4.712321,0.000000,3.715378,1.48433
0.703,1,0,-1.397987,4.760794,4.718027,0.000000,3.713851,1.48287
0.704,1,0,-1.223599,4.759551,4.723966,0.000000,3.712022,1.48295
0.705,1,0,-1.049211,4.758308,4.729905,2.326435,3.707109,1.48382
0.706,1,1,-0.874822,4.757065,4.735844,5.115925,3.701583,1.48776
0.707,1,1,-0.690452,4.756269,4.742217,5.579001,3.692626,1.48671
0.708,1,1,-0.502789,4.755621,4.748732,5.579026,3.682988,1.48355
0.709,1,1,-0.315126,4.754973,4.755247,5.579798,3.675121,1.48416
0.710,1,1,-0.127464,4.754326,4.761762,5.580719,3.667608,1.48395
0.711,1,1,0.065524,4.754304,4.768416,5.581532,3.666561,1.48127
0.712,1,1,0.260267,4.754489,4.775118,5.582324,3.666801,1.48068
0.713,1,1,0.455010,4.754674,4.781819,5.582541,3.668814,1.48157
0.714,1,1,0.649754,4.754859,4.788521,5.582644,3.671180,1.47710
0.715,1,1,0.837264,4.755899,4.795102,5.582424,3.669727,1.47829
0.716,1,1,1.022388,4.757223,4.801644,5.582139,3.667513,1.47336
0.717,1,1,1.207513,4.758545,4.808186,5.584539,3.663836,1.47309
0.718,1,1,1.392637,4.759869,4.814728,5.587472,3.659866,1.47100
0.719,1,1,1.554499,4.761650,4.820976,5.595490,3.658051,1.46724
0.720,1,1,1.708689,4.763583,4.827127,5.604518,3.656664,1.46133
0.721,1,1,1.862878,4.765515,4.833279,5.614760,3.656606,1.45706
0.722,1,1,2.017068,4.767448,4.839430,5.625244,3.656812,1.44955
0.723,1,1,2.134897,4.769827,4.845065,5.632835,3.656972,1.44139
0.724,1,1,2.240735,4.772354,4.850529,5.639849,3.657123,1.43498
0.725,1,1,2.346573,4.774880,4.855994,5.646815,3.659058,1.42613
0.726,1,1,2.452411,4.777407,4.861459,5.653770,3.661347,1.41919
0.727,1,1,2.524967,4.780079,4.866345,5.663940,3.667096,1.41343
0.728,1,1,2.586546,4.782800,4.871040,5.674750,3.673533,1.40461
0.729,1,1,2.648125,4.785521,4.875736,5.685033,3.680318,1.39695
0.730,1,1,2.709704,4.788241,4.880431,5.695212,3.687172,1.38990
0.731,1,1,2.732933,4.791183,4.884440,5.700532,3.691103,1.36629
0.732,1,1,2.743515,4.794197,4.888224,5.704885,3.694452,1.35818
0.733,1,1,2.754098,4.797211,4.892007,5.706321,3.697003,1.34372
0.734,1,1,2.764680,4.800224,4.895790,5.707176,3.699395,1.33481
0.735,1,1,2.745502,4.803067,4.898800,5.708303,3.703544,1.32242
0.736,1,1,2.716509,4.805853,4.901556,5.709485,3.708043,1.30896
0.737,1,1,2.687517,4.808639,4.904310,5.711766,3.711905,1.29483
0.738,1,1,2.658524,4.811425,4.907065,5.714266,3.715640,1.27030
0.739,1,1,2.607925,4.814325,4.909010,5.717495,3.716179,1.25953
0.740,1,1,2.550200,4.817264,4.910688,5.720870,3.716082,1.24529
0.741,1,1,2.492476,4.820201,4.912366,5.722209,3.715816,1.23316
0.742,1,1,2.434751,4.823139,4.914044,5.723143,3.715516,1.21617
0.743,1,1,2.364019,4.825345,4.915056,5.720005,3.718488,1.20158
0.744,1,1,2.288996,4.827309,4.915849,5.716056,3.722111,1.18132
0.745,1,1,2.213974,4.829272,4.916642,5.712368,3.727175,1.15646
0.746,1,1,2.138951,4.831236,4.917435,5.708732,3.732525,1.14043
0.747,1,1,2.063548,4.833203,4.917788,5.709882,3.736567,1.12086
0.748,1,1,1.988019,4.835171,4.917995,5.711985,3.740350,1.10392
0.749,1,1,1.912490,4.837139,4.918203,5.716144,3.742661,1.08604
0.750,1,1,1.836961,4.839107,4.918411,5.720713,3.744680,1.07209
0.751,1,1,1.758085,4.840962,4.918376,5.723516,3.745982,1.04117
0.752,1,1,1.678106,4.842780,4.918262,5.725967,3.747141,1.01465
0.753,1,1,1.598126,4.844598,4.918149,5.727165,3.749167,0.99564
0.754,1,1,1.518147,4.846416,4.918034,5.728114,3.751366,0.97759
0.755,1,1,1.443880,4.847883,4.917844,5.729157,3.755466,0.95530
0.756,1,1,1.371498,4.849234,4.917628,5.730219,3.759944,0.93771
0.757,1,1,1.299115,4.850585,4.917412,5.730942,3.763799,0.91799
0.758,1,1,1.226733,4.851935,4.917196,5.731598,3.767530,0.88786
0.759,1,1,1.164158,4.852942,4.917036,5.731474,3.768420,0.85155
0.760,1,1,1.104816,4.853836,4.916894,5.731195,3.768745,0.83282
0.761,1,1,1.045475,4.854729,4.916752,5.731931,3.769948,0.81225
0.762,1,1,0.986133,4.855622,4.916610,5.732869,3.771327,0.78755
0.763,1,1,0.949045,4.856435,4.916490,5.736495,3.777408,0.76716
0.764,1,1,0.919294,4.857222,4.916378,5.740657,3.784425,0.74238
0.765,1,1,0.889544,4.858008,4.916266,5.745779,3.792843,0.71293
0.766,1,1,0.859794,4.858795,4.916154,5.751092,3.801539,0.67677
0.767,1,1,0.859481,4.859438,4.916165,5.755294,3.807313,0.65271
0.768,1,1,0.868876,4.860034,4.916217,5.759276,3.812506,0.62912
0.769,1,1,0.878272,4.860630,4.916269,5.762891,3.814944,0.60633
0.770,1,1,0.887667,4.861225,4.916320,5.766432,3.816834,0.58135
0.771,1,1,0.908525,4.862054,4.916395,5.770550,3.817241,0.55919
0.772,1,1,0.933164,4.862961,4.916478,5.774783,3.817353,0.52460
0.773,1,1,0.957803,4.863867,4.916561,5.777844,3.816507,0.48610
0.774,1,1,0.982442,4.864773,4.916644,5.780671,3.815470,0.46131
0.775,1,1,1.008811,4.865849,4.916685,5.780665,3.813818,0.43495
0.776,1,1,1.035750,4.866982,4.916712,5.780095,3.812044,0.41071
0.777,1,1,1.062689,4.868114,4.916739,5.778867,3.810136,0.38625
0.778,1,1,1.089627,4.869246,4.916767,5.777508,3.808200,0.35036
0.779,1,1,1.109150,4.870613,4.916688,5.778116,3.806804,0.31030
0.780,1,1,1.126227,4.872056,4.916574,5.779115,3.805516,0.28308
0.781,1,1,1.143303,4.873498,4.916460,5.781841,3.806146,0.26051
0.782,1,1,1.160380,4.874941,4.916346,5.784911,3.807158,0.23105
0.783,1,1,1.159627,4.875963,4.916039,5.788575,3.811192,0.20904
0.784,1,1,1.152993,4.876846,4.915668,5.792356,3.815827,0.18200
0.785,1,1,1.146360,4.877729,4.915297,5.795216,3.822428,0.13272
0.786,1,1,1.139726,4.878612,4.914925,5.797893,3.829420,0.10737
0.787,1,1,1.122072,4.879775,4.914240,5.798629,3.836696,0.07945
0.788,1,1,1.100783,4.881031,4.913452,5.798978,3.844028,0.04661
0.789,1,1,1.079494,4.882287,4.912664,5.799090,3.849891,0.02873
0.790,1,1,1.058206,4.883542,4.911876,5.799155,3.855460,0.00398
0.791,1,1,1.012124,4.884843,4.910586,5.800695,3.858499,-0.03146
0.792,1,1,0.957867,4.886158,4.909130,5.802528,3.861035,-0.07465
0.793,1,1,0.903609,4.887474,4.907675,5.804116,3.863213,-0.10004
0.794,1,1,0.849351,4.888789,4.906219,5.805655,3.865320,-0.12711
0.795,0,1,0.785705,4.889561,4.904174,5.804852,2.253685,-0.15561
0.796,0,1,0.718963,4.890152,4.901934,5.803583,0.320851,-0.17673
0.797,0,1,0.652221,4.890745,4.899693,5.800570,0.000000,-0.21270
0.798,0,1,0.585478,4.891336,4.897453,5.797210,0.000000,-0.25690
0.799,0,1,0.502678,4.891881,4.894639,5.793255,0.000000,-0.28131
0.800,0,1,0.414583,4.892410,4.891637,5.789183,0.000000,-0.30562
0.801,0,1,0.326487,4.892939,4.888635,5.784715,0.000000,-0.33035
0.802,0,1,0.238391,4.893468,4.885633,5.780167,0.000000,-0.35564
0.803,0,1,0.143062,4.893491,4.882157,5.775323,0.000000,-0.38709
0.804,0,1,0.045348,4.893347,4.878525,5.770420,0.000000,-0.43089
0.805,0,1,-0.052366,4.893203,4.874894,5.766088,0.000000,-0.45609
0.806,0,1,-0.150081,4.893060,4.871263,5.761871,0.000000,-0.48187
0.807,0,1,-0.255706,4.892923,4.867293,5.758945,0.000000,-0.50613
0.808,0,1,-0.363941,4.892788,4.863213,5.756275,0.000000,-0.52974
0.809,0,1,-0.472175,4.892653,4.859132,5.753940,0.000000,-0.55417
0.810,0,1,-0.580410,4.892519,4.855051,5.751672,0.000000,-0.59621
0.811,0,1,-0.696093,4.891893,4.850663,5.748551,0.000000,-0.62566
0.812,0,1,-0.814231,4.891106,4.846173,5.745259,0.000000,-0.64838
0.813,0,1,-0.932370,4.890319,4.841683,5.740997,0.000000,-0.67005
0.814,0,1,-1.050509,4.889532,4.837193,5.736543,0.000000,-0.69198
0.815,0,1,-1.164263,4.888335,4.832413,5.731446,0.000000,-0.71574
0.816,0,1,-1.276571,4.887003,4.827536,5.726223,0.000000,-0.74606
0.817,0,1,-1.388878,4.885671,4.822659,5.721329,0.000000,-0.78221
0.818,0,1,-1.501186,4.884339,4.817782,5.716502,0.000000,-0.80632
0.819,0,1,-1.591706,4.882430,4.812685,5.712837,0.000000,-0.82440
0.820,0,1,-1.675040,4.880331,4.807517,5.709402,0.000000,-0.84705
0.821,0,1,-1.758375,4.878232,4.802348,5.706492,0.000000,-0.86693
0.822,0,1,-1.841710,4.876133,4.797179,5.703687,0.000000,-0.89739
0.823,0,1,-1.905719,4.874117,4.791828,5.700761,0.000000,-0.93055
0.824,0,1,-1.963354,4.872128,4.786417,5.697812,0.000000,-0.94915
0.825,0,1,-2.020989,4.870139,4.781005,5.695925,0.000000,-0.96970
0.826,0,1,-2.078624,4.868150,4.775594,5.694250,0.000000,-0.98820
0.827,0,1,-2.125083,4.865875,4.770149,5.694820,0.000000,-1.00830
0.828,0,1,-2.167857,4.863507,4.764693,5.695837,0.000000,-1.03287
0.829,0,1,-2.210631,4.861139,4.759236,5.697929,0.000000,-1.06536
0.830,0,1,-2.253405,4.858771,4.753780,5.700236,0.000000,-1.08181
0.831,0,1,-2.301744,4.856757,4.748331,5.702035,0.000000,-1.09802
0.832,0,1,-2.351919,4.854860,4.742884,5.703734,0.000000,-1.11710
0.833,0,1,-2.402094,4.852964,4.737437,5.704487,0.000000,-1.13382
0.834,0,1,-2.452268,4.851067,4.731991,5.705052,0.000000,-1.15133
0.835,0,1,-2.509090,4.848552,4.726717,5.704595,0.000000,-1.18067
0.836,0,1,-2.568103,4.845832,4.721501,5.703934,0.000000,-1.19604
0.837,0,1,-2.627117,4.843112,4.716284,5.702352,0.000000,-1.21093
0.838,0,1,-2.686131,4.840393,4.711068,5.700586,0.000000,-1.22589
0.839,0,1,-2.747148,4.837569,4.706143,5.698192,0.000000,-1.24265
0.840,0,1,-2.808826,4.834713,4.701314,5.695673,0.000000,-1.25210
0.841,0,1,-2.870505,4.831855,4.696486,5.693465,0.000000,-1.28208
0.842,0,1,-2.932183,4.828999,4.691657,5.691319,0.000000,-1.29383
0.843,0,1,-2.995197,4.825818,4.687138,5.690305,0.000000,-1.30769
0.844,0,1,-3.058651,4.822530,4.682720,5.689516,0.000000,-1.31719
0.845,0,1,-3.122105,4.819242,4.678303,5.689310,0.000000,-1.32858
0.846,0,1,-3.185559,4.815954,4.673886,5.689220,0.000000,-1.34170
0.847,0,1,-3.237735,4.812926,4.669657,5.688985,0.000000,-1.35576
0.848,0,1,-3.286191,4.809984,4.665489,5.688722,0.000000,-1.37183
0.849,0,1,-3.334647,4.807043,4.661322,5.688521,0.000000,-1.38154
0.850,0,1,-3.383103,4.804101,4.657154,5.688334,0.000000,-1.39001
0.851,0,1,-3.417128,4.800577,4.653171,5.688446,0.000000,-1.39717
0.852,0,1,-3.446394,4.796862,4.649249,5.688617,0.000000,-1.40521
0.853,0,1,-3.475660,4.793146,4.645327,5.688249,0.000000,-1.41925
0.854,0,1,-3.504926,4.789431,4.641404,5.687773,0.000000,-1.42975
0.855,0,1,-3.510750,4.785605,4.637735,5.686032,0.000000,-1.43616
0.856,0,1,-3.508842,4.781744,4.634149,5.684041,0.000000,-1.44169
0.857,0,1,-3.506935,4.777882,4.630563,5.681956,0.000000,-1.44956
0.858,0,1,-3.505028,4.774020,4.626977,5.679853,0.000000,-1.45375
0.859,0,1,-3.483607,4.770345,4.623916,5.678944,0.000000,-1.45837
0.860,0,1,-3.455752,4.766732,4.621028,5.678272,0.000000,-1.46270
0.861,0,1,-3.427897,4.763118,4.618140,5.678184,0.000000,-1.46575
0.862,0,1,-3.400042,4.759505,4.615252,5.678212,0.000000,-1.47154
0.863,0,1,-3.368132,4.756341,4.613018,5.677923,0.000000,-1.47277
0.864,0,1,-3.334885,4.753325,4.611000,5.677570,0.000000,-1.47178
0.865,0,1,-3.301638,4.750309,4.608983,5.677108,0.000000,-1.47461
0.866,0,1,-3.268391,4.747292,4.606965,5.676624,0.000000,-1.47700
0.867,0,1,-3.239398,4.744119,4.605752,5.676345,0.000000,-1.47613
0.868,0,1,-3.211809,4.740895,4.604803,5.676106,0.000000,-1.47707
0.869,0,1,-3.184219,4.737671,4.603855,5.675435,0.000000,-1.47846
0.870,0,1,-3.156630,4.734447,4.602907,5.674677,0.000000,-1.47972
0.871,0,1,-3.129292,4.731435,4.602604,5.673110,0.000000,-1.47948
0.872,0,1,-3.102038,4.728494,4.602514,5.671382,0.000000,-1.47909
0.873,0,1,-3.074784,4.725552,4.602424,5.670872,0.000000,-1.47777
0.874,0,1,-3.047530,4.722610,4.602334,5.670603,0.000000,-1.47955
0.875,0,1,-2.994228,4.719302,4.602844,5.673247,0.000000,-1.47909
0.876,0,1,-2.932336,4.715873,4.603552,5.676471,0.000000,-1.48035
0.877,0,1,-2.870444,4.712444,4.604260,5.679739,0.000000,-1.47935
0.878,0,1,-2.808552,4.709015,4.604969,5.683015,0.000000,-1.47836
0.879,0,1,-2.712808,4.706062,4.606163,5.683156,0.000000,-1.47892
0.880,0,1,-2.605899,4.703266,4.607517,5.682672,0.000000,-1.47939
0.881,0,1,-2.498991,4.700469,4.608871,5.680294,0.000000,-1.47710
0.882,0,1,-2.392083,4.697672,4.610225,5.677538,0.000000,-1.47721
0.883,0,1,-2.266427,4.695234,4.611969,5.675167,0.000000,-1.47852
0.884,0,1,-2.134589,4.692914,4.613840,5.672871,0.000000,-1.47838
0.885,0,1,-2.002751,4.690595,4.615712,5.672269,0.000000,-1.47903
0.886,0,1,-1.870913,4.688275,4.617584,5.672003,0.000000,-1.47870
0.887,0,1,-1.731802,4.686876,4.619784,5.673925,0.000000,-1.47874
0.888,0,1,-1.590294,4.685781,4.622093,5.676282,0.000000,-1.47703
0.889,0,1,-1.448785,4.684686,4.624402,5.678869,0.000000,-1.47771
0.890,0,1,-1.307276,4.683591,4.626710,5.681502,0.000000,-1.47762
0.891,0,1,-1.187121,4.682532,4.629393,5.682324,0.000000,-1.48115
0.892,0,1,-1.074009,4.681483,4.632197,5.682786,0.000000,-1.47871
0.893,0,1,-0.960897,4.680435,4.635003,5.682165,0.000000,-1.47767
0.894,0,1,-0.847785,4.679387,4.637807,5.681327,0.000000,-1.47849
0.895,0,1,-0.749032,4.678604,4.640976,5.680974,0.000000,-1.47764
0.896,0,1,-0.655016,4.677908,4.644266,5.680719,0.000000,-1.47838
0.897,0,1,-0.561000,4.677212,4.647555,5.682803,0.000000,-1.47736
0.898,0,1,-0.466983,4.676517,4.650844,5.685352,0.000000,-1.47851
0.899,0,1,-0.389815,4.676337,4.654316,5.691100,0.000000,-1.48015
0.900,0,1,-0.318202,4.676328,4.657849,5.697484,0.000000,-1.47935
0.901,0,1,-0.246590,4.676319,4.661382,5.703075,0.000000,-1.47688
0.902,0,1,-0.174977,4.676311,4.664915,5.708508,0.000000,-1.47808
0.903,0,1,-0.101555,4.676250,4.668413,5.709227,0.000000,-1.47853
0.904,0,1,-0.027536,4.676173,4.671900,5.709007,0.000000,-1.47850
0.905,0,1,0.046483,4.676095,4.675386,5.706689,0.000000,-1.48112
0.906,0,1,0.120502,4.676018,4.678873,5.703954,0.000000,-1.48855
0.907,0,1,0.190521,4.676101,4.682193,5.702714,0.000000,-1.47991
0.908,0,1,0.259220,4.676237,4.685459,5.701772,0.000000,-1.47842
0.909,0,1,0.327919,4.676373,4.688725,5.701990,0.000000,-1.47628
0.910,0,1,0.396619,4.676509,4.691990,5.702440,0.000000,-1.47747
0.911,0,1,0.461699,4.676949,4.694959,5.702715,0.000000,-1.48118
0.912,0,1,0.525585,4.677489,4.697831,5.702955,0.000000,-1.47888
0.913,0,1,0.589471,4.678029,4.700702,5.702173,0.000000,-1.47837
0.914,0,1,0.653357,4.678568,4.703573,5.701189,0.000000,-1.47907
0.915,0,1,0.709945,4.679548,4.706254,5.699016,0.000000,-1.47893
0.916,0,1,0.764126,4.680672,4.708871,5.696605,0.000000,-1.47954
0.917,0,1,0.818306,4.681796,4.711488,5.695281,0.000000,-1.47869
0.918,0,1,0.872487,4.682920,4.714106,5.694172,0.000000,-1.47934
0.919,0,1,0.906731,4.683839,4.716579,5.696110,0.000000,-1.47675
0.920,0,1,0.934400,4.684691,4.719005,5.698655,0.000000,-1.47833
0.921,0,1,0.962069,4.685543,4.721430,5.701669,0.000000,-1.47780
0.922,0,1,0.989738,4.686394,4.723855,5.704775,0.000000,-1.47649
0.923,0,1,1.005424,4.687463,4.726089,5.705340,0.000000,-1.47915
0.924,0,1,1.017159,4.688603,4.728260,5.705399,0.000000,-1.47828
0.925,0,1,1.028893,4.689744,4.730430,5.703753,0.000000,-1.47817
0.926,0,1,1.040628,4.690885,4.732600,5.701769,0.000000,-1.47808
0.927,0,1,1.046728,4.692075,4.734524,5.699832,0.000000,-1.47924
0.928,0,1,1.050970,4.693282,4.736367,5.697904,0.000000,-1.47995
0.929,0,1,1.055212,4.694489,4.738210,5.696975,0.000000,-1.47863
0.930,0,1,1.059454,4.695696,4.740053,5.696244,0.000000,-1.47917
0.931,0,1,1.066902,4.696583,4.741655,5.696910,0.000000,-1.48146
0.932,0,1,1.075408,4.697363,4.743177,5.697855,0.000000,-1.47965
0.933,0,1,1.083914,4.698143,4.744699,5.699104,0.000000,-1.47875
0.934,0,1,1.092420,4.698924,4.746221,5.700413,0.000000,-1.47842
0.935,0,1,1.100180,4.699938,4.747461,5.700871,0.000000,-1.47827
0.936,0,1,1.107692,4.701030,4.748607,5.701160,0.000000,-1.47737
0.937,0,1,1.115205,4.702121,4.749753,5.701058,0.000000,-1.47825
0.938,0,1,1.122718,4.703212,4.750900,5.700877,0.000000,-1.47811
0.939,0,1,1.126790,4.704572,4.751795,5.701089,0.000000,-1.47993
0.940,0,1,1.129728,4.706020,4.752606,5.701380,0.000000,-1.47887
0.941,0,1,1.132666,4.707468,4.753418,5.702254,0.000000,-1.47982
0.942,0,1,1.135604,4.708916,4.754230,5.703245,0.000000,-1.47914
0.943,0,1,1.127618,4.710078,4.754899,5.704588,0.000000,-1.48145
0.944,0,1,1.116030,4.711146,4.755519,5.706001,0.000000,-1.47862
0.945,0,1,1.104442,4.712214,4.756141,5.706382,0.000000,-1.47906
0.946,0,1,1.092854,4.713283,4.756762,5.706557,0.000000,-1.47971
0.947,0,1,1.070777,4.714279,4.757243,5.704665,0.000000,-1.47924
0.948,0,1,1.045242,4.715251,4.757679,5.702362,0.000000,-1.47776
0.949,0,1,1.019706,4.716224,4.758113,5.700011,0.000000,-1.47696
0.950,0,1,0.994171,4.717196,4.758549,5.697650,0.000000,-1.47798
0.951,0,1,0.965876,4.718325,4.758821,5.697400,0.000000,-1.47868
0.952,0,1,0.936673,4.719504,4.759039,5.697570,0.000000,-1.47882
0.953,0,1,0.907469,4.720683,4.759258,5.698739,0.000000,-1.47657
0.954,0,1,0.878265,4.721863,4.759476,5.700105,0.000000,-1.48023
0.955,0,1,0.851362,4.722615,4.759465,5.700708,0.000000,-1.47843
0.956,0,1,0.825218,4.723227,4.759377,5.701159,0.000000,-1.48006
0.957,0,1,0.799074,4.723839,4.759289,5.700337,0.000000,-1.47853
0.958,0,1,0.772930,4.724451,4.759202,5.699262,0.000000,-1.47834
0.959,0,1,0.756516,4.725047,4.758862,5.697127,0.000000,-1.48068
0.960,0,1,0.743311,4.725637,4.758441,5.694781,0.000000,-1.47903
0.961,0,1,0.730106,4.726228,4.758019,5.693249,0.000000,-1.47861
0.962,0,1,0.716901,4.726819,4.757598,5.691880,0.000000,-1.47908
0.963,0,1,0.700150,4.727630,4.756858,5.692962,0.000000,-1.47756
0.964,0,1,0.682229,4.728515,4.756014,5.694531,0.000000,-1.47869
0.965,0,1,0.664308,4.729399,4.755169,5.696990,0.000000,-1.47515
0.966,0,1,0.646386,4.730283,4.754324,5.699625,0.000000,-1.47918
0.967,0,1,0.628273,4.730871,4.753255,5.701101,0.000000,-1.47513
0.968,0,1,0.610096,4.731361,4.752111,5.702346,0.000000,-1.47812
0.969,0,1,0.591919,4.731851,4.750967,5.702268,0.000000,-1.47762
0.970,0,1,0.573742,4.732341,4.749823,5.701927,0.000000,-1.47782
0.971,0,1,0.541340,4.733030,4.748479,5.700774,0.000000,-1.47895
0.972,0,1,0.504246,4.733786,4.747070,5.699461,0.000000,-1.47614
0.973,0,1,0.467152,4.734541,4.745661,5.698486,0.000000,-1.47979
0.974,0,1,0.430058,4.735297,4.744252,5.697578,0.000000,-1.47847
0.975,0,1,0.381146,4.735692,4.742637,5.697926,0.000000,-1.47899
0.976,0,1,0.328336,4.735968,4.740954,5.698523,0.000000,-1.47831
0.977,0,1,0.275526,4.736244,4.739272,5.699424,0.000000,-1.48764
0.978,0,1,0.222716,4.736520,4.737589,5.700386,0.000000,-1.47964
0.979,0,1,0.170784,4.736726,4.735768,5.700702,0.000000,-1.47960
0.980,0,1,0.119142,4.736909,4.733902,5.700888,0.000000,-1.47864
0.981,0,1,0.067500,4.737092,4.732035,5.701875,0.000000,-1.47879
0.982,0,1,0.015857,4.737275,4.730168,5.703021,0.000000,-1.47617
0.983,0,1,-0.041947,4.737113,4.728163,5.706213,0.000000,-1.47732
0.984,0,1,-0.101782,4.736839,4.726113,5.709813,0.000000,-1.47888
0.985,0,1,-0.161618,4.736565,4.724062,5.712737,0.000000,-1.47821
0.986,0,1,-0.221453,4.736290,4.722012,5.715527,0.000000,-1.47904
0.987,0,1,-0.275802,4.735987,4.719914,5.714920,0.000000,-1.47928
0.988,0,1,-0.328341,4.735673,4.717801,5.713638,0.000000,-1.47933
0.989,0,1,-0.380880,4.735360,4.715689,5.711312,0.000000,-1.47868
0.990,0,1,-0.433419,4.735046,4.713576,5.708778,0.000000,-1.47766
0.991,0,1,-0.490974,4.734691,4.711439,5.708189,0.000000,-1.47848
0.992,0,1,-0.550184,4.734322,4.709295,5.707987,0.000000,-1.47868
0.993,0,1,-0.609394,4.733952,4.707150,5.709111,0.000000,-1.47817
0.994,0,1,-0.668604,4.733582,4.705006,5.710500,0.000000,-1.47888
0.995,0,1,-0.719038,4.732758,4.702908,5.711773,0.000000,-1.47905
0.996,0,1,-0.766577,4.731783,4.700826,5.713023,0.000000,-1.47954
0.997,0,1,-0.814117,4.730808,4.698743,5.713610,0.000000,-1.47883
0.998,0,1,-0.861657,4.729833,4.696661,5.714066,0.000000,-1.47893
0.999,0,1,-0.899832,4.728845,4.694721,5.713813,0.000000,-1.47791
1.000,0,1,-0.934919,4.727851,4.692828,5.713419,0.000000,-1.48285
1.001,0,1,-0.970007,4.726859,4.690936,5.713409,0.000000,-1.47931
1.002,0,1,-1.005094,4.725865,4.689043,5.713475,0.000000,-1.47707
1.003,0,1,-1.026209,4.724658,4.687275,5.714892,0.000000,-1.47758
1.004,0,1,-1.042718,4.723378,4.685549,5.716578,0.000000,-1.47904
1.005,0,1,-1.059226,4.722099,4.683822,5.718576,0.000000,-1.47742
1.006,0,1,-1.075734,4.720819,4.682096,5.720637,0.000000,-1.47904
1.007,0,1,-1.074496,4.719775,4.680564,5.721653,0.000000,-1.47882
1.008,0,1,-1.067405,4.718808,4.679097,5.722461,0.000000,-1.47983
1.009,0,1,-1.060315,4.717842,4.677629,5.721999,0.000000,-1.48105
1.010,0,1,-1.053224,4.716875,4.676161,5.721285,0.000000,-1.48045
1.011,0,1,-1.045222,4.715811,4.674835,5.719569,0.000000,-1.48015
1.012,0,1,-1.036920,4.714715,4.673556,5.717653,0.000000,-1.48030
1.013,0,1,-1.028617,4.713619,4.672276,5.715781,0.000000,-1.47758
1.014,0,1,-1.020315,4.712523,4.670997,5.713917,0.000000,-1.47954
1.015,0,1,-1.005814,4.711449,4.669857,5.713015,0.000000,-1.47952
1.016,0,1,-0.989269,4.710382,4.668764,5.712304,0.000000,-1.47818
1.017,0,1,-0.972723,4.709315,4.667671,5.711894,0.000000,-1.47898
1.018,0,1,-0.956178,4.708248,4.666578,5.711545,0.000000,-1.47908
1.019,0,1,-0.941777,4.707424,4.665571,5.710659,0.000000,-1.47958
1.020,0,1,-0.928083,4.706680,4.664593,5.709667,0.000000,-1.47991
1.021,0,1,-0.914389,4.705936,4.663615,5.708506,0.000000,-1.47815
1.022,0,1,-0.900694,4.705192,4.662638,5.707312,0.000000,-1.47979
1.023,0,1,-0.887161,4.704233,4.661654,5.706711,0.000000,-1.47940
1.024,0,1,-0.873680,4.703204,4.660670,5.706227,0.000000,-1.47807
1.025,0,1,-0.860200,4.702174,4.659686,5.707328,0.000000,-1.47825
1.026,0,1,-0.846719,4.701144,4.658701,5.708744,0.000000,-1.48081
1.027,0,1,-0.834464,4.700307,4.657629,5.712212,0.000000,-1.47778
1.028,0,1,-0.822612,4.699533,4.656529,5.716088,0.000000,-1.47893
1.029,0,1,-0.810761,4.698759,4.655428,5.719821,0.000000,-1.47852
1.030,0,1,-0.798910,4.697985,4.654327,5.723526,0.000000,-1.47749
1.031,0,1,-0.796475,4.697290,4.652988,5.724703,0.000000,-1.48129
1.032,0,1,-0.797145,4.696621,4.651570,5.725376,0.000000,-1.47852
1.033,0,1,-0.797816,4.695952,4.650152,5.723667,0.000000,-1.48063
1.034,0,1,-0.798486,4.695284,4.648734,5.721484,0.000000,-1.47826
1.035,0,1,-0.802976,4.694504,4.647103,5.717932,0.000000,-1.47571
1.036,0,1,-0.808725,4.693686,4.645402,5.714107,0.000000,-1.47838
1.037,0,1,-0.814475,4.692870,4.643702,5.710598,0.000000,-1.47894
1.038,0,1,-0.820224,4.692053,4.642001,5.707152,0.000000,-1.47848
1.039,0,1,-0.840001,4.691259,4.640094,5.705511,0.000000,-1.47958
1.040,0,1,-0.864404,4.690473,4.638118,5.704228,0.000000,-1.47447
1.041,0,1,-0.888807,4.689687,4.636142,5.704492,0.000000,-1.47921
1.042,0,1,-0.913211,4.688900,4.634167,5.705064,0.000000,-1.48306
1.043,0,1,-0.947066,4.687971,4.632030,5.706384,0.000000,-1.47723
1.044,0,1,-0.984038,4.686994,4.629841,5.707853,0.000000,-1.47873
1.045,0,1,-1.021010,4.686018,4.627653,5.709051,0.000000,-1.48030
1.046,0,1,-1.057983,4.685040,4.625463,5.710196,0.000000,-1.47990
1.047,0,1,-1.104902,4.684057,4.623178,5.710410,0.000000,-1.47892
1.048,0,1,-1.155101,4.683072,4.620861,5.710438,0.000000,-1.47856
1.049,0,1,-1.205301,4.682086,4.618543,5.710768,0.000000,-1.47941
1.050,0,1,-1.255500,4.681101,4.616226,5.711159,0.000000,-1.47943
1.051,0,1,-1.310740,4.679752,4.613794,5.712981,0.000000,-1.47710
