"Time","66 RDS cle","64 R marks","63 sinus","62 Ramp down","61 Ramp up","60 right DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 simus rmp","49 St rmp dw","48 Sw rmp dw","47 St rmp up","46 Sw rmp up","45 Sw offset","44 Sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","67 LDS cle","v2 R COP","v3 L COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","65 L marks","59 left DS","32 FLx (cm)","31 Keyboard","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.401,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.577194,65.624298,94.183624,109.609673,0,3.610791,0.000000,3.895293,-3.305020,4.010757,11.539073,3.277249,13.889198,5.174341,7.744928,0,1,12.156278,0,3.944289,5.686710,10.310805,7.723254,13.991574,7.736841,7.482702,8.124386,7.142323,8.684769,7.121617,8.097166,8.487297,9.336303,9.120475,9.204624,10.112985,0,-0.01681,0.00401,-0.02156,-0.01314,0.00718,-0.01206,0.00482,0.00223,0.69240,0.10834,3.27733
0.402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.422394,66.145073,94.357338,109.655174,0,3.612813,0.000000,3.904557,-3.443974,4.006339,11.536494,3.279504,13.881024,5.168300,7.736600,0,1,12.185083,0,3.946073,5.686149,10.323914,7.724982,13.986617,7.739988,7.472255,8.130034,7.132297,8.686859,7.114334,8.103971,8.483423,9.342405,9.117297,9.211419,10.107646,0,-0.01755,0.00323,-0.01997,-0.01362,0.00911,-0.01199,0.00517,0.00095,0.71959,0.10040,3.27737
0.403,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.267609,66.665855,94.531059,109.700684,0,3.614818,0.000000,3.914084,-3.582929,4.001921,11.533915,3.281760,13.872850,5.162258,7.728271,0,1,12.213889,0,3.947856,5.685589,10.337022,7.726711,13.981659,7.743134,7.461809,8.135683,7.122271,8.688949,7.107050,8.110776,8.479548,9.348507,9.114120,9.218214,10.102308,0,-0.01637,0.00408,-0.02046,-0.01382,0.00841,-0.01410,0.00464,0.00146,0.74441,0.12047,3.27760
0.404,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.083298,67.172379,94.638992,109.695656,0,3.616801,0.000000,3.923798,-3.645816,3.997360,11.531359,3.283964,13.864468,5.156198,7.719711,0,1,12.243832,0,3.949632,5.684824,10.348313,7.729433,13.974897,7.744828,7.452669,8.139875,7.113065,8.691072,7.100893,8.117305,8.476699,9.354950,9.110826,9.226043,10.096927,0,-0.01971,0.00272,-0.02189,-0.01500,0.00871,-0.01210,0.00475,0.00219,0.76693,0.10224,3.27771
0.405,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139.854340,67.657333,94.647423,109.614204,0,3.618758,0.000000,3.933716,-3.593646,3.992582,11.528837,3.286088,13.855768,5.150108,7.710799,0,1,12.275494,0,3.951396,5.683752,10.356858,7.733657,13.965405,7.744323,7.445507,8.141868,7.105100,8.693250,7.096437,8.123416,8.475396,9.361907,9.107352,9.235435,10.091479,0,-0.01338,0.00392,-0.02166,-0.01351,0.00966,-0.01235,0.00540,0.00276,0.78757,0.09580,3.27763
0.406,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.625381,68.142296,94.655853,109.532753,0,3.620704,0.000000,3.943798,-3.541476,3.987804,11.526316,3.288213,13.847070,5.144019,7.701887,0,1,12.307156,0,3.953159,5.682679,10.365403,7.737882,13.955913,7.743818,7.438344,8.143859,7.097134,8.695426,7.091982,8.129527,8.474094,9.368865,9.103879,9.244826,10.086032,0,-0.02448,0.00357,-0.02057,-0.01345,0.00990,-0.01257,0.00482,0.00302,0.81323,0.12895,3.27759
0.407,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.396423,68.627251,94.664284,109.451302,0,3.622637,0.000000,3.954061,-3.489305,3.983026,11.523794,3.290338,13.838370,5.137930,7.692975,0,1,12.338818,0,3.954923,5.681606,10.373948,7.742106,13.946421,7.743313,7.431181,8.145851,7.089169,8.697603,7.087527,8.135638,8.472792,9.375823,9.100406,9.254218,10.080585,0,-0.00790,0.00262,-0.02082,-0.01414,0.00868,-0.01304,0.00338,0.00255,0.83142,0.11374,3.27759
0.408,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.175430,69.084473,94.630653,109.342468,0,3.624575,0.000000,3.964494,-3.333248,3.978272,11.521071,3.292482,13.829708,5.132113,7.683986,0,1,12.371993,0,3.956684,5.680562,10.381102,7.746602,13.935574,7.743857,7.423997,8.147704,7.082464,8.699944,7.084357,8.140782,8.471847,9.382715,9.097441,9.262319,10.074637,0,-0.02064,0.00485,-0.02128,-0.01219,0.00815,-0.01319,0.00373,0.00304,0.86095,0.10940,3.27753
0.409,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.966507,69.499725,94.533409,109.192215,0,3.626519,0.000000,3.975112,-3.020054,3.973555,11.518046,3.294657,13.821100,5.126711,7.674881,0,1,12.407456,0,3.958440,5.679564,10.386149,7.751509,13.922678,7.745988,7.416780,8.149347,7.077667,8.702535,7.083132,8.144464,8.471442,9.389509,9.095244,9.268466,10.067934,0,-0.01748,0.00266,-0.01971,-0.01301,0.00796,-0.01295,0.00594,0.00284,0.89580,0.10545,3.27738
0.410,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.757568,69.914986,94.436157,109.041962,0,3.628482,0.000000,3.985945,-2.706860,3.968837,11.515021,3.296831,13.812492,5.121308,7.665775,0,1,12.442921,0,3.960196,5.678565,10.391197,7.756415,13.909781,7.748118,7.409564,8.150991,7.072869,8.705125,7.081906,8.148147,8.471037,9.396303,9.093047,9.274613,10.061231,0,-0.01828,0.00256,-0.02119,-0.01397,0.00811,-0.01215,0.00426,0.00330,0.91550,0.09724,3.27719
0.411,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.548630,70.330238,94.338913,108.891708,0,3.630465,0.000000,3.997015,-2.393666,3.964120,11.511996,3.299006,13.803885,5.115905,7.656670,0,1,12.478384,0,3.961952,5.677566,10.396245,7.761322,13.896886,7.750249,7.402347,8.152635,7.068072,8.707715,7.080680,8.151829,8.470633,9.403097,9.090851,9.280761,10.054527,0,-0.01830,0.00449,-0.02090,-0.01356,0.00797,-0.01230,0.00499,0.00295,0.93499,0.11269,3.27697
0.412,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.289276,70.763466,94.288017,108.808662,0,3.632481,0.000000,4.008385,-1.986288,3.960569,11.509185,3.301247,13.795282,5.110723,7.647620,0,1,12.514750,0,3.963746,5.676589,10.399883,7.764781,13.888101,7.751727,7.395595,8.154436,7.063270,8.710182,7.079707,8.154901,8.469722,9.408454,9.087958,9.285620,10.049545,0,-0.01923,0.00303,-0.02085,-0.01321,0.00873,-0.01252,0.00479,0.00235,0.95535,0.10524,3.27694
0.413,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.953644,71.223862,94.307220,108.827263,0,3.634531,0.000000,4.020084,-1.436452,3.958784,11.506697,3.303588,13.786691,5.105877,7.638656,0,1,12.552478,0,3.965598,5.675644,10.401389,7.766051,13.885533,7.752217,7.389544,8.156475,7.058461,8.712463,7.079114,8.157051,8.468048,9.411639,9.084015,9.288527,10.047169,0,-0.01827,0.00250,-0.01950,-0.01412,0.00771,-0.01264,0.00430,0.00535,0.97542,0.09450,3.27725
0.414,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.618011,71.684265,94.326431,108.845871,0,3.636622,0.000000,4.032188,-0.886615,3.956999,11.504209,3.305929,13.778099,5.101030,7.629692,0,1,12.590207,0,3.967450,5.674700,10.402895,7.767321,13.882967,7.752707,7.383494,8.158513,7.053651,8.714746,7.078522,8.159201,8.466373,9.414824,9.080070,9.291435,10.044792,0,-0.02470,0.00338,-0.02228,-0.01417,0.00772,-0.01202,0.00547,-0.00106,0.99216,0.12518,3.27714
0.415,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.282379,72.144661,94.345634,108.864479,0,3.638758,0.000000,4.044734,-0.336778,3.955213,11.501720,3.308270,13.769507,5.096184,7.620728,0,1,12.627936,0,3.969302,5.673755,10.404401,7.768591,13.880400,7.753198,7.377444,8.160552,7.048842,8.717027,7.077930,8.161351,8.464700,9.418009,9.076127,9.294343,10.042415,0,0.00092,0.00103,-0.02017,-0.01832,0.00836,-0.01459,0.00555,0.00408,1.01360,0.11105,3.27638
0.416,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.937317,72.600037,94.450157,108.976234,0,3.640936,0.000000,4.057784,0.240204,3.954678,11.498609,3.310608,13.760407,5.091563,7.611737,0,1,12.666399,0,3.971265,5.672821,10.404570,7.770208,13.871927,7.753543,7.371210,8.162584,7.042982,8.719442,7.076573,8.164032,8.462046,9.420641,9.073432,9.296833,10.039978,0,-0.04140,0.00345,-0.02053,-0.01505,0.00836,-0.01191,0.00556,0.00280,1.04597,0.10933,3.27624
0.417,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.578018,73.047813,94.683723,109.228897,0,3.643160,0.000000,4.071386,0.858247,3.956035,11.494552,3.312942,13.750540,5.087284,7.602705,0,1,12.705970,0,3.973395,5.671900,10.402716,7.772350,13.854523,7.753668,7.364697,8.164605,7.035533,8.722062,7.074059,8.167516,8.457911,9.422434,9.072627,9.298689,10.037450,0,-0.01920,0.00267,-0.02191,-0.01370,0.00801,-0.01289,0.00529,0.00273,1.06988,0.11056,3.27707
0.418,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.218719,73.495598,94.917290,109.481560,0,3.645391,0.000000,4.085602,1.476290,3.957392,11.490495,3.315277,13.740671,5.083004,7.593674,0,1,12.745542,0,3.975525,5.670979,10.400863,7.774492,13.837117,7.753793,7.358184,8.166627,7.028084,8.724681,7.071546,8.171000,8.453774,9.424228,9.071821,9.300546,10.034922,0,-0.01847,0.00262,-0.01949,-0.01487,0.00780,-0.01114,0.00403,0.00152,1.08687,0.09458,3.27747
0.419,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.859406,73.943375,95.150856,109.734222,0,3.647630,0.000000,4.100488,2.094333,3.958750,11.486438,3.317611,13.730803,5.078725,7.584642,0,1,12.785113,0,3.977655,5.670059,10.399010,7.776635,13.819713,7.753917,7.351671,8.168649,7.020635,8.727301,7.069032,8.174483,8.449639,9.426022,9.071016,9.302402,10.032393,0,-0.01663,0.00352,-0.01992,-0.01378,0.00761,-0.01114,0.00802,-0.00065,1.10696,0.11049,3.27716
0.420,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.489075,74.381065,95.411713,109.980255,0,3.649847,0.000000,4.116089,2.693691,3.961281,11.482345,3.319921,13.720695,5.075156,7.575590,0,1,12.825065,0,3.979786,5.669299,10.395520,7.779653,13.807236,7.754759,7.344200,8.171270,7.012470,8.730656,7.065247,8.178782,8.444953,9.427752,9.070436,9.304877,10.030324,0,-0.01828,0.00239,-0.02236,-0.01401,0.00767,-0.01264,0.00687,0.00208,1.12354,0.10754,3.27707
0.421,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.102051,74.803513,95.713852,110.216278,0,3.652039,0.000000,4.132471,3.264787,3.965587,11.478198,3.322193,13.710219,5.072663,7.566504,0,1,12.865590,0,3.981918,5.668782,10.389557,7.783997,13.802215,7.756686,7.335281,8.174799,7.003223,8.735124,7.059537,8.184313,8.439433,9.429387,9.070198,9.308290,10.028949,0,-0.01786,0.00251,-0.02046,-0.01128,0.00768,-0.01267,0.00361,0.00347,1.14019,0.10422,3.27730
0.422,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.715042,75.225952,96.015991,110.452301,0,3.654240,0.000000,4.149589,3.835883,3.969894,11.474051,3.324466,13.699745,5.070169,7.557419,0,1,12.906116,0,3.984050,5.668265,10.383593,7.788340,13.797194,7.758613,7.326362,8.178329,6.993976,8.739592,7.053828,8.189844,8.433914,9.431022,9.069960,9.311701,10.027575,0,-0.01680,0.00351,-0.02040,-0.01257,0.00963,-0.01288,0.00873,0.00872,1.15863,0.12578,3.27744
0.423,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.328018,75.648399,96.318130,110.688324,0,3.656451,0.000000,4.167511,4.406979,3.974201,11.469905,3.326739,13.689270,5.067677,7.548334,0,1,12.946641,0,3.986182,5.667748,10.377629,7.792684,13.792172,7.760539,7.317442,8.181857,6.984728,8.744060,7.048118,8.195375,8.428394,9.432656,9.069721,9.315113,10.026199,0,-0.01773,0.00311,-0.02006,-0.01342,0.00763,-0.01218,0.00971,0.00357,1.17699,0.10964,3.27744
0.424,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.965027,76.070580,96.619408,110.905350,0,3.658706,0.000000,4.186071,4.913212,3.979506,11.466188,3.328912,13.678550,5.065814,7.539237,0,1,12.987026,0,3.988500,5.667223,10.370161,7.797020,13.782611,7.763049,7.308546,8.185065,6.975107,8.748129,7.042061,8.201093,8.422886,9.435425,9.069163,9.318459,10.024493,0,-0.01711,0.00375,-0.01969,-0.01345,0.00797,-0.01352,-0.00218,0.00227,1.20281,0.09989,3.27746
0.425,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.638397,76.492371,96.919380,111.093651,0,3.661008,0.000000,4.205329,5.321338,3.986321,11.463124,3.330937,13.667459,5.064907,7.530124,0,1,13.027202,0,3.991098,5.666684,10.360419,7.801347,13.766184,7.766442,7.299684,8.187788,6.964921,8.751596,7.035478,8.207091,8.417394,9.439909,9.068122,9.321704,10.022287,0,-0.01965,0.00337,-0.02085,-0.01339,0.00848,-0.01158,0.00714,0.00239,1.21529,0.11766,3.27754
0.426,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.311768,76.914162,97.219345,111.281952,0,3.663318,0.000000,4.225036,5.729463,3.993136,11.460060,3.332962,13.656366,5.064000,7.521010,0,1,13.067376,0,3.993696,5.666144,10.350677,7.805673,13.749757,7.769835,7.290822,8.190511,6.954734,8.755064,7.028895,8.213089,8.411901,9.444392,9.067080,9.324949,10.020082,0,-0.00822,0.00229,-0.01971,-0.01281,0.00786,-0.01680,0.01234,0.00184,1.23125,0.09165,3.27759
0.427,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.985138,77.335953,97.519310,111.470253,0,3.665638,0.000000,4.245232,6.137589,3.999951,11.456996,3.334987,13.645275,5.063092,7.511897,0,1,13.107552,0,3.996294,5.665606,10.340936,7.809999,13.733330,7.773228,7.281960,8.193233,6.944548,8.758532,7.022312,8.219088,8.406408,9.448876,9.066038,9.328195,10.017876,0,-0.02001,0.00420,-0.02027,-0.01373,0.00541,-0.01297,0.00899,0.00225,1.24799,0.10627,3.27759
0.428,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.515610,77.812302,97.839539,111.740776,0,3.667908,0.000000,4.265645,6.492802,4.006945,11.453461,3.336918,13.633950,5.063061,7.502582,0,1,13.160067,0,3.998799,5.665071,10.330209,7.811728,13.717940,7.776675,7.272148,8.196228,6.934676,8.761990,7.015800,8.224946,8.400933,9.452720,9.064966,9.331781,10.015290,0,-0.01638,0.00334,-0.02003,-0.01351,0.00932,-0.01238,0.00415,0.00317,1.25958,0.09980,3.27750
0.429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.829910,78.371155,98.190422,112.135666,0,3.670126,0.000000,4.286295,6.767984,4.014208,11.449211,3.338706,13.622273,5.064353,7.492964,0,1,13.231247,0,4.001163,5.664543,10.317992,7.809529,13.704119,7.780205,7.260899,8.199636,6.925281,8.765434,7.009395,8.230595,8.395485,9.455594,9.063848,9.335883,10.012131,0,-0.01798,0.00359,-0.02067,-0.01299,0.00932,-0.01361,0.00357,0.00123,1.27386,0.10420,3.27727
0.430,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.144226,78.930008,98.541306,112.530548,0,3.672218,0.000000,4.306880,7.043167,4.021472,11.444963,3.340494,13.610596,5.065645,7.483346,0,1,13.302428,0,4.003528,5.664014,10.305776,7.807330,13.690298,7.783734,7.249649,8.203044,6.915885,8.768879,7.002990,8.236243,8.390037,9.458469,9.062732,9.339985,10.008972,0,-0.01677,0.00331,-0.02057,-0.01390,0.00649,-0.01265,0.00670,0.00222,1.28820,0.12283,3.27716
0.431,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.458527,79.488861,98.892189,112.925438,0,3.674175,0.000000,4.327394,7.318349,4.028735,11.440713,3.342283,13.598919,5.066937,7.473728,0,1,13.373609,0,4.005893,5.663486,10.293559,7.805131,13.676476,7.787264,7.238400,8.206452,6.906490,8.772324,6.996585,8.241892,8.384588,9.461344,9.061614,9.344088,10.005813,0,-0.01723,0.00180,-0.02168,-0.01393,0.01306,-0.01287,-0.00224,0.00115,1.30980,0.10511,3.27724
0.432,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.753647,80.045609,99.291718,113.326721,0,3.675955,0.000000,4.347498,7.567433,4.036366,11.437132,3.343876,13.587024,5.068576,7.464101,0,1,13.445840,0,4.007967,5.663093,10.281263,7.804060,13.666323,7.789806,7.228004,8.207291,6.895524,8.775923,6.990323,8.248148,8.379389,9.464277,9.060993,9.349531,10.003549,0,-0.01667,0.00308,-0.02110,-0.01318,0.01445,-0.01138,0.00442,0.00049,1.32686,0.11669,3.27728
0.433,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.019714,80.599190,99.764809,113.737671,0,3.677542,0.000000,4.367155,7.777041,4.044555,11.434561,3.345175,13.574798,5.070738,7.454461,0,1,13.519662,0,4.009604,5.662901,10.268847,7.804697,13.661716,7.790855,7.218902,8.204244,6.882181,8.779756,6.984277,8.255321,8.374566,9.467299,9.061123,9.357004,10.002639,0,-0.01770,0.00428,-0.02061,-0.01349,0.00993,-0.01242,0.00475,0.00192,1.33857,0.11911,3.27728
0.434,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.285782,81.152763,100.237907,114.148621,0,3.679023,0.000000,4.386049,7.986650,4.052743,11.431990,3.346474,13.562572,5.072901,7.444821,0,1,13.593484,0,4.011239,5.662711,10.256431,7.805334,13.657109,7.791904,7.209800,8.201197,6.868838,8.783588,6.978231,8.262494,8.369743,9.470320,9.061254,9.364477,10.001729,0,-0.01756,0.00217,-0.02122,-0.01389,0.00797,-0.01222,0.00568,0.00158,1.34625,0.10519,3.27722
0.435,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.551842,81.706345,100.710999,114.559578,0,3.680388,0.000000,4.404111,8.196259,4.060932,11.429419,3.347773,13.550345,5.075063,7.435182,0,1,13.667306,0,4.012875,5.662520,10.244015,7.805970,13.652502,7.792953,7.200698,8.198150,6.855494,8.787421,6.972186,8.269667,8.364921,9.473341,9.061383,9.371951,10.000819,0,-0.01844,0.00356,-0.02034,-0.01403,0.00872,-0.01257,0.00570,0.00202,1.35794,0.11114,3.27707
0.436,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.943802,82.240135,101.215408,114.920631,0,3.681724,0.000000,4.421137,8.410178,4.069052,11.427981,3.349040,13.537853,5.077258,7.425348,0,1,13.741854,0,4.014331,5.662550,10.231359,7.808619,13.644637,7.794686,7.192162,8.197392,6.844015,8.790617,6.965872,8.277088,8.359876,9.477006,9.062252,9.378102,10.001091,0,-0.01795,0.00337,-0.02142,-0.01330,0.00852,-0.01321,0.00387,0.00040,1.36682,0.09983,3.27704
0.437,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.526192,82.744003,101.767174,115.206207,0,3.683027,0.000000,4.437032,8.630617,4.077068,11.428261,3.350259,13.524959,5.079500,7.415220,0,1,13.817500,0,4.015515,5.662916,10.218345,7.814313,13.631843,7.797453,7.184481,8.200094,6.835353,8.792848,6.959155,8.284886,8.354495,9.481647,9.064240,9.382255,10.003149,0,-0.01495,0.00336,-0.02066,-0.01319,0.01019,-0.01259,0.00635,0.00182,1.37672,0.10151,3.27719
0.438,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.108574,83.247871,102.318939,115.491783,0,3.684240,0.000000,4.451747,8.851056,4.085085,11.428539,3.351478,13.512063,5.081743,7.405093,0,1,13.893147,0,4.016698,5.663281,10.205329,7.820006,13.619049,7.800221,7.176799,8.202797,6.826692,8.795077,6.952436,8.292684,8.349114,9.486286,9.066227,9.386407,10.005207,0,-0.00736,0.00337,-0.01981,-0.01282,0.00617,-0.01109,0.00401,0.00336,1.38334,0.11403,3.27713
0.439,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.690964,83.751732,102.870712,115.777359,0,3.685355,0.000000,4.465176,9.071495,4.093102,11.428818,3.352697,13.499167,5.083986,7.394965,0,1,13.968794,0,4.017882,5.663647,10.192314,7.825699,13.606255,7.802989,7.169118,8.205500,6.818030,8.797308,6.945719,8.300482,8.343734,9.490927,9.068214,9.390559,10.007265,0,-0.02216,0.00306,-0.01981,-0.01329,0.00974,-0.01218,0.00565,0.00229,1.40350,0.10123,3.27675
0.440,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.190285,84.287903,103.402710,116.047775,0,3.686298,0.000000,4.477386,9.299487,4.101702,11.426635,3.353870,13.486060,5.086210,7.384648,0,1,14.024658,0,4.018586,5.664066,10.179028,7.828805,13.593205,7.804759,7.160870,8.207670,6.807865,8.799105,6.938314,8.307659,8.338376,9.494637,9.070103,9.393669,10.008486,0,-0.01691,0.00280,-0.02067,-0.01283,0.00241,-0.01291,0.00148,0.00382,1.41315,0.12543,3.27643
0.441,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.563972,84.872940,103.904816,116.295258,0,3.687052,0.000000,4.488266,9.538904,4.111184,11.420727,3.354973,13.472631,5.088407,7.374043,0,1,14.050602,0,4.018564,5.664565,10.165332,7.827998,13.579770,7.805018,7.151763,8.209036,6.795425,8.800244,6.929871,8.313898,8.333052,9.496939,9.071839,9.395202,10.008441,0,-0.01545,0.00379,-0.01942,-0.01303,0.00168,-0.01260,0.00779,0.00225,1.42144,0.11363,3.27620
0.442,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.937660,85.457977,104.406921,116.542747,0,3.687617,0.000000,4.497954,9.778321,4.120667,11.414820,3.356076,13.459202,5.090603,7.363439,0,1,14.076546,0,4.018542,5.665064,10.151636,7.827191,13.566334,7.805277,7.142656,8.210402,6.782986,8.801384,6.921427,8.320138,8.327726,9.499241,9.073577,9.396734,10.008396,0,-0.01650,0.00306,-0.01934,-0.01262,0.00931,-0.01264,0.00324,0.00515,1.42777,0.12318,3.27624
0.443,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.311348,86.043015,104.909027,116.790237,0,3.687975,0.000000,4.506340,10.017738,4.130149,11.408913,3.357178,13.445772,5.092800,7.352835,0,1,14.102489,0,4.018521,5.665564,10.137939,7.826384,13.552898,7.805537,7.133549,8.211767,6.770546,8.802524,6.912983,8.326377,8.322402,9.501543,9.075314,9.398267,10.008351,0,-0.01605,0.00278,-0.01922,-0.01373,0.00775,-0.01219,0.00779,0.00809,1.43551,0.09792,3.27670
0.444,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.582176,86.677017,105.389580,117.037178,0,3.688143,0.000000,4.513634,10.206179,4.140214,11.403827,3.358141,13.432399,5.092639,7.342565,0,1,14.127048,0,4.017987,5.666317,10.124315,7.825105,13.540497,7.805668,7.125317,8.212560,6.758838,8.803144,6.905460,8.331640,8.317397,9.503366,9.077157,9.399323,10.008211,0,-0.01918,0.00302,-0.02035,-0.01397,0.00789,-0.01239,0.00304,-0.00583,1.44146,0.10117,3.27692
0.445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.697426,87.385094,105.837532,117.283279,0,3.688104,0.000000,4.519735,10.317515,4.151162,11.399981,3.358891,13.419110,5.088912,7.332801,0,1,14.149510,0,4.016679,5.667456,10.110799,7.823115,13.529658,7.805606,7.118409,8.212485,6.748237,8.802978,6.899330,8.335427,8.312877,9.504468,9.079162,9.399662,10.007925,0,-0.01759,0.00349,-0.01985,-0.01356,0.00786,-0.01251,0.00669,0.00565,1.44367,0.10447,3.27677
0.446,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.812668,88.093178,106.285484,117.529388,0,3.687852,0.000000,4.524918,10.428852,4.162109,11.396137,3.359640,13.405821,5.085184,7.323037,0,1,14.171973,0,4.015372,5.668594,10.097283,7.821124,13.518820,7.805543,7.111501,8.212410,6.737636,8.802812,6.893200,8.339214,8.308356,9.505569,9.081165,9.400001,10.007639,0,-0.01709,0.00248,-0.02082,-0.01500,0.00738,-0.01152,0.00356,0.00137,1.45323,0.10887,3.27685
0.447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.927917,88.801254,106.733429,117.775497,0,3.687370,0.000000,4.529095,10.540189,4.173057,11.392293,3.360390,13.392532,5.081457,7.313272,0,1,14.194436,0,4.014064,5.669733,10.083767,7.819133,13.507982,7.805481,7.104593,8.212336,6.727034,8.802645,6.887070,8.343001,8.303836,9.506669,9.083170,9.400338,10.007353,0,-0.01860,0.00276,-0.01954,-0.01373,0.00933,-0.01198,0.00509,0.00268,1.46070,0.12948,3.27731
