"Time","67 LDS cle","66 RDS cle","65 L marks","64 R marks","63 sinus 2","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","v3 L COP","32 FLx (cm)","28 HLy (cm)","27 HLx (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.142,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.113480,74.518593,97.710609,74.698700,3.534860,4.202922,-0.749825,4.239837,12.844551,3.979622,15.371590,5.197546,0,3.090072,10.364281,0.000000,13.997283,4.904077,11.121063,8.190269,15.813981,8.179658,11.597312,8.408715,10.025794,9.052183,9.728175,9.291736,11.306222,10.686500,11.283130,10.445286,12.221264,0,-0.01506,0.00379,-0.02106,-0.01279,0.00828,-0.01195,0.00641,0.00327,0.00031,0.11713,3.27766
0.143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.533600,74.969551,97.775078,74.808258,3.535785,4.209304,-0.608524,4.239064,12.844299,3.979599,15.359884,5.197803,0,3.091966,10.353446,0.000000,14.031013,4.904348,11.109669,8.190745,15.800852,8.182677,11.578764,8.410295,10.014725,9.057106,9.725633,9.293968,11.303973,10.688286,11.287248,10.443918,12.225352,0,-0.01962,0.00352,-0.02009,-0.01406,0.00885,-0.01122,0.00505,0.00385,-0.00003,0.10027,3.27744
0.144,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.214226,75.256027,97.780190,74.799690,3.536749,4.215767,-0.468461,4.238722,12.842900,3.979430,15.347609,5.197711,0,3.094027,10.342777,0.000000,14.064435,4.904926,11.098346,8.191192,15.788158,8.187724,11.562489,8.417946,10.005344,9.068538,9.721992,9.297415,11.301331,10.691096,11.290736,10.443188,12.228810,0,-0.01694,0.00297,-0.02088,-0.01316,0.00924,-0.01389,0.00489,0.00164,0.00003,0.09215,3.27759
0.145,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.894859,75.542496,97.785301,74.791122,3.537709,4.222240,-0.328397,4.238379,12.841501,3.979262,15.335334,5.197619,0,3.096088,10.332108,0.000000,14.097857,4.905505,11.087023,8.191638,15.775466,8.192771,11.546212,8.425597,9.995964,9.079969,9.718351,9.300862,11.298688,10.693907,11.294225,10.442456,12.232267,0,-0.01744,0.00093,-0.01964,-0.01324,0.00835,-0.01373,0.00445,0.00314,0.00015,0.10535,3.27774
0.146,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.575485,75.828972,97.790413,74.782555,3.538640,4.228785,-0.188334,4.238038,12.840102,3.979093,15.323058,5.197528,0,3.098149,10.321440,0.000000,14.131281,4.906084,11.075699,8.192084,15.762773,8.197818,11.529937,8.433249,9.986584,9.091401,9.714711,9.304309,11.296044,10.696717,11.297713,10.441726,12.235725,0,-0.01662,0.01959,-0.02085,-0.01318,0.00828,-0.01154,0.00459,0.00443,0.00012,0.09637,3.27782
0.147,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.495514,75.875519,97.796074,74.778458,3.539559,4.235341,-0.048875,4.237722,12.838561,3.978908,15.310773,5.197436,0,3.100219,10.310774,0.000000,14.164676,4.906682,11.064391,8.192517,15.750080,8.202681,11.513972,8.440866,9.977223,9.102696,9.711086,9.307794,11.293464,10.699577,11.301198,10.441002,12.239200,0,-0.01878,-0.00262,-0.01957,-0.01573,0.00846,-0.01182,0.00534,-0.00135,-0.00009,0.08748,3.27789
0.148,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.161163,70.163696,97.814903,74.881599,3.540385,4.241979,0.076064,4.238054,12.833596,3.978334,15.298261,5.197359,0,3.102500,10.300168,0.000000,14.197410,4.907748,11.053450,8.192646,15.737402,8.203101,11.505483,8.447653,9.968349,9.110700,9.707848,9.312171,11.292360,10.703642,11.304598,10.440458,12.243092,0,-0.03191,0.00695,-0.02086,-0.01259,0.00876,-0.01302,0.00532,0.00486,-0.00003,0.07602,3.27789
0.149,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.826813,64.451874,97.833733,74.984741,3.541218,4.248573,0.201002,4.238386,12.828631,3.977760,15.285748,5.197281,0,3.104782,10.289561,0.000000,14.230144,4.908813,11.042507,8.192775,15.724725,8.203523,11.496993,8.454440,9.959475,9.118703,9.704608,9.316548,11.291258,10.707706,11.307999,10.439915,12.246984,0,-0.01779,0.00380,-0.02000,-0.01447,0.00796,-0.01235,0.00417,0.00244,0.00012,0.10523,3.27788
0.150,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.492447,58.740051,97.852562,75.087883,3.542094,4.254849,0.325941,4.238719,12.823667,3.977186,15.273236,5.197203,0,3.107063,10.278955,0.000000,14.262877,4.909878,11.031566,8.192904,15.712047,8.203943,11.488504,8.461227,9.950601,9.126706,9.701369,9.320926,11.290154,10.711771,11.311399,10.439371,12.250875,0,-0.01761,0.00297,-0.01982,-0.01420,0.00847,-0.01392,0.00593,0.00246,0.00000,0.09457,3.27758
0.151,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.042099,53.146481,97.869431,75.194870,3.542993,4.261022,0.449308,4.239067,12.818941,3.976614,15.260718,5.197105,0,3.109354,10.268358,0.000000,14.295589,4.910944,11.020622,8.193014,15.699362,8.204443,11.479944,8.466351,9.951389,9.135034,9.698234,9.325290,11.288900,10.715853,11.314861,10.438954,12.254745,0,-0.01805,0.00380,-0.02045,-0.01354,0.00907,-0.01439,0.00443,0.00228,0.00003,0.09883,3.27729
0.152,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.807953,50.390953,97.839073,75.394257,3.544049,4.266447,0.534948,4.239824,12.819973,3.976085,15.248055,5.196503,0,3.111896,10.257987,0.000000,14.327781,4.912000,11.009657,8.192681,15.686515,8.206834,11.469696,8.431515,10.184093,9.151156,9.697586,9.329331,11.284001,10.720357,11.319784,10.441579,12.258074,0,-0.01770,0.00433,-0.01996,-0.01360,0.00782,-0.01358,0.00473,0.00192,0.00007,0.08502,3.27736
0.153,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.573792,47.635426,97.808708,75.593643,3.545093,4.271764,0.620587,4.240581,12.821005,3.975555,15.235391,5.195901,0,3.114438,10.247616,0.000000,14.359972,4.913056,10.998692,8.192348,15.673667,8.209224,11.459448,8.396679,10.416796,9.167279,9.696939,9.333373,11.279102,10.724860,11.324708,10.444204,12.261404,0,-0.01769,0.00300,-0.01999,-0.01345,0.00752,-0.01317,0.00548,0.00209,0.00000,0.11897,3.27742
0.154,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.339630,44.879894,97.778351,75.793030,3.546057,4.276301,0.706226,4.241337,12.822037,3.975025,15.222728,5.195299,0,3.116979,10.237245,0.000000,14.392162,4.914112,10.987725,8.192015,15.660820,8.211615,11.449199,8.361844,10.649499,9.183401,9.696292,9.337415,11.274203,10.729364,11.329632,10.446829,12.264733,0,-0.01828,0.01383,-0.02071,-0.01258,0.00860,-0.01259,0.00547,0.00378,0.00009,0.10340,3.27696
0.155,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.973984,42.240276,97.742516,75.991241,3.546978,4.280733,0.789982,4.242113,12.822855,3.974473,15.210099,5.194720,0,3.119506,10.226907,0.000000,14.424320,4.915162,10.976757,8.191714,15.647943,8.213901,11.438972,8.328534,10.872204,9.199475,9.695227,9.341476,11.269326,10.733804,11.334504,10.449341,12.268005,0,-0.01820,0.00276,-0.01992,-0.01356,0.00696,-0.01115,0.00343,0.00186,-0.00024,0.08851,3.27652
0.156,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.452377,42.382431,97.575310,76.161118,3.547582,4.284416,0.828537,4.243334,12.818543,3.973393,15.198319,5.194697,0,3.121690,10.217378,0.000000,14.455682,4.916044,10.965730,8.192210,15.634389,8.213681,11.429250,8.331857,10.854978,9.214388,9.684124,9.346010,11.264994,10.736677,11.338143,10.449146,12.269887,0,-0.01753,0.00468,-0.02104,-0.01414,0.00834,-0.01208,0.00819,0.00250,0.00012,0.11085,3.27668
0.157,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.930771,42.524586,97.408104,76.331001,3.548175,4.287969,0.867091,4.244555,12.814232,3.972313,15.186539,5.194674,0,3.123874,10.207849,0.000000,14.487042,4.916926,10.954702,8.192706,15.620834,8.213463,11.419528,8.335179,10.837751,9.229300,9.673021,9.350544,11.260661,10.739551,11.341783,10.448951,12.271769,0,-0.01825,0.00257,-0.02064,-0.01492,0.00811,-0.01260,0.00791,0.00188,0.00019,0.10982,3.27681
0.158,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.409164,42.666740,97.240898,76.500877,3.548681,4.290587,0.905645,4.245777,12.809919,3.971232,15.174759,5.194651,0,3.126058,10.198319,0.000000,14.518404,4.917809,10.943675,8.193203,15.607280,8.213243,11.409805,8.338502,10.820525,9.244212,9.661919,9.355077,11.256329,10.742424,11.345422,10.448756,12.273650,0,-0.01797,0.00435,-0.02031,-0.01410,0.00851,-0.01266,0.00292,0.00379,0.00003,0.10868,3.27643
0.159,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.800537,42.930790,97.071060,76.665802,3.549211,4.293050,0.942334,4.246994,12.805917,3.970163,15.162994,5.194633,0,3.128241,10.188829,0.000000,14.549751,4.918665,10.932624,8.193699,15.593641,8.213272,11.400046,8.341924,10.803729,9.259367,9.651299,9.359571,11.252193,10.745374,11.349277,10.448709,12.275686,0,-0.01802,0.00340,-0.02114,-0.01472,0.00807,-0.01242,0.00577,-0.00295,0.00012,0.08731,3.27608
0.160,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.103500,46.120384,96.838081,76.711845,3.549910,4.294396,0.934253,4.248111,12.809319,3.969352,15.151606,5.194742,0,3.130394,10.180266,0.000000,14.580763,4.918902,10.921021,8.194203,15.577971,8.219231,11.389393,8.347734,10.797248,9.280354,9.652297,9.363112,11.252798,10.750136,11.358338,10.452181,12.281434,0,-0.01776,0.00473,-0.02058,-0.01404,0.00728,-0.01281,0.00593,0.00500,0.00024,0.11721,3.27653
0.161,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.406479,49.309978,96.605095,76.757889,3.550603,4.295601,0.926171,4.249228,12.812722,3.968542,15.140216,5.194851,0,3.132548,10.171703,0.000000,14.611774,4.919138,10.909416,8.194708,15.562302,8.225188,11.378740,8.353546,10.790768,9.301340,9.653296,9.366654,11.253403,10.754900,11.367399,10.455653,12.287181,0,-0.01718,0.00298,-0.02068,-0.01410,0.00860,-0.01302,0.00622,0.00414,0.00019,0.10406,3.27697
0.162,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.709442,52.499573,96.372108,76.803932,3.551252,4.295794,0.918090,4.250346,12.816125,3.967731,15.128827,5.194960,0,3.134701,10.163141,0.000000,14.642786,4.919375,10.897812,8.195212,15.546632,8.231147,11.368087,8.359358,10.784286,9.322327,9.654293,9.370196,11.254007,10.759663,11.376460,10.459126,12.292929,0,-0.01801,0.00367,-0.02034,-0.01427,0.00870,-0.01206,0.00489,0.00232,0.00015,0.08877,3.27666
0.163,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.816620,55.873425,96.141075,76.843369,3.551853,4.295872,0.908619,4.251457,12.819262,3.966911,15.117438,5.195089,0,3.136812,10.154601,0.000000,14.673759,4.919604,10.886211,8.195711,15.530972,8.236854,11.357321,8.368646,10.767461,9.342937,9.655238,9.373716,11.254701,10.764277,11.385401,10.462353,12.298593,0,-0.01817,0.00403,-0.01906,-0.01389,0.00846,-0.01224,0.00568,0.00309,0.00003,0.08487,3.27637
0.164,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.224625,63.669521,95.956909,76.724319,3.552117,4.295128,0.865806,4.252428,12.816008,3.965875,15.106060,5.195702,0,3.137898,10.146614,0.000000,14.703806,4.919635,10.874701,8.196074,15.515564,8.236520,11.343847,8.461375,10.502359,9.354529,9.654916,9.376710,11.257527,10.765311,11.391466,10.459671,12.302264,0,-0.01704,0.00368,-0.02043,-0.01382,0.00853,-0.01276,0.00460,0.00234,0.00024,0.10940,3.27637
0.165,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.632622,71.465614,95.772743,76.605270,3.552326,4.294299,0.822992,4.253398,12.812754,3.964839,15.094681,5.196315,0,3.138984,10.138628,0.000000,14.733852,4.919666,10.863192,8.196438,15.500155,8.236186,11.330374,8.554104,10.237258,9.366122,9.654593,9.379704,11.260354,10.766346,11.397531,10.456989,12.305936,0,-0.01762,0.00398,-0.02079,-0.01293,0.00851,-0.01281,0.00519,0.00298,-0.00003,0.10566,3.27638
0.166,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.040627,79.261711,95.588577,76.486221,3.552149,4.292854,0.780179,4.254369,12.809499,3.963804,15.083302,5.196929,0,3.140069,10.130641,0.000000,14.763899,4.919697,10.851682,8.196800,15.484747,8.235852,11.316901,8.646833,9.972157,9.377714,9.654271,9.382697,11.263181,10.767381,11.403596,10.454308,12.309608,0,-0.01716,0.00419,-0.01994,-0.01266,0.00845,-0.01310,0.00357,0.00284,-0.00003,0.08481,3.27676
0.167,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.738914,86.761955,95.409775,76.366699,3.551925,4.291355,0.737086,4.255322,12.806497,3.962778,15.071929,5.197579,0,3.141091,10.122677,0.000000,14.793962,4.919731,10.840168,8.197176,15.469400,8.235607,11.303575,8.736244,9.717470,9.389280,9.654204,9.385722,11.266109,10.768541,11.409685,10.451714,12.313359,0,-0.01748,0.00312,-0.02047,-0.01410,0.00824,-0.01346,0.00638,0.00294,0.00031,0.08445,3.27714
0.168,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.404198,87.161705,95.359688,76.235855,3.551362,4.289472,0.687286,4.255831,12.809542,3.961988,15.060683,5.199139,0,3.140560,10.115252,0.000000,14.824396,4.919849,10.828548,8.197838,15.455543,8.237501,11.293766,8.746010,9.712760,9.400219,9.660270,9.389484,11.271508,10.772730,11.416372,10.451224,12.319028,0,-0.01734,0.00430,-0.02028,-0.01325,0.00833,-0.01323,0.00445,0.00236,0.00020,0.10683,3.27752
0.169,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.069473,87.561462,95.309601,76.105003,3.550777,4.287579,0.637486,4.256340,12.812587,3.961198,15.049438,5.200699,0,3.140030,10.107826,0.000000,14.854831,4.919968,10.816930,8.198500,15.441685,8.239394,11.283958,8.755775,9.708049,9.411158,9.666334,9.393248,11.276906,10.776919,11.423059,10.450734,12.324697,0,-0.01705,0.00251,-0.02056,-0.01343,0.00877,-0.01314,0.00383,0.00227,0.00020,0.10672,3.27788
0.170,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.734756,87.961212,95.259514,75.974159,3.550034,4.285616,0.587687,4.256849,12.815632,3.960408,15.038192,5.202259,0,3.139499,10.100401,0.000000,14.885265,4.920086,10.805310,8.199162,15.427828,8.241288,11.274150,8.765541,9.703338,9.422097,9.672400,9.397010,11.282304,10.781108,11.429747,10.450245,12.330365,0,-0.01709,0.00290,-0.02055,-0.01422,0.00913,-0.01321,0.00567,0.00154,0.00020,0.10651,3.27734
0.171,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.385040,88.375038,95.207573,75.842224,3.549299,4.283680,0.538162,4.257356,12.818538,3.959618,15.026922,5.203834,0,3.138980,10.093014,0.000000,14.915692,4.920194,10.793694,8.199780,15.413950,8.243176,11.264295,8.774963,9.698714,9.432773,9.678417,9.400666,11.287803,10.785233,11.436582,10.449685,12.336098,0,-0.01796,0.00390,-0.02041,-0.01290,0.00846,-0.01306,0.00502,0.00245,0.00015,0.07528,3.27682
0.172,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.675598,89.126541,95.111298,75.684013,3.548619,4.281940,0.495224,4.257798,12.818098,3.958817,15.015080,5.205778,0,3.138742,10.086547,0.000000,14.945950,4.920034,10.782147,8.199362,15.399592,8.244919,11.253312,8.776154,9.696189,9.437125,9.683309,9.401772,11.295713,10.787837,11.446941,10.447438,12.343369,0,-0.01811,0.00363,-0.02045,-0.01381,0.00888,-0.01252,0.00518,0.00323,0.00015,0.11424,3.27659
0.173,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.966156,89.878036,95.015022,75.525810,3.547976,4.280220,0.452286,4.258240,12.817658,3.958017,15.003238,5.207722,0,3.138504,10.080080,0.000000,14.976207,4.919874,10.770601,8.198942,15.385235,8.246663,11.242329,8.777343,9.693663,9.441479,9.688200,9.402876,11.303624,10.790440,11.457302,10.445192,12.350640,0,-0.01668,0.00352,-0.02091,-0.01310,0.00802,-0.01310,0.00547,0.00366,0.00031,0.10687,3.27640
0.174,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.256714,90.629539,94.918739,75.367599,3.547592,4.278632,0.409348,4.258683,12.817219,3.957216,14.991395,5.209667,0,3.138266,10.073614,0.000000,15.006464,4.919714,10.759054,8.198523,15.370877,8.248406,11.231345,8.778533,9.691137,9.445832,9.693090,9.403981,11.311536,10.793043,11.467663,10.442945,12.357912,0,-0.01817,0.00369,-0.01970,-0.01329,0.00917,-0.01249,0.00537,0.00294,0.00003,0.10733,3.27731
0.175,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.547844,91.384331,94.819519,75.210182,3.547257,4.277050,0.366915,4.259110,12.816914,3.956423,14.979574,5.211701,0,3.138060,10.067235,0.000000,15.036707,4.919558,10.747540,8.198105,15.356557,8.250006,11.220426,8.779736,9.688659,9.449892,9.698223,9.404943,11.319486,10.795519,11.477885,10.440737,12.365155,0,-0.01749,0.00347,-0.01999,-0.01369,0.00845,-0.01180,0.00490,0.00075,0.00036,0.09414,3.27818
0.176,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.852524,92.218285,94.649506,75.071701,3.547271,4.275510,0.336586,4.259200,12.819856,3.955818,14.968263,5.215900,0,3.138617,10.062956,0.000000,15.066606,4.919476,10.736818,8.197712,15.343134,8.248140,11.211032,8.781228,9.687314,9.446918,9.709132,9.402493,11.328386,10.794948,11.484794,10.439417,12.371714,0,-0.01808,0.00405,-0.01986,-0.01264,0.00885,-0.01233,0.00521,0.00353,0.00000,0.10722,3.27765
0.177,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.157204,93.052238,94.479500,74.933212,3.547276,4.274003,0.306257,4.259288,12.822798,3.955213,14.956952,5.220099,0,3.139174,10.058678,0.000000,15.096504,4.919394,10.726095,8.197320,15.329712,8.246274,11.201639,8.782721,9.685970,9.443945,9.720042,9.400043,11.337286,10.794376,11.491702,10.438097,12.378272,0,-0.01815,0.00447,-0.02005,-0.01410,0.00799,-0.01198,-0.00589,0.00214,0.00012,0.11701,3.27712
0.178,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.461884,93.886192,94.309494,74.794731,3.547221,4.272732,0.275929,4.259377,12.825740,3.954608,14.945642,5.224299,0,3.139732,10.054399,0.000000,15.126403,4.919311,10.715373,8.196928,15.316289,8.244409,11.192245,8.784213,9.684627,9.440971,9.730951,9.397593,11.346187,10.793804,11.498611,10.436777,12.384830,0,-0.01650,0.00348,-0.02090,-0.01372,0.00880,-0.01195,0.00857,0.00342,0.00003,0.10738,3.27682
0.179,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.782204,94.711693,94.148727,74.661423,3.547106,4.271515,0.245843,4.259478,12.828683,3.953998,14.934360,5.228547,0,3.140254,10.050252,0.000000,15.156277,4.919214,10.704645,8.196508,15.302768,8.242501,11.182837,8.785789,9.683229,9.438247,9.741706,9.395188,11.355012,10.793101,11.505524,10.435441,12.391410,0,-0.01822,0.00197,-0.02122,-0.01358,0.00821,-0.01259,-0.00479,0.00626,0.00019,0.08942,3.27653
0.180,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.477821,95.334373,94.209839,74.652351,3.546564,4.270697,0.221602,4.259866,12.831649,3.953281,14.923786,5.233965,0,3.139938,10.049243,0.000000,15.185552,4.918771,10.693809,8.195427,15.286891,8.239582,11.173091,8.789360,9.680570,9.441507,9.748740,9.393890,11.362056,10.789242,11.512535,10.433708,12.398490,0,-0.01743,0.00767,-0.02154,-0.01309,0.00914,-0.01190,0.01650,-0.01396,0.00015,0.10179,3.27676
0.181,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.173431,95.957054,94.270950,74.643280,3.546027,4.269883,0.197360,4.260253,12.834615,3.952564,14.913212,5.239384,0,3.139622,10.048234,0.000000,15.214827,4.918329,10.682972,8.194346,15.271015,8.236663,11.163343,8.792931,9.677910,9.444769,9.755774,9.392593,11.369100,10.785383,11.519547,10.431975,12.405570,0,-0.01845,0.00228,-0.02179,-0.01148,0.00865,-0.01238,0.00726,0.00966,-0.00012,0.11530,3.27699
0.182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.869049,96.579735,94.332062,74.634209,3.545531,4.269104,0.173118,4.260641,12.837581,3.951847,14.902637,5.244802,0,3.139306,10.047225,0.000000,15.244102,4.917886,10.672135,8.193265,15.255138,8.233744,11.153597,8.796502,9.675250,9.448030,9.762809,9.391296,11.376143,10.781524,11.526557,10.430243,12.412651,0,-0.01957,0.00336,-0.02014,-0.01196,0.00756,-0.01274,0.00995,-0.00065,0.00009,0.10637,3.27745
0.183,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.610054,97.152023,94.389320,74.619759,3.545113,4.268277,0.148743,4.261016,12.840693,3.951156,14.892069,5.250289,0,3.139027,10.046429,0.000000,15.273331,4.917437,10.661273,8.192185,15.239241,8.230852,11.143803,8.800069,9.672817,9.451283,9.769857,9.390042,11.383130,10.777855,11.533691,10.428520,12.419725,0,-0.01792,-0.00142,-0.02018,-0.01148,0.00809,-0.01167,-0.00573,0.00113,-0.00009,0.07129,3.27786
0.184,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.440544,96.514748,94.354172,74.476334,3.545251,4.267099,0.121179,4.261075,12.847326,3.951100,14.881625,5.257411,0,3.139625,10.050734,0.000000,15.301474,4.916838,10.649799,8.191140,15.222839,8.228605,11.132878,8.803544,9.675822,9.454365,9.777237,9.389830,11.388735,10.778758,11.543769,10.427066,12.426672,0,-0.01751,0.00873,-0.01934,-0.01647,0.00763,-0.01399,0.00824,0.00410,0.00003,0.09669,3.27687
0.185,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.271034,95.877472,94.319031,74.332901,3.329105,4.265897,0.093614,4.261135,12.853959,3.951043,14.871181,5.264533,0,3.140223,10.055038,0.000000,15.329616,4.916239,10.638326,8.190096,15.206438,8.226358,11.121953,8.807019,9.678828,9.457446,9.784616,9.389618,11.394340,10.779661,11.553847,10.425611,12.433619,0,-0.01939,-0.00011,-0.02257,-0.01241,0.00856,-0.01376,0.00355,0.00369,0.00009,0.10282,3.27594
0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.101524,95.240196,94.283890,74.189476,1.556419,4.264513,0.066050,4.261195,12.860591,3.950987,14.860737,5.271655,0,3.140821,10.059343,0.000000,15.357759,4.915640,10.626852,8.189051,15.190037,8.224112,11.111029,8.810495,9.681833,9.460527,9.791996,9.389405,11.399943,10.780565,11.563926,10.424156,12.440565,0,-0.01694,0.00878,-0.02199,-0.01390,0.00846,-0.01299,0.02226,0.00741,0.00015,0.10312,3.27685
0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.081520,94.437630,94.233246,74.031151,0.000000,4.263139,0.038468,4.261253,12.867037,3.950917,14.850306,5.278800,0,3.141427,10.063856,0.000000,15.385928,4.915049,10.615381,8.188042,15.173691,8.221804,11.100126,8.813251,9.685553,9.463726,9.799253,9.389112,11.405745,10.781351,11.573863,10.422587,12.447453,0,-0.01207,-0.00700,-0.01885,-0.01382,0.00755,-0.01082,0.04311,-0.00978,0.00019,0.07155,3.27773
0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.649590,89.668060,93.810516,73.515434,0.000000,4.261829,0.010473,4.261271,12.868981,3.950537,14.840180,5.286499,0,3.142193,10.073380,0.000000,15.414752,4.914647,10.603988,8.187886,15.158659,8.218035,11.089758,8.798764,9.706407,9.469734,9.803538,9.386904,11.416247,10.779336,11.580420,10.418266,12.452970,0,-0.03614,0.00152,-0.02303,-0.01393,0.01013,-0.01246,-0.00154,0.00850,0.00000,0.10605,3.27743
