"Time","67 LDS cle","65 L mark","64 R mark","63 sinus","62 Ramp down","61 Ramp up","60 right DS","59 left DS","58 lHL swoff","57 lHL swon","56 rHL swoff","55 rHL swon","54 lFL swoff","53 lFL swon","52 rFL swoff","51 rFL swon","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37a CoMy (cm)","v3 L COP","v2 R COP","37 CoMy (cm)","v1 xCoM","36 CoMx (cm)","35 FRy (cm)","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","31 Keyboard","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.518,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.335129,31.447157,84.587486,57.922394,2.153009,4.724013,0.000000,4.225071,4.317050,9.712187,3.313995,12.001866,5.869981,0,10.018806,4.629980,0,3.347731,8.773321,4.818115,6.155501,9.698567,6.508607,8.796429,6.565065,8.217179,6.805440,7.583265,7.024539,8.890592,8.173724,8.562257,7.990053,9.254155,0,-0.01729,0.00425,-0.01918,-0.01685,0.00818,-0.01337,0.01021,0.00292,1.41465,0.10985,3.27740
0.519,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.974533,32.112392,85.068619,57.321526,2.414164,4.722867,0.000000,4.227366,4.330480,9.714579,3.313374,11.988735,5.857888,0,10.009412,4.627951,0,3.355657,8.783699,4.817865,6.152947,9.695102,6.504577,8.812775,6.558227,8.228352,6.793475,7.596791,7.030338,8.903332,8.178977,8.570848,7.989662,9.259891,0,-0.01873,0.00328,-0.01957,-0.01342,0.00790,-0.01189,0.00068,0.00174,1.40523,0.10169,3.27686
0.520,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.613922,32.777626,85.549759,56.720661,2.675320,4.721746,0.000000,4.229661,4.344130,9.716970,3.312753,11.975604,5.845794,0,10.000018,4.625923,0,3.363582,8.794078,4.817614,6.150394,9.691636,6.500547,8.829121,6.551389,8.239524,6.781509,7.610317,7.036138,8.916072,8.184231,8.579438,7.989272,9.265626,0,-0.01768,0.00348,-0.01916,-0.01327,0.00869,-0.01301,0.00359,0.00268,1.38822,0.11832,3.27648
0.521,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.314102,33.564400,85.976509,56.192371,2.933759,4.720719,0.000000,4.232275,4.357920,9.718864,3.312226,11.962574,5.833718,0,9.990930,4.623999,0,3.371885,8.803263,4.817381,6.147797,9.689173,6.494667,8.846793,6.541492,8.254780,6.769166,7.625682,7.041325,8.928629,8.188721,8.586622,7.989125,9.271765,0,-0.01750,0.00332,-0.02046,-0.01055,0.00844,-0.01321,0.00491,0.00240,1.37657,0.09614,3.27640
0.522,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.145844,34.614243,86.285553,55.821182,3.186322,4.719836,0.000000,4.235579,4.371925,9.719682,3.311903,11.949763,5.821680,0,9.982503,4.622300,0,3.381006,8.809862,4.817186,6.145106,9.688878,6.484783,8.867337,6.524973,8.278874,6.756001,7.645028,7.045187,8.940793,8.191557,8.590764,7.989505,9.278776,0,-0.01782,0.00227,-0.02114,-0.01281,0.00873,-0.01364,0.02744,0.00155,1.36808,0.08686,3.27701
0.523,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.977585,35.664089,86.594597,55.449989,3.438884,4.718906,0.000000,4.238883,4.386016,9.720500,3.311580,11.936953,5.809641,0,9.974077,4.620602,0,3.390126,8.816462,4.816991,6.142415,9.688583,6.474900,8.887881,6.508455,8.302970,6.742836,7.664373,7.049048,8.952956,8.194394,8.594906,7.989885,9.285788,0,-0.01329,0.00385,-0.02051,-0.01297,0.00800,-0.01215,-0.00140,0.00281,1.35700,0.10598,3.27734
0.524,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.809326,36.713932,86.903641,55.078796,3.691446,4.717906,0.000000,4.242187,4.400239,9.721317,3.311257,11.924141,5.797602,0,9.965651,4.618903,0,3.399247,8.823061,4.816796,6.139724,9.688289,6.465016,8.908424,6.491937,8.327065,6.729672,7.683718,7.052909,8.965119,8.197230,8.599048,7.990264,9.292798,0,-0.02030,0.00389,-0.01967,-0.01391,0.00741,-0.01134,0.00679,0.00190,1.34760,0.10555,3.27704
0.525,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.764694,37.715298,87.223190,54.805965,3.934185,4.716713,0.000000,4.245901,4.414468,9.720951,3.311158,11.911092,5.785580,0,9.957393,4.616979,0,3.408124,8.828146,4.816418,6.136743,9.688677,6.450067,8.925980,6.476827,8.343082,6.718582,7.700736,7.055573,8.975473,8.199119,8.602987,7.990017,9.298753,0,-0.01536,0.00273,-0.02050,-0.01359,0.00837,-0.01241,-0.00195,0.00290,1.33543,0.08832,3.27682
0.526,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.987610,38.611721,87.565483,54.746048,4.155658,4.715227,0.000000,4.250503,4.428710,9.718022,3.311545,11.897527,5.773593,0,9.949497,4.614567,0,3.416476,8.829955,4.815646,6.133134,9.690540,6.424155,8.937063,6.464766,8.341615,6.711982,7.712713,7.055645,8.981912,8.198952,8.606493,7.988413,9.302419,0,-0.02004,0.00364,-0.01997,-0.01316,0.00963,-0.01221,0.01435,0.00166,1.32343,0.11282,3.27682
0.527,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.210541,39.508148,87.907776,54.686127,4.377131,4.713662,0.000000,4.255105,4.442840,9.715093,3.311931,11.883961,5.761607,0,9.941603,4.612154,0,3.424827,8.831764,4.814873,6.129526,9.692404,6.398243,8.948147,6.452704,8.340148,6.705382,7.724691,7.055717,8.988349,8.198785,8.609998,7.986809,9.306085,0,-0.01753,0.00366,-0.01969,-0.01079,0.00886,-0.01287,0.00394,0.00287,1.30866,0.11985,3.27687
0.528,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.433472,40.404572,88.250069,54.626209,4.598605,4.711978,0.000000,4.259707,4.456800,9.712163,3.312317,11.870396,5.749620,0,9.933707,4.609742,0,3.433178,8.833573,4.814101,6.125917,9.694267,6.372331,8.959230,6.440643,8.338680,6.698781,7.736669,7.055789,8.994787,8.198618,8.613503,7.985204,9.309752,0,-0.01841,0.00301,-0.02079,-0.01461,0.00820,-0.01239,0.00421,0.00128,1.29149,0.10319,3.27702
0.529,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.348022,41.218655,88.614159,54.666553,4.803039,4.710357,0.000000,4.264606,4.470507,9.709408,3.312470,11.856751,5.737582,0,9.926557,4.607388,0,3.440933,8.834418,4.813305,6.123137,9.695798,6.347471,8.969323,6.426301,8.343558,6.690935,7.746746,7.054064,8.998520,8.197686,8.616065,7.982978,9.312833,0,-0.01346,0.00366,-0.01930,-0.01293,0.00853,-0.01185,0.00582,0.00313,1.27390,0.09431,3.27708
0.530,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.595047,41.854500,89.025444,54.923931,4.970590,4.708831,0.000000,4.270148,4.483829,9.707028,3.312119,11.842938,5.725431,0,9.921018,4.605160,0,3.447399,8.833174,4.812460,6.122150,9.696606,6.324888,8.977272,6.407022,8.362171,6.680387,7.752708,7.048448,8.996396,8.195099,8.616586,7.979406,9.314651,0,-0.01865,0.00504,-0.02058,-0.01277,0.00892,-0.01251,0.00621,0.00135,1.25981,0.10218,3.27693
0.531,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.842087,42.490349,89.436729,55.181305,5.138142,4.707298,0.000000,4.275689,4.496708,9.704649,3.311767,11.829124,5.713281,0,9.915478,4.602932,0,3.453865,8.831929,4.811616,6.121163,9.697413,6.302305,8.985221,6.387744,8.380784,6.669841,7.758670,7.042832,8.994273,8.192512,8.617106,7.975834,9.316468,0,-0.01633,0.00054,-0.02007,-0.01361,0.00798,-0.01336,0.00227,0.00305,1.24758,0.09088,3.27685
0.532,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,161.089111,43.126194,89.848015,55.438683,5.305693,4.705753,0.000000,4.281230,4.508914,9.702270,3.311415,11.815311,5.701130,0,9.909938,4.600704,0,3.460330,8.830685,4.810771,6.120176,9.698221,6.279722,8.993171,6.368465,8.399397,6.659294,7.764632,7.037217,8.992150,8.189925,8.617627,7.972263,9.318285,0,-0.02019,0.00442,-0.02003,-0.01349,0.01008,-0.01256,0.00626,0.00323,1.23114,0.08093,3.27692
0.533,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.311813,43.683685,90.221214,55.740250,5.450367,4.704103,0.000000,4.286827,4.520506,9.700444,3.310899,11.801373,5.688954,0,9.905027,4.598448,0,3.465766,8.828178,4.809730,6.119995,9.697373,6.262747,8.997047,6.351043,8.406384,6.649589,7.766200,7.030744,8.988513,8.186020,8.618282,7.967648,9.320195,0,-0.01749,0.00362,-0.02043,-0.01574,0.00873,-0.01342,0.00439,0.00190,1.21686,0.11257,3.27702
0.534,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.481857,44.071568,90.511963,56.137466,5.545523,4.702293,0.000000,4.292543,4.531165,9.699819,3.310030,11.787162,5.676726,0,9.901480,4.596131,0,3.468974,8.822942,4.808262,6.121555,9.692941,6.257910,8.992110,6.337636,8.388209,6.641706,7.758255,7.022414,8.981598,8.179264,8.619229,7.960776,9.322306,0,-0.01366,0.00299,-0.02057,-0.00941,0.00821,-0.01262,0.00165,0.00200,1.20167,0.10739,3.27718
0.535,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.651901,44.459450,90.802719,56.534687,5.640680,4.700423,0.000000,4.298260,4.541188,9.699193,3.309160,11.772951,5.664498,0,9.897932,4.593814,0,3.472181,8.817705,4.806796,6.123115,9.688508,6.253074,8.987174,6.324230,8.370034,6.633822,7.750309,7.014084,8.974683,8.172508,8.620176,7.953905,9.324416,0,-0.01831,0.00275,-0.02039,-0.01754,0.00883,-0.01287,0.00293,0.00225,1.17241,0.08919,3.27728
0.536,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.821930,44.847332,91.093475,56.931908,5.735836,4.698461,0.000000,4.303976,4.550242,9.698568,3.308291,11.758739,5.652270,0,9.894384,4.591497,0,3.475389,8.812469,4.805328,6.124675,9.684074,6.248238,8.982237,6.310823,8.351859,6.625938,7.742365,7.005754,8.967769,8.165752,8.621123,7.947033,9.326526,0,-0.02202,0.00568,-0.02063,-0.01683,0.01083,-0.01312,0.01064,0.00471,1.15497,0.09135,3.27728
0.537,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.144257,45.207069,91.351448,57.290283,5.802766,4.696514,0.000000,4.309856,4.558662,9.698580,3.308057,11.744592,5.640129,0,9.892591,4.589149,0,3.478021,8.806317,4.803908,6.127317,9.680521,6.242801,8.975864,6.301024,8.335639,6.620948,7.734080,6.997952,8.960423,8.159811,8.622993,7.940056,9.329683,0,-0.01501,-0.00556,-0.02626,-0.01520,0.00823,-0.00729,0.00937,0.00170,1.14112,0.12230,3.27728
0.538,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.796219,45.505882,91.538452,57.564579,5.808600,4.694589,0.000000,4.316091,4.566115,9.699971,3.309201,11.730580,5.628175,0,9.894596,4.586737,0,3.479408,8.798183,4.802589,6.132301,9.678870,6.236066,8.966386,6.299034,8.323652,6.622219,7.725062,6.991290,8.952148,8.155631,8.626858,7.932853,9.335109,0,-0.00610,0.01055,-0.02728,-0.01213,0.01068,-0.01310,0.00576,0.00847,1.12135,0.10766,3.27728
0.539,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.448181,45.804691,91.725456,57.838875,5.814434,4.692707,0.000000,4.322326,4.572858,9.701363,3.310345,11.716569,5.616221,0,9.896601,4.584325,0,3.480794,8.790050,4.801270,6.137285,9.677218,6.229331,8.956906,6.297043,8.311665,6.623490,7.716043,6.984629,8.943873,8.151451,8.630723,7.925649,9.340533,0,-0.02287,-0.00142,-0.00806,-0.01430,0.00637,-0.02748,-0.00052,-0.00067,1.10380,0.07657,3.27728
0.540,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.100143,46.103504,91.912460,58.113171,5.820268,4.690892,0.000000,4.328561,4.578519,9.702754,3.311489,11.702558,5.604268,0,9.898604,4.581913,0,3.482181,8.781917,4.799950,6.142269,9.675568,6.222595,8.947428,6.295053,8.299678,6.624762,7.707025,6.977968,8.935598,8.147271,8.634589,7.918445,9.345958,0,-0.01272,0.00417,-0.03154,-0.01345,0.00800,0.00307,0.01075,0.00209,1.08860,0.08514,3.27728
0.541,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,155.608063,46.477894,92.051613,58.438610,5.796252,4.689127,0.000000,4.334815,4.583383,9.702098,3.312581,11.688656,5.592407,0,9.903087,4.579626,0,3.482958,8.772885,4.798640,6.147294,9.675202,6.215342,8.931980,6.291210,8.285405,6.625491,7.697177,6.971714,8.928080,8.143474,8.638060,7.911662,9.349686,0,-0.02050,-0.00249,-0.01586,-0.01460,0.00757,-0.01714,-0.00373,0.00694,1.06935,0.10603,3.27728
0.542,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.804169,47.015873,92.087173,58.874760,5.707624,4.687440,0.000000,4.341107,4.587031,9.697010,3.313559,11.674992,5.580749,0,9.912930,4.577612,0,3.482416,8.761911,4.797348,6.152406,9.677618,6.206968,8.903614,6.283360,8.266188,6.625047,7.685533,6.966339,8.922197,8.140502,8.640676,7.905787,9.349740,0,-0.01376,0.00222,-0.02458,-0.01475,0.00977,-0.01257,-0.00367,0.00598,1.03267,0.09611,3.27728
0.543,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.000275,47.553848,92.122734,59.310905,5.618998,4.685778,0.000000,4.347400,4.589834,9.691922,3.314536,11.661326,5.569090,0,9.922772,4.575597,0,3.481875,8.750937,4.796056,6.157519,9.680035,6.198594,8.875247,6.275510,8.246970,6.624603,7.673888,6.960965,8.916314,8.137531,8.643294,7.899912,9.349795,0,-0.01945,0.00617,-0.02517,-0.01366,0.00853,-0.01320,0.00428,-0.00041,1.01476,0.09608,3.27726
0.544,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.196396,48.091827,92.158295,59.747055,5.530370,4.684154,0.000000,4.353692,4.591349,9.686833,3.315514,11.647662,5.557432,0,9.932615,4.573583,0,3.481333,8.739964,4.794765,6.162632,9.682451,6.190219,8.846881,6.267660,8.227753,6.624159,7.662244,6.955591,8.910432,8.134561,8.645911,7.894038,9.349850,0,-0.01524,-0.00103,-0.01295,-0.01022,0.00800,-0.01615,-0.00399,0.00495,0.99282,0.11774,3.27718
0.545,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.539246,48.490856,92.182678,60.322422,5.415369,4.682531,0.000000,4.359730,4.591990,9.685265,3.315683,11.634081,5.545917,0,9.945080,4.571536,0,3.480525,8.728428,4.793551,6.169492,9.686990,6.184023,8.824037,6.262552,8.209548,6.626263,7.652751,6.950229,8.904816,8.131475,8.649284,7.890164,9.351038,0,-0.02048,0.00654,-0.02708,-0.01366,0.01165,-0.00895,-0.00513,-0.00126,0.97433,0.10288,3.27711
0.546,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.199753,48.589115,92.182877,61.199131,5.243278,4.680909,0.000000,4.365217,4.591298,9.691312,3.314102,11.620683,5.534715,0,9.963218,4.569417,0,3.479141,8.715674,4.792509,6.180133,9.696122,6.182539,8.813146,6.263382,8.193536,6.633880,7.647915,6.944893,8.899777,8.128142,8.654293,7.890619,9.354680,0,-0.02192,0.00408,-0.01651,-0.01487,0.00758,-0.01448,0.00422,0.00274,0.95226,0.07814,3.27703
0.547,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.860245,48.687374,92.183075,62.075844,5.071187,4.679317,0.000000,4.370704,4.589732,9.697359,3.312521,11.607284,5.523513,0,9.981356,4.567299,0,3.477757,8.702921,4.791465,6.190775,9.705256,6.181056,8.802255,6.264213,8.177523,6.641497,7.643080,6.939558,8.894738,8.124810,8.659302,7.891074,9.358323,0,-0.01434,0.00341,-0.02064,-0.01332,0.00790,-0.01151,0.00427,0.00118,0.93768,0.08733,3.27698
0.548,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.520752,48.785633,92.183273,62.952553,4.899096,4.677772,0.000000,4.376192,4.586832,9.703407,3.310940,11.593885,5.512311,0,9.999494,4.565181,0,3.476372,8.690167,4.790422,6.201416,9.714388,6.179573,8.791364,6.265043,8.161510,6.649114,7.638244,6.934222,8.889700,8.121477,8.664310,7.891529,9.361965,0,-0.01996,0.00465,-0.02228,-0.01536,0.00911,-0.00956,0.00508,0.00300,0.91595,0.11030,3.27698
0.549,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.243896,48.856186,92.199005,63.872738,4.704954,4.676291,0.000000,4.381323,4.583088,9.708647,3.308834,11.580714,5.501332,0,10.020639,4.563155,0,3.475287,8.676991,4.789472,6.210605,9.726789,6.177636,8.782337,6.265944,8.147603,6.655074,7.631774,6.928801,8.883533,8.117855,8.667902,7.893313,9.363467,0,-0.01838,-0.00016,-0.01606,-0.01340,0.01071,-0.01406,0.00647,0.01526,0.87471,0.10082,3.27691
0.550,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.102676,48.866756,92.248344,64.887032,4.463080,4.674912,0.000000,4.385683,4.578057,9.712137,3.305592,11.568036,5.490838,0,10.048298,4.561329,0,3.474850,8.662895,4.788720,6.216650,9.746262,6.174719,8.777345,6.266999,8.138253,6.657444,7.621767,6.923194,8.874927,8.113607,8.668424,7.897975,9.360336,0,-0.01769,0.00746,-0.02550,-0.01304,0.00837,-0.01266,0.00251,0.00319,0.84929,0.08796,3.27668
0.551,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.961441,48.877327,92.297684,65.901321,4.221207,4.673599,0.000000,4.390043,4.572314,9.715628,3.302349,11.555359,5.480343,0,10.075955,4.559503,0,3.474412,8.648801,4.787968,6.222693,9.765736,6.171801,8.772352,6.268053,8.128903,6.659816,7.611760,6.917588,8.866320,8.109359,8.668945,7.902638,9.357205,0,-0.01608,0.00414,-0.01959,-0.01366,0.01014,-0.01155,-0.02153,-0.00069,0.83179,0.12460,3.27661
0.552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.820221,48.887897,92.347023,66.915611,3.979334,4.672387,0.000000,4.394403,4.565487,9.719118,3.299107,11.542681,5.469849,0,10.103614,4.557677,0,3.473975,8.634706,4.787216,6.228738,9.785210,6.168883,8.767361,6.269107,8.119554,6.662187,7.601752,6.911981,8.857712,8.105111,8.669468,7.907300,9.354074,0,-0.01763,0.00188,-0.01240,-0.01414,0.00825,-0.01200,-0.00651,0.00364,0.81141,0.10439,3.27692
0.553,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.654572,49.002144,92.383644,67.826920,3.722307,4.671229,0.000000,4.398457,4.558086,9.722321,3.295529,11.529833,5.459557,0,10.134435,4.555896,0,3.473469,8.620451,4.786579,6.233802,9.813380,6.164494,8.757740,6.267589,8.109894,6.664763,7.591580,6.906689,8.849385,8.100965,8.669922,7.911674,9.352107,0,-0.01290,0.00339,-0.02183,-0.01227,0.00862,-0.01114,0.00468,0.00124,0.78521,0.09737,3.27727
0.554,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.436066,49.340813,92.392708,68.515289,3.432479,4.670153,0.000000,4.401848,4.549809,9.724898,3.291226,11.516618,5.449701,0,10.172100,4.554214,0,3.472813,8.605852,4.786193,6.236743,9.860375,6.156918,8.738100,6.260501,8.099562,6.667783,7.581052,6.902076,8.841665,8.097042,8.670229,7.915421,9.352658,0,-0.02153,0.00255,-0.02124,-0.01393,0.00838,-0.01190,0.00423,0.00268,0.76402,0.10287,3.27773
0.555,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.217560,49.679478,92.401779,69.203667,3.142652,4.669108,0.000000,4.405240,4.540985,9.727477,3.286922,11.503403,5.439846,0,10.209766,4.552532,0,3.472157,8.591252,4.785807,6.239686,9.907371,6.149342,8.718461,6.253414,8.089231,6.670804,7.570525,6.897463,8.833945,8.093118,8.670537,7.919169,9.353209,0,-0.01919,0.00291,-0.02165,-0.01347,0.00909,-0.01378,0.00768,0.00218,0.72208,0.09962,3.27795
0.556,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.999069,50.018147,92.410851,69.892036,2.852824,4.668109,0.000000,4.408631,4.531325,9.730055,3.282619,11.490187,5.429991,0,10.247433,4.550849,0,3.471501,8.576653,4.785421,6.242627,9.954367,6.141766,8.698822,6.246326,8.078898,6.673824,7.559997,6.892850,8.826225,8.089194,8.670844,7.922918,9.353761,0,-0.01636,0.00298,-0.01912,-0.01522,0.00872,-0.00666,-0.00001,0.00253,0.69796,0.08165,3.27765
0.557,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.795151,50.352882,92.504341,70.523933,2.550465,4.667116,0.000000,4.411655,4.521107,9.732760,3.278419,11.476803,5.420198,0,10.287854,4.549136,0,3.470616,8.561950,4.785082,6.243920,10.005505,6.134648,8.676322,6.241395,8.066862,6.677181,7.550350,6.888430,8.818089,8.085452,8.670453,7.924723,9.352981,0,-0.01667,0.00377,-0.02071,-0.01267,0.00765,-0.01237,-0.00077,0.00327,0.67646,0.08619,3.27739
0.558,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.622787,50.679111,92.780563,71.033585,2.220981,4.666131,0.000000,4.413888,4.510038,9.735744,3.274442,11.463055,5.410538,0,10.334239,4.547353,0,3.469235,8.547023,4.784845,6.241645,10.065608,6.128523,8.647632,6.241128,8.051136,6.681269,7.542607,6.884424,8.809051,8.082102,8.668548,7.922323,9.349320,0,-0.01526,0.00450,-0.02438,-0.01065,0.00873,-0.01298,0.01027,0.00354,0.65258,0.12795,3.27724
0.559,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.450439,51.005344,93.056786,71.543236,1.891496,4.665127,0.000000,4.416120,4.498373,9.738727,3.270465,11.449306,5.400878,0,10.380625,4.545571,0,3.467854,8.532097,4.784607,6.239370,10.125712,6.122399,8.618941,6.240862,8.035411,6.685356,7.534864,6.880419,8.800013,8.078752,8.666643,7.919923,9.345660,0,-0.01515,0.00466,-0.02106,-0.01320,0.00848,-0.01169,0.01345,0.00364,0.62903,0.10883,3.27704
0.560,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.278076,51.331573,93.333015,72.052879,1.562011,4.664096,0.000000,4.418352,4.485800,9.741710,3.266488,11.435557,5.391219,0,10.427010,4.543788,0,3.466473,8.517170,4.784370,6.237095,10.185817,6.116274,8.590251,6.240595,8.019685,6.689444,7.527122,6.876413,8.790974,8.075402,8.664738,7.917523,9.342000,0,-0.01906,0.00293,-0.01877,-0.01408,0.00829,-0.01231,0.01007,0.00253,0.60622,0.09468,3.27673
0.561,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.104050,51.645714,93.638588,72.579086,1.221301,4.663039,0.000000,4.420125,4.472610,9.744425,3.262878,11.421950,5.381478,0,10.475699,4.542106,0,3.465173,8.502447,4.783991,6.234761,10.249792,6.111205,8.565599,6.238910,8.004064,6.690839,7.518187,6.872421,8.781406,8.072250,8.663662,7.915334,9.339891,0,-0.01382,0.00302,-0.02000,-0.01356,0.00716,-0.01246,-0.00983,0.00170,0.58098,0.11208,3.27659
0.562,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.926407,51.933693,94.007683,73.141113,0.856292,4.661940,0.000000,4.420907,4.458480,9.746558,3.260064,11.408648,5.371562,0,10.529378,4.540642,0,3.464048,8.488168,4.783304,6.232298,10.322146,6.108420,8.549690,6.234153,7.988670,6.686407,7.506672,6.868457,8.770691,8.069529,8.664382,7.913598,9.341141,0,-0.01880,0.00341,-0.01998,-0.01444,0.00770,-0.01069,-0.00891,0.00201,0.53587,0.09887,3.27682
0.563,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.748764,52.221668,94.376778,73.703140,0.491283,4.660858,0.000000,4.421689,4.443819,9.748691,3.257249,11.395347,5.361646,0,10.583056,4.539177,0,3.462923,8.473887,4.782617,6.229836,10.394501,6.105636,8.533780,6.229395,7.973277,6.681974,7.495157,6.864494,8.759976,8.066808,8.665101,7.911863,9.342389,0,-0.01757,0.00480,-0.02131,-0.01340,0.00876,-0.01298,0.01310,0.00209,0.51222,0.08282,3.27709
0.564,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.571121,52.509647,94.745872,74.265167,0.126275,4.659801,0.000000,4.422471,4.428349,9.750824,3.254435,11.382045,5.351730,0,10.636735,4.537713,0,3.461798,8.459608,4.781929,6.227373,10.466855,6.102851,8.517870,6.224638,7.957883,6.677541,7.483642,6.860530,8.749262,8.064086,8.665821,7.910127,9.343638,0,-0.01789,0.00243,-0.02024,-0.01367,0.00868,-0.01403,0.00304,0.00132,0.48467,0.10986,3.27748
