"Time","v1 xCoM","v2 R COP","66 RDS cle","64 R marks","37a CoMy (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v3 L COP","67 LDS cle","65 L marks","32 FLx (cm)","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.524,6.434486,0.000000,0,0,3.876349,6.296741,14.167180,6.356358,10.665018,0.000000,0,0,16.512339,4.930674,6.751576,10.639931,0.00013,0.09727,3.27749
0.525,6.434866,0.000000,0,0,3.754853,6.300457,14.156250,6.354140,10.678012,0.000000,0,0,16.522129,4.935878,6.749963,10.628669,0.00014,0.10974,3.27728
0.526,6.434830,0.000000,0,0,3.639691,6.304060,14.145358,6.350938,10.690779,0.000000,0,0,16.531214,4.941597,6.748315,10.617451,0.00015,0.09195,3.27728
0.527,6.434540,0.000000,0,0,3.524530,6.307664,14.134467,6.347736,10.703546,0.000000,0,0,16.540298,4.947318,6.746667,10.606233,0.00015,0.08887,3.27707
0.528,6.433877,0.000000,0,0,3.409369,6.311268,14.123575,6.344533,10.716312,0.000000,0,0,16.549385,4.953038,6.745020,10.595015,0.00002,0.10531,3.27638
0.529,6.432978,0.000000,0,0,3.294554,6.314709,14.112597,6.340971,10.729107,0.000000,0,0,16.557844,4.959101,6.743459,10.583793,0.00014,0.11155,3.27593
0.530,6.431734,0.000000,0,0,3.180453,6.317813,14.101437,6.336662,10.741960,0.000000,0,0,16.565010,4.965875,6.742078,10.572562,-0.00013,0.09236,3.27601
0.531,6.430272,0.000000,0,0,3.066352,6.320917,14.090278,6.332354,10.754811,0.000000,0,0,16.572176,4.972648,6.740697,10.561333,0.00014,0.11270,3.27616
0.532,6.428489,0.000000,0,0,2.952252,6.324021,14.079118,6.328046,10.767664,0.000000,0,0,16.579344,4.979422,6.739316,10.550102,0.00002,0.11473,3.27646
0.533,6.426509,0.000000,0,0,2.840594,6.327023,14.067989,6.323601,10.780571,0.000000,0,0,16.585598,4.986394,6.737971,10.538886,0.00013,0.10181,3.27667
0.534,6.424242,0.000000,0,0,2.733986,6.329812,14.056926,6.318876,10.793591,0.000000,0,0,16.589968,4.993777,6.736700,10.527699,0.00002,0.10494,3.27667
0.535,6.421812,0.000000,0,0,2.627378,6.332601,14.045863,6.314150,10.806610,0.000000,0,0,16.594336,5.001160,6.735429,10.516511,0.00000,0.10303,3.27650
0.536,6.419143,0.000000,0,0,2.520770,6.335390,14.034800,6.309425,10.819630,0.000000,0,0,16.598705,5.008543,6.734159,10.505324,0.00001,0.08526,3.27597
0.537,6.416350,0.000000,0,0,2.409258,6.337949,14.023804,6.304774,10.832938,0.000000,0,0,16.602528,5.016094,6.732966,10.494084,0.00015,0.10907,3.27601
0.538,6.413373,0.000000,0,0,2.287608,6.340030,14.012948,6.300280,10.846844,0.000000,0,0,16.605217,5.023993,6.731937,10.482738,0.00015,0.11707,3.27731
0.539,6.410301,0.000000,0,0,2.165957,6.342111,14.002092,6.295785,10.860750,0.000000,0,0,16.607906,5.031892,6.730907,10.471393,0.00003,0.10128,3.27781
0.540,6.407086,0.000000,0,0,2.044307,6.344193,13.991236,6.291291,10.874656,0.000000,0,0,16.610596,5.039792,6.729877,10.460047,-0.00001,0.12060,3.27659
0.541,6.403800,0.000000,0,0,1.915993,6.346145,13.980314,6.286813,10.888622,0.000000,0,0,16.612799,5.047457,6.728914,10.448762,-0.00016,0.10016,3.27597
0.542,6.400410,0.000000,0,0,1.773906,6.347829,13.969258,6.282370,10.902715,0.000000,0,0,16.613991,5.054640,6.728088,10.437603,0.00028,0.09453,3.27666
0.543,6.396974,0.000000,0,0,1.631818,6.349513,13.958201,6.277926,10.916807,0.000000,0,0,16.615183,5.061823,6.727263,10.426445,0.00000,0.11016,3.27735
0.544,6.393470,0.000000,0,0,1.489731,6.351197,13.947145,6.273483,10.930900,0.000000,0,0,16.616377,5.069007,6.726437,10.415286,0.00014,0.10337,3.27803
0.545,6.389938,0.000000,0,0,1.342816,6.352852,13.936107,6.269161,10.945160,0.000000,0,0,16.617197,5.076180,6.725660,10.404337,-0.00014,0.08582,3.27836
0.546,6.386364,0.000000,0,0,1.185922,6.354447,13.925106,6.265092,10.959766,0.000000,0,0,16.617249,5.083333,6.724985,10.393820,-0.00001,0.12229,3.27790
0.547,6.382776,0.000000,0,0,1.029028,6.356042,13.914106,6.261024,10.974372,0.000000,0,0,16.617302,5.090487,6.724310,10.383302,0.00001,0.10545,3.27749
0.548,6.379166,0.000000,0,0,0.872133,6.357637,13.903106,6.256955,10.988978,0.000000,0,0,16.617353,5.097640,6.723635,10.372785,-0.00001,0.09597,3.27719
0.549,6.375567,0.000000,0,0,0.712177,6.358836,13.892036,6.252924,11.004056,0.000000,0,0,16.616898,5.104533,6.722993,10.362333,0.00029,0.11000,3.27700
0.550,6.371983,0.000000,0,0,0.545890,6.359214,13.880822,6.248974,11.020108,0.000000,0,0,16.615385,5.110887,6.722420,10.352018,-0.00013,0.08885,3.27708
0.551,6.368442,0.000000,0,0,0.379603,6.359593,13.869608,6.245024,11.036160,1.315403,0,0,16.613873,5.117241,6.721847,10.341703,0.00000,0.08151,3.27720
0.552,6.364962,0.000000,0,0,0.213316,6.359972,13.858394,6.241074,11.052213,4.555313,0,1,16.612360,5.123595,6.721273,10.331388,-0.00013,0.11589,3.27743
0.553,6.361546,0.000000,0,0,0.050833,6.359960,13.847072,6.237162,11.069061,6.478996,1,0,16.610373,5.130109,6.720835,10.321130,-0.00001,0.10701,3.27754
0.554,6.358222,0.000000,0,0,-0.103787,6.359141,13.835525,6.233327,11.087555,6.476970,1,0,16.607401,5.136955,6.720673,10.310988,0.00016,0.09861,3.27739
0.555,6.354966,0.000000,0,0,-0.258406,6.358321,13.823978,6.229492,11.106049,6.474965,1,0,16.604431,5.143802,6.720512,10.300847,0.00029,0.12163,3.27735
0.556,6.351807,0.000000,0,0,-0.413026,6.357502,13.812431,6.225657,11.124543,6.472991,1,0,16.601460,5.150648,6.720351,10.290706,-0.00001,0.09026,3.27758
0.557,6.348710,0.000000,0,0,-0.557085,6.356775,13.800983,6.221666,11.143767,6.470971,1,0,16.598047,5.157241,6.720239,10.280421,-0.00014,0.09439,3.27752
0.558,6.345706,0.000000,0,0,-0.679312,6.356240,13.789739,6.217352,11.164503,6.468882,1,0,16.593721,5.163312,6.720229,10.269841,0.00000,0.10527,3.27684
0.559,6.342773,0.000000,0,0,-0.801539,6.355704,13.778494,6.213038,11.185239,6.466739,1,0,16.589397,5.169383,6.720219,10.259261,0.00013,0.09970,3.27634
0.560,6.339944,0.000000,0,0,-0.923765,6.355169,13.767249,6.208725,11.205974,6.464514,1,0,16.585072,5.175454,6.720210,10.248681,-0.00001,0.10106,3.27627
0.561,6.337196,0.000000,0,0,-1.026389,6.354395,13.755980,6.204316,11.227037,6.462242,1,0,16.580254,5.181371,6.720139,10.238125,0.00029,0.12156,3.27636
0.562,6.334565,0.000000,0,0,-1.088482,6.353128,13.744661,6.199711,11.248777,6.459900,1,0,16.574413,5.186970,6.719944,10.227617,0.00014,0.10059,3.27682
0.563,6.332007,0.000000,0,0,-1.150575,6.351862,13.733343,6.195107,11.270518,6.457514,1,0,16.568575,5.192569,6.719748,10.217110,0.00001,0.10271,3.27718
0.564,6.329558,0.000000,0,0,-1.212668,6.350595,13.722024,6.190502,11.292259,6.455065,1,0,16.562735,5.198168,6.719553,10.206601,0.00016,0.10645,3.27733
0.565,6.327161,0.000000,0,0,-1.255405,6.349102,13.710608,6.185813,11.314190,6.452588,1,0,16.556467,5.203686,6.719399,10.196107,0.00001,0.08963,3.27748
0.566,6.324839,0.000000,0,0,-1.258122,6.347141,13.698988,6.180948,11.336512,6.450070,1,0,16.549309,5.209036,6.719331,10.185640,0.00015,0.08495,3.27764
0.567,6.322552,0.000000,0,0,-1.260839,6.345179,13.687368,6.176084,11.358834,6.447591,1,0,16.542152,5.214387,6.719264,10.175174,0.00030,0.11961,3.27760
0.568,6.320318,0.000000,0,0,-1.263556,6.343217,13.675749,6.171218,11.381157,6.445168,1,0,16.534994,5.219737,6.719196,10.164706,0.00014,0.10550,3.27714
0.569,6.318124,0.000000,0,0,-1.249897,6.341411,13.664357,6.166523,11.403546,6.442849,1,0,16.527357,5.225155,6.719233,10.154208,0.00029,0.09422,3.27680
0.570,6.315990,0.000000,0,0,-1.202382,6.339926,13.653437,6.162175,11.426076,6.440681,1,0,16.518728,5.230711,6.719486,10.143646,0.00014,0.12123,3.27672
0.571,6.313909,0.000000,0,0,-1.154867,6.338442,13.642516,6.157827,11.448605,6.438604,1,0,16.510099,5.236267,6.719740,10.133083,-0.00013,0.09073,3.27667
0.572,6.311904,0.000000,0,0,-1.107352,6.336958,13.631596,6.153480,11.471134,6.436660,1,0,16.501471,5.241823,6.719994,10.122521,-0.00001,0.08542,3.27667
0.573,6.309960,0.000000,0,0,-1.053478,6.335791,13.621404,6.149333,11.493262,6.434779,1,0,16.492409,5.247329,6.720261,10.112002,-0.00014,0.10853,3.27684
0.574,6.308105,0.000000,0,0,-0.986455,6.335281,13.612718,6.145600,11.514563,6.432987,1,0,16.482447,5.252733,6.720558,10.101573,0.00014,0.11331,3.27738
0.575,6.306321,0.000000,0,0,-0.919432,6.334770,13.604032,6.141867,11.535862,6.431251,1,0,16.472486,5.258136,6.720855,10.091143,0.00015,0.09066,3.27760
0.576,6.304643,0.000000,0,0,-0.852409,6.334260,13.595345,6.138134,11.557162,6.429595,1,0,16.462526,5.263539,6.721151,10.080713,0.00001,0.10819,3.27714
0.577,6.303046,0.000000,0,0,-0.787205,6.333669,13.587748,6.134659,11.577802,6.428001,1,0,16.452124,5.268746,6.721416,10.070242,-0.00012,0.10628,3.27685
0.578,6.301568,0.000000,0,0,-0.725763,6.332912,13.582398,6.131716,11.597076,6.426498,1,0,16.440811,5.273546,6.721613,10.059684,0.00013,0.09578,3.27693
0.579,6.300179,0.000000,0,0,-0.664320,6.332155,13.577050,6.128773,11.616351,6.425093,1,0,16.429499,5.278346,6.721811,10.049125,0.00014,0.09191,3.27705
0.580,6.298923,0.000000,0,0,-0.602878,6.331398,13.571702,6.125830,11.635627,6.423831,1,0,16.418186,5.283146,6.722009,10.038567,-0.00001,0.11163,3.27728
0.581,6.297778,0.000000,0,0,-0.554162,6.330818,13.567742,6.123292,11.654428,6.422704,1,0,16.406492,5.287759,6.722202,10.028000,-0.00001,0.08472,3.27741
0.582,6.296796,0.000000,0,0,-0.531758,6.330602,13.566654,6.121593,11.672254,6.421774,1,0,16.394012,5.291988,6.722386,10.017416,0.00027,0.08281,3.27733
0.583,6.295957,0.000000,0,0,-0.509354,6.330386,13.565567,6.119894,11.690078,6.420974,1,0,16.381531,5.296217,6.722569,10.006832,-0.00016,0.12764,3.27711
0.584,6.295325,0.000000,0,0,-0.486950,6.330171,13.564479,6.118195,11.707903,6.420363,1,0,16.369051,5.300446,6.722754,9.996248,0.00000,0.10925,3.27658
0.585,6.294869,0.000000,0,0,-0.483276,6.329855,13.564951,6.116834,11.725066,6.419859,1,0,16.356295,5.304583,6.722917,9.985750,-0.00002,0.09415,3.27631
0.586,6.294671,0.000000,0,0,-0.518323,6.329332,13.568648,6.116172,11.740864,6.419511,1,0,16.342962,5.308533,6.723038,9.975430,0.00013,0.10681,3.27662
0.587,6.294663,0.000000,0,0,-0.553371,6.328809,13.572346,6.115510,11.756661,6.419222,1,0,16.329632,5.312482,6.723159,9.965111,0.00014,0.10056,3.27714
0.588,6.294937,0.000000,0,0,-0.588418,6.328286,13.576043,6.114848,11.772458,6.419018,1,0,16.316301,5.316432,6.723281,9.954791,0.00015,0.09162,3.27813
0.589,6.295392,0.000000,0,0,-0.633164,6.327846,13.581070,6.114385,11.787683,6.418836,1,0,16.302925,5.320147,6.723348,9.944473,0.00015,0.11453,3.27847
0.590,6.296113,0.000000,0,0,-0.697959,6.327577,13.588844,6.114331,11.801725,6.418685,1,0,16.289457,5.323379,6.723304,9.934163,0.00028,0.10579,3.27740
0.591,6.296984,0.000000,0,0,-0.762754,6.327309,13.596620,6.114278,11.815766,6.418612,1,0,16.275990,5.326611,6.723260,9.923852,0.00000,0.09007,3.27674
0.592,6.298077,0.000000,0,0,-0.827549,6.327040,13.604394,6.114225,11.829808,6.418649,1,0,16.262522,5.329843,6.723216,9.913541,0.00001,0.11306,3.27697
0.593,6.299278,0.000000,0,0,-0.891152,6.326570,13.613361,6.114406,11.843102,6.418816,1,0,16.249390,5.332972,6.723255,9.903295,0.00015,0.12407,3.27703
0.594,6.300640,0.000000,0,0,-0.952289,6.325686,13.624793,6.115070,11.854852,6.419171,1,0,16.236954,5.335888,6.723465,9.893180,0.00030,0.10039,3.27673
0.595,6.302073,0.000000,0,0,-1.013426,6.324801,13.636225,6.115735,11.866600,6.419588,1,0,16.224516,5.338805,6.723677,9.883066,0.00017,0.08449,3.27659
0.596,6.303611,0.000000,0,0,-1.074563,6.323916,13.647657,6.116399,11.878349,6.420096,1,0,16.212080,5.341721,6.723887,9.872952,0.00000,0.10502,3.27682
0.597,6.305196,0.000000,0,0,-1.113580,6.322664,13.660357,6.117091,11.889300,6.420586,1,0,16.199671,5.344359,6.724082,9.862984,0.00003,0.08928,3.27693
0.598,6.306853,0.000000,0,0,-1.106864,6.320652,13.675679,6.117842,11.898603,6.421050,1,0,16.187319,5.346421,6.724243,9.853314,0.00013,0.09468,3.27678
0.599,6.308547,0.000000,0,0,-1.100149,6.318640,13.691002,6.118593,11.907907,6.421508,1,0,16.174967,5.348483,6.724404,9.843646,0.00000,0.12549,3.27679
0.600,6.310297,0.000000,0,0,-1.093434,6.316628,13.706324,6.119344,11.917209,6.421957,1,0,16.162615,5.350544,6.724565,9.833977,0.00001,0.10472,3.27717
0.601,6.312075,0.000000,0,0,-1.055955,6.314715,13.722779,6.120076,11.925793,6.422432,1,0,16.150221,5.352530,6.724808,9.824201,0.00000,0.08996,3.27736
0.602,6.313892,0.000000,0,0,-0.954876,6.313006,13.741577,6.120769,11.932890,6.422946,1,0,16.137739,5.354356,6.725223,9.814203,-0.00028,0.10904,3.27713
0.603,6.315724,0.000000,0,0,-0.853796,6.311297,13.760375,6.121462,11.939987,6.423490,1,0,16.125257,5.356182,6.725637,9.804206,0.00015,0.10858,3.27693
0.604,6.317577,0.000000,0,0,-0.752717,6.309588,13.779173,6.122155,11.947083,6.424078,1,0,16.112776,5.358008,6.726052,9.794209,0.00014,0.09030,3.27678
0.605,6.319448,0.000000,0,0,-0.627301,6.308364,13.799473,6.122880,11.953630,6.424690,1,0,16.100283,5.359734,6.726505,9.784167,0.00014,0.10840,3.27691
0.606,6.321345,0.000000,0,0,-0.451569,6.308143,13.822879,6.123672,11.959040,6.425337,1,0,16.087770,5.361250,6.727036,9.774037,0.00015,0.11242,3.27768
0.607,6.323290,0.000000,0,0,-0.275837,6.307922,13.846284,6.124463,11.964448,6.425995,1,0,16.075256,5.362766,6.727568,9.763907,0.00001,0.10370,3.27798
0.608,6.325305,0.000000,0,0,-0.100105,6.307701,13.869690,6.125254,11.969857,6.426669,1,0,16.062744,5.364282,6.728099,9.753778,0.00001,0.09060,3.27729
0.609,6.327402,0.000000,0,0,0.077675,6.307740,13.894677,6.125980,11.974229,6.427338,1,0,16.050238,5.365908,6.728683,9.743581,0.00014,0.12107,3.27699
0.610,6.329617,0.000000,0,0,0.259687,6.308316,13.922933,6.126571,11.976455,6.427999,1,0,16.037743,5.367761,6.729374,9.733245,-0.00002,0.09604,3.27753
0.611,6.331917,0.000000,0,0,0.441700,6.308892,13.951189,6.127161,11.978681,6.428646,1,0,16.025249,5.369615,6.730066,9.722909,0.00016,0.08226,3.27787
0.612,6.334341,0.000000,0,0,0.623713,6.309468,13.979445,6.127752,11.980907,6.429269,1,0,16.012754,5.371469,6.730758,9.712573,0.00015,0.09605,3.27779
0.613,6.336833,0.000000,0,0,0.786221,6.310290,14.009046,6.128349,11.981928,6.429867,1,0,16.000412,5.373068,6.731369,9.702241,-0.00001,0.10848,3.27772
0.614,6.339426,0.000000,0,0,0.908403,6.311622,14.041428,6.128958,11.980455,6.430430,1,0,15.988381,5.374142,6.731812,9.691916,0.00014,0.10242,3.27764
0.615,6.342063,0.000000,0,0,1.030585,6.312953,14.073809,6.129568,11.978984,6.430966,1,0,15.976351,5.375216,6.732256,9.681593,-0.00014,0.09043,3.27766
0.616,6.344766,0.000000,0,0,1.152767,6.314284,14.106191,6.130177,11.977511,6.431462,1,0,15.964320,5.376291,6.732700,9.671268,0.00030,0.11970,3.27789
0.617,6.347475,0.000000,0,0,1.254455,6.315808,14.139529,6.130820,11.974709,6.431938,1,0,15.952224,5.377342,6.733077,9.660959,0.00000,0.09435,3.27805
0.618,6.350194,0.000000,0,0,1.313771,6.317730,14.174849,6.131532,11.969152,6.432384,1,0,15.939992,5.378346,6.733313,9.650681,0.00015,0.09164,3.27805
0.619,6.352871,0.000000,0,0,1.373088,6.319653,14.210168,6.132243,11.963596,6.432851,1,0,15.927761,5.379351,6.733550,9.640403,0.00001,0.09852,3.27768
0.620,6.355488,0.000000,0,0,1.432404,6.321575,14.245487,6.132955,11.958041,6.433349,1,0,15.915529,5.380355,6.733786,9.630124,0.00002,0.10855,3.27654
0.621,6.358005,0.000000,0,0,1.479198,6.323373,14.281924,6.133639,11.951861,6.433895,1,0,15.903272,5.381380,6.734125,9.619992,0.00028,0.08092,3.27597
0.622,6.360375,0.000000,0,0,1.500099,6.324914,14.320670,6.134267,11.944393,6.434513,1,0,15.890958,5.382446,6.734674,9.610165,-0.00014,0.07809,3.27666
0.623,6.362577,0.000000,0,0,1.521000,6.326455,14.359416,6.134896,11.936925,6.435110,1,0,15.878644,5.383513,6.735224,9.600337,-0.00013,0.11930,3.27718
0.624,6.364531,0.000000,0,0,1.541902,6.327996,14.398162,6.135525,11.929457,6.435675,1,0,15.866330,5.384581,6.735774,9.590509,0.00015,0.10820,3.27733
0.625,6.366241,0.000000,0,0,1.556807,6.329377,14.437762,6.136102,11.921335,6.436148,1,0,15.854035,5.385640,6.736183,9.580475,0.00000,0.09552,3.27739
0.626,6.367592,0.000000,0,0,1.559315,6.330424,14.479132,6.136570,11.911861,6.436488,1,0,15.841782,5.386685,6.736301,9.570012,0.00000,0.10890,3.27723
0.627,6.368632,0.000000,0,0,1.561824,6.331471,14.520501,6.137039,11.902388,6.436792,1,0,15.829528,5.387730,6.736420,9.559549,0.00001,0.09504,3.27708
0.628,6.369217,0.000000,0,0,1.564332,6.332519,14.561871,6.137508,11.892914,6.437047,1,0,15.817274,5.388775,6.736538,9.549087,0.00028,0.08838,3.27693
0.629,6.369454,0.000000,0,0,1.564818,6.333859,14.603594,6.137918,11.882873,6.437335,1,0,15.805182,5.389700,6.736736,9.538600,-0.00014,0.11833,3.27692
0.630,6.369183,0.000000,0,0,1.561122,6.335804,14.646051,6.138204,11.871658,6.437672,1,0,15.793425,5.390378,6.737097,9.528063,0.00015,0.11050,3.27723
0.631,6.368560,0.000000,0,0,1.557427,6.337749,14.688508,6.138491,11.860444,6.437999,1,0,15.781667,5.391056,6.737458,9.517527,0.00002,0.09158,3.27734
0.632,6.367424,0.000000,0,0,1.553731,6.339694,14.730965,6.138777,11.849230,6.438312,1,0,15.769909,5.391733,6.737819,9.506989,0.00001,0.10397,3.27703
0.633,6.365963,0.000000,0,0,1.533700,6.341605,14.773225,6.139055,11.837790,6.438563,1,0,15.758175,5.392362,6.738075,9.496401,0.00030,0.11321,3.27690
0.634,6.364026,0.000000,0,0,1.479894,6.343445,14.815078,6.139316,11.825889,6.438724,1,0,15.746490,5.392888,6.738116,9.485705,-0.00014,0.09977,3.27713
0.635,6.361810,0.000000,0,0,1.426089,6.345285,14.856931,6.139575,11.813987,6.438877,1,0,15.734804,5.393414,6.738158,9.475010,0.00030,0.09678,3.27743
0.636,6.359187,0.000000,0,0,1.372283,6.347126,14.898784,6.139836,11.802085,6.439019,1,0,15.723119,5.393941,6.738199,9.464315,0.00000,0.10172,3.27789
0.637,6.356338,0.000000,0,0,1.294233,6.348734,14.940028,6.140161,11.790151,6.439215,1,0,15.711503,5.394529,6.738280,9.453687,0.00029,0.09106,3.27788
0.638,6.353157,0.000000,0,0,1.166058,6.349864,14.980015,6.140620,11.778150,6.439492,1,0,15.700033,5.395242,6.738443,9.443195,0.00016,0.11626,3.27689
0.639,6.349782,0.000000,0,0,1.037884,6.350994,15.020001,6.141080,11.766149,6.439795,1,0,15.688562,5.395955,6.738606,9.432704,0.00015,0.12235,3.27629
0.640,6.346123,0.000000,0,0,0.909709,6.352124,15.059989,6.141539,11.754148,6.440136,1,0,15.677093,5.396668,6.738769,9.422214,0.00028,0.09859,3.27652
0.641,6.342284,0.000000,0,0,0.751942,6.353330,15.099251,6.141928,11.742033,6.440458,1,0,15.665687,5.397302,6.738980,9.411707,0.00014,0.08929,3.27653
0.642,6.338182,0.000000,0,0,0.532994,6.354693,15.137013,6.142173,11.729682,6.440753,1,0,15.654413,5.397769,6.739291,9.401168,0.00001,0.10804,3.27607
0.643,6.333920,0.000000,0,0,0.314047,6.356056,15.174776,6.142417,11.717332,6.441035,1,0,15.643141,5.398237,6.739602,9.390630,0.00014,0.09643,3.27595
0.644,6.329423,0.000000,0,0,0.095099,6.357419,15.212539,6.142662,11.704981,6.441297,1,0,15.631867,5.398705,6.739912,9.380091,0.00014,0.09571,3.27656
0.645,6.324792,0.000000,0,0,-0.131098,6.358161,15.249313,6.142906,11.692705,6.441557,1,0,15.620683,5.399168,6.740181,9.369448,0.00000,0.10952,3.27700
0.646,6.319966,0.000000,0,0,-0.372284,6.357620,15.284045,6.143150,11.680585,6.441813,1,0,15.609679,5.399626,6.740366,9.358589,0.00014,0.08932,3.27708
0.647,6.315016,0.000000,0,0,-0.613469,6.357078,15.318777,6.143394,11.668465,6.442037,1,0,15.598676,5.400083,6.740549,9.347732,0.00000,0.10055,3.27715
0.648,6.309886,0.000000,0,0,-0.854654,6.356535,15.353509,6.143638,11.656344,6.442215,1,0,15.587672,5.400539,6.740733,9.336873,-0.00001,0.12574,3.27723
0.649,6.304615,0.000000,0,0,-1.087664,6.355472,15.387359,6.143834,11.644017,6.442338,1,0,15.576607,5.401022,6.740842,9.326058,0.00045,0.10320,3.27731
0.650,6.299138,0.000000,0,0,-1.303770,6.353332,15.419384,6.143930,11.631261,6.442379,1,0,15.565413,5.401560,6.740797,9.315333,0.00001,0.08242,3.27738
0.651,6.293513,0.000000,0,0,-1.519877,6.351191,15.451408,6.144027,11.618505,6.442408,1,0,15.554220,5.402097,6.740751,9.304609,0.00003,0.10869,3.27736
0.652,6.287673,0.000000,0,0,-1.735983,6.349050,15.483434,6.144124,11.605750,6.442420,1,0,15.543028,5.402635,6.740705,9.293884,0.00002,0.09746,3.27713
0.653,6.281716,0.000000,0,0,-1.928779,6.346658,15.514776,6.144215,11.593040,6.442465,1,0,15.531800,5.403170,6.740696,9.283252,0.00002,0.08837,3.27693
0.654,6.275590,0.000000,0,0,-2.073380,6.343746,15.544707,6.144296,11.580424,6.442556,1,0,15.520503,5.403700,6.740761,9.272809,0.00001,0.11749,3.27678
0.655,6.269386,0.000000,0,0,-2.217981,6.340835,15.574638,6.144377,11.567809,6.442634,1,0,15.509206,5.404230,6.740826,9.262365,-0.00001,0.10361,3.27667
0.656,6.263067,0.000000,0,0,-2.362582,6.337923,15.604569,6.144458,11.555193,6.442692,1,0,15.497908,5.404760,6.740891,9.251923,0.00014,0.10486,3.27667
0.657,6.256699,0.000000,0,0,-2.489418,6.335247,15.633712,6.144459,11.542561,6.442691,1,0,15.486626,5.405272,6.740943,9.241392,0.00013,0.12296,3.27670
0.658,6.250259,0.000000,0,0,-2.579525,6.333055,15.661226,6.144294,11.529893,6.442604,1,0,15.475373,5.405746,6.740966,9.230680,0.00015,0.11562,3.27677
0.659,6.243818,0.000000,0,0,-2.669632,6.330864,15.688741,6.144128,11.517226,6.442529,1,0,15.464121,5.406219,6.740990,9.219970,0.00000,0.09208,3.27682
0.660,6.237377,0.000000,0,0,-2.759740,6.328673,15.716255,6.143963,11.504559,6.442471,1,0,15.452868,5.406693,6.741013,9.209259,-0.00001,0.10276,3.27682
0.661,6.231000,0.000000,0,0,-2.838544,6.326114,15.743210,6.143920,11.491862,6.442503,1,0,15.441666,5.407222,6.741122,9.198677,0.00013,0.10921,3.27697
0.662,6.224719,0.000000,0,0,-2.893979,6.322794,15.769006,6.144132,11.479103,6.442669,1,0,15.430563,5.407869,6.741408,9.188363,0.00014,0.08634,3.27743
0.663,6.218550,0.000000,0,0,-2.949413,6.319475,15.794802,6.144344,11.466345,6.442897,1,0,15.419461,5.408516,6.741693,9.178049,0.00015,0.09353,3.27769
0.664,6.212547,0.000000,0,0,-3.004848,6.316155,15.820598,6.144556,11.453587,6.443217,1,0,15.408359,5.409163,6.741979,9.167734,0.00013,0.11342,3.27754
0.665,6.206691,0.000000,0,0,-3.062322,6.313022,15.845440,6.144804,11.440776,6.443549,1,0,15.397307,5.409689,6.742288,9.157462,0.00001,0.10691,3.27734
0.666,6.201047,0.000000,0,0,-3.124013,6.310272,15.868310,6.145128,11.427856,6.443899,1,0,15.386360,5.409966,6.742642,9.147277,0.00013,0.09831,3.27703
0.667,6.195584,0.000000,0,0,-3.185704,6.307522,15.891180,6.145452,11.414937,6.444241,1,0,15.375413,5.410244,6.742998,9.137091,0.00014,0.12555,3.27680
0.668,6.190386,0.000000,0,0,-3.247395,6.304772,15.914051,6.145776,11.402018,6.444571,1,0,15.364467,5.410521,6.743352,9.126905,0.00014,0.10039,3.27672
0.669,6.185402,0.000000,0,0,-3.306578,6.301664,15.935745,6.146107,11.389025,6.444883,1,0,15.353508,5.410728,6.743632,9.116993,0.00014,0.08069,3.27677
0.670,6.180730,0.000000,0,0,-3.360577,6.297813,15.955010,6.146455,11.375882,6.445167,1,0,15.342525,5.410793,6.743757,9.107646,0.00013,0.10083,3.27707
0.671,6.176275,0.000000,0,0,-3.414577,6.293963,15.974275,6.146802,11.362739,6.445415,1,0,15.331543,5.410858,6.743881,9.098298,0.00000,0.10417,3.27726
0.672,6.172137,0.000000,0,0,-3.468576,6.290113,15.993539,6.147150,11.349596,6.445610,1,0,15.320560,5.410923,6.744005,9.088951,0.00014,0.09641,3.27718
0.673,6.168188,0.000000,0,0,-3.509030,6.286441,16.011868,6.147367,11.336378,6.445768,1,0,15.309464,5.410921,6.744201,9.080033,0.00028,0.08273,3.27699
0.674,6.164516,0.000000,0,0,-3.521480,6.283136,16.028259,6.147315,11.323005,6.445870,1,0,15.298133,5.410781,6.744544,9.072001,0.00014,0.12170,3.27653
0.675,6.161012,0.000000,0,0,-3.533930,6.279832,16.044651,6.147262,11.309632,6.446004,1,0,15.286802,5.410642,6.744887,9.063970,0.00016,0.10485,3.27631
0.676,6.157753,0.000000,0,0,-3.546380,6.276528,16.061043,6.147209,11.296259,6.446186,1,0,15.275471,5.410502,6.745231,9.055938,0.00000,0.09802,3.27662
0.677,6.154649,0.000000,0,0,-3.546063,6.272922,16.076733,6.147158,11.283082,6.446464,1,0,15.264193,5.410369,6.745791,9.048425,0.00015,0.09976,3.27675
0.678,6.151775,0.000000,0,0,-3.519350,6.268693,16.090965,6.147113,11.270309,6.446883,1,0,15.253023,5.410250,6.746800,9.041985,0.00001,0.10229,3.27652
0.679,6.149032,0.000000,0,0,-3.492637,6.264464,16.105198,6.147068,11.257537,6.447350,1,0,15.241854,5.410131,6.747810,9.035544,-0.00002,0.08170,3.27642
0.680,6.146483,0.000000,0,0,-3.465925,6.260236,16.119431,6.147023,11.244765,6.447886,1,0,15.230685,5.410012,6.748819,9.029104,0.00029,0.07968,3.27657
