"Time","v1 xCoM","v2 R COP","66 RDS cle","64 R marks","37a CoMy (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v3 L COP","67 LDS cle","65 L marks","32 FLx (cm)","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.000,6.045031,0.000000,0,0,1.520925,5.987872,14.910574,6.106269,10.197119,0.000000,0,0,16.300547,4.833268,6.793051,11.469679,0.00001,0.09209,3.27654
0.001,6.044433,0.000000,0,0,1.391754,5.989249,14.899130,6.105382,10.208906,0.000000,0,0,16.305538,4.821774,6.792725,11.457311,0.00016,0.07867,3.27613
0.002,6.043623,0.000000,0,0,1.283624,5.989991,14.887847,6.103795,10.221219,0.000000,0,0,16.310726,4.811277,6.792158,11.445276,0.00015,0.11497,3.27681
0.003,6.042709,0.000000,0,0,1.175494,5.990733,14.876564,6.102207,10.233531,0.000000,0,0,16.315912,4.800781,6.791590,11.433242,-0.00013,0.11239,3.27721
0.004,6.041644,0.000000,0,0,1.067364,5.991476,14.865280,6.100620,10.245844,0.000000,0,0,16.321098,4.790285,6.791023,11.421206,0.00001,0.09993,3.27698
0.005,6.040529,0.000000,0,0,0.970443,5.992268,14.854020,6.098760,10.258322,0.000000,0,0,16.326340,4.780542,6.790369,11.409163,-0.00014,0.10904,3.27680
0.006,6.039344,0.000000,0,0,0.896697,5.993163,14.842809,6.096335,10.271140,0.000000,0,0,16.331694,4.772356,6.789533,11.397102,0.00002,0.10237,3.27672
0.007,6.038194,0.000000,0,0,0.822951,5.994058,14.831596,6.093912,10.283959,0.000000,0,0,16.337048,4.764170,6.788697,11.385040,0.00001,0.08031,3.27662
0.008,6.037093,0.000000,0,0,0.749205,5.994953,14.820385,6.091487,10.296778,0.000000,0,0,16.342400,4.755984,6.787861,11.372979,-0.00013,0.08309,3.27647
0.009,6.036105,0.000000,0,0,0.681824,5.995721,14.809185,6.089014,10.309709,0.000000,0,0,16.348036,4.748419,6.786941,11.360916,0.00001,0.12462,3.27642
0.010,6.035281,0.000000,0,0,0.627601,5.996225,14.798010,6.086436,10.322868,0.000000,0,0,16.354258,4.742136,6.785845,11.348849,-0.00001,0.10734,3.27657
0.011,6.034616,0.000000,0,0,0.573378,5.996729,14.786834,6.083859,10.336028,0.000000,0,0,16.360479,4.735855,6.784749,11.336782,0.00015,0.09251,3.27662
0.012,6.034187,0.000000,0,0,0.519155,5.997233,14.775659,6.081282,10.349188,0.000000,0,0,16.366701,4.729572,6.783652,11.324715,0.00029,0.10566,3.27647
0.013,6.033949,0.000000,0,0,0.471229,5.997740,14.764614,6.078828,10.362509,0.000000,0,0,16.373304,4.723844,6.782571,11.312709,0.00015,0.09238,3.27642
0.014,6.033989,0.000000,0,0,0.436320,5.998252,14.753839,6.076631,10.376162,0.000000,0,0,16.380703,4.719260,6.781521,11.300830,0.00002,0.08648,3.27657
0.015,6.034245,0.000000,0,0,0.401412,5.998765,14.743063,6.074434,10.389813,0.000000,0,0,16.388100,4.714676,6.780472,11.288950,-0.00013,0.12032,3.27670
0.016,6.034815,0.000000,0,0,0.366503,5.999279,14.732287,6.072237,10.403466,0.000000,0,0,16.395496,4.710092,6.779422,11.277071,-0.00002,0.11932,3.27677
0.017,6.035604,0.000000,0,0,0.341317,5.999625,14.721489,6.070069,10.417176,0.000000,0,0,16.403030,4.705948,6.778211,11.265329,0.00030,0.09638,3.27673
0.018,6.036710,0.000000,0,0,0.336231,5.999628,14.710642,6.067960,10.431005,0.000000,0,0,16.410849,4.702713,6.776667,11.253875,0.00015,0.08376,3.27642
0.019,6.038020,0.000000,0,0,0.331144,5.999631,14.699795,6.065852,10.444834,0.000000,0,0,16.418665,4.699478,6.775123,11.242420,0.00002,0.10343,3.27636
0.020,6.039628,0.000000,0,0,0.326058,5.999634,14.688948,6.063743,10.458662,0.000000,0,0,16.426483,4.696243,6.773579,11.230966,-0.00013,0.08663,3.27682
0.021,6.041428,0.000000,0,0,0.337872,5.999702,14.678255,6.061651,10.472644,0.000000,0,0,16.434544,4.693501,6.772014,11.219550,-0.00001,0.09781,3.27725
0.022,6.043510,0.000000,0,0,0.384627,5.999904,14.667880,6.059590,10.486941,0.000000,0,0,16.443110,4.691775,6.770404,11.208216,-0.00029,0.12839,3.27763
0.023,6.045780,0.000000,0,0,0.431382,6.000105,14.657505,6.057530,10.501240,0.000000,0,0,16.451674,4.690049,6.768795,11.196881,0.00001,0.10649,3.27782
0.024,6.048322,0.000000,0,0,0.478137,6.000308,14.647130,6.055470,10.515538,0.000000,0,0,16.460239,4.688323,6.767185,11.185547,0.00001,0.08586,3.27759
0.025,6.051030,0.000000,0,0,0.541369,6.000528,14.636648,6.053137,10.529938,0.000000,0,0,16.469007,4.686728,6.765551,11.174304,0.00014,0.10541,3.27741
0.026,6.053980,0.000000,0,0,0.638669,6.000790,14.625943,6.050239,10.544546,0.000000,0,0,16.478193,4.685404,6.763866,11.163253,-0.00002,0.10524,3.27733
0.027,6.057068,0.000000,0,0,0.735968,6.001050,14.615238,6.047340,10.559155,0.000000,0,0,16.487381,4.684079,6.762182,11.152201,0.00028,0.08981,3.27723
0.028,6.060356,0.000000,0,0,0.833268,6.001312,14.604533,6.044442,10.573763,0.000000,0,0,16.496567,4.682755,6.760497,11.141150,-0.00013,0.10417,3.27708
0.029,6.063765,0.000000,0,0,0.945931,6.001881,14.593864,6.041527,10.588440,0.000000,0,0,16.505817,4.681680,6.758790,11.130244,-0.00002,0.11619,3.27707
0.030,6.067351,0.000000,0,0,1.090358,6.003086,14.583270,6.038577,10.603260,0.000000,0,0,16.515205,4.681122,6.757033,11.119642,-0.00015,0.10122,3.27738
0.031,6.071064,0.000000,0,0,1.234785,6.004291,14.572675,6.035627,10.618079,0.000000,0,0,16.524591,4.680565,6.755278,11.109040,0.00015,0.08168,3.27744
0.032,6.074963,0.000000,0,0,1.379212,6.005496,14.562080,6.032678,10.632899,0.000000,0,0,16.533978,4.680008,6.753521,11.098439,0.00029,0.11096,3.27699
0.033,6.079000,0.000000,0,0,1.522889,6.006894,14.551541,6.029763,10.647586,0.000000,0,0,16.543369,4.679535,6.751744,11.087692,0.00000,0.10043,3.27674
0.034,6.083237,0.000000,0,0,1.665014,6.008692,14.541118,6.026919,10.661995,0.000000,0,0,16.552771,4.679238,6.749924,11.076645,0.00000,0.09717,3.27697
0.035,6.087611,0.000000,0,0,1.807138,6.010490,14.530694,6.024076,10.676404,0.000000,0,0,16.562172,4.678941,6.748103,11.065598,0.00016,0.11451,3.27723
0.036,6.092185,0.000000,0,0,1.949263,6.012289,14.520271,6.021232,10.690813,0.000000,0,0,16.571573,4.678644,6.746282,11.054551,0.00015,0.11784,3.27753
0.037,6.096886,0.000000,0,0,2.081900,6.014278,14.509831,6.018495,10.704972,0.000000,0,0,16.580778,4.678576,6.744462,11.043502,-0.00014,0.08865,3.27750
0.038,6.101775,0.000000,0,0,2.194920,6.016663,14.499358,6.015977,10.718613,0.000000,0,0,16.589575,4.678981,6.742645,11.032445,0.00001,0.08992,3.27674
0.039,6.106773,0.000000,0,0,2.307940,6.019048,14.488885,6.013460,10.732254,0.000000,0,0,16.598373,4.679386,6.740828,11.021389,-0.00001,0.10734,3.27626
0.040,6.111935,0.000000,0,0,2.420961,6.021433,14.478413,6.010942,10.745894,0.000000,0,0,16.607170,4.679791,6.739011,11.010333,0.00001,0.10026,3.27642
0.041,6.117167,0.000000,0,0,2.521969,6.024088,14.467906,6.008475,10.759342,0.000000,0,0,16.615898,4.680439,6.737215,10.999214,0.00000,0.08585,3.27688
0.042,6.122503,0.000000,0,0,2.598141,6.027304,14.457332,6.006109,10.772389,0.000000,0,0,16.624477,4.681592,6.735462,10.987965,-0.00014,0.11749,3.27803
0.043,6.127855,0.000000,0,0,2.674313,6.030519,14.446756,6.003744,10.785437,0.000000,0,0,16.633059,4.682743,6.733710,10.976716,0.00028,0.10603,3.27854
0.044,6.133233,0.000000,0,0,2.750485,6.033734,14.436182,6.001378,10.798484,0.000000,0,0,16.641638,4.683895,6.731957,10.965466,0.00015,0.09818,3.27770
0.045,6.138573,0.000000,0,0,2.820043,6.036844,14.425603,5.999334,10.811373,0.000000,0,0,16.650013,4.685321,6.730218,10.954300,0.00015,0.09547,3.27720
0.046,6.143858,0.000000,0,0,2.875925,6.039733,14.415014,5.997956,10.823936,0.000000,0,0,16.657963,4.687314,6.728508,10.943305,0.00001,0.10844,3.27743
0.047,6.149053,0.000000,0,0,2.931807,6.042623,14.404427,5.996577,10.836499,0.000000,0,0,16.665913,4.689307,6.726798,10.932309,-0.00013,0.08439,3.27761
0.048,6.154112,0.000000,0,0,2.987689,6.045513,14.393838,5.995199,10.849062,0.000000,0,0,16.673862,4.691300,6.725087,10.921313,0.00001,0.07980,3.27769
0.049,6.159008,0.000000,0,0,3.043360,6.048303,14.383173,5.994226,10.861362,0.000000,0,0,16.681660,4.693521,6.723364,10.910460,0.00001,0.12362,3.27776
0.050,6.163667,0.000000,0,0,3.098596,6.050887,14.372349,5.994091,10.873119,0.000000,0,0,16.689146,4.696213,6.721612,10.899903,0.00001,0.11441,3.27784
0.051,6.168081,0.000000,0,0,3.153832,6.053471,14.361524,5.993956,10.884875,0.000000,0,0,16.696630,4.698906,6.719861,10.889345,-0.00013,0.09400,3.27775
0.052,6.172138,0.000000,0,0,3.209068,6.056055,14.350699,5.993821,10.896632,0.000000,0,0,16.704115,4.701598,6.718109,10.878788,0.00000,0.08635,3.27729
0.053,6.175882,0.000000,0,0,3.265450,6.058961,14.339818,5.994089,10.908274,0.000000,0,0,16.711365,4.704479,6.716434,10.868145,-0.00014,0.10250,3.27705
0.054,6.179168,0.000000,0,0,3.324200,6.062531,14.328817,5.995190,10.919677,0.000000,0,0,16.718128,4.707750,6.714920,10.857327,0.00013,0.08993,3.27728
0.055,6.182093,0.000000,0,0,3.382951,6.066102,14.317817,5.996290,10.931081,0.000000,0,0,16.724894,4.711020,6.713405,10.846508,0.00000,0.09310,3.27736
0.056,6.184491,0.000000,0,0,3.441701,6.069673,14.306816,5.997390,10.942484,0.000000,0,0,16.731657,4.714291,6.711890,10.835690,-0.00014,0.12109,3.27713
0.057,6.186496,0.000000,0,0,3.494564,6.073359,14.295918,5.998881,10.953626,0.000000,0,0,16.737843,4.717883,6.710413,10.824879,0.00016,0.10630,3.27683
0.058,6.187925,0.000000,0,0,3.535254,6.077285,14.285236,6.001179,10.964227,0.000000,0,0,16.742834,4.722140,6.709016,10.814080,-0.00014,0.08944,3.27638
0.059,6.188938,0.000000,0,0,3.575944,6.081211,14.274553,6.003478,10.974828,0.000000,0,0,16.747826,4.726397,6.707618,10.803282,0.00014,0.09251,3.27625
0.060,6.189341,0.000000,0,0,3.616634,6.085137,14.263871,6.005776,10.985430,0.000000,0,0,16.752815,4.730653,6.706221,10.792483,-0.00013,0.10972,3.27687
0.061,6.189315,0.000000,0,0,3.638457,6.088971,14.253119,6.008428,10.995841,0.000000,0,0,16.757271,4.735294,6.704882,10.781661,0.00000,0.08516,3.27733
0.062,6.188659,0.000000,0,0,3.621274,6.092616,14.242225,6.011810,11.005859,0.000000,0,0,16.760618,4.740730,6.703665,10.770788,0.00015,0.08714,3.27748
0.063,6.187573,0.000000,0,0,3.604090,6.096261,14.231330,6.015192,11.015878,0.000000,0,0,16.763966,4.746166,6.702447,10.759916,0.00014,0.11244,3.27759
0.064,6.185860,0.000000,0,0,3.586907,6.099905,14.220436,6.018574,11.025896,0.000000,0,0,16.767313,4.751602,6.701230,10.749044,0.00001,0.11380,3.27759
0.065,6.183736,0.000000,0,0,3.538123,6.103646,14.209570,6.022251,11.035961,0.000000,0,0,16.770248,4.757164,6.700083,10.738220,0.00002,0.09641,3.27766
0.066,6.181013,0.000000,0,0,3.424008,6.107584,14.198764,6.026540,11.046122,0.000000,0,0,16.772333,4.762990,6.699081,10.727496,-0.00014,0.10691,3.27789
0.067,6.177910,0.000000,0,0,3.309892,6.111523,14.187958,6.030829,11.056282,0.000000,0,0,16.774418,4.768816,6.698080,10.716772,0.00027,0.10529,3.27790
0.068,6.174252,0.000000,0,0,3.195776,6.115461,14.177151,6.035119,11.066442,0.000000,0,0,16.776503,4.774642,6.697079,10.706047,0.00028,0.08795,3.27744
0.069,6.170245,0.000000,0,0,3.046474,6.119229,14.166368,6.039427,11.076432,0.000000,0,0,16.778105,4.780429,6.696090,10.695305,0.00002,0.07774,3.27696
0.070,6.165731,0.000000,0,0,2.824425,6.122643,14.155637,6.043776,11.086070,0.000000,0,0,16.778709,4.786137,6.695125,10.684525,0.00015,0.10981,3.27643
0.071,6.160908,0.000000,0,0,2.602375,6.126058,14.144904,6.048124,11.095708,1.293889,0,1,16.779314,4.791845,6.694161,10.673746,-0.00014,0.11896,3.27623
0.072,6.155633,0.000000,0,0,2.380326,6.129472,14.134172,6.052473,11.105346,4.480807,1,0,16.779919,4.797553,6.693196,10.662967,0.00028,0.09668,3.27676
0.073,6.150089,0.000000,0,0,2.128962,6.132393,14.123403,6.056914,11.114820,6.374561,1,0,16.779825,4.803204,6.692255,10.652109,0.00014,0.09001,3.27718
0.074,6.144151,0.000000,0,0,1.816991,6.134296,14.112556,6.061546,11.123956,6.376347,1,0,16.778294,4.808736,6.691359,10.641089,0.00015,0.10106,3.27733
0.075,6.137985,0.000000,0,0,1.505020,6.136200,14.101710,6.066178,11.133091,6.378195,1,0,16.776762,4.814268,6.690464,10.630070,0.00015,0.09094,3.27731
0.076,6.131485,0.000000,0,0,1.193049,6.138103,14.090864,6.070810,11.142227,6.380134,1,0,16.775230,4.819800,6.689568,10.619050,-0.00013,0.08604,3.27693
0.077,6.124811,0.000000,0,0,0.862568,6.139499,14.080036,6.075446,11.151329,6.382147,1,0,16.773300,4.825225,6.688864,10.608077,0.00001,0.11818,3.27689
0.078,6.117882,0.000000,0,0,0.493817,6.139845,14.069247,6.080088,11.160362,6.384268,1,0,16.770542,4.830429,6.688557,10.597199,-0.00002,0.11032,3.27758
0.079,6.110836,0.000000,0,0,0.125065,6.140191,14.058457,6.084730,11.169394,6.386425,1,0,16.767784,4.835632,6.688250,10.586322,-0.00002,0.08983,3.27778
0.080,6.103615,0.000000,0,0,-0.243687,6.140538,14.047668,6.089372,11.178428,6.388631,1,0,16.765026,4.840836,6.687943,10.575444,0.00042,0.08744,3.27694
0.081,6.096336,0.000000,0,0,-0.612750,6.140315,14.036907,6.093945,11.195092,6.390827,1,0,16.761745,4.846844,6.687698,10.564580,0.00014,0.11416,3.27632
0.082,6.088969,0.000000,0,0,-0.982458,6.138916,14.026202,6.098373,11.227534,6.393007,1,0,16.757385,4.854517,6.687580,10.553742,-0.00002,0.10619,3.27617
0.083,6.081614,0.000000,0,0,-1.352165,6.137517,14.015497,6.102801,11.259975,6.395169,1,0,16.753025,4.862189,6.687462,10.542906,-0.00013,0.08047,3.27633
0.084,6.074278,0.000000,0,0,-1.721873,6.136119,14.004792,6.107230,11.292418,6.397303,1,0,16.748665,4.869862,6.687345,10.532069,0.00000,0.10373,3.27717
0.085,6.067029,0.000000,0,0,-2.070463,6.134223,13.994223,6.111768,11.317304,6.399429,1,0,16.743723,4.876591,6.687123,10.521097,0.00000,0.10438,3.27776
0.086,6.059910,0.000000,0,0,-2.375393,6.131298,13.983932,6.116533,11.326569,6.401544,1,0,16.737581,4.881372,6.686688,10.509846,0.00015,0.09983,3.27784
0.087,6.052938,0.000000,0,0,-2.680323,6.128373,13.973642,6.121298,11.335835,6.403696,1,0,16.731440,4.886152,6.686253,10.498593,0.00001,0.09525,3.27768
0.088,6.046180,0.000000,0,0,-2.985253,6.125449,13.963352,6.126063,11.345099,6.405904,1,0,16.725296,4.890933,6.685817,10.487342,-0.00013,0.12094,3.27699
0.089,6.039613,0.000000,0,0,-3.258858,6.122134,13.953180,6.130860,11.354088,6.408185,1,0,16.718674,4.895645,6.685515,10.475986,-0.00013,0.09284,3.27650
0.090,6.033324,0.000000,0,0,-3.467700,6.118013,13.943255,6.135720,11.362506,6.410575,1,0,16.711058,4.900216,6.685491,10.464411,0.00017,0.07924,3.27642
0.091,6.027270,0.000000,0,0,-3.676543,6.113893,13.933331,6.140580,11.370923,6.412986,1,0,16.703442,4.904787,6.685467,10.452837,-0.00015,0.10420,3.27634
0.092,6.021560,0.000000,0,0,-3.885385,6.109772,13.923406,6.145440,11.379341,6.415428,1,0,16.695824,4.909358,6.685442,10.441263,0.00000,0.10927,3.27627
0.093,6.016129,0.000000,0,0,-4.046927,6.105352,13.913441,6.150277,11.387610,6.417829,1,0,16.687796,4.913929,6.685358,10.429990,0.00000,0.10445,3.27641
0.094,6.011107,0.000000,0,0,-4.110677,6.100316,13.903394,6.155064,11.395572,6.420167,1,0,16.678913,4.918500,6.685150,10.419339,0.00028,0.11680,3.27702
0.095,6.006400,0.000000,0,0,-4.174427,6.095279,13.893346,6.159851,11.403533,6.422469,1,0,16.670031,4.923071,6.684941,10.408689,0.00027,0.11711,3.27744
0.096,6.002152,0.000000,0,0,-4.238176,6.090242,13.883298,6.164638,11.411494,6.424716,1,0,16.661148,4.927643,6.684732,10.398038,0.00014,0.08854,3.27744
0.097,5.998240,0.000000,0,0,-4.254581,6.085339,13.873380,6.169296,11.419873,6.426946,1,0,16.651939,4.932236,6.684588,10.387370,0.00015,0.09473,3.27731
0.098,5.994817,0.000000,0,0,-4.173105,6.080710,13.863729,6.173688,11.429113,6.429151,1,0,16.642059,4.936873,6.684576,10.376667,0.00028,0.11005,3.27693
0.099,5.991750,0.000000,0,0,-4.091628,6.076082,13.854076,6.178080,11.438354,6.431344,1,0,16.632179,4.941511,6.684564,10.365964,0.00001,0.10191,3.27665
0.100,5.989203,0.000000,0,0,-4.010150,6.071454,13.844425,6.182471,11.447594,6.433521,1,0,16.622299,4.946148,6.684552,10.355260,0.00015,0.08930,3.27657
0.101,5.987035,0.000000,0,0,-3.890568,6.066920,13.834943,6.186833,11.457349,6.435685,1,0,16.612148,4.951009,6.684509,10.344568,0.00013,0.12017,3.27659
0.102,5.985421,0.000000,0,0,-3.692201,6.062584,13.825809,6.191134,11.468167,6.437829,1,0,16.601437,4.956329,6.684402,10.333898,0.00001,0.09685,3.27682
0.103,5.984204,0.000000,0,0,-3.493834,6.058248,13.816676,6.195435,11.478986,6.439937,1,0,16.590723,4.961650,6.684296,10.323228,0.00016,0.09169,3.27707
0.104,5.983566,0.000000,0,0,-3.295467,6.053911,13.807543,6.199736,11.489804,6.441994,1,0,16.580011,4.966970,6.684189,10.312557,0.00014,0.09659,3.27738
0.105,5.983329,0.000000,0,0,-3.076633,6.050160,13.798588,6.203699,11.501537,6.443990,1,0,16.569130,4.972601,6.684218,10.301925,-0.00001,0.11195,3.27742
0.106,5.983678,0.000000,0,0,-2.815483,6.047621,13.790003,6.206965,11.515162,6.445894,1,0,16.557899,4.978872,6.684528,10.291369,0.00014,0.09047,3.27689
0.107,5.984420,0.000000,0,0,-2.554332,6.045082,13.781418,6.210232,11.528787,6.447711,1,0,16.546669,4.985144,6.684838,10.280813,0.00013,0.09185,3.27671
0.108,5.985738,0.000000,0,0,-2.293182,6.042542,13.772833,6.213499,11.542412,6.449400,1,0,16.535439,4.991416,6.685149,10.270258,0.00015,0.11536,3.27732
0.109,5.987442,0.000000,0,0,-2.035700,6.040408,13.764233,6.216401,11.556748,6.450984,1,0,16.523874,4.997756,6.685507,10.259602,-0.00027,0.10226,3.27757
0.110,5.989711,0.000000,0,0,-1.785800,6.039113,13.755603,6.218551,11.572556,6.452414,1,0,16.511616,5.004239,6.685967,10.248736,-0.00015,0.09188,3.27704
0.111,5.992362,0.000000,0,0,-1.535900,6.037817,13.746972,6.220700,11.588365,6.453750,1,0,16.499357,5.010721,6.686426,10.237871,-0.00014,0.11505,3.27662
0.112,5.995573,0.000000,0,0,-1.286000,6.036522,13.738342,6.222850,11.604173,6.454948,1,0,16.487101,5.017203,6.686886,10.227006,0.00001,0.09586,3.27647
0.113,5.999160,0.000000,0,0,-1.049405,6.035509,13.729759,6.224758,11.620439,6.456063,1,0,16.474701,5.023694,6.687282,10.216228,0.00001,0.08574,3.27651
0.114,6.003296,0.000000,0,0,-0.840320,6.035079,13.721272,6.226166,11.637650,6.457055,1,0,16.462008,5.030200,6.687548,10.205632,-0.00013,0.11470,3.27697
0.115,6.007785,0.000000,0,0,-0.631234,6.034650,13.712787,6.227574,11.654862,6.457931,1,0,16.449316,5.036705,6.687814,10.195036,0.00030,0.11474,3.27721
0.116,6.012791,0.000000,0,0,-0.422148,6.034221,13.704300,6.228982,11.672074,6.458635,1,0,16.436625,5.043211,6.688079,10.184440,0.00001,0.09354,3.27698
0.117,6.018109,0.000000,0,0,-0.235918,6.034016,13.695115,6.230073,11.689550,6.459204,1,0,16.423998,5.049583,6.688328,10.173946,0.00013,0.07693,3.27690
0.118,6.023886,0.000000,0,0,-0.096940,6.034274,13.684488,6.230511,11.707574,6.459573,1,0,16.411507,5.055680,6.688542,10.163667,0.00000,0.10560,3.27713
0.119,6.029927,0.000000,0,0,0.042039,6.034533,13.673862,6.230947,11.725597,6.459909,1,0,16.399014,5.061776,6.688756,10.153387,0.00015,0.09166,3.27721
0.120,6.036356,0.000000,0,0,0.181017,6.034791,13.663235,6.231385,11.743621,6.460196,1,0,16.386522,5.067872,6.688970,10.143107,0.00015,0.09437,3.27698
0.121,6.043005,0.000000,0,0,0.310575,6.035181,13.652477,6.231842,11.761819,6.460548,1,0,16.374031,5.073820,6.689229,10.132984,-0.00002,0.12168,3.27685
0.122,6.049979,0.000000,0,0,0.420657,6.035843,13.641452,6.232338,11.780378,6.460994,1,0,16.361542,5.079460,6.689581,10.123183,-0.00015,0.10837,3.27693
0.123,6.057126,0.000000,0,0,0.530739,6.036505,13.630427,6.232836,11.798937,6.461425,1,0,16.349052,5.085101,6.689933,10.113382,0.00015,0.08651,3.27705
0.124,6.064528,0.000000,0,0,0.640822,6.037167,13.619402,6.233333,11.817496,6.461832,1,0,16.336563,5.090741,6.690285,10.103582,0.00029,0.08907,3.27728
0.125,6.072043,0.000000,0,0,0.749328,6.037921,13.608415,6.233704,11.835756,6.462130,1,0,16.323923,5.096060,6.690552,10.093670,0.00014,0.10603,3.27739
0.126,6.079726,0.000000,0,0,0.854575,6.038865,13.597505,6.233813,11.853400,6.462270,1,0,16.310972,5.100713,6.690640,10.083529,0.00014,0.09381,3.27723
0.127,6.087470,0.000000,0,0,0.959822,6.039810,13.586596,6.233922,11.871044,6.462379,1,0,16.298019,5.105366,6.690729,10.073387,-0.00001,0.09275,3.27701
0.128,6.095303,0.000000,0,0,1.065068,6.040754,13.575686,6.234032,11.888687,6.462442,1,0,16.285069,5.110019,6.690817,10.063245,0.00001,0.11632,3.27663
0.129,6.103171,0.000000,0,0,1.181321,6.041651,13.564910,6.234232,11.905972,6.462566,1,0,16.272146,5.114902,6.690882,10.053154,0.00013,0.11396,3.27642
0.130,6.111092,0.000000,0,0,1.320326,6.042452,13.554412,6.234619,11.922510,6.462778,1,0,16.259287,5.120259,6.690899,10.043167,-0.00014,0.08527,3.27657
0.131,6.119030,0.000000,0,0,1.459332,6.043252,13.543914,6.235006,11.939050,6.462982,1,0,16.246428,5.125616,6.690916,10.033180,0.00014,0.09301,3.27679
0.132,6.126992,0.000000,0,0,1.598337,6.044053,13.533416,6.235393,11.955588,6.463176,1,0,16.233566,5.130973,6.690932,10.023193,0.00000,0.10636,3.27717
0.133,6.134942,0.000000,0,0,1.747371,6.045268,13.522990,6.235723,11.971617,6.463276,1,0,16.220795,5.136230,6.690786,10.013271,0.00015,0.09695,3.27741
0.134,6.142872,0.000000,0,0,1.917137,6.047341,13.512715,6.235933,11.986588,6.463238,1,0,16.208200,5.141281,6.690302,10.003482,0.00029,0.08009,3.27733
0.135,6.150770,0.000000,0,0,2.086904,6.049414,13.502441,6.236143,12.001558,6.463125,1,0,16.195608,5.146332,6.689819,9.993692,-0.00013,0.11142,3.27723
0.136,6.158618,0.000000,0,0,2.256670,6.051486,13.492167,6.236353,12.016529,6.462905,1,0,16.183016,5.151382,6.689335,9.983903,0.00028,0.11508,3.27708
0.137,6.166434,0.000000,0,0,2.436125,6.053754,13.482012,6.236596,12.030961,6.462652,1,0,16.170498,5.156614,6.688681,9.974161,0.00014,0.09962,3.27700
0.138,6.174202,0.000000,0,0,2.635609,6.056424,13.472102,6.236907,12.044282,6.462350,1,0,16.158136,5.162220,6.687671,9.964515,0.00014,0.09261,3.27708
0.139,6.181946,0.000000,0,0,2.835093,6.059093,13.462193,6.237216,12.057603,6.462012,1,0,16.145773,5.167825,6.686661,9.954868,-0.00014,0.10286,3.27706
0.140,6.189655,0.000000,0,0,3.034578,6.061763,13.452284,6.237527,12.070924,6.461621,1,0,16.133411,5.173430,6.685652,9.945222,-0.00014,0.08802,3.27683
0.141,6.197337,0.000000,0,0,3.230938,6.064799,13.442526,6.237861,12.076003,6.461195,1,0,16.120977,5.178126,6.684558,9.935685,-0.00015,0.08549,3.27670
0.142,6.204981,0.000000,0,0,3.420841,6.068594,13.433079,6.238245,12.064045,6.460714,1,0,16.108398,5.180942,6.683290,9.926378,0.00014,0.11759,3.27677
0.143,6.212597,0.000000,0,0,3.610744,6.072388,13.423633,6.238629,12.052087,6.460262,1,0,16.095818,5.183758,6.682023,9.917070,0.00000,0.11076,3.27685
0.144,6.220171,0.000000,0,0,3.800647,6.076183,13.414186,6.239014,12.040128,6.459854,1,0,16.083239,5.186574,6.680756,9.907763,0.00000,0.08889,3.27693
0.145,6.227719,0.000000,0,0,3.979581,6.080074,13.405189,6.239433,12.035091,6.459532,1,0,16.070700,5.190417,6.679630,9.898623,0.00028,0.08870,3.27691
0.146,6.235229,0.000000,0,0,4.135837,6.084166,13.397120,6.239924,12.044364,6.459336,1,0,16.058241,5.196383,6.678798,9.889829,0.00001,0.11654,3.27668
0.147,6.242708,0.000000,0,0,4.292093,6.088257,13.389051,6.240417,12.053638,6.459159,1,0,16.045784,5.202349,6.677965,9.881035,0.00031,0.10671,3.27650
0.148,6.250142,0.000000,0,0,4.448349,6.092348,13.380983,6.240908,12.062910,6.459011,1,0,16.033325,5.208314,6.677133,9.872241,0.00028,0.07668,3.27642
0.149,6.257531,0.000000,0,0,4.588592,6.096901,13.386445,6.241309,12.071836,6.458814,1,0,16.020994,5.214321,6.676364,9.863538,0.00014,0.09459,3.27639
0.150,6.264854,0.000000,0,0,4.695726,6.102408,13.419877,6.241520,12.080040,6.458546,1,0,16.008921,5.220410,6.675728,9.855021,0.00013,0.10657,3.27647
0.151,6.272128,0.000000,0,0,4.802860,6.107915,13.453310,6.241732,12.088244,6.458320,1,0,15.996848,5.226500,6.675092,9.846504,0.00028,0.10307,3.27657
0.152,6.279331,0.000000,0,0,4.909995,6.113422,13.486743,6.241944,12.096449,6.458155,1,0,15.984775,5.232590,6.674457,9.837987,0.00015,0.09813,3.27672
0.153,6.286487,0.000000,0,0,4.998245,6.118783,13.510769,6.242226,12.104632,6.458136,1,0,15.972866,5.238637,6.674118,9.829513,-0.00029,0.11933,3.27685
0.154,6.293577,0.000000,0,0,5.047454,6.123843,13.515347,6.242654,12.112774,6.458333,1,0,15.961296,5.244596,6.674392,9.821125,0.00000,0.11226,3.27693
0.155,6.300605,0.000000,0,0,5.096663,6.128903,13.519927,6.243083,12.120916,6.458646,1,0,15.949725,5.250555,6.674666,9.812738,-0.00001,0.08672,3.27703
0.156,6.307545,0.000000,0,0,5.145871,6.133963,13.524506,6.243511,12.129058,6.459129,1,0,15.938155,5.256514,6.674940,9.804351,0.00014,0.08712,3.27718
0.157,6.314395,0.000000,0,0,5.176729,6.139157,13.530825,6.244013,12.136526,6.459667,1,0,15.926730,5.262259,6.675335,9.796152,0.00014,0.10696,3.27728
