"Time","59 lHL swoff","58 lHL swon","57 rHL swoff","56 rHL swon","55 lFL swoff","54 lFL swon","53 rFL swoff","52 rFL swon","v1 xCoM","37a CoMy (cm)","v2 R COP","66 RDS cle","64 Rmark cle","34 FRx (cm)","29 HRx (cm)","v3 L COP","67 LDS cle","33 FLy (cm)","65 Lmark cle","32 FLx (cm)","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch","63 Ramp down","62 Ramp up","61 right DS","60 left DS","51 CoM peak","50 sinus","49 st rmp dw","48 sw rmp dw","47 st rmp up","46 sw rmp up","45 sw offset","44 sw onset","43 Ramp down","42 Ramp up","41 MTP (deg)","40 Ankle (de","39 Knee (deg","38 Hip (deg)","37 CoMy (cm)","36 CoMx (cm)","35 FRy (cm)","31 Keyboard","26 FLty (cm)","25 FLtx (cm)","24 toey (cm)","23 toex (cm)","22 MTPy (cm)","21 MTPx (cm)","20 anky (cm)","19 ankx (cm)","18 Knee y","17 Knee x","16 Hipy (cm)","15 Hipx (cm)","14 Cry (cm)","13 Crx (cm)","12 Synch","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM"
0.000,0,0,0,0,0,0,0,0,5.611701,0.267572,0.000000,0,0,12.141348,8.523570,0.000000,0,6.160977,0,14.791513,3.798273,6.442876,8.681613,-1.47808,0.12866,3.27684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.762558,41.616432,86.442795,85.839348,5.599267,11.560855,4.830923,0,8.615753,11.865674,8.684391,8.851899,8.905983,8.334639,9.749051,7.595658,9.416802,9.093156,10.691919,9.240400,10.564628,10.062049,0,-0.01650,0.00108,-0.01594,-0.01434,0.00803,-0.01192,0.01518,0.00399
0.001,0,0,0,0,0,0,0,0,5.610782,0.238445,0.000000,0,0,12.129997,8.565381,0.000000,0,6.157994,0,14.802328,3.800466,6.443413,8.671782,-1.48046,0.10714,3.27737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.815094,43.811249,87.328072,85.409134,5.599717,11.567962,4.831172,0,8.614804,11.858593,8.684850,8.817497,8.943282,8.306981,9.658495,7.684144,9.420121,9.133102,10.698979,9.245396,10.569307,10.070889,0,-0.01992,0.00404,-0.02544,-0.01275,0.00969,-0.01289,0.00131,-0.00683
0.002,0,0,0,0,0,0,0,0,5.609899,0.209318,0.000000,0,0,12.118647,8.607192,0.000000,0,6.155012,0,14.813143,3.802660,6.443950,8.661949,-1.47919,0.09314,3.27692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.867645,46.006069,88.213341,84.978920,5.600167,11.575068,4.831421,0,8.613856,11.851512,8.685308,8.783095,8.980582,8.279325,9.567939,7.772630,9.423439,9.173050,10.706038,9.250391,10.573988,10.079730,0,-0.01694,0.00594,-0.01895,-0.01519,0.00945,-0.01297,-0.00536,-0.00859
0.003,0,0,0,0,0,0,0,0,5.608945,0.181055,0.000000,0,0,12.107335,8.649654,0.000000,0,6.152014,0,14.823630,3.805211,6.444436,8.652168,-1.47855,0.12119,3.27651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.792633,47.878460,88.943428,84.630562,5.600544,11.582309,4.831613,0,8.613646,11.843978,8.692755,8.739706,9.018423,8.249021,9.494518,7.846015,9.427219,9.206934,10.712953,9.256574,10.579096,10.089163,0,-0.01795,0.00087,-0.02346,-0.01377,0.00781,-0.01350,0.01312,0.00872
0.004,0,0,0,0,0,0,0,0,5.607745,0.158013,0.000000,0,0,12.096263,8.696054,0.000000,0,6.148927,0,14.832136,3.809924,6.444612,8.642690,-1.47951,0.10707,3.27643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.946945,47.802639,88.735847,84.776794,5.600476,11.590355,4.831455,0,8.617887,11.833700,8.742427,8.642018,9.059529,8.202722,9.524631,7.828161,9.433791,9.204186,10.718992,9.269929,10.586791,10.102175,0,-0.02800,0.00289,-0.02039,-0.01350,0.00909,-0.01295,0.00126,0.00175
0.005,0,0,0,0,0,0,0,0,5.606569,0.134971,0.000000,0,0,12.085191,8.742453,0.000000,0,6.145840,0,14.840642,3.814636,6.444788,8.633211,-1.47626,0.09668,3.27644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.101242,47.726818,88.528259,84.923027,5.600408,11.598402,4.831297,0,8.622129,11.823422,8.792100,8.544331,9.100636,8.156422,9.554743,7.810307,9.440363,9.201440,10.725032,9.283284,10.594485,10.115186,0,-0.02820,0.00291,-0.02281,-0.01509,0.00826,-0.01237,0.00760,0.00274
0.006,0,0,0,0,0,0,0,0,5.605480,0.111929,0.000000,0,0,12.074119,8.788852,0.000000,0,6.142753,0,14.849148,3.819349,6.444964,8.623733,-1.47981,0.11302,3.27697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.255554,47.650997,88.320679,85.069260,5.600340,11.606448,4.831139,0,8.626371,11.813145,8.841772,8.446643,9.141743,8.110123,9.584855,7.792452,9.446935,9.198692,10.731071,9.296639,10.602180,10.128198,0,-0.01733,0.00435,-0.01777,-0.01324,0.00817,-0.01080,0.00036,0.00200
0.007,0,0,0,0,0,0,0,0,5.604526,0.091094,0.000000,0,0,12.063109,8.835757,0.000000,0,6.139701,0,14.857265,3.824109,6.445159,8.614277,-1.47806,0.11219,3.27734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.098953,47.640408,88.030930,85.110016,5.600287,11.614440,4.830949,0,8.629665,11.803329,8.884595,8.367731,9.178317,8.073074,9.610164,7.779074,9.452993,9.199628,10.736920,9.309669,10.609486,10.140862,0,-0.01821,0.00336,-0.02208,-0.01387,0.01039,-0.01223,0.02193,0.00444
0.008,0,0,0,0,0,0,0,0,5.604035,0.083599,0.000000,0,0,12.052485,8.885726,0.000000,0,6.136861,0,14.863033,3.829156,6.445467,8.604964,-1.47957,0.10192,3.27666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.063812,48.023968,87.244728,84.513481,5.600325,11.622102,4.830565,0,8.627236,11.796314,8.886032,8.402271,9.187508,8.091929,9.606444,7.792742,9.455953,9.222811,10.741624,9.320736,10.614433,10.151426,0,-0.01672,0.00445,-0.01915,-0.01335,0.01102,-0.01168,0.00464,0.00540
0.009,0,0,0,0,0,0,0,0,5.603618,0.076104,0.000000,0,0,12.041860,8.935694,0.000000,0,6.134021,0,14.868801,3.834203,6.445775,8.595651,-1.47921,0.09799,3.27606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.028687,48.407528,86.458534,83.916954,5.600362,11.629765,4.830182,0,8.624806,11.789298,8.887468,8.436810,9.196697,8.110785,9.602724,7.806409,9.458912,9.245995,10.746327,9.331802,10.619382,10.161992,0,-0.01754,0.00559,-0.01340,-0.01419,0.00563,-0.01208,0.00710,0.00499
0.010,0,0,0,0,0,0,0,0,5.603459,0.068609,0.000000,0,0,12.031235,8.985662,0.000000,0,6.131181,0,14.874570,3.839251,6.446082,8.586338,-1.47858,0.11495,3.27606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.993546,48.791092,85.672333,83.320419,5.600399,11.637426,4.829798,0,8.622377,11.782282,8.888906,8.471351,9.205887,8.129640,9.599005,7.820076,9.461871,9.269177,10.751031,9.342869,10.624330,10.172557,0,-0.01871,0.00483,-0.02351,-0.01342,0.00877,-0.01210,0.00166,0.01152
0.011,0,0,0,0,0,0,0,0,5.603295,0.061882,0.000000,0,0,12.020654,9.035854,0.000000,0,6.128354,0,14.879844,3.844613,6.446336,8.576991,-1.47981,0.10751,3.27613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.389771,48.782505,84.912941,82.690781,5.600433,11.645092,4.829439,0,8.621013,11.775371,8.889566,8.504920,9.213402,8.148551,9.597550,7.836487,9.464567,9.293367,10.755536,9.353837,10.629476,10.183331,0,-0.01437,0.00421,-0.02260,-0.01397,0.00873,-0.01341,-0.01853,-0.01582
0.012,0,0,0,0,0,0,0,0,5.603113,0.059804,0.000000,0,0,12.010341,9.087402,0.000000,0,6.125608,0,14.882133,3.851880,6.446262,8.567441,-1.47927,0.07409,3.27667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.392303,46.404484,84.315552,81.861084,5.600445,11.652777,4.829223,0,8.626081,11.769094,8.885536,8.532622,9.210799,8.167809,9.609789,7.869473,9.465672,9.323640,10.758848,9.364214,10.635814,10.195369,0,-0.02849,0.00348,-0.01912,-0.01292,0.00880,-0.01180,0.02052,0.00341
0.013,0,0,0,0,1,0,0,0,5.602970,0.057725,0.000000,0,0,12.000028,9.138949,0.703587,0,6.122862,1,14.884423,3.859148,6.446188,8.557892,-1.47944,0.11139,3.27710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.394836,44.026459,83.718163,81.031395,5.600457,11.660460,4.829008,0,8.631151,11.762818,8.881505,8.560324,9.208197,8.187066,9.622027,7.902458,9.466777,9.353912,10.762160,9.374592,10.642152,10.207407,0,-0.01785,0.00433,-0.02361,-0.01388,0.00726,-0.01181,-0.01396,0.01181
0.014,0,0,0,0,0,0,0,0,5.602968,0.055646,0.000000,0,0,11.989715,9.190497,3.844602,1,6.120116,0,14.886714,3.866415,6.446115,8.548342,-1.47817,0.11171,3.27687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,172.397369,41.648434,83.120773,80.201698,5.600469,11.668145,4.828793,0,8.636220,11.756542,8.877475,8.588026,9.205594,8.206324,9.634266,7.935443,9.467881,9.384185,10.765472,9.384969,10.648490,10.219445,0,-0.01500,0.00421,-0.01683,-0.01396,0.00849,-0.01224,0.00482,-0.00307
0.015,0,0,0,0,0,0,0,0,5.603070,0.055693,0.000000,0,0,11.979431,9.241987,6.281678,1,6.117373,0,14.888659,3.873911,6.445974,8.538718,-1.48028,0.07170,3.27671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174.116348,39.101162,82.605652,79.348946,5.600490,11.675954,4.828534,0,8.640623,11.748715,8.878008,8.623135,9.206412,8.233171,9.640669,7.967395,9.469261,9.415322,10.768351,9.395341,10.654270,10.231355,0,-0.01639,0.00345,-0.02231,-0.01339,0.00765,-0.01284,0.00005,-0.02395
0.016,0,0,0,0,0,0,0,0,5.603535,0.068585,0.000000,0,0,11.969321,9.293131,6.280107,1,6.114646,0,14.888517,3.882793,6.445425,8.528650,-1.48035,0.10519,3.27702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174.122025,35.531235,82.587631,78.356880,5.600571,11.684519,4.828015,0,8.640999,11.731525,8.906118,8.702994,9.227904,8.305879,9.611815,7.993103,9.472307,9.451686,10.768604,9.405686,10.656683,10.242482,0,-0.01862,0.00390,-0.02233,-0.01423,0.00737,-0.01275,-0.00220,0.01393
0.017,0,0,0,0,0,0,0,0,5.604090,0.081477,0.000000,0,0,11.959211,9.344275,6.278509,1,6.111920,0,14.888376,3.891675,6.444877,8.518582,-1.47941,0.10748,3.27726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174.127701,31.961311,82.569603,77.364815,5.600652,11.693083,4.827497,0,8.641375,11.714335,8.934228,8.782854,9.249395,8.378587,9.582962,8.018809,9.475352,9.488050,10.768858,9.416032,10.659096,10.253609,0,-0.01707,0.00349,-0.02007,-0.01423,0.00878,-0.01294,0.00152,0.00076
0.018,0,0,0,0,0,0,0,0,5.604954,0.094369,0.000000,0,0,11.949101,9.395419,6.276815,1,6.109194,0,14.888235,3.900557,6.444328,8.508514,-1.48082,0.07828,3.27711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174.133377,28.391386,82.551575,76.372749,5.600733,11.701648,4.826978,0,8.641750,11.697145,8.962337,8.862714,9.270887,8.451295,9.554109,8.044517,9.478397,9.524415,10.769113,9.426377,10.661509,10.264736,0,-0.01865,0.00547,-0.01988,-0.01384,0.00814,-0.01390,-0.00734,-0.00408
0.019,0,0,0,0,0,0,0,0,5.605878,0.109017,0.000000,0,0,11.939004,9.446277,6.275095,1,6.106495,0,14.887449,3.909601,6.443709,8.498445,-1.47957,0.11203,3.27696,0,0,0,1,0,0,0,0,0,0,0,0,0,0,174.250107,25.321243,82.476562,75.368477,5.600820,11.710063,4.826456,0,8.643077,11.679606,8.987897,8.940081,9.288563,8.520714,9.527139,8.072903,9.481612,9.561213,10.769974,9.437954,10.664140,10.276256,0,-0.01873,0.00093,-0.02079,-0.01338,0.00929,-0.01265,0.04459,-0.00022
0.020,0,0,0,0,0,0,0,0,5.607010,0.134275,0.000000,0,0,11.928979,9.495402,6.273284,1,6.103962,0,14.882767,3.919621,6.442664,8.488366,-1.48084,0.10844,3.27680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175.037888,25.270914,82.057220,74.290497,5.600943,11.717576,4.825913,0,8.650152,11.659956,8.998048,9.002387,9.283181,8.570254,9.511552,8.117476,9.485853,9.600634,10.774509,9.456972,10.668091,10.290148,0,-0.01708,0.01023,-0.02425,-0.01293,0.00643,-0.01396,0.03809,-0.00015
