"0.01541","0.01198","0.017507","0.003455"
"0.01514","0.01243","0.016798","0.003301"
"0.01490","0.01279","0.016095","0.003117"
"0.01461","0.01310","0.015385","0.002942"
"0.01407","0.01343","0.014790","0.002833"
"0.01345","0.01377","0.014168","0.002757"
"0.01279","0.01399","0.013551","0.002688"
"0.01204","0.01411","0.012964","0.002656"
"0.01104","0.01435","0.012430","0.002722"
"0.00985","0.01455","0.011896","0.002846"
"0.00864","0.01473","0.011276","0.003002"
"0.00734","0.01491","0.010635","0.003183"
"0.00596","0.01504","0.009992","0.003407"
"0.00459","0.01505","0.009516","0.003625"
"0.00342","0.01478","0.009246","0.003845"
"0.00242","0.01432","0.009049","0.004067"
"0.00158","0.01406","0.008940","0.004263"
"0.00114","0.01379","0.008893","0.004347"
"0.00087","0.01352","0.008963","0.004381"
"0.00078","0.01320","0.008995","0.004373"
"0.00098","0.01280","0.009018","0.004313"
"0.00110","0.01250","0.009091","0.004267"
"0.00127","0.01218","0.009288","0.004220"
"0.00132","0.01197","0.009453","0.004213"
"0.00137","0.01180","0.009634","0.004234"
"0.00148","0.01161","0.009771","0.004241"
"0.00156","0.01147","0.010104","0.004260"
"0.00160","0.01134","0.010459","0.004315"
"0.00165","0.01127","0.010852","0.004397"
"0.00169","0.01111","0.011162","0.004488"
"0.00175","0.01094","0.011502","0.004569"
"0.00178","0.01079","0.011889","0.004631"
"0.00185","0.01059","0.012185","0.004667"
"0.00185","0.01042","0.012448","0.004701"
"0.00184","0.01024","0.012590","0.004712"
"0.00184","0.01009","0.012720","0.004744"
"0.00187","0.00989","0.012835","0.004773"
"0.00195","0.00961","0.012923","0.004788"
"0.00213","0.00934","0.012961","0.004792"
"0.00230","0.00910","0.012949","0.004818"
"0.00243","0.00889","0.013053","0.004861"
"0.00253","0.00875","0.013179","0.004890"
"0.00266","0.00861","0.013240","0.004930"
"0.00269","0.00854","0.013234","0.005040"
"0.00271","0.00845","0.013265","0.005143"
"0.00278","0.00829","0.013296","0.005239"
"0.00289","0.00810","0.013162","0.005299"
"0.00291","0.00794","0.012815","0.005414"
"0.00293","0.00776","0.012477","0.005528"
"0.00293","0.00767","0.012084","0.005639"
"0.00288","0.00764","0.011744","0.005726"
"0.00282","0.00764","0.011367","0.005839"
"0.00279","0.00764","0.011087","0.005941"
"0.00277","0.00763","0.010878","0.006049"
"0.00298","0.00757","0.010727","0.006137"
"0.00329","0.00746","0.010682","0.006202"
"0.00355","0.00738","0.010702","0.006272"
"0.00386","0.00732","0.010757","0.006317"
"0.00419","0.00718","0.010756","0.006388"
"0.00438","0.00709","0.010849","0.006485"
"0.00455","0.00700","0.011040","0.006570"
"0.00457","0.00695","0.011133","0.006757"
"0.00468","0.00684","0.011195","0.006927"
"0.00483","0.00665","0.011259","0.007092"
"0.00489","0.00662","0.011329","0.007245"
"0.00500","0.00660","0.011345","0.007404"
"0.00508","0.00659","0.011369","0.007533"
"0.00522","0.00649","0.011690","0.007652"
"0.00545","0.00639","0.012100","0.007676"
"0.00565","0.00632","0.012473","0.007736"
"0.00582","0.00624","0.012779","0.007769"
"0.00600","0.00611","0.013076","0.007780"
"0.00621","0.00599","0.013321","0.007779"
"0.00632","0.00604","0.013335","0.007801"
"0.00636","0.00610","0.013252","0.007817"
"0.00616","0.00625","0.013131","0.007849"
"0.00585","0.00638","0.012998","0.007916"
"0.00558","0.00649","0.012833","0.007954"
"0.00525","0.00661","0.012648","0.007954"
"0.00484","0.00686","0.012504","0.007981"
"0.00447","0.00717","0.012282","0.007983"
"0.00424","0.00755","0.011942","0.007941"
"0.00420","0.00791","0.011596","0.007798"
"0.00399","0.00836","0.011267","0.007695"
"0.00377","0.00884","0.010978","0.007564"
"0.00359","0.00927","0.010619","0.007385"
"0.00344","0.00971","0.010287","0.007189"
"0.00321","0.01007","0.009936","0.006976"
"0.00292","0.01041","0.009419","0.006753"
"0.00267","0.01074","0.008850","0.006545"
"0.00251","0.01101","0.008289","0.006269"
"0.00240","0.01127","0.007791","0.006002"
"0.00246","0.01163","0.007309","0.005733"
"0.00262","0.01222","0.006871","0.005438"
"0.00293","0.01275","0.006606","0.005133"
"0.00355","0.01319","0.006453","0.004864"
"0.00426","0.01357","0.006306","0.004672"
"0.00504","0.01399","0.006169","0.004856"
"0.00594","0.01450","0.006005","0.005212"
"0.00689","0.01501","0.005843","0.005861"
"0.00805","0.01553","0.005677","0.006530"
"0.00900","0.01623","0.005531","0.007296"
"0.00979","0.01702","0.005434","0.008234"
"0.01013","0.01841","0.005331","0.009373"
"0.01050","0.01986","0.005229","0.010596"
"0.01101","0.02125","0.005136","0.012154"
"0.01160","0.02254","0.005061","0.014295"
"0.01232","0.02377","0.004990","0.016948"
"0.01335","0.02512","0.004909","0.019943"
"0.01495","0.02698","0.004803","0.023594"
"0.01719","0.02903","0.004696","0.027536"
"0.01947","0.03095","0.004572","0.031724"
"0.02166","0.03260","0.004460","0.036020"
"0.02399","0.03392","0.004361","0.040291"
"0.02537","0.03574","0.004257","0.044778"
"0.02705","0.03782","0.004166","0.049244"
"0.02868","0.04008","0.004062","0.053598"
"0.03034","0.04214","0.003970","0.057837"
"0.03174","0.04437","0.003876","0.061616"
"0.03294","0.04657","0.003811","0.065238"
"0.03433","0.04855","0.003750","0.068640"
