"Time","3 Chan 3","2 Chan 2","1 Chan 1"
0.729,0.019206,0.002150,0.042510
0.730,0.019591,0.001996,0.041165
0.731,0.019982,0.001913,0.039910
0.732,0.020689,0.001925,0.038507
0.733,0.021703,0.002109,0.037423
0.734,0.023172,0.002327,0.035825
0.735,0.024658,0.002607,0.034594
0.736,0.026064,0.002894,0.033489
0.737,0.027527,0.003182,0.032436
0.738,0.029189,0.003415,0.031430
0.739,0.030782,0.003657,0.030650
0.740,0.032259,0.003864,0.029985
0.741,0.033541,0.004036,0.028980
0.742,0.034472,0.004219,0.027954
0.743,0.035340,0.004278,0.026623
0.744,0.035976,0.004266,0.025991
0.745,0.036523,0.004089,0.026014
0.746,0.036977,0.003831,0.026515
0.747,0.037018,0.003554,0.026715
0.748,0.036627,0.003229,0.026266
0.749,0.036351,0.002843,0.025664
0.750,0.036239,0.002406,0.025035
0.751,0.036207,0.002009,0.024416
0.752,0.036099,0.001639,0.023872
0.753,0.035713,0.001340,0.023265
0.754,0.035472,0.001049,0.022491
0.755,0.035319,0.000794,0.021523
0.756,0.035417,0.000550,0.020017
0.757,0.035980,0.000301,0.018565
0.758,0.036586,0.000152,0.017676
0.759,0.036926,0.000042,0.016831
0.760,0.036977,0.000017,0.015886
0.761,0.037013,0.000017,0.014625
0.762,0.037042,0.000017,0.013856
0.763,0.037375,0.000001,0.013329
0.764,0.037377,0.000000,0.012954
0.765,0.037140,0.000000,0.012835
0.766,0.036828,0.000000,0.013244
0.767,0.036536,0.000000,0.013549
0.768,0.036527,0.000000,0.013878
0.769,0.036766,0.000000,0.014329
0.770,0.037280,0.000026,0.014883
0.771,0.038208,0.000026,0.015970
0.772,0.039437,0.000026,0.016732
0.773,0.040360,0.000026,0.017356
0.774,0.041421,0.000055,0.017938
0.775,0.042803,0.000086,0.018259
0.776,0.044126,0.000170,0.018098
0.777,0.045570,0.000269,0.017578
0.778,0.046493,0.000442,0.016915
0.779,0.047393,0.000539,0.016138
0.780,0.048272,0.000636,0.015121
0.781,0.048674,0.000771,0.013543
0.782,0.048655,0.001008,0.011952
0.783,0.048433,0.001256,0.010345
0.784,0.048027,0.001487,0.008701
0.785,0.047247,0.001712,0.007147
0.786,0.045864,0.001973,0.005654
0.787,0.043715,0.002255,0.004681
0.788,0.041903,0.002490,0.003846
0.789,0.040005,0.002719,0.003021
0.790,0.037872,0.002914,0.002440
0.791,0.035777,0.003043,0.002451
0.792,0.033744,0.003097,0.002536
0.793,0.032051,0.003083,0.002628
0.794,0.030226,0.003159,0.002809
0.795,0.028382,0.003285,0.002983
0.796,0.026809,0.003443,0.003067
0.797,0.025614,0.003501,0.003119
0.798,0.024516,0.003559,0.003118
0.799,0.023338,0.003802,0.003068
0.800,0.022362,0.004299,0.002970
0.801,0.021588,0.004852,0.002865
0.802,0.021219,0.005246,0.002760
0.803,0.020649,0.005484,0.002679
0.804,0.020257,0.005733,0.002579
0.805,0.019841,0.005986,0.002473
0.806,0.019412,0.006266,0.002344
0.807,0.018953,0.006643,0.002213
0.808,0.018628,0.007108,0.002090
0.809,0.018635,0.007627,0.001967
0.810,0.018878,0.008201,0.001804
0.811,0.019374,0.008781,0.001630
0.812,0.019976,0.009507,0.001416
0.813,0.020490,0.010356,0.001244
0.814,0.021002,0.011003,0.001110
0.815,0.021166,0.011174,0.001053
0.816,0.021299,0.011049,0.001074
0.817,0.021299,0.010984,0.001057
0.818,0.021406,0.011031,0.000991
0.819,0.021470,0.010960,0.000954
0.820,0.021642,0.010746,0.000977
0.821,0.021840,0.010439,0.001047
0.822,0.022013,0.010142,0.001112
0.823,0.022102,0.009732,0.001163
0.824,0.021885,0.009302,0.001222
0.825,0.021734,0.008829,0.001271
0.826,0.021519,0.008398,0.001342
0.827,0.021331,0.007867,0.001430
0.828,0.021099,0.007200,0.001521
0.829,0.020742,0.006456,0.001630
0.830,0.020546,0.005945,0.001704
0.831,0.020193,0.005659,0.001767
0.832,0.019927,0.005528,0.001812
0.833,0.019874,0.005523,0.001865
0.834,0.020018,0.005714,0.001858
0.835,0.020217,0.006269,0.001747
0.836,0.020228,0.006850,0.001640
0.837,0.020321,0.007265,0.001561
0.838,0.020503,0.007517,0.001538
0.839,0.020897,0.007635,0.001553
0.840,0.021003,0.007579,0.001620
0.841,0.020894,0.007470,0.001691
0.842,0.020755,0.007321,0.001771
0.843,0.020722,0.007187,0.001831
0.844,0.020943,0.007060,0.001862
0.845,0.021249,0.006914,0.001860
0.846,0.021340,0.006774,0.001829
0.847,0.021391,0.006569,0.001866
0.848,0.021197,0.006380,0.001908
0.849,0.021211,0.006034,0.002020
0.850,0.020974,0.005669,0.002132
0.851,0.020987,0.005431,0.002221
0.852,0.020665,0.005302,0.002281
0.853,0.020101,0.005429,0.002342
0.854,0.019363,0.005545,0.002397
0.855,0.018728,0.005775,0.002451
0.856,0.018522,0.005845,0.002486
0.857,0.018282,0.005873,0.002500
0.858,0.018091,0.005978,0.002524
0.859,0.017698,0.006260,0.002543
0.860,0.017574,0.006780,0.002590
0.861,0.017695,0.007353,0.002610
0.862,0.017752,0.007964,0.002628
0.863,0.017636,0.008235,0.002683
0.864,0.017195,0.008376,0.002722
0.865,0.016970,0.008356,0.002796
0.866,0.016684,0.008301,0.002915
0.867,0.016617,0.008315,0.003075
0.868,0.016860,0.008177,0.003230
0.869,0.017256,0.008096,0.003310
0.870,0.017747,0.007949,0.003307
0.871,0.017931,0.007887,0.003287
0.872,0.018257,0.007814,0.003301
0.873,0.018423,0.007636,0.003349
0.874,0.018879,0.007385,0.003392
0.875,0.019314,0.006857,0.003368
0.876,0.019952,0.006244,0.003327
0.877,0.020385,0.005579,0.003276
0.878,0.020532,0.005221,0.003236
0.879,0.020429,0.005205,0.003210
0.880,0.020384,0.005188,0.003172
0.881,0.020424,0.005131,0.003061
0.882,0.020662,0.004871,0.002884
0.883,0.020523,0.004706,0.002683
0.884,0.020625,0.004667,0.002471
0.885,0.020752,0.004894,0.002307
0.886,0.021340,0.005148,0.002169
0.887,0.021591,0.005699,0.002359
0.888,0.021631,0.006377,0.003384
0.889,0.020983,0.007628,0.005096
0.890,0.019994,0.009578,0.006810
0.891,0.018866,0.011661,0.008037
0.892,0.017662,0.014427,0.009192
0.893,0.017169,0.016683,0.010505
0.894,0.016460,0.018677,0.012000
0.895,0.015399,0.021323,0.014081
0.896,0.014453,0.023807,0.016319
0.897,0.013595,0.025852,0.017948
0.898,0.012990,0.027751,0.020428
0.899,0.012297,0.029580,0.024034
0.900,0.012026,0.031887,0.027517
0.901,0.011774,0.033704,0.030308
0.902,0.011546,0.035086,0.032755
0.903,0.011765,0.036277,0.034132
0.904,0.012380,0.036899,0.034777
0.905,0.012858,0.036485,0.035107
0.906,0.013377,0.035530,0.035998
0.907,0.014284,0.033792,0.037023
0.908,0.015195,0.032439,0.039351
0.909,0.016302,0.031248,0.041638
0.910,0.017852,0.029350,0.042560
0.911,0.019383,0.026975,0.043000
0.912,0.020485,0.024991,0.044595
0.913,0.021512,0.023093,0.045054
0.914,0.022021,0.021315,0.043767
0.915,0.022128,0.018838,0.042524
0.916,0.021873,0.016827,0.042068
0.917,0.021630,0.015217,0.041604
0.918,0.021086,0.013682,0.042081
0.919,0.020489,0.012157,0.042844
0.920,0.020347,0.011122,0.043444
0.921,0.020358,0.010525,0.043749
0.922,0.020350,0.010141,0.044115
0.923,0.020427,0.009840,0.042549
0.924,0.020847,0.009427,0.040687
0.925,0.021416,0.008923,0.039638
0.926,0.021727,0.008905,0.039217
0.927,0.021835,0.009024,0.038939
0.928,0.021920,0.009032,0.039064
0.929,0.022241,0.008965,0.039813
0.930,0.022394,0.009013,0.039976
0.931,0.022405,0.009114,0.040029
0.932,0.022572,0.008926,0.040355
0.933,0.022857,0.008690,0.039730
0.934,0.023235,0.008346,0.038794
0.935,0.023484,0.007698,0.038496
0.936,0.023544,0.006964,0.039027
0.937,0.023426,0.006163,0.039380
0.938,0.022793,0.005415,0.040475
0.939,0.022035,0.004747,0.041651
0.940,0.020907,0.004205,0.043047
0.941,0.019689,0.003870,0.043807
0.942,0.018794,0.003640,0.043135
0.943,0.018465,0.003408,0.042423
0.944,0.018652,0.003095,0.041334
0.945,0.019007,0.002683,0.041034
0.946,0.019536,0.002248,0.040544
0.947,0.019922,0.001870,0.040261
0.948,0.020347,0.001535,0.040038
0.949,0.020278,0.001362,0.040093
0.950,0.019992,0.001332,0.040175
0.951,0.019842,0.001376,0.039690
0.952,0.020123,0.001318,0.038901
0.953,0.020795,0.001233,0.037711
0.954,0.021373,0.001165,0.036533
0.955,0.022197,0.001044,0.035429
0.956,0.023081,0.000930,0.034333
0.957,0.023923,0.000818,0.033514
0.958,0.024228,0.000899,0.032640
0.959,0.024139,0.000975,0.032213
0.960,0.024104,0.001038,0.031499
0.961,0.024269,0.001035,0.030202
0.962,0.024923,0.000981,0.028285
0.963,0.025405,0.000937,0.026954
0.964,0.026377,0.000827,0.025242
0.965,0.027922,0.000747,0.023429
0.966,0.029640,0.000704,0.021623
0.967,0.030841,0.000793,0.020290
0.968,0.031883,0.000892,0.018775
0.969,0.033518,0.000903,0.016939
0.970,0.034760,0.001015,0.014731
0.971,0.036243,0.000957,0.012777
0.972,0.037685,0.000846,0.011232
0.973,0.039314,0.000697,0.009613
0.974,0.040797,0.000574,0.007984
0.975,0.043014,0.000468,0.006527
0.976,0.044943,0.000403,0.005874
0.977,0.046487,0.000403,0.005371
0.978,0.048059,0.000408,0.004447
0.979,0.049283,0.000408,0.003718
0.980,0.049791,0.000481,0.002977
0.981,0.049737,0.000633,0.002223
0.982,0.050024,0.000675,0.001334
0.983,0.049843,0.000774,0.000745
0.984,0.049364,0.000867,0.000504
0.985,0.049122,0.000956,0.000308
0.986,0.048379,0.001128,0.000214
0.987,0.047161,0.001394,0.000266
0.988,0.045808,0.001679,0.000397
0.989,0.044573,0.001948,0.000541
0.990,0.042061,0.002258,0.000763
0.991,0.040259,0.002432,0.000967
0.992,0.038572,0.002546,0.001170
0.993,0.036688,0.002714,0.001407
0.994,0.035077,0.002870,0.001603
0.995,0.033111,0.003138,0.001759
0.996,0.031385,0.003339,0.001848
0.997,0.029678,0.003764,0.001897
0.998,0.028570,0.004522,0.001879
0.999,0.027344,0.005442,0.001924
1.000,0.025891,0.006065,0.002057
1.001,0.024753,0.006362,0.002208
1.002,0.024608,0.006592,0.002218
1.003,0.024475,0.006816,0.002262
1.004,0.024667,0.007047,0.002251
1.005,0.024953,0.007103,0.002198
1.006,0.024732,0.007546,0.002019
1.007,0.024083,0.008190,0.001832
1.008,0.023650,0.008794,0.001607
1.009,0.023407,0.009101,0.001477
1.010,0.023825,0.009232,0.001389
1.011,0.024230,0.009697,0.001346
1.012,0.024382,0.010535,0.001297
1.013,0.024440,0.011160,0.001265
1.014,0.024355,0.011227,0.001176
1.015,0.024140,0.011017,0.001152
1.016,0.023905,0.010867,0.001153
1.017,0.023307,0.010713,0.001223
1.018,0.022708,0.010570,0.001189
1.019,0.021909,0.010455,0.001194
1.020,0.021800,0.010330,0.001155
1.021,0.021686,0.009953,0.001258
1.022,0.021913,0.009446,0.001345
1.023,0.022106,0.008930,0.001461
1.024,0.022147,0.008726,0.001510
1.025,0.022020,0.008634,0.001564
1.026,0.021726,0.008232,0.001641
1.027,0.021511,0.007192,0.001765
1.028,0.021226,0.005846,0.001904
1.029,0.020975,0.004970,0.002065
1.030,0.020921,0.004698,0.002127
1.031,0.021019,0.004919,0.002102
1.032,0.021121,0.005170,0.002057
1.033,0.021282,0.005427,0.002018
1.034,0.021276,0.005548,0.001966
1.035,0.020917,0.005698,0.001955
1.036,0.020554,0.005775,0.001927
1.037,0.020062,0.005767,0.001972
1.038,0.019617,0.005753,0.001973
1.039,0.019017,0.005838,0.002031
1.040,0.018574,0.005774,0.002059
1.041,0.018189,0.005662,0.002109
1.042,0.017838,0.005578,0.002177
1.043,0.017641,0.005623,0.002225
1.044,0.017620,0.005659,0.002237
1.045,0.017809,0.005574,0.002203
1.046,0.017886,0.005298,0.002195
1.047,0.017883,0.005227,0.002190
1.048,0.017836,0.005157,0.002238
1.049,0.017856,0.005188,0.002307
1.050,0.017796,0.005087,0.002402
1.051,0.017510,0.005107,0.002505
1.052,0.017339,0.005282,0.002534
1.053,0.017229,0.005416,0.002590
1.054,0.017123,0.005445,0.002612
1.055,0.016969,0.005482,0.002666
1.056,0.016913,0.005614,0.002666
1.057,0.016949,0.005808,0.002617
1.058,0.016990,0.006075,0.002599
1.059,0.017462,0.006207,0.002532
1.060,0.017963,0.006437,0.002492
1.061,0.018260,0.006610,0.002449
1.062,0.018091,0.006541,0.002540
1.063,0.017972,0.006293,0.002626
1.064,0.017884,0.006005,0.002700
1.065,0.018052,0.005942,0.002730
1.066,0.018512,0.005789,0.002713
1.067,0.019005,0.005581,0.002707
1.068,0.019412,0.005418,0.002648
1.069,0.020117,0.005431,0.002514
1.070,0.021108,0.005432,0.002375
1.071,0.021981,0.005371,0.002291
1.072,0.022306,0.005156,0.002343
1.073,0.022399,0.004862,0.002331
1.074,0.021984,0.004666,0.002668
1.075,0.021339,0.004455,0.003008
1.076,0.020794,0.004338,0.003379
1.077,0.020646,0.004434,0.003372
1.078,0.020409,0.004768,0.003317
1.079,0.020211,0.005164,0.003243
1.080,0.020015,0.005337,0.003137
1.081,0.019706,0.005664,0.003086
1.082,0.019564,0.006090,0.003067
1.083,0.019416,0.006531,0.003123
1.084,0.018993,0.006698,0.003273
1.085,0.018023,0.006820,0.003381
1.086,0.017080,0.006888,0.003496
1.087,0.016393,0.007365,0.004624
1.088,0.015737,0.008391,0.007232
1.089,0.014785,0.010199,0.011848
1.090,0.013889,0.013863,0.016278
1.091,0.012873,0.018935,0.021957
1.092,0.011941,0.025551,0.025742
1.093,0.011000,0.030701,0.030580
1.094,0.010029,0.036153,0.035022
1.095,0.008897,0.041909,0.037987
1.096,0.007725,0.047367,0.040832
1.097,0.006338,0.052195,0.043882
1.098,0.005052,0.056602,0.046799
1.099,0.003876,0.060793,0.049784
1.100,0.003144,0.066829,0.053377
1.101,0.002896,0.073635,0.056361
1.102,0.002919,0.079947,0.059370
1.103,0.003230,0.085113,0.061133
1.104,0.004440,0.088931,0.060459
1.105,0.005829,0.090317,0.059736
1.106,0.007411,0.089585,0.058345
1.107,0.009011,0.086911,0.059457
1.108,0.010629,0.085138,0.059575
1.109,0.012420,0.080978,0.059624
1.110,0.014100,0.075660,0.061565
1.111,0.015750,0.070336,0.062374
1.112,0.017529,0.065279,0.062866
1.113,0.019097,0.060661,0.063584
1.114,0.020775,0.056270,0.063918
1.115,0.022324,0.050135,0.062915
1.116,0.023545,0.043320,0.062360
1.117,0.024794,0.036739,0.061068
1.118,0.025512,0.030700,0.060442
1.119,0.025659,0.025156,0.059516
1.120,0.025748,0.020176,0.058837
1.121,0.025895,0.015869,0.057500
1.122,0.025953,0.011704,0.055754
1.123,0.025813,0.008074,0.054001
1.124,0.025427,0.006555,0.052687
1.125,0.025097,0.006136,0.051053
1.126,0.024712,0.005891,0.050278
1.127,0.024252,0.005934,0.049527
1.128,0.024118,0.006092,0.048304
1.129,0.024092,0.006375,0.046909
1.130,0.024212,0.006576,0.046185
1.131,0.024227,0.006643,0.046045
1.132,0.024193,0.006638,0.045946
1.133,0.024479,0.006647,0.045281
1.134,0.024781,0.006662,0.045243
1.135,0.025024,0.006691,0.045194
1.136,0.025285,0.006683,0.044343
1.137,0.025458,0.006574,0.043658
1.138,0.025476,0.006347,0.043849
1.139,0.025446,0.006029,0.044268
1.140,0.025519,0.005737,0.044309
1.141,0.025618,0.005505,0.044223
1.142,0.025669,0.005198,0.044106
1.143,0.025420,0.004760,0.044306
1.144,0.024931,0.004256,0.045004
1.145,0.024365,0.003798,0.045814
1.146,0.023946,0.003353,0.046090
1.147,0.023647,0.002983,0.045080
1.148,0.023261,0.002688,0.043513
1.149,0.023083,0.002421,0.041570
1.150,0.022934,0.002104,0.039584
1.151,0.022754,0.001824,0.038397
1.152,0.022992,0.001649,0.036691
1.153,0.023673,0.001498,0.034396
1.154,0.024405,0.001503,0.032600
1.155,0.025158,0.001548,0.031194
1.156,0.026309,0.001534,0.030213
1.157,0.027565,0.001454,0.029905
1.158,0.028869,0.001370,0.029853
1.159,0.030293,0.001283,0.029771
1.160,0.031553,0.001233,0.029533
1.161,0.032934,0.001208,0.029217
1.162,0.034432,0.001147,0.029237
1.163,0.036058,0.001017,0.028792
1.164,0.037596,0.000943,0.028250
1.165,0.039203,0.000886,0.027661
1.166,0.040770,0.000822,0.026530
1.167,0.041965,0.000779,0.025571
1.168,0.043159,0.000773,0.024290
1.169,0.044681,0.000665,0.022323
1.170,0.046058,0.000495,0.020278
1.171,0.046910,0.000338,0.018331
1.172,0.047959,0.000276,0.016180
1.173,0.048937,0.000195,0.013876
1.174,0.049443,0.000148,0.011598
1.175,0.050074,0.000077,0.009468
1.176,0.050629,0.000028,0.007562
1.177,0.050597,0.000000,0.006213
1.178,0.050410,0.000000,0.005612
1.179,0.050022,0.000000,0.005316
1.180,0.049663,0.000000,0.005046
1.181,0.048886,0.000036,0.005006
1.182,0.048040,0.000131,0.005182
1.183,0.046939,0.000248,0.005396
1.184,0.045404,0.000408,0.005609
1.185,0.043807,0.000598,0.005772
1.186,0.042707,0.000723,0.005904
1.187,0.041174,0.000883,0.005693
1.188,0.039584,0.001101,0.005440
1.189,0.038157,0.001320,0.005173
1.190,0.036631,0.001576,0.004892
1.191,0.034990,0.001806,0.004529
1.192,0.033967,0.001946,0.004090
1.193,0.033262,0.002029,0.003607
1.194,0.032240,0.002208,0.003116
1.195,0.031008,0.002417,0.002671
1.196,0.030187,0.002879,0.002561
1.197,0.029376,0.003825,0.002421
1.198,0.028704,0.004896,0.002234
1.199,0.028340,0.005914,0.002022
1.200,0.027894,0.006517,0.001913
1.201,0.026932,0.006942,0.001874
1.202,0.026021,0.007175,0.001823
1.203,0.025272,0.007365,0.001759
1.204,0.024833,0.007497,0.001682
1.205,0.024389,0.007653,0.001616
1.206,0.024032,0.008000,0.001528
1.207,0.023349,0.008458,0.001469
1.208,0.022439,0.009043,0.001434
1.209,0.021726,0.009305,0.001456
1.210,0.021034,0.009429,0.001519
1.211,0.020385,0.009212,0.001605
1.212,0.019726,0.008400,0.001766
1.213,0.019115,0.007478,0.001912
1.214,0.018315,0.006559,0.002085
1.215,0.017813,0.006143,0.002176
1.216,0.017521,0.005991,0.002229
1.217,0.017338,0.006061,0.002274
1.218,0.017245,0.006091,0.002335
1.219,0.017035,0.006057,0.002390
1.220,0.016870,0.005922,0.002428
1.221,0.016640,0.005525,0.002508
1.222,0.016381,0.005155,0.002543
1.223,0.016480,0.004729,0.002561
1.224,0.016808,0.004567,0.002520
1.225,0.017229,0.004468,0.002456
1.226,0.017722,0.004406,0.002401
1.227,0.018152,0.004394,0.002394
1.228,0.018547,0.004335,0.002421
1.229,0.019054,0.004282,0.002433
1.230,0.019417,0.004179,0.002479
1.231,0.019752,0.004243,0.002496
1.232,0.020113,0.004336,0.002471
1.233,0.020334,0.004602,0.002410
1.234,0.020700,0.005122,0.002292
1.235,0.020871,0.005572,0.002208
1.236,0.020843,0.006051,0.002181
1.237,0.020752,0.006293,0.002207
1.238,0.020228,0.006407,0.002281
1.239,0.019585,0.006432,0.002352
1.240,0.018940,0.006480,0.002400
1.241,0.018222,0.006550,0.002471
1.242,0.017760,0.006681,0.002484
1.243,0.017394,0.006835,0.002485
1.244,0.016933,0.006978,0.002483
1.245,0.016752,0.007034,0.002448
1.246,0.016545,0.006826,0.002437
1.247,0.016197,0.006514,0.002486
1.248,0.015952,0.006144,0.002535
1.249,0.015518,0.005759,0.002626
1.250,0.015346,0.005501,0.002713
1.251,0.015421,0.005332,0.002737
1.252,0.015686,0.005289,0.002731
1.253,0.015948,0.005333,0.002708
1.254,0.016304,0.005447,0.002653
1.255,0.016478,0.005587,0.002599
1.256,0.016582,0.005637,0.002557
1.257,0.016768,0.005693,0.002512
1.258,0.016754,0.005765,0.002503
1.259,0.016746,0.005912,0.002541
1.260,0.016555,0.006109,0.002624
1.261,0.016384,0.006322,0.002724
1.262,0.016469,0.006674,0.002744
1.263,0.016495,0.006953,0.002758
1.264,0.016568,0.007197,0.002753
1.265,0.016495,0.007377,0.002730
1.266,0.016377,0.007362,0.002736
1.267,0.016246,0.007383,0.002738
1.268,0.016221,0.007381,0.002704
1.269,0.016311,0.007327,0.002670
1.270,0.016601,0.007255,0.002634
1.271,0.016988,0.007171,0.002567
1.272,0.017450,0.006955,0.002523
1.273,0.017815,0.006741,0.002485
1.274,0.018456,0.006389,0.002419
1.275,0.018915,0.006040,0.002355
1.276,0.019503,0.005741,0.002256
1.277,0.020074,0.005278,0.002184
1.278,0.020962,0.004751,0.002092
1.279,0.021864,0.004148,0.002038
1.280,0.022463,0.003635,0.002032
1.281,0.022662,0.003346,0.002041
1.282,0.022859,0.003041,0.002207
1.283,0.023380,0.002715,0.002459
1.284,0.023730,0.002393,0.003065
1.285,0.024142,0.002061,0.003710
1.286,0.024439,0.001851,0.004279
1.287,0.024384,0.001708,0.005225
1.288,0.024520,0.001574,0.006693
1.289,0.024352,0.001935,0.008889
1.290,0.024338,0.002622,0.012367
1.291,0.024504,0.003795,0.016045
1.292,0.024330,0.005433,0.019220
1.293,0.023995,0.007637,0.023798
1.294,0.023632,0.010072,0.027986
1.295,0.023026,0.012206,0.034107
1.296,0.022593,0.014232,0.040464
1.297,0.022295,0.017159,0.046590
1.298,0.021584,0.020146,0.052750
1.299,0.020173,0.023440,0.059174
1.300,0.018430,0.027001,0.064371
1.301,0.016737,0.031023,0.069394
1.302,0.015227,0.035186,0.072540
1.303,0.013929,0.039043,0.074857
1.304,0.012762,0.041580,0.076885
1.305,0.011935,0.043448,0.077701
1.306,0.011243,0.044151,0.077753
1.307,0.010908,0.043781,0.078420
1.308,0.010786,0.042148,0.078151
1.309,0.010866,0.040172,0.077748
1.310,0.011329,0.038285,0.076150
1.311,0.011659,0.036423,0.073901
1.312,0.011828,0.033670,0.071167
1.313,0.012196,0.030847,0.068907
1.314,0.013341,0.027847,0.065417
1.315,0.014720,0.024551,0.062879
1.316,0.016114,0.020741,0.060890
1.317,0.017771,0.016756,0.060039
1.318,0.019090,0.013051,0.059615
1.319,0.020160,0.010226,0.058437
1.320,0.020662,0.007737,0.057249
1.321,0.020691,0.005873,0.057076
1.322,0.020550,0.004592,0.057578
1.323,0.020131,0.004074,0.057055
1.324,0.019305,0.003705,0.057258
1.325,0.018902,0.003445,0.056562
1.326,0.018879,0.003209,0.055980
1.327,0.019108,0.002918,0.055217
1.328,0.019219,0.002682,0.054577
1.329,0.019201,0.002422,0.053974
1.330,0.019090,0.002301,0.053627
1.331,0.018932,0.002256,0.052753
1.332,0.018288,0.002240,0.052900
1.333,0.017786,0.002175,0.053185
1.334,0.017297,0.002148,0.054003
1.335,0.016941,0.002093,0.054595
1.336,0.016713,0.002024,0.054716
1.337,0.016467,0.001918,0.054450
1.338,0.016245,0.001778,0.054822
1.339,0.016343,0.001596,0.055368
1.340,0.016603,0.001644,0.055761
1.341,0.016910,0.001849,0.055513
1.342,0.017053,0.002203,0.055473
1.343,0.017150,0.002575,0.055159
1.344,0.017453,0.002900,0.054856
1.345,0.018021,0.003126,0.054198
1.346,0.018639,0.003246,0.053227
1.347,0.019107,0.003163,0.052153
1.348,0.019518,0.002991,0.051618
1.349,0.020206,0.002800,0.050753
1.350,0.021095,0.002612,0.050146
1.351,0.021852,0.002501,0.049584
1.352,0.022505,0.002488,0.048617
1.353,0.023187,0.002488,0.047010
1.354,0.023877,0.002488,0.044984
1.355,0.023971,0.002315,0.043516
1.356,0.023891,0.001997,0.042744
1.357,0.023894,0.001618,0.042338
1.358,0.024041,0.001246,0.041512
1.359,0.024109,0.000847,0.041398
1.360,0.024174,0.000457,0.042056
1.361,0.024432,0.000124,0.043089
1.362,0.025431,0.000000,0.042838
1.363,0.026615,0.000000,0.041450
1.364,0.027702,0.000000,0.039968
1.365,0.028765,0.000000,0.038190
1.366,0.029884,0.000000,0.036351
1.367,0.031339,0.000000,0.034019
1.368,0.033073,0.000000,0.031650
1.369,0.034697,0.000000,0.029868
1.370,0.036533,0.000000,0.027873
1.371,0.038223,0.000000,0.026124
1.372,0.039762,0.000000,0.024560
1.373,0.041139,0.000000,0.022976
1.374,0.042345,0.000000,0.021331
1.375,0.043067,0.000000,0.018977
1.376,0.043425,0.000025,0.016434
1.377,0.043335,0.000053,0.014517
1.378,0.043016,0.000075,0.012918
1.379,0.042816,0.000155,0.011482
1.380,0.042799,0.000208,0.010184
1.381,0.042188,0.000402,0.008958
1.382,0.041681,0.000534,0.008227
1.383,0.040826,0.000677,0.008024
1.384,0.039893,0.000864,0.007276
1.385,0.039011,0.001044,0.006419
1.386,0.038127,0.001216,0.005584
1.387,0.036816,0.001432,0.004777
1.388,0.035601,0.001637,0.003996
1.389,0.034224,0.001903,0.003189
1.390,0.033164,0.002186,0.002653
1.391,0.032429,0.002520,0.002417
1.392,0.031724,0.003032,0.002299
1.393,0.031168,0.003548,0.002163
1.394,0.030449,0.004029,0.002063
1.395,0.029249,0.004550,0.002044
1.396,0.028341,0.004739,0.002002
1.397,0.027080,0.004942,0.001981
1.398,0.025809,0.005155,0.002077
1.399,0.024840,0.005665,0.002107
1.400,0.023841,0.006223,0.002173
1.401,0.023036,0.006859,0.002142
1.402,0.023136,0.007512,0.002002
1.403,0.023190,0.008190,0.001853
1.404,0.023470,0.008657,0.001672
1.405,0.022973,0.008763,0.001665
1.406,0.022482,0.008692,0.001730
1.407,0.022115,0.008442,0.001748
1.408,0.021642,0.008155,0.001786
1.409,0.021227,0.008239,0.001777
1.410,0.021094,0.008499,0.001707
1.411,0.021195,0.008959,0.001631
1.412,0.021186,0.009114,0.001627
1.413,0.021026,0.009035,0.001649
1.414,0.020716,0.008628,0.001734
1.415,0.020623,0.008247,0.001754
1.416,0.020754,0.008044,0.001742
1.417,0.020574,0.007753,0.001777
1.418,0.020403,0.007366,0.001844
1.419,0.020435,0.006821,0.001934
1.420,0.020985,0.006662,0.001893
1.421,0.021173,0.006711,0.001858
1.422,0.020976,0.007004,0.001843
1.423,0.020914,0.007478,0.001769
1.424,0.021270,0.007844,0.001641
1.425,0.021578,0.007897,0.001539
1.426,0.021880,0.007846,0.001459
1.427,0.021965,0.007808,0.001445
1.428,0.022134,0.007972,0.001397
1.429,0.022261,0.008078,0.001368
1.430,0.022269,0.008036,0.001384
1.431,0.022277,0.007701,0.001517
1.432,0.022035,0.007357,0.001706
1.433,0.021680,0.007116,0.001846
1.434,0.020989,0.007187,0.001939
1.435,0.020657,0.007208,0.001947
1.436,0.020524,0.007160,0.001924
1.437,0.020605,0.006866,0.001890
1.438,0.020631,0.006558,0.001881
1.439,0.020215,0.006061,0.001964
1.440,0.019765,0.005707,0.002058
1.441,0.019311,0.005354,0.002182
1.442,0.019283,0.005234,0.002202
1.443,0.019315,0.005188,0.002227
1.444,0.019389,0.005275,0.002219
1.445,0.019159,0.005512,0.002221
1.446,0.018680,0.005749,0.002174
1.447,0.018134,0.005932,0.002129
1.448,0.017743,0.006031,0.002114
1.449,0.017571,0.006103,0.002111
1.450,0.017371,0.006165,0.002145
1.451,0.017197,0.006171,0.002208
1.452,0.016976,0.006254,0.002306
1.453,0.016655,0.006288,0.002462
1.454,0.016397,0.006215,0.002607
1.455,0.016337,0.006034,0.002723
1.456,0.016652,0.005849,0.002747
1.457,0.017182,0.005691,0.002710
1.458,0.017734,0.005438,0.002653
1.459,0.017956,0.005078,0.002651
1.460,0.018708,0.004544,0.002608
1.461,0.019654,0.004227,0.002550
1.462,0.020685,0.004113,0.002454
1.463,0.021142,0.004244,0.002428
