"Time","3 Chan 3","2 Chan 2","1 Chan 1"
1.464,0.021273,0.004303,0.002451
1.465,0.021421,0.004333,0.002494
1.466,0.021524,0.004436,0.002499
1.467,0.021859,0.004480,0.002467
1.468,0.022098,0.004513,0.002399
1.469,0.022236,0.004561,0.002372
1.470,0.022059,0.004780,0.002354
1.471,0.021730,0.005057,0.002354
1.472,0.021120,0.005297,0.002381
1.473,0.020450,0.005493,0.002424
1.474,0.019811,0.005795,0.002465
1.475,0.018893,0.006211,0.002544
1.476,0.017838,0.006445,0.002621
1.477,0.016938,0.006403,0.002716
1.478,0.016607,0.006161,0.002744
1.479,0.016527,0.005996,0.002750
1.480,0.016255,0.005880,0.002767
1.481,0.015988,0.005732,0.002795
1.482,0.015715,0.005567,0.002826
1.483,0.015777,0.005341,0.002832
1.484,0.016142,0.005181,0.002774
1.485,0.016780,0.004961,0.002677
1.486,0.017300,0.004763,0.002586
1.487,0.017788,0.004656,0.002563
1.488,0.018775,0.004476,0.003697
1.489,0.019484,0.004895,0.006539
1.490,0.019620,0.005796,0.010971
1.491,0.018661,0.007607,0.018847
1.492,0.017547,0.010831,0.026980
1.493,0.016420,0.016390,0.036784
1.494,0.015310,0.022510,0.044943
1.495,0.014306,0.028820,0.051608
1.496,0.013431,0.035347,0.057897
1.497,0.012857,0.041073,0.064009
1.498,0.012065,0.046412,0.069561
1.499,0.010699,0.051591,0.075175
1.500,0.009415,0.056688,0.080014
1.501,0.008373,0.061810,0.084509
1.502,0.007605,0.065643,0.089696
1.503,0.006342,0.069301,0.093624
1.504,0.005490,0.071801,0.095558
1.505,0.005031,0.073888,0.095731
1.506,0.005544,0.074766,0.092411
1.507,0.006151,0.074383,0.088615
1.508,0.006462,0.072056,0.083177
1.509,0.007031,0.068947,0.079443
1.510,0.007684,0.065033,0.077410
1.511,0.008429,0.060333,0.075318
1.512,0.008940,0.056071,0.073109
1.513,0.009624,0.051937,0.072244
1.514,0.010781,0.047562,0.071421
1.515,0.011780,0.042956,0.071492
1.516,0.012381,0.038234,0.072059
1.517,0.012685,0.034570,0.072562
1.518,0.013310,0.030784,0.073450
1.519,0.013853,0.027439,0.074435
1.520,0.014439,0.024018,0.074668
1.521,0.015124,0.020941,0.074118
1.522,0.015758,0.017879,0.072829
1.523,0.016604,0.014485,0.070921
1.524,0.017202,0.011316,0.068976
1.525,0.017705,0.008726,0.067272
1.526,0.018069,0.006681,0.065879
1.527,0.018293,0.005060,0.064042
1.528,0.018381,0.003730,0.061311
1.529,0.018373,0.002715,0.058743
1.530,0.018457,0.001957,0.056158
1.531,0.018820,0.001252,0.053399
1.532,0.019313,0.000813,0.049790
1.533,0.019548,0.000804,0.045974
1.534,0.020025,0.000838,0.042140
1.535,0.020805,0.000841,0.039209
1.536,0.021636,0.000804,0.037226
1.537,0.022401,0.000764,0.036254
1.538,0.023253,0.000785,0.035758
1.539,0.024033,0.000926,0.035199
1.540,0.024731,0.001149,0.034131
1.541,0.025337,0.001368,0.033625
1.542,0.025933,0.001475,0.034607
1.543,0.026610,0.001559,0.035646
1.544,0.027175,0.001646,0.036486
1.545,0.027515,0.001798,0.036716
1.546,0.027823,0.001967,0.036855
1.547,0.028137,0.002112,0.037157
1.548,0.028418,0.002141,0.037613
1.549,0.028788,0.002107,0.038294
1.550,0.028997,0.002104,0.038981
1.551,0.029193,0.002104,0.038967
1.552,0.029732,0.002104,0.038270
1.553,0.030309,0.002002,0.037746
1.554,0.030978,0.001794,0.037184
1.555,0.031762,0.001538,0.036772
1.556,0.032556,0.001288,0.035859
1.557,0.033519,0.001088,0.034109
1.558,0.034394,0.000870,0.031934
1.559,0.035174,0.000681,0.029532
1.560,0.036002,0.000474,0.027667
1.561,0.036849,0.000277,0.025950
1.562,0.037679,0.000104,0.023866
1.563,0.038528,0.000082,0.021418
1.564,0.039285,0.000082,0.018887
1.565,0.039981,0.000082,0.016253
1.566,0.040503,0.000082,0.014238
1.567,0.040771,0.000082,0.012850
1.568,0.041129,0.000082,0.011345
1.569,0.041499,0.000082,0.009908
1.570,0.042114,0.000082,0.008304
1.571,0.042609,0.000082,0.006716
1.572,0.042704,0.000082,0.005261
1.573,0.042963,0.000082,0.004281
1.574,0.043203,0.000066,0.003509
1.575,0.043442,0.000037,0.002759
1.576,0.043573,0.000036,0.001986
1.577,0.043367,0.000048,0.001638
1.578,0.043153,0.000027,0.001522
1.579,0.042816,0.000037,0.001451
1.580,0.042127,0.000103,0.001540
1.581,0.041423,0.000209,0.001621
1.582,0.040617,0.000310,0.001705
1.583,0.039370,0.000471,0.001876
1.584,0.038075,0.000624,0.002085
1.585,0.036540,0.000767,0.002354
1.586,0.035082,0.000917,0.002673
1.587,0.033945,0.001077,0.002876
1.588,0.032512,0.001236,0.003060
1.589,0.031150,0.001420,0.003224
1.590,0.029794,0.001616,0.003371
1.591,0.028512,0.001851,0.003522
1.592,0.027733,0.002101,0.003550
1.593,0.027197,0.002352,0.003430
1.594,0.026653,0.002703,0.003285
1.595,0.026220,0.003038,0.003142
1.596,0.025651,0.003370,0.003052
1.597,0.025065,0.003794,0.002956
1.598,0.024945,0.004376,0.002757
1.599,0.025198,0.005468,0.002418
1.600,0.025319,0.006667,0.002082
1.601,0.025274,0.007749,0.001740
1.602,0.024937,0.008410,0.001507
1.603,0.024602,0.008681,0.001410
1.604,0.024210,0.008781,0.001413
1.605,0.023829,0.008974,0.001382
1.606,0.023372,0.009165,0.001380
1.607,0.022620,0.009487,0.001422
1.608,0.021717,0.009979,0.001447
1.609,0.020955,0.010596,0.001446
1.610,0.020541,0.011432,0.001350
1.611,0.020467,0.012264,0.001195
1.612,0.020509,0.012888,0.001065
1.613,0.020245,0.013025,0.001076
1.614,0.019700,0.012804,0.001150
1.615,0.019247,0.012466,0.001206
1.616,0.019149,0.012301,0.001237
1.617,0.019054,0.012133,0.001304
1.618,0.019093,0.012210,0.001321
1.619,0.019102,0.012364,0.001278
1.620,0.019404,0.012752,0.001228
1.621,0.019684,0.012985,0.001187
1.622,0.020074,0.013042,0.001155
1.623,0.020247,0.012955,0.001197
1.624,0.020327,0.012563,0.001246
1.625,0.020233,0.011975,0.001336
1.626,0.019977,0.011366,0.001465
1.627,0.019731,0.010877,0.001558
1.628,0.019631,0.010704,0.001555
1.629,0.019653,0.010372,0.001558
1.630,0.019706,0.009865,0.001587
1.631,0.019588,0.009186,0.001652
1.632,0.019567,0.008973,0.001675
1.633,0.019471,0.008992,0.001647
1.634,0.019508,0.009082,0.001639
1.635,0.019410,0.008757,0.001686
1.636,0.019375,0.008450,0.001722
1.637,0.019296,0.008158,0.001770
1.638,0.019212,0.007799,0.001811
1.639,0.018877,0.007581,0.001887
1.640,0.018530,0.007318,0.002006
1.641,0.018346,0.006993,0.002092
1.642,0.018152,0.006598,0.002199
1.643,0.018034,0.006123,0.002285
1.644,0.017668,0.005647,0.002390
1.645,0.017354,0.005414,0.002466
1.646,0.017125,0.005271,0.002571
1.647,0.017028,0.005059,0.002623
1.648,0.017193,0.004690,0.002690
1.649,0.017344,0.004338,0.002715
1.650,0.017275,0.004099,0.002726
1.651,0.017185,0.003967,0.002736
1.652,0.017089,0.003904,0.002738
1.653,0.017254,0.004089,0.002702
1.654,0.017579,0.004220,0.002662
1.655,0.017895,0.004324,0.002599
1.656,0.018053,0.004339,0.002558
1.657,0.018088,0.004364,0.002505
1.658,0.018052,0.004496,0.002462
1.659,0.017909,0.004704,0.002451
1.660,0.017691,0.004896,0.002463
1.661,0.017455,0.005073,0.002452
1.662,0.017193,0.005267,0.002475
1.663,0.016826,0.005547,0.002494
1.664,0.016552,0.005836,0.002523
1.665,0.016272,0.006166,0.002556
1.666,0.015912,0.006421,0.002592
1.667,0.015529,0.006604,0.002609
1.668,0.014987,0.006497,0.002654
1.669,0.014544,0.006320,0.002718
1.670,0.014154,0.006130,0.002747
1.671,0.013981,0.006068,0.002767
1.672,0.013911,0.006050,0.002773
1.673,0.013981,0.005981,0.002792
1.674,0.014177,0.005881,0.002809
1.675,0.014411,0.005729,0.002830
1.676,0.014725,0.005576,0.002842
1.677,0.015708,0.005230,0.002777
1.678,0.016989,0.004811,0.002668
1.679,0.018812,0.004345,0.002483
1.680,0.020434,0.004107,0.002307
1.681,0.021571,0.004080,0.002164
1.682,0.022374,0.004099,0.002090
1.683,0.022669,0.004238,0.002095
1.684,0.023478,0.004242,0.002085
1.685,0.024214,0.004298,0.002110
1.686,0.024997,0.004303,0.002090
1.687,0.025053,0.004495,0.002411
1.688,0.024662,0.005162,0.004291
1.689,0.024459,0.006158,0.006941
1.690,0.023880,0.007443,0.010989
1.691,0.022836,0.010388,0.015599
1.692,0.021255,0.014640,0.020787
1.693,0.018994,0.019594,0.028787
1.694,0.016155,0.025388,0.037078
1.695,0.013588,0.030582,0.045514
1.696,0.011536,0.035465,0.053617
1.697,0.009850,0.039158,0.061362
1.698,0.008908,0.041835,0.067714
1.699,0.007318,0.044870,0.074164
1.700,0.006019,0.047624,0.081151
1.701,0.004465,0.050506,0.088800
1.702,0.003700,0.052682,0.096423
1.703,0.003580,0.053973,0.101994
1.704,0.003443,0.054913,0.106511
1.705,0.003550,0.055614,0.109635
1.706,0.004020,0.054804,0.111810
1.707,0.004755,0.052450,0.113723
1.708,0.005790,0.049271,0.112691
1.709,0.007404,0.044976,0.108607
1.710,0.009344,0.040718,0.103034
1.711,0.010691,0.036401,0.099510
1.712,0.011931,0.033125,0.096469
1.713,0.013110,0.030525,0.094397
1.714,0.014571,0.027586,0.092189
1.715,0.015671,0.024873,0.089441
1.716,0.016865,0.022065,0.085393
1.717,0.018063,0.019730,0.080847
1.718,0.018809,0.017785,0.076683
1.719,0.019482,0.015849,0.071464
1.720,0.020329,0.013781,0.065872
1.721,0.021492,0.011441,0.060873
1.722,0.022331,0.009485,0.056299
1.723,0.023142,0.007692,0.052493
1.724,0.023224,0.006193,0.052066
1.725,0.022866,0.004957,0.053024
1.726,0.023074,0.004050,0.052439
1.727,0.023597,0.003263,0.052038
1.728,0.024257,0.002764,0.051603
1.729,0.024894,0.002481,0.050706
1.730,0.025527,0.002274,0.049433
1.731,0.026147,0.002134,0.048465
1.732,0.026695,0.002092,0.046904
1.733,0.027407,0.002001,0.045702
1.734,0.027990,0.001758,0.045881
1.735,0.028404,0.001534,0.046290
1.736,0.028289,0.001471,0.046766
1.737,0.028031,0.001454,0.046670
1.738,0.027806,0.001458,0.046220
1.739,0.027958,0.001458,0.045092
1.740,0.028292,0.001453,0.043940
1.741,0.028848,0.001345,0.042425
1.742,0.029351,0.001221,0.039947
1.743,0.029632,0.001120,0.038140
1.744,0.029995,0.000981,0.036457
1.745,0.030555,0.000792,0.034825
1.746,0.031097,0.000564,0.033607
1.747,0.031713,0.000302,0.033096
1.748,0.032142,0.000085,0.032338
1.749,0.032487,0.000004,0.031545
1.750,0.032723,0.000004,0.030971
1.751,0.033182,0.000004,0.029637
1.752,0.033408,0.000004,0.029309
1.753,0.033493,0.000000,0.029241
1.754,0.033305,0.000000,0.029365
1.755,0.033001,0.000000,0.029191
1.756,0.032548,0.000000,0.029050
1.757,0.032002,0.000000,0.029431
1.758,0.031396,0.000000,0.029434
1.759,0.030674,0.000000,0.029847
1.760,0.030073,0.000000,0.030004
1.761,0.029901,0.000000,0.028849
1.762,0.029545,0.000000,0.027754
1.763,0.029312,0.000000,0.026976
1.764,0.029030,0.000000,0.026385
1.765,0.028986,0.000000,0.025798
1.766,0.029249,0.000000,0.025950
1.767,0.029868,0.000000,0.025045
1.768,0.030677,0.000000,0.023562
1.769,0.031493,0.000000,0.021951
1.770,0.032698,0.000000,0.020555
1.771,0.033933,0.000000,0.019093
1.772,0.035210,0.000000,0.017406
1.773,0.036754,0.000000,0.015620
1.774,0.037983,0.000021,0.013705
1.775,0.038959,0.000122,0.012099
1.776,0.039323,0.000302,0.011753
1.777,0.039689,0.000483,0.011429
1.778,0.039651,0.000711,0.010820
1.779,0.039460,0.001020,0.009975
1.780,0.039133,0.001365,0.009055
1.781,0.038354,0.001788,0.007859
1.782,0.037294,0.002266,0.006644
1.783,0.036230,0.002730,0.005515
1.784,0.035277,0.003152,0.004474
1.785,0.034046,0.003576,0.003503
1.786,0.032663,0.004001,0.002708
1.787,0.031143,0.004434,0.002237
1.788,0.029336,0.004868,0.001955
1.789,0.027722,0.005244,0.001776
1.790,0.026185,0.005503,0.001858
1.791,0.024856,0.005918,0.001896
1.792,0.023727,0.006481,0.001850
1.793,0.022909,0.007030,0.001792
1.794,0.022698,0.007878,0.001707
1.795,0.022810,0.008933,0.001606
1.796,0.023069,0.009991,0.001519
1.797,0.023363,0.010958,0.001405
1.798,0.023688,0.012033,0.001286
1.799,0.023856,0.012924,0.001146
1.800,0.023701,0.013415,0.001057
1.801,0.024341,0.015155,0.000915
1.802,0.025396,0.017395,0.000765
1.803,0.026706,0.020059,0.000611
1.804,0.027501,0.021620,0.000443
1.805,0.027908,0.022557,0.000276
1.806,0.029143,0.024484,0.000151
1.807,0.030110,0.026198,0.000109
1.808,0.030944,0.027447,0.000055
1.809,0.030451,0.026784,0.000187
1.810,0.029795,0.026004,0.000335
1.811,0.029429,0.025470,0.000415
1.812,0.029444,0.025220,0.000432
1.813,0.029305,0.024839,0.000432
1.814,0.029385,0.024638,0.000432
1.815,0.029635,0.024621,0.000389
1.816,0.028888,0.023076,0.000490
1.817,0.027379,0.020851,0.000685
1.818,0.025768,0.018343,0.000874
1.819,0.024780,0.016952,0.001017
1.820,0.024205,0.016222,0.001175
1.821,0.022861,0.014367,0.001313
1.822,0.021780,0.012633,0.001432
1.823,0.020928,0.011374,0.001517
1.824,0.021146,0.011580,0.001463
1.825,0.021249,0.011540,0.001419
1.826,0.021009,0.010961,0.001479
1.827,0.020445,0.010130,0.001652
1.828,0.019965,0.009355,0.001840
1.829,0.019431,0.008794,0.002000
1.830,0.019290,0.008854,0.002003
1.831,0.019370,0.009157,0.001924
1.832,0.019586,0.009310,0.001848
1.833,0.019500,0.008966,0.001858
1.834,0.019344,0.008693,0.001918
1.835,0.019222,0.008645,0.001903
1.836,0.019062,0.008501,0.001878
1.837,0.019046,0.008119,0.001867
1.838,0.019088,0.007651,0.001901
1.839,0.019000,0.007209,0.001975
1.840,0.018655,0.006942,0.002058
1.841,0.018245,0.006973,0.002142
1.842,0.018059,0.007038,0.002161
1.843,0.017764,0.007068,0.002177
1.844,0.017465,0.006820,0.002220
1.845,0.016879,0.006171,0.002379
1.846,0.016154,0.005852,0.002598
1.847,0.015652,0.006031,0.002725
1.848,0.015378,0.006597,0.002744
1.849,0.015357,0.006803,0.002712
1.850,0.015319,0.006676,0.002738
1.851,0.015334,0.006515,0.002799
1.852,0.015004,0.006532,0.002841
1.853,0.014464,0.006561,0.002968
1.854,0.013957,0.006558,0.003098
1.855,0.013932,0.006632,0.003134
1.856,0.014179,0.006748,0.003039
1.857,0.014364,0.006839,0.002938
1.858,0.014394,0.006736,0.002937
1.859,0.014352,0.006723,0.002983
1.860,0.014267,0.006656,0.003092
1.861,0.014454,0.006367,0.003100
1.862,0.014817,0.005943,0.003077
1.863,0.015225,0.005439,0.003042
1.864,0.015304,0.005263,0.003067
1.865,0.015219,0.005151,0.003113
1.866,0.014967,0.005119,0.003181
1.867,0.014665,0.005130,0.003326
1.868,0.014470,0.005265,0.003346
1.869,0.014446,0.005467,0.003263
1.870,0.014367,0.005585,0.003186
1.871,0.014213,0.005545,0.003171
1.872,0.014050,0.005453,0.003206
1.873,0.014078,0.005559,0.003171
1.874,0.014076,0.005572,0.003135
1.875,0.014000,0.005721,0.003090
1.876,0.013989,0.006065,0.003007
1.877,0.013843,0.006379,0.002922
1.878,0.013746,0.006594,0.002856
1.879,0.013709,0.006534,0.002859
1.880,0.013904,0.006497,0.002853
1.881,0.014342,0.006380,0.002869
1.882,0.014850,0.006264,0.002877
1.883,0.015346,0.006156,0.002911
1.884,0.015794,0.006066,0.002920
1.885,0.016183,0.005945,0.002968
1.886,0.016787,0.005732,0.003021
1.887,0.016669,0.006140,0.004046
1.888,0.016476,0.006964,0.005668
1.889,0.016032,0.008284,0.007181
1.890,0.015795,0.009229,0.008771
1.891,0.015207,0.010521,0.010154
1.892,0.014803,0.012401,0.012167
1.893,0.014603,0.014809,0.014399
1.894,0.014259,0.018096,0.017522
1.895,0.014152,0.021146,0.020640
1.896,0.013851,0.024148,0.023513
1.897,0.013603,0.027055,0.026108
1.898,0.013428,0.029476,0.028658
1.899,0.013103,0.031707,0.031258
1.900,0.012620,0.033866,0.033723
1.901,0.011709,0.036084,0.035728
1.902,0.011515,0.037903,0.036606
1.903,0.011259,0.038731,0.037649
1.904,0.011326,0.039397,0.038988
1.905,0.010812,0.041811,0.040330
1.906,0.010690,0.043845,0.042119
1.907,0.010549,0.045256,0.043309
1.908,0.010135,0.046307,0.044316
1.909,0.009923,0.046695,0.044472
1.910,0.009340,0.047060,0.044859
1.911,0.009203,0.047037,0.044197
1.912,0.009005,0.046974,0.043823
1.913,0.009120,0.046191,0.044199
1.914,0.009457,0.044529,0.044672
1.915,0.009718,0.042758,0.045549
1.916,0.009963,0.040954,0.047223
1.917,0.010150,0.038885,0.049110
1.918,0.010663,0.037408,0.049832
1.919,0.011245,0.035692,0.050098
1.920,0.012347,0.032428,0.050790
1.921,0.013352,0.028776,0.051133
1.922,0.014290,0.024948,0.051012
1.923,0.015112,0.021055,0.050846
1.924,0.015976,0.017254,0.050353
1.925,0.016930,0.013737,0.049793
1.926,0.017489,0.010681,0.050459
1.927,0.018111,0.007667,0.051438
1.928,0.018177,0.005778,0.052032
1.929,0.017992,0.004945,0.052567
1.930,0.018118,0.004317,0.052239
1.931,0.018637,0.003780,0.051440
1.932,0.019325,0.003290,0.050468
1.933,0.019807,0.002788,0.049467
1.934,0.020112,0.002283,0.048478
1.935,0.020367,0.001843,0.046827
1.936,0.020555,0.001562,0.045068
1.937,0.020715,0.001485,0.043347
1.938,0.020845,0.001495,0.041466
1.939,0.020768,0.001389,0.040643
1.940,0.020504,0.001277,0.040028
1.941,0.020260,0.001155,0.039527
1.942,0.019960,0.001074,0.038664
1.943,0.019888,0.000984,0.037499
1.944,0.020042,0.000899,0.036316
1.945,0.020256,0.000776,0.035434
1.946,0.020451,0.000648,0.034483
1.947,0.020918,0.000551,0.033284
1.948,0.021706,0.000465,0.031535
1.949,0.022757,0.000399,0.030077
1.950,0.023968,0.000352,0.028710
1.951,0.025368,0.000301,0.027593
1.952,0.026994,0.000245,0.026861
1.953,0.028784,0.000147,0.026292
1.954,0.030662,0.000112,0.024926
1.955,0.033026,0.000083,0.023096
1.956,0.036040,0.000070,0.021055
1.957,0.039405,0.000067,0.018627
1.958,0.042826,0.000054,0.016039
1.959,0.046435,0.000036,0.013407
1.960,0.049771,0.000014,0.011081
1.961,0.052706,0.000003,0.009196
1.962,0.055142,0.000003,0.007935
1.963,0.057596,0.000000,0.007560
1.964,0.059524,0.000000,0.007155
1.965,0.060790,0.000000,0.006855
1.966,0.061740,0.000000,0.006600
1.967,0.062150,0.000000,0.006381
1.968,0.062154,0.000000,0.006203
1.969,0.062300,0.000000,0.005949
1.970,0.062438,0.000000,0.005345
1.971,0.061957,0.000042,0.004750
1.972,0.060822,0.000216,0.004537
1.973,0.059542,0.000406,0.004470
1.974,0.057595,0.000674,0.004470
1.975,0.055539,0.000946,0.004473
1.976,0.053554,0.001249,0.004267
1.977,0.051503,0.001549,0.003788
1.978,0.048936,0.001830,0.003432
1.979,0.046645,0.001970,0.003054
1.980,0.044629,0.002140,0.002648
1.981,0.042679,0.002263,0.002259
1.982,0.040979,0.002343,0.001865
1.983,0.039573,0.002453,0.001425
1.984,0.038354,0.002503,0.000980
1.985,0.036909,0.002552,0.000956
1.986,0.035571,0.002527,0.001009
1.987,0.034500,0.002396,0.001089
1.988,0.033346,0.002296,0.001208
1.989,0.032523,0.002125,0.001349
1.990,0.031693,0.001994,0.001514
1.991,0.030909,0.001887,0.001717
1.992,0.030348,0.001835,0.001951
1.993,0.029798,0.001977,0.002156
1.994,0.029071,0.002317,0.002366
1.995,0.028868,0.003043,0.002396
1.996,0.028841,0.004441,0.002234
1.997,0.028790,0.005928,0.002082
1.998,0.028651,0.007328,0.001959
1.999,0.028020,0.008413,0.001899
2.000,0.027253,0.009424,0.001886
2.001,0.026416,0.010612,0.001895
2.002,0.025735,0.011483,0.001891
2.003,0.025062,0.011895,0.001913
2.004,0.024616,0.012271,0.001895
2.005,0.024210,0.012353,0.001888
2.006,0.024144,0.012311,0.001797
2.007,0.024149,0.012120,0.001628
2.008,0.024483,0.011807,0.001419
2.009,0.025023,0.011447,0.001209
2.010,0.025143,0.010946,0.001141
2.011,0.025092,0.009903,0.001214
2.012,0.024679,0.008933,0.001313
2.013,0.024273,0.007916,0.001427
2.014,0.024142,0.007155,0.001506
2.015,0.024043,0.006425,0.001567
2.016,0.023859,0.005565,0.001594
2.017,0.023351,0.005011,0.001681
2.018,0.023049,0.004892,0.001697
2.019,0.022544,0.004787,0.001758
2.020,0.022286,0.004931,0.001772
2.021,0.021693,0.005091,0.001814
2.022,0.021241,0.005343,0.001858
2.023,0.020750,0.005518,0.001924
2.024,0.020200,0.005726,0.001975
2.025,0.019783,0.005630,0.002060
2.026,0.019291,0.005526,0.002144
2.027,0.019348,0.005285,0.002204
2.028,0.019650,0.005192,0.002236
2.029,0.019887,0.005163,0.002262
2.030,0.019987,0.005151,0.002293
2.031,0.019961,0.005113,0.002378
2.032,0.020106,0.005056,0.002398
2.033,0.020219,0.004961,0.002409
2.034,0.020521,0.004857,0.002366
2.035,0.020598,0.004751,0.002327
2.036,0.020991,0.004892,0.002247
2.037,0.021071,0.005046,0.002230
2.038,0.020849,0.005294,0.002227
2.039,0.020540,0.005447,0.002277
2.040,0.020083,0.005612,0.002308
2.041,0.019851,0.005804,0.002323
2.042,0.019446,0.006052,0.002303
2.043,0.018995,0.006232,0.002278
2.044,0.018530,0.006434,0.002281
2.045,0.018166,0.006610,0.002298
2.046,0.017991,0.006738,0.002316
2.047,0.017832,0.006756,0.002328
2.048,0.017625,0.006937,0.002347
2.049,0.017133,0.007259,0.002397
2.050,0.016745,0.007625,0.002421
2.051,0.016159,0.007611,0.002524
2.052,0.015616,0.007470,0.002586
2.053,0.015380,0.007215,0.002626
2.054,0.015260,0.007018,0.002607
2.055,0.015496,0.006874,0.002562
2.056,0.016293,0.006406,0.002524
2.057,0.017189,0.005919,0.002513
2.058,0.017861,0.005531,0.002513
2.059,0.018544,0.005265,0.002452
2.060,0.019195,0.005059,0.002377
2.061,0.020445,0.004811,0.002191
2.062,0.021673,0.004829,0.001997
2.063,0.022808,0.004705,0.001820
2.064,0.023311,0.004677,0.001740
2.065,0.023230,0.004547,0.001829
2.066,0.023027,0.004666,0.001947
2.067,0.022969,0.004842,0.002253
2.068,0.023001,0.005195,0.002513
2.069,0.023406,0.005553,0.002724
2.070,0.023709,0.005865,0.002683
2.071,0.023287,0.006291,0.002670
2.072,0.022620,0.006646,0.003010
2.073,0.021653,0.006976,0.003646
2.074,0.021088,0.007183,0.004289
2.075,0.020756,0.007324,0.004811
2.076,0.019813,0.007582,0.004991
2.077,0.018944,0.007610,0.005133
2.078,0.018143,0.007675,0.005283
2.079,0.018259,0.007378,0.005303
2.080,0.018766,0.007118,0.005200
2.081,0.019112,0.006833,0.005088
2.082,0.019368,0.006576,0.004764
2.083,0.019421,0.006213,0.004527
2.084,0.019263,0.005783,0.004310
2.085,0.019122,0.005348,0.004722
2.086,0.018818,0.005165,0.005484
2.087,0.018967,0.005283,0.006315
2.088,0.019056,0.006322,0.007528
2.089,0.018939,0.007932,0.009501
2.090,0.018286,0.010482,0.011096
2.091,0.017138,0.013331,0.013441
2.092,0.016036,0.016531,0.015986
2.093,0.015058,0.019777,0.018547
2.094,0.013780,0.022996,0.021816
2.095,0.012779,0.026365,0.025204
2.096,0.012217,0.029969,0.027825
2.097,0.011620,0.033400,0.030203
2.098,0.011278,0.036725,0.032320
2.099,0.010928,0.040118,0.034746
2.100,0.010251,0.043391,0.037599
2.101,0.009778,0.046579,0.040037
2.102,0.008879,0.049458,0.042840
2.103,0.008358,0.050436,0.045090
2.104,0.007800,0.050669,0.046533
2.105,0.007602,0.049963,0.048061
2.106,0.008005,0.048266,0.049270
2.107,0.008467,0.045827,0.049846
2.108,0.009044,0.043243,0.049619
2.109,0.009962,0.040786,0.048370
2.110,0.010929,0.038278,0.046494
2.111,0.011628,0.035488,0.045655
2.112,0.012277,0.032793,0.045585
2.113,0.012902,0.030088,0.045987
2.114,0.013213,0.027248,0.046381
2.115,0.013730,0.024170,0.046900
2.116,0.014197,0.020998,0.047685
2.117,0.014780,0.017794,0.047934
2.118,0.015692,0.015474,0.047944
2.119,0.016489,0.013326,0.047900
2.120,0.017147,0.011273,0.048190
2.121,0.017525,0.009893,0.048445
2.122,0.017950,0.008911,0.048753
2.123,0.018306,0.007952,0.049664
2.124,0.018500,0.007084,0.050238
2.125,0.018534,0.006181,0.051005
2.126,0.018498,0.005304,0.051451
2.127,0.018466,0.004461,0.051776
2.128,0.018334,0.003687,0.051577
2.129,0.018397,0.003023,0.051093
2.130,0.018575,0.002742,0.049252
2.131,0.018709,0.002528,0.047070
2.132,0.018860,0.002404,0.044669
2.133,0.018891,0.002220,0.042888
2.134,0.018903,0.002064,0.041919
2.135,0.019414,0.001905,0.040454
2.136,0.020128,0.001761,0.038939
2.137,0.020866,0.001796,0.037768
2.138,0.021685,0.001942,0.036518
2.139,0.022737,0.002018,0.036032
2.140,0.023618,0.002104,0.035823
2.141,0.024614,0.002240,0.034640
2.142,0.025659,0.002369,0.032977
2.143,0.026465,0.002492,0.032000
2.144,0.027164,0.002582,0.031495
2.145,0.027592,0.002536,0.031545
2.146,0.027834,0.002412,0.031854
2.147,0.027966,0.002312,0.031910
2.148,0.028120,0.002306,0.031432
2.149,0.028450,0.002282,0.030111
2.150,0.028411,0.002268,0.029053
2.151,0.028435,0.002271,0.027585
2.152,0.028552,0.002127,0.025942
2.153,0.028798,0.001867,0.024815
2.154,0.028887,0.001637,0.023726
2.155,0.029222,0.001356,0.022683
2.156,0.029595,0.001008,0.022667
2.157,0.029977,0.000744,0.022668
2.158,0.030467,0.000507,0.022143
2.159,0.031108,0.000319,0.021101
2.160,0.031747,0.000252,0.019912
2.161,0.032468,0.000241,0.018143
2.162,0.033335,0.000228,0.016551
2.163,0.034133,0.000221,0.014885
2.164,0.034668,0.000269,0.013284
2.165,0.035312,0.000236,0.011956
2.166,0.035937,0.000161,0.011088
2.167,0.036214,0.000161,0.010444
2.168,0.036402,0.000184,0.009504
2.169,0.036212,0.000261,0.008458
2.170,0.035868,0.000330,0.007423
2.171,0.035526,0.000412,0.006349
2.172,0.035260,0.000501,0.005348
2.173,0.035034,0.000627,0.004444
2.174,0.034759,0.000819,0.003565
2.175,0.034959,0.000930,0.002721
2.176,0.035521,0.001027,0.002327
2.177,0.036311,0.001071,0.001935
2.178,0.036971,0.001157,0.001628
2.179,0.037732,0.001192,0.001426
2.180,0.038297,0.001244,0.001241
2.181,0.038349,0.001343,0.001143
2.182,0.038647,0.001347,0.001044
2.183,0.038403,0.001425,0.000984
2.184,0.038080,0.001549,0.000947
2.185,0.037714,0.001717,0.000909
2.186,0.037255,0.001884,0.000878
2.187,0.036478,0.002109,0.000883
2.188,0.035714,0.002282,0.000944
2.189,0.034829,0.002409,0.001043
2.190,0.033415,0.002703,0.001160
2.191,0.031872,0.003048,0.001293
2.192,0.029995,0.003434,0.001475
2.193,0.028300,0.003926,0.001654
2.194,0.026932,0.004883,0.001675
2.195,0.025697,0.005897,0.001678
2.196,0.025274,0.007328,0.001632
2.197,0.024396,0.008701,0.001619
2.198,0.023903,0.010080,0.001590
