"Time","38 FLy (cm)","52 LDS cle","v2 L COP","v3 xCoM","v1 R COP","51 RDS cle","40 FRy (cm)","36 HRy (cm)","34 HLy (cm)","42a CoMy (cm)","42 CoMy (cm)","3 Platform","2 Trdml","50 L marks","49 R marks","48 lHL swon","47 lFL swoff","46 rHL swon","45 rFL swoff","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","39 FRx (cm)","35 HRx (cm)","37 FLx (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","1 Synch"
0.712,5.636189,1,5.924169,4.715115,0.000000,0,3.980020,3.515178,6.211736,-2.900448,4.870376,-1.48804,0.10208,0,0,0,0,0,0,7.516086,0.895178,17.404549,18.045790,16.483480,19.564737,-8.507999,14.715653,171.512802,0,60.501892,86.705635,67.674736,8.556182,19.041798,8.601294,17.471537,8.601098,16.951124,8.725110,16.117861,10.144215,17.225155,11.054338,15.909285,11.624886,16.787676,0,0.00214,0.00067,0.00059,0.00281,0.00055,0.00069,0.00062,0.00062,3.20831
0.713,5.634272,1,5.924203,4.714537,0.000000,0,3.979370,3.515807,6.213182,-2.844901,4.867336,-1.48659,0.09940,0,0,0,0,0,0,7.515238,0.895044,17.405073,18.038105,16.474453,19.559170,-8.504522,14.707088,171.338730,0,60.274151,86.851700,67.882729,8.556702,19.033323,8.603246,17.463938,8.600515,16.943274,8.723372,16.107246,10.140091,17.217583,11.056374,15.906018,11.625415,16.784138,0,0.00258,0.00067,0.00059,0.00294,0.00055,0.00069,0.00060,0.00063,3.20854
0.714,5.632356,1,5.923759,4.714866,0.000000,0,3.978720,3.516435,6.214627,-2.789355,4.864296,-1.48857,0.09956,0,0,0,0,0,0,7.514390,0.894909,17.405598,18.030422,16.465424,19.553602,-8.501045,14.698523,171.164673,0,60.046410,86.997757,68.090721,8.557221,19.024847,8.605198,17.456339,8.599933,16.935421,8.721634,16.096634,10.135968,17.210011,11.058409,15.902753,11.625944,16.780600,0,0.00286,0.00068,0.00058,0.00323,0.00054,0.00068,0.00058,0.00063,3.20811
0.715,5.630439,1,5.923157,4.715497,0.000000,0,3.978070,3.517063,6.216073,-2.733808,4.861256,-1.48796,0.10170,0,0,0,0,0,0,7.513542,0.894775,17.406122,18.022738,16.456394,19.548035,-8.497568,14.689958,170.990616,0,59.818668,87.143822,68.298714,8.557741,19.016373,8.607150,17.448742,8.599350,16.927570,8.719895,16.086020,10.131845,17.202440,11.060445,15.899487,11.626473,16.777061,0,0.00283,0.00071,0.00060,0.00321,0.00056,0.00067,0.00058,0.00061,3.20735
0.716,5.628594,1,5.921500,4.716964,0.000000,0,3.977756,3.516737,6.214408,-2.644533,4.858511,-1.48788,0.10162,0,0,0,0,0,0,7.510559,0.891092,17.402426,18.014992,16.446659,19.542322,-8.483879,14.681378,170.541336,0,59.989254,87.292213,68.332230,8.555284,19.006950,8.608604,17.433491,8.597869,16.917150,8.718846,16.083197,10.132057,17.198013,11.062554,15.896412,11.627307,16.773682,0,0.00285,0.00072,0.00061,0.00328,0.00056,0.00067,0.00059,0.00062,3.20750
0.717,5.626755,1,5.919492,4.718710,0.000000,0,3.977469,3.516331,6.212480,-2.552404,4.855792,-1.48712,0.10196,0,0,0,0,0,0,7.507395,0.887109,17.398373,18.007238,16.436865,19.536598,-8.469326,14.672798,170.068771,0,60.193535,87.440804,68.350983,8.552573,18.997448,8.610017,17.417595,8.596312,16.906513,8.717854,16.081034,10.132636,17.193853,11.064671,15.893353,11.628166,16.770315,0,0.00298,0.00072,0.00062,0.00342,0.00057,0.00068,0.00060,0.00063,3.20811
0.718,5.624915,1,5.917695,4.721267,0.000000,0,3.977182,3.515925,6.210552,-2.460275,4.853073,-1.48865,0.10373,0,0,0,0,0,0,7.504230,0.883127,17.394320,17.999487,16.427071,19.530872,-8.454773,14.664218,169.596207,0,60.397820,87.589394,68.369743,8.549863,18.987946,8.611429,17.401697,8.594754,16.895878,8.716864,16.078871,10.133215,17.189692,11.066787,15.890295,11.629025,16.766949,0,0.00303,0.00073,0.00062,0.00352,0.00056,0.00068,0.00060,0.00064,3.20811
0.719,5.623076,1,5.915967,4.724095,0.000000,0,3.976896,3.515518,6.208623,-2.368146,4.850353,-1.48849,0.10366,0,0,0,0,0,0,7.501067,0.879144,17.390266,17.991734,16.417276,19.525148,-8.440219,14.655639,169.123642,0,60.602104,87.737984,68.388496,8.547153,18.978443,8.612842,17.385799,8.593197,16.885241,8.715872,16.076706,10.133795,17.185532,11.068903,15.887237,11.629886,16.763584,0,0.00298,0.00073,0.00065,0.00353,0.00057,0.00067,0.00060,0.00065,3.20781
0.720,5.621401,1,5.915471,4.727685,0.000000,0,3.977125,3.515899,6.210238,-2.248878,4.848013,-1.48964,0.10202,0,0,0,0,0,0,7.502516,0.878748,17.389324,17.984440,16.407719,19.519417,-8.415701,14.647261,169.171051,0,60.744949,87.853645,68.370583,8.547290,18.970728,8.612471,17.373066,8.594814,16.873434,8.719115,16.070749,10.136351,17.180450,11.074870,15.884641,11.632857,16.761986,0,0.00300,0.00074,0.00069,0.00340,0.00056,0.00067,0.00063,0.00066,3.20826
0.721,5.619740,1,5.915385,4.731530,0.000000,0,3.977399,3.516347,6.212152,-2.127314,4.845705,-1.48926,0.10147,0,0,0,0,0,0,7.504356,0.878655,17.388645,17.977184,16.398182,19.513683,-8.390339,14.638899,169.262466,0,60.882599,87.966530,68.349564,8.547668,18.963165,8.611948,17.360600,8.596701,16.861528,8.722717,16.064472,10.139074,17.175293,11.081163,15.882084,11.636008,16.760538,0,0.00307,0.00075,0.00068,0.00348,0.00057,0.00066,0.00064,0.00066,3.20910
0.722,5.618079,1,5.915695,4.735975,0.000000,0,3.977672,3.516794,6.214067,-2.005751,4.843397,-1.48643,0.10289,0,0,0,0,0,0,7.506197,0.878562,17.387966,17.969929,16.388643,19.507950,-8.364977,14.630538,169.353882,0,61.020248,88.079407,68.328552,8.548046,18.955603,8.611425,17.348133,8.598586,16.849625,8.726319,16.058193,10.141798,17.170134,11.087457,15.879526,11.639159,16.759089,0,0.00310,0.00076,0.00069,0.00360,0.00058,0.00067,0.00062,0.00066,3.20898
0.723,5.616418,1,5.916137,4.740620,0.000000,0,3.977945,3.517242,6.215981,-1.884187,4.841089,-1.48972,0.10378,0,0,0,0,0,0,7.508037,0.878469,17.387287,17.962673,16.379107,19.502216,-8.339615,14.622177,169.445297,0,61.157898,88.192291,68.307533,8.548424,18.948038,8.610903,17.335667,8.600472,16.837719,8.729920,16.051916,10.144521,17.164976,11.093749,15.876969,11.642309,16.757641,0,0.00308,0.00075,0.00067,0.00372,0.00059,0.00065,0.00062,0.00070,3.20837
0.724,5.614957,1,5.916128,4.745647,0.000000,0,3.977783,3.515880,6.216941,-1.759576,4.839540,-1.48918,0.10305,0,0,0,0,0,0,7.510535,0.879316,17.383169,17.955545,16.369255,19.495964,-8.306592,14.613803,168.733078,0,61.186619,87.885147,68.392159,8.548925,18.934170,8.608752,17.322102,8.597464,16.824093,8.737659,16.028803,10.140583,17.156052,11.096012,15.872707,11.641523,16.755100,0,0.00305,0.00076,0.00067,0.00374,0.00060,0.00064,0.00061,0.00072,3.20821
0.725,5.613512,1,5.915968,4.750802,0.000000,0,3.977585,3.514364,6.217821,-1.634706,4.838057,-1.48781,0.10269,0,0,0,0,0,0,7.513089,0.880243,17.378763,17.948429,16.359375,19.489666,-8.272920,14.605428,167.952866,0,61.206127,87.542473,68.485718,8.549437,18.919769,8.606463,17.308445,8.594040,16.810320,8.745748,16.004267,10.136082,17.146809,11.097933,15.868301,11.640404,16.752466,0,0.00294,0.00075,0.00068,0.00373,0.00061,0.00064,0.00063,0.00071,3.20829
0.726,5.612067,1,5.915582,4.755997,0.000000,0,3.977387,3.512849,6.218700,-1.509837,4.836572,-1.48979,0.10277,0,0,0,0,0,0,7.515643,0.881170,17.374355,17.941315,16.349497,19.483368,-8.239248,14.597054,167.172653,0,61.225632,87.199799,68.579277,8.549949,18.905367,8.604176,17.294788,8.590617,16.796549,8.753836,15.979731,10.131579,17.137568,11.099854,15.863895,11.639284,16.749832,0,0.00264,0.00076,0.00067,0.00369,0.00060,0.00063,0.00063,0.00071,3.20836
0.727,5.610622,1,5.915120,4.761206,0.000000,0,3.977189,3.511334,6.219579,-1.384968,4.835088,-1.48933,0.10215,0,0,0,0,0,0,7.518197,0.882096,17.369947,17.934198,16.339619,19.477072,-8.205577,14.588678,166.392441,0,61.245136,86.857117,68.672836,8.550460,18.890966,8.601887,17.281132,8.587194,16.782776,8.761924,15.955194,10.127078,17.128325,11.101776,15.859488,11.638165,16.747198,0,0.00253,0.00076,0.00068,0.00365,0.00060,0.00064,0.00062,0.00071,3.20844
0.728,5.609311,1,5.914758,4.766211,0.000000,0,3.976350,3.511978,6.220336,-1.272143,4.833988,-1.48750,0.10092,0,0,0,0,0,0,7.515098,0.876708,17.367035,17.928011,16.329865,19.471041,-8.172396,14.580559,166.603912,0,61.467777,86.944183,68.616798,8.549465,18.877422,8.597011,17.271305,8.586239,16.773291,8.763244,15.951400,10.128078,17.124950,11.105075,15.857882,11.638883,16.746914,0,0.00257,0.00080,0.00068,0.00357,0.00060,0.00065,0.00063,0.00072,3.20857
0.729,5.608009,1,5.914429,4.771148,0.000000,0,3.975457,3.512804,6.221083,-1.160337,4.832920,-1.48682,0.10011,0,0,0,0,0,0,7.511519,0.870785,17.364248,17.921902,16.320120,19.465033,-8.139256,14.572460,166.899277,0,61.707600,87.067604,68.548103,8.548343,18.863949,8.591914,17.261801,8.585491,16.764168,8.763989,15.949360,10.129545,17.122074,11.108491,15.856514,11.639756,16.746828,0,0.00264,0.00080,0.00068,0.00363,0.00058,0.00065,0.00064,0.00071,3.20872
0.730,5.606709,1,5.914194,4.776006,0.000000,0,3.974564,3.513630,6.221829,-1.048531,4.831851,-1.48872,0.09969,0,0,0,0,0,0,7.507941,0.864862,17.361464,17.915794,16.310375,19.459024,-8.106115,14.564363,167.194626,0,61.947426,87.191025,68.479408,8.547220,18.850477,8.586819,17.252296,8.584744,16.755043,8.764736,15.947321,10.131011,17.119196,11.111906,15.855145,11.640630,16.746742,0,0.00259,0.00080,0.00068,0.00371,0.00058,0.00064,0.00065,0.00072,3.20847
0.731,5.605408,1,5.913991,4.780838,0.000000,0,3.973671,3.514457,6.222576,-0.936725,4.830783,-1.48827,0.09797,0,0,0,0,0,0,7.504363,0.858940,17.358677,17.909685,16.300631,19.453016,-8.072975,14.556264,167.489990,0,62.187248,87.314445,68.410706,8.546098,18.837006,8.581723,17.242792,8.583997,16.745920,8.765483,15.945281,10.132477,17.116320,11.115322,15.853776,11.641504,16.746656,0,0.00258,0.00081,0.00069,0.00366,0.00057,0.00064,0.00065,0.00071,3.20801
0.732,5.604172,1,5.913746,4.785665,0.000000,0,3.974227,3.517334,6.222888,-0.838768,4.830235,-1.48903,0.09628,0,0,0,0,0,0,7.504547,0.860426,17.358242,17.904755,16.291027,19.446909,-8.049928,14.548328,167.070114,0,61.763332,87.388306,68.863953,8.547727,18.828442,8.583350,17.231752,8.582574,16.736385,8.767468,15.925084,10.124278,17.107573,11.119296,15.854919,11.643447,16.748209,0,0.00255,0.00082,0.00070,0.00364,0.00058,0.00064,0.00065,0.00070,3.20796
0.733,5.602942,1,5.913486,4.790492,0.000000,0,3.974905,3.520386,6.223163,-0.741983,4.829730,-1.48888,0.09648,0,0,0,0,0,0,7.505049,0.862540,17.358006,17.899925,16.281437,19.440792,-8.027735,14.540406,166.589722,0,61.283264,87.457970,69.361359,8.549589,18.820293,8.585546,17.220585,8.581093,16.726814,8.769560,15.903352,10.115261,17.098330,11.123317,15.856276,11.645481,16.749899,0,0.00210,0.00083,0.00071,0.00335,0.00058,0.00063,0.00066,0.00070,3.20811
0.734,5.601712,1,5.912836,4.795014,0.000000,0,3.975584,3.523438,6.223438,-0.645197,4.829225,-1.48949,0.09801,0,0,0,0,0,0,7.505551,0.864654,17.357769,17.895096,16.271847,19.434677,-8.005543,14.532485,166.109329,0,60.803196,87.527634,69.858765,8.551451,18.812145,8.587741,17.209417,8.579613,16.717245,8.771650,15.881618,10.106245,17.089087,11.127338,15.857631,11.647515,16.751589,0,0.00173,0.00082,0.00071,0.00304,0.00058,0.00065,0.00066,0.00068,3.20801
0.735,5.600482,1,5.912055,4.799435,0.000000,0,3.976262,3.526489,6.223713,-0.548412,4.828720,-1.48796,0.09799,0,0,0,0,0,0,7.506053,0.866767,17.357534,17.890266,16.262257,19.428560,-7.983349,14.524563,165.628952,0,60.323128,87.597298,70.356171,8.553313,18.803997,8.589936,17.198250,8.578132,16.707674,8.773742,15.859886,10.097228,17.079844,11.131359,15.858987,11.649549,16.753279,0,0.00170,0.00081,0.00071,0.00302,0.00057,0.00064,0.00064,0.00069,3.20778
0.736,5.599165,1,5.910669,4.803346,0.000000,0,3.977833,3.527922,6.221750,-0.469446,4.828219,-1.48865,0.09823,0,0,0,0,0,0,7.504892,0.864099,17.357225,17.886530,16.252562,19.421766,-7.976068,14.516688,165.718658,0,60.203362,87.716164,70.460915,8.554257,18.795139,8.590914,17.187489,8.579322,16.696688,8.772552,15.855039,10.094869,17.076298,11.132723,15.858588,11.650352,16.754436,0,0.00164,0.00080,0.00071,0.00290,0.00057,0.00063,0.00063,0.00067,3.20780
0.737,5.597841,1,5.909081,4.807087,0.000000,0,3.979478,3.529217,6.219598,-0.391987,4.827718,-1.48651,0.10029,0,0,0,0,0,0,7.503590,0.861026,17.356911,17.882885,16.242857,19.414915,-7.970048,14.508819,165.856613,0,60.114075,87.839195,70.532448,8.555124,18.786221,8.591788,17.176762,8.580737,16.685581,8.771083,15.851620,10.093072,17.073235,11.133862,15.858041,11.651052,16.755550,0,0.00155,0.00079,0.00071,0.00278,0.00057,0.00062,0.00061,0.00066,3.20796
0.738,5.596516,1,5.907217,4.810623,0.000000,0,3.981124,3.530513,6.217447,-0.314528,4.827217,-1.48964,0.10161,0,0,0,0,0,0,7.502287,0.857953,17.356596,17.879242,16.233152,19.408064,-7.964028,14.500948,165.994553,0,60.024788,87.962227,70.603973,8.555991,18.777302,8.592663,17.166035,8.582153,16.674475,8.769615,15.848201,10.091275,17.070171,11.135001,15.857493,11.651752,16.756664,0,0.00157,0.00078,0.00071,0.00277,0.00057,0.00061,0.00065,0.00066,3.20831
0.739,5.595191,1,5.905260,4.814092,0.000000,0,3.982770,3.531808,6.215295,-0.237069,4.826716,-1.48933,0.10239,0,0,0,0,0,0,7.500985,0.854880,17.356281,17.875597,16.223448,19.401213,-7.958008,14.493078,166.132507,0,59.935505,88.085258,70.675507,8.556858,18.768385,8.593537,17.155310,8.583569,16.663368,8.768147,15.844783,10.089478,17.067108,11.136140,15.856946,11.652452,16.757776,0,0.00160,0.00077,0.00067,0.00296,0.00059,0.00062,0.00068,0.00066,3.20877
0.740,5.593772,1,5.903493,4.817638,0.000000,0,3.983595,3.530029,6.214085,-0.167018,4.826549,-1.48788,0.10363,0,0,0,0,0,0,7.500886,0.853690,17.355202,17.874149,16.213745,19.393957,-7.965434,14.485149,166.498230,0,59.153290,87.976242,71.221764,8.555988,18.759716,8.592111,17.140720,8.584778,16.646120,8.770959,15.816228,10.076424,17.054794,11.135792,15.856132,11.651522,16.758417,0,0.00155,0.00074,0.00065,0.00294,0.00060,0.00062,0.00067,0.00066,3.20862
0.741,5.592345,1,5.901789,4.821212,0.000000,0,3.984350,3.527989,6.212955,-0.097594,4.826410,-1.49147,0.10495,0,0,0,0,0,0,7.500889,0.852659,17.354057,17.872887,16.204041,19.386667,-7.973997,14.477217,166.883209,0,58.312450,87.847603,71.808182,8.554972,18.751070,8.590488,17.125805,8.585970,16.628351,8.774134,15.785546,10.062417,17.041697,11.135319,15.855295,11.650455,16.759016,0,0.00153,0.00070,0.00066,0.00288,0.00059,0.00064,0.00067,0.00066,3.20816
0.742,5.590918,1,5.900850,4.824769,0.000000,0,3.985106,3.525949,6.211825,-0.028169,4.826271,-1.48712,0.10511,0,0,0,0,0,0,7.500892,0.851628,17.352915,17.871624,16.194338,19.379377,-7.982560,14.469283,167.268204,0,57.471615,87.718956,72.394600,8.553954,18.742422,8.588866,17.110889,8.587162,16.610582,8.777308,15.754866,10.048409,17.028599,11.134846,15.854459,11.649387,16.759617,0,0.00158,0.00072,0.00066,0.00283,0.00059,0.00063,0.00066,0.00066,3.20821
0.743,5.589490,1,5.900166,4.828320,0.000000,0,3.985861,3.523909,6.210695,0.041255,4.826131,-1.48918,0.10408,0,0,0,0,0,0,7.500896,0.850597,17.351770,17.870361,16.184635,19.372087,-7.991123,14.461350,167.653183,0,56.630779,87.590309,72.981026,8.552938,18.733776,8.587244,17.095974,8.588354,16.592813,8.780483,15.724184,10.034403,17.015503,11.134373,15.853621,11.648319,16.760216,0,0.00158,0.00073,0.00066,0.00263,0.00059,0.00064,0.00066,0.00061,3.20851
0.744,5.588270,1,5.900386,4.831694,0.000000,0,3.987533,3.526237,6.212295,0.093653,4.826513,-1.48598,0.10350,0,0,0,0,0,0,7.504587,0.851081,17.352604,17.871523,16.174810,19.364147,-8.001206,14.453387,167.895782,0,56.335159,87.686920,73.035561,8.552308,18.726545,8.590794,17.087799,8.592059,16.587202,8.780656,15.718598,10.032990,17.011524,11.136386,15.852869,11.649030,16.761381,0,0.00164,0.00072,0.00068,0.00261,0.00057,0.00066,0.00067,0.00061,3.20892
0.745,5.587067,1,5.900908,4.835009,0.000000,0,3.989282,3.528934,6.214125,0.144610,4.826938,-1.48865,0.10328,0,0,0,0,0,0,7.508590,0.851692,17.353605,17.872890,16.164978,19.356150,-8.011418,14.445421,168.126343,0,56.085667,87.802582,73.045105,8.551711,18.719435,8.594782,17.080193,8.595977,16.582621,8.780575,15.715136,10.032644,17.008318,11.138611,15.852122,11.649890,16.762592,0,0.00177,0.00072,0.00069,0.00258,0.00057,0.00063,0.00067,0.00060,3.20938
0.746,5.585864,1,5.901067,4.838013,0.000000,0,3.991031,3.531632,6.215955,0.195567,4.827363,-1.49155,0.10214,0,0,0,0,0,0,7.512594,0.852303,17.354605,17.874258,16.155144,19.348154,-8.021631,14.437456,168.356903,0,55.836174,87.918251,73.054649,8.551114,18.712324,8.598769,17.072588,8.599895,16.578039,8.780494,15.711672,10.032298,17.005112,11.140835,15.851377,11.650750,16.763805,0,0.00182,0.00072,0.00067,0.00258,0.00057,0.00063,0.00067,0.00062,3.20903
0.747,5.584661,1,5.901104,4.840914,0.000000,0,3.992781,3.534329,6.217786,0.246524,4.827789,-1.48613,0.09947,0,0,0,0,0,0,7.516597,0.852915,17.355606,17.875626,16.145309,19.340158,-8.031843,14.429490,168.587448,0,55.586681,88.033913,73.064186,8.550517,18.705214,8.602757,17.064981,8.603813,16.573458,8.780413,15.708209,10.031951,17.001905,11.143059,15.850630,11.651610,16.765017,0,0.00183,0.00073,0.00065,0.00260,0.00057,0.00062,0.00066,0.00060,3.20827
0.748,5.583539,1,5.899893,4.843422,0.000000,0,3.996404,3.534912,6.215849,0.282041,4.828167,-1.48933,0.09822,0,0,0,0,0,0,7.518963,0.857424,17.354841,17.879499,16.135273,19.331480,-8.029168,14.421302,168.237350,0,55.745541,87.886177,73.069588,8.550094,18.692539,8.600780,17.047012,8.602485,16.561852,8.785576,15.698077,10.030890,16.997673,11.144505,15.848837,11.651100,16.764208,0,0.00179,0.00070,0.00065,0.00258,0.00056,0.00061,0.00066,0.00058,3.20811
0.749,5.582423,1,5.898264,4.845799,0.000000,0,4.000185,3.535316,6.213593,0.316251,4.828542,-1.48773,0.09915,0,0,0,0,0,0,7.521191,0.862262,17.353926,17.883585,16.125219,19.322742,-8.025403,14.413095,167.838104,0,55.938946,87.716156,73.074631,8.549685,18.679396,8.598298,17.028168,8.600712,16.549650,8.791183,15.687381,10.029767,16.993355,11.145885,15.846954,11.650475,16.763227,0,0.00170,0.00069,0.00066,0.00254,0.00056,0.00062,0.00064,0.00058,3.20826
0.750,5.581308,1,5.896519,4.847853,0.000000,0,4.003967,3.535721,6.211338,0.350462,4.828917,-1.48781,0.10023,0,0,0,0,0,0,7.523418,0.867101,17.353010,17.887672,16.115164,19.314005,-8.021639,14.404887,167.438873,0,56.132351,87.546135,73.079674,8.549277,18.666252,8.595816,17.009321,8.598940,16.537451,8.796790,15.676684,10.028645,16.989035,11.147265,15.845073,11.649849,16.762245,0,0.00173,0.00068,0.00067,0.00249,0.00055,0.00063,0.00067,0.00056,3.20846
0.751,5.580193,1,5.894734,4.849798,0.000000,0,4.007749,3.536125,6.209082,0.384672,4.829292,-1.49033,0.10159,0,0,0,0,0,0,7.525646,0.871940,17.352095,17.891758,16.105110,19.305267,-8.017874,14.396680,167.039642,0,56.325756,87.376114,73.084717,8.548869,18.653109,8.593333,16.990477,8.597168,16.525249,8.802397,15.665988,10.027522,16.984716,11.148645,15.843191,11.649223,16.761265,0,0.00176,0.00068,0.00068,0.00251,0.00056,0.00065,0.00067,0.00056,3.20869
0.752,5.579322,1,5.893781,4.851470,0.000000,0,4.008181,3.534791,6.208437,0.403232,4.829744,-1.49384,0.10374,0,0,0,0,0,0,7.526114,0.877165,17.349373,17.898500,16.094994,19.295372,-7.997169,14.388546,166.606323,0,56.440666,87.338921,73.040016,8.550526,18.633934,8.594493,16.980108,8.596338,16.515678,8.803287,15.661454,10.026734,16.981745,11.148570,15.840919,11.647675,16.759352,0,0.00175,0.00069,0.00068,0.00252,0.00058,0.00065,0.00065,0.00058,3.20852
0.753,5.578472,1,5.893105,4.853050,0.000000,0,4.008329,3.533309,6.207928,0.420468,4.830202,-1.48849,0.10512,0,0,0,0,0,0,7.526434,0.882423,17.346497,17.905466,16.084871,19.285378,-7.975030,14.380417,166.170105,0,56.548931,87.312958,72.991104,8.552356,18.614246,8.595961,16.970457,8.595589,16.506329,8.803776,15.657443,10.025976,16.978888,11.148373,15.838614,11.646047,16.757360,0,0.00172,0.00071,0.00066,0.00252,0.00058,0.00066,0.00065,0.00058,3.20814
0.754,5.577621,1,5.892433,4.854264,0.000000,0,4.008477,3.531828,6.207419,0.437703,4.830661,-1.48880,0.10511,0,0,0,0,0,0,7.526754,0.887682,17.343620,17.912434,16.074749,19.275383,-7.952892,14.372289,165.733902,0,56.657196,87.286995,72.942192,8.554186,18.594561,8.597429,16.960806,8.594839,16.496981,8.804266,15.653431,10.025217,16.976032,11.148174,15.836309,11.644420,16.755369,0,0.00173,0.00070,0.00066,0.00247,0.00059,0.00067,0.00065,0.00059,3.20806
0.755,5.576771,1,5.891763,4.855357,0.000000,0,4.008626,3.530347,6.206911,0.454939,4.831119,-1.48827,0.10531,0,0,0,0,0,0,7.527074,0.892940,17.340746,17.919399,16.064627,19.265390,-7.930754,14.364161,165.297699,0,56.765461,87.261032,72.893280,8.556016,18.574873,8.598897,16.951157,8.594090,16.487631,8.804756,15.649419,10.024458,16.973175,11.147976,15.834005,11.642792,16.753376,0,0.00167,0.00070,0.00066,0.00244,0.00060,0.00066,0.00066,0.00056,3.20813
0.756,5.576234,1,5.890421,4.856047,0.000000,0,4.009512,3.531367,6.204640,0.456142,4.831586,-1.49025,0.10579,0,0,0,0,0,0,7.529340,0.887339,17.338051,17.928724,16.054651,19.255264,-7.892601,14.356261,165.553482,0,56.835556,87.540825,72.813950,8.555859,18.566345,8.598518,16.938044,8.594296,16.478706,8.799547,15.651274,10.025100,16.969530,11.149099,15.830836,11.642226,16.751053,0,0.00170,0.00071,0.00066,0.00244,0.00060,0.00066,0.00066,0.00057,3.20831
0.757,5.575724,1,5.888854,4.856604,0.000000,0,4.010461,3.532598,6.202221,0.455988,4.832054,-1.48987,0.10449,0,0,0,0,0,0,7.531770,0.880820,17.335371,17.938248,16.044687,19.245129,-7.853093,14.348381,165.867798,0,56.902416,87.846481,72.732048,8.555533,18.558762,8.597984,16.924639,8.594584,16.469816,8.793856,15.653625,10.025859,16.965820,11.150333,15.827595,11.641750,16.748701,0,0.00167,0.00073,0.00067,0.00239,0.00060,0.00066,0.00070,0.00056,3.20854
0.758,5.575214,1,5.887461,4.856982,0.000000,0,4.011410,3.533829,6.199801,0.455834,4.832522,-1.48834,0.10230,0,0,0,0,0,0,7.534201,0.874300,17.332691,17.947771,16.034723,19.234991,-7.813585,14.340502,166.182114,0,56.969280,88.152130,72.650146,8.555207,18.551176,8.597449,16.911234,8.594871,16.460926,8.788165,15.655975,10.026619,16.962109,11.151568,15.824352,11.641275,16.746349,0,0.00164,0.00073,0.00066,0.00233,0.00062,0.00067,0.00069,0.00056,3.20847
0.759,5.574703,1,5.886127,4.857302,0.000000,0,4.012359,3.535060,6.197382,0.455680,4.832990,-1.48819,0.10094,0,0,0,0,0,0,7.536631,0.867781,17.330011,17.957294,16.024759,19.224855,-7.774077,14.332622,166.496429,0,57.036144,88.457787,72.568245,8.554882,18.543592,8.596915,16.897829,8.595158,16.452038,8.782474,15.658326,10.027379,16.958399,11.152802,15.821111,11.640800,16.743998,0,0.00165,0.00073,0.00066,0.00208,0.00060,0.00068,0.00065,0.00055,3.20824
0.760,5.574294,1,5.885738,4.857628,0.000000,0,4.011360,3.536014,6.198008,0.451935,4.833488,-1.48766,0.10000,0,0,0,0,0,0,7.538523,0.869228,17.331867,17.968918,16.014874,19.214388,-7.724668,14.325019,166.105972,0,56.649471,88.500275,73.022179,8.557864,18.538507,8.598879,16.879696,8.594772,16.440046,8.785102,15.637884,10.019548,16.947617,11.154627,15.820246,11.642340,16.744226,0,0.00165,0.00074,0.00066,0.00214,0.00059,0.00071,0.00063,0.00053,3.20816
0.761,5.573894,1,5.885665,4.857958,0.000000,0,4.010196,3.536943,6.198892,0.447887,4.833990,-1.48918,0.09878,0,0,0,0,0,0,7.540369,0.871349,17.334108,17.980721,16.004992,19.203894,-7.674421,14.317438,165.655884,0,56.224430,88.520500,73.521439,8.561128,18.533634,8.601053,16.861162,8.594332,16.427792,8.788433,15.615515,10.010992,16.936235,11.156502,15.819582,11.644051,16.744673,0,0.00162,0.00075,0.00066,0.00211,0.00059,0.00070,0.00062,0.00053,3.20816
0.762,5.573493,1,5.886168,4.858209,0.000000,0,4.009032,3.537873,6.199776,0.443839,4.834491,-1.48872,0.09832,0,0,0,0,0,0,7.542215,0.873470,17.336349,17.992523,15.995111,19.193398,-7.624174,14.309858,165.205795,0,55.799393,88.540726,74.020699,8.564390,18.528761,8.603229,16.842628,8.593890,16.415539,8.791764,15.593144,10.002435,16.924854,11.158376,15.818918,11.645761,16.745119,0,0.00155,0.00074,0.00066,0.00211,0.00060,0.00069,0.00062,0.00055,3.20816
0.763,5.573092,1,5.886862,4.858433,0.000000,0,4.007868,3.538803,6.200660,0.439791,4.834992,-1.48811,0.09977,0,0,0,0,0,0,7.544061,0.875591,17.338591,18.004326,15.985229,19.182903,-7.573927,14.302279,164.755722,0,55.374352,88.560951,74.519966,8.567653,18.523888,8.605403,16.824095,8.593449,16.403284,8.795096,15.570775,9.993878,16.913473,11.160251,15.818254,11.647471,16.745567,0,0.00162,0.00073,0.00065,0.00214,0.00060,0.00069,0.00061,0.00055,3.20816
