"Time","v3 L COP","v2 R COP","47 RDS cle","39 FRx (cm)","35 HRx (cm)","48 LDS cle","37 FLx (cm)","33 HLx (cm)","v1 xCoM","42 CoMy (cm)","3 Platform","2 Trdml"
0.000,0.000000,0.000000,1,16.829782,12.252037,1,16.371202,14.830838,5.096443,5.110960,-0.00005,0.08746
0.001,0.000000,0.000000,1,16.819681,12.272015,1,16.406425,14.828697,5.100134,5.110733,0.00011,0.08254
0.002,0.000000,0.000000,1,16.809467,12.293953,1,16.442844,14.825012,5.103576,5.110620,-0.00015,0.08512
0.003,0.000000,0.000000,1,16.799164,12.317409,1,16.480192,14.820133,5.106894,5.110598,0.00021,0.09349
0.004,0.000000,0.000000,1,16.788862,12.340863,1,16.517538,14.815254,5.110044,5.110576,-0.00011,0.10626
0.005,0.000000,0.000000,1,16.778561,12.364319,1,16.554886,14.810375,5.113111,5.110553,-0.00009,0.12048
0.006,0.000000,0.000000,1,16.768467,12.389312,1,16.593548,14.804140,5.116076,5.110681,-0.00015,0.12347
0.007,0.000000,0.000000,1,16.758533,12.415495,1,16.633226,14.796859,5.118988,5.110925,0.00032,0.12078
0.008,0.000000,0.000000,1,16.748602,12.441678,1,16.672903,14.789577,5.121772,5.111169,0.00021,0.11738
0.009,0.000000,0.000000,1,16.738668,12.467861,1,16.712582,14.782294,5.124493,5.111414,0.00006,0.11146
0.010,0.000000,0.000000,1,16.728889,12.495836,1,16.753139,14.774529,5.127053,5.111757,-0.00015,0.10322
0.011,0.000000,0.000000,1,16.719229,12.525197,1,16.794380,14.766390,5.129534,5.112176,-0.00015,0.09677
0.012,0.000000,0.000000,1,16.709568,12.554558,1,16.835619,14.758251,5.131910,5.112595,-0.00020,0.09118
0.013,0.000000,0.000000,1,16.699905,12.583919,1,16.876858,14.750113,5.134235,5.113014,-0.00015,0.08368
0.014,0.000000,0.000000,1,16.690081,12.614907,1,16.918531,14.742705,5.136499,5.113545,0.00000,0.07684
0.015,0.000000,0.000000,1,16.680130,12.647155,1,16.960541,14.735864,5.138734,5.114163,-0.00027,0.08424
0.016,0.000000,0.000000,1,16.670177,12.679402,1,17.002550,14.729022,5.140766,5.114781,-0.00009,0.10494
0.017,0.000000,0.000000,1,16.660227,12.711650,1,17.044559,14.722180,5.142699,5.115399,-0.00020,0.11828
0.018,0.000000,0.000000,1,16.650581,12.745232,1,17.087082,14.715308,5.144258,5.116118,-0.00005,0.12111
0.019,0.000000,0.000000,1,16.641172,12.779845,1,17.130003,14.708412,5.145631,5.116915,0.00006,0.12178
0.020,0.000000,0.000000,1,16.631763,12.814458,1,17.172922,14.701516,5.146563,5.117712,-0.00015,0.11984
0.021,0.000000,0.000000,1,16.622355,12.849072,1,17.215841,14.694620,5.147276,5.118508,0.00011,0.11310
0.022,0.000000,0.000000,1,16.612850,12.885395,1,17.258627,14.687345,5.147538,5.119236,-0.00006,0.10676
0.023,0.000000,0.000000,1,16.603273,12.923042,1,17.301308,14.679775,5.147578,5.119910,-0.00005,0.10092
0.024,0.000000,0.000000,1,16.593697,12.960690,1,17.343990,14.672206,5.147283,5.120584,0.00011,0.09300
0.025,0.000000,0.000000,1,16.584118,12.998337,1,17.386671,14.664637,5.146823,5.121259,-0.00005,0.08466
0.026,0.000000,0.000000,1,16.574638,13.037591,1,17.428492,14.656742,5.146150,5.121951,-0.00026,0.07928
0.027,0.000000,0.000000,1,16.565235,13.078087,1,17.469645,14.648598,5.145372,5.122658,-0.00005,0.08715
0.028,0.000000,0.000000,1,16.555832,13.118584,1,17.510799,14.640453,5.144340,5.123364,-0.00015,0.10391
0.029,0.000000,0.000000,1,16.546429,13.159081,1,17.551952,14.632309,5.143183,5.124072,0.00015,0.11288
0.030,0.000000,0.000000,1,16.537109,13.201263,1,17.591148,14.623829,5.141752,5.124450,-0.00015,0.11956
0.031,0.000000,0.000000,1,16.527855,13.244751,1,17.628830,14.615091,5.140187,5.124575,0.00000,0.12362
0.032,0.000000,0.000000,1,16.518600,13.288239,1,17.666512,14.606353,5.138638,5.124700,-0.00020,0.11909
0.033,0.000000,0.000000,1,16.509346,13.331726,1,17.704193,14.597615,5.137098,5.124825,-0.00026,0.11276
0.034,0.000000,0.000000,1,16.500174,13.376354,1,17.739290,14.588777,5.135885,5.124900,0.00005,0.10644
0.035,0.000000,0.000000,1,16.491062,13.421864,1,17.772387,14.579860,5.134834,5.124938,-0.00015,0.09800
0.036,0.000000,0.000000,1,16.481951,13.467374,1,17.805483,14.570943,5.134093,5.124974,-0.00026,0.08893
0.037,0.000000,0.000000,1,16.472841,13.512884,1,17.838579,14.562026,5.133505,5.125011,-0.00006,0.08231
0.038,0.000000,0.000000,1,16.463850,13.558586,1,17.868935,14.553144,5.133135,5.125101,0.00009,0.08556
0.039,0.000000,0.000000,1,16.454950,13.604438,1,17.897171,14.544289,5.132873,5.125231,-0.00015,0.09934
0.040,0.000000,0.000000,1,16.446053,13.650290,1,17.925407,14.535433,5.132828,5.125360,-0.00011,0.10973
0.041,0.000000,0.000000,1,16.437153,13.696141,1,17.953644,14.526578,5.132891,5.125490,-0.00006,0.11774
0.042,0.000000,0.000000,1,16.428482,13.741664,1,17.979639,14.517751,5.133171,5.125679,-0.00005,0.12383
0.043,0.000000,0.000000,1,16.419987,13.786932,1,18.003899,14.508947,5.133557,5.125913,0.00015,0.12073
0.044,0.000000,0.000000,1,16.411491,13.832200,1,18.028160,14.500143,5.134030,5.126147,-0.00015,0.11518
0.045,0.000000,0.000000,1,16.402996,13.877468,1,18.052420,14.491340,5.134545,5.126380,0.00021,0.10942
0.046,0.000000,0.000000,1,16.394791,13.921412,1,18.074305,14.482687,5.134997,5.126629,-0.00011,0.10116
0.047,0.000000,0.000000,1,16.386810,13.964334,1,18.094353,14.474153,5.135418,5.126889,0.00002,0.09186
0.048,0.000000,0.000000,1,16.378830,14.007255,1,18.114401,14.465617,5.135730,5.127148,-0.00021,0.08501
0.049,0.000000,0.000000,1,16.370850,14.050175,1,18.134447,14.457082,5.135989,5.127408,0.00011,0.08395
0.050,0.000000,0.000000,1,16.363260,14.091029,1,18.152479,14.448429,5.136131,5.127605,-0.00005,0.09338
0.051,0.000000,0.000000,1,16.355974,14.130286,1,18.168955,14.439686,5.136214,5.127755,-0.00015,0.10490
0.052,0.000000,0.000000,1,16.348686,14.169543,1,18.185429,14.430943,5.136204,5.127905,-0.00015,0.11552
0.053,0.000000,0.000000,1,16.341400,14.208800,1,18.201902,14.422198,5.136148,5.128055,-0.00006,0.12409
0.054,0.000000,0.000000,1,16.334148,14.246036,1,18.216469,14.413185,5.136022,5.128188,-0.00026,0.12177
0.055,0.000000,0.000000,1,16.326927,14.281706,1,18.229563,14.403964,5.135862,5.128307,-0.00011,0.11605
0.056,0.000000,0.000000,1,16.319704,14.317377,1,18.242655,14.394742,5.135610,5.128427,-0.00021,0.10995
0.057,0.000000,0.000000,1,16.312483,14.353047,1,18.255747,14.385521,5.135313,5.128546,-0.00015,0.10124
0.058,0.000000,0.000000,1,16.305637,14.386839,1,18.267143,14.376235,5.134889,5.128715,-0.00012,0.09142
0.059,0.000000,0.000000,1,16.299084,14.419179,1,18.277225,14.366899,5.134403,5.128922,-0.00032,0.08406
0.060,0.000000,0.000000,1,16.292528,14.451518,1,18.287310,14.357565,5.133753,5.129130,0.00000,0.08711
0.061,0.000000,0.000000,1,16.285975,14.483857,1,18.297392,14.348229,5.133021,5.129337,-0.00027,0.10201
0.062,0.000000,0.000000,1,16.280151,14.514498,1,18.305496,14.338774,5.132088,5.129509,0.00005,0.11402
0.063,0.000000,0.000000,1,16.274895,14.543824,1,18.312069,14.329225,5.131055,5.129654,0.00000,0.12127
0.064,0.000000,0.000000,1,16.269638,14.573151,1,18.318644,14.319675,5.129795,5.129798,0.00005,0.12385
0.065,0.000000,0.000000,1,16.264381,14.602477,1,18.325216,14.310127,5.128423,5.129942,-0.00026,0.11738
0.066,0.000000,0.000000,1,16.260233,14.630052,1,18.329987,14.300536,5.126801,5.129957,-0.00015,0.10985
0.067,0.000000,0.000000,1,16.256941,14.656272,1,18.333363,14.290913,5.125056,5.129872,0.00000,0.10276
0.068,0.000000,0.000000,1,16.253649,14.682491,1,18.336739,14.281290,5.123051,5.129787,-0.00009,0.09369
0.069,0.000000,0.000000,1,16.250357,14.708712,1,18.340113,14.271667,5.120918,5.129702,-0.00003,0.08432
0.070,0.000000,0.000000,1,16.248205,14.733093,1,18.342081,14.262187,5.118537,5.129433,-0.00015,0.08071
0.071,0.000000,0.000000,1,16.246937,14.756055,1,18.342962,14.252819,5.116035,5.129023,-0.00011,0.09327
0.072,0.000000,0.000000,1,16.245668,14.779016,1,18.343843,14.243450,5.113409,5.128613,-0.00031,0.11126
0.073,0.000000,0.000000,1,16.244400,14.801978,1,18.344725,14.234081,5.110722,5.128203,-0.00020,0.11786
0.074,0.000000,0.000000,1,16.244165,14.823137,1,18.344259,14.224854,5.108037,5.127757,-0.00020,0.12151
0.075,0.000000,0.000000,1,16.244732,14.842902,1,18.342756,14.215736,5.105353,5.127281,-0.00015,0.12246
0.076,0.000000,0.000000,1,16.245298,14.862667,1,18.341253,14.206619,5.102667,5.126805,-0.00020,0.11643
0.077,0.000000,0.000000,1,16.245865,14.882432,1,18.339750,14.197501,5.099981,5.126330,-0.00011,0.10986
0.078,1.975598,0.000000,1,16.248123,14.900250,1,18.337000,14.188480,5.097265,5.125767,-0.00015,0.10349
0.079,4.924253,0.000000,1,16.251690,14.916563,1,18.333286,14.179534,5.094534,5.125136,-0.00026,0.09471
0.080,5.897819,0.000000,1,16.255259,14.932877,1,18.329575,14.170588,5.091809,5.124505,-0.00021,0.08542
0.081,5.898579,0.000000,1,16.258825,14.949190,1,18.325861,14.161641,5.089087,5.123874,-0.00037,0.08123
0.082,5.899190,0.000000,1,16.264057,14.963906,1,18.321114,14.152828,5.086416,5.123061,0.00011,0.09364
0.083,5.899727,0.000000,1,16.270573,14.977389,1,18.315567,14.144117,5.083770,5.122108,0.00005,0.11288
0.084,5.900154,0.000000,1,16.277088,14.990871,1,18.310022,14.135406,5.081176,5.121153,-0.00021,0.12035
0.085,5.900527,0.000000,1,16.283604,15.004354,1,18.304476,14.126696,5.078608,5.120200,0.00015,0.12285
0.086,5.900939,0.000000,1,16.291821,15.016277,1,18.297804,14.118059,5.076097,5.119158,-0.00011,0.12099
0.087,5.901371,0.000000,1,16.301352,15.026997,1,18.290264,14.109481,5.073615,5.118049,0.00011,0.11262
0.088,5.901702,0.000000,1,16.310884,15.037716,1,18.282722,14.100902,5.071279,5.116939,0.00000,0.10452
0.089,5.901983,0.000000,1,16.320417,15.048434,1,18.275183,14.092322,5.069015,5.115829,-0.00015,0.09689
0.090,5.902018,0.000000,1,16.332150,15.057389,1,18.266836,14.084125,5.066975,5.114709,-0.00005,0.08728
0.091,5.901932,0.000000,1,16.345583,15.064981,1,18.257868,14.076222,5.065046,5.113580,0.00000,0.07994
0.092,5.901834,0.000000,1,16.359016,15.072571,1,18.248898,14.068319,5.063261,5.112452,0.00000,0.09178
0.093,5.901729,0.000000,1,16.372448,15.080162,1,18.239929,14.060416,5.061547,5.111322,-0.00018,0.11526
0.094,5.901846,0.000000,1,16.387733,15.085863,1,18.230215,14.052882,5.059851,5.110251,0.00027,0.12468
0.095,5.902072,0.000000,1,16.404451,15.090103,1,18.219925,14.045633,5.058163,5.109224,-0.00020,0.12315
0.096,5.902249,0.000000,1,16.421167,15.094343,1,18.209635,14.038383,5.056363,5.108197,0.00006,0.11850
0.097,5.902401,0.000000,1,16.437885,15.098583,1,18.199345,14.031135,5.054507,5.107170,-0.00015,0.11031
0.098,5.902162,0.000000,1,16.456507,15.100694,1,18.188747,14.024775,5.052452,5.106027,-0.00015,0.09943
0.099,5.901730,0.000000,1,16.476603,15.101160,1,18.177912,14.019102,5.050299,5.104796,-0.00011,0.09071
0.100,5.900939,0.000000,1,16.496698,15.101625,1,18.167074,14.013429,5.048057,5.103564,-0.00015,0.08737
0.101,5.899972,0.000000,1,16.516794,15.102091,1,18.156239,14.007756,5.045770,5.102333,-0.00017,0.09757
0.102,3.923269,0.000000,1,16.538280,15.100664,1,18.145477,14.003443,5.043514,5.101142,0.00005,0.11261
0.103,0.973443,0.000000,1,16.560841,15.097775,0,18.134775,14.000180,5.041273,5.099984,-0.00002,0.12193
0.104,0.000000,0.000000,1,16.583403,15.094884,0,18.124071,13.996918,5.038948,5.098826,0.00006,0.12443
0.105,0.000000,0.000000,1,16.605963,15.091994,0,18.113369,13.993655,5.036581,5.097668,0.00006,0.11630
0.106,0.000000,0.000000,1,16.629642,15.087596,0,18.102936,13.992072,5.034020,5.096260,-0.00026,0.10707
0.107,0.000000,0.000000,1,16.654188,15.082032,0,18.092712,13.991787,5.031364,5.094658,0.00000,0.09822
0.108,0.000000,0.000000,1,16.678734,15.076468,0,18.082487,13.991502,5.028749,5.093057,-0.00017,0.08766
0.109,0.000000,0.000000,1,16.703279,15.070905,0,18.072264,13.991217,5.026152,5.091455,-0.00015,0.08353
0.110,0.000000,0.000000,1,16.729300,15.064121,0,18.062325,13.992714,5.023857,5.089876,0.00002,0.10009
0.111,0.000000,0.000000,1,16.756460,15.056396,0,18.052605,13.995588,5.021710,5.088315,-0.00006,0.12154
0.112,0.000000,0.000000,1,16.783619,15.048671,0,18.042885,13.998464,5.019790,5.086754,-0.00015,0.12560
0.113,0.000000,0.000000,1,16.810780,15.040945,0,18.033165,14.001338,5.017980,5.085194,0.00000,0.12090
0.114,0.000000,0.000000,1,16.839273,15.032208,0,18.023514,14.005879,5.016251,5.083697,-0.00024,0.11426
0.115,0.000000,0.000000,1,16.868801,15.022691,0,18.013916,14.011710,5.014561,5.082249,-0.00005,0.10468
0.116,0.000000,0.000000,1,16.898329,15.013173,0,18.004318,14.017541,5.012947,5.080801,-0.00015,0.09373
0.117,0.000000,0.000000,1,16.927855,15.003654,0,17.994720,14.023372,5.011372,5.079354,0.00000,0.08539
0.118,0.000000,0.000000,1,16.958609,14.993600,0,17.985304,14.030533,5.009892,5.077882,-0.00005,0.08829
0.119,0.000000,0.000000,1,16.990311,14.983129,0,17.976030,14.038721,5.008460,5.076391,-0.00015,0.10281
0.120,0.000000,0.000000,1,17.022013,14.972658,0,17.966755,14.046909,5.007052,5.074901,0.00011,0.11361
0.121,0.000000,0.000000,1,17.053715,14.962188,0,17.957479,14.055098,5.005656,5.073410,-0.00015,0.12062
0.122,0.000000,0.000000,1,17.086571,14.951634,0,17.948284,14.064949,5.004200,5.071927,-0.00026,0.12392
0.123,0.000000,0.000000,1,17.120317,14.941017,0,17.939148,14.076087,5.002714,5.070450,-0.00023,0.11844
0.124,0.000000,0.000000,1,17.154064,14.930400,0,17.930014,14.087224,5.001144,5.068973,-0.00006,0.11179
0.125,0.000000,0.000000,1,17.187811,14.919783,0,17.920877,14.098362,4.999534,5.067496,-0.00002,0.10532
0.126,0.000000,0.000000,1,17.222416,14.909388,0,17.911816,14.110993,4.997853,5.065982,0.00015,0.09657
0.127,0.000000,0.000000,1,17.257683,14.899163,0,17.902811,14.124780,4.996138,5.064439,0.00006,0.08743
0.128,0.000000,0.000000,1,17.292950,14.888940,0,17.893806,14.138566,4.994457,5.062897,-0.00005,0.08109
0.129,0.000000,0.000000,1,17.328217,14.878716,0,17.884800,14.152352,4.992793,5.061354,-0.00009,0.08576
0.130,0.000000,0.000000,1,17.364309,14.868685,0,17.875950,14.167523,4.991269,5.059831,0.00009,0.10070
0.131,0.000000,0.000000,1,17.401037,14.858804,0,17.867220,14.183765,4.989814,5.058324,-0.00005,0.11107
0.132,0.000000,0.000000,1,17.437765,14.848923,0,17.858490,14.200007,4.988484,5.056817,-0.00005,0.11886
0.133,0.000000,0.000000,1,17.474493,14.839042,0,17.849760,14.216249,4.987216,5.055309,-0.00015,0.12398
0.134,0.000000,0.000000,1,17.511446,14.829277,0,17.841099,14.234118,4.986052,5.053788,-0.00014,0.11995
0.135,0.000000,0.000000,1,17.548573,14.819605,0,17.832491,14.253243,4.984939,5.052256,-0.00015,0.11412
0.136,0.000000,0.000000,1,17.585699,14.809932,0,17.823883,14.272368,4.984037,5.050724,-0.00009,0.10847
0.137,0.000000,0.000000,1,17.622824,14.800259,0,17.815275,14.291493,4.983240,5.049192,-0.00015,0.10037
0.138,0.000000,0.000000,1,17.659878,14.790450,0,17.806734,14.312178,4.982785,5.047662,-0.00020,0.09128
0.139,0.000000,0.000000,1,17.696877,14.780537,0,17.798248,14.334066,4.982500,5.046134,-0.00005,0.08463
0.140,0.000000,0.000000,1,17.733875,14.770623,0,17.789761,14.355955,4.982625,5.044605,-0.00011,0.08412
0.141,0.000000,0.000000,1,17.770874,14.760710,0,17.781275,14.377844,4.982951,5.043077,-0.00027,0.09362
0.142,0.000000,0.000000,1,17.808115,14.750940,0,17.772776,14.401587,4.983714,5.041685,-0.00005,0.10464
0.143,0.000000,0.000000,1,17.845541,14.741282,0,17.764269,14.426766,4.984692,5.040401,0.00000,0.11545
0.144,0.000000,0.000000,1,17.882967,14.731623,0,17.755762,14.451944,4.986033,5.039116,-0.00015,0.12416
0.145,0.000000,0.000000,1,17.920395,14.721965,0,17.747255,14.477123,4.987554,5.037831,-0.00011,0.12171
0.146,0.000000,0.000000,1,17.957262,14.712387,0,17.738863,14.503978,4.989347,5.036660,0.00002,0.11601
0.147,0.000000,0.000000,1,17.993696,14.702872,0,17.730560,14.532128,4.991275,5.035575,-0.00017,0.10971
0.148,0.000000,0.000000,1,18.030132,14.693358,0,17.722260,14.560279,4.993435,5.034492,-0.00026,0.10066
0.149,0.000000,0.000000,1,18.066566,14.683844,0,17.713957,14.588428,4.995709,5.033407,-0.00015,0.09070
0.150,0.000000,0.000000,1,18.102631,14.674243,0,17.705826,14.618105,4.998158,5.032632,0.00000,0.08327
0.151,0.000000,0.000000,1,18.138409,14.664575,0,17.697830,14.648960,5.000692,5.032096,-0.00017,0.08925
0.152,0.000000,0.000000,1,18.174185,14.654907,0,17.689833,14.679815,5.003192,5.031560,0.00011,0.10670
0.153,0.000000,0.000000,1,18.209963,14.645240,0,17.681837,14.710670,5.005675,5.031024,-0.00011,0.11740
0.154,0.000000,0.000000,1,18.244717,14.635580,0,17.673782,14.742136,5.007905,5.030661,-0.00014,0.12265
0.155,0.000000,0.000000,1,18.278681,14.625926,0,17.665682,14.774075,5.010010,5.030430,-0.00009,0.12275
0.156,0.000000,0.000000,1,18.312645,14.616272,0,17.657583,14.806013,5.011811,5.030200,0.00000,0.11470
0.157,0.000000,0.000000,1,18.346607,14.606618,0,17.649483,14.837952,5.013462,5.029970,-0.00015,0.10617
0.158,0.000000,0.000000,1,18.378757,14.596931,0,17.641214,14.870380,5.014808,5.029767,0.00015,0.09800
0.159,0.000000,0.000000,1,18.409504,14.587222,0,17.632816,14.903187,5.016004,5.029584,0.00000,0.08781
0.160,0.000000,0.000000,1,18.440250,14.577512,0,17.624416,14.935993,5.016907,5.029403,-0.00024,0.08145
0.161,0.000000,0.000000,1,18.470999,14.567801,0,17.616016,14.968800,5.017666,5.029221,-0.00021,0.09540
0.162,0.000000,0.000000,1,18.499563,14.558070,0,17.607769,15.002451,5.018174,5.028995,-0.00017,0.11856
0.163,0.000000,0.000000,1,18.526442,14.548322,0,17.599638,15.036755,5.018558,5.028735,-0.00015,0.12557
0.164,0.000000,0.000000,1,18.553322,14.538573,0,17.591507,15.071059,5.018849,5.028475,-0.00015,0.12223
0.165,0.000000,0.000000,1,18.580200,14.528826,0,17.583376,15.105363,5.019095,5.028215,0.00000,0.11632
0.166,0.000000,0.000000,1,18.604958,14.519288,0,17.575354,15.139857,5.019418,5.027959,-0.00020,0.10706
0.167,0.000000,0.000000,1,18.628077,14.509914,0,17.567415,15.174500,5.019779,5.027706,0.00009,0.09594
0.168,0.000000,0.000000,1,18.651196,14.500541,0,17.559477,15.209142,5.020277,5.027453,-0.00021,0.08729
0.169,0.000000,0.000000,1,18.674314,14.491167,0,17.551540,15.243784,5.020842,5.027200,0.00017,0.08919
0.170,0.000000,0.000000,1,18.696083,14.481907,0,17.543591,15.278372,5.021561,5.027015,0.00000,0.10398
0.171,0.000000,0.000000,1,18.716805,14.472733,0,17.535631,15.312918,5.022357,5.026883,0.00000,0.11668
0.172,0.000000,0.000000,1,18.737528,14.463559,0,17.527674,15.347463,5.023287,5.026751,0.00002,0.12301
0.173,0.000000,0.000000,1,18.758251,14.454386,0,17.519714,15.382009,5.024285,5.026618,-0.00020,0.12309
0.174,0.000000,0.000000,1,18.777729,14.445275,0,17.511913,15.415726,5.025374,5.026582,-0.00026,0.11475
0.175,0.000000,0.000000,1,18.796247,14.436213,0,17.504236,15.448805,5.026508,5.026621,0.00027,0.10619
0.176,0.000000,0.000000,1,18.814764,14.427151,0,17.496557,15.481883,5.027619,5.026660,-0.00015,0.09810
0.177,0.000000,0.000000,1,18.833281,14.418088,0,17.488878,15.514961,5.028718,5.026700,-0.00015,0.08814
0.178,0.000000,0.000000,1,18.850182,14.409022,0,17.481375,15.547164,5.029671,5.026825,-0.00031,0.08029
0.179,0.000000,0.000000,1,18.865833,14.399955,0,17.474009,15.578689,5.030551,5.027017,-0.00021,0.09099
0.180,0.000000,0.000000,1,18.881485,14.390887,0,17.466640,15.610213,5.031211,5.027208,0.00006,0.11401
0.181,0.000000,0.000000,1,18.897135,14.381820,0,17.459272,15.641738,5.031762,5.027400,-0.00009,0.12406
0.182,0.000000,0.000000,1,18.911163,14.372875,0,17.452394,15.672290,5.032051,5.027584,-0.00006,0.12323
0.183,0.000000,0.000000,1,18.923937,14.364026,0,17.445896,15.702090,5.032212,5.027761,-0.00031,0.11955
0.184,0.000000,0.000000,1,18.936708,14.355178,0,17.439398,15.731890,5.032166,5.027937,-0.00015,0.11235
0.185,0.000000,0.000000,1,18.949482,14.346329,0,17.432899,15.761689,5.032017,5.028114,-0.00026,0.10233
0.186,0.000000,0.000000,1,18.960669,14.337655,0,17.426884,15.790640,5.031733,5.028263,-0.00026,0.09415
0.187,0.000000,0.000000,1,18.970629,14.329116,0,17.421240,15.818935,5.031381,5.028389,-0.00005,0.08694
0.188,0.000000,0.000000,1,18.980589,14.320576,0,17.415594,15.847230,5.030928,5.028516,-0.00009,0.08528
0.189,0.000000,0.000000,1,18.990547,14.312037,0,17.409950,15.875525,5.030424,5.028642,-0.00017,0.09232
0.190,0.000000,0.000000,1,18.999187,14.303594,0,17.405054,15.902876,5.029853,5.028634,-0.00009,0.10786
0.191,0.000000,0.000000,1,19.006805,14.295225,0,17.400734,15.929498,5.029250,5.028521,-0.00021,0.12278
0.192,0.000000,0.000000,1,19.014425,14.286856,0,17.396416,15.956120,5.028674,5.028408,0.00005,0.12402
0.193,0.000000,0.000000,1,19.022043,14.278487,0,17.392096,15.982742,5.028111,5.028295,0.00005,0.11960
0.194,0.000000,0.000000,1,19.028587,14.270359,0,17.388779,16.008379,5.027670,5.028182,-0.00023,0.11422
0.195,0.000000,0.000000,1,19.034300,14.262417,0,17.386236,16.033253,5.027288,5.028069,0.00002,0.10611
0.196,0.000000,0.000000,1,19.040012,14.254476,0,17.383694,16.058128,5.027039,5.027955,-0.00021,0.09657
0.197,0.000000,0.000000,1,19.045723,14.246533,0,17.381151,16.083002,5.026855,5.027842,-0.00021,0.08947
0.198,0.000000,0.000000,1,19.049910,14.238862,0,17.380011,16.106859,5.026790,5.027813,0.00011,0.08369
0.199,0.000000,0.000000,1,19.052914,14.231400,0,17.379951,16.129929,5.026785,5.027852,-0.00026,0.08474
0.200,0.000000,0.000000,1,19.055920,14.223937,0,17.379892,16.152998,5.026902,5.027889,-0.00006,0.09322
0.201,0.000000,0.000000,1,19.058924,14.216475,0,17.379833,16.176067,5.027079,5.027927,-0.00020,0.10770
0.202,0.000000,0.000000,1,19.060656,14.209237,0,17.381533,16.197777,5.027364,5.027986,0.00011,0.12227
0.203,0.000000,0.000000,1,19.061403,14.202175,0,17.384592,16.218433,5.027703,5.028061,-0.00011,0.12383
0.204,0.000000,0.000000,1,19.062153,14.195112,0,17.387653,16.239092,5.028064,5.028135,0.00012,0.11973
0.205,0.000000,0.000000,1,19.062901,14.188050,0,17.390713,16.259750,5.028434,5.028210,-0.00015,0.11456
0.206,0.000000,0.000000,1,19.062571,14.181404,0,17.395639,16.279032,5.028749,5.028191,0.00006,0.10676
0.207,0.000000,0.000000,1,19.061409,14.175079,0,17.402006,16.297251,5.029036,5.028100,-0.00011,0.09759
0.208,0.000000,1.288235,1,19.060247,14.168756,0,17.408373,16.315470,5.029345,5.028009,0.00000,0.09069
0.209,0.000000,3.210974,1,19.059086,14.162431,0,17.414740,16.333687,5.029665,5.027918,-0.00026,0.08475
0.210,0.000000,3.845009,1,19.056652,14.156507,0,17.422670,16.350101,5.030122,5.027866,-0.00015,0.08208
0.211,0.000000,3.844309,1,19.053236,14.150894,0,17.431810,16.365122,5.030647,5.027843,-0.00002,0.08575
0.212,0.000000,3.843444,1,19.049822,14.145281,0,17.440952,16.380142,5.031384,5.027821,-0.00015,0.09986
0.213,0.000000,3.842498,1,19.046406,14.139667,0,17.450092,16.395163,5.032225,5.027799,-0.00005,0.11754
0.214,0.000000,3.842035,1,19.041790,14.134708,0,17.460461,16.408354,5.033318,5.027915,-0.00005,0.12317
0.215,0.000000,3.841809,1,19.036245,14.130256,0,17.471777,16.420132,5.034534,5.028139,0.00000,0.12172
0.216,0.000000,3.841837,1,19.030701,14.125803,0,17.483093,16.431911,5.035950,5.028363,-0.00008,0.11936
0.217,0.000000,3.841991,1,19.025156,14.121351,0,17.494408,16.443689,5.037463,5.028587,-0.00011,0.11427
0.218,0.000000,3.841992,1,19.018333,14.117482,0,17.506882,16.453829,5.039122,5.028808,-0.00011,0.10621
0.219,0.000000,3.841918,1,19.010521,14.114065,0,17.520252,16.462698,5.040854,5.029026,0.00005,0.09979
0.220,0.000000,3.841650,1,19.002708,14.110648,0,17.533621,16.471567,5.042811,5.029243,-0.00015,0.09416
0.221,0.000000,3.841285,1,18.994896,14.107230,0,17.546991,16.480436,5.044881,5.029461,-0.00005,0.08652
0.222,0.000000,2.554375,0,18.986282,14.104698,0,17.561579,16.488525,5.047279,5.029751,0.00006,0.07878
0.223,0.000000,0.633792,0,18.977049,14.102850,0,17.577108,16.496012,5.049839,5.030097,-0.00009,0.08051
0.224,0.000000,0.000000,0,18.967815,14.101002,0,17.592640,16.503496,5.052746,5.030443,-0.00035,0.09724
0.225,0.000000,0.000000,0,18.958584,14.099154,0,17.608170,16.510983,5.055823,5.030789,-0.00026,0.11313
0.226,0.000000,0.000000,0,18.949041,14.098495,0,17.624588,16.517479,5.059234,5.031291,0.00021,0.11799
0.227,0.000000,0.000000,0,18.939262,14.098758,0,17.641691,16.523212,5.062809,5.031915,-0.00026,0.12114
0.228,0.000000,0.000000,0,18.929482,14.099019,0,17.658796,16.528946,5.066675,5.032539,-0.00031,0.12211
0.229,0.000000,0.000000,0,18.919703,14.099281,0,17.675900,16.534678,5.070684,5.033163,-0.00011,0.11700
0.230,0.000000,0.000000,0,18.910172,14.101149,0,17.693447,16.539127,5.074933,5.033968,-0.00026,0.11152
0.231,0.000000,0.000000,0,18.900833,14.104256,0,17.711334,16.542582,5.079298,5.034912,0.00000,0.10635
0.232,0.000000,0.000000,0,18.891495,14.107363,0,17.729223,16.546036,5.083853,5.035856,-0.00020,0.09890
0.233,0.000000,0.000000,0,18.882158,14.110470,0,17.747112,16.549490,5.088499,5.036801,-0.00011,0.09086
0.234,0.000000,0.000000,0,18.872978,14.115224,0,17.765476,16.551983,5.093277,5.038060,0.00005,0.08521
0.235,0.000000,0.000000,0,18.863924,14.121251,0,17.784210,16.553730,5.098119,5.039562,0.00000,0.08102
