"Time","m4 HLl swoff","v2 R COP","47 RDS cle","45 R marks","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","m1 FLr swoff","39a FRx (cm)","39 FRx (cm)","m3 HLr swoff","35a HRx (cm)","35 HRx (cm)","m2 FLl swoff","52 HLl swoff","51 HLr swoff","50 FLl swoff","49 FLr swoff","48 LDS cle","46 L marks","38 FLy (cm)","37a FLx (cm)","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","v3 L COP","42 CoMy (cm)","v1 xCoM","3 Platform","2 Trdml","1 Synch"
0.000,0,0.000000,0,0,7.690320,2.093775,4.782909,17.815575,5.585293,0,-10.023664,18.811995,0,3.177701,15.642947,0,0,0,0,0,0,0,7.210390,3.278216,19.904131,4.997313,7.648983,-5.119203,15.013778,142.842606,14.115681,60.056274,94.123817,8.945149,19.671831,8.888223,16.248278,8.933784,15.767615,9.804863,14.891745,9.038720,16.181131,10.540237,16.201410,10.586013,17.014376,0,-0.02524,-0.01343,-0.01935,0.01384,0.00900,-0.01300,0.00824,-0.00084,0.000000,6.619412,6.850873,1.20862,0.11230,3.27699
0.001,0,0.000000,0,0,7.688544,2.093603,4.806860,17.814171,5.585053,0,-9.986114,18.801809,0,3.827024,15.644661,0,0,0,0,0,0,0,7.251103,3.551841,19.915726,4.995644,7.656530,-5.296760,15.010242,142.561371,14.488489,60.046440,94.377937,8.943876,19.664896,8.889840,16.238823,8.940228,15.754133,9.826132,14.888238,9.050124,16.171722,10.547794,16.203239,10.594660,17.014782,0,-0.01794,-0.01427,-0.02219,0.00177,0.00876,-0.01239,-0.01068,0.01743,0.000000,6.624124,6.856565,1.19760,0.10330,3.27668
0.002,0,0.000000,0,0,7.686768,2.093431,4.830811,17.812767,5.584814,0,-9.948563,18.791624,0,4.476347,15.646375,0,0,0,0,0,0,0,7.291816,3.825466,19.927320,4.993974,7.664077,-5.474317,15.006705,142.280121,14.861297,60.036606,94.632057,8.942602,19.657961,8.891457,16.229368,8.946671,15.740652,9.847401,14.884731,9.061528,16.162315,10.555350,16.205067,10.603306,17.015188,0,-0.01596,-0.01373,-0.02347,0.01123,0.00961,-0.01373,0.00931,-0.01480,0.000000,6.628836,6.861965,1.17966,0.09193,3.27645
0.003,0,0.000000,0,0,7.683804,2.091100,4.829136,17.810911,5.583762,0,-9.914762,18.781527,0,5.171713,15.650320,0,0,0,0,0,0,0,7.332950,3.932446,19.933125,4.992316,7.679099,-5.665349,15.003009,142.887115,15.256453,60.109520,94.646408,8.940111,19.647940,8.893084,16.216019,8.957214,15.724845,9.863983,14.881179,9.073208,16.155802,10.562964,16.206188,10.610782,17.014147,0,-0.02707,-0.01358,-0.03180,-0.00137,0.00833,-0.01193,0.03433,0.01239,0.000000,6.633531,6.866627,1.14893,0.08082,3.27651
0.004,0,0.000000,0,0,7.680093,2.087412,4.811352,17.808771,5.582200,0,-9.883321,18.771484,0,5.896023,15.655667,0,0,0,0,0,0,0,7.374350,3.934661,19.935289,4.990667,7.698819,-5.864850,14.999210,144.052490,15.665658,60.234459,94.510033,8.936855,19.635977,8.894717,16.200220,8.970336,15.707578,9.877619,14.877598,9.085059,16.151110,10.570615,16.206863,10.617520,17.012197,0,-0.02017,-0.01343,-0.02560,0.00095,0.00903,-0.01413,-0.00580,0.00027,0.000000,6.638214,6.871003,1.13403,0.08877,3.27674
0.005,0,0.000000,0,0,7.676382,2.083724,4.793567,17.806633,5.580637,0,-9.851880,18.761442,0,6.620334,15.661015,0,0,0,0,0,0,0,7.415749,3.936876,19.937452,4.989017,7.718539,-6.064352,14.995413,145.217880,16.074863,60.359394,94.373650,8.933599,19.624012,8.896350,16.184422,8.983457,15.690310,9.891255,14.874016,9.096911,16.146416,10.578265,16.207539,10.624260,17.010248,0,-0.02130,-0.01305,-0.01706,-0.02646,0.00830,-0.01160,0.00153,0.01759,0.000000,6.642897,6.874663,1.11526,0.11248,3.27692
0.006,0,0.000000,0,0,7.672671,2.080035,4.775783,17.804493,5.579074,0,-9.820438,18.751400,0,7.344645,15.666362,0,0,0,0,0,0,0,7.457149,3.939091,19.939615,4.987368,7.738259,-6.263854,14.991614,146.383255,16.484070,60.484333,94.237267,8.930343,19.612049,8.897984,16.168621,8.996578,15.673041,9.904891,14.870435,9.108764,16.141724,10.585916,16.208214,10.630999,17.008299,0,-0.01620,-0.01396,-0.01886,-0.00581,0.00861,-0.01430,0.00839,-0.00043,0.000000,6.647581,6.878044,1.09882,0.12426,3.27707
0.007,0,0.000000,0,0,7.670962,2.077973,4.741046,17.804451,5.576388,0,-9.798750,18.741497,0,8.080221,15.673519,0,0,0,0,0,0,0,7.479792,4.141256,19.941828,4.985413,7.747929,-6.442660,14.986089,147.518951,16.671204,60.255447,94.285271,8.926720,19.600151,8.900084,16.159565,9.007658,15.665034,9.919219,14.873473,9.116389,16.140430,10.593592,16.208908,10.638158,17.009329,0,-0.02036,-0.01328,-0.02139,-0.00104,0.00977,-0.01360,0.04227,0.00304,0.000000,6.652051,6.880771,1.08704,0.12284,3.27708
0.008,0,0.000000,0,0,7.670512,2.076933,4.695652,17.805729,5.572997,0,-9.783194,18.731682,0,8.822881,15.681816,0,0,0,0,0,0,0,7.490644,4.469121,19.944071,4.983265,7.751282,-6.608455,14.979476,148.635971,16.718727,59.804123,94.449196,8.922866,19.588295,8.902477,16.154745,9.017453,15.662849,9.933984,14.880674,9.121358,16.141275,10.601285,16.209616,10.645581,17.012228,0,-0.01382,-0.01358,-0.02704,0.00006,0.00891,-0.01479,-0.00702,0.00729,0.000000,6.656389,6.883243,1.06393,0.11762,3.27701
0.009,0,0.000000,0,0,7.670062,2.075893,4.650258,17.807007,5.569604,0,-9.767636,18.721867,0,9.565539,15.690112,0,0,0,0,0,0,0,7.501496,4.796986,19.946316,4.981118,7.754635,-6.774251,14.972864,149.753006,16.766251,59.352802,94.613113,8.919012,19.576439,8.904871,16.149925,9.027249,15.660664,9.948748,14.887876,9.126328,16.142120,10.608977,16.210321,10.653005,17.015129,0,-0.00293,-0.01289,-0.01389,-0.00070,0.00781,-0.01273,-0.01038,0.00899,0.000000,6.660727,6.885293,1.04407,0.10840,3.27698
0.010,0,0.000000,0,0,7.669611,2.074853,4.604864,17.808285,5.566213,0,-9.752080,18.712051,0,10.308199,15.698408,0,0,0,0,0,0,0,7.512348,5.124852,19.948559,4.978971,7.757988,-6.940046,14.966251,150.870026,16.813774,58.901478,94.777039,8.915158,19.564581,8.907265,16.145105,9.037045,15.658479,9.963511,14.895077,9.131296,16.142965,10.616671,16.211029,10.660428,17.018030,0,-0.03531,-0.01343,-0.03268,-0.00056,0.00851,-0.01353,0.02350,-0.00261,0.000000,6.665064,6.887181,1.00708,0.09740,3.27698
0.011,0,0.000000,0,0,7.668190,2.073449,4.551782,17.812050,5.564918,0,-9.741714,18.702303,0,11.043962,15.708903,0,0,0,0,0,0,0,7.523886,5.555049,19.950933,4.978926,7.766871,-7.070046,14.959129,152.711472,16.528973,58.615345,95.212639,8.913617,19.555601,8.909765,16.133247,9.049116,15.661539,9.987328,14.900408,9.139853,16.137617,10.624353,16.216793,10.668334,17.023415,0,-0.01828,-0.01305,-0.02057,0.00424,0.00806,-0.01239,0.01434,0.04790,0.000000,6.669367,6.888883,0.98404,0.08892,3.27683
0.012,0,0.000000,0,0,7.666159,2.071815,4.493866,17.817379,5.564941,0,-9.734611,18.692595,0,11.775391,15.720781,0,0,0,0,0,0,0,7.535855,6.049579,19.953392,4.980202,7.779230,-7.177543,14.951687,155.008331,16.035250,58.433060,95.819031,8.913529,19.548429,8.912333,16.116962,9.062617,15.667898,10.016834,14.904564,9.150666,16.128376,10.632030,16.225735,10.676543,17.030363,0,-0.01691,-0.01297,-0.02902,0.00307,0.00998,-0.01263,0.01968,-0.00511,0.000000,6.673648,6.890512,0.97141,0.08270,3.27660
0.013,0,0.000000,0,0,7.664127,2.070180,4.435950,17.822708,5.564964,0,-9.727508,18.682886,0,12.506819,15.732658,0,0,0,0,0,0,0,7.547823,6.544109,19.955851,4.981478,7.791590,-7.285040,14.944244,157.305191,15.541526,58.250774,96.425430,8.913442,19.541256,8.914901,16.100677,9.076118,15.674257,10.046341,14.908719,9.161479,16.119135,10.639707,16.234676,10.684752,17.037310,0,-0.01956,-0.01305,-0.01990,0.00706,0.00720,-0.01413,0.00595,0.00452,0.000000,6.677929,6.891959,0.94977,0.08764,3.27681
0.014,0,0.000000,0,0,7.662096,2.068547,4.378035,17.828037,5.564987,0,-9.720405,18.673180,0,13.238247,15.744536,0,0,0,0,0,0,0,7.559793,7.038639,19.958309,4.982755,7.803949,-7.392537,14.936802,159.602051,15.047803,58.068489,97.031822,8.913354,19.534084,8.917468,16.084394,9.089620,15.680616,10.075847,14.912874,9.172292,16.109892,10.647384,16.243618,10.692961,17.044256,0,-0.01816,-0.01312,-0.01352,0.00009,0.00787,-0.01375,0.00183,0.00461,0.000000,6.682210,6.893335,0.93033,0.10021,3.27727
0.015,0,0.000000,0,0,7.660841,2.067874,4.314723,17.831476,5.564118,0,-9.716973,18.663527,0,13.936207,15.757943,0,0,0,0,0,0,0,7.568225,7.368426,19.965927,4.983905,7.808190,-7.460011,14.929289,161.398499,14.719636,57.913963,97.345184,8.911961,19.526136,8.920041,16.077017,9.098578,15.689409,10.098020,14.917374,9.182978,16.105877,10.654901,16.249826,10.701717,17.050140,0,-0.01978,-0.01335,-0.03305,0.00414,0.00864,-0.01254,0.00565,0.00150,0.000000,6.686299,6.894457,0.91013,0.11447,3.27710
0.016,0,0.000000,0,0,7.660072,2.067806,4.248021,17.833727,5.562687,0,-9.715851,18.653910,0,14.613127,15.772311,0,0,0,0,0,0,0,7.574436,7.594646,19.976789,4.984977,7.807327,-7.502326,14.921732,162.880341,14.495550,57.776894,97.474319,8.909745,19.517702,8.922617,16.075239,9.104681,15.699733,10.115582,14.922090,9.193583,16.105145,10.662318,16.254316,10.710818,17.055357,0,-0.01788,-0.01350,-0.02100,0.00345,0.00839,-0.01250,0.00534,0.00928,0.000000,6.690266,6.895480,0.88687,0.12364,3.27656
0.017,0,0.000000,0,0,7.659304,2.067737,4.181318,17.835979,5.561256,0,-9.714728,18.644293,0,15.290047,15.786679,0,0,0,0,0,0,0,7.580646,7.820865,19.987652,4.986048,7.806464,-7.544640,14.914174,164.362198,14.271463,57.639820,97.603455,8.907531,19.509268,8.925194,16.073462,9.110783,15.710056,10.133143,14.926805,9.204188,16.104414,10.669735,16.258806,10.719918,17.060574,0,-0.01624,-0.01419,-0.02194,0.00304,0.00827,-0.01207,0.00549,0.00371,0.000000,6.694233,6.896150,0.84747,0.12111,3.27618
0.018,0,0.000000,0,0,7.658536,2.067669,4.114616,17.838230,5.559825,0,-9.713606,18.634676,0,15.966967,15.801047,0,0,0,0,0,0,0,7.586856,8.047085,19.998516,4.987120,7.805601,-7.586955,14.906617,165.844040,14.047377,57.502750,97.732590,8.905315,19.500834,8.927770,16.071686,9.116885,15.720380,10.150706,14.931521,9.214793,16.103682,10.677153,16.263294,10.729019,17.065790,0,-0.01859,-0.01411,-0.01328,0.00317,0.00867,-0.01341,0.00626,0.00529,0.000000,6.698201,6.896682,0.82828,0.11492,3.27587
0.019,0,0.000000,0,0,7.658825,2.066945,4.038116,17.844585,5.558426,0,-9.712093,18.625210,0,16.590509,15.817719,0,0,0,0,0,0,0,7.588715,8.106262,20.009396,4.994656,7.804452,-7.615926,14.898987,167.469330,13.795993,57.498417,97.732788,8.901865,19.491564,8.930379,16.067041,9.135112,15.724602,10.159551,14.936567,9.223331,16.108507,10.684436,16.268383,10.737398,17.070887,0,-0.01752,-0.01488,-0.01898,0.00285,0.00858,-0.01274,0.00473,-0.02165,0.000000,6.701884,6.896763,0.80695,0.10773,3.27629
0.020,0,0.000000,0,0,7.659779,2.065809,3.955457,17.853519,5.557047,0,-9.710335,18.615837,0,17.180496,15.835840,0,0,0,0,0,0,0,7.587837,8.060426,20.020287,5.006256,7.803123,-7.636509,14.891312,169.184784,13.527447,57.577526,97.651939,8.897637,19.481771,8.933009,16.060596,9.160960,15.724987,10.162915,14.941820,9.230571,16.116825,10.691634,16.273848,10.745325,17.075907,0,-0.01819,-0.01328,-0.02313,0.00316,0.00830,-0.01270,-0.00763,-0.00047,0.000000,6.705388,6.896669,0.78317,0.09792,3.27712
0.021,0,0.000000,0,0,7.660732,2.064673,3.872797,17.862452,5.555667,0,-9.708576,18.606464,0,17.770483,15.853961,0,0,0,0,0,0,0,7.586960,8.014589,20.031176,5.017856,7.801794,-7.657093,14.883636,170.900253,13.258902,57.656639,97.571083,8.893410,19.471977,8.935638,16.054152,9.186810,15.725373,10.166280,14.947072,9.237809,16.125145,10.698833,16.279312,10.753252,17.080927,0,-0.01740,-0.01389,-0.02573,0.00299,0.00848,-0.01346,-0.00122,0.00311,0.000000,6.708892,6.896071,0.76050,0.08762,3.27705
0.022,0,0.000000,0,0,7.661685,2.063536,3.790138,17.871386,5.554288,0,-9.706819,18.597092,0,18.360470,15.872082,0,0,0,0,0,0,0,7.586083,7.968753,20.042067,5.029457,7.800466,-7.677677,14.875961,172.615707,12.990356,57.735752,97.490234,8.889182,19.462183,8.938269,16.047707,9.212658,15.725760,10.169643,14.952325,9.245048,16.133463,10.706031,16.284777,10.761179,17.085947,0,-0.01691,-0.01373,-0.02148,0.00284,0.00803,-0.01266,0.00488,-0.00775,0.000000,6.712396,6.895278,0.73651,0.08012,3.27644
0.023,0,0.000000,0,0,7.661444,2.060197,3.692854,17.876425,5.552880,0,-9.707165,18.587620,0,18.883310,15.892116,0,0,0,0,0,0,0,7.244928,7.751954,20.052576,5.036958,7.799268,-7.688464,14.868212,172.749557,13.128648,57.945419,97.107582,8.885505,19.447943,8.941084,16.047359,9.229719,15.724776,10.165115,14.958088,9.251744,16.147604,10.712753,16.290430,10.767761,17.089291,0,-0.01913,-0.01350,-0.02145,0.00323,0.00809,-0.01344,0.05173,0.00098,0.000000,6.715716,6.893954,0.71011,0.08864,3.27694
0.024,0,0.000000,0,0,7.660451,2.055472,3.586375,17.879015,5.551454,0,-9.708834,18.578085,0,19.363937,15.913354,0,0,0,0,0,0,0,6.689853,7.427674,20.062847,5.041883,7.798153,-7.693093,14.860415,171.889084,13.522702,58.237164,96.535210,8.882174,19.430904,8.944016,16.050842,9.241258,15.722934,10.155624,14.964171,9.258101,16.165401,10.719176,16.296202,10.773498,17.091579,0,-0.01675,-0.01411,-0.01724,0.00240,0.00925,-0.01411,-0.01083,-0.02872,0.000000,6.718921,6.892423,0.66779,0.10682,3.27808
0.025,0,0.000000,0,0,7.659458,2.050747,3.479896,17.881605,5.550028,0,-9.710503,18.568550,0,19.844564,15.934591,0,0,0,0,0,0,0,6.134778,7.103395,20.073116,5.046807,7.797039,-7.697722,14.852620,171.028625,13.916758,58.528904,95.962837,8.878842,19.413868,8.946947,16.054327,9.252795,15.721090,10.146134,14.970255,9.264456,16.183201,10.725599,16.301971,10.779235,17.093868,0,-0.01883,-0.01297,-0.02182,0.00388,0.00800,-0.01410,-0.00534,-0.00710,0.000000,6.722126,6.890374,0.64514,0.11667,3.27802
0.026,0,0.000000,0,0,7.658465,2.046022,3.373418,17.884195,5.548602,0,-9.712172,18.559017,0,20.325191,15.955830,0,0,0,0,0,0,0,5.579703,6.779116,20.083387,5.051732,7.795924,-7.702352,14.844824,170.168152,14.310812,58.820648,95.390465,8.875510,19.396832,8.949879,16.057812,9.264333,15.719248,10.136643,14.976339,9.270812,16.200998,10.732021,16.307743,10.784972,17.096159,0,-0.01657,-0.01358,-0.02023,0.00319,0.00766,-0.01372,0.01312,0.01608,0.000000,6.725330,6.888124,0.62585,0.12174,3.27726
0.027,0,0.000000,0,0,7.656410,2.043200,3.248593,17.889606,5.547242,0,-9.715542,18.549549,0,20.720531,15.978657,0,0,0,0,0,0,0,5.364651,6.437856,20.093409,5.061734,7.793856,-7.696130,14.837117,169.159409,13.971318,59.125080,94.476105,8.872761,19.383150,8.952755,16.116592,9.264128,15.758024,10.112493,14.989753,9.275987,16.233202,10.737983,16.313078,10.792483,17.099863,0,-0.01819,-0.01274,-0.02594,0.00372,0.00763,-0.01329,0.00305,0.00189,0.000000,6.728548,6.885373,0.60059,0.12160,3.27703
0.028,0,0.000000,0,0,7.653687,2.041575,3.112235,17.896791,5.545926,0,-9.719982,18.540123,0,21.062256,16.002483,0,0,0,0,0,0,0,5.363360,6.085920,20.103275,5.074930,7.791187,-7.683086,14.829467,168.057434,13.170669,59.437485,93.346748,8.870378,19.371580,8.955596,16.210135,9.256540,15.822335,10.079124,15.007775,9.280420,16.274460,10.743652,16.318138,10.801110,17.104456,0,-0.01755,-0.01396,-0.02109,0.00305,0.00894,-0.01337,0.03418,0.00354,0.000000,6.731773,6.882427,0.57620,0.11475,3.27710
0.029,0,0.000000,0,0,7.650963,2.039950,2.975877,17.903978,5.544609,0,-9.724422,18.530697,0,21.403978,16.026308,0,0,0,0,0,0,0,5.362069,5.733985,20.113142,5.088125,7.788519,-7.670043,14.821816,166.955475,12.370019,59.749889,92.217384,8.867994,19.360008,8.958436,16.303677,9.248954,15.886647,10.045756,15.025798,9.284854,16.315718,10.749323,16.323198,10.809737,17.109051,0,-0.01779,-0.01213,-0.01886,0.00230,0.00937,-0.01323,-0.00870,0.00470,0.000000,6.734999,6.878958,0.55261,0.10772,3.27713
0.030,0,0.000000,0,0,7.648240,2.038324,2.839519,17.911163,5.543292,0,-9.728864,18.521271,0,21.745703,16.050135,0,0,0,0,0,0,0,5.360777,5.382049,20.123007,5.101321,7.785851,-7.657000,14.814166,165.853500,11.569368,60.062294,91.088028,8.865611,19.348438,8.961277,16.397219,9.241366,15.950959,10.012388,15.043819,9.289288,16.356976,10.754993,16.328259,10.818363,17.113644,0,-0.01855,-0.01251,-0.03033,0.00322,0.00583,-0.01289,-0.01434,0.01913,0.000000,6.738225,6.875285,0.52222,0.10100,3.27713
0.031,0,0.000000,0,0,7.645174,2.037586,2.689271,17.914082,5.542048,0,-9.725740,18.511719,0,22.012213,16.074726,0,0,0,0,0,0,0,5.723992,5.062892,20.129463,5.112978,7.782495,-7.640333,14.806578,165.228271,11.621437,60.201839,89.700012,8.862452,19.333982,8.963954,16.474493,9.235643,15.995091,9.973888,15.071384,9.294873,16.406742,10.760249,16.332371,10.826066,17.117027,0,-0.01755,-0.01404,-0.01892,0.00215,0.00980,-0.01225,0.01816,0.05331,0.000000,6.741201,6.871062,0.48083,0.09215,3.27732
0.032,0,0.000000,0,0,7.641892,2.037405,2.530290,17.914316,5.540850,0,-9.717863,18.502090,0,22.231438,16.099798,0,0,0,0,0,0,0,6.316359,4.764343,20.133776,5.123666,7.778705,-7.621388,14.799027,164.902740,12.209580,60.232719,88.149391,8.858805,19.317715,8.966529,16.541540,9.231091,16.026537,9.932162,15.104948,9.301185,16.461855,10.765244,16.335890,10.833188,17.119650,0,-0.01901,-0.01289,-0.02112,0.00310,0.00912,-0.01285,-0.01892,0.00204,0.000000,6.744022,6.866625,0.45435,0.08305,3.27763
0.033,0,0.000000,0,0,7.638610,2.037224,2.371310,17.914551,5.539652,0,-9.709985,18.492460,0,22.450665,16.124870,0,0,0,0,0,0,0,6.908725,4.465793,20.138088,5.134355,7.774916,-7.602444,14.791477,164.577225,12.797723,60.263596,86.598770,8.855157,19.301447,8.969103,16.608587,9.226541,16.057983,9.890436,15.138512,9.307496,16.516968,10.770239,16.339407,10.840310,17.122272,0,-0.01669,-0.01526,-0.01794,0.00270,0.00821,-0.01256,0.03906,0.00868,0.000000,6.746843,6.861659,0.43048,0.07815,3.27712
0.034,0,0.000000,0,0,7.635328,2.037042,2.212329,17.914785,5.538455,0,-9.702107,18.482832,0,22.669889,16.149942,0,0,0,0,0,0,0,7.501092,4.167243,20.142399,5.145044,7.771126,-7.583500,14.783927,164.251694,13.385866,60.294476,85.048149,8.851510,19.285179,8.971677,16.675634,9.221989,16.089430,9.848711,15.172075,9.313807,16.572081,10.775233,16.342924,10.847432,17.124895,0,-0.01849,-0.01381,-0.02145,0.00372,0.01044,-0.01335,-0.02075,0.00032,0.000000,6.749664,6.856486,0.40399,0.09074,3.27612
0.035,0,0.000000,0,0,7.632668,2.034958,2.046688,17.919632,5.540091,0,-9.678224,18.473097,0,22.826029,16.175833,0,0,0,0,0,0,0,7.728817,3.892927,20.146402,5.152325,7.768231,-7.578148,14.776265,165.884933,13.924678,60.661480,82.862511,8.847376,19.271723,8.974301,16.699509,9.219992,16.136438,9.793974,15.222026,9.331917,16.643064,10.779744,16.349119,10.856119,17.130003,0,-0.01831,-0.01335,-0.02115,0.00372,0.00674,-0.01463,0.00702,0.01695,0.000000,6.752077,6.850844,0.38318,0.10950,3.27619
0.036,0,0.000000,0,0,7.630399,2.031677,1.876860,17.927374,5.543510,0,-9.644279,18.463299,0,22.942505,16.202236,0,0,0,0,0,0,0,7.727304,3.633846,20.150211,5.157464,7.765899,-7.581342,14.768532,168.749573,14.432476,61.239803,80.277664,8.842937,19.260035,8.976958,16.696239,9.219600,16.193232,9.731057,15.282277,9.357445,16.724026,10.783950,16.356997,10.865789,17.136671,0,-0.01904,-0.01343,-0.02118,0.00331,0.00836,-0.01291,0.00412,-0.01059,0.000000,6.754234,6.845020,0.34998,0.11784,3.27688
0.037,0,0.000000,0,0,7.628131,2.028397,1.707031,17.935118,5.546929,0,-9.610334,18.453499,0,23.058983,16.228642,0,0,0,0,0,0,0,7.725792,3.374764,20.154020,5.162603,7.763566,-7.584536,14.760799,171.614212,14.940275,61.818123,77.692818,8.838496,19.248346,8.979615,16.692972,9.219209,16.250025,9.668141,15.342529,9.382973,16.804987,10.788156,16.364874,10.875459,17.143339,0,-0.01758,-0.01381,-0.02136,0.00284,0.00928,-0.01335,-0.07492,0.01549,0.000000,6.756391,6.838927,0.30542,0.12211,3.27747
0.038,0,0.000000,0,0,7.625862,2.025116,1.537202,17.942860,5.550348,0,-9.576389,18.443699,0,23.175461,16.255045,0,0,0,0,0,0,0,7.724279,3.115683,20.157827,5.167742,7.761234,-7.587730,14.753067,174.478851,15.448073,62.396442,75.107971,8.834056,19.236658,8.982272,16.689703,9.218817,16.306818,9.605225,15.402781,9.408501,16.885948,10.792362,16.372753,10.885129,17.150007,0,-0.01767,-0.01358,-0.02115,0.00273,0.00021,-0.01314,0.01389,-0.00885,0.000000,6.758548,6.832728,0.28036,0.12085,3.27800
0.039,0,0.000000,0,0,7.623621,2.022890,1.374240,17.946587,5.551812,0,-9.520633,18.434013,0,23.250345,16.281672,0,0,0,0,0,0,0,7.724502,2.880085,20.160900,5.168950,7.758891,-7.615673,14.745159,175.406479,15.629443,62.933918,74.179268,8.830984,19.225105,8.984292,16.707083,9.215297,16.349575,9.573538,15.433861,9.422883,16.926010,10.796290,16.381123,10.894765,17.156603,0,-0.01794,-0.01389,-0.01920,0.00264,0.01224,-0.01199,-0.00366,0.00864,0.000000,6.760193,6.826463,0.25586,0.11297,3.27786
0.040,0,0.000000,0,0,7.621396,2.021327,1.215595,17.947786,5.552046,0,-9.451163,18.424398,0,23.299082,16.308435,0,0,0,0,0,0,0,7.725817,2.659249,20.163511,5.167686,7.756540,-7.659174,14.737142,175.116364,15.605598,63.445717,74.291718,8.828773,19.213638,8.985912,16.737442,9.209809,16.383505,9.561484,15.446601,9.430259,16.940361,10.800045,16.389801,10.904380,17.163153,0,-0.01880,-0.01389,-0.02145,0.00320,0.00937,-0.01450,0.01480,0.00061,0.000000,6.761518,6.820171,0.22943,0.10478,3.27733
0.041,0,0.000000,0,0,7.619171,2.019765,1.056950,17.948988,5.552281,0,-9.381694,18.414783,0,23.347818,16.335199,0,0,0,0,0,0,0,7.727131,2.438414,20.166121,5.166422,7.754190,-7.702675,14.729123,174.826233,15.581754,63.957512,74.404167,8.826561,19.202171,8.987533,16.767803,9.204322,16.417437,9.549430,15.459342,9.437634,16.954710,10.803800,16.398479,10.913995,17.169701,0,-0.01846,-0.01312,-0.02020,0.00345,0.00986,-0.01176,0.02335,-0.00629,0.000000,6.762842,6.813838,0.20508,0.09668,3.27723
0.042,0,0.000000,0,0,7.616947,2.018202,0.898305,17.950190,5.552516,0,-9.312225,18.405169,0,23.396555,16.361965,0,0,0,0,0,0,0,7.728445,2.217579,20.168732,5.165159,7.751840,-7.746177,14.721106,174.536118,15.557908,64.469307,74.516617,8.824349,19.190704,8.989152,16.798162,9.198834,16.451366,9.537376,15.472082,9.445011,16.969059,10.807554,16.407160,10.923609,17.176250,0,-0.01782,-0.01305,-0.02264,0.00279,0.00760,-0.01474,0.01434,0.00685,0.000000,6.764166,6.807487,0.17780,0.08663,3.27738
0.043,0,0.000000,0,0,7.613750,2.013702,0.748431,17.950260,5.552484,0,-9.225000,18.395912,0,23.410238,16.388628,0,0,0,0,0,0,0,7.725077,1.970668,20.170214,5.162197,7.730060,-7.831091,14.712510,174.984039,15.716404,65.110001,74.692650,8.822044,19.178629,8.989940,16.833704,9.189686,16.482794,9.518152,15.488314,9.450826,16.986237,10.810692,16.416668,10.932671,17.183508,0,-0.01663,-0.01350,-0.02213,0.00217,0.00516,-0.01401,0.03693,0.00392,0.000000,6.764972,6.801075,0.14767,0.07834,3.27739
0.044,0,0.000000,0,0,7.609943,2.007356,0.604071,17.949621,5.552284,0,-9.126613,18.386881,0,23.401882,16.415226,0,0,0,0,0,0,0,7.718764,1.707364,20.170988,5.158167,7.696064,-7.942040,14.703550,175.895950,15.989530,65.831734,74.908653,8.819679,19.166172,8.990203,16.872505,9.178236,16.512648,9.494421,15.506740,9.455659,17.005190,10.813442,16.426701,10.941383,17.191214,0,-0.01736,-0.01312,-0.02121,0.00362,0.00824,-0.01268,0.01862,0.03987,0.000000,6.765452,6.794638,0.10016,0.08937,3.27731
0.045,0,0.000000,0,0,7.606135,2.001011,0.459711,17.948980,5.552084,0,-9.028226,18.377850,0,23.393528,16.441826,0,0,0,0,0,0,0,7.712452,1.444061,20.171762,5.154138,7.662068,-8.052990,14.694591,176.807861,16.262655,66.553459,75.124657,8.817315,19.153715,8.990467,16.911306,9.166785,16.542501,9.470690,15.525165,9.460492,17.024145,10.816192,16.436731,10.950096,17.198919,0,-0.01736,-0.01328,-0.02078,0.00403,0.00964,-0.01282,-0.00809,-0.03494,0.000000,6.765932,6.788146,0.07349,0.11220,3.27685
0.046,0,0.000000,0,0,7.602328,1.994665,0.315351,17.948341,5.551885,0,-8.929838,18.368820,0,23.385174,16.468424,0,0,0,0,0,0,0,7.706140,1.180757,20.172535,5.150108,7.628073,-8.163939,14.685631,177.719772,16.535782,67.275185,75.340660,8.814951,19.141258,8.990730,16.950108,9.155335,16.572353,9.446958,15.543591,9.465325,17.043098,10.818941,16.446764,10.958809,17.206625,0,-0.01825,-0.01289,-0.02090,0.00360,0.01498,-0.01299,-0.00290,0.00952,0.000000,6.766412,6.781632,0.04874,0.12258,3.27616
