"Time","m2 FLl swoff","v2 R COP","49 RDS cle","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","m1 FLr swoff","39a FRx (cm)","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","m3 HLr swoff","35a HRx (cm)","35 HRx (cm)","v3 L COP","50 LDS cle","48 L marks","37a FLx (cm)","37 FLx (cm)","m4 HLl swoff","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","42 CoMy (cm)","v1 xCoM","42a CoMy (cm)","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
0.000,0,0.000000,0,0,0,0,7.162831,0.960685,7.717985,4.262429,0,-9.409288,9.718457,6.052254,4.200965,0,45.347279,5.009285,0.000000,0,0,36.649979,8.907177,0,6.113045,8.593244,6.442813,163.437653,0,83.496536,95.587738,102.673058,7.992486,9.938840,8.524606,2.777255,9.045577,2.850707,9.896317,3.021277,9.344607,4.733767,10.720093,5.330290,10.517486,6.395617,0,0.00121,0.00117,0.00138,0.00171,0.00065,0.00081,0.00096,0.00297,5.091924,4.771622,-5.955225,0.71832,0.27419,3.27711,2.573207
0.001,0,0.000000,0,0,0,0,7.171599,0.958472,7.738878,4.266476,0,-10.520965,9.707753,6.010808,4.157360,0,45.534027,5.055657,0.000000,0,0,38.148758,8.945515,0,6.075849,11.924252,6.418139,159.686707,0,80.533478,93.638771,101.525040,7.992277,9.909737,8.545787,2.782707,9.069125,2.950375,9.927436,3.091370,9.347128,4.794197,10.732555,5.366851,10.528600,6.423266,0,0.00116,0.00115,0.00111,0.00180,0.00066,0.00077,0.00078,0.00281,5.086879,4.769924,-5.899973,0.69347,0.27372,3.27697,2.650456
0.002,0,0.000000,0,0,0,0,7.180367,0.956259,7.759770,4.270523,0,-11.632641,9.697048,5.969361,4.113754,0,45.720772,5.102028,0.000000,0,0,39.647537,8.983852,0,6.038653,15.255260,6.393466,155.935776,0,77.570427,91.689804,100.377014,7.992067,9.880632,8.566967,2.788159,9.092673,3.050043,9.958556,3.161462,9.349648,4.854627,10.745018,5.403412,10.539713,6.450916,0,0.00112,0.00107,0.00098,0.00188,0.00067,0.00073,0.00071,0.00220,5.081833,4.767187,-5.844722,0.66889,0.27382,3.27735,2.727705
0.003,0,0.000000,0,0,0,0,7.187884,0.956357,7.779467,4.274587,0,-12.691542,9.685523,5.925854,4.073072,0,45.882401,5.148314,0.000000,0,0,41.125595,9.023079,0,6.005708,18.523287,6.379952,153.031830,0,74.600761,89.770561,99.153946,7.991744,9.850275,8.585391,2.817972,9.112344,3.151452,9.986084,3.231511,9.351337,4.915854,10.756830,5.439107,10.549586,6.479469,0,0.00107,0.00102,0.00081,0.00188,0.00067,0.00072,0.00068,0.00178,5.076827,4.763504,-5.801663,0.64969,0.27436,3.27756,2.817972
0.004,0,0.000000,0,0,0,0,7.188738,0.968766,7.792794,4.278738,0,-13.469193,9.669627,5.871373,4.047973,0,45.910156,5.194140,0.000000,0,0,42.493244,9.067040,0,5.995415,21.455677,6.425914,154.641586,0,71.595901,88.009727,97.530937,7.990809,9.813238,8.589124,2.977607,9.111349,3.262134,9.994467,3.301330,9.348596,4.981324,10.765180,5.470191,10.552854,6.512836,0,0.00105,0.00101,0.00075,0.00194,0.00066,0.00072,0.00069,0.00121,5.072028,4.758771,-5.823578,0.62303,0.27407,3.27748,2.977607
0.005,0,0.000000,0,0,0,0,7.189591,0.981175,7.806120,4.282889,0,-14.246845,9.653731,5.816891,4.022873,0,45.937912,5.239967,0.000000,0,0,43.860893,9.111002,0,5.985121,24.388065,6.471875,156.251343,0,68.591042,86.248894,95.907921,7.989876,9.776201,8.592855,3.137242,9.110354,3.372817,10.002849,3.371148,9.345854,5.046794,10.773529,5.501274,10.556121,6.546203,0,0.00096,0.00087,0.00073,0.00211,0.00065,0.00074,0.00066,0.00105,5.067228,4.753137,-5.845492,0.58319,0.27369,3.27755,3.137242
0.006,0,0.000000,0,0,0,0,7.190445,0.993583,7.819448,4.287040,0,-15.024497,9.637836,5.762409,3.997774,0,45.965668,5.285793,0.000000,0,0,45.228542,9.154963,0,5.974827,27.320456,6.517837,157.861099,0,65.586182,84.488060,94.284912,7.988942,9.739165,8.596588,3.296876,9.109360,3.483500,10.011231,3.440966,9.343112,5.112264,10.781878,5.532357,10.559388,6.579569,0,0.00081,0.00074,0.00072,0.00212,0.00066,0.00072,0.00064,0.00102,5.062429,4.746501,-5.867407,0.55161,0.27404,3.27786,3.296876
0.007,0,0.000000,0,0,0,0,7.191266,1.005777,7.835590,4.291745,0,-15.711246,9.621325,5.716178,3.972717,0,45.985085,5.331577,0.000000,0,0,46.553886,9.199906,0,5.959194,29.977077,6.563474,159.487305,0,62.481758,82.793648,92.660881,7.988830,9.703486,8.599539,3.462463,9.105962,3.599295,10.012985,3.511302,9.339720,5.180500,10.789536,5.562512,10.564638,6.611546,0,0.00081,0.00074,0.00070,0.00209,0.00065,0.00069,0.00065,0.00096,5.057663,4.739051,-5.899226,0.53105,0.27440,3.27796,3.462463
0.008,0,0.000000,0,0,0,0,7.191911,1.016825,7.866740,4.299397,0,-15.913559,9.601538,5.713915,3.947884,0,45.960060,5.377131,0.000000,0,0,47.653774,9.250079,0,5.915106,31.164097,6.607378,161.201157,0,58.846748,81.453201,91.031425,7.993095,9.675046,8.598327,3.659769,9.089758,3.742330,9.979411,3.584396,9.332861,5.263474,10.793510,5.587721,10.580461,6.636110,0,0.00079,0.00071,0.00069,0.00202,0.00066,0.00069,0.00064,0.00084,5.053077,4.730695,-5.983825,0.50578,0.27348,3.27773,3.659769
0.009,0,0.000000,0,0,0,0,7.192555,1.027873,7.897890,4.307050,0,-16.115871,9.581752,5.711652,3.923052,0,45.935040,5.422687,0.000000,0,0,48.753666,9.300251,0,5.871018,32.351116,6.651282,162.915024,0,55.211742,80.112755,89.401962,7.997361,9.646605,8.597116,3.857074,9.073554,3.885365,9.945838,3.657490,9.326002,5.346447,10.797483,5.612929,10.596283,6.660676,0,0.00077,0.00073,0.00069,0.00200,0.00064,0.00069,0.00057,0.00079,5.048491,4.721758,-6.068424,0.47973,0.27251,3.27744,3.857074
0.010,0,0.000000,0,0,0,0,7.193200,1.038921,7.929039,4.314703,0,-16.318186,9.561965,5.709389,3.898219,0,45.910019,5.468241,0.000000,0,0,49.853554,9.350423,0,5.826930,33.538136,6.695187,164.628891,0,51.576736,78.772308,87.772507,8.001626,9.618164,8.595903,4.054380,9.057350,4.028400,9.912265,3.730584,9.319143,5.429421,10.801456,5.638138,10.612105,6.685241,0,0.00076,0.00074,0.00068,0.00198,0.00064,0.00070,0.00056,0.00078,5.043904,4.712177,-6.153022,0.45539,0.27235,3.27706,4.054380
0.011,0,0.000000,0,0,0,0,7.194343,1.049466,7.958673,4.322285,0,-16.408049,9.542270,5.708736,3.867239,0,45.889576,5.513817,0.000000,0,0,50.889534,9.401317,0,5.803936,34.655537,6.737876,166.566498,0,48.105698,77.578117,86.131950,8.007868,9.589944,8.595861,4.251971,9.042608,4.170719,9.878493,3.804110,9.315547,5.513364,10.807285,5.665099,10.629262,6.708939,0,0.00075,0.00076,0.00066,0.00199,0.00065,0.00071,0.00056,0.00078,5.039243,4.702269,-6.240895,0.43118,0.27224,3.27680,4.251971
0.012,0,0.000000,0,0,0,0,7.198143,1.057327,7.980224,4.329487,0,-15.898652,9.523054,5.716668,3.803504,0,45.893532,5.559505,0.000000,0,0,51.584953,9.456059,0,5.893352,35.401939,6.774090,169.696442,0,45.508469,77.163330,84.432228,8.024638,9.562900,8.602056,4.451083,9.035660,4.309226,9.843664,3.879936,9.329339,5.602467,10.823001,5.701398,10.653534,6.728018,0,0.00074,0.00075,0.00067,0.00198,0.00064,0.00073,0.00054,0.00078,5.034182,4.691996,-6.346214,0.38505,0.27197,3.27672,4.451083
0.013,0,0.000000,0,0,0,0,7.201942,1.065187,8.001776,4.336689,0,-15.389256,9.503839,5.724599,3.739768,0,45.897488,5.605194,0.000000,0,0,52.280369,9.510799,0,5.982767,36.148346,6.810304,172.826401,0,42.911243,76.748535,82.732513,8.041409,9.535856,8.608249,4.650194,9.028710,4.447732,9.808835,3.955764,9.343132,5.691570,10.838717,5.737698,10.677805,6.747097,0,0.00073,0.00075,0.00066,0.00194,0.00064,0.00071,0.00054,0.00075,5.029121,4.681384,-6.451533,0.35663,0.27233,3.27679,4.650194
0.014,0,0.000000,0,0,0,0,7.205741,1.073048,8.023328,4.343890,0,-14.879860,9.484625,5.732531,3.676033,0,45.901443,5.650882,0.000000,0,0,52.975788,9.565541,0,6.072182,36.894749,6.846518,175.956345,0,40.314014,76.333748,81.032791,8.058181,9.508813,8.614443,4.849306,9.021762,4.586238,9.774006,4.031590,9.356924,5.780673,10.854432,5.773998,10.702077,6.766175,0,0.00072,0.00072,0.00066,0.00191,0.00065,0.00071,0.00054,0.00074,5.024060,4.670394,-6.556852,0.32836,0.27279,3.27709,4.849306
0.015,0,0.000000,0,0,0,0,7.210376,1.079083,8.045096,4.350508,0,-14.261700,9.466004,5.741669,3.639304,0,45.864368,5.696710,0.000000,0,0,53.602779,9.620552,0,6.144946,37.404968,6.882546,178.355301,0,37.953869,76.004631,79.236328,8.072614,9.477146,8.621829,5.043742,9.012691,4.723152,9.736094,4.107356,9.372141,5.869136,10.870144,5.808355,10.725158,6.785618,0,0.00070,0.00073,0.00064,0.00189,0.00064,0.00069,0.00055,0.00076,5.018880,4.658990,-6.664090,0.30695,0.27235,3.27731,5.043742
0.016,0,0.000000,0,0,0,0,7.219461,1.075389,8.068024,4.354013,0,-13.063924,9.450551,5.757242,3.746497,0,45.608627,5.743284,0.000000,0,0,53.865131,9.677001,0,6.128973,36.656540,6.917588,176.858704,0,36.857162,76.132057,76.924309,8.074590,9.420843,8.635571,5.213260,8.992306,4.851579,9.681754,4.182792,9.394947,5.954190,10.885828,5.832360,10.741893,6.807000,0,0.00070,0.00073,0.00062,0.00183,0.00062,0.00068,0.00056,0.00077,5.013069,4.647125,-6.781556,0.27963,0.27164,3.27739,5.213260
0.017,0,0.000000,0,0,0,0,7.228546,1.071695,8.090951,4.357519,0,-11.866149,9.435099,5.772815,3.853690,0,45.352886,5.789859,0.000000,0,0,54.127480,9.733450,0,6.113000,35.908112,6.952630,175.362106,0,35.760452,76.259491,74.612282,8.076566,9.364540,8.649314,5.382778,8.971922,4.980006,9.627414,4.258228,9.417754,6.039244,10.901513,5.856366,10.758628,6.828382,0,0.00072,0.00074,0.00060,0.00173,0.00063,0.00069,0.00057,0.00080,5.007258,4.635046,-6.899022,0.25482,0.27155,3.27744,5.382778
0.018,0,0.000000,0,0,0,0,7.237631,1.068001,8.113878,4.361024,0,-10.668373,9.419645,5.788387,3.960883,0,45.097145,5.836433,0.000000,0,0,54.389832,9.789899,0,6.097028,35.159683,6.987671,173.865509,0,34.663746,76.386917,72.300262,8.078542,9.308237,8.663057,5.552296,8.951537,5.108434,9.573072,4.333665,9.440561,6.124298,10.917197,5.880371,10.775363,6.849763,0,0.00072,0.00073,0.00058,0.00155,0.00061,0.00070,0.00058,0.00088,5.001447,4.622729,-7.016488,0.22875,0.27148,3.27744,5.552296
0.019,0,0.000000,0,0,0,0,7.245882,1.065620,8.137274,4.363768,0,-9.393126,9.405457,5.802395,4.030734,0,44.726555,5.882880,0.000000,0,0,54.588493,9.846191,0,6.083056,34.397831,7.022985,172.707748,0,33.836575,76.758240,69.838516,8.079532,9.257360,8.673947,5.718488,8.928920,5.239960,9.513247,4.414248,9.467050,6.210530,10.934511,5.904613,10.791867,6.872296,0,0.00071,0.00073,0.00059,0.00140,0.00059,0.00071,0.00057,0.00090,4.995517,4.610488,-7.130847,0.17740,0.27076,3.27744,5.718488
0.020,0,0.000000,0,0,0,0,7.249688,1.070236,8.163167,4.362450,0,-7.705029,9.398000,5.808065,3.901579,0,43.743938,5.928645,0.000000,0,0,54.447762,9.901648,0,6.079749,33.564449,7.059749,173.355637,0,34.445805,78.429291,66.578911,8.075265,9.235392,8.669636,5.866954,8.894401,5.388003,9.424193,4.522262,9.513158,6.303040,10.960506,5.930115,10.807146,6.900963,0,0.00070,0.00073,0.00060,0.00126,0.00059,0.00071,0.00057,0.00083,4.988950,4.598330,-7.228653,0.15204,0.27084,3.27744,5.866954
0.021,0,0.000000,0,0,0,0,7.253494,1.074852,8.189061,4.361133,0,-6.016931,9.390544,5.813735,3.772425,0,42.761322,5.974410,0.000000,0,0,54.307030,9.957105,0,6.076442,32.731068,7.096513,174.003525,0,35.055031,80.100342,63.319294,8.070998,9.213424,8.665324,6.015420,8.859882,5.536046,9.335138,4.630275,9.559266,6.395549,10.986503,5.955617,10.822425,6.929631,0,0.00070,0.00075,0.00061,0.00121,0.00058,0.00073,0.00057,0.00075,4.982384,4.586395,-7.326460,0.12541,0.27165,3.27726,6.015420
0.022,0,0.000000,0,0,0,0,7.257300,1.079467,8.214954,4.359815,0,-4.328834,9.383087,5.819404,3.643271,0,41.778702,6.020175,0.000000,0,0,54.166298,10.012561,0,6.073135,31.897686,7.133276,174.651413,0,35.664257,81.771393,60.059685,8.066731,9.191456,8.661013,6.163886,8.825363,5.684089,9.246084,4.738289,9.605374,6.488059,11.012498,5.981120,10.837704,6.958298,0,0.00069,0.00075,0.00061,0.00151,0.00055,0.00074,0.00057,0.00073,4.975818,4.574706,-7.424266,0.09979,0.27159,3.27680,6.163886
0.023,0,0.000000,0,0,0,0,7.261223,1.083713,8.240021,4.358707,0,-2.604166,9.376963,5.823301,3.525424,0,40.902092,6.065914,0.000000,0,0,53.971848,10.067780,0,6.070542,30.865942,7.168847,174.940521,0,36.680313,83.513680,57.186413,8.063203,9.168925,8.650351,6.302019,8.787520,5.820104,9.161399,4.842492,9.649457,6.573241,11.037722,6.005623,10.854698,6.985973,0,0.00070,0.00075,0.00062,0.00168,0.00054,0.00074,0.00057,0.00073,4.969168,4.563337,-7.516130,0.07379,0.27098,3.27675,6.303954
0.024,0,0.000000,0,0,0,0,7.265769,1.085991,8.260677,4.358717,0,-0.684613,9.377936,5.817747,3.467835,0,40.590385,6.111517,0.000000,0,0,53.491112,10.121725,0,6.071750,28.777111,7.198061,173.317551,0,39.864391,85.635590,56.372009,8.063604,9.143393,8.605848,6.385082,8.731963,5.892022,9.099996,4.926387,9.682746,6.619373,11.058830,6.024803,10.880843,7.008365,0,0.00068,0.00073,0.00062,0.00172,0.00054,0.00072,0.00057,0.00076,4.962072,4.552325,-7.576328,0.04791,0.27061,3.27736,6.399263
0.025,0,0.000000,0,0,0,0,7.270315,1.088268,8.281334,4.358727,0,1.234940,9.378909,5.812192,3.410246,0,40.278683,6.157121,0.000000,0,0,53.010376,10.175672,0,6.072958,26.688278,7.227275,171.694580,0,43.048473,87.757492,55.557606,8.064006,9.117859,8.561346,6.468146,8.676406,5.963941,9.038593,5.010283,9.716035,6.665505,11.079938,6.043983,10.906987,7.030757,0,0.00069,0.00071,0.00063,0.00163,0.00054,0.00070,0.00059,0.00075,4.954977,4.541789,-7.636527,0.00359,0.27052,3.27768,6.494573
0.026,0,0.000000,0,0,0,0,7.274860,1.090546,8.301991,4.358737,0,3.154492,9.379883,5.806638,3.352657,0,39.966976,6.202724,0.000000,0,0,52.529640,10.229617,0,6.074167,24.599445,7.256490,170.071609,0,46.232555,89.879395,54.743202,8.064407,9.092326,8.516843,6.551209,8.620849,6.035860,8.977190,5.094178,9.749323,6.711638,11.101047,6.063163,10.933132,7.053149,0,0.00069,0.00070,0.00062,0.00174,0.00055,0.00072,0.00060,0.00074,4.947881,4.531783,-7.696725,-0.02842,0.26978,3.27753,6.589882
0.027,0,0.000000,0,0,0,0,7.278112,1.093727,8.322673,4.358949,0,5.081264,9.382136,5.799896,3.291372,0,39.529282,6.246403,0.000000,0,0,51.994297,10.283266,0,6.075841,22.330040,7.284908,168.759674,0,49.333515,92.012283,54.228313,8.064805,9.065907,8.468922,6.621149,8.564071,6.103602,8.917058,5.172264,9.777692,6.752354,11.119335,6.081541,10.958428,7.073991,0,0.00069,0.00070,0.00063,0.00229,0.00060,0.00074,0.00059,0.00075,4.940708,4.522397,-7.748458,-0.05442,0.26936,3.27749,6.672808
0.028,0,0.000000,0,0,0,0,7.274467,1.101724,8.343493,4.360230,0,7.046503,9.391215,5.786821,3.210393,0,38.420170,6.279829,0.000000,0,0,51.167946,10.335331,0,6.080002,19.098345,7.309085,169.105270,0,51.991516,94.203690,55.309597,8.065183,9.034771,8.402782,6.621149,8.500790,6.149089,8.863701,5.219386,9.779840,6.764202,11.122602,6.095644,10.979201,7.086575,0,0.00069,0.00073,0.00063,0.00256,0.00060,0.00075,0.00060,0.00074,4.933116,4.513699,-7.755079,-0.08065,0.26991,3.27765,6.689736
0.029,0,0.000000,0,0,0,0,7.270822,1.109720,8.364312,4.361513,0,9.011743,9.400294,5.773746,3.129413,0,37.311062,6.313255,0.000000,0,0,50.341599,10.387396,0,6.084162,15.866648,7.333263,169.450851,0,54.649517,96.395103,56.390877,8.065559,9.003634,8.336643,6.621149,8.437509,6.194576,8.810344,5.266508,9.781987,6.776050,11.125869,6.109748,10.999974,7.099158,0,0.00069,0.00072,0.00063,0.00259,0.00062,0.00075,0.00060,0.00074,4.925524,4.505543,-7.761700,-0.10658,0.26984,3.27765,6.706664
0.030,0,0.000000,0,0,0,0,7.267177,1.117717,8.385132,4.362794,0,10.976982,9.409373,5.760672,3.048434,0,36.201950,6.346681,0.000000,0,0,49.515247,10.439462,0,6.088323,12.634951,7.357440,169.796432,0,57.307518,98.586510,57.472157,8.065936,8.972498,8.270504,6.621149,8.374228,6.240063,8.756986,5.313630,9.784135,6.787898,11.129135,6.123852,11.020747,7.111742,0,0.00068,0.00072,0.00066,0.00260,0.00067,0.00078,0.00061,0.00073,4.917933,4.497991,-7.768321,-0.13236,0.26937,3.27742,6.723592
0.031,0,0.000000,0,0,0,0,7.264818,1.125384,8.405715,4.363294,0,12.931388,9.419628,5.746845,2.971905,0,35.066196,6.376661,0.000000,0,0,48.631603,10.490978,0,6.093023,9.303316,7.381237,169.716614,0,59.617580,100.587624,58.794880,8.068018,8.941593,8.213529,6.621149,8.318825,6.270554,8.710913,5.349318,9.782869,6.795269,11.131205,6.138687,11.040681,7.125269,0,0.00068,0.00072,0.00068,0.00265,0.00069,0.00079,0.00060,0.00075,4.910216,4.490851,-7.766727,-0.17626,0.26958,3.27714,6.737896
0.032,0,0.000000,0,0,0,0,7.269317,1.131295,8.425045,4.359622,0,14.828057,9.436151,5.729009,2.919087,0,33.788460,6.388284,0.000000,0,0,47.442627,10.539575,0,6.100604,5.439103,7.403003,167.369781,0,60.073433,101.574623,61.404278,8.079184,8.911921,8.205391,6.621149,8.305402,6.221129,8.703659,5.324071,9.763412,6.778780,11.126892,6.157421,11.056146,7.143819,0,0.00067,0.00072,0.00068,0.00270,0.00071,0.00081,0.00061,0.00074,4.901831,4.484172,-7.721356,-0.21088,0.27010,3.27675,6.738213
0.033,0,0.000000,0,0,0,0,7.273815,1.137205,8.444374,4.355949,0,16.724726,9.452673,5.711174,2.866269,0,32.510727,6.399907,0.000000,0,0,46.253647,10.588171,1,6.108184,1.574889,7.424769,165.022949,0,60.529285,102.561630,64.013672,8.090349,8.882248,8.197253,6.621149,8.291978,6.171705,8.696405,5.298823,9.743957,6.762291,11.122580,6.176155,11.071609,7.162369,0,0.00065,0.00072,0.00069,0.00282,0.00075,0.00084,0.00061,0.00075,4.893445,4.478025,-7.675984,-0.23361,0.26972,3.27690,6.738529
0.034,0,0.000000,0,0,1,0,7.278314,1.143115,8.463704,4.352277,0,18.621395,9.469195,5.693338,2.813452,0,31.232992,6.411530,0.000000,0,0,45.064671,10.636766,0,6.115765,-2.289325,7.446535,162.676117,0,60.985142,103.548630,66.623070,8.101515,8.852575,8.189116,6.621149,8.278555,6.122280,8.689151,5.273576,9.724501,6.745803,11.118267,6.194889,11.087074,7.180919,0,0.00065,0.00073,0.00070,0.00324,0.00075,0.00085,0.00061,0.00075,4.885060,4.472467,-7.630613,-0.26023,0.26931,3.27789,6.738846
0.035,0,0.000000,0,0,0,0,7.282359,1.147956,8.482741,4.348014,0,20.501539,9.486965,5.675835,2.771780,0,29.813269,6.433643,0.000000,0,0,43.819283,10.684464,0,6.120852,-5.915812,7.458828,160.741989,0,61.246281,104.381714,69.023743,8.111930,8.823422,8.182307,6.621149,8.267816,6.078613,8.685409,5.248196,9.706202,6.730543,11.114064,6.213362,11.100205,7.199635,0,0.00064,0.00074,0.00072,0.00339,0.00075,0.00087,0.00060,0.00073,4.876703,4.467617,-7.577761,-0.28553,0.26960,3.27842,6.734453
0.036,0,0.000000,0,0,0,0,7.283987,1.147097,8.500223,4.340606,0,22.293619,9.511378,5.660100,2.789508,0,27.636869,6.511660,0.000000,0,0,42.273293,10.727375,0,6.112648,-8.275417,7.420640,161.007126,0,60.469776,104.394531,70.312119,8.118342,8.797039,8.182581,6.621149,8.271383,6.065629,8.700375,5.222110,9.694070,6.721830,11.110441,6.230442,11.100904,7.219240,0,0.00064,0.00073,0.00074,0.00349,0.00075,0.00087,0.00060,0.00073,4.868491,4.463551,-7.485046,-0.31167,0.26948,3.27819,6.704962
0.037,0,0.000000,0,0,0,0,7.285614,1.146237,8.517704,4.333198,0,24.085697,9.535791,5.644366,2.807236,0,25.460470,6.589677,0.000000,0,0,40.727299,10.770286,0,6.104444,-10.635024,7.382452,161.272278,0,59.693272,104.407356,71.600494,8.124756,8.770656,8.182854,6.621149,8.274952,6.052645,8.715341,5.196024,9.681937,6.713118,11.106819,6.247522,11.101603,7.238845,0,0.00062,0.00071,0.00075,0.00349,0.00078,0.00086,0.00059,0.00070,4.860279,4.460108,-7.392331,-0.35034,0.26913,3.27784,6.675471
0.038,0,0.000000,0,0,0,0,7.287242,1.145378,8.535186,4.325789,0,25.877775,9.560205,5.628632,2.824965,0,23.284071,6.667694,0.000000,0,0,39.181309,10.813195,0,6.096240,-12.994630,7.344264,161.537430,0,58.916767,104.420174,72.888870,8.131169,8.744273,8.183127,6.621149,8.278520,6.039660,8.730307,5.169939,9.669806,6.704405,11.103196,6.264602,11.102301,7.258450,0,0.00063,0.00072,0.00075,0.00350,0.00090,0.00089,0.00062,0.00062,4.852067,4.457357,-7.299616,-0.38844,0.26933,3.27731,6.645980
0.039,0,0.000000,0,0,0,0,7.288470,1.146242,8.555018,4.315042,0,27.656130,9.585731,5.614594,2.839849,0,21.041019,6.732605,0.000000,0,0,37.588093,10.854806,0,6.085302,-14.936296,7.306156,161.398300,0,58.309505,104.352707,74.163132,8.151587,8.845978,8.184384,6.614952,8.281282,6.020343,8.743967,5.144586,9.655835,6.696284,11.097040,6.280625,11.101403,7.276464,0,0.00063,0.00074,0.00074,0.00366,0.00103,0.00090,0.00061,0.00060,4.843834,4.455071,-7.200353,-0.41308,0.26954,3.27715,6.614952
0.040,0,0.000000,0,0,0,0,7.287571,1.156282,8.587382,4.286500,0,29.361343,9.617190,5.609592,2.839585,0,18.442781,6.727670,0.000000,0,0,35.743217,10.889486,0,6.059798,-14.650710,7.268476,159.104752,0,58.604160,103.857376,75.362183,8.246642,9.630275,8.190883,6.575730,8.279757,5.967276,8.750665,5.123142,9.632071,6.691318,11.077383,6.291018,11.092001,7.285996,0,0.00065,0.00073,0.00075,0.00388,0.00102,0.00092,0.00060,0.00061,4.835487,4.453300,-7.066195,-0.43659,0.26850,3.27761,6.575730
0.041,0,0.000000,0,0,0,0,7.286672,1.166322,8.619746,4.257957,0,31.066557,9.648651,5.604591,2.839320,0,15.844543,6.722736,0.000000,0,0,33.898338,10.924167,0,6.034293,-14.365125,7.230796,156.811203,0,58.898815,103.362053,76.561241,8.341697,10.414573,8.197381,6.536509,8.278233,5.914209,8.757363,5.101697,9.608306,6.686351,11.057726,6.301412,11.082598,7.295529,0,0.00064,0.00072,0.00073,0.00389,0.00108,0.00093,0.00061,0.00063,4.827141,4.452008,-6.932038,-0.45979,0.26761,3.27766,6.536509
0.042,0,0.000000,0,0,0,0,7.285772,1.176363,8.652111,4.229414,0,32.771770,9.680111,5.599590,2.839055,0,13.246305,6.717801,0.000000,0,0,32.053463,10.958847,0,6.008788,-14.079539,7.193117,154.517654,0,59.193470,102.866722,77.760300,8.436750,11.198871,8.203879,6.497287,8.276708,5.861142,8.764061,5.080253,9.584542,6.681385,11.038069,6.311805,11.073195,7.305062,0,0.00066,0.00071,0.00072,0.00367,0.00118,0.00099,0.00060,0.00068,4.818794,4.451249,-6.797880,-0.48698,0.26774,3.27705,6.497287
0.043,0,0.000000,0,0,0,0,7.285856,1.185056,8.684093,4.199962,0,34.467773,9.712566,5.597194,2.838104,0,10.734468,6.712126,0.000000,0,0,30.187891,10.992283,0,5.983991,-13.445452,7.158316,152.447647,0,59.435612,102.329880,78.901558,8.511953,11.868427,8.208897,6.458420,8.276000,5.811615,8.774363,5.058354,9.562044,6.676405,11.019732,6.323027,11.063574,7.315834,0,0.00065,0.00074,0.00072,0.00360,0.00120,0.00103,0.00061,0.00074,4.810529,4.451052,-6.658198,-0.51214,0.26772,3.27694,6.458420
0.044,0,0.000000,0,0,0,0,7.291180,1.186575,8.714042,4.165666,0,36.114697,9.750330,5.608682,2.833493,0,8.683073,6.702507,0.000000,0,0,28.212046,11.019089,0,5.962962,-10.954156,7.138857,151.568924,0,59.397896,101.571793,79.734779,8.481363,11.926520,8.206015,6.421437,8.279647,5.780957,8.803867,5.034033,9.546298,6.671359,11.008434,6.338666,11.052789,7.333204,0,0.00065,0.00075,0.00073,0.00348,0.00121,0.00105,0.00062,0.00072,4.802702,4.451478,-6.489075,-0.55203,0.26736,3.27762,6.421437
0.045,0,0.000000,0,0,0,0,7.296503,1.188093,8.743991,4.131369,0,37.761616,9.788093,5.620170,2.828883,0,6.631677,6.692887,0.000000,0,0,26.236202,11.045896,0,5.941934,-8.462861,7.119398,150.690186,0,59.360180,100.813713,80.568008,8.450772,11.984612,8.203133,6.384454,8.283293,5.750298,8.833373,5.009713,9.530552,6.666313,10.997137,6.354306,11.042003,7.350574,0,0.00066,0.00077,0.00073,0.00344,0.00142,0.00105,0.00063,0.00077,4.794875,4.452536,-6.319951,-0.58171,0.26724,3.27799,6.384454
0.046,0,0.000000,0,0,0,0,7.301827,1.189612,8.773939,4.097073,0,39.408539,9.825855,5.631658,2.824272,0,4.580282,6.683267,0.000000,0,0,24.260357,11.072701,0,5.920906,-5.971565,7.099939,149.811462,0,59.322468,100.055626,81.401237,8.420182,12.042706,8.200251,6.347471,8.286940,5.719639,8.862878,4.985392,9.514806,6.661267,10.985840,6.369946,11.031218,7.367944,0,0.00068,0.00077,0.00075,0.00330,0.00155,0.00110,0.00063,0.00091,4.787047,4.454294,-6.150828,-0.60853,0.26678,3.27783,6.347471
0.047,0,0.000000,0,0,0,0,7.306366,1.191530,8.803741,4.060085,0,41.044994,9.864505,5.640275,2.822615,0,2.510616,6.675284,0.000000,0,0,22.284571,11.098260,0,5.900967,-3.315789,7.086562,148.824768,0,59.395466,99.504684,82.287666,8.395301,11.960718,8.198723,6.310078,8.290693,5.685862,8.888939,4.961259,9.499714,6.654393,10.975196,6.385409,11.020939,7.385389,0,0.00067,0.00077,0.00075,0.00271,0.00158,0.00121,0.00064,0.00102,4.779312,4.456725,-5.975618,-0.63034,0.26573,3.27780,6.310078
