"Time","m4 HLl swoff","45 R marks","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","m1 FLr swoff","39a FRx (cm)","v2 R COP","47 RDS cle","39 FRx (cm)","38 FLy (cm)","m3 HLr swoff","35a HRx (cm)","35 HRx (cm)","v3 L COP","48 LDS cle","46 L marks","m2 FLl swoff","37a FLx (cm)","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","42a CoMy (cm)","v1 xCoM","42 CoMy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,7.029221,1.426494,17.345308,3.397947,0,-10.086038,0.000000,0,18.332495,5.223145,0,9.616958,14.029341,0.000000,0,0,0,12.686791,19.715191,3.759171,6.129701,88.034363,15.432925,1.608963,4.708384,4.635579,103.630043,0,89.788338,85.157944,108.453972,8.239474,19.302662,8.196547,14.439045,8.421943,14.005353,9.492693,14.327595,9.084290,15.666701,10.271399,15.918626,10.360149,16.842737,0,-0.01654,-0.01239,-0.02061,0.00102,0.00851,-0.01352,0.00838,0.00304,-1.49457,0.11016,3.27725
0.001,0,0,7.029356,1.426522,17.346008,3.396765,0,-10.079980,0.000000,0,18.322397,5.221868,0,10.105222,14.038384,0.000000,0,0,0,11.040541,19.729290,3.757624,6.127120,77.495613,15.433948,1.579078,4.708581,4.637128,104.423012,0,90.065987,84.965500,108.323204,8.238609,19.292391,8.202378,14.427060,8.429041,14.002335,9.498900,14.332899,9.087197,15.670968,10.275478,15.921851,10.361847,16.844820,0,-0.01894,-0.01473,-0.02108,0.00529,0.00854,-0.01343,0.01198,0.00192,-1.49279,0.10034,3.27706
0.002,0,0,7.029553,1.426569,17.346416,3.394842,0,-10.067731,0.000000,0,18.312063,5.221714,0,10.596850,14.048108,0.000000,0,0,0,9.262037,19.742123,3.754900,6.126022,66.912117,15.434945,1.551844,4.708746,4.638558,105.494278,0,90.208046,84.639130,108.198647,8.238381,19.281517,8.208852,14.415464,8.437346,14.000694,9.507471,14.339396,9.089965,15.675639,10.279784,15.924936,10.364051,16.846678,0,-0.01868,-0.01293,0.01108,0.00198,0.00939,-0.01292,0.00256,-0.00900,-1.49393,0.08955,3.27668
0.003,0,0,7.029751,1.426615,17.346825,3.392919,0,-10.055483,0.000000,0,18.301727,5.221559,0,11.088479,14.057832,0.000000,0,0,0,7.483534,19.754955,3.752175,6.124924,56.328621,15.435943,1.524610,4.708950,4.639988,106.565544,0,90.350098,84.312767,108.074097,8.238153,19.270643,8.215325,14.403869,8.445650,13.999055,9.516042,14.345893,9.092733,15.680311,10.284090,15.928021,10.366256,16.848536,0,-0.01146,-0.01354,0.00491,-0.00020,0.00895,-0.01266,-0.00343,0.01062,-1.49321,0.07977,3.27665
0.004,0,0,7.029949,1.426661,17.347233,3.390996,0,-10.043234,0.000000,0,18.291391,5.221404,0,11.580108,14.067555,0.000000,0,0,0,5.705031,19.767786,3.749450,6.123827,45.745129,15.436940,1.497375,4.709173,4.641419,107.636810,0,90.492157,83.986397,107.949539,8.237926,19.259771,8.221799,14.392273,8.453955,13.997415,9.524612,14.352389,9.095501,15.684982,10.288396,15.931107,10.368460,16.850393,0,-0.02083,-0.01328,0.03366,0.00582,0.00901,-0.01202,0.00639,-0.00985,-1.49358,0.09068,3.27688
0.005,0,0,7.030017,1.427417,17.347530,3.390354,0,-10.023152,0.000000,0,18.281185,5.220189,0,12.071701,14.078665,0.000000,0,0,0,3.964194,19.779188,3.747009,6.122148,37.121258,15.437587,1.472155,4.709552,4.642899,108.824097,0,90.263245,83.582535,107.801033,8.237600,19.247988,8.228722,14.387245,8.463507,13.998938,9.537179,14.357816,9.099484,15.687542,10.292915,15.932981,10.370737,16.852495,0,-0.01743,-0.01345,-0.04245,0.00128,0.00846,-0.01186,0.00568,-0.01021,-1.49537,0.11359,3.27667
0.006,0,0,7.029982,1.428735,17.347740,3.390729,0,-9.996867,0.000000,0,18.271084,5.218133,0,12.563266,14.090872,0.000000,0,0,0,2.253193,19.789457,3.744792,6.120009,30.049631,15.437956,1.448529,4.710011,4.644418,110.103294,0,89.740471,83.117302,107.633553,8.237200,19.235483,8.236000,14.387421,8.474048,14.002966,9.552912,14.362394,9.104430,15.688429,10.297603,15.933897,10.373073,16.854792,0,-0.01830,-0.01482,0.04409,0.00272,0.00855,-0.01374,0.00746,-0.00195,-1.49426,0.12176,3.27614
0.007,0,0,7.029948,1.430053,17.347952,3.391104,0,-9.970581,0.000000,0,18.260981,5.216077,0,13.054831,14.103078,0.000000,0,0,1,0.542192,19.799726,3.742576,6.117870,22.978008,15.438324,1.424903,4.710459,4.645937,111.382492,0,89.217705,82.652061,107.466072,8.236798,19.222979,8.243279,14.387595,8.484589,14.006994,9.568645,14.366974,9.109376,15.689317,10.302290,15.934813,10.375407,16.857086,0,-0.02103,-0.01432,-0.03253,0.00449,0.00839,-0.01266,0.00894,0.00125,-1.50347,0.12381,3.27600
0.008,0,0,7.029913,1.431371,17.348162,3.391478,0,-9.944296,0.000000,0,18.250877,5.214022,0,13.546394,14.115285,0.000000,0,0,0,-1.168809,19.809996,3.740360,6.115731,15.906384,15.438693,1.401277,4.710903,4.647457,112.661690,0,88.694931,82.186829,107.298592,8.236398,19.210476,8.250557,14.387770,8.495130,14.011023,9.584377,14.371552,9.114322,15.690204,10.306977,15.935728,10.377743,16.859381,0,-0.01588,-0.01317,-0.01389,0.00172,0.00905,-0.01248,0.00654,0.00245,-1.49312,0.11796,3.27615
0.009,0,0,7.026486,1.431943,17.348227,3.391729,0,-9.917827,0.000000,0,18.240561,5.212246,0,14.033289,14.129004,0.000000,0,0,0,-2.639361,19.818892,3.730384,6.114338,10.795001,15.438785,1.374651,4.711145,4.648877,114.184402,0,87.534103,81.503044,107.137444,8.236891,19.199028,8.258354,14.396163,8.502967,14.025147,9.604231,14.378777,9.118934,15.691675,10.311824,15.936853,10.380195,16.861723,0,-0.01454,-0.01385,0.03370,0.00377,0.00778,-0.01236,0.00441,0.00383,-1.49241,0.10828,3.27652
0.010,0,0,7.020370,1.431925,17.348177,3.391881,0,-9.891213,0.000000,0,18.230076,5.210691,0,14.516484,14.143924,0.000000,0,0,0,-3.919450,19.826700,3.714261,6.113536,7.236356,15.438656,1.345649,4.711284,4.650220,115.900002,0,85.867851,80.646149,106.981323,8.238093,19.188419,8.266562,14.411065,8.508664,14.047270,9.627348,14.388096,9.123281,15.693610,10.316794,15.938147,10.382740,16.864100,0,-0.02157,-0.01377,-0.03704,0.00344,0.00820,-0.01277,0.00862,0.00269,-1.49420,0.09970,3.27706
0.011,1,0,7.014256,1.431906,17.348127,3.392033,0,-9.864600,0.000000,0,18.219589,5.209137,0,14.999680,14.158843,0.000000,0,0,0,-5.199539,19.834509,3.698139,6.112734,3.677710,15.438528,1.316646,4.711291,4.651563,117.615601,0,84.201607,79.789253,106.825195,8.239296,19.177811,8.274771,14.425968,8.514361,14.069392,9.650466,14.397415,9.127629,15.695545,10.321766,15.939439,10.385284,16.866478,0,-0.01580,-0.01410,0.04749,0.00615,0.00767,-0.01312,0.00566,0.00135,-1.49279,0.09146,3.27715
0.012,0,0,7.008140,1.431888,17.348078,3.392186,0,-9.837987,0.000000,0,18.209103,5.207583,0,15.482874,14.173761,0.000000,0,0,0,-6.479628,19.842318,3.682017,6.111932,0.119065,15.438399,1.287643,4.711232,4.652905,119.331200,0,82.535355,78.932358,106.669075,8.240499,19.167202,8.282980,14.440871,8.520059,14.091515,9.673583,14.406734,9.131977,15.697479,10.326737,15.940732,10.387830,16.868855,0,-0.01909,-0.01357,-0.02780,0.00100,0.00801,-0.01317,0.01494,0.00412,-1.49354,0.08484,3.27692
0.013,0,0,7.004899,1.431187,17.347719,3.393453,0,-9.813385,0.000000,0,18.198721,5.206229,0,15.957436,14.189979,0.000000,0,0,0,-7.516392,19.836580,3.665371,6.111639,-1.482479,15.438217,1.257854,4.711154,4.654181,123.531693,0,80.429352,78.608177,106.441078,8.241188,19.158875,8.291380,14.455908,8.524072,14.129736,9.689843,14.411016,9.139928,15.698492,10.331712,15.942591,10.391279,16.871572,0,-0.01887,-0.01383,-0.05687,0.00206,0.00709,-0.01485,0.00005,0.00649,-1.49437,0.09175,3.27682
0.014,0,0,7.003933,1.429947,17.347116,3.395603,0,-9.790378,0.000000,0,18.188425,5.205035,0,16.425158,14.207223,0.000000,0,0,0,-8.360414,19.820114,3.648310,6.111749,-1.533774,15.437992,1.227440,4.711065,4.655402,129.700516,0,77.975021,78.705971,106.156143,8.241471,19.152355,8.299932,14.471051,8.526750,14.180710,9.700671,14.411309,9.150733,15.698774,10.336688,15.944899,10.395446,16.874559,0,-0.02236,-0.01386,-0.00682,0.00257,0.00800,-0.01291,0.00938,0.00063,-1.49487,0.11052,3.27682
0.015,0,0,7.002968,1.428706,17.346516,3.397754,0,-9.767370,0.000000,0,18.178127,5.203840,0,16.892881,14.224467,0.000000,0,0,0,-9.204435,19.803646,3.631250,6.111860,-1.585069,15.437766,1.197027,4.710897,4.656624,135.869339,0,75.520683,78.803757,105.871216,8.241755,19.145834,8.308485,14.486194,8.529428,14.231685,9.711499,14.411601,9.161538,15.699057,10.341664,15.947206,10.399612,16.877546,0,-0.02228,-0.01356,-0.01336,0.00455,0.00869,-0.01276,0.00622,0.00203,-1.49321,0.12393,3.27718
0.016,0,0,7.002002,1.427466,17.345913,3.399904,0,-9.744363,0.000000,0,18.167830,5.202646,0,17.360603,14.241712,0.000000,0,0,0,-10.048457,19.787178,3.614189,6.111970,-1.636363,15.437541,1.166614,4.710689,4.657845,142.038147,0,73.066353,78.901550,105.586281,8.242039,19.139315,8.317037,14.501337,8.532106,14.282659,9.722327,14.411894,9.172342,15.699339,10.346641,15.949513,10.403779,16.880533,0,-0.01973,-0.01381,-0.03379,0.00541,0.00793,-0.01209,0.00292,0.00238,-1.49285,0.12446,3.27779
0.017,0,0,7.002063,1.426400,17.344784,3.402323,0,-9.725003,0.000000,0,18.157688,5.200566,0,17.819454,14.260544,0.000000,0,0,0,-10.366776,19.770077,3.600508,6.114529,-1.682434,15.437625,1.132944,4.710320,4.659001,147.882172,0,69.992310,79.049141,105.376961,8.241491,19.128822,8.326007,14.543172,8.566574,14.343930,9.726943,14.412030,9.180113,15.700790,10.351526,15.951124,10.408026,16.882990,0,-0.01671,-0.01381,0.01712,0.00270,0.00884,-0.01338,0.00439,0.00431,-1.49521,0.11451,3.27778
0.018,0,0,7.002936,1.425473,17.343237,3.404954,0,-9.708532,0.000000,0,18.147667,5.197785,0,18.271276,14.280634,0.000000,0,0,0,-10.268676,19.752472,3.589503,6.119027,-1.724365,15.437955,1.096694,4.709869,4.660103,153.468887,0,66.427399,79.236183,105.227531,8.240288,19.115183,8.335308,14.606152,8.626222,14.413358,9.726640,14.412045,9.185479,15.703168,10.356341,15.952183,10.412336,16.885025,0,-0.01866,-0.01325,-0.01724,0.00402,0.00868,-0.01271,0.00972,0.00152,-1.49311,0.10495,3.27733
0.019,0,0,7.003810,1.424546,17.341690,3.407585,0,-9.692061,0.000000,0,18.137648,5.195004,0,18.723099,14.300724,0.000000,0,0,0,-10.170577,19.734869,3.578498,6.123526,-1.766297,15.438285,1.060445,4.709313,4.661206,159.055618,0,62.862476,79.423218,105.078110,8.239083,19.101543,8.344609,14.669130,8.685870,14.482786,9.726336,14.412058,9.190846,15.705545,10.361156,15.953241,10.416647,16.887060,0,-0.01369,-0.01230,-0.05815,0.00397,0.00823,-0.01321,0.01356,-0.00001,-1.49468,0.09557,3.27709
0.020,0,0,7.004683,1.423620,17.340143,3.410217,0,-9.675591,0.000000,0,18.127628,5.192224,0,19.174923,14.320814,0.000000,0,0,0,-10.072477,19.717264,3.567494,6.128024,-1.808229,15.438615,1.024195,4.708704,4.662309,164.642349,0,59.297562,79.610260,104.928680,8.237879,19.087906,8.353910,14.732109,8.745519,14.552214,9.726033,14.412072,9.196213,15.707923,10.365972,15.954300,10.420957,16.889095,0,-0.01701,-0.01299,0.01863,0.00229,0.00769,-0.01331,-0.00319,-0.00501,-1.49198,0.08514,3.27701
0.021,0,0,7.004677,1.423199,17.338240,3.413510,0,-9.657218,0.000000,0,18.117748,5.190957,0,19.614571,14.342235,0.000000,0,0,0,-9.651391,19.699474,3.562603,6.132151,-1.840968,15.438771,0.988597,4.708070,4.663316,168.263870,0,56.304745,79.926834,104.557846,8.235152,19.074602,8.363133,14.782896,8.786438,14.609504,9.719927,14.414076,9.202093,15.714543,10.370669,15.956624,10.425049,16.891144,0,-0.01862,-0.01369,-0.02462,0.00261,0.00835,-0.01296,0.00457,-0.00038,-1.49313,0.08581,3.27711
0.022,0,0,7.003973,1.423181,17.336054,3.417328,0,-9.637340,0.000000,0,18.107981,5.190888,0,20.044573,14.364710,0.000000,0,0,0,-8.974461,19.681536,3.562557,6.135983,-1.866424,15.438791,0.953515,4.707423,4.664246,170.328735,0,53.765099,80.346008,104.011627,8.231218,19.061563,8.372294,14.824026,8.812523,14.657180,9.709226,14.417657,9.208382,15.724524,10.375275,15.959949,10.428967,16.893204,0,-0.01678,-0.01398,0.05099,0.00278,0.00893,-0.01369,0.00510,0.00247,-1.49562,0.10824,3.27734
0.023,0,0,7.003269,1.423162,17.333866,3.421146,0,-9.617462,0.000000,0,18.098211,5.190820,0,20.474577,14.387185,0.000000,0,0,0,-8.297530,19.663599,3.562510,6.139816,-1.891880,15.438810,0.918432,4.706763,4.665177,172.393600,0,51.225452,80.765182,103.465408,8.227285,19.048525,8.381455,14.865155,8.838607,14.704856,9.698524,14.421238,9.214669,15.734505,10.379880,15.963274,10.432886,16.895262,0,-0.01700,-0.01386,-0.02451,0.00238,0.00979,-0.01287,0.00655,0.00333,-1.49463,0.12612,3.27700
0.024,0,0,7.002565,1.423143,17.331680,3.424965,0,-9.597584,0.000000,0,18.088444,5.190751,0,20.904579,14.409659,0.000000,0,0,0,-7.620600,19.645660,3.562463,6.143648,-1.917336,15.438830,0.883350,4.706097,4.666107,174.458450,0,48.685810,81.184364,102.919189,8.223352,19.035486,8.390616,14.906285,8.864692,14.752532,9.687821,14.424818,9.220958,15.744485,10.384485,15.966599,10.436805,16.897322,0,-0.01799,-0.01501,-0.02914,0.00477,0.00910,-0.01379,0.00685,0.00303,-1.49390,0.12281,3.27623
0.025,0,0,7.002144,1.423171,17.330811,3.426682,0,-9.574197,0.000000,0,18.079054,5.190139,0,21.329300,14.433250,0.000000,0,0,0,-6.629741,19.627522,3.576582,6.146396,-1.939519,15.438895,0.849175,4.705412,4.666965,172.432373,0,46.395676,81.780548,102.419518,8.221070,19.024868,8.398716,14.936172,8.880968,14.796078,9.672843,14.427218,9.226650,15.753772,10.388885,15.969790,10.440294,16.899988,0,-0.01688,-0.01315,-0.03717,0.00255,0.00804,-0.01379,0.00532,-0.00299,-1.49451,0.11686,3.27582
0.026,0,0,7.001946,1.423236,17.330984,3.426735,0,-9.548030,0.000000,0,18.069967,5.189097,0,21.749836,14.457726,0.000000,0,0,0,-5.390213,19.609224,3.601923,6.148283,-1.959109,15.438995,0.815720,4.704717,4.667764,167.165771,0,44.303181,82.516953,101.956718,8.220096,19.016167,8.405975,14.957156,8.889475,14.836353,9.654477,14.428683,9.231873,15.762507,10.393126,15.972875,10.443444,16.903137,0,-0.01850,-0.01310,-0.01285,0.00748,0.00875,-0.01306,0.00555,0.00042,-1.49517,0.10861,3.27567
0.027,0,0,7.001749,1.423301,17.331158,3.426789,0,-9.521864,0.000000,0,18.060879,5.188055,0,22.170370,14.482200,0.000000,0,0,0,-4.150684,19.590929,3.627264,6.150171,-1.978699,15.439095,0.782264,4.703998,4.668563,161.899185,0,42.210686,83.253357,101.493912,8.219121,19.007465,8.413235,14.978139,8.897983,14.876628,9.636110,14.430147,9.237095,15.771244,10.397365,15.975959,10.446593,16.906286,0,-0.01605,-0.01301,-0.01848,0.00025,0.00840,-0.01337,0.00779,0.00298,-1.49583,0.09731,3.27578
0.028,0,0,7.001551,1.423366,17.331331,3.426842,0,-9.495697,0.000000,0,18.051790,5.187013,0,22.590906,14.506675,0.000000,0,0,0,-2.911156,19.572632,3.652604,6.152059,-1.998289,15.439196,0.748809,4.703266,4.669362,156.632599,0,40.118191,83.989761,101.031113,8.218146,18.998764,8.420494,14.999122,8.906489,14.916903,9.617744,14.431612,9.242317,15.779980,10.401604,15.979043,10.449743,16.909435,0,-0.01974,-0.01305,0.00775,0.00509,0.00795,-0.01414,0.00173,0.00206,-1.49360,0.08703,3.27608
0.029,0,0,6.999757,1.422420,17.331747,3.424262,0,-9.464093,0.000000,0,18.042551,5.187219,0,23.017088,14.532521,0.000000,0,0,0,-1.641650,19.554060,3.670971,6.209848,-2.020568,15.439037,0.717994,4.702522,4.670057,153.433746,0,38.606937,84.506218,100.629662,8.216790,18.987850,8.427256,15.020476,8.915980,14.946477,9.604636,14.435418,9.247204,15.788882,10.405503,15.982794,10.453017,16.913105,0,-0.01727,-0.01320,-0.01686,0.00344,0.00765,-0.01378,0.01102,0.00115,-1.49389,0.09024,3.27635
0.030,0,0,6.996698,1.420672,17.332355,3.419596,0,-9.428182,0.000000,0,18.033190,5.188415,0,23.447741,14.559456,0.000000,0,0,0,-0.348398,19.535269,3.683812,6.311919,-2.044976,15.438676,0.689272,4.701772,4.670671,151.872803,0,37.556095,84.848442,100.276802,8.215134,18.975180,8.433623,15.042127,8.926250,14.967574,9.595692,14.441078,9.251825,15.797917,10.409134,15.987072,10.456389,16.917187,0,-0.01852,-0.01217,0.08244,0.00268,0.00786,-0.01281,0.00195,0.00391,-1.49492,0.10559,3.27657
0.031,0,0,6.993639,1.418924,17.332966,3.414930,0,-9.392269,0.000000,0,18.023830,5.189610,0,23.878395,14.586390,0.000000,0,0,0,0.944854,19.516479,3.696654,6.413990,-2.069384,15.438314,0.660550,4.701098,4.671285,150.311844,0,36.505253,85.190666,99.923950,8.213476,18.962511,8.439991,15.063776,8.936520,14.988672,9.586747,14.446738,9.256447,15.806952,10.412764,15.991350,10.459761,16.921267,0,-0.01522,-0.01305,-0.02865,0.00329,0.00873,-0.01347,0.00348,0.00366,-1.49636,0.11785,3.27685
0.032,0,0,6.990580,1.417176,17.333574,3.410264,0,-9.356358,0.000000,0,18.014469,5.190804,0,24.309048,14.613324,0.000000,0,0,0,2.238106,19.497688,3.709496,6.516061,-2.093792,15.437953,0.631828,4.700463,4.671899,148.750885,0,35.454411,85.532898,99.571091,8.211820,18.949842,8.446359,15.085426,8.946789,15.009769,9.577803,14.452399,9.261068,15.815988,10.416394,15.995628,10.463133,16.925348,0,-0.01838,-0.01346,-0.01285,0.00320,0.00786,-0.01369,0.01076,0.00291,-1.49479,0.12434,3.27715
0.033,0,0,6.988712,1.418037,17.333551,3.407974,0,-9.321599,0.000000,0,18.005003,5.191394,0,24.744247,14.641191,0.000000,0,0,0,3.267655,19.478909,3.716933,6.550442,-2.124311,15.437218,0.608409,4.699989,4.672489,145.995789,0,34.662029,85.692802,99.127190,8.210481,18.936516,8.452635,15.095171,8.950667,15.030142,9.567529,14.459318,9.263101,15.825726,10.419757,15.997965,10.464794,16.927958,0,-0.01928,-0.01238,-0.02399,0.00349,0.00740,-0.01394,0.00204,-0.00337,-1.49373,0.12155,3.27737
0.034,0,0,6.987787,1.420965,17.333029,3.407567,0,-9.287753,0.000000,0,17.995451,5.191505,0,25.183046,14.669794,0.000000,0,0,0,4.088322,19.460138,3.720088,6.531204,-2.159672,15.436188,0.589189,4.699596,4.673059,142.294785,0,34.074379,85.708290,98.611160,8.209394,18.922670,8.458839,15.095486,8.949482,15.049941,9.556201,14.467236,9.263083,15.836021,10.422910,15.998762,10.465100,16.929401,0,-0.01826,-0.01312,-0.01411,0.00279,0.00854,-0.01299,0.00345,0.00157,-1.49349,0.11248,3.27752
0.035,0,0,6.986862,1.423892,17.332508,3.407160,0,-9.253908,0.000000,0,17.985899,5.191616,0,25.621845,14.698399,0.000000,0,0,0,4.908988,19.441366,3.723243,6.511967,-2.195032,15.435157,0.569969,4.699316,4.673629,138.593781,0,33.486729,85.723778,98.095131,8.208307,18.908823,8.465044,15.095800,8.948298,15.069739,9.544872,14.475152,9.263064,15.846317,10.426062,15.999559,10.465406,16.930845,0,-0.01976,-0.01316,-0.01364,0.00198,0.00789,-0.01347,0.00602,0.00316,-1.49192,0.10147,3.27741
0.036,0,0,6.985937,1.426820,17.331985,3.406753,0,-9.220062,0.000000,0,17.976347,5.191726,0,26.060646,14.727003,0.000000,0,0,0,5.729655,19.422594,3.726398,6.492729,-2.230393,15.434127,0.550749,4.699091,4.674199,134.892776,0,32.899082,85.739265,97.579102,8.207220,18.894978,8.471248,15.096114,8.947112,15.089539,9.533545,14.483069,9.263046,15.856612,10.429214,16.000357,10.465713,16.932289,0,-0.01733,-0.01310,-0.02429,0.00327,0.00931,-0.01190,0.00933,0.00263,-1.49186,0.09201,3.27711
0.037,0,0,6.989130,1.428394,17.333223,3.407420,0,-9.192204,0.000000,0,17.966959,5.195254,0,26.500174,14.756641,0.000000,0,0,0,6.268088,19.419193,3.728311,6.491899,-2.273874,15.433004,0.534899,4.698907,4.674711,139.214996,0,32.293056,86.809563,94.954254,8.206802,18.882885,8.477507,15.215479,8.917860,15.163370,9.446229,14.541222,9.265274,15.913494,10.431803,16.002466,10.466784,16.935528,0,-0.01803,-0.01377,0.06888,0.00447,0.00781,-0.01313,0.01447,-0.00380,-1.49421,0.08394,3.27676
0.038,0,0,6.995586,1.428896,17.335857,3.408938,0,-9.169087,0.000000,0,17.957701,5.201488,0,26.940279,14.787100,0.000000,0,0,0,6.582959,19.427965,3.729241,6.505651,-2.323788,15.431810,0.521719,4.698743,4.675176,149.892563,0,31.672472,88.715393,90.658981,8.206916,18.872183,8.483808,15.429145,8.866375,15.280002,9.298721,14.639166,9.269280,16.007277,10.433945,16.005615,10.468462,16.940186,0,-0.01773,-0.01353,-0.07053,0.00268,0.00900,-0.01226,0.00560,0.00208,-1.49639,0.08818,3.27638
0.039,0,0,7.002042,1.429399,17.338490,3.410456,0,-9.145970,0.000000,0,17.948441,5.207723,0,27.380386,14.817557,0.000000,0,0,0,6.897830,19.436739,3.730171,6.519403,-2.373702,15.430616,0.508539,4.698618,4.675641,160.570114,0,31.051891,90.621216,86.363708,8.207029,18.861479,8.490108,15.642810,8.814890,15.396633,9.151214,14.737110,9.273287,16.101059,10.436088,16.008764,10.470140,16.944843,0,-0.01821,-0.01475,-0.00082,0.00336,0.00870,-0.01414,0.00223,0.00725,-1.49485,0.10570,3.27643
0.040,0,0,7.008498,1.429901,17.341124,3.411974,0,-9.122854,0.000000,0,17.939182,5.213958,0,27.820492,14.848016,0.000000,0,0,0,7.212702,19.445511,3.731101,6.533155,-2.423616,15.429421,0.495359,4.698513,4.676106,171.247665,0,30.431309,92.527046,82.068436,8.207143,18.850777,8.496409,15.856476,8.763406,15.513266,9.003706,14.835055,9.277292,16.194841,10.438231,16.011911,10.471818,16.949501,0,-0.01646,-0.01387,-0.01970,0.00266,0.00836,-0.01332,0.00561,-0.00269,-1.49235,0.12076,3.27681
0.041,0,0,7.012761,1.430741,17.345743,3.412805,0,-9.103513,0.000000,0,17.930119,5.221453,0,28.228907,14.879518,0.000000,0,0,0,7.243300,19.454014,3.733961,6.539587,-2.473976,15.428026,0.484372,4.698458,4.676545,175.510971,0,29.707541,93.466728,80.299530,8.207423,18.842749,8.502637,15.951779,8.745955,15.567451,8.938255,14.879151,9.279238,16.236990,10.440037,16.015635,10.473870,16.954376,0,-0.01732,-0.01285,-0.02174,0.00316,0.00809,-0.01293,0.00743,0.00337,-1.48949,0.12510,3.27702
0.042,0,0,7.015287,1.431847,17.351934,3.413093,0,-9.087161,0.000000,0,17.921213,5.229948,0,28.612219,14.911847,0.000000,0,0,0,7.048721,19.462303,3.738350,6.540221,-2.524690,15.426472,0.475124,4.698430,4.676964,174.693451,0,28.902037,93.641121,80.531784,8.207835,18.836840,8.508807,15.953325,8.755466,15.572172,8.937802,14.880593,9.279551,16.238239,10.441577,16.019810,10.476217,16.959425,0,-0.01841,-0.01331,-0.01995,0.00277,0.00877,-0.01186,0.00334,0.00263,-1.49592,0.11879,3.27710
0.043,0,0,7.017814,1.432953,17.358128,3.413380,0,-9.070809,0.000000,0,17.912306,5.238442,0,28.995531,14.944177,0.000000,0,0,0,6.854141,19.470591,3.742739,6.540855,-2.575403,15.424916,0.465875,4.698436,4.677382,173.875931,0,28.096535,93.815506,80.764046,8.208246,18.830931,8.514977,15.954872,8.764976,15.576893,8.937348,14.882036,9.279862,16.239489,10.443117,16.023985,10.478565,16.964472,0,-0.01703,-0.01244,-0.02162,0.00183,0.00810,-0.01342,0.00986,0.00309,-1.49313,0.11028,3.27704
0.044,0,0,7.020340,1.434059,17.364319,3.413667,0,-9.054458,0.000000,0,17.903400,5.246936,0,29.378843,14.976506,0.000000,0,0,0,6.659562,19.478880,3.747128,6.541489,-2.626117,15.423362,0.456626,4.698459,4.677801,173.058411,0,27.291031,93.989899,80.996300,8.208658,18.825020,8.521148,15.956418,8.774486,15.581614,8.936895,14.883478,9.280175,16.240738,10.444656,16.028160,10.480912,16.969521,0,-0.01726,-0.01321,-0.02594,0.00366,0.00842,-0.01277,0.00603,0.00171,-1.49381,0.09975,3.27689
0.045,0,0,7.021347,1.436036,17.368761,3.413741,0,-9.037235,0.000000,0,17.894365,5.354020,0,29.708817,15.009131,0.000000,0,0,0,6.454079,19.487080,3.749955,6.540562,-2.677122,15.421763,0.444768,4.698473,4.678286,173.712173,0,27.212387,93.403015,81.516075,8.208592,18.817318,8.525433,15.957381,8.778551,15.588329,8.958428,14.875776,9.278796,16.237360,10.445762,16.032387,10.483291,16.974455,0,-0.01773,-0.01381,-0.03004,0.00143,0.00817,-0.01257,0.01312,0.00247,-1.49470,0.08750,3.27647
0.046,0,0,7.021149,1.438701,17.371819,3.413645,0,-9.019324,0.000000,0,17.885227,5.539197,0,29.996538,15.041990,0.000000,0,0,0,6.239959,19.495207,3.751545,6.538400,-2.728357,15.420133,0.430843,4.698484,4.678823,175.531357,0,27.709499,92.213112,82.263580,8.208147,18.808195,8.528223,15.957883,8.778304,15.596623,8.997378,14.860831,9.276076,16.230314,10.446523,16.036652,10.485693,16.979300,0,-0.01726,-0.01251,-0.01425,0.00248,0.00878,-0.01384,-0.01067,0.00455,-1.49399,0.08073,3.27586
0.047,0,0,7.020951,1.441367,17.374876,3.413549,0,-9.001413,0.000000,0,17.876091,5.724374,0,30.284260,15.074850,0.000000,0,0,0,6.025839,19.503334,3.753136,6.536237,-2.779592,15.418501,0.416918,4.698371,4.679360,177.350540,0,28.206610,91.023209,83.011093,8.207702,18.799074,8.531013,15.958385,8.778057,15.604917,9.036327,14.845886,9.273356,16.223269,10.447284,16.040916,10.488095,16.984144,0,-0.01873,-0.01375,-0.01780,0.00299,0.00854,-0.01272,0.00433,0.00302,-1.49391,0.09868,3.27574
