"Time","m4 HLl swoff","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","m1 FLr swoff","39a FRx (cm)","v2 R COP","47 RDS cle","45 R marks","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","m3 HLr swoff","35a HRx (cm)","35 HRx (cm)","v3 L COP","m2 FLl swoff","52 HLl swoff","51 HLr swoff","50 FLl swoff","49 FLr swoff","48 LDS cle","46 L marks","37a FLx (cm)","37 FLx (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","v1 xCoM","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","11 Gr","10 Gs","9 TA","8 St","7 BF","6 Ip","5 VL","4 GM","3 Platform","2 Trdml","12 Sync","1 Synch"
0.000,0,7.542892,0.643688,1.997869,6.535605,17.143715,5.693453,0,-9.242358,0.000000,0,0,18.198011,7.049314,4.912112,0,23.019459,14.708885,0.000000,0,0,0,0,0,0,0,14.593985,19.294645,7.208127,-9.203806,15.016912,6.637172,145.175781,0,45.587196,91.482780,89.222336,8.656073,18.607162,8.667148,15.699504,8.676238,15.213361,9.444763,14.154877,9.711714,15.732011,11.097455,15.534193,11.222325,16.502502,-0.01755,-0.01275,-0.01016,0.00352,0.00819,-0.01323,0.00200,0.00329,-1.49153,0.10124,0,3.27708
0.001,0,7.544685,0.633602,1.973078,6.537591,17.145821,5.692874,0,-9.266398,0.000000,0,0,18.188934,7.057282,4.938931,0,23.923784,14.731738,0.000000,0,0,0,0,0,0,0,14.239267,19.309250,7.207022,-9.220764,15.007580,6.637770,146.245667,0,45.532761,91.654762,88.582222,8.652935,18.602709,8.668783,15.701700,8.680265,15.245987,9.434926,14.178382,9.720368,15.752439,11.104410,15.542539,11.226534,16.508329,-0.01608,-0.01427,-0.01953,0.00335,0.00935,-0.01258,0.00728,0.00357,-1.49106,0.10192,0,3.27731
0.002,0,7.544258,0.629545,1.943506,6.539610,17.148315,5.692037,0,-9.291018,0.000000,0,0,18.179794,7.065658,4.966256,0,24.820719,14.755458,0.000000,0,0,0,0,0,0,0,13.870937,19.323666,7.206823,-9.234017,14.998195,6.638132,147.329681,0,45.914764,91.815666,88.147591,8.650274,18.599472,8.673836,15.700821,8.699245,15.241541,9.429008,14.197641,9.728078,15.769442,11.110995,15.551462,11.231025,16.514444,-0.01837,-0.01371,0.00834,0.00394,0.00841,-0.01283,0.00508,0.01023,-1.49208,0.10358,0,3.27736
0.003,0,7.536560,0.645223,1.898281,6.541740,17.152082,5.690352,0,-9.317533,0.000000,0,0,18.170443,7.075364,4.995239,0,25.693457,14.782012,0.000000,0,0,0,0,0,0,0,13.458046,19.337454,7.209583,-9.235145,14.988640,6.638304,148.460022,0,47.725460,91.940292,88.385597,8.649174,18.600225,8.690073,15.689871,8.767170,15.115739,9.435915,14.203002,9.732695,15.775231,11.116372,15.562279,11.236436,16.521494,-0.01854,-0.01343,-0.00649,0.00607,0.00898,-0.01383,0.00595,0.00091,-1.49257,0.10677,0,3.27721
0.004,0,7.528862,0.660901,1.853056,6.543870,17.155851,5.688667,0,-9.344047,0.000000,0,0,18.161091,7.085070,5.024223,0,26.566193,14.808567,0.000000,0,0,0,0,0,0,0,13.045155,19.351242,7.212343,-9.236272,14.979086,6.638197,149.590363,0,49.536156,92.064911,88.623604,8.648072,18.600979,8.706310,15.678921,8.835095,14.989936,9.442822,14.208363,9.737312,15.781021,11.121749,15.573095,11.241847,16.528545,-0.01761,-0.01273,-0.00482,0.00349,0.00909,-0.01346,0.00674,0.00155,-1.49106,0.10975,0,3.27724
0.005,0,7.521163,0.676579,1.807831,6.546001,17.159618,5.686982,0,-9.370561,0.000000,0,0,18.151741,7.094776,5.053206,0,27.438929,14.835122,0.000000,0,0,0,0,0,0,0,12.632263,19.365030,7.215104,-9.237399,14.969531,6.637864,150.720703,0,51.346848,92.189537,88.861618,8.646972,18.601732,8.722547,15.667970,8.903021,14.864134,9.449729,14.213723,9.741929,15.786811,11.127125,15.583912,11.247259,16.535595,-0.01693,-0.01366,-0.02843,0.00291,0.01203,-0.01215,0.00239,0.00372,-1.49103,0.10863,0,3.27746
0.006,0,7.514781,0.688166,1.761460,6.547992,17.163874,5.686080,0,-9.394560,0.000000,0,0,18.142332,7.102767,5.080377,0,28.301006,14.862454,0.000000,0,0,0,0,0,0,0,12.204713,19.378353,7.217410,-9.236341,14.960077,6.637232,151.131256,0,52.907642,92.682869,89.299583,8.645713,18.600855,8.731525,15.650811,8.942603,14.774730,9.450810,14.215737,9.745994,15.788152,11.132369,15.594555,11.253036,16.543215,-0.01888,-0.01304,-0.01880,0.00452,0.00804,-0.01287,0.00615,-0.00060,-1.49206,0.10782,0,3.27755
0.007,0,7.512701,0.686359,1.711337,6.549529,17.169725,5.687742,0,-9.410326,0.000000,0,0,18.132740,7.105141,5.101616,0,29.128189,14.892332,0.000000,0,0,0,0,0,0,0,11.729177,19.390150,7.218230,-9.228131,14.950952,6.636358,149.185593,0,53.650379,94.383194,90.392113,8.643937,18.594633,8.716742,15.613330,8.889405,14.804478,9.432820,14.206799,9.748249,15.774933,11.137177,15.604630,11.260009,16.552698,-0.01667,-0.01408,-0.02049,0.00200,0.00908,-0.01271,0.00611,0.00318,-1.48987,0.10737,0,3.27748
0.008,0,7.510622,0.684553,1.661215,6.551065,17.175575,5.689403,0,-9.426091,0.000000,0,0,18.123146,7.107515,5.122856,0,29.955372,14.922210,0.000000,0,0,0,0,0,0,0,11.253641,19.401947,7.219049,-9.219920,14.941825,6.635369,147.239914,0,54.393116,96.083519,91.484642,8.642161,18.588413,8.701959,15.575849,8.836207,14.834225,9.414829,14.197861,9.750504,15.761713,11.141986,15.614705,11.266982,16.562181,-0.01844,-0.01186,-0.02666,0.00456,0.00617,-0.01263,0.00578,0.00312,-1.49066,0.10599,0,3.27761
0.009,0,7.508543,0.682746,1.611092,6.552602,17.181427,5.691064,0,-9.441856,0.000000,0,0,18.113554,7.109889,5.144095,0,30.782555,14.952087,0.000000,0,0,0,0,0,0,0,10.778106,19.413742,7.219869,-9.211710,14.932699,6.634289,145.294235,0,55.135857,97.783844,92.577171,8.640386,18.582191,8.687175,15.538367,8.783010,14.863973,9.396839,14.188922,9.752759,15.748493,11.146794,15.624781,11.273955,16.571665,-0.01716,-0.01262,-0.01898,0.00231,0.00789,-0.01153,0.00701,0.00257,-1.49230,0.10254,0,3.27799
0.010,0,7.507313,0.682192,1.562057,6.554131,17.186848,5.692197,0,-9.455299,0.000000,0,0,18.103966,7.111557,5.163307,0,31.600250,14.982774,0.000000,0,0,0,0,0,0,0,10.295768,19.424944,7.220647,-9.202111,14.923564,6.633322,143.160355,0,55.770020,99.060982,93.445526,8.638813,18.575647,8.682735,15.509970,8.742704,14.887709,9.383180,14.184557,9.755054,15.740741,11.150962,15.633854,11.281056,16.580526,-0.01906,-0.01353,-0.02796,0.00244,0.00852,-0.01243,0.00578,0.00307,-1.49277,0.10131,0,3.27799
0.011,0,7.508862,0.685735,1.516581,6.555632,17.190855,5.691601,0,-9.461141,0.000000,0,0,18.094393,7.110915,5.175881,0,32.386887,15.016109,0.000000,0,0,0,0,0,0,0,9.791165,19.434195,7.221286,-9.187970,14.914398,6.632447,140.410355,0,56.048763,98.952797,93.580055,8.637906,18.568043,8.712154,15.511312,8.744605,14.891767,9.383698,14.195160,9.757482,15.750883,11.153032,15.639649,11.288573,16.587353,-0.01816,-0.01462,-0.02361,0.00381,0.00783,-0.01226,0.00540,0.00205,-1.49156,0.10257,0,3.27753
0.012,0,7.510412,0.689279,1.471105,6.557134,17.194862,5.691005,0,-9.466982,0.000000,0,0,18.084822,7.110272,5.188456,0,33.173523,15.049443,0.000000,0,0,0,0,0,0,0,9.286562,19.443445,7.221926,-9.173829,14.905232,6.631635,137.660355,0,56.327511,98.844604,93.714584,8.636999,18.560438,8.741574,15.512655,8.746506,14.895824,9.384217,14.205764,9.759910,15.761026,11.155104,15.645445,11.296091,16.594177,-0.01812,-0.01411,-0.01668,0.00411,0.00780,-0.01197,0.00748,0.00291,-1.49244,0.10302,0,3.27749
0.013,0,7.511961,0.692823,1.425629,6.558635,17.198870,5.690409,0,-9.472823,0.000000,0,0,18.075251,7.109630,5.201030,0,33.960163,15.082777,0.000000,0,0,0,0,0,0,0,8.781960,19.452698,7.222566,-9.159688,14.896067,6.630875,134.910355,0,56.606255,98.736420,93.849113,8.636092,18.552834,8.770993,15.513998,8.748406,14.899882,9.384736,14.216367,9.762337,15.771169,11.157174,15.651240,11.303608,16.601004,-0.01708,-0.01376,-0.02395,0.00439,0.00820,-0.01355,0.00496,0.00725,-1.49280,0.10404,0,3.27795
0.014,0,7.514236,0.696151,1.381333,6.560067,17.202860,5.689552,0,-9.476147,0.000000,0,0,18.065725,7.108773,5.211599,0,34.736263,15.116793,0.000000,0,0,0,0,0,0,0,8.280406,19.461475,7.224319,-9.148799,14.886960,6.630052,132.472534,0,57.109837,98.484711,93.876686,8.635086,18.544659,8.792305,15.516822,8.748717,14.901960,9.387665,14.227889,9.764948,15.782754,11.159250,15.656982,11.310354,16.607666,-0.01805,-0.01322,-0.01520,0.00293,0.00881,-0.01267,0.00621,0.00242,-1.48972,0.10634,0,3.27806
0.015,0,7.518887,0.698775,1.340899,6.561269,17.206785,5.687843,0,-9.471230,0.000000,0,0,18.056351,7.107211,5.215604,0,35.477875,15.153035,0.000000,0,0,0,0,0,0,0,7.788837,19.468702,7.229716,-9.148556,14.878047,6.629178,131.056641,0,58.349411,97.763161,93.554115,8.633758,18.534613,8.787075,15.524497,8.743822,14.897554,9.398482,14.242417,9.768159,15.799059,11.161345,15.662549,11.314574,16.613796,-0.01974,-0.01270,-0.02013,0.00426,0.00983,-0.01340,0.00571,0.00198,-1.49106,0.10871,0,3.27775
0.016,0,7.523538,0.701399,1.300465,6.562472,17.210711,5.686134,0,-9.466312,0.000000,0,0,18.046974,7.105649,5.219609,0,36.219486,15.189278,0.000000,0,0,0,0,0,0,0,7.297267,19.475931,7.235113,-9.148313,14.869134,6.628323,129.640762,0,59.588989,97.041611,93.231552,8.632428,18.524567,8.781845,15.532172,8.738928,14.893147,9.409299,14.256947,9.771371,15.815364,11.163441,15.668116,11.318795,16.619926,-0.01905,-0.01201,-0.01980,0.00410,0.00969,-0.01163,0.00786,0.00234,-1.49227,0.10743,0,3.27766
0.017,0,7.528188,0.704022,1.260030,6.563674,17.214636,5.684425,0,-9.461395,0.000000,0,0,18.037600,7.104088,5.223614,0,36.961098,15.225520,0.000000,0,0,0,0,0,0,0,6.805698,19.483158,7.240510,-9.148069,14.860221,6.627484,128.224869,0,60.828564,96.320061,92.908981,8.631100,18.514521,8.776616,15.539846,8.734033,14.888741,9.420116,14.271475,9.774582,15.831669,11.165536,15.673683,11.323015,16.626057,-0.01797,-0.01449,-0.01959,0.00290,0.00831,-0.01290,0.00488,0.00506,-1.49235,0.10682,0,3.27781
0.018,0,7.530408,0.706260,1.221892,6.564854,17.220039,5.683910,0,-9.454488,0.000000,0,0,18.028214,7.104424,5.228292,0,37.680050,15.262386,0.000000,0,0,0,0,0,0,0,6.326642,19.489908,7.244997,-9.152592,14.851213,6.626801,128.256256,0,60.019779,95.358414,92.244926,8.630685,18.504414,8.775498,15.551389,8.756375,14.913487,9.430197,14.295818,9.780247,15.857046,11.168245,15.679784,11.328017,16.632114,-0.01742,-0.01320,-0.01986,0.00320,0.00787,-0.01197,0.00579,0.00470,-1.49143,0.10658,0,3.27779
0.019,0,7.524672,0.707231,1.191270,6.565961,17.230276,5.687304,0,-9.441067,0.000000,0,0,18.018787,7.110974,5.235176,0,38.324833,15.301297,0.000000,0,0,0,0,0,0,0,5.888548,19.495092,7.246504,-9.172719,14.841890,6.626244,133.025269,0,52.505680,93.610786,90.462997,8.633261,18.494106,8.787842,15.575591,8.867876,15.033662,9.437869,14.352287,9.793939,15.912122,11.172966,15.687633,11.335575,16.637939,-0.01829,-0.01297,-0.02552,0.00380,0.00934,-0.01319,0.00550,0.00590,-1.49137,0.10558,0,3.27756
0.020,0,7.518935,0.708202,1.160648,6.567069,17.240513,5.690699,0,-9.427646,0.000000,0,0,18.009363,7.117525,5.242059,0,38.969616,15.340207,0.000000,0,0,0,0,0,0,0,5.450454,19.500278,7.248011,-9.192845,14.832569,6.625783,137.794281,0,44.991577,91.863159,88.681076,8.635837,18.483799,8.800185,15.599792,8.979378,15.153836,9.445541,14.408757,9.807631,15.967198,11.177687,15.695482,11.343134,16.643763,-0.01777,-0.01326,-0.01629,0.00426,0.00876,-0.01295,0.00632,0.00222,-1.48958,0.10244,0,3.27715
0.021,0,7.513198,0.709173,1.130026,6.568176,17.250751,5.694093,0,-9.414225,0.000000,0,0,17.999939,7.124075,5.248942,0,39.614399,15.379117,0.000000,0,0,0,0,0,0,0,5.012360,19.505463,7.249517,-9.212972,14.823247,6.625401,142.563293,0,37.477474,90.115532,86.899147,8.638412,18.473492,8.812529,15.623995,9.090878,15.274011,9.453214,14.465226,9.821322,16.022274,11.182407,15.703331,11.350693,16.649586,-0.01772,-0.01326,-0.02102,0.00350,0.00927,-0.01250,0.00677,0.00611,-1.48972,0.10072,0,3.27654
0.022,0,7.509447,0.711255,1.098969,6.569295,17.260220,5.696906,0,-9.397156,0.000000,0,0,17.990496,7.131286,5.254298,0,40.214802,15.418725,0.000000,0,0,0,0,0,0,0,4.589349,19.510265,7.250116,-9.234148,14.813977,6.624994,147.415024,0,31.603777,88.755020,85.535767,8.640749,18.463663,8.829657,15.662234,9.177946,15.375159,9.459496,14.512559,9.833402,16.068249,11.187194,15.711585,11.358730,16.655949,-0.01714,-0.01253,-0.02178,0.00378,0.00946,-0.01182,0.00372,0.00139,-1.49066,0.10021,0,3.27632
0.023,0,7.512194,0.716976,1.066484,6.570455,17.267176,5.697816,0,-9.368149,0.000000,0,0,17.980995,7.140658,5.254656,0,40.669918,15.460616,0.000000,0,0,0,0,0,0,0,4.215718,19.513823,7.247743,-9.258759,14.804877,6.624567,152.537537,0,31.099941,88.661736,85.542488,8.642302,18.455404,8.862446,15.746428,9.185029,15.414026,9.461234,14.529982,9.840200,16.084425,11.192192,15.721162,11.368336,16.664074,-0.01881,-0.01371,-0.02137,0.00230,0.00983,-0.01281,0.00787,0.00414,-1.49244,0.10016,0,3.27655
0.024,0,7.514940,0.722696,1.034000,6.571615,17.274132,5.698726,0,-9.339141,0.000000,0,0,17.971495,7.150030,5.255013,0,41.125034,15.502507,0.000000,0,0,0,0,0,0,0,3.842086,19.517380,7.245369,-9.283371,14.795777,6.624090,157.660049,0,30.596107,88.568459,85.549210,8.643854,18.447145,8.895235,15.830622,9.192112,15.452894,9.462972,14.547405,9.846999,16.100601,11.197191,15.730739,11.377940,16.672199,-0.01740,-0.01326,-0.02053,0.00395,0.00734,-0.01253,0.00465,0.00553,-1.49309,0.10080,0,3.27674
0.025,0,7.517687,0.728416,1.001515,6.572774,17.281088,5.699637,0,-9.310133,0.000000,0,0,17.961994,7.159402,5.255371,0,41.580151,15.544398,0.000000,0,0,0,0,0,0,0,3.468454,19.520937,7.242996,-9.307983,14.786676,6.623572,162.782578,0,30.092272,88.475174,85.555923,8.645407,18.438887,8.928024,15.914815,9.199195,15.491761,9.464709,14.564828,9.853797,16.116777,11.202189,15.740316,11.387546,16.680326,-0.01817,-0.01410,-0.02116,0.00320,0.00881,-0.01163,0.00607,0.00005,-1.49146,0.10318,0,3.27690
0.026,0,7.518485,0.733284,0.968890,6.573887,17.286814,5.700792,0,-9.276123,0.000000,0,0,17.952526,7.168343,5.254799,0,41.966125,15.586915,0.000000,0,0,0,0,0,0,0,3.105476,19.524248,7.240582,-9.330911,14.777503,6.623009,166.742706,0,29.747818,88.403160,85.444885,8.646220,18.429600,8.952587,15.989827,9.204057,15.529467,9.464517,14.583466,9.861069,16.133474,11.207129,15.748831,11.396371,16.687998,-0.01765,-0.01307,-0.01970,0.00246,0.00859,-0.01306,0.00207,0.00144,-1.49125,0.10626,0,3.27722
0.027,0,7.512904,0.735361,0.935804,6.574848,17.288509,5.702747,0,-9.225738,0.000000,0,0,17.943172,7.175873,5.251181,0,42.125771,15.631478,0.000000,0,0,0,0,0,0,0,2.777372,19.526747,7.238040,-9.348325,14.768091,6.622409,166.897781,0,29.925093,88.400757,84.948349,8.644614,18.416948,8.950224,16.034784,9.201651,15.563367,9.458002,14.606083,9.869890,16.151878,11.211874,15.753869,11.402641,16.694185,-0.01886,-0.01331,-0.02101,0.00380,0.00865,-0.01173,0.00461,0.00149,-1.49278,0.10547,0,3.27776
0.028,0,7.507323,0.737438,0.902719,6.575809,17.290203,5.704702,0,-9.175352,0.000000,0,0,17.933819,7.183403,5.247563,0,42.285416,15.676041,0.000000,0,0,0,0,0,0,0,2.449269,19.529245,7.235498,-9.365740,14.758678,6.621714,167.052856,0,30.102367,88.398346,84.451805,8.643007,18.404297,8.947860,16.079741,9.199244,15.597266,9.451488,14.628700,9.878712,16.170284,11.216619,15.758907,11.408912,16.700373,-0.01810,-0.01189,-0.02120,0.00263,0.00784,-0.01265,0.00709,0.00172,-1.49244,0.10561,0,3.27762
0.029,0,7.501742,0.739514,0.869633,6.576770,17.291899,5.706657,0,-9.124966,0.000000,0,0,17.924465,7.190933,5.243945,0,42.445065,15.720604,0.000000,0,0,0,0,0,0,0,2.121165,19.531744,7.232956,-9.383154,14.749266,6.620940,167.207932,0,30.279642,88.395943,83.955269,8.641401,18.391647,8.945497,16.124699,9.196836,15.631166,9.444973,14.651318,9.887533,16.188688,11.221365,15.763946,11.415182,16.706560,-0.01736,-0.01396,-0.02088,0.00411,0.00910,-0.01310,0.00418,0.00590,-1.49164,0.10652,0,3.27671
0.030,0,7.497847,0.738298,0.835612,6.577658,17.294889,5.708141,0,-9.068904,0.000000,0,0,17.915184,7.198846,5.239494,0,42.520943,15.765023,0.000000,0,0,0,0,0,0,0,1.799765,19.533937,7.230782,-9.393202,14.739796,6.620008,167.457428,0,30.579018,88.501747,83.514183,8.640066,18.380461,8.942621,16.168341,9.191822,15.667121,9.437177,14.674479,9.896724,16.206905,11.226724,15.769846,11.422351,16.714005,-0.01890,-0.01432,-0.02080,0.00441,0.00753,-0.01248,0.00709,0.00035,-1.49186,0.10687,0,3.27629
0.031,0,7.499470,0.726299,0.798528,6.578308,17.302116,5.708083,0,-8.994259,0.000000,0,0,17.906143,7.208016,5.232319,0,42.322613,15.808973,0.000000,0,0,0,0,0,0,0,1.500311,19.535128,7.229809,-9.379135,14.730138,6.618947,168.015976,0,31.278088,88.961807,83.254616,8.639617,18.374073,8.938075,16.207674,9.178273,15.709802,9.425188,14.699428,9.907120,16.224501,11.234087,15.778567,11.432462,16.725557,-0.01821,-0.01419,-0.02195,0.00471,0.00837,-0.01294,0.00249,0.00508,-1.49080,0.10465,0,3.27644
0.032,0,7.501093,0.714301,0.761444,6.578959,17.309345,5.708024,0,-8.919614,0.000000,0,0,17.897102,7.217187,5.225145,0,42.124283,15.852923,0.000000,0,0,0,0,0,0,0,1.200858,19.536320,7.228837,-9.365068,14.720480,6.617743,168.574539,0,31.977158,89.421867,82.995041,8.639168,18.367685,8.933528,16.247009,9.164723,15.752482,9.413198,14.724376,9.917516,16.242096,11.241450,15.787289,11.442574,16.737112,-0.01884,-0.01252,-0.02059,0.00187,0.01013,-0.01266,0.00566,0.00186,-1.49291,0.10344,0,3.27684
0.033,0,7.502716,0.702303,0.724360,6.579608,17.316572,5.707965,0,-8.844969,0.000000,0,0,17.888063,7.226357,5.217970,0,41.925953,15.896873,0.000000,0,0,0,0,0,0,0,0.901404,19.537510,7.227865,-9.351002,14.710821,6.616426,169.133102,0,32.676228,89.881927,82.735474,8.638719,18.361298,8.928981,16.286345,9.151175,15.795163,9.401210,14.749324,9.927912,16.259691,11.248814,15.796011,11.452684,16.748667,-0.01837,-0.01248,-0.01787,0.00472,0.00901,-0.01142,0.00516,0.00304,-1.49203,0.10272,0,3.27752
0.034,0,7.503289,0.690380,0.685863,6.580256,17.323772,5.707672,0,-8.767037,0.000000,0,0,17.879129,7.233319,5.211788,0,41.648708,15.940325,0.000000,0,0,0,0,0,0,0,0.605877,19.538431,7.226501,-9.329554,14.701198,6.615013,169.724899,0,33.394505,90.251701,82.511154,8.637928,18.354736,8.923353,16.322979,9.137550,15.834362,9.390216,14.773488,9.937413,16.276941,11.255037,15.803923,11.462654,16.759321,-0.01918,-0.01317,-0.02078,0.00261,0.00812,-0.01195,0.00586,0.00287,-1.49225,0.10098,0,3.27807
0.035,0,7.500426,0.678706,0.642742,6.580897,17.330879,5.706613,0,-8.678346,0.000000,0,0,17.870544,7.233054,5.208859,0,41.113136,15.982144,0.000000,0,0,0,0,0,0,0,0.323202,19.538471,7.223851,-9.283941,14.691687,6.613524,170.425461,0,34.175648,90.325912,82.402222,8.636023,18.347603,8.914186,16.350773,9.123681,15.862161,9.382482,14.795084,9.943986,16.293055,11.257534,15.809182,11.472158,16.767036,-0.01912,-0.01257,-0.02061,0.00199,0.01068,-0.01285,0.00640,0.00219,-1.49398,0.09707,0,3.27845
0.036,0,7.497564,0.667031,0.599620,6.581538,17.337984,5.705554,0,-8.589654,0.000000,0,0,17.861959,7.232789,5.205930,0,40.577564,16.023964,1.994168,1,0,0,1,0,0,1,0.040527,19.538509,7.221201,-9.238329,14.682176,6.611988,171.126038,0,34.956791,90.400116,82.293282,8.634117,18.340471,8.905021,16.378567,9.109812,15.889959,9.374747,14.816680,9.950559,16.309166,11.260030,15.814442,11.481662,16.774750,-0.01802,-0.01287,-0.02064,0.00410,0.00732,-0.01258,0.00594,0.00329,-1.49171,0.09599,0,3.27841
0.037,0,7.494701,0.655356,0.556499,6.582179,17.345091,5.704494,0,-8.500962,0.000000,0,0,17.853376,7.232523,5.203001,0,40.041992,16.065784,5.606791,0,0,0,0,0,1,0,-0.242149,19.538549,7.218551,-9.192716,14.672665,6.610413,171.826599,0,35.737934,90.474327,82.184349,8.632212,18.333338,8.895854,16.406361,9.095942,15.917759,9.367013,14.838277,9.957131,16.325279,11.262527,15.819701,11.491166,16.782465,-0.01770,-0.01334,-0.01971,0.00306,0.00973,-0.01238,0.00723,0.00213,-1.49018,0.09673,0,3.27788
0.038,0,7.492077,0.649705,0.512873,6.582808,17.351274,5.703292,0,-8.408933,0.000000,0,0,17.844868,7.232332,5.199556,0,39.447495,16.106930,7.223993,0,0,0,0,0,1,0,-0.522171,19.538343,7.215579,-9.138928,14.663272,6.608821,172.697433,0,36.597210,90.553001,81.908142,8.630751,18.325430,8.889064,16.437439,9.083999,15.942164,9.357412,14.865379,9.965778,16.344856,11.265437,15.825040,11.500896,16.790262,-0.01812,-0.01297,-0.01860,0.00168,0.00995,-0.01128,0.00827,0.00360,-1.49213,0.09747,0,3.27773
0.039,0,7.490234,0.663774,0.467596,6.583398,17.354437,5.701621,0,-8.305975,0.000000,0,0,17.836611,7.232380,5.194425,0,38.660103,16.145866,7.221722,0,0,0,0,0,1,0,-0.793511,19.537334,7.211552,-9.058377,14.654271,6.607218,174.125641,0,37.712250,90.646301,81.084343,8.630749,18.314978,8.890051,16.479267,9.078359,15.955463,9.341702,14.910505,9.981215,16.375776,11.269706,15.830636,11.511363,16.798332,-0.01891,-0.01370,-0.02059,0.00334,0.00959,-0.01285,0.00599,0.00304,-1.49315,0.09856,0,3.27803
0.040,0,7.488392,0.677842,0.422319,6.583989,17.357597,5.699951,0,-8.203018,0.000000,0,0,17.828352,7.232429,5.189295,0,37.872711,16.184803,7.219694,0,0,0,0,0,1,0,-1.064852,19.536325,7.207526,-8.977827,14.645269,6.605532,175.553833,0,38.827290,90.739601,80.260551,8.630747,18.304525,8.891039,16.521095,9.072719,15.968763,9.325993,14.955632,9.996654,16.406696,11.273973,15.836232,11.521831,16.806404,-0.01965,-0.01365,-0.02240,0.00381,0.00961,-0.01372,0.00500,0.00312,-1.49141,0.10035,0,3.27823
0.041,0,7.486550,0.691911,0.377041,6.584579,17.360760,5.698280,0,-8.100060,0.000000,0,0,17.820095,7.232477,5.184164,0,37.085316,16.223742,7.217863,0,0,0,0,0,1,0,-1.336192,19.535315,7.203499,-8.897276,14.636268,6.603778,176.982040,0,39.942329,90.832901,79.436760,8.630745,18.294073,8.892026,16.562923,9.067078,15.982062,9.310283,15.000758,10.012091,16.437616,11.278242,15.841827,11.532298,16.814474,-0.01938,-0.01447,-0.02184,0.00380,0.00663,-0.01307,0.00733,0.00350,-1.49355,0.10293,0,3.27831
0.042,0,7.485898,0.701552,0.331236,6.585081,17.364553,5.697503,0,-7.988340,0.000000,0,0,17.811932,7.232870,5.181035,0,36.265976,16.261778,7.216008,0,0,0,0,0,1,0,-1.607753,19.534037,7.199228,-8.812685,14.627349,6.601858,177.612076,0,41.123459,90.983513,78.652916,8.630790,18.283508,8.893866,16.615126,9.056866,16.010607,9.294989,15.045908,10.027740,16.467882,11.282910,15.848111,11.542769,16.822535,-0.01635,-0.01382,-0.02144,0.00156,0.00911,-0.01338,0.00447,0.00322,-1.49164,0.10184,0,3.27817
0.043,0,7.489139,0.696701,0.283701,6.585298,17.370413,5.699653,0,-7.847931,0.000000,0,0,17.804077,7.234390,5.184455,0,35.342060,16.296865,7.214134,0,0,0,0,0,1,0,-1.880037,19.531874,7.194156,-8.714869,14.618703,6.599802,175.629318,0,42.520931,91.321709,77.999863,8.630987,18.272573,8.898495,16.701279,9.031685,16.089052,9.281059,15.091135,10.044082,16.496008,11.288887,15.856647,11.553252,16.830564,-0.01833,-0.01430,-0.01964,0.00262,0.00897,-0.01351,0.00319,0.00222,-1.49011,0.10208,0,3.27779
0.044,0,7.492381,0.691850,0.236167,6.585515,17.376270,5.701802,0,-7.707522,0.000000,0,0,17.796223,7.235909,5.187876,0,34.418144,16.331953,7.212337,0,0,0,0,0,1,0,-2.152321,19.529711,7.189084,-8.617053,14.610056,6.597629,173.646576,0,43.918404,91.659912,77.346809,8.631186,18.261639,8.903125,16.787432,9.006505,16.167500,9.267130,15.136362,10.060424,16.524136,11.294865,15.865184,11.563735,16.838593,-0.01807,-0.01307,-0.02036,0.00320,0.00863,-0.01185,0.00686,0.00268,-1.49208,0.10446,0,3.27752
0.045,0,7.495623,0.686999,0.188632,6.585731,17.382130,5.703951,0,-7.567114,0.000000,0,0,17.788368,7.237430,5.191296,0,33.494228,16.367041,7.210603,0,0,0,0,0,1,0,-2.424605,19.527548,7.184011,-8.519237,14.601410,6.595362,171.663818,0,45.315876,91.998108,76.693748,8.631384,18.250704,8.907754,16.873585,8.981324,16.245945,9.253200,15.181589,10.076765,16.552263,11.300841,15.873720,11.574218,16.846622,-0.01827,-0.01313,-0.02098,0.00334,0.00754,-0.01176,0.00522,0.00310,-1.49008,0.10603,0,3.27736
0.046,0,7.497782,0.682766,0.142201,6.585872,17.388042,5.705347,0,-7.408604,0.000000,0,0,17.780590,7.238382,5.194211,0,32.559330,16.401094,7.209066,0,0,0,0,0,1,0,-2.696654,19.525154,7.179392,-8.420953,14.592836,6.593076,170.146912,0,46.942791,92.509048,75.806595,8.631784,18.240385,8.907381,16.960623,8.956565,16.329227,9.234559,15.238552,10.096505,16.584320,11.306744,15.881838,11.584555,16.854465,-0.01714,-0.01315,-0.02005,0.00336,0.00675,-0.01262,0.00741,0.00235,-1.49167,0.10434,0,3.27721
