"Time","v3 L COP","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","v2 R COP","49 RDS cle","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","35a HRx (cm)","35 HRx (cm)","50 LDS cle","48 L marks","37a FLx (cm)","37 FLx (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","42 CoMy (cm)","v1 xCoM","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
2.252,0.000000,0,0,0,7.323577,1.210647,0.617724,17.726246,4.253630,-10.443291,0.000000,0,19.370102,6.027932,4.082821,21.873632,14.860928,0,0,32.374012,19.269064,6.742826,-8.448356,15.801706,168.914307,0,55.146114,79.801941,97.349358,8.044525,20.166130,8.254649,15.286706,8.802988,14.918469,9.613662,14.535204,9.315565,16.310286,10.815151,16.292881,10.949121,17.244406,0,0.00079,0.00305,0.00288,0.00081,0.00059,0.00088,0.00082,0.00100,5.259458,5.293256,1.47701,0.10853,3.27742,15.302274
2.253,0.000000,0,0,0,7.327352,1.215948,0.635799,17.725031,4.257428,-10.490677,0.000000,0,19.359573,6.023318,4.094404,22.111494,14.883254,0,0,31.682758,19.300713,6.743201,-8.507911,15.793667,171.324646,0,54.059486,79.389221,96.553917,8.038647,20.146744,8.264026,15.293981,8.809402,14.951179,9.607072,14.550609,9.317674,16.327105,10.816813,16.291557,10.949154,17.243807,0,0.00079,0.00309,0.00289,0.00081,0.00058,0.00085,0.00081,0.00098,5.260419,5.295570,1.47866,0.10746,3.27776,15.294999
2.254,0.000000,0,0,0,7.331127,1.221249,0.653874,17.723816,4.261226,-10.538062,0.000000,0,19.349045,6.018705,4.105987,22.349358,14.905581,0,0,30.991505,19.332363,6.743576,-8.567466,15.785626,173.735001,0,52.972858,78.976501,95.758484,8.032767,20.127357,8.273401,15.301255,8.815815,14.983889,9.600482,14.566013,9.319782,16.343922,10.818477,16.290234,10.949185,17.243210,0,0.00077,0.00317,0.00268,0.00081,0.00057,0.00083,0.00081,0.00098,5.261381,5.297196,1.48151,0.10492,3.27792,15.287724
2.255,0.000000,0,0,0,7.334902,1.226550,0.671949,17.722601,4.265023,-10.585448,0.000000,0,19.338516,6.014091,4.117570,22.587219,14.927907,0,0,30.300249,19.364012,6.743950,-8.627021,15.777587,176.145340,0,51.886234,78.563782,94.963043,8.026889,20.107971,8.282778,15.308530,8.822228,15.016598,9.593893,14.581417,9.321891,16.360741,10.820140,16.288912,10.949218,17.242611,0,0.00075,0.00309,0.00245,0.00080,0.00059,0.00083,0.00080,0.00100,5.262342,5.298580,1.47972,0.10464,3.27796,15.280450
2.256,0.000000,0,0,0,7.332618,1.223116,0.655747,17.728424,4.265843,-10.621664,0.000000,0,19.327726,6.001250,4.130934,22.773428,14.950723,0,0,29.546892,19.392975,6.746388,-8.685494,15.768646,174.847412,0,51.251698,78.064743,94.486031,8.030282,20.090742,8.282135,15.319598,8.813991,15.048534,9.589620,14.597294,9.320878,16.377111,10.818084,16.289507,10.949109,17.241776,0,0.00075,0.00307,0.00237,0.00080,0.00060,0.00078,0.00074,0.00111,5.263302,5.299226,1.47777,0.10776,3.27743,15.297265
2.257,0.000000,0,0,0,7.329878,1.219023,0.636964,17.734777,4.266439,-10.657040,0.000000,0,19.316916,5.987789,4.144432,22.955750,14.973575,0,0,28.788858,19.421734,6.748981,-8.743887,15.759637,173.270355,0,50.651192,77.559204,94.032974,8.034373,20.073675,8.280738,15.330953,8.804649,15.080413,9.585520,14.613207,9.319630,16.393450,10.815748,16.290245,10.948990,17.240923,0,0.00070,0.00273,0.00231,0.00078,0.00060,0.00081,0.00070,0.00114,5.264261,5.299611,1.47885,0.10886,3.27701,15.315894
2.258,0.000000,0,0,0,7.327139,1.214931,0.618181,17.741131,4.267035,-10.692415,0.000000,0,19.306105,5.974329,4.157930,23.138069,14.996427,0,0,28.030827,19.450493,6.751574,-8.802280,15.750628,171.693298,0,50.050686,77.053665,93.579926,8.038465,20.056608,8.279341,15.342306,8.795308,15.112290,9.581421,14.629119,9.318381,16.409788,10.813413,16.290985,10.948871,17.240070,0,0.00068,0.00252,0.00231,0.00074,0.00058,0.00080,0.00069,0.00116,5.265220,5.299193,1.47820,0.10843,3.27724,15.334522
2.259,0.000000,0,0,0,7.324399,1.210839,0.599398,17.747484,4.267632,-10.727790,0.000000,0,19.295294,5.960867,4.171428,23.320391,15.019279,0,0,27.272795,19.479252,6.754167,-8.860673,15.741618,170.116241,0,49.450176,76.548126,93.126877,8.042556,20.039539,8.277944,15.353661,8.785968,15.144169,9.577322,14.645031,9.317133,16.426125,10.811076,16.291725,10.948752,17.239218,0,0.00066,0.00250,0.00231,0.00063,0.00058,0.00079,0.00069,0.00111,5.266180,5.298500,1.47877,0.10895,3.27741,15.353151
2.260,0.000000,0,0,0,7.324617,1.212825,0.551032,17.746004,4.268293,-10.753141,0.000000,0,19.284582,5.954360,4.178161,23.442997,15.043555,0,0,26.520325,19.505194,6.748425,-8.907231,15.732574,169.519119,0,49.170506,77.109695,92.599701,8.048664,20.025215,8.270675,15.380029,8.772451,15.165354,9.541415,14.654556,9.316802,16.439318,10.809124,16.289894,10.947579,17.236940,0,0.00067,0.00222,0.00225,0.00060,0.00057,0.00079,0.00070,0.00107,5.266771,5.296962,1.47777,0.10880,3.27726,15.380029
2.261,0.000000,0,0,0,7.325059,1.215269,0.500441,17.743935,4.268960,-10.777739,0.000000,0,19.273878,5.948376,4.184384,23.561108,15.067939,0,0,25.768272,19.530926,6.742056,-8.952898,15.723529,168.995773,0,48.914982,77.751587,92.066940,8.054924,20.011097,8.262965,15.407527,8.758621,15.185733,9.503114,14.663600,9.316542,16.452272,10.807200,16.287870,10.946328,17.234556,0,0.00066,0.00193,0.00189,0.00058,0.00057,0.00080,0.00071,0.00107,5.267335,5.295188,1.47784,0.10667,3.27711,15.407527
2.262,0.000000,0,0,0,7.325500,1.217713,0.449849,17.741865,4.269626,-10.802336,0.000000,0,19.263174,5.942392,4.190608,23.679220,15.092322,0,0,25.016220,19.556658,6.735687,-8.998566,15.714482,168.472412,0,48.659458,78.393471,91.534187,8.061185,19.996977,8.255255,15.435025,8.744790,15.206113,9.464812,14.672645,9.316280,16.465227,10.805276,16.285847,10.945076,17.232172,0,0.00067,0.00176,0.00174,0.00059,0.00056,0.00080,0.00076,0.00106,5.267899,5.292688,1.47866,0.10431,3.27695,15.435025
2.263,0.000000,0,0,0,7.325941,1.220158,0.399257,17.739796,4.270293,-10.826933,0.000000,0,19.252470,5.936408,4.196832,23.797331,15.116705,0,0,24.264168,19.582390,6.729318,-9.044232,15.705437,167.949066,0,48.403934,79.035362,91.001427,8.067445,19.982859,8.247545,15.462523,8.730960,15.226492,9.426511,14.681688,9.316019,16.478184,10.803352,16.283821,10.943825,17.229788,0,0.00068,0.00180,0.00167,0.00059,0.00057,0.00080,0.00075,0.00102,5.268463,5.290010,1.47591,0.10548,3.27693,15.462523
2.264,0.000000,0,0,0,7.330550,1.218658,0.332040,17.744434,4.269139,-10.843446,0.000000,0,19.241428,5.941737,4.199677,23.832590,15.141060,0,0,23.552731,19.605309,6.732709,-9.094403,15.696086,166.531250,0,47.130127,79.416458,91.115707,8.077656,19.991016,8.248380,15.485249,8.730814,15.246716,9.409833,14.681203,9.312737,16.478477,10.799934,16.282915,10.942932,17.227715,0,0.00068,0.00184,0.00170,0.00059,0.00056,0.00080,0.00074,0.00101,5.268631,5.286787,1.47939,0.10729,3.27762,15.485249
2.265,0.000000,0,0,0,7.335472,1.216862,0.263571,17.749580,4.267848,-10.859350,0.000000,0,19.230362,5.947916,4.202268,23.861612,15.165413,0,0,22.844349,19.628017,6.736836,-9.144914,15.686713,165.046097,0,45.779671,79.777931,91.278687,8.088163,20.000853,8.249858,15.507614,8.731699,15.266929,9.394782,14.680000,9.309229,16.477819,10.796404,16.282093,10.942067,17.225664,0,0.00066,0.00185,0.00147,0.00057,0.00056,0.00081,0.00074,0.00095,5.268768,5.283437,1.47808,0.10770,3.27804,15.507614
2.266,0.000000,0,0,0,7.340394,1.215066,0.195103,17.754725,4.266558,-10.875255,0.000000,0,19.219296,5.954096,4.204859,23.890635,15.189765,0,0,22.135967,19.650724,6.740963,-9.195423,15.677340,163.560959,0,44.429218,80.139404,91.441666,8.098671,20.010687,8.251335,15.529980,8.732583,15.287141,9.379731,14.678798,9.305719,16.477160,10.792873,16.281269,10.941201,17.223616,0,0.00065,0.00185,0.00147,0.00058,0.00054,0.00080,0.00071,0.00092,5.268906,5.279699,1.47908,0.10937,3.27705,15.529980
2.267,0.000000,0,0,0,7.345316,1.213270,0.126635,17.759869,4.265267,-10.891159,0.000000,0,19.208229,5.960276,4.207450,23.919657,15.214118,0,0,21.427588,19.673433,6.745090,-9.245934,15.667967,162.075806,0,43.078766,80.500877,91.604652,8.109179,20.020521,8.252813,15.552345,8.733467,15.307353,9.364681,14.677595,9.302211,16.476501,10.789343,16.280447,10.940336,17.221565,0,0.00063,0.00149,0.00141,0.00058,0.00054,0.00079,0.00074,0.00088,5.269044,5.275885,1.47739,0.11018,3.27629,15.552345
2.268,0.000000,0,0,0,7.345075,1.224097,0.054903,17.759262,4.262761,-10.902158,0.000000,0,19.197454,5.965710,4.209657,23.873301,15.237967,0,0,20.788200,19.693039,6.743620,-9.306079,15.658857,162.249527,0,42.821655,80.576370,91.157768,8.108059,20.023222,8.242156,15.585140,8.723554,15.328247,9.345516,14.688704,9.302140,16.487875,10.787175,16.278042,10.939755,17.220026,0,0.00065,0.00133,0.00140,0.00058,0.00055,0.00077,0.00075,0.00086,5.268848,5.271834,1.47889,0.10869,3.27674,15.585140
2.269,0.000000,0,0,0,7.344445,1.235874,-0.017075,17.758223,4.260162,-10.912786,0.000000,0,19.186703,5.971087,4.211835,23.821270,15.261779,0,0,20.154007,19.712410,6.741730,-9.366950,15.649768,162.548126,0,42.646843,80.630325,90.664986,8.106064,20.025387,8.230586,15.618720,8.712828,15.349192,9.326042,14.700740,9.302328,16.500154,10.785110,16.275518,10.939197,17.218527,0,0.00064,0.00124,0.00149,0.00060,0.00052,0.00077,0.00079,0.00092,5.268627,5.267761,1.47739,0.10636,3.27713,15.618720
2.270,0.000000,0,0,0,7.343815,1.247652,-0.089052,17.757181,4.257564,-10.923416,0.000000,0,19.175951,5.976465,4.214014,23.769241,15.285591,0,0,19.519814,19.731783,6.739840,-9.427821,15.640677,162.846710,0,42.472027,80.684288,90.172203,8.104069,20.027550,8.219016,15.652300,8.702102,15.370136,9.306568,14.712775,9.302517,16.512434,10.783045,16.272993,10.938638,17.217026,0,0.00064,0.00124,0.00156,0.00060,0.00050,0.00077,0.00084,0.00096,5.268406,5.263620,1.47706,0.10495,3.27713,15.652300
2.271,0.000000,0,0,0,7.343185,1.259429,-0.161030,17.756142,4.254966,-10.934046,0.000000,0,19.165199,5.981843,4.216192,23.717211,15.309402,0,0,18.885620,19.751154,6.737950,-9.488692,15.631588,163.145294,0,42.297215,80.738251,89.679413,8.102074,20.029715,8.207446,15.685880,8.691376,15.391082,9.287093,14.724812,9.302705,16.524714,10.780980,16.270470,10.938079,17.215525,0,0.00064,0.00123,0.00158,0.00063,0.00051,0.00077,0.00083,0.00099,5.268186,5.259509,1.47877,0.10387,3.27714,15.685880
2.272,0.000000,0,0,0,7.343214,1.251929,-0.224508,17.758251,4.255352,-10.949027,0.000000,0,19.154236,5.978518,4.211240,23.578300,15.333208,0,0,18.341866,19.768606,6.741329,-9.576924,15.622513,164.742783,0,42.656891,80.671951,89.395683,8.100719,20.020092,8.204158,15.710131,8.679901,15.401627,9.275561,14.735045,9.302979,16.534737,10.779148,16.269108,10.938668,17.212652,0,0.00064,0.00121,0.00154,0.00063,0.00050,0.00080,0.00087,0.00110,5.267712,5.255491,1.47848,0.10324,3.27722,15.710131
2.273,0.000000,0,0,0,7.343291,1.242978,-0.287346,17.760595,4.255961,-10.964335,0.000000,0,19.143257,5.974538,4.205751,23.432850,15.357014,0,0,17.804916,19.785915,6.745105,-9.667215,15.613440,166.438034,0,43.056801,80.596603,89.127686,8.099413,20.009584,8.201492,15.733680,8.668370,15.411389,9.264627,14.745144,9.303260,16.544588,10.777334,16.267836,10.939343,17.209677,0,0.00065,0.00116,0.00153,0.00063,0.00049,0.00081,0.00088,0.00114,5.267218,5.251522,1.47766,0.10493,3.27732,15.733680
2.274,0.000000,0,0,0,7.343368,1.234028,-0.350184,17.762941,4.256572,-10.979644,0.000000,0,19.132280,5.970558,4.200263,23.287399,15.380818,0,0,17.267969,19.803223,6.748880,-9.757506,15.604365,168.133301,0,43.456711,80.521255,88.859688,8.098107,19.999077,8.198827,15.757229,8.656839,15.421152,9.253692,14.755242,9.303540,16.554441,10.775519,16.266563,10.940019,17.206699,0,0.00066,0.00088,0.00140,0.00061,0.00050,0.00082,0.00088,0.00115,5.266725,5.247704,1.47736,0.10727,3.27755,15.757229
2.275,0.000000,0,0,0,7.343445,1.225077,-0.413023,17.765287,4.257182,-10.994952,0.000000,0,19.121302,5.966578,4.194774,23.141949,15.404624,0,0,16.731020,19.820532,6.752656,-9.847798,15.595291,169.828552,0,43.856621,80.445908,88.591690,8.096801,19.988569,8.196161,15.780778,8.645308,15.430915,9.242758,14.765341,9.303821,16.564293,10.773705,16.265291,10.940694,17.203724,0,0.00069,0.00080,0.00139,0.00060,0.00049,0.00083,0.00090,0.00112,5.266231,5.243945,1.47670,0.10772,3.27770,15.780778
2.276,0.000000,0,0,0,7.339562,1.240267,-0.462841,17.763243,4.260448,-11.000006,0.000000,0,19.110231,5.974070,4.193256,22.930761,15.427995,0,0,16.279530,19.836119,6.747232,-9.943466,15.585025,170.644012,0,43.429932,80.852997,88.622993,8.089570,19.974474,8.207216,15.794335,8.638560,15.438250,9.225073,14.763887,9.300967,16.562103,10.770519,16.261415,10.939178,17.200006,0,0.00065,0.00085,0.00139,0.00059,0.00049,0.00094,0.00092,0.00102,5.265569,5.240369,1.47897,0.10705,3.27748,15.794335
2.277,0.000000,0,0,0,7.335381,1.257274,-0.511680,17.760868,4.263915,-11.004288,0.000000,0,19.099155,5.982424,4.192038,22.714624,15.451332,0,0,15.834472,19.851576,6.741116,-10.039538,15.574670,171.393250,0,42.941025,81.296387,88.676826,8.081893,19.960112,8.219305,15.807141,8.632173,15.445400,9.206880,14.761564,9.297878,16.559008,10.767230,16.257343,10.937497,17.196232,0,0.00067,0.00099,0.00144,0.00061,0.00050,0.00094,0.00097,0.00098,5.264894,5.236891,1.47896,0.10739,3.27733,15.807141
2.278,0.000000,0,0,0,7.331200,1.274281,-0.560518,17.758492,4.267381,-11.008569,0.000000,0,19.088079,5.990779,4.190820,22.498489,15.474670,0,0,15.389414,19.867033,6.735000,-10.135612,15.564314,172.142502,0,42.452122,81.739784,88.730659,8.074216,19.945747,8.231394,15.819946,8.625785,15.452552,9.188687,14.759241,9.294788,16.555912,10.763941,16.253273,10.935817,17.192459,0,0.00070,0.00103,0.00145,0.00063,0.00051,0.00094,0.00108,0.00096,5.264219,5.233713,1.47719,0.10720,3.27764,15.819946
2.279,0.000000,0,0,0,7.327019,1.291287,-0.609357,17.756117,4.270847,-11.012851,0.000000,0,19.077003,5.999134,4.189602,22.282352,15.498009,0,0,14.944355,19.882492,6.728884,-10.231684,15.553958,172.891739,0,41.963215,82.183182,88.784492,8.066539,19.931383,8.243483,15.832752,8.619397,15.459702,9.170494,14.756919,9.291699,16.552816,10.760651,16.249201,10.934135,17.188684,0,0.00070,0.00105,0.00148,0.00066,0.00053,0.00094,0.00110,0.00096,5.263545,5.230669,1.47857,0.10546,3.27785,15.832752
2.280,0.000000,0,0,0,7.329728,1.278876,-0.642473,17.760891,4.275342,-11.008725,0.000000,0,19.065964,5.998731,4.188609,22.032181,15.520054,0,0,14.551238,19.896585,6.733074,-10.318172,15.543077,174.390091,0,42.008724,82.371857,88.680252,8.065393,19.920935,8.247026,15.854203,8.609996,15.470009,9.158491,14.761929,9.291688,16.556883,10.759575,16.248297,10.934366,17.186619,0,0.00071,0.00130,0.00158,0.00071,0.00053,0.00094,0.00109,0.00098,5.262879,5.228039,1.47847,0.10332,3.27754,15.854203
2.281,0.000000,0,0,0,7.332956,1.264251,-0.674407,17.766205,4.279914,-11.003966,0.000000,0,19.054928,5.997669,4.187633,21.779448,15.542001,0,0,14.162029,19.910578,6.738040,-10.403937,15.532157,175.944839,0,42.094456,82.541359,88.564117,8.064740,19.910780,8.249928,15.876306,8.600368,15.480553,9.146953,14.767490,9.291909,16.561489,10.758666,16.247629,10.934740,17.184683,0,0.00076,0.00178,0.00163,0.00077,0.00055,0.00100,0.00115,0.00100,5.262215,5.225500,1.47872,0.10422,3.27726,15.876306
2.282,0.000000,0,0,0,7.336184,1.249625,-0.706340,17.771517,4.284486,-10.999208,0.000000,0,19.043890,5.996607,4.186657,21.526714,15.563949,0,0,13.772821,19.924568,6.743007,-10.489703,15.521236,177.499588,0,42.180187,82.710861,88.447983,8.064086,19.900625,8.252829,15.898408,8.590739,15.491096,9.135415,14.773052,9.292130,16.566095,10.757756,16.246962,10.935114,17.182745,0,0.00080,0.00198,0.00166,0.00077,0.00055,0.00110,0.00114,0.00102,5.261551,5.223243,1.47731,0.10581,3.27711,15.898408
2.283,0.000000,0,0,0,7.339412,1.235000,-0.738273,17.776829,4.289058,-10.994450,0.000000,0,19.032852,5.995545,4.185681,21.273979,15.585896,0,0,13.383613,19.938560,6.747973,-10.575470,15.510316,179.054337,0,42.265919,82.880363,88.331848,8.063432,19.890471,8.255730,15.920510,8.581112,15.501639,9.123878,14.778615,9.292351,16.570702,10.756847,16.246294,10.935488,17.180807,0,0.00080,0.00198,0.00173,0.00077,0.00056,0.00110,0.00117,0.00102,5.260887,5.221020,1.47780,0.10594,3.27697,15.920510
2.284,0.000000,0,0,0,7.338802,1.240814,-0.755563,17.775225,4.291210,-10.965218,0.000000,0,19.021715,5.991870,4.179050,21.029797,15.606293,0,0,13.011736,19.951246,6.747406,-10.641340,15.499724,179.168655,0,41.765293,83.162193,88.179832,8.063632,19.877716,8.250127,15.954269,8.573936,15.520503,9.109680,14.781559,9.291384,16.572220,10.755064,16.244192,10.933609,17.179111,0,0.00080,0.00195,0.00159,0.00078,0.00058,0.00109,0.00121,0.00115,5.259877,5.218898,1.47696,0.10773,3.27689,15.954269
2.285,0.000000,0,0,0,7.337903,1.248167,-0.771750,17.773100,4.293180,-10.934144,0.000000,0,19.010571,5.987998,4.171992,20.786257,15.626574,0,0,12.641164,19.963835,6.746422,-10.705713,15.489158,179.174561,0,41.220531,83.452484,88.025124,8.063897,19.864767,8.243884,15.988907,8.566946,15.539993,9.095282,14.784307,9.290328,16.573505,10.753216,16.241982,10.931561,17.177435,0,0.00083,0.00193,0.00159,0.00079,0.00058,0.00112,0.00126,0.00118,5.258842,5.216855,1.47774,0.10927,3.27685,15.988907
2.286,0.000000,0,0,0,7.337004,1.255520,-0.787938,17.770975,4.295150,-10.903069,0.000000,0,18.999428,5.984127,4.164935,20.542717,15.646854,0,0,12.270592,19.976425,6.745438,-10.770086,15.478591,179.180466,0,40.675770,83.742775,87.870415,8.064161,19.851818,8.237641,16.023544,8.559956,15.559484,9.080884,14.787054,9.289272,16.574793,10.751367,16.239769,10.929514,17.175756,0,0.00083,0.00194,0.00161,0.00079,0.00059,0.00115,0.00127,0.00118,5.257806,5.215049,1.47820,0.10852,3.27700,16.023544
2.287,0.000000,0,0,0,7.336105,1.262873,-0.804126,17.768850,4.297120,-10.871996,0.000000,0,18.988283,5.980255,4.157877,20.299177,15.667134,0,0,11.900020,19.989014,6.744454,-10.834459,15.468024,179.186371,0,40.131008,84.033066,87.715698,8.064426,19.838869,8.231399,16.058182,8.552965,15.578974,9.066486,14.789801,9.288217,16.576078,10.749518,16.237558,10.927466,17.174080,0,0.00083,0.00193,0.00163,0.00080,0.00059,0.00114,0.00129,0.00119,5.256771,5.213393,1.47734,0.10691,3.27718,16.058182
2.288,0.000000,0,0,0,7.337016,1.266075,-0.802254,17.769650,4.296080,-10.826916,0.000000,0,18.977440,5.975375,4.149393,20.096584,15.686565,0,0,11.511321,20.000538,6.743930,-10.881968,15.457370,179.047531,0,40.017700,84.117416,87.269691,8.065086,19.825590,8.225341,16.081888,8.544600,15.597276,9.051358,14.799494,9.289011,16.583525,10.747619,16.234140,10.925014,17.169386,0,0.00082,0.00192,0.00161,0.00081,0.00059,0.00117,0.00133,0.00119,5.255784,5.212198,1.47928,0.10598,3.27748,16.081888
2.289,0.000000,0,0,0,7.338062,1.268966,-0.799023,17.770670,4.294813,-10.780782,0.000000,0,18.966619,5.970419,4.140800,19.897072,15.705933,0,0,11.121259,20.011984,6.743441,-10.928205,15.446709,178.897797,0,39.936863,84.186272,86.801758,8.065777,19.812288,8.219297,16.104773,8.536132,15.615488,9.036176,14.809710,9.289945,16.591434,10.745716,16.230633,10.922531,17.164467,0,0.00083,0.00192,0.00156,0.00078,0.00058,0.00116,0.00133,0.00115,5.254801,5.211148,1.47718,0.10534,3.27774,16.104773
2.290,0.000000,0,0,0,7.339109,1.271856,-0.795792,17.771690,4.293547,-10.734648,0.000000,0,18.955797,5.965464,4.132208,19.697561,15.725300,0,0,10.731195,20.023428,6.742951,-10.974444,15.436048,178.748062,0,39.856030,84.255127,86.333824,8.066467,19.798985,8.213253,16.127655,8.527663,15.633700,9.020993,14.819924,9.290878,16.599344,10.743814,16.227125,10.920049,17.159546,0,0.00084,0.00192,0.00149,0.00078,0.00058,0.00120,0.00133,0.00107,5.253818,5.210543,1.47804,0.10543,3.27774,16.127655
2.291,0.000000,0,0,0,7.340155,1.274746,-0.792561,17.772711,4.292281,-10.688514,0.000000,0,18.944977,5.960508,4.123616,19.498049,15.744666,0,0,10.341133,20.034874,6.742462,-11.020682,15.425386,178.598328,0,39.775192,84.323982,85.865891,8.067158,19.785681,8.207210,16.150539,8.519195,15.651913,9.005810,14.830140,9.291812,16.607254,10.741911,16.223618,10.917565,17.154627,0,0.00085,0.00192,0.00134,0.00077,0.00057,0.00123,0.00133,0.00124,5.252834,5.210051,1.47823,0.10801,3.27766,16.150539
2.292,0.000000,0,0,0,7.337567,1.275442,-0.771963,17.773956,4.292417,-10.638481,0.000000,0,18.934349,5.954211,4.119287,19.336218,15.763856,0,0,9.933008,20.044437,6.742549,-11.057922,15.414030,178.842239,0,39.959354,84.239983,85.179871,8.070294,19.773455,8.210674,16.166014,8.516263,15.663100,8.992701,14.847354,9.295443,16.621479,10.741024,16.222107,10.915556,17.152559,0,0.00085,0.00194,0.00143,0.00076,0.00059,0.00125,0.00134,0.00114,5.251809,5.209906,1.47824,0.11066,3.27712,16.166014
2.293,0.000000,0,0,0,7.334704,1.275973,-0.750058,17.775221,4.292659,-10.588155,0.000000,0,18.923737,5.947813,4.115280,19.177221,15.783032,0,0,9.523524,20.053860,6.742680,-11.094484,15.402621,179.115799,0,40.163464,84.144478,84.477432,8.073614,19.761309,8.214854,16.180931,8.513749,15.673759,8.979746,14.865094,9.299276,16.636179,10.740214,16.220747,10.913583,17.150707,0,0.00084,0.00195,0.00149,0.00075,0.00059,0.00126,0.00133,0.00109,5.250781,5.209873,1.47653,0.11061,3.27664,16.180931
2.294,0.000000,0,0,0,7.331842,1.276504,-0.728154,17.776485,4.292902,-10.537829,0.000000,0,18.913124,5.941415,4.111272,19.018227,15.802209,0,0,9.114040,20.063280,6.742811,-11.131047,15.391213,179.389343,0,40.367569,84.048973,83.774994,8.076934,19.749163,8.219035,16.195847,8.511235,15.684417,8.966792,14.882834,9.303110,16.650879,10.739405,16.219389,10.911609,17.148857,0,0.00084,0.00194,0.00150,0.00075,0.00060,0.00126,0.00134,0.00108,5.249753,5.210182,1.47931,0.10920,3.27641,16.195847
2.295,0.000000,0,0,0,7.328980,1.277035,-0.706249,17.777750,4.293144,-10.487503,0.000000,0,18.902510,5.935017,4.107264,18.859230,15.821384,0,0,8.704556,20.072702,6.742942,-11.167609,15.379805,179.662888,0,40.571678,83.953461,83.072556,8.080254,19.737019,8.223215,16.210764,8.508721,15.695075,8.953838,14.900575,9.306944,16.665579,10.738594,16.218029,10.909636,17.147005,0,0.00083,0.00195,0.00151,0.00077,0.00061,0.00124,0.00134,0.00108,5.248724,5.210605,1.47916,0.10825,3.27630,16.210764
2.296,0.000000,0,0,0,7.329011,1.271162,-0.675034,17.779448,4.291341,-10.441833,0.000000,0,18.892313,5.932290,4.106443,18.694309,15.840264,0,0,8.293281,20.080898,6.745875,-11.205488,15.368432,179.689850,0,40.456730,84.123627,82.544395,8.083071,19.729002,8.224874,16.226715,8.504991,15.706542,8.939166,14.911058,9.308411,16.672560,10.737211,16.216150,10.905776,17.147532,0,0.00085,0.00193,0.00151,0.00078,0.00061,0.00114,0.00133,0.00109,5.247918,5.211377,1.47969,0.10671,3.27683,16.226715
2.297,0.000000,0,0,0,7.329260,1.264806,-0.643118,17.781178,4.289385,-10.396514,0.000000,0,18.882147,5.929838,4.105863,18.528940,15.859122,0,0,7.881869,20.089001,6.749019,-11.243466,15.357061,179.698242,0,40.317772,84.313797,82.029358,8.085849,19.721296,8.226341,16.242744,8.501169,15.718071,8.924365,14.920997,9.309699,16.678959,10.735785,16.214231,10.901775,17.148237,0,0.00084,0.00174,0.00146,0.00078,0.00061,0.00108,0.00130,0.00111,5.247128,5.212211,1.47800,0.10611,3.27733,16.242744
2.298,0.000000,0,0,0,7.329509,1.258451,-0.611202,17.782907,4.287429,-10.351194,0.000000,0,18.871981,5.927387,4.105282,18.363573,15.877979,0,0,7.470459,20.097103,6.752163,-11.281445,15.345691,179.706635,0,40.178810,84.503960,81.514320,8.088628,19.713593,8.227810,16.258774,8.497348,15.729599,8.909564,14.930934,9.310987,16.685360,10.734360,16.212313,10.897774,17.148941,0,0.00083,0.00171,0.00143,0.00076,0.00060,0.00111,0.00123,0.00112,5.246337,5.213233,1.47741,0.10829,3.27764,16.258774
2.299,0.000000,0,0,0,7.329758,1.252096,-0.579287,17.784637,4.285472,-10.305875,0.000000,0,18.861814,5.924936,4.104701,18.198204,15.896837,0,0,7.059047,20.105207,6.755307,-11.319422,15.334320,179.715027,0,40.039852,84.694122,80.999283,8.091406,19.705887,8.229278,16.274805,8.493526,15.741128,8.894763,14.940872,9.312276,16.691759,10.732934,16.210394,10.893773,17.149647,0,0.00084,0.00170,0.00140,0.00074,0.00058,0.00113,0.00120,0.00113,5.245547,5.214253,1.47847,0.11114,3.27788,16.274805
2.300,0.000000,0,0,0,7.327281,1.255505,-0.547699,17.783981,4.288269,-10.273823,0.000000,0,18.851557,5.923401,4.104139,17.986139,15.914856,0,0,6.674475,20.111158,6.759889,-11.335828,15.323030,179.002075,0,40.216713,84.791580,80.584785,8.090125,19.693907,8.223324,16.301830,8.480044,15.760124,8.881981,14.949278,9.312575,16.696873,10.730359,16.207306,10.890122,17.148445,0,0.00082,0.00153,0.00130,0.00066,0.00058,0.00116,0.00126,0.00118,5.244813,5.215262,1.47706,0.11104,3.27780,16.301830
