"Time","v3 L COP","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","v2 R COP","49 RDS cle","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","35a HRx (cm)","35 HRx (cm)","50 LDS cle","48 L marks","37a FLx (cm)","37 FLx (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","42 CoMy (cm)","v1 xCoM","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
0.000,0.000000,0,0,0,7.358624,1.300155,-1.510926,11.167967,4.271996,11.560637,0.000000,0,12.795210,5.645505,4.253124,-10.340664,9.427465,0,0,-10.555572,13.148769,7.210925,-10.027367,8.973254,166.484955,0,49.983200,84.846954,70.085831,7.583159,12.286484,8.167541,9.492400,8.237014,8.879487,8.459885,8.266618,9.359857,9.825478,10.586287,8.961864,10.846292,9.916345,0,0.00259,0.00163,0.00196,0.00300,0.00089,0.00241,0.00206,0.00124,5.530789,5.449170,1.47892,0.11265,3.27755,9.492400
0.001,0.000000,0,0,0,7.357912,1.308775,-1.492903,11.165229,4.272783,12.214043,0.000000,0,12.807597,5.644923,4.253986,-10.353817,9.416973,0,0,-10.526032,13.138493,7.214192,-9.990854,8.963077,166.593231,0,49.969265,85.031425,70.335274,6.909177,11.893895,8.167463,9.476635,8.236492,8.872693,8.459373,8.257998,9.360426,9.816233,10.589029,8.955722,10.850881,9.910092,0,0.00261,0.00164,0.00198,0.00298,0.00095,0.00245,0.00209,0.00127,5.529175,5.448474,1.47936,0.11205,3.27770,9.476635
0.002,0.000000,0,0,0,7.357199,1.317395,-1.474880,11.162491,4.273571,12.867449,0.000000,0,12.819984,5.644341,4.254848,-10.366969,9.406481,0,0,-10.496493,13.128216,7.217459,-9.954341,8.952898,166.701508,0,49.955330,85.215904,70.584717,6.235195,11.501307,8.167385,9.460869,8.235970,8.865899,8.458862,8.249377,9.360995,9.806987,10.591772,8.949581,10.855468,9.903839,0,0.00263,0.00166,0.00198,0.00308,0.00096,0.00245,0.00209,0.00128,5.527562,5.447888,1.47887,0.10915,3.27748,9.460869
0.003,0.000000,0,0,0,7.356487,1.326015,-1.456857,11.159753,4.274357,13.520855,0.000000,0,12.832372,5.643758,4.255710,-10.380122,9.395988,0,0,-10.466954,13.117939,7.220725,-9.917829,8.942720,166.809769,0,49.941399,85.400375,70.834160,5.561213,11.108719,8.167308,9.445104,8.235449,8.859105,8.458351,8.240757,9.361565,9.797742,10.594515,8.943439,10.860056,9.897587,0,0.00268,0.00167,0.00199,0.00315,0.00097,0.00247,0.00214,0.00129,5.525948,5.447257,1.47924,0.10700,3.27740,9.445104
0.004,0.000000,0,0,0,7.353662,1.319325,-1.445975,11.158998,4.281171,14.187615,0.000000,0,12.846703,5.647195,4.259367,-10.376590,9.385509,0,0,-10.453639,13.107548,7.222321,-9.882743,8.932954,166.553162,0,49.826859,85.331757,71.168472,5.512604,11.082493,8.167969,9.434184,8.235868,8.849118,8.464367,8.223930,9.357778,9.786426,10.594978,8.938394,10.861015,9.891435,0,0.00275,0.00169,0.00202,0.00325,0.00099,0.00250,0.00222,0.00133,5.524386,5.446489,1.48015,0.10982,3.27816,9.434184
0.005,0.000000,0,0,0,7.350679,1.311482,-1.435631,11.158391,4.288438,14.855381,0.000000,0,12.861179,5.650934,4.263234,-10.371801,9.375031,0,0,-10.441544,13.097147,7.223791,-9.847765,8.923218,166.269073,0,49.704746,85.244080,71.509171,5.511065,11.083841,8.168686,9.423629,8.236359,8.838891,8.470875,8.206487,9.353662,9.774955,10.595271,8.933431,10.861701,9.885290,0,0.00278,0.00171,0.00207,0.00331,0.00100,0.00260,0.00232,0.00135,5.522829,5.445635,1.47882,0.11107,3.27873,9.423629
0.006,0.000000,0,0,0,7.347695,1.303640,-1.425287,11.157784,4.295706,15.523147,0.000000,0,12.875657,5.654672,4.267101,-10.367013,9.364552,0,0,-10.429449,13.086746,7.225261,-9.812787,8.913482,165.985001,0,49.582638,85.156403,71.849869,5.509527,11.085191,8.169403,9.413074,8.236849,8.828664,8.477383,8.189043,9.349546,9.763483,10.595563,8.928468,10.862387,9.879146,0,0.00282,0.00174,0.00208,0.00352,0.00104,0.00263,0.00236,0.00135,5.521272,5.444518,1.48258,0.11077,3.27819,9.413074
0.007,0.000000,0,0,0,7.344711,1.295797,-1.414944,11.157178,4.302973,16.190912,0.000000,0,12.890134,5.658411,4.270968,-10.362225,9.354073,0,0,-10.417355,13.076345,7.226731,-9.777808,8.903747,165.700912,0,49.460526,85.068726,72.190567,5.507989,11.086540,8.170119,9.402519,8.237339,8.818437,8.483890,8.171598,9.345431,9.752011,10.595856,8.923504,10.863073,9.873001,0,0.00286,0.00176,0.00210,0.00361,0.00104,0.00267,0.00244,0.00135,5.519714,5.443288,1.47620,0.11111,3.27773,9.402519
0.008,0.000000,0,0,0,7.347332,1.293270,-1.420931,11.157918,4.301422,16.873234,0.000000,0,12.907659,5.654678,4.269668,-10.340960,9.343654,0,0,-10.397351,13.065843,7.225058,-8.567541,8.893944,165.811066,0,49.114166,85.149651,72.612717,6.180361,11.465819,8.170185,9.396732,8.237595,8.809721,8.485239,8.155579,9.340631,9.739302,10.595377,8.917453,10.865281,9.868852,0,0.00288,0.00175,0.00210,0.00382,0.00103,0.00269,0.00246,0.00135,5.518121,5.441711,1.47768,0.11039,3.27765,9.396732
0.009,0.000000,0,0,0,7.350375,1.291142,-1.428149,11.158759,4.299208,17.556650,0.000000,0,12.925413,5.650382,4.267979,-10.318454,9.333240,0,0,-10.376753,13.055332,7.223147,-7.268810,8.884136,165.950882,0,48.750927,85.243263,73.041000,6.903459,11.873546,8.170202,9.391305,8.237833,8.801119,8.486199,8.139666,9.335780,9.726499,10.594840,8.911319,10.867604,9.864853,0,0.00292,0.00175,0.00212,0.00403,0.00101,0.00271,0.00248,0.00137,5.516524,5.439982,1.47778,0.10787,3.27759,9.391305
0.010,0.000000,0,0,0,7.353418,1.289015,-1.435366,11.159601,4.296993,18.240068,0.000000,0,12.943167,5.646086,4.266289,-10.295948,9.322825,0,0,-10.356154,13.044821,7.221238,-5.970080,8.874329,166.090698,0,48.387688,85.336876,73.469284,7.626555,12.281271,8.170218,9.385878,8.238071,8.792517,8.487160,8.123753,9.330929,9.713696,10.594303,8.905186,10.869927,9.860854,0,0.00293,0.00175,0.00215,0.00417,0.00102,0.00274,0.00251,0.00138,5.514928,5.437787,1.47859,0.10583,3.27759,9.385878
0.011,0.000000,0,0,0,7.356461,1.286887,-1.442583,11.160442,4.294779,18.923485,0.000000,0,12.960921,5.641791,4.264600,-10.273442,9.312410,0,0,-10.335556,13.034310,7.219327,-4.671349,8.864521,166.230530,0,48.024448,85.430489,73.897568,8.349652,12.688997,8.170236,9.380450,8.238310,8.783915,8.488120,8.107840,9.326077,9.700892,10.593766,8.899052,10.872250,9.856855,0,0.00265,0.00162,0.00197,0.00392,0.00098,0.00262,0.00247,0.00135,5.513331,5.435407,1.47815,0.10836,3.27760,9.380450
0.012,0.000000,0,0,0,7.354224,1.286322,-1.477752,11.157094,4.297465,19.598948,0.000000,0,12.981086,5.640339,4.266314,-10.241693,9.302151,0,0,-10.299095,13.023890,7.218218,-2.198354,8.855042,166.367081,0,47.958149,85.639954,74.053299,8.408584,12.770073,8.169356,9.371352,8.239461,8.770035,8.487915,8.097616,9.324044,9.691629,10.595533,8.895910,10.871953,9.854053,0,0.00166,0.00117,0.00141,0.00322,0.00087,0.00212,0.00227,0.00105,5.511988,5.432459,1.47832,0.10976,3.27768,9.371352
0.013,0.000000,0,0,0,7.351590,1.285874,-1.515025,11.153430,4.300520,20.273811,0.000000,0,13.001432,5.639102,4.268284,-10.209249,9.291903,0,0,-10.261439,13.013477,7.217168,0.363026,8.845590,166.503387,0,47.914200,85.858139,74.188515,8.417522,12.826562,8.168409,9.361977,8.240680,8.755757,8.487622,8.087820,9.322224,9.682633,10.597474,8.892993,10.871458,9.851342,0,0.00153,0.00119,0.00121,0.00287,0.00083,0.00200,0.00194,0.00096,5.510664,5.429365,1.47717,0.10955,3.27765,9.361977
0.014,0.000000,0,0,0,7.348956,1.285426,-1.552297,11.149767,4.303576,20.948675,0.000000,0,13.021778,5.637864,4.270254,-10.176804,9.281654,0,0,-10.223784,13.003065,7.216118,2.924406,8.836136,166.639694,0,47.870251,86.076324,74.323730,8.426462,12.883051,8.167462,9.352602,8.241899,8.741481,8.487329,8.078025,9.320402,9.673637,10.599415,8.890077,10.870963,9.848632,0,0.00147,0.00119,0.00108,0.00266,0.00076,0.00187,0.00185,0.00101,5.509340,5.425821,1.47913,0.11042,3.27703,9.352602
0.015,0.000000,0,0,0,7.346322,1.284979,-1.589570,11.146103,4.306631,21.623537,0.000000,0,13.042125,5.636627,4.272224,-10.144359,9.271406,0,0,-10.186130,12.992652,7.215068,5.485787,8.826683,166.776001,0,47.826298,86.294510,74.458946,8.435402,12.939541,8.166515,9.343226,8.243117,8.727203,8.487036,8.068229,9.318582,9.664640,10.601356,8.887159,10.870468,9.845921,0,0.00142,0.00118,0.00100,0.00259,0.00076,0.00170,0.00168,0.00097,5.508016,5.422183,1.47911,0.11048,3.27663,9.343226
0.016,0.000000,0,0,0,7.348965,1.283192,-1.642902,11.148254,4.314528,22.281033,0.000000,0,13.065124,5.630853,4.271090,-10.116367,9.261473,0,0,-10.125599,12.982367,7.213462,9.218813,8.817213,167.168411,0,47.520672,86.469604,74.736145,8.364950,13.126903,8.167344,9.339387,8.244749,8.723776,8.485355,8.062593,9.317122,9.658890,10.602149,8.885161,10.873034,9.843169,0,0.00140,0.00124,0.00094,0.00255,0.00075,0.00162,0.00156,0.00098,5.506710,5.418260,1.47936,0.10837,3.27731,9.339387
0.017,0.000000,0,0,0,7.352005,1.281305,-1.697443,11.150844,4.322791,22.937220,0.000000,0,13.088324,5.624738,4.269722,-10.088711,9.251562,0,0,-10.063347,12.972092,7.211814,13.040027,8.807741,167.580109,0,47.195343,86.641457,75.024033,8.288524,13.324116,8.168306,9.335965,8.246413,8.721165,8.483571,8.057268,9.315689,9.653382,10.602856,8.883232,10.875830,9.840415,0,0.00138,0.00130,0.00088,0.00250,0.00073,0.00150,0.00143,0.00098,5.505405,5.414216,1.47790,0.10591,3.27781,9.335965
0.018,0.000000,0,0,0,7.355045,1.279417,-1.751984,11.153434,4.331053,23.593409,0.000000,0,13.111523,5.618622,4.268353,-10.061054,9.241652,0,0,-10.001095,12.961816,7.210166,16.861240,8.798270,167.991806,0,46.870018,86.813309,75.311913,8.212096,13.521329,8.169270,9.332542,8.248076,8.718554,8.481788,8.051945,9.314257,9.647876,10.603563,8.881303,10.878625,9.837661,0,0.00129,0.00130,0.00087,0.00249,0.00073,0.00144,0.00135,0.00094,5.504101,5.409802,1.47777,0.10676,3.27728,9.332542
0.019,0.000000,0,0,0,7.358086,1.277530,-1.806524,11.156023,4.339315,24.249596,0.000000,0,13.134722,5.612507,4.266985,-10.033398,9.231742,0,0,-9.938842,12.951540,7.208519,20.682455,8.788798,168.403488,0,46.544693,86.985153,75.599800,8.135670,13.718542,8.170232,9.329120,8.249741,8.715943,8.480003,8.046621,9.312824,9.642368,10.604270,8.879374,10.881421,9.834907,0,0.00128,0.00131,0.00086,0.00244,0.00073,0.00137,0.00131,0.00095,5.502797,5.405228,1.47919,0.10853,3.27673,9.329120
0.020,0.000000,0,0,0,7.355371,1.273719,-1.869613,11.156230,4.347311,24.860546,0.000000,0,13.160168,5.611012,4.268361,-10.018408,9.221745,0,0,-9.868035,12.941884,7.209891,24.484632,8.835947,168.053726,0,46.665520,87.008774,75.930702,8.209862,13.612329,8.171883,9.319553,8.253079,8.696751,8.485001,8.036584,9.310345,9.636138,10.605596,8.879733,10.883508,9.835385,0,0.00124,0.00135,0.00086,0.00233,0.00072,0.00133,0.00129,0.00090,5.501040,5.400164,1.47806,0.10886,3.27612,9.319553
0.021,0.000000,0,0,0,7.352224,1.269764,-1.933345,11.156257,4.355287,25.468090,0.000000,0,13.185782,5.609865,4.269944,-10.004371,9.211740,0,0,-9.796584,12.932275,7.211491,28.285378,8.887357,167.646652,0,46.819931,87.021233,76.264847,8.295392,13.483279,8.173585,9.309525,8.256545,8.676311,8.490508,8.026192,9.307786,9.629853,10.606967,8.880266,10.885542,9.836107,0,0.00122,0.00141,0.00086,0.00234,0.00068,0.00136,0.00124,0.00088,5.499249,5.395033,1.47570,0.11044,3.27570,9.309525
0.022,0.000000,0,0,0,7.349077,1.265808,-1.997078,11.156284,4.363263,26.075636,0.000000,0,13.211397,5.608717,4.271527,-9.990334,9.201735,0,0,-9.725133,12.922666,7.213090,32.086124,8.938766,167.239578,0,46.974342,87.033691,76.598984,8.380921,13.354229,8.175286,9.299495,8.260010,8.655870,8.496016,8.015800,9.305227,9.623569,10.608338,8.880798,10.887576,9.836829,0,0.00121,0.00143,0.00090,0.00232,0.00067,0.00139,0.00124,0.00090,5.497459,5.389703,1.47810,0.11129,3.27631,9.299495
0.023,0.000000,0,0,0,7.345929,1.261853,-2.060810,11.156312,4.371239,26.683182,0.000000,0,13.237012,5.607570,4.273110,-9.976296,9.191730,0,0,-9.653683,12.913055,7.214690,35.886868,8.990176,166.832489,0,47.128754,87.046150,76.933128,8.466451,13.225178,8.176989,9.289466,8.263475,8.635430,8.501524,8.005407,9.302669,9.617283,10.609710,8.881331,10.889610,9.837551,0,0.00115,0.00146,0.00089,0.00237,0.00066,0.00137,0.00120,0.00098,5.495668,5.384439,1.47769,0.10955,3.27685,9.289466
0.024,0.000000,0,0,0,7.348512,1.268655,-2.114615,11.157086,4.379796,27.243195,0.000000,0,13.265029,5.606327,4.272233,-9.977795,9.181810,0,0,-9.597610,12.903552,7.219106,37.340515,9.041471,166.659912,0,47.189686,87.186531,77.259995,8.474916,13.229942,8.177324,9.281845,8.263995,8.625634,8.502816,7.998995,9.301064,9.612309,10.611191,8.881929,10.892076,9.836375,0,0.00112,0.00178,0.00087,0.00233,0.00064,0.00134,0.00111,0.00095,5.493723,5.379378,1.47787,0.10730,3.27700,9.281845
0.025,0.000000,0,0,0,7.351526,1.276266,-2.167673,11.157918,4.388397,27.799627,0.000000,0,13.293227,5.605076,4.271173,-9.980462,9.171897,0,0,-9.542693,12.894056,7.223733,38.617500,9.092758,166.504990,0,47.243584,87.336540,77.586304,8.477580,13.244778,8.177558,9.274405,8.264293,8.616639,8.503791,7.992884,9.299530,9.607432,10.612679,8.882532,10.894575,9.835057,0,0.00113,0.00185,0.00085,0.00238,0.00062,0.00124,0.00105,0.00095,5.491767,5.374407,1.47698,0.10793,3.27718,9.274405
0.026,0.000000,0,0,0,7.354539,1.283878,-2.220731,11.158749,4.396998,28.356062,0.000000,0,13.321425,5.603826,4.270111,-9.983129,9.161983,0,0,-9.487778,12.884561,7.228360,39.894482,9.144045,166.350052,0,47.297485,87.486549,77.912621,8.480245,13.259614,8.177791,9.266966,8.264591,8.607644,8.504766,7.986772,9.297997,9.602556,10.614168,8.883135,10.897074,9.833738,0,0.00109,0.00189,0.00087,0.00219,0.00058,0.00125,0.00100,0.00093,5.489810,5.369711,1.47764,0.10977,3.27748,9.266966
0.027,0.000000,0,0,0,7.357553,1.291489,-2.273789,11.159579,4.405599,28.912497,0.000000,0,13.349623,5.602575,4.269050,-9.985796,9.152071,0,0,-9.432862,12.875065,7.232988,41.171467,9.195332,166.195129,0,47.351383,87.636559,78.238930,8.482908,13.274449,8.178024,9.259526,8.264889,8.598648,8.505740,7.980659,9.296463,9.597680,10.615658,8.883739,10.899572,9.832420,0,0.00107,0.00186,0.00084,0.00221,0.00059,0.00123,0.00090,0.00093,5.487854,5.365088,1.47681,0.11026,3.27768,9.259526
0.028,0.000000,0,0,0,7.359801,1.282232,-2.309788,11.160050,4.410620,29.382875,0.000000,0,13.379741,5.602376,4.269022,-10.007504,9.142174,0,0,-9.392359,12.865815,7.234210,40.143642,9.247025,164.961868,0,47.839973,87.730675,78.557823,8.468599,13.342679,8.181217,9.244790,8.261581,8.587028,8.509635,7.972812,9.294350,9.592714,10.617289,8.885860,10.901125,9.833516,0,0.00107,0.00189,0.00086,0.00205,0.00060,0.00120,0.00094,0.00092,5.485507,5.360684,1.47973,0.11183,3.27730,9.244790
0.029,0.000000,0,0,0,7.361991,1.271705,-2.344503,11.160494,4.415372,29.846779,0.000000,0,13.410002,5.602257,4.269071,-10.030646,9.132277,0,0,-9.352940,12.856585,7.235175,38.942337,9.298751,163.647446,0,48.361282,87.820587,78.876160,8.453012,13.414928,8.184633,9.229504,8.258003,8.575210,8.513748,7.964835,9.292193,9.587742,10.618930,8.888097,10.902607,9.834794,0,0.00106,0.00192,0.00084,0.00183,0.00061,0.00119,0.00094,0.00091,5.483131,5.356338,1.47673,0.11237,3.27703,9.229504
0.030,0.000000,0,0,0,7.364181,1.261179,-2.379218,11.160937,4.420124,30.310682,0.000000,0,13.440264,5.602138,4.269120,-10.053788,9.122382,0,0,-9.313521,12.847354,7.236141,37.741028,9.350476,162.333038,0,48.882591,87.910492,79.194496,8.437425,13.487177,8.188049,9.214218,8.254424,8.563392,8.517862,7.956857,9.290037,9.582770,10.620571,8.890333,10.904089,9.836072,0,0.00106,0.00199,0.00086,0.00197,0.00060,0.00123,0.00093,0.00090,5.480755,5.352168,1.47777,0.11036,3.27733,9.214218
0.031,0.000000,0,0,0,7.366371,1.250652,-2.413932,11.161381,4.424876,30.774586,0.000000,0,13.470526,5.602018,4.269169,-10.076929,9.112486,0,0,-9.274102,12.838123,7.237106,36.539722,9.402201,161.018616,0,49.403900,88.000404,79.512833,8.421838,13.559426,8.191464,9.198933,8.250846,8.551573,8.521976,7.948879,9.287880,9.577798,10.622213,8.892570,10.905571,9.837350,0,0.00105,0.00204,0.00084,0.00216,0.00062,0.00124,0.00092,0.00090,5.478379,5.348036,1.47574,0.10871,3.27748,9.198933
0.032,0.000000,0,0,0,7.369256,1.256834,-2.446203,11.166912,4.432088,31.122755,0.000000,0,13.502406,5.599691,4.270336,-10.106825,9.102410,0,0,-9.260839,12.829067,7.247276,34.160034,9.452965,161.450302,0,49.019741,88.252167,80.059525,8.432400,13.598547,8.187162,9.189653,8.251060,8.548491,8.529819,7.929767,9.283769,9.564097,10.625738,8.894643,10.907478,9.841440,0,0.00107,0.00202,0.00085,0.00230,0.00061,0.00123,0.00091,0.00091,5.475999,5.344019,1.47903,0.11202,3.27679,9.189653
0.033,0.000000,0,0,0,7.372195,1.264273,-2.478291,11.172826,4.439487,31.462212,0.000000,0,13.534408,5.597198,4.271586,-10.137228,9.092320,0,0,-9.249544,12.820024,7.258138,31.691654,9.503656,162.013428,0,48.567429,88.516106,80.623398,8.444930,13.635174,8.182280,9.180827,8.251561,8.546067,8.537945,7.909817,9.279510,9.549739,10.629405,8.896705,10.909418,9.845741,0,0.00106,0.00186,0.00088,0.00242,0.00062,0.00124,0.00091,0.00087,5.473618,5.339968,1.47766,0.11329,3.27637,9.180827
0.034,0.000000,0,0,0,7.375133,1.271712,-2.510378,11.178740,4.446884,31.801670,0.000000,0,13.566410,5.594705,4.272837,-10.167631,9.082231,0,0,-9.238249,12.810981,7.269000,29.223270,9.554348,162.576538,0,48.115116,88.780045,81.187279,8.457460,13.671801,8.177397,9.172000,8.252062,8.543644,8.546070,7.889867,9.275250,9.535381,10.633072,8.898767,10.911357,9.850043,0,0.00104,0.00183,0.00090,0.00256,0.00066,0.00120,0.00090,0.00092,5.471237,5.335811,1.47518,0.11245,3.27736,9.172000
0.035,0.000000,0,0,0,7.378071,1.279151,-2.542465,11.184653,4.454282,32.141129,0.000000,0,13.598412,5.592212,4.274088,-10.198034,9.072141,0,0,-9.226954,12.801938,7.279861,26.754889,9.605040,163.139664,0,47.662804,89.043983,81.751152,8.469990,13.708427,8.172514,9.163174,8.252563,8.541220,8.554195,7.869917,9.270991,9.521024,10.636739,8.900828,10.913297,9.854344,0,0.00102,0.00184,0.00090,0.00295,0.00067,0.00119,0.00089,0.00093,5.468856,5.331566,1.47937,0.11218,3.27819,9.163174
0.036,0.000000,0,0,0,7.374984,1.278912,-2.575559,11.182976,4.457531,32.322960,0.000000,0,13.631905,5.593448,4.273712,-10.241918,9.061850,0,0,-9.224865,12.792574,7.280341,24.487568,9.600556,162.770493,0,47.454723,89.228279,82.434151,8.470727,13.744156,8.175811,9.156649,8.255424,8.526312,8.561326,7.853137,9.265136,9.509665,10.637436,8.904668,10.914576,9.857050,0,0.00097,0.00178,0.00094,0.00309,0.00068,0.00113,0.00090,0.00090,5.466422,5.327049,1.47577,0.11089,3.27811,9.156649
0.037,0.000000,0,0,0,7.371444,1.278094,-2.608729,11.180726,4.460469,32.492928,0.000000,0,13.665510,5.594965,4.273213,-10.286815,9.051544,0,0,-9.223469,12.783186,7.280039,22.235382,9.591920,162.331146,0,47.265022,89.406586,83.126106,8.470575,13.779817,8.179723,9.150296,8.258463,8.510465,8.568383,7.836596,9.259160,9.498532,10.637910,8.908641,10.915806,9.859634,0,0.00096,0.00171,0.00094,0.00314,0.00070,0.00114,0.00091,0.00088,5.463984,5.322635,1.47846,0.10813,3.27808,9.150296
0.038,0.000000,0,0,0,7.367904,1.277277,-2.641899,11.178477,4.463407,32.662895,0.000000,0,13.699116,5.596482,4.272715,-10.331712,9.041239,0,0,-9.222074,12.773798,7.279737,19.983196,9.583283,161.891800,0,47.075325,89.584885,83.818069,8.470425,13.815477,8.183636,9.143944,8.261501,8.494617,8.575439,7.820055,9.253184,9.487400,10.638383,8.912614,10.917036,9.862220,0,0.00097,0.00172,0.00097,0.00318,0.00073,0.00113,0.00094,0.00089,5.461546,5.318532,1.47937,0.10950,3.27831,9.143944
0.039,0.000000,0,0,0,7.364364,1.276460,-2.675069,11.176228,4.466344,32.832863,0.000000,0,13.732720,5.597998,4.272216,-10.376609,9.030933,0,0,-9.220677,12.764410,7.279434,17.731010,9.574647,161.452454,0,46.885628,89.763184,84.510025,8.470273,13.851138,8.187548,9.137591,8.264541,8.478770,8.582496,7.803514,9.247210,9.476267,10.638857,8.916587,10.918266,9.864804,0,0.00100,0.00174,0.00095,0.00328,0.00073,0.00127,0.00093,0.00088,5.459108,5.314679,1.47838,0.11273,3.27840,9.137591
0.040,0.000000,0,0,0,7.365638,1.273787,-2.712821,11.184649,4.473710,32.828426,0.000000,0,13.766388,5.597783,4.272472,-10.425016,9.020407,0,0,-9.218760,12.755329,7.281346,16.928734,9.568004,160.968063,0,47.047787,89.674454,84.950584,8.477954,13.902081,8.189640,9.126560,8.269210,8.466617,8.597544,7.791044,9.246681,9.469677,10.642510,8.920766,10.922545,9.871153,0,0.00099,0.00172,0.00093,0.00360,0.00071,0.00136,0.00094,0.00090,5.456636,5.311590,1.47770,0.11309,3.27771,9.126560
0.041,0.000000,0,0,0,7.367274,1.270974,-2.750919,11.193873,4.481409,32.810863,0.000000,0,13.800060,5.597437,4.272784,-10.473688,9.009863,0,0,-9.216804,12.746271,7.283424,16.235592,9.561511,160.480286,0,47.236431,89.565620,85.372215,8.486225,13.954173,8.191596,9.115177,8.274002,8.454741,8.613194,7.778879,9.246563,9.463429,10.646402,8.924960,10.927053,9.877784,0,0.00100,0.00174,0.00092,0.00366,0.00071,0.00132,0.00094,0.00095,5.454162,5.307983,1.47762,0.11185,3.27718,9.115177
0.042,0.000000,0,0,0,7.368910,1.268162,-2.789016,11.203098,4.489108,32.793301,0.000000,0,13.833733,5.597091,4.273097,-10.522361,8.999320,0,0,-9.214847,12.737214,7.285502,15.542449,9.555018,159.992508,0,47.425076,89.456787,85.793846,8.494495,14.006266,8.193552,9.103793,8.278794,8.442866,8.628843,7.766714,9.246445,9.457181,10.650295,8.929153,10.931562,9.884416,0,0.00100,0.00169,0.00089,0.00368,0.00070,0.00129,0.00093,0.00104,5.451687,5.302792,1.47715,0.11087,3.27748,9.103793
0.043,0.000000,0,0,0,7.370547,1.265349,-2.827113,11.212323,4.496807,32.775738,0.000000,0,13.867404,5.596745,4.273409,-10.571033,8.988776,0,0,-9.212890,12.728156,7.287580,14.849307,9.548526,159.504745,0,47.613716,89.347954,86.215485,8.502767,14.058357,8.195508,9.092410,8.283586,8.430991,8.644493,7.754550,9.246327,9.450933,10.654187,8.933348,10.936070,9.891047,0,0.00102,0.00167,0.00088,0.00367,0.00071,0.00126,0.00097,0.00095,5.449213,5.296535,1.47973,0.10937,3.27762,9.092410
0.044,0.000000,0,0,0,7.369168,1.268800,-2.843604,11.220154,4.498015,32.599319,0.000000,0,13.900537,5.597279,4.272729,-10.613908,8.978344,0,0,-9.200030,12.718828,7.289615,15.297063,9.595565,158.963104,0,47.973682,89.544708,86.337448,8.510518,14.105253,8.198178,9.081863,8.286095,8.420021,8.650695,7.751101,9.247694,9.449200,10.658712,8.940496,10.937201,9.901485,0,0.00098,0.00140,0.00089,0.00362,0.00078,0.00126,0.00101,0.00094,5.446541,5.287019,1.47453,0.10899,3.27686,9.081863
0.045,0.000000,0,0,0,7.367561,1.272723,-2.858467,11.227880,4.498735,32.410946,0.000000,0,13.933627,5.597878,4.271975,-10.656346,8.967919,0,0,-9.186352,12.709480,7.291646,15.830693,9.646633,158.417404,0,48.346542,89.764465,86.436859,8.518229,14.151757,8.200902,9.071381,8.288431,8.409119,8.656186,7.748308,9.249172,9.447806,10.663285,8.947866,10.938076,9.912210,0,0.00095,0.00124,0.00086,0.00359,0.00085,0.00126,0.00103,0.00093,5.443855,5.279664,1.47485,0.11135,3.27624,9.071381
0.046,0.000000,0,0,0,7.365955,1.276646,-2.873331,11.235605,4.499455,32.222569,0.000000,0,13.966719,5.598478,4.271220,-10.698785,8.957496,0,0,-9.172672,12.700131,7.293678,16.364325,9.697701,157.871719,0,48.719398,89.984222,86.536278,8.525942,14.198261,8.203625,9.060898,8.290769,8.398217,8.661676,7.745515,9.250650,9.446413,10.667858,8.955237,10.938951,9.922935,0,0.00095,0.00126,0.00085,0.00369,0.00085,0.00120,0.00105,0.00094,5.441168,5.278935,1.48108,0.11373,3.27639,9.060898
0.047,0.000000,0,0,0,7.364349,1.280569,-2.888195,11.243331,4.500175,32.034195,0.000000,0,13.999809,5.599078,4.270466,-10.741223,8.947071,0,0,-9.158993,12.690784,7.295709,16.897955,9.748771,157.326019,0,49.092258,90.203987,86.635689,8.533654,14.244766,8.206348,9.050414,8.293105,8.387315,8.667168,7.742722,9.252129,9.445019,10.672430,8.962607,10.939827,9.933660,0,0.00096,0.00143,0.00092,0.00356,0.00086,0.00129,0.00108,0.00096,5.438482,5.284136,1.47790,0.11298,3.27653,9.050414
0.048,0.000000,0,0,0,7.365943,1.280109,-2.275893,11.254605,4.502277,31.708466,0.000000,0,14.031753,5.599988,4.270979,-10.766500,8.936031,0,0,-9.130712,12.681483,7.295637,18.414322,9.753296,156.718018,0,49.544807,90.568542,86.789772,8.535819,14.294723,8.208386,9.040260,8.292541,8.382628,8.669183,7.744798,9.254472,9.446983,10.677652,8.973368,10.940740,9.941767,0,0.00100,0.00152,0.00093,0.00365,0.00087,0.00136,0.00111,0.00100,5.435362,5.307511,1.47978,0.11089,3.27661,9.040260
