"Time","54 lHL swoff","53 rHL swoff","52 LDS cle","51 RDS cle","50 L marks","49 R marks","48 lHL swon","47 lFL swoff","46 rHL swon","45 rFL swoff","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","36 HRy (cm)","39 FRx (cm)","38 FLy (cm)","35 HRx (cm)","35a HRx (cm)","37 FLx (cm)","34 HLy (cm)","33 HLx (cm)","42 CoMy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v3 xCoM","v2 L COP","v1 R COP","42a CoMy (cm)","33a HLx (cm)"
0.000,0,0,0,0,0,0,0,0,0,0,7.526208,0.940146,17.149517,4.497789,3.819174,19.335686,6.076630,15.970075,-9.724496,17.924484,6.507857,14.798771,5.344350,167.068939,0,56.354530,83.521622,60.879223,9.006756,20.594948,8.599061,16.885439,8.576865,16.354879,8.722298,15.573161,10.012819,16.827658,10.991386,15.562024,11.393592,16.501802,0,0.00253,0.00077,0.00066,0.00383,0.00062,0.00070,0.00069,0.00073,-1.14623,0.09925,3.20882,5.629980,0.000000,0.000000,5.354473,15.795178
0.001,0,0,0,0,0,0,0,0,0,0,7.522441,0.932827,17.155424,4.481593,3.818254,19.351328,6.074028,15.960347,-9.689935,17.914906,6.502836,14.815690,5.332859,167.679855,0,55.652821,83.500687,61.491619,9.001115,20.610609,8.593840,16.870958,8.575795,16.343679,8.720192,15.554213,9.999002,16.820522,10.988723,15.563683,11.394520,16.507101,0,0.00257,0.00078,0.00065,0.00389,0.00063,0.00069,0.00068,0.00072,-1.17364,0.09859,3.20867,5.617724,0.000000,0.000000,5.339636,16.350779
0.002,0,0,0,0,0,0,0,0,0,0,7.518673,0.925508,17.161329,4.465396,3.817333,19.366972,6.071426,15.950619,-9.655374,17.905327,6.497816,14.832609,5.321367,168.290771,0,54.951107,83.479752,62.104015,8.995475,20.626270,8.588619,16.856478,8.574725,16.332479,8.718086,15.535263,9.985184,16.813389,10.986059,15.565341,11.395448,16.512400,0,0.00280,0.00077,0.00064,0.00387,0.00062,0.00068,0.00067,0.00081,-1.18917,0.10057,3.20836,5.605413,0.000000,0.000000,5.324800,16.906378
0.003,0,0,0,0,0,0,0,0,0,0,7.514905,0.918189,17.167234,4.449200,3.816412,19.382616,6.068825,15.940890,-9.620812,17.895746,6.492795,14.849528,5.309875,168.901688,0,54.249397,83.458817,62.716412,8.989835,20.641932,8.583398,16.841997,8.573655,16.321280,8.715981,15.516315,9.971366,16.806253,10.983396,15.566999,11.396377,16.517698,0,0.00279,0.00076,0.00067,0.00386,0.00062,0.00069,0.00067,0.00109,-1.20482,0.10256,3.20798,5.593085,0.000000,0.000000,5.309963,17.461977
0.004,0,0,0,0,0,0,0,0,0,0,7.516387,0.925866,17.174133,4.430218,3.816218,19.395536,6.066291,15.931278,-9.587914,17.886864,6.490250,14.868263,5.298570,169.023087,0,53.935684,83.360443,63.036079,8.959913,20.655851,8.582611,16.831324,8.574332,16.312561,8.716937,15.509051,9.964352,16.806601,10.981814,15.571835,11.396988,16.524504,0,0.00270,0.00073,0.00066,0.00386,0.00062,0.00069,0.00067,0.00119,-1.21867,0.10080,3.20837,5.581054,0.000000,0.000000,5.298272,17.953182
0.005,0,0,0,0,0,0,0,0,0,0,7.518204,0.934500,17.181093,4.411058,3.816069,19.408285,6.063761,15.921673,-9.555122,17.878027,6.487864,14.887115,5.287277,169.113251,0,53.646740,83.257133,63.337059,8.928443,20.669659,8.582106,16.820892,8.575121,16.303999,8.718089,15.502535,9.957771,16.807425,10.980304,15.576874,11.397579,16.531406,0,0.00256,0.00072,0.00067,0.00386,0.00062,0.00069,0.00068,0.00125,-1.23505,0.10108,3.20914,5.569111,0.000000,0.000000,5.286782,18.440277
0.006,0,0,0,0,0,0,0,0,0,0,7.520021,0.943134,17.188055,4.391898,3.815921,19.421032,6.061231,15.912068,-9.522329,17.869188,6.485477,14.905966,5.275983,169.203415,0,53.357796,83.153824,63.638042,8.896972,20.683466,8.581601,16.810463,8.575910,16.295439,8.719241,15.496017,9.951190,16.808247,10.978792,15.581912,11.398171,16.538307,0,0.00251,0.00071,0.00067,0.00375,0.00064,0.00069,0.00065,0.00132,-1.24659,0.10320,3.20892,5.557239,0.000000,0.000000,5.275292,18.927372
0.007,0,0,0,0,0,0,0,0,0,0,7.521838,0.951768,17.195015,4.372738,3.815772,19.433781,6.058701,15.902463,-9.489537,17.860350,6.483090,14.924817,5.264689,169.293564,0,53.068851,83.050507,63.939026,8.865501,20.697275,8.581097,16.800032,8.576698,16.286877,8.720393,15.489500,9.944610,16.809071,10.977281,15.586950,11.398763,16.545210,0,0.00246,0.00072,0.00068,0.00355,0.00064,0.00069,0.00063,0.00131,-1.27590,0.10352,3.20823,5.545387,0.000000,0.000000,5.263802,19.414465
0.008,0,0,0,0,0,0,0,0,0,0,7.523455,0.951919,17.197348,4.359381,3.816803,19.443810,6.056166,15.893043,-9.454224,17.852324,6.482583,14.944798,5.253232,169.295959,0,52.992786,82.779007,63.906582,8.822746,20.704321,8.580812,16.788364,8.578504,16.277664,8.724321,15.486537,9.941358,16.812641,10.974831,15.591196,11.396461,16.553015,0,0.00243,0.00075,0.00066,0.00346,0.00066,0.00068,0.00067,0.00132,-1.28731,0.10309,3.20837,5.533374,0.000000,0.000000,5.252105,19.848856
0.009,0,0,0,0,0,0,0,0,0,0,7.525059,0.951528,17.199383,4.346394,3.817909,19.453663,6.053630,15.883635,-9.418749,17.844347,6.482195,14.964850,5.241763,169.292755,0,52.930309,82.496773,63.852852,8.779272,20.710936,8.580541,16.776619,8.580374,16.268410,8.728427,15.483800,9.938318,16.816389,10.972322,15.595392,11.393975,16.560879,0,0.00244,0.00076,0.00065,0.00347,0.00064,0.00068,0.00067,0.00135,-1.30264,0.10186,3.20890,5.521313,0.000000,0.000000,5.240394,20.279882
0.010,0,0,0,0,0,0,0,0,0,0,7.526662,0.951138,17.201420,4.333407,3.819014,19.463518,6.051094,15.874226,-9.383274,17.836372,6.481807,14.984903,5.230294,169.289536,0,52.867832,82.214539,63.799126,8.735797,20.717552,8.580270,16.764872,8.582244,16.259153,8.732533,15.481064,9.935278,16.820135,10.969811,15.599587,11.391490,16.568741,0,0.00249,0.00074,0.00065,0.00374,0.00064,0.00065,0.00064,0.00135,-1.31389,0.10196,3.20902,5.509191,0.000000,0.000000,5.228683,20.710907
0.011,0,0,0,0,0,0,0,0,0,0,7.528266,0.950747,17.203457,4.320420,3.820120,19.473373,6.048558,15.864818,-9.347799,17.828398,6.481419,15.004955,5.218826,169.286331,0,52.805355,81.932304,63.745396,8.692322,20.724167,8.579999,16.753126,8.584113,16.249899,8.736638,15.478327,9.932239,16.823881,10.967302,15.603783,11.389004,16.576605,0,0.00244,0.00074,0.00065,0.00373,0.00064,0.00064,0.00061,0.00136,-1.32521,0.10234,3.20895,5.497052,0.000000,0.000000,5.216973,21.141933
0.012,0,0,0,0,0,0,0,0,0,0,7.525473,0.953633,17.206001,4.311642,3.819125,19.480829,6.046075,15.855560,-9.306418,17.821760,6.482880,15.027095,5.207464,169.213654,0,52.874622,81.758965,63.710251,8.678520,20.710346,8.576438,16.739979,8.582058,16.239342,8.736277,15.476194,9.927627,16.825491,10.962838,15.605518,11.384150,16.579401,0,0.00244,0.00073,0.00065,0.00371,0.00067,0.00063,0.00058,0.00138,-1.33807,0.10033,3.20892,5.485009,0.000000,0.000000,5.206778,21.517048
0.013,0,0,0,0,0,0,0,0,0,0,7.522399,0.956728,17.208578,4.303133,3.817996,19.488132,6.043596,15.846313,-9.264660,17.815208,6.484458,15.049368,5.196110,169.136566,0,52.952297,81.592583,63.676292,8.666613,20.695219,8.572668,16.726742,8.579751,16.228703,8.735630,15.474101,9.922914,16.826965,10.958249,15.607097,11.379144,16.581873,0,0.00237,0.00070,0.00064,0.00369,0.00068,0.00061,0.00057,0.00137,-1.35746,0.10002,3.20892,5.472996,0.000000,0.000000,5.196680,21.888594
0.014,0,0,0,0,0,0,0,0,0,0,7.519325,0.959823,17.211157,4.294623,3.816866,19.495436,6.041117,15.837065,-9.222902,17.808655,6.486037,15.071641,5.184755,169.059464,0,53.029972,81.426201,63.642334,8.654704,20.680094,8.568897,16.713507,8.577445,16.218063,8.734983,15.472008,9.918200,16.828440,10.953660,15.608675,11.374139,16.584347,0,0.00239,0.00070,0.00064,0.00351,0.00067,0.00062,0.00056,0.00137,-1.37040,0.09908,3.20872,5.461204,0.000000,0.000000,5.186582,22.260138
0.015,0,0,0,0,0,0,0,0,0,0,7.516252,0.962918,17.213734,4.286114,3.815737,19.502737,6.038638,15.827817,-9.181144,17.802103,6.487616,15.093914,5.173400,168.982361,0,53.107647,81.259811,63.608376,8.642797,20.664968,8.565126,16.700270,8.575138,16.207424,8.734337,15.469914,9.913488,16.829914,10.949071,15.610254,11.369133,16.586819,0,0.00238,0.00070,0.00065,0.00336,0.00068,0.00063,0.00063,0.00139,-1.38137,0.09826,3.20841,5.449480,0.000000,0.000000,5.176484,22.631683
0.016,0,0,0,0,0,0,0,0,0,0,7.519046,0.960198,17.225098,4.283336,3.815560,19.508060,6.036238,15.818683,-9.133830,17.796648,6.484858,15.117785,5.162568,168.882019,0,52.549271,81.256645,63.941818,8.639709,20.647758,8.569130,16.688808,8.576854,16.199968,8.734221,15.460530,9.903937,16.828484,10.947712,15.615987,11.367096,16.593620,0,0.00229,0.00071,0.00064,0.00327,0.00067,0.00063,0.00063,0.00151,-1.39185,0.09808,3.20862,5.438005,0.000000,0.000000,5.165202,22.924957
0.017,0,0,0,0,0,0,0,0,0,0,7.522216,0.957108,17.237022,4.280924,3.815444,19.513258,6.033843,15.809557,-9.086161,17.791264,6.481823,15.141757,5.151770,168.780182,0,51.950294,81.263893,64.298714,8.637186,20.630417,8.573629,16.677460,8.578826,16.192717,8.734141,15.450682,9.894078,16.826870,10.946560,15.621985,11.365248,16.600698,0,0.00237,0.00070,0.00063,0.00319,0.00067,0.00062,0.00067,0.00158,-1.39960,0.09687,3.20908,5.426606,0.000000,0.000000,5.153845,23.213236
0.018,0,0,0,0,0,0,0,0,0,0,7.525386,0.954018,17.248949,4.278512,3.815328,19.518456,6.031447,15.800430,-9.038492,17.785879,6.478789,15.165730,5.140971,168.678360,0,51.351318,81.271133,64.655609,8.634662,20.613073,8.578130,16.666109,8.580798,16.185465,8.734060,15.440832,9.884219,16.825254,10.945408,15.627983,11.363400,16.607777,0,0.00252,0.00073,0.00067,0.00315,0.00071,0.00080,0.00075,0.00164,-1.40581,0.09772,3.20918,5.415200,0.000000,0.000000,5.142488,23.501514
0.019,0,0,0,0,0,0,0,0,0,0,7.528555,0.950927,17.260874,4.276100,3.815212,19.523653,6.029052,15.791304,-8.990823,17.780493,6.475754,15.189703,5.130172,168.576523,0,50.752342,81.278381,65.012497,8.632138,20.595732,8.582629,16.654760,8.582770,16.178213,8.733979,15.430984,9.874359,16.823641,10.944255,15.633982,11.361551,16.614853,0,0.00265,0.00080,0.00073,0.00328,0.00073,0.00093,0.00087,0.00170,-1.42195,0.09866,3.20910,5.403792,0.000000,0.000000,5.131131,23.789793
0.020,0,0,0,0,0,0,0,0,0,0,7.528087,0.950136,17.266916,4.276791,3.812515,19.526587,6.026751,15.782307,-8.938140,17.776659,6.476317,15.214143,5.119473,168.779510,0,50.677120,81.225121,64.973083,8.633127,20.588531,8.581412,16.637365,8.583560,16.168180,8.733811,15.429281,9.870985,16.824558,10.942515,15.636361,11.358791,16.620497,0,0.00250,0.00086,0.00077,0.00344,0.00073,0.00125,0.00092,0.00170,-1.42994,0.09790,3.20897,5.392241,0.000000,0.000000,5.116982,23.985655
0.021,0,0,0,0,0,0,0,0,0,0,7.527387,0.949492,17.272583,4.277680,3.809653,19.529379,6.024455,15.773319,-8.885137,17.772923,6.477109,15.238612,5.108780,169.001953,0,50.635330,81.167999,64.908379,8.634341,20.581980,8.579831,16.619583,8.584275,16.157969,8.733637,15.428099,9.868025,16.825638,10.940739,15.638510,11.355973,16.626047,0,0.00238,0.00086,0.00079,0.00342,0.00074,0.00131,0.00096,0.00170,-1.43837,0.10009,3.20882,5.380645,0.000000,0.000000,5.102655,24.175621
0.022,0,0,0,0,0,0,0,0,0,0,7.526686,0.948848,17.278250,4.278570,3.806791,19.532169,6.022160,15.764330,-8.832133,17.769186,6.477902,15.263083,5.098088,169.224396,0,50.593540,81.110870,64.843666,8.635554,20.575426,8.578249,16.601803,8.584990,16.147758,8.733463,15.426916,9.865065,16.826715,10.938961,15.640658,11.353155,16.631599,0,0.00220,0.00089,0.00081,0.00347,0.00074,0.00155,0.00107,0.00165,-1.44767,0.10242,3.20893,5.369302,0.000000,0.000000,5.088328,24.365585
0.023,0,0,0,0,0,0,0,0,0,0,7.525985,0.948204,17.283918,4.279459,3.803930,19.534960,6.019864,15.755342,-8.779130,17.765451,6.478694,15.287552,5.087395,169.446823,0,50.551746,81.053749,64.778961,8.636768,20.568874,8.576668,16.584021,8.585704,16.137547,8.733290,15.425734,9.862103,16.827795,10.937184,15.642807,11.350337,16.637150,0,0.00401,0.00091,0.00080,0.00382,0.00073,0.00187,0.00114,0.00136,-1.45070,0.10188,3.20915,5.358036,0.000000,0.000000,5.074001,24.555550
0.024,0,0,0,0,0,1,0,0,0,1,7.520467,0.938539,17.283867,4.276328,3.801570,19.535440,6.017619,15.746697,-8.727354,17.763748,6.475481,15.312722,5.077436,169.455811,0,50.389809,81.009789,64.803535,8.636462,20.559607,8.575758,16.565868,8.585271,16.124420,8.732947,15.416290,9.856127,16.822813,10.935007,15.641318,11.346274,16.639038,0,0.00495,0.00093,0.00081,0.00376,0.00074,0.00194,0.00119,0.00144,-1.45439,0.10229,3.20892,5.347326,0.000000,1.549667,5.064274,24.655878
0.025,0,0,0,1,0,0,0,0,0,0,7.514641,0.928298,17.283453,4.272941,3.799242,19.535774,6.015377,15.738075,-8.675657,17.762177,6.472011,15.337937,5.067523,169.451157,0,50.220203,80.966667,64.833809,8.636059,20.550167,8.574891,16.547691,8.584765,16.111107,8.732594,15.406319,9.849957,16.817446,10.932804,15.639598,11.342132,16.640690,0,0.00565,0.00094,0.00082,0.00373,0.00074,0.00196,0.00117,0.00162,-1.46302,0.10234,3.20846,5.336783,0.000000,3.567463,5.054841,24.750486
0.026,0,0,0,1,0,0,0,0,0,0,7.508816,0.918058,17.283037,4.269553,3.796914,19.536106,6.013134,15.729453,-8.623960,17.760605,6.468542,15.363152,5.057610,169.446518,0,50.050594,80.923538,64.864090,8.635655,20.540726,8.574024,16.529514,8.584259,16.097795,8.732241,15.396348,9.843787,16.812077,10.930601,15.637877,11.337989,16.642344,0,0.00591,0.00097,0.00083,0.00375,0.00073,0.00198,0.00120,0.00163,-1.46918,0.10279,3.20821,5.326479,0.000000,4.033357,5.045407,24.845093
0.027,0,0,0,1,0,0,0,0,0,0,7.502990,0.907817,17.282621,4.266165,3.794586,19.536440,6.010892,15.720830,-8.572263,17.759033,6.465073,15.388367,5.047697,169.441864,0,49.880989,80.880417,64.894363,8.635252,20.531286,8.573158,16.511337,8.583754,16.084482,8.731887,15.386376,9.837618,16.806709,10.928398,15.636157,11.333846,16.643997,0,0.00600,0.00098,0.00085,0.00398,0.00075,0.00199,0.00121,0.00167,-1.47344,0.10319,3.20806,5.316248,0.000000,4.030448,5.035974,24.939701
0.028,0,0,0,1,0,0,0,0,0,0,7.501348,0.907293,17.290096,4.266078,3.792366,19.535284,6.008613,15.712453,-8.528092,17.759798,6.462586,15.413689,5.038221,169.580872,0,49.820435,80.825493,64.854393,8.635926,20.523205,8.573938,16.503927,8.585935,16.077351,8.733451,15.385056,9.836441,16.807510,10.928353,15.638015,11.332289,16.646944,0,0.00593,0.00096,0.00086,0.00404,0.00076,0.00201,0.00119,0.00167,-1.47739,0.10321,3.20853,5.305995,0.000000,4.028440,5.023478,24.964399
0.029,0,0,0,1,0,0,0,0,0,0,7.499974,0.907390,17.298075,4.266200,3.790153,19.534033,6.006330,15.704090,-8.484403,17.760710,6.460163,15.439018,5.028772,169.729050,0,49.766838,80.769821,64.809937,8.636670,20.515209,8.574823,16.497204,8.588288,16.070612,8.735137,15.384286,9.835583,16.808706,10.928447,15.640100,11.330897,16.649973,0,0.00597,0.00097,0.00087,0.00400,0.00077,0.00203,0.00120,0.00166,-1.48402,0.10306,3.20929,5.295735,0.000000,4.026703,5.010786,24.984634
0.030,0,0,0,1,0,0,0,0,0,0,7.498600,0.907486,17.306051,4.266323,3.787940,19.532782,6.004049,15.695728,-8.440712,17.761621,6.457740,15.464348,5.019324,169.877228,0,49.713245,80.714142,64.765480,8.637413,20.507214,8.575708,16.490480,8.590641,16.063875,8.736823,15.383516,9.834724,16.809902,10.928539,15.642187,11.329505,16.653002,0,0.00604,0.00096,0.00088,0.00371,0.00077,0.00208,0.00120,0.00163,-1.48917,0.10190,3.20922,5.285722,0.000000,4.026246,4.998095,25.004871
0.031,0,0,0,1,0,0,0,0,0,0,7.497226,0.907583,17.314030,4.266445,3.785727,19.531530,6.001767,15.687366,-8.397022,17.762533,6.455317,15.489677,5.009876,170.025406,0,49.659653,80.658470,64.721031,8.638156,20.499220,8.576593,16.483757,8.592995,16.057138,8.738509,15.382747,9.833866,16.811098,10.928633,15.644273,11.328114,16.656031,0,0.00617,0.00097,0.00090,0.00376,0.00076,0.00212,0.00121,0.00166,-1.48582,0.10080,3.20877,5.275783,0.000000,4.026175,4.985404,25.025106
0.032,0,0,0,1,0,0,0,0,0,0,7.500999,0.909729,17.317610,4.267832,3.787105,19.528486,5.999492,15.679106,-8.364000,17.765890,6.449193,15.514578,5.001176,169.961807,0,49.458912,80.637650,64.881523,8.634620,20.496937,8.578586,16.478968,8.594843,16.054239,8.741685,15.376834,9.830654,16.809994,10.930141,15.647672,11.328505,16.660387,0,0.00689,0.00100,0.00091,0.00373,0.00074,0.00212,0.00141,0.00166,-1.48660,0.09873,3.20851,5.266331,0.000000,4.027309,4.976177,24.990856
0.033,0,0,0,1,0,0,0,0,0,0,7.505102,0.912007,17.320910,4.269300,3.788713,19.525328,5.997218,15.670852,-8.331660,17.769402,6.442833,15.539450,4.992525,169.884674,0,49.248783,80.619049,65.055099,8.630811,20.495018,8.580649,16.474302,8.596660,16.051584,8.744955,15.370593,9.827293,16.808741,10.931740,15.651154,11.329010,16.664829,0,0.01119,0.00100,0.00092,0.00378,0.00072,0.00213,0.00175,0.00173,-1.48712,0.09877,3.20836,5.257027,0.000000,4.028808,4.967171,24.953125
0.034,0,0,0,1,0,0,0,0,0,0,7.509204,0.914284,17.324209,4.270769,3.790321,19.522169,5.994944,15.662598,-8.299319,17.772913,6.436474,15.564322,4.983873,169.807541,0,49.038651,80.600456,65.228683,8.627002,20.493101,8.582712,16.469635,8.598476,16.048929,8.748226,15.364352,9.823931,16.807487,10.933339,15.654636,11.329515,16.669271,0,0.01453,0.00098,0.00091,0.00384,0.00073,0.00213,0.00185,0.00173,-1.48463,0.09908,3.20873,5.248045,0.000000,4.030392,4.958166,24.915396
0.035,0,0,0,1,0,0,0,0,0,0,7.513306,0.916561,17.327509,4.272236,3.791928,19.519011,5.992670,15.654344,-8.266979,17.776426,6.430114,15.589194,4.975222,169.730408,0,48.828518,80.581856,65.402260,8.623193,20.491182,8.584775,16.464970,8.600293,16.046276,8.751496,15.358111,9.820570,16.806234,10.934937,15.658119,11.330021,16.673714,0,0.02020,0.00097,0.00089,0.00384,0.00074,0.00214,0.00182,0.00172,-1.48792,0.09784,3.20934,5.239161,0.000000,4.032001,4.949160,24.877666
0.036,0,0,0,1,0,0,0,0,0,0,7.514948,0.912910,17.328686,4.274032,3.791639,19.514610,5.990491,15.646079,-8.248361,17.782984,6.424523,15.614238,4.966959,169.704498,0,48.687649,80.457535,65.685280,8.620307,20.484079,8.584219,16.459141,8.601977,16.036835,8.758095,15.344213,9.815825,16.800446,10.936529,15.658613,11.331085,16.674770,0,0.02272,0.00098,0.00090,0.00397,0.00079,0.00215,0.00184,0.00161,-1.48611,0.09987,3.20948,5.230417,0.000000,4.032887,4.941836,24.774538
0.037,0,0,0,1,0,0,0,0,0,0,7.516433,0.908881,17.329727,4.275847,3.791229,19.510130,5.988318,15.637815,-8.230618,17.789736,6.418982,15.639293,4.958722,169.681854,0,48.551197,80.326462,65.975281,8.617480,20.476645,8.583496,16.453239,8.603653,16.026960,8.764905,15.329824,9.810990,16.794367,10.938120,15.658916,11.332185,16.675611,0,0.02326,0.00096,0.00090,0.00402,0.00083,0.00215,0.00182,0.00150,-1.48290,0.10182,3.20941,5.221715,0.000000,4.033554,4.934619,24.667234
0.038,0,0,0,1,0,0,0,0,0,0,7.517919,0.904852,17.330769,4.277663,3.790818,19.505651,5.986145,15.629549,-8.212876,17.796488,6.413440,15.664348,4.950485,169.659210,0,48.414749,80.195396,66.265289,8.614654,20.469212,8.582773,16.447338,8.605329,16.017086,8.771715,15.315437,9.806157,16.788288,10.939711,15.659219,11.333284,16.676453,0,0.02314,0.00095,0.00086,0.00407,0.00080,0.00198,0.00174,0.00147,-1.47911,0.10176,3.20928,5.213161,0.000000,4.034277,4.927403,24.559931
0.039,0,0,0,1,0,0,0,0,0,0,7.519403,0.900823,17.331808,4.279480,3.790407,19.501171,5.983972,15.621284,-8.195133,17.803242,6.407898,15.689403,4.942247,169.636566,0,48.278297,80.064323,66.555290,8.611827,20.461777,8.582050,16.441437,8.607004,16.007214,8.778526,15.301049,9.801323,16.782209,10.941301,15.659522,11.334384,16.677294,0,0.02315,0.00088,0.00083,0.00408,0.00076,0.00189,0.00163,0.00151,-1.47491,0.10288,3.20913,5.204650,0.000000,4.035017,4.920186,24.452627
0.040,0,0,0,1,0,0,0,0,0,0,7.519818,0.901087,17.334755,4.280884,3.791312,19.495916,5.982008,15.613154,-8.185267,17.812088,6.406316,15.714125,4.934476,169.774643,0,48.087036,80.039192,66.723984,8.611580,20.452694,8.583254,16.437559,8.609472,16.002754,8.781783,15.294604,9.799001,16.779581,10.942684,15.660692,11.335511,16.678932,0,0.02317,0.00084,0.00078,0.00375,0.00076,0.00154,0.00155,0.00157,-1.47401,0.10447,3.20871,5.196354,0.000000,4.036348,4.914628,24.271427
0.041,0,0,0,1,0,0,0,0,0,0,7.520164,0.901624,17.337824,4.282262,3.792300,19.490614,5.980056,15.605033,-8.175905,17.821068,6.404987,15.738827,4.926734,169.922974,0,47.892277,80.020821,66.884926,8.611499,20.443506,8.584580,16.433811,8.611992,15.998643,8.784814,15.288667,9.796839,16.777172,10.944054,15.661918,11.336639,16.680620,0,0.02347,0.00080,0.00077,0.00417,0.00074,0.00149,0.00152,0.00167,-1.46652,0.10491,3.20818,5.188124,0.000000,4.037857,4.909176,24.085510
0.042,0,0,0,1,0,0,0,0,0,0,7.520509,0.902162,17.340893,4.283640,3.793288,19.485310,5.978104,15.596912,-8.166542,17.830050,6.403657,15.763528,4.918992,170.071304,0,47.697517,80.002449,67.045868,8.611417,20.434317,8.585907,16.430063,8.614511,15.994531,8.787845,15.282729,9.794676,16.774765,10.945423,15.663144,11.337769,16.682310,0,0.02358,0.00077,0.00076,0.00425,0.00073,0.00128,0.00146,0.00168,-1.46398,0.10244,3.20796,5.180259,0.000000,4.038775,4.903723,23.899593
0.043,0,0,0,1,0,0,0,0,0,0,7.520855,0.902700,17.343960,4.285018,3.794276,19.480007,5.976153,15.588791,-8.157179,17.839029,6.402328,15.788230,4.911250,170.219635,0,47.502758,79.984077,67.206810,8.611335,20.425129,8.587234,16.426315,8.617030,15.990419,8.790874,15.276792,9.792514,16.772356,10.946793,15.664370,11.338898,16.684000,0,0.02212,0.00076,0.00075,0.00408,0.00074,0.00096,0.00141,0.00170,-1.45710,0.10200,3.20788,5.172504,0.000000,4.039515,4.898271,23.713676
0.044,0,0,0,1,0,0,0,0,0,0,7.530598,0.918691,17.344893,4.284174,3.792986,19.473154,5.974447,15.580751,-8.144492,17.850170,6.399506,15.811752,4.904574,169.480377,0,47.536976,79.939156,67.599365,8.610658,20.419308,8.588235,16.416075,8.616229,15.975426,8.796162,15.262728,9.786120,16.765854,10.947983,15.665993,11.339688,16.684875,0,0.02112,0.00076,0.00074,0.00398,0.00075,0.00087,0.00138,0.00154,-1.45125,0.10335,3.20801,5.165218,0.000000,4.038826,4.892060,23.457777
0.045,0,0,0,1,0,0,0,0,0,0,7.540940,0.935668,17.345686,4.283189,3.791550,19.466202,5.972757,15.572717,-8.131593,17.861446,6.396588,15.835198,4.897966,168.684464,0,47.585804,79.892532,68.006706,8.609943,20.413702,8.589216,16.405420,8.615216,15.959737,8.801593,15.248145,9.779456,16.759090,10.949161,15.667642,11.340458,16.685699,0,0.02065,0.00076,0.00073,0.00422,0.00079,0.00086,0.00181,0.00135,-1.44360,0.10150,3.20824,5.158074,0.000000,4.037705,4.885801,23.197409
0.046,0,0,0,1,0,0,0,0,0,0,7.551282,0.952645,17.346481,4.282203,3.790115,19.459249,5.971067,15.564682,-8.118693,17.872725,6.393670,15.858645,4.891359,167.888550,0,47.634636,79.845909,68.414047,8.609228,20.408096,8.590198,16.394766,8.614203,15.944049,8.807024,15.233562,9.772793,16.752327,10.950339,15.669291,11.341228,16.686522,0,0.02038,0.00075,0.00073,0.00424,0.00079,0.00084,0.00200,0.00125,-1.43837,0.10028,3.20826,5.151307,0.000000,4.036403,4.879542,22.937040
0.047,0,0,0,1,0,0,0,0,0,0,7.561625,0.969622,17.347275,4.281218,3.788679,19.452299,5.969377,15.556647,-8.105794,17.884001,6.390752,15.882092,4.884751,167.092636,0,47.683468,79.799286,68.821388,8.608514,20.402491,8.591178,16.384111,8.613191,15.928360,8.812455,15.218980,9.766129,16.745565,10.951518,15.670938,11.341997,16.687346,0,0.02033,0.00075,0.00072,0.00410,0.00078,0.00083,0.00223,0.00124,-1.43086,0.10074,3.20818,5.144654,0.000000,4.035046,4.873283,22.676672
0.048,0,0,0,1,0,0,0,0,0,0,7.564401,0.971489,17.349998,4.280513,3.789687,19.445618,5.968024,15.548429,-8.083953,17.897501,6.383753,15.904289,4.878932,165.712570,0,47.857712,79.653671,69.189034,8.611355,20.393471,8.593116,16.382812,8.609959,15.918670,8.821089,15.203237,9.759954,16.738703,10.952814,15.672532,11.342576,16.689001,0,0.02050,0.00073,0.00072,0.00394,0.00076,0.00083,0.00225,0.00130,-1.42402,0.09922,3.20847,5.138288,0.000000,4.034664,4.866910,22.338140
0.049,0,0,0,1,0,0,0,0,0,0,7.566694,0.972392,17.352846,4.279826,3.790852,19.438953,5.966692,15.540197,-8.061542,17.911142,6.376493,15.926407,4.873163,164.295212,0,48.039959,79.501740,69.554146,8.614424,20.384233,8.595116,16.382111,8.606586,15.909362,8.829926,15.187419,9.753812,16.731834,10.954119,15.674122,11.343143,16.690710,0,0.02054,0.00074,0.00074,0.00381,0.00075,0.00083,0.00224,0.00133,-1.41526,0.09850,3.20893,5.132008,0.000000,4.034577,4.860529,21.994619
