"Time","v3 L COP","v2 R COP","47 RDS cle","45  R marks","39 FRx (cm)","35 HRx (cm)","48 LDS cle","46 L marks","37 FLx (cm)","33 HLx (cm)","v1 xCoM","3 Platform","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","m3 RDS cle","m1 R marks","38 FLy (cm)","36 HRy (cm)","35a HRx (cm)","m4 LDS cle","m2 L marks","37a FLx (cm)","34 HLy (cm)","33a HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","11 Gr","10 Gs","9 TA","8 St","7 BF","6 Ip","5 VL","4 GM","2 Trdml","12 Sync","1 Synch"
0.000,0.000000,0.000000,1,0,19.718229,16.487648,1,0,18.095774,15.296470,5.269242,-0.00003,7.482359,0.692504,2.568397,5.139045,17.489500,5.073667,17.110489,1,0,6.486262,3.256566,-11.268279,1,0,-9.828521,5.560374,32.426212,172.159424,0,44.896412,91.754440,80.506531,8.803527,20.458324,8.556233,17.170624,8.563973,16.591591,8.696314,15.717273,9.643254,17.006914,10.796496,16.213299,11.224854,17.130213,-0.01844,-0.01373,-0.02051,0.00327,0.00831,-0.01235,0.00502,0.00358,0.10398,0,3.27710
0.001,0.000000,0.000000,1,0,19.733456,16.476637,1,0,18.085758,15.329814,5.275694,0.00013,7.483703,0.683022,2.639757,5.141911,17.490631,5.075072,16.097181,1,0,6.487023,3.256821,-11.373292,1,0,-9.808920,5.564626,32.605087,172.632965,0,44.391293,91.888611,80.906113,8.804786,20.471502,8.553116,17.157528,8.563446,16.580141,8.692714,15.704069,9.633044,16.998491,10.792099,16.213518,11.219328,17.129126,-0.02104,-0.01277,-0.02043,0.00341,0.00800,-0.01246,0.00543,0.00344,0.10655,0,3.27687
0.002,0.000000,0.000000,1,0,19.748682,16.465626,1,0,18.075743,15.363158,5.282195,0.00015,7.485046,0.673539,2.711116,5.144778,17.491762,5.076477,15.083873,1,0,6.487785,3.257077,-11.478306,1,0,-9.789320,5.568879,32.783958,173.106506,0,43.886173,92.022774,81.305695,8.806046,20.484678,8.549997,17.144432,8.562920,16.568691,8.689115,15.690866,9.622833,16.990067,10.787701,16.213739,11.213801,17.128040,-0.01573,-0.01544,-0.02192,0.00626,0.00817,-0.01257,0.00581,0.00242,0.10587,0,3.27737
0.003,0.000000,0.000000,1,0,19.763908,16.454615,1,0,18.065727,15.396503,5.288702,-0.00025,7.486389,0.664056,2.782475,5.147645,17.492893,5.077882,14.070564,1,0,6.488547,3.257332,-11.583319,1,0,-9.769720,5.573131,32.962833,173.580032,0,43.381054,92.156944,81.705276,8.807304,20.497854,8.546880,17.131336,8.562392,16.557241,8.685514,15.677662,9.612622,16.981644,10.783303,16.213959,11.208275,17.126953,-0.01980,-0.01458,-0.02133,0.00269,0.00890,-0.01262,0.00771,0.00266,0.10436,0,3.27806
0.004,0.000000,0.000000,1,0,19.777033,16.443184,1,0,18.055853,15.429989,5.294953,0.00010,7.490443,0.660997,2.849303,5.150495,17.496838,5.075525,13.092822,1,0,6.491206,3.259082,-11.690125,1,0,-9.729591,5.585423,33.061192,174.084274,0,42.896736,92.276009,82.054886,8.808623,20.517052,8.545236,17.119246,8.563550,16.547766,8.683514,15.666798,9.604465,16.975138,10.780338,16.215418,11.203948,17.127131,-0.01957,-0.01431,-0.02043,0.00281,0.01035,-0.01252,0.00393,0.00354,0.10374,0,3.27753
0.005,0.000000,0.000000,1,0,19.788532,16.431429,1,0,18.046083,15.463583,5.301170,-0.00015,7.496592,0.662903,2.912628,5.153332,17.502954,5.070260,12.142575,1,0,6.495332,3.261986,-11.798318,1,0,-9.673593,5.603930,33.097313,174.612259,0,42.428505,92.383408,82.365875,8.809989,20.540903,8.544732,17.107933,8.566011,16.539816,8.682749,15.657743,9.597895,16.970114,10.778481,16.217836,11.200550,17.128284,-0.01863,-0.01167,-0.02128,0.00159,0.00935,-0.01257,0.00759,0.00235,0.10414,0,3.27669
0.006,0.000000,0.000000,1,0,19.800032,16.419674,1,0,18.036316,15.497178,5.307156,0.00025,7.502740,0.664809,2.975953,5.156169,17.509071,5.064995,11.192327,1,0,6.499458,3.264890,-11.906510,1,0,-9.617594,5.622438,33.133434,175.140244,0,41.960274,92.490807,82.676857,8.811354,20.564754,8.544229,17.096621,8.568472,16.531866,8.681984,15.648687,9.591324,16.965090,10.776624,16.220255,11.197152,17.129438,-0.01936,-0.01385,-0.01989,0.00322,0.00844,-0.01164,0.00517,0.00405,0.10243,0,3.27688
0.007,0.000000,0.000000,1,0,19.811531,16.407919,1,0,18.026548,15.530772,5.313111,0.00010,7.508890,0.666715,3.039278,5.159006,17.515188,5.059730,10.242081,1,0,6.503583,3.267794,-12.014703,1,0,-9.561595,5.640945,33.169556,175.668228,0,41.492039,92.598206,82.987846,8.812719,20.588608,8.543724,17.085308,8.570933,16.523914,8.681219,15.639633,9.584754,16.960066,10.774767,16.222673,11.193754,17.130592,-0.01952,-0.01494,-0.02123,0.00358,0.00937,-0.01273,0.00652,0.00316,0.10015,0,3.27734
0.008,0.000000,0.000000,1,0,19.820879,16.395691,1,0,18.016874,15.564391,5.318948,-0.00013,7.509598,0.667066,3.092242,5.162109,17.520302,5.045237,9.347744,1,0,6.504827,3.270602,-12.129478,1,0,-9.492766,5.660511,33.119980,175.595688,0,41.207188,92.614594,83.223991,8.808122,20.583643,8.544445,17.076176,8.570757,16.515409,8.680891,15.630311,9.578229,16.954948,10.771908,16.223463,11.190081,17.131641,-0.01874,-0.01345,-0.02107,0.00367,0.00943,-0.01277,0.00517,0.00294,0.09914,0,3.27750
0.009,0.000000,0.000000,1,0,19.828560,16.383097,1,0,18.007273,15.598029,5.324769,0.00000,7.506102,0.666216,3.137196,5.165418,17.524639,5.023610,8.496630,1,0,6.503842,3.273336,-12.249343,1,0,-9.414019,5.680895,33.004158,175.058929,0,41.064098,92.560623,83.402275,8.798915,20.556404,8.546111,17.068731,8.568542,16.506474,8.680901,15.620784,9.571739,16.949759,10.768275,16.222994,11.186193,17.132610,-0.01834,-0.01379,-0.02145,0.00288,0.00923,-0.01124,0.00507,0.00255,0.09863,0,3.27757
0.010,0.000000,0.000000,1,0,19.836243,16.370504,1,0,17.997671,15.631667,5.330283,0.00013,7.502605,0.665366,3.182150,5.168727,17.528978,5.001984,7.645515,1,0,6.502858,3.276070,-12.369208,1,0,-9.335271,5.701280,32.888336,174.522171,0,40.921009,92.506660,83.580559,8.789708,20.529163,8.547778,17.061285,8.566328,16.497538,8.680910,15.611257,9.565249,16.944569,10.764642,16.222525,11.182305,17.133577,-0.01938,-0.01284,-0.02115,0.00302,0.01051,-0.01228,0.00717,0.00327,0.09831,0,3.27777
0.011,0.000000,0.000000,1,0,19.843925,16.357910,1,0,17.988070,15.665305,5.335756,-0.00013,7.499108,0.664516,3.227105,5.172036,17.533316,4.980357,6.794401,1,0,6.501873,3.278804,-12.489073,1,0,-9.256524,5.721664,32.772514,173.985413,0,40.777916,92.452690,83.758842,8.780500,20.501925,8.549444,17.053841,8.564114,16.488604,8.680920,15.601729,9.558760,16.939377,10.761008,16.222054,11.178417,17.134546,-0.01924,-0.01260,-0.02018,0.00320,0.00930,-0.01328,0.00580,0.00363,0.09912,0,3.27800
0.012,0.000000,0.000000,1,0,19.849739,16.345098,1,0,17.978865,15.698573,5.340670,0.00003,7.498003,0.670388,3.258122,5.175441,17.537382,4.963497,5.995645,1,0,6.499132,3.283352,-12.599015,1,0,-9.174006,5.744394,32.596420,173.778595,0,40.476498,92.368958,84.023109,8.773710,20.492853,8.551601,17.044809,8.564393,16.478552,8.681322,15.592286,9.551799,16.934708,10.756919,16.222231,11.175229,17.135262,-0.01782,-0.01174,-0.02245,0.00377,0.00839,-0.01131,0.00671,0.00268,0.10374,0,3.27774
0.013,0.000000,0.000000,1,0,19.854111,16.332119,1,0,17.969967,15.731556,5.345508,-0.00013,7.498745,0.681457,3.278365,5.178922,17.541239,4.950320,5.237364,1,0,6.495031,3.289302,-12.701287,1,0,-9.088572,5.768939,32.373734,173.826843,0,40.052681,92.262215,84.353844,8.768789,20.497828,8.554136,17.034552,8.566599,16.467636,8.682028,15.582908,9.544474,16.930441,10.752476,16.222904,11.172582,17.135782,-0.01784,-0.01210,-0.02043,0.00342,0.00729,-0.01160,0.00546,0.00455,0.10476,0,3.27736
0.014,0.000000,0.000000,1,0,19.858480,16.319141,1,0,17.961069,15.764539,5.349897,0.00018,7.499487,0.692526,3.298609,5.182402,17.545094,4.937143,4.479084,1,0,6.490932,3.295253,-12.803558,1,0,-9.003139,5.793483,32.151043,173.875076,0,39.628864,92.155472,84.684570,8.763867,20.502804,8.556672,17.024294,8.568806,16.456722,8.682734,15.573530,9.537148,16.926172,10.748034,16.223579,11.169933,17.136303,-0.01981,-0.01438,-0.02148,0.00458,0.00735,-0.01182,0.00708,0.00303,0.10448,0,3.27728
0.015,0.000000,0.000000,1,0,19.862850,16.306162,1,0,17.952171,15.797522,5.354226,-0.00003,7.500230,0.703595,3.318852,5.185883,17.548950,4.923966,3.720803,1,0,6.486832,3.301203,-12.905830,1,0,-8.917705,5.818028,31.928356,173.923325,0,39.205048,92.048729,85.015305,8.758946,20.507778,8.559208,17.014038,8.571012,16.445808,8.683439,15.564152,9.529823,16.921906,10.743591,16.224255,11.167286,17.136824,-0.01892,-0.01424,-0.02040,0.00244,0.00845,-0.01279,0.00583,0.00312,0.10495,0,3.27728
0.016,0.000000,0.000000,1,0,19.865580,16.293297,1,0,17.943438,15.829580,5.358318,0.00000,7.499990,0.703560,3.332687,5.189304,17.552177,4.916179,2.998308,1,0,6.485736,3.305425,-13.002935,1,0,-8.828333,5.841399,31.661930,173.492630,0,38.641907,92.013077,85.884865,8.755030,20.512365,8.561185,16.999836,8.570936,16.430746,8.688781,15.537250,9.516167,16.906008,10.738506,16.224573,11.164351,17.136820,-0.01802,-0.01297,-0.02111,0.00325,0.00961,-0.01246,0.00759,0.00341,0.10714,0,3.27680
0.017,0.000000,0.000000,1,0,19.867041,16.280523,1,0,17.934830,15.860924,5.362379,0.00000,7.498989,0.694941,3.341568,5.192679,17.554920,4.912557,2.303477,1,0,6.486964,3.308312,-13.096048,1,0,-8.735916,5.863863,31.361691,172.691727,0,37.971058,92.032387,87.170975,8.751889,20.516651,8.562730,16.982586,8.569098,16.412479,8.697706,15.496799,9.497616,16.881121,10.732925,16.224615,11.161197,17.136412,-0.02012,-0.01255,-0.02043,0.00250,0.00719,-0.01320,0.00654,0.00305,0.10630,0,3.27619
0.018,0.000000,0.000000,1,0,19.868500,16.267748,1,0,17.926222,15.892268,5.366128,0.00005,7.497988,0.686322,3.350449,5.196054,17.557665,4.908935,1.608646,1,0,6.488192,3.311199,-13.189160,1,0,-8.643498,5.886326,31.061453,171.890808,0,37.300209,92.051697,88.457085,8.748749,20.520939,8.564275,16.965336,8.567259,16.394211,8.706632,15.456349,9.479064,16.856234,10.727345,16.224657,11.158042,17.136003,-0.02017,-0.01497,-0.02282,0.00569,0.00785,-0.01225,0.00522,0.00358,0.10464,0,3.27673
0.019,0.000000,0.000000,1,0,19.869961,16.254972,1,0,17.917616,15.923612,5.369835,-0.00013,7.496988,0.677703,3.359330,5.199429,17.560408,4.905313,0.913815,1,0,6.489420,3.314085,-13.282273,1,0,-8.551082,5.908790,30.761213,171.089905,0,36.629360,92.071007,89.743187,8.745609,20.525227,8.565820,16.948086,8.565420,16.375944,8.715557,15.415899,9.460513,16.831347,10.721764,16.224699,11.154887,17.135593,-0.02148,-0.01207,-0.01758,0.00381,0.00500,-0.01305,0.00757,0.00272,0.10355,0,3.27757
0.020,0.000000,1.812729,1,1,19.870472,16.241673,1,0,17.909124,15.953961,5.373085,0.00000,7.496768,0.672250,3.359076,5.202763,17.564150,4.904860,0.240582,1,1,6.491546,3.315870,-13.366611,1,0,-8.452199,5.932041,30.425831,170.579712,0,36.239281,92.025803,90.371552,8.745386,20.523655,8.567900,16.934996,8.564985,16.363266,8.720478,15.395374,9.449634,16.819530,10.717562,16.225962,11.152213,17.138977,-0.01696,-0.01281,-0.02174,0.00309,0.01035,-0.01155,0.00383,0.00165,0.10307,0,3.27756
0.021,0.000000,3.867978,1,0,19.870247,16.227966,1,0,17.900723,15.983542,5.376272,-0.00015,7.497153,0.669245,3.351759,5.206064,17.568665,4.906856,-0.415953,1,0,6.494367,3.316803,-13.444167,1,0,-8.348318,5.955900,30.063282,170.294266,0,36.066257,91.930725,90.491447,8.747419,20.517555,8.570395,16.925121,8.565638,16.354910,8.722304,15.390252,9.444685,16.817820,10.714424,16.228167,11.149911,17.145290,-0.02001,-0.01388,-0.02007,0.00339,0.00941,-0.01174,0.00581,0.00419,0.10078,0,3.27733
0.022,0.000000,4.112206,1,0,19.870024,16.214258,1,0,17.892321,16.013123,5.379112,0.00003,7.497538,0.666241,3.344443,5.209365,17.573181,4.908852,-1.072488,1,0,6.497187,3.317735,-13.521723,1,0,-8.244437,5.979759,29.700731,170.008820,0,35.893230,91.835640,90.611343,8.749453,20.511454,8.572888,16.915247,8.566289,16.346554,8.724132,15.385130,9.439735,16.816109,10.711287,16.230371,11.147609,17.151604,-0.01771,-0.01283,-0.02033,0.00388,0.00836,-0.01289,0.00477,0.00331,0.09829,0,3.27716
0.023,0.000000,4.114144,1,0,19.869799,16.200552,1,0,17.883919,16.042704,5.381905,-0.00003,7.497922,0.663236,3.337126,5.212667,17.577696,4.910848,-1.729024,1,0,6.500008,3.318668,-13.599277,1,0,-8.140556,6.003618,29.338181,169.723373,0,35.720207,91.740562,90.731232,8.751486,20.505354,8.575383,16.905371,8.566941,16.338198,8.725958,15.380009,9.434787,16.814398,10.708149,16.232576,11.145307,17.157917,-0.01725,-0.01326,-0.02182,0.00341,0.00912,-0.01353,0.00641,0.00371,0.10052,0,3.27701
0.024,0.000000,4.117844,1,0,19.867882,16.186800,1,0,17.875587,16.071936,5.384543,0.00000,7.501259,0.659842,3.325519,5.215971,17.582350,4.913773,-2.370862,1,0,6.501590,3.320791,-13.657434,1,0,-8.021307,6.025977,28.927402,169.445969,0,35.663628,91.663239,90.812904,8.742313,20.490007,8.576792,16.894684,8.567326,16.328262,8.728031,15.377309,9.431100,16.814541,10.706011,16.236115,11.142895,17.163841,-0.01907,-0.01237,-0.02039,0.00223,0.00926,-0.01187,0.00437,0.00282,0.10172,0,3.27698
0.025,0.000000,4.121779,1,0,19.864656,16.173014,1,0,17.867313,16.100899,5.387160,-0.00015,7.506878,0.656147,3.310596,5.219279,17.587112,4.917417,-3.001341,1,0,6.502216,3.323835,-13.700592,1,0,-7.890177,6.047175,28.479340,169.174789,0,35.697067,91.599640,90.865028,8.724481,20.467518,8.577361,16.883368,8.567504,16.317104,8.730295,15.376482,9.428389,16.816118,10.704646,16.240683,11.140399,17.169464,-0.01816,-0.01387,-0.02099,0.00262,0.00833,-0.01336,0.00583,0.00361,0.10221,0,3.27698
0.026,0.000000,4.124995,1,0,19.861431,16.159225,1,0,17.859037,16.129862,5.389689,-0.00013,7.512497,0.652452,3.295672,5.222587,17.591873,4.921062,-3.631819,1,0,6.502841,3.326878,-13.743751,1,0,-7.759047,6.068373,28.031277,168.903610,0,35.730511,91.536041,90.917152,8.706647,20.445026,8.577930,16.872051,8.567681,16.305946,8.732560,15.375656,9.425678,16.817694,10.703280,16.245251,11.137904,17.175087,-0.01677,-0.01306,-0.02099,0.00427,0.01006,-0.01283,0.00506,0.00246,0.10312,0,3.27698
0.027,0.000000,4.128114,1,0,19.858204,16.145439,1,0,17.850763,16.158825,5.392206,0.00025,7.518116,0.648758,3.280749,5.225895,17.596636,4.924706,-4.262297,1,0,6.503467,3.329921,-13.786910,1,0,-7.627916,6.089571,27.583214,168.632431,0,35.763950,91.472443,90.969276,8.688814,20.422535,8.578500,16.860735,8.567860,16.294788,8.734824,15.374829,9.422967,16.819271,10.701915,16.249819,11.135408,17.180710,-0.01904,-0.01230,-0.02011,0.00246,0.00931,-0.01152,0.00583,0.00314,0.10657,0,3.27698
0.028,0.000000,4.127753,1,0,19.853216,16.131361,1,0,17.843119,16.186829,5.394610,0.00015,7.518523,0.649532,3.259310,5.229280,17.599638,4.925360,-4.859175,1,0,6.503137,3.331092,-13.797964,1,0,-7.471842,6.112443,27.069323,168.250580,0,35.784302,91.512245,91.120872,8.676603,20.404762,8.581223,16.846346,8.569249,16.283487,8.738434,15.372665,9.421129,16.819679,10.702563,16.255955,11.134207,17.187271,-0.01771,-0.01448,-0.02141,0.00239,0.00963,-0.01090,0.00540,0.00295,0.10641,0,3.27680
0.029,0.000000,4.126927,1,0,19.846867,16.117058,1,0,17.835964,16.214088,5.397000,-0.00028,7.514899,0.653761,3.232836,5.232723,17.601284,4.923704,-5.430078,1,0,6.502070,3.330816,-13.784201,1,0,-7.296485,6.136608,26.504543,167.783173,0,35.794529,91.631966,91.349373,8.668739,20.390638,8.585612,16.829584,8.571576,16.272074,8.743084,15.369469,9.419966,16.819185,10.704768,16.263302,11.134006,17.194561,-0.01341,-0.01334,-0.02169,0.00223,0.00809,-0.01264,0.00582,0.00411,0.10529,0,3.27657
0.030,0.000000,4.125803,1,0,19.840517,16.102755,1,0,17.828810,16.241348,5.399012,0.00018,7.511275,0.657991,3.206362,5.236167,17.602928,4.922048,-6.000981,1,0,6.501002,3.330539,-13.770437,1,0,-7.121129,6.160773,25.939764,167.315765,0,35.804760,91.751694,91.577866,8.660875,20.376513,8.590001,16.812822,8.573903,16.260660,8.747734,15.366272,9.418802,16.818689,10.706972,16.270649,11.133805,17.201849,-0.02448,-0.01404,-0.02063,0.00250,0.00737,-0.01277,0.00612,0.00361,0.10495,0,3.27706
0.031,0.000000,4.124640,1,0,19.834167,16.088451,1,0,17.821655,16.268608,5.400973,0.00015,7.507651,0.662220,3.179887,5.239610,17.604572,4.920391,-6.571884,1,0,6.499935,3.330263,-13.756673,1,0,-6.945772,6.184938,25.374987,166.848358,0,35.814991,91.871422,91.806358,8.653011,20.362389,8.594390,16.796061,8.576229,16.249247,8.752384,15.363075,9.417639,16.818195,10.709177,16.277996,11.133604,17.209139,-0.01620,-0.01180,-0.02256,0.00342,0.00880,-0.01232,0.00572,0.00433,0.10599,0,3.27775
0.032,0.000000,4.127669,1,0,19.826647,16.074329,1,0,17.814762,16.294220,5.402256,-0.00003,7.506932,0.667208,3.142899,5.242838,17.607567,4.920411,-7.071979,1,0,6.501307,3.334853,-13.696958,1,0,-6.735492,6.205330,24.749853,166.475449,0,35.883503,91.897102,92.080116,8.646836,20.353483,8.596170,16.781981,8.578012,16.235710,8.757970,15.359653,9.415471,16.818247,10.710098,16.285494,11.133826,17.217531,-0.01758,-0.01315,-0.02073,0.00346,0.00754,-0.01281,0.00488,0.00292,0.10445,0,3.27789
0.033,0.000000,4.131259,1,0,19.818222,16.060350,1,0,17.808071,16.318560,5.403450,-0.00007,7.508460,0.672783,3.097783,5.245900,17.611605,4.921726,-7.517334,1,0,6.504564,3.343204,-13.601720,1,0,-6.498216,6.222805,24.078064,166.175598,0,35.997074,91.850082,92.388870,8.641966,20.348614,8.595934,16.769974,8.579374,16.220531,8.764278,15.356055,9.412528,16.818718,10.710028,16.293104,11.134377,17.226774,-0.02090,-0.01329,-0.01895,0.00189,0.00823,-0.01213,0.00584,0.00345,0.10230,0,3.27789
0.034,0.000000,4.136617,1,0,19.809797,16.046370,1,0,17.801380,16.342899,5.404078,-0.00022,7.509987,0.678357,3.052668,5.248962,17.615643,4.923041,-7.962690,1,0,6.507821,3.351556,-13.506481,1,0,-6.260940,6.240280,23.406275,165.875748,0,36.110641,91.803070,92.697617,8.637096,20.343746,8.595697,16.757967,8.580736,16.205353,8.770587,15.352458,9.409585,16.819191,10.709957,16.300716,11.134926,17.236019,-0.02226,-0.01323,-0.01909,0.00278,0.00814,-0.01182,0.00450,0.00328,0.10088,0,3.27777
0.035,0.000000,4.142210,1,0,19.801373,16.032391,1,0,17.794689,16.367237,5.404631,-0.00018,7.511514,0.683931,3.007552,5.252024,17.619680,4.924356,-8.408047,1,0,6.511078,3.359907,-13.411243,1,0,-6.023664,6.257755,22.734486,165.575912,0,36.224213,91.756050,93.006371,8.632226,20.338877,8.595461,16.745960,8.582098,16.190176,8.776896,15.348861,9.406642,16.819662,10.709886,16.308327,11.135476,17.245264,-0.01802,-0.01380,-0.02065,0.00267,0.00773,-0.01280,0.00473,0.00222,0.10009,0,3.27762
0.036,0.000000,4.145199,1,0,19.792126,16.018822,1,0,17.788521,16.389582,5.404860,0.00013,7.510547,0.684468,2.954863,5.255014,17.622261,4.924478,-8.762938,1,0,6.511859,3.365596,-13.296417,1,0,-5.737419,6.277045,22.021816,165.887222,0,36.087963,91.642487,93.339470,8.626185,20.329243,8.593554,16.740580,8.585533,16.179825,8.782310,15.345757,9.402640,16.820539,10.708139,16.314949,11.135301,17.251848,-0.01925,-0.01299,-0.01967,0.00288,0.00822,-0.01281,0.00474,0.00298,0.09804,0,3.27741
0.037,0.000000,4.147839,1,0,19.782244,16.005573,1,0,17.782753,16.410383,5.405047,0.00010,7.507652,0.681110,2.896318,5.257950,17.623716,4.923676,-9.047899,1,0,6.510725,3.369226,-13.166450,1,0,-5.413319,6.297739,21.277542,166.670975,0,35.758598,91.477486,93.691406,8.619239,20.315924,8.590356,16.740324,8.590569,16.173204,8.787034,15.343038,9.397820,16.821732,10.705098,16.320807,11.134566,17.256376,-0.01832,-0.01394,-0.02012,0.00433,0.00895,-0.01302,0.00563,0.00288,0.09714,0,3.27718
0.038,0.000000,4.148777,1,0,19.772364,15.992324,1,0,17.776985,16.431185,5.404943,0.00013,7.504756,0.677752,2.837774,5.260885,17.625172,4.922874,-9.332859,1,0,6.509592,3.372857,-13.036482,1,0,-5.089218,6.318433,20.533270,167.454742,0,35.429230,91.312477,94.043335,8.612292,20.302605,8.587158,16.740068,8.595606,16.166586,8.791758,15.340318,9.392998,16.822924,10.702057,16.326664,11.133831,17.260906,-0.01866,-0.01348,-0.01894,0.00391,0.00922,-0.01323,0.00627,0.00384,0.10106,0,3.27731
0.039,0.000000,4.149489,1,0,19.762482,15.979074,1,0,17.771217,16.451986,5.404799,0.00000,7.501861,0.674394,2.779230,5.263820,17.626627,4.922073,-9.617819,1,0,6.508459,3.376488,-12.906514,1,0,-4.765118,6.339127,19.788996,168.238510,0,35.099865,91.147476,94.395264,8.605346,20.289286,8.583960,16.739813,8.600642,16.159966,8.796481,15.337598,9.388177,16.824116,10.699016,16.332521,11.133096,17.265434,-0.01589,-0.01442,-0.02240,0.00470,0.00695,-0.01340,0.00485,0.00314,0.10229,0,3.27754
0.040,0.000000,4.150999,1,0,19.751921,15.966316,1,0,17.766216,16.471003,5.404313,0.00003,7.501681,0.675229,2.714478,5.266632,17.630774,4.923727,-9.811604,1,0,6.508807,3.377813,-12.775971,1,0,-4.390335,6.355257,19.026127,168.346039,0,34.937229,91.058632,94.763229,8.602286,20.278158,8.583393,16.736217,8.602559,16.156435,8.800388,15.335268,9.383997,16.824997,10.696729,16.338507,11.133098,17.270159,-0.02089,-0.01375,-0.01968,0.00344,0.01009,-0.01288,0.00528,0.00301,0.10233,0,3.27741
0.041,0.000000,4.152615,1,0,19.740833,15.953937,1,0,17.761808,16.488642,5.403782,0.00028,7.503601,0.679305,2.644927,5.269349,17.636997,4.927279,-9.934906,1,0,6.510300,3.377356,-12.644985,1,0,-3.976370,6.367858,18.248882,167.930786,0,34.903488,91.028664,95.143585,8.602231,20.268724,8.584861,16.730043,8.602063,16.155291,8.803664,15.333238,9.380313,16.825640,10.695024,16.344593,11.133669,17.275038,-0.02173,-0.01385,-0.02147,0.00366,0.00960,-0.01292,0.00654,0.00242,0.10327,0,3.27718
0.042,0.000000,4.154183,1,0,19.729748,15.941558,1,0,17.757399,16.506279,5.402880,-0.00003,7.505520,0.683382,2.575376,5.272065,17.643223,4.930831,-10.058208,1,0,6.511793,3.376899,-12.513999,1,0,-3.562406,6.380460,17.471638,167.515549,0,34.869743,90.998695,95.523941,8.602177,20.259291,8.586329,16.723869,8.601567,16.154146,8.806940,15.331208,9.376629,16.826284,10.693320,16.350677,11.134240,17.279915,-0.00856,-0.01317,-0.02252,0.00194,0.00906,-0.01163,0.00642,0.00183,0.10668,0,3.27695
0.043,0.000000,4.155745,1,0,19.718660,15.929178,1,0,17.752991,16.523916,5.401928,0.00000,7.507439,0.687458,2.505824,5.274781,17.649446,4.934383,-10.181510,1,0,6.513286,3.376441,-12.383013,1,0,-3.148442,6.393062,16.694393,167.100296,0,34.836002,90.968727,95.904305,8.602122,20.249857,8.587796,16.717695,8.601072,16.153002,8.810216,15.329178,9.372945,16.826927,10.691616,16.356764,11.134811,17.284792,-0.00876,-0.01262,-0.02074,0.00234,0.00977,-0.01356,0.00374,0.00405,0.10651,0,3.27672
0.044,0.000000,4.155574,1,0,19.708069,15.917240,1,0,17.749790,16.540134,5.400622,-0.00013,7.504718,0.685644,2.434751,5.277226,17.653900,4.935443,-10.242453,1,0,6.514221,3.376176,-12.265874,1,0,-2.660190,6.406605,15.910940,167.000778,0,34.828648,90.914345,96.235130,8.602804,20.243326,8.587297,16.710159,8.601304,16.149536,8.812648,15.328314,9.370226,16.828007,10.690081,16.361124,11.136806,17.288668,-0.01933,-0.01266,-0.02030,0.00040,0.00936,-0.01102,0.00679,0.00402,0.10531,0,3.27643
0.045,0.000000,4.155173,1,0,19.697861,15.905643,1,0,17.747524,16.555252,5.399269,0.00015,7.498409,0.679276,2.362500,5.279462,17.656984,4.934577,-10.255188,1,0,6.514726,3.376058,-12.159440,1,0,-2.114509,6.420877,15.122689,167.145355,0,34.841694,90.841087,96.527672,8.604056,20.239040,8.585279,16.701571,8.602098,16.144279,8.814427,15.328352,9.368254,16.829424,10.688675,16.364153,11.139901,17.291769,-0.01571,-0.01285,-0.02256,0.00322,0.00924,-0.01234,0.00406,0.00281,0.10482,0,3.27613
0.046,0.000000,4.154593,1,0,19.687651,15.894046,1,0,17.745258,16.570372,5.397811,-0.00013,7.492100,0.672909,2.290249,5.281698,17.660070,4.933710,-10.267923,1,0,6.515230,3.375941,-12.053006,1,0,-1.568829,6.435148,14.334437,167.289917,0,34.854744,90.767830,96.820221,8.605308,20.234753,8.583261,16.692982,8.602893,16.139023,8.816206,15.328389,9.366281,16.830841,10.687269,16.367182,11.142996,17.294870,-0.02220,-0.01254,-0.02077,0.00340,0.00796,-0.01347,0.00564,0.00571,0.10544,0,3.27673
0.047,0.000000,4.153990,1,0,19.677443,15.882448,1,0,17.742992,16.585489,5.396339,-0.00020,7.485791,0.666541,2.217998,5.283933,17.663155,4.932843,-10.280660,1,0,6.515735,3.375823,-11.946571,1,0,-1.023148,6.449420,13.546185,167.434479,0,34.867790,90.694572,97.112762,8.606560,20.230465,8.581244,16.684391,8.603687,16.133766,8.817986,15.328427,9.364308,16.832258,10.685863,16.370211,11.146091,17.297972,-0.01263,-0.01536,-0.02166,0.00299,0.00847,-0.01277,0.00602,0.00936,0.10368,0,3.27757
