"Time","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","37 FLx (cm)","36 HRy (cm)","35 HRx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
0.000,0,0,7.120282,1.023014,5.996448,14.041035,4.964613,15.744288,6.763855,14.718272,4.838423,11.065698,6.771404,12.891947,108.174004,0,98.946785,94.077805,89.794685,7.949702,16.280266,8.063222,11.292138,8.225148,10.796621,9.266758,10.794965,9.549026,12.572657,11.043433,12.443371,11.117868,13.341091,0,0.00226,0.00242,0.00101,0.00096,0.00061,0.00094,0.00091,0.00219,-1.48646,0.11262,3.27783,11.292138
0.001,0,0,7.121067,1.027379,5.994243,14.046307,4.964983,15.732310,6.761013,14.764270,4.836414,11.061327,6.772293,12.888611,108.223511,0,99.460762,94.000023,89.979431,7.950871,16.276033,8.067645,11.281023,8.236101,10.788010,9.271070,10.799535,9.547043,12.578244,11.041737,12.452225,11.117349,13.352868,0,0.00222,0.00258,0.00121,0.00097,0.00064,0.00095,0.00092,0.00232,-1.48544,0.11164,3.27818,11.281023
0.002,0,0,7.117946,1.020942,5.996771,14.055575,4.967318,15.720690,6.756583,14.806830,4.835419,11.056785,6.773406,12.876522,108.084831,0,100.162788,93.599983,89.783340,7.951142,16.268839,8.069194,11.274608,8.244632,10.782828,9.275270,10.810452,9.545054,12.590091,11.039255,12.458836,11.115134,13.361805,0,0.00220,0.00280,0.00138,0.00096,0.00063,0.00095,0.00088,0.00232,-1.48655,0.10964,3.27773,11.274608
0.003,0,0,7.113885,1.011905,6.000438,14.065805,4.970125,15.709155,6.751770,14.848564,4.834669,11.052201,6.774573,12.862326,107.900856,0,100.910072,93.122375,89.495583,7.951197,16.260931,8.070049,11.269323,8.252580,10.778472,9.279442,10.822896,9.543066,12.603443,11.036584,12.464907,11.112513,13.370058,0,0.00219,0.00293,0.00156,0.00093,0.00063,0.00094,0.00086,0.00238,-1.48811,0.10793,3.27729,11.269323
0.004,0,0,7.109824,1.002867,6.004104,14.076035,4.972932,15.697619,6.746958,14.890298,4.833918,11.047618,6.775740,12.848129,107.716873,0,101.657364,92.644775,89.207825,7.951252,16.253023,8.070906,11.264039,8.260528,10.774117,9.283615,10.835340,9.541078,12.616796,11.033914,12.470977,11.109891,13.378310,0,0.00213,0.00292,0.00169,0.00093,0.00064,0.00094,0.00086,0.00243,-1.49465,0.10964,3.27752,11.264039
0.005,0,0,7.105762,0.993830,6.007771,14.086266,4.975739,15.686085,6.742146,14.932032,4.833167,11.043034,6.776907,12.833933,107.532898,0,102.404655,92.167168,88.920067,7.951308,16.245113,8.071762,11.258755,8.268475,10.769760,9.287787,10.847785,9.539089,12.630149,11.031242,12.477048,11.107269,13.386563,0,0.00209,0.00292,0.00186,0.00088,0.00064,0.00093,0.00083,0.00243,-1.48646,0.11239,3.27774,11.258755
0.006,0,0,7.103850,0.996782,6.011342,14.093962,4.978815,15.675328,6.737240,14.983265,4.829213,11.041246,6.775467,12.823549,107.995781,0,102.810463,92.131615,88.920517,7.951827,16.241968,8.072734,11.253911,8.278946,10.766821,9.292938,10.854336,9.539459,12.637361,11.031911,12.487337,11.106039,13.396530,0,0.00200,0.00290,0.00192,0.00086,0.00064,0.00092,0.00082,0.00244,-1.48564,0.11249,3.27782,11.253911
0.007,0,0,7.102454,1.002619,6.014889,14.101048,4.981955,15.664761,6.732311,15.036784,4.824487,11.040131,6.773400,12.814083,108.614365,0,103.134071,92.202454,88.990341,7.952457,16.239969,8.073733,11.249173,8.290024,10.764223,9.298326,10.859468,9.540397,12.643094,11.033383,12.498641,11.105144,13.406910,0,0.00203,0.00315,0.00210,0.00084,0.00064,0.00091,0.00084,0.00251,-1.48578,0.11092,3.27787,11.249173
0.008,0,0,7.101059,1.008456,6.018436,14.108133,4.985095,15.654192,6.727382,15.090304,4.819761,11.039016,6.771332,12.804617,109.232948,0,103.457687,92.273293,89.060165,7.953088,16.237970,8.074733,11.244435,8.301102,10.761625,9.303712,10.864600,9.541334,12.648828,11.034856,12.509945,11.104248,13.417289,0,0.00212,0.00328,0.00225,0.00087,0.00064,0.00091,0.00083,0.00270,-1.48755,0.10970,3.27726,11.244435
0.009,0,0,7.099663,1.014294,6.021984,14.115220,4.988235,15.643624,6.722453,15.143824,4.815036,11.037901,6.769265,12.795152,109.851532,0,103.781296,92.344131,89.129990,7.953718,16.235970,8.075733,11.239698,8.312180,10.759027,9.309098,10.869733,9.542271,12.654562,11.036328,12.521249,11.103353,13.427669,0,0.00210,0.00346,0.00251,0.00090,0.00063,0.00096,0.00083,0.00309,-1.48536,0.10803,3.27667,11.239698
0.010,0,0,7.095271,1.011264,6.026523,14.127152,4.989760,15.628952,6.719015,15.196546,4.814838,11.037254,6.768453,12.783977,110.378311,0,103.645508,92.086685,89.031448,7.952862,16.231516,8.078011,11.236606,8.321008,10.759378,9.324133,10.875696,9.544626,12.661983,11.039021,12.532552,11.102039,13.437634,0,0.00205,0.00362,0.00287,0.00092,0.00064,0.00097,0.00078,0.00305,-1.48748,0.10691,3.27675,11.236606
0.011,0,0,7.090157,1.006101,6.031301,14.140252,4.990897,15.613293,6.715934,15.249076,4.815731,11.036721,6.767944,12.772390,110.882996,0,103.399147,91.750229,88.892387,7.951647,16.226473,8.080597,11.233910,8.329293,10.760439,9.341489,10.881859,9.547323,12.669810,11.042010,12.543853,11.100626,13.447500,0,0.00205,0.00367,0.00288,0.00089,0.00061,0.00099,0.00077,0.00281,-1.48484,0.10863,3.27684,11.233910
0.012,0,0,7.085043,1.000937,6.036078,14.153352,4.992034,15.597633,6.712854,15.301605,4.816624,11.036188,6.767435,12.760804,111.387688,0,103.152786,91.413773,88.753319,7.950432,16.221428,8.083182,11.231214,8.337580,10.761499,9.358846,10.888022,9.550020,12.677637,11.044998,12.555155,11.099212,13.457366,0,0.00203,0.00372,0.00303,0.00087,0.00062,0.00098,0.00076,0.00269,-1.48452,0.11127,3.27722,11.231214
0.013,0,0,7.079930,0.995774,6.040856,14.166451,4.993171,15.581974,6.709774,15.354136,4.817517,11.035654,6.766925,12.749218,111.892372,0,102.906425,91.077309,88.614258,7.949217,16.216383,8.085768,11.228517,8.345865,10.762560,9.376202,10.894185,9.552717,12.685465,11.047986,12.566457,11.097798,13.467232,0,0.00196,0.00362,0.00315,0.00088,0.00063,0.00096,0.00076,0.00255,-1.48730,0.11136,3.27759,11.228517
0.014,0,0,7.077971,0.994868,6.042146,14.176474,4.993194,15.569636,6.702046,15.402706,4.809351,11.035622,6.770746,12.734107,112.681908,0,103.212082,90.721436,88.472374,7.949716,16.211329,8.087251,11.221397,8.358187,10.762398,9.384518,10.904133,9.552036,12.696279,11.047157,12.575494,11.095761,13.475535,0,0.00177,0.00342,0.00317,0.00089,0.00063,0.00096,0.00077,0.00249,-1.48589,0.11005,3.27775,11.221397
0.015,0,0,7.076772,0.994987,6.042596,14.185757,4.992949,15.558099,6.693200,15.450324,4.799006,11.035709,6.775609,12.718147,113.540001,0,103.650604,90.360893,88.329819,7.950626,16.206274,8.088470,11.213212,8.371480,10.761941,9.390657,10.914991,9.550541,12.707811,11.045409,12.583985,11.093574,13.483462,0,0.00161,0.00327,0.00319,0.00092,0.00063,0.00094,0.00080,0.00229,-1.48716,0.10916,3.27789,11.213212
0.016,0,0,7.075573,0.995106,6.043046,14.195040,4.992705,15.546561,6.684353,15.497942,4.788661,11.035796,6.780473,12.702188,114.398094,0,104.089127,90.000343,88.187256,7.951536,16.201218,8.089687,11.205028,8.384772,10.761484,9.396796,10.925850,9.549047,12.719345,11.043661,12.592477,11.091387,13.491389,0,0.00138,0.00301,0.00318,0.00089,0.00063,0.00094,0.00082,0.00218,-1.48565,0.10765,3.27766,11.205028
0.017,0,0,7.074374,0.995225,6.043496,14.204323,4.992460,15.535024,6.675507,15.545560,4.778316,11.035884,6.785336,12.686228,115.256187,0,104.527641,89.639801,88.044701,7.952446,16.196161,8.090905,11.196842,8.398066,10.761027,9.402936,10.936708,9.547551,12.730878,11.041913,12.600968,11.089200,13.499316,0,0.00127,0.00281,0.00320,0.00087,0.00065,0.00096,0.00083,0.00232,-1.48738,0.10587,3.27744,11.196842
0.018,0,0,7.073324,0.993289,6.045609,14.215240,4.993466,15.524006,6.667475,15.588404,4.767894,11.043817,6.786142,12.675872,119.880638,0,102.879539,89.338799,88.012390,7.952508,16.183163,8.089179,11.195254,8.399339,10.789209,9.414335,10.942431,9.547705,12.737378,11.042192,12.608977,11.087969,13.505271,0,0.00122,0.00259,0.00338,0.00083,0.00065,0.00096,0.00087,0.00263,-1.48624,0.10725,3.27744,11.187882
0.019,0,0,7.072310,0.990858,6.048121,14.226552,4.994772,15.513112,6.659639,15.630097,4.757454,11.053638,6.785972,12.666864,125.411621,0,100.729202,89.052124,88.006607,7.952366,16.168253,8.086744,11.195254,8.397719,10.824286,9.427001,10.946918,9.548254,12.742666,11.042960,12.616870,11.086968,13.510750,0,0.00111,0.00245,0.00336,0.00080,0.00065,0.00095,0.00088,0.00276,-1.48633,0.11035,3.27744,11.178737
0.020,0,1,7.071296,0.988428,6.050633,14.237864,4.996078,15.502219,6.651803,15.671791,4.747015,11.063457,6.785801,12.657857,130.942612,0,98.578857,88.765450,88.000832,7.952224,16.153343,8.084310,11.195254,8.396100,10.859362,9.439666,10.951405,9.548804,12.747955,11.043729,12.624763,11.085968,13.516230,0,0.00112,0.00245,0.00322,0.00082,0.00065,0.00098,0.00086,0.00266,-1.48296,0.11102,3.27751,11.169591
0.021,0,0,7.070282,0.985997,6.053146,14.249175,4.997385,15.491326,6.643967,15.713485,4.736575,11.073278,6.785631,12.648849,136.473587,0,96.428520,88.478783,87.995056,7.952082,16.138433,8.081874,11.195254,8.394480,10.894438,9.452332,10.955891,9.549354,12.753243,11.044497,12.632656,11.084968,13.521708,0,0.00107,0.00233,0.00299,0.00081,0.00061,0.00099,0.00083,0.00253,-1.48621,0.11006,3.27758,11.160445
0.022,0,0,7.067161,0.990563,6.056499,14.259386,4.998912,15.482321,6.635299,15.753139,4.728870,11.087037,6.787238,12.644588,143.905838,0,95.505524,88.479523,88.183456,7.954946,16.124674,8.076941,11.195254,8.412284,10.912696,9.458749,10.960146,9.550835,12.757781,11.046288,12.641322,11.087252,13.530833,0,0.00109,0.00218,0.00284,0.00078,0.00061,0.00098,0.00082,0.00251,-1.48357,0.10967,3.27743,11.133345
0.023,0,0,7.063532,0.996814,6.060056,14.269332,5.000494,15.473770,6.626432,15.792304,4.721823,11.101743,6.789272,12.641466,151.795715,0,94.877937,88.549438,88.418587,7.958532,16.111191,8.071405,11.195254,8.434762,10.926908,9.463662,10.964345,9.552540,12.762138,11.048328,12.650173,11.090326,13.540835,0,0.00111,0.00232,0.00269,0.00078,0.00063,0.00096,0.00081,0.00245,-1.48838,0.10860,3.27729,11.101923
0.024,0,0,7.059904,1.003064,6.063612,14.279278,5.002074,15.465219,6.617565,15.831469,4.714777,11.116448,6.791307,12.638346,159.685593,0,94.250359,88.619362,88.653725,7.962119,16.097708,8.065871,11.195254,8.457241,10.941118,9.468575,10.968545,9.554245,12.766495,11.050367,12.659025,11.093402,13.550838,0,0.00113,0.00237,0.00259,0.00081,0.00063,0.00098,0.00079,0.00239,-1.48743,0.10610,3.27744,11.070501
0.025,0,0,7.056276,1.009315,6.067168,14.289224,5.003655,15.456668,6.608697,15.870633,4.707730,11.131154,6.793342,12.635225,167.575470,0,93.622772,88.689278,88.888863,7.965705,16.084223,8.060336,11.195254,8.479719,10.955329,9.473489,10.972744,9.555950,12.770852,11.052406,12.667876,11.096477,13.560839,0,0.00113,0.00238,0.00256,0.00080,0.00064,0.00099,0.00082,0.00238,-1.48367,0.10704,3.27758,11.039080
0.026,0,0,7.056518,1.010956,6.066031,14.296678,5.005870,15.447042,6.604928,15.910453,4.701129,11.161039,6.795112,12.628520,168.222580,0,91.698509,88.654648,88.708984,7.968019,16.069256,8.073201,11.195254,8.511452,10.993276,9.476257,10.980530,9.559096,12.778622,11.055467,12.674429,11.097587,13.570878,0,0.00116,0.00240,0.00287,0.00079,0.00063,0.00099,0.00082,0.00239,-1.48578,0.11036,3.27735,11.040798
0.027,0,0,7.057691,1.011488,6.063765,14.303533,5.008238,15.437158,6.602386,15.950430,4.694637,11.194579,6.796817,12.620952,167.126389,0,89.462151,88.594856,88.429214,7.970026,16.053930,8.090496,11.195254,8.545412,11.036935,9.478510,10.989180,9.562589,12.787213,11.058773,12.680428,11.098224,13.580926,0,0.00110,0.00215,0.00274,0.00079,0.00062,0.00102,0.00085,0.00233,-1.48630,0.11142,3.27713,11.050493
0.028,0,0,7.058864,1.012020,6.061499,14.310387,5.010605,15.427273,6.599844,15.990407,4.688144,11.228119,6.798523,12.613383,166.030212,0,87.225784,88.535065,88.149445,7.972034,16.038605,8.107790,11.195254,8.579372,11.080594,9.480762,10.997829,9.566081,12.795805,11.062079,12.686426,11.098861,13.590974,0,0.00096,0.00192,0.00268,0.00077,0.00062,0.00098,0.00089,0.00218,-1.48546,0.11057,3.27721,11.060188
0.029,0,0,7.060037,1.012552,6.059232,14.317242,5.012973,15.417389,6.597301,16.030384,4.681652,11.261659,6.800230,12.605816,164.934021,0,84.989418,88.475266,87.869675,7.974041,16.023279,8.125085,11.195254,8.613333,11.124254,9.483016,11.006479,9.569573,12.804397,11.065386,12.692426,11.099498,13.601022,0,0.00097,0.00170,0.00245,0.00074,0.00061,0.00095,0.00094,0.00176,-1.48658,0.11031,3.27728,11.069884
0.030,0,0,7.057569,1.018053,6.059494,14.328322,5.014705,15.407394,6.601614,16.064169,4.670825,11.304878,6.801678,12.595089,164.108948,0,83.237831,88.409401,87.455551,7.972808,16.012297,8.129395,11.216255,8.619490,11.170082,9.474599,11.022780,9.570029,12.820167,11.065037,12.699099,11.098116,13.607511,0,0.00096,0.00139,0.00207,0.00071,0.00061,0.00092,0.00093,0.00145,-1.48631,0.10910,3.27713,11.117649
0.031,0,0,7.054225,1.024750,6.060364,14.340420,5.016284,15.397373,6.607575,16.096462,4.658954,11.350429,6.803065,12.583603,163.349121,0,81.602921,88.342072,87.009087,7.970795,16.002361,8.130579,11.242311,8.618956,11.216434,9.463614,11.040922,9.569756,12.837664,11.063808,12.705935,11.096249,13.613142,0,0.00091,0.00123,0.00208,0.00070,0.00063,0.00089,0.00095,0.00145,-1.48450,0.10656,3.27699,11.174578
0.032,0,0,7.050882,1.031447,6.061234,14.352518,5.017863,15.387352,6.613537,16.128757,4.647084,11.395978,6.804451,12.572116,162.589294,0,79.968010,88.274734,86.562622,7.968781,15.992425,8.131763,11.268368,8.618422,11.262784,9.452630,11.059064,9.569481,12.855161,11.062579,12.712770,11.094380,13.618773,0,0.00090,0.00121,0.00213,0.00070,0.00061,0.00090,0.00096,0.00146,-1.48478,0.10738,3.27737,11.231506
0.033,0,0,7.047538,1.038144,6.062103,14.364616,5.019443,15.377332,6.619499,16.161051,4.635214,11.441527,6.805838,12.560630,161.829468,0,78.333099,88.207405,86.116158,7.966768,15.982489,8.132948,11.294424,8.617887,11.309134,9.441646,11.077206,9.569207,12.872658,11.061350,12.719605,11.092513,13.624405,0,0.00089,0.00121,0.00204,0.00067,0.00059,0.00090,0.00097,0.00154,-1.48660,0.11072,3.27774,11.288434
0.034,0,0,7.042415,1.049294,6.062845,14.372899,5.020605,15.369825,6.625622,16.198898,4.626272,11.496347,6.806756,12.548577,160.868851,0,76.221809,87.984795,85.603470,7.963358,15.974579,8.132750,11.353071,8.628897,11.361171,9.438019,11.097286,9.573303,12.892160,11.064034,12.726910,11.094509,13.631771,0,0.00087,0.00122,0.00205,0.00066,0.00061,0.00088,0.00098,0.00165,-1.48566,0.11159,3.27782,11.353071
0.035,0,0,7.036864,1.061515,6.063555,14.380263,5.021667,15.362925,6.631783,16.238081,4.618035,11.553398,6.807561,12.536388,159.859894,0,73.995857,87.724808,85.074852,7.959612,15.967156,8.132219,11.419564,8.642685,11.414577,9.436162,11.117834,9.578450,12.912147,11.067659,12.734326,11.097436,13.639555,0,0.00084,0.00122,0.00204,0.00063,0.00061,0.00086,0.00095,0.00183,-1.48668,0.11072,3.27788,11.419564
0.036,0,0,7.031312,1.073737,6.064265,14.387628,5.022728,15.356024,6.637945,16.277264,4.609798,11.610449,6.808367,12.524200,158.850952,0,71.769897,87.464828,84.546227,7.955865,15.959734,8.131688,11.486056,8.656472,11.467981,9.434305,11.138381,9.583598,12.932133,11.071285,12.741743,11.100363,13.647338,0,0.00083,0.00123,0.00205,0.00064,0.00061,0.00086,0.00093,0.00194,-1.48618,0.11040,3.27758,11.486056
0.037,0,0,7.025761,1.085958,6.064975,14.394992,5.023790,15.349123,6.644106,16.316448,4.601562,11.667500,6.809172,12.512012,157.841995,0,69.543945,87.204842,84.017609,7.952119,15.952312,8.131158,11.552549,8.670260,11.521386,9.432449,11.158928,9.588746,12.952119,11.074911,12.749160,11.103290,13.655122,0,0.00083,0.00123,0.00204,0.00063,0.00060,0.00085,0.00095,0.00181,-1.48663,0.10939,3.27727,11.552549
0.038,0,0,7.037703,1.078560,6.067747,14.406346,5.023346,15.339257,6.656891,16.346289,4.594214,11.717491,6.808621,12.503065,158.894287,0,68.304962,86.974808,83.437714,7.948957,15.940629,8.140412,11.612131,8.684698,11.556290,9.432040,11.177982,9.594584,12.970602,11.079124,12.756512,11.105129,13.662600,0,0.00082,0.00119,0.00186,0.00061,0.00060,0.00084,0.00094,0.00157,-1.48916,0.10741,3.27697,11.612131
0.039,0,0,7.053855,1.066440,6.071015,14.418661,5.022541,15.328677,6.671269,16.373880,4.587082,11.765784,6.807743,12.494899,160.442703,0,67.303543,86.751991,82.845490,7.945936,15.927921,8.152021,11.670050,8.699291,11.586739,9.431979,11.196678,9.600589,12.988722,11.083478,12.763847,11.106708,13.670005,0,0.00079,0.00119,0.00186,0.00061,0.00061,0.00082,0.00094,0.00153,-1.48658,0.10920,3.27667,11.670050
0.040,0,0,7.070007,1.054321,6.074283,14.430977,5.021735,15.318098,6.685647,16.401474,4.579949,11.814077,6.806866,12.486732,161.991135,0,66.302116,86.529167,82.253258,7.942915,15.915213,8.163631,11.727968,8.713884,11.617188,9.431918,11.215373,9.606593,13.006843,11.087831,12.771183,11.108287,13.677410,0,0.00078,0.00117,0.00179,0.00059,0.00061,0.00077,0.00096,0.00158,-1.48718,0.11259,3.27667,11.727968
0.041,0,0,7.086160,1.042201,6.077550,14.443292,5.020930,15.307518,6.700026,16.429066,4.572816,11.862370,6.805988,12.478566,163.539551,0,65.300697,86.306351,81.661026,7.939894,15.902505,8.175241,11.785887,8.728477,11.647638,9.431857,11.234069,9.612598,13.024963,11.092185,12.778520,11.109865,13.684815,0,0.00077,0.00116,0.00181,0.00059,0.00062,0.00076,0.00096,0.00160,-1.48569,0.11319,3.27668,11.785887
0.042,0,0,7.093351,1.028284,6.079813,14.451271,5.023298,15.298052,6.708873,16.459257,4.581478,11.903272,6.807153,12.472975,164.207138,0,64.521912,86.221260,81.093689,7.939797,15.890288,8.195862,11.833606,8.731473,11.683939,9.428906,11.255599,9.618991,13.045459,11.096839,12.789105,11.111606,13.692572,0,0.00075,0.00110,0.00179,0.00060,0.00062,0.00076,0.00097,0.00162,-1.48492,0.11180,3.27683,11.833606
0.043,0,0,7.098384,1.013934,6.081832,14.458207,5.026431,15.288853,6.716390,16.490072,4.593941,11.942393,6.808810,12.468002,164.662704,0,63.796719,86.169327,80.532341,7.940405,15.878191,8.218652,11.878869,8.731677,11.721647,9.425260,11.277811,9.625477,13.066525,11.101563,12.800473,11.113386,13.700412,0,0.00072,0.00076,0.00175,0.00059,0.00062,0.00076,0.00098,0.00162,-1.48597,0.11061,3.27697,11.878869
0.044,0,0,7.103418,0.999584,6.083852,14.465143,5.029563,15.279654,6.723906,16.520887,4.606404,11.981515,6.810466,12.463030,165.118271,0,63.071522,86.117393,79.971001,7.941013,15.866093,8.241443,11.924132,8.731881,11.759356,9.421614,11.300023,9.631963,13.087592,11.106289,12.811841,11.115166,13.708253,0,0.00070,0.00072,0.00175,0.00057,0.00061,0.00074,0.00101,0.00161,-1.48976,0.10908,3.27666,11.924132
0.045,0,0,7.108452,0.985235,6.085872,14.472079,5.032695,15.270454,6.731421,16.551702,4.618867,12.020638,6.812123,12.458057,165.573837,0,62.346325,86.065460,79.409653,7.941621,15.853994,8.264233,11.969396,8.732085,11.797065,9.417967,11.322235,9.638450,13.108659,11.111014,12.823209,11.116946,13.716093,0,0.00065,0.00070,0.00165,0.00057,0.00060,0.00073,0.00105,0.00160,-1.48624,0.10869,3.27639,11.969396
0.046,0,0,7.105782,0.979533,6.084928,14.478232,5.031578,15.259748,6.736957,16.574474,4.629827,12.060795,6.810247,12.452026,166.042099,0,61.983719,85.943726,78.897369,7.940813,15.839933,8.261641,12.011144,8.727366,11.827773,9.410589,11.341944,9.642164,13.126891,11.112175,12.829194,11.117562,13.721963,0,0.00064,0.00068,0.00125,0.00059,0.00061,0.00073,0.00107,0.00158,-1.48522,0.11075,3.27723,12.011144
0.047,0,0,7.101257,0.975913,6.083269,14.484197,5.029438,15.248678,6.742014,16.595308,4.640426,12.101203,6.807520,12.445741,166.513412,0,61.708393,85.805199,78.396896,7.939663,15.825400,8.252940,12.052046,8.721462,11.856796,9.402313,11.361050,9.645211,13.144442,11.112477,12.833882,11.117898,13.727359,0,0.00064,0.00070,0.00118,0.00062,0.00060,0.00070,0.00102,0.00156,-1.48689,0.11315,3.27804,12.052046
0.048,0,0,7.096733,0.972292,6.081611,14.490161,5.027297,15.237608,6.747073,16.616144,4.651024,12.141610,6.804793,12.439454,166.984726,0,61.433064,85.666664,77.896416,7.938514,15.810867,8.244239,12.092948,8.715557,11.885820,9.394038,11.380157,9.648259,13.161991,11.112780,12.838572,11.118234,13.732755,0,0.00064,0.00070,0.00107,0.00061,0.00061,0.00073,0.00094,0.00162,-1.48611,0.11269,3.27789,12.092948
0.049,0,0,7.092208,0.968672,6.079952,14.496126,5.025157,15.226539,6.752131,16.636980,4.661623,12.182017,6.802066,12.433168,167.456055,0,61.157734,85.528137,77.395943,7.937365,15.796334,8.235538,12.133850,8.709653,11.914844,9.385762,11.399262,9.651306,13.179542,11.113082,12.843260,11.118570,13.738151,0,0.00064,0.00070,0.00104,0.00059,0.00062,0.00073,0.00090,0.00178,-1.48585,0.11071,3.27773,12.133850
0.050,0,0,7.096719,0.963558,6.081019,14.503539,5.026221,15.220734,6.755487,16.666304,4.670132,12.225839,6.800941,12.427206,165.960297,0,60.056900,85.864944,77.012924,7.937007,15.784523,8.225840,12.191266,8.696360,11.970507,9.366423,11.421934,9.655237,13.198101,11.114488,12.851239,11.120474,13.744921,0,0.00063,0.00069,0.00109,0.00060,0.00064,0.00074,0.00092,0.00192,-1.48070,0.10900,3.27735,12.191266
0.051,0,0,7.103404,0.958084,6.082743,14.511300,5.028056,15.216197,6.758433,16.697670,4.678138,12.270482,6.800200,12.421322,163.991074,0,58.757374,86.316162,76.658173,7.936841,15.773367,8.215901,12.252658,8.681288,12.032581,9.344419,11.445464,9.659382,13.216905,11.116160,12.860009,11.122755,13.752021,0,0.00064,0.00068,0.00112,0.00063,0.00063,0.00078,0.00090,0.00199,-1.48535,0.10892,3.27698,12.252658
0.052,0,0,7.110089,0.952610,6.084467,14.519062,5.029891,15.211659,6.761380,16.729036,4.686144,12.315125,6.799459,12.415439,162.021851,0,57.457844,86.767380,76.303421,7.936675,15.762211,8.205963,12.314049,8.666216,12.094656,9.322416,11.468994,9.663526,13.235707,11.117832,12.868780,11.125036,13.759121,0,0.00064,0.00066,0.00099,0.00064,0.00062,0.00077,0.00090,0.00198,-1.48693,0.10929,3.27706,12.314049
0.053,0,0,7.116774,0.947137,6.086191,14.526823,5.031727,15.207122,6.764327,16.760403,4.694150,12.359768,6.798718,12.409554,160.052643,0,56.158318,87.218597,75.948677,7.936509,15.751055,8.196026,12.375441,8.651144,12.156731,9.300413,11.492523,9.667670,13.254511,11.119505,12.877551,11.127317,13.766221,0,0.00067,0.00066,0.00091,0.00062,0.00063,0.00081,0.00091,0.00209,-1.48436,0.11125,3.27713,12.375441
0.054,0,0,7.115147,0.946911,6.087784,14.536538,5.032241,15.199270,6.768430,16.787182,4.696702,12.402061,6.798580,12.401349,160.713470,0,55.775688,87.608749,75.721794,7.936281,15.739453,8.182773,12.437015,8.636010,12.200325,9.280109,11.515077,9.670423,13.271863,11.119797,12.885739,11.129691,13.773138,0,0.00069,0.00065,0.00091,0.00063,0.00062,0.00082,0.00092,0.00205,-1.48562,0.11298,3.27721,12.437015
0.055,0,0,7.111519,0.947950,6.089346,14.546723,5.032436,15.190621,6.772811,16.812857,4.697940,12.443790,6.798586,12.392586,162.007339,0,55.613750,87.984200,75.525688,7.936039,15.727745,8.168722,12.498634,8.620862,12.239471,9.260215,11.537394,9.672839,13.288866,11.119758,12.893787,11.132088,13.780012,0,0.00071,0.00067,0.00093,0.00063,0.00064,0.00083,0.00094,0.00197,-1.48665,0.11205,3.27729,12.498634
0.056,0,0,7.107891,0.948988,6.090908,14.556909,5.032632,15.181973,6.777192,16.838533,4.699178,12.485519,6.798592,12.383821,163.301208,0,55.451817,88.359642,75.329582,7.935797,15.716036,8.154672,12.560253,8.605713,12.278618,9.240320,11.559711,9.675256,13.305869,11.119718,12.901836,11.134483,13.786886,0,0.00078,0.00067,0.00092,0.00063,0.00067,0.00087,0.00107,0.00189,-1.48582,0.10972,3.27768,12.560253
0.057,0,0,7.104263,0.950026,6.092470,14.567094,5.032827,15.173323,6.781573,16.864208,4.700417,12.527248,6.798598,12.375058,164.595093,0,55.289879,88.735092,75.133476,7.935555,15.704328,8.140620,12.621872,8.590565,12.317764,9.220426,11.582028,9.677672,13.322872,11.119678,12.909884,11.136880,13.793760,0,0.00082,0.00068,0.00091,0.00064,0.00069,0.00091,0.00116,0.00187,-1.48583,0.10839,3.27803,12.621872
0.058,0,0,7.106303,0.954856,6.097309,14.574657,5.032445,15.163982,6.779008,16.890099,4.697927,12.569356,6.801206,12.363713,163.419846,0,54.720341,89.141106,74.944397,7.936215,15.693073,8.134283,12.661945,8.589520,12.352853,9.199973,11.605966,9.680433,13.340216,11.119743,12.918133,11.139626,13.802045,0,0.00083,0.00068,0.00091,0.00067,0.00070,0.00092,0.00114,0.00178,-1.48617,0.10964,3.27742,12.661945
0.059,0,0,7.109707,0.960599,6.102937,14.581589,5.031924,15.154476,6.774772,16.916039,4.694540,12.611555,6.804440,12.351748,161.650299,0,54.052692,89.554466,74.757011,7.937094,15.681929,8.129803,12.696833,8.591872,12.386965,9.179387,11.630292,9.683276,13.357640,11.119834,12.926429,11.142455,13.810670,0,0.00086,0.00069,0.00088,0.00067,0.00071,0.00092,0.00115,0.00162,-1.48642,0.11011,3.27684,12.696833
0.060,0,0,7.113112,0.966342,6.108565,14.588521,5.031403,15.144969,6.770535,16.941978,4.691153,12.653754,6.807674,12.339782,159.880768,0,53.385048,89.967834,74.569633,7.937972,15.670783,8.125322,12.731720,8.594223,12.421078,9.158801,11.654618,9.686119,13.375066,11.119925,12.934726,11.145286,13.819295,0,0.00088,0.00070,0.00086,0.00067,0.00072,0.00092,0.00113,0.00148,-1.48694,0.11173,3.27738,12.731720
