"Time","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39 FRx (cm)","38 FLy (cm)","37 FLx (cm)","36 HRy (cm)","35 HRx (cm)","34 HLy (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
5.729,0,0,7.090631,0.956214,5.357238,16.432045,4.563047,17.976339,6.320201,17.676319,3.794030,15.360221,6.215935,13.228396,147.238251,0,76.544777,104.743980,68.258720,8.103336,18.348541,7.878554,15.888416,7.916708,15.252459,8.538237,14.403074,9.703617,15.774855,11.056302,15.126605,11.115896,16.008926,0,0.00069,0.00065,0.00074,0.00335,0.00071,0.00076,0.00065,0.00066,-1.48719,0.11193,3.27774,15.888416
5.730,0,0,7.091886,0.958740,5.356246,16.432449,4.563325,17.996222,6.317630,17.663662,3.792958,15.347069,6.217067,13.223794,146.601868,0,76.557022,104.510933,68.388382,8.093150,18.362244,7.879154,15.875692,7.915112,15.240993,8.545901,14.393058,9.700850,15.773493,11.055756,15.129940,11.114384,16.013813,0,0.00070,0.00064,0.00072,0.00333,0.00073,0.00076,0.00066,0.00060,-1.48653,0.11167,3.27782,15.875692
5.731,0,0,7.092380,0.963790,5.356132,16.432554,4.564501,18.017038,6.315130,17.651131,3.791228,15.333523,6.218061,13.218999,145.880081,0,76.558144,104.271019,68.544472,8.081124,18.375816,7.879791,15.864429,7.912602,15.230745,8.553750,14.382760,9.697979,15.771996,11.055129,15.133222,11.113184,16.019142,0,0.00070,0.00065,0.00071,0.00332,0.00074,0.00076,0.00067,0.00057,-1.48716,0.11365,3.27789,15.864429
5.732,0,0,7.092874,0.968840,5.356018,16.432659,4.565676,18.037855,6.312630,17.638599,3.789498,15.319976,6.219054,13.214204,145.158295,0,76.559265,104.031113,68.700554,8.069098,18.389389,7.880427,15.853165,7.910093,15.220499,8.561600,14.372461,9.695108,15.770501,11.054502,15.136503,11.111983,16.024471,0,0.00073,0.00065,0.00070,0.00339,0.00073,0.00076,0.00066,0.00055,-1.48830,0.11394,3.27774,15.853165
5.733,0,0,7.093368,0.973890,5.355904,16.432764,4.566852,18.058674,6.310131,17.626068,3.787769,15.306430,6.220048,13.209408,144.436523,0,76.560387,103.791199,68.856636,8.057072,18.402962,7.881063,15.841900,7.907583,15.210252,8.569448,14.362164,9.692237,15.769005,11.053876,15.139785,11.110784,16.029800,0,0.00074,0.00065,0.00069,0.00350,0.00073,0.00077,0.00066,0.00054,-1.48500,0.11475,3.27758,15.841900
5.734,0,0,7.093077,0.970833,5.354678,16.431097,4.571784,18.075960,6.309525,17.614288,3.787030,15.292881,6.221418,13.204106,144.454147,0,76.407082,103.671669,68.971161,8.053577,18.415688,7.880498,15.829021,7.908774,15.202695,8.574374,14.355001,9.689165,15.768160,11.053029,15.143821,11.108578,16.034664,0,0.00072,0.00068,0.00069,0.00345,0.00074,0.00077,0.00067,0.00053,-1.48516,0.11404,3.27735,15.829021
5.735,0,0,7.092597,0.965825,5.353183,16.429001,4.577621,18.092398,6.309375,17.602688,3.786531,15.279332,6.222880,13.198682,144.649765,0,76.216606,103.581108,69.075676,8.052137,18.428209,7.879644,15.815755,7.910856,15.195785,8.578596,14.348594,9.686045,15.767472,11.052130,15.148039,11.106130,16.039417,0,0.00072,0.00066,0.00069,0.00332,0.00073,0.00077,0.00066,0.00054,-1.48766,0.11091,3.27712,15.815755
5.736,0,0,7.092117,0.960816,5.351689,16.426907,4.583457,18.108835,6.309225,17.591089,3.786032,15.265782,6.224341,13.193257,144.845367,0,76.026131,103.490547,69.180191,8.050696,18.440731,7.878790,15.802487,7.912937,15.188874,8.582817,14.342187,9.682924,15.766784,11.051229,15.152256,11.103683,16.044170,0,0.00072,0.00067,0.00070,0.00338,0.00076,0.00079,0.00065,0.00054,-1.48697,0.11168,3.27682,15.802487
5.737,0,0,7.091637,0.955807,5.350194,16.424810,4.589293,18.125273,6.309074,17.579491,3.785533,15.252234,6.225802,13.187833,145.040970,0,75.835655,103.399994,69.284706,8.049255,18.453251,7.877936,15.789221,7.915019,15.181965,8.587039,14.335779,9.679804,15.766095,11.050329,15.156473,11.101234,16.048923,0,0.00070,0.00068,0.00069,0.00348,0.00076,0.00082,0.00068,0.00050,-1.48509,0.11497,3.27652,15.789221
5.738,0,0,7.093865,0.954270,5.351890,16.422613,4.591237,18.135859,6.309875,17.566366,3.785409,15.239819,6.226811,13.185339,145.165192,0,75.636330,103.391411,69.579147,8.050267,18.459480,7.877631,15.780531,7.916892,15.174105,8.589739,14.329383,9.675424,15.765033,11.048806,15.161979,11.099947,16.052923,0,0.00073,0.00069,0.00070,0.00358,0.00072,0.00083,0.00071,0.00048,-1.48561,0.11557,3.27668,15.780531
5.739,0,0,7.096745,0.953567,5.354352,16.420393,4.592242,18.145037,6.310905,17.552876,3.785375,15.227676,6.227711,13.183549,145.272232,0,75.434860,103.402557,69.919296,8.051869,18.464193,7.877457,15.772943,7.918715,15.166017,8.592072,14.322988,9.670741,15.763880,11.047132,15.167794,11.098938,16.056744,0,0.00074,0.00070,0.00071,0.00395,0.00072,0.00083,0.00071,0.00056,-1.48701,0.11369,3.27684,15.772943
5.740,0,0,7.099626,0.952865,5.356816,16.418171,4.593247,18.154215,6.311934,17.539383,3.785341,15.215535,6.228611,13.181760,145.379272,0,75.233398,103.413712,70.259445,8.053471,18.468906,7.877283,15.765356,7.920538,15.157928,8.594406,14.316593,9.666059,15.762728,11.045460,15.173611,11.097930,16.060564,0,0.00076,0.00071,0.00070,0.00402,0.00072,0.00079,0.00071,0.00059,-1.48373,0.11208,3.27738,15.765356
5.741,0,0,7.102506,0.952163,5.359279,16.415951,4.594253,18.163393,6.312963,17.525892,3.785307,15.203393,6.229510,13.179971,145.486313,0,75.031937,103.424858,70.599602,8.055073,18.473621,7.877110,15.757769,7.922361,15.149839,8.596739,14.310199,9.661376,15.761575,11.043786,15.179426,11.096921,16.064383,0,0.00075,0.00070,0.00072,0.00399,0.00075,0.00080,0.00070,0.00061,-1.48774,0.11171,3.27788,15.757769
5.742,0,0,7.104625,0.955299,5.360608,16.415184,4.595895,18.171761,6.317912,17.514757,3.786148,15.194050,6.234912,13.182839,145.204880,0,75.077538,103.377869,70.721077,8.053837,18.471758,7.878026,15.744286,7.923781,15.136991,8.600642,14.304108,9.657952,15.760777,11.042781,15.184446,11.094026,16.068567,0,0.00076,0.00068,0.00073,0.00407,0.00084,0.00079,0.00070,0.00060,-1.48609,0.11223,3.27758,15.744286
5.743,0,0,7.106562,0.959359,5.361665,16.414766,4.597691,18.179932,6.323803,17.504187,3.787200,15.185380,6.241398,13.186829,144.829941,0,75.182602,103.316887,70.789925,8.051918,18.468311,7.879205,15.729385,7.925105,15.122994,8.604924,14.298090,9.654832,15.760062,11.041937,15.189276,11.090676,16.072840,0,0.00078,0.00069,0.00070,0.00395,0.00090,0.00074,0.00071,0.00059,-1.48956,0.11458,3.27729,15.729385
5.744,0,0,7.108498,0.963419,5.362721,16.414351,4.599487,18.188105,6.329694,17.493618,3.788251,15.176710,6.247884,13.190819,144.455002,0,75.287666,103.255905,70.858772,8.049999,18.464865,7.880384,15.714484,7.926428,15.108999,8.609205,14.292071,9.651711,15.759349,11.041092,15.194104,11.087327,16.077112,0,0.00078,0.00068,0.00070,0.00362,0.00089,0.00077,0.00073,0.00061,-1.48683,0.11549,3.27760,15.714484
5.745,0,0,7.110434,0.967479,5.363778,16.413933,4.601283,18.196278,6.335586,17.483047,3.789303,15.168040,6.254370,13.194808,144.080063,0,75.392731,103.194923,70.927612,8.048080,18.461420,7.881564,15.699583,7.927751,15.095004,8.613486,14.286054,9.648592,15.758635,11.040248,15.198934,11.083977,16.081385,0,0.00079,0.00069,0.00069,0.00330,0.00091,0.00077,0.00072,0.00061,-1.48539,0.11346,3.27788,15.699583
5.746,0,0,7.110391,0.966445,5.363893,16.411077,4.599442,18.208845,6.337046,17.478134,3.790200,15.159425,6.254725,13.203442,144.278687,0,75.187897,103.342995,71.255554,8.042058,18.439440,7.881604,15.686730,7.929943,15.083366,8.613291,14.277700,9.642746,15.754222,11.037882,15.203485,11.080977,16.085449,0,0.00079,0.00070,0.00069,0.00303,0.00091,0.00078,0.00072,0.00060,-1.48570,0.10993,3.27734,15.686730
5.747,0,0,7.109871,0.964185,5.363782,16.407633,4.596725,18.222471,6.337439,17.474583,3.791061,15.150823,6.253604,13.213193,144.615356,0,74.908470,103.541382,71.645859,8.035047,18.413000,7.881369,15.674371,7.932344,15.072297,8.612018,14.268785,9.636244,15.748919,11.035150,15.207972,11.078063,16.089464,0,0.00080,0.00067,0.00071,0.00254,0.00088,0.00079,0.00073,0.00061,-1.48563,0.11133,3.27683,15.674371
5.748,0,0,7.109351,0.961926,5.363671,16.404188,4.594008,18.236095,6.337832,17.471031,3.791921,15.142221,6.252484,13.222944,144.952042,0,74.629044,103.739769,72.036163,8.028036,18.386560,7.881135,15.662011,7.934746,15.061227,8.610744,14.259869,9.629742,15.743617,11.032418,15.212458,11.075148,16.093479,0,0.00078,0.00067,0.00075,0.00240,0.00088,0.00080,0.00074,0.00060,-1.48604,0.11330,3.27698,15.662011
5.749,0,0,7.108831,0.959666,5.363560,16.400743,4.591291,18.249722,6.338226,17.467480,3.792781,15.133619,6.251363,13.232695,145.288712,0,74.349617,103.938156,72.426468,8.021025,18.360119,7.880900,15.649652,7.937147,15.050158,8.609470,14.250954,9.623240,15.738315,11.029686,15.216944,11.072232,16.097494,0,0.00077,0.00066,0.00075,0.00250,0.00085,0.00081,0.00073,0.00060,-1.48609,0.11335,3.27713,15.649652
5.750,0,0,7.108119,0.955330,5.363317,16.404770,4.596193,18.271215,6.338759,17.461201,3.794240,15.123626,6.261463,13.253166,145.297623,0,74.346458,103.875793,72.547310,8.020856,18.334255,7.881514,15.635472,7.940496,15.038185,8.613268,14.246003,9.619826,15.738190,11.028218,15.222068,11.069365,16.103409,0,0.00075,0.00065,0.00075,0.00255,0.00083,0.00079,0.00073,0.00061,-1.48547,0.11414,3.27713,15.635472
5.751,0,0,7.107358,0.950495,5.363041,16.410591,4.602928,18.294601,6.339325,17.454264,3.795844,15.113297,6.274264,13.276217,145.227631,0,74.409798,103.750664,72.603287,8.022334,18.308529,7.882333,15.620854,7.944074,15.025996,8.618286,14.242008,9.617157,15.739312,11.027055,15.227345,11.066507,16.109781,0,0.00073,0.00064,0.00076,0.00260,0.00083,0.00079,0.00072,0.00063,-1.48605,0.11292,3.27714,15.620854
5.752,0,0,7.106599,0.945660,5.362766,16.416414,4.609663,18.317989,6.339892,17.447327,3.797448,15.102968,6.287065,13.299269,145.157639,0,74.473137,103.625534,72.659264,8.023812,18.282803,7.883151,15.606236,7.947651,15.013806,8.623303,14.238013,9.614488,15.740435,11.025891,15.232623,11.063651,16.116156,0,0.00069,0.00064,0.00075,0.00268,0.00086,0.00079,0.00073,0.00064,-1.48498,0.11046,3.27745,15.606236
5.753,0,0,7.105839,0.940825,5.362490,16.422237,4.616398,18.341375,6.340459,17.440392,3.799052,15.092640,6.299866,13.322320,145.087646,0,74.536469,103.500404,72.715248,8.025290,18.257076,7.883970,15.591619,7.951229,15.001617,8.628322,14.234018,9.611818,15.741557,11.024729,15.237901,11.060794,16.122528,0,0.00069,0.00065,0.00076,0.00275,0.00090,0.00077,0.00071,0.00065,-1.48639,0.11231,3.27774,15.591619
5.754,0,0,7.102855,0.945592,5.360845,16.422279,4.612465,18.345497,6.342484,17.427099,3.798463,15.080291,6.308797,13.343028,144.905472,0,74.417122,103.424316,72.859787,8.022368,18.247561,7.884083,15.580553,7.950669,14.991806,8.629130,14.226199,9.606050,15.737981,11.020463,15.238600,11.056169,16.125242,0,0.00070,0.00065,0.00075,0.00280,0.00105,0.00078,0.00072,0.00065,-1.48599,0.11493,3.27782,15.580553
5.755,0,0,7.099336,0.952670,5.358871,16.420929,4.605964,18.344982,6.344859,17.412279,3.797346,15.067454,6.316798,13.363172,144.696289,0,74.253807,103.360031,73.025650,8.018388,18.241945,7.884027,15.570341,7.949113,14.982569,8.628925,14.217459,9.599536,15.733274,11.015450,15.238195,11.051118,16.127077,0,0.00074,0.00064,0.00076,0.00274,0.00106,0.00081,0.00077,0.00066,-1.48177,0.11497,3.27789,15.570341
5.756,0,0,7.095817,0.959749,5.356896,16.419580,4.599462,18.344467,6.347235,17.397459,3.796229,15.054619,6.324798,13.383316,144.487122,0,74.090485,103.295746,73.191505,8.014407,18.236332,7.883972,15.560129,7.947557,14.973330,8.628720,14.208719,9.593021,15.728567,11.010438,15.237792,11.046067,16.128912,0,0.00076,0.00064,0.00075,0.00270,0.00104,0.00081,0.00078,0.00066,-1.48852,0.11234,3.27774,15.560129
5.757,0,0,7.092298,0.966827,5.354921,16.418230,4.592961,18.343952,6.349610,17.382639,3.795113,15.041782,6.332798,13.403460,144.277939,0,73.927170,103.231468,73.357368,8.010427,18.230719,7.883916,15.549917,7.946002,14.964092,8.628516,14.199980,9.586507,15.723860,11.005425,15.237388,11.041017,16.130745,0,0.00077,0.00063,0.00075,0.00263,0.00104,0.00080,0.00077,0.00067,-1.48544,0.11039,3.27759,15.549917
5.758,0,0,7.094096,0.970699,5.353505,16.416468,4.593327,18.357525,6.349573,17.369556,3.795737,15.027693,6.354253,13.438112,143.465790,0,74.083954,103.024811,73.370094,8.028192,18.376204,7.885559,15.541181,7.942213,14.958391,8.627776,14.198975,9.581841,15.725317,11.000254,15.237381,11.036997,16.131399,0,0.00077,0.00062,0.00073,0.00248,0.00104,0.00079,0.00074,0.00064,-1.48561,0.10827,3.27759,15.541181
5.759,0,0,7.097173,0.973800,5.352222,16.414604,4.595345,18.374489,6.348955,17.356892,3.796781,15.013302,6.378947,13.476257,142.508514,0,74.317780,102.783890,73.345970,8.051190,18.558060,7.887612,15.532799,7.937887,14.953542,8.626908,14.199831,9.577621,15.728257,10.995045,15.237470,11.033225,16.131769,0,0.00080,0.00062,0.00076,0.00220,0.00104,0.00078,0.00074,0.00058,-1.48700,0.10787,3.27757,15.532799
5.760,0,0,7.100251,0.976901,5.350940,16.412743,4.597363,18.391453,6.348338,17.344227,3.797825,14.998911,6.403640,13.514402,141.551224,0,74.551613,102.542961,73.321838,8.074189,18.739914,7.889664,15.524416,7.933560,14.948692,8.626040,14.200687,9.573400,15.731197,10.989836,15.237559,11.029453,16.132139,0,0.00079,0.00061,0.00075,0.00210,0.00104,0.00078,0.00074,0.00055,-1.48752,0.11047,3.27712,15.524416
5.761,0,0,7.103329,0.980001,5.349658,16.410879,4.599382,18.408417,6.347720,17.331562,3.798869,14.984520,6.428334,13.552547,140.593948,0,74.785439,102.302040,73.297714,8.097188,18.921768,7.891717,15.516034,7.929234,14.943843,8.625173,14.201545,9.569179,15.734138,10.984627,15.237648,11.025681,16.132509,0,0.00080,0.00061,0.00074,0.00206,0.00103,0.00076,0.00074,0.00054,-1.48590,0.11344,3.27668,15.516034
5.762,0,0,7.102575,0.984345,5.348163,16.410404,4.597867,18.432280,6.346266,17.318619,3.799144,14.974148,6.445113,13.592526,139.797882,0,74.752930,101.759750,73.270493,8.101736,18.977486,7.894845,15.507937,7.928373,14.936602,8.632771,14.196043,9.564934,15.735653,10.979474,15.236594,11.021735,16.131514,0,0.00080,0.00063,0.00072,0.00217,0.00095,0.00077,0.00074,0.00056,-1.48611,0.11348,3.27699,15.507937
5.763,0,0,7.100899,0.988988,5.346615,16.410261,4.595503,18.457802,6.344610,17.305609,3.799234,14.964743,6.459987,13.632946,139.040619,0,74.656311,101.144928,73.242538,8.101842,19.002842,7.898232,15.499909,7.928346,14.928786,8.642406,14.189011,9.560684,15.736826,10.974336,15.235265,11.017747,16.130190,0,0.00081,0.00062,0.00073,0.00240,0.00088,0.00078,0.00074,0.00057,-1.48597,0.11130,3.27728,15.499909
5.764,0,0,7.099223,0.993631,5.345068,16.410120,4.593138,18.483326,6.342955,17.292599,3.799325,14.955338,6.474861,13.673366,138.283371,0,74.559692,100.530106,73.214577,8.101948,19.028196,7.901618,15.491881,7.928319,14.920970,8.652041,14.181978,9.556435,15.737999,10.969197,15.233936,11.013759,16.128864,0,0.00079,0.00061,0.00074,0.00265,0.00087,0.00077,0.00074,0.00055,-1.48655,0.11075,3.27720,15.491881
5.765,0,0,7.097547,0.998273,5.343521,16.409977,4.590773,18.508850,6.341300,17.279587,3.799415,14.945931,6.489736,13.713786,137.526108,0,74.463074,99.915283,73.186623,8.102054,19.053553,7.905005,15.483853,7.928292,14.913155,8.661677,14.174946,9.552185,15.739171,10.964059,15.232607,11.009770,16.127541,0,0.00078,0.00061,0.00074,0.00281,0.00091,0.00077,0.00073,0.00058,-1.48861,0.11291,3.27714,15.483853
5.766,0,0,7.094063,0.999410,5.344390,16.411118,4.577007,18.528210,6.342291,17.270813,3.798945,14.936249,6.505968,13.761674,137.183105,0,74.161194,99.609138,73.516106,8.108476,19.078800,7.908573,15.472697,7.930955,14.901097,8.671637,14.162025,9.546984,15.734593,10.960950,15.234086,11.007975,16.128777,0,0.00077,0.00062,0.00076,0.00292,0.00091,0.00078,0.00074,0.00062,-1.48575,0.11310,3.27745,15.472697
5.767,0,0,7.090143,0.999702,5.345842,16.412563,4.560498,18.546087,6.343921,17.263058,3.798340,14.926499,6.522528,13.811360,136.939804,0,73.809906,99.377289,73.931625,8.116418,19.104021,7.912186,15.460789,7.934265,14.888020,8.681673,14.147688,9.541552,15.728632,10.958329,15.236240,11.006706,16.130630,0,0.00077,0.00062,0.00075,0.00313,0.00090,0.00076,0.00074,0.00061,-1.48772,0.11404,3.27773,15.460789
5.768,0,0,7.086224,0.999995,5.347293,16.414011,4.543988,18.563963,6.345551,17.255304,3.797734,14.916750,6.539087,13.861047,136.696518,0,73.458618,99.145447,74.347137,8.124360,19.129242,7.915798,15.448879,7.937576,14.874942,8.691710,14.133351,9.536120,15.722670,10.955709,15.238395,11.005438,16.132484,0,0.00079,0.00061,0.00072,0.00344,0.00088,0.00078,0.00074,0.00063,-1.48539,0.11337,3.27750,15.448879
5.769,0,0,7.082304,1.000287,5.348745,16.415459,4.527478,18.581841,6.347180,17.247549,3.797129,14.907001,6.555647,13.910733,136.453217,0,73.107330,98.913597,74.762657,8.132301,19.154465,7.919410,15.436971,7.940886,14.861864,8.701747,14.119014,9.530689,15.716708,10.953088,15.240550,11.004169,16.134338,0,0.00080,0.00063,0.00070,0.00360,0.00088,0.00078,0.00074,0.00065,-1.48479,0.11095,3.27729,15.436971
5.770,0,0,7.080465,0.995432,5.349831,16.413414,4.517547,18.597404,6.349680,17.237827,3.796762,14.898268,6.557089,13.936884,136.855072,0,72.591621,98.987076,75.411667,8.134669,19.176128,7.916885,15.420596,7.943647,14.839370,8.709717,14.093397,9.522047,15.699388,10.949578,15.239852,11.000334,16.132139,0,0.00081,0.00064,0.00071,0.00369,0.00088,0.00080,0.00074,0.00066,-1.48535,0.10788,3.27736,15.420596
5.771,0,0,7.079127,0.989339,5.350829,16.410528,4.509200,18.612413,6.352390,17.227631,3.796451,14.889780,6.554893,13.957371,137.412201,0,72.036346,99.134041,76.116882,8.135695,19.196936,7.912882,15.403147,7.946276,14.814609,8.717188,14.065064,9.512632,15.679334,10.945855,15.238468,10.995880,16.128963,0,0.00082,0.00064,0.00071,0.00368,0.00089,0.00082,0.00075,0.00065,-1.48510,0.11048,3.27743,15.403147
5.772,0,0,7.077789,0.983245,5.351828,16.407642,4.500854,18.627422,6.355099,17.217436,3.796141,14.881292,6.552697,13.977858,137.969330,0,71.481071,99.281006,76.822090,8.136720,19.217743,7.908880,15.385697,7.948904,14.789846,8.724660,14.036732,9.503218,15.659280,10.942132,15.237084,10.991427,16.125788,0,0.00083,0.00065,0.00072,0.00353,0.00086,0.00081,0.00074,0.00066,-1.48514,0.11293,3.27728,15.385697
5.773,0,0,7.076451,0.977151,5.352826,16.404757,4.492507,18.642431,6.357809,17.207241,3.795830,14.872805,6.550501,13.998344,138.526459,0,70.925797,99.427971,77.527306,8.137745,19.238552,7.904877,15.368248,7.951533,14.765085,8.732131,14.008399,9.493803,15.639225,10.938409,15.235701,10.986974,16.122612,0,0.00082,0.00064,0.00073,0.00346,0.00082,0.00080,0.00074,0.00065,-1.48602,0.11290,3.27714,15.368248
5.774,0,0,7.081269,0.977013,5.353936,16.409584,4.480751,18.667738,6.358471,17.201603,3.795352,14.866424,6.549292,14.020628,138.143906,0,71.222900,99.392563,77.540016,8.145986,19.259718,7.904075,15.356774,7.951658,14.754148,8.737152,14.005231,9.493656,15.638535,10.939383,15.238693,10.985778,16.123760,0,0.00081,0.00065,0.00072,0.00343,0.00069,0.00080,0.00073,0.00066,-1.48543,0.11345,3.27737,15.356774
5.775,0,0,7.087569,0.978308,5.355072,16.416271,4.468175,18.695520,6.358641,17.197062,3.794833,14.860549,6.548320,14.043344,137.535202,0,71.725166,99.313263,77.386047,8.155963,19.280972,7.904043,15.346739,7.951181,14.746536,8.741583,14.008120,9.495739,15.642507,10.941486,15.242739,10.985367,16.125952,0,0.00077,0.00065,0.00072,0.00347,0.00068,0.00078,0.00068,0.00064,-1.48522,0.11204,3.27759,15.346739
5.776,0,0,7.093868,0.979603,5.356210,16.422956,4.455600,18.723305,6.358810,17.192522,3.794314,14.854675,6.547348,14.066060,136.926483,0,72.227440,99.233963,77.232071,8.165940,19.302225,7.904011,15.336703,7.950705,14.738926,8.746014,14.011008,9.497823,15.646478,10.943591,15.246785,10.984956,16.128141,0,0.00076,0.00066,0.00073,0.00346,0.00066,0.00078,0.00066,0.00062,-1.48476,0.11015,3.27767,15.336703
5.777,0,0,7.100168,0.980898,5.357347,16.429644,4.443024,18.751087,6.358980,17.187981,3.793795,14.848802,6.546377,14.088777,136.317764,0,72.729706,99.154663,77.078102,8.175917,19.323477,7.903978,15.326668,7.950228,14.731315,8.750444,14.013897,9.499906,15.650449,10.945695,15.250832,10.984545,16.130331,0,0.00076,0.00066,0.00073,0.00335,0.00070,0.00075,0.00066,0.00062,-1.49063,0.11258,3.27773,15.326668
5.778,0,0,7.102582,0.981714,5.356281,16.433550,4.439913,18.769772,6.359161,17.175936,3.794999,14.840964,6.543835,14.104764,135.972916,0,72.966621,99.038162,76.918327,8.186651,19.347002,7.905586,15.316668,7.951248,14.723649,8.752303,14.013122,9.499807,15.650566,10.945259,15.249739,10.982409,16.129908,0,0.00075,0.00066,0.00074,0.00335,0.00070,0.00076,0.00068,0.00062,-1.48531,0.11535,3.27727,15.316668
5.779,0,0,7.104060,0.982414,5.354685,16.436785,4.439079,18.786264,6.359345,17.162086,3.796617,14.832654,6.540916,14.119131,135.691589,0,73.139671,98.912704,76.757156,8.197567,19.371075,7.907588,15.306676,7.952628,14.715971,8.753543,14.011463,9.499183,15.649756,10.944211,15.247408,10.979856,16.128857,0,0.00073,0.00065,0.00070,0.00346,0.00075,0.00075,0.00068,0.00063,-1.48665,0.11520,3.27683,15.306676
5.780,0,0,7.105538,0.983115,5.353089,16.440022,4.438246,18.802757,6.359530,17.148235,3.798235,14.824345,6.537997,14.133499,135.410248,0,73.312721,98.787247,76.595985,8.208483,19.395147,7.909591,15.296683,7.954007,14.708292,8.754783,14.009806,9.498559,15.648946,10.943164,15.245078,10.977305,16.127804,0,0.00072,0.00066,0.00068,0.00351,0.00077,0.00074,0.00067,0.00062,-1.48590,0.11267,3.27698,15.296683
5.781,0,0,7.107017,0.983815,5.351493,16.443258,4.437413,18.819250,6.359715,17.134386,3.799853,14.816034,6.535078,14.147866,135.128922,0,73.485771,98.661789,76.434814,8.219398,19.419220,7.911593,15.286692,7.955387,14.700614,8.756022,14.008147,9.497935,15.648136,10.942116,15.242747,10.974753,16.126751,0,0.00074,0.00066,0.00070,0.00355,0.00076,0.00073,0.00069,0.00062,-1.48527,0.11078,3.27715,15.286692
5.782,0,0,7.106138,0.981599,5.351878,16.445225,4.437634,18.832565,6.361563,17.122032,3.802148,14.808400,6.528993,14.175113,135.017944,0,73.409492,98.577415,76.534538,8.229596,19.439180,7.911638,15.277423,7.954599,14.696513,8.757697,14.003556,9.495525,15.645367,10.940112,15.241442,10.973445,16.126629,0,0.00075,0.00063,0.00072,0.00345,0.00077,0.00073,0.00072,0.00062,-1.48687,0.11148,3.27776,15.277423
5.783,0,0,7.104692,0.978680,5.352739,16.446884,4.438107,18.845116,6.363812,17.110039,3.804606,14.800928,6.522146,14.205458,134.947968,0,73.273209,98.502930,76.697052,8.239621,19.458151,7.911212,15.268329,7.953289,14.693274,8.759477,13.998259,9.492686,15.642126,10.937879,15.240382,10.972435,16.126730,0,0.00073,0.00061,0.00071,0.00323,0.00077,0.00073,0.00071,0.00061,-1.48923,0.11183,3.27833,15.268329
5.784,0,0,7.103246,0.975761,5.353601,16.448545,4.438581,18.857666,6.366061,17.098045,3.807064,14.793457,6.515300,14.235804,134.877991,0,73.136917,98.428436,76.859566,8.249646,19.477123,7.910785,15.259235,7.951979,14.690033,8.761256,13.992961,9.489847,15.638885,10.935645,15.239323,10.971426,16.126831,0,0.00076,0.00062,0.00071,0.00333,0.00078,0.00073,0.00070,0.00062,-1.48773,0.11384,3.27780,15.259235
5.785,0,0,7.101799,0.972842,5.354462,16.450205,4.439054,18.870216,6.368310,17.086052,3.809522,14.785985,6.508453,14.266150,134.808014,0,73.000633,98.353951,77.022079,8.259671,19.496094,7.910359,15.250141,7.950668,14.686793,8.763036,13.987663,9.487008,15.635645,10.933411,15.238263,10.970416,16.126932,0,0.00077,0.00062,0.00071,0.00323,0.00072,0.00072,0.00069,0.00059,-1.48773,0.11458,3.27729,15.250141
5.786,0,0,7.103240,0.965595,5.356561,16.451040,4.432355,18.879114,6.366825,17.076248,3.809243,14.775664,6.502069,14.291087,134.069000,0,72.904198,98.231750,76.975670,8.259932,19.514919,7.914377,15.240953,7.947759,14.684764,8.764196,13.983400,9.483932,15.633227,10.930509,15.236472,10.966420,16.125521,0,0.00075,0.00063,0.00069,0.00310,0.00071,0.00072,0.00072,0.00056,-1.48547,0.11263,3.27752,15.240953
5.787,0,0,7.105375,0.957308,5.358957,16.451675,4.423928,18.887133,6.364440,17.066973,3.808305,14.764658,6.495795,14.314724,133.168961,0,72.817368,98.098068,76.878983,8.257843,19.533710,7.919466,15.231744,7.944464,14.683026,8.765207,13.979387,9.480799,15.631007,10.927445,15.234506,10.961705,16.123747,0,0.00076,0.00063,0.00069,0.00290,0.00072,0.00072,0.00072,0.00056,-1.48561,0.11016,3.27772,15.231744
5.788,0,0,7.107510,0.949020,5.361354,16.452311,4.415502,18.895153,6.362055,17.057697,3.807366,14.753653,6.489522,14.338360,132.268921,0,72.730530,97.964386,76.782295,8.255754,19.552500,7.924554,15.222534,7.941170,14.681288,8.766218,13.975374,9.477666,15.628787,10.924381,15.232539,10.956989,16.121973,0,0.00076,0.00064,0.00068,0.00269,0.00073,0.00069,0.00073,0.00055,-1.48617,0.11326,3.27703,15.222534
5.789,0,0,7.109645,0.940732,5.363750,16.452946,4.407075,18.903172,6.359670,17.048420,3.806428,14.742646,6.483248,14.361997,131.368881,0,72.643692,97.830696,76.685608,8.253664,19.571291,7.929643,15.213325,7.937875,14.679550,8.767229,13.971360,9.474532,15.626568,10.921318,15.230573,10.952274,16.120199,0,0.00076,0.00063,0.00069,0.00264,0.00073,0.00067,0.00073,0.00054,-1.48559,0.11512,3.27639,15.213325
