"Time","52 LDS cle","v2 L COP","v3 xCoM","v1 R COP","51 RDS cle","40 FRy (cm)","36 HRy (cm)","38 FLy (cm)","34 HLy (cm)","42a CoMy (cm)","42 CoMy (cm)","3 Platform","2 Trdml"
0.000,1,0.000000,5.440471,0.000000,1,4.246327,4.335799,5.966642,6.510726,0.614441,5.407811,-1.48773,0.10457
0.001,1,0.000000,5.446461,0.000000,1,4.251359,4.336103,5.970414,6.497524,0.715929,5.408544,-1.48552,0.10330
0.002,1,0.000000,5.453701,0.000000,1,4.250065,4.339038,5.974064,6.487975,0.834498,5.409724,-1.48720,0.10183
0.003,1,0.000000,5.461104,0.000000,1,4.248771,4.341972,5.977714,6.478426,0.953066,5.410904,-1.48819,0.10130
0.004,1,0.000000,5.468993,0.000000,1,4.247478,4.344907,5.981364,6.468877,1.071635,5.412084,-1.48582,0.10101
0.005,1,0.000000,5.476840,0.000000,1,4.248516,4.347820,5.984529,6.459787,1.195730,5.413208,-1.48567,0.10003
0.006,1,0.000000,5.484564,0.000000,1,4.252749,4.350702,5.987032,6.451327,1.327394,5.414252,-1.48788,0.10106
0.007,1,0.000000,5.492492,0.000000,1,4.256983,4.353585,5.989534,6.442867,1.459058,5.415298,-1.48560,0.10271
0.008,1,0.000000,5.501032,0.000000,1,4.261216,4.356467,5.992037,6.434407,1.590722,5.416342,-1.48727,0.10292
0.009,1,0.000000,5.510036,0.000000,1,4.270457,4.356263,5.993851,6.432304,1.745721,5.417477,-1.48712,0.10171
0.010,1,0.000000,5.520433,0.000000,1,4.286557,4.351831,5.994723,6.438910,1.932681,5.418735,-1.48705,0.10256
0.011,1,0.000000,5.531332,0.000000,1,4.302658,4.347399,5.995595,6.445515,2.119641,5.419993,-1.48979,0.10335
0.012,1,0.000000,5.543737,0.000000,1,4.318758,4.342967,5.996467,6.452120,2.306601,5.421251,-1.48849,0.10264
0.013,1,0.000000,5.556564,0.000000,1,4.329990,4.341390,5.996508,6.453648,2.500336,5.423431,-1.48697,0.10135
0.014,1,0.000000,5.570656,0.000000,1,4.334556,4.343724,5.995411,6.448222,2.703352,5.426873,-1.48750,0.10190
0.015,1,0.000000,5.584858,0.000000,1,4.339121,4.346057,5.994313,6.442796,2.906368,5.430316,-1.48643,0.10240
0.016,1,0.000000,5.599391,0.000000,1,4.343686,4.348391,5.993216,6.437370,3.109384,5.433759,-1.48735,0.10163
0.017,1,0.000000,5.613795,0.000000,1,4.345561,4.349268,5.991296,6.432515,3.310206,5.437201,-1.48628,0.10039
0.018,1,0.000000,5.627808,0.000000,1,4.343750,4.348149,5.988249,6.428442,3.508024,5.440643,-1.48758,0.10068
0.019,1,0.000000,5.641807,0.000000,1,4.341939,4.347031,5.985202,6.424369,3.705842,5.444086,-1.48697,0.10066
0.020,1,0.000000,5.655762,0.000000,1,4.340129,4.345912,5.982155,6.420296,3.903660,5.447528,-1.48804,0.09979
0.021,1,0.000000,5.669750,0.000000,1,4.339281,4.348825,5.978470,6.417768,4.087646,5.451509,-1.48712,0.09873
0.022,1,0.000000,5.683839,0.000000,1,4.339751,4.357261,5.973912,6.417357,4.252686,5.456229,-1.48781,0.09881
0.023,1,0.000000,5.697590,0.000000,1,4.340221,4.365696,5.969353,6.416945,4.417726,5.460948,-1.48781,0.09863
0.024,1,0.000000,5.710323,0.000000,1,4.340692,4.374132,5.964795,6.416534,4.582767,5.465668,-1.48903,0.09762
0.025,1,0.000000,5.722414,0.000000,1,4.341441,4.381927,5.959325,6.414857,4.712308,5.470534,-1.48796,0.09667
0.026,1,0.000000,5.732580,0.000000,1,4.342574,4.388846,5.952607,6.411446,4.793229,5.475600,-1.49261,0.09703
0.027,1,0.000000,5.742270,0.000000,1,4.343706,4.395765,5.945889,6.408035,4.874150,5.480666,-1.48682,0.09718
0.028,1,0.000000,5.750532,0.000000,1,4.344839,4.402684,5.939171,6.404624,4.955071,5.485732,-1.48735,0.09649
0.029,1,0.000000,5.758459,0.000000,1,4.346144,4.405201,5.932351,6.402879,5.006099,5.490963,-1.48788,0.09792
0.030,1,0.000000,5.765378,0.000000,1,4.347687,4.401691,5.925391,6.403414,5.016185,5.496418,-1.48544,0.10015
0.031,1,0.000000,5.771740,0.000000,1,4.349230,4.398180,5.918432,6.403950,5.026270,5.501873,-1.48796,0.10088
0.032,1,0.000000,5.776433,0.000000,1,4.350773,4.394670,5.911472,6.404485,5.036356,5.507328,-1.48598,0.10038
0.033,1,0.000000,5.780360,0.000000,1,4.352306,4.392462,5.904437,6.402641,5.001757,5.512820,-1.48605,0.10207
0.034,1,0.000000,5.781991,0.000000,1,4.353825,4.392037,5.897299,6.397539,4.905955,5.518363,-1.48613,0.10373
0.035,1,0.000000,5.782898,0.000000,1,4.355344,4.391613,5.890162,6.392436,4.810153,5.523907,-1.48567,0.10361
0.036,1,0.000000,5.781636,0.000000,1,4.356863,4.391189,5.883024,6.387334,4.714351,5.529450,-1.48621,0.10277
0.037,1,0.000000,5.779760,0.000000,1,4.358169,4.390045,5.875703,6.383957,4.588141,5.534550,-1.48689,0.10350
0.038,1,0.000000,5.776041,0.000000,1,4.359180,4.387916,5.868131,6.382945,4.420285,5.539040,-1.48773,0.10373
0.039,1,0.000000,5.771872,0.000000,1,4.360192,4.385787,5.860559,6.381932,4.252429,5.543530,-1.48880,0.10266
0.040,1,0.000000,5.766352,0.000000,1,4.361204,4.383659,5.852988,6.380919,4.084572,5.548019,-1.48811,0.10128
0.041,1,0.000000,5.760486,0.000000,1,4.362042,4.381462,5.845402,6.379717,3.897650,5.552167,-1.48613,0.10103
0.042,1,0.000000,5.753578,0.000000,1,4.362642,4.379170,5.837797,6.378254,3.684616,5.555846,-1.48720,0.10031
0.043,1,0.000000,5.746204,0.000000,1,4.363241,4.376879,5.830191,6.376791,3.471581,5.559525,-1.48796,0.09884
0.044,1,0.000000,5.737431,0.000000,1,4.363841,4.374588,5.822586,6.375328,3.258547,5.563203,-1.48682,0.09894
0.045,1,0.000000,5.728124,0.000000,1,4.364251,4.375548,5.815078,6.373800,3.025457,5.566373,-1.48689,0.10137
0.046,1,0.000000,5.717213,0.000000,1,4.364401,4.380962,5.807704,6.372183,2.764898,5.568847,-1.48712,0.10219
0.047,1,0.000000,5.705990,0.000000,1,4.364551,4.386377,5.800331,6.370565,2.504339,5.571321,-1.48880,0.10159
0.048,1,0.000000,5.693836,0.000000,1,4.364701,4.391791,5.792956,6.368948,2.243779,5.573794,-1.48643,0.10311
0.049,1,0.000000,5.681537,0.000000,1,4.366476,4.395100,5.785707,6.368869,1.973406,5.576007,-1.48796,0.10492
0.050,1,0.000000,5.668804,0.000000,1,4.370475,4.395523,5.778630,6.370897,1.689591,5.577862,-1.48766,0.10492
0.051,1,0.000000,5.655743,0.000000,1,4.374474,4.395947,5.771553,6.372924,1.405776,5.579718,-1.48834,0.10404
0.052,1,0.000000,5.641696,0.000000,1,4.378473,4.396370,5.764475,6.374952,1.121961,5.581573,-1.48834,0.10455
0.053,1,0.000000,5.627124,0.000000,1,4.379395,4.392803,5.757415,6.376688,0.815579,5.583039,-1.48880,0.10445
0.054,1,0.000000,5.610979,0.000000,1,4.376100,4.383768,5.750377,6.378025,0.478286,5.583973,-1.48857,0.10314
0.055,1,0.000000,5.594285,0.000000,1,4.372806,4.374734,5.743339,6.379362,0.140993,5.584907,-1.49216,0.10156
0.056,1,0.000000,5.575945,0.000000,1,4.369511,4.365699,5.736301,6.380699,-0.196300,5.585841,-1.48705,0.10099
0.057,1,0.000000,5.557120,0.000000,1,4.368242,4.357191,5.729221,6.382066,-0.542625,5.585712,-1.48598,0.10100
0.058,1,0.000000,5.536837,0.000000,1,4.369746,4.349401,5.722083,6.383474,-0.901324,5.584128,-1.48827,0.10044
0.059,1,0.000000,5.516291,0.000000,1,4.371249,4.341612,5.714945,6.384882,-1.260022,5.582544,-1.48766,0.10218
0.060,1,0.000000,5.494960,0.000000,1,4.372753,4.333823,5.707807,6.386290,-1.618720,5.580960,-1.48682,0.10477
0.061,1,0.000000,5.473558,0.000000,1,4.374899,4.325302,5.700487,6.387916,-1.979657,5.579061,-1.48842,0.10527
0.062,1,0.000000,5.451945,0.000000,1,4.377926,4.315779,5.692919,6.389839,-2.343660,5.576731,-1.48705,0.10461
0.063,1,0.000000,5.430254,0.000000,1,4.380952,4.306256,5.685351,6.391762,-2.707663,5.574400,-1.48758,0.10547
0.064,1,0.000000,5.408330,0.000000,1,4.383979,4.296734,5.677783,6.393685,-3.071666,5.572069,-1.48598,0.10589
0.065,1,0.000000,5.386369,0.000000,1,4.385486,4.289340,5.669908,6.396429,-3.419415,5.568921,-1.48865,0.10479
0.066,1,0.000000,5.364295,0.000000,1,4.384910,4.284860,5.661609,6.400298,-3.744901,5.564653,-1.48758,0.10324
0.067,1,0.000000,5.342488,0.000000,1,4.384335,4.280380,5.653310,6.404168,-4.070387,5.560386,-1.48682,0.10266
0.068,1,0.000000,5.321484,0.000000,1,4.383759,4.275901,5.645011,6.408037,-4.395874,5.556118,-1.48598,0.10154
0.069,1,0.000000,5.300992,0.000000,1,4.383036,4.270706,5.636490,6.411304,-4.686279,5.551391,-1.48811,0.09971
0.070,1,0.000000,5.282035,0.000000,1,4.382109,4.264532,5.627666,6.413745,-4.928637,5.546035,-1.48621,0.09849
0.071,1,0.000000,5.263488,0.000000,1,4.381182,4.258358,5.618842,6.416187,-5.170994,5.540679,-1.48705,0.09958
0.072,1,0.000000,5.246170,0.000000,1,4.380255,4.252184,5.610018,6.418628,-5.413352,5.535323,-1.48544,0.09943
0.073,1,0.000000,5.229185,0.000000,1,4.378577,4.251828,5.601006,6.421233,-5.620205,5.529423,-1.48682,0.09812
0.074,1,0.000000,5.213201,0.000000,1,4.375870,4.259439,5.591734,6.424062,-5.778431,5.522780,-1.48865,0.09937
0.075,1,0.000000,5.197759,0.000000,1,4.373162,4.267051,5.582462,6.426890,-5.936656,5.516137,-1.48582,0.10139
0.076,1,0.000000,5.183947,0.000000,1,4.370455,4.274663,5.573191,6.429718,-6.094882,5.509494,-1.48811,0.10147
0.077,1,0.000000,5.170852,0.000000,1,4.368088,4.279141,5.563621,6.431115,-6.212669,5.502867,-1.48705,0.10013
0.078,1,0.000000,5.159910,0.000000,1,4.366187,4.279327,5.553641,6.430550,-6.275067,5.496262,-1.48743,0.10063
0.079,1,0.000000,5.149580,0.000000,1,4.364286,4.279514,5.543663,6.429984,-6.337466,5.489657,-1.48781,0.10131
0.080,1,0.000000,5.141081,0.000000,1,4.362385,4.279701,5.533684,6.429419,-6.399864,5.483052,-1.48636,0.10059
0.081,1,0.000000,5.133072,0.000000,1,4.361429,4.281093,5.523367,6.429714,-6.429408,5.476463,-1.48720,0.09918
0.082,1,0.000000,5.126529,0.000000,1,4.361766,4.284135,5.512587,6.431187,-6.413950,5.469895,-1.48743,0.09973
0.083,1,0.000000,5.120468,0.000000,1,4.362103,4.287178,5.501807,6.432660,-6.398493,5.463328,-1.48643,0.10017
0.084,1,0.000000,5.115857,0.000000,1,4.362440,4.290221,5.491028,6.434133,-6.383035,5.456760,-1.48689,0.09926
0.085,1,0.000000,5.111711,0.000000,1,4.363157,4.292437,5.480284,6.435527,-6.341091,5.450273,-1.48567,0.09772
0.086,1,0.000000,5.108956,0.000000,1,4.364396,4.293521,5.469590,6.436813,-6.262870,5.443896,-1.48743,0.09835
0.087,1,0.000000,5.106534,0.000000,1,4.365634,4.294606,5.458895,6.438099,-6.184649,5.437520,-1.48659,0.09911
0.088,1,0.000000,5.105112,0.000000,1,4.366873,4.295690,5.448201,6.439385,-6.106428,5.431143,-1.48804,0.09846
0.089,1,0.000000,5.103928,0.000000,1,4.367126,4.297081,5.438035,6.439901,-6.010627,5.424791,-1.48842,0.09722
0.090,1,0.000000,5.103461,0.000000,1,4.366032,4.298892,5.428594,6.439361,-5.890747,5.418473,-1.48727,0.09809
0.091,1,0.000000,5.103321,0.000000,1,4.364937,4.300702,5.419152,6.438821,-5.770867,5.412156,-1.48773,0.09910
0.092,1,0.000000,5.104159,0.000000,1,4.363842,4.302512,5.409711,6.438281,-5.650988,5.405838,-1.48682,0.09875
0.093,1,0.000000,5.105386,0.000000,1,4.362901,4.302772,5.400929,6.436615,-5.518497,5.400006,-1.48529,0.09784
0.094,1,0.000000,5.107776,0.000000,1,4.362169,4.300906,5.393053,6.433406,-5.368732,5.394838,-1.48819,0.09886
0.095,1,0.000000,5.110426,0.000000,1,4.361437,4.299040,5.385177,6.430197,-5.218968,5.389670,-1.48529,0.09997
0.096,1,0.000000,5.113859,0.000000,1,4.360705,4.297174,5.377300,6.426989,-5.069204,5.384502,-1.48880,0.09990
0.097,1,0.737043,5.117432,0.000000,1,4.359736,4.294329,5.370292,6.427044,-4.912825,5.379585,-1.48613,0.09930
0.098,1,3.685217,5.121425,0.000000,1,4.358441,4.290141,5.364472,6.431571,-4.747385,5.375009,-1.48750,0.10027
0.099,1,5.896338,5.125571,0.000000,1,4.357146,4.285953,5.358654,6.436098,-4.581944,5.370433,-1.48712,0.10105
0.100,1,5.896296,5.130177,0.000000,1,4.355852,4.281765,5.352834,6.440625,-4.416504,5.365858,-1.48140,0.10060
0.101,1,5.895930,5.134953,0.000000,1,4.354507,4.279416,5.347760,6.443638,-4.245250,5.361503,-1.48758,0.09982
0.102,1,5.894596,5.140246,0.000000,1,4.353096,4.279585,5.343705,6.444578,-4.066031,5.357451,-1.48941,0.10019
0.103,1,5.893124,5.145668,0.000000,1,4.351684,4.279755,5.339650,6.445518,-3.886812,5.353400,-1.48590,0.10006
0.104,1,5.891239,5.151478,0.000000,1,4.350273,4.279924,5.335596,6.446458,-3.707593,5.349348,-1.48712,0.09896
0.105,1,5.889503,5.157384,0.000000,1,4.348048,4.278642,5.332131,6.447446,-3.525975,5.345551,-1.48643,0.09787
0.106,1,5.888215,5.163582,0.000000,1,4.344708,4.275373,5.329474,6.448501,-3.341072,5.342106,-1.49055,0.09889
0.107,1,5.887219,5.169910,0.000000,1,4.341369,4.272104,5.326817,6.449555,-3.156168,5.338660,-1.48689,0.09961
0.108,1,5.887104,5.176631,0.000000,1,4.338030,4.268835,5.324160,6.450610,-2.971265,5.335214,-1.48697,0.09923
0.109,1,5.887299,5.183491,0.000000,1,4.336662,4.267093,5.322399,6.452406,-2.787329,5.332199,-1.48857,0.10103
0.110,1,5.888421,5.190766,0.000000,1,4.337995,4.267442,5.321863,6.455218,-2.604717,5.329776,-1.48651,0.10323
0.111,1,5.889556,5.198067,0.000000,1,4.339327,4.267791,5.321327,6.458030,-2.422106,5.327353,-1.48888,0.10357
0.112,1,5.890729,5.205443,0.000000,1,4.340660,4.268140,5.320792,6.460842,-2.239495,5.324929,-1.48796,0.10298
0.113,1,5.891654,5.212726,0.000000,1,4.342112,4.269407,5.320366,6.462434,-2.068099,5.322858,-1.48781,0.10415
0.114,1,5.891831,5.219725,0.000000,1,4.343727,4.271933,5.320091,6.462355,-1.912064,5.321269,-1.48712,0.10494
0.115,1,5.891793,5.226564,0.000000,1,4.345342,4.274457,5.319816,6.462276,-1.756029,5.319680,-1.48743,0.10417
0.116,1,5.891111,5.232920,0.000000,1,4.346957,4.276983,5.319541,6.462197,-1.599994,5.318090,-1.48697,0.10300
0.117,1,5.890314,5.239067,0.000000,1,4.347961,4.276385,5.319308,6.461271,-1.461873,5.316789,-1.48666,0.10295
0.118,1,5.889169,5.244590,0.000000,1,4.348128,4.271510,5.319132,6.459185,-1.348289,5.315882,-1.48643,0.10219
0.119,1,5.888031,5.249888,0.000000,1,4.348295,4.266634,5.318957,6.457099,-1.234705,5.314975,-1.48987,0.10039
0.120,1,5.886916,5.254510,0.000000,1,4.348462,4.261759,5.318781,6.455013,-1.121121,5.314067,-1.48712,0.09889
0.121,1,5.885900,5.258894,0.000000,1,4.347627,4.258133,5.318793,6.453190,-1.023372,5.313200,-1.48788,0.10005
0.122,1,5.885179,5.262564,0.000000,1,4.345418,4.256217,5.319062,6.451725,-0.947311,5.312389,-1.48781,0.10066
0.123,1,5.884532,5.265977,0.000000,1,4.343209,4.254302,5.319330,6.450261,-0.871251,5.311577,-1.48895,0.10007
0.124,1,5.884110,5.268621,0.000000,1,4.341000,4.252386,5.319599,6.448796,-0.795190,5.310766,-1.48720,0.10158
0.125,1,5.883739,5.271002,0.000000,1,4.339594,4.252544,5.319920,6.447742,-0.736073,5.309996,-1.48827,0.10334
0.126,1,5.883525,5.272592,0.000000,1,4.339289,4.255543,5.320314,6.447249,-0.700164,5.309283,-1.48621,0.10344
0.127,1,5.883410,5.273947,0.000000,1,4.338984,4.258542,5.320708,6.446757,-0.664255,5.308571,-1.48499,0.10272
0.128,1,5.883593,5.274601,0.000000,1,4.338678,4.261541,5.321103,6.446265,-0.628345,5.307858,-1.48766,0.10372
0.129,1,5.883871,5.275060,0.000000,1,4.338615,4.264371,5.321404,6.446216,-0.606587,5.307243,-1.48865,0.10451
0.130,1,5.884432,5.274937,0.000000,1,4.338884,4.266971,5.321576,6.446774,-0.604210,5.306761,-1.48750,0.10371
0.131,1,5.884877,5.274673,0.000000,1,4.339152,4.269571,5.321748,6.447332,-0.601833,5.306278,-1.48643,0.10248
0.132,1,5.884974,5.273985,0.000000,1,4.339421,4.272171,5.321921,6.447890,-0.599457,5.305796,-1.48712,0.10252
0.133,1,5.884841,5.273166,0.000000,1,4.339317,4.274217,5.322075,6.447570,-0.610580,5.305486,-1.48659,0.10209
0.134,1,5.884016,5.271950,0.000000,1,4.338701,4.275503,5.322205,6.446047,-0.640193,5.305412,-1.48735,0.10064
0.135,1,5.883265,5.270472,0.000000,1,4.338085,4.276789,5.322335,6.444524,-0.669807,5.305338,-1.48605,0.09910
0.136,1,5.882736,5.268205,0.000000,1,4.337469,4.278074,5.322465,6.443001,-0.699421,5.305264,-1.48865,0.09975
0.137,1,5.882488,5.265595,0.000000,1,4.337142,4.276659,5.322602,6.442464,-0.739466,5.304787,-1.48651,0.10047
0.138,1,5.883082,5.261960,0.000000,1,4.337212,4.271546,5.322748,6.443279,-0.793801,5.303759,-1.48819,0.10012
0.139,1,5.883612,5.258147,0.000000,1,4.337281,4.266432,5.322894,6.444093,-0.848136,5.302731,-1.48453,0.10198
0.140,1,5.883947,5.253803,0.000000,1,4.337349,4.261319,5.323039,6.444908,-0.902470,5.301703,-1.48628,0.10418
0.141,1,5.883958,5.249446,0.000000,1,4.337187,4.258066,5.323174,6.444546,-0.958967,5.300596,-1.48766,0.10444
0.142,1,5.882998,5.245051,0.000000,1,4.336708,4.257362,5.323293,6.442574,-1.018425,5.299381,-1.49071,0.10366
0.143,1,5.882054,5.240662,0.000000,1,4.336229,4.256659,5.323411,6.440602,-1.077883,5.298166,-1.48758,0.10446
0.144,1,5.881158,5.236289,0.000000,1,4.335750,4.255955,5.323531,6.438630,-1.137341,5.296950,-1.48842,0.10493
0.145,1,5.880537,5.231922,0.000000,1,4.336259,4.254988,5.323592,6.437558,-1.196178,5.295748,-1.48605,0.10398
0.146,1,5.880739,5.227574,0.000000,1,4.338124,4.253660,5.323576,6.437719,-1.254163,5.294563,-1.48773,0.10259
0.147,1,5.880867,5.223269,0.000000,1,4.339988,4.252333,5.323559,6.437881,-1.312149,5.293379,-1.48712,0.10235
0.148,1,5.880773,5.219090,0.000000,1,4.341852,4.251005,5.323543,6.438043,-1.370134,5.292194,-1.48674,0.10168
0.149,1,5.880339,5.214976,0.000000,1,4.342810,4.247817,5.323483,6.436973,-1.422747,5.290886,-1.48674,0.10008
0.150,1,5.878881,5.211054,0.000000,1,4.342525,4.242081,5.323361,6.434216,-1.468002,5.289409,-1.48964,0.09888
0.151,1,5.877430,5.207152,0.000000,1,4.342241,4.236345,5.323240,6.431459,-1.513257,5.287932,-1.48499,0.09993
0.152,1,5.876000,5.203308,0.000000,1,4.341956,4.230609,5.323119,6.428702,-1.558512,5.286455,-1.48888,0.10011
0.153,1,5.874894,5.199451,0.000000,1,4.341375,4.225605,5.323082,6.427194,-1.601055,5.284852,-1.48590,0.09936
0.154,1,5.874756,5.195555,0.000000,1,4.340388,4.221601,5.323159,6.427396,-1.639885,5.283075,-1.48697,0.10080
0.155,1,5.874788,5.191687,0.000000,1,4.339401,4.217597,5.323237,6.427598,-1.678715,5.281298,-1.48758,0.10272
0.156,1,5.875329,5.187907,0.000000,1,4.338414,4.213594,5.323314,6.427799,-1.717545,5.279521,-1.48994,0.10259
0.157,1,5.875855,5.184208,0.000000,1,4.337528,4.210116,5.323292,6.428363,-1.751183,5.277715,-1.48796,0.10155
0.158,1,5.876337,5.180751,0.000000,1,4.336782,4.207357,5.323133,6.429423,-1.777709,5.275868,-1.48735,0.10246
0.159,1,5.876800,5.177412,0.000000,1,4.336037,4.204598,5.322975,6.430483,-1.804236,5.274022,-1.48834,0.10358
0.160,1,5.877206,5.174426,0.000000,1,4.335291,4.201840,5.322816,6.431543,-1.830763,5.272175,-1.48758,0.10305
0.161,1,5.877586,5.171566,0.000000,1,4.335401,4.199843,5.322773,6.432155,-1.849260,5.270273,-1.48758,0.10195
0.162,1,5.877889,5.169088,0.000000,1,4.336681,4.198891,5.322886,6.432152,-1.856760,5.268296,-1.48788,0.10231
0.163,1,5.878044,5.166672,0.000000,1,4.337961,4.197938,5.323000,6.432149,-1.864261,5.266320,-1.48674,0.10245
0.164,1,5.877755,5.164442,0.000000,1,4.339242,4.196985,5.323114,6.432147,-1.871761,5.264343,-1.48674,0.10139
0.165,1,5.877256,5.162212,0.000000,1,4.338336,4.195796,5.323126,6.431245,-1.878626,5.262392,-1.48712,0.10018
0.166,1,5.876132,5.159985,0.000000,1,4.334438,4.194284,5.323000,6.429112,-1.884621,5.260474,-1.48628,0.09997
0.167,1,5.875003,5.157751,0.000000,1,4.330540,4.192772,5.322874,6.426979,-1.890616,5.258557,-1.48819,0.09925
0.168,1,5.873856,5.155501,0.000000,1,4.326641,4.191261,5.322748,6.424846,-1.896612,5.256639,-1.48788,0.09793
0.169,1,5.872865,5.153251,0.000000,1,4.324454,4.188157,5.322671,6.423237,-1.903333,5.254764,-1.48804,0.09853
0.170,1,5.872347,5.151003,0.000000,1,4.324612,4.182871,5.322662,6.422348,-1.911049,5.252946,-1.48781,0.10080
0.171,1,5.871872,5.148767,0.000000,1,4.324769,4.177586,5.322654,6.421459,-1.918766,5.251129,-1.48727,0.10172
0.172,1,5.871527,5.146564,0.000000,1,4.324927,4.172301,5.322645,6.420569,-1.926482,5.249311,-1.48849,0.10136
0.173,1,5.871120,5.144366,0.000000,1,4.325023,4.169430,5.322612,6.419625,-1.935257,5.247532,-1.49208,0.10307
0.174,1,5.870528,5.142186,0.000000,1,4.325035,4.169867,5.322545,6.418605,-1.945482,5.245807,-1.48804,0.10476
0.175,1,5.869964,5.139952,0.000000,1,4.325047,4.170304,5.322478,6.417584,-1.955706,5.244081,-1.48705,0.10461
0.176,1,5.869485,5.137555,0.000000,1,4.325058,4.170741,5.322412,6.416564,-1.965931,5.242356,-1.48529,0.10361
0.177,1,5.869116,5.135091,0.000000,1,4.324858,4.171618,5.322396,6.415980,-1.973121,5.240369,-1.48636,0.10408
0.178,1,5.869075,5.132426,0.000000,1,4.324368,4.173097,5.322450,6.415994,-1.976153,5.238024,-1.48636,0.10424
0.179,1,5.869080,5.129855,0.000000,1,4.323878,4.174577,5.322505,6.416007,-1.979185,5.235680,-1.48758,0.10300
0.180,1,5.869223,5.127567,0.000000,1,4.323389,4.176056,5.322559,6.416021,-1.982218,5.233335,-1.48682,0.10155
0.181,1,5.869344,5.125507,0.000000,1,4.323116,4.176348,5.322540,6.416097,-1.976522,5.231119,-1.48720,0.10088
0.182,1,5.869397,5.124130,0.000000,1,4.323141,4.175012,5.322419,6.416259,-1.958871,5.229077,-1.48727,0.10019
0.183,1,5.869430,5.122922,0.000000,1,4.323166,4.173676,5.322298,6.416422,-1.941221,5.227036,-1.48384,0.09933
0.184,1,5.869404,5.122217,0.000000,1,4.323192,4.172340,5.322176,6.416584,-1.923571,5.224996,-1.48735,0.10087
0.185,1,5.869382,5.121603,0.000000,1,4.323695,4.173210,5.322115,6.416734,-1.900824,5.223049,-1.48468,0.10341
0.186,1,5.869373,5.121256,0.000000,1,4.324855,4.177102,5.322134,6.416867,-1.871096,5.221232,-1.48865,0.10416
0.187,1,5.869415,5.120980,0.000000,1,4.326015,4.180993,5.322155,6.417000,-1.841368,5.219416,-1.48834,0.10389
0.188,1,5.869611,5.120911,0.000000,1,4.327174,4.184884,5.322175,6.417133,-1.811640,5.217598,-1.48407,0.10548
0.189,1,5.869879,5.120890,0.000000,1,4.327480,4.187851,5.322146,6.417655,-1.779789,5.215811,-1.48895,0.10658
0.190,1,5.870362,5.121014,0.000000,1,4.326617,4.189553,5.322052,6.418708,-1.745030,5.214062,-1.48827,0.10576
0.191,1,5.870844,5.121127,0.000000,1,4.325754,4.191254,5.321958,6.419762,-1.710270,5.212314,-1.48735,0.10415
0.192,1,5.871322,5.121209,0.000000,1,4.324892,4.192956,5.321863,6.420816,-1.675511,5.210566,-1.48674,0.10354
0.193,1,5.871736,5.121216,0.000000,1,4.323527,4.193431,5.321830,6.421542,-1.647218,5.208932,-1.48697,0.10236
0.194,1,5.871959,5.120999,0.000000,1,4.321475,4.192227,5.321879,6.421818,-1.627782,5.207457,-1.48384,0.10051
0.195,1,5.872145,5.120648,0.000000,1,4.319423,4.191024,5.321929,6.422093,-1.608346,5.205982,-1.48720,0.10043
0.196,1,5.872221,5.119897,0.000000,1,4.317371,4.189820,5.321978,6.422369,-1.588909,5.204506,-1.48834,0.10275
0.197,1,5.872274,5.118971,0.000000,1,4.315487,4.187656,5.322006,6.422368,-1.579801,5.203037,-1.48682,0.10316
0.198,1,5.872259,5.117519,0.000000,1,4.313833,4.184178,5.322004,6.421988,-1.584837,5.201577,-1.49033,0.10251
0.199,1,5.872138,5.115900,0.000000,1,4.312179,4.180699,5.322003,6.421607,-1.589874,5.200116,-1.48659,0.10402
0.200,1,5.871702,5.113778,0.000000,1,4.310524,4.177221,5.322001,6.421227,-1.594911,5.198656,-1.48712,0.10563
0.201,1,5.871124,5.111505,0.000000,1,4.309243,4.175326,5.321978,6.420203,-1.608570,5.197137,-1.48750,0.10523
0.202,1,5.870117,5.108777,0.000000,1,4.308471,4.175599,5.321924,6.418299,-1.634042,5.195539,-1.48872,0.10389
0.203,1,5.869125,5.105911,0.000000,1,4.307699,4.175872,5.321870,6.416394,-1.659513,5.193941,-1.48834,0.10407
0.204,1,5.868178,5.102630,0.000000,1,4.306927,4.176146,5.321816,6.414490,-1.684984,5.192343,-1.48727,0.10401
0.205,1,5.867392,5.099234,0.000000,1,4.306947,4.176898,5.321740,6.413388,-1.717314,5.190738,-1.48781,0.10259
0.206,1,5.867085,5.095490,0.000000,1,4.308051,4.178306,5.321633,6.413386,-1.759040,5.189123,-1.48514,0.10104
0.207,1,5.866931,5.091689,0.000000,1,4.309156,4.179714,5.321527,6.413384,-1.800766,5.187509,-1.48743,0.10040
0.208,1,5.867235,5.087709,0.000000,1,4.310260,4.181122,5.321420,6.413382,-1.842491,5.185894,-1.48857,0.09980
0.209,1,5.867591,5.083733,0.000000,1,4.311035,4.181952,5.321306,6.413531,-1.880728,5.184087,-1.48712,0.09900
0.210,1,5.868105,5.079768,0.000000,1,4.311357,4.181987,5.321180,6.413887,-1.914186,5.182017,-1.48750,0.10053
0.211,1,5.868382,5.075870,0.000000,1,4.311680,4.182023,5.321054,6.414243,-1.947644,5.179948,-1.48750,0.10307
0.212,1,5.867943,5.072171,0.000000,1,4.312003,4.182058,5.320928,6.414598,-1.981102,5.177878,-1.48712,0.10363
0.213,1,5.867143,5.068585,0.000000,1,4.311759,4.182425,5.320792,6.413484,-2.007102,5.175744,-1.48804,0.10317
