"1 Chan 1","2 Chan 2","3 Chan 3","4 Chan 4"
"0.01167","0.005236","0.036160","0.001844"
"0.01120","0.005275","0.036443","0.001913"
"0.01061","0.005355","0.036707","0.001981"
"0.00986","0.005452","0.036749","0.002084"
"0.00906","0.005534","0.036789","0.002203"
"0.00830","0.005572","0.036721","0.002336"
"0.00756","0.005578","0.036535","0.002469"
"0.00690","0.005549","0.036006","0.002621"
"0.00644","0.005486","0.035381","0.002760"
"0.00615","0.005428","0.034549","0.002852"
"0.00591","0.005347","0.033682","0.002957"
"0.00570","0.005298","0.032696","0.003019"
"0.00550","0.005251","0.031791","0.003099"
"0.00531","0.005207","0.030891","0.003163"
"0.00516","0.005144","0.029919","0.003240"
"0.00522","0.005059","0.029052","0.003311"
"0.00535","0.004974","0.028273","0.003369"
"0.00550","0.004866","0.027430","0.003426"
"0.00561","0.004772","0.026635","0.003455"
"0.00572","0.004676","0.025900","0.003497"
"0.00581","0.004597","0.025364","0.003495"
"0.00588","0.004536","0.024927","0.003496"
"0.00594","0.004470","0.024738","0.003491"
"0.00598","0.004417","0.024668","0.003463"
"0.00599","0.004359","0.024622","0.003484"
"0.00596","0.004301","0.024542","0.003504"
"0.00591","0.004261","0.024518","0.003548"
"0.00583","0.004223","0.024536","0.003601"
"0.00573","0.004222","0.024671","0.003678"
"0.00560","0.004233","0.024890","0.003730"
"0.00546","0.004246","0.025183","0.003782"
"0.00533","0.004253","0.025450","0.003844"
"0.00524","0.004275","0.025709","0.003887"
"0.00519","0.004301","0.025974","0.003934"
"0.00514","0.004368","0.026189","0.003947"
"0.00511","0.004464","0.026429","0.003975"
"0.00506","0.004555","0.026728","0.003998"
"0.00501","0.004661","0.026985","0.003999"
"0.00494","0.004762","0.027207","0.004010"
"0.00488","0.004859","0.027440","0.003995"
"0.00487","0.004949","0.027625","0.004004"
"0.00489","0.004998","0.027683","0.004004"
"0.00495","0.005046","0.027546","0.003973"
"0.00503","0.005073","0.027250","0.003916"
"0.00513","0.005099","0.026914","0.003875"
"0.00523","0.005131","0.026772","0.003827"
"0.00534","0.005156","0.027017","0.003767"
"0.00544","0.005151","0.027225","0.003758"
"0.00554","0.005136","0.027413","0.003766"
"0.00566","0.005091","0.027662","0.003773"
"0.00579","0.005023","0.027875","0.003796"
"0.00597","0.004959","0.028049","0.003818"
"0.00614","0.004892","0.028274","0.003860"
"0.00638","0.004837","0.028526","0.003831"
"0.00661","0.004797","0.028875","0.003797"
"0.00686","0.004758","0.029336","0.003730"
"0.00709","0.004732","0.029934","0.003658"
"0.00727","0.004706","0.030598","0.003605"
"0.00742","0.004676","0.030989","0.003578"
"0.00758","0.004640","0.031193","0.003557"
"0.00769","0.004613","0.031220","0.003540"
"0.00781","0.004590","0.030867","0.003532"
"0.00795","0.004582","0.030524","0.003487"
"0.00809","0.004565","0.030166","0.003439"
"0.00823","0.004527","0.029649","0.003460"
"0.00832","0.004495","0.029017","0.003468"
"0.00845","0.004440","0.028508","0.003461"
"0.00860","0.004369","0.028285","0.003444"
"0.00866","0.004294","0.028144","0.003509"
"0.00874","0.004207","0.027921","0.003571"
"0.00883","0.004135","0.027709","0.003626"
"0.00894","0.004061","0.027661","0.003686"
"0.00914","0.003989","0.027588","0.003715"
"0.00951","0.003904","0.027924","0.003685"
"0.01017","0.003828","0.028555","0.003597"
"0.01130","0.003746","0.029290","0.003449"
"0.01259","0.003672","0.030245","0.003264"
"0.01438","0.003576","0.031189","0.003045"
"0.01658","0.003466","0.032882","0.002817"
"0.01897","0.003425","0.035214","0.002526"
"0.02180","0.003410","0.037803","0.002239"
"0.02495","0.003406","0.040375","0.002220"
"0.02858","0.003507","0.043003","0.002274"
"0.03302","0.003687","0.045864","0.002361"
"0.03895","0.003862","0.048511","0.002584"
"0.04655","0.004060","0.050995","0.002837"
"0.05606","0.004345","0.052806","0.003404"
"0.06612","0.004636","0.054941","0.004813"
"0.07620","0.004930","0.057179","0.007451"
"0.08599","0.005193","0.059341","0.010690"
"0.09528","0.005444","0.061503","0.014501"
"0.10584","0.005635","0.064388","0.018848"
"0.11690","0.005775","0.067464","0.024354"
"0.12810","0.005905","0.069843","0.030665"
"0.13911","0.005974","0.071956","0.037140"
"0.14951","0.006011","0.074029","0.043721"
"0.15902","0.006069","0.075893","0.050216"
"0.16782","0.006025","0.076849","0.056825"
"0.17577","0.005897","0.076644","0.063630"
"0.18249","0.005744","0.076444","0.070394"
"0.18765","0.005590","0.076131","0.077615"
"0.19069","0.005414","0.075875","0.084998"
"0.19285","0.005167","0.074865","0.091732"
"0.19434","0.004865","0.073369","0.097293"
"0.19467","0.004607","0.071848","0.102310"
"0.19447","0.004366","0.070078","0.106745"
"0.19114","0.004110","0.067729","0.110479"
"0.18609","0.003879","0.065001","0.113225"
"0.18027","0.003705","0.061628","0.114727"
"0.17449","0.003572","0.058130","0.115356"
"0.16892","0.003479","0.054712","0.115456"
"0.16305","0.003450","0.050997","0.115180"
"0.15617","0.003474","0.046968","0.114374"
"0.14813","0.003640","0.043800","0.112417"
"0.13977","0.003886","0.040505","0.110088"
"0.13165","0.004075","0.037232","0.107620"
"0.12390","0.004213","0.034371","0.104707"
"0.11636","0.004409","0.032174","0.101573"
"0.10928","0.004733","0.030406","0.098207"
"0.10293","0.005065","0.028685","0.094864"
"0.09666","0.005358","0.027172","0.091494"
"0.09210","0.005650","0.025332","0.088494"
"0.08807","0.006034","0.023906","0.085088"
"0.08414","0.006382","0.023139","0.081982"
"0.08000","0.006679","0.022394","0.079503"
"0.07576","0.006928","0.021881","0.077487"
"0.07212","0.007099","0.022029","0.075603"
"0.06977","0.007222","0.022938","0.073648"
"0.06842","0.007249","0.023970","0.072033"
"0.06707","0.007205","0.025365","0.070502"
"0.06508","0.007220","0.026564","0.068638"
"0.06285","0.007178","0.027648","0.066653"
"0.06042","0.007142","0.028517","0.064383"
"0.05793","0.007020","0.029171","0.062127"
"0.05578","0.006811","0.029695","0.059885"
"0.05373","0.006621","0.030232","0.057862"
"0.05136","0.006522","0.030940","0.055431"
"0.04914","0.006390","0.031399","0.053297"
"0.04704","0.006305","0.031883","0.051295"
"0.04515","0.006203","0.032264","0.049284"
"0.04335","0.006087","0.032080","0.047103"
"0.04156","0.005999","0.031756","0.044589"
"0.03957","0.005881","0.031657","0.042040"
"0.03778","0.005685","0.031353","0.040015"
"0.03591","0.005502","0.030956","0.038241"
"0.03398","0.005296","0.030663","0.036552"
"0.03152","0.005127","0.030141","0.035390"
"0.02890","0.004976","0.029679","0.034668"
"0.02634","0.004834","0.029420","0.033981"
"0.02381","0.004785","0.029292","0.033063"
"0.02168","0.004804","0.029151","0.032000"
"0.01983","0.004825","0.028944","0.031114"
"0.01798","0.004854","0.028824","0.030161"
"0.01611","0.004866","0.028623","0.029181"
"0.01422","0.004919","0.028353","0.028299"
"0.01235","0.004995","0.028110","0.027664"
"0.01067","0.005054","0.027700","0.027438"
"0.00910","0.005135","0.027073","0.027721"
"0.00753","0.005186","0.026398","0.028107"
"0.00607","0.005235","0.025779","0.028440"
"0.00493","0.005295","0.025501","0.028616"
"0.00438","0.005370","0.025534","0.028282"
"0.00427","0.005427","0.025375","0.027802"
"0.00427","0.005494","0.025010","0.027461"
"0.00431","0.005541","0.024585","0.027258"
"0.00436","0.005547","0.024057","0.027042"
"0.00437","0.005549","0.023645","0.026569"
"0.00437","0.005530","0.023338","0.025999"
"0.00437","0.005492","0.023030","0.025444"
"0.00438","0.005429","0.022718","0.024882"
"0.00440","0.005280","0.022466","0.024219"
"0.00442","0.005087","0.022150","0.023576"
"0.00447","0.004901","0.021865","0.022877"
"0.00453","0.004772","0.021647","0.022136"
"0.00461","0.004643","0.021487","0.021335"
"0.00470","0.004501","0.021384","0.020464"
"0.00475","0.004374","0.021413","0.019370"
"0.00478","0.004253","0.021588","0.018139"
"0.00478","0.004140","0.021811","0.016798"
"0.00480","0.004012","0.021964","0.015489"
"0.00482","0.003871","0.022030","0.014212"
"0.00489","0.003715","0.021879","0.013251"
"0.00499","0.003571","0.021619","0.012443"
"0.00509","0.003428","0.021356","0.011649"
"0.00517","0.003312","0.021125","0.010855"
"0.00522","0.003292","0.020972","0.010045"
"0.00524","0.003313","0.020933","0.009219"
"0.00526","0.003331","0.020901","0.008395"
"0.00528","0.003351","0.020889","0.007568"
"0.00530","0.003381","0.020855","0.006808"
"0.00532","0.003406","0.020746","0.006201"
"0.00536","0.003416","0.020524","0.005898"
"0.00539","0.003418","0.020299","0.005767"
"0.00542","0.003410","0.020116","0.005758"
"0.00541","0.003407","0.020026","0.005763"
"0.00539","0.003403","0.020047","0.005766"
"0.00537","0.003397","0.020089","0.005776"
"0.00534","0.003389","0.020156","0.005786"
"0.00531","0.003375","0.020235","0.005802"
"0.00529","0.003357","0.020311","0.005799"
"0.00527","0.003335","0.020366","0.005789"
"0.00527","0.003316","0.020395","0.005750"
"0.00527","0.003305","0.020389","0.005690"
"0.00528","0.003300","0.020333","0.005621"
"0.00529","0.003299","0.020254","0.005551"
"0.00532","0.003301","0.020157","0.005468"
"0.00534","0.003302","0.020043","0.005376"
"0.00538","0.003306","0.019916","0.005280"
"0.00542","0.003312","0.019774","0.005196"
"0.00548","0.003317","0.019626","0.005115"
"0.00554","0.003336","0.019471","0.005030"
"0.00560","0.003360","0.019305","0.004943"
"0.00566","0.003384","0.019116","0.004864"
"0.00572","0.003415","0.018919","0.004781"
"0.00578","0.003447","0.018736","0.004723"
"0.00583","0.003479","0.018577","0.004666"
"0.00588","0.003507","0.018442","0.004632"
"0.00592","0.003535","0.018356","0.004605"
"0.00596","0.003559","0.018312","0.004577"
"0.00599","0.003580","0.018285","0.004547"
"0.00602","0.003601","0.018270","0.004511"
"0.00605","0.003628","0.018280","0.004474"
"0.00606","0.003647","0.018307","0.004444"
"0.00606","0.003663","0.018337","0.004409"
"0.00606","0.003679","0.018358","0.004374"
"0.00605","0.003689","0.018385","0.004346"
"0.00604","0.003692","0.018418","0.004320"
"0.00603","0.003695","0.018448","0.004291"
"0.00602","0.003693","0.018479","0.004265"
"0.00601","0.003693","0.018498","0.004236"
"0.00601","0.003694","0.018514","0.004214"
"0.00600","0.003700","0.018542","0.004194"
"0.00599","0.003701","0.018562","0.004190"
"0.00597","0.003700","0.018577","0.004191"
"0.00595","0.003699","0.018597","0.004195"
"0.00592","0.003694","0.018626","0.004204"
"0.00589","0.003689","0.018642","0.004220"
"0.00585","0.003689","0.018655","0.004230"
"0.00582","0.003689","0.018670","0.004242"
"0.00578","0.003694","0.018702","0.004249"
"0.00575","0.003699","0.018733","0.004257"
"0.00572","0.003710","0.018758","0.004262"
"0.00569","0.003725","0.018783","0.004263"
"0.00567","0.003746","0.018794","0.004261"
"0.00564","0.003771","0.018806","0.004245"
"0.00561","0.003800","0.018835","0.004226"
"0.00558","0.003831","0.018869","0.004187"
"0.00555","0.003863","0.018922","0.004136"
"0.00554","0.003899","0.018984","0.004079"
"0.00553","0.003937","0.019048","0.004014"
"0.00552","0.003976","0.019121","0.003951"
"0.00552","0.004013","0.019199","0.003890"
"0.00552","0.004044","0.019277","0.003845"
"0.00553","0.004072","0.019350","0.003813"
"0.00553","0.004100","0.019428","0.003788"
"0.00553","0.004127","0.019511","0.003765"
"0.00552","0.004149","0.019627","0.003747"
"0.00551","0.004173","0.019755","0.003729"
"0.00551","0.004189","0.019916","0.003708"
"0.00552","0.004199","0.020115","0.003702"
"0.00554","0.004208","0.020335","0.003690"
"0.00556","0.004211","0.020630","0.003700"
"0.00559","0.004210","0.020997","0.003715"
"0.00563","0.004209","0.021375","0.003735"
"0.00566","0.004208","0.021815","0.003757"
"0.00571","0.004205","0.022293","0.003779"
"0.00575","0.004203","0.022793","0.003797"
"0.00579","0.004206","0.023272","0.003801"
"0.00582","0.004214","0.023752","0.003789"
"0.00586","0.004222","0.024210","0.003772"
"0.00590","0.004228","0.024655","0.003751"
"0.00594","0.004235","0.025074","0.003725"
"0.00600","0.004237","0.025472","0.003702"
"0.00604","0.004241","0.025849","0.003679"
"0.00608","0.004249","0.026203","0.003654"
"0.00611","0.004252","0.026532","0.003639"
"0.00612","0.004263","0.026784","0.003624"
"0.00613","0.004278","0.026941","0.003610"
"0.00612","0.004289","0.027085","0.003596"
"0.00610","0.004299","0.027164","0.003583"
"0.03518","0.004770","0.034909","0.005529"
"0.06436","0.005308","0.042734","0.007846"
"0.09360","0.005849","0.050260","0.011156"
"0.12454","0.006215","0.056974","0.015845"
"0.15620","0.006493","0.062898","0.021568"
"0.18835","0.006907","0.068871","0.027675"
"0.22600","0.007420","0.074027","0.033355"
"0.26966","0.008027","0.079659","0.038644"
"0.32173","0.008560","0.084430","0.043675"
"0.37629","0.009001","0.088977","0.049012"
"0.43147","0.009427","0.093198","0.054518"
"0.48653","0.009779","0.096677","0.061361"
"0.54138","0.010074","0.099154","0.069378"
"0.59569","0.010301","0.101143","0.078128"
"0.64923","0.010461","0.102406","0.087627"
"0.67190","0.010117","0.095528","0.095620"
"0.69120","0.009813","0.088280","0.103633"
"0.70812","0.009577","0.081236","0.110997"
"0.72168","0.009537","0.075021","0.117226"
"0.73315","0.009676","0.069782","0.122489"
"0.74383","0.009789","0.063723","0.126961"
"0.74231","0.009992","0.057417","0.132827"
"0.73275","0.009948","0.050000","0.139908"
"0.71351","0.009809","0.043445","0.147065"
"0.69126","0.009939","0.037092","0.154311"
"0.66834","0.010146","0.031057","0.162661"
"0.64544","0.010424","0.025752","0.169502"
"0.62119","0.010898","0.021442","0.173993"
"0.59686","0.011621","0.017614","0.177149"
"0.57192","0.012305","0.014509","0.179697"
"0.54387","0.012979","0.011831","0.182703"
"0.51160","0.013645","0.009424","0.186193"
"0.47456","0.018615","0.007131","0.188951"
"0.43738","0.025333","0.004824","0.192064"
"0.40093","0.032613","0.002343","0.195657"
"0.36441","0.043507","0.000640","0.197753"
"0.33435","0.056364","0.000618","0.197225"
"0.30619","0.069883","0.001721","0.195098"
"0.27928","0.083703","0.003316","0.192569"
"0.25293","0.097366","0.005287","0.189406"
"0.22651","0.111112","0.007505","0.184889"
"0.19977","0.124887","0.009852","0.180554"
"0.17386","0.138612","0.012295","0.177328"
"0.14806","0.152143","0.014536","0.174667"
"0.12139","0.165878","0.017089","0.171227"
"0.09823","0.179617","0.019925","0.166129"
"0.08229","0.193200","0.023269","0.158734"
"0.07339","0.202466","0.026783","0.150938"
"0.06632","0.209756","0.030399","0.141654"
"0.05980","0.216312","0.034583","0.130154"
"0.05356","0.219180","0.039070","0.119866"
"0.04757","0.219856","0.043051","0.111080"
"0.04171","0.219834","0.046526","0.102690"
"0.03593","0.219654","0.049367","0.094532"
"0.03006","0.219347","0.051708","0.086217"
"0.02392","0.218616","0.053643","0.077689"
"0.01837","0.213233","0.055472","0.069658"
"0.01340","0.206387","0.057401","0.060491"
"0.00892","0.199042","0.059448","0.051012"
"0.00719","0.187446","0.061037","0.042873"
"0.00694","0.174322","0.062137","0.035848"
"0.00694","0.160977","0.062627","0.030270"
"0.00696","0.147542","0.062799","0.025433"
"0.00694","0.134282","0.062634","0.021398"
"0.00709","0.120901","0.061714","0.019070"
"0.00729","0.107453","0.060541","0.017400"
"0.00758","0.093904","0.059192","0.015921"
"0.00784","0.080484","0.057930","0.014632"
"0.00805","0.067058","0.056762","0.013608"
"0.00830","0.053661","0.055712","0.012958"
"0.00889","0.040532","0.054872","0.012417"
"0.00930","0.031982","0.054026","0.011239"
"0.00987","0.024798","0.052898","0.011235"
"0.01047","0.018136","0.051783","0.011499"
"0.01061","0.015623","0.050830","0.011005"
"0.01065","0.014716","0.049972","0.010132"
"0.01073","0.014130","0.049184","0.009212"
"0.01082","0.013571","0.048538","0.008347"
"0.01093","0.013042","0.048099","0.007575"
"0.01095","0.012730","0.047833","0.006770"
"0.01097","0.012376","0.047357","0.006013"
"0.01093","0.012155","0.046912","0.005202"
"0.01090","0.011986","0.046380","0.004538"
"0.01083","0.011812","0.045839","0.003973"
"0.01080","0.011716","0.045238","0.003423"
"0.01084","0.011595","0.044514","0.003062"
"0.01089","0.011506","0.043720","0.002829"
"0.01091","0.011416","0.043050","0.002653"
"0.01086","0.011318","0.042456","0.002557"
"0.01081","0.011225","0.041775","0.002515"
"0.01067","0.011111","0.041179","0.002529"
"0.01055","0.010950","0.040655","0.002581"
"0.01049","0.010783","0.040194","0.002627"
"0.01049","0.010596","0.039796","0.002689"
"0.01051","0.010389","0.039386","0.002772"
"0.01056","0.010234","0.039130","0.002870"
"0.01061","0.010095","0.038871","0.002976"
"0.01064","0.009946","0.038637","0.003126"
"0.01069","0.009835","0.038459","0.003260"
"0.01070","0.009733","0.038366","0.003387"
"0.01068","0.009623","0.038341","0.003518"
"0.01061","0.009511","0.038351","0.003636"
"0.01036","0.009640","0.038681","0.003735"
"0.01008","0.009731","0.039215","0.003821"
"0.01013","0.009923","0.040070","0.003853"
"0.01021","0.010226","0.041495","0.003744"
"0.01020","0.010566","0.043181","0.003620"
"0.01027","0.010904","0.044919","0.003456"
"0.01036","0.011266","0.046618","0.003340"
"0.01055","0.011471","0.047941","0.003263"
"0.01079","0.011643","0.049025","0.003177"
"0.01089","0.011771","0.050152","0.003106"
"0.01074","0.011725","0.050638","0.003096"
"0.01061","0.011624","0.050616","0.003038"
"0.01040","0.011450","0.050351","0.003009"
"0.01014","0.011275","0.049862","0.002990"
"0.00988","0.011048","0.049329","0.002851"
"0.00983","0.010588","0.048320","0.002693"
"0.00979","0.010154","0.046752","0.002567"
"0.00941","0.009589","0.044954","0.002510"
"0.00908","0.008894","0.042578","0.002555"
"0.00881","0.008175","0.039943","0.002600"
"0.00838","0.007483","0.037268","0.002683"
"0.00789","0.006788","0.034708","0.002744"
"0.00727","0.006251","0.032547","0.002749"
"0.00660","0.005773","0.030620","0.002742"
"0.00604","0.005358","0.028704","0.002735"
"0.00610","0.005164","0.028452","0.002730"
"0.00676","0.005235","0.029570","0.002849"
"0.00782","0.005395","0.031123","0.002974"
"0.00898","0.005592","0.032995","0.003055"
"0.01015","0.005947","0.035019","0.003309"
"0.01137","0.006324","0.037271","0.003586"
"0.01263","0.006685","0.039877","0.003869"
"0.01376","0.007059","0.042134","0.004129"
"0.01430","0.007241","0.042861","0.004269"
"0.01427","0.007389","0.043317","0.004397"
"0.01422","0.007536","0.043456","0.004521"
"0.01419","0.007580","0.043386","0.004608"
"0.01419","0.007605","0.043162","0.004688"
"0.01417","0.007609","0.042881","0.004775"
"0.01419","0.007591","0.042546","0.004862"
"0.01385","0.007571","0.041252","0.004876"
"0.01293","0.007336","0.039084","0.004856"
"0.01171","0.007071","0.036704","0.004826"
"0.01046","0.006831","0.034232","0.004814"
"0.00921","0.006525","0.031762","0.004712"
"0.00797","0.006228","0.029302","0.004612"
"0.00673","0.005960","0.026901","0.004462"
"0.00565","0.005723","0.024889","0.004326"
"0.00514","0.005656","0.024371","0.004302"
"0.00519","0.005633","0.024168","0.004295"
"0.00528","0.005605","0.024294","0.004289"
"0.00539","0.005665","0.024465","0.004327"
"0.00549","0.005774","0.024954","0.004378"
"0.00564","0.005912","0.025926","0.004407"
"0.00574","0.006067","0.027055","0.004391"
"0.00586","0.006208","0.028223","0.004391"
"0.00633","0.006553","0.029758","0.004278"
"0.00723","0.007077","0.032144","0.004056"
"0.00822","0.007654","0.034824","0.003797"
"0.00934","0.008226","0.037478","0.003617"
"0.01048","0.008806","0.039775","0.003406"
"0.01163","0.009373","0.041943","0.003290"
"0.01281","0.009992","0.044315","0.003171"
"0.01376","0.010516","0.046618","0.003069"
"0.01443","0.010921","0.047780","0.003023"
"0.01486","0.011171","0.048572","0.003023"
"0.01517","0.011391","0.049177","0.002950"
"0.01530","0.011499","0.049564","0.002892"
"0.01539","0.011540","0.049366","0.002826"
"0.01549","0.011512","0.048545","0.002813"
"0.01559","0.011376","0.047442","0.002806"
"0.01513","0.010977","0.046009","0.002881"
"0.01423","0.010403","0.043630","0.003081"
"0.01324","0.009768","0.040956","0.003318"
"0.01216","0.009119","0.038045","0.003529"
"0.01105","0.008466","0.035416","0.003741"
"0.00991","0.007826","0.032887","0.003880"
"0.00872","0.007140","0.030220","0.004011"
"0.00774","0.006591","0.027654","0.004133"
"0.00705","0.006148","0.026139","0.004166"
"0.00659","0.005836","0.024931","0.004161"
"0.00619","0.005555","0.024015","0.004119"
"0.00594","0.005345","0.023071","0.004070"
"0.00568","0.005187","0.022275","0.004050"
"0.00548","0.005070","0.021978","0.004029"
"0.00527","0.005036","0.021793","0.004006"
"0.00522","0.005075","0.021585","0.003972"
"0.00518","0.005101","0.021448","0.003903"
"0.00516","0.005115","0.021289","0.003831"
"0.00511","0.005120","0.021311","0.003738"
"0.00512","0.005081","0.021379","0.003630"
"0.00515","0.005050","0.021363","0.003506"
"0.00523","0.004995","0.021192","0.003399"
"0.00532","0.004961","0.021154","0.003324"
"0.00545","0.004944","0.021203","0.003305"
"0.00560","0.004973","0.021284","0.003328"
"0.00582","0.005053","0.021669","0.003382"
"0.00622","0.005147","0.022198","0.003470"
"0.00669","0.005305","0.022914","0.003549"
"0.00720","0.005530","0.023956","0.003656"
"0.00783","0.005891","0.025416","0.003742"
"0.00862","0.006322","0.027291","0.003860"
"0.00990","0.006856","0.029510","0.003927"
"0.01168","0.007439","0.032223","0.003931"
"0.01565","0.008055","0.034742","0.003934"
"0.02172","0.008768","0.036868","0.004270"
"0.02860","0.009551","0.039065","0.005275"
"0.03589","0.010476","0.041386","0.006559"
"0.04348","0.011495","0.043828","0.007947"
"0.05109","0.012503","0.046415","0.009445"
"0.05872","0.013462","0.048903","0.011423"
"0.06634","0.014424","0.050982","0.014114"
"0.07372","0.015602","0.053185","0.017412"
"0.08123","0.017090","0.055283","0.020952"
"0.08873","0.018653","0.056984","0.024830"
"0.09612","0.020099","0.058234","0.028916"
"0.10333","0.021479","0.059114","0.033189"
"0.10995","0.022785","0.059942","0.037939"
"0.11607","0.023990","0.060451","0.043607"
"0.12015","0.025103","0.061118","0.050700"
"0.12212","0.026095","0.061915","0.058226"
"0.12322","0.027020","0.062714","0.065120"
"0.12391","0.027792","0.063143","0.071966"
"0.12424","0.028362","0.063014","0.079050"
"0.12441","0.028830","0.062349","0.086245"
"0.12426","0.029239","0.061506","0.093125"
"0.12366","0.029514","0.060310","0.099769"
"0.12251","0.029578","0.058652","0.106173"
"0.11810","0.029205","0.057218","0.113133"
"0.11242","0.028600","0.055757","0.119766"
"0.10631","0.027909","0.054194","0.126108"
"0.09966","0.027141","0.052524","0.132284"
"0.09290","0.026330","0.050395","0.138015"
"0.08607","0.025591","0.048143","0.142860"
"0.07906","0.024899","0.045916","0.146563"
"0.07205","0.024063","0.043773","0.149583"
"0.06500","0.022885","0.041489","0.152211"
"0.05782","0.021366","0.039262","0.154298"
"0.05060","0.019920","0.037434","0.155647"
"0.04347","0.018583","0.035822","0.156628"
"0.03664","0.017307","0.034406","0.156953"
"0.03021","0.016158","0.033170","0.156365"
"0.02417","0.015142","0.032304","0.154334"
"0.02109","0.014264","0.031216","0.150295"
"0.01916","0.013474","0.030319","0.145837"
"0.01760","0.012728","0.029779","0.141568"
"0.01657","0.012091","0.029477","0.136942"
"0.01566","0.011493","0.029435","0.132248"
"0.01480","0.010854","0.029232","0.127576"
"0.01394","0.010242","0.029181","0.122363"
"0.01305","0.009779","0.029313","0.116767"
"0.01220","0.009634","0.029653","0.110915"
"0.01144","0.009834","0.030297","0.104891"
"0.01053","0.010056","0.031097","0.098698"
"0.00955","0.010243","0.032106","0.092053"
"0.00855","0.010415","0.033059","0.085630"
"0.00761","0.010474","0.034117","0.079575"
"0.00685","0.010383","0.035113","0.074140"
"0.00623","0.010258","0.036100","0.069010"
"0.00565","0.010186","0.036969","0.063726"
"0.00512","0.010153","0.037634","0.058264"
"0.00462","0.010102","0.038172","0.053070"
"0.00418","0.010024","0.038658","0.047962"
"0.00377","0.009965","0.039282","0.042876"
"0.00339","0.009893","0.039717","0.038064"
"0.00303","0.009814","0.039983","0.033576"
"0.00271","0.009693","0.040086","0.029630"
"0.00245","0.009575","0.039983","0.026116"
"0.00243","0.009464","0.039628","0.023087"
"0.00250","0.009363","0.039029","0.020446"
"0.00260","0.009277","0.038416","0.017952"
"0.00268","0.009258","0.037963","0.015288"
"0.00277","0.009268","0.037420","0.012890"
"0.00287","0.009254","0.036680","0.011390"
"0.00296","0.009202","0.035904","0.010402"
"0.00306","0.009134","0.035170","0.009486"
"0.00320","0.009027","0.034323","0.008595"
"0.00335","0.008916","0.033423","0.007700"
"0.00352","0.008798","0.032551","0.006783"
"0.00368","0.008685","0.031751","0.005850"
"0.00381","0.008604","0.031072","0.004930"
"0.00392","0.008598","0.030477","0.004113"
"0.00403","0.008603","0.030025","0.003353"
"0.00413","0.008583","0.029642","0.002640"
"0.00422","0.008567","0.029393","0.002122"
"0.00432","0.008547","0.029225","0.001690"
"0.00445","0.008522","0.028990","0.001535"
"0.00457","0.008458","0.028809","0.001518"
"0.00473","0.008374","0.028777","0.001505"
"0.00489","0.008271","0.028809","0.001507"
"0.00506","0.008160","0.028813","0.001524"
"0.00523","0.008051","0.028914","0.001573"
"0.00537","0.007979","0.029083","0.001644"
"0.00547","0.007932","0.029278","0.001744"
"0.00558","0.007876","0.029438","0.001878"
"0.00569","0.007809","0.029495","0.002039"
"0.00582","0.007667","0.029463","0.002191"
"0.00593","0.007500","0.029364","0.002371"
"0.00603","0.007337","0.029212","0.002562"
"0.00612","0.007160","0.028992","0.002752"
"0.00620","0.006990","0.028667","0.002939"
"0.00623","0.006793","0.028298","0.003137"
"0.00622","0.006619","0.027952","0.003369"
"0.00615","0.006486","0.027726","0.003588"
"0.00611","0.006351","0.027457","0.003771"
"0.00619","0.006290","0.027180","0.003875"
"0.00636","0.006544","0.027121","0.003837"
"0.00690","0.006930","0.027733","0.003703"
"0.00756","0.007382","0.028623","0.003542"
"0.00838","0.007940","0.029787","0.003349"
"0.00943","0.008595","0.031255","0.003131"
"0.01056","0.009330","0.032942","0.002906"
"0.01174","0.010105","0.034958","0.002641"
"0.01289","0.010871","0.037303","0.002361"
"0.01394","0.011481","0.039914","0.002072"
"0.01465","0.011978","0.042120","0.001773"
"0.01528","0.012425","0.044051","0.001485"
"0.01581","0.012817","0.045848","0.001231"
"0.01614","0.013117","0.047514","0.001095"
"0.01636","0.013389","0.049151","0.001030"
"0.01639","0.013567","0.050815","0.001054"
"0.01622","0.013530","0.052360","0.001235"
"0.01569","0.013277","0.052981","0.001556"
"0.01502","0.012968","0.053386","0.001900"
"0.01414","0.012594","0.053614","0.002345"
"0.01307","0.012144","0.053426","0.002916"
"0.01181","0.011628","0.053003","0.003486"
"0.01049","0.011064","0.052509","0.004077"
"0.00913","0.010551","0.051764","0.004726"
"0.00794","0.010217","0.050366","0.005619"
"0.00709","0.010066","0.049585","0.006524"
"0.00636","0.010029","0.049333","0.007410"
"0.00572","0.010012","0.049424","0.008203"
"0.00531","0.010015","0.049699","0.008800"
"0.00493","0.010068","0.050153","0.009691"
"0.00450","0.010235","0.050768","0.010684"
"0.00423","0.010300","0.051173","0.011606"
"0.00391","0.010432","0.052104","0.012372"
"0.00360","0.010411","0.053048","0.013161"
"0.00331","0.010324","0.053645","0.013858"
"0.00295","0.010341","0.054234","0.014582"
"0.00269","0.010388","0.054956","0.015502"
"0.00249","0.010441","0.055287","0.016127"
"0.00245","0.010382","0.055096","0.016898"
"0.00239","0.010308","0.055251","0.017825"
"0.00232","0.010179","0.055240","0.018647"
"0.00232","0.010013","0.054794","0.019336"
"0.00227","0.009867","0.054560","0.020076"
"0.00227","0.009613","0.054205","0.021027"
"0.00233","0.009330","0.053693","0.021302"
"0.00254","0.008967","0.053069","0.021865"
"0.00266","0.008661","0.052655","0.022252"
