"1 Chan 1","2 Chan 2","3 Chan 3","4 Chan 4"
0.006821,"0.062370","0.007513","0.005506"
0.006911,"0.064442","0.007436","0.005195"
0.007005,"0.066382","0.007354","0.004902"
0.007106,"0.068306","0.007254","0.004616"
0.007212,"0.070070","0.007156","0.004365"
0.007310,"0.071878","0.007055","0.004129"
0.007397,"0.073805","0.006959","0.003894"
0.007468,"0.075809","0.006888","0.003689"
0.007551,"0.077951","0.006823","0.003487"
0.007640,"0.080107","0.006748","0.003294"
0.007741,"0.082072","0.006665","0.003131"
0.007852,"0.083938","0.006539","0.003028"
0.007964,"0.085699","0.006380","0.002965"
0.008055,"0.087174","0.006212","0.002967"
0.008142,"0.088334","0.006025","0.003030"
0.008217,"0.088757","0.005834","0.003201"
0.008291,"0.088945","0.005647","0.003421"
0.008334,"0.088492","0.005466","0.003719"
0.008348,"0.087629","0.005285","0.004079"
0.008326,"0.086469","0.005127","0.004486"
0.008262,"0.085192","0.005021","0.004917"
0.008189,"0.083787","0.004921","0.005371"
0.008069,"0.082169","0.004820","0.005850"
0.007935,"0.080515","0.004725","0.006310"
0.007820,"0.078581","0.004629","0.006780"
0.007720,"0.076648","0.004522","0.007259"
0.007614,"0.074993","0.004413","0.007694"
0.007485,"0.073317","0.004303","0.008133"
0.007347,"0.071458","0.004199","0.008595"
0.007232,"0.069852","0.004107","0.009016"
0.007108,"0.067867","0.004055","0.009465"
0.007007,"0.065777","0.004039","0.009865"
0.006947,"0.063947","0.004021","0.010183"
0.006898,"0.062282","0.004017","0.010430"
0.006850,"0.061230","0.004024","0.010558"
0.006812,"0.060183","0.004023","0.010632"
0.006778,"0.059390","0.004022","0.010650"
0.006770,"0.058647","0.004026","0.010627"
0.006787,"0.057877","0.004030","0.010597"
0.006844,"0.057408","0.004012","0.010484"
0.006884,"0.057207","0.003984","0.010328"
0.006940,"0.057140","0.003950","0.010161"
0.007013,"0.057300","0.003903","0.009941"
0.007073,"0.057731","0.003846","0.009738"
0.007116,"0.057980","0.003800","0.009570"
0.007161,"0.057593","0.003761","0.009479"
0.007213,"0.056707","0.003726","0.009468"
0.007267,"0.055940","0.003688","0.009451"
0.007322,"0.055136","0.003636","0.009431"
0.007363,"0.054891","0.003596","0.009323"
0.007392,"0.055020","0.003556","0.009163"
0.007381,"0.054900","0.003529","0.009060"
0.007366,"0.054746","0.003525","0.008989"
0.007370,"0.054273","0.003527","0.008961"
0.007350,"0.053617","0.003543","0.009047"
0.007332,"0.052901","0.003560","0.009127"
0.007314,"0.052557","0.003573","0.009171"
0.007293,"0.052552","0.003580","0.009154"
0.007259,"0.052444","0.003590","0.009160"
0.007241,"0.052146","0.003613","0.009173"
0.007234,"0.051838","0.003656","0.009195"
0.007237,"0.051174","0.003698","0.009266"
0.007243,"0.050441","0.003750","0.009317"
0.007266,"0.049769","0.003803","0.009329"
0.007301,"0.049341","0.003847","0.009276"
0.007324,"0.049173","0.003893","0.009148"
0.007359,"0.049295","0.003942","0.008915"
0.007379,"0.049355","0.004000","0.008716"
0.007424,"0.048890","0.004048","0.008560"
0.007475,"0.047995","0.004090","0.008479"
0.007565,"0.047209","0.004127","0.008357"
0.007656,"0.046853","0.004152","0.008192"
0.007742,"0.047119","0.004179","0.007953"
0.007829,"0.047513","0.004201","0.007640"
0.007931,"0.047633","0.004222","0.007376"
0.008043,"0.047346","0.004243","0.007186"
0.008143,"0.047029","0.004259","0.007053"
0.008248,"0.046752","0.004258","0.006951"
0.008357,"0.046210","0.004258","0.006898"
0.008458,"0.045605","0.004247","0.006820"
0.008537,"0.045192","0.004242","0.006742"
0.008608,"0.044732","0.004230","0.006674"
0.008652,"0.044170","0.004213","0.006639"
0.008674,"0.043407","0.004202","0.006685"
0.008699,"0.042237","0.004172","0.006805"
0.008720,"0.040756","0.004145","0.007036"
0.008725,"0.039311","0.004103","0.007293"
0.008715,"0.038274","0.004071","0.007533"
0.008714,"0.037469","0.004034","0.007751"
0.008689,"0.036605","0.004010","0.008009"
0.008646,"0.035431","0.003978","0.008344"
0.008613,"0.033776","0.003939","0.008796"
0.008598,"0.032043","0.003899","0.009270"
0.008580,"0.030830","0.003860","0.009736"
0.008551,"0.029927","0.003815","0.010205"
0.008532,"0.028928","0.003771","0.010781"
0.008539,"0.027787","0.003723","0.011397"
0.008616,"0.026946","0.003668","0.012010"
0.008828,"0.026009","0.003616","0.012682"
0.009577,"0.025009","0.003533","0.013339"
0.010971,"0.023917","0.003417","0.014083"
0.013000,"0.022843","0.003283","0.015124"
0.015427,"0.021949","0.003310","0.016039"
0.017788,"0.021380","0.003628","0.016913"
0.020173,"0.020808","0.004593","0.017790"
0.023147,"0.019931","0.005780","0.018604"
0.026802,"0.018950","0.007083","0.019429"
0.031418,"0.017975","0.008441","0.019935"
0.036092,"0.017068","0.010175","0.020370"
0.040977,"0.016149","0.012057","0.020723"
0.045769,"0.015288","0.014008","0.021029"
0.050430,"0.014464","0.016042","0.021325"
0.054617,"0.013439","0.018309","0.021606"
0.058396,"0.012427","0.020682","0.021781"
0.061735,"0.011567","0.023267","0.021573"
0.064830,"0.010694","0.025930","0.021203"
0.067541,"0.009787","0.028570","0.020848"
0.070090,"0.009054","0.031057","0.020422"
0.072226,"0.008389","0.033420","0.019987"
0.073927,"0.007827","0.035539","0.019456"
0.074795,"0.007269","0.037292","0.018573"
0.074841,"0.006752","0.038764","0.017814"
0.074954,"0.006441","0.039863","0.016943"
0.074430,"0.006227","0.040269","0.016041"
0.072707,"0.006211","0.040463","0.015263"
0.069803,"0.006225","0.040490","0.014586"
0.065897,"0.006199","0.040269","0.014218"
0.061691,"0.006246","0.039402","0.013925"
0.057196,"0.006360","0.038389","0.013659"
0.052748,"0.006428","0.037330","0.013384"
0.048283,"0.006516","0.036124","0.013088"
0.044237,"0.006693","0.034537","0.012769"
0.040631,"0.006913","0.032707","0.012528"
0.037467,"0.007129","0.030614","0.012534"
0.034448,"0.007421","0.028284","0.012721"
0.031713,"0.007738","0.025918","0.012862"
0.029022,"0.008019","0.023677","0.013015"
0.026229,"0.008249","0.021576","0.013236"
0.023072,"0.008480","0.019700","0.013501"
0.020070,"0.008683","0.018194","0.013813"
0.017475,"0.008820","0.016867","0.014104"
0.014874,"0.008936","0.015636","0.014472"
0.012870,"0.009016","0.014466","0.014836"
0.011476,"0.009116","0.013310","0.015120"
0.010554,"0.009258","0.012242","0.015257"
0.009647,"0.009380","0.011386","0.015377"
0.009001,"0.009434","0.010778","0.015475"
0.008431,"0.009496","0.010176","0.015567"
0.007907,"0.009557","0.009494","0.015654"
0.007521,"0.009619","0.008856","0.015726"
0.007188,"0.009647","0.008357","0.015806"
0.006818,"0.009652","0.008005","0.015863"
0.006451,"0.009607","0.007701","0.015935"
0.006163,"0.009554","0.007570","0.015907"
0.005923,"0.009525","0.007507","0.015844"
0.005670,"0.009493","0.007470","0.015822"
0.005409,"0.009460","0.007455","0.015809"
0.005303,"0.009401","0.007494","0.015758"
0.005242,"0.009318","0.007596","0.015703"
0.005234,"0.009252","0.007625","0.015606"
0.005276,"0.009196","0.007649","0.015489"
0.005311,"0.009145","0.007677","0.015415"
0.005372,"0.009093","0.007692","0.015320"
0.005486,"0.009035","0.007642","0.015221"
0.005642,"0.008956","0.007552","0.015154"
0.005818,"0.008910","0.007471","0.015103"
0.006008,"0.008892","0.007387","0.015074"
0.006188,"0.008861","0.007379","0.015062"
0.006357,"0.008826","0.007409","0.015070"
0.006532,"0.008800","0.007446","0.015114"
0.006696,"0.008772","0.007494","0.015167"
0.006853,"0.008764","0.007568","0.015168"
0.007007,"0.008810","0.007629","0.015182"
0.007138,"0.008874","0.007674","0.015247"
0.007283,"0.008953","0.007716","0.015302"
0.007441,"0.009060","0.007740","0.015268"
0.007601,"0.009174","0.007767","0.015210"
0.007768,"0.009290","0.007741","0.015117"
0.007927,"0.009434","0.007684","0.015046"
0.008058,"0.009607","0.007563","0.015010"
0.008184,"0.009814","0.007398","0.014939"
0.008307,"0.010080","0.007203","0.014833"
0.008373,"0.010399","0.007031","0.014737"
0.008419,"0.010842","0.006888","0.014618"
0.008423,"0.011327","0.006747","0.014458"
0.008419,"0.011820","0.006615","0.014235"
0.008412,"0.012423","0.006469","0.013979"
0.008411,"0.013120","0.006292","0.013702"
0.008399,"0.013862","0.006114","0.013404"
0.008414,"0.014700","0.005913","0.013057"
0.008432,"0.015645","0.005686","0.012724"
0.008470,"0.016575","0.005459","0.012398"
0.008524,"0.017509","0.005238","0.012045"
0.008570,"0.018432","0.005023","0.011647"
0.008596,"0.019378","0.004825","0.011286"
0.008622,"0.020377","0.004654","0.010925"
0.008658,"0.021470","0.004527","0.010568"
0.008682,"0.022576","0.004453","0.010207"
0.008698,"0.023743","0.004448","0.009830"
0.008740,"0.025032","0.004462","0.009436"
0.008739,"0.026246","0.004507","0.009093"
0.008764,"0.027453","0.004549","0.008760"
0.008779,"0.028792","0.004592","0.008410"
0.008796,"0.030216","0.004639","0.008073"
0.008822,"0.031635","0.004673","0.007778"
0.008799,"0.033019","0.004698","0.007515"
0.008771,"0.034350","0.004736","0.007276"
0.008740,"0.035589","0.004766","0.007053"
0.008698,"0.036742","0.004806","0.006876"
0.008647,"0.037840","0.004861","0.006712"
0.008572,"0.038954","0.004933","0.006566"
0.008482,"0.040689","0.005017","0.006363"
0.008395,"0.042527","0.005057","0.006192"
0.008317,"0.044330","0.005034","0.006052"
0.008242,"0.045983","0.004993","0.005942"
0.008190,"0.047768","0.004919","0.005841"
0.008128,"0.049665","0.004835","0.005718"
0.008099,"0.051254","0.004739","0.005641"
0.008084,"0.053201","0.004642","0.005514"
0.008089,"0.054782","0.004541","0.005422"
0.008116,"0.055907","0.004440","0.005377"
0.008148,"0.056628","0.004340","0.005382"
0.008187,"0.057221","0.004235","0.005385"
0.008214,"0.057572","0.004124","0.005435"
0.008273,"0.057421","0.004011","0.005513"
0.008329,"0.057281","0.003896","0.005599"
0.008377,"0.057081","0.003783","0.005669"
0.008391,"0.056497","0.003676","0.005778"
0.008421,"0.056182","0.003560","0.005860"
0.008436,"0.056029","0.003443","0.005898"
0.008466,"0.055230","0.003320","0.005987"
0.008489,"0.054261","0.003246","0.006082"
0.008520,"0.053657","0.003229","0.006115"
0.008548,"0.053281","0.003204","0.006123"
0.008562,"0.052520","0.003178","0.006168"
0.008602,"0.051568","0.003147","0.006250"
0.008601,"0.050964","0.003136","0.006283"
0.008566,"0.049621","0.003137","0.006422"
0.008494,"0.048975","0.003148","0.006540"
0.008436,"0.049201","0.003156","0.006565"
0.008377,"0.049442","0.003153","0.006615"
0.008312,"0.049393","0.003160","0.006716"
0.008256,"0.049692","0.003177","0.006782"
0.008197,"0.050247","0.003202","0.006837"
0.008125,"0.050985","0.003228","0.006894"
0.008092,"0.051703","0.003258","0.006955"
0.008087,"0.052720","0.003276","0.006979"
0.008094,"0.053074","0.003294","0.007055"
0.008100,"0.053134","0.003311","0.007174"
0.008119,"0.053332","0.003316","0.007271"
0.008136,"0.053814","0.003309","0.007318"
0.008169,"0.053896","0.003295","0.007411"
0.008202,"0.053987","0.003283","0.007482"
0.008219,"0.053952","0.003276","0.007565"
0.008226,"0.053892","0.003279","0.007633"
0.008236,"0.053702","0.003271","0.007718"
0.008252,"0.053758","0.003264","0.007722"
0.008284,"0.053485","0.003254","0.007718"
0.008285,"0.052796","0.003267","0.007735"
0.008282,"0.052322","0.003292","0.007707"
0.008284,"0.052327","0.003304","0.007603"
0.008290,"0.052216","0.003323","0.007505"
0.008310,"0.052197","0.003339","0.007389"
0.008337,"0.052118","0.003358","0.007276"
0.008336,"0.052108","0.003368","0.007203"
0.008335,"0.052532","0.003400","0.007088"
0.008327,"0.053249","0.003428","0.006956"
0.008326,"0.053566","0.003457","0.006886"
0.008288,"0.053864","0.003497","0.006827"
0.008232,"0.053647","0.003538","0.006828"
0.008144,"0.053442","0.003582","0.006820"
0.008075,"0.053136","0.003613","0.006837"
0.008016,"0.053288","0.003652","0.006775"
0.007991,"0.053408","0.003678","0.006674"
0.007946,"0.052879","0.003701","0.006638"
0.007913,"0.052320","0.003712","0.006667"
0.007928,"0.052121","0.003718","0.006626"
0.007944,"0.051646","0.003708","0.006633"
0.007975,"0.051250","0.003700","0.006630"
0.008000,"0.050721","0.003697","0.006660"
0.008020,"0.049810","0.003694","0.006715"
0.008024,"0.048806","0.003676","0.006793"
0.008047,"0.047725","0.003664","0.006845"
0.008079,"0.046933","0.003672","0.006817"
0.008100,"0.045680","0.003654","0.006848"
0.008089,"0.044314","0.003642","0.006904"
0.008062,"0.043421","0.003623","0.006898"
0.008081,"0.042198","0.003598","0.006930"
0.008131,"0.041436","0.003570","0.006936"
0.008189,"0.040610","0.003540","0.006959"
0.008259,"0.039444","0.003519","0.007015"
0.008380,"0.038095","0.003484","0.007125"
0.008484,"0.036457","0.003445","0.007335"
0.008619,"0.035369","0.003410","0.007486"
0.008760,"0.034416","0.003387","0.007595"
0.008872,"0.033240","0.003368","0.007787"
0.008973,"0.032183","0.003354","0.007957"
0.009039,"0.030881","0.003343","0.008150"
0.009084,"0.029520","0.003341","0.008364"
0.009092,"0.028589","0.003330","0.008558"
0.009124,"0.027824","0.003319","0.008788"
0.009672,"0.026826","0.003275","0.009079"
0.011147,"0.025415","0.003193","0.009453"
0.013275,"0.023827","0.003259","0.009912"
0.015930,"0.022137","0.003561","0.010507"
0.019307,"0.020365","0.004063","0.011045"
0.022702,"0.018780","0.004786","0.011683"
0.026496,"0.017000","0.005598","0.012365"
0.030596,"0.015236","0.006533","0.013024"
0.034845,"0.013769","0.007584","0.013511"
0.039747,"0.014439","0.008508","0.014223"
0.044742,"0.015517","0.009444","0.014928"
0.049722,"0.016668","0.010410","0.015619"
0.054539,"0.017640","0.011473","0.016290"
0.059519,"0.018561","0.012577","0.016881"
0.064518,"0.019656","0.013752","0.017403"
0.069505,"0.020849","0.014943","0.017839"
0.074350,"0.022016","0.016102","0.018183"
0.079176,"0.023043","0.017324","0.018388"
0.083624,"0.023896","0.018628","0.018465"
0.087197,"0.024780","0.020069","0.018382"
0.089651,"0.025635","0.021505","0.018292"
0.091017,"0.026649","0.022767","0.018182"
0.091695,"0.027926","0.023778","0.017905"
0.091726,"0.029290","0.024367","0.017692"
0.091639,"0.030615","0.024656","0.017322"
0.091078,"0.031915","0.024842","0.016861"
0.090157,"0.033106","0.024854","0.016308"
0.088973,"0.034225","0.024655","0.015881"
0.086566,"0.033153","0.024606","0.015302"
0.083652,"0.031935","0.024596","0.014676"
0.080577,"0.030748","0.024533","0.014027"
0.077701,"0.029528","0.024385","0.013336"
0.074548,"0.028210","0.024197","0.012653"
0.071204,"0.026823","0.023895","0.012043"
0.067699,"0.025439","0.023485","0.011558"
0.063950,"0.024000","0.023103","0.011145"
0.060135,"0.022443","0.022658","0.010867"
0.056556,"0.021049","0.022164","0.010670"
0.053288,"0.019730","0.021575","0.010601"
0.050079,"0.018643","0.021018","0.010498"
0.047183,"0.017677","0.020410","0.010327"
0.044521,"0.016757","0.019685","0.010175"
0.042031,"0.015859","0.019169","0.009955"
0.039684,"0.014998","0.018731","0.009771"
0.037436,"0.014174","0.018223","0.009674"
0.035239,"0.013522","0.017781","0.009650"
0.033096,"0.012933","0.017435","0.009654"
0.031451,"0.012429","0.017061","0.009594"
0.030197,"0.012036","0.016656","0.009545"
0.029045,"0.011635","0.016298","0.009564"
0.027700,"0.011356","0.015903","0.009700"
0.026508,"0.011181","0.015446","0.009951"
0.025426,"0.011079","0.015016","0.010241"
0.024370,"0.011040","0.014640","0.010553"
0.023672,"0.011079","0.014252","0.010860"
0.023091,"0.011302","0.013868","0.011159"
0.022636,"0.011607","0.013457","0.011456"
0.022250,"0.011968","0.012995","0.011772"
0.022007,"0.012293","0.012471","0.012117"
0.021914,"0.012646","0.011971","0.012440"
0.021776,"0.012977","0.011572","0.012743"
0.021428,"0.013233","0.011165","0.013116"
0.020994,"0.013450","0.010795","0.013536"
0.020509,"0.013664","0.010527","0.013913"
0.019764,"0.013863","0.010248","0.014366"
0.018960,"0.014053","0.009966","0.014828"
0.018171,"0.014203","0.009695","0.015300"
0.017403,"0.014362","0.009380","0.015813"
0.016723,"0.014518","0.009029","0.016313"
0.016196,"0.014641","0.008697","0.016775"
0.015622,"0.014707","0.008415","0.017179"
0.015156,"0.014737","0.008114","0.017524"
0.014835,"0.014692","0.007833","0.017803"
0.014531,"0.014606","0.007544","0.018062"
0.014220,"0.014449","0.007255","0.018292"
0.013901,"0.014222","0.006964","0.018530"
0.013565,"0.013981","0.006712","0.018776"
0.013264,"0.013782","0.006533","0.018984"
0.012982,"0.013595","0.006439","0.019179"
0.012724,"0.013374","0.006388","0.019345"
0.012485,"0.013287","0.006373","0.019466"
0.012283,"0.013271","0.006329","0.019550"
0.012126,"0.013326","0.006264","0.019667"
0.012233,"0.013467","0.006177","0.019763"
0.012463,"0.013677","0.006070","0.019822"
0.012733,"0.013931","0.005938","0.019866"
0.012986,"0.014217","0.005844","0.019868"
0.013273,"0.014558","0.005780","0.019847"
0.013585,"0.014955","0.005733","0.019771"
0.013938,"0.015460","0.005711","0.019626"
0.014284,"0.015974","0.005746","0.019474"
0.014691,"0.016554","0.005793","0.019314"
0.015195,"0.017177","0.005856","0.019172"
0.015690,"0.017999","0.005940","0.019061"
0.016242,"0.018941","0.006025","0.018927"
0.016822,"0.019988","0.006115","0.018721"
0.017360,"0.021060","0.006197","0.018513"
0.017874,"0.022139","0.006267","0.018277"
0.018368,"0.023378","0.006357","0.018022"
0.018786,"0.024553","0.006433","0.017818"
0.019168,"0.025734","0.006489","0.017601"
0.019530,"0.026962","0.006552","0.017363"
0.019898,"0.028237","0.006617","0.017094"
0.020237,"0.029569","0.006712","0.016842"
0.020608,"0.031023","0.006811","0.016537"
0.021029,"0.032525","0.006910","0.016179"
0.021414,"0.034152","0.007016","0.015786"
0.021819,"0.035921","0.007108","0.015412"
0.022217,"0.037635","0.007197","0.015091"
0.022616,"0.039301","0.007252","0.014797"
0.023015,"0.040891","0.007233","0.014537"
0.023323,"0.042336","0.007251","0.014315"
0.023654,"0.043600","0.007300","0.014122"
0.023956,"0.044526","0.007388","0.014060"
0.024288,"0.045144","0.007481","0.014071"
0.024518,"0.045180","0.007552","0.014167"
0.024707,"0.045337","0.007685","0.014339"
0.025042,"0.045512","0.007752","0.014573"
0.025320,"0.045480","0.007805","0.014827"
0.025692,"0.045611","0.007847","0.015254"
0.026116,"0.045689","0.007888","0.015733"
0.026561,"0.045662","0.007932","0.016333"
0.026908,"0.045601","0.007962","0.017017"
0.026974,"0.045186","0.007973","0.017791"
0.026858,"0.044629","0.007942","0.018598"
0.026640,"0.043740","0.007820","0.019254"
0.026176,"0.042609","0.007656","0.019813"
0.025506,"0.041533","0.007466","0.020292"
0.024681,"0.040551","0.007256","0.020554"
0.023772,"0.039656","0.007098","0.020642"
0.022838,"0.039093","0.006897","0.020646"
0.021892,"0.038631","0.006640","0.020563"
0.020929,"0.038873","0.006347","0.020214"
0.019853,"0.039179","0.006059","0.019790"
0.018922,"0.039653","0.005780","0.019257"
0.017997,"0.039974","0.005443","0.018665"
0.016970,"0.040325","0.005154","0.018047"
0.016024,"0.040864","0.004900","0.017382"
0.015027,"0.041082","0.004670","0.016564"
0.014004,"0.041268","0.004435","0.015738"
0.012946,"0.041688","0.004209","0.014822"
0.011996,"0.042130","0.004005","0.013849"
0.011244,"0.043097","0.003836","0.012799"
0.010647,"0.044132","0.003693","0.011830"
0.010120,"0.045270","0.003610","0.011074"
0.009769,"0.046113","0.003553","0.010493"
0.009558,"0.046882","0.003506","0.010009"
0.009505,"0.047683","0.003487","0.009717"
0.009548,"0.048350","0.003489","0.009583"
0.009613,"0.048224","0.003511","0.009579"
0.009714,"0.048095","0.003566","0.009826"
0.009817,"0.047351","0.003636","0.010224"
0.009983,"0.047225","0.003684","0.010682"
0.010149,"0.047739","0.003734","0.011126"
0.010268,"0.047781","0.003766","0.011674"
0.010336,"0.047603","0.003842","0.012356"
0.010413,"0.047088","0.003902","0.012955"
0.010472,"0.046700","0.004011","0.013553"
0.010549,"0.046440","0.004153","0.014064"
0.010538,"0.045053","0.004357","0.014630"
0.010526,"0.043571","0.004545","0.015299"
0.010507,"0.042096","0.004695","0.015860"
0.010472,"0.040986","0.004859","0.016188"
0.010474,"0.039960","0.004995","0.016387"
0.010451,"0.039027","0.005110","0.016543"
0.010439,"0.038143","0.005207","0.016674"
0.010394,"0.037202","0.005293","0.016645"
0.010306,"0.036070","0.005384","0.016588"
0.010293,"0.035141","0.005447","0.016533"
0.010259,"0.033973","0.005480","0.016278"
0.010482,"0.032954","0.005528","0.015945"
0.010705,"0.031218","0.005643","0.015572"
0.010929,"0.028952","0.005737","0.015275"
0.011205,"0.027144","0.005814","0.014915"
0.011437,"0.025453","0.005819","0.014390"
0.011623,"0.024311","0.005843","0.013919"
0.011667,"0.023234","0.005842","0.013517"
0.011667,"0.022132","0.005803","0.013207"
0.011770,"0.022063","0.005721","0.012830"
0.011926,"0.022322","0.005690","0.012320"
0.012150,"0.022358","0.005724","0.011963"
0.012410,"0.022178","0.005767","0.011767"
0.012623,"0.022039","0.005793","0.011619"
0.012839,"0.022159","0.005807","0.011413"
0.013031,"0.022164","0.005786","0.011188"
0.013184,"0.022050","0.005743","0.011121"
0.013270,"0.022091","0.005662","0.011056"
0.013296,"0.022484","0.005572","0.010899"
0.013299,"0.022751","0.005471","0.010779"
0.013042,"0.022916","0.005341","0.010729"
0.012761,"0.023288","0.005154","0.010684"
0.012470,"0.024042","0.005000","0.010591"
0.012243,"0.024802","0.004856","0.010464"
0.012045,"0.025371","0.004733","0.010410"
0.011967,"0.025886","0.004602","0.010367"
0.012219,"0.026541","0.004446","0.010199"
0.012975,"0.027243","0.004267","0.009865"
0.014131,"0.027422","0.004036","0.009549"
0.015745,"0.027080","0.003737","0.009296"
0.017723,"0.026461","0.003573","0.009015"
0.020373,"0.025499","0.003497","0.008829"
0.022931,"0.024236","0.003583","0.008893"
0.025696,"0.022616","0.004041","0.009066"
0.028314,"0.021020","0.004835","0.009228"
0.030455,"0.019521","0.005742","0.009453"
0.032496,"0.018158","0.006606","0.009658"
0.034463,"0.016899","0.007546","0.009741"
0.036297,"0.016004","0.008315","0.009711"
0.037846,"0.015188","0.009090","0.009697"
0.039354,"0.014405","0.009591","0.009840"
0.040806,"0.013485","0.010039","0.010041"
0.042218,"0.012583","0.010472","0.010257"
0.043474,"0.011790","0.010915","0.010470"
0.044532,"0.010843","0.011352","0.010707"
0.045341,"0.009701","0.011868","0.010984"
0.045592,"0.008398","0.012471","0.011387"
0.045362,"0.007481","0.013108","0.011792"
0.044598,"0.006748","0.013770","0.012157"
0.043304,"0.006193","0.014256","0.012554"
0.041142,"0.005866","0.014536","0.012871"
0.038947,"0.005771","0.014696","0.012980"
0.036497,"0.006020","0.014520","0.013040"
0.034172,"0.006246","0.014057","0.013149"
0.032176,"0.006447","0.013526","0.013248"
0.030310,"0.006615","0.013070","0.013377"
0.028489,"0.006713","0.012577","0.013656"
0.026804,"0.006769","0.012270","0.014013"
0.025407,"0.006852","0.011959","0.014354"
0.024050,"0.006935","0.011861","0.014565"
0.022698,"0.007044","0.011739","0.014715"
0.021369,"0.007160","0.011583","0.014807"
0.020148,"0.007278","0.011415","0.014842"
0.018840,"0.007400","0.011220","0.014942"
0.017534,"0.007507","0.010970","0.015077"
0.016268,"0.007611","0.010693","0.015206"
0.015070,"0.007670","0.010429","0.015335"
0.013893,"0.007730","0.010163","0.015496"
0.012819,"0.007783","0.009921","0.015642"
0.011910,"0.007801","0.009783","0.015793"
0.011196,"0.007819","0.009534","0.015994"
0.010600,"0.007835","0.009250","0.016204"
0.010080,"0.007876","0.008968","0.016429"
0.009753,"0.007909","0.008686","0.016630"
0.009458,"0.007940","0.008410","0.016823"
0.009218,"0.007970","0.008117","0.016994"
0.009002,"0.007971","0.007831","0.017190"
0.008791,"0.007978","0.007541","0.017385"
0.008594,"0.007968","0.007306","0.017587"
0.008406,"0.007918","0.007141","0.017847"
0.008175,"0.007843","0.007036","0.018225"
0.008018,"0.007758","0.006918","0.018624"
0.008077,"0.007666","0.006813","0.018957"
0.008184,"0.007594","0.006691","0.019252"
0.008313,"0.007522","0.006541","0.019544"
0.008442,"0.007480","0.006381","0.019784"
0.008563,"0.007445","0.006214","0.020011"
0.008671,"0.007422","0.006038","0.020222"
0.008773,"0.007392","0.005863","0.020405"
0.008826,"0.007346","0.005773","0.020574"
0.008856,"0.007291","0.005722","0.020810"
0.008880,"0.007260","0.005675","0.020999"
0.008892,"0.007234","0.005616","0.021155"
0.008896,"0.007215","0.005544","0.021329"
0.008896,"0.007224","0.005472","0.021451"
0.008871,"0.007255","0.005385","0.021533"
0.008836,"0.007297","0.005308","0.021593"
0.008790,"0.007361","0.005238","0.021583"
0.008741,"0.007441","0.005163","0.021539"
0.008700,"0.007528","0.005085","0.021440"
0.008653,"0.007621","0.005018","0.021349"
0.008580,"0.007756","0.004955","0.021237"
0.008509,"0.007916","0.004908","0.021130"
0.008418,"0.008099","0.004898","0.020986"
0.008324,"0.008336","0.004903","0.020789"
0.008220,"0.008610","0.004919","0.020508"
0.008124,"0.008938","0.004936","0.020243"
0.008008,"0.009289","0.004965","0.019977"
0.007892,"0.009646","0.005022","0.019686"
0.007753,"0.010048","0.005081","0.019314"
0.007610,"0.010551","0.005138","0.018942"
0.007465,"0.011218","0.005198","0.018555"
0.007325,"0.012043","0.005264","0.018121"
0.007182,"0.012891","0.005323","0.017717"
0.007057,"0.013797","0.005377","0.017265"
0.006928,"0.014722","0.005416","0.016763"
0.006803,"0.015622","0.005459","0.016286"
0.006692,"0.016512","0.005496","0.015806"
0.006584,"0.017435","0.005540","0.015306"
0.006466,"0.018392","0.005587","0.014794"
0.006366,"0.019425","0.005635","0.014277"
0.006275,"0.020524","0.005660","0.013743"
0.006199,"0.021689","0.005647","0.013234"
0.006119,"0.022915","0.005616","0.012778"
0.006043,"0.024220","0.005582","0.012364"
0.005982,"0.025614","0.005547","0.011922"
0.005936,"0.027293","0.005512","0.011439"
0.005900,"0.029247","0.005474","0.010924"
0.005887,"0.031495","0.005439","0.010365"
0.005894,"0.033857","0.005400","0.009808"
0.005913,"0.036162","0.005357","0.009280"
0.005944,"0.038477","0.005315","0.008775"
0.005983,"0.040922","0.005276","0.008280"
0.006017,"0.043373","0.005248","0.007834"
0.006062,"0.045748","0.005232","0.007460"
0.006116,"0.048132","0.005211","0.007094"
0.006171,"0.050404","0.005202","0.006731"
0.006222,"0.052533","0.005190","0.006391"
0.006274,"0.054598","0.005178","0.006063"
0.006323,"0.056560","0.005165","0.005764"
0.006368,"0.058452","0.005145","0.005477"
0.006398,"0.060219","0.005123","0.005209"
0.006446,"0.061769","0.005106","0.004968"
0.006509,"0.063073","0.005080","0.004742"
0.006574,"0.063762","0.005006","0.004621"
0.006630,"0.063590","0.004898","0.004626"
0.006697,"0.062962","0.004795","0.004689"
0.006743,"0.061813","0.004688","0.004824"
0.006777,"0.060670","0.004599","0.004959"
0.006823,"0.059795","0.004513","0.005064"
0.006851,"0.059036","0.004426","0.005152"
0.006873,"0.058118","0.004344","0.005277"
0.006902,"0.056940","0.004265","0.005429"
0.006949,"0.056151","0.004178","0.005511"
0.006969,"0.055244","0.004098","0.005596"
0.006995,"0.054752","0.004010","0.005654"
0.007055,"0.054862","0.003911","0.005643"
0.007116,"0.054708","0.003807","0.005657"
0.007199,"0.054438","0.003705","0.005690"
0.007310,"0.054040","0.003617","0.005737"
0.007425,"0.053848","0.003526","0.005784"
0.007517,"0.053586","0.003429","0.005865"
0.007603,"0.053316","0.003341","0.005969"
0.007661,"0.053189","0.003305","0.006017"
