"1 Chan 1","2 Chan 2","3 Chan 3"
"0.002440","0.002914","0.037872"
"0.002451","0.003043","0.035777"
"0.002536","0.003097","0.033744"
"0.002628","0.003083","0.032051"
"0.002809","0.003159","0.030226"
"0.002983","0.003285","0.028382"
"0.003067","0.003443","0.026809"
"0.003119","0.003501","0.025614"
"0.003118","0.003559","0.024516"
"0.003068","0.003802","0.023338"
"0.002970","0.004299","0.022362"
"0.002865","0.004852","0.021588"
"0.002760","0.005246","0.021219"
"0.002679","0.005484","0.020649"
"0.002579","0.005733","0.020257"
"0.002473","0.005986","0.019841"
"0.002344","0.006266","0.019412"
"0.002213","0.006643","0.018953"
"0.002090","0.007108","0.018628"
"0.001967","0.007627","0.018635"
"0.001804","0.008201","0.018878"
