"Time","v1 xCoM","47 R marks","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","m1 R marks","39 FRx (cm)","38 FLy (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","42a CoMy (cm)","42 CoMy (cm)","m2 L marks","48 L marks","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.053,,0,7.055028,0.339048,14.006717,4.901985,18.171268,0,16.610184,5.997070,-10.470406,13.288163,-8.812142,8.836122,6.804448,0,0,14.053493,3.715222,6.023981,11.256166,13.456642,153.546219,0,64.871040,52.198563,62.402435,8.504786,17.056042,7.981422,13.755881,7.969852,13.071137,8.234666,12.515491,9.376729,13.906581,9.731556,12.346457,10.622232,13.104769,0,0.31995,0.00787,-0.02145,0.00046,0.00879,-0.01227,0.00671,0.00278,0.00000,0.11425,3.27744
0.054,,0,7.053563,0.339501,13.997598,4.898199,17.608601,0,16.628033,5.994633,-10.458241,13.277796,-8.736693,7.430430,6.813244,0,0,14.044811,3.719608,6.025666,10.631608,13.467489,153.446442,0,64.703819,52.012981,62.590214,8.513678,17.067339,7.982254,13.744404,7.971990,13.059363,8.237639,12.507188,9.370556,13.905782,9.730584,12.346843,10.620880,13.104918,0,0.79393,-0.91934,-0.01964,0.00351,0.00887,-0.01068,0.00433,0.00317,0.00023,0.11407,3.27736
0.055,,0,7.052096,0.339955,13.988479,4.894413,17.045933,0,16.645884,5.992197,-10.446077,13.267429,-8.661243,6.024739,6.822040,0,0,14.036130,3.723994,6.027350,10.007051,13.478336,153.346664,0,64.536598,51.827396,62.777988,8.522569,17.078636,7.983086,13.732927,7.974127,13.047589,8.240613,12.498885,9.364383,13.904984,9.729612,12.347228,10.619528,13.105067,0,-0.19804,0.00739,-0.02188,0.00214,0.00876,-0.01263,0.00565,0.00418,0.00000,0.11344,3.27729
0.056,,0,7.052233,0.340192,13.995214,4.889463,16.543226,0,16.661734,5.991406,-10.441495,13.256998,-8.568146,5.722777,6.830729,0,0,14.027397,3.721477,6.241499,9.431479,13.486972,153.202194,0,64.531891,51.650700,62.800049,8.523355,17.085541,7.983355,13.725363,7.975722,13.036549,8.243200,12.491932,9.360515,13.903111,9.728048,12.345901,10.617882,13.105356,0,0.60773,-0.46231,-0.03278,0.01083,0.00720,-0.03229,0.00000,0.02081,0.00107,0.10906,3.27706
0.057,,0,7.052464,0.340415,14.002890,4.884445,16.044077,0,16.677465,5.990714,-10.437363,13.246563,-8.474000,5.486291,6.839412,0,0,14.018661,3.718551,6.468252,8.858811,13.495477,153.055069,0,64.536812,51.474529,62.812275,8.523661,17.092184,7.983591,13.718031,7.977284,13.025551,8.245765,12.485059,9.356783,13.901175,9.726450,12.344471,10.616218,13.105653,0,1.70479,-1.32681,-0.01978,0.00443,0.00954,-0.00970,0.00496,0.00333,0.00053,0.10871,3.27683
0.058,,0,7.052696,0.340639,14.010565,4.879427,15.544929,0,16.693197,5.990021,-10.433229,13.236128,-8.379854,5.249804,6.848094,0,0,14.009925,3.715625,6.695004,8.286145,13.503982,152.907944,0,64.541740,51.298359,62.824501,8.523966,17.098827,7.983826,13.710698,7.978846,13.014554,8.248329,12.478186,9.353052,13.899239,9.724851,12.343041,10.614553,13.105949,0,0.11467,-0.14081,-0.01991,0.00244,0.00899,-0.01010,0.00743,0.00061,0.00008,0.11464,3.27697
0.059,,0,7.052928,0.340862,14.018240,4.874409,15.045779,0,16.708929,5.989328,-10.429097,13.225693,-8.285708,5.013318,6.856777,0,0,14.001189,3.712698,6.921756,7.713479,13.512486,152.760818,0,64.546669,51.122189,62.836731,8.524271,17.105471,7.984062,13.703366,7.980409,13.003556,8.250894,12.471313,9.349320,13.897303,9.723252,12.341612,10.612889,13.106246,0,-0.01111,-0.06046,-0.01926,0.00351,0.00900,-0.01202,0.00505,0.00528,0.00015,0.11531,3.27712
0.060,,0,7.052918,0.342094,13.809467,4.873531,14.604876,0,16.722849,5.992084,-10.428518,13.215204,-8.150704,4.678946,6.865729,0,0,13.992849,3.709642,6.930379,7.224879,13.518705,153.280594,0,64.301216,50.978340,62.834415,8.538290,17.117792,7.982348,13.697164,7.985066,12.998499,8.255413,12.466660,9.347558,13.897408,9.724393,12.342427,10.612502,13.108698,0,0.00221,-0.07013,-0.01842,0.00366,0.00951,-0.01202,0.00560,0.00354,0.00008,0.11369,3.27698
0.061,,0,7.052894,0.343386,13.587855,4.872900,14.167428,0,16.736660,5.995043,-10.428151,13.204713,-8.013275,4.338768,6.874697,0,0,13.984533,3.706577,6.926062,6.741267,13.524789,153.839935,0,64.040909,50.836407,62.831238,8.553123,17.130451,7.980519,13.691028,7.989907,12.993795,8.260049,12.462138,9.345912,13.897635,9.725697,12.343375,10.612190,13.111278,0,-0.90427,-0.04776,0.00612,-0.02930,0.00885,0.04276,-0.00179,-0.00024,0.00008,0.11078,3.27683
0.062,,0,7.052869,0.344678,13.366242,4.872267,13.729980,0,16.750471,5.998003,-10.427784,13.194221,-7.875847,3.998589,6.883666,0,0,13.976217,3.703512,6.921745,6.257655,13.530873,154.399277,0,63.780609,50.694473,62.828060,8.567954,17.143110,7.978689,13.684892,7.994748,12.989091,8.264684,12.457617,9.344266,13.897862,9.727000,12.344323,10.611878,13.113857,0,0.10895,-0.01837,-0.02145,0.00381,0.00755,-0.01413,0.00427,0.00259,0.00000,0.10949,3.27719
0.063,,0,7.052845,0.345970,13.144629,4.871635,13.292531,0,16.764282,6.000962,-10.427417,13.183730,-7.738419,3.658410,6.892633,0,0,13.967901,3.700448,6.917428,5.774043,13.536957,154.958618,0,63.520302,50.552544,62.824883,8.582787,17.155769,7.976860,13.678756,7.999588,12.984386,8.269320,12.453095,9.342621,13.898090,9.728303,12.345271,10.611567,13.116437,0,0.02577,0.01019,-0.01860,-0.00488,0.00731,-0.01221,0.00597,0.00143,0.00008,0.11158,3.27757
0.064,,0,7.052316,0.344649,13.321836,4.869346,12.906219,0,16.776630,6.000921,-10.425783,13.173396,-7.428893,3.455248,6.895009,0,0,13.960250,3.701766,6.916548,5.050542,13.542035,155.106720,0,63.404907,50.542744,62.831768,8.589602,17.169443,7.977160,13.670160,8.002768,12.974499,8.271087,12.447843,9.339347,13.896536,9.730149,12.345024,10.610617,13.118693,0,2.27867,-0.51605,-0.01860,0.00351,0.00940,-0.01334,0.00639,0.00302,0.00000,0.11385,3.27759
0.065,,0,7.051757,0.343174,13.522700,4.866958,12.522942,0,16.788893,6.000701,-10.424074,13.163071,-7.109159,3.260214,6.896994,0,0,13.952638,3.703344,6.915873,4.312810,13.547053,155.230438,0,63.298107,50.540787,62.839252,8.595943,17.183174,7.977586,13.661418,8.005848,12.964304,8.272685,12.442547,9.335977,13.894876,9.732028,12.344706,10.609629,13.120932,0,-0.01169,-0.88358,-0.02209,0.00320,0.00914,-0.01212,0.00568,0.00458,-0.00015,0.11645,3.27759
0.066,,0,7.051198,0.341699,13.723564,4.864570,12.139664,0,16.801155,6.000482,-10.422365,13.152746,-6.789425,3.065181,6.898979,0,0,13.945024,3.704922,6.915197,3.575079,13.552073,155.354141,0,63.191307,50.538830,62.846733,8.602283,17.196907,7.978013,13.652677,8.008927,12.954108,8.274282,12.437251,9.332606,13.893215,9.733906,12.344387,10.608640,13.123169,0,1.86032,-0.94672,-0.02522,0.00565,0.00807,-0.01971,0.00137,0.01505,0.00130,0.11365,3.27729
0.067,,0,7.050639,0.340223,13.924429,4.862182,11.756386,0,16.813417,6.000263,-10.420656,13.142421,-6.469691,2.870147,6.900964,0,0,13.937412,3.706500,6.914522,2.837347,13.557091,155.477859,0,63.084507,50.536873,62.854218,8.608624,17.210640,7.978439,13.643934,8.012008,12.943913,8.275880,12.431955,9.329236,13.891555,9.735785,12.344069,10.607652,13.125407,0,0.85117,-0.49402,-0.02115,0.00214,0.01085,-0.01025,0.00610,0.00262,0.00046,0.10901,3.27699
0.068,,0,7.050235,0.343317,13.748197,4.860240,11.394958,0,16.824585,5.998686,-10.412984,13.131938,-5.990285,2.788301,6.903200,0,0,13.930673,3.705706,6.909983,1.864622,13.560143,155.457230,0,62.944187,50.326523,62.840683,8.611485,17.221329,7.978592,13.636434,8.015631,12.933083,8.282308,12.421988,9.324696,13.889256,9.737058,12.343342,10.604533,13.126996,0,-0.05257,0.04486,-0.01805,0.00336,0.00945,-0.01236,0.00623,0.00241,0.00008,0.11054,3.27698
0.069,,0,7.049840,0.346683,13.549594,4.858323,11.034827,0,16.835690,5.997029,-10.404957,13.121446,-5.501408,2.713169,6.905451,0,0,13.923985,3.704771,6.905216,0.877956,13.563078,155.428055,0,62.801876,50.103813,62.825901,8.614141,17.231836,7.978728,13.629006,8.019285,12.922214,8.289021,12.411744,9.320086,13.886921,9.738296,12.342591,10.601288,13.128547,0,0.25424,0.06668,-0.02071,0.00595,0.00830,-0.01556,0.00537,0.00479,0.00015,0.11339,3.27698
0.070,,0,7.049446,0.350048,13.350991,4.856407,10.674696,0,16.846792,5.995372,-10.396930,13.110953,-5.012531,2.638037,6.907702,0,0,13.917297,3.703836,6.900448,-0.108709,13.566013,155.398865,0,62.659569,49.881104,62.811119,8.616796,17.242346,7.978865,13.621578,8.022940,12.911345,8.295735,12.401500,9.315475,13.884584,9.739533,12.341840,10.598042,13.130098,0,1.30170,-1.64798,-0.02055,0.00488,0.00945,-0.01019,0.00618,0.00211,-0.00008,0.11474,3.27720
0.071,,0,7.049051,0.353413,13.152389,4.854491,10.314565,0,16.857897,5.993715,-10.388903,13.100461,-4.523654,2.562906,6.909954,0,0,13.910610,3.702901,6.895680,-1.095375,13.568949,155.369675,0,62.517258,49.658394,62.796337,8.619452,17.252853,7.979001,13.614151,8.026594,12.900476,8.302450,12.391256,9.310865,13.882248,9.740770,12.341088,10.594798,13.131649,0,0.03917,-0.04016,-0.02020,0.00198,0.00940,-0.01285,0.00681,0.00302,0.00015,0.11414,3.27743
0.072,,0,7.048890,0.350880,13.142530,4.848280,9.970947,0,16.867464,5.992509,-10.375583,13.090001,-3.875710,2.448558,6.912417,0,0,13.905087,3.703429,6.895944,-2.299422,13.570934,154.906311,0,62.934017,49.306133,62.730045,8.616676,17.267221,7.976372,13.605168,8.029217,12.888783,8.312937,12.383405,9.309651,13.882069,9.742061,12.341612,10.593530,13.134212,0,-2.12343,-0.41217,-0.02391,0.01236,0.00842,-0.01239,0.00481,0.00293,-0.00008,0.11268,3.27744
0.073,,0,7.048743,0.347997,13.143869,4.841815,9.628310,0,16.876938,5.991331,-10.361948,13.079543,-3.218330,2.331885,6.914894,0,0,13.899632,3.704045,6.896507,-3.516365,13.572864,154.417206,0,63.383945,48.946182,62.660698,8.613579,17.281818,7.973579,13.596093,8.031777,12.877040,8.323647,12.375695,9.308640,13.882017,9.743353,12.342211,10.592379,13.136836,0,-0.38216,2.45374,-0.02162,-0.00305,0.00851,-0.01453,0.00737,0.00211,-0.00008,0.10915,3.27744
0.074,,0,7.048596,0.345114,13.145208,4.835351,9.285673,0,16.886414,5.990152,-10.348313,13.069085,-2.560951,2.215211,6.917371,0,0,13.894178,3.704660,6.897069,-4.733308,13.574793,153.928085,0,63.833870,48.586235,62.591347,8.610481,17.296415,7.970787,13.587019,8.034338,12.865296,8.334357,12.367986,9.307628,13.881965,9.744646,12.342811,10.591228,13.139461,0,0.12466,0.09033,-0.02098,0.00488,0.00916,-0.01257,0.00575,0.00415,0.00015,0.11076,3.27751
0.075,,0,7.048449,0.342230,13.146546,4.828885,8.943036,0,16.895889,5.988973,-10.334680,13.058627,-1.903571,2.098537,6.919847,0,0,13.888723,3.705275,6.897632,-5.950251,13.576722,153.438965,0,64.283798,48.226284,62.521999,8.607384,17.311012,7.967994,13.577944,8.036899,12.853554,8.345067,12.360276,9.306616,13.881913,9.745938,12.343410,10.590077,13.142084,0,0.10194,-0.05621,-0.01976,0.00443,0.00961,-0.01105,0.00604,0.00143,0.00015,0.11676,3.27758
0.076,,0,7.048315,0.339263,13.147400,4.823628,8.604131,0,16.904366,5.989133,-10.324960,13.048355,-1.188007,1.823276,6.922348,0,0,13.890076,3.704935,6.900201,-7.079686,13.562821,152.774460,0,64.424194,47.903484,62.654293,8.609228,17.327385,7.969712,13.568200,8.038943,12.842280,8.354206,12.350858,9.301289,13.881280,9.746397,12.344477,10.589437,13.144449,0,0.06833,-0.14569,-0.02242,0.00229,0.00743,-0.01233,0.00548,0.00165,0.00000,0.11649,3.27737
0.077,,0,7.048182,0.336290,13.148224,4.818444,8.265448,0,16.912781,5.989373,-10.315473,13.038095,-0.468991,1.538607,6.924851,0,0,13.891830,3.704538,6.902889,-8.203929,13.547981,152.099533,0,64.546234,47.582886,62.798546,8.611365,17.343861,7.971697,13.558417,8.040958,12.831035,8.363252,12.341338,9.295704,13.880612,9.746806,12.345572,10.588827,13.146800,0,0.03905,-0.11865,-0.02040,0.00412,0.00809,-0.01706,0.00601,0.00534,0.00023,0.11349,3.27714
0.078,,0,7.048048,0.333318,13.149048,4.813259,7.926764,0,16.921198,5.989614,-10.305985,13.027833,0.250025,1.253937,6.927353,0,0,13.893586,3.704141,6.905577,-9.328172,13.533141,151.424622,0,64.668274,47.262291,62.942802,8.613503,17.360338,7.973682,13.548635,8.042973,12.819790,8.372297,12.331819,9.290120,13.879944,9.747216,12.346666,10.588218,13.149150,0,0.00180,-0.07260,-0.02319,0.00244,0.00806,-0.01166,0.00511,0.00388,0.00008,0.11146,3.27742
0.079,,0,7.047915,0.330345,13.149873,4.808074,7.588080,0,16.929615,5.989853,-10.296498,13.017572,0.969041,0.969268,6.929856,0,0,13.895342,3.703745,6.908265,-10.452415,13.518301,150.749710,0,64.790314,46.941692,63.087055,8.615640,17.376814,7.975667,13.538852,8.044988,12.808544,8.381343,12.322299,9.284536,13.879276,9.747625,12.347761,10.587608,13.151501,0,-0.03804,-0.02240,-0.01883,0.00244,0.00868,-0.01144,0.00563,0.00195,0.00015,0.11386,3.27773
0.080,,0,7.047655,0.334765,13.366463,4.809117,7.255690,0,16.936342,5.989315,-10.292493,13.007419,1.671082,0.552524,6.925017,0,0,13.897800,3.698171,6.909706,-11.178687,13.503459,150.242249,0,64.884346,46.558098,63.320187,8.614277,17.399973,7.975895,13.527287,8.049726,12.794878,8.395140,12.311062,9.277836,13.879253,9.750517,12.350768,10.586712,13.154417,0,-0.07393,0.02716,-0.02061,0.00412,0.00781,-0.01282,0.00624,0.00293,0.00008,0.11615,3.27767
0.081,,0,7.047389,0.339624,13.595854,4.810530,6.923672,0,16.942968,5.988730,-10.288813,12.997272,2.372118,0.127945,6.919744,0,0,13.900301,3.692290,6.911074,-11.881351,13.488617,149.744705,0,64.976715,46.170765,63.558586,8.612707,17.423527,7.976018,13.515616,8.054625,12.781069,8.409218,12.299723,9.271069,13.879268,9.753555,12.353888,10.585798,13.157367,0,-0.09964,0.06885,-0.01843,0.00214,0.00848,-0.01199,0.00226,0.00235,0.00000,0.11625,3.27759
0.082,,0,7.047122,0.344483,13.825244,4.811943,6.591654,0,16.949596,5.988146,-10.285131,12.987124,3.073153,-0.296633,6.914470,0,0,13.902802,3.686409,6.912441,-12.584016,13.473775,149.247177,0,65.069084,45.783428,63.796986,8.611136,17.447083,7.976142,13.503945,8.059524,12.767259,8.423297,12.288384,9.264302,13.879283,9.756594,12.357008,10.584885,13.160316,0,-0.11084,0.09729,-0.01961,0.01221,0.00877,-0.01392,0.00462,0.00360,-0.00008,0.11511,3.27722
0.083,,0,7.046855,0.349342,14.054634,4.813355,6.259636,0,16.956223,5.987561,-10.281451,12.976977,3.774188,-0.721212,6.909196,0,0,13.905302,3.680528,6.913808,-13.286679,13.458933,148.749649,0,65.161453,45.396095,64.035385,8.609567,17.470636,7.976265,13.492274,8.064423,12.753449,8.437375,12.277045,9.257535,13.879297,9.759632,12.360128,10.583971,13.163266,0,-0.11491,0.11133,-0.01967,0.00015,0.00949,-0.01236,0.00653,0.00482,-0.00023,0.11149,3.27684
0.084,,0,7.047076,0.346774,13.993184,4.810248,5.937222,0,16.961964,5.989155,-10.284443,12.966737,4.492276,-1.135764,6.904313,0,0,13.909863,3.678479,6.914466,-13.636308,13.444231,148.395279,0,65.184891,45.103771,64.393639,8.579842,17.549437,7.973591,13.482418,8.067587,12.741675,8.449672,12.267270,9.248487,13.879807,9.762769,12.364874,10.586093,13.169942,0,-0.10196,0.10675,-0.01794,0.00214,0.00919,-0.01266,0.00681,0.00183,0.00000,0.11311,3.27690
0.085,,0,7.047326,0.343766,13.914481,4.806872,5.615376,0,16.967649,5.990878,-10.287830,12.956491,5.211376,-1.549720,6.899454,0,0,13.914544,3.676657,6.915082,-13.964993,13.429537,148.049393,0,65.204231,44.817085,64.759010,8.548446,17.631514,7.970750,13.472670,8.070649,12.730021,8.461862,12.257588,9.239304,13.880345,9.765911,12.369716,10.588395,13.176838,0,-0.07758,0.08713,-0.02364,0.00580,0.00824,-0.01282,0.00554,0.00385,-0.00008,0.11840,3.27697
0.086,,0,7.047575,0.340757,13.835778,4.803496,5.293531,0,16.973337,5.992601,-10.291218,12.946244,5.930477,-1.963677,6.894594,0,0,13.919227,3.674835,6.915697,-14.293677,13.414844,147.703506,0,65.223579,44.530396,65.124374,8.517050,17.713589,7.967909,13.462921,8.073710,12.718368,8.474052,12.247906,9.230120,13.880884,9.769053,12.374557,10.590697,13.183735,0,-0.04752,0.05234,-0.02367,0.00107,0.00752,-0.01938,0.00436,0.00797,-0.00015,0.11729,3.27683
0.087,,0,7.047824,0.337749,13.757074,4.800120,4.971686,0,16.979023,5.994324,-10.294605,12.935999,6.649577,-2.377634,6.889734,0,0,13.923908,3.673014,6.916312,-14.622362,13.400150,147.357620,0,65.242920,44.243710,65.489738,8.485654,17.795666,7.965068,13.453173,8.076772,12.706714,8.486242,12.238224,9.220936,13.881422,9.772196,12.379399,10.592999,13.190631,0,-0.01378,0.01120,-0.02013,0.00443,0.00879,-0.01056,0.00552,0.00198,0.00031,0.11346,3.27668
0.088,,0,7.047087,0.336269,13.748105,4.791813,4.646718,0,16.983374,5.993570,-10.292530,12.925582,7.379377,-3.851495,6.885220,0,0,13.931322,3.675831,6.916042,-14.486513,13.385597,147.395950,0,65.053856,44.142380,65.727165,8.479872,17.782444,7.965105,13.442208,8.082722,12.695717,8.494910,12.230715,9.212477,13.881209,9.776540,12.384116,10.593594,13.198827,0,0.01796,-0.03207,-0.02112,0.00244,0.00934,-0.01147,0.00545,0.00330,0.00023,0.11299,3.27667
0.089,,0,7.046291,0.334880,13.743272,4.783214,4.321565,0,16.987644,5.992670,-10.290131,12.915155,8.109812,-5.388232,6.880725,0,0,13.938898,3.678923,6.915719,-14.323107,13.371053,147.457062,0,64.852432,44.052048,65.957001,8.475610,17.763571,7.965312,13.431171,8.088843,12.684758,8.503369,12.223335,9.204061,13.880952,9.780954,12.388826,10.594086,13.207099,0,0.04208,-0.07135,-0.02046,0.01450,0.01022,-0.01263,0.00604,0.00372,0.00000,0.11560,3.27667
0.090,,0,7.045495,0.333492,13.738440,4.774615,3.996411,0,16.991915,5.991769,-10.287732,12.904729,8.840247,-6.924969,6.876231,0,0,13.946473,3.682016,6.915396,-14.159700,13.356507,147.518173,0,64.651009,43.961712,66.186844,8.471348,17.744696,7.965518,13.420134,8.094964,12.673800,8.511828,12.215956,9.195644,13.880693,9.785370,12.393537,10.594579,13.215372,0,0.05989,-0.10254,-0.01558,0.00000,0.00906,-0.01331,0.00572,0.00259,-0.00008,0.11697,3.27748
0.091,,0,7.044699,0.332103,13.733606,4.766016,3.671258,0,16.996185,5.990868,-10.285333,12.894301,9.570683,-8.461705,6.871737,0,0,13.954049,3.685108,6.915073,-13.996294,13.341963,147.579285,0,64.449577,43.871380,66.416679,8.467086,17.725821,7.965726,13.409097,8.101086,12.662841,8.520287,12.208576,9.187228,13.880436,9.789784,12.398247,10.595071,13.223644,0,0.06569,-0.11826,-0.02507,0.00351,0.00867,-0.01520,0.00484,0.00467,0.00015,0.11595,3.27832
0.092,,0,7.041751,0.333132,13.728601,4.761066,3.346508,0,16.999352,5.990201,-10.268286,12.883936,10.408512,-9.873776,6.867095,0,0,13.964863,3.686328,6.918865,-13.728401,13.327494,147.506378,0,64.469971,43.705814,66.649712,8.443351,17.712421,7.965284,13.396358,8.108351,12.650289,8.530433,12.202951,9.179023,13.881705,9.793368,12.404509,10.595841,13.233536,0,0.05777,-0.11914,-0.01682,0.00153,0.00906,-0.00977,0.00456,0.00259,0.00008,0.11386,3.27791
0.093,,0,7.038675,0.334305,13.723587,4.756332,3.021782,0,17.002453,5.989549,-10.250370,12.873574,11.252712,-11.278452,6.862445,0,0,13.975868,3.687436,6.922901,-13.454309,13.313028,147.425507,0,64.503517,43.535789,66.882942,8.418460,17.699347,7.964805,13.383520,8.115684,12.637641,8.540679,12.197431,9.170830,13.883065,9.796904,12.410862,10.596629,13.243524,0,0.04074,-0.10550,-0.02180,0.01282,0.00856,-0.00986,0.00565,0.00436,0.00008,0.11140,3.27745
0.094,,0,7.035600,0.335478,13.718573,4.751598,2.697056,0,17.005554,5.988896,-10.232453,12.863213,12.096912,-12.683127,6.857795,0,0,13.986874,3.688545,6.926936,-13.180217,13.298563,147.344650,0,64.537071,43.365761,67.116165,8.393569,17.686272,7.964325,13.370681,8.123016,12.624993,8.550925,12.191910,9.162637,13.884424,9.800439,12.417215,10.597416,13.253510,0,0.01549,-0.08029,-0.02345,-0.00671,0.00687,-0.00757,0.00294,0.00366,0.00023,0.11334,3.27773
0.095,,0,7.032524,0.336651,13.713558,4.746865,2.372330,0,17.008656,5.988244,-10.214538,12.852850,12.941113,-14.087803,6.853145,0,0,13.997879,3.689653,6.930972,-12.906125,13.284098,147.263794,0,64.570618,43.195732,67.349388,8.368678,17.673197,7.963845,13.357842,8.130349,12.612347,8.561172,12.186389,9.154444,13.885784,9.803973,12.423569,10.598204,13.263498,0,-0.01357,-0.04547,-0.02180,0.00443,0.00978,-0.01804,0.00581,0.00369,-0.00008,0.11801,3.27803
0.096,,0,7.032613,0.334497,13.810546,4.746461,2.033162,0,17.010433,5.993384,-10.178959,12.842604,13.832526,-16.579990,6.784283,0,0,14.012407,3.686281,6.935826,-12.545082,13.269581,147.226089,0,64.233482,42.992580,67.588226,8.360327,17.670294,7.964753,13.349212,8.134421,12.607893,8.571952,12.180610,9.144897,13.886600,9.806520,12.429981,10.599207,13.275350,0,-0.04230,-0.00775,-0.01855,0.00824,0.00871,-0.01093,0.00589,0.00198,-0.00008,0.11638,3.27753
0.097,,0,7.032889,0.332144,13.913584,4.746314,1.693137,0,17.012131,5.998868,-10.142331,12.832363,14.726740,-19.136692,6.711612,0,0,14.027144,3.682642,6.940729,-12.178881,13.255061,147.190964,0,63.874355,42.787460,67.827393,8.352956,17.667994,7.965742,13.340832,8.138300,12.603926,8.582764,12.174815,9.135269,13.887384,9.809006,12.436398,10.600223,13.287312,0,-0.06625,0.02814,-0.02339,0.00336,0.00854,-0.01456,0.00455,0.00159,-0.00008,0.11232,3.27700
0.098,,0,7.033165,0.329792,14.016622,4.746166,1.353112,0,17.013830,6.004352,-10.105704,12.822124,15.620954,-21.693394,6.638941,0,0,14.041882,3.679004,6.945631,-11.812680,13.240541,147.155823,0,63.515228,42.582344,68.066566,8.345586,17.665693,7.966732,13.332451,8.142179,12.599959,8.593575,12.169021,9.125642,13.888169,9.811493,12.442813,10.601239,13.299273,0,-0.08224,0.05484,-0.01843,0.00626,0.00905,-0.01257,0.00575,0.00385,0.00000,0.11170,3.27756
