"Time","v2 R COP","47 RDS cle","39 FRx (cm)","35 HRx (cm)","48 LDS cle","37 FLx (cm)","33 HLx (cm)","v3 L COP","42 CoMy (cm)","v1 xCoM","3 Platform","2 Trdml"
0.000,0.000000,0,19.135941,17.135614,0,20.286186,15.914751,0.000000,5.759255,5.634750,-1.49818,0.12051
0.001,0.000000,0,19.154415,17.127249,0,20.275406,15.904928,0.000000,5.756380,5.635617,-1.50041,0.11982
0.002,0.000000,0,19.172888,17.118883,0,20.264626,15.895105,0.000000,5.753505,5.636429,-1.49987,0.12003
0.003,0.000000,0,19.194031,17.110531,0,20.254145,15.885603,0.000000,5.750872,5.636936,-1.49522,0.11741
0.004,0.000000,0,19.216131,17.102184,0,20.243769,15.876215,0.000000,5.748325,5.637385,-1.49864,0.11234
0.005,0.000000,0,19.238232,17.093838,0,20.233395,15.866827,0.000000,5.745779,5.637428,-1.49876,0.10866
0.006,0.000000,0,19.260332,17.085491,0,20.223021,15.857440,0.000000,5.743232,5.637393,-1.50073,0.10501
0.007,0.000000,0,19.283058,17.077044,0,20.213013,15.848360,0.000000,5.740920,5.636878,-1.50063,0.09882
0.008,0.000000,0,19.306009,17.068558,0,20.203136,15.839392,0.000000,5.738691,5.636271,-1.49845,0.09278
0.009,0.000000,0,19.328960,17.060072,0,20.193262,15.830423,0.000000,5.736462,5.635355,-1.50071,0.08928
0.010,0.000000,0,19.351912,17.051586,0,20.183386,15.821455,0.000000,5.734233,5.634381,-1.49952,0.08566
0.011,0.000000,0,19.375656,17.043127,0,20.173796,15.813049,0.000000,5.732232,5.633307,-1.49974,0.07994
0.012,0.000000,0,19.399685,17.034679,0,20.164309,15.804847,0.000000,5.730312,5.632215,-1.49934,0.07466
0.013,0.000000,0,19.423712,17.026232,0,20.154821,15.796644,0.000000,5.728393,5.631057,-1.49992,0.07288
0.014,0.000000,0,19.447741,17.017782,0,20.145334,15.788442,0.000000,5.726473,5.629888,-1.49710,0.08546
0.015,0.000000,0,19.472013,17.009230,0,20.135887,15.781336,0.000000,5.724736,5.628647,-1.49745,0.09839
0.016,0.000000,0,19.496376,17.000639,0,20.126451,15.774625,0.000000,5.723064,5.627394,-1.49642,0.10463
0.017,0.000000,0,19.520737,16.992050,0,20.117018,15.767913,0.000000,5.721393,5.626118,-1.50039,0.11420
0.018,0.000000,0,19.545097,16.983459,0,20.107584,15.761202,0.000000,5.719722,5.624836,-1.49740,0.12155
0.019,0.000000,0,19.569443,16.975012,0,20.098700,15.755598,0.000000,5.718071,5.623608,-1.49709,0.12113
0.020,0.000000,0,19.593782,16.966618,0,20.090014,15.750392,0.000000,5.716426,5.622389,-1.49262,0.11820
0.021,0.000000,0,19.618122,16.958221,0,20.081327,15.745185,0.000000,5.714781,5.621373,-1.50011,0.11539
0.022,0.000000,0,19.642462,16.949827,0,20.072639,15.739979,0.000000,5.713137,5.620395,-1.50453,0.10954
0.023,0.000000,0,19.666359,16.941502,0,20.064426,15.736403,0.000000,5.711431,5.619761,-1.49774,0.10232
0.024,0.000000,0,19.690096,16.933201,0,20.056383,15.733410,0.000000,5.709703,5.619192,-1.49802,0.09705
0.025,0.000000,0,19.713833,16.924902,0,20.048340,15.730417,0.000000,5.707976,5.618968,-1.50015,0.09155
0.026,0.000000,0,19.737570,16.916601,0,20.040297,15.727425,0.000000,5.706248,5.618809,-1.49714,0.08390
0.027,0.000000,0,19.761040,16.908037,0,20.032471,15.726507,0.000000,5.704565,5.618994,-1.49886,0.07688
0.028,0.000000,0,19.784414,16.899378,0,20.024723,15.726334,0.000000,5.702897,5.619245,-1.49949,0.07552
0.029,0.000000,0,19.807787,16.890718,0,20.016973,15.726161,0.000000,5.701230,5.620020,-1.49965,0.09156
0.030,0.000000,0,19.831161,16.882059,0,20.009224,15.725987,0.000000,5.699562,5.620895,-1.49886,0.10625
0.031,0.000000,0,19.854069,16.873558,0,20.001654,15.728035,0.000000,5.698135,5.622474,-1.49716,0.11184
0.032,0.000000,0,19.876810,16.865112,0,19.994144,15.730879,0.000000,5.696794,5.624185,-1.49984,0.11848
0.033,0.000000,0,19.899551,16.856667,0,19.986635,15.733723,0.000000,5.695453,5.626521,-1.49899,0.12219
0.034,0.000000,0,19.922293,16.848221,0,19.979126,15.736567,0.000000,5.694112,5.628974,-1.49761,0.11969
0.035,0.000000,0,19.943939,16.839684,0,19.971731,15.741612,0.000000,5.692954,5.631917,-1.49816,0.11626
0.036,0.000000,0,19.965191,16.831114,0,19.964375,15.747448,0.000000,5.691861,5.634952,-1.49790,0.11294
0.037,0.000000,0,19.986444,16.822544,0,19.957020,15.753284,0.000000,5.690769,5.638437,-1.49891,0.10696
0.038,0.000000,0,20.007696,16.813974,0,19.949663,15.759119,0.000000,5.689676,5.642008,-1.49779,0.10031
0.039,0.000000,0,20.027863,16.805428,0,19.942451,15.766685,0.000000,5.688846,5.645995,-1.49865,0.09595
0.040,0.000000,0,20.047636,16.796890,0,19.935289,15.774875,0.000000,5.688110,5.650061,-1.49882,0.09158
0.041,0.000000,0,20.067411,16.788353,0,19.928129,15.783063,0.000000,5.687374,5.654394,-1.49828,0.08512
0.042,0.000000,0,20.087187,16.779816,0,19.920967,15.791251,0.000000,5.686638,5.658777,-1.49747,0.07920
0.043,0.000000,0,20.104872,16.771111,0,19.913420,15.800745,0.000000,5.686043,5.663269,-1.49903,0.07576
0.044,0.000000,0,20.121809,16.762346,0,19.905731,15.810708,0.000000,5.685499,5.667781,-1.49839,0.07730
0.045,0.000000,0,20.138746,16.753580,0,19.898045,15.820670,0.000000,5.684954,5.672358,-1.49880,0.08272
0.046,0.000000,0,20.155684,16.744816,0,19.890356,15.830632,0.000000,5.684410,5.676947,-1.49836,0.08676
0.047,0.000000,0,20.171312,16.735943,0,19.882687,15.841218,0.000000,5.684286,5.681570,-1.49713,0.09842
0.048,0.000000,0,20.186474,16.727032,0,19.875025,15.852027,0.000000,5.684313,5.686200,-1.49814,0.11292
0.049,0.000000,0,20.201633,16.718121,0,19.867361,15.862837,0.000000,5.684340,5.690750,-1.49907,0.11817
0.050,0.000000,0,20.216795,16.709209,0,19.859699,15.873646,0.000000,5.684366,5.695284,-1.49929,0.11837
0.051,0.000000,0,20.235527,16.700157,0,19.852228,15.885402,0.000000,5.684562,5.699620,-1.50244,0.12013
0.052,0.000000,0,20.255539,16.691051,0,19.844828,15.897498,0.000000,5.684818,5.703918,-1.50049,0.11968
0.053,0.000000,0,20.275553,16.681948,0,19.837427,15.909594,0.000000,5.685074,5.707987,-1.49855,0.11574
0.054,0.000000,0,20.295567,16.672842,0,19.830025,15.921690,0.000000,5.685330,5.712013,-1.49785,0.11245
0.055,0.000000,0,20.315504,16.663670,0,19.822594,15.935390,0.000000,5.685869,5.715813,-1.49771,0.10925
0.056,0.000000,0,20.335415,16.654474,0,19.815149,15.949665,0.000000,5.686508,5.719569,-1.49865,0.10352
0.057,0.000000,0,20.355324,16.645277,0,19.807707,15.963940,0.000000,5.687147,5.723123,-1.49695,0.09741
0.058,0.000000,0,20.375235,16.636082,0,19.800262,15.978215,0.000000,5.687786,5.726637,-1.50002,0.09388
0.059,0.000000,0,20.394543,16.626612,0,19.792645,15.993829,0.000000,5.688664,5.729957,-1.49742,0.09034
0.060,0.000000,0,20.413635,16.617046,0,19.784962,16.009922,0.000000,5.689628,5.733239,-1.49816,0.08468
0.061,0.000000,0,20.432728,16.607479,0,19.777279,16.026014,0.000000,5.690591,5.736225,-1.49930,0.07928
0.062,0.000000,0,20.451818,16.597912,0,19.769596,16.042109,0.000000,5.691555,5.739155,-1.50015,0.07625
0.063,0.000000,0,20.458647,16.588312,0,19.761816,16.060560,0.000000,5.692527,5.741691,-1.49750,0.07647
0.064,0.000000,0,20.461077,16.578699,0,19.754002,16.079857,0.000000,5.693503,5.744153,-1.49860,0.08200
0.065,0.000000,0,20.463507,16.569088,0,19.746187,16.099155,0.000000,5.694479,5.746281,-1.49923,0.08813
0.066,0.000000,0,20.465937,16.559475,0,19.738373,16.118454,0.000000,5.695455,5.748346,-1.49989,0.10145
0.067,0.000000,0,20.467247,16.549892,0,19.730515,16.140779,0.000000,5.696448,5.750160,-1.49964,0.11575
0.068,0.000000,0,20.468155,16.540321,0,19.722639,16.164190,0.000000,5.697448,5.751927,-1.49266,0.12024
0.069,0.000000,0,20.469063,16.530748,0,19.714766,16.187601,0.000000,5.698447,5.753421,-1.49830,0.11990
0.070,0.000000,0,20.469971,16.521177,0,19.706892,16.211014,0.000000,5.699447,5.754863,-1.49893,0.12011
0.071,0.000000,0,20.469946,16.511669,0,19.698755,16.235800,0.000000,5.700453,5.756006,-1.49978,0.11725
0.072,0.000000,0,20.469587,16.502184,0,19.690525,16.261078,0.000000,5.701461,5.757093,-1.49797,0.11144
0.073,0.000000,0,20.469227,16.492699,0,19.682295,16.286358,0.000000,5.702469,5.757984,-1.50100,0.10697
0.074,0.000000,0,20.468868,16.483213,0,19.674065,16.311636,0.000000,5.703478,5.758839,-1.49879,0.10243
0.075,1.868843,1,20.466797,16.473686,0,19.665676,16.337267,0.000000,5.704547,5.759604,-1.49858,0.09553
0.076,4.088372,1,20.464111,16.464144,0,19.657232,16.363026,0.000000,5.705638,5.760353,-1.49786,0.08865
0.077,4.438015,1,20.461426,16.454601,0,19.648787,16.388783,0.000000,5.706728,5.760949,-1.49871,0.08422
0.078,4.436776,1,20.458740,16.445061,0,19.640343,16.414541,0.000000,5.707819,5.761516,-1.49820,0.07976
0.079,4.435143,1,20.453417,16.435623,0,19.631680,16.440329,0.000000,5.708918,5.761842,-1.49847,0.07609
0.080,4.433434,1,20.447149,16.426222,0,19.622938,16.466125,0.000000,5.710019,5.762122,-1.49656,0.07706
0.081,4.431768,1,20.440880,16.416822,0,19.614197,16.491924,0.000000,5.711120,5.762187,-1.49828,0.09179
0.082,4.430109,1,20.434612,16.407421,0,19.605455,16.517721,0.000000,5.712221,5.762213,-1.49831,0.11069
0.083,4.428956,1,20.427485,16.398174,0,19.596544,16.546581,0.000000,5.713307,5.762059,-1.49871,0.11861
0.084,4.427897,1,20.420048,16.388981,0,19.587570,16.576540,0.000000,5.714388,5.761871,-1.49880,0.11956
0.085,4.427471,1,20.412611,16.379789,0,19.578598,16.606499,0.000000,5.715470,5.761410,-1.49897,0.12084
0.086,4.427163,1,20.405174,16.370596,0,19.569626,16.636456,0.000000,5.716551,5.760898,-1.49786,0.11901
0.087,4.427436,1,20.396866,16.361258,0,19.560648,16.668217,0.000000,5.717390,5.760014,-1.49388,0.11384
0.088,4.427819,1,20.388243,16.351866,0,19.551668,16.700623,0.000000,5.718141,5.759059,-1.49850,0.10978
0.089,4.428356,1,20.379620,16.342474,0,19.542688,16.733028,0.000000,5.718892,5.757781,-1.50011,0.10570
0.090,4.428922,1,20.370996,16.333082,0,19.533709,16.765436,0.000000,5.719643,5.756441,-1.49800,0.09920
0.091,4.429303,1,20.362080,16.323826,0,19.524883,16.798271,0.000000,5.720291,5.754874,-1.49740,0.09273
0.092,4.429649,1,20.353060,16.314617,0,19.516113,16.831261,0.000000,5.720902,5.753264,-1.50042,0.08880
0.093,4.430389,1,20.344038,16.305408,0,19.507345,16.864250,0.000000,5.721514,5.751561,-1.49902,0.08485
0.094,4.431203,1,20.335018,16.296202,0,19.498575,16.897240,0.000000,5.722125,5.749841,-1.49665,0.07891
0.095,4.432976,1,20.325800,16.286888,0,19.489790,16.929251,0.000000,5.722532,5.748159,-1.49591,0.07331
0.096,4.434930,1,20.316513,16.277540,0,19.480999,16.960911,0.000000,5.722867,5.746485,-1.50124,0.07415
0.097,4.437087,1,20.307224,16.268190,0,19.472208,16.992573,0.000000,5.723201,5.744920,-1.49848,0.08918
0.098,4.439283,1,20.297937,16.258842,0,19.463417,17.024233,0.000000,5.723536,5.743375,-1.49793,0.10118
0.099,4.440805,1,20.288774,16.249582,0,19.454735,17.054926,0.000000,5.723847,5.742024,-1.49918,0.10477
0.100,4.442201,1,20.279659,16.240355,0,19.446091,17.085274,0.000000,5.724152,5.740710,-1.49950,0.11255
0.101,4.443287,1,20.270544,16.231127,0,19.437447,17.115620,0.000000,5.724455,5.739834,-1.49732,0.12021
0.102,4.444315,1,20.261429,16.221897,0,19.428802,17.145967,0.000000,5.724760,5.739040,-1.49739,0.12086
0.103,4.445634,1,20.252380,16.213032,0,19.420273,17.175697,0.000000,5.725281,5.738884,-1.49717,0.11908
0.104,4.447008,1,20.243357,16.204298,0,19.411783,17.205208,0.000000,5.725880,5.738847,-1.50034,0.11805
0.105,4.448671,1,20.234333,16.195562,0,19.403294,17.234718,0.000000,5.726479,5.739223,-1.49959,0.11459
0.106,4.450389,1,20.225309,16.186827,0,19.394804,17.264229,0.000000,5.727078,5.739676,-1.49802,0.10938
0.107,4.452110,1,20.216434,16.178101,0,19.386669,17.293293,0.000000,5.727545,5.740219,-1.49849,0.10582
0.108,4.453831,1,20.207613,16.169378,0,19.378660,17.322197,0.000000,5.727963,5.740778,-1.49873,0.10223
0.109,4.454749,1,20.198792,16.160656,0,19.370651,17.351101,0.000000,5.728382,5.741219,-1.49790,0.09612
0.110,4.455517,1,20.189970,16.151932,0,19.362642,17.380003,0.000000,5.728801,5.741637,-1.49946,0.08995
0.111,4.454881,1,20.181271,16.143147,0,19.354752,17.407724,0.000000,5.729127,5.741783,-1.49918,0.08621
0.112,4.453982,1,20.172615,16.134338,0,19.346901,17.435022,0.000000,5.729420,5.741878,-1.49827,0.08236
0.113,4.452754,1,20.163958,16.125528,0,19.339052,17.462320,0.000000,5.729713,5.741642,-1.49995,0.07633
0.114,4.451464,1,20.155302,16.116720,0,19.331202,17.489618,0.000000,5.730006,5.741344,-1.49883,0.07132
0.115,4.451095,1,20.146744,16.108143,0,19.323507,17.515888,0.000000,5.730185,5.740674,-1.49840,0.07843
0.116,4.450898,1,20.138220,16.099646,0,19.315866,17.541792,0.000000,5.730322,5.739934,-1.50061,0.09786
0.117,4.451386,1,20.129696,16.091150,0,19.308226,17.567696,0.000000,5.730460,5.738729,-1.49693,0.11032
0.118,4.452003,1,20.121172,16.082655,0,19.300587,17.593599,0.000000,5.730598,5.737437,-1.49801,0.11401
0.119,4.452686,1,20.112726,16.074318,0,19.293510,17.618786,0.000000,5.730567,5.735638,-1.49828,0.11934
0.120,4.453381,1,20.104307,16.066038,0,19.286636,17.643715,0.000000,5.730474,5.733743,-1.49890,0.12183
0.121,4.453750,1,20.095890,16.057760,0,19.279762,17.668646,0.000000,5.730382,5.731618,-1.49803,0.11866
0.122,4.454059,1,20.087471,16.049480,0,19.272888,17.693575,0.000000,5.730289,5.729450,-1.49662,0.11492
0.123,4.453887,1,20.078947,16.041580,0,19.266111,17.718092,0.000000,5.730143,5.727383,-1.49786,0.11114
0.124,4.453627,1,20.070385,16.033815,0,19.259369,17.742460,0.000000,5.729977,5.725335,-1.49788,0.10460
0.125,4.453519,1,20.061821,16.026051,0,19.252626,17.766827,0.000000,5.729810,5.723547,-1.49796,0.09753
0.126,4.453440,1,20.053259,16.018288,0,19.245884,17.791195,0.000000,5.729644,5.721809,-1.49835,0.09287
0.127,4.454135,1,20.044884,16.011158,0,19.239115,17.814905,0.000000,5.729425,5.720439,-1.49950,0.08819
0.128,4.454976,1,20.036575,16.004259,0,19.232334,17.838379,0.000000,5.729188,5.719140,-1.49884,0.08149
0.129,4.456079,1,20.028265,15.997358,0,19.225554,17.861851,0.000000,5.728951,5.718319,-1.49940,0.07531
0.130,4.457232,1,20.019957,15.990458,0,19.218773,17.885324,0.000000,5.728714,5.717588,-1.49843,0.07389
0.131,4.458077,1,20.011381,15.984887,0,19.212353,17.907667,0.000000,5.728508,5.717432,-1.50233,0.08751
0.132,4.458865,1,20.002708,15.979793,0,19.206060,17.929602,0.000000,5.728311,5.717385,-1.49846,0.10072
0.133,4.460068,1,19.994036,15.974698,0,19.199770,17.951538,0.000000,5.728115,5.717931,-1.49993,0.10582
0.134,4.461349,1,19.985363,15.969604,0,19.193478,17.973475,0.000000,5.727919,5.718588,-1.50096,0.11435
0.135,4.463829,1,19.976610,15.966005,0,19.187729,17.994440,0.000000,5.727763,5.719787,-1.49924,0.12138
0.136,4.466534,1,19.967825,15.962944,0,19.182173,18.015059,0.000000,5.727623,5.721088,-1.49865,0.12104
0.137,2.586370,1,19.959042,15.959883,0,19.176619,18.035677,0.000000,5.727483,5.722656,-1.49618,0.11860
0.138,0.352890,0,19.950258,15.956821,0,19.171064,18.056295,0.000000,5.727343,5.724273,-1.49784,0.11613
0.139,0.000000,0,19.941584,15.955489,0,19.166147,18.074921,0.000000,5.727288,5.725883,-1.49958,0.11099
0.140,0.000000,0,19.932951,15.954779,0,19.161457,18.092833,0.000000,5.727264,5.727491,-1.49953,0.10485
0.141,0.000000,0,19.924316,15.954068,0,19.156769,18.110743,0.000000,5.727240,5.729136,-1.50027,0.10101
0.142,0.000000,0,19.915682,15.953358,0,19.152079,18.128654,0.000000,5.727216,5.730787,-1.49641,0.09714
0.143,0.000000,0,19.906776,15.955561,0,19.147810,18.143972,0.000000,5.727377,5.732575,-1.49877,0.09091
0.144,0.000000,0,19.897772,15.958809,0,19.143694,18.158361,0.000000,5.727603,5.734389,-1.49885,0.08489
0.145,0.000000,0,19.888769,15.962057,0,19.139576,18.172750,0.000000,5.727830,5.736269,-1.49910,0.08154
0.146,0.000000,0,19.879765,15.965306,0,19.135460,18.187138,0.000000,5.728057,5.738160,-1.50011,0.07810
0.147,0.000000,0,19.870695,15.971910,0,19.133080,18.200651,0.000000,5.728495,5.740069,-1.50004,0.07396
0.148,0.000000,0,19.861601,15.979716,0,19.131321,18.213852,0.000000,5.729008,5.741981,-1.50041,0.07203
0.149,0.000000,0,19.852507,15.987524,0,19.129564,18.227051,0.000000,5.729520,5.744197,-1.49922,0.08296
0.150,0.000000,0,19.843414,15.995331,0,19.127806,18.240252,0.000000,5.730033,5.746469,-1.49836,0.10198
0.151,0.000000,0,19.834324,16.006039,0,19.127399,18.253386,0.000000,5.730802,5.749378,-1.49638,0.11211
0.152,0.000000,0,19.825235,16.017786,0,19.127478,18.266499,0.000000,5.731663,5.752405,-1.49916,0.11430
0.153,0.000000,0,19.816147,16.029533,0,19.127556,18.279610,0.000000,5.732523,5.756146,-1.49957,0.11884
0.154,0.000000,0,19.807058,16.041281,0,19.127634,18.292721,0.000000,5.733384,5.760021,-1.49976,0.12140
0.155,0.000000,0,19.797716,16.055439,0,19.130842,18.305611,0.000000,5.734243,5.764634,-1.49926,0.11891
0.156,0.000000,0,19.788284,16.070461,0,19.135170,18.318422,0.000000,5.735103,5.769386,-1.49738,0.11592
0.157,0.000000,0,19.778852,16.085484,0,19.139500,18.331232,0.000000,5.735962,5.775002,-1.49886,0.11333
0.158,0.000000,0,19.769421,16.100508,0,19.143829,18.344044,0.000000,5.736821,5.780780,-1.49847,0.10810
0.159,0.000000,0,19.759888,16.117416,0,19.150780,18.353289,0.000000,5.737993,5.787525,-1.50025,0.10194
0.160,0.000000,0,19.750319,16.135002,0,19.158670,18.361254,0.000000,5.739276,5.794452,-1.49999,0.09801
0.161,0.000000,0,19.740749,16.152588,0,19.166561,18.369219,0.000000,5.740560,5.802213,-1.50009,0.09397
0.162,0.000000,0,19.731180,16.170174,0,19.174452,18.377184,0.000000,5.741843,5.810131,-1.49877,0.08771
0.163,0.000000,0,19.721663,16.189859,0,19.184639,18.382780,0.000000,5.743463,5.818657,-1.50027,0.08167
0.164,0.000000,0,19.712164,16.210299,0,19.195648,18.387524,0.000000,5.745202,5.827298,-1.49866,0.07828
0.165,0.000000,0,19.702663,16.230738,0,19.206659,18.392267,0.000000,5.746941,5.836201,-1.49936,0.07585
0.166,0.000000,0,19.693165,16.251177,0,19.217669,18.397011,0.000000,5.748681,5.845154,-1.49779,0.07711
0.167,0.000000,0,19.683514,16.273247,0,19.230589,18.400133,0.000000,5.750831,5.854011,-1.49603,0.07942
0.168,0.000000,0,19.673809,16.295904,0,19.244196,18.402674,0.000000,5.753129,5.862849,-1.49950,0.09226
0.169,0.000000,0,19.664104,16.318560,0,19.257801,18.405214,0.000000,5.755427,5.871335,-1.49763,0.10949
0.170,0.000000,0,19.654400,16.341215,0,19.271408,18.407755,0.000000,5.757725,5.879754,-1.49882,0.11650
0.171,0.000000,0,19.644859,16.365519,0,19.287008,18.409874,0.000000,5.760317,5.887597,-1.49851,0.11675
0.172,0.000000,0,19.635376,16.390413,0,19.303324,18.411842,0.000000,5.763015,5.895330,-1.49879,0.11944
0.173,0.000000,0,19.625893,16.415308,0,19.319639,18.413811,0.000000,5.765712,5.902276,-1.49944,0.12064
0.174,0.000000,0,19.616411,16.440201,0,19.335955,18.415779,0.000000,5.768410,5.909073,-1.49780,0.11803
0.175,0.000000,0,19.607183,16.466442,0,19.353306,18.417063,0.000000,5.771235,5.914908,-1.49755,0.11560
0.176,0.000000,0,19.598047,16.493164,0,19.371027,18.418104,0.000000,5.774105,5.920563,-1.49888,0.11376
0.177,0.000000,0,19.588911,16.519888,0,19.388750,18.419144,0.000000,5.776976,5.925250,-1.49850,0.10970
0.178,0.000000,0,19.579775,16.546610,0,19.406473,18.420183,0.000000,5.779846,5.929754,-1.49885,0.10474
0.179,0.000000,0,19.570742,16.574980,0,19.424578,18.420372,0.000000,5.782704,5.933328,-1.50066,0.10202
0.180,0.000000,0,19.561743,16.603941,0,19.442818,18.420258,0.000000,5.785558,5.936727,-1.49876,0.09934
0.181,0.000000,0,19.552744,16.632902,0,19.461058,18.420141,0.000000,5.788412,5.939223,-1.49959,0.09417
0.182,0.000000,0,19.543745,16.661863,0,19.479298,18.420027,0.000000,5.791265,5.941550,-1.49966,0.08903
0.183,0.000000,0,19.534805,16.698914,0,19.497227,18.418247,0.000000,5.793938,5.943025,-1.50120,0.08632
0.184,0.000000,0,19.525887,16.738863,0,19.515043,18.415871,0.000000,5.796546,5.944341,-1.49811,0.08350
0.185,0.000000,0,19.516966,16.778814,0,19.532862,18.413496,0.000000,5.799153,5.944982,-1.49712,0.07855
0.186,0.000000,0,19.508047,16.818764,0,19.550678,18.411119,0.000000,5.801761,5.945497,-1.50183,0.07389
0.187,0.000000,0,19.499355,16.859131,0,19.567896,18.407558,0.000000,5.804232,5.945522,-1.49861,0.07178
0.188,0.000000,0,19.490744,16.899649,0,19.584900,18.403574,0.000000,5.806653,5.945457,-1.49994,0.07933
0.189,0.000000,0,19.482134,16.940165,0,19.601902,18.399588,0.000000,5.809075,5.944954,-1.49777,0.08819
0.190,0.000000,0,19.473524,16.980680,0,19.618906,18.395603,0.000000,5.811497,5.944370,-1.49808,0.09212
0.191,0.000000,0,19.464787,17.018881,0,19.635180,18.390768,0.000000,5.813783,5.943388,-1.49822,0.10278
0.192,0.000000,0,19.456001,17.056252,0,19.651192,18.385628,0.000000,5.816020,5.942332,-1.49779,0.11548
0.193,0.000000,0,19.447218,17.093622,0,19.667204,18.380489,0.000000,5.818257,5.941033,-1.49727,0.11964
0.194,0.000000,0,19.438435,17.130993,0,19.683218,18.375349,0.000000,5.820495,5.939688,-1.49839,0.11929
0.195,0.000000,0,19.429909,17.168777,0,19.698780,18.369524,0.000000,5.822733,5.938259,-1.49896,0.12010
0.196,0.000000,0,19.421476,17.206713,0,19.714182,18.363455,0.000000,5.824971,5.936813,-1.49864,0.11830
0.197,0.000000,0,19.413044,17.244648,0,19.729584,18.357384,0.000000,5.827209,5.935303,-1.49731,0.11355
0.198,0.000000,0,19.404612,17.282581,0,19.744984,18.351313,0.000000,5.829448,5.933781,-1.49718,0.10980
0.199,0.000000,0,19.396168,17.321085,0,19.760303,18.345034,0.000000,5.831618,5.932162,-1.49939,0.10609
0.200,0.000000,0,19.387718,17.359791,0,19.775595,18.338680,0.000000,5.833763,5.930524,-1.49746,0.09977
0.201,0.000000,0,19.379269,17.398497,0,19.790886,18.332327,0.000000,5.835908,5.928705,-1.49631,0.09323
0.202,0.000000,0,19.370819,17.437202,0,19.806177,18.325972,0.000000,5.838054,5.926852,-1.49835,0.08924
0.203,0.000000,0,19.362362,17.476376,0,19.821438,18.319550,0.000000,5.840039,5.924762,-1.49771,0.08516
0.204,0.000000,0,19.353899,17.515715,0,19.836687,18.313101,0.000000,5.841967,5.922629,-1.49673,0.07905
0.205,0.000000,0,19.345436,17.555056,0,19.851936,18.306652,0.000000,5.843894,5.920426,-1.49680,0.07338
0.206,0.000000,0,19.336973,17.594397,0,19.867186,18.300205,0.000000,5.845822,5.918211,-1.49851,0.07441
0.207,0.000000,0,19.328701,17.632936,0,19.882122,18.293463,0.000000,5.847600,5.916096,-1.50363,0.09006
0.208,0.000000,0,19.320498,17.671192,0,19.896946,18.286615,0.000000,5.849325,5.914000,-1.49699,0.10340
0.209,0.000000,0,19.312294,17.709446,0,19.911770,18.279768,0.000000,5.851050,5.911885,-1.49842,0.10849
0.210,0.000000,0,19.304090,17.747700,0,19.926592,18.272923,0.000000,5.852776,5.909766,-1.49892,0.11634
0.211,0.000000,0,19.296190,17.785114,0,19.940866,18.265783,0.000000,5.854177,5.907513,-1.49947,0.12185
0.212,0.000000,0,19.288399,17.822226,0,19.954945,18.258541,0.000000,5.855463,5.905235,-1.49780,0.12050
0.213,0.000000,0,19.280607,17.859339,0,19.969021,18.251299,0.000000,5.856749,5.903128,-1.49747,0.11770
0.214,0.000000,0,19.272816,17.896450,0,19.983099,18.244055,0.000000,5.858034,5.901053,-1.49922,0.11529
0.215,0.000000,0,19.264774,17.932213,0,19.996603,18.236450,0.000000,5.859201,5.899488,-1.50066,0.11016
0.216,0.000000,0,19.256643,17.967491,0,20.009905,18.228712,0.000000,5.860326,5.898018,-1.49893,0.10386
0.217,0.000000,0,19.248512,18.002769,0,20.023205,18.220976,0.000000,5.861451,5.896978,-1.49991,0.09969
0.218,0.000000,0,19.240381,18.038048,0,20.036507,18.213240,0.000000,5.862575,5.896019,-1.49914,0.09550
0.219,0.000000,0,19.232149,18.070717,0,20.049231,18.205181,0.000000,5.863344,5.895359,-1.49994,0.08913
0.220,0.000000,0,19.223881,18.102449,0,20.061747,18.197006,0.000000,5.863985,5.894756,-1.49740,0.08305
0.221,0.000000,0,19.215612,18.134184,0,20.074263,18.188831,0.000000,5.864626,5.894669,-1.49535,0.07942
0.222,0.000000,0,19.207344,18.165916,0,20.086781,18.180656,0.000000,5.865267,5.894678,-1.50065,0.07650
0.223,0.000000,0,19.198816,18.194435,0,20.097670,18.171963,0.000000,5.865926,5.895469,-1.49712,0.07860
0.224,0.000000,0,19.190197,18.221802,0,20.107975,18.163082,0.000000,5.866590,5.896406,-1.49823,0.08272
0.225,0.000000,0,19.181578,18.249166,0,20.118280,18.154203,0.000000,5.867255,5.898150,-1.50155,0.09669
0.226,0.000000,0,19.172958,18.276533,0,20.128586,18.145325,0.000000,5.867919,5.900046,-1.49862,0.11342
0.227,0.000000,0,19.164577,18.301199,0,20.137571,18.136261,0.000000,5.868512,5.902691,-1.49759,0.11968
0.228,0.000000,0,19.156282,18.324894,0,20.146084,18.127131,0.000000,5.869079,5.905477,-1.49631,0.11984
0.229,0.000000,0,19.147987,18.348591,0,20.154596,18.118000,0.000000,5.869645,5.908891,-1.49860,0.12050
0.230,0.000000,0,19.139692,18.372286,0,20.163109,18.108870,0.000000,5.870212,5.912423,-1.49939,0.11808
0.231,0.000000,0,19.131590,18.393663,0,20.168650,18.099331,0.000000,5.871040,5.916464,-1.49923,0.11243
0.232,0.000000,0,19.123556,18.414207,0,20.173124,18.089647,0.000000,5.871962,5.920601,-1.49984,0.10774
0.233,0.000000,0,19.115520,18.434753,0,20.177599,18.079964,0.000000,5.872884,5.925225,-1.49981,0.10285
0.234,0.000000,0,19.107487,18.455297,0,20.182074,18.070280,0.000000,5.873806,5.929941,-1.49889,0.09548
