"Time","m4 HLl swoff","45 R marks","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","m1 FLr swoff","39a FRx (cm)","v2 R COP","47 RDS cle","39 FRx (cm)","38 FLy (cm)","m3 HLr swoff","35a HRx (cm)","35 HRx (cm)","v3 L COP","48 LDS cle","46 L marks","m2 FLl swoff","37a FLx (cm)","37 FLx (cm)","36 HRy (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","42a CoMy (cm)","v1 xCoM","42 CoMy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.000,0,0,7.313104,1.630993,18.668728,4.796237,0,17.021984,0.000000,0,20.292559,5.910574,0,-10.336900,16.989262,0.000000,0,0,0,-19.315914,19.522943,3.852657,6.863227,7.845801,17.447807,11.587500,5.953071,5.428589,139.876373,0,47.041679,91.448898,97.061119,8.608702,21.434185,8.473768,17.959959,8.472518,17.427786,9.169168,16.591049,9.346006,17.979780,10.541658,17.858347,10.737006,18.721384,0,-0.01804,-0.01164,-0.02115,0.00514,0.00789,-0.01343,0.00505,0.00150,1.46498,0.10534,3.27550
0.001,0,0,7.313174,1.631009,18.666626,4.796319,0,15.837421,0.000000,0,20.304575,5.912391,0,-10.182981,16.978558,0.000000,0,0,0,-18.443739,19.498278,3.854568,6.954001,6.286256,17.433952,11.603662,5.965403,5.440259,139.849869,0,47.033230,91.315193,97.553986,8.608784,21.422176,8.473262,17.952219,8.473522,17.413349,9.170511,16.586580,9.338497,17.976357,10.537126,17.859743,10.734067,18.722559,0,-0.01780,-0.01282,-0.01983,0.00309,0.00858,-0.01370,0.00518,0.00281,1.46938,0.09359,3.27557
0.002,0,0,7.313244,1.631024,18.664524,4.796402,0,14.652859,0.000000,0,20.316591,5.914208,0,-10.029062,16.967852,0.000000,0,0,0,-17.571564,19.473612,3.856479,7.044775,4.726710,17.420097,11.619825,5.977820,5.451930,139.823364,0,47.024780,91.181488,98.046852,8.608867,21.410168,8.472756,17.944481,8.474526,17.398911,9.171855,16.582113,9.330989,17.972935,10.532593,17.861139,10.731129,18.723734,0,-0.01701,-0.01389,-0.02320,0.00324,0.00982,-0.01339,0.00527,0.00214,1.47116,0.08742,3.27609
0.003,0,0,7.313313,1.631040,18.662422,4.796484,0,13.468295,0.000000,0,20.328609,5.916025,0,-9.875143,16.957148,0.000000,0,0,0,-16.699389,19.448946,3.858390,7.135549,3.167165,17.406242,11.635988,5.990280,5.463600,139.796875,0,47.016327,91.047783,98.539719,8.608949,21.398159,8.472250,17.936743,8.475531,17.384474,9.173199,16.577644,9.323481,17.969511,10.528061,17.862534,10.728189,18.724909,0,-0.01706,-0.01373,-0.02199,0.00348,0.00865,-0.01326,0.00694,0.00283,1.47339,0.09958,3.27693
0.004,1,0,7.313592,1.630967,18.659561,4.797548,0,12.207179,0.000000,0,20.337267,5.916570,0,-9.658025,16.946260,0.000000,0,0,0,-15.561079,19.424078,3.859830,7.182712,1.556548,17.391565,11.658569,6.002774,5.475212,139.654495,0,46.986668,90.920273,99.029625,8.609345,21.387182,8.471908,17.926863,8.475646,17.371143,9.175111,16.572271,9.316111,17.965088,10.523657,17.863420,10.724695,18.724503,0,-0.01755,-0.01402,-0.02135,0.00234,0.00681,-0.01387,0.00458,0.00301,1.47350,0.11919,3.27684
0.005,0,0,7.314030,1.630826,18.656118,4.799366,0,10.887363,0.000000,0,20.343349,5.916141,0,-9.392446,16.935236,0.000000,0,0,0,-14.218703,19.399055,3.860910,7.196436,-0.093229,17.376255,11.686071,6.015284,5.486778,139.423264,0,46.940739,90.797508,99.517250,8.609982,21.376997,8.471689,17.915340,8.475080,17.358664,9.177459,16.566206,9.308847,17.959900,10.519352,17.863914,10.720774,18.722885,0,-0.01748,-0.01431,-0.02133,0.00404,0.00766,-0.01361,0.00477,0.00211,1.47440,0.12498,3.27608
0.006,0,0,7.314468,1.630685,18.652676,4.801185,0,9.567548,0.000000,0,20.349430,5.915711,0,-9.126867,16.924212,0.000000,0,0,0,-12.876327,19.374033,3.861990,7.210160,-1.743006,17.360945,11.713574,6.028159,5.498344,139.192032,0,46.894814,90.674744,100.004883,8.610620,21.366812,8.471471,17.903818,8.474513,17.346182,9.179807,16.560141,9.301584,17.954712,10.515048,17.864410,10.716853,18.721266,0,-0.01598,-0.01460,-0.02080,0.00331,0.01031,-0.01277,0.00501,0.00278,1.47534,0.11892,3.27602
0.007,0,0,7.314906,1.630544,18.649231,4.803003,0,8.247732,0.000000,0,20.355513,5.915282,0,-8.861289,16.913187,0.000000,0,0,0,-11.533951,19.349010,3.863070,7.223885,-3.392784,17.345636,11.741076,6.041212,5.509911,138.960800,0,46.848885,90.551979,100.492516,8.611258,21.356627,8.471252,17.892298,8.473947,17.333702,9.182155,16.554075,9.294321,17.949524,10.510743,17.864904,10.712932,18.719648,0,-0.01801,-0.01386,-0.02186,0.00331,0.00889,-0.01250,0.00514,0.00315,1.47498,0.10816,3.27648
0.008,0,0,7.314237,1.629893,18.647596,4.803720,0,6.972679,0.000000,0,20.358829,5.914991,0,-8.527384,16.902254,0.000000,0,0,0,-10.186970,19.323709,3.864648,7.234349,-4.669269,17.330511,11.788145,6.054963,5.521560,138.678482,0,46.869293,90.429314,100.930153,8.613427,21.345184,8.471042,17.879303,8.473577,17.322334,9.184105,16.549423,9.288462,17.945499,10.506571,17.865019,10.710743,18.718046,0,-0.01843,-0.01432,-0.02141,0.00365,0.00879,-0.01243,0.00472,0.00285,1.47447,0.09760,3.27685
0.009,0,0,7.312719,1.628852,18.647346,4.803595,0,5.731949,0.000000,0,20.360025,5.914805,0,-8.141086,16.891392,0.000000,0,0,0,-8.836458,19.298195,3.866609,7.242314,-5.659521,17.315529,11.850216,6.069056,5.533273,138.356995,0,46.940567,90.306717,101.329460,8.616772,21.332781,8.470837,17.865181,8.473359,17.311819,9.185752,16.545856,9.283679,17.942371,10.502500,17.864840,10.709881,18.716455,0,-0.01832,-0.01358,-0.02111,0.00320,0.00815,-0.01236,0.00597,0.00309,1.47025,0.08593,3.27716
0.010,0,0,7.311201,1.627811,18.647097,4.803468,0,4.491219,0.000000,0,20.361221,5.914619,0,-7.754788,16.880529,0.000000,0,0,0,-7.485946,19.272680,3.868569,7.250280,-6.649773,17.300545,11.912287,6.083672,5.544986,138.035492,0,47.011841,90.184120,101.728760,8.620115,21.320377,8.470632,17.851059,8.473141,17.301304,9.187399,16.542288,9.278896,17.939241,10.498428,17.864660,10.709020,18.714867,0,-0.01708,-0.01340,-0.01945,0.00261,0.00869,-0.01341,0.00483,0.00229,1.46917,0.08743,3.27711
0.011,0,0,7.309683,1.626770,18.646847,4.803342,0,3.250488,0.000000,0,20.362417,5.914434,0,-7.368490,16.869669,0.000000,0,0,0,-6.135434,19.247168,3.870529,7.258245,-7.640025,17.285563,11.974358,6.098543,5.556699,137.714005,0,47.083111,90.061523,102.128067,8.623460,21.307972,8.470427,17.836937,8.472922,17.290789,9.189046,16.538721,9.274114,17.936111,10.494357,17.864481,10.708158,18.713276,0,-0.01968,-0.01372,-0.02324,0.00375,0.00882,-0.01242,0.00547,0.00303,1.46453,0.10720,3.27680
0.012,0,0,7.309499,1.625892,18.646839,4.803177,0,2.147464,0.000000,0,20.360989,5.915164,0,-6.933410,16.858938,0.000000,0,0,0,-5.046968,19.221481,3.873551,7.261536,-8.090344,17.283909,12.044214,6.113673,5.568599,137.249176,0,47.193012,89.935455,102.458275,8.625027,21.295578,8.470081,17.822395,8.472847,17.281071,9.192312,16.535433,9.270841,17.933199,10.490536,17.864536,10.707572,18.711599,0,-0.01790,-0.01176,-0.02336,0.00371,0.00930,-0.01201,0.00625,0.00264,1.46375,0.12368,3.27676
0.013,0,0,7.310336,1.625141,18.647018,4.802983,0,1.150030,0.000000,0,20.357550,5.916595,0,-6.460924,16.848309,0.000000,0,0,0,-4.159435,19.195665,3.877387,7.261242,-8.126654,17.292477,12.120041,6.128928,5.580642,136.674438,0,47.332535,89.806732,102.735512,8.625231,21.283192,8.469628,17.807531,8.472879,17.271967,9.196821,16.532358,9.268726,17.930450,10.486905,17.864773,10.707197,18.709856,0,-0.01788,-0.01284,-0.02172,0.00336,0.00804,-0.01435,0.00655,0.00155,1.46083,0.12424,3.27691
0.014,0,0,7.311173,1.624389,18.647198,4.802789,1,0.152596,0.000000,0,20.354111,5.918025,0,-5.988438,16.837679,0.000000,0,0,0,-3.271902,19.169849,3.881222,7.260948,-8.162963,17.301043,12.195868,6.144451,5.592685,136.099716,0,47.472057,89.678001,103.012741,8.625434,21.270803,8.469175,17.792667,8.472913,17.262863,9.201329,16.529284,9.266612,17.927704,10.483275,17.865009,10.706822,18.708113,0,-0.01817,-0.01432,-0.02153,0.00359,0.00809,-0.01309,0.00764,0.00317,1.45717,0.11432,3.27680
0.015,0,0,7.312011,1.623638,18.647375,4.802595,0,-0.844838,0.000000,0,20.350672,5.919456,0,-5.515952,16.827051,0.000000,0,0,0,-2.384369,19.144033,3.885058,7.260654,-8.199271,17.309610,12.271695,6.160103,5.604728,135.524979,0,47.611580,89.549278,103.289978,8.625638,21.258417,8.468721,17.777802,8.472946,17.253759,9.205838,16.526209,9.264497,17.924955,10.479645,17.865246,10.706448,18.706371,0,-0.01592,-0.01279,-0.02147,0.00239,0.00871,-0.01284,0.00456,0.00368,1.45057,0.10374,3.27649
0.016,0,0,7.311795,1.622951,18.647257,4.803387,0,-1.708750,0.000000,0,20.342169,5.921034,0,-4.999738,16.817398,0.000000,0,0,0,-1.764836,19.133360,3.888208,7.256563,-7.811308,17.317690,12.353065,6.176073,5.616972,134.873734,0,47.926289,89.340111,103.529091,8.624033,21.246338,8.467882,17.766670,8.472275,17.240849,9.209869,16.522995,9.262210,17.921991,10.476471,17.863319,10.706686,18.702574,0,-0.01830,-0.01360,-0.02058,0.00304,0.00779,-0.01297,0.00646,0.00275,1.44583,0.09166,3.27654
0.017,0,0,7.310771,1.622315,18.646910,4.804937,0,-2.470279,0.000000,0,20.329786,5.922724,0,-4.449995,16.808496,0.000000,0,0,0,-1.350803,19.134298,3.890833,7.249560,-7.098020,17.325397,12.438688,6.192197,5.629371,134.163818,0,48.375332,89.069260,103.738968,8.621041,21.234497,8.466747,17.758400,8.471065,17.225019,9.213533,16.519674,9.259790,17.918859,10.473648,17.859734,10.707395,18.697205,0,-0.01805,-0.01220,-0.02012,0.00291,0.00840,-0.01307,0.00538,0.00267,1.43823,0.08243,3.27685
0.018,0,0,7.309748,1.621678,18.646564,4.806486,0,-3.231808,0.000000,0,20.317404,5.924414,0,-3.900251,16.799595,0.000000,0,0,0,-0.936769,19.135235,3.893457,7.242557,-6.384731,17.333105,12.524310,6.208504,5.641770,133.453903,0,48.824371,88.798409,103.948853,8.618050,21.222656,8.465612,17.750130,8.469853,17.209188,9.217198,16.516354,9.257370,17.915728,10.470824,17.856148,10.708104,18.691833,0,-0.01732,-0.01448,-0.02205,0.00361,0.00831,-0.01243,0.00492,0.00182,1.43127,0.09145,3.27689
0.019,0,0,7.308724,1.621041,18.646217,4.808036,0,-3.993337,0.000000,0,20.305021,5.926105,0,-3.350507,16.790693,0.000000,0,0,0,-0.522735,19.136173,3.896082,7.235554,-5.671443,17.340811,12.609933,6.224901,5.654169,132.744003,0,49.273415,88.527557,104.158737,8.615058,21.210814,8.464478,17.741859,8.468643,17.193359,9.220862,16.513033,9.254951,17.912598,10.468001,17.852562,10.708813,18.686464,0,-0.01757,-0.01282,-0.02163,0.00258,0.00892,-0.01338,0.00557,0.00258,1.42679,0.11538,3.27674
0.020,0,0,7.306550,1.619455,18.646484,4.808608,0,-4.647663,0.000000,0,20.291061,5.927798,0,-2.786960,16.783575,0.000000,0,0,0,-0.373070,19.137234,3.899757,7.232111,-4.788112,17.347466,12.683827,6.241272,5.666991,132.063431,0,49.606441,88.237038,104.612961,8.611350,21.200203,8.463038,17.733124,8.467885,17.178736,9.227800,16.508490,9.252763,17.908175,10.465699,17.849876,10.711240,18.679569,0,-0.01730,-0.01342,-0.02117,0.00322,0.00897,-0.01366,0.00560,0.00149,1.41718,0.12589,3.27658
0.021,0,0,7.303492,1.617140,18.647224,4.808431,0,-5.219788,0.000000,0,20.275896,5.929494,0,-2.212828,16.777824,0.000000,0,0,0,-0.426118,19.138391,3.904238,7.231400,-3.774396,17.353312,12.748729,6.257631,5.680138,131.405380,0,49.850502,87.931427,105.254555,8.607093,21.190535,8.461366,17.724031,8.467473,17.165035,9.237247,16.503008,9.250752,17.902763,10.463796,17.847883,10.714985,18.671507,0,-0.01786,-0.01271,-0.02068,0.00307,0.00834,-0.01208,0.00663,0.00078,1.41099,0.12155,3.27643
0.022,0,0,7.300435,1.614826,18.647964,4.808254,0,-5.791913,0.000000,0,20.260729,5.931190,0,-1.638697,16.772076,0.000000,0,0,0,-0.479166,19.139547,3.908719,7.230688,-2.760679,17.359158,12.813631,6.273657,5.693285,130.747314,0,50.094566,87.625816,105.896141,8.602836,21.180866,8.459693,17.714939,8.467061,17.151335,9.246695,16.497528,9.248743,17.897352,10.461893,17.845888,10.718729,18.663445,0,-0.01878,-0.01298,-0.02023,0.00307,0.00881,-0.01310,0.00547,0.00267,1.40379,0.11597,3.27637
0.023,0,0,7.297378,1.612511,18.648705,4.808076,0,-6.364038,0.000000,0,20.245562,5.932886,0,-1.064565,16.766325,0.000000,0,0,0,-0.532214,19.140705,3.913200,7.229976,-1.746963,17.365005,12.878532,6.289522,5.706431,130.089264,0,50.338631,87.320206,106.537727,8.598578,21.171198,8.458019,17.705847,8.466649,17.137634,9.256142,16.492046,9.246733,17.891941,10.459990,17.843895,10.722474,18.655382,0,-0.01882,-0.01296,-0.02138,0.00261,0.00855,-0.01345,0.00530,0.00208,1.39364,0.10691,3.27637
0.024,0,0,7.294383,1.611412,18.648302,4.808128,0,-7.152997,0.000000,0,20.230667,5.934270,0,-0.494695,16.761988,0.000000,0,0,0,-0.580562,19.142038,3.918990,7.212573,-1.001703,17.369951,12.927205,6.304810,5.719520,129.291107,0,50.761253,87.030899,107.169128,8.594707,21.162615,8.456093,17.693037,8.468183,17.119261,9.265380,16.486982,9.245089,17.886759,10.458713,17.841980,10.726648,18.648170,0,-0.01766,-0.01222,-0.02213,0.00229,0.00869,-0.01416,0.00596,0.00227,1.37872,0.09673,3.27628
0.025,0,0,7.291437,1.611244,18.647024,4.808354,0,-8.108221,0.000000,0,20.215979,5.935414,0,0.071907,16.758730,0.000000,0,0,0,-0.625305,19.143507,3.925784,7.182371,-0.462291,17.374208,12.963432,6.319816,5.732564,128.385529,0,51.320789,86.754089,107.792717,8.591133,21.154865,8.453971,17.677376,8.471207,17.097300,9.274458,16.482237,9.243726,17.881750,10.457914,17.840124,10.731152,18.641611,0,-0.01888,-0.01342,-0.02045,0.00366,0.00945,-0.01258,0.00565,0.00212,1.36687,0.08809,3.27613
0.026,0,0,7.288490,1.611077,18.645746,4.808581,0,-9.063446,0.000000,0,20.201292,5.936558,0,0.638509,16.755474,0.000000,0,0,0,-0.670048,19.144976,3.932578,7.152169,0.077121,17.378466,12.999660,6.334429,5.745608,127.479942,0,51.880329,86.477287,108.416298,8.587558,21.147114,8.451849,17.661716,8.474231,17.075340,9.283536,16.477491,9.242363,17.876743,10.457117,17.838270,10.735656,18.635052,0,-0.01762,-0.01240,-0.02044,0.00349,0.00841,-0.01450,0.00496,0.00235,1.35116,0.08525,3.27615
0.027,0,0,7.285544,1.610909,18.644470,4.808807,0,-10.018670,0.000000,0,20.186605,5.937702,0,1.205110,16.752218,0.000000,0,0,0,-0.714791,19.146444,3.939372,7.121967,0.616533,17.382721,13.035887,6.348851,5.758652,126.574356,0,52.439869,86.200478,109.039886,8.583983,21.139364,8.449728,17.646055,8.477255,17.053381,9.292614,16.472748,9.240999,17.871735,10.456319,17.836416,10.740159,18.628492,0,-0.01677,-0.01327,-0.02155,0.00215,0.00867,-0.01297,0.00551,0.00290,1.34823,0.09016,3.27630
0.028,0,0,7.283307,1.609685,18.642918,4.810564,0,-11.165977,0.000000,0,20.173212,6.131109,0,1.748468,16.750439,0.000000,0,0,0,-0.609909,19.147881,3.944372,7.112729,0.818515,17.385386,13.059785,6.363106,5.771807,125.639717,0,53.022743,85.953270,109.469856,8.580542,21.131498,8.447635,17.629869,8.479883,17.033970,9.300542,16.469772,9.240023,17.868422,10.456199,17.835562,10.742924,18.624250,0,-0.01833,-0.01206,-0.02172,0.00334,0.00854,-0.01250,0.00712,0.00196,1.33699,0.10218,3.27641
0.029,0,0,7.281615,1.607650,18.641157,4.813494,0,-12.460569,0.000000,0,20.160812,6.471939,0,2.274002,16.749794,0.000000,0,0,0,-0.390296,19.149292,3.947998,7.119565,0.761762,17.386827,13.074229,6.377279,5.785049,124.682793,0,53.623508,85.728745,109.751373,8.577203,21.123547,8.445565,17.613281,8.482209,17.016514,9.307588,16.468153,9.239343,17.866407,10.456597,17.835476,10.744354,18.621784,0,-0.01838,-0.01446,-0.02184,0.00298,0.00829,-0.01390,0.00433,0.00250,1.32602,0.11629,3.27649
0.030,0,0,7.279922,1.605615,18.639397,4.816424,0,-13.755162,0.000000,0,20.148413,6.812769,0,2.799536,16.749147,0.000000,0,0,0,-0.170682,19.150703,3.951624,7.126400,0.705008,17.388271,13.088674,6.391115,5.798290,123.725868,0,54.224274,85.504227,110.032883,8.573863,21.115593,8.443495,17.596693,8.484535,16.999056,9.314633,16.466536,9.238662,17.864393,10.456996,17.835390,10.745786,18.619318,0,-0.01611,-0.01252,-0.02127,0.00268,0.00888,-0.01332,0.00505,0.00211,1.31355,0.12317,3.27648
0.031,0,0,7.278230,1.603579,18.637636,4.819354,0,-15.049755,0.000000,0,20.136013,7.153600,0,3.325070,16.748501,0.000000,0,0,0,0.048931,19.152117,3.955250,7.133236,0.648255,17.389713,13.103118,6.404787,5.811532,122.768944,0,54.825043,85.279709,110.314392,8.570524,21.107641,8.441424,17.580105,8.486861,16.981600,9.321679,16.464916,9.237982,17.862379,10.457395,17.835304,10.747216,18.616852,0,-0.01484,-0.01476,-0.02220,0.00506,0.00899,-0.01288,0.00612,0.00327,1.29296,0.12136,3.27640
0.032,0,0,7.276688,1.602993,18.634916,4.820733,0,-16.491371,0.000000,0,20.124222,7.305313,0,3.821018,16.749632,0.000000,0,0,0,0.438761,19.153320,3.957912,7.135670,0.279610,17.385893,13.104579,6.417922,5.824628,122.061363,0,55.417484,85.095421,110.495514,8.568124,21.100300,8.441560,17.566051,8.488791,16.964823,9.327694,16.462866,9.237481,17.859934,10.458425,17.834593,10.747371,18.613779,0,-0.01942,-0.01252,-0.01931,0.00349,0.00783,-0.01296,0.00816,0.00118,1.27835,0.11438,3.27663
0.033,0,0,7.275261,1.603516,18.631464,4.820922,0,-18.045721,0.000000,0,20.112902,7.312014,0,4.294279,16.752127,0.000000,0,0,0,0.959109,19.154367,3.959835,7.134728,-0.328189,17.378038,13.096085,6.430794,5.837613,121.544983,0,56.003548,84.941994,110.599663,8.566443,21.093426,8.443387,17.553940,8.490415,16.948565,9.332918,16.460484,9.237119,17.857159,10.459938,17.833405,10.746547,18.610243,0,-0.01709,-0.01343,-0.01929,0.00258,0.00546,-0.01543,0.00427,0.00268,1.26008,0.10730,3.27709
0.034,0,0,7.273834,1.604040,18.628012,4.821112,0,-19.600071,0.000000,0,20.101580,7.318716,0,4.767540,16.754620,0.000000,0,0,0,1.479458,19.155413,3.961758,7.133787,-0.935987,17.370184,13.087591,6.443335,5.850597,121.028603,0,56.589611,84.788559,110.703804,8.564764,21.086554,8.445213,17.541828,8.492038,16.932308,9.338142,16.458101,9.236755,17.854383,10.461452,17.832216,10.745723,18.606705,0,-0.01630,-0.01312,-0.02340,0.00319,0.00988,-0.01369,0.00486,0.00265,1.24960,0.09781,3.27693
0.035,0,0,7.272407,1.604563,18.624559,4.821301,0,-21.154423,0.000000,0,20.090258,7.325417,0,5.240800,16.757114,0.000000,0,0,0,1.999806,19.156460,3.963681,7.132846,-1.543786,17.362329,13.079097,6.455714,5.863582,120.512222,0,57.175674,84.635124,110.807953,8.563084,21.079681,8.447041,17.529716,8.493662,16.916050,9.343367,16.455719,9.236393,17.851608,10.462965,17.831028,10.744899,18.603168,0,-0.01734,-0.01459,-0.02193,0.00282,0.00861,-0.01268,0.00264,0.00355,1.23596,0.08765,3.27632
0.036,0,0,7.271225,1.604864,18.624634,4.820999,0,-22.577768,0.000000,0,20.079199,7.336868,0,5.693741,16.761873,0.000000,0,0,0,2.690843,19.157492,3.965920,7.135427,-2.218467,17.353821,13.059689,6.467973,5.876633,119.982941,0,57.740749,84.448051,110.884956,8.562046,21.070669,8.449677,17.519293,8.495458,16.901100,9.351851,16.454107,9.237318,17.849356,10.464881,17.831364,10.743978,18.600563,0,-0.01813,-0.01328,-0.01929,0.00329,0.00833,-0.01315,0.00633,0.00131,1.22324,0.08159,3.27588
0.037,0,0,7.270232,1.604995,18.627411,4.820319,0,-23.900663,0.000000,0,20.068344,7.351962,0,6.131100,16.768370,0.000000,0,0,0,3.512761,19.158510,3.968402,7.140710,-2.944431,17.344809,13.031910,6.480173,5.889734,119.443771,0,58.289726,84.235184,110.941147,8.561499,21.060019,8.452932,17.510162,8.497386,16.887152,9.362837,16.453087,9.239229,17.847506,10.467105,17.832865,10.742981,18.598673,0,-0.01794,-0.01343,-0.02078,0.00343,0.00879,-0.01381,0.00025,0.00287,1.20799,0.09890,3.27558
0.038,0,0,7.269239,1.605126,18.630190,4.819640,0,-25.223558,0.000000,0,20.057487,7.367055,0,6.568459,16.774866,0.000000,0,0,0,4.334680,19.159531,3.970884,7.145992,-3.670396,17.335796,13.004132,6.491941,5.902835,118.904594,0,58.838707,84.022308,110.997337,8.560952,21.049366,8.456189,17.501034,8.499314,16.873203,9.373822,16.452066,9.241141,17.845655,10.469330,17.834366,10.741984,18.596781,0,-0.01734,-0.01313,-0.02057,0.00495,0.00803,-0.01188,0.00595,-0.00013,1.18105,0.12091,3.27585
0.039,0,0,7.268246,1.605256,18.632969,4.818961,0,-26.546453,0.000000,0,20.046631,7.382149,0,7.005818,16.781364,0.000000,0,0,0,5.156598,19.160549,3.973366,7.151275,-4.396360,17.326784,12.976354,6.503500,5.915937,118.365425,0,59.387684,83.809441,111.053528,8.560406,21.038715,8.459445,17.491903,8.501243,16.859257,9.384808,16.451046,9.243052,17.843805,10.471554,17.835867,10.740988,18.594891,0,-0.01968,-0.01418,-0.02169,0.00197,0.00896,-0.01266,0.01827,0.00768,1.16157,0.12322,3.27654
0.040,0,0,7.266630,1.604035,18.632896,4.819370,0,-27.306101,0.000000,0,20.035686,7.391052,0,7.431268,16.788912,0.000000,0,0,0,6.011477,19.161539,3.978755,7.154654,-5.102213,17.316767,12.916133,6.514195,5.929092,118.524536,0,59.713425,83.790100,111.069199,8.559297,21.028709,8.463962,17.479460,8.501625,16.851063,9.392805,16.449196,9.246180,17.841496,10.474131,17.837345,10.740543,18.593603,0,-0.01464,-0.01356,-0.02007,0.00439,0.00859,-0.01449,0.01328,0.01036,1.14404,0.12103,3.27678
0.041,0,0,7.264537,1.601776,18.630636,4.820614,0,-27.633856,0.000000,0,20.024675,7.395209,0,7.847586,16.797264,0.000000,0,0,0,6.891628,19.162504,3.986375,7.156572,-5.792643,17.305983,12.831035,6.524470,5.942289,119.219070,0,59.867985,83.919159,111.053787,8.557757,21.019199,8.469445,17.464474,8.500823,16.847284,9.398511,16.446709,9.250239,17.838831,10.476977,17.838804,10.740523,18.592779,0,-0.01667,-0.01328,-0.02097,0.00041,0.00905,-0.01107,-0.00294,0.00213,1.12993,0.11165,3.27670
0.042,0,0,7.262444,1.599517,18.628378,4.821859,0,-27.961613,0.000000,0,20.013664,7.399365,0,8.263905,16.805618,0.000000,0,0,0,7.771780,19.163471,3.993994,7.158492,-6.483074,17.295197,12.745936,6.533615,5.955486,119.913612,0,60.022545,84.048218,111.038376,8.556218,21.009691,8.474928,17.449490,8.500022,16.843504,9.404217,16.444221,9.254299,17.836168,10.479824,17.840261,10.740502,18.591953,0,-0.01611,-0.01253,-0.02661,0.00479,0.00915,-0.01439,0.00759,0.01449,1.11046,0.09942,3.27667
0.043,0,0,7.260350,1.597258,18.626120,4.823103,0,-28.289368,0.000000,0,20.002653,7.403522,0,8.680223,16.813971,0.000000,0,0,0,8.651933,19.164436,4.001614,7.160410,-7.173504,17.284410,12.660839,6.542209,5.968683,120.608154,0,60.177109,84.177277,111.022964,8.554679,21.000181,8.480412,17.434504,8.499220,16.839724,9.409923,16.441734,9.258359,17.833504,10.482671,17.841721,10.740482,18.591129,0,-0.02157,-0.01463,-0.00637,0.00461,0.00947,-0.01264,-0.00450,-0.00208,1.09498,0.08837,3.27667
0.044,0,0,7.259365,1.595512,18.623003,4.825005,0,-28.123850,0.000000,0,19.975771,7.406562,0,9.090132,16.823484,0.000000,0,0,0,9.412394,19.165537,4.008242,7.164524,-7.768680,17.272963,12.532629,6.549472,5.981613,122.421455,0,59.869129,84.068359,111.050591,8.552135,20.990889,8.486184,17.420883,8.507447,16.839399,9.422063,16.439629,9.263050,17.830467,10.485975,17.842838,10.741606,18.589619,0,-0.01578,-0.01267,-0.02492,-0.00483,0.00693,-0.01322,0.00579,0.01120,1.07681,0.09408,3.27667
0.045,0,0,7.259228,1.594159,18.619230,4.827409,0,-27.580097,0.000000,0,19.936716,7.408744,0,9.495126,16.833889,0.000000,0,0,0,10.081079,19.166742,4.014111,7.170320,-8.290817,17.261005,12.371361,6.556087,5.994339,125.092598,0,59.206490,83.776962,111.111221,8.548822,20.981764,8.492179,17.408310,8.522599,16.841724,9.439137,16.437815,9.268227,17.827145,10.489629,17.843693,10.743607,18.587582,0,-0.02507,-0.01330,-0.09008,0.00647,0.00838,-0.01397,0.00385,0.00183,1.04700,0.11096,3.27667
0.046,0,0,7.259092,1.592805,18.615458,4.829814,0,-27.036343,0.000000,0,19.897661,7.410927,0,9.900120,16.844292,0.000000,0,0,0,10.749763,19.167946,4.019979,7.176115,-8.812954,17.249048,12.210093,6.561258,6.007066,127.763741,0,58.543846,83.485573,111.171844,8.545508,20.972639,8.498175,17.395737,8.537751,16.844049,9.456211,16.436001,9.273403,17.823824,10.493283,17.844547,10.745607,18.585545,0,-0.01609,-0.01401,-0.00502,0.00297,0.00905,-0.01222,0.00987,0.00014,1.02246,0.12024,3.27676
0.047,0,0,7.258955,1.591452,18.611685,4.832219,0,-26.492590,0.000000,0,19.858606,7.413109,0,10.305114,16.854696,0.000000,0,0,0,11.418448,19.169151,4.025847,7.181911,-9.335091,17.237091,12.048825,6.565724,6.019792,130.434891,0,57.881203,83.194183,111.232475,8.542195,20.963512,8.504169,17.383163,8.552903,16.846375,9.473285,16.434187,9.278579,17.820501,10.496937,17.845402,10.747608,18.583508,0,-0.01688,-0.01374,0.03827,0.00392,0.00829,-0.01358,0.00574,0.00564,1.00299,0.12375,3.27691
