"Time","m2 FLl swoff","v2 R COP","49 RDS cle","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","m1 FLr swoff","39a FRx (cm)","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","m3 HLr swoff","35a HRx (cm)","35 HRx (cm)","v3 L COP","50 LDS cle","48 L marks","37a FLx (cm)","37 FLx (cm)","m4 HLl swoff","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","42 CoMy (cm)","v1 xCoM","42a CoMy (cm)","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
0.000,0,0.000000,1,0,0,0,7.120282,1.023014,14.041035,4.964613,0,-10.934752,15.740203,6.763855,4.838423,0,2.542230,11.151740,0.000000,1,0,37.029312,14.752615,0,6.771404,-0.913921,12.805544,108.174004,0,98.946785,94.077805,89.794685,7.949702,16.280266,8.063222,11.292138,8.225148,10.796621,9.266758,10.794965,9.549026,12.572657,11.043433,12.443371,11.117868,13.341091,0,0.00226,0.00242,0.00101,0.00096,0.00061,0.00094,0.00091,0.00219,6.037749,6.014473,-0.428431,-1.48646,0.11262,3.27783,11.292138
0.001,0,0.000000,1,0,0,0,7.121067,1.027379,14.046307,4.964983,0,-10.919508,15.729172,6.761013,4.836414,0,3.331058,11.153112,0.000000,1,0,37.580574,14.789202,0,6.772293,-1.522395,12.804683,108.223511,0,99.460762,94.000023,89.979431,7.950871,16.276033,8.067645,11.281023,8.236101,10.788010,9.271070,10.799535,9.547043,12.578244,11.041737,12.452225,11.117349,13.352868,0,0.00222,0.00258,0.00121,0.00097,0.00064,0.00095,0.00092,0.00232,6.037095,6.016160,-0.387170,-1.48544,0.11164,3.27818,11.281023
0.002,0,0.000000,1,0,0,0,7.117946,1.020942,14.055575,4.967318,0,-10.902030,15.718310,6.756583,4.835419,0,4.156289,11.157646,0.000000,1,0,38.068401,14.827711,0,6.773406,-2.067971,12.802369,108.084831,0,100.162788,93.599983,89.783340,7.951142,16.268839,8.069194,11.274608,8.244632,10.782828,9.275270,10.810452,9.545054,12.590091,11.039255,12.458836,11.115134,13.361805,0,0.00220,0.00280,0.00138,0.00096,0.00063,0.00095,0.00088,0.00232,6.036762,6.018390,-0.335886,-1.48655,0.10964,3.27773,11.274608
0.003,0,0.000000,1,0,0,0,7.113885,1.011905,14.065805,4.970125,0,-10.884015,15.707489,6.751770,4.834669,0,4.990282,11.162940,0.000000,1,0,38.540962,14.866682,0,6.774573,-2.598408,12.799705,107.900856,0,100.910072,93.122375,89.495583,7.951197,16.260931,8.070049,11.269323,8.252580,10.778472,9.279442,10.822896,9.543066,12.603443,11.036584,12.464907,11.112513,13.370058,0,0.00219,0.00293,0.00156,0.00093,0.00063,0.00094,0.00086,0.00238,6.036506,6.020696,-0.282189,-1.48811,0.10793,3.27729,11.269323
0.004,0,0.000000,1,0,0,0,7.109824,1.002867,14.076035,4.972932,0,-10.865999,15.696668,6.746958,4.833918,0,5.824275,11.168235,0.000000,1,0,39.013523,14.905654,0,6.775740,-3.128844,12.797041,107.716873,0,101.657364,92.644775,89.207825,7.951252,16.253023,8.070906,11.264039,8.260528,10.774117,9.283615,10.835340,9.541078,12.616796,11.033914,12.470977,11.109891,13.378310,0,0.00213,0.00292,0.00169,0.00093,0.00064,0.00094,0.00086,0.00243,6.036250,6.023558,-0.228493,-1.49465,0.10964,3.27752,11.264039
0.005,0,0.000000,1,0,0,0,7.105762,0.993830,14.086266,4.975739,0,-10.847984,15.685846,6.742146,4.833167,0,6.658268,11.173529,0.000000,1,0,39.486084,14.944625,0,6.776907,-3.659281,12.794377,107.532898,0,102.404655,92.167168,88.920067,7.951308,16.245113,8.071762,11.258755,8.268475,10.769760,9.287787,10.847785,9.539089,12.630149,11.031242,12.477048,11.107269,13.386563,0,0.00209,0.00292,0.00186,0.00088,0.00064,0.00093,0.00083,0.00243,6.035994,6.026477,-0.174797,-1.48646,0.11239,3.27774,11.258755
0.006,0,0.000000,1,0,0,0,7.103850,0.996782,14.093962,4.978815,0,-10.825837,15.674998,6.737240,4.829213,0,7.477028,11.181742,0.000000,1,0,39.832867,14.985221,0,6.775467,-4.141996,12.789861,107.995781,0,102.810463,92.131615,88.920517,7.951827,16.241968,8.072734,11.253911,8.278946,10.766821,9.292938,10.854336,9.539459,12.637361,11.031911,12.487337,11.106039,13.396530,0,0.00200,0.00290,0.00192,0.00086,0.00064,0.00092,0.00082,0.00244,6.035939,6.029804,-0.111536,-1.48564,0.11249,3.27782,11.253911
0.007,0,0.000000,1,0,0,0,7.102454,1.002619,14.101048,4.981955,0,-10.802695,15.664143,6.732311,4.824487,0,8.292122,11.190657,0.000000,1,0,40.149372,15.026207,0,6.773400,-4.613226,12.784898,108.614365,0,103.134071,92.202454,88.990341,7.952457,16.239969,8.073733,11.249173,8.290024,10.764223,9.298326,10.859468,9.540397,12.643094,11.033383,12.498641,11.105144,13.406910,0,0.00203,0.00315,0.00210,0.00084,0.00064,0.00091,0.00084,0.00251,6.035932,6.033169,-0.045974,-1.48578,0.11092,3.27787,11.249173
0.008,0,0.000000,1,0,0,0,7.101059,1.008456,14.108133,4.985095,0,-10.779553,15.653288,6.727382,4.819761,0,9.107215,11.199573,0.000000,1,0,40.465878,15.067193,0,6.771332,-5.084455,12.779935,109.232948,0,103.457687,92.273293,89.060165,7.953088,16.237970,8.074733,11.244435,8.301102,10.761625,9.303712,10.864600,9.541334,12.648828,11.034856,12.509945,11.104248,13.417289,0,0.00212,0.00328,0.00225,0.00087,0.00064,0.00091,0.00083,0.00270,6.035925,6.036812,0.019589,-1.48755,0.10970,3.27726,11.244435
0.009,0,0.000000,1,0,0,0,7.099663,1.014294,14.115220,4.988235,0,-10.756413,15.642432,6.722453,4.815036,0,9.922309,11.208488,0.000000,1,0,40.782383,15.108179,0,6.769265,-5.555685,12.774973,109.851532,0,103.781296,92.344131,89.129990,7.953718,16.235970,8.075733,11.239698,8.312180,10.759027,9.309098,10.869733,9.542271,12.654562,11.036328,12.521249,11.103353,13.427669,0,0.00210,0.00346,0.00251,0.00090,0.00063,0.00096,0.00083,0.00309,6.035918,6.040480,0.085152,-1.48536,0.10803,3.27667,11.239698
0.010,0,0.000000,1,0,0,0,7.095271,1.011264,14.127152,4.989760,0,-10.730280,15.631753,6.719015,4.814838,0,10.705406,11.219809,0.000000,1,0,40.941120,15.150285,0,6.768453,-5.949984,12.768363,110.378311,0,103.645508,92.086685,89.031448,7.952862,16.231516,8.078011,11.236606,8.321008,10.759378,9.324133,10.875696,9.544626,12.661983,11.039021,12.532552,11.102039,13.437634,0,0.00205,0.00362,0.00287,0.00092,0.00064,0.00097,0.00078,0.00305,6.036345,6.044328,0.150170,-1.48748,0.10691,3.27675,11.236606
0.011,0,0.000000,1,0,0,0,7.090157,1.006101,14.140252,4.990897,0,-10.703428,15.621115,6.715934,4.815731,0,11.480803,11.231709,0.000000,1,0,41.061882,15.192659,0,6.767944,-6.325766,12.761356,110.882996,0,103.399147,91.750229,88.892387,7.951647,16.226473,8.080597,11.233910,8.329293,10.760439,9.341489,10.881859,9.547323,12.669810,11.042010,12.543853,11.100626,13.447500,0,0.00205,0.00367,0.00288,0.00089,0.00061,0.00099,0.00077,0.00281,6.036878,6.048211,0.215057,-1.48484,0.10863,3.27684,11.233910
0.012,0,0.000000,1,0,0,0,7.085043,1.000937,14.153352,4.992034,0,-10.676577,15.610477,6.712854,4.816624,0,12.256200,11.243608,0.000000,1,0,41.182648,15.235033,0,6.767435,-6.701549,12.754350,111.387688,0,103.152786,91.413773,88.753319,7.950432,16.221428,8.083182,11.231214,8.337580,10.761499,9.358846,10.888022,9.550020,12.677637,11.044998,12.555155,11.099212,13.457366,0,0.00203,0.00372,0.00303,0.00087,0.00062,0.00098,0.00076,0.00269,6.037411,6.052341,0.279944,-1.48452,0.11127,3.27722,11.231214
0.013,0,0.000000,1,0,0,0,7.079930,0.995774,14.166451,4.993171,0,-10.649724,15.599840,6.709774,4.817517,0,13.031597,11.255507,0.000000,1,0,41.303410,15.277408,0,6.766925,-7.077331,12.747343,111.892372,0,102.906425,91.077309,88.614258,7.949217,16.216383,8.085768,11.228517,8.345865,10.762560,9.376202,10.894185,9.552717,12.685465,11.047986,12.566457,11.097798,13.467232,0,0.00196,0.00362,0.00315,0.00088,0.00063,0.00096,0.00076,0.00255,6.037943,6.056520,0.344831,-1.48730,0.11136,3.27759,11.228517
0.014,0,0.000000,1,0,0,0,7.077971,0.994868,14.176474,4.993194,0,-10.618617,15.589102,6.702046,4.809351,0,13.787341,11.269481,0.000000,1,0,41.248775,15.319869,0,6.770746,-7.361238,12.739336,112.681908,0,103.212082,90.721436,88.472374,7.949716,16.211329,8.087251,11.221397,8.358187,10.762398,9.384518,10.904133,9.552036,12.696279,11.047157,12.575494,11.095761,13.475535,0,0.00177,0.00342,0.00317,0.00089,0.00063,0.00096,0.00077,0.00249,6.038668,6.061039,0.415289,-1.48589,0.11005,3.27775,11.221397
0.015,0,0.000000,1,0,0,0,7.076772,0.994987,14.185757,4.992949,0,-10.586485,15.578341,6.693200,4.799006,0,14.538355,11.283954,0.000000,1,0,41.151924,15.362351,0,6.775609,-7.623032,12.731087,113.540001,0,103.650604,90.360893,88.329819,7.950626,16.206274,8.088470,11.213212,8.371480,10.761941,9.390657,10.914991,9.550541,12.707811,11.045409,12.583985,11.093574,13.483462,0,0.00161,0.00327,0.00319,0.00092,0.00063,0.00094,0.00080,0.00229,6.039439,6.065583,0.487088,-1.48716,0.10916,3.27789,11.213212
0.016,0,0.000000,1,0,0,0,7.075573,0.995106,14.195040,4.992705,0,-10.554353,15.567578,6.684353,4.788661,0,15.289369,11.298426,0.000000,1,0,41.055073,15.404833,0,6.780473,-7.884825,12.722838,114.398094,0,104.089127,90.000343,88.187256,7.951536,16.201218,8.089687,11.205028,8.384772,10.761484,9.396796,10.925850,9.549047,12.719345,11.043661,12.592477,11.091387,13.491389,0,0.00138,0.00301,0.00318,0.00089,0.00063,0.00094,0.00082,0.00218,6.040210,6.070303,0.558887,-1.48565,0.10765,3.27766,11.205028
0.017,0,0.000000,1,0,0,0,7.074374,0.995225,14.204323,4.992460,0,-10.522221,15.556816,6.675507,4.778316,0,16.040382,11.312898,0.000000,1,0,40.958221,15.447315,0,6.785336,-8.146619,12.714589,115.256187,0,104.527641,89.639801,88.044701,7.952446,16.196161,8.090905,11.196842,8.398066,10.761027,9.402936,10.936708,9.547551,12.730878,11.041913,12.600968,11.089200,13.499316,0,0.00127,0.00281,0.00320,0.00087,0.00065,0.00096,0.00083,0.00232,6.040980,6.075019,0.630685,-1.48738,0.10587,3.27744,11.196842
0.018,0,0.000000,1,0,0,0,7.073324,0.993289,14.215240,4.993466,0,-10.485321,15.546389,6.667475,4.767894,0,16.791981,11.329903,0.000000,1,0,40.740795,15.488239,0,6.786142,-8.315957,12.705596,119.880638,0,102.879539,89.338799,88.012390,7.952508,16.183163,8.089179,11.195254,8.399339,10.789209,9.414335,10.942431,9.547705,12.737378,11.042192,12.608977,11.087969,13.505271,0,0.00122,0.00259,0.00338,0.00083,0.00065,0.00096,0.00087,0.00263,6.041868,6.079711,0.703427,-1.48624,0.10725,3.27744,11.187882
0.019,0,0.000000,1,0,0,0,7.072310,0.990858,14.226552,4.994772,0,-10.447273,15.536041,6.659639,4.757454,0,17.543718,11.347517,0.000000,1,0,40.494350,15.528789,0,6.785972,-8.463041,12.696424,125.411621,0,100.729202,89.052124,88.006607,7.952366,16.168253,8.086744,11.195254,8.397719,10.824286,9.427001,10.946918,9.548254,12.742666,11.042960,12.616870,11.086968,13.510750,0,0.00111,0.00245,0.00336,0.00080,0.00065,0.00095,0.00088,0.00276,6.042783,6.084433,0.776395,-1.48633,0.11035,3.27744,11.178737
0.020,0,0.000000,1,0,0,1,7.071296,0.988428,14.237864,4.996078,0,-10.409226,15.525694,6.651803,4.747015,0,18.295458,11.365132,0.000000,1,0,40.247902,15.569338,0,6.785801,-8.610126,12.687252,130.942612,0,98.578857,88.765450,88.000832,7.952224,16.153343,8.084310,11.195254,8.396100,10.859362,9.439666,10.951405,9.548804,12.747955,11.043729,12.624763,11.085968,13.516230,0,0.00112,0.00245,0.00322,0.00082,0.00065,0.00098,0.00086,0.00266,6.043698,6.089364,0.849364,-1.48296,0.11102,3.27751,11.169591
0.021,0,0.000000,1,0,0,0,7.070282,0.985997,14.249175,4.997385,0,-10.371179,15.515347,6.643967,4.736575,0,19.047195,11.382747,0.000000,1,0,40.001457,15.609886,0,6.785631,-8.757211,12.678081,136.473587,0,96.428520,88.478783,87.995056,7.952082,16.138433,8.081874,11.195254,8.394480,10.894438,9.452332,10.955891,9.549354,12.753243,11.044497,12.632656,11.084968,13.521708,0,0.00107,0.00233,0.00299,0.00081,0.00061,0.00099,0.00083,0.00253,6.044613,6.094368,0.922332,-1.48621,0.11006,3.27758,11.160445
0.022,0,0.000000,1,0,0,0,7.067161,0.990563,14.259386,4.998912,0,-10.333723,15.505030,6.635299,4.728870,0,19.805016,11.402860,0.000000,1,0,39.700172,15.649437,0,6.787238,-8.844748,12.668963,143.905838,0,95.505524,88.479523,88.183456,7.954946,16.124674,8.076941,11.195254,8.412284,10.912696,9.458749,10.960146,9.550835,12.757781,11.046288,12.641322,11.087252,13.530833,0,0.00109,0.00218,0.00284,0.00078,0.00061,0.00098,0.00082,0.00251,6.045856,6.099898,1.002103,-1.48357,0.10967,3.27743,11.133345
0.023,0,0.000000,1,0,0,0,7.063532,0.996814,14.269332,5.000494,0,-10.296411,15.494720,6.626432,4.721823,0,20.564299,11.423573,0.000000,1,0,39.385689,15.688747,0,6.789272,-8.917952,12.659859,151.795715,0,94.877937,88.549438,88.418587,7.958532,16.111191,8.071405,11.195254,8.434762,10.926908,9.463662,10.964345,9.552540,12.762138,11.048328,12.650173,11.090326,13.540835,0,0.00111,0.00232,0.00269,0.00078,0.00063,0.00096,0.00081,0.00245,6.047180,6.105465,1.083510,-1.48838,0.10860,3.27729,11.101923
0.024,0,0.000000,1,0,0,0,7.059904,1.003064,14.279278,5.002074,0,-10.259098,15.484410,6.617565,4.714777,0,21.323584,11.444287,0.000000,1,0,39.071205,15.728058,0,6.791307,-8.991156,12.650755,159.685593,0,94.250359,88.619362,88.653725,7.962119,16.097708,8.065871,11.195254,8.457241,10.941118,9.468575,10.968545,9.554245,12.766495,11.050367,12.659025,11.093402,13.550838,0,0.00113,0.00237,0.00259,0.00081,0.00063,0.00098,0.00079,0.00239,6.048503,6.111293,1.164918,-1.48743,0.10610,3.27744,11.070501
0.025,0,0.000000,1,0,0,0,7.056276,1.009315,14.289224,5.003655,0,-10.221786,15.474101,6.608697,4.707730,0,22.082867,11.465001,0.000000,1,0,38.756721,15.767368,0,6.793342,-9.064361,12.641651,167.575470,0,93.622772,88.689278,88.888863,7.965705,16.084223,8.060336,11.195254,8.479719,10.955329,9.473489,10.972744,9.555950,12.770852,11.052406,12.667876,11.096477,13.560839,0,0.00113,0.00238,0.00256,0.00080,0.00064,0.00099,0.00082,0.00238,6.049826,6.117095,1.246325,-1.48367,0.10704,3.27758,11.039080
0.026,0,0.000000,1,0,0,0,7.056518,1.010956,14.296678,5.005870,0,-10.183296,15.463949,6.604928,4.701129,0,22.840649,11.488227,0.000000,1,0,38.440731,15.805481,0,6.795112,-9.114153,12.632693,168.222580,0,91.698509,88.654648,88.708984,7.968019,16.069256,8.073201,11.195254,8.511452,10.993276,9.476257,10.980530,9.559096,12.778622,11.055467,12.674429,11.097587,13.570878,0,0.00116,0.00240,0.00287,0.00079,0.00063,0.00099,0.00082,0.00239,6.051294,6.122717,1.320967,-1.48578,0.11036,3.27735,11.040798
0.027,0,0.000000,1,0,0,0,7.057691,1.011488,14.303533,5.008238,0,-10.144524,15.453835,6.602386,4.694637,0,23.598070,11.512056,0.000000,1,0,38.124374,15.843305,0,6.796817,-9.158310,12.623770,167.126389,0,89.462151,88.594856,88.429214,7.970026,16.053930,8.090496,11.195254,8.545412,11.036935,9.478510,10.989180,9.562589,12.787213,11.058773,12.680428,11.098224,13.580926,0,0.00110,0.00215,0.00274,0.00079,0.00062,0.00102,0.00085,0.00233,6.052796,6.128306,1.393980,-1.48630,0.11142,3.27713,11.050493
0.028,0,0.000000,1,0,0,0,7.058864,1.012020,14.310387,5.010605,0,-10.105751,15.443720,6.599844,4.688144,0,24.355492,11.535886,0.000000,1,0,37.808018,15.881128,0,6.798523,-9.202467,12.614847,166.030212,0,87.225784,88.535065,88.149445,7.972034,16.038605,8.107790,11.195254,8.579372,11.080594,9.480762,10.997829,9.566081,12.795805,11.062079,12.686426,11.098861,13.590974,0,0.00096,0.00192,0.00268,0.00077,0.00062,0.00098,0.00089,0.00218,6.054298,6.133657,1.466993,-1.48546,0.11057,3.27721,11.060188
0.029,0,0.000000,1,0,0,0,7.060037,1.012552,14.317242,5.012973,0,-10.066978,15.433605,6.597301,4.681652,0,25.112913,11.559715,0.000000,1,0,37.491661,15.918952,0,6.800230,-9.246624,12.605924,164.934021,0,84.989418,88.475266,87.869675,7.974041,16.023279,8.125085,11.195254,8.613333,11.124254,9.483016,11.006479,9.569573,12.804397,11.065386,12.692426,11.099498,13.601022,0,0.00097,0.00170,0.00245,0.00074,0.00061,0.00095,0.00094,0.00176,6.055801,6.138978,1.540007,-1.48658,0.11031,3.27728,11.069884
0.030,0,0.000000,1,0,0,0,7.057569,1.018053,14.328322,5.014705,0,-10.030351,15.423579,6.601614,4.670825,0,25.851089,11.585960,0.000000,1,0,37.182278,15.956015,0,6.801678,-9.284328,12.596737,164.108948,0,83.237831,88.409401,87.455551,7.972808,16.012297,8.129395,11.216255,8.619490,11.170082,9.474599,11.022780,9.570029,12.820167,11.065037,12.699099,11.098116,13.607511,0,0.00096,0.00139,0.00207,0.00071,0.00061,0.00092,0.00093,0.00145,6.057724,6.144090,1.593587,-1.48631,0.10910,3.27713,11.117649
0.031,0,0.000000,1,0,0,0,7.054225,1.024750,14.340420,5.016284,0,-9.994241,15.413575,6.607575,4.658954,0,26.584635,11.612788,0.000000,1,0,36.874573,15.992893,0,6.803065,-9.320478,12.587485,163.349121,0,81.602921,88.342072,87.009087,7.970795,16.002361,8.130579,11.242311,8.618956,11.216434,9.463614,11.040922,9.569756,12.837664,11.063808,12.705935,11.096249,13.613142,0,0.00091,0.00123,0.00208,0.00070,0.00063,0.00089,0.00095,0.00145,6.059748,6.149120,1.642490,-1.48450,0.10656,3.27699,11.174578
0.032,0,0.000000,1,0,0,0,7.050882,1.031447,14.352518,5.017863,0,-9.958130,15.403570,6.613537,4.647084,0,27.318178,11.639615,0.000000,1,0,36.566868,16.029774,0,6.804451,-9.356628,12.578235,162.589294,0,79.968010,88.274734,86.562622,7.968781,15.992425,8.131763,11.268368,8.618422,11.262784,9.452630,11.059064,9.569481,12.855161,11.062579,12.712770,11.094380,13.618773,0,0.00090,0.00121,0.00213,0.00070,0.00061,0.00090,0.00096,0.00146,6.061773,6.153564,1.691393,-1.48478,0.10738,3.27737,11.231506
0.033,0,0.000000,1,0,0,0,7.047538,1.038144,14.364616,5.019443,0,-9.922020,15.393566,6.619499,4.635214,0,28.051723,11.666443,0.000000,1,0,36.259167,16.066652,0,6.805838,-9.392778,12.568984,161.829468,0,78.333099,88.207405,86.116158,7.966768,15.982489,8.132948,11.294424,8.617887,11.309134,9.441646,11.077206,9.569207,12.872658,11.061350,12.719605,11.092513,13.624405,0,0.00089,0.00121,0.00204,0.00067,0.00059,0.00090,0.00097,0.00154,6.063797,6.157864,1.740297,-1.48660,0.11072,3.27774,11.288434
0.034,0,0.000000,1,0,0,0,7.042415,1.049294,14.372899,5.020605,0,-9.876909,15.383697,6.625622,4.626272,0,28.775438,11.695646,0.000000,1,0,35.919899,16.102507,0,6.806756,-9.421391,12.559317,160.868851,0,76.221809,87.984795,85.603470,7.963358,15.974579,8.132750,11.353071,8.628897,11.361171,9.438019,11.097286,9.573303,12.892160,11.064034,12.726910,11.094509,13.631771,0,0.00087,0.00122,0.00205,0.00066,0.00061,0.00088,0.00098,0.00165,6.065679,6.161122,1.760125,-1.48566,0.11159,3.27782,11.353071
0.035,0,0.000000,1,0,0,0,7.036864,1.061515,14.380263,5.021667,0,-9.829633,15.373860,6.631783,4.618035,0,29.496790,11.725421,0.000000,1,0,35.573032,16.138113,0,6.807561,-9.448188,12.549550,159.859894,0,73.995857,87.724808,85.074852,7.959612,15.967156,8.132219,11.419564,8.642685,11.414577,9.436162,11.117834,9.578450,12.912147,11.067659,12.734326,11.097436,13.639555,0,0.00084,0.00122,0.00204,0.00063,0.00061,0.00086,0.00095,0.00183,6.067526,6.164246,1.772955,-1.48668,0.11072,3.27788,11.419564
0.036,0,0.000000,1,0,0,0,7.031312,1.073737,14.387628,5.022728,0,-9.782356,15.364023,6.637945,4.609798,0,30.218140,11.755197,0.000000,1,0,35.226170,16.173721,0,6.808367,-9.474985,12.539783,158.850952,0,71.769897,87.464828,84.546227,7.955865,15.959734,8.131688,11.486056,8.656472,11.467981,9.434305,11.138381,9.583598,12.932133,11.071285,12.741743,11.100363,13.647338,0,0.00083,0.00123,0.00205,0.00064,0.00061,0.00086,0.00093,0.00194,6.069373,6.166406,1.785784,-1.48618,0.11040,3.27758,11.486056
0.037,0,0.000000,1,0,0,0,7.025761,1.085958,14.394992,5.023790,0,-9.735080,15.354186,6.644106,4.601562,0,30.939489,11.784972,0.000000,1,0,34.879303,16.209328,0,6.809172,-9.501782,12.530016,157.841995,0,69.543945,87.204842,84.017609,7.952119,15.952312,8.131158,11.552549,8.670260,11.521386,9.432449,11.158928,9.588746,12.952119,11.074911,12.749160,11.103290,13.655122,0,0.00083,0.00123,0.00204,0.00063,0.00060,0.00085,0.00095,0.00181,6.071220,6.168469,1.798614,-1.48663,0.10939,3.27727,11.552549
0.038,0,0.000000,1,0,0,0,7.037703,1.078560,14.406346,5.023346,0,-9.676854,15.344446,6.656891,4.594214,0,31.657801,11.816987,0.000000,1,0,34.451241,16.244181,0,6.808621,-9.507994,12.520362,158.894287,0,68.304962,86.974808,83.437714,7.948957,15.940629,8.140412,11.612131,8.684698,11.556290,9.432040,11.177982,9.594584,12.970602,11.079124,12.756512,11.105129,13.662600,0,0.00082,0.00119,0.00186,0.00061,0.00060,0.00084,0.00094,0.00157,6.073092,6.169837,1.787119,-1.48916,0.10741,3.27697,11.612131
0.039,0,0.000000,1,0,0,0,7.053855,1.066440,14.418661,5.022541,0,-9.615993,15.334730,6.671269,4.587082,0,32.375381,11.849542,0.000000,1,0,34.003635,16.278851,0,6.807743,-9.509250,12.510736,160.442703,0,67.303543,86.751991,82.845490,7.945936,15.927921,8.152021,11.670050,8.699291,11.586739,9.431979,11.196678,9.600589,12.988722,11.083478,12.763847,11.106708,13.670005,0,0.00079,0.00119,0.00186,0.00061,0.00061,0.00082,0.00094,0.00153,6.074970,6.171124,1.769769,-1.48658,0.10920,3.27667,11.670050
0.040,0,0.000000,1,0,0,0,7.070007,1.054321,14.430977,5.021735,0,-9.555131,15.325013,6.685647,4.579949,0,33.092960,11.882096,0.000000,1,0,33.556030,16.313520,0,6.806866,-9.510507,12.501109,161.991135,0,66.302116,86.529167,82.253258,7.942915,15.915213,8.163631,11.727968,8.713884,11.617188,9.431918,11.215373,9.606593,13.006843,11.087831,12.771183,11.108287,13.677410,0,0.00078,0.00117,0.00179,0.00059,0.00061,0.00077,0.00096,0.00158,6.076848,6.171843,1.752419,-1.48718,0.11259,3.27667,11.727968
0.041,0,0.000000,1,0,0,0,7.086160,1.042201,14.443292,5.020930,0,-9.494270,15.315297,6.700026,4.572816,0,33.810543,11.914651,0.000000,1,0,33.108421,16.348190,0,6.805988,-9.511763,12.491483,163.539551,0,65.300697,86.306351,81.661026,7.939894,15.902505,8.175241,11.785887,8.728477,11.647638,9.431857,11.234069,9.612598,13.024963,11.092185,12.778520,11.109865,13.684815,0,0.00077,0.00116,0.00181,0.00059,0.00062,0.00076,0.00096,0.00160,6.078726,6.172493,1.735070,-1.48569,0.11319,3.27668,11.785887
0.042,0,0.000000,1,0,0,0,7.093351,1.028284,14.451271,5.023298,0,-9.419637,15.305767,6.708873,4.581478,0,34.511971,11.949207,0.000000,1,0,32.555664,16.381220,0,6.807153,-9.500360,12.481926,164.207138,0,64.521912,86.221260,81.093689,7.939797,15.890288,8.195862,11.833606,8.731473,11.683939,9.428906,11.255599,9.618991,13.045459,11.096839,12.789105,11.111606,13.692572,0,0.00075,0.00110,0.00179,0.00060,0.00062,0.00076,0.00097,0.00162,6.080364,6.172649,1.706168,-1.48492,0.11180,3.27683,11.833606
0.043,0,0.000000,1,0,0,0,7.098384,1.013934,14.458207,5.026431,0,-9.341689,15.296282,6.716390,4.593941,0,35.209507,11.984245,0.000000,1,0,31.977592,16.413857,0,6.808810,-9.485911,12.472384,164.662704,0,63.796719,86.169327,80.532341,7.940405,15.878191,8.218652,11.878869,8.731677,11.721647,9.425260,11.277811,9.625477,13.066525,11.101563,12.800473,11.113386,13.700412,0,0.00072,0.00076,0.00175,0.00059,0.00062,0.00076,0.00098,0.00162,6.081943,6.172752,1.674485,-1.48597,0.11061,3.27697,11.878869
0.044,0,0.000000,1,0,0,0,7.103418,0.999584,14.465143,5.029563,0,-9.263741,15.286798,6.723906,4.606404,0,35.907047,12.019284,0.000000,1,0,31.399523,16.446493,0,6.810466,-9.471462,12.462844,165.118271,0,63.071522,86.117393,79.971001,7.941013,15.866093,8.241443,11.924132,8.731881,11.759356,9.421614,11.300023,9.631963,13.087592,11.106289,12.811841,11.115166,13.708253,0,0.00070,0.00072,0.00175,0.00057,0.00061,0.00074,0.00101,0.00161,6.083522,6.172468,1.642803,-1.48976,0.10908,3.27666,11.924132
0.045,0,0.000000,1,0,0,0,7.108452,0.985235,14.472079,5.032695,0,-9.185793,15.277312,6.731421,4.618867,0,36.604584,12.054322,0.000000,1,0,30.821453,16.479130,0,6.812123,-9.457013,12.453303,165.573837,0,62.346325,86.065460,79.409653,7.941621,15.853994,8.264233,11.969396,8.732085,11.797065,9.417967,11.322235,9.638450,13.108659,11.111014,12.823209,11.116946,13.716093,0,0.00065,0.00070,0.00165,0.00057,0.00060,0.00073,0.00105,0.00160,6.085102,6.172149,1.611121,-1.48624,0.10869,3.27639,11.969396
0.046,0,0.000000,1,0,0,0,7.105782,0.979533,14.478232,5.031578,0,-9.098390,15.268252,6.736957,4.629827,0,37.260387,12.092072,0.000000,1,0,30.150698,16.509687,0,6.810247,-9.449367,12.443878,166.042099,0,61.983719,85.943726,78.897369,7.940813,15.839933,8.261641,12.011144,8.727366,11.827773,9.410589,11.341944,9.642164,13.126891,11.112175,12.829194,11.117562,13.721963,0,0.00064,0.00068,0.00125,0.00059,0.00061,0.00073,0.00107,0.00158,6.086641,6.171575,1.572907,-1.48522,0.11075,3.27723,12.011144
