"Time","v3 L COP","v2 R COP","47 RDS cle","45  R marks","39 FRx (cm)","35 HRx (cm)","48 LDS cle","46 L marks","37 FLx (cm)","33 HLx (cm)","v1 xCoM","3 Platform","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","m3 RDS cle","m1 R marks","38 FLy (cm)","36 HRy (cm)","35a HRx (cm)","m4 LDS cle","m2 L marks","37a FLx (cm)","34 HLy (cm)","33a HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","11 Gr","10 Gs","9 TA","8 St","7 BF","6 Ip","5 VL","4 GM","2 Trdml","12 Sync","1 Synch"
0.000,8.486259,0.000000,0,0,19.305174,16.123558,1,0,18.263678,15.546957,5.283031,-1.09012,7.551645,0.737283,-0.825510,5.324893,17.274403,4.772591,23.207924,0,0,10.322535,3.840642,-7.628099,1,0,-7.121507,6.761377,28.032541,162.089188,0,54.692307,93.363754,73.874748,8.981249,19.918068,8.634753,16.832592,8.582788,16.163811,8.805161,15.235254,9.859572,16.438660,10.964877,15.579420,11.383015,16.628258,-0.01720,-0.01452,-0.02164,0.00269,0.00720,-0.01261,0.00455,0.00245,0.10517,0,3.27694
0.001,8.263590,0.000000,0,0,19.325464,16.116323,1,0,18.256765,15.575403,5.289478,-1.07234,7.551346,0.738625,-0.693675,5.324458,17.279404,4.774789,21.893322,0,0,9.623275,3.841914,-7.604938,1,0,-6.730007,6.767804,27.956007,162.299561,0,54.492722,93.025917,73.890358,8.966557,19.963697,8.634754,16.822794,8.586706,16.154270,8.809903,15.230894,9.857483,16.440170,10.962560,15.580634,11.382005,16.631102,-0.01646,-0.01340,-0.02133,0.00319,0.00823,-0.01195,0.00566,0.00431,0.10839,0,3.27671
0.002,7.969805,0.000000,0,0,19.345352,16.109121,1,0,18.249910,15.603848,5.295829,-1.05329,7.550746,0.740725,-0.563520,5.324060,17.284342,4.777061,20.579962,0,0,8.823673,3.843294,-7.582337,1,0,-6.315069,6.774826,27.874580,162.535751,0,54.300957,92.676216,73.881668,8.950858,20.008867,8.634607,16.812790,8.590829,16.144804,8.814822,15.226895,9.855671,16.441935,10.960261,15.581774,11.380870,16.633890,-0.01854,-0.01332,-0.02147,0.00338,0.00877,-0.01182,0.00495,0.00312,0.10932,0,3.27658
0.003,7.469345,0.000000,0,0,19.365240,16.101917,1,0,18.243057,15.632294,5.301898,-1.03530,7.550147,0.742825,-0.433366,5.323663,17.289280,4.779333,19.266603,0,0,8.024073,3.844674,-7.559737,1,0,-5.900131,6.781848,27.793156,162.771942,0,54.109188,92.326523,73.872978,8.935160,20.054037,8.634460,16.802784,8.594953,16.135338,8.819742,15.222896,9.853858,16.443697,10.957963,15.582913,11.379736,16.636679,-0.01593,-0.01293,-0.02028,0.00329,0.00818,-0.01209,0.00569,0.00241,0.11113,0,3.27696
0.004,7.054851,0.000000,0,0,19.385128,16.094715,1,0,18.236204,15.660739,5.307889,-1.01581,7.549547,0.744925,-0.303212,5.323266,17.294218,4.781604,17.953245,0,0,7.224472,3.846054,-7.537137,1,0,-5.485194,6.788871,27.711731,163.008133,0,53.917423,91.976822,73.864288,8.919462,20.099207,8.634314,16.792780,8.599076,16.125872,8.824661,15.218897,9.852046,16.445461,10.955665,15.584053,11.378601,16.639467,-0.01467,-0.01500,-0.02025,0.00304,0.00847,-0.01211,0.00538,0.00210,0.11088,0,3.27724
0.005,6.890195,0.000000,0,0,19.399778,16.087093,1,0,18.229750,15.688493,5.313649,-0.97726,7.551917,0.748490,-0.188333,5.323146,17.298969,4.780794,16.743868,0,0,7.173542,3.846684,-7.532092,1,0,-4.747632,6.794165,27.586040,162.979889,0,53.420315,91.858643,74.209427,8.887614,20.102892,8.636847,16.785202,8.601690,16.118925,8.829756,15.204221,9.845643,16.440065,10.955317,15.586667,11.376626,16.641516,-0.01698,-0.01454,-0.02180,0.00443,0.00707,-0.01239,0.00588,0.00203,0.10917,0,3.27702
0.006,6.792054,0.000000,0,0,19.414082,16.079445,1,0,18.223320,15.716202,5.319373,-0.95639,7.554483,0.752153,-0.074463,5.323045,17.303709,4.779780,15.541365,0,0,7.172100,3.847265,-7.528208,1,0,-3.988746,6.799345,27.457422,162.934158,0,52.903023,91.755768,74.577965,8.854699,20.103836,8.639559,16.777784,8.604204,16.112146,8.834861,15.188840,9.838936,16.434196,10.955099,15.589378,11.374596,16.643515,-0.02350,-0.01266,-0.02103,0.00343,0.00740,-0.01379,0.00595,0.00076,0.10731,0,3.27680
0.007,6.887220,0.000000,0,0,19.428387,16.071795,1,0,18.216892,15.743911,5.324993,-0.93730,7.557049,0.755815,0.039407,5.322945,17.308447,4.778767,14.338861,0,0,7.170657,3.847846,-7.524324,1,0,-3.229860,6.804524,27.328806,162.888443,0,52.385735,91.652885,74.946495,8.821785,20.104780,8.642270,16.770365,8.606718,16.105368,8.839967,15.173458,9.832230,16.428328,10.954880,15.592090,11.372564,16.645514,-0.02265,-0.01231,-0.02058,0.00245,0.00982,-0.01243,0.00448,0.00357,0.10430,0,3.27665
0.008,6.970228,0.000000,0,0,19.442690,16.064146,1,0,18.210464,15.771620,5.330626,-0.91802,7.559615,0.759477,0.153277,5.322844,17.313187,4.777753,13.136357,0,0,7.169214,3.848426,-7.520440,1,0,-2.470973,6.809704,27.200190,162.842712,0,51.868443,91.550011,75.315025,8.788870,20.105724,8.644982,16.762947,8.609232,16.098589,8.845072,15.158077,9.825522,16.422459,10.954661,15.594802,11.370534,16.647512,-0.01342,-0.01220,-0.01959,0.00231,0.00877,-0.01176,0.00602,0.00367,0.10792,0,3.27661
0.009,7.017900,0.000000,0,0,19.453402,16.056511,1,0,18.204052,15.797899,5.336298,-0.89827,7.559190,0.754347,0.259524,5.323195,17.317768,4.774238,12.055968,0,0,7.170792,3.848804,-7.527551,1,0,-1.366792,6.816013,27.052237,162.490463,0,51.903290,91.360146,75.218552,8.787035,20.067432,8.645944,16.750313,8.608892,16.090725,8.847183,15.155048,9.823670,16.422493,10.952665,15.594625,11.366934,16.647900,-0.01661,-0.01206,-0.02004,0.00294,0.00813,-0.01273,0.00380,0.00307,0.11113,0,3.27714
0.010,7.048136,0.000000,0,0,19.463875,16.048878,1,0,18.197641,15.824084,5.341996,-0.87769,7.558568,0.748635,0.365268,5.323576,17.322340,4.770557,10.983651,0,0,7.172570,3.849169,-7.535389,1,0,-0.239787,6.822397,26.903008,162.117950,0,51.974628,91.164536,75.091331,8.787255,20.026545,8.646790,16.737335,8.608364,16.082787,8.849096,15.152836,9.822140,16.422918,10.950552,15.594256,11.363230,16.648180,-0.02525,-0.01382,-0.02134,0.00276,0.00886,-0.01211,0.00457,0.00070,0.11153,0,3.27756
0.011,7.027695,0.000000,0,0,19.474348,16.041243,1,0,18.191231,15.850269,5.347773,-0.84412,7.557945,0.742923,0.471011,5.323958,17.326912,4.766877,9.911333,0,0,7.174348,3.849533,-7.543227,1,0,0.887217,6.828781,26.753777,161.745438,0,52.045967,90.968925,74.964119,8.787475,19.985659,8.647635,16.724356,8.607837,16.074850,8.851009,15.150624,9.820609,16.423344,10.948439,15.593888,11.359527,16.648462,-0.01407,-0.01308,-0.02086,0.00169,0.01086,-0.01313,0.00508,0.00418,0.10899,0,3.27741
0.012,7.010813,0.000000,0,0,19.484823,16.033609,1,0,18.184818,15.876455,5.353576,-0.81352,7.557322,0.737212,0.576755,5.324339,17.331482,4.763196,8.839016,0,0,7.176126,3.849898,-7.551065,1,0,2.014222,6.835165,26.604548,161.372925,0,52.117310,90.773315,74.836906,8.787695,19.944771,8.648481,16.711378,8.607308,16.066914,8.852922,15.148412,9.819078,16.423769,10.946325,15.593520,11.355823,16.648743,-0.01926,-0.01288,-0.01959,0.00202,0.00709,-0.01104,0.00695,0.00004,0.11136,0,3.27727
0.013,7.004276,0.000000,0,0,19.491718,16.026365,1,0,18.193926,15.903014,5.359457,-0.78868,7.564898,0.749636,0.677611,5.325167,17.338238,4.755009,7.883977,0,0,7.180448,3.855531,-7.575759,1,0,3.675886,6.840411,26.444071,161.286758,0,52.054379,90.647026,74.801376,8.776835,19.992619,8.651264,16.707161,8.610829,16.062450,8.857848,15.148386,9.819172,16.427349,10.947712,15.598867,11.354827,16.654779,-0.02311,-0.01438,-0.02627,0.00663,0.00467,-0.01678,0.00081,0.00246,0.10647,0,3.27719
0.014,7.002301,0.000000,0,0,19.498377,16.019146,1,0,18.204058,15.929599,5.365366,-0.76913,7.573016,0.763259,0.778144,5.326025,17.345139,4.746524,6.936691,0,0,7.184938,3.861511,-7.601568,1,0,5.372890,6.845582,26.282850,161.219528,0,51.982578,90.525330,74.771904,8.765244,20.046333,8.654175,16.703522,8.614617,16.058216,8.862973,15.148505,9.819374,16.431137,10.949330,15.604593,11.354011,16.661196,-0.01622,-0.01171,-0.01774,0.00169,0.01022,-0.01129,0.00491,-0.00021,0.10474,0,3.27709
0.015,7.013582,0.000000,0,0,19.505035,16.011927,1,0,18.214190,15.956183,5.371356,-0.74457,7.581133,0.776882,0.878677,5.326883,17.352039,4.738039,5.989404,0,0,7.189429,3.867492,-7.627377,1,0,7.069893,6.850752,26.121630,161.152283,0,51.910774,90.403625,74.742432,8.753653,20.100046,8.657085,16.699883,8.618405,16.053982,8.868099,15.148624,9.819575,16.434927,10.950948,15.610318,11.353193,16.667614,-0.01468,-0.01077,-0.01617,-0.00291,0.01231,-0.00795,0.00695,-0.00047,0.11199,0,3.27686
0.016,7.023315,0.000000,0,0,19.511694,16.004709,1,0,18.224323,15.982768,5.377377,-0.72349,7.589251,0.790505,0.979211,5.327740,17.358940,4.729554,5.042117,0,0,7.193919,3.873473,-7.653186,1,0,8.766897,6.855924,25.960409,161.085052,0,51.838974,90.281921,74.712959,8.742062,20.153761,8.659996,16.696243,8.622194,16.049747,8.873224,15.148743,9.819777,16.438715,10.952566,15.616044,11.352377,16.674030,-0.01925,-0.01437,-0.02180,0.00451,0.00862,-0.01300,0.00582,0.00573,0.11115,0,3.27675
0.017,7.028545,0.000000,0,0,19.514872,15.996928,1,0,18.234983,16.008886,5.383482,-0.69924,7.589315,0.789630,1.078041,5.328893,17.364103,4.727931,4.196641,0,0,7.195070,3.875879,-7.689250,1,0,10.172288,6.856424,25.724386,160.516739,0,51.700397,90.055626,74.931496,8.739438,20.145344,8.663477,16.678198,8.622685,16.038485,8.876788,15.141784,9.814383,16.438143,10.949560,15.618801,11.350338,16.676508,-0.01712,-0.01297,-0.01667,0.00081,0.01085,-0.00989,0.00807,0.00007,0.11292,0,3.27721
0.018,7.031920,0.000000,0,0,19.517820,15.989111,1,0,18.245680,16.034975,5.389614,-0.66442,7.588847,0.787797,1.176759,5.330064,17.369152,4.726761,3.357894,0,0,7.195999,3.878049,-7.725991,1,0,11.558404,6.856616,25.483419,159.915283,0,51.557407,89.822418,75.166420,8.737409,20.132820,8.666996,16.659199,8.622959,16.026760,8.880249,15.134356,9.808619,16.437283,10.946249,15.621363,11.348219,16.678724,-0.01775,-0.01432,-0.02150,0.00199,0.00791,-0.01359,0.00570,0.00278,0.11143,0,3.27759
0.019,7.029901,0.000000,0,0,19.520769,15.981294,1,0,18.256376,16.061064,5.395825,-0.63220,7.588379,0.785964,1.275476,5.331236,17.374203,4.725591,2.519148,0,0,7.196929,3.880218,-7.762732,1,0,12.944520,6.856809,25.242453,159.313843,0,51.414421,89.589203,75.401352,8.735378,20.120295,8.670515,16.640200,8.623232,16.015034,8.883710,15.126928,9.802855,16.436422,10.942938,15.623924,11.346099,16.680943,-0.01923,-0.01818,-0.02592,-0.00404,0.00765,-0.01791,-0.00077,-0.00021,0.10768,0,3.27759
0.020,7.027906,0.000000,0,0,19.523718,15.973476,1,0,18.267073,16.087152,5.402060,-0.60892,7.587912,0.784131,1.374194,5.332408,17.379251,4.724422,1.680401,0,0,7.197858,3.882388,-7.799473,1,0,14.330636,6.857001,25.001486,158.712402,0,51.271431,89.355995,75.636276,8.733349,20.107771,8.674034,16.621201,8.623506,16.003307,8.887171,15.119501,9.797091,16.435562,10.939627,15.626485,11.343980,16.683159,-0.01725,-0.01365,-0.01842,0.00465,0.00783,-0.01149,0.00790,0.00794,0.10732,0,3.27759
0.021,7.025983,0.000000,0,0,19.523413,15.965558,1,0,18.279144,16.112028,5.408360,-0.58341,7.590088,0.801840,1.468979,5.333923,17.382504,4.726685,0.932740,0,0,7.201154,3.883635,-7.850346,1,0,15.388314,6.855134,24.656528,158.020966,0,51.224155,89.250076,75.814087,8.732432,20.107437,8.675909,16.610857,8.621420,15.995559,8.889558,15.113803,9.791369,16.435343,10.937319,15.631170,11.340210,16.687698,-0.02334,-0.01441,-0.02047,0.00415,0.00760,-0.01337,0.00558,0.00396,0.11091,0,3.27759
0.022,7.025076,0.551716,0,1,19.522892,15.957633,1,0,18.291307,16.136824,5.414672,-0.55903,7.592439,0.820840,1.563505,5.335462,17.385637,4.729174,0.191099,0,1,7.204606,3.884821,-7.902152,1,0,16.424282,6.853130,24.304697,157.323578,0,51.183208,89.152565,75.988121,8.731588,20.107908,8.677676,16.601088,8.619178,15.988073,8.891873,15.108219,9.785652,16.435165,10.935077,15.635995,11.336331,16.692392,-0.01696,-0.01439,-0.02169,0.00291,0.00612,-0.01259,0.00453,0.00156,0.11531,0,3.27756
0.023,7.027125,2.706858,1,0,19.522373,15.949708,1,0,18.303471,16.161617,5.421017,-0.53710,7.594790,0.839841,1.658030,5.337000,17.388769,4.731664,-0.550541,1,0,7.208058,3.886008,-7.953959,1,0,17.460251,6.851127,23.952866,156.626190,0,51.142258,89.055061,76.162155,8.730745,20.108379,8.679442,16.591316,8.616936,15.980587,8.894189,15.102636,9.779934,16.434990,10.932835,15.640820,11.332452,16.697086,-0.01855,-0.01367,-0.02210,0.00393,0.00848,-0.01328,0.00518,0.00269,0.11409,0,3.27741
0.024,7.030562,4.310606,1,0,19.521852,15.941783,1,0,18.315634,16.186413,5.427362,-0.51310,7.597141,0.858842,1.752556,5.338538,17.391903,4.734154,-1.292182,1,0,7.211510,3.887194,-8.005765,1,0,18.496220,6.849123,23.601034,155.928802,0,51.101311,88.957550,76.336189,8.729902,20.108852,8.681209,16.581547,8.614695,15.973102,8.896504,15.097053,9.774217,16.434813,10.930593,15.645644,11.328573,16.701780,-0.01744,-0.01334,-0.02133,0.00258,0.00806,-0.01266,0.00563,0.00312,0.11136,0,3.27723
0.025,7.038034,4.311865,1,0,19.518787,15.933805,1,0,18.352879,16.210197,5.433707,-0.46397,7.598423,0.861641,1.839282,5.340508,17.391308,4.735111,-1.898728,1,0,7.215163,3.888520,-8.062328,1,0,18.691631,6.859625,23.142281,155.632263,0,51.029091,88.875435,76.408112,8.730103,20.111677,8.681001,16.567692,8.613735,15.962249,8.896560,15.092997,9.768007,16.434797,10.926908,15.649374,11.321321,16.702250,-0.01751,-0.01415,-0.01882,0.00340,0.01038,-0.01218,0.00591,0.00195,0.10673,0,3.27693
0.026,7.045556,4.313056,1,0,19.515556,15.925822,1,0,18.391783,16.233913,5.440061,-0.43926,7.599635,0.863370,1.925493,5.342507,17.390467,4.735966,-2.496344,1,0,7.218829,3.889855,-8.119205,1,0,18.831482,6.870955,22.676460,155.362213,0,50.954803,88.794334,76.473289,8.730372,20.114660,8.680663,16.553568,8.612862,15.951175,8.896466,15.089042,9.761765,16.434793,10.923130,15.653030,11.313846,16.702438,-0.01922,-0.01234,-0.02090,0.00234,0.00844,-0.01235,0.00493,0.00194,0.10868,0,3.27674
0.027,7.053222,4.314049,1,0,19.512323,15.917840,1,0,18.430687,16.257631,5.446439,-0.41291,7.600847,0.865099,2.011703,5.344506,17.389626,4.736821,-3.093960,1,0,7.222496,3.891189,-8.176084,1,0,18.971334,6.882284,22.210640,155.092178,0,50.880520,88.713234,76.538467,8.730642,20.117641,8.680325,16.539444,8.611987,15.940100,8.896372,15.085087,9.755523,16.434788,10.919352,15.656687,11.306370,16.702627,-0.01758,-0.01264,-0.02003,0.00338,0.00905,-0.01237,0.00522,0.00228,0.11049,0,3.27712
0.028,7.059575,4.315171,1,0,19.509090,15.909858,1,0,18.469591,16.281347,5.452836,-0.38782,7.602058,0.866828,2.097914,5.346504,17.388784,4.737677,-3.691576,1,0,7.226161,3.892524,-8.232961,1,0,19.111187,6.893613,21.744820,154.822128,0,50.806232,88.632133,76.603638,8.730912,20.120623,8.679987,16.525320,8.611114,15.929026,8.896277,15.081132,9.749281,16.434784,10.915573,15.660343,11.298894,16.702816,-0.02271,-0.01303,-0.02208,0.00441,0.00850,-0.01248,0.00588,0.00231,0.11066,0,3.27736
0.029,7.062109,4.316667,1,0,19.504133,15.901523,1,0,18.483973,16.301952,5.459282,-0.36392,7.603696,0.866617,2.178017,5.348823,17.393772,4.740507,-4.139048,1,0,7.228662,3.893517,-8.287583,1,0,18.739582,6.904909,21.218203,154.820511,0,50.631283,88.586189,76.723999,8.731300,20.118675,8.681128,16.521208,8.612919,15.924449,8.897957,15.080304,9.745156,16.437551,10.914106,15.667170,11.294964,16.707296,-0.01384,-0.01393,-0.02087,0.00365,0.00916,-0.01266,0.00480,0.00255,0.11559,0,3.27690
0.030,7.066232,4.318345,1,0,19.499063,15.893165,1,0,18.496733,16.322353,5.465704,-0.33831,7.605362,0.866277,2.257715,5.351162,17.399143,4.743468,-4.576596,1,0,7.231084,3.894487,-8.342057,1,0,18.334171,6.916203,20.687567,154.836639,0,50.449677,88.542572,76.848007,8.731695,20.116402,8.682365,16.517757,8.614901,15.920301,8.899754,15.079682,9.741173,16.440502,10.912792,15.674206,11.291269,16.712063,-0.01445,-0.01098,-0.02034,0.00215,0.00933,-0.01278,0.00530,0.00318,0.11172,0,3.27657
0.031,7.074973,4.320555,1,0,19.493992,15.884807,1,0,18.509491,16.342752,5.472053,-0.31431,7.607028,0.865937,2.337414,5.353502,17.404514,4.746430,-5.014143,1,0,7.233507,3.895457,-8.396531,1,0,17.928761,6.927496,20.156933,154.852768,0,50.268070,88.498955,76.972015,8.732090,20.114128,8.683604,16.514307,8.616883,15.916154,8.901550,15.079061,9.737188,16.443453,10.911479,15.681241,11.287574,16.716827,-0.01464,-0.00948,-0.01159,0.03469,0.01347,-0.00656,0.01863,0.01535,0.10705,0,3.27688
0.032,7.087884,4.322919,1,0,19.488922,15.876448,1,0,18.522251,16.363153,5.478323,-0.27442,7.608694,0.865598,2.417113,5.355842,17.409885,4.749391,-5.451692,1,0,7.235929,3.896427,-8.451005,1,0,17.523350,6.938790,19.626297,154.868881,0,50.086468,88.455330,77.096024,8.732485,20.111855,8.684842,16.510857,8.618865,15.912006,8.903347,15.078439,9.733204,16.446404,10.910165,15.688277,11.283878,16.721592,-0.01788,-0.01259,-0.02488,0.00388,0.00391,-0.01570,-0.00106,-0.00290,0.10836,0,3.27713
0.033,7.112917,4.325735,1,0,19.481840,15.867661,1,0,18.534750,16.381165,5.484365,-0.23314,7.611289,0.868354,2.482155,5.358435,17.418776,4.753077,-5.731445,1,0,7.240844,3.898104,-8.493845,1,0,17.164278,6.949378,19.102543,154.912720,0,49.869713,88.346451,77.236603,8.733202,20.107025,8.688101,16.505533,8.623293,15.907337,8.907334,15.077892,9.730536,16.449812,10.909707,15.695155,11.283160,16.729326,-0.01525,-0.01371,-0.01889,0.00067,0.00977,-0.01048,0.00509,0.00263,0.11016,0,3.27713
0.034,7.131570,4.328522,1,0,19.474627,15.858845,1,0,18.547230,16.399017,5.490334,-0.21047,7.613945,0.871316,2.546227,5.361044,17.427896,4.756811,-6.000769,1,0,7.245924,3.899828,-8.535915,1,0,16.808270,6.959921,18.579245,154.958374,0,49.650639,88.233253,77.378273,8.733940,20.102026,8.691492,16.500088,8.627882,15.902634,8.911466,15.077350,9.727954,16.453251,10.909306,15.702024,11.282639,16.737257,-0.01808,-0.01449,-0.02045,0.00282,0.00847,-0.01273,0.00735,0.00121,0.11188,0,3.27717
0.035,7.131682,4.331225,1,0,19.467411,15.850028,1,0,18.559710,16.416870,5.496093,-0.18459,7.616601,0.874277,2.610300,5.363654,17.437017,4.760545,-6.270092,1,0,7.251005,3.901552,-8.577987,1,0,16.452261,6.970463,18.055946,155.004044,0,49.431561,88.120064,77.519943,8.734677,20.097029,8.694884,16.494640,8.632471,15.897930,8.915598,15.076808,9.725372,16.456690,10.908903,15.708892,11.282117,16.745186,-0.01729,-0.01400,-0.02026,0.00344,0.00822,-0.01292,0.00688,0.00247,0.11277,0,3.27740
0.036,7.113566,4.333717,1,0,19.460197,15.841212,1,0,18.572189,16.434725,5.501812,-0.15725,7.619256,0.877238,2.674372,5.366264,17.446138,4.764279,-6.539416,1,0,7.256085,3.903277,-8.620058,1,0,16.096252,6.981006,17.532646,155.049698,0,49.212486,88.006866,77.661613,8.735415,20.092030,8.698276,16.489193,8.637061,15.893227,8.919729,15.076265,9.722791,16.460129,10.908502,15.715759,11.281595,16.753117,-0.00475,-0.00158,0.00623,-0.01158,0.01880,0.00551,0.01995,0.00182,0.11297,0,3.27758
0.037,7.042474,4.335594,1,0,19.452888,15.832677,1,0,18.586531,16.451641,5.507410,-0.13350,7.623252,0.876270,2.730629,5.369011,17.456974,4.763996,-6.669218,1,0,7.097220,3.907585,-8.645384,1,0,15.771814,6.988090,17.021164,155.153671,0,48.958691,87.883606,77.784126,8.738462,20.095627,8.703061,16.485550,8.642835,15.888372,8.923683,15.076726,9.720561,16.464113,10.907971,15.722474,11.281303,16.761015,-0.01926,-0.01380,-0.02492,0.00551,0.00367,-0.01537,0.00114,0.00045,0.10708,0,3.27750
0.038,6.966896,4.337498,1,0,19.445576,15.824160,1,0,18.600996,16.468496,5.513001,-0.10748,7.627337,0.875042,2.786369,5.371768,17.467924,4.763447,-6.789798,1,0,6.927519,3.912064,-8.669603,1,0,15.449463,6.994946,16.510460,155.261505,0,48.702606,87.759689,77.905373,8.741661,20.099791,8.707937,16.482025,8.648686,15.883510,8.927626,15.077253,9.718354,16.468134,10.907433,15.729178,11.281027,16.768909,-0.01663,-0.01321,-0.01965,0.00109,0.00939,-0.01095,0.00606,0.00066,0.10543,0,3.27740
0.039,6.878276,4.339478,1,0,19.438263,15.815642,1,0,18.615459,16.485352,5.518571,-0.06565,7.631421,0.873814,2.842109,5.374524,17.478872,4.762899,-6.910378,1,0,6.757818,3.916543,-8.693823,1,0,15.127110,7.001801,15.999758,155.369324,0,48.446518,87.635765,78.026619,8.744861,20.103954,8.712814,16.478500,8.654538,15.878646,8.931567,15.077781,9.716148,16.472155,10.906893,15.735883,11.280751,16.776806,-0.01885,-0.01277,-0.01934,0.00333,0.00804,-0.01183,0.00649,0.00200,0.10787,0,3.27717
0.040,6.805328,4.341802,1,0,19.430950,15.807126,1,0,18.629925,16.502207,5.524161,-0.03014,7.635506,0.872586,2.897850,5.377281,17.489822,4.762351,-7.030959,1,0,6.588117,3.921021,-8.718041,1,0,14.804759,7.008657,15.489056,155.477158,0,48.190430,87.511841,78.147873,8.748059,20.108120,8.717691,16.474977,8.660391,15.873782,8.935510,15.078308,9.713942,16.476173,10.906354,15.742587,11.280475,16.784700,-0.01702,-0.01367,-0.02017,0.00345,0.00795,-0.01225,0.00566,0.00237,0.10791,0,3.27695
0.041,6.777927,4.345130,1,0,19.423670,15.798150,1,0,18.645227,16.516779,5.529808,-0.00347,7.637231,0.872372,2.947011,5.380423,17.493608,4.767036,-7.057276,1,0,6.580436,3.923316,-8.720606,1,0,15.017607,7.007489,14.977933,155.436920,0,48.031830,87.418022,78.235146,8.750575,20.104036,8.720984,16.466391,8.664106,15.863416,8.938281,15.074832,9.710481,16.476105,10.904930,15.745870,11.278276,16.790039,-0.01859,-0.01297,-0.02048,0.00327,0.00879,-0.01312,0.00570,0.00257,0.11049,0,3.27680
0.042,6.761718,4.348570,1,0,19.416391,15.789144,1,0,18.660587,16.531200,5.535452,0.02164,7.638801,0.872225,2.995738,5.383591,17.496920,4.772068,-7.077363,1,0,6.583464,3.925465,-8.721738,1,0,15.265830,7.005792,14.466784,155.386902,0,47.879677,87.326195,78.320183,8.753045,20.099409,8.724172,16.457470,8.667682,15.852685,8.940976,15.071093,9.706937,16.475765,10.903448,15.748925,11.275950,16.795210,-0.01785,-0.01258,-0.02043,0.00290,0.00895,-0.01258,0.00503,0.00208,0.11115,0,3.27674
0.043,6.778033,4.352332,1,0,19.409113,15.780137,1,0,18.675945,16.545622,5.541089,0.04702,7.640370,0.872077,3.044465,5.386759,17.500233,4.777100,-7.097449,1,0,6.586492,3.927615,-8.722871,1,0,15.514053,7.004094,13.955634,155.336884,0,47.727520,87.234360,78.405212,8.755516,20.094782,8.727359,16.448549,8.671257,15.841954,8.943670,15.067352,9.703393,16.475424,10.901966,15.751981,11.273625,16.800379,-0.01834,-0.01341,-0.02037,0.00265,0.00980,-0.01232,0.00573,0.00147,0.11133,0,3.27712
0.044,6.792962,4.355820,1,0,19.401834,15.771132,1,0,18.691305,16.560043,5.546697,0.07986,7.641940,0.871930,3.093192,5.389927,17.503544,4.782132,-7.117536,1,0,6.589519,3.929765,-8.724003,1,0,15.762278,7.002397,13.444485,155.286850,0,47.575367,87.142532,78.490250,8.757986,20.090155,8.730547,16.439629,8.674832,15.831224,8.946365,15.063612,9.699848,16.475084,10.900484,15.755036,11.271299,16.805550,-0.01770,-0.01422,-0.01987,0.00297,0.00853,-0.01310,0.00720,0.00287,0.10724,0,3.27740
0.045,6.803862,4.358514,1,0,19.394667,15.762354,1,0,18.708122,16.572680,5.552223,0.09981,7.644881,0.876105,3.145196,5.392964,17.504923,4.783892,-7.081211,1,0,6.594957,3.932582,-8.703815,1,0,16.001881,7.005065,12.884135,155.213028,0,47.352386,87.019745,78.721466,8.757179,20.087297,8.731898,16.428360,8.676551,15.819291,8.948402,15.055553,9.693543,16.471359,10.896835,15.755814,11.269177,16.809622,-0.01976,-0.01301,-0.02164,0.00272,0.00984,-0.01287,0.00374,0.00377,0.10482,0,3.27717
0.046,6.812120,4.361012,1,0,19.387508,15.753592,1,0,18.725039,16.585196,5.557803,0.14021,7.647913,0.880566,3.197417,5.395991,17.506172,4.785437,-7.041156,1,0,6.600555,3.935443,-8.682220,1,0,16.240915,7.008022,12.320534,155.137634,0,47.124725,86.894905,78.962349,8.756156,20.084557,8.733129,16.416937,8.678146,15.807280,8.950397,15.047210,9.687055,16.467411,10.893043,15.756439,11.267069,16.813622,-0.01834,-0.01288,-0.02192,0.00366,0.00942,-0.01317,0.00720,0.00205,0.10593,0,3.27699
0.047,6.812700,4.362940,1,0,19.380348,15.744831,1,0,18.741953,16.597713,5.563545,0.17563,7.650945,0.885027,3.249639,5.399019,17.507421,4.786981,-7.001102,1,0,6.606153,3.938303,-8.660623,1,0,16.479950,7.010979,11.756932,155.062241,0,46.897064,86.770073,79.203232,8.755132,20.081816,8.734358,16.405514,8.679743,15.795267,8.952391,15.038866,9.680567,16.463463,10.889250,15.757065,11.264959,16.817623,-0.01751,-0.01175,-0.01928,0.00207,0.01086,-0.01193,0.00566,0.00163,0.10445,0,3.27707
