"Time","54 lHL swoff","53 rHL swoff","52 LDS cle","51 RDS cle","50 L marks","49 R marks","48 lHL swon","47 lFL swoff","46 rHL swon","45 rFL swoff","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","36 HRy (cm)","39 FRx (cm)","38 FLy (cm)","35 HRx (cm)","35a HRx (cm)","37 FLx (cm)","34 HLy (cm)","33 HLx (cm)","42 CoMy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v3 xCoM","v2 L COP","v1 R COP","42a CoMy (cm)","33a HLx (cm)"
0.266,0,0,0,1,0,0,0,0,0,0,7.501278,0.920876,16.672670,3.927671,4.180784,17.441130,5.326361,15.143360,-9.612715,17.949522,6.454783,13.535937,5.057614,142.605255,0,75.275284,95.426483,65.984261,8.636078,18.941719,8.631721,15.875766,8.643068,15.310608,9.253662,14.544055,10.330281,15.986570,11.697267,15.155126,11.838262,16.256775,0,0.00126,0.00080,0.00064,0.00313,0.00062,0.00066,0.00089,0.00057,-1.48705,0.10327,3.21491,5.327397,0.000000,0.000000,5.058567,9.822837
0.267,0,0,0,1,0,0,0,0,0,0,7.500110,0.927502,16.672291,3.910697,4.183043,17.458967,5.326485,15.133921,-9.606913,17.940317,6.456337,13.546023,5.055064,142.173248,0,75.287689,95.454750,66.037300,8.641008,18.932188,8.634608,15.864151,8.642850,15.301627,9.254243,14.537385,10.328128,15.981936,11.697094,15.153757,11.836553,16.256197,0,0.00127,0.00078,0.00064,0.00312,0.00063,0.00067,0.00090,0.00057,-1.48720,0.10514,3.21548,5.324598,0.000000,0.000000,5.053898,10.183883
0.268,0,0,0,1,0,0,0,0,0,0,7.498943,0.934127,16.671911,3.893723,4.185304,17.476805,5.326609,15.124481,-9.601111,17.931110,6.457891,13.556109,5.052514,141.741241,0,75.300095,95.483017,66.090332,8.645939,18.922657,8.637496,15.852537,8.642632,15.292645,9.254824,14.530715,10.325975,15.977302,11.696921,15.152389,11.834845,16.255619,0,0.00126,0.00079,0.00062,0.00313,0.00064,0.00068,0.00091,0.00057,-1.48872,0.10522,3.21548,5.321797,0.000000,0.000000,5.049229,10.544928
0.269,0,0,0,1,0,0,0,0,0,0,7.499137,0.934286,16.670845,3.880150,4.186496,17.495115,5.326719,15.114946,-9.596314,17.921867,6.458678,13.566784,5.049899,141.304794,0,75.267921,95.394325,66.098885,8.663394,18.834070,8.639583,15.842418,8.641855,15.285090,9.257006,14.523505,10.323645,15.973392,11.695882,15.150611,11.832291,16.254341,0,0.00128,0.00083,0.00066,0.00315,0.00064,0.00069,0.00089,0.00057,-1.48560,0.10429,3.21544,5.319021,0.000000,0.000000,5.046149,10.896475
0.270,0,0,0,1,0,0,0,0,0,0,7.501196,0.925589,16.668839,3.871233,4.186226,17.514072,5.326810,15.105280,-9.592892,17.912573,6.458414,13.578263,5.047193,140.862259,0,75.174698,95.145439,66.046509,8.698005,18.637199,8.640572,15.834345,8.640315,15.279487,9.261379,14.515556,10.321072,15.970473,11.693654,15.148273,11.828580,16.252106,0,0.00128,0.00082,0.00066,0.00301,0.00065,0.00070,0.00082,0.00057,-1.48758,0.10491,3.21513,5.316317,0.000000,0.000000,5.045246,11.235015
0.271,0,0,0,1,0,0,0,0,0,0,7.503256,0.916892,16.666830,3.862317,4.185956,17.533031,5.326901,15.095613,-9.589470,17.903280,6.458149,13.589744,5.044487,140.419724,0,75.081467,94.896553,65.994125,8.732615,18.440331,8.641562,15.826272,8.638775,15.273884,9.265754,14.507607,10.318498,15.967556,11.691427,15.145933,11.824868,16.249868,0,0.00127,0.00082,0.00067,0.00301,0.00064,0.00072,0.00080,0.00057,-1.48643,0.10518,3.21483,5.313584,0.000000,0.000000,5.044343,11.573554
0.272,0,0,0,1,0,0,0,0,0,0,7.505315,0.908194,16.664824,3.853401,4.185686,17.551991,5.326992,15.085947,-9.586047,17.893986,6.457885,13.601223,5.041782,139.977188,0,74.988235,94.647667,65.941750,8.767225,18.243460,8.642550,15.818199,8.637235,15.268280,9.270127,14.499659,10.315925,15.964638,11.689200,15.143595,11.821157,16.247633,0,0.00128,0.00083,0.00068,0.00298,0.00066,0.00074,0.00080,0.00057,-1.48598,0.10388,3.21452,5.310762,0.000000,0.000000,5.043439,11.912094
0.273,0,0,0,1,0,0,0,0,0,0,7.507456,0.902401,16.662128,3.846368,4.184808,17.571413,5.327104,15.076292,-9.580694,17.884659,6.457181,13.613297,5.038951,139.651901,0,74.980850,94.445091,65.921371,8.776551,18.142035,8.642736,15.808920,8.636470,15.260866,9.273924,14.492843,10.313743,15.962104,11.687469,15.141815,11.818460,16.246256,0,0.00128,0.00085,0.00068,0.00296,0.00066,0.00072,0.00078,0.00057,-1.48674,0.10232,3.21436,5.307874,0.000000,0.000000,5.042065,12.248213
0.274,0,0,0,1,0,0,0,0,0,0,7.509709,0.900586,16.658487,3.841915,4.183097,17.591473,5.327246,15.066654,-9.572698,17.875282,6.455874,13.626184,5.035948,139.487198,0,75.091049,94.305923,65.944809,8.751248,18.171339,8.641822,15.797988,8.636766,15.250974,9.276929,14.487577,10.312098,15.960095,11.686418,15.140803,11.817150,16.246059,0,0.00129,0.00086,0.00070,0.00296,0.00066,0.00072,0.00072,0.00059,-1.48621,0.10177,3.21497,5.304783,0.000000,0.000000,5.040046,12.581016
0.275,0,0,0,1,0,0,0,0,0,0,7.511961,0.898771,16.654848,3.837461,4.181386,17.611532,5.327388,15.057016,-9.564700,17.865908,6.454567,13.639071,5.032944,139.322495,0,75.201248,94.166763,65.968254,8.725945,18.200642,8.640907,15.787056,8.637064,15.241081,9.279934,14.482312,10.310452,15.958086,11.685367,15.139791,11.815841,16.245863,0,0.00127,0.00087,0.00071,0.00299,0.00068,0.00073,0.00071,0.00059,-1.48773,0.10067,3.21546,5.301679,0.000000,0.000000,5.038027,12.913817
0.276,0,0,0,1,0,0,0,0,0,0,7.514214,0.896957,16.651207,3.833008,4.179675,17.631592,5.327530,15.047378,-9.556704,17.856531,6.453259,13.651958,5.029941,139.157791,0,75.311447,94.027596,65.991699,8.700643,18.229946,8.639993,15.776124,8.637362,15.231189,9.282940,14.477046,10.308806,15.956078,11.684315,15.138780,11.814531,16.245667,0,0.00130,0.00087,0.00070,0.00316,0.00070,0.00073,0.00070,0.00065,-1.48544,0.09918,3.21531,5.298537,0.000000,0.000000,5.036008,13.246620
0.277,0,0,0,1,0,0,0,0,0,0,7.515887,0.895005,16.649530,3.828483,4.179606,17.652006,5.327679,15.037732,-9.547994,17.847187,6.453174,13.665393,5.027089,138.965637,0,75.441299,93.928680,66.005623,8.691144,18.256142,8.639678,15.765397,8.637635,15.221663,9.284468,14.472760,10.307163,15.954006,11.683018,15.137290,11.813118,16.244898,0,0.00124,0.00087,0.00070,0.00294,0.00072,0.00072,0.00069,0.00070,-1.48552,0.09979,3.21514,5.295438,0.000000,0.000000,5.032895,13.574740
0.278,0,0,0,1,0,0,0,0,0,0,7.516766,0.892865,16.650545,3.823860,4.181787,17.672909,5.327837,15.028076,-9.538308,17.837885,6.454761,13.679575,5.024443,138.735886,0,75.598076,93.884895,66.006508,8.703290,18.278082,8.640183,15.754951,8.637876,15.212642,9.283973,14.469815,10.305524,15.951850,11.681385,15.135145,11.811563,16.243351,0,0.00111,0.00088,0.00068,0.00251,0.00070,0.00071,0.00071,0.00068,-1.48659,0.10219,3.21491,5.292468,0.000000,0.000000,5.028282,13.896446
0.279,0,0,0,1,0,0,0,0,0,0,7.517644,0.890726,16.651560,3.819237,4.183968,17.693810,5.327994,15.018419,-9.528623,17.828585,6.456347,13.693757,5.021797,138.506134,0,75.754845,93.841118,66.007385,8.715436,18.300020,8.640690,15.744504,8.638117,15.203620,9.283479,14.466870,10.303885,15.949694,11.679751,15.133000,11.810008,16.241802,0,0.00103,0.00085,0.00067,0.00226,0.00070,0.00071,0.00069,0.00067,-1.48788,0.10293,3.21470,5.289546,0.000000,0.000000,5.023670,14.218152
