"Time","m4 HLl swoff","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","m1 FLr swoff","39a FRx (cm)","v2 R COP","47 RDS cle","45 R marks","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","m3 HLr swoff","35a HRx (cm)","35 HRx (cm)","v3 L COP","m2 FLl swoff","52 HLl swoff","51 HLr swoff","50 FLl swoff","49 FLr swoff","48 LDS cle","46 L marks","37a FLx (cm)","37 FLx (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","v1 xCoM","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","11 Gr","10 Gs","9 TA","8 St","7 BF","6 Ip","5 VL","4 GM","3 Platform","2 Trdml","12 Sync","1 Synch"
0.978,0,7.613400,0.836365,0.705815,5.880822,17.883444,5.431134,0,-6.184882,5.162321,1,0,19.621645,6.906422,4.893338,0,-7.209696,15.686470,0.000000,0,0,0,0,0,0,0,25.640285,18.943676,7.039386,-9.193803,17.564341,5.916109,145.729065,0,44.297199,71.123405,90.782715,8.743495,20.255325,8.714165,16.345251,8.769407,15.742180,9.392622,14.986324,9.526284,16.580654,10.808434,16.018661,11.253181,16.996756,-0.01806,-0.01390,-0.02055,0.00440,0.00982,-0.01310,0.00555,0.00036,-0.16102,0.10351,0,3.27683
0.979,0,7.612943,0.819208,0.963069,5.881763,17.885693,5.429348,0,-6.118463,5.163182,1,0,19.615650,6.892502,4.896501,0,-7.173069,15.679186,0.000000,0,0,0,0,0,0,0,25.686291,18.970573,7.041533,-10.320768,17.544163,5.929509,145.462357,0,44.194763,71.178734,91.120514,8.746997,20.264980,8.717244,16.342573,8.772506,15.736556,9.400078,14.981985,9.524113,16.577053,10.810124,16.024069,11.253407,17.001804,-0.01801,-0.01409,-0.02144,0.00397,0.00933,-0.01324,0.00468,0.00248,-0.13204,0.10560,0,3.27695
0.980,0,7.612485,0.802051,1.220322,5.882703,17.887941,5.427560,0,-6.052043,5.163738,1,0,19.609655,6.878582,4.899663,0,-7.136442,15.671902,0.000000,0,0,0,0,0,0,0,25.732296,18.997471,7.043679,-11.447733,17.523983,5.943870,145.195633,0,44.092331,71.234062,91.458321,8.750498,20.274635,8.720324,16.339895,8.775604,15.730933,9.407535,14.977645,9.521941,16.573452,10.811813,16.029476,11.253631,17.006851,-0.01886,-0.01355,-0.02037,0.00367,0.00994,-0.01401,0.00153,0.00288,-0.10734,0.10542,0,3.27649
0.981,0,7.612027,0.784894,1.477576,5.883644,17.890192,5.425773,0,-5.985624,5.164333,1,0,19.603661,6.864663,4.902825,0,-7.099815,15.664618,0.000000,0,0,0,0,0,0,0,25.778301,19.024368,7.045825,-12.574698,17.503805,5.958419,144.928925,0,43.989899,71.289391,91.796127,8.754000,20.284290,8.723403,16.337217,8.778703,15.725309,9.414991,14.973306,9.519770,16.569851,10.813503,16.034883,11.253855,17.011900,-0.01808,-0.01141,-0.02085,0.00620,0.00744,-0.01247,0.00651,0.00343,-0.08035,0.11187,0,3.27612
0.982,0,7.614583,0.791417,1.754379,5.885450,17.895359,5.426511,0,-5.936313,5.165152,1,0,19.597805,6.851398,4.904089,0,-7.074529,15.657778,0.000000,0,0,0,0,0,0,0,25.652580,19.050730,7.046395,-13.108826,17.482908,5.974043,144.749908,0,44.033165,71.281113,91.871475,8.755923,20.287935,8.726259,16.331478,8.783404,15.718935,9.424851,14.970027,9.521234,16.567066,10.817668,16.038727,11.254335,17.017485,-0.01805,-0.01283,-0.02028,0.00410,0.00936,-0.01083,0.00682,0.00667,-0.05511,0.10996,0,3.27703
0.983,0,7.617757,0.802790,2.035187,5.887433,17.901123,5.427765,0,-5.890507,5.166027,1,0,19.591976,6.838267,4.904964,0,-7.051567,15.651029,0.000000,0,0,0,0,0,0,0,25.491688,19.076982,7.046643,-13.521528,17.461866,5.989802,144.588852,0,44.106270,71.259811,91.893066,8.757523,20.290350,8.729070,16.325113,8.788435,15.712406,9.435205,14.966966,9.523442,16.564447,10.822339,16.042250,11.254869,17.023180,-0.01765,-0.01346,-0.01997,0.00229,0.00844,-0.01215,0.00594,0.00546,-0.03297,0.10671,0,3.27784
0.984,0,7.620931,0.814163,2.315994,5.889416,17.906889,5.429019,0,-5.844701,5.167221,1,0,19.586147,6.825137,4.905839,0,-7.028604,15.644279,0.000000,0,0,0,0,0,0,0,25.330795,19.103235,7.046891,-13.934231,17.440823,6.006334,144.427795,0,44.179379,71.238503,91.914658,8.759123,20.292765,8.731880,16.318748,8.793466,15.705878,9.445557,14.963904,9.525651,16.561829,10.827010,16.045771,11.255403,17.028875,-0.01664,-0.01416,-0.02213,0.00353,0.00735,-0.01266,0.00494,0.00158,-0.00392,0.10668,0,3.27701
0.985,0,7.624104,0.825536,2.596802,5.891399,17.912653,5.430274,0,-5.798895,5.168445,1,0,19.580318,6.812006,4.906714,0,-7.005641,15.637530,0.000000,0,0,0,0,0,0,0,25.169903,19.129488,7.047139,-14.346933,17.419781,6.022930,144.266739,0,44.252483,71.217201,91.936249,8.760723,20.295181,8.734691,16.312384,8.798495,15.699349,9.455910,14.960844,9.527859,16.559210,10.831681,16.049294,11.255937,17.034571,-0.01841,-0.01384,-0.02067,0.00425,0.00858,-0.01307,0.00593,0.00235,0.04819,0.10382,0,3.27624
0.986,0,7.627069,0.830252,2.877865,5.894261,17.915621,5.432862,0,-5.778682,5.169844,1,0,19.574791,6.808323,4.906240,0,-6.997261,15.630834,0.000000,0,0,0,0,0,0,0,24.902836,19.154787,7.041406,-14.385579,17.406981,6.039897,144.003601,0,44.183136,71.344597,92.231621,8.763587,20.299822,8.737277,16.305752,8.800737,15.694803,9.464987,14.955255,9.528004,16.553944,10.835656,16.054268,11.257069,17.040131,-0.01765,-0.01455,-0.02079,0.00411,0.00905,-0.01257,0.00551,0.00322,0.07209,0.10203,0,3.27670
0.987,0,7.629991,0.833604,3.158980,5.897303,17.918015,5.435724,0,-5.763711,5.171168,1,0,19.569326,6.806574,4.905490,0,-6.991866,15.624146,0.000000,0,0,0,0,0,0,0,24.614021,19.179892,7.034447,-14.347610,17.395868,6.056937,143.719543,0,44.084614,71.502457,92.583069,8.766711,20.304920,8.739818,16.299063,8.802408,15.690663,9.473804,14.949148,9.527725,16.548136,10.839487,16.059542,11.258323,17.045662,-0.01792,-0.01339,-0.01837,0.00337,0.00829,-0.01246,0.00518,0.00190,0.09915,0.10070,0,3.27711
0.988,0,7.632913,0.836956,3.440095,5.900345,17.920408,5.438586,0,-5.748741,5.172065,1,0,19.563860,6.804825,4.904740,0,-6.986472,15.617460,0.000000,0,0,0,0,0,0,0,24.325207,19.204996,7.027488,-14.309643,17.384758,6.074389,143.435486,0,43.986088,71.660316,92.934525,8.769835,20.310017,8.742358,16.292376,8.804079,15.686523,9.482620,14.943041,9.527447,16.542326,10.843319,16.064814,11.259578,17.051195,-0.01785,-0.01397,-0.01428,0.00307,0.00901,-0.01334,0.00442,0.00355,0.12471,0.10395,0,3.27673
0.989,0,7.635835,0.840308,3.721211,5.903387,17.922804,5.441448,0,-5.733770,5.172795,1,0,19.558393,6.803076,4.903990,0,-6.981078,15.610774,0.000000,0,0,0,0,0,0,0,24.036392,19.230101,7.020530,-14.271674,17.373646,6.091940,143.151443,0,43.887566,71.818176,93.285973,8.772958,20.315115,8.744899,16.285686,8.805750,15.682384,9.491437,14.936934,9.527169,16.536518,10.847150,16.070086,11.260832,17.056726,-0.01822,-0.01346,-0.02288,0.00411,0.00800,-0.01247,0.00620,0.00153,0.15226,0.10617,0,3.27642
0.990,0,7.637112,0.842558,3.997043,5.907628,17.919424,5.441689,0,-5.742859,5.172570,1,0,19.552771,6.797474,4.904023,0,-6.997711,15.603659,0.000000,0,0,0,0,0,0,0,23.660589,19.253710,7.020245,-13.973031,17.361307,6.110066,142.602890,0,43.799332,71.777657,93.534950,8.773417,20.311548,8.745577,16.276196,8.804615,15.671153,9.500140,14.924773,9.523232,16.524460,10.846480,16.067553,11.257160,17.054903,-0.02039,-0.01506,-0.02164,0.00412,0.00723,-0.01254,0.00457,0.00258,0.17590,0.10693,0,3.27734
0.991,0,7.638051,0.844583,4.271793,5.912115,17.914862,5.441393,0,-5.756876,5.172378,1,0,19.547117,6.791085,4.904217,0,-7.018856,15.596456,0.000000,0,0,0,0,0,0,0,23.266970,19.277012,7.021326,-13.620996,17.348717,6.128258,142.000168,0,43.713203,71.696518,93.762932,8.773330,20.306208,8.745873,16.266132,8.802906,15.658469,9.508820,14.911373,9.518544,16.511122,10.844890,16.063421,11.252479,17.051575,-0.01741,-0.01363,-0.02000,0.00244,0.00935,-0.01244,0.00410,0.00046,0.20450,0.10527,0,3.27819
0.992,0,7.638991,0.846607,4.546543,5.916601,17.910299,5.441098,0,-5.770893,5.172375,1,0,19.541462,6.784695,4.904411,0,-7.040000,15.589252,0.000000,0,0,0,0,0,0,0,22.873352,19.300316,7.022408,-13.268961,17.336126,6.146825,141.397461,0,43.627079,71.615372,93.990921,8.773243,20.300867,8.746170,16.256067,8.801196,15.645786,9.517499,14.897973,9.513858,16.497784,10.843298,16.059290,11.247798,17.048244,-0.01767,-0.01239,-0.01448,-0.00739,0.01208,-0.01033,0.00767,-0.00012,0.24052,0.10970,0,3.27804
0.993,0,7.639931,0.848631,4.821293,5.921087,17.905737,5.440802,0,-5.784910,5.172656,1,0,19.535807,6.778305,4.904605,0,-7.061145,15.582048,0.000000,0,0,0,0,0,0,0,22.479733,19.323620,7.023489,-12.916925,17.323536,6.165398,140.794739,0,43.540951,71.534225,94.218910,8.773156,20.295527,8.746467,16.246002,8.799487,15.633103,9.526178,14.884573,9.509171,16.484446,10.841707,16.055159,11.243116,17.044916,-0.01714,-0.01258,-0.02058,0.00382,0.00824,-0.01270,0.00484,0.00215,0.27760,0.10709,0,3.27788
0.994,0,7.644080,0.852673,5.073606,5.926655,17.906250,5.442560,0,-5.811245,5.174570,1,0,19.529985,6.784453,4.906832,0,-7.088878,15.574909,0.000000,0,0,0,0,0,0,0,22.045885,19.345455,7.029986,-12.671296,17.311180,6.183999,140.470367,0,43.413067,71.694382,94.537354,8.775598,20.297373,8.748819,16.236879,8.799971,15.625971,9.532445,14.875774,9.507293,16.475534,10.843079,16.056801,11.241874,17.046709,-0.01996,-0.01302,-0.01951,0.00394,0.00914,-0.01441,0.00637,0.00476,0.30294,0.10571,0,3.27757
0.995,0,7.648886,0.857128,5.321323,5.932444,17.907803,5.444737,0,-5.840104,5.176601,1,0,19.524128,6.793170,4.909475,0,-7.117960,15.567783,0.000000,0,0,0,0,0,0,0,21.603796,19.366991,7.037591,-12.447461,17.298872,6.202544,140.203003,0,43.276627,71.903961,94.874329,8.778557,20.300694,8.751594,16.227949,8.800904,15.619976,9.538218,14.867919,9.505991,16.467531,10.845058,16.059624,11.241334,17.049551,-0.01844,-0.01272,-0.02112,0.00335,0.00897,-0.01307,0.00541,0.00214,0.33030,0.10346,0,3.27727
0.996,0,7.653692,0.861583,5.569040,5.938233,17.909355,5.446915,0,-5.868963,5.179314,1,0,19.518272,6.801887,4.912118,0,-7.147042,15.560658,0.000000,0,0,0,0,0,0,0,21.161709,19.388527,7.045196,-12.223626,17.286564,6.220763,139.935638,0,43.140186,72.113533,95.211304,8.781517,20.304012,8.754368,16.219021,8.801837,15.613980,9.543991,14.860064,9.504688,16.459528,10.847037,16.062447,11.240795,17.052393,-0.01786,-0.01297,-0.02041,0.00385,0.00851,-0.01251,0.00645,0.00285,0.35426,0.09956,0,3.27704
0.997,0,7.658498,0.866038,5.816757,5.944022,17.910910,5.449093,0,-5.897821,5.181865,1,0,19.512417,6.810604,4.914762,0,-7.176125,15.553531,0.000000,0,0,0,0,0,0,0,20.719622,19.410063,7.052802,-11.999790,17.274256,6.238879,139.668289,0,43.003746,72.323112,95.548279,8.784476,20.307331,8.757142,16.210091,8.802771,15.607985,9.549765,14.852208,9.503386,16.451525,10.849016,16.065269,11.240255,17.055235,-0.01862,-0.01255,-0.02158,0.00276,0.00890,-0.01292,0.00532,0.00260,0.37751,0.09978,0,3.27683
0.998,0,7.657090,0.873689,6.041576,5.950117,17.907862,5.450276,0,-5.941093,5.183492,1,0,19.506401,6.824344,4.916413,0,-7.191882,15.546461,0.000000,0,0,0,0,0,0,0,20.231434,19.430449,7.059927,-11.903535,17.261209,6.256401,139.241928,0,43.084831,72.543816,95.752243,8.789556,20.309160,8.758049,16.203699,8.802107,15.597460,9.553322,14.844123,9.502117,16.443287,10.850320,16.066299,11.237837,17.056391,-0.01664,-0.01385,-0.01962,0.00305,0.00934,-0.01072,0.00637,0.00186,0.40424,0.09856,0,3.27699
0.999,0,7.654410,0.881995,6.261706,5.956275,17.903873,5.451255,0,-5.987317,5.185022,1,0,19.500351,6.839113,4.917862,0,-7.204911,15.539403,0.000000,0,0,0,0,0,0,0,19.733805,19.450600,7.066955,-11.833410,17.248013,6.273874,138.782990,0,43.210468,72.766792,95.928963,8.795069,20.310682,8.758574,16.197826,8.801117,15.586006,9.556426,14.835991,9.500855,16.435001,10.851486,16.066959,11.235034,17.057203,-0.01881,-0.01372,-0.02178,0.00382,0.00968,-0.01255,0.00510,0.00251,0.44099,0.10658,0,3.27713
1.000,0,7.651731,0.890301,6.481836,5.962432,17.899885,5.452234,0,-6.033540,5.185995,1,0,19.494303,6.853882,4.919310,0,-7.217939,15.532345,0.000000,0,0,0,0,0,0,0,19.236176,19.470753,7.073983,-11.763286,17.234816,6.291069,138.324066,0,43.336102,72.989777,96.105682,8.800582,20.312206,8.759098,16.191954,8.800127,15.574553,9.559530,14.827858,9.499594,16.426716,10.852652,16.067621,11.232230,17.058016,-0.01795,-0.01387,-0.02115,0.00232,0.00786,-0.01283,0.00552,0.00168,0.47758,0.10562,0,3.27705
1.001,0,7.649051,0.898607,6.701966,5.968590,17.895897,5.453214,0,-6.079763,5.187037,1,0,19.488253,6.868652,4.920759,0,-7.230968,15.525287,0.000000,0,0,0,0,0,0,0,18.738546,19.490904,7.081010,-11.693160,17.221619,6.308294,137.865128,0,43.461739,73.212753,96.282402,8.806095,20.313728,8.759623,16.186081,8.799137,15.563100,9.562634,14.819726,9.498332,16.418430,10.853817,16.068281,11.229427,17.058828,-0.01714,-0.01521,-0.02211,0.00278,0.00719,-0.01183,0.00518,0.00098,0.50321,0.10746,0,3.27703
1.002,0,7.647910,0.885239,6.906638,5.975618,17.895615,5.453955,0,-6.154565,5.188475,1,0,19.482199,6.881585,4.922853,0,-7.237136,15.517820,0.000000,0,0,0,0,0,0,0,18.202585,19.508999,7.098958,-11.608070,17.211134,6.325696,137.613663,0,43.619980,73.325119,96.344528,8.806136,20.294235,8.760635,16.177544,8.800379,15.552954,9.565719,14.814527,9.498522,16.413109,10.855320,16.068077,11.227622,17.057886,-0.01825,-0.01317,-0.01995,0.00289,0.00897,-0.01266,0.00609,0.00475,0.52831,0.10711,0,3.27795
1.003,0,7.647085,0.867433,7.108144,5.982826,17.896090,5.454648,0,-6.235220,5.189921,1,0,19.476141,6.894143,4.925078,0,-7.241899,15.510270,0.000000,0,0,0,0,0,0,0,17.658772,19.526670,7.119142,-11.519915,17.201204,6.343104,137.404678,0,43.784901,73.414825,96.383179,8.805056,20.270435,8.761747,16.168457,8.802078,15.543077,9.568800,14.809929,9.499010,16.408398,10.856891,16.067694,11.226021,17.056585,-0.01904,-0.01319,-0.01923,0.00396,0.00816,-0.01305,0.00504,0.00223,0.55228,0.10846,0,3.27875
1.004,0,7.646260,0.849626,7.309649,5.990033,17.896564,5.455341,0,-6.315875,5.191412,1,0,19.470085,6.906700,4.927304,0,-7.246663,15.502720,0.000000,0,0,0,0,0,0,0,17.114958,19.544344,7.139326,-11.431760,17.191273,6.360543,137.195694,0,43.949821,73.504524,96.421829,8.803975,20.246637,8.762859,16.159372,8.803777,15.533199,9.571880,14.805331,9.499497,16.403685,10.858462,16.067312,11.224420,17.055285,-0.01807,-0.01383,-0.02087,0.00501,0.00931,-0.01203,0.00529,0.00094,0.57402,0.10677,0,3.27776
1.005,0,7.645434,0.831819,7.511156,5.997240,17.897039,5.456035,0,-6.396530,5.192795,1,0,19.464029,6.919257,4.929530,0,-7.251427,15.495170,0.000000,0,0,0,0,0,0,0,16.571146,19.562017,7.159511,-11.343604,17.181343,6.377926,136.986710,0,44.114738,73.594231,96.460480,8.802896,20.222837,8.763972,16.150288,8.805476,15.523322,9.574962,14.800734,9.499985,16.398973,10.860034,16.066929,11.222818,17.053984,-0.01793,-0.01509,-0.01982,0.00379,0.00844,-0.01159,0.00552,0.00334,0.59996,0.10450,0,3.27683
1.006,0,7.648955,0.842947,7.688171,6.005136,17.894840,5.454970,0,-6.506472,5.193554,1,0,19.457829,6.930259,4.932420,0,-7.242383,15.487722,0.000000,0,0,0,0,0,0,0,15.988951,19.577982,7.176857,-11.304929,17.170630,6.394994,136.965546,0,44.071884,73.632835,96.559097,8.793183,20.186260,8.766593,16.142714,8.808560,15.518452,9.578978,14.797040,9.500554,16.395105,10.861528,16.066914,11.222763,17.053131,-0.01796,-0.01512,-0.02098,0.00475,0.00838,-0.01355,0.00569,0.00349,0.63262,0.10241,0,3.27699
1.007,0,7.653366,0.860003,7.860170,6.013174,17.892094,5.453545,0,-6.622413,5.194319,1,0,19.451601,6.940943,4.935445,0,-7.230512,15.480295,0.000000,0,0,0,0,0,0,0,15.398894,19.593597,7.193624,-11.276388,17.159758,6.411991,136.982864,0,43.986469,73.660973,96.670006,8.781704,20.147064,8.769524,16.135448,8.811928,15.514607,9.583185,14.793531,9.501140,16.391409,10.863007,16.066975,11.223024,17.052370,-0.01743,-0.01394,-0.02042,0.00365,0.00771,-0.01335,0.00378,0.00272,0.66954,0.10124,0,3.27714
1.008,0,7.657776,0.877058,8.032169,6.021211,17.889349,5.452120,0,-6.738354,5.195112,1,0,19.445372,6.951626,4.938470,0,-7.218640,15.472869,0.000000,0,0,0,0,0,0,0,14.808839,19.609213,7.210389,-11.247848,17.148884,6.428583,137.000168,0,43.901058,73.689102,96.780907,8.770225,20.107868,8.772453,16.128183,8.815295,15.510763,9.587392,14.790024,9.501725,16.387714,10.864486,16.067036,11.223286,17.051611,-0.01770,-0.01431,-0.02057,0.00349,0.00784,-0.01305,0.00410,0.00276,0.69142,0.10032,0,3.27737
1.009,0,7.662187,0.894113,8.204168,6.029248,17.886602,5.450696,0,-6.854295,5.196085,1,0,19.439142,6.962310,4.941495,0,-7.206769,15.465443,0.000000,0,0,0,0,0,0,0,14.218782,19.624828,7.227155,-11.219307,17.138010,6.445102,137.017471,0,43.815643,73.717239,96.891815,8.758744,20.068672,8.775384,16.120918,8.818664,15.506919,9.591599,14.786515,9.502312,16.384018,10.865964,16.067097,11.223546,17.050850,-0.01790,-0.01277,-0.01992,0.00441,0.01040,-0.01194,0.00587,0.00195,0.71568,0.10095,0,3.27758
1.010,0,7.666370,0.897919,8.346765,6.037785,17.886208,5.454269,0,-7.002310,5.198094,1,0,19.432348,6.974977,4.942672,0,-7.210758,15.458649,0.000000,0,0,0,0,0,0,0,13.599999,19.638081,7.247040,-11.209203,17.126335,6.461194,137.352234,0,43.861122,73.897278,97.074463,8.760137,20.057817,8.776429,16.111750,8.823339,15.500471,9.592317,14.784382,9.503590,16.381918,10.868112,16.068804,11.225458,17.050709,-0.02258,-0.01502,-0.02685,0.01284,0.00685,-0.01599,0.00604,0.00869,0.74036,0.10464,0,3.27743
1.011,0,7.670508,0.899011,8.483339,6.046424,17.886297,5.458867,0,-7.156895,5.200260,1,0,19.425438,6.988051,4.943470,0,-7.217995,15.451984,0.000000,0,0,0,0,0,0,0,12.975333,19.650848,7.267563,-11.202874,17.114494,6.477169,137.752029,0,43.933407,74.108437,97.271805,8.764165,20.052769,8.777088,16.102190,8.828282,15.493489,9.592319,14.782530,9.505011,16.380142,10.870396,16.070850,11.227708,17.050694,-0.01705,-0.01412,-0.02034,0.00215,0.00839,-0.01328,0.00430,0.00092,0.76133,0.10664,0,3.27728
1.012,0,7.674645,0.900103,8.619913,6.055064,17.886385,5.463464,0,-7.311480,5.203329,1,0,19.418528,7.001125,4.944269,0,-7.225232,15.445319,0.000000,0,0,0,0,0,0,0,12.350666,19.663618,7.288086,-11.196547,17.102654,6.492464,138.151810,0,44.005692,74.319588,97.469147,8.768194,20.047722,8.777747,16.092628,8.833225,15.486507,9.592322,14.780678,9.506431,16.378368,10.872681,16.072897,11.229958,17.050678,-0.01815,-0.01382,-0.02072,0.00363,0.00769,-0.01160,0.00569,0.00372,0.77908,0.10742,0,3.27728
1.013,0,7.678782,0.901195,8.756488,6.063703,17.886473,5.468062,0,-7.466064,5.206451,1,0,19.411617,7.014199,4.945068,0,-7.232469,15.438655,0.000000,0,0,0,0,0,0,0,11.726000,19.676386,7.308609,-11.190219,17.090813,6.507582,138.551605,0,44.077980,74.530739,97.666489,8.772223,20.042673,8.778406,16.083069,8.838169,15.479527,9.592325,14.778826,9.507852,16.376593,10.874965,16.074944,11.232207,17.050663,-0.01785,-0.01388,-0.02238,0.00487,0.01007,-0.01276,0.00578,0.00352,0.79979,0.10599,0,3.27728
1.014,0,7.677800,0.907544,8.840285,6.072998,17.882063,5.472876,0,-7.617433,5.209882,1,0,19.403561,7.026898,4.946393,0,-7.248619,15.431276,0.000000,0,0,0,0,0,0,0,11.127553,19.687275,7.317254,-11.211438,17.079546,6.521687,138.409210,0,44.267094,74.609650,97.866577,8.778063,20.024744,8.779582,16.078381,8.840117,15.470889,9.592618,14.776011,9.508452,16.373796,10.875923,16.073763,11.235132,17.047894,-0.01806,-0.01307,-0.02007,0.00380,0.00950,-0.01290,0.00643,0.00163,0.83560,0.10926,0,3.27728
1.015,0,7.675770,0.914969,8.913274,6.082427,17.876730,5.477735,0,-7.768144,5.213251,1,0,19.395267,7.039519,4.947824,0,-7.266595,15.423751,0.000000,0,0,0,0,0,0,0,10.534477,19.697779,7.323466,-11.238300,17.068396,6.535573,138.155777,0,44.480137,74.661476,98.067230,8.784275,20.004179,8.780864,16.074690,8.841453,15.461913,9.592969,14.773001,9.508885,16.370789,10.876611,16.071924,11.238195,17.044559,-0.01780,-0.01349,-0.02070,0.00368,0.00963,-0.01172,0.00589,0.00306,0.86611,0.10610,0,3.27729
1.016,0,7.673740,0.922395,8.986262,6.091855,17.871399,5.482594,0,-7.918854,5.216265,1,0,19.386976,7.052141,4.949257,0,-7.284571,15.416225,0.000000,0,0,0,0,0,0,0,9.941401,19.708282,7.329678,-11.265162,17.057245,6.548200,137.902328,0,44.693184,74.713303,98.267876,8.790487,19.983612,8.782145,16.070999,8.842787,15.452936,9.593320,14.769990,9.509318,16.367783,10.877298,16.070084,11.241260,17.041224,-0.01703,-0.01321,-0.02031,0.00380,0.00950,-0.01094,0.00591,0.00450,0.88439,0.10423,0,3.27736
1.017,0,7.671710,0.929820,9.059250,6.101284,17.866066,5.487452,0,-8.069565,5.219131,1,0,19.378683,7.064763,4.950689,0,-7.302546,15.408700,0.000000,0,0,0,0,0,0,0,9.348325,19.718786,7.335889,-11.292024,17.046095,6.560580,137.648895,0,44.906227,74.765129,98.468529,8.796700,19.963045,8.783426,16.067308,8.844122,15.443960,9.593671,14.766979,9.509751,16.364777,10.877986,16.068245,11.244323,17.037889,-0.01781,-0.01415,-0.01945,0.00275,0.00853,-0.01187,0.00566,0.00172,0.90916,0.10208,0,3.27743
1.018,0,7.673912,0.930834,9.081680,6.110641,17.863346,5.490209,0,-8.196743,5.221150,1,0,19.370365,7.078725,4.952346,0,-7.339321,15.401632,0.000000,0,0,0,0,0,0,0,8.818119,19.727016,7.341718,-11.291511,17.035007,6.571537,138.497681,0,44.542908,74.831276,98.872726,8.797420,19.954483,8.782354,16.060560,8.848930,15.439283,9.594184,14.759420,9.508111,16.357098,10.877069,16.063993,11.247759,17.031809,-0.01764,-0.01370,-0.02318,0.00431,0.00815,-0.01347,0.00525,0.00251,0.92885,0.10152,0,3.27727
1.019,0,7.676981,0.930535,9.093756,6.119982,17.861160,5.492536,0,-8.319101,5.223164,1,0,19.362040,7.092963,4.954048,0,-7.379947,15.394657,0.000000,0,0,0,0,0,0,0,8.300790,19.734781,7.347468,-11.285392,17.023933,6.582268,139.572220,0,44.061539,74.900345,99.318611,8.797014,19.948380,8.780801,16.053185,8.854449,15.435486,9.594729,14.750930,9.506046,16.348461,10.875824,16.059248,11.251272,17.025166,-0.01811,-0.01389,-0.02186,0.00424,0.00840,-0.01248,0.00670,0.00387,0.94894,0.10358,0,3.27711
1.020,0,7.680050,0.930235,9.105830,6.129324,17.858974,5.494863,0,-8.441460,5.225145,1,0,19.353716,7.107200,4.955751,0,-7.420572,15.387682,0.000000,0,0,0,0,0,0,0,7.783462,19.742548,7.353218,-11.279272,17.012857,6.591697,140.646774,0,43.580166,74.969421,99.764496,8.796610,19.942276,8.779248,16.045811,8.859969,15.431689,9.595275,14.742439,9.503982,16.339825,10.874579,16.054501,11.254785,17.018522,-0.01799,-0.01273,-0.02041,0.00381,0.00886,-0.01305,0.00445,0.00242,0.96964,0.10501,0,3.27673
1.021,0,7.683119,0.929936,9.117906,6.138666,17.856789,5.497190,0,-8.563818,5.227300,1,0,19.345392,7.121437,4.957453,0,-7.461198,15.380707,0.000000,0,0,0,0,0,0,0,7.266133,19.750313,7.358968,-11.273153,17.001783,6.600936,141.721313,0,43.098797,75.038498,100.210388,8.796205,19.936172,8.777695,16.038435,8.865488,15.427893,9.595820,14.733949,9.501917,16.331190,10.873334,16.049755,11.258298,17.011879,-0.01730,-0.01480,-0.01978,0.00337,0.00847,-0.01340,0.00644,0.00210,0.99499,0.10896,0,3.27640
1.022,0,7.686497,0.930921,9.089492,6.147879,17.852736,5.499797,0,-8.659626,5.230456,1,0,19.336391,7.129102,4.960830,0,-7.519357,15.372979,0.000000,0,0,0,0,0,0,0,6.858558,19.755938,7.362841,-11.245159,16.990379,6.609084,142.079971,0,43.029102,75.053787,100.486015,8.797618,19.927565,8.780169,16.032419,8.871164,15.420714,9.597253,14.728775,9.503753,16.326040,10.875177,16.044624,11.265392,17.006403,-0.01855,-0.01463,-0.02029,0.00290,0.00848,-0.01317,0.00491,0.00349,1.03042,0.10989,0,3.27701
1.023,0,7.689938,0.932171,9.052785,6.157066,17.848299,5.502461,0,-8.749997,5.233626,1,0,19.327253,7.135421,4.964549,0,-7.581108,15.365097,0.000000,0,0,0,0,0,0,0,6.473462,19.761126,7.366329,-11.212684,16.978907,6.617047,142.292007,0,43.043724,75.058067,100.726768,8.799403,19.918442,8.783466,16.026682,8.876873,15.412844,9.598867,14.724281,9.506389,16.321604,10.877653,16.039415,11.273221,17.001167,-0.01891,-0.01415,-0.02059,0.00352,0.00779,-0.01322,0.00534,0.00194,1.04546,0.10808,0,3.27759
1.024,0,7.693379,0.933420,9.016078,6.166253,17.843863,5.505126,0,-8.840367,5.236876,1,0,19.318115,7.141739,4.968269,0,-7.642858,15.357215,0.000000,0,0,0,0,0,0,0,6.088367,19.766312,7.369817,-11.180209,16.967436,6.623950,142.504028,0,43.058346,75.062340,100.967522,8.801188,19.909321,8.786765,16.020945,8.882582,15.404972,9.600482,14.719787,9.509024,16.317169,10.880129,16.034206,11.281049,16.995932,-0.02542,-0.01324,-0.01992,0.00366,0.00899,-0.01305,0.00657,0.00296,1.06468,0.10759,0,3.27767
