"Time","m2 FLl swoff","v2 R COP","49 RDS cle","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","m1 FLr swoff","39a FRx (cm)","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","m3 HLr swoff","35a HRx (cm)","35 HRx (cm)","v3 L COP","50 LDS cle","48 L marks","37a FLx (cm)","37 FLx (cm)","m4 HLl swoff","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","42 CoMy (cm)","v1 xCoM","42a CoMy (cm)","3 Platform","2 Trdml","1 Synch","24a toex (cm)"
0.000,0,0.000000,0,0,0,0,7.321818,1.207380,13.497119,4.811658,0,39.039455,14.977633,6.358290,4.654619,0,-9.434221,11.654634,0.000000,0,0,-9.543208,14.725955,0,7.200726,34.845264,10.905417,150.753525,0,56.825073,89.866837,72.444069,8.257912,15.038054,8.167630,11.917565,8.243648,11.312269,8.779655,10.585378,9.407684,12.272257,10.812198,11.745633,10.859983,12.658192,0,0.00069,0.00070,0.00069,0.00341,0.00098,0.00089,0.00067,0.00080,5.977890,5.835248,-2.642563,1.47805,0.11301,3.27820,11.917565
0.001,0,0.000000,0,0,0,0,7.320446,1.204487,13.498568,4.811473,0,39.121281,15.017086,6.363288,4.656187,0,-9.461649,11.645282,0.000000,0,0,-9.526688,14.716233,0,7.195537,35.711468,10.942698,150.572586,0,56.707466,89.821434,72.846069,8.261083,15.083662,8.168226,11.906899,8.245145,11.305825,8.789197,10.576714,9.404330,12.268174,10.812302,11.751163,10.860259,12.663385,0,0.00068,0.00070,0.00072,0.00343,0.00100,0.00088,0.00067,0.00080,5.974952,5.828474,-2.709446,1.47890,0.11165,3.27820,11.906899
0.002,0,0.000000,0,0,0,0,7.319076,1.201595,13.500016,4.811288,0,39.203110,15.056539,6.368285,4.657755,0,-9.489078,11.635930,0.000000,0,0,-9.510167,14.706511,0,7.190347,36.577671,10.979978,150.391663,0,56.589859,89.776031,73.248070,8.264253,15.129270,8.168821,11.896235,8.246642,11.299380,8.798738,10.568049,9.400977,12.264091,10.812406,11.756693,10.860534,12.668580,0,0.00069,0.00073,0.00075,0.00344,0.00096,0.00080,0.00064,0.00079,5.972015,5.821817,-2.776330,1.47824,0.10929,3.27803,11.896235
0.003,0,0.000000,0,0,0,0,7.317704,1.198702,13.501465,4.811104,0,39.284935,15.095991,6.373282,4.659323,0,-9.516505,11.626578,0.000000,0,0,-9.493647,14.696790,0,7.185158,37.443878,11.017258,150.210724,0,56.472252,89.730629,73.650078,8.267424,15.174878,8.169417,11.885569,8.248140,11.292935,8.808280,10.559386,9.397624,12.260009,10.812510,11.762223,10.860808,12.673775,0,0.00069,0.00074,0.00075,0.00341,0.00094,0.00073,0.00062,0.00077,5.969078,5.815386,-2.843214,1.47819,0.10768,3.27734,11.885569
0.004,0,0.000000,0,0,0,0,7.316351,1.195856,13.503099,4.810864,0,39.365124,15.135451,6.378150,4.660888,0,-9.544765,11.617223,0.000000,0,0,-9.476830,14.687078,0,7.180014,38.306747,11.054611,150.009537,0,56.363846,89.672485,74.055130,8.270072,15.220756,8.170076,11.874850,8.249784,11.286072,8.818248,10.550582,9.394271,12.255897,10.812617,11.767756,10.861120,12.679043,0,0.00068,0.00075,0.00073,0.00326,0.00094,0.00073,0.00063,0.00074,5.966130,5.809066,-2.909583,1.47868,0.10702,3.27692,11.874850
0.005,0,0.000000,0,0,0,0,7.315685,1.194770,13.511677,4.808596,0,39.383854,15.175222,6.378125,4.662327,0,-9.604151,11.607721,0.000000,0,0,-9.448905,14.677768,0,7.176578,39.044773,11.094714,149.049286,0,56.600033,89.137367,74.574623,8.253171,15.276719,8.173105,11.862172,8.256932,11.263515,8.844179,10.536521,9.390944,12.250639,10.812855,11.773388,10.862804,12.687083,0,0.00068,0.00076,0.00074,0.00357,0.00093,0.00072,0.00065,0.00075,5.962798,5.802957,-2.956653,1.47784,0.10715,3.27730,11.862172
0.006,0,0.000000,0,0,0,0,7.315019,1.193685,13.520253,4.806327,0,39.402584,15.214993,6.378100,4.663767,0,-9.663537,11.598220,0.000000,0,0,-9.420980,14.668456,0,7.173141,39.782799,11.134816,148.089035,0,56.836224,88.602242,75.094116,8.236269,15.332683,8.176134,11.849494,8.264081,11.240958,8.870111,10.522461,9.387615,12.245381,10.813091,11.779019,10.864489,12.695124,0,0.00069,0.00076,0.00076,0.00372,0.00093,0.00072,0.00066,0.00085,5.959466,5.796970,-3.003723,1.47786,0.10915,3.27745,11.849494
0.007,0,0.000000,0,0,0,0,7.314353,1.192599,13.528831,4.804059,0,39.421314,15.254765,6.378076,4.665206,0,-9.722922,11.588718,0.000000,0,0,-9.393055,14.659145,0,7.169705,40.520821,11.174918,147.128799,0,57.072411,88.067123,75.613609,8.219368,15.388646,8.179163,11.836816,8.271229,11.218401,8.896043,10.508401,9.384287,12.240124,10.813328,11.784651,10.866173,12.703163,0,0.00068,0.00077,0.00081,0.00379,0.00099,0.00073,0.00065,0.00091,5.956133,5.791217,-3.050794,1.47798,0.11072,3.27692,11.836816
0.008,0,0.000000,0,0,0,0,7.313733,1.191569,13.537378,4.801745,0,39.438927,15.294521,6.378089,4.666562,0,-9.782861,11.579212,0.000000,0,0,-9.364764,14.649836,0,7.166487,41.254375,11.215091,146.187546,0,57.302586,87.546776,76.129959,8.202788,15.444501,8.182193,11.824168,8.278255,11.196316,8.921458,10.494660,9.380994,12.235011,10.813565,11.790337,10.867864,12.711218,0,0.00070,0.00080,0.00081,0.00385,0.00088,0.00072,0.00064,0.00091,5.952796,5.785604,-3.097373,1.48013,0.11012,3.27652,11.824168
0.009,0,0.000000,0,0,0,0,7.314817,1.192619,13.544812,4.797738,0,39.414501,15.333771,6.379500,4.664762,0,-9.863486,11.569541,0.000000,0,0,-9.322768,14.640592,0,7.171433,41.820385,11.257905,145.958298,0,57.307484,87.579834,76.528755,8.198281,15.496308,8.185271,11.812643,8.280675,11.191907,8.927540,10.492896,9.379023,12.235294,10.813827,11.798083,10.869814,12.719799,0,0.00070,0.00080,0.00080,0.00390,0.00087,0.00072,0.00065,0.00091,5.949267,5.780260,-3.125553,1.47793,0.10856,3.27652,11.812643
0.010,0,0.000000,0,0,0,0,7.315903,1.193669,13.552247,4.793731,0,39.390079,15.373020,6.380912,4.662962,0,-9.944112,11.559869,0.000000,0,0,-9.280772,14.631347,0,7.176381,42.386395,11.300719,145.729034,0,57.312378,87.612892,76.927544,8.193773,15.548116,8.188351,11.801118,8.283094,11.187498,8.933620,10.491132,9.377051,12.235579,10.814089,11.805830,10.871764,12.728379,0,0.00071,0.00080,0.00081,0.00384,0.00088,0.00073,0.00063,0.00092,5.945738,5.775069,-3.153734,1.47835,0.10765,3.27658,11.801118
0.011,0,0.000000,0,0,0,0,7.316988,1.194719,13.559681,4.789723,0,39.365654,15.412269,6.382323,4.661162,0,-10.024736,11.550198,0.000000,0,0,-9.238775,14.622103,0,7.181328,42.952408,11.343533,145.499771,0,57.317276,87.645950,77.326340,8.189266,15.599923,8.191429,11.789594,8.285515,11.183090,8.939702,10.489367,9.375080,12.235862,10.814350,11.813576,10.873713,12.736960,0,0.00072,0.00081,0.00082,0.00356,0.00092,0.00073,0.00063,0.00090,5.942209,5.770170,-3.181915,1.47994,0.10592,3.27681,11.789594
0.012,0,0.000000,0,0,0,0,7.318012,1.195720,13.567183,4.785728,0,39.339371,15.451525,6.383739,4.659365,0,-10.105378,11.540508,0.000000,0,0,-9.196245,14.612857,0,7.186042,43.513599,11.386414,145.249939,0,57.333576,87.674652,77.729347,8.184854,15.651018,8.194363,11.778076,8.287835,11.178334,8.945987,10.487424,9.373057,12.236017,10.814582,11.821294,10.875638,12.745486,0,0.00072,0.00083,0.00084,0.00311,0.00091,0.00073,0.00063,0.00085,5.938673,5.765427,-3.209583,1.47841,0.10459,3.27702,11.778076
0.013,0,0.000000,0,0,0,0,7.316787,1.194896,13.577216,4.782197,0,39.243465,15.491027,6.385313,4.657656,0,-10.186625,11.530154,0.000000,0,0,-9.133715,14.603545,0,7.182048,43.894333,11.431772,144.229462,0,57.777046,87.540276,78.290443,8.184029,15.675450,8.191850,11.766860,8.286395,11.160573,8.959882,10.478771,9.369114,12.231343,10.813703,11.827926,10.876588,12.751938,0,0.00069,0.00085,0.00083,0.00303,0.00091,0.00074,0.00061,0.00087,5.934904,5.760984,-3.218054,1.47762,0.10646,3.27717,11.766860
0.014,0,0.000000,0,0,0,0,7.315562,1.194072,13.587249,4.778666,0,39.147556,15.530529,6.386888,4.655946,0,-10.267870,11.519800,0.000000,0,0,-9.071185,14.594234,0,7.178055,44.275070,11.477131,143.208984,0,58.220516,87.405899,78.851540,8.183203,15.699883,8.189336,11.755644,8.284955,11.142812,8.973776,10.470118,9.365170,12.226670,10.812824,11.834557,10.877539,12.758389,0,0.00070,0.00086,0.00083,0.00320,0.00091,0.00075,0.00060,0.00086,5.931134,5.756654,-3.226525,1.47847,0.10920,3.27736,11.755644
0.015,0,0.000000,0,0,0,0,7.314336,1.193248,13.597281,4.775135,0,39.051647,15.570031,6.388462,4.654237,0,-10.349116,11.509446,0.000000,0,0,-9.008655,14.584921,0,7.174061,44.655804,11.522490,142.188507,0,58.663986,87.271515,79.412628,8.182378,15.724315,8.186822,11.744427,8.283515,11.125051,8.987671,10.461465,9.361227,12.221996,10.811945,11.841188,10.878489,12.764842,0,0.00069,0.00084,0.00085,0.00318,0.00092,0.00075,0.00060,0.00086,5.927364,5.752542,-3.234997,1.47886,0.10961,3.27766,11.744427
0.016,0,0.000000,0,0,0,0,7.313114,1.192428,13.607323,4.771701,0,38.952454,15.609528,6.389997,4.652418,0,-10.429291,11.499075,0.000000,0,0,-8.945014,14.575619,0,7.169842,45.030464,11.567889,141.162094,0,59.100693,87.130173,79.974495,8.181715,15.749681,8.184476,11.733347,8.282058,11.107646,9.001482,10.453076,9.357224,12.217565,10.810950,11.847863,10.879473,12.771422,0,0.00067,0.00085,0.00085,0.00300,0.00092,0.00076,0.00060,0.00085,5.923598,5.748504,-3.243217,1.47775,0.10887,3.27776,11.733347
0.017,0,0.000000,0,0,0,0,7.311990,1.191775,13.617649,4.771916,0,38.730118,15.648816,6.390094,4.646514,0,-10.469356,11.488069,0.000000,0,0,-8.839787,14.566677,0,7.157200,45.177475,11.614805,139.913467,0,59.284069,86.728004,80.565117,8.187158,15.810030,8.188387,11.727358,8.279972,11.103606,9.012151,10.454603,9.350977,12.222172,10.805621,11.856158,10.881712,12.782844,0,0.00067,0.00086,0.00084,0.00280,0.00098,0.00076,0.00060,0.00085,5.919952,5.744607,-3.242040,1.47736,0.10883,3.27722,11.727358
0.018,0,0.000000,0,0,0,0,7.310867,1.191122,13.627976,4.772131,0,38.507782,15.688105,6.390190,4.640610,0,-10.509419,11.477062,0.000000,0,0,-8.734560,14.557735,0,7.144559,45.324482,11.661721,138.664841,0,59.467449,86.325836,81.155731,8.192599,15.870379,8.192298,11.721370,8.277887,11.099566,9.022820,10.456131,9.344730,12.226779,10.800293,11.864453,10.883950,12.794265,0,0.00067,0.00085,0.00086,0.00277,0.00101,0.00079,0.00061,0.00085,5.916306,5.740871,-3.240863,1.47832,0.10776,3.27694,11.721370
0.019,0,0.000000,0,0,0,0,7.309743,1.190469,13.638303,4.772346,0,38.285446,15.727392,6.390286,4.634706,0,-10.549484,11.466057,0.000000,0,0,-8.629333,14.548794,0,7.131917,45.471493,11.708636,137.416214,0,59.650826,85.923668,81.746353,8.198041,15.930729,8.196209,11.715381,8.275802,11.095527,9.033489,10.457659,9.338484,12.231386,10.794965,11.872748,10.886189,12.805686,0,0.00067,0.00083,0.00086,0.00311,0.00103,0.00078,0.00062,0.00086,5.912661,5.737445,-3.239686,1.47917,0.10553,3.27740,11.715381
0.020,0,0.000000,0,0,0,0,7.308692,1.189859,13.648540,4.772483,0,38.059040,15.766655,6.390365,4.628906,0,-10.588024,11.455056,0.000000,0,0,-8.522048,14.539865,0,7.119388,45.612549,11.755534,136.163727,0,59.851109,85.527061,82.321838,8.203687,15.990746,8.200089,11.708921,8.273733,11.091297,9.044228,10.459208,9.332504,12.235971,10.789897,11.881000,10.888455,12.817060,0,0.00070,0.00085,0.00089,0.00331,0.00109,0.00083,0.00078,0.00088,5.909015,5.734280,-3.237961,1.47347,0.10591,3.27761,11.708921
0.021,0,0.000000,0,0,0,0,7.310323,1.190852,13.655399,4.769712,0,37.680244,15.804933,6.389816,4.627009,0,-10.569483,11.444261,0.000000,0,0,-8.337661,14.531385,0,7.111083,45.530563,11.801744,134.766235,0,60.684559,85.338554,82.330498,8.216952,16.038340,8.202820,11.684821,8.272300,11.079948,9.057581,10.461567,9.336529,12.239745,10.794604,11.887620,10.891754,12.826687,0,0.00083,0.00099,0.00094,0.00339,0.00118,0.00099,0.00088,0.00093,5.905358,5.731618,-3.215746,1.47817,0.10906,3.27707,11.684821
0.022,0,0.000000,0,0,0,0,7.311954,1.191846,13.662260,4.766942,0,37.301445,15.843210,6.389267,4.625113,0,-10.550941,11.433466,0.000000,0,0,-8.153274,14.522907,0,7.102777,45.448578,11.847953,133.368759,0,61.518013,85.150055,82.339149,8.230219,16.085934,8.205550,11.660720,8.270866,11.068601,9.070934,10.463926,9.340554,12.243519,10.799311,11.894240,10.895054,12.836314,0,0.00091,0.00108,0.00097,0.00352,0.00133,0.00119,0.00103,0.00100,5.901702,5.729067,-3.193531,1.47819,0.11017,3.27681,11.660720
0.023,0,0.000000,0,0,0,0,7.313585,1.192839,13.669120,4.764171,0,36.922649,15.881488,6.388719,4.623216,0,-10.532398,11.422670,0.000000,0,0,-7.968887,14.514428,0,7.094471,45.366589,11.894163,131.971268,0,62.351467,84.961548,82.347801,8.243484,16.133528,8.208281,11.636620,8.269434,11.057253,9.084287,10.466286,9.344580,12.247293,10.804018,11.900861,10.898353,12.845942,0,0.00098,0.00112,0.00102,0.00361,0.00140,0.00134,0.00116,0.00108,5.898046,5.726731,-3.171316,1.47896,0.10992,3.27734,11.636620
0.024,0,0.000000,0,0,0,0,7.315108,1.193736,13.676177,4.761285,0,36.539783,15.919714,6.388159,4.621515,0,-10.512156,11.411880,0.000000,0,0,-7.781006,14.505966,0,7.086143,45.279484,11.940350,130.580551,0,63.173908,84.779495,82.363106,8.256558,16.181036,8.211003,11.612926,8.268019,11.045992,9.097645,10.468589,9.348520,12.251016,10.808690,11.907669,10.901565,12.855671,0,0.00107,0.00122,0.00106,0.00372,0.00146,0.00146,0.00118,0.00124,5.894388,5.724297,-3.149198,1.47791,0.11030,3.27770,11.612926
0.025,0,0.000000,0,0,0,0,7.312577,1.191031,13.690646,4.754100,0,36.004478,15.956017,6.387205,4.627140,0,-10.428192,11.401257,0.000000,0,0,-7.462240,14.498111,0,7.076994,45.000549,11.985696,129.443222,0,63.583790,84.839142,82.627396,8.262434,16.225346,8.213470,11.604466,8.267283,11.038006,9.111186,10.468799,9.349274,12.252841,10.812066,11.921515,10.901487,12.869257,0,0.00112,0.00125,0.00111,0.00370,0.00149,0.00155,0.00123,0.00133,5.890676,5.721673,-3.130726,1.47812,0.10947,3.27755,11.604466
0.026,0,0.000000,0,0,0,0,7.310047,1.188326,13.705115,4.746914,0,35.469173,15.992320,6.386250,4.632764,0,-10.344230,11.390633,0.000000,0,0,-7.143475,14.490255,0,7.067845,44.721611,12.031042,128.305893,0,63.993671,84.898788,82.891685,8.268310,16.269655,8.215936,11.596007,8.266549,11.030019,9.124727,10.469008,9.350027,12.254666,10.815441,11.935359,10.901411,12.882842,0,0.00118,0.00129,0.00111,0.00355,0.00148,0.00161,0.00128,0.00126,5.886965,5.718999,-3.112253,1.47745,0.10715,3.27751,11.596007
0.027,0,0.000000,0,0,0,0,7.307517,1.185621,13.719584,4.739729,0,34.933868,16.028624,6.385295,4.638388,0,-10.260266,11.380010,0.000000,0,0,-6.824709,14.482400,0,7.058696,44.442677,12.076388,127.168564,0,64.403557,84.958435,83.155975,8.274185,16.313965,8.218401,11.587548,8.265814,11.022033,9.138268,10.469218,9.350780,12.256493,10.818817,11.949204,10.901334,12.896428,0,0.00122,0.00132,0.00109,0.00347,0.00141,0.00162,0.00131,0.00121,5.883254,5.716229,-3.093781,1.47986,0.10684,3.27782,11.587548
0.028,0,0.000000,0,0,0,0,7.305094,1.183044,13.734332,4.732545,0,34.395687,16.064848,6.384380,4.643865,0,-10.174985,11.369402,0.000000,0,0,-6.500523,14.474580,0,7.049823,44.159065,12.121694,126.032753,0,64.818123,85.018875,83.422623,8.280118,16.358139,8.220881,11.578954,8.265095,11.014031,9.151723,10.469479,9.351618,12.258344,10.822245,11.962957,10.901436,12.910029,0,0.00123,0.00135,0.00108,0.00340,0.00140,0.00165,0.00136,0.00121,5.879562,5.713525,-3.075663,1.47899,0.11011,3.27789,11.578954
0.029,0,0.000000,0,0,0,0,7.306735,1.185241,13.759491,4.725419,0,33.749729,16.098116,6.384939,4.643809,0,-10.040314,11.359370,0.000000,0,0,-5.973295,14.468098,0,7.051291,43.700203,12.165470,124.953674,0,65.408203,85.109245,83.777351,8.288196,16.397264,8.223899,11.565259,8.264960,11.005473,9.161965,10.471630,9.355579,12.261153,10.827633,11.973261,10.908220,12.924208,0,0.00122,0.00137,0.00110,0.00340,0.00143,0.00164,0.00142,0.00122,5.876602,5.710946,-3.070825,1.47896,0.11145,3.27728,11.565259
0.030,0,0.000000,0,0,0,0,7.308375,1.187439,13.784650,4.718292,0,33.103767,16.131386,6.385498,4.643753,0,-9.905642,11.349339,0.000000,0,0,-5.446067,14.461616,0,7.052760,43.241341,12.209246,123.874596,0,65.998291,85.199608,84.132080,8.296273,16.436390,8.226916,11.551564,8.264825,10.996915,9.172208,10.473783,9.359542,12.263963,10.833022,11.983563,10.915005,12.938387,0,0.00123,0.00139,0.00112,0.00345,0.00148,0.00163,0.00143,0.00124,5.873642,5.708309,-3.065987,1.47833,0.11116,3.27681,11.551564
0.031,0,0.000000,0,0,0,0,7.310015,1.189637,13.809810,4.711165,0,32.457806,16.164656,6.386056,4.643698,0,-9.770969,11.339307,0.000000,0,0,-4.918839,14.455133,0,7.054228,42.782478,12.253021,122.795517,0,66.588371,85.289978,84.486809,8.304351,16.475515,8.229934,11.537869,8.264690,10.988357,9.182449,10.475935,9.363503,12.266772,10.838410,11.993867,10.921790,12.952566,0,0.00123,0.00139,0.00112,0.00345,0.00147,0.00164,0.00144,0.00119,5.870682,5.705560,-3.061149,1.47735,0.11128,3.27673,11.537869
0.032,0,0.000000,0,0,0,0,7.311628,1.191710,13.834914,4.704043,0,31.810472,16.197847,6.386557,4.643600,0,-9.635408,11.329288,0.000000,0,0,-4.385579,14.448708,0,7.055454,42.318237,12.296752,121.732323,0,67.170815,85.379494,84.853539,8.312355,16.515079,8.232822,11.524323,8.264571,10.979808,9.192791,10.478031,9.367382,12.269538,10.843732,12.004255,10.928611,12.966668,0,0.00124,0.00140,0.00110,0.00365,0.00149,0.00165,0.00150,0.00120,5.867714,5.702580,-3.056613,1.47613,0.11006,3.27663,11.524323
0.033,0,0.000000,0,0,0,0,7.312193,1.189111,13.857991,4.697085,0,31.111679,16.228132,6.384880,4.641905,0,-9.466544,11.319802,0.000000,0,0,-3.626335,14.444398,0,7.047595,41.652470,12.338783,121.264145,0,67.466888,85.436951,85.670006,8.317589,16.571095,8.230866,11.516284,8.265040,10.971603,9.206849,10.478038,9.368142,12.270645,10.846518,12.017822,10.936809,12.977907,0,0.00125,0.00141,0.00112,0.00373,0.00149,0.00169,0.00151,0.00120,5.864422,5.699154,-3.063396,1.47778,0.10775,3.27648,11.516284
0.034,0,0.000000,0,0,0,0,7.312758,1.186512,13.881068,4.690127,0,30.412884,16.258417,6.383203,4.640211,0,-9.297679,11.310315,0.000000,0,0,-2.867091,14.440088,0,7.039736,40.986702,12.380815,120.795975,0,67.762962,85.494408,86.486473,8.322823,16.627110,8.228911,11.508246,8.265510,10.963399,9.220907,10.478045,9.368902,12.271752,10.849304,12.031389,10.945006,12.989145,0,0.00128,0.00148,0.00113,0.00399,0.00149,0.00169,0.00152,0.00121,5.861130,5.695604,-3.070178,1.47861,0.10926,3.27635,11.508246
0.035,0,0.000000,0,0,0,0,7.313323,1.183914,13.904144,4.683169,0,29.714088,16.288702,6.381526,4.638517,0,-9.128815,11.300829,0.000000,0,0,-2.107847,14.435779,0,7.031878,40.320934,12.422846,120.327797,0,68.059044,85.551865,87.302940,8.328056,16.683125,8.226956,11.500208,8.265979,10.955194,9.234965,10.478052,9.369662,12.272859,10.852090,12.044956,10.953204,13.000383,0,0.00134,0.00156,0.00112,0.00408,0.00150,0.00171,0.00153,0.00122,5.857839,5.691813,-3.076961,1.47772,0.11250,3.27627,11.500208
0.036,0,0.000000,0,0,0,0,7.313910,1.181394,13.927100,4.676186,0,29.014906,16.318922,6.379875,4.636938,0,-8.958952,11.291365,0.000000,0,0,-1.342896,14.431565,0,7.024129,39.648838,12.464806,119.856995,0,68.361076,85.603462,88.105080,8.333282,16.738995,8.225050,11.492237,8.266521,10.947051,9.249039,10.478271,9.370470,12.274167,10.854891,12.058546,10.961295,13.011692,0,0.00139,0.00166,0.00116,0.00413,0.00153,0.00184,0.00163,0.00127,5.854558,5.688103,-3.083705,1.47885,0.11328,3.27633,11.492237
0.037,0,0.000000,0,0,0,0,7.315279,1.181841,13.945507,4.668286,0,28.301159,16.346741,6.379177,4.639653,0,-8.751727,11.282759,0.000000,0,0,-0.364138,14.430925,0,7.020513,38.739838,12.504094,119.287750,0,68.886452,85.435471,88.370407,8.338199,16.789356,8.224988,11.486777,8.269767,10.941199,9.263683,10.486464,9.373043,12.283014,10.858238,12.073016,10.965399,13.025632,0,0.00147,0.00176,0.00121,0.00414,0.00153,0.00209,0.00177,0.00133,5.851705,5.684550,-3.089035,1.47882,0.11226,3.27679,11.486777
0.038,0,0.000000,0,0,0,0,7.316647,1.182288,13.963913,4.660386,0,27.587414,16.374561,6.378479,4.642368,0,-8.544501,11.274152,0.000000,0,0,0.614620,14.430285,0,7.016896,37.830837,12.543383,118.718498,0,69.411827,85.267479,88.635735,8.343115,16.839720,8.224926,11.481318,8.273014,10.935348,9.278327,10.494655,9.375617,12.291862,10.861586,12.087486,10.969502,13.039572,0,0.00151,0.00179,0.00125,0.00384,0.00147,0.00219,0.00183,0.00134,5.848851,5.681209,-3.094365,1.47665,0.11124,3.27721,11.481318
0.039,0,0.000000,0,0,0,0,7.318016,1.182734,13.982320,4.652485,0,26.873667,16.402380,6.377782,4.645082,0,-8.337276,11.265545,0.000000,0,0,1.593378,14.429646,0,7.013279,36.921837,12.582670,118.149254,0,69.937202,85.099487,88.901054,8.348031,16.890083,8.224864,11.475859,8.276260,10.929496,9.292972,10.502847,9.378190,12.300708,10.864933,12.101956,10.973606,13.053512,0,0.00156,0.00188,0.00125,0.00342,0.00153,0.00229,0.00191,0.00134,5.845997,5.678276,-3.099694,1.47768,0.10988,3.27751,11.475859
0.040,0,0.000000,0,0,0,0,7.319321,1.183139,14.000666,4.644794,0,26.159960,16.430119,6.377060,4.647780,0,-8.128826,11.256958,0.000000,0,0,2.575810,14.429152,0,7.009622,36.006866,12.621851,117.590271,0,70.462021,84.935524,89.167938,8.352897,16.940254,8.224670,11.470267,8.279454,10.923549,9.307542,10.510932,9.380727,12.309440,10.868249,12.116385,10.977656,13.067407,0,0.00163,0.00189,0.00126,0.00336,0.00153,0.00229,0.00184,0.00137,5.843132,5.675645,-3.103976,1.47855,0.11019,3.27776,11.470267
0.041,0,0.000000,0,0,0,0,7.318251,1.181987,14.016727,4.644952,0,25.447695,16.454878,6.375442,4.649837,0,-7.874533,11.249090,0.000000,0,0,3.695901,14.434133,0,7.004433,34.868229,12.656978,117.415833,0,70.965858,84.922493,89.493141,8.355865,16.983242,8.219546,11.459728,8.280654,10.914029,9.319337,10.515034,9.381883,12.313850,10.870407,12.129265,10.979727,13.079607,0,0.00156,0.00180,0.00121,0.00337,0.00142,0.00219,0.00177,0.00133,5.839815,5.673594,-3.069000,1.47829,0.11245,3.27784,11.459728
0.042,0,0.000000,0,0,0,0,7.317180,1.180835,14.032789,4.645110,0,24.735428,16.479637,6.373823,4.651893,0,-7.620240,11.241223,0.000000,0,0,4.815991,14.439113,0,6.999244,33.729591,12.692104,117.241394,0,71.469696,84.909462,89.818336,8.358835,17.026230,8.214422,11.449189,8.281855,10.904509,9.331132,10.519135,9.383039,12.318260,10.872565,12.142145,10.981797,13.091807,0,0.00151,0.00176,0.00118,0.00343,0.00128,0.00206,0.00166,0.00131,5.836499,5.671867,-3.034025,1.47900,0.11394,3.27772,11.449189
0.043,0,0.000000,0,0,0,0,7.316110,1.179683,14.048852,4.645268,0,24.023163,16.504396,6.372204,4.653949,0,-7.365946,11.233356,0.000000,0,0,5.936082,14.444094,0,6.994054,32.590954,12.727231,117.066956,0,71.973534,84.896431,90.143539,8.361804,17.069218,8.209298,11.438650,8.283055,10.894989,9.342927,10.523236,9.384194,12.322671,10.874724,12.155025,10.983868,13.104008,0,0.00151,0.00171,0.00115,0.00327,0.00119,0.00197,0.00154,0.00122,5.833182,5.670763,-2.999050,1.47846,0.11262,3.27703,11.438650
0.044,0,0.000000,0,0,0,0,7.315015,1.178394,14.064922,4.645298,0,23.311192,16.529076,6.370689,4.656181,0,-7.109516,11.225515,0.000000,0,0,7.058041,14.449185,0,6.988941,31.448404,12.762197,116.885147,0,72.479309,84.891541,90.464661,8.364932,17.112398,8.204367,11.428182,8.284344,10.885524,9.354664,10.527376,9.385467,12.327112,10.877000,12.168004,10.985946,13.116318,0,0.00145,0.00160,0.00110,0.00308,0.00113,0.00187,0.00154,0.00110,5.829865,5.669989,-2.963068,1.47836,0.11026,3.27665,11.428182
0.045,0,0.000000,0,0,0,0,7.313025,1.172006,14.081333,4.640521,0,22.610271,16.550806,6.373028,4.665025,0,-6.773013,11.218644,0.000000,0,0,8.249979,14.458472,0,6.986690,30.159220,12.791157,116.427422,0,73.057816,85.191521,90.632957,8.373981,17.162794,8.206627,11.420383,8.288930,10.878107,9.364255,10.532949,9.391118,12.332736,10.883670,12.184716,10.988288,13.132760,0,0.00148,0.00159,0.00106,0.00276,0.00109,0.00187,0.00152,0.00100,5.826509,5.669846,-2.889386,1.47877,0.10924,3.27719,11.420383
0.046,0,0.000000,0,0,0,0,7.311035,1.165618,14.097744,4.635743,0,21.909351,16.572536,6.375368,4.673869,0,-6.436510,11.211773,0.000000,0,0,9.441918,14.467759,0,6.984439,28.870035,12.820117,115.969688,0,73.636322,85.491501,90.801254,8.383031,17.213190,8.208888,11.412585,8.293516,10.870690,9.373845,10.538523,9.396770,12.338360,10.890341,12.201428,10.990629,13.149202,0,0.00146,0.00158,0.00109,0.00269,0.00109,0.00184,0.00150,0.00117,5.823154,5.670100,-2.815705,1.47802,0.11046,3.27741,11.412585
