"Time","17 Hipy (cm)","25 toey (cm)"
0.226,9.520941,8.082065
0.227,9.514076,8.152874
0.228,9.507212,8.223682
0.229,9.500800,8.258316
0.230,9.495353,8.216078
0.231,9.489905,8.173840
0.232,9.484457,8.131600
0.233,9.477998,8.103218
0.234,9.469388,8.104280
0.235,9.460777,8.105341
0.236,9.452168,8.106402
0.237,9.442896,8.218903
0.238,9.432217,8.568210
0.239,9.421538,8.917517
0.240,9.410859,9.266824
0.241,9.400611,9.509634
0.242,9.391275,9.526137
0.243,9.381940,9.542641
0.244,9.372604,9.559144
0.245,9.364717,9.453668
0.246,9.359902,9.088982
0.247,9.355088,8.724297
0.248,9.350274,8.359611
0.249,9.344582,8.111180
0.250,9.337019,8.109792
0.251,9.329457,8.108403
0.252,9.321895,8.107015
0.253,9.315752,8.198776
0.254,9.312624,8.488480
0.255,9.309497,8.778184
0.256,9.306370,9.067888
0.257,9.304170,9.263596
0.258,9.303940,9.259561
0.259,9.303710,9.255526
0.260,9.303481,9.251491
0.261,9.304914,9.326860
0.262,9.309882,9.570965
0.263,9.314849,9.815069
0.264,9.319817,10.059175
0.265,9.328338,10.227051
0.266,9.344412,10.232942
0.267,9.360485,10.238833
0.268,9.376559,10.244724
0.269,9.394994,10.074084
0.270,9.418447,9.528315
0.271,9.441898,8.982545
0.272,9.465351,8.436775
0.273,9.485415,8.065768
0.274,9.498278,8.066132
0.275,9.511141,8.066495
0.276,9.524003,8.066858
0.277,9.536776,8.069125
0.278,9.549355,8.075438
0.279,9.561934,8.081752
0.280,9.574512,8.088065
0.281,9.586513,8.096286
0.282,9.597282,8.108561
0.283,9.608052,8.120834
0.284,9.618822,8.133108
0.285,9.631372,8.132435
0.286,9.647705,8.104246
0.287,9.664039,8.076058
0.288,9.680372,8.047870
0.289,9.696385,8.041901
0.290,9.711718,8.083149
0.291,9.727051,8.124396
0.292,9.742383,8.165645
0.293,9.756879,8.188148
0.294,9.769595,8.170822
0.295,9.782311,8.153495
0.296,9.795028,8.136168
0.297,9.804722,8.129826
0.298,9.807993,8.146823
0.299,9.811264,8.163821
0.300,9.814535,8.180819
0.301,9.818460,8.199612
0.302,9.823773,8.222221
0.303,9.829087,8.244830
0.304,9.834400,8.267440
0.305,9.837863,8.270870
0.306,9.837392,8.233544
0.307,9.836920,8.196218
0.308,9.836449,8.158893
0.309,9.837106,8.129535
0.310,9.840159,8.117110
0.311,9.843214,8.104685
0.312,9.846268,8.092260
0.313,9.847439,8.078684
0.314,9.844606,8.062661
0.315,9.841774,8.046638
0.316,9.838942,8.030614
0.317,9.833930,8.017276
0.318,9.824286,8.009645
0.319,9.814641,8.002012
0.320,9.804996,7.994381
0.321,9.794528,7.987682
0.322,9.782308,7.982965
0.323,9.770087,7.978247
0.324,9.757867,7.973529
0.325,9.747652,7.969433
0.326,9.741700,7.966657
0.327,9.735748,7.963881
0.328,9.729797,7.961104
0.329,9.724632,7.959069
0.330,9.721138,7.958607
0.331,9.717645,7.958146
0.332,9.714150,7.957684
0.333,9.711425,7.960286
0.334,9.710331,7.969400
0.335,9.709238,7.978514
0.336,9.708144,7.987628
0.337,9.706262,7.992408
0.338,9.702703,7.987977
0.339,9.699145,7.983545
0.340,9.695587,7.979114
0.341,9.693027,7.981543
0.342,9.692588,7.998553
0.343,9.692149,8.015563
0.344,9.691710,8.032573
0.345,9.693250,8.046093
0.346,9.698995,8.052198
0.347,9.704740,8.058303
0.348,9.710485,8.064408
0.349,9.716134,8.070248
0.350,9.721579,8.075523
0.351,9.727023,8.080799
0.352,9.732469,8.086075
0.353,9.739712,8.095313
0.354,9.750777,8.112969
0.355,9.761843,8.130627
0.356,9.772908,8.148283
0.357,9.782462,8.163138
0.358,9.788806,8.172039
0.359,9.795149,8.180940
0.360,9.801492,8.189840
0.361,9.807342,8.200130
0.362,9.812144,8.213370
0.363,9.816947,8.226610
0.364,9.821750,8.239850
0.365,9.825280,8.249639
0.366,9.826109,8.252094
0.367,9.826938,8.254549
0.368,9.827766,8.257005
0.369,9.829051,8.255661
0.370,9.831304,8.246242
0.371,9.833555,8.236823
0.372,9.835808,8.227404
0.373,9.836121,8.215436
0.374,9.832313,8.198051
0.375,9.828505,8.180668
0.376,9.824697,8.163283
0.377,9.819865,8.127419
0.378,9.812860,8.052285
0.379,9.805854,7.977151
0.380,9.798848,7.902017
0.381,9.791010,7.856289
0.382,9.781401,7.873050
0.383,9.771792,7.889811
0.384,9.762183,7.906571
0.385,9.754659,7.928126
0.386,9.751561,7.959869
0.387,9.748465,7.991613
0.388,9.745367,8.023356
0.389,9.742599,8.042372
0.390,9.740526,8.034341
0.391,9.738454,8.026309
0.392,9.736382,8.018278
0.393,9.733065,8.010056
0.394,9.727101,8.001431
0.395,9.721137,7.992804
0.396,9.715174,7.984178
0.397,9.710846,7.977788
0.398,9.709995,7.976151
0.399,9.709145,7.974513
0.400,9.708294,7.972875
0.401,9.708842,7.972215
0.402,9.712363,7.973629
0.403,9.715885,7.975045
0.404,9.719407,7.976460
0.405,9.723454,7.976956
0.406,9.728614,7.975500
0.407,9.733774,7.974043
0.408,9.738935,7.972586
0.409,9.744102,7.973110
0.410,9.749285,7.977840
0.411,9.754468,7.982572
0.412,9.759650,7.987302
0.413,9.764520,7.990631
0.414,9.768722,7.990978
0.415,9.772924,7.991324
0.416,9.777126,7.991672
0.417,9.780977,7.981946
0.418,9.784084,7.950816
0.419,9.787191,7.919686
0.420,9.790298,7.888556
0.421,9.792177,7.877993
0.422,9.791448,7.911132
0.423,9.790717,7.944272
0.424,9.789988,7.977411
0.425,9.788188,7.999823
0.426,9.784117,7.999439
0.427,9.780046,7.999055
0.428,9.775974,7.998672
0.429,9.772161,7.998104
0.430,9.768896,7.997146
0.431,9.765631,7.996188
0.432,9.762365,7.995231
0.433,9.758435,7.994862
0.434,9.753092,7.995744
0.435,9.747748,7.996627
0.436,9.742405,7.997509
0.437,9.737776,7.998509
0.438,9.734665,7.999757
0.439,9.731554,8.001004
0.440,9.728442,8.002252
0.441,9.725969,8.001339
0.442,9.724854,7.995836
0.443,9.723737,7.990333
0.444,9.722620,7.984830
0.445,9.720450,7.981839
0.446,9.716043,7.984185
0.447,9.711637,7.986532
0.448,9.707230,7.988879
0.449,9.704130,7.991624
0.450,9.703807,7.995218
0.451,9.703484,7.998812
0.452,9.703160,8.002406
0.453,9.702942,8.004179
0.454,9.702946,8.002084
0.455,9.702950,7.999989
0.456,9.702953,7.997894
0.457,9.703094,7.996005
0.458,9.703524,7.994554
0.459,9.703954,7.993102
0.460,9.704384,7.991651
0.461,9.704717,7.990820
0.462,9.704842,7.991307
0.463,9.704967,7.991794
0.464,9.705092,7.992281
0.465,9.705181,7.992059
0.466,9.705193,7.990328
0.467,9.705203,7.988597
0.468,9.705215,7.986867
0.469,9.705412,7.986422
0.470,9.706005,7.988708
0.471,9.706599,7.990994
0.472,9.707192,7.993281
0.473,9.707759,7.994157
0.474,9.708267,7.992037
0.475,9.708776,7.989916
0.476,9.709285,7.987795
0.477,9.710155,7.986773
0.478,9.711793,7.988082
0.479,9.713431,7.989392
0.480,9.715070,7.990702
0.481,9.716128,7.990978
0.482,9.715956,7.989056
0.483,9.715782,7.987134
0.484,9.715610,7.985211
0.485,9.715634,7.983094
0.486,9.716080,7.980562
0.487,9.716525,7.978030
0.488,9.716970,7.975497
0.489,9.717629,7.974180
0.490,9.718740,7.975446
0.491,9.719851,7.976712
0.492,9.720962,7.977977
0.493,9.721389,7.978116
0.494,9.720365,7.975861
0.495,9.719340,7.973605
0.496,9.718315,7.971349
0.497,9.716539,7.970638
0.498,9.713166,7.973209
0.499,9.709793,7.975780
0.500,9.706419,7.978352
0.501,9.702742,7.979586
0.502,9.698418,7.977981
0.503,9.694094,7.976375
0.504,9.689770,7.974769
0.505,9.686169,7.973230
0.506,9.684105,7.971833
0.507,9.682041,7.970437
0.508,9.679977,7.969039
0.509,9.679187,7.968955
0.510,9.681103,7.971657
0.511,9.683019,7.974360
0.512,9.684935,7.977063
0.513,9.686737,7.978418
0.514,9.688300,7.976911
0.515,9.689863,7.975404
0.516,9.691426,7.973897
0.517,9.694733,7.972518
0.518,9.701743,7.971413
0.519,9.708755,7.970307
0.520,9.715766,7.969202
0.521,9.722629,7.968019
0.522,9.729177,7.966672
0.523,9.735724,7.965326
0.524,9.742271,7.963979
0.525,9.748230,7.963931
0.526,9.752935,7.966643
0.527,9.757641,7.969355
0.528,9.762347,7.972066
0.529,9.767743,7.974256
0.530,9.774605,7.975334
0.531,9.781467,7.976413
0.532,9.788329,7.977492
0.533,9.795079,7.978635
0.534,9.801591,7.979913
0.535,9.808102,7.981191
0.536,9.814613,7.982470
0.537,9.820580,7.983415
0.538,9.825390,7.983652
0.539,9.830200,7.983888
0.540,9.835010,7.984125
0.541,9.839058,7.983865
0.542,9.841487,7.982548
0.543,9.843915,7.981232
0.544,9.846344,7.979915
0.545,9.848014,7.978841
0.546,9.848070,7.978280
0.547,9.848125,7.977719
0.548,9.848182,7.977159
0.549,9.848188,7.976050
0.550,9.848092,7.973779
0.551,9.847995,7.971507
0.552,9.847898,7.969235
0.553,9.847855,7.967107
0.554,9.847924,7.965286
0.555,9.847995,7.963464
0.556,9.848065,7.961642
0.557,9.847915,7.959933
0.558,9.847297,7.958463
0.559,9.846678,7.956992
0.560,9.846060,7.955522
0.561,9.845716,7.954560
0.562,9.845956,7.954677
0.563,9.846195,7.954794
0.564,9.846435,7.954912
0.565,9.845651,7.954740
0.566,9.842693,7.953952
0.567,9.839735,7.953165
0.568,9.836777,7.952377
0.569,9.833851,7.951572
0.570,9.830994,7.950729
0.571,9.828136,7.949886
0.572,9.825278,7.949044
0.573,9.822618,7.948405
0.574,9.820375,7.948199
0.575,9.818133,7.947993
0.576,9.815891,7.947787
0.577,9.814762,7.948216
0.578,9.816000,7.949996
0.579,9.817237,7.951776
0.580,9.818475,7.953556
0.581,9.818851,7.953469
0.582,9.817401,7.949417
0.583,9.815950,7.945364
0.584,9.814499,7.941312
0.585,9.813500,7.938282
0.586,9.813461,7.937421
0.587,9.813422,7.936561
0.588,9.813384,7.935700
