"Time","48 L marks","47 R marks","46 sw offset","45 sw onset","44 miry (cm)","43 mirx (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","39a FRx (cm)","39 FRx (cm)","35a HRx (cm)","35 HRx (cm)","37a FLx (cm)","37 FLx (cm)","33a HLx (cm)","33 HLx (cm)","38 FLy (cm)","36 HRy (cm)","34 HLy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 Gs","9 TA","8 St","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch"
0.054,1,0,0,0,7.053879,0.343518,5.727619,16.301771,4.908855,-8.271912,17.722088,14.552203,13.509073,-4.985856,18.570398,-0.097807,13.351784,6.470604,3.259089,6.800127,161.656586,0,42.132305,88.240051,128.023682,8.060013,18.311026,8.011589,13.699468,8.223181,13.454976,8.539468,13.266150,8.039756,14.891008,9.389823,15.261230,9.804812,16.253857,0,-0.01754,-0.01265,-0.02157,0.00356,0.00702,-0.01296,0.00313,0.00503,-1.49803,0.10070,3.27717
0.055,0,0,0,0,7.054107,0.343647,5.729636,16.305025,4.906273,-8.231569,17.713913,15.648094,13.522924,-4.809685,18.566383,0.889713,13.349941,6.469483,3.261642,6.795969,159.459030,0,43.518456,88.395782,128.318314,8.057066,18.302660,8.016191,13.693649,8.226338,13.445705,8.544106,13.268248,8.038380,14.891278,9.386123,15.270175,9.800418,16.264681,0,-0.01737,-0.01348,-0.01999,0.00486,0.02111,-0.01384,0.00519,0.01937,-1.49788,0.09594,3.27656
0.056,0,0,0,0,7.054175,0.343887,5.730605,16.307076,4.905849,-8.211598,17.705893,16.633869,13.541424,-4.775987,18.562197,1.968768,13.352936,6.468419,3.260073,6.796067,140.974457,0,64.570946,80.962128,121.271935,8.054345,18.295256,8.025548,13.668882,8.237292,13.440812,8.553243,13.449997,8.034917,15.068883,9.383893,15.279064,9.796027,16.271276,0,-0.01839,-0.01316,-0.01938,0.00238,0.00234,-0.01177,0.00667,-0.00258,-1.50211,0.09190,3.27709
0.057,0,0,0,0,7.054229,0.344137,5.731482,16.309023,4.905613,-8.193399,17.697886,17.610069,13.560327,-4.754678,18.557995,3.055783,13.356351,6.467360,3.258144,6.796535,121.073639,0,87.333557,72.868530,113.587196,8.051643,18.287937,8.035318,13.642467,8.248923,13.436300,8.562772,13.647368,8.031272,15.261908,9.381790,15.287950,9.791637,16.277504,0,-0.01900,-0.01270,-0.02050,0.00358,0.01115,-0.01309,0.00653,0.00403,-1.50091,0.09059,3.27770
0.058,0,0,0,0,7.054283,0.344386,5.732359,16.310970,4.905377,-8.175200,17.689878,18.586267,13.579229,-4.733370,18.553793,4.142798,13.359766,6.466301,3.256216,6.797002,101.172813,0,110.096161,64.774933,105.902466,8.048942,18.280617,8.045089,13.616054,8.260554,13.431788,8.572301,13.844740,8.027627,15.454933,9.379687,15.296834,9.787248,16.283731,0,-0.01819,-0.01313,-0.02019,0.00032,0.00956,-0.01260,0.00647,0.00303,-1.49844,0.08793,3.27774
0.059,0,0,0,0,7.054338,0.344635,5.733236,16.312918,4.905141,-8.157001,17.681871,19.562468,13.598132,-4.712061,18.549591,5.229813,13.363181,6.465242,3.254288,6.797469,81.271988,0,132.858765,56.681332,98.217728,8.046240,18.273296,8.054858,13.589639,8.272185,13.427277,8.581830,14.042110,8.023983,15.647958,9.377584,15.305719,9.782857,16.289959,0,-0.01764,-0.01345,-0.02045,0.00463,0.00859,-0.01261,0.00488,0.00149,-1.49764,0.08310,3.27774
0.060,0,0,0,0,7.052808,0.341831,5.735177,16.315815,4.907557,-8.154658,17.673712,20.367561,13.620010,-4.822451,18.544409,6.292860,13.371058,6.468002,3.254726,6.793825,79.123138,0,136.208038,55.829933,97.640381,8.045261,18.262478,8.060078,13.587386,8.293877,13.423186,8.587176,14.071720,8.023127,15.675386,9.376729,15.317951,9.782419,16.300661,0,-0.01638,-0.01376,-0.01983,0.00267,0.03799,-0.01131,0.00419,0.03712,-1.49869,0.07923,3.27795
0.061,0,0,0,0,7.051141,0.338761,5.737209,16.318794,4.910203,-8.153694,17.665541,21.157774,13.642148,-4.944293,18.539141,7.353822,13.379322,6.471095,3.255371,6.789824,78.517944,0,137.869171,55.608292,97.681061,8.044433,18.251354,8.064901,13.587235,8.316443,13.419133,8.592158,14.086741,8.022512,15.688416,9.375981,15.330474,9.782325,16.311752,0,-0.01459,-0.01166,-0.02137,0.00058,0.04573,-0.01281,0.00238,-0.02706,-1.49675,0.07785,3.27818
0.062,0,0,0,0,7.049474,0.335691,5.739243,16.321772,4.912848,-8.152731,17.657370,21.947989,13.664286,-5.066134,18.533873,8.414785,13.387587,6.474187,3.256015,6.785822,77.912743,0,139.530319,55.386650,97.721741,8.043604,18.240231,8.069725,13.587084,8.339010,13.415079,8.597141,14.101763,8.021899,15.701446,9.375234,15.342997,9.782231,16.322845,0,-0.02057,-0.01301,-0.01877,0.02449,0.04134,-0.01237,0.01030,-0.00684,-1.49792,0.07573,3.27777
0.063,0,0,0,0,7.047808,0.332621,5.741275,16.324751,4.915494,-8.151768,17.649199,22.738201,13.686422,-5.187976,18.528605,9.475748,13.395852,6.477279,3.256660,6.781820,77.307549,0,141.191467,55.165009,97.762421,8.042776,18.229109,8.074549,13.586933,8.361576,13.411025,8.602123,14.116784,8.021285,15.714475,9.374486,15.355520,9.782137,16.333937,0,-0.01985,-0.01488,-0.02426,-0.00956,-0.00157,-0.01308,0.00181,0.00355,-1.49698,0.07328,3.27731
0.064,0,0,0,0,7.047990,0.333685,5.744251,16.330849,4.917086,-8.150119,17.641008,23.360804,13.710921,-5.318419,18.523352,10.431772,13.407532,6.476949,3.263469,6.778593,87.974899,0,141.585648,55.248177,98.164711,8.041136,18.222279,8.091098,13.531066,8.372376,13.413589,8.607141,14.126502,8.020718,15.722123,9.375624,15.369893,9.784903,16.346544,0,-0.01522,-0.01183,-0.01649,0.00841,0.01310,-0.01445,0.00516,0.00141,-1.49674,0.07045,3.27735
0.065,0,0,0,0,7.048333,0.335109,5.747309,16.337217,4.918586,-8.148410,17.632818,23.968830,13.735625,-5.449608,18.518101,11.378672,13.419508,6.476320,3.270814,6.775434,99.622475,0,141.869644,55.357849,98.598434,8.039425,18.215824,8.108666,13.470353,8.382154,13.416730,8.612163,14.135759,8.020154,15.729303,9.376925,15.384427,9.787917,16.359283,0,-0.02003,-0.01423,-0.01785,0.00043,0.00630,-0.01087,0.00538,0.00341,-1.49711,0.07773,3.27743
0.066,0,0,0,0,7.048676,0.336533,5.750366,16.343586,4.920086,-8.146701,17.624626,24.576857,13.760329,-5.580798,18.512850,12.325571,13.431485,6.475692,3.278160,6.772274,111.270050,0,142.153656,55.467522,99.032166,8.037714,18.209370,8.126235,13.409641,8.391931,13.419870,8.617184,14.145017,8.019590,15.736484,9.378228,15.398962,9.790931,16.372023,0,-0.01718,-0.01379,-0.02308,-0.00200,-0.00544,-0.01323,0.00828,0.00013,-1.49660,0.09211,3.27744
0.067,0,0,0,0,7.049020,0.337957,5.753424,16.349955,4.921586,-8.144992,17.616436,25.184883,13.785034,-5.711988,18.507597,13.272470,13.443461,6.475063,3.285505,6.769114,122.917618,0,142.437668,55.577194,99.465889,8.036003,18.202915,8.143803,13.348929,8.401708,13.423011,8.622205,14.154273,8.019026,15.743665,9.379530,15.413496,9.793945,16.384762,0,-0.02024,-0.01324,-0.02323,0.00311,0.01202,-0.01325,-0.00220,-0.00125,-1.49872,0.09678,3.27744
0.068,0,0,0,0,7.048306,0.335944,5.757176,16.353697,4.921803,-8.134866,17.608231,25.665581,13.811573,-5.851330,18.501802,14.122885,13.458529,6.475375,3.288644,6.768243,127.433739,0,143.167831,55.667171,99.470711,8.037941,18.190096,8.157989,13.330832,8.414693,13.433854,8.625082,14.164152,8.022141,15.753636,9.383117,15.425399,9.796576,16.398031,0,-0.01160,-0.01261,-0.01728,0.01248,0.00771,-0.01379,0.01291,0.00270,-1.49685,0.09534,3.27808
0.069,0,0,0,0,7.047499,0.333631,5.760988,16.357210,4.921909,-8.124008,17.600023,26.135206,13.838272,-5.991381,18.495958,14.964910,13.473866,6.475769,3.291417,6.767571,131.329727,0,143.936798,55.755436,99.438240,8.040196,18.176723,8.171881,13.316442,8.427958,13.445367,8.627772,14.174085,8.025577,15.763851,9.386902,15.437074,9.799172,16.411346,0,-0.01693,-0.01132,-0.01696,-0.00906,-0.00356,-0.01383,0.01019,0.00036,-1.49848,0.10390,3.27876
0.070,0,0,0,0,7.046693,0.331319,5.764801,16.360723,4.922016,-8.113150,17.591818,26.604832,13.864971,-6.131432,18.490116,15.806935,13.489203,6.476162,3.294191,6.766899,135.225708,0,144.705765,55.843704,99.405769,8.042452,18.163351,8.185773,13.302052,8.441222,13.456881,8.630464,14.184017,8.029012,15.774065,9.390687,15.448748,9.801768,16.424662,0,-0.01363,-0.01867,-0.02330,0.01733,-0.00196,-0.01102,0.00107,-0.00663,-1.49940,0.11412,3.27817
0.071,0,0,0,1,7.045886,0.329007,5.768612,16.364239,4.922122,-8.102292,17.583611,27.074455,13.891670,-6.271483,18.484272,16.648960,13.504540,6.476555,3.296964,6.766228,139.121704,0,145.474716,55.931969,99.373299,8.044707,18.149979,8.199665,13.287661,8.454487,13.468393,8.633154,14.193950,8.032447,15.784280,9.394472,15.460423,9.804365,16.437977,0,-0.03470,-0.02744,-0.06907,-0.00603,-0.02210,-0.01381,-0.00556,-0.06609,-1.49938,0.11573,3.27748
0.072,0,0,0,0,7.046728,0.327844,5.772290,16.373594,4.920410,-8.079937,17.575474,27.466131,13.919600,-6.403026,18.477631,17.413948,13.522642,6.476067,3.310161,6.766294,138.999939,0,144.202179,55.299603,99.158562,8.046941,18.140694,8.197157,13.303197,8.454763,13.479204,8.649399,14.218596,8.036885,15.804244,9.397717,15.475539,9.807702,16.453814,0,-0.01261,-0.00859,0.00856,-0.01443,0.01619,-0.01117,0.01154,0.01932,-1.49728,0.11394,3.27686
0.073,0,0,0,0,7.047713,0.326781,5.775956,16.383457,4.918540,-8.056581,17.567345,27.851028,13.947639,-6.533828,18.470921,18.172239,13.540983,6.475501,3.324265,6.766425,138.528793,0,142.752121,54.604572,98.927971,8.049171,18.131763,8.193223,13.321335,8.453910,13.489954,8.666822,14.244520,8.041410,15.825056,9.400916,15.490955,9.811104,16.469868,0,-0.01785,-0.02451,-0.00373,-0.03538,0.00924,-0.01323,-0.00096,0.00265,-1.49668,0.11810,3.27625
0.074,0,0,0,0,7.048698,0.325719,5.779621,16.393322,4.916670,-8.033227,17.559214,28.235926,13.975676,-6.664630,18.464211,18.930531,13.559325,6.474935,3.338369,6.766556,138.057663,0,141.302063,53.909546,98.697380,8.051403,18.122833,8.189288,13.339473,8.453056,13.500704,8.684246,14.270446,8.045937,15.845867,9.404114,15.506372,9.814506,16.485922,0,-0.01725,-0.00624,-0.02579,0.01069,-0.00672,-0.01326,0.01181,-0.00328,-1.49729,0.12108,3.27629
0.075,0,0,0,0,7.049683,0.324656,5.783287,16.403185,4.914801,-8.009871,17.551083,28.620823,14.003713,-6.795433,18.457500,19.688820,13.577666,6.474370,3.352472,6.766686,137.586517,0,139.851990,53.214516,98.466789,8.053635,18.113905,8.185354,13.357611,8.452203,13.511453,8.701669,14.296371,8.050462,15.866679,9.407312,15.521789,9.817907,16.501978,0,-0.01649,-0.01493,-0.06229,-0.00143,0.05467,-0.01177,0.00536,-0.01779,-1.49784,0.11986,3.27636
0.076,0,0,0,0,7.050166,0.325784,5.781907,16.413195,4.915697,-7.981883,17.543133,28.946255,14.032948,-6.916127,18.450315,20.369173,13.599015,6.476239,3.358098,6.780204,141.429642,0,133.039383,52.807457,98.160522,8.054534,18.110212,8.170040,13.358220,8.433733,13.632119,8.714346,14.321855,8.056935,15.889561,9.412678,15.540406,9.819736,16.518106,0,-0.01756,-0.01275,0.01097,0.00367,0.00451,-0.01356,0.00994,0.04409,-1.49651,0.11854,3.27687
0.077,0,0,0,0,7.050604,0.327103,5.780089,16.423216,4.916833,-7.953491,17.535198,29.266516,14.062289,-7.035942,18.443087,21.042751,13.620625,6.478320,3.362986,6.794886,145.647903,0,125.760452,52.425438,97.847672,8.055317,18.106977,8.153736,13.357306,8.413733,13.762344,8.726611,14.347300,8.063577,15.912622,9.418232,15.559302,9.821427,16.534243,0,-0.01882,-0.01340,-0.02291,0.00606,0.13674,-0.01311,0.00486,-0.00253,-1.49796,0.11955,3.27740
0.078,0,0,0,0,7.051043,0.328422,5.778272,16.433237,4.917970,-7.925099,17.527264,29.586777,14.091630,-7.155757,18.435860,21.716328,13.642235,6.480401,3.367875,6.809568,149.866180,0,118.481529,52.043419,97.534828,8.056101,18.103741,8.137432,13.356391,8.393731,13.892569,8.738875,14.372745,8.070219,15.935684,9.423786,15.578199,9.823118,16.550377,0,-0.01837,-0.01378,-0.01957,0.00095,-0.00050,-0.01162,0.00620,-0.00595,-1.49989,0.11856,3.27722
0.079,0,0,0,0,7.051482,0.329741,5.776453,16.443258,4.919106,-7.896708,17.519329,29.907036,14.120971,-7.275572,18.428631,22.389904,13.663844,6.482482,3.372763,6.824250,154.084442,0,111.202599,51.661400,97.221977,8.056884,18.100506,8.121129,13.355476,8.373731,14.022794,8.751140,14.398190,8.076861,15.958746,9.429340,15.597095,9.824810,16.566513,0,-0.01751,-0.01374,-0.02009,0.00432,-0.06570,-0.01183,0.00585,0.01121,-1.49407,0.11622,3.27699
0.080,0,0,0,0,7.052021,0.327021,5.778998,16.448221,4.917408,-7.874449,17.511534,30.177603,14.151753,-7.371607,18.421148,22.953598,13.687766,6.484678,3.387064,6.861819,143.214584,0,120.494629,51.307686,96.320305,8.056997,18.094912,8.142903,13.327980,8.436626,13.868340,8.754372,14.428094,8.093040,15.993960,9.439721,15.612996,9.832727,16.580036,0,-0.01822,-0.01334,-0.01912,0.00228,-0.05421,-0.01136,0.00482,0.00141,-1.49782,0.11558,3.27726
0.081,0,0,0,0,7.052569,0.323949,5.781922,16.452745,4.915463,-7.852723,17.503750,30.443846,14.182662,-7.465574,18.413641,23.507738,13.711888,6.486885,3.402183,6.901378,131.032730,0,131.227615,50.956432,95.367432,8.057052,18.089111,8.167989,13.298173,8.506731,13.689133,8.756819,14.458385,8.110048,16.030231,9.450521,15.628637,9.841187,16.593332,0,-0.01849,-0.01351,-0.03315,-0.00005,-0.00266,-0.01232,0.01270,-0.00563,-1.49612,0.11618,3.27757
0.082,0,0,0,0,7.053116,0.320878,5.784847,16.457270,4.913518,-7.830997,17.495966,30.710091,14.213571,-7.559541,18.406136,24.061878,13.736011,6.489091,3.417302,6.940938,118.850861,0,141.960602,50.605179,94.414551,8.057107,18.083313,8.193074,13.268366,8.576836,13.509924,8.759265,14.488677,8.127057,16.066502,9.461322,15.644278,9.849646,16.606628,0,-0.01515,-0.01296,-0.11550,0.01752,0.05448,-0.01087,0.00184,0.02429,-1.49708,0.11490,3.27737
0.083,0,0,0,0,7.053664,0.317806,5.787771,16.461794,4.911573,-7.809271,17.488182,30.976336,14.244479,-7.653507,18.398630,24.616018,13.760133,6.491297,3.432421,6.980496,106.668991,0,152.693573,50.253925,93.461678,8.057161,18.077513,8.218161,13.238558,8.646940,13.330716,8.761712,14.518969,8.144065,16.102774,9.472122,15.659919,9.858104,16.619923,0,-0.01843,-0.01476,0.01742,-0.01330,-0.01959,-0.01177,0.00684,0.01671,-1.49653,0.11325,3.27714
0.084,0,0,0,0,7.054580,0.322210,5.789274,16.469925,4.910941,-7.797891,17.480448,31.192532,14.276177,-7.723803,18.390755,25.045031,13.786207,6.489215,3.456318,6.945656,112.266632,0,130.114517,50.222733,92.979523,8.059198,18.075705,8.173913,13.688347,8.556718,13.647091,8.763878,14.533960,8.156010,16.121479,9.481054,15.669746,9.865849,16.631596,0,-0.01738,-0.01294,-0.02489,0.00562,0.01456,-0.01241,0.00775,0.00219,-1.49915,0.11369,3.27720
0.085,0,0,0,0,7.055529,0.327263,5.790654,16.478369,4.910422,-7.787410,17.472719,31.404377,14.307943,-7.792040,18.382847,25.463161,13.812451,6.486761,3.480978,6.904347,119.410324,0,104.638763,50.219372,92.538307,8.061407,18.074244,8.123637,14.179839,8.452553,14.006559,8.766019,14.547622,8.167514,16.138657,9.489823,15.679069,9.873532,16.643126,0,-0.01764,-0.01304,-0.01638,0.00236,0.00817,-0.01306,0.01385,0.00292,-1.49533,0.11498,3.27728
0.086,0,0,0,0,7.056477,0.332316,5.792034,16.486813,4.909904,-7.776930,17.464989,31.616220,14.339710,-7.860278,18.374939,25.881292,13.838696,6.484306,3.505637,6.863038,126.554016,0,79.163002,50.216011,92.097092,8.063616,18.072783,8.073361,14.671331,8.348389,14.366028,8.768160,14.561284,8.179018,16.155836,9.498592,15.688392,9.881216,16.654655,0,-0.01734,-0.01355,0.02554,0.00240,-0.02155,-0.01055,-0.02768,-0.01489,-1.49894,0.11469,3.27693
0.087,0,0,0,0,7.057425,0.337370,5.793414,16.495256,4.909386,-7.766449,17.457258,31.828066,14.371476,-7.928515,18.367033,26.299423,13.864940,6.481851,3.530297,6.821728,133.697693,0,53.687244,50.212646,91.655869,8.065825,18.071320,8.023085,15.162824,8.244225,14.725497,8.770301,14.574945,8.190522,16.173014,9.507361,15.697714,9.888899,16.666185,0,-0.01631,-0.01351,0.12583,0.00377,-0.07723,-0.01309,0.02129,-0.04459,-1.49851,0.11385,3.27654
0.088,0,0,0,0,7.055820,0.337643,5.796133,16.505724,4.909746,-7.768581,17.449600,32.011192,14.403584,-7.980357,18.358910,26.585939,13.892450,6.481056,3.541535,6.811426,143.456818,0,54.328362,50.139301,90.865730,8.063800,18.050974,7.995864,15.089255,8.259378,14.739321,8.769438,14.586883,8.203296,16.189650,9.515249,15.701582,9.894384,16.675579,0,-0.01885,-0.01349,-0.02520,0.00364,0.00259,-0.01262,0.00608,0.02831,-1.49980,0.11450,3.27702
0.089,0,0,0,0,7.053992,0.337501,5.798968,16.516369,4.910182,-7.771810,17.441948,32.191826,14.435723,-8.030772,18.350767,26.861010,13.920071,6.480406,3.551606,6.803821,153.443344,0,57.240513,50.059872,90.045250,8.061405,18.028986,7.970648,14.966552,8.284908,14.723088,8.768312,14.598671,8.216180,16.206238,9.523060,15.704975,9.899678,16.684784,0,-0.01911,-0.01284,-0.01144,0.00412,0.01070,-0.01237,0.00092,-0.00071,-1.49720,0.11634,3.27755
0.090,0,0,0,0,7.052165,0.337359,5.801803,16.527012,4.910619,-7.775039,17.434298,32.372456,14.467861,-8.081187,18.342625,27.136080,13.947691,6.479755,3.561677,6.796216,163.429886,0,60.152664,49.980438,89.224770,8.059011,18.006998,7.945432,14.843848,8.310438,14.706856,8.767187,14.610458,8.229063,16.222826,9.530871,15.708369,9.904972,16.693991,0,-0.00320,-0.01280,-0.01851,0.00301,0.01068,-0.01284,0.01311,0.00223,-1.49732,0.11677,3.27745
0.091,0,0,0,0,7.050338,0.337217,5.804638,16.537657,4.911055,-7.778267,17.426645,32.553089,14.499999,-8.131603,18.334482,27.411152,13.975311,6.479105,3.571748,6.788610,173.416428,0,63.064819,49.901009,88.404289,8.056618,17.985010,7.920216,14.721145,8.335967,14.690624,8.766062,14.622246,8.241947,16.239414,9.538682,15.711762,9.910266,16.703197,0,-0.01306,-0.00118,0.02041,-0.00128,0.01729,-0.01261,-0.00595,0.00336,-1.49683,0.11592,3.27729
0.092,0,0,0,0,7.049709,0.339327,5.807057,16.546700,4.910882,-7.786157,17.418814,32.719810,14.532887,-8.167916,18.326248,27.563995,14.003302,6.477697,3.583828,6.826562,175.326599,0,58.534962,50.246479,87.601120,8.055377,17.975325,7.915884,14.820264,8.336360,14.741764,8.756254,14.631496,8.258186,16.256205,9.549462,15.715776,9.917397,16.709850,0,-0.02112,-0.01113,-0.05616,0.04513,-0.00926,-0.01541,0.02056,-0.01077,-1.49795,0.11570,3.27685
0.093,0,0,0,0,7.049185,0.341633,5.809441,16.555605,4.910655,-7.794452,17.410967,32.885323,14.565838,-8.203004,18.318007,27.706213,14.031324,6.476224,3.596083,6.868475,176.534470,0,53.357971,50.628902,86.799454,8.054236,17.966707,7.913368,14.938672,8.334567,14.798763,8.745691,14.640526,8.274717,16.273012,9.560501,15.719845,9.924688,16.716284,0,-0.01596,-0.01284,-0.02219,-0.00504,-0.00590,-0.01280,0.00272,0.00585,-1.49583,0.11740,3.27640
0.094,0,0,0,0,7.048662,0.343939,5.811824,16.564508,4.910429,-7.802747,17.403120,33.050838,14.598790,-8.238091,18.309765,27.848431,14.059347,6.474751,3.608338,6.910388,177.742355,0,48.180981,51.011322,85.997787,8.053096,17.958090,7.910852,15.057080,8.332774,14.855762,8.735127,14.649555,8.291248,16.289818,9.571539,15.723912,9.931980,16.722715,0,-0.01768,-0.01215,-0.01480,0.00402,0.00948,-0.01218,0.00809,0.01039,-1.49639,0.11822,3.27630
0.095,0,0,0,0,7.048138,0.346245,5.814208,16.573414,4.910202,-7.811041,17.395273,33.216351,14.631742,-8.273179,18.301523,27.990646,14.087369,6.473278,3.620592,6.952302,178.950226,0,43.003990,51.393742,85.196121,8.051955,17.949472,7.908336,15.175488,8.330980,14.912762,8.724565,14.658585,8.307779,16.306625,9.582578,15.727981,9.939271,16.729147,0,-0.01858,-0.01409,-0.02237,0.00466,0.01193,-0.01332,0.00462,-0.00667,-1.49959,0.11696,3.27622
0.096,0,0,0,0,7.048697,0.346621,5.814532,16.579807,4.911528,-7.819016,17.387426,33.386620,14.665074,-8.303797,18.293196,28.032719,14.115832,6.473239,3.664956,6.958861,176.871918,0,40.133938,51.999840,83.764404,8.053602,17.947615,7.935903,15.281199,8.311880,14.977453,8.691077,14.679755,8.332046,16.338198,9.591499,15.729715,9.947083,16.730959,0,-0.01729,-0.01357,-0.02161,0.00590,-0.02303,-0.01326,-0.00269,-0.02939,-1.49768,0.11563,3.27693
0.097,0,0,0,0,7.049352,0.346830,5.814678,16.585981,4.912989,-7.826964,17.379580,33.557301,14.698439,-8.334026,18.284861,28.066082,14.144334,6.473325,3.712111,6.962347,174.507858,0,37.464489,52.625385,82.277908,8.055491,17.946342,7.966084,15.385805,8.291275,15.042813,8.655596,14.701982,8.356983,16.371052,9.600238,15.731247,9.954939,16.732368,0,-0.01770,-0.01469,-0.03147,0.00322,0.01819,-0.01257,0.00728,0.00729,-1.49969,0.11723,3.27769
0.098,0,0,0,0,7.050006,0.347038,5.814823,16.592155,4.914451,-7.834911,17.371733,33.727982,14.731804,-8.364256,18.276525,28.099445,14.172834,6.473411,3.759267,6.965832,172.143799,0,34.795040,53.250935,80.791405,8.057381,17.945072,7.996266,15.490412,8.270670,15.108174,8.620115,14.724208,8.381922,16.403908,9.608976,15.732779,9.962795,16.733778,0,-0.01736,-0.01276,-0.02221,0.00207,0.00558,-0.01320,0.00863,0.00368,-1.49787,0.11858,3.27724
0.099,0,0,0,0,7.050660,0.347247,5.814969,16.598331,4.915912,-7.842859,17.363886,33.898666,14.765168,-8.394485,18.268190,28.132811,14.201336,6.473496,3.806422,6.969317,169.779724,0,32.125591,53.876480,79.304901,8.059270,17.943800,8.026448,15.595018,8.250065,15.173534,8.584634,14.746434,8.406859,16.436764,9.617714,15.734310,9.970652,16.735188,0,-0.01754,-0.01313,-0.02167,0.00267,0.00883,-0.01198,0.00369,0.00629,-1.49804,0.11701,3.27671
0.100,0,0,0,0,7.050141,0.347716,5.816440,16.600580,4.913743,-7.846876,17.355982,34.067310,14.799457,-8.425072,18.259718,28.094416,14.229980,6.475181,3.840166,6.939337,168.050034,0,31.089182,54.209396,78.031868,8.059818,17.932043,8.049901,15.659942,8.238951,15.222997,8.556743,14.773669,8.429883,16.466827,9.622512,15.735800,9.978697,16.739378,0,-0.01809,-0.01309,-0.02039,-0.00020,0.01101,-0.01232,0.02729,0.00283,-1.49716,0.11463,3.27696
