"Time","v3 L COP","66 RDS cle","64 R marks","67 LDS cle","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","65 L marks","32 FLx (cm)","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0.000000,0,0,0,0.000000,5.403403,-8.197707,5.725753,4.949937,17.548071,6.255561,11.716063,0,16.415852,4.840721,6.542107,12.255609,-1.47766,0.11371,3.27723
0.001,0.000000,0,0,0,0.000000,5.399732,-8.202229,5.716609,4.949004,17.555325,6.254779,11.704236,0,16.405163,4.841613,6.541092,12.269685,-1.47873,0.09853,3.27747
0.002,0.000000,0,0,0,0.000000,5.396627,-8.149643,5.706752,4.947802,17.562780,6.253948,11.692464,0,16.394442,4.842464,6.540665,12.283968,-1.47772,0.10699,3.27755
0.003,0.000000,0,0,0,0.000000,5.394219,-8.097056,5.696895,4.946599,17.570238,6.253117,11.680693,0,16.383720,4.843315,6.540238,12.298251,-1.47559,0.11993,3.27735
0.004,0.000000,0,0,0,0.000000,5.392398,-8.044471,5.687038,4.945396,17.577694,6.252286,11.668921,0,16.372999,4.844166,6.539812,12.312534,-1.47987,0.10142,3.27681
0.005,0.000000,0,0,0,0.000000,5.391272,-7.951818,5.678451,4.943934,17.585596,6.251339,11.657528,0,16.362417,4.844919,6.539752,12.327356,-1.47800,0.10250,3.27666
0.006,0.000000,0,0,0,0.000000,5.390733,-7.812510,5.671341,4.942171,17.594021,6.250258,11.646577,0,16.351995,4.845558,6.540122,12.342809,-1.47852,0.12420,3.27696
0.007,0.000000,0,0,0,0.000000,5.390909,-7.673202,5.664231,4.940407,17.602444,6.249177,11.635626,0,16.341574,4.846198,6.540491,12.358260,-1.47835,0.10281,3.27720
0.008,0.000000,0,0,0,0.000000,5.391690,-7.533893,5.657122,4.938643,17.610867,6.248096,11.624675,0,16.331152,4.846837,6.540860,12.373712,-1.47783,0.09540,3.27735
0.009,0.000000,0,0,0,0.000000,5.393166,-7.361049,5.649969,4.936695,17.619461,6.247067,11.614223,0,16.320728,4.847358,6.541263,12.389675,-1.47752,0.12145,3.27744
0.010,0.000000,0,0,0,0.000000,5.395230,-7.149152,5.642766,4.934532,17.628254,6.246100,11.604353,0,16.310297,4.847742,6.541706,12.406235,-1.47818,0.10188,3.27744
0.011,0.000000,0,0,0,0.000000,5.397904,-6.937255,5.635564,4.932368,17.637047,6.245134,11.594482,0,16.299868,4.848126,6.542149,12.422794,-1.47948,0.08740,3.27754
0.012,0.000000,0,0,0,0.000000,5.401095,-6.725358,5.628362,4.930204,17.645840,6.244167,11.584612,0,16.289438,4.848510,6.542592,12.439354,-1.47797,0.11239,3.27777
0.013,0.000000,0,0,0,0.000000,5.404808,-6.463634,5.621724,4.928004,17.655075,6.243143,11.574702,0,16.278938,4.848978,6.543119,12.455955,-1.47848,0.10256,3.27762
0.014,0.000000,0,0,0,0.000000,5.408963,-6.143888,5.615743,4.925761,17.664824,6.242051,11.564746,0,16.268356,4.849543,6.543745,12.472603,-1.47848,0.08857,3.27701
0.015,0.000000,0,0,0,0.000000,5.413602,-5.824141,5.609762,4.923518,17.674574,6.240960,11.554790,0,16.257774,4.850109,6.544370,12.489251,-1.47799,0.10070,3.27681
0.016,0.000000,0,0,0,0.000000,5.418652,-5.504395,5.603780,4.921274,17.684324,6.239868,11.544834,0,16.247194,4.850674,6.544995,12.505898,-1.47944,0.09635,3.27712
0.017,0.000000,0,0,0,0.000000,5.424166,-5.144849,5.597623,4.919009,17.694389,6.238753,11.534973,0,16.236473,4.851163,6.545734,12.521788,-1.47869,0.09680,3.27714
0.018,0.000000,0,0,0,0.000000,5.430073,-4.738959,5.591260,4.916719,17.704819,6.237610,11.525223,0,16.225592,4.851565,6.546608,12.536794,-1.47831,0.10474,3.27684
0.019,0.000000,0,0,0,0.000000,5.436420,-4.333069,5.584898,4.914428,17.715250,6.236466,11.515471,0,16.214710,4.851966,6.547481,12.551799,-1.47521,0.09367,3.27671
0.020,0.000000,0,0,0,0.000000,5.443140,-3.927179,5.578536,4.912138,17.725681,6.235323,11.505721,0,16.203827,4.852368,6.548355,12.566805,-1.48243,0.10422,3.27678
0.021,0.000000,0,0,0,0.000000,5.450299,-3.490870,5.573733,4.909771,17.736174,6.234195,11.496022,0,16.193037,4.852692,6.549411,12.581543,-1.47789,0.11826,3.27665
0.022,0.000000,0,0,0,0.000000,5.457830,-3.019139,5.570749,4.907315,17.746740,6.233083,11.486383,0,16.182350,4.852927,6.550681,12.595968,-1.47808,0.09799,3.27627
0.023,0.000000,0,0,0,0.000000,5.465794,-2.547408,5.567764,4.904860,17.757307,6.231972,11.476746,0,16.171665,4.853161,6.551951,12.610394,-1.47892,0.10127,3.27648
0.024,0.000000,0,0,0,0.000000,5.474122,-2.075677,5.564779,4.902404,17.767874,6.230860,11.467107,0,16.160978,4.853396,6.553222,12.624821,-1.47867,0.12315,3.27739
0.025,0.000000,0,0,0,0.000000,5.482815,-1.649451,5.563417,4.900019,17.778502,6.229736,11.457751,0,16.150042,4.853492,6.554748,12.638829,-1.47895,0.10272,3.27779
0.026,0.000000,0,0,0,0.000000,5.491816,-1.276217,5.563943,4.897718,17.789204,6.228598,11.448725,0,16.138811,4.853426,6.556571,12.652353,-1.47910,0.09716,3.27756
0.027,0.000000,0,0,0,0.000000,5.501068,-0.902983,5.564469,4.895417,17.799904,6.227459,11.439698,0,16.127581,4.853360,6.558395,12.665876,-1.47841,0.10805,3.27750
0.028,0.000000,0,0,0,0.000000,5.510531,-0.529748,5.564995,4.893116,17.810606,6.226321,11.430671,0,16.116350,4.853294,6.560219,12.679399,-1.47851,0.10766,3.27766
0.029,0.000000,0,0,0,0.000000,5.520154,-0.217063,5.566040,4.890894,17.820896,6.225181,11.421589,0,16.104795,4.853185,6.562289,12.692682,-1.47692,0.11213,3.27771
0.030,0.000000,0,0,0,0.000000,5.529912,0.025113,5.567688,4.888764,17.830709,6.224038,11.412441,0,16.092863,4.853027,6.564647,12.705685,-1.47883,0.09628,3.27763
0.031,0.000000,0,0,0,0.000000,5.539753,0.267290,5.569336,4.886635,17.840521,6.222895,11.403294,0,16.080933,4.852869,6.567005,12.718688,-1.47780,0.09788,3.27742
0.032,0.000000,0,0,0,0.000000,5.549664,0.509466,5.570984,4.884506,17.850334,6.221752,11.394146,0,16.069000,4.852711,6.569363,12.731690,-1.47879,0.11968,3.27703
0.033,0.000000,0,0,0,0.000000,5.559525,0.692053,5.572297,4.882223,17.859350,6.220528,11.384855,0,16.056980,4.852492,6.571977,12.744725,-1.47805,0.09448,3.27693
0.034,0.000000,0,0,0,0.000000,5.569343,0.805250,5.573220,4.879760,17.867439,6.219207,11.375397,0,16.044855,4.852201,6.574888,12.757799,-1.47777,0.09343,3.27716
0.035,0.000000,0,0,0,0.000000,5.578981,0.918447,5.574143,4.877297,17.875528,6.217887,11.365937,0,16.032732,4.851911,6.577800,12.770872,-1.47740,0.12296,3.27742
0.036,0.000000,0,0,0,0.000000,5.588468,1.031643,5.575066,4.874835,17.883617,6.216567,11.356479,0,16.020607,4.851621,6.580712,12.783946,-1.47809,0.10411,3.27773
0.037,0.000000,0,0,0,0.000000,5.597729,1.141175,5.575570,4.872379,17.890926,6.215319,11.346956,0,16.008442,4.851423,6.583691,12.797399,-1.47829,0.11104,3.27772
0.038,0.000000,0,0,0,0.000000,5.606798,1.246440,5.575585,4.869930,17.897327,6.214157,11.337359,0,15.996230,4.851331,6.586749,12.811294,-1.47912,0.11765,3.27734
0.039,0.000000,0,0,0,0.000000,5.615622,1.351704,5.575602,4.867481,17.903727,6.212994,11.327762,0,15.984017,4.851240,6.589807,12.825188,-1.47888,0.10585,3.27716
0.040,0.000000,0,0,0,0.000000,5.624238,1.456968,5.575618,4.865033,17.910128,6.211831,11.318165,0,15.971806,4.851149,6.592865,12.839083,-1.47751,0.11498,3.27724
0.041,0.000000,0,0,0,0.000000,5.632533,1.568198,5.576488,4.862580,17.915964,6.210656,11.308703,0,15.959742,4.850900,6.595931,12.853442,-1.47776,0.10396,3.27746
0.042,0.000000,0,0,0,0.000000,5.640556,1.686374,5.578352,4.860122,17.921148,6.209466,11.299399,0,15.947849,4.850468,6.599007,12.868342,-1.47817,0.10152,3.27784
0.043,0.000000,0,0,0,0.000000,5.648179,1.804550,5.580217,4.857664,17.926331,6.208277,11.290096,0,15.935957,4.850037,6.602083,12.883244,-1.47962,0.11569,3.27808
0.044,0.000000,0,0,0,0.000000,5.655463,1.922726,5.582081,4.855206,17.931515,6.207088,11.280792,0,15.924066,4.849605,6.605158,12.898145,-1.47919,0.09523,3.27816
0.045,0.000000,0,0,0,0.000000,5.662362,2.036946,5.584352,4.852757,17.936157,6.205991,11.271347,0,15.912167,4.849123,6.607984,12.913713,-1.47801,0.10638,3.27789
0.046,0.000000,0,0,0,0.000000,5.668934,2.146559,5.587094,4.850319,17.940168,6.205003,11.261736,0,15.900260,4.848583,6.610517,12.930061,-1.48582,0.11236,3.27720
0.047,0.000000,0,0,0,0.000000,5.675178,2.256172,5.589837,4.847882,17.944180,6.204015,11.252125,0,15.888352,4.848042,6.613050,12.946409,-1.47774,0.09044,3.27693
0.048,0.000000,0,0,0,0.000000,5.681144,2.365785,5.592579,4.845444,17.948191,6.203028,11.242514,0,15.876446,4.847502,6.615584,12.962757,-1.47969,0.11297,3.27716
0.049,0.000000,0,0,0,0.000000,5.686820,2.444814,5.595691,4.842968,17.951178,6.202200,11.233136,0,15.864507,4.847003,6.617865,12.979788,-1.47871,0.10593,3.27708
0.050,0.000000,0,1,0,0.000000,5.692251,2.488229,5.599234,4.840447,17.952972,6.201560,11.224031,0,15.852530,4.846550,6.619852,12.997614,-1.47939,0.09649,3.27662
0.051,0.000000,1,0,0,1.311596,5.697445,2.531643,5.602777,4.837925,17.954769,6.200921,11.214927,0,15.840553,4.846097,6.621839,13.015440,-1.47737,0.11968,3.27640
0.052,0.000000,1,0,0,3.731516,5.702439,2.575058,5.606319,4.835404,17.956564,6.200281,11.205821,0,15.828576,4.845645,6.623826,13.033267,-1.47776,0.10226,3.27648
0.053,0.000000,1,0,0,4.839087,5.707283,2.588854,5.609138,4.832887,17.957390,6.199710,11.196828,0,15.816651,4.845312,6.625881,13.051794,-1.48144,0.10929,3.27683
0.054,0.000000,1,0,0,4.837699,5.711998,2.568158,5.611112,4.830375,17.957087,6.199219,11.187964,0,15.804788,4.845119,6.628016,13.071138,-1.47856,0.11386,3.27752
0.055,0.000000,1,0,0,4.836347,5.716640,2.547463,5.613086,4.827863,17.956781,6.198729,11.179101,0,15.792923,4.844924,6.630151,13.090483,-1.47813,0.09270,3.27772
0.056,0.000000,1,0,0,4.835023,5.721220,2.526768,5.615060,4.825350,17.956478,6.198238,11.170238,0,15.781059,4.844731,6.632286,13.109826,-1.47893,0.11086,3.27734
0.057,0.000000,1,0,0,4.833723,5.725732,2.503319,5.617300,4.822935,17.954973,6.197668,11.161510,0,15.769165,4.844555,6.634454,13.128875,-1.47970,0.10850,3.27720
0.058,0.000000,1,0,0,4.832441,5.730186,2.476663,5.619847,4.820632,17.952072,6.197005,11.152938,0,15.757235,4.844399,6.636661,13.147577,-1.47434,0.09323,3.27735
0.059,0.000000,1,0,0,4.831212,5.734494,2.450007,5.622395,4.818328,17.949171,6.196342,11.144366,0,15.745305,4.844244,6.638867,13.166281,-1.47791,0.10183,3.27747
0.060,0.000000,1,0,0,4.830027,5.738678,2.423352,5.624943,4.816025,17.946270,6.195679,11.135795,0,15.733375,4.844089,6.641074,13.184983,-1.47853,0.09988,3.27755
0.061,0.000000,1,0,0,4.828919,5.742578,2.404308,5.627323,4.813946,17.942587,6.195169,11.127256,0,15.721604,4.843907,6.643281,13.202144,-1.48029,0.10400,3.27745
0.062,0.000000,1,0,0,4.827877,5.746237,2.394128,5.629508,4.812128,17.937990,6.194837,11.118756,0,15.710021,4.843694,6.645492,13.217506,-1.48028,0.11197,3.27714
0.063,0.000000,1,0,0,4.826861,5.749478,2.383948,5.631693,4.810310,17.933395,6.194504,11.110256,0,15.698437,4.843481,6.647702,13.232870,-1.47923,0.09825,3.27705
0.064,0.000000,1,0,0,4.825869,5.752367,2.373768,5.633878,4.808493,17.928799,6.194172,11.101755,0,15.686853,4.843267,6.649912,13.248233,-1.47816,0.10596,3.27720
0.065,0.000000,1,0,0,4.824858,5.754752,2.398329,5.636173,4.806798,17.923067,6.193972,11.093471,0,15.675505,4.842964,6.652340,13.262959,-1.47775,0.11997,3.27735
0.066,0.000000,1,0,0,4.823832,5.756712,2.463345,5.638597,4.805246,17.916012,6.193924,11.085437,0,15.664432,4.842555,6.655022,13.276945,-1.47946,0.09946,3.27750
0.067,0.000000,1,0,0,4.822851,5.758125,2.528361,5.641020,4.803694,17.908957,6.193878,11.077404,0,15.653358,4.842145,6.657704,13.290931,-1.47733,0.10502,3.27748
0.068,0.000000,1,0,0,4.821909,5.759075,2.593377,5.643444,4.802142,17.901901,6.193831,11.069370,0,15.642284,4.841735,6.660387,13.304915,-1.47662,0.12443,3.27726
0.069,0.000000,1,0,0,4.821082,5.759473,2.660032,5.645844,4.800885,17.894079,6.193936,11.061200,0,15.631166,4.841317,6.663230,13.318232,-1.47918,0.09785,3.27706
0.070,0.000000,1,0,0,4.820352,5.759404,2.728595,5.648215,4.799972,17.885363,6.194218,11.052871,0,15.619997,4.840889,6.666260,13.330767,-1.47941,0.08946,3.27691
0.071,0.000000,1,0,0,4.819682,5.758881,2.797158,5.650586,4.799058,17.876646,6.194500,11.044540,0,15.608828,4.840461,6.669290,13.343303,-1.47953,0.11156,3.27696
0.072,0.000000,1,0,0,4.819062,5.757974,2.865721,5.652957,4.798145,17.867929,6.194783,11.036211,0,15.597658,4.840034,6.672320,13.355838,-1.47918,0.10160,3.27727
0.073,0.000000,1,0,0,4.818423,5.756824,2.924823,5.655519,4.797307,17.858570,6.187294,11.028034,0,15.586782,4.839506,6.675568,13.367742,-1.48086,0.10067,3.27733
0.074,0.000000,1,0,0,4.817769,5.755470,2.972909,5.658299,4.796556,17.848461,6.170756,11.020034,0,15.576250,4.838862,6.679068,13.378908,-1.47682,0.10197,3.27710
0.075,0.000000,1,0,0,4.817071,5.754105,3.020995,5.661081,4.795805,17.838352,6.154219,11.012034,0,15.565717,4.838218,6.682569,13.390076,-1.47779,0.09901,3.27698
0.076,0.000000,1,0,0,4.816337,5.752729,3.069081,5.663862,4.795053,17.828243,6.137681,11.004035,0,15.555183,4.837574,6.686069,13.401242,-1.47932,0.11221,3.27698
0.077,0.000000,1,0,0,4.815558,5.751503,3.052698,5.667518,4.794260,17.817415,6.121088,10.995936,0,15.544941,4.836853,6.689837,13.411165,-1.47885,0.09602,3.27715
0.078,0.000000,1,0,0,4.814742,5.750406,2.961239,5.672193,4.793417,17.805750,6.104431,10.987724,0,15.535038,4.836040,6.693917,13.419638,-1.47780,0.09681,3.27753
0.079,0.000000,1,0,0,4.813914,5.749562,2.869781,5.676868,4.792575,17.794085,6.087774,10.979511,0,15.525135,4.835227,6.697996,13.428110,-1.48365,0.12702,3.27788
0.080,0.000000,1,0,0,4.813077,5.748934,2.778322,5.681543,4.791733,17.782419,6.071117,10.971299,0,15.515232,4.834414,6.702075,13.436583,-1.47852,0.10385,3.27818
0.081,0.000000,1,0,0,4.812267,5.748658,2.621484,5.685441,4.790956,17.770519,6.054661,10.962688,0,15.506056,4.833604,6.706104,13.444124,-1.47676,0.09745,3.27804
0.082,0.000000,1,0,0,4.811479,5.748682,2.388509,5.688432,4.790257,17.758343,6.038437,10.953613,0,15.497725,4.832797,6.710074,13.450581,-1.47943,0.12469,3.27735
0.083,0.000000,1,0,0,4.810726,5.749111,2.155534,5.691423,4.789558,17.746166,6.022214,10.944539,0,15.489396,4.831989,6.714044,13.457037,-1.47899,0.10497,3.27708
0.084,0.000000,1,0,0,4.810002,5.749885,1.922559,5.694414,4.788860,17.733990,6.005991,10.935464,0,15.481066,4.831182,6.718013,13.463494,-1.47870,0.10219,3.27731
0.085,0.000000,1,0,0,4.809312,5.751013,1.655655,5.696772,4.788250,17.722332,5.998607,10.926294,0,15.473210,4.830402,6.721669,13.468932,-1.47927,0.11656,3.27757
0.086,0.000000,1,0,0,4.808651,5.752442,1.349240,5.698394,4.787745,17.711275,6.001517,10.917014,0,15.465906,4.829655,6.724958,13.473185,-1.47917,0.10733,3.27788
0.087,0.000000,1,0,0,4.808025,5.754093,1.042825,5.700016,4.787241,17.700218,6.004427,10.907733,0,15.458602,4.828908,6.728248,13.477438,-1.47791,0.11280,3.27808
0.088,0.000000,1,0,0,4.807429,5.755931,0.736410,5.701638,4.786736,17.689163,6.007338,10.898453,0,15.451298,4.828161,6.731537,13.481690,-1.47874,0.09831,3.27816
0.089,0.000000,1,0,0,4.806868,5.757857,0.463586,5.701851,4.786444,17.678026,6.010354,10.889110,0,15.462516,4.827305,6.734435,13.484535,-1.47993,0.09557,3.27806
0.090,0.000000,1,0,0,4.806334,5.759856,0.229879,5.700425,4.786402,17.666800,6.013493,10.879695,0,15.495303,4.826323,6.736876,13.485740,-1.47953,0.11711,3.27776
0.091,0.000000,1,0,0,4.805822,5.761834,-0.003829,5.698998,4.786360,17.655571,6.016632,10.870280,0,15.528090,4.825340,6.739318,13.486944,-1.47961,0.10046,3.27731
0.092,0.000000,1,0,0,4.805327,5.763795,-0.237536,5.697571,4.786318,17.644342,6.019771,10.860866,0,15.560878,4.824357,6.741759,13.488149,-1.47951,0.09298,3.27670
0.093,0.000000,1,0,0,4.804837,5.765623,-0.363407,5.696087,4.786309,17.632988,6.022533,10.851131,0,15.593326,4.823355,6.744161,13.487959,-1.48011,0.11326,3.27668
0.094,0.000000,1,0,0,4.804349,5.767340,-0.363703,5.694537,4.786336,17.621485,6.024856,10.841024,0,15.625378,4.822330,6.746518,13.486147,-1.47856,0.10618,3.27736
0.095,0.000000,1,0,0,4.803851,5.768835,-0.363998,5.692987,4.786364,17.609983,6.027179,10.830918,0,15.657431,4.821305,6.748875,13.484335,-1.47855,0.09866,3.27764
0.096,0.000000,1,0,0,4.803343,5.770141,-0.364294,5.691437,4.786392,17.598480,6.029502,10.820811,0,15.689484,4.820281,6.751232,13.482522,-1.47883,0.11454,3.27741
0.097,0.000000,1,0,0,4.802810,5.771197,-0.263004,5.690010,4.786403,17.586842,6.031647,10.810599,0,15.721755,4.819190,6.753507,13.479338,-1.47799,0.11057,3.27697
0.098,0.000000,1,0,0,4.802257,5.772040,-0.043418,5.688726,4.786393,17.575043,6.033584,10.800263,0,15.754281,4.818022,6.755688,13.474556,-1.47873,0.10162,3.27629
0.099,0.000000,1,0,0,4.801669,5.772674,0.176168,5.687442,4.786384,17.563242,6.035521,10.789927,0,15.786808,4.816854,6.757868,13.469773,-1.47926,0.11310,3.27656
0.100,0.000000,1,0,0,4.801050,5.773130,0.395754,5.686159,4.786375,17.551443,6.037458,10.779593,0,15.819334,4.815686,6.760049,13.464992,-1.47873,0.10303,3.27801
0.101,0.000000,1,0,0,4.800388,5.773486,0.665719,5.685886,4.786301,17.539637,6.039176,10.768868,0,15.842352,4.814450,6.762180,13.458827,-1.47869,0.09955,3.27839
0.102,0.000000,1,0,0,4.799691,5.773758,0.994349,5.686790,4.786153,17.527822,6.040638,10.757691,0,15.854298,4.813133,6.764254,13.451054,-1.47820,0.11435,3.27748
0.103,0.000000,1,0,0,4.798959,5.774089,1.322979,5.687694,4.786005,17.516008,6.042100,10.746515,0,15.866244,4.811817,6.766327,13.443279,-1.47822,0.09047,3.27705
0.104,0.000000,1,0,0,4.798196,5.774471,1.651609,5.688598,4.785856,17.504194,6.043563,10.735338,0,15.878190,4.810501,6.768401,13.435506,-1.47844,0.09513,3.27720
0.105,0.000000,1,0,0,4.797399,5.775056,1.938534,5.690725,4.785751,17.492399,6.045047,10.724102,0,15.892776,4.808968,6.770314,13.426322,-1.47905,0.11657,3.27749
0.106,0.000000,1,0,0,4.796572,5.775814,2.176893,5.694277,4.785697,17.480623,6.046558,10.712796,0,15.910434,4.807182,6.772042,13.415497,-1.48221,0.08734,3.27795
0.107,0.000000,1,0,0,4.795651,5.776849,2.415252,5.697828,4.785642,17.468847,6.048068,10.701491,0,15.928092,4.805397,6.773770,13.404672,-1.47907,0.10344,3.27806
0.108,0.000000,1,0,0,4.794652,5.778118,2.653611,5.701380,4.785587,17.457071,6.049578,10.690186,0,15.945750,4.803611,6.775498,13.393847,-1.47827,0.11222,3.27776
0.109,0.000000,1,0,0,4.793492,5.779679,2.804018,5.705476,4.785464,17.445295,6.050932,10.678819,0,15.965955,4.801352,6.777002,13.382051,-1.47926,0.09570,3.27755
0.110,0.000000,1,0,0,4.792194,5.781486,2.852005,5.710205,4.785261,17.433516,6.052105,10.667379,0,15.989124,4.798542,6.778247,13.369123,-1.47892,0.11225,3.27748
0.111,0.000000,1,0,0,4.790687,5.783564,2.899992,5.714935,4.785057,17.421736,6.053278,10.655941,0,16.012293,4.795731,6.779491,13.356196,-1.48147,0.10664,3.27764
0.112,0.000000,1,0,0,4.789002,5.785873,2.947978,5.719664,4.784854,17.409956,6.054451,10.644502,0,16.035463,4.792921,6.780736,13.343269,-1.47838,0.10524,3.27810
0.113,0.000000,1,0,0,4.787059,5.788349,2.925872,5.723702,4.784657,17.398088,6.055723,10.633132,0,16.060879,4.789202,6.781658,13.330640,-1.47826,0.11910,3.27807
0.114,0.000000,1,0,0,4.784898,5.790966,2.822142,5.726934,4.784467,17.386122,6.057110,10.621841,0,16.088913,4.784427,6.782205,13.318355,-1.48183,0.09690,3.27746
0.115,0.000000,1,0,0,4.782414,5.793553,2.718413,5.730167,4.784277,17.374155,6.058498,10.610552,0,16.116945,4.779652,6.782752,13.306069,-1.47521,0.10722,3.27713
0.116,0.000000,1,0,0,4.779658,5.796116,2.614683,5.733400,4.784087,17.362188,6.059886,10.599262,0,16.144979,4.774877,6.783298,13.293784,-1.47874,0.11713,3.27713
0.117,0.000000,1,0,0,4.776543,5.798450,2.488759,5.735855,4.783917,17.350277,6.061756,10.588080,0,16.175104,4.769007,6.783613,13.281198,-1.47940,0.09475,3.27734
0.118,0.000000,1,0,0,4.773125,5.800590,2.336988,5.737404,4.783772,17.338430,6.064187,10.577024,0,16.207664,4.761861,6.783657,13.268259,-1.47969,0.11288,3.27779
0.119,0.000000,1,0,0,4.769478,5.802336,2.185217,5.738954,4.783627,17.326584,6.066617,10.565967,0,16.240225,4.754715,6.783701,13.255321,-1.47915,0.11531,3.27784
0.120,0.000000,1,0,0,4.765638,5.803747,2.033447,5.740503,4.783482,17.314737,6.069048,10.554910,0,16.272787,4.747569,6.783745,13.242382,-1.47974,0.09743,3.27738
0.121,0.000000,1,0,0,4.761716,5.804622,1.902587,5.741657,4.783302,17.302761,6.071627,10.544738,0,16.307287,4.740077,6.783741,13.229500,-1.47917,0.10712,3.27723
0.122,0.000000,1,0,0,4.757725,5.805044,1.796078,5.742350,4.783082,17.290634,6.074379,10.535599,0,16.344049,4.732182,6.783683,13.216682,-1.47793,0.09758,3.27746
0.123,0.000000,1,0,0,4.753667,5.804813,1.689570,5.743043,4.782862,17.278507,6.077131,10.526459,0,16.380810,4.724286,6.783624,13.203865,-1.47903,0.10015,3.27752
0.124,0.000000,1,0,0,4.749553,5.804030,1.583061,5.743737,4.782641,17.266380,6.079883,10.517320,0,16.417572,4.716390,6.783565,13.191049,-1.47789,0.10771,3.27737
0.125,0.000000,1,0,0,4.745352,5.802546,1.493944,5.745017,4.782405,17.254274,6.082812,10.509461,0,16.455605,4.708223,6.783306,13.178185,-1.47873,0.09585,3.27714
0.126,0.000000,1,0,0,4.741078,5.800468,1.425078,5.746980,4.782151,17.242189,6.085947,10.503096,0,16.495119,4.699739,6.782815,13.165265,-1.47663,0.11485,3.27684
0.127,0.000000,1,0,0,4.736709,5.797700,1.356212,5.748944,4.781897,17.230106,6.089082,10.496730,0,16.534634,4.691256,6.782322,13.152347,-1.47983,0.11629,3.27681
0.128,0.000000,1,0,0,4.732259,5.794347,1.287347,5.750907,4.781643,17.218021,6.092218,10.490363,0,16.574146,4.682772,6.781831,13.139428,-1.47799,0.10402,3.27712
0.129,0.000000,1,0,0,4.727740,5.790351,1.208252,5.752689,4.781401,17.205929,6.095531,10.485776,0,16.615265,4.674182,6.781315,13.126311,-1.47076,0.12054,3.27728
0.130,0.000000,1,0,0,4.723163,5.785811,1.117246,5.754261,4.781173,17.193827,6.099052,10.483258,0,16.658247,4.665468,6.780771,13.112964,-1.47794,0.11141,3.27728
0.131,0.000000,1,0,0,4.718691,5.780723,1.026239,5.755834,4.780944,17.181725,6.102574,10.480742,0,16.701231,4.656754,6.780227,13.099616,-1.47818,0.10012,3.27756
0.132,0.000000,1,0,0,4.714310,5.775171,0.935233,5.757405,4.780716,17.169622,6.106095,10.478224,0,16.744215,4.648040,6.779683,13.086268,-1.47843,0.10367,3.27817
0.133,0.000000,1,0,0,4.710193,5.769202,0.825070,5.758650,4.780547,17.157513,6.109544,10.478945,0,16.788225,4.639946,6.779250,13.073095,-1.47864,0.10222,3.27819
0.134,0.000000,1,0,0,4.706301,5.762880,0.692598,5.759514,4.780447,17.145397,6.112908,10.483437,0,16.833431,4.632574,6.778948,13.060124,-1.47834,0.11761,3.27751
0.135,0.000000,1,0,0,4.702566,5.756305,0.560127,5.760377,4.780346,17.133282,6.116272,10.487928,0,16.878637,4.625202,6.778646,13.047154,-1.48055,0.09675,3.27706
0.136,0.000000,1,0,0,4.698964,5.749515,0.427656,5.761241,4.780246,17.121166,6.119636,10.492420,0,16.923843,4.617830,6.778343,13.034184,-1.48364,0.09644,3.27691
0.137,0.000000,1,0,0,4.695382,5.742632,0.275069,5.761583,4.780099,17.108913,6.122726,10.499076,0,16.969488,4.610747,6.777854,13.021269,-1.47874,0.12064,3.27686
0.138,0.000000,1,1,0,4.691819,5.735670,0.099059,5.761317,4.779897,17.096500,6.125497,10.508252,0,17.015646,4.604000,6.777146,13.008418,-1.47976,0.10067,3.27694
0.139,0.000000,0,0,0,3.419146,5.728726,-0.076951,5.761051,4.779695,17.084085,6.128268,10.517428,0,17.061804,4.597253,6.776439,12.995567,-1.47942,0.09738,3.27705
0.140,0.000000,0,0,0,1.074053,5.721799,-0.252961,5.760786,4.779493,17.071672,6.131039,10.526605,0,17.107962,4.590506,6.775731,12.982717,-1.47902,0.10993,3.27720
0.141,0.000000,0,0,0,0.000000,5.714954,-0.439886,5.760292,4.779359,17.059166,6.133674,10.538139,0,17.136730,4.584206,6.774912,12.969972,-1.47861,0.10970,3.27708
0.142,0.000000,0,0,0,0.000000,5.708179,-0.639522,5.759531,4.779304,17.046553,6.136150,10.552420,0,17.145247,4.578428,6.773962,12.957352,-1.47869,0.11714,3.27662
0.143,0.000000,0,0,0,0.000000,5.701537,-0.839157,5.758771,4.779249,17.033939,6.138627,10.566699,0,17.153763,4.572649,6.773012,12.944731,-1.47743,0.10626,3.27640
0.144,0.000000,0,0,0,0.000000,5.695005,-1.038793,5.758011,4.779195,17.021326,6.141104,10.580979,0,17.162281,4.566871,6.772062,12.932111,-1.47834,0.11258,3.27648
0.145,0.000000,0,0,0,0.000000,5.688648,-1.241018,5.757092,4.779062,17.008831,6.143176,10.597493,0,17.172031,4.561542,6.770985,12.919613,-1.47934,0.12259,3.27666
0.146,0.000000,0,0,0,0.000000,5.682437,-1.446256,5.755988,4.778840,16.996473,6.144775,10.616608,0,17.183222,4.556736,6.769762,12.907258,-1.48025,0.10255,3.27696
0.147,0.000000,0,0,0,0.000000,5.676391,-1.651495,5.754884,4.778616,16.984116,6.146375,10.635722,0,17.194410,4.551929,6.768538,12.894903,-1.48113,0.10027,3.27720
