"Time","64 R marks","v2 R COP","66 RDS cle","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v3 L COP","67 LDS cle","65 L marks","32 FLx (cm)","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0,0.000000,0,6.329740,-2.713993,6.414703,12.394081,6.604036,6.890024,0.000000,0,0,11.323037,5.478384,6.841574,6.379789,1.48203,0.09345,3.27669
0.001,0,0.000000,0,6.328822,-2.578420,6.412214,12.424841,6.604055,6.878817,0.000000,0,0,11.311184,5.480604,6.840076,6.406100,1.48452,0.08826,3.27692
0.002,0,0.000000,0,6.328250,-2.442847,6.409725,12.455602,6.604075,6.867610,0.000000,0,0,11.299332,5.482823,6.838579,6.432412,1.48316,0.10199,3.27657
0.003,0,0.000000,0,6.327743,-2.307273,6.407236,12.486362,6.604094,6.856404,0.000000,0,0,11.287478,5.485043,6.837081,6.458723,1.48264,0.09988,3.27604
0.004,0,0.000000,0,6.327551,-2.182646,6.405253,12.514081,6.603871,6.845420,0.000000,0,0,11.276114,5.487217,6.835011,6.485669,1.48332,0.08756,3.27637
0.005,0,0.000000,0,6.327418,-2.061401,6.403427,12.540860,6.603572,6.834506,0.000000,0,0,11.264901,5.489377,6.832764,6.512812,1.48492,0.10763,3.27698
0.006,0,0.000000,0,6.327559,-1.940155,6.401601,12.567639,6.603274,6.823592,0.000000,0,0,11.253689,5.491537,6.830518,6.539954,1.48355,0.11149,3.27713
0.007,0,0.000000,0,6.327751,-1.818909,6.399775,12.594419,6.602975,6.812678,0.000000,0,0,11.242476,5.493697,6.828271,6.567096,1.48475,0.08395,3.27713
0.008,0,0.000000,0,6.328183,-1.715801,6.398103,12.618494,6.602700,6.801944,0.000000,0,0,11.231722,5.495884,6.821691,6.626042,1.48779,0.09200,3.27673
0.009,0,0.000000,0,6.328659,-1.618295,6.396480,12.641733,6.602431,6.791265,0.000000,0,0,11.221110,5.498080,6.813771,6.694813,1.48442,0.11029,3.27619
0.010,0,0.000000,0,6.329354,-1.520789,6.394856,12.664973,6.602163,6.780587,0.000000,0,0,11.210498,5.500276,6.805852,6.763584,1.48397,0.10108,3.27629
0.011,0,0.000000,0,6.330089,-1.423283,6.393232,12.688212,6.601894,6.769909,0.000000,0,0,11.199886,5.502471,6.797933,6.832354,1.48473,0.10244,3.27660
0.012,0,0.000000,0,6.331003,-1.349473,6.392098,12.709201,6.602129,6.759756,0.000000,0,0,11.189913,5.504350,6.789792,6.899706,1.48188,0.11104,3.27661
0.013,0,0.000000,0,6.331950,-1.282981,6.391116,12.729495,6.602518,6.749766,0.000000,0,0,11.180136,5.506130,6.781581,6.966620,1.48481,0.10449,3.27654
0.014,0,0.000000,0,6.333018,-1.216490,6.390133,12.749788,6.602908,6.739776,0.000000,0,0,11.170359,5.507910,6.773371,7.033535,1.48309,0.07812,3.27675
0.015,0,0.000000,0,6.334109,-1.149998,6.389151,12.770082,6.603297,6.729785,0.000000,0,0,11.160582,5.509691,6.765161,7.100448,1.48366,0.10566,3.27706
0.016,0,0.000000,0,6.335283,-1.110184,6.388230,12.788909,6.603827,6.719764,0.000000,0,0,11.150414,5.511510,6.762427,7.139044,1.48386,0.10993,3.27678
0.017,0,0.000000,0,6.336472,-1.078611,6.387329,12.807283,6.604400,6.709733,0.000000,0,0,11.140125,5.513342,6.761386,7.168891,1.48271,0.09283,3.27633
0.018,0,0.000000,0,6.337736,-1.047038,6.386427,12.825658,6.604973,6.699702,0.000000,0,0,11.129836,5.515173,6.760345,7.198739,1.48417,0.09758,3.27650
0.019,0,0.000000,0,6.339014,-1.015465,6.385526,12.844032,6.605546,6.689672,0.000000,0,0,11.119547,5.517005,6.759303,7.228587,1.48411,0.11472,3.27688
0.020,0,0.000000,0,6.340356,-0.992652,6.384518,12.860200,6.605998,6.679802,0.000000,0,0,11.109319,5.518896,6.759217,7.258741,1.48351,0.10782,3.27709
0.021,0,0.000000,0,6.341710,-0.972546,6.383478,12.875687,6.606412,6.669984,0.000000,0,0,11.099109,5.520806,6.759428,7.288990,1.48359,0.10715,3.27725
0.022,0,0.000000,0,6.343091,-0.952439,6.382438,12.891172,6.606826,6.660165,0.000000,0,0,11.088899,5.522716,6.759637,7.319239,1.48380,0.10898,3.27711
0.023,0,0.000000,0,6.344478,-0.932333,6.381397,12.906659,6.607240,6.650346,0.000000,0,0,11.078689,5.524626,6.759847,7.349488,1.48412,0.09506,3.27688
0.024,0,0.000000,0,6.345855,-0.915402,6.380537,12.920370,6.607861,6.640888,0.000000,0,0,11.068479,5.526681,6.761070,7.380803,1.48301,0.07893,3.27677
0.025,0,0.000000,0,6.347230,-0.899453,6.379731,12.933533,6.608546,6.631541,0.000000,0,0,11.058269,5.528780,6.762605,7.412447,1.48438,0.10750,3.27669
0.026,0,0.000000,0,6.348598,-0.883504,6.378926,12.946695,6.609231,6.622194,0.000000,0,0,11.048059,5.530879,6.764140,7.444092,1.48452,0.11465,3.27673
0.027,0,0.000000,0,6.349964,-0.867555,6.378120,12.959858,6.609916,6.612847,0.000000,0,0,11.037848,5.532979,6.765675,7.475736,1.48384,0.08773,3.27681
0.028,0,0.000000,0,6.351353,-0.837043,6.377112,12.970974,6.610592,6.603608,0.000000,0,0,11.027719,5.534785,6.767719,7.508248,1.48348,0.10497,3.27671
0.029,0,0.000000,0,6.352747,-0.802032,6.376041,12.981458,6.611266,6.594403,0.000000,0,0,11.017614,5.536502,6.769921,7.541028,1.48270,0.11766,3.27656
0.030,0,0.000000,0,6.354172,-0.767022,6.374969,12.991941,6.611939,6.585198,0.000000,0,0,11.007510,5.538218,6.772122,7.573807,1.48359,0.10633,3.27675
0.031,0,0.000000,0,6.355604,-0.732012,6.373899,13.002426,6.612613,6.575993,0.000000,0,0,10.997406,5.539935,6.774323,7.606586,1.48662,0.10534,3.27706
0.032,0,0.000000,0,6.357034,-0.688993,6.373137,13.010404,6.613134,6.567378,0.000000,0,0,10.987265,5.541833,6.776939,7.640332,1.48170,0.10380,3.27690
0.033,0,0.000000,0,6.358464,-0.643499,6.372471,13.017609,6.613609,6.558945,0.000000,0,0,10.977112,5.543787,6.779684,7.674376,1.48414,0.08806,3.27659
0.034,0,0.000000,0,6.359840,-0.598006,6.371805,13.024813,6.614083,6.550511,0.000000,0,0,10.966958,5.545742,6.782428,7.708421,1.48422,0.08329,3.27669
0.035,0,0.000000,0,6.361206,-0.552513,6.371139,13.032017,6.614557,6.542078,0.000000,0,0,10.956805,5.547697,6.785172,7.742465,1.48427,0.11162,3.27692
0.036,0,0.000000,0,6.362467,-0.492129,6.370659,13.036565,6.614961,6.533499,0.000000,0,0,10.946255,5.549592,6.788280,7.777009,1.48354,0.11795,3.27744
0.037,0,0.000000,0,6.363709,-0.427145,6.370238,13.040293,6.615342,6.524875,0.000000,0,0,10.935583,5.551471,6.791502,7.811708,1.48378,0.08943,3.27805
0.038,1,2.278346,0,6.364805,-0.362161,6.369816,13.044021,6.615723,6.516250,0.000000,0,0,10.924911,5.553349,6.794724,7.846407,1.48380,0.08820,3.27803
0.039,0,4.977807,1,6.365873,-0.297177,6.369395,13.047749,6.616104,6.507626,0.000000,0,0,10.914239,5.555227,6.797945,7.881106,1.48079,0.09701,3.27780
0.040,0,5.398633,1,6.366741,-0.221565,6.369311,13.049015,6.616697,6.499028,0.000000,0,0,10.903395,5.556735,6.801704,7.916262,1.48492,0.09948,3.27791
0.041,0,5.398291,1,6.367571,-0.142671,6.369332,13.049522,6.617356,6.490438,0.000000,0,0,10.892498,5.558128,6.805630,7.951558,1.48347,0.09054,3.27814
0.042,0,5.397870,1,6.368140,-0.063777,6.369353,13.050030,6.618015,6.481848,0.000000,0,0,10.881601,5.559521,6.809556,7.986855,1.48629,0.11028,3.27768
0.043,0,5.397434,1,6.368660,0.015117,6.369374,13.050537,6.618673,6.473258,0.000000,0,0,10.870705,5.560915,6.813482,8.022151,1.48506,0.09999,3.27699
0.044,0,5.396918,1,6.368851,0.095789,6.369124,13.048964,6.605908,6.464592,0.000000,0,0,10.805361,5.562064,6.817580,8.056530,1.48318,0.08352,3.27688
0.045,0,5.396387,1,6.368980,0.177011,6.368792,13.046747,6.588997,6.455901,0.000000,0,0,10.723199,5.563138,6.821730,8.090625,1.48481,0.09858,3.27696
0.046,0,5.395732,1,6.368701,0.258232,6.368460,13.044531,6.572085,6.447210,0.000000,0,0,10.641036,5.564213,6.825881,8.124720,1.48612,0.11614,3.27709
0.047,0,5.395054,1,6.368345,0.339453,6.368127,13.042315,6.555174,6.438519,0.000000,0,0,10.558874,5.565287,6.830031,8.158814,1.48544,0.09470,3.27725
0.048,0,5.394222,1,6.367496,0.404247,6.368727,13.038344,6.548988,6.430044,0.000000,0,0,10.527914,5.566343,6.834332,8.191745,1.48488,0.10433,3.27711
0.049,0,5.393362,1,6.366557,0.463965,6.369616,13.033832,6.546116,6.421634,0.000000,0,0,10.512771,5.567393,6.838679,8.224315,1.48327,0.10561,3.27688
0.050,0,5.392446,1,6.365079,0.523684,6.370504,13.029319,6.543243,6.413224,0.000000,0,0,10.497626,5.568444,6.843026,8.256886,1.48473,0.10116,3.27688
0.051,0,5.391521,1,6.363503,0.583403,6.371392,13.024807,6.540371,6.404814,0.000000,0,0,10.482483,5.569494,6.847373,8.289455,1.48462,0.09332,3.27696
0.052,0,5.390645,1,6.361379,0.599647,6.372421,13.019541,6.536993,6.396548,0.000000,0,0,10.468621,5.570707,6.851646,8.319609,1.48683,0.11125,3.27680
0.053,0,5.389778,1,6.359155,0.602460,6.373493,13.014043,6.533458,6.388328,0.000000,0,0,10.455157,5.571970,6.855898,8.349016,1.48422,0.09919,3.27658
0.054,0,5.388934,1,6.356363,0.605274,6.374566,13.008544,6.529923,6.380106,0.000000,0,0,10.441692,5.573233,6.860149,8.378423,1.48505,0.07973,3.27669
0.055,0,5.388093,1,6.353467,0.608088,6.375638,13.003046,6.526389,6.371886,0.000000,0,0,10.428227,5.574496,6.864400,8.407830,1.48384,0.09840,3.27692
0.056,0,5.387240,1,6.349973,0.548261,6.376557,12.995557,6.512813,6.363607,0.000000,0,0,10.362999,5.575660,6.868064,8.435389,1.48436,0.11079,3.27732
0.057,0,5.386385,1,6.346368,0.469083,6.377428,12.987453,6.496136,6.355311,0.000000,0,0,10.281781,5.576794,6.871547,8.462377,1.48648,0.09712,3.27778
0.058,0,5.385612,1,6.342185,0.389906,6.378299,12.979349,6.479459,6.347016,0.000000,0,0,10.200563,5.577928,6.875030,8.489365,1.48377,0.11359,3.27743
0.059,0,5.384853,1,6.337894,0.310729,6.379170,12.971245,6.462782,6.338720,0.000000,0,0,10.119346,5.579062,6.878512,8.516353,1.48259,0.10445,3.27682
0.060,0,5.384273,1,6.333097,0.171940,6.379521,12.962155,6.446438,6.331202,0.000000,0,0,10.038429,5.580317,6.881976,8.541911,1.48477,0.07985,3.27638
0.061,0,5.383726,1,6.328207,0.014738,6.379711,12.952761,6.430197,6.323924,0.000000,0,0,9.957605,5.581611,6.885435,8.567028,1.48481,0.09617,3.27600
0.062,0,5.383293,1,6.322896,-0.142464,6.379900,12.943366,6.413956,6.316647,0.000000,0,0,9.876781,5.582904,6.888893,8.592145,1.48341,0.11497,3.27643
0.063,0,5.382882,1,6.317508,-0.299666,6.380090,12.933971,6.397715,6.309369,0.000000,0,0,9.795958,5.584198,6.892351,8.617262,1.48498,0.10468,3.27711
0.064,0,5.382521,1,6.311808,-0.518370,6.379868,12.923883,6.381474,6.302475,0.000000,0,0,9.715852,5.585530,6.895533,8.640563,1.48376,0.11210,3.27688
0.065,0,5.382169,1,6.306050,-0.756071,6.379519,12.913582,6.365234,6.295700,0.000000,0,0,9.635967,5.586874,6.898628,8.663303,1.48401,0.10914,3.27635
0.066,0,5.382009,1,6.300116,-0.993771,6.379169,12.903280,6.348994,6.288924,0.000000,0,0,9.556083,5.588218,6.901724,8.686045,1.48430,0.08555,3.27662
0.067,0,5.381885,1,6.294148,-1.231472,6.378820,12.892978,6.332753,6.282149,0.000000,0,0,9.476198,5.589562,6.904819,8.708785,1.48223,0.09859,3.27715
0.068,0,5.382106,1,6.288121,-1.501710,6.377200,12.882178,6.316807,6.276545,0.000000,0,0,9.397212,5.591021,6.912054,8.697577,1.48558,0.11647,3.27717
0.069,0,5.382391,1,6.282083,-1.781998,6.375187,12.871225,6.300951,6.271303,0.000000,0,0,9.318502,5.592515,6.920566,8.675879,1.48429,0.10867,3.27701
0.070,0,5.382976,1,6.276037,-2.062287,6.373174,12.860271,6.285095,6.266061,0.000000,0,0,9.239793,5.594010,6.929079,8.654183,1.48391,0.08693,3.27698
0.071,0,5.383615,1,6.269989,-2.342575,6.371161,12.849319,6.269239,6.260819,0.000000,0,0,9.161083,5.595504,6.937591,8.632486,1.48462,0.10316,3.27698
0.072,0,5.384414,1,6.263969,-2.622784,6.368890,12.838037,6.252994,6.256847,0.000000,0,0,9.083396,5.596794,6.946338,8.609843,1.48502,0.10619,3.27686
0.073,0,5.385241,1,6.257953,-2.902968,6.366538,12.826653,6.236627,6.253267,0.000000,0,0,9.006024,5.598020,6.955156,8.586907,1.48381,0.09415,3.27671
0.074,0,5.385915,1,6.252042,-3.183152,6.364186,12.815269,6.220260,6.249687,0.000000,0,0,8.928653,5.599246,6.963975,8.563972,1.48506,0.10992,3.27696
0.075,0,5.386560,1,6.246150,-3.463336,6.361835,12.803885,6.203893,6.246107,0.000000,0,0,8.851281,5.600471,6.972794,8.541037,1.48456,0.11344,3.27734
0.076,0,5.386755,1,6.240466,-3.690354,6.357527,12.792302,6.199090,6.243673,0.000000,0,0,8.852043,5.600619,6.976279,8.544037,1.48312,0.09317,3.27744
0.077,0,5.386867,1,6.234820,-3.900950,6.352615,12.780656,6.197860,6.241594,0.000000,0,0,8.876942,5.600434,6.978116,8.555048,1.48524,0.08755,3.27744
0.078,0,5.386526,1,6.229442,-4.111546,6.347703,12.769011,6.196629,6.239514,0.000000,0,0,8.901840,5.600249,6.979953,8.566060,1.48401,0.11541,3.27709
0.079,0,5.386101,1,6.224112,-4.322141,6.342792,12.757365,6.195398,6.237435,0.000000,0,0,8.926739,5.600064,6.981791,8.577071,1.48404,0.11860,3.27663
0.080,0,5.385249,1,6.219055,-4.435893,6.337447,12.745632,6.194041,6.236964,0.000000,0,0,8.954823,5.598276,6.982949,8.585388,1.48334,0.08473,3.27692
0.081,0,5.384319,1,6.214048,-4.519730,6.331968,12.733872,6.192645,6.236990,0.000000,0,0,8.983893,5.595994,6.983897,8.592873,1.48295,0.09129,3.27746
0.082,0,5.382753,1,6.209332,-4.603566,6.326489,12.722113,6.191248,6.237017,0.000000,0,0,9.012963,5.593711,6.984846,8.600357,1.48346,0.10073,3.27742
0.083,0,5.381071,1,6.204669,-4.687402,6.321011,12.710353,6.189851,6.237043,0.000000,0,0,9.042032,5.591429,6.985795,8.607841,1.48396,0.10018,3.27719
0.084,0,5.378555,1,6.200330,-4.663103,6.315722,12.698615,6.187980,6.239509,0.000000,0,0,9.073860,5.586584,6.986241,8.612560,1.48354,0.07902,3.27696
0.085,0,5.375885,1,6.196050,-4.605401,6.310491,12.686884,6.185962,6.242728,0.000000,0,0,9.106539,5.580946,6.986532,8.616426,1.48642,0.10525,3.27673
0.086,0,5.372536,1,6.192111,-4.547698,6.305260,12.675154,6.183944,6.245947,0.000000,0,0,9.139218,5.575310,6.986823,8.620291,1.48323,0.10249,3.27661
0.087,0,5.369060,1,6.188235,-4.489996,6.300029,12.663423,6.181927,6.249166,0.000000,0,0,9.171897,5.569673,6.987114,8.624156,1.48389,0.09044,3.27654
0.088,0,5.365092,1,6.184706,-4.349690,6.295652,12.651497,6.179668,6.254983,0.000000,0,0,9.207596,5.561891,6.987302,8.625487,1.48392,0.09854,3.27698
0.089,0,5.361033,1,6.181241,-4.183867,6.291540,12.639511,6.177336,6.261601,0.000000,0,0,9.244227,5.553447,6.987458,8.626036,1.48508,0.11334,3.27759
0.090,1,3.098311,1,6.178144,-4.018044,6.287426,12.627525,6.175003,6.268220,0.000000,0,0,9.280860,5.545002,6.987614,8.626585,1.48526,0.09449,3.27745
0.091,0,0.418111,0,6.175115,-3.852222,6.283314,12.615540,6.172670,6.274839,0.000000,0,0,9.317492,5.536558,6.987770,8.627133,1.48467,0.08479,3.27707
0.092,0,0.000000,0,6.172456,-3.652060,6.279320,12.603683,6.170111,6.284164,0.000000,0,0,9.356215,5.525638,6.987300,8.624860,1.48508,0.10766,3.27721
0.093,0,0.000000,0,6.169866,-3.441291,6.275363,12.591867,6.167481,6.294325,0.000000,0,0,9.395586,5.513952,6.986639,8.621715,1.48488,0.10903,3.27751
0.094,0,0.000000,0,6.167609,-3.230521,6.271407,12.580052,6.164852,6.304486,0.000000,0,0,9.434957,5.502267,6.985976,8.618569,1.48448,0.09290,3.27736
0.095,0,0.000000,0,6.165413,-3.019752,6.267450,12.568236,6.162222,6.314648,0.000000,0,0,9.474326,5.490581,6.985314,8.615423,1.48462,0.10677,3.27705
0.096,0,0.000000,0,6.163527,-2.823357,6.265062,12.556269,6.159748,6.327464,0.000000,0,0,9.516243,5.476793,6.984424,8.610312,1.48395,0.10788,3.27686
0.097,0,0.000000,0,6.161698,-2.631403,6.263160,12.544254,6.157321,6.341100,0.000000,0,0,9.558946,5.462356,6.983464,8.604591,1.48425,0.08347,3.27671
0.098,0,0.000000,0,6.160206,-2.439449,6.261257,12.532239,6.154895,6.354736,0.000000,0,0,9.601648,5.447918,6.982503,8.598871,1.48509,0.10091,3.27702
0.099,0,0.000000,0,6.158776,-2.247494,6.259354,12.520225,6.152469,6.368372,0.000000,0,0,9.644352,5.433481,6.981543,8.593151,1.48536,0.11744,3.27748
0.100,0,0.000000,0,6.157699,-2.108108,6.257528,12.508467,6.149996,6.384718,0.000000,0,0,9.689137,5.417860,6.980117,8.585409,1.48521,0.10701,3.27701
0.101,0,0.000000,0,6.156688,-1.984960,6.255726,12.496788,6.147509,6.401900,0.000000,0,0,9.734564,5.401873,6.978549,8.577044,1.48383,0.10072,3.27625
0.102,0,0.000000,0,6.155974,-1.861812,6.253923,12.485110,6.145021,6.419083,0.000000,0,0,9.779991,5.385887,6.976979,8.568678,1.48450,0.10901,3.27629
0.103,0,0.000000,0,6.155315,-1.738663,6.252121,12.473432,6.142533,6.436265,0.000000,0,0,9.825418,5.369900,6.975410,8.560312,1.48530,0.09870,3.27660
0.104,0,0.000000,0,6.154867,-1.678323,6.250932,12.461873,6.153530,6.455238,0.000000,0,0,9.927411,5.353752,6.974020,8.551208,1.48489,0.08936,3.27679
0.105,0,0.000000,0,6.154459,-1.637385,6.249931,12.450351,6.168692,6.474765,0.000000,0,0,10.046876,5.337553,6.972684,8.541876,1.48327,0.10910,3.27694
0.106,0,0.000000,0,6.154198,-1.596446,6.248930,12.438828,6.183854,6.494292,0.000000,0,0,10.166341,5.321353,6.971349,8.532543,1.48458,0.10775,3.27686
0.107,0,0.000000,0,6.153965,-1.555508,6.247930,12.427306,6.199015,6.513819,0.000000,0,0,10.285807,5.305154,6.970014,8.523211,1.48311,0.08279,3.27671
0.108,0,0.000000,0,6.153839,-1.571302,6.246713,12.416013,6.203841,6.534928,0.000000,0,0,10.356293,5.288833,6.968262,8.513680,1.48366,0.10284,3.27667
0.109,0,0.000000,0,6.153733,-1.604621,6.245429,12.404789,6.205474,6.556527,0.000000,0,0,10.411651,5.272473,6.966382,8.504087,1.48248,0.11481,3.27667
0.110,0,0.000000,0,6.153686,-1.637940,6.244145,12.393565,6.207107,6.578125,0.000000,0,0,10.467008,5.256114,6.964501,8.494495,1.48367,0.10182,3.27644
0.111,0,0.000000,0,6.153650,-1.671259,6.242861,12.382341,6.208740,6.599723,0.000000,0,0,10.522365,5.239754,6.962621,8.484903,1.48358,0.09946,3.27614
0.112,0,0.000000,0,6.153661,-1.732924,6.241201,12.370967,6.211010,6.622416,0.000000,0,0,10.578841,5.222789,6.960629,8.475220,1.48365,0.10328,3.27658
0.113,0,0.000000,0,6.153680,-1.803344,6.239424,12.359545,6.213476,6.645447,0.000000,0,0,10.635664,5.205637,6.958604,8.465508,1.48506,0.08861,3.27727
0.114,0,0.000000,0,6.153796,-1.873765,6.237647,12.348123,6.215942,6.668478,0.000000,0,0,10.692487,5.188485,6.956579,8.455795,1.48495,0.09805,3.27703
0.115,0,0.000000,0,6.153931,-1.944185,6.235870,12.336701,6.218409,6.691508,0.000000,0,0,10.749309,5.171333,6.954554,8.446083,1.48209,0.11861,3.27650
0.116,0,0.000000,0,6.154219,-2.014537,6.233437,12.325737,6.230861,6.715448,0.000000,0,0,10.859861,5.154128,6.952759,8.436543,1.48380,0.11172,3.27614
0.117,0,0.000000,0,6.154535,-2.084868,6.230801,12.314915,6.246397,6.739669,0.000000,0,0,10.987012,5.136906,6.951034,8.427054,1.48375,0.08349,3.27583
0.118,0,0.000000,0,6.155008,-2.155199,6.228165,12.304091,6.261934,6.763890,0.000000,0,0,11.114161,5.119683,6.949309,8.417565,1.48220,0.09845,3.27662
0.119,0,0.000000,0,6.155510,-2.225530,6.225530,12.293269,6.277471,6.788111,0.000000,0,0,11.241312,5.102461,6.947585,8.408077,1.48260,0.10326,3.27776
0.120,0,0.000000,0,6.156180,-2.269730,6.223462,12.282495,6.292404,6.813217,0.000000,0,0,11.369813,5.085359,6.945985,8.398406,1.48279,0.08875,3.27730
0.121,0,0.000000,0,6.156881,-2.305858,6.221570,12.271733,6.307150,6.838595,0.000000,0,0,11.498731,5.068293,6.944425,8.388678,1.48500,0.10651,3.27631
0.122,0,0.000000,0,6.157837,-2.341985,6.219677,12.260973,6.321897,6.863974,0.000000,0,0,11.627648,5.051227,6.942864,8.378949,1.48448,0.11150,3.27606
0.123,0,0.000000,0,6.158841,-2.378114,6.217785,12.250213,6.336643,6.889352,0.000000,0,0,11.756566,5.034161,6.941303,8.369221,1.48500,0.09014,3.27606
0.124,0,0.000000,0,6.160209,-2.358541,6.215094,12.239347,6.351019,6.915746,0.000000,0,0,11.886559,5.017596,6.939553,8.359545,1.48439,0.10409,3.27652
0.125,0,0.000000,0,6.161645,-2.321762,6.212155,12.228449,6.365282,6.942453,0.000000,0,0,12.016886,5.001185,6.937745,8.349885,1.48312,0.11124,3.27713
0.126,0,0.000000,0,6.163536,-2.284984,6.209216,12.217550,6.379544,6.969161,0.000000,0,0,12.147212,4.984774,6.935936,8.340224,1.48296,0.09513,3.27700
0.127,0,0.000000,0,6.165509,-2.248205,6.206277,12.206653,6.393806,6.995868,0.000000,0,0,12.277538,4.968363,6.934128,8.330564,1.48401,0.09509,3.27661
0.128,0,0.000000,0,6.168033,-2.148489,6.203592,12.195595,6.407962,7.022855,0.000000,0,0,12.408281,4.952209,6.931700,8.319880,1.48351,0.10626,3.27646
0.129,0,0.000000,0,6.170659,-2.029332,6.200986,12.184486,6.422084,7.049929,0.000000,0,0,12.539153,4.936133,6.929082,8.308882,1.48502,0.09830,3.27639
0.130,0,0.000000,0,6.173961,-1.910175,6.198380,12.173379,6.436207,7.077003,0.000000,0,0,12.670026,4.920059,6.926463,8.297882,1.48389,0.09682,3.27665
0.131,0,0.000000,0,6.177387,-1.791018,6.195774,12.162271,6.450329,7.104077,0.000000,0,0,12.800898,4.903984,6.923844,8.286883,1.48350,0.11421,3.27704
0.132,0,0.000000,0,6.181612,-1.620993,6.193718,12.151155,6.464783,7.131804,0.000000,0,0,12.932233,4.889166,6.920767,8.275773,1.48374,0.10838,3.27684
0.133,0,0.000000,0,6.185983,-1.435255,6.191832,12.140037,6.479339,7.159734,0.000000,0,0,13.063712,4.874736,6.917547,8.264628,1.48512,0.07661,3.27646
0.134,0,0.000000,0,6.191235,-1.249517,6.189947,12.128918,6.493895,7.187663,0.000000,0,0,13.195191,4.860307,6.914328,8.253485,1.48400,0.10095,3.27694
0.135,0,0.000000,0,6.196649,-1.063779,6.188061,12.117799,6.508451,7.215591,0.000000,0,0,13.326671,4.845877,6.911108,8.242340,1.48511,0.10319,3.27771
0.136,0,0.000000,0,6.202994,-0.840829,6.187580,12.106320,6.511485,7.243853,0.000000,0,0,13.380947,4.833415,6.907115,8.230473,1.48691,0.09164,3.27749
0.137,0,0.000000,0,6.209512,-0.606384,6.187532,12.094729,6.510961,7.272218,0.000000,0,0,13.411377,4.821561,6.902883,8.218381,1.48519,0.10146,3.27696
0.138,0,0.000000,0,6.216977,-0.371939,6.187484,12.083138,6.510436,7.300582,0.000000,0,0,13.441806,4.809707,6.898650,8.206290,1.48315,0.11343,3.27682
0.139,0,0.000000,0,6.224617,-0.137494,6.187437,12.071548,6.509912,7.328947,0.000000,0,0,13.472236,4.797853,6.894418,8.194199,1.48289,0.10116,3.27682
0.140,0,0.000000,0,6.233145,0.108907,6.187568,12.060106,6.510194,7.356896,0.000000,0,0,13.500612,4.788805,6.890759,8.182501,1.48427,0.10397,3.27671
0.141,0,0.000000,0,6.241837,0.359000,6.187754,12.048711,6.510725,7.384717,0.000000,0,0,13.528354,4.780625,6.887277,8.170925,1.48434,0.11751,3.27656
0.142,0,0.000000,0,6.251271,0.609094,6.187940,12.037314,6.511257,7.412539,0.000000,0,0,13.556096,4.772446,6.883794,8.159348,1.48182,0.09667,3.27704
0.143,0,0.000000,0,6.260842,0.859187,6.188126,12.025919,6.511788,7.440360,0.000000,0,0,13.583838,4.764266,6.880312,8.147773,1.48198,0.09002,3.27772
0.144,0,0.000000,0,6.270974,1.129371,6.189193,12.014257,6.512660,7.467710,0.000000,0,0,13.609880,4.760271,6.875870,8.134897,1.48018,0.10361,3.27749
0.145,0,0.000000,0,6.281210,1.405760,6.190533,12.002515,6.513637,7.494915,0.000000,0,0,13.635397,4.757568,6.871130,8.121620,1.47748,0.10622,3.27696
0.146,0,0.000000,0,6.291810,1.682149,6.191873,11.990771,6.514614,7.522120,0.000000,0,0,13.660913,4.754866,6.866391,8.108344,1.47304,0.08042,3.27677
0.147,0,0.000000,0,6.302477,1.958539,6.193213,11.979028,6.515591,7.549325,0.000000,0,0,13.686430,4.752164,6.861652,8.095067,1.47161,0.10450,3.27669
0.148,0,0.000000,0,6.313257,2.261994,6.195283,11.967321,6.516842,7.575640,0.000000,0,0,13.710199,4.752960,6.857110,8.081671,1.46653,0.11667,3.27684
0.149,0,0.000000,0,6.324057,2.573811,6.197580,11.955627,6.518178,7.601680,0.000000,0,0,13.733430,4.754837,6.852630,8.068237,1.46191,0.09885,3.27707
0.150,0,0.000000,0,6.334666,2.885628,6.199877,11.943933,6.519515,7.627720,0.000000,0,0,13.756660,4.756713,6.848149,8.054804,1.45744,0.11438,3.27707
0.151,0,0.000000,0,6.345240,3.197444,6.202174,11.932238,6.520851,7.653759,0.000000,0,0,13.779890,4.758590,6.843668,8.041370,1.45404,0.10534,3.27700
0.152,0,0.000000,0,6.355316,3.536165,6.205641,11.920234,6.522443,7.679093,0.000000,0,0,13.800525,4.763798,6.838878,8.027688,1.44812,0.08483,3.27675
0.153,0,0.000000,0,6.365301,3.883195,6.209469,11.908134,6.524114,7.704209,0.000000,0,0,13.820356,4.770035,6.833992,8.013928,1.43852,0.09313,3.27644
0.154,0,0.000000,0,6.374517,4.230226,6.213297,11.896035,6.525785,7.729325,0.000000,0,0,13.840189,4.776272,6.829105,8.000169,1.42697,0.10955,3.27700
0.155,0,0.000000,0,6.383591,4.577257,6.217126,11.883936,6.527457,7.754441,0.000000,0,0,13.860021,4.782509,6.824219,7.986409,1.42109,0.09553,3.27784
0.156,0,0.000000,0,6.391639,4.910802,6.222151,11.871806,6.529214,7.779040,0.000000,0,0,13.877218,4.791845,6.819107,7.972157,1.41313,0.09955,3.27736
