"Time","64 R marks","v2 R COP","66 RDS cle","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","34 FRx (cm)","33 FLy (cm)","29 HRx (cm)","v3 L COP","67 LDS cle","65 L marks","32 FLx (cm)","30 HRy (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.796,1,3.026726,1,6.068431,-1.065764,6.098567,12.386202,6.767551,6.195939,0.000000,0,0,12.499273,5.175016,6.694420,8.044130,-1.47931,0.09390,3.27671
0.797,0,0.408451,0,6.067923,-1.051817,6.097302,12.374175,6.760895,6.203362,0.000000,0,0,12.499700,5.162196,6.693631,8.033095,-1.47988,0.10080,3.27656
0.798,0,0.000000,0,6.067547,-1.037869,6.096038,12.362149,6.754239,6.210784,0.000000,0,0,12.500127,5.149377,6.692842,8.022060,-1.47740,0.11634,3.27663
0.799,0,0.000000,0,6.067195,-1.023922,6.094773,12.350122,6.747583,6.218206,0.000000,0,0,12.500553,5.136557,6.692053,8.011025,-1.47986,0.09721,3.27679
0.800,0,0.000000,0,6.067059,-0.995021,6.093734,12.338239,6.740331,6.228328,0.000000,0,0,12.502475,5.122049,6.691101,8.000021,-1.47930,0.08611,3.27654
0.801,0,0.000000,0,6.066963,-0.961501,6.092765,12.326398,6.732894,6.239285,0.000000,0,0,12.504858,5.107019,6.690099,7.989027,-1.47618,0.09972,3.27616
0.802,0,0.000000,0,6.067179,-0.927980,6.091795,12.314558,6.725457,6.250240,0.000000,0,0,12.507241,5.091990,6.689098,7.978032,-1.47794,0.10934,3.27612
0.803,0,0.000000,0,6.067452,-0.894460,6.090827,12.302718,6.718020,6.261197,0.000000,0,0,12.509624,5.076960,6.688096,7.967037,-1.47955,0.09872,3.27620
0.804,0,0.000000,0,6.068102,-0.864898,6.089927,12.290913,6.705491,6.274455,0.000000,0,0,12.514969,5.061696,6.686955,7.956181,-1.48135,0.10820,3.27639
0.805,0,0.000000,0,6.068821,-0.836559,6.089049,12.279119,6.691388,6.288424,0.000000,0,0,12.521230,5.046360,6.685771,7.945367,-1.48076,0.11225,3.27662
0.806,0,0.000000,0,6.069950,-0.808219,6.088171,12.267323,6.677285,6.302393,0.000000,0,0,12.527490,5.031024,6.684587,7.934553,-1.47910,0.09386,3.27661
0.807,0,0.000000,0,6.071155,-0.779880,6.087293,12.255529,6.663182,6.316362,0.000000,0,0,12.533751,5.015688,6.683403,7.923739,-1.47807,0.09785,3.27654
0.808,0,0.000000,0,6.072814,-0.745833,6.086850,12.244013,6.648905,6.332211,0.000000,0,0,12.540772,5.000572,6.682350,7.912820,-1.47941,0.11211,3.27663
0.809,0,0.000000,0,6.074557,-0.710023,6.086541,12.232582,6.634573,6.348642,0.000000,0,0,12.548030,4.985525,6.681337,7.901869,-1.48113,0.10465,3.27679
0.810,0,0.000000,0,6.076806,-0.674213,6.086232,12.221151,6.620242,6.365072,0.000000,0,0,12.555286,4.970477,6.680325,7.890919,-1.48088,0.07977,3.27694
0.811,0,0.000000,0,6.079149,-0.638403,6.085924,12.209721,6.605910,6.381502,0.000000,0,0,12.562544,4.955430,6.679313,7.879968,-1.47878,0.09980,3.27709
0.812,0,0.000000,0,6.081995,-0.590886,6.085135,12.198174,6.601028,6.399584,0.000000,0,0,12.586591,4.941256,6.678358,7.868852,-1.47977,0.11820,3.27725
0.813,0,0.000000,0,6.084936,-0.539752,6.084198,12.186593,6.599065,6.418176,0.000000,0,0,12.615823,4.927352,6.677422,7.857685,-1.47894,0.10832,3.27740
0.814,0,0.000000,0,6.088324,-0.488619,6.083261,12.175012,6.597102,6.436769,0.000000,0,0,12.645056,4.913448,6.676485,7.846518,-1.48102,0.08664,3.27680
0.815,0,0.000000,0,6.091794,-0.437486,6.082325,12.163430,6.595139,6.455360,0.000000,0,0,12.674288,4.899544,6.675548,7.835351,-1.47725,0.09879,3.27596
0.816,0,0.000000,0,6.095662,-0.348850,6.081614,12.151661,6.594335,6.475148,0.000000,0,0,12.700783,4.886200,6.674049,7.824236,-1.47929,0.09996,3.27622
0.817,0,0.000000,0,6.099603,-0.248630,6.080972,12.139834,6.593890,6.495305,0.000000,0,0,12.726433,4.873030,6.672376,7.813138,-1.48008,0.08970,3.27683
0.818,0,0.000000,0,6.103926,-0.148409,6.080331,12.128008,6.593445,6.515461,0.000000,0,0,12.752083,4.859859,6.670703,7.802040,-1.47980,0.10434,3.27686
0.819,0,0.000000,0,6.108320,-0.048189,6.079689,12.116181,6.592999,6.535618,0.000000,0,0,12.777733,4.846688,6.669030,7.790942,-1.48062,0.10656,3.27671
0.820,0,0.000000,0,6.113083,0.084659,6.079679,12.104512,6.593176,6.556910,0.000000,0,0,12.801229,4.833852,6.667459,7.779968,-1.48127,0.09224,3.27667
0.821,0,0.000000,0,6.117914,0.227586,6.079865,12.092892,6.593544,6.578553,0.000000,0,0,12.824060,4.821120,6.665921,7.769032,-1.47997,0.10485,3.27667
0.822,0,0.000000,0,6.123075,0.370513,6.080050,12.081271,6.593913,6.600195,0.000000,0,0,12.846892,4.808388,6.664383,7.758097,-1.47992,0.11600,3.27679
0.823,0,0.000000,0,6.128296,0.513440,6.080235,12.069651,6.594281,6.621838,0.000000,0,0,12.869723,4.795656,6.662844,7.747161,-1.48018,0.09675,3.27694
0.824,0,0.000000,0,6.133809,0.684380,6.080855,12.057852,6.594949,6.644394,0.000000,0,0,12.891042,4.783463,6.661270,7.735766,-1.47922,0.08248,3.27686
0.825,0,0.000000,0,6.139375,0.863974,6.081610,12.045998,6.595710,6.667233,0.000000,0,0,12.911892,4.771435,6.659685,7.724230,-1.47958,0.09539,3.27671
0.826,0,0.000000,0,6.145204,1.043568,6.082365,12.034144,6.596470,6.690071,0.000000,0,0,12.932742,4.759408,6.658100,7.712694,-1.47974,0.10665,3.27684
0.827,0,0.000000,0,6.151081,1.223162,6.083119,12.022290,6.597231,6.712909,0.000000,0,0,12.953592,4.747381,6.656515,7.701158,-1.48176,0.09918,3.27707
0.828,0,0.000000,0,6.157166,1.412144,6.084632,12.010867,6.597644,6.736336,0.000000,0,0,12.972910,4.735835,6.654574,7.689348,-1.48018,0.11710,3.27713
0.829,0,0.000000,0,6.163289,1.604026,6.086380,11.999577,6.597949,6.759946,0.000000,0,0,12.991753,4.724437,6.652524,7.677455,-1.47839,0.10102,3.27713
0.830,0,0.000000,0,6.169565,1.795908,6.088127,11.988285,6.598254,6.783556,0.000000,0,0,13.010596,4.713039,6.650474,7.665562,-1.47936,0.08606,3.27684
0.831,0,0.000000,0,6.175869,1.987790,6.089874,11.976995,6.598558,6.807166,0.000000,0,0,13.029440,4.701642,6.648424,7.653668,-1.48052,0.10357,3.27646
0.832,0,0.000000,0,6.182312,2.169497,6.092175,11.966074,6.598415,6.830793,0.000000,0,0,13.047544,4.690766,6.646598,7.641703,-1.48132,0.11030,3.27694
0.833,0,0.000000,0,6.188780,2.348060,6.094646,11.955267,6.598134,6.854425,0.000000,0,0,13.065419,4.680051,6.644841,7.629714,-1.47921,0.08336,3.27771
0.834,0,0.000000,0,6.195379,2.526623,6.097118,11.944460,6.597853,6.878058,0.000000,0,0,13.083295,4.669337,6.643085,7.617726,-1.47750,0.10070,3.27766
0.835,0,0.000000,0,6.202003,2.705186,6.099590,11.933653,6.597571,6.901690,0.000000,0,0,13.101171,4.658623,6.641328,7.605738,-1.48168,0.10736,3.27736
0.836,0,0.000000,0,6.208701,2.858931,6.102471,11.922697,6.596441,6.924986,0.000000,0,0,13.118403,4.648814,6.637188,7.592612,-1.48046,0.09736,3.27740
0.837,0,0.000000,0,6.215412,3.005010,6.105480,11.911695,6.595048,6.948178,0.000000,0,0,13.135437,4.639286,6.632311,7.579135,-1.47936,0.10335,3.27755
0.838,0,0.000000,0,6.222093,3.151088,6.108489,11.900694,6.593656,6.971370,0.000000,0,0,13.152471,4.629757,6.627435,7.565658,-1.47903,0.11712,3.27736
0.839,0,0.000000,0,6.228767,3.297167,6.111497,11.889692,6.592263,6.994562,0.000000,0,0,13.169504,4.620228,6.622558,7.552180,-1.48175,0.09942,3.27705
0.840,0,0.000000,0,6.235301,3.420002,6.115285,11.878822,6.590450,7.017994,0.000000,0,0,13.186913,4.611762,6.617764,7.539007,-1.48074,0.07523,3.27692
0.841,0,0.000000,0,6.241809,3.535657,6.119314,11.867993,6.588506,7.041501,0.000000,0,0,13.204438,4.603623,6.612996,7.525928,-1.47938,0.10173,3.27684
0.842,0,0.000000,0,6.248080,3.651313,6.123342,11.857163,6.586562,7.065007,0.000000,0,0,13.221964,4.595485,6.608228,7.512849,-1.47877,0.11013,3.27659
0.843,0,0.000000,0,6.254307,3.766968,6.127370,11.846334,6.584618,7.088514,0.000000,0,0,13.239489,4.587346,6.603460,7.499770,-1.48009,0.09664,3.27629
0.844,0,0.000000,0,6.260222,3.851633,6.131546,11.835330,6.582643,7.112449,0.000000,0,0,13.256634,4.580812,6.599032,7.487215,-1.48019,0.10677,3.27610
0.845,0,0.000000,0,6.266080,3.926725,6.135767,11.824271,6.580657,7.136516,0.000000,0,0,13.273661,4.574773,6.594710,7.474823,-1.48033,0.11400,3.27595
0.846,0,0.000000,0,6.271569,4.001817,6.139988,11.813212,6.578672,7.160583,0.000000,0,0,13.290688,4.568735,6.590388,7.462430,-1.47869,0.09668,3.27620
0.847,0,0.000000,0,6.276989,4.076909,6.144209,11.802155,6.576687,7.184650,0.000000,0,0,13.307714,4.562696,6.586065,7.450037,-1.47958,0.10488,3.27658
0.848,0,0.000000,0,6.281997,4.121373,6.148060,11.791156,6.574334,7.208309,0.000000,0,0,13.324863,4.558800,6.581612,7.437709,-1.47874,0.11386,3.27644
0.849,0,0.000000,0,6.286929,4.156375,6.151795,11.780176,6.571867,7.231842,0.000000,0,0,13.342051,4.555565,6.577118,7.425401,-1.47957,0.10121,3.27614
0.850,0,0.000000,0,6.291401,4.191379,6.155531,11.769197,6.569399,7.255375,0.000000,0,0,13.359237,4.552330,6.572624,7.413094,-1.47938,0.07578,3.27623
0.851,0,0.000000,0,6.295789,4.226381,6.159267,11.758217,6.566931,7.278908,0.000000,0,0,13.376424,4.549095,6.568130,7.400786,-1.47989,0.10535,3.27646
0.852,0,0.000000,0,6.299676,4.225083,6.163833,11.747658,6.564480,7.301372,0.000000,0,0,13.393132,4.548600,6.564066,7.388474,-1.48383,0.11801,3.27687
0.853,0,0.000000,0,6.303472,4.212571,6.168655,11.737229,6.562034,7.323506,0.000000,0,0,13.409692,4.548951,6.560135,7.376161,-1.47979,0.09710,3.27732
0.854,0,0.000000,0,6.306751,4.200058,6.173477,11.726800,6.559587,7.345640,0.000000,0,0,13.426252,4.549303,6.556204,7.363847,-1.47744,0.10194,3.27761
0.855,0,0.000000,0,6.309935,4.187547,6.178299,11.716372,6.557141,7.367774,0.000000,0,0,13.442813,4.549654,6.552273,7.351533,-1.48087,0.09881,3.27784
0.856,0,0.000000,0,6.312613,4.141001,6.182917,11.706164,6.554849,7.388743,0.000000,0,0,13.459115,4.553353,6.548668,7.339191,-1.47952,0.08136,3.27755
0.857,0,0.000000,0,6.315199,4.083941,6.187472,11.696025,6.552604,7.409352,0.000000,0,0,13.475337,4.558087,6.545162,7.326840,-1.48129,0.11144,3.27709
0.858,0,0.000000,0,6.317302,4.026883,6.192028,11.685886,6.550360,7.429961,0.000000,0,0,13.491559,4.562821,6.541657,7.314488,-1.47762,0.12388,3.27698
0.859,0,0.000000,0,6.319315,3.969824,6.196583,11.675747,6.548116,7.450570,0.000000,0,0,13.507782,4.567554,6.538152,7.302137,-1.47910,0.10069,3.27698
0.860,0,0.000000,0,6.320858,3.881161,6.200378,11.665412,6.545865,7.470459,0.000000,0,0,13.523240,4.574987,6.535126,7.290127,-1.47930,0.10097,3.27692
0.861,0,0.000000,0,6.322313,3.782737,6.203939,11.655017,6.543612,7.490126,0.000000,0,0,13.538464,4.583254,6.532248,7.278223,-1.47939,0.09794,3.27684
0.862,0,0.000000,0,6.323305,3.684312,6.207500,11.644621,6.541360,7.509793,0.000000,0,0,13.553686,4.591521,6.529370,7.266318,-1.47913,0.08453,3.27711
0.863,0,0.000000,0,6.324211,3.585887,6.211061,11.634226,6.539107,7.529459,0.000000,0,0,13.568910,4.599788,6.526493,7.254413,-1.47894,0.11104,3.27749
0.864,0,0.000000,0,6.324677,3.463576,6.214399,11.623940,6.537008,7.548698,0.000000,0,0,13.583380,4.609538,6.524019,7.242762,-1.47883,0.12007,3.27742
0.865,0,0.000000,0,6.325063,3.333886,6.217668,11.613690,6.534956,7.567804,0.000000,0,0,13.597617,4.619746,6.521670,7.231188,-1.47947,0.09756,3.27719
0.866,0,0.000000,0,6.325034,3.204196,6.220936,11.603440,6.532905,7.586910,0.000000,0,0,13.611855,4.629954,6.519321,7.219615,-1.47877,0.10269,3.27684
0.867,0,0.000000,0,6.324928,3.074507,6.224205,11.593190,6.530853,7.606017,0.000000,0,0,13.626093,4.640162,6.516972,7.208041,-1.47992,0.10515,3.27646
0.868,0,0.000000,0,6.324427,2.934417,6.227429,11.582498,6.528758,7.625424,0.000000,0,0,13.638954,4.650536,6.514407,7.196307,-1.47935,0.09352,3.27637
0.869,0,0.000000,0,6.323852,2.791115,6.230639,11.571668,6.526650,7.644925,0.000000,0,0,13.651391,4.660962,6.511775,7.184524,-1.47797,0.11363,3.27637
0.870,0,0.000000,0,6.322919,2.647813,6.233850,11.560839,6.524543,7.664425,0.000000,0,0,13.663828,4.671387,6.509143,7.172740,-1.48026,0.11675,3.27654
0.871,0,0.000000,0,6.321920,2.504511,6.237061,11.550010,6.522435,7.683926,0.000000,0,0,13.676264,4.681813,6.506512,7.160957,-1.48024,0.09024,3.27677
0.872,0,0.000000,0,6.320596,2.370205,6.239277,11.539557,6.519989,7.704240,0.000000,0,0,13.687618,4.692209,6.503834,7.149312,-1.47891,0.10937,3.27711
0.873,0,0.000000,0,6.319211,2.238677,6.241187,11.529222,6.517437,7.724806,0.000000,0,0,13.698638,4.702597,6.501142,7.137709,-1.48011,0.11130,3.27749
0.874,0,0.000000,0,6.317499,2.107150,6.243096,11.518888,6.514886,7.745372,0.000000,0,0,13.709658,4.712984,6.498449,7.126106,-1.47776,0.09386,3.27747
0.875,0,0.000000,0,6.315727,1.975622,6.245006,11.508553,6.512335,7.765938,0.000000,0,0,13.720677,4.723372,6.495757,7.114503,-1.47888,0.10817,3.27732
0.876,0,0.000000,0,6.313631,1.848880,6.246674,11.498230,6.509559,7.787283,0.000000,0,0,13.730518,4.733529,6.493517,7.102992,-1.47758,0.10781,3.27694
0.877,0,0.000000,0,6.311474,1.723616,6.248267,11.487912,6.506714,7.808868,0.000000,0,0,13.739996,4.743616,6.491418,7.091508,-1.47942,0.08208,3.27648
0.878,0,0.000000,0,6.309047,1.598352,6.249860,11.477594,6.503870,7.830453,0.000000,0,0,13.749473,4.753702,6.489320,7.080025,-1.48037,0.11007,3.27660
0.879,0,0.000000,0,6.306571,1.473088,6.251453,11.467276,6.501025,7.852038,0.000000,0,0,13.758950,4.763789,6.487221,7.068542,-1.47985,0.12005,3.27690
0.880,0,0.000000,0,6.303921,1.364306,6.252595,11.456614,6.498184,7.874699,0.000000,0,0,13.767070,4.774377,6.485124,7.057118,-1.47871,0.10172,3.27663
0.881,0,0.000000,0,6.301239,1.260617,6.253599,11.445848,6.495344,7.897692,0.000000,0,0,13.774770,4.785121,6.483028,7.045713,-1.47970,0.10332,3.27617
0.882,0,0.000000,0,6.298471,1.156927,6.254603,11.435080,6.492505,7.920685,0.000000,0,0,13.782471,4.795865,6.480933,7.034308,-1.47949,0.10293,3.27618
0.883,0,0.000000,0,6.295686,1.053237,6.255607,11.424313,6.489665,7.943677,0.000000,0,0,13.790171,4.806608,6.478837,7.022903,-1.48310,0.08496,3.27633
0.884,0,0.000000,0,6.292873,0.955492,6.256707,11.413834,6.486866,7.967227,0.000000,0,0,13.796274,4.817452,6.476667,7.011947,-1.47958,0.10913,3.27660
0.885,0,0.000000,0,6.290054,0.859583,6.257837,11.403444,6.484081,7.990948,0.000000,0,0,13.801885,4.828327,6.474475,7.001131,-1.47997,0.12217,3.27690
0.886,0,0.000000,0,6.287282,0.763674,6.258967,11.393056,6.481296,8.014669,0.000000,0,0,13.807494,4.839202,6.472283,6.990314,-1.47972,0.10268,3.27721
0.887,0,0.000000,0,6.284520,0.667765,6.260098,11.382667,6.478510,8.038390,0.000000,0,0,13.813105,4.850078,6.470091,6.979497,-1.48008,0.09949,3.27751
0.888,0,0.000000,0,6.281901,0.574663,6.260549,11.372136,6.476039,8.062901,0.000000,0,0,13.817409,4.861250,6.468204,6.969126,-1.48176,0.10148,3.27736
0.889,0,0.000000,0,6.279308,0.482427,6.260791,11.361561,6.473665,8.087658,0.000000,0,0,13.821310,4.872516,6.466411,6.958891,-1.48226,0.09036,3.27705
0.890,0,0.000000,0,6.276911,0.390191,6.261034,11.350986,6.471291,8.112414,0.000000,0,0,13.825212,4.883780,6.464617,6.948657,-1.47922,0.10706,3.27709
0.891,0,0.000000,0,6.274550,0.297956,6.261276,11.340412,6.468917,8.137171,0.000000,0,1,13.829113,4.895046,6.462824,6.938422,-1.48086,0.11714,3.27725
0.892,0,0.000000,0,6.272404,0.201360,6.261611,11.329782,6.466836,8.162732,2.726532,1,0,13.831100,4.906605,6.460830,6.928359,-1.48016,0.10305,3.27694
0.893,0,0.000000,0,6.270298,0.103417,6.261974,11.319135,6.464845,8.188542,5.957020,1,0,13.832499,4.918256,6.458774,6.918348,-1.47977,0.08817,3.27648
0.894,0,0.000000,0,6.268459,0.005474,6.262338,11.308487,6.462853,8.214353,6.459459,1,0,13.833896,4.929907,6.456718,6.908337,-1.47841,0.10783,3.27694
0.895,0,0.000000,0,6.266669,-0.092469,6.262702,11.297840,6.460862,8.240163,6.457661,1,0,13.835293,4.941558,6.454662,6.898326,-1.47960,0.11145,3.27771
0.896,0,0.000000,0,6.265212,-0.176836,6.262250,11.287452,6.459262,8.265074,6.456875,1,0,13.835160,4.953256,6.454972,6.889416,-1.47897,0.08523,3.27772
0.897,0,0.000000,0,6.263815,-0.257009,6.261547,11.277143,6.457782,8.289707,6.456277,1,0,13.834556,4.964969,6.456013,6.880846,-1.47961,0.09306,3.27749
0.898,0,0.000000,0,6.262751,-0.337182,6.260844,11.266835,6.456303,8.314340,6.456272,1,0,13.833951,4.976683,6.457053,6.872276,-1.48257,0.09672,3.27715
0.899,0,0.000000,0,6.261748,-0.417355,6.260140,11.256527,6.454823,8.338973,6.456376,1,0,13.833346,4.988396,6.458094,6.863706,-1.47747,0.09379,3.27677
0.900,0,0.000000,0,6.261014,-0.471680,6.259699,11.245893,6.453804,8.361957,6.456472,1,0,13.830806,5.000087,6.459007,6.855127,-1.47946,0.11242,3.27673
0.901,0,0.000000,0,6.260331,-0.518020,6.259338,11.235160,6.452929,8.384431,6.456567,1,0,13.827668,5.011773,6.459880,6.846546,-1.47962,0.12073,3.27681
0.902,0,0.000000,0,6.259871,-0.564360,6.258977,11.224426,6.452054,8.406904,6.456512,1,0,13.824531,5.023458,6.460753,6.837965,-1.47884,0.09285,3.27694
0.903,0,0.000000,0,6.259451,-0.610700,6.258616,11.213693,6.451178,8.429379,6.456429,1,0,13.821393,5.035143,6.461627,6.829384,-1.48370,0.08859,3.27709
0.904,0,0.000000,0,6.259227,-0.613855,6.257568,11.202961,6.450337,8.450334,6.456205,1,0,13.816767,5.046609,6.462039,6.820976,-1.47987,0.09836,3.27742
0.905,0,0.000000,0,6.259039,-0.603670,6.256307,11.192229,6.449508,8.470819,6.455955,1,0,13.811679,5.058006,6.462309,6.812622,-1.47864,0.10113,3.27780
0.906,0,0.000000,0,6.258996,-0.593485,6.255046,11.181498,6.448679,8.491306,6.455658,1,0,13.806592,5.069404,6.462578,6.804267,-1.48050,0.08810,3.27766
0.907,0,0.000000,0,6.258979,-0.583301,6.253785,11.170766,6.447849,8.511792,6.455353,1,0,13.801505,5.080801,6.462848,6.795913,-1.48038,0.10448,3.27736
0.908,0,0.000000,0,6.259054,-0.527680,6.253112,11.159721,6.447188,8.530286,6.455082,1,0,13.794732,5.091843,6.462902,6.787725,-1.47951,0.09873,3.27682
0.909,0,0.000000,0,6.259144,-0.458025,6.252622,11.148581,6.446579,8.548162,6.454817,1,0,13.787437,5.102775,6.462889,6.779590,-1.48063,0.08731,3.27621
0.910,0,0.000000,0,6.259312,-0.388369,6.252131,11.137441,6.445970,8.566040,6.454480,1,0,13.780144,5.113707,6.462876,6.771453,-1.47988,0.10983,3.27618
0.911,0,0.000000,0,6.259494,-0.318714,6.251641,11.126300,6.445361,8.583917,6.454130,1,0,13.772850,5.124639,6.462863,6.763318,-1.47982,0.10964,3.27633
0.912,0,0.000000,0,6.259754,-0.226758,6.251090,11.115343,6.444503,8.599971,6.453582,1,0,13.764498,5.135140,6.462510,6.755057,-1.47994,0.07979,3.27677
0.913,0,0.000000,0,6.260030,-0.127914,6.250519,11.104443,6.443568,8.615462,6.452999,1,0,13.755818,5.145509,6.462051,6.746759,-1.48046,0.09769,3.27730
0.914,0,0.000000,0,6.260373,-0.029069,6.249949,11.093542,6.442634,8.630953,6.452239,1,0,13.747140,5.155878,6.461593,6.738461,-1.47928,0.10850,3.27709
0.915,0,0.000000,0,6.260729,0.069775,6.249379,11.082642,6.441700,8.646444,6.451446,1,0,13.738461,5.166247,6.461135,6.730163,-1.47712,0.08979,3.27663
0.916,0,0.000000,0,6.261154,0.174097,6.249893,11.072430,6.440741,8.660169,6.450522,1,0,13.728512,5.175549,6.460152,6.721693,-1.48101,0.11242,3.27698
0.917,0,0.000000,0,6.261592,0.280112,6.250742,11.062428,6.439775,8.673348,6.449574,1,0,13.718172,5.184521,6.459006,6.713170,-1.48059,0.10910,3.27759
0.918,0,0.000000,0,6.262132,0.386126,6.251591,11.052428,6.438809,8.686528,6.448458,1,0,13.707831,5.193493,6.457861,6.704648,-1.48069,0.08472,3.27763
0.919,0,0.000000,0,6.262691,0.492140,6.252440,11.042428,6.437844,8.699708,6.447311,1,0,13.697492,5.202465,6.456716,6.696125,-1.47878,0.09958,3.27747
0.920,0,0.000000,0,6.263382,0.559656,6.253206,11.032888,6.436806,8.711188,6.445971,1,0,13.686069,5.210360,6.455088,6.687520,-1.47805,0.11288,3.27709
0.921,0,0.000000,0,6.264097,0.615280,6.253945,11.023491,6.435746,8.722144,6.444596,1,0,13.674312,5.217923,6.453311,6.678890,-1.47891,0.09698,3.27663
0.922,0,0.000000,0,6.264955,0.670903,6.254684,11.014093,6.434686,8.733100,6.443153,1,0,13.662555,5.225486,6.451534,6.670259,-1.48142,0.11280,3.27687
0.923,0,0.000000,0,6.265838,0.726527,6.255424,11.004696,6.433626,8.744056,6.441698,1,0,13.650798,5.233048,6.449758,6.661629,-1.48074,0.10845,3.27732
0.924,0,0.000000,0,6.266894,0.748338,6.256396,11.026928,6.432752,8.753119,6.440311,1,0,13.638749,5.239337,6.447927,6.652958,-1.47829,0.09669,3.27726
0.925,0,0.000000,0,6.267982,0.759705,6.257440,11.058928,6.431935,8.761600,6.438938,1,0,13.626611,5.245234,6.446080,6.644275,-1.47844,0.09276,3.27703
0.926,0,0.000000,0,6.269270,0.771073,6.258483,11.090930,6.431118,8.770080,6.437630,1,0,13.614471,5.251129,6.444233,6.635592,-1.48058,0.11266,3.27657
0.927,0,0.000000,0,6.270596,0.782440,6.259527,11.122931,6.430302,8.778560,6.436334,1,0,13.602333,5.257025,6.442386,6.626909,-1.47706,0.09668,3.27604
0.928,0,0.000000,0,6.272097,0.748599,6.260525,11.129192,6.429556,8.784865,6.435085,1,0,13.590119,5.262429,6.440748,6.618540,-1.47795,0.07852,3.27608
0.929,0,0.000000,0,6.273630,0.700794,6.261509,11.127502,6.428832,8.790501,6.433846,1,0,13.577883,5.267683,6.439174,6.610270,-1.47880,0.09907,3.27631
0.930,0,0.000000,0,6.275291,0.652988,6.262493,11.125813,6.428107,8.796136,6.432748,1,0,13.565646,5.272935,6.437601,6.601999,-1.47977,0.11151,3.27625
0.931,0,0.000000,0,6.276978,0.605183,6.263476,11.124122,6.427383,8.801771,6.431676,1,0,13.553410,5.278188,6.436027,6.593728,-1.47901,0.09853,3.27610
0.932,0,0.000000,0,6.278791,0.554563,6.264038,11.126401,6.426964,8.804690,6.430835,1,0,13.541231,5.282632,6.434850,6.585768,-1.47939,0.11074,3.27629
0.933,0,0.000000,0,6.280628,0.503075,6.264469,11.129905,6.426639,8.806769,6.430038,1,0,13.529070,5.286825,6.433796,6.577903,-1.47964,0.10929,3.27660
0.934,0,0.000000,0,6.282591,0.451587,6.264899,11.133410,6.426313,8.808849,6.429409,1,0,13.516909,5.291018,6.432743,6.570039,-1.47977,0.08832,3.27679
0.935,0,0.000000,0,6.284576,0.400098,6.265330,11.136914,6.425988,8.810928,6.428812,1,0,13.504747,5.295212,6.431689,6.562174,-1.48024,0.10496,3.27694
0.936,0,0.000000,0,6.286617,0.353520,6.265546,11.143929,6.425808,8.810978,6.428303,1,0,13.492624,5.298709,6.430909,6.554059,-1.47904,0.11515,3.27703
0.937,0,0.000000,0,6.288667,0.308459,6.265695,11.152029,6.425673,8.810401,6.427810,1,0,13.480512,5.301991,6.430214,6.545866,-1.47930,0.10208,3.27711
0.938,0,0.000000,0,6.290668,0.263398,6.265844,11.160129,6.425539,8.809823,6.427439,1,0,13.468399,5.305273,6.429520,6.537672,-1.48120,0.08441,3.27684
0.939,0,0.000000,0,6.292660,0.218337,6.265994,11.168228,6.425404,8.809246,6.427091,1,0,13.456286,5.308554,6.428825,6.529479,-1.47935,0.10310,3.27646
0.940,0,0.000000,0,6.294553,0.219284,6.265844,11.180724,6.425211,8.805919,6.426909,1,0,13.444494,5.311347,6.428713,6.521602,-1.47947,0.10481,3.27683
0.941,0,0.000000,0,6.296427,0.234444,6.265601,11.194579,6.425002,8.801742,6.426759,1,0,13.432799,5.313988,6.428781,6.513823,-1.47856,0.09314,3.27744
0.942,0,0.000000,0,6.298196,0.249603,6.265359,11.208433,6.424793,8.797565,6.426733,1,0,13.421105,5.316629,6.428849,6.506044,-1.47947,0.10622,3.27719
0.943,0,0.000000,0,6.299946,0.264762,6.265116,11.222288,6.424583,8.793387,6.426730,1,0,13.409411,5.319270,6.428916,6.498265,-1.47990,0.11260,3.27665
0.944,0,0.000000,0,6.301559,0.320515,6.265356,11.240602,6.424297,8.787230,6.426802,1,0,13.397969,5.321180,6.429411,6.490623,-1.47944,0.09392,3.27635
0.945,0,0.000000,0,6.303148,0.388807,6.265745,11.260295,6.423987,8.780463,6.426888,1,0,13.386604,5.322865,6.430037,6.483022,-1.47834,0.09061,3.27612
0.946,0,0.000000,0,6.304568,0.457099,6.266133,11.279987,6.423677,8.773696,6.427086,1,0,13.375239,5.324549,6.430664,6.475421,-1.47755,0.11522,3.27635
0.947,0,0.000000,0,6.305957,0.525391,6.266522,11.299680,6.423367,8.766929,6.427306,1,0,13.363874,5.326233,6.431290,6.467821,-1.48097,0.11482,3.27673
0.948,0,0.000000,0,6.307187,0.626410,6.266728,11.323630,6.423055,8.758092,6.427709,1,0,13.352454,5.327241,6.432622,6.461370,-1.48503,0.08189,3.27665
0.949,0,0.000000,0,6.308387,0.737538,6.266877,11.348896,6.422741,8.748615,6.428145,1,0,13.341016,5.328039,6.434173,6.455274,-1.48080,0.09541,3.27642
0.950,0,0.000000,0,6.309433,0.848666,6.267026,11.374162,6.422428,8.739140,6.428866,1,0,13.329577,5.328837,6.435723,6.449178,-1.47994,0.10482,3.27637
0.951,0,0.000000,0,6.310449,0.959794,6.267175,11.399428,6.422114,8.729663,6.429640,1,0,13.318140,5.329635,6.437274,6.443082,-1.47842,0.09652,3.27637
