"Time","v3 L COP","67 LDS cle","66 RDS cle","v2 R COP","v1 xCoM","37a CoMy (cm)","37 CoMy (cm)","35 FRy (cm)","34 FRx (cm)","33 FLy (cm)","30 HRy (cm)","29 HRx (cm)","m4 LDS cle","32 FLx (cm)","28 HLy (cm)","27 HLx (cm)","3 Platform","2 Trdml","1 Synch"
0.019,0.000000,0,0,0.000000,5.616202,-0.234971,5.627659,4.860987,10.706761,6.850643,4.517059,6.529800,0,12.440761,6.963233,7.524963,-0.23007,0.09666,3.27735
0.020,0.000000,0,0,0.000000,5.618032,-0.198336,5.627443,4.846103,10.720091,6.852422,4.519174,6.521029,0,12.432716,6.963399,7.535187,-0.20381,0.10884,3.27705
0.021,0.000000,0,0,0.000000,5.619695,-0.161702,5.627226,4.831219,10.733421,6.854200,4.521289,6.512259,0,12.424671,6.963566,7.545412,-0.17906,0.10770,3.27689
0.022,0.000000,0,0,0.000000,5.621053,-0.125067,5.627010,4.816335,10.746751,6.855978,4.523404,6.503488,0,12.416626,6.963733,7.555635,-0.15290,0.09660,3.27711
0.023,0.000000,0,0,0.000000,5.622437,-0.089654,5.626818,4.798612,10.764856,6.857770,4.525640,6.494596,0,12.408568,6.963437,7.567219,-0.12687,0.11104,3.27720
0.024,0.000000,0,0,0.000000,5.623869,-0.057510,5.626695,4.773293,10.795744,6.859601,4.528201,6.485379,0,12.400475,6.961901,7.582441,-0.07877,0.12075,3.27690
0.025,0.000000,0,0,0.000000,5.625312,-0.025366,5.626571,4.747973,10.826631,6.861432,4.530761,6.476162,0,12.392382,6.960366,7.597662,-0.04892,0.09573,3.27667
0.026,0.000000,0,0,0.000000,5.626774,0.006779,5.626448,4.722654,10.857518,6.863262,4.533322,6.466945,0,12.384289,6.958830,7.612884,-0.02264,0.09546,3.27667
0.027,0.000000,0,0,0.000000,5.628192,0.037319,5.626372,4.696182,10.892486,6.865147,4.535982,6.457715,0,12.376390,6.957183,7.629458,0.00277,0.10368,3.27659
0.028,0.000000,0,0,0.000000,5.629532,0.063568,5.626426,4.666624,10.938375,6.867177,4.538908,6.448448,0,12.369016,6.955239,7.649652,0.02725,0.10075,3.27629
0.029,0.000000,0,0,0.000000,5.630870,0.089816,5.626480,4.637065,10.984265,6.869206,4.541835,6.439181,0,12.361640,6.953295,7.669845,0.05425,0.08512,3.27630
0.030,0.000000,0,0,0.000000,5.632205,0.116065,5.626534,4.607507,11.030155,6.871236,4.544761,6.429914,0,12.354264,6.951351,7.690038,0.07868,0.08257,3.27722
0.031,0.000000,0,0,0.000000,5.633574,0.140078,5.626684,4.577174,11.078910,6.873329,4.547854,6.420639,0,12.346864,6.949280,7.711065,0.12961,0.12047,3.27779
0.032,0.000000,0,0,0.000000,5.635003,0.158111,5.627092,4.544767,11.135335,6.875591,4.551397,6.411339,0,12.339395,6.946869,7.734323,0.15789,0.10940,3.27741
0.033,0.000000,0,0,0.000000,5.636342,0.176144,5.627501,4.512361,11.191759,6.877852,4.554939,6.402039,0,12.331925,6.944458,7.757581,0.18787,0.09001,3.27709
0.034,0.000000,0,0,0.000000,5.637516,0.194177,5.627910,4.479954,11.248184,6.880114,4.558481,6.392739,0,12.324457,6.942048,7.780838,0.20867,0.10054,3.27694
0.035,0.000000,0,0,0.000000,5.638458,0.206775,5.628271,4.446855,11.305394,6.882498,4.561923,6.383440,0,12.316833,6.939781,7.804663,0.23308,0.12509,3.27680
0.036,0.000000,0,0,0.000000,5.638978,0.204825,5.628504,4.411902,11.364707,6.885209,4.565096,6.374145,0,12.308796,6.937899,7.830004,0.25983,0.10214,3.27673
0.037,0.000000,0,0,0.000000,5.639248,0.202876,5.628737,4.376950,11.424020,6.887919,4.568270,6.364849,0,12.300759,6.936018,7.855344,0.28253,0.08228,3.27677
0.038,0.000000,0,0,0.000000,5.639061,0.200926,5.628971,4.341998,11.483333,6.890630,4.571444,6.355554,0,12.292722,6.934136,7.880685,0.32311,0.11160,3.27715
0.039,0.000000,0,0,0.000000,5.638636,0.191325,5.629203,4.306036,11.543973,6.893533,4.574657,6.346282,0,12.284613,6.932538,7.907239,0.35981,0.10159,3.27731
0.040,0.000000,0,0,0.000000,5.637775,0.161244,5.629436,4.267375,11.608168,6.896953,4.577978,6.337073,0,12.276308,6.931697,7.937043,0.38472,0.08321,3.27686
0.041,0.000000,0,0,0.000000,5.636667,0.131164,5.629667,4.228714,11.672361,6.900372,4.581299,6.327865,0,12.268004,6.930857,7.966846,0.41048,0.11317,3.27656
0.042,0.000000,0,0,0.000000,5.635107,0.101083,5.629899,4.190053,11.736555,6.903791,4.584620,6.318656,0,12.259701,6.930016,7.996648,0.43452,0.09873,3.27671
0.043,0.000000,0,0,0.000000,5.633295,0.064104,5.630099,4.151067,11.802021,6.907439,4.587702,6.309659,0,12.251441,6.929144,8.026484,0.46144,0.09805,3.27701
0.044,0.000000,0,0,0.000000,5.631023,0.008662,5.630213,4.111215,11.870889,6.911697,4.590144,6.301225,0,12.243299,6.928188,8.056403,0.48454,0.11651,3.27769
0.045,0.000000,0,0,0.000000,5.628538,-0.046780,5.630327,4.071362,11.939757,6.915955,4.592586,6.292792,0,12.235156,6.927231,8.086324,0.52347,0.11626,3.27804
0.046,0.000000,0,0,0.000000,5.625665,-0.102222,5.630442,4.031509,12.008625,6.920213,4.595027,6.284359,0,12.227014,6.926275,8.116244,0.55908,0.09654,3.27743
0.047,0.000000,0,0,0.000000,5.622626,-0.161787,5.630497,3.992446,12.077933,6.924612,4.597492,6.275918,0,12.218799,6.925241,8.146265,0.57926,0.08583,3.27696
0.048,0.000000,0,0,0.000000,5.619285,-0.232386,5.630396,3.955493,12.148422,6.929387,4.600017,6.267454,0,12.210386,6.923999,8.176556,0.60607,0.12119,3.27688
0.049,0.000000,0,0,0.000000,5.615805,-0.302986,5.630296,3.918541,12.218911,6.934163,4.602543,6.258989,0,12.201974,6.922758,8.206846,0.62818,0.09218,3.27689
0.050,0.000000,0,0,0.000000,5.612072,-0.373585,5.630195,3.881589,12.289400,6.938938,4.605068,6.250525,0,12.193563,6.921516,8.237136,0.65024,0.07718,3.27711
0.051,0.000000,0,0,0.000000,5.608234,-0.443282,5.629915,3.845570,12.358726,6.943892,4.607880,6.242172,0,12.185053,6.920244,8.267237,0.67576,0.11094,3.27716
0.052,0.000000,0,0,0.000000,5.604204,-0.510563,5.629153,3.812049,12.424937,6.949323,4.611455,6.234119,0,12.176284,6.918890,8.296829,0.71133,0.10426,3.27670
0.053,0.000000,0,0,0.000000,5.600160,-0.577844,5.628391,3.778528,12.491148,6.954755,4.615030,6.226066,0,12.167516,6.917537,8.326423,0.74227,0.09877,3.27645
0.054,0.000000,0,0,0.000000,5.596089,-0.645125,5.627630,3.745008,12.557360,6.960186,4.618606,6.218012,0,12.158747,6.916184,8.356015,0.76483,0.10027,3.27675
0.055,0.000000,0,0,0.000000,5.592085,-0.710140,5.626823,3.714465,12.619872,6.965598,4.622386,6.210170,0,12.150053,6.914764,8.384837,0.78788,0.12024,3.27698
0.056,0.000000,0,0,0.000000,5.588207,-0.769089,5.625898,3.691893,12.672487,6.970953,4.626716,6.202891,0,12.141562,6.913165,8.411598,0.81152,0.10610,3.27698
0.057,0.000000,0,0,0.000000,5.584374,-0.828038,5.624973,3.669321,12.725102,6.976307,4.631045,6.195613,0,12.133071,6.911566,8.438358,0.83180,0.09580,3.27704
0.058,0.000000,0,0,0.000000,5.580627,-0.886987,5.624048,3.646749,12.777718,6.981662,4.635374,6.188334,0,12.124579,6.909967,8.465118,0.85273,0.11631,3.27727
0.059,0.000000,0,0,0.000000,5.576884,-0.944444,5.623070,3.627316,12.825633,6.986957,4.639710,6.181127,0,12.115993,6.908875,8.491237,0.87530,0.09699,3.27731
0.060,0.000000,0,0,0.000000,5.573147,-0.997907,5.621947,3.616287,12.860972,6.992087,4.644065,6.174109,0,12.107155,6.909138,8.515635,0.90483,0.08214,3.27686
0.061,0.000000,0,0,0.000000,5.569410,-1.051370,5.620824,3.605257,12.896311,6.997218,4.648420,6.167090,0,12.098316,6.909401,8.540033,0.93492,0.07983,3.27656
0.062,0.000000,0,0,0.000000,5.565672,-1.104833,5.619701,3.594228,12.931650,7.002349,4.652775,6.160072,0,12.089478,6.909664,8.564432,0.95574,0.11165,3.27671
0.063,0.000000,0,0,0.000000,5.561907,-1.161553,5.618629,3.584512,12.962708,7.007421,4.657330,6.153077,0,12.080642,6.910500,8.587960,0.97597,0.09393,3.27676
0.064,0.000000,0,0,0.000000,5.558091,-1.226991,5.617692,3.578315,12.982308,7.012339,4.662421,6.146142,0,12.071814,6.912870,8.609159,0.99486,0.07876,3.27654
0.065,0.000000,0,0,0.000000,5.554065,-1.292430,5.616756,3.572117,13.001908,7.017257,4.667512,6.139207,0,12.062985,6.915241,8.630359,1.01583,0.09056,3.27639
0.066,0.000000,0,0,0.000000,5.549658,-1.357868,5.615820,3.565920,13.021509,7.022175,4.672603,6.132272,0,12.054156,6.917612,8.651558,1.03189,0.12243,3.27646
0.067,0.000000,0,0,0.729217,5.544871,-1.430157,5.614726,3.560554,13.038291,7.027073,4.677609,6.125194,0,12.045086,6.920561,8.672549,1.05041,0.10944,3.27662
0.068,0.000000,0,0,2.789151,5.539389,-1.520781,5.613207,3.557414,13.047531,7.031919,4.682386,6.117732,0,12.035367,6.925062,8.692985,1.08537,0.09606,3.27700
0.069,0.000000,0,1,4.120250,5.533601,-1.611405,5.611688,3.554275,13.056770,7.036764,4.687164,6.110270,0,12.025649,6.929562,8.713419,1.10405,0.08901,3.27730
0.070,0.000000,0,1,4.121327,5.527252,-1.702029,5.610169,3.551135,13.066010,7.041610,4.691941,6.102808,0,12.015930,6.934062,8.733854,1.12149,0.12015,3.27738
0.071,0.000000,0,1,4.122600,5.520720,-1.796904,5.608548,3.548724,13.074272,7.046357,4.696647,6.095109,0,12.006160,6.938797,8.753649,1.13813,0.08786,3.27735
0.072,0.000000,0,1,4.124228,5.513851,-1.903159,5.606649,3.548264,13.079919,7.050838,4.701163,6.086771,0,11.996249,6.944155,8.771730,1.15778,0.08086,3.27705
0.073,0.000000,0,1,4.126117,5.506834,-2.009415,5.604750,3.547803,13.085565,7.055321,4.705678,6.078434,0,11.986340,6.949514,8.789812,1.17229,0.09472,3.27676
0.074,0.000000,0,1,4.128483,5.499547,-2.115670,5.602851,3.547343,13.091210,7.059803,4.710194,6.070096,0,11.976430,6.954873,8.807893,1.18683,0.10896,3.27654
0.075,0.000000,0,1,4.131170,5.492145,-2.221142,5.600780,3.547882,13.095554,7.064064,4.714596,6.061648,0,11.966278,6.960354,8.824520,1.20990,0.10200,3.27641
0.076,0.000000,0,1,4.134440,5.484532,-2.324519,5.598247,3.551095,13.096416,7.067733,4.718693,6.052903,0,11.955478,6.966164,8.837253,1.23488,0.08663,3.27656
0.077,0.000000,0,1,4.137963,5.476935,-2.427896,5.595714,3.554307,13.097276,7.071402,4.722790,6.044158,0,11.944678,6.971973,8.849986,1.24661,0.12079,3.27675
0.078,0.000000,0,1,4.141944,5.469366,-2.531273,5.593181,3.557520,13.098137,7.075071,4.726888,6.035412,0,11.933878,6.977782,8.862720,1.26146,0.09635,3.27706
0.079,0.000000,0,1,4.146050,5.461946,-2.628714,5.590547,3.561014,13.097149,7.078373,4.730984,6.026535,0,11.922768,6.983627,8.874461,1.27318,0.08986,3.27734
0.080,0.000000,0,1,4.150383,5.454796,-2.710271,5.587645,3.565259,13.091211,7.080694,4.735079,6.017304,0,11.910827,6.989569,8.883549,1.28680,0.09308,3.27757
0.081,0.000000,0,1,4.154610,5.447816,-2.791827,5.584743,3.569504,13.085275,7.083015,4.739174,6.008073,0,11.898885,6.995511,8.892635,1.29419,0.10679,3.27768
0.082,0.000000,0,1,4.158643,5.441145,-2.873384,5.581841,3.573748,13.079338,7.085336,4.743269,5.998842,0,11.886944,7.001453,8.901723,1.31216,0.08805,3.27745
0.083,0.000000,0,1,4.162375,5.434653,-2.946715,5.578846,3.577350,13.072472,7.087411,4.747307,5.989618,0,11.874987,7.007512,8.909733,1.32972,0.07763,3.27728
0.084,0.000000,0,1,4.165559,5.428486,-2.998033,5.575603,3.579229,13.063117,7.088828,4.751195,5.980415,0,11.862989,7.013883,8.914858,1.34654,0.11975,3.27728
0.085,0.000000,0,1,4.168546,5.422591,-3.049350,5.572361,3.581109,13.053761,7.090244,4.755082,5.971212,0,11.850991,7.020255,8.919983,1.35568,0.10820,3.27736
0.086,0.000000,0,1,4.171174,5.417190,-3.100667,5.569118,3.582989,13.044407,7.091660,4.758969,5.962008,0,11.838994,7.026627,8.925108,1.36709,0.08818,3.27767
0.087,0.000000,0,1,4.173766,5.412139,-3.142751,5.565895,3.584767,13.034512,7.092648,4.762769,5.952660,0,11.826946,7.032947,8.928809,1.37790,0.10789,3.27769
0.088,0.000000,0,1,4.176293,5.407727,-3.160123,5.562724,3.586273,13.023168,7.092488,4.766335,5.942920,0,11.814764,7.039128,8.928699,1.38935,0.12460,3.27693
0.089,0.000000,0,1,4.178826,5.403571,-3.177495,5.559553,3.587780,13.011824,7.092327,4.769901,5.933181,0,11.802583,7.045310,8.928589,1.39598,0.10187,3.27651
0.090,0.000000,0,1,4.181370,5.399884,-3.194868,5.556382,3.589286,13.000480,7.092166,4.773467,5.923442,0,11.790401,7.051491,8.928478,1.40313,0.07779,3.27704
0.091,0.000000,0,1,4.183919,5.396349,-3.204564,5.553134,3.590763,12.989061,7.092095,4.777052,5.913572,0,11.778282,7.057789,8.927444,1.41891,0.11574,3.27740
0.092,0.000000,0,1,4.186478,5.393093,-3.193716,5.549683,3.592159,12.977446,7.092263,4.780688,5.903351,0,11.766334,7.064400,8.923937,1.42724,0.10498,3.27724
0.093,0.000000,0,1,4.189009,5.390055,-3.182868,5.546231,3.593555,12.965829,7.092430,4.784325,5.893130,0,11.754385,7.071012,8.920430,1.43595,0.08027,3.27707
0.094,0.000000,0,1,4.191489,5.387418,-3.172020,5.542779,3.594951,12.954213,7.092597,4.787961,5.882909,0,11.742435,7.077622,8.916923,1.44256,0.10750,3.27684
0.095,0.000000,0,1,4.193902,5.385087,-3.154005,5.539403,3.596160,12.942472,7.092791,4.791580,5.872664,0,11.730677,7.083933,8.912587,1.44823,0.09254,3.27679
0.096,0.000000,0,1,4.196190,5.383316,-3.116806,5.536228,3.596868,12.930394,7.093054,4.795152,5.862357,0,11.719423,7.089438,8.906034,1.45371,0.10042,3.27725
0.097,0.000000,0,1,4.198381,5.381817,-3.079608,5.533054,3.597575,12.918316,7.093317,4.798725,5.852050,0,11.708171,7.094944,8.899481,1.45715,0.12843,3.27757
0.098,0.000000,0,1,4.200396,5.380815,-3.042410,5.529879,3.598283,12.906239,7.093580,4.802297,5.841743,0,11.696918,7.100450,8.892927,1.46040,0.11115,3.27749
0.099,0.000000,0,1,4.202289,5.380027,-2.999578,5.526783,3.598771,12.894439,7.093675,4.805727,5.831501,0,11.685527,7.105459,8.885315,1.47225,0.08833,3.27733
0.100,0.000000,0,1,4.203963,5.379634,-2.941670,5.523898,3.598672,12.883386,7.093321,4.808779,5.821431,0,11.673762,7.109141,8.874867,1.47557,0.11794,3.27695
0.101,0.000000,0,1,4.205507,5.379464,-2.883762,5.521012,3.598573,12.872333,7.092967,4.811831,5.811360,0,11.661999,7.112823,8.864420,1.47916,0.10558,3.27673
0.102,0.000000,0,1,4.206817,5.379698,-2.825853,5.518126,3.598475,12.861279,7.092613,4.814883,5.801291,0,11.650234,7.116505,8.853971,1.47914,0.08951,3.27696
0.103,0.000000,0,1,4.208019,5.380181,-2.760753,5.515282,3.598308,12.850025,7.091859,4.817773,5.791471,0,11.638813,7.119613,8.842761,1.48212,0.11767,3.27723
0.104,0.000000,0,1,4.209025,5.381121,-2.676402,5.512547,3.597960,12.838232,7.090035,4.820229,5.782320,0,11.628309,7.121185,8.829508,1.48469,0.10214,3.27761
0.105,0.000000,0,1,4.210062,5.382355,-2.592052,5.509812,3.597612,12.826440,7.088211,4.822685,5.773170,0,11.617805,7.122757,8.816254,1.48541,0.10272,3.27789
0.106,0.000000,0,1,4.211156,5.384127,-2.507701,5.507077,3.597265,12.814648,7.086387,4.825141,5.764019,0,11.607301,7.124330,8.803000,1.48504,0.11739,3.27789
0.107,0.000000,0,1,4.212419,5.386255,-2.413230,5.504417,3.597361,12.802682,7.083548,4.827564,5.755392,0,11.597315,7.125553,8.789422,1.48354,0.11911,3.27779
0.108,0.000000,0,1,4.213992,5.389031,-2.291671,5.501958,3.598645,12.790252,7.077991,4.829902,5.748165,0,11.588714,7.125840,8.774975,1.48461,0.08992,3.27741
0.109,0.000000,0,1,4.215720,5.392272,-2.170112,5.499499,3.599930,12.777822,7.072434,4.832239,5.740939,0,11.580113,7.126127,8.760528,1.48261,0.07703,3.27707
0.110,0.000000,0,1,4.217733,5.396358,-2.048554,5.497039,3.601215,12.765392,7.066877,4.834576,5.733712,0,11.571512,7.126415,8.746080,1.48291,0.11702,3.27684
0.111,0.000000,0,1,4.219848,5.400988,-1.914850,5.494753,3.602557,12.752688,7.059961,4.837158,5.727209,0,11.565505,7.126557,8.731499,1.47894,0.08605,3.27673
0.112,0.000000,0,1,4.222145,5.406611,-1.748640,5.492929,3.604053,12.739255,7.049408,4.840397,5.722644,0,11.566439,7.126315,8.716559,1.47673,0.07839,3.27696
0.113,0.000000,0,1,4.224488,5.412681,-1.582430,5.491106,3.605550,12.725821,7.038855,4.843636,5.718079,0,11.567372,7.126072,8.701620,1.48029,0.10355,3.27705
0.114,0.000000,0,1,4.226916,5.419564,-1.416220,5.489283,3.607046,12.712387,7.028301,4.846874,5.713514,0,11.568306,7.125829,8.686680,1.47197,0.10482,3.27674
0.115,0.000000,0,1,4.229342,5.426778,-1.241939,5.487634,3.608301,12.698907,7.017192,4.850377,5.710548,0,11.573083,7.125417,8.671667,1.46332,0.09822,3.27648
0.116,0.000000,0,1,4.231768,5.434597,-1.046055,5.486454,3.608907,12.685305,7.004599,4.854586,5.711862,0,11.588147,7.124552,8.656459,1.45892,0.11437,3.27633
0.117,0.000000,0,1,4.234182,5.442796,-0.850172,5.485274,3.609513,12.671701,6.992005,4.858796,5.713177,0,11.603210,7.123687,8.641251,1.45407,0.12127,3.27630
0.118,0.000000,0,1,4.236575,5.451686,-0.654289,5.484094,3.610120,12.658098,6.979411,4.863005,5.714491,0,11.618274,7.122822,8.626042,1.44988,0.10511,3.27660
0.119,0.000000,0,1,4.238957,5.460997,-0.453940,5.483246,3.610567,12.644613,6.965968,4.867353,5.717225,0,11.636763,7.121589,8.610868,1.44315,0.11715,3.27689
0.120,0.000000,0,1,4.241321,5.471075,-0.241638,5.483290,3.610589,12.631444,6.950252,4.872074,5.723756,0,11.664421,7.119370,8.595789,1.43582,0.11227,3.27711
0.121,0.000000,0,1,4.243690,5.481381,-0.029336,5.483333,3.610611,12.618274,6.934535,4.876794,5.730288,0,11.692080,7.117150,8.580709,1.42763,0.08870,3.27710
0.122,0.000000,0,1,4.246068,5.492102,0.182966,5.483377,3.610633,12.605104,6.918818,4.881515,5.736819,0,11.719738,7.114931,8.565628,1.41396,0.09991,3.27641
0.123,0.000000,0,1,4.248449,5.502820,0.390373,5.483689,3.610696,12.592243,6.902436,4.886131,5.745241,0,11.750930,7.112597,8.550517,1.40374,0.10881,3.27607
0.124,0.000000,0,1,4.250837,5.513530,0.584682,5.484725,3.610867,12.580205,6.884274,4.890466,5.758724,0,11.791579,7.109959,8.535323,1.39232,0.10318,3.27668
0.125,0.000000,0,1,4.253138,5.524127,0.778991,5.485760,3.611038,12.568167,6.866113,4.894801,5.772207,0,11.832230,7.107320,8.520129,1.38744,0.10929,3.27695
0.126,0.000000,0,1,4.255276,5.534518,0.973299,5.486795,3.611209,12.556129,6.847951,4.899136,5.785690,0,11.872879,7.104682,8.504935,1.37749,0.12339,3.27626
0.127,0.000000,0,1,3.503229,5.544758,1.162727,5.487904,3.611407,12.543949,6.829427,4.902842,5.801331,0,11.915717,7.102002,8.489587,1.36676,0.10815,3.27578
0.128,0.000000,0,0,1.374900,5.554724,1.339089,5.489210,3.611676,12.531390,6.809936,4.904863,5.822747,0,11.964412,7.099209,8.473826,1.35745,0.12418,3.27585
0.129,0.000000,0,0,0.000000,5.564666,1.515452,5.490516,3.611946,12.518832,6.790444,4.906884,5.844163,0,12.013106,7.096417,8.458065,1.34074,0.10973,3.27599
0.130,0.000000,0,0,0.000000,5.574566,1.691815,5.491822,3.612216,12.506273,6.770952,4.908905,5.865580,0,12.061801,7.093625,8.442305,1.32277,0.09087,3.27630
0.131,0.000000,0,0,0.000000,5.584565,1.863371,5.493422,3.612200,12.493404,6.751297,4.910368,5.889050,0,12.112970,7.091050,8.426370,1.31227,0.10793,3.27648
0.132,0.000000,0,0,0.000000,5.594742,2.022063,5.495808,3.611417,12.479704,6.731206,4.910340,5.918014,0,12.170766,7.089056,8.409967,1.29969,0.10714,3.27633
0.133,0.000000,0,0,0.000000,5.604899,2.180756,5.498195,3.610635,12.466003,6.711116,4.910311,5.946978,0,12.228562,7.087062,8.393565,1.28734,0.10126,3.27634
0.134,0.000000,0,0,0.000000,5.615021,2.339448,5.500581,3.609852,12.452303,6.691025,4.910283,5.975942,0,12.286358,7.085069,8.377164,1.27241,0.11641,3.27679
0.135,0.000000,0,0,0.000000,5.624999,2.494227,5.503045,3.609154,12.438590,6.671482,4.909862,6.006939,0,12.346806,7.083270,8.361184,1.26089,0.12185,3.27701
0.136,0.000000,0,0,0.000000,5.634716,2.638530,5.505720,3.608679,12.424843,6.653404,4.908392,6.043376,0,12.414353,7.081992,8.346334,1.24671,0.10113,3.27655
0.137,0.000000,0,0,0.000000,5.644442,2.782832,5.508394,3.608205,12.411096,6.635327,4.906923,6.079813,0,12.481900,7.080715,8.331484,1.21984,0.12695,3.27632
0.138,0.000000,0,0,0.000000,5.654184,2.927135,5.511068,3.607730,12.397347,6.617249,4.905453,6.116251,0,12.549447,7.079437,8.316633,1.20068,0.10454,3.27670
0.139,0.000000,0,0,0.000000,5.664112,3.071928,5.513913,3.607059,12.383595,6.599969,4.903644,6.154437,0,12.618999,7.078252,8.301948,1.18696,0.08300,3.27702
0.140,0.000000,0,0,0.000000,5.674378,3.218031,5.517217,3.605865,12.369826,6.584823,4.900928,6.197305,0,12.693918,7.077314,8.287704,1.16917,0.10724,3.27717
0.141,0.000000,0,0,0.000000,5.684764,3.364135,5.520520,3.604670,12.356058,6.569676,4.898211,6.240173,0,12.768837,7.076376,8.273459,1.15541,0.10685,3.27722
0.142,0.000000,0,0,0.000000,5.695366,3.510238,5.523823,3.603475,12.342290,6.554529,4.895494,6.283041,0,12.843756,7.075438,8.259215,1.13927,0.09810,3.27699
0.143,0.000000,0,0,0.000000,5.705978,3.653541,5.527323,3.602075,12.328511,6.540578,4.892628,6.327420,0,12.920061,7.074326,8.245062,1.12073,0.12365,3.27680
0.144,0.000000,0,0,0.000000,5.716609,3.789351,5.531347,3.600127,12.314706,6.529826,4.889358,6.375846,0,13.000079,7.072745,8.231150,1.09235,0.11203,3.27673
0.145,0.000000,0,0,0.000000,5.727263,3.925159,5.535371,3.598179,12.300900,6.519074,4.886088,6.424272,0,13.080097,7.071165,8.217237,1.06990,0.08949,3.27671
0.146,0.000000,0,0,0.000000,5.737958,4.060969,5.539396,3.596230,12.287095,6.508323,4.882818,6.472698,0,13.160115,7.069584,8.203325,1.05058,0.11992,3.27687
0.147,0.000000,0,0,0.000000,5.748716,4.196796,5.543502,3.595688,12.278360,6.498720,4.879198,6.522412,0,13.239081,7.067806,8.189528,1.03256,0.08623,3.27710
0.148,0.000000,0,0,0.000000,5.759587,4.332673,5.547829,3.598910,12.283200,6.492194,4.874640,6.575573,0,13.315232,7.065498,8.176035,1.01363,0.08162,3.27756
0.149,0.000000,0,0,0.000000,5.770523,4.468549,5.552155,3.602131,12.288040,6.485668,4.870081,6.628735,0,13.391383,7.063190,8.162542,0.99512,0.11041,3.27773
