"Time","67 LDS cle","65 L mark","64 R mark","37a CoMy (cm)","v3 L COP","v2 R COP","37 CoMy (cm)","v1 xCoM","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,-3.410870,0.000000,0.000000,4.215605,4.069086,17.390421,13.173738,0,18.051813,4.622544,3.409331,14.821216,4.925172,1.48450,0.10725,3.27672
0.001,0,0,0,-3.370170,0.000000,0.000000,4.212214,4.067595,17.380524,13.192837,0,18.083206,4.622268,3.408890,14.809715,4.929284,1.48535,0.09190,3.27655
0.002,0,0,0,-3.329470,0.000000,0.000000,4.208822,4.066154,17.370625,13.211935,0,18.114601,4.621991,3.408448,14.798214,4.933396,1.48453,0.10777,3.27640
0.003,0,0,0,-3.281327,0.000000,0.000000,4.205540,4.064905,17.360210,13.233298,0,18.139492,4.622119,3.407021,14.786934,4.937043,1.48352,0.10656,3.27710
0.004,0,0,0,-3.231438,0.000000,0.000000,4.202284,4.063680,17.349674,13.255193,0,18.162859,4.622342,3.405363,14.775704,4.940580,1.48419,0.10186,3.27802
0.005,0,0,0,-3.181549,0.000000,0.000000,4.199028,4.062629,17.339140,13.277086,0,18.186226,4.622564,3.403704,14.764476,4.944118,1.48416,0.08450,3.27832
0.006,0,0,0,-3.131660,0.000000,0.000000,4.195771,4.061600,17.328604,13.298981,0,18.209593,4.622787,3.402046,14.753246,4.947655,1.48445,0.11208,3.27847
0.007,0,0,0,-3.074673,0.000000,0.000000,4.192614,4.060782,17.318192,13.336861,0,18.227182,4.622779,3.400903,14.742147,4.916050,1.48555,0.10685,3.27783
0.008,0,0,0,-3.016022,0.000000,0.000000,4.189479,4.059991,17.307806,13.378491,0,18.243414,4.622716,3.399882,14.731079,4.876202,1.48466,0.08096,3.27699
0.009,0,0,0,-2.957371,0.000000,0.000000,4.186345,4.059478,17.297421,13.420121,0,18.259647,4.622653,3.398860,14.720011,4.836354,1.48343,0.08225,3.27695
0.010,0,0,0,-2.898721,0.000000,0.000000,4.183210,4.059000,17.287037,13.461751,0,18.275879,4.622591,3.397839,14.708942,4.796506,1.48329,0.11301,3.27710
0.011,0,0,0,-2.839812,0.000000,0.000000,4.180500,4.058822,17.277061,13.502786,0,18.287033,4.622544,3.397359,14.698374,4.756530,1.48392,0.10937,3.27725
0.012,0,0,0,-2.780843,0.000000,0.000000,4.177889,4.058681,17.267181,13.543681,0,18.296997,4.622500,3.397007,14.687922,4.716524,1.48329,0.08276,3.27740
0.013,0,0,1,-2.721874,0.000000,1.365780,4.175279,4.058633,17.257303,13.584576,0,18.306961,4.622457,3.396654,14.677469,4.676517,1.48590,0.10122,3.27719
0.014,0,0,0,-2.662905,0.000000,2.900364,4.172668,4.058597,17.247423,13.625471,1,18.316925,4.622413,3.396301,14.667017,4.636511,1.48491,0.12062,3.27689
0.015,0,0,0,-2.606431,0.000000,3.064475,4.170063,4.058442,17.237719,13.664573,1,18.322077,4.622403,3.396258,14.656700,4.631114,1.48463,0.11213,3.27689
0.016,0,0,0,-2.550542,0.000000,3.059203,4.167459,4.058271,17.228056,13.703255,1,18.326099,4.622401,3.396286,14.646415,4.633836,1.48509,0.07860,3.27696
0.017,0,0,0,-2.494653,0.000000,3.054200,4.164855,4.058035,17.218391,13.741937,1,18.330122,4.622399,3.396315,14.636129,4.636558,1.48354,0.09234,3.27686
0.018,0,0,0,-2.438763,0.000000,3.049230,4.162251,4.057791,17.208729,13.780619,1,18.334145,4.622396,3.396344,14.625844,4.639279,1.48494,0.10269,3.27670
0.019,0,0,0,-2.390862,0.000000,3.044574,4.159890,4.057555,17.199343,13.821280,1,18.333382,4.622439,3.396893,14.615365,4.641612,1.48473,0.10157,3.27698
0.020,0,0,0,-2.344835,0.000000,3.039958,4.157586,4.057319,17.190022,13.862405,1,18.331495,4.622493,3.397564,14.604841,4.643854,1.48622,0.07551,3.27736
0.021,0,0,0,-2.298808,0.000000,3.035836,4.155283,4.056925,17.180700,13.903529,1,18.329609,4.622546,3.398235,14.594317,4.646095,1.48436,0.09997,3.27682
0.022,0,0,0,-2.252781,0.000000,3.031775,4.152979,4.056511,17.171379,13.944654,1,18.327723,4.622600,3.398906,14.583794,4.648337,1.48309,0.10740,3.27606
0.023,0,0,0,-2.224870,0.000000,3.028396,4.150886,4.055744,17.161098,13.986363,1,18.320312,4.623041,3.400143,14.573181,4.649375,1.48424,0.09652,3.27664
0.024,0,0,0,-2.201210,0.000000,3.025101,4.148842,4.054934,17.150589,14.028210,1,18.311605,4.623573,3.401512,14.562548,4.650132,1.48340,0.09524,3.27756
0.025,0,0,0,-2.177549,0.000000,3.022515,4.146798,4.053761,17.140081,14.070055,1,18.302900,4.624105,3.402882,14.551914,4.650888,1.48427,0.10763,3.27744
0.026,0,0,0,-2.153889,0.000000,3.020016,4.144754,4.052543,17.129574,14.111901,1,18.294193,4.624637,3.404252,14.541281,4.651645,1.48360,0.10070,3.27705
0.027,0,0,0,-2.148088,0.000000,3.018164,4.142769,4.050974,17.119482,14.153428,1,18.282133,4.624932,3.405304,14.531089,4.651823,1.48602,0.08279,3.27679
0.028,0,0,0,-2.146476,0.000000,3.016391,4.140798,4.049363,17.109489,14.194880,1,18.269283,4.625173,3.406282,14.520999,4.651865,1.48294,0.10227,3.27657
0.029,0,0,0,-2.144864,0.000000,3.014994,4.138827,4.047273,17.099497,14.236331,1,18.256435,4.625413,3.407260,14.510910,4.651906,1.48392,0.10623,3.27701
0.030,0,0,0,-2.143252,0.000000,3.013644,4.136856,4.045124,17.089504,14.277783,1,18.243587,4.625653,3.408238,14.500820,4.651948,1.48434,0.09184,3.27762
0.031,0,0,0,-2.161359,0.000000,3.012429,4.134760,4.042382,17.079042,14.319413,1,18.229342,4.626335,3.408659,14.490884,4.653013,1.48380,0.07256,3.27786
0.032,0,0,0,-2.184090,0.000000,3.011230,4.132635,4.039568,17.068468,14.361086,1,18.214767,4.627120,3.408949,14.480983,4.654316,1.48454,0.10958,3.27802
0.033,0,0,0,-2.206822,0.000000,3.010319,4.130510,4.036285,17.057894,14.402758,1,18.200193,4.627905,3.409239,14.471082,4.655621,1.48363,0.12076,3.27768
0.034,0,0,0,-2.229554,0.000000,3.009444,4.128386,4.032944,17.047319,14.444430,1,18.185619,4.628691,3.409529,14.461182,4.656924,1.48605,0.10087,3.27722
0.035,0,0,0,-2.262422,0.000000,3.009046,4.126130,4.029307,17.037428,14.485525,1,18.173927,4.629327,3.409931,14.451255,4.658172,1.48431,0.09463,3.27689
0.036,0,0,0,-2.297668,0.000000,3.008708,4.123843,4.025633,17.027697,14.526484,1,18.162910,4.629929,3.410358,14.441323,4.659405,1.48421,0.10635,3.27658
0.037,0,0,0,-2.332915,0.000000,3.008712,4.121557,4.021757,17.017965,14.567444,1,18.151896,4.630530,3.410786,14.431392,4.660639,1.48451,0.10482,3.27689
0.038,0,0,0,-2.368161,0.000000,3.008759,4.119270,4.017856,17.008232,14.608404,1,18.140879,4.631132,3.411213,14.421460,4.661873,1.48264,0.08587,3.27734
0.039,0,0,0,-2.406227,0.000000,3.008947,4.116841,4.013818,16.998758,14.650289,1,18.130148,4.631067,3.411180,14.411588,4.663194,1.48540,0.09915,3.27695
0.040,0,0,0,-2.444956,0.000000,3.009151,4.114378,4.009763,16.989346,14.692390,1,18.119484,4.630846,3.411039,14.401730,4.664535,1.48134,0.10370,3.27634
0.041,0,0,0,-2.483684,0.000000,3.009403,4.111915,4.005598,16.979931,14.734492,1,18.108820,4.630624,3.410897,14.391872,4.665875,1.48257,0.09840,3.27652
0.042,0,0,0,-2.522412,0.000000,3.009660,4.109452,4.001419,16.970518,14.776594,1,18.098156,4.630403,3.410756,14.382014,4.667216,1.48418,0.08897,3.27690
0.043,0,0,0,-2.560086,0.000000,3.009868,4.106829,3.997159,16.961054,14.805103,1,18.087723,4.630392,3.410383,14.371849,4.703088,1.48532,0.11492,3.27667
0.044,0,0,0,-2.597512,0.000000,3.010069,4.104169,3.992890,16.951580,14.830423,1,18.077345,4.630430,3.409957,14.361611,4.747060,1.48441,0.10114,3.27629
0.045,0,0,0,-2.634939,0.000000,3.009969,4.101509,3.988630,16.942104,14.855743,1,18.066965,4.630468,3.409530,14.351374,4.791032,1.48341,0.09234,3.27640
0.046,0,0,0,-2.672366,0.000000,3.009831,4.098848,3.984372,16.932631,14.881063,1,18.056587,4.630507,3.409104,14.341137,4.835003,1.48404,0.11080,3.27663
0.047,0,0,0,-2.705780,0.000000,3.009208,4.096149,3.980210,16.923183,14.907473,1,18.046745,4.630895,3.407734,14.330866,4.879119,1.48407,0.11588,3.27637
0.048,0,0,0,-2.738252,0.000000,3.008525,4.093441,3.976060,16.913744,14.934137,1,18.037031,4.631365,3.406143,14.320586,4.923269,1.48578,0.09351,3.27599
0.049,0,0,0,-2.770724,0.000000,3.007673,4.090732,3.971993,16.904305,14.960802,1,18.027315,4.631835,3.404551,14.310308,4.967419,1.48337,0.06972,3.27646
0.050,0,0,0,-2.803196,0.000000,3.006799,4.088023,3.967937,16.894865,14.987468,1,18.017601,4.632305,3.402960,14.300029,5.011568,1.48364,0.10730,3.27715
0.051,0,0,0,-2.829474,0.000000,3.006129,4.085182,3.963936,16.885067,15.015669,1,18.007420,4.632938,3.401968,14.289348,5.020858,1.48508,0.11142,3.27728
0.052,0,0,0,-2.854299,0.000000,3.005484,4.082309,3.959942,16.875185,15.044231,1,17.997131,4.633610,3.401116,14.278572,5.021972,1.48331,0.09180,3.27728
0.053,0,0,0,-2.879125,0.000000,3.005041,4.079437,3.956044,16.865303,15.072794,1,17.986841,4.634281,3.400264,14.267797,5.023085,1.48482,0.08541,3.27753
0.054,0,0,0,-2.903950,0.000000,3.004623,4.076564,3.952157,16.855419,15.101357,1,17.976553,4.634953,3.399412,14.257022,5.024198,1.48431,0.11645,3.27783
0.055,0,0,0,-2.916713,0.000000,3.004305,4.073516,3.948437,16.845989,15.127145,1,17.965925,4.635180,3.398671,14.246269,5.024812,1.48369,0.11764,3.27734
0.056,0,0,0,-2.926648,0.000000,3.004000,4.070426,3.944738,16.836662,15.152283,1,17.955219,4.635303,3.397955,14.235521,5.025308,1.48232,0.09272,3.27666
0.057,0,0,0,-2.936582,0.000000,3.003727,4.067337,3.941342,16.827337,15.177421,1,17.944513,4.635426,3.397239,14.224773,5.025804,1.48477,0.09756,3.27670
0.058,0,0,0,-2.946516,0.000000,3.003458,4.064247,3.937983,16.818010,15.202559,1,17.933807,4.635549,3.396523,14.214025,5.026299,1.48503,0.10670,3.27693
0.059,0,0,0,-2.939276,0.000000,3.003167,4.061225,3.935072,16.808998,15.226153,1,17.923044,4.635746,3.396328,14.203141,5.026420,1.48465,0.10302,3.27728
0.060,0,0,0,-2.928009,0.000000,3.002874,4.058218,3.932216,16.800060,15.249387,1,17.912270,4.635959,3.396255,14.192224,5.026452,1.48445,0.08012,3.27766
0.061,0,0,0,-2.916741,0.000000,3.002538,4.055212,3.929908,16.791122,15.272620,1,17.901495,4.636172,3.396181,14.181307,5.026484,1.48373,0.08299,3.27737
0.062,0,0,0,-2.905473,0.000000,3.002196,4.052207,3.927668,16.782183,15.295853,1,17.890720,4.636386,3.396108,14.170389,5.026516,1.48682,0.09649,3.27692
0.063,0,0,0,-2.870450,0.000000,3.001844,4.049264,3.926044,16.773289,15.317672,1,17.880285,4.636518,3.396257,14.158990,5.026748,1.48364,0.10515,3.27682
0.064,0,0,0,-2.829854,0.000000,3.001491,4.046336,3.924496,16.764404,15.339159,1,17.869930,4.636632,3.396457,14.147477,5.027027,1.48402,0.08344,3.27682
0.065,0,0,0,-2.789258,0.000000,3.001369,4.043408,3.923540,16.755522,15.360646,1,17.859573,4.636746,3.396658,14.135964,5.027307,1.48439,0.10209,3.27689
0.066,0,0,0,-2.748662,0.000000,3.001274,4.040481,3.922657,16.746637,15.382133,1,17.849218,4.636860,3.396859,14.124453,5.027586,1.48236,0.10785,3.27696
0.067,0,0,0,-2.687383,0.000000,3.001592,4.037669,3.922321,16.737944,15.399423,1,17.839371,4.636476,3.397655,14.112950,5.027180,1.48689,0.10525,3.27692
0.068,0,0,0,-2.621252,0.000000,3.001961,4.034885,3.922052,16.729296,15.415728,1,17.829641,4.635975,3.398592,14.101451,5.026614,1.48318,0.09281,3.27684
0.069,0,0,0,-2.555120,0.000000,3.002400,4.032100,3.922306,16.720646,15.432032,1,17.819914,4.635474,3.399529,14.089951,5.026048,1.48291,0.10057,3.27707
0.070,0,0,0,-2.488989,0.000000,3.002847,4.029316,3.922624,16.711998,15.448337,1,17.810184,4.634973,3.400465,14.078451,5.025482,1.48752,0.11105,3.27737
0.071,0,0,0,-2.407344,0.000000,3.002987,4.026828,3.923458,16.703171,15.461917,1,17.800529,4.634807,3.400491,14.066659,5.024804,1.48293,0.10266,3.27737
0.072,0,0,0,-2.322059,0.000000,3.003090,4.024410,3.924355,16.694302,15.474858,1,17.790892,4.634720,3.400302,14.054799,5.024098,1.48642,0.08803,3.27730
0.073,0,0,0,-2.236775,0.000000,3.003019,4.021993,3.925809,16.685434,15.487800,1,17.781252,4.634634,3.400114,14.042938,5.023393,1.48383,0.09532,3.27728
0.074,0,0,0,-2.151491,0.000000,3.002927,4.019575,3.927333,16.676565,15.500742,1,17.771614,4.634547,3.399926,14.031078,5.022687,1.48441,0.09589,3.27728
0.075,0,0,0,-2.054570,0.000000,3.002889,4.017643,3.929436,16.667353,15.510912,1,17.761734,4.634659,3.400138,14.018447,5.021523,1.48578,0.09002,3.27722
0.076,0,0,0,-1.954920,0.000000,3.002858,4.015826,3.931611,16.658060,15.520432,1,17.751797,4.634818,3.400444,14.005634,5.020251,1.48407,0.08118,3.27715
0.077,0,0,0,-1.855269,0.000000,3.002865,4.014009,3.934241,16.648767,15.529951,1,17.741861,4.634976,3.400750,13.992822,5.018979,1.48552,0.09534,3.27701
0.078,0,0,0,-1.755619,0.000000,3.002877,4.012191,3.936928,16.639475,15.539471,1,17.731924,4.635135,3.401055,13.980010,5.017707,1.48273,0.09945,3.27686
0.079,0,0,0,-1.644116,0.000000,3.002877,4.010539,3.939942,16.630196,15.546232,1,17.722063,4.635526,3.401464,13.967145,5.016950,1.48425,0.09957,3.27689
0.080,0,0,0,-1.529833,0.000000,3.002876,4.008924,3.942997,16.620922,15.552347,1,17.712219,4.635971,3.401896,13.954268,5.016315,1.48537,0.08322,3.27696
0.081,0,0,0,-1.415550,0.000000,3.002954,4.007311,3.946426,16.611647,15.558461,1,17.702375,4.636417,3.402328,13.941391,5.015679,1.48694,0.11064,3.27716
0.082,0,0,0,-1.301267,0.000000,3.003041,4.005697,3.949900,16.602373,15.564576,1,17.692532,4.636862,3.402761,13.928514,5.015043,1.48332,0.10501,3.27739
0.083,0,0,0,-1.176170,0.000000,3.003315,4.004424,3.953828,16.593393,15.571033,1,17.682102,4.636796,3.403421,13.915531,5.013823,1.48454,0.09319,3.27689
0.084,0,0,0,-1.048536,0.000000,3.003612,4.003230,3.957811,16.584484,15.577572,1,17.671537,4.636611,3.404136,13.902524,5.012465,1.48607,0.08631,3.27620
0.085,0,0,0,-0.920903,0.000000,3.004108,4.002037,3.962273,16.575575,15.584110,1,17.660973,4.636425,3.404850,13.889517,5.011107,1.48325,0.11409,3.27667
0.086,0,0,0,-0.793269,0.000000,3.004630,4.000844,3.966794,16.566666,15.590649,1,17.650408,4.636239,3.405565,13.876510,5.009749,1.48361,0.10110,3.27744
0.087,0,0,0,-0.657810,0.000000,3.005320,4.000180,3.971796,16.557999,15.596450,1,17.640671,4.635712,3.406864,13.864093,5.008177,1.48297,0.07985,3.27771
0.088,0,0,0,-0.520514,0.000000,3.006032,3.999640,3.976858,16.549387,15.602078,1,17.631126,4.635105,3.408300,13.851814,5.006554,1.48341,0.09567,3.27786
0.089,0,0,0,-0.383219,0.000000,3.006815,3.999101,3.982381,16.540775,15.607707,1,17.621582,4.634498,3.409736,13.839536,5.004932,1.48573,0.11670,3.27734
0.090,0,0,0,-0.245923,0.000000,3.007607,3.998561,3.987961,16.532164,15.613336,1,17.612040,4.633891,3.411173,13.827256,5.003309,1.48439,0.10594,3.27666
0.091,0,0,0,-0.106098,0.000000,3.008391,3.998620,3.993957,16.523203,15.616844,1,17.602230,4.633565,3.412914,13.815452,5.001390,1.48422,0.07531,3.27695
0.092,0,0,0,0.034321,0.000000,3.009174,3.998818,4.000003,16.514162,15.619857,1,17.592360,4.633306,3.414727,13.803758,4.999401,1.48326,0.10699,3.27748
0.093,0,0,0,0.174739,0.000000,3.010035,3.999017,4.006325,16.505119,15.622869,1,17.582489,4.633047,3.416539,13.792064,4.997412,1.48506,0.12022,3.27759
0.094,0,0,0,0.315158,0.000000,3.010906,3.999216,4.012681,16.496078,15.625881,1,17.572618,4.632787,3.418352,13.780371,4.995423,1.48415,0.10256,3.27759
0.095,0,0,0,0.455618,0.000000,3.011935,3.999754,4.019183,16.487419,15.625429,1,17.562870,4.632749,3.420103,13.768915,4.993881,1.48448,0.09267,3.27740
0.096,0,0,0,0.596087,0.000000,3.012984,4.000372,4.025703,16.478851,15.624164,1,17.553148,4.632762,3.421839,13.757516,4.992443,1.48445,0.10451,3.27718
0.097,0,0,0,0.736557,0.000000,3.014032,4.000990,4.032413,16.470284,15.622899,1,17.543428,4.632776,3.423575,13.746116,4.991004,1.48456,0.10070,3.27682
0.098,0,0,0,0.877026,0.000000,3.015080,4.001609,4.039146,16.461716,15.621634,1,17.533707,4.632790,3.425312,13.734716,4.989566,1.48566,0.08385,3.27644
0.099,0,0,0,1.017330,0.000000,3.015934,4.002656,4.046137,16.452806,15.617887,1,17.523808,4.632568,3.426502,13.723655,4.988264,1.48344,0.09206,3.27612
0.100,0,0,0,1.157595,0.000000,3.016764,4.003805,4.053161,16.443817,15.613558,1,17.513868,4.632292,3.427565,13.712671,4.986994,1.48486,0.10263,3.27582
0.101,0,0,0,1.297859,0.000000,3.017364,4.004954,4.060404,16.434830,15.609228,1,17.503927,4.632016,3.428628,13.701689,4.985724,1.48381,0.10360,3.27637
0.102,0,0,0,1.438124,0.000000,3.017935,4.006103,4.067676,16.425840,15.604899,1,17.493986,4.631739,3.429690,13.690705,4.984455,1.48470,0.08713,3.27713
0.103,0,0,0,1.575786,0.000000,3.018271,4.007638,4.075100,16.416754,15.599135,1,17.483894,4.632410,3.429707,13.679786,4.983611,1.48360,0.11115,3.27704
0.104,0,0,0,1.712839,0.000000,3.018577,4.009265,4.082545,16.407644,15.593037,1,17.473768,4.633302,3.429478,13.668881,4.982868,1.48344,0.10234,3.27673
0.105,0,0,0,1.849891,0.000000,3.018582,4.010891,4.090076,16.398533,15.586937,1,17.463640,4.634194,3.429249,13.657977,4.982125,1.48410,0.09542,3.27649
0.106,0,0,0,1.986943,0.000000,3.018551,4.012518,4.097619,16.389423,15.580837,1,17.453514,4.635086,3.429020,13.647073,4.981381,1.48291,0.08868,3.27626
0.107,0,0,0,2.105194,0.000000,3.018194,4.014798,4.105137,16.380856,15.573722,1,17.442928,4.635852,3.428287,13.636463,4.980462,1.48405,0.11393,3.27664
0.108,0,0,0,2.219035,0.000000,3.017797,4.017231,4.112653,16.372416,15.566367,1,17.432234,4.636590,3.427436,13.625923,4.979500,1.48474,0.10229,3.27718
0.109,0,0,0,2.332876,0.000000,3.017309,4.019664,4.119830,16.363976,15.559013,1,17.421541,4.637327,3.426584,13.615382,4.978539,1.48328,0.07875,3.27679
0.110,0,0,0,2.446718,0.000000,3.016810,4.022097,4.126964,16.355537,15.551659,1,17.410847,4.638064,3.425733,13.604841,4.977577,1.48375,0.09455,3.27618
0.111,0,0,0,2.525481,0.000000,3.016438,4.024950,4.133444,16.394512,15.544352,1,17.400705,4.639671,3.424831,13.595195,4.977404,1.48677,0.11369,3.27637
0.112,0,0,0,2.596015,0.000000,3.016081,4.027900,4.139844,16.444611,15.537056,1,17.390692,4.641481,3.423917,13.585759,4.977416,1.48328,0.10308,3.27675
0.113,0,0,0,2.666550,0.000000,3.015671,4.030850,4.145538,16.494709,15.529759,1,17.380680,4.643292,3.423003,13.576323,4.977427,1.48370,0.07738,3.27695
0.114,0,0,0,2.737085,0.000000,3.015255,4.033800,4.151145,16.544807,15.522464,1,17.370667,4.645103,3.422089,13.566887,4.977438,1.48619,0.10577,3.27710
0.115,0,0,0,2.772962,0.000000,3.014594,4.036921,4.156053,16.569721,15.514871,1,17.360451,4.599349,3.420909,13.557446,4.977307,1.48595,0.12220,3.27737
0.116,0,0,0,2.800711,0.000000,3.013903,4.040082,4.160874,16.588730,15.507208,1,17.350185,4.542439,3.419667,13.548005,4.977141,1.48265,0.10857,3.27768
0.117,0,0,0,2.828459,0.000000,3.013221,4.043242,4.164918,16.607738,15.499545,1,17.339920,4.485528,3.418425,13.538563,4.976976,1.48578,0.07870,3.27725
0.118,0,0,0,2.856208,0.000000,3.012540,4.046403,4.168865,16.626747,15.491883,1,17.329657,4.428617,3.417183,13.529121,4.976811,1.48410,0.09462,3.27664
0.119,0,0,0,2.859746,0.000000,3.012187,4.049228,4.171990,16.645342,15.482485,1,17.319405,4.372381,3.416932,13.519719,4.976866,1.48486,0.10210,3.27713
0.120,0,0,0,2.857605,0.000000,3.011875,4.051975,4.175014,16.663841,15.472679,1,17.309158,4.316301,3.416914,13.510325,4.976974,1.48421,0.09344,3.27789
0.121,0,0,0,2.855464,0.000000,3.011940,4.054722,4.177430,16.682339,15.462873,1,17.298912,4.260222,3.416895,13.500933,4.977081,1.48331,0.06966,3.27774
0.122,0,0,0,2.853323,0.000000,3.012052,4.057469,4.179771,16.700838,15.453069,1,17.288666,4.204143,3.416877,13.491539,4.977188,1.48518,0.09334,3.27736
0.123,0,0,0,2.836162,0.000000,3.012469,4.060167,4.181759,16.709513,15.442780,1,17.277493,4.196393,3.417648,13.481773,4.977208,1.48363,0.10999,3.27722
0.124,0,0,0,2.815476,0.000000,3.012925,4.062853,4.183703,16.715881,15.432381,1,17.266102,4.199978,3.418604,13.471921,4.977207,1.48215,0.09412,3.27715
0.125,0,0,0,2.794791,0.000000,3.013415,4.065540,4.185410,16.722252,15.421980,1,17.254711,4.203565,3.419561,13.462068,4.977207,1.48383,0.08870,3.27664
0.126,0,0,0,2.774106,0.000000,3.013909,4.068226,4.187088,16.728621,15.411579,1,17.243322,4.207150,3.420517,13.452214,4.977206,1.48541,0.09878,3.27603
0.127,0,0,0,2.740550,0.000000,3.014228,4.071093,4.188585,16.742874,15.401616,1,17.232153,4.210893,3.421423,13.441867,4.977283,1.48633,0.10835,3.27646
0.128,0,0,0,2.703975,0.000000,3.014526,4.074001,4.190058,16.758976,15.391756,1,17.221035,4.214672,3.422318,13.431404,4.977378,1.48497,0.09881,3.27715
0.129,0,0,0,2.667400,0.000000,3.014963,4.076910,4.191315,16.775080,15.381896,1,17.209917,4.218451,3.423212,13.420940,4.977474,1.47955,0.09944,3.27734
0.130,0,0,0,2.630825,0.000000,3.015417,4.079818,4.192544,16.791182,15.372035,1,17.198799,4.222229,3.424106,13.410478,4.977569,1.48283,0.10356,3.27742
0.131,0,0,0,2.578913,0.000000,3.016333,4.082676,4.193447,16.811926,15.363169,1,17.187334,4.226065,3.425809,13.399860,4.977781,1.48340,0.09631,3.27731
0.132,0,0,0,2.523404,0.000000,3.017306,4.085523,4.194310,16.833761,15.354536,1,17.175789,4.229913,3.427702,13.389208,4.978022,1.48351,0.09161,3.27716
0.133,0,0,0,2.467895,0.000000,3.018421,4.088369,4.194523,16.855595,15.345902,1,17.164244,4.233762,3.429595,13.378555,4.978262,1.48349,0.09707,3.27713
0.134,0,0,0,2.412385,0.000000,3.019553,4.091215,4.194656,16.877430,15.337270,1,17.152699,4.237611,3.431488,13.367902,4.978502,1.48216,0.10325,3.27713
0.135,0,0,0,2.337615,0.000000,3.020423,4.093465,4.193874,16.904703,15.327934,1,17.141161,4.239772,3.432815,13.357305,4.978891,1.48393,0.09266,3.27682
0.136,0,0,0,2.258326,0.000000,3.021260,4.095575,4.192979,16.933252,15.318434,1,17.129627,4.241537,3.434010,13.346720,4.979315,1.48314,0.08939,3.27644
0.137,0,0,0,2.179036,0.000000,3.021849,4.097685,4.191439,16.961802,15.308933,1,17.118092,4.243302,3.435205,13.336136,4.979739,1.48570,0.10014,3.27679
0.138,0,0,0,2.099747,0.000000,3.022408,4.099795,4.189819,16.990351,15.299434,1,17.106556,4.245068,3.436399,13.325551,4.980163,1.48512,0.11023,3.27733
0.139,0,0,0,2.007918,0.000000,3.022856,4.101721,4.187892,17.025797,15.288996,1,17.094891,4.244468,3.437492,13.315434,4.980123,1.48459,0.09748,3.27756
0.140,0,0,0,1.913146,0.000000,3.023291,4.103603,4.185927,17.062860,15.278339,1,17.083197,4.243313,3.438561,13.305429,4.979975,1.48625,0.08389,3.27771
0.141,0,0,0,1.818375,0.000000,3.023755,4.105485,4.183612,17.099926,15.267682,1,17.071501,4.242158,3.439630,13.295423,4.979827,1.48431,0.11326,3.27768
0.142,0,0,0,1.723603,0.000000,3.024223,4.107367,4.181253,17.136990,15.257025,1,17.059807,4.241004,3.440699,13.285417,4.979679,1.48271,0.11096,3.27760
0.143,0,0,0,1.613286,0.000000,3.024829,4.109090,4.178417,17.179356,15.245235,1,17.047945,4.237779,3.442193,13.275979,4.978749,1.48422,0.08961,3.27734
0.144,0,0,0,1.499322,0.000000,3.025452,4.110775,4.175522,17.222967,15.233180,1,17.036045,4.234068,3.443787,13.266673,4.977636,1.48473,0.09358,3.27704
0.145,0,0,0,1.385358,0.000000,3.026156,4.112460,4.172131,17.266579,15.221125,1,17.024143,4.230358,3.445381,13.257368,4.976522,1.48381,0.11699,3.27728
0.146,0,0,0,1.271394,0.000000,3.026871,4.114145,4.168678,17.310190,15.209070,1,17.012243,4.226647,3.446975,13.248063,4.975409,1.48564,0.10289,3.27766
0.147,0,0,0,1.151441,0.000000,3.027537,4.115331,4.164770,17.311474,15.197274,1,17.000099,4.221695,3.448260,13.239471,4.974426,1.48410,0.08442,3.27737
0.148,0,0,0,1.030083,0.000000,3.028197,4.116399,4.160807,17.302832,15.185538,1,16.987898,4.216451,3.449472,13.231047,4.973474,1.48877,0.09482,3.27692
0.149,0,0,0,0.908726,0.000000,3.028547,4.117467,4.156568,17.294188,15.173803,1,16.975697,4.211207,3.450685,13.222622,4.972521,1.48424,0.11190,3.27676
0.150,0,0,0,0.787368,0.000000,3.028858,4.118535,4.152296,17.285543,15.162068,1,16.963495,4.205964,3.451897,13.214197,4.971569,1.48387,0.10531,3.27669
0.151,0,0,0,0.669823,0.000000,3.028641,4.119194,4.147927,17.306667,15.150011,1,16.951323,4.247708,3.451338,13.206726,4.970643,1.48453,0.08816,3.27698
0.152,0,0,0,0.553172,0.000000,3.028358,4.119756,4.143547,17.334772,15.137877,1,16.939156,4.300474,3.450364,13.199478,4.969724,1.48463,0.09961,3.27736
0.153,0,0,0,0.436520,0.000000,3.027691,4.120318,4.139078,17.362877,15.125745,1,16.926987,4.353240,3.449390,13.192229,4.968805,1.48555,0.09982,3.27731
0.154,0,0,0,0.319869,0.000000,3.026976,4.120881,4.134597,17.390982,15.113611,1,16.914820,4.406006,3.448416,13.184981,4.967885,1.48289,0.09138,3.27716
0.155,0,0,0,0.218531,0.000000,3.026078,4.120775,4.130041,17.423588,15.100896,1,16.902805,4.458466,3.446885,13.178370,4.966725,1.48354,0.10732,3.27713
0.156,0,0,0,0.120784,0.000000,3.025158,4.120513,4.125476,17.457249,15.088043,1,16.890829,4.510854,3.445224,13.171909,4.965508,1.48434,0.10720,3.27713
