"Time","67 LDS cle","65 L mark","64 R mark","37a CoMy (cm)","v3 L COP","v2 R COP","37 CoMy (cm)","v1 xCoM","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
1.472,0,0,0,0.307922,0.000000,3.073212,4.211370,4.225283,17.771347,14.976711,1,17.162264,4.536985,3.101367,12.729847,4.861890,-1.47971,0.09677,3.27660
1.473,0,0,0,0.158337,0.000000,3.074257,4.211869,4.219105,17.801556,14.965466,1,17.151281,4.529030,3.102997,12.728297,4.858744,-1.47997,0.07415,3.27658
1.474,0,0,0,0.008752,0.000000,3.075307,4.212368,4.212843,17.831764,14.954222,1,17.140301,4.521075,3.104628,12.726747,4.855598,-1.47624,0.09456,3.27666
1.475,0,0,0,-0.151743,0.000000,3.076160,4.212192,4.205896,17.859829,14.943167,1,17.130251,4.513527,3.105788,12.727681,4.851834,-1.47977,0.11199,3.27667
1.476,0,0,0,-0.314796,0.000000,3.076990,4.211857,4.198865,17.887390,14.932157,1,17.120420,4.506074,3.106838,12.729198,4.847925,-1.47902,0.09592,3.27667
1.477,0,0,0,-0.477850,0.000000,3.077600,4.211523,4.191360,17.914953,14.921146,1,17.110590,4.498621,3.107888,12.730716,4.844017,-1.47978,0.08397,3.27655
1.478,0,0,0,-0.640903,0.000000,3.078182,4.211188,4.183795,17.942514,14.910136,1,17.100760,4.491169,3.108938,12.732234,4.840108,-1.48074,0.10028,3.27640
1.479,0,0,1,-0.794942,0.000000,1.708427,4.210163,4.176039,17.968658,14.898911,1,17.090855,4.485043,3.107424,12.737244,4.836295,-1.48015,0.11300,3.27643
1.480,0,0,0,-0.946867,0.000000,0.169304,4.208975,4.168258,17.994467,14.887638,0,17.080931,4.479228,3.105310,12.743072,4.832505,-1.48012,0.10397,3.27650
1.481,0,0,0,-1.098792,0.000000,0.000000,4.207788,4.160618,18.020277,14.876364,0,17.071009,4.473413,3.103195,12.748900,4.828714,-1.47984,0.08899,3.27640
1.482,0,0,0,-1.250717,0.000000,0.000000,4.206600,4.152995,18.046087,14.865089,0,17.061085,4.467599,3.101081,12.754729,4.824924,-1.48222,0.10137,3.27625
1.483,0,0,0,-1.375764,0.000000,0.000000,4.205038,4.145824,18.069799,14.853276,0,17.050760,4.463552,3.091079,12.764992,4.821288,-1.48021,0.11077,3.27676
1.484,0,0,0,-1.494506,0.000000,0.000000,4.203388,4.138710,18.093021,14.841336,0,17.040340,4.459920,3.079226,12.776294,4.817689,-1.47908,0.10064,3.27745
1.485,0,0,0,-1.613249,0.000000,0.000000,4.201738,4.132218,18.116241,14.829396,0,17.029921,4.456288,3.067374,12.787597,4.814089,-1.48216,0.07457,3.27747
1.486,0,0,0,-1.731991,0.000000,0.000000,4.200088,4.125803,18.139463,14.817456,0,17.019501,4.452656,3.055521,12.798899,4.810490,-1.48061,0.09448,3.27731
1.487,0,0,0,-1.809712,0.000000,0.000000,4.198040,4.120133,18.160685,14.804877,0,17.009199,4.450639,3.039429,12.816449,4.806772,-1.48233,0.10416,3.27704
1.488,0,0,0,-1.877810,0.000000,0.000000,4.195898,4.114556,18.181437,14.792149,0,16.998926,4.449001,3.022341,12.835465,4.803027,-1.48038,0.09252,3.27673
1.489,0,0,0,-1.945908,0.000000,0.000000,4.193756,4.109833,18.202188,14.779421,0,16.988653,4.447362,3.005254,12.854482,4.799281,-1.47862,0.07215,3.27679
1.490,0,0,0,-2.014007,0.000000,0.000000,4.191614,4.105217,18.222940,14.766692,0,16.978380,4.445724,2.988166,12.873497,4.795536,-1.47922,0.09315,3.27695
1.491,0,0,0,-2.035837,0.000000,0.000000,4.189272,4.101566,18.240936,14.754426,0,16.967819,4.444422,2.964350,12.898125,4.793306,-1.48018,0.10971,3.27704
1.492,0,0,0,-2.046814,0.000000,0.000000,4.186884,4.098035,18.258286,14.742268,0,16.957190,4.443199,2.938956,12.924067,4.791431,-1.47856,0.09386,3.27711
1.493,0,0,0,-2.057791,0.000000,0.000000,4.184495,4.095612,18.275635,14.730110,0,16.946560,4.441976,2.913562,12.950010,4.789557,-1.47928,0.10215,3.27719
1.494,0,0,0,-2.068769,0.000000,0.000000,4.182106,4.093325,18.292984,14.717952,0,16.935930,4.440753,2.888168,12.975953,4.787682,-1.48431,0.10750,3.27727
1.495,0,0,0,-2.032456,0.000000,0.000000,4.179877,4.092266,18.307293,14.705294,0,16.926144,4.439816,2.859456,13.006375,4.785758,-1.48157,0.10662,3.27692
1.496,0,0,0,-1.985050,0.000000,0.000000,4.177685,4.091359,18.320889,14.692518,0,16.916553,4.438947,2.829966,13.037847,4.783822,-1.47919,0.09286,3.27646
1.497,0,0,0,-1.937644,0.000000,0.000000,4.175492,4.091681,18.334484,14.679743,0,16.906963,4.438078,2.800475,13.069319,4.781886,-1.48013,0.10997,3.27667
1.498,0,0,0,-1.890239,0.000000,0.000000,4.173300,4.092154,18.348080,14.666966,0,16.897373,4.437209,2.770985,13.100791,4.779950,-1.47932,0.10687,3.27705
1.499,0,0,0,-1.798947,0.000000,0.000000,4.171377,4.093817,18.358511,14.654551,0,16.887283,4.435740,2.742546,13.134192,4.778765,-1.48117,0.09081,3.27695
1.500,0,0,0,-1.697361,0.000000,0.000000,4.169518,4.095627,18.368198,14.642219,0,16.877077,4.434131,2.714353,13.168044,4.777757,-1.47919,0.07964,3.27672
1.501,0,0,0,-1.595775,0.000000,0.000000,4.167657,4.098561,18.377888,14.629887,0,16.866869,4.432521,2.686161,13.201897,4.776748,-1.47482,0.10727,3.27673
1.502,0,0,0,-1.494189,0.000000,0.000000,4.165798,4.101633,18.387577,14.617555,0,16.856663,4.430912,2.657968,13.235750,4.775740,-1.48204,0.11266,3.27681
1.503,0,0,0,-1.355865,0.000000,0.000000,4.164267,4.105754,18.393274,14.604395,0,16.846619,4.429564,2.638034,13.270919,4.773845,-1.48003,0.08989,3.27707
1.504,0,0,0,-1.208925,0.000000,0.000000,4.162812,4.110004,18.398033,14.591042,0,16.836613,4.428277,2.620037,13.306397,4.771742,-1.48363,0.08075,3.27737
1.505,0,0,0,-1.061985,0.000000,0.000000,4.161358,4.115227,18.402794,14.577688,0,16.826607,4.426990,2.602039,13.341876,4.769639,-1.48033,0.10998,3.27744
1.506,0,0,0,-0.915044,0.000000,0.000000,4.159904,4.120569,18.407555,14.564334,0,16.816603,4.425703,2.584042,13.377355,4.767537,-1.48051,0.11782,3.27744
1.507,0,0,0,-0.749355,0.000000,0.000000,4.159149,4.126778,18.409269,14.552015,0,16.805927,4.424553,2.571582,13.413025,4.765932,-1.47797,0.08715,3.27725
1.508,0,0,0,-0.579269,0.000000,0.000000,4.158558,4.133094,18.410273,14.539939,0,16.795095,4.423435,2.560421,13.448741,4.764444,-1.47942,0.08053,3.27702
1.509,0,0,0,-0.409182,0.000000,0.000000,4.157967,4.140035,18.411274,14.527863,0,16.784264,4.422318,2.549260,13.484457,4.762955,-1.47946,0.10512,3.27728
1.510,0,0,0,-0.239095,0.000000,0.000000,4.157376,4.147052,18.412275,14.515786,0,16.773432,4.421200,2.538099,13.520173,4.761467,-1.48026,0.10484,3.27766
1.511,0,0,0,-0.067960,0.000000,0.000000,4.157424,4.154434,18.411976,14.503080,0,16.762428,4.419376,2.535241,13.554526,4.760137,-1.47900,0.08099,3.27780
1.512,0,0,0,0.103421,0.000000,0.000000,4.157623,4.161860,18.411373,14.490227,0,16.751385,4.417386,2.534332,13.588560,4.758843,-1.48254,0.09246,3.27788
1.513,0,0,0,0.274801,0.000000,0.000000,4.157822,4.169474,18.410769,14.477373,0,16.740341,4.415397,2.533423,13.622593,4.757550,-1.47929,0.11352,3.27765
1.514,0,0,0,0.446182,0.000000,0.000000,4.158020,4.177111,18.410164,14.464520,0,16.729298,4.413407,2.532514,13.656627,4.756257,-1.47900,0.09862,3.27734
1.515,0,0,0,0.602391,0.000000,0.000000,4.158872,4.184771,18.408743,14.451468,0,16.718531,4.411018,2.537217,13.688256,4.755175,-1.48013,0.08212,3.27704
1.516,0,0,0,0.755041,0.000000,0.000000,4.159877,4.192433,18.407129,14.438369,0,16.707830,4.408536,2.543236,13.719323,4.754142,-1.47952,0.09568,3.27673
1.517,0,0,0,0.907691,0.000000,0.000000,4.160882,4.199900,18.405516,14.425270,0,16.697128,4.406055,2.549255,13.750390,4.753109,-1.47899,0.10956,3.27686
1.518,0,1,0,1.060341,0.000000,0.000000,4.161886,4.207342,18.403904,14.412171,0,16.686426,4.403573,2.555274,13.781457,4.752076,-1.48024,0.10193,3.27708
1.519,1,0,0,1.191374,2.035936,0.000000,4.163255,4.214411,18.401976,14.398539,0,16.676123,4.401742,2.562182,13.809076,4.751305,-1.47981,0.09849,3.27670
1.520,1,0,0,1.317336,4.323504,0.000000,4.164710,4.221434,18.399973,14.384780,0,16.665915,4.400064,2.569300,13.835887,4.750595,-1.48431,0.10409,3.27617
1.521,1,0,0,1.443298,4.574105,0.000000,4.166164,4.228172,18.397970,14.371022,0,16.655704,4.398386,2.576417,13.862698,4.749885,-1.47998,0.09871,3.27667
1.522,1,0,0,1.569260,4.572946,0.000000,4.167618,4.234875,18.395967,14.357265,0,16.645496,4.396708,2.583535,13.889508,4.749175,-1.47963,0.08937,3.27744
1.523,1,0,0,1.678406,4.571514,0.000000,4.169403,4.241411,18.392132,14.343011,0,16.634510,4.394865,2.589445,13.911606,4.748139,-1.48105,0.10524,3.27728
1.524,1,0,0,1.783608,4.570047,0.000000,4.171265,4.247927,18.387863,14.328640,0,16.623343,4.392984,2.595073,13.932597,4.747027,-1.47905,0.10923,3.27690
1.525,1,0,0,1.888811,4.568531,0.000000,4.173127,4.254200,18.383596,14.314270,0,16.612175,4.391103,2.600700,13.953588,4.745914,-1.48103,0.09073,3.27689
1.526,1,0,0,1.994013,4.567007,0.000000,4.174989,4.260443,18.379328,14.299900,0,16.601007,4.389222,2.606328,13.974580,4.744802,-1.47968,0.08594,3.27696
1.527,1,0,0,2.081619,4.565759,0.000000,4.177096,4.266355,18.373800,14.286442,0,16.589333,4.387661,2.610732,13.991087,4.744177,-1.47774,0.11235,3.27686
1.528,1,0,0,2.165098,4.564545,0.000000,4.179260,4.272227,18.367979,14.273196,0,16.577538,4.386177,2.614849,14.006542,4.743667,-1.48010,0.11554,3.27670
1.529,1,0,0,2.248577,4.563688,0.000000,4.181424,4.277881,18.362156,14.259952,0,16.565744,4.384692,2.618966,14.021997,4.743157,-1.48103,0.08875,3.27673
1.530,1,0,0,2.332055,4.562875,0.000000,4.183589,4.283509,18.356335,14.246707,0,16.553949,4.383208,2.623083,14.037453,4.742646,-1.48013,0.08878,3.27681
1.531,1,0,0,2.399479,4.562376,0.000000,4.186132,4.289032,18.348642,14.234250,0,16.542007,4.382023,2.625340,14.050057,4.742725,-1.48032,0.11013,3.27682
1.532,1,0,0,2.463137,4.561916,0.000000,4.188764,4.294541,18.340511,14.221977,0,16.530029,4.380908,2.627161,14.061994,4.742941,-1.47878,0.10854,3.27682
1.533,1,0,0,2.526795,4.561475,0.000000,4.191397,4.299803,18.332382,14.209705,0,16.518053,4.379795,2.628982,14.073931,4.743157,-1.48239,0.08017,3.27658
1.534,1,0,0,2.590452,4.561036,0.000000,4.194029,4.305034,18.324251,14.197433,0,16.506075,4.378680,2.630803,14.085867,4.743374,-1.48076,0.08917,3.27628
1.535,1,0,0,2.630996,4.560350,0.000000,4.196887,4.309826,18.315054,14.184561,0,16.494280,4.377501,2.632223,14.096512,4.743170,-1.48129,0.11106,3.27621
1.536,1,0,0,2.666118,4.559635,0.000000,4.199798,4.314563,18.305609,14.171547,0,16.482527,4.376305,2.633549,14.106854,4.742867,-1.47733,0.10329,3.27621
1.537,1,0,0,2.701240,4.558864,0.000000,4.202709,4.318770,18.296162,14.158533,0,16.470774,4.375110,2.634875,14.117196,4.742565,-1.47714,0.08775,3.27670
1.538,1,0,0,2.736362,4.558087,0.000000,4.205620,4.322912,18.286715,14.145520,0,16.459023,4.373915,2.636201,14.127539,4.742263,-1.47939,0.09606,3.27731
1.539,1,0,0,2.749783,4.557532,0.000000,4.208429,4.326473,18.276186,14.133408,0,16.447409,4.372596,2.638878,14.136956,4.742745,-1.48004,0.11589,3.27689
1.540,1,0,0,2.758112,4.557005,0.000000,4.211214,4.329963,18.265406,14.121507,0,16.435827,4.371248,2.641873,14.146157,4.743412,-1.47827,0.10792,3.27620
1.541,1,0,0,2.766442,4.556785,0.000000,4.213998,4.332879,18.254623,14.109606,0,16.424246,4.369900,2.644868,14.155359,4.744078,-1.47943,0.08646,3.27649
1.542,1,0,0,2.774772,4.556603,0.000000,4.216783,4.335724,18.243843,14.097705,0,16.412666,4.368552,2.647862,14.164560,4.744744,-1.47952,0.09659,3.27702
1.543,1,0,0,2.758505,4.556718,0.000000,4.219613,4.338015,18.232573,14.084816,0,16.401337,4.367832,2.654121,14.173784,4.745693,-1.48161,0.10399,3.27713
1.544,1,0,0,2.736469,4.556870,0.000000,4.222454,4.340238,18.221186,14.071695,0,16.390068,4.367259,2.661145,14.183013,4.746706,-1.48064,0.09777,3.27713
1.545,1,0,0,2.714432,4.557136,0.000000,4.225294,4.341923,18.209799,14.058576,0,16.378798,4.366686,2.668169,14.192242,4.747721,-1.47984,0.08380,3.27719
1.546,1,0,0,2.692396,4.557415,0.000000,4.228134,4.343542,18.198412,14.045455,0,16.367529,4.366113,2.675194,14.201470,4.748735,-1.48065,0.09398,3.27727
1.547,1,0,0,2.651575,4.557621,0.000000,4.230876,4.344647,18.186468,14.032944,0,16.355923,4.365760,2.686083,14.210433,4.749445,-1.48012,0.09457,3.27716
1.548,1,0,0,2.606348,4.557819,0.000000,4.233596,4.345690,18.174395,14.020576,0,16.344236,4.365458,2.697879,14.219332,4.750084,-1.47983,0.09436,3.27701
1.549,1,0,0,2.561120,4.557969,0.000000,4.236315,4.346303,18.162321,14.008208,0,16.332552,4.365157,2.709675,14.228231,4.750723,-1.47955,0.09188,3.27692
1.550,1,0,0,2.515893,4.558114,0.000000,4.239034,4.346863,18.150248,13.995840,0,16.320866,4.364855,2.721471,14.237131,4.751362,-1.48074,0.11103,3.27684
1.551,1,0,0,2.457392,4.558270,0.000000,4.241615,4.347064,18.137712,13.983940,0,16.309235,4.364805,2.736048,14.246680,4.751690,-1.48175,0.10001,3.27670
1.552,1,0,0,2.395778,4.558428,0.000000,4.244163,4.347221,18.125071,13.972150,0,16.297617,4.364814,2.751277,14.256382,4.751945,-1.47917,0.09168,3.27655
1.553,1,0,0,2.334164,4.558543,0.000000,4.246710,4.346969,18.112429,13.960359,0,16.285999,4.364823,2.766507,14.266083,4.752201,-1.48140,0.10828,3.27676
1.554,1,0,0,2.272551,4.558653,0.000000,4.249258,4.346665,18.099787,13.948568,0,16.274380,4.364832,2.781737,14.275784,4.752456,-1.47987,0.11055,3.27707
1.555,1,0,0,2.205181,4.558673,0.000000,4.251365,4.345920,18.086803,13.937060,0,16.262594,4.364580,2.797544,14.285114,4.752810,-1.47722,0.10296,3.27689
1.556,1,0,0,2.136462,4.558682,0.000000,4.253368,4.345120,18.073740,13.925619,0,16.250769,4.364265,2.813488,14.294357,4.753188,-1.48082,0.08373,3.27658
1.557,1,0,0,2.067743,4.558728,0.000000,4.255372,4.344089,18.060677,13.914178,0,16.238945,4.363951,2.829431,14.303599,4.753565,-1.48047,0.10428,3.27682
1.558,1,0,0,1.999024,4.558778,0.000000,4.257375,4.343029,18.047613,13.902736,0,16.227119,4.363636,2.845374,14.312842,4.753943,-1.47163,0.10640,3.27721
1.559,1,0,0,1.931383,4.558998,0.000000,4.259225,4.341963,18.034826,13.891758,0,16.215597,4.363502,2.861704,14.321431,4.754578,-1.47981,0.08922,3.27692
1.560,1,0,0,1.863995,4.559239,0.000000,4.261039,4.340898,18.022104,13.880889,0,16.204145,4.363410,2.878125,14.329867,4.755273,-1.48235,0.07938,3.27646
1.561,1,0,0,1.796607,4.559581,0.000000,4.262854,4.339821,18.009382,13.870020,0,16.192694,4.363319,2.894546,14.338304,4.755969,-1.48138,0.09919,3.27686
1.562,1,0,0,1.729219,4.559935,0.000000,4.264668,4.338743,17.996660,13.859151,0,16.181244,4.363227,2.910967,14.346739,4.756664,-1.47926,0.11126,3.27747
1.563,1,0,0,1.663438,4.560269,0.000000,4.266284,4.337589,17.984688,13.846917,0,16.170525,4.363111,2.926669,14.355078,4.757316,-1.48093,0.09676,3.27728
1.564,1,0,0,1.598034,4.560601,0.000000,4.267853,4.336426,17.972891,13.834363,0,16.159977,4.362988,2.942202,14.363394,4.757958,-1.47997,0.08851,3.27690
1.565,1,0,0,1.532631,4.560814,0.000000,4.269422,4.335149,17.961092,13.821808,0,16.149429,4.362866,2.957736,14.371709,4.758600,-1.47800,0.09171,3.27689
1.566,1,0,0,1.467227,4.561013,0.000000,4.270992,4.333858,17.949295,13.809254,0,16.138882,4.362744,2.973269,14.380025,4.759242,-1.48026,0.11153,3.27696
1.567,1,0,0,1.396183,4.561052,0.000000,4.272444,4.332400,17.938444,13.796519,0,16.127836,4.362505,2.986700,14.386777,4.759646,-1.48062,0.09941,3.27722
1.568,1,0,0,1.323815,4.561071,0.000000,4.273870,4.330922,17.927813,13.783743,0,16.116676,4.362240,2.999639,14.393162,4.759995,-1.47993,0.09101,3.27753
1.569,1,0,0,1.251448,4.561127,0.000000,4.275295,4.329121,17.917183,13.770967,0,16.105515,4.361974,3.012578,14.399548,4.760343,-1.47688,0.10726,3.27747
1.570,1,0,0,1.179080,4.561186,0.000000,4.276721,4.327280,17.906553,13.758190,0,16.094355,4.361708,3.025516,14.405932,4.760692,-1.48024,0.10775,3.27731
1.571,1,0,0,1.095307,4.561465,0.000000,4.277834,4.324964,17.896011,13.746299,0,16.082930,4.361488,3.037750,14.411723,4.761465,-1.48027,0.10032,3.27722
1.572,1,0,0,1.008858,4.561770,0.000000,4.278876,4.322590,17.885490,13.734615,0,16.071442,4.361279,3.049818,14.417375,4.762337,-1.47922,0.08359,3.27715
1.573,1,0,0,0.922408,4.562119,0.000000,4.279917,4.319741,17.874969,13.722931,0,16.059956,4.361070,3.061886,14.423026,4.763209,-1.48163,0.10840,3.27737
1.574,1,0,0,0.835959,4.562473,0.000000,4.280958,4.316834,17.864449,13.711247,0,16.048468,4.360861,3.073954,14.428678,4.764081,-1.47913,0.10561,3.27768
1.575,1,0,0,0.735075,4.562662,0.000000,4.281771,4.313479,17.853508,13.699565,0,16.036980,4.360731,3.085325,14.434209,4.764534,-1.47934,0.08289,3.27774
1.576,1,0,0,0.630804,4.562830,0.000000,4.282530,4.310069,17.842466,13.687882,0,16.025490,4.360620,3.096533,14.439712,4.764888,-1.47888,0.07314,3.27774
1.577,1,0,0,0.526533,4.562921,0.000000,4.283290,4.306170,17.831427,13.676200,0,16.014000,4.360508,3.107741,14.445214,4.765242,-1.48164,0.10549,3.27731
1.578,1,0,0,0.422262,4.563002,0.000000,4.284049,4.302210,17.820387,13.664517,0,16.002512,4.360397,3.118949,14.450718,4.765596,-1.47954,0.10664,3.27678
1.579,1,0,0,0.310457,4.563177,0.000000,4.284285,4.297739,17.809866,13.653653,0,15.991357,4.360106,3.129313,14.455658,4.766484,-1.47821,0.08344,3.27667
1.580,1,0,0,0.196886,4.563363,0.000000,4.284398,4.293204,17.799469,13.642980,0,15.980281,4.359773,3.139479,14.460466,4.767498,-1.48021,0.08496,3.27667
1.581,1,0,0,0.083314,4.563803,0.000000,4.284511,4.288311,17.789072,13.632306,0,15.969205,4.359440,3.149644,14.465274,4.768512,-1.48036,0.11310,3.27679
1.582,1,0,0,-0.030258,4.564274,0.000000,4.284623,4.283373,17.778675,13.621633,0,15.958129,4.359107,3.159810,14.470082,4.769526,-1.47731,0.11455,3.27695
1.583,1,0,0,-0.148380,4.565091,0.000000,4.284472,4.278233,17.768456,13.611053,0,15.947400,4.359257,3.169714,14.474909,4.771030,-1.48042,0.08645,3.27698
1.584,1,0,0,-0.267569,4.565951,0.000000,4.284259,4.273067,17.758278,13.600493,0,15.936752,4.359522,3.179556,14.479739,4.772648,-1.47964,0.08387,3.27698
1.585,1,0,0,-0.386758,4.566946,0.000000,4.284046,4.267649,17.748100,13.589934,0,15.926105,4.359786,3.189399,14.484570,4.774267,-1.48148,0.11129,3.27704
1.586,1,0,0,-0.505948,4.567958,0.000000,4.283834,4.262201,17.737923,13.579376,0,15.915458,4.360051,3.199241,14.489400,4.775886,-1.47957,0.10529,3.27711
1.587,1,0,0,-0.624966,4.568853,0.000000,4.283089,4.256426,17.727947,13.568431,0,15.904588,4.359993,3.209426,14.493236,4.777551,-1.48137,0.08595,3.27707
1.588,1,0,0,-0.743945,4.569734,0.000000,4.282220,4.250612,17.718019,13.557396,0,15.893664,4.359860,3.219692,14.496839,4.779226,-1.47980,0.08647,3.27699
1.589,1,0,0,-0.862923,4.570435,0.000000,4.281351,4.244548,17.708094,13.546361,0,15.882742,4.359728,3.229957,14.500441,4.780902,-1.47961,0.11506,3.27716
1.590,1,0,0,-0.981901,4.571113,0.000000,4.280482,4.238454,17.698166,13.535326,0,15.871819,4.359595,3.240222,14.504044,4.782577,-1.47990,0.10025,3.27739
1.591,1,0,0,-1.104072,4.571617,0.000000,4.279390,4.232198,17.687218,13.523913,0,15.860254,4.359228,3.248393,14.506458,4.783924,-1.48103,0.07963,3.27744
1.592,1,0,0,-1.226992,4.572099,0.000000,4.278247,4.225922,17.676029,13.512411,0,15.848540,4.358806,3.256072,14.508594,4.785194,-1.48094,0.09406,3.27744
1.593,1,0,0,-1.349911,4.572485,0.000000,4.277103,4.219427,17.664841,13.500910,0,15.836825,4.358384,3.263751,14.510730,4.786464,-1.48003,0.11414,3.27719
1.594,1,0,0,-1.472831,4.572859,0.000000,4.275960,4.212905,17.653652,13.489408,0,15.825111,4.357962,3.271431,14.512865,4.787735,-1.47951,0.10449,3.27689
1.595,1,0,0,-1.591164,4.573217,0.000000,4.274289,4.206128,17.642412,13.478245,0,15.813423,4.357593,3.278166,14.513865,4.788826,-1.47905,0.07716,3.27670
1.596,1,0,0,-1.708421,4.573573,0.000000,4.272493,4.199319,17.631159,13.467161,0,15.801741,4.357237,3.284680,14.514597,4.789876,-1.48193,0.10189,3.27655
1.597,1,0,0,-1.825679,4.573914,0.000000,4.270698,4.192495,17.619907,13.456078,0,15.790059,4.356881,3.291194,14.515328,4.790925,-1.47673,0.11584,3.27670
1.598,1,0,0,-1.942936,4.574252,0.000000,4.268903,4.185669,17.608654,13.444994,0,15.778377,4.356524,3.297708,14.516061,4.791975,-1.48015,0.10446,3.27693
1.599,1,0,0,-2.047956,4.574579,0.000000,4.266850,4.179070,17.597401,13.434516,0,15.766553,4.356268,3.303293,14.514599,4.792994,-1.48058,0.08517,3.27686
1.600,1,0,0,-2.150106,4.574905,0.000000,4.264738,4.172501,17.586147,13.424180,0,15.754695,4.356036,3.308660,14.512622,4.794005,-1.47900,0.10196,3.27670
1.601,1,0,0,-2.252256,4.575336,0.000000,4.262625,4.166065,17.574896,13.413844,0,15.742838,4.355803,3.314028,14.510646,4.795018,-1.47974,0.10263,3.27655
1.602,1,0,0,-2.354406,4.575780,0.000000,4.260512,4.159647,17.563643,13.403507,0,15.730980,4.355570,3.319395,14.508669,4.796030,-1.47856,0.09011,3.27640
1.603,1,0,0,-2.431362,4.576409,0.000000,4.257712,4.153297,17.552849,13.393475,0,15.719947,4.355358,3.323082,14.506961,4.797397,-1.47896,0.09091,3.27667
1.604,1,0,0,-2.502408,4.577061,0.000000,4.254750,4.146956,17.542162,13.383512,0,15.709106,4.355151,3.326375,14.505315,4.798847,-1.47882,0.10238,3.27705
1.605,1,0,0,-2.573454,4.577663,0.000000,4.251789,4.141169,17.531475,13.373550,0,15.698266,4.354943,3.329669,14.503670,4.800298,-1.48138,0.10291,3.27689
1.606,1,0,0,-2.644501,4.578259,0.000000,4.248828,4.135449,17.520790,13.363589,0,15.687426,4.354736,3.332962,14.502025,4.801748,-1.48108,0.08871,3.27658
1.607,1,0,0,-2.682059,4.578578,0.000000,4.246014,4.130769,17.509834,13.352576,0,15.676760,4.354312,3.334031,14.499119,4.802788,-1.47955,0.11208,3.27676
1.608,1,0,0,-2.711762,4.578862,0.000000,4.243234,4.126217,17.498816,13.341316,0,15.666135,4.353838,3.334577,14.495917,4.803732,-1.48114,0.10748,3.27707
1.609,1,0,0,-2.741465,4.579065,0.000000,4.240454,4.122490,17.487797,13.330057,0,15.655510,4.353364,3.335123,14.492716,4.804676,-1.48123,0.10022,3.27701
1.610,1,0,0,-2.771168,4.579257,0.000000,4.237675,4.118864,17.476780,13.318797,0,15.644885,4.352889,3.335670,14.489514,4.805620,-1.47891,0.08514,3.27686
1.611,1,0,0,-2.768322,4.579594,0.000000,4.234741,4.115778,17.465315,13.307864,0,15.633723,4.352490,3.335999,14.485251,4.806661,-1.47981,0.10961,3.27676
1.612,1,0,0,-2.757842,4.579950,0.000000,4.231771,4.112758,17.453747,13.297007,0,15.622436,4.352109,3.336277,14.480741,4.807725,-1.47987,0.10105,3.27669
1.613,1,0,0,-2.747361,4.580282,0.000000,4.228801,4.110559,17.442179,13.286150,0,15.611148,4.351728,3.336555,14.476229,4.808788,-1.47974,0.07630,3.27686
1.614,1,0,0,-2.736881,4.580612,0.000000,4.225831,4.108463,17.430609,13.275292,0,15.599860,4.351347,3.336833,14.471718,4.809852,-1.48224,0.09012,3.27708
1.615,1,0,0,-2.690440,4.580697,0.000000,4.223070,4.107488,17.418287,13.263526,0,15.588482,4.351260,3.336468,14.465449,4.809963,-1.48109,0.11266,3.27744
1.616,1,0,0,-2.635564,4.580752,0.000000,4.220357,4.106652,17.405790,13.251545,0,15.577083,4.351241,3.335953,14.458769,4.809850,-1.48062,0.10653,3.27782
1.617,1,0,0,-2.580688,4.580608,0.000000,4.217645,4.106598,17.393291,13.239565,0,15.565683,4.351223,3.335437,14.452089,4.809737,-1.48083,0.07891,3.27783
1.618,1,0,0,-2.525812,4.580440,0.000000,4.214933,4.106642,17.380793,13.227585,0,15.554284,4.351204,3.334921,14.445409,4.809624,-1.48004,0.10830,3.27776
1.619,1,0,0,-2.448961,4.580198,0.000000,4.212301,4.107090,17.368517,13.215801,0,15.543220,4.351015,3.333911,14.437335,4.809463,-1.47838,0.12210,3.27744
1.620,1,0,0,-2.366955,4.579948,0.000000,4.209689,4.107589,17.356291,13.204063,0,15.532233,4.350784,3.332786,14.428934,4.809291,-1.47968,0.10344,3.27705
1.621,1,0,0,-2.284949,4.579778,0.000000,4.207076,4.108748,17.344067,13.192326,0,15.521248,4.350554,3.331660,14.420533,4.809119,-1.48151,0.08871,3.27698
1.622,1,0,0,-2.202942,4.579619,0.000000,4.204463,4.109990,17.331842,13.180588,0,15.510262,4.350324,3.330534,14.412132,4.808947,-1.47874,0.10493,3.27698
1.623,1,0,0,-2.095511,4.579655,0.000000,4.202325,4.112215,17.319765,13.169111,0,15.499685,4.350430,3.329170,14.402608,4.808965,-1.47803,0.10493,3.27673
1.624,1,0,0,-1.982116,4.579715,0.000000,4.200300,4.114561,17.307722,13.157697,0,15.489205,4.350615,3.327749,14.392821,4.809029,-1.48138,0.08655,3.27643
1.625,1,0,0,-1.868720,4.579881,0.000000,4.198274,4.117707,17.295679,13.146282,0,15.478725,4.350800,3.326329,14.383034,4.809092,-1.48050,0.09295,3.27655
1.626,1,0,0,-1.755325,4.580060,0.000000,4.196248,4.120952,17.283636,13.134868,0,15.468246,4.350984,3.324908,14.373247,4.809155,-1.47885,0.10107,3.27678
1.627,1,0,0,-1.629367,4.580210,0.000000,4.194698,4.124714,17.271967,13.124019,0,15.458515,4.350973,3.324433,14.362781,4.809359,-1.48085,0.10148,3.27695
