"Time","67 LDS cle","65 L mark","64 R mark","37a CoMy (cm)","v3 L COP","v2 R COP","37 CoMy (cm)","v1 xCoM","32 FLx (cm)","27 HLx (cm)","66 RDS cle","34 FRx (cm)","33 FLy (cm)","30 HRy (cm)","29 HRx (cm)","28 HLy (cm)","3 Platform","2 Trdml","1 Synch"
0.000,0,0,0,-3.174735,0.000000,0.000000,3.823520,3.687528,16.423946,11.386396,0,14.200740,4.263442,2.979851,12.713796,4.412114,0.00018,0.10226,3.27624
0.001,0,0,0,-3.119421,0.000000,0.000000,3.820232,3.686369,16.430420,11.377209,0,14.190539,4.261214,2.971561,12.729724,4.411675,-0.00002,0.08229,3.27678
0.002,0,0,0,-3.064106,0.000000,0.000000,3.816944,3.685274,16.436892,11.368021,0,14.180339,4.258986,2.963271,12.745653,4.411235,-0.00002,0.08159,3.27730
0.003,0,0,0,-3.008792,0.000000,0.000000,3.813656,3.684560,16.443365,11.358833,0,14.170138,4.256757,2.954980,12.761581,4.410796,0.00002,0.11124,3.27768
0.004,0,0,0,-2.952969,0.000000,0.000000,3.810398,3.683918,16.449865,11.349621,0,14.159943,4.254523,2.946589,12.777567,4.410340,0.00024,0.10044,3.27802
0.005,0,0,0,-2.889446,0.000000,0.000000,3.807592,3.683714,16.456779,11.340023,0,14.149826,4.252200,2.936656,12.794404,4.409630,-0.00004,0.09703,3.27748
0.006,0,0,0,-2.825924,0.000000,0.000000,3.804786,3.683541,16.463696,11.330425,0,14.139709,4.249877,2.926722,12.811241,4.408920,0.00018,0.08489,3.27698
0.007,0,0,0,-2.762401,0.000000,0.000000,3.801980,3.683558,16.470610,11.320827,0,14.129591,4.247554,2.916789,12.828078,4.408209,0.00006,0.10538,3.27706
0.008,0,0,0,-2.699736,0.000000,0.000000,3.799203,3.683559,16.477669,11.311246,0,14.119502,4.245285,2.906763,12.844798,4.407492,0.00006,0.11112,3.27713
0.009,0,0,0,-2.650037,0.000000,0.000000,3.796855,3.683460,16.486910,11.301928,0,14.109849,4.243827,2.895328,12.859750,4.406657,0.00006,0.09953,3.27721
0.010,0,0,0,-2.600338,0.000000,0.000000,3.794508,3.683329,16.496151,11.292610,0,14.100195,4.242370,2.883893,12.874701,4.405823,0.00000,0.08299,3.27726
0.011,0,0,0,-2.550639,0.000000,0.000000,3.792160,3.683008,16.505392,11.283292,0,14.090541,4.240912,2.872458,12.889653,4.404988,0.00028,0.12210,3.27688
0.012,0,0,0,-2.501725,0.000000,0.000000,3.789810,3.682649,16.514614,11.273941,0,14.080900,4.239442,2.861053,12.904526,4.404163,-0.00018,0.11415,3.27656
0.013,0,0,0,-2.464702,0.000000,0.000000,3.787429,3.682055,16.523577,11.264099,0,14.071458,4.237795,2.850105,12.918201,4.403467,-0.00002,0.08489,3.27724
0.014,0,0,0,-2.427679,0.000000,0.000000,3.785047,3.681408,16.532537,11.254257,0,14.062016,4.236147,2.839158,12.931878,4.402772,0.00009,0.10023,3.27788
0.015,0,0,0,-2.390656,0.000000,0.000000,3.782665,3.680441,16.541498,11.244414,0,14.052572,4.234500,2.828210,12.945554,4.402077,0.00009,0.12310,3.27757
0.016,0,0,0,-2.354901,0.000000,0.000000,3.780283,3.679407,16.550453,11.234564,0,14.043154,4.232859,2.817486,12.959111,4.401393,0.00009,0.10399,3.27726
0.017,0,0,0,-2.338335,0.000000,0.000000,3.777892,3.677974,16.559324,11.224586,0,14.034101,4.231303,2.810129,12.970884,4.400893,0.00010,0.08571,3.27688
0.018,0,0,0,-2.321768,0.000000,0.000000,3.775500,3.676476,16.568195,11.214609,0,14.025046,4.229747,2.802773,12.982657,4.400392,0.00011,0.12505,3.27654
0.019,0,0,0,-2.305202,0.000000,0.000000,3.773108,3.674582,16.577066,11.204632,0,14.015993,4.228191,2.795416,12.994431,4.399891,0.00009,0.11513,3.27700
0.020,0,0,0,-2.289988,0.000000,0.000000,3.770730,3.672631,16.586050,11.194603,0,14.006927,4.226582,2.788343,13.006016,4.399397,0.00009,0.08673,3.27746
0.021,0,0,0,-2.295231,0.000000,0.000000,3.768553,3.670338,16.596762,11.183800,0,13.997667,4.224164,2.785554,13.014766,4.399014,-0.00009,0.10604,3.27792
0.022,0,0,0,-2.300473,0.000000,0.000000,3.766375,3.668015,16.607473,11.172997,0,13.988407,4.221746,2.782765,13.023516,4.398630,0.00009,0.12702,3.27828
0.023,0,0,0,-2.305716,0.000000,0.000000,3.764198,3.665521,16.618185,11.162193,0,13.979148,4.219328,2.779977,13.032266,4.398247,0.00009,0.10751,3.27699
0.024,0,0,0,-2.311354,0.000000,0.000000,3.762025,3.663022,16.628918,11.151325,0,13.969887,4.216869,2.777336,13.040805,4.397856,-0.00002,0.08846,3.27579
0.025,0,0,0,-2.322981,0.000000,0.000000,3.759930,3.660500,16.639977,11.139463,0,13.960610,4.213783,2.776938,13.046156,4.397355,0.00009,0.11989,3.27648
0.026,0,0,0,-2.334608,0.000000,0.000000,3.757835,3.657959,16.651035,11.127602,0,13.951333,4.210698,2.776541,13.051507,4.396853,0.00009,0.11615,3.27714
0.027,0,0,0,-2.346234,0.000000,0.000000,3.755739,3.655305,16.662094,11.115740,0,13.942057,4.207612,2.776144,13.056859,4.396352,0.00009,0.10286,3.27737
0.028,0,0,0,-2.358243,0.000000,0.000000,3.753621,3.652607,16.673180,11.103859,0,13.932829,4.204510,2.775905,13.062072,4.395833,-0.00009,0.07948,3.27757
0.029,0,0,0,-2.376038,0.000000,0.000000,3.751153,3.649640,16.684654,11.091696,0,13.924346,4.201161,2.778066,13.065187,4.395035,0.00009,0.11576,3.27719
0.030,0,0,0,-2.393832,0.000000,0.000000,3.748686,3.646604,16.696129,11.079533,0,13.915862,4.197813,2.780228,13.068303,4.394238,-0.00018,0.11526,3.27685
0.031,0,0,0,-2.411627,0.000000,0.000000,3.746219,3.643151,16.707603,11.067369,0,13.907379,4.194465,2.782390,13.071419,4.393441,-0.00009,0.09248,3.27731
0.032,0,0,0,-2.430064,0.000000,0.000000,3.743731,3.639622,16.719053,11.055243,0,13.899000,4.191135,2.784598,13.074354,4.392653,0.00024,0.11080,3.27774
0.033,0,0,0,-2.458226,0.000000,0.000000,3.740921,3.635632,16.730122,11.043682,0,13.892205,4.188087,2.787497,13.074575,4.392013,0.00006,0.12425,3.27782
0.034,0,0,0,-2.486388,0.000000,0.000000,3.738111,3.631634,16.741190,11.032122,0,13.885410,4.185039,2.790397,13.074796,4.391373,-0.00024,0.10198,3.27783
0.035,0,0,0,-2.514550,0.000000,0.000000,3.735301,3.627595,16.752258,11.020561,0,13.878615,4.181991,2.793297,13.075017,4.390732,0.00006,0.08726,3.27669
0.036,0,0,0,-2.543047,0.000000,0.000000,3.732527,3.623612,16.763201,11.009027,0,13.871943,4.178930,2.796084,13.075059,4.390089,0.00024,0.12679,3.27566
0.037,0,0,0,-2.576618,0.000000,0.000000,3.730295,3.619967,16.772251,10.997877,0,13.867127,4.175683,2.797174,13.072392,4.389386,-0.00004,0.11821,3.27665
0.038,0,0,0,-2.610189,0.000000,0.000000,3.728064,3.616317,16.781303,10.986727,0,13.862312,4.172436,2.798263,13.069725,4.388683,0.00022,0.10454,3.27756
0.039,0,0,0,-2.643760,0.000000,0.000000,3.725832,3.612627,16.790354,10.975577,0,13.857496,4.169188,2.799353,13.067058,4.387980,0.00009,0.08630,3.27711
0.040,0,0,0,-2.678473,0.000000,0.000000,3.723585,3.608847,16.799294,10.964466,0,13.852920,4.165878,2.800356,13.064200,4.387304,0.00006,0.11857,3.27670
0.041,0,0,0,-2.730454,0.000000,0.000000,3.721108,3.604530,16.806557,10.953945,0,13.851950,4.161609,2.800051,13.058460,4.387027,-0.00005,0.11730,3.27715
0.042,0,0,0,-2.782436,0.000000,0.000000,3.718631,3.600112,16.813820,10.943424,0,13.850979,4.157339,2.799747,13.052720,4.386751,0.00009,0.10324,3.27758
0.043,0,0,0,-2.834417,0.000000,0.000000,3.716154,3.595078,16.821083,10.932902,0,13.850009,4.153070,2.799442,13.046980,4.386474,-0.00006,0.07546,3.27751
0.044,0,0,0,-2.886611,0.000000,0.000000,3.713621,3.589959,16.828060,10.922384,0,13.849411,4.148655,2.799148,13.041145,4.386217,0.00024,0.11585,3.27743
0.045,0,0,0,-2.942004,0.000000,0.000000,3.710238,3.584321,16.830717,10.911901,0,13.854442,4.142031,2.799011,13.033884,4.386257,0.00006,0.12542,3.27735
0.046,0,0,0,-2.997398,0.000000,0.000000,3.706855,3.578651,16.833374,10.901419,0,13.859473,4.135407,2.798875,13.026624,4.386297,0.00024,0.09825,3.27729
0.047,0,0,0,-3.052792,0.000000,0.000000,3.703471,3.572794,16.836031,10.890936,0,13.864504,4.128784,2.798738,13.019362,4.386337,0.00010,0.07005,3.27736
0.048,0,0,0,-3.108410,0.000000,0.000000,3.700104,3.566960,16.838488,10.880488,0,13.869955,4.122112,2.798574,13.011998,4.386366,0.00009,0.12192,3.27742
0.049,0,0,0,-3.167417,0.000000,0.000000,3.696981,3.561257,16.837889,10.870563,0,13.881762,4.114712,2.798009,13.003054,4.386229,0.00006,0.11847,3.27711
0.050,0,0,0,-3.226424,0.301020,0.000000,3.693857,3.555568,16.837292,10.860637,0,13.893568,4.107311,2.797443,12.994110,4.386092,0.00000,0.09207,3.27684
0.051,0,1,0,-3.285432,2.420876,0.000000,3.690733,3.549961,16.836695,10.850711,0,13.905375,4.099911,2.796877,12.985166,4.385955,0.00002,0.08835,3.27707
0.052,1,0,0,-3.343769,4.239150,0.000000,3.687587,3.544350,16.835995,10.840799,0,13.917650,4.092504,2.796226,12.976119,4.385815,0.00015,0.10920,3.27727
0.053,1,0,0,-3.391972,4.235186,0.000000,3.684089,3.538718,16.833744,10.831097,0,13.937029,4.084988,2.794268,12.965525,4.385633,0.00015,0.11334,3.27696
0.054,1,0,0,-3.440175,4.231252,0.000000,3.680593,3.533105,16.831495,10.821393,0,13.956409,4.077472,2.792311,12.954930,4.385450,-0.00002,0.11062,3.27668
0.055,1,0,0,-3.488378,4.227500,0.000000,3.677096,3.527603,16.829245,10.811690,0,13.975787,4.069956,2.790354,12.944336,4.385268,-0.00009,0.09589,3.27675
0.056,1,0,0,-3.535900,4.223818,0.000000,3.673595,3.522141,16.826756,10.802041,0,13.995737,4.062502,2.788316,12.933724,4.385108,-0.00015,0.06381,3.27682
0.057,1,0,0,-3.573131,4.220562,0.000000,3.670038,3.516925,16.820646,10.793214,0,14.024321,4.055986,2.785051,12.922852,4.385291,0.00000,0.10284,3.27666
0.058,1,0,0,-3.610361,4.217329,0.000000,3.666481,3.511726,16.814535,10.784387,0,14.052903,4.049470,2.781786,12.911978,4.385473,0.00000,0.11419,3.27651
0.059,1,0,0,-3.647592,4.214240,0.000000,3.662925,3.506629,16.808426,10.775559,0,14.081487,4.042955,2.778521,12.901105,4.385656,-0.00009,0.08851,3.27636
0.060,1,0,0,-3.683817,4.211123,0.000000,3.659348,3.501534,16.802113,10.766796,0,14.110523,4.036437,2.775205,12.890252,4.385832,0.00013,0.07185,3.27622
0.061,1,0,0,-3.704827,4.207840,0.000000,3.655478,3.496449,16.792744,10.759003,0,14.146424,4.029875,2.771118,12.879709,4.385902,-0.00009,0.10373,3.27629
0.062,1,0,0,-3.725838,4.204567,0.000000,3.651608,3.491446,16.783375,10.751208,0,14.182326,4.023314,2.767032,12.869167,4.385972,-0.00002,0.11130,3.27641
0.063,1,0,0,-3.746849,4.201354,0.000000,3.647737,3.486943,16.774006,10.743414,0,14.218227,4.016753,2.762945,12.858624,4.386043,0.00019,0.09275,3.27733
0.064,1,0,0,-3.765165,4.198196,0.000000,3.643867,3.482603,16.764490,10.735706,0,14.254597,4.010222,2.758851,12.848081,4.386150,0.00006,0.08369,3.27815
0.065,1,0,0,-3.742720,4.195378,0.000000,3.639996,3.479250,16.752760,10.729305,0,14.298045,4.004146,2.754639,12.837516,4.386820,0.00015,0.07088,3.27724
0.066,1,0,0,-3.720275,4.192590,0.000000,3.636126,3.476013,16.741030,10.722904,0,14.341495,3.998070,2.750427,12.826951,4.387490,-0.00006,0.10480,3.27638
0.067,1,0,0,-3.697830,4.189985,0.000000,3.632255,3.473484,16.729300,10.716503,0,14.384943,3.991994,2.746215,12.816386,4.388160,0.00004,0.09216,3.27661
0.068,1,0,0,-3.673552,4.187379,0.000000,3.628374,3.471009,16.717489,10.710113,0,14.428690,3.985924,2.742077,12.805816,4.388851,-0.00002,0.08289,3.27683
0.069,1,0,0,-3.621540,4.184764,0.000000,3.624324,3.468869,16.704472,10.703886,0,14.476943,3.979938,2.739075,12.795150,4.389848,0.00009,0.07473,3.27699
0.070,1,0,0,-3.569527,4.182181,0.000000,3.620274,3.466812,16.691454,10.697659,0,14.525196,3.973951,2.736072,12.784485,4.390845,-0.00009,0.09601,3.27711
0.071,1,0,0,-3.517515,4.179789,0.000000,3.616224,3.465261,16.678438,10.691432,0,14.573449,3.967965,2.733070,12.773819,4.391842,0.00019,0.10152,3.27673
0.072,1,0,0,-3.464310,4.177468,0.000000,3.612222,3.463835,16.665348,10.685246,0,14.622011,3.962068,2.730146,12.763168,4.392854,-0.00006,0.08792,3.27638
0.073,1,0,0,-3.393065,4.175579,0.000000,3.608957,3.463173,16.651180,10.679676,0,14.675255,3.957515,2.728415,12.752737,4.394083,-0.00015,0.08243,3.27669
0.074,1,0,0,-3.321820,4.173750,0.000000,3.605691,3.462628,16.637011,10.674107,0,14.728498,3.952963,2.726684,12.742306,4.395313,-0.00006,0.10159,3.27698
0.075,1,0,0,-3.250575,4.172283,0.000000,3.602426,3.462797,16.622841,10.668536,0,14.781741,3.948411,2.724953,12.731874,4.396544,-0.00002,0.10687,3.27698
0.076,1,0,0,-3.179055,4.170854,0.000000,3.599206,3.463049,16.608658,10.662971,0,14.835071,3.943919,2.723291,12.721421,4.397788,-0.00006,0.10523,3.27699
0.077,1,0,0,-3.103368,4.169655,0.000000,3.596674,3.463801,16.594246,10.657488,0,14.889701,3.940342,2.722658,12.710642,4.399257,-0.00009,0.07338,3.27722
0.078,1,0,0,-3.027681,4.168495,0.000000,3.594143,3.464543,16.579834,10.652003,0,14.944332,3.936765,2.722026,12.699862,4.400726,0.00000,0.10806,3.27743
0.079,1,0,0,-2.951995,4.167564,0.000000,3.591612,3.465219,16.565422,10.646520,0,14.998963,3.933189,2.721394,12.689083,4.402194,0.00018,0.12230,3.27735
0.080,1,0,0,-2.876745,4.166677,0.000000,3.589051,3.465806,16.551086,10.641084,0,15.053489,3.929703,2.720827,12.678300,4.403652,-0.00006,0.09779,3.27728
0.081,1,0,0,-2.808117,4.166060,0.000000,3.586047,3.465852,16.537874,10.636374,0,15.106418,3.927602,2.721248,12.667451,4.404925,0.00015,0.07735,3.27728
0.082,1,0,0,-2.739488,4.165496,0.000000,3.583043,3.465868,16.524662,10.631664,0,15.159348,3.925500,2.721668,12.656602,4.406198,0.00018,0.11697,3.27727
0.083,1,0,0,-2.670860,4.165255,0.000000,3.580039,3.465708,16.511450,10.626955,0,15.212276,3.923398,2.722089,12.645753,4.407471,-0.00006,0.11800,3.27704
0.084,1,0,0,-2.601386,4.165073,0.000000,3.577045,3.465611,16.498314,10.622290,0,15.265026,3.921382,2.722518,12.634893,4.408756,0.00000,0.09244,3.27683
0.085,1,0,0,-2.519127,4.165251,0.000000,3.574209,3.465885,16.486309,10.618293,0,15.315059,3.920658,2.723072,12.623857,4.410218,0.00022,0.09293,3.27691
0.086,1,0,0,-2.436867,4.165479,0.000000,3.571373,3.466268,16.474302,10.614297,0,15.365091,3.919934,2.723626,12.612822,4.411680,0.00000,0.09034,3.27699
0.087,1,0,0,-2.354608,4.166011,0.000000,3.568538,3.467309,16.462297,10.610300,0,15.415124,3.919209,2.724180,12.601786,4.413142,0.00009,0.10651,3.27714
0.088,1,0,0,-2.271649,4.166575,0.000000,3.565772,3.468479,16.450283,10.606432,0,15.464970,3.918505,2.724696,12.590774,4.414632,0.00000,0.10945,3.27729
0.089,1,0,0,-2.178106,4.167340,0.000000,3.564059,3.470434,16.438129,10.604514,0,15.511993,3.918100,2.724641,12.580125,4.416566,0.00015,0.09747,3.27736
0.090,1,0,0,-2.084563,4.168104,0.000000,3.562346,3.472479,16.425974,10.602596,0,15.559018,3.917696,2.724587,12.569476,4.418499,0.00006,0.07519,3.27745
0.091,1,0,0,-1.991019,4.168869,0.000000,3.560632,3.475061,16.413820,10.600678,0,15.606042,3.917291,2.724532,12.558827,4.420433,0.00000,0.12113,3.27776
0.092,1,0,0,-1.895502,4.169615,0.000000,3.558901,3.477696,16.401701,10.599025,0,15.652782,3.916867,2.724460,12.548194,4.422391,-0.00006,0.11598,3.27800
0.093,1,0,0,-1.770124,4.170249,0.000000,3.556897,3.480643,16.390106,10.601364,0,15.695242,3.916161,2.724117,12.537799,4.424735,0.00009,0.09916,3.27708
0.094,1,0,0,-1.644745,4.170932,0.000000,3.554893,3.483700,16.378511,10.603703,0,15.737701,3.915454,2.723775,12.527404,4.427079,0.00011,0.08479,3.27620
0.095,1,0,0,-1.519367,4.171906,0.000000,3.552890,3.487423,16.366915,10.606042,0,15.780161,3.914748,2.723432,12.517009,4.429422,0.00006,0.12603,3.27597
0.096,1,0,0,-1.392403,4.173002,0.000000,3.550940,3.491316,16.355370,10.608688,0,15.822400,3.914073,2.723081,12.506628,4.431912,0.00027,0.11655,3.27580
0.097,1,1,0,-1.241444,4.174830,0.000000,3.549804,3.496233,16.344574,10.615983,0,15.861297,3.913883,2.722596,12.496463,4.436617,0.00009,0.10225,3.27656
0.098,0,0,0,-1.090485,3.879875,0.000000,3.548668,3.501259,16.333778,10.623278,0,15.900194,3.913692,2.722112,12.486298,4.441322,0.00006,0.08372,3.27727
0.099,0,0,0,-0.939527,1.791675,0.000000,3.547533,3.506943,16.322981,10.630572,0,15.939091,3.913502,2.721627,12.476132,4.446027,0.00006,0.11792,3.27696
0.100,0,0,0,-0.787726,0.000000,0.000000,3.546422,3.512668,16.312185,10.638141,0,15.977789,3.913314,2.721146,12.465998,4.450899,0.00011,0.11164,3.27668
0.101,0,0,0,-0.623195,0.000000,0.000000,3.545680,3.518639,16.301390,10.649849,0,16.013474,3.913165,2.720707,12.456320,4.458286,-0.00006,0.10371,3.27683
0.102,0,0,0,-0.458664,0.000000,0.000000,3.544939,3.524697,16.290594,10.661558,0,16.049156,3.913017,2.720268,12.446641,4.465674,0.00018,0.08273,3.27698
0.103,0,0,0,-0.294133,0.000000,0.000000,3.544197,3.531288,16.279799,10.673266,0,16.084841,3.912868,2.719830,12.436963,4.473062,0.00009,0.10395,3.27706
0.104,0,0,0,-0.129176,0.000000,0.000000,3.543523,3.538015,16.268995,10.685248,0,16.120470,3.912737,2.719385,12.427334,4.480618,0.00009,0.12285,3.27713
0.105,0,0,0,0.042216,0.000000,0.000000,3.543865,3.545563,16.258072,10.701371,0,16.155277,3.912887,2.718855,12.418443,4.490724,0.00015,0.10257,3.27721
0.106,0,0,0,0.213607,0.000000,0.000000,3.544207,3.553146,16.247150,10.717494,0,16.190084,3.913037,2.718324,12.409551,4.500830,0.00006,0.09572,3.27726
0.107,0,0,0,0.384999,0.000000,0.000000,3.544549,3.560948,16.236227,10.733617,0,16.224892,3.913187,2.717794,12.400660,4.510936,0.00009,0.11271,3.27672
0.108,0,0,0,0.554318,0.000000,0.000000,3.544938,3.568672,16.225256,10.749942,0,16.259613,3.913366,2.717283,12.391819,4.521169,0.00009,0.11890,3.27622
0.109,0,0,0,0.692278,0.000000,0.000000,3.546031,3.575928,16.213549,10.769328,0,16.293049,3.913990,2.717058,12.383738,4.533330,0.00009,0.11330,3.27638
0.110,0,0,0,0.830238,0.000000,0.000000,3.547124,3.583117,16.201841,10.788713,0,16.326487,3.914614,2.716833,12.375657,4.545491,-0.00009,0.09555,3.27654
0.111,0,0,0,0.968198,0.000000,0.000000,3.548216,3.589903,16.190134,10.808099,0,16.359922,3.915238,2.716609,12.367577,4.557652,0.00000,0.11297,3.27692
0.112,0,0,0,1.104466,0.000000,0.000000,3.549341,3.596656,16.178436,10.827786,0,16.393265,3.915874,2.716465,12.359462,4.569886,0.00009,0.12577,3.27726
0.113,0,0,0,1.215133,0.000000,0.000000,3.550951,3.603209,16.166895,10.852040,0,16.425152,3.916682,2.717554,12.350836,4.583237,0.00004,0.11141,3.27680
0.114,0,0,0,1.325800,0.000000,0.000000,3.552561,3.609708,16.155355,10.876293,0,16.457041,3.917490,2.718644,12.342210,4.596589,0.00013,0.08881,3.27639
0.115,0,0,0,1.436468,0.000000,0.000000,3.554171,3.615886,16.143814,10.900547,0,16.488930,3.918298,2.719733,12.333584,4.609940,-0.00009,0.08829,3.27677
0.116,0,0,0,1.545812,0.000000,0.000000,3.555783,3.621988,16.132269,10.925125,0,16.520737,3.919128,2.720827,12.325010,4.623377,0.00006,0.12460,3.27712
0.117,0,0,0,1.635146,0.000000,0.000000,3.557426,3.627629,16.120647,10.954611,0,16.551302,3.920279,2.722005,12.317233,4.638114,0.00002,0.10717,3.27689
0.118,0,0,0,1.724480,0.000000,0.000000,3.559069,3.633224,16.109026,10.984097,0,16.581869,3.921429,2.723183,12.309455,4.652852,0.00015,0.07982,3.27666
0.119,0,0,0,1.813813,0.000000,0.000000,3.560712,3.638548,16.097404,11.013583,0,16.612436,3.922580,2.724361,12.301677,4.667589,0.00009,0.10182,3.27643
0.120,0,0,0,1.902845,0.000000,0.000000,3.562367,3.643872,16.085838,11.043503,0,16.642845,3.923727,2.725636,12.293883,4.682327,0.00006,0.12734,3.27625
0.121,0,0,0,1.987305,0.000000,0.000000,3.564201,3.649194,16.075100,11.079980,0,16.670870,3.924812,2.728373,12.285859,4.697077,0.00009,0.10271,3.27686
0.122,0,0,0,2.071764,0.000000,0.000000,3.566036,3.654551,16.064360,11.116457,0,16.698895,3.925896,2.731110,12.277835,4.711827,-0.00015,0.09755,3.27746
0.123,0,0,0,2.156224,0.000000,0.000000,3.567870,3.660113,16.053621,11.152934,0,16.726921,3.926981,2.733847,12.269811,4.726577,-0.00009,0.10583,3.27800
0.124,0,0,0,2.240303,0.000000,0.000000,3.569747,3.665724,16.042912,11.189742,0,16.754663,3.928067,2.736657,12.261764,4.741129,-0.00006,0.11292,3.27848
0.125,0,0,0,2.318619,0.000000,0.000000,3.572275,3.671635,16.032631,11.231552,0,16.778122,3.929181,2.740572,12.253368,4.752694,-0.00011,0.10779,3.27802
0.126,0,0,0,2.396934,0.000000,0.000000,3.574803,3.677538,16.022350,11.273362,0,16.801580,3.930294,2.744487,12.244972,4.764259,-0.00009,0.09595,3.27760
0.127,0,0,0,2.475250,0.000000,0.000000,3.577331,3.683398,16.012072,11.315171,0,16.825039,3.931407,2.748402,12.236577,4.775824,0.00000,0.07308,3.27775
0.128,0,0,0,2.551482,0.000000,0.000000,3.579887,3.689181,16.001760,11.357102,0,16.848213,3.932537,2.752337,12.228196,4.787251,0.00013,0.11348,3.27787
0.129,0,0,0,2.596211,0.000000,0.000000,3.582857,3.694501,15.991000,11.400860,0,16.867056,3.933915,2.756572,12.220042,4.796589,0.00018,0.11984,3.27733
0.130,0,0,0,2.640939,0.000000,0.000000,3.585828,3.699707,15.980240,11.444617,0,16.885899,3.935292,2.760807,12.211888,4.805927,0.00000,0.09312,3.27684
0.131,0,0,0,2.685668,0.000000,0.000000,3.588799,3.704225,15.969480,11.488375,0,16.904741,3.936670,2.765042,12.203735,4.815266,-0.00009,0.06675,3.27715
0.132,0,0,0,2.727582,0.000000,0.000000,3.591765,3.708601,15.958702,11.532297,0,16.923384,3.938035,2.769199,12.195547,4.824441,0.00015,0.12734,3.27743
0.133,0,0,0,2.726926,0.000000,0.000000,3.594666,3.712121,15.947666,11.578716,0,16.938978,3.939211,2.772166,12.186847,4.831151,0.00015,0.11047,3.27735
0.134,0,0,0,2.726271,0.000000,0.000000,3.597567,3.715471,15.936631,11.625135,0,16.954573,3.940387,2.775133,12.178146,4.837860,0.00006,0.07832,3.27728
0.135,0,0,0,2.725615,0.000000,0.000000,3.600468,3.717793,15.925596,11.671555,0,16.970169,3.941563,2.778100,12.169446,4.844570,0.00000,0.11769,3.27720
0.136,0,0,0,2.720772,0.000000,0.000000,3.603374,3.719916,15.914564,11.718194,0,16.985474,3.942719,2.781057,12.160714,4.851102,0.00015,0.12443,3.27707
0.137,0,0,0,2.652577,0.000000,0.000000,3.606349,3.720839,15.903578,11.768177,0,16.996382,3.943576,2.783861,12.151496,4.854950,-0.00009,0.09483,3.27601
0.138,0,0,0,2.584382,0.000000,0.000000,3.609323,3.721534,15.892592,11.818159,0,17.007292,3.944434,2.786664,12.142278,4.858798,0.00013,0.09056,3.27507
0.139,0,0,0,2.516186,0.000000,0.000000,3.612298,3.720847,15.881606,11.868142,0,17.018202,3.945292,2.789468,12.133060,4.862646,0.00022,0.12424,3.27652
0.140,0,0,0,2.444599,0.000000,0.193053,3.615229,3.719921,15.870648,11.918326,0,17.028749,3.946137,2.792146,12.123757,4.866245,0.00000,0.10805,3.27789
0.141,0,0,1,2.321695,0.000000,1.552580,3.617506,3.717549,15.860118,11.971568,0,17.033831,3.946798,2.792938,12.113169,4.866080,0.00013,0.09939,3.27773
0.142,0,0,0,2.198790,0.000000,2.719225,3.619782,3.715015,15.849586,12.024810,1,17.038910,3.947459,2.793729,12.102581,4.865916,-0.00009,0.08869,3.27756
0.143,0,0,0,2.075885,0.000000,2.720427,3.622059,3.711501,15.839055,12.078052,1,17.043991,3.948120,2.794520,12.091993,4.865752,0.00015,0.11367,3.27695
0.144,0,0,0,1.951114,0.000000,2.721652,3.624322,3.707904,15.828573,12.131501,1,17.048693,3.948777,2.795318,12.081355,4.865382,0.00009,0.10595,3.27638
0.145,0,0,0,1.798105,0.000000,2.723020,3.626372,3.703804,15.818844,12.188091,1,17.047682,3.949371,2.796206,12.069954,4.861901,-0.00018,0.09222,3.27653
0.146,0,0,0,1.645096,0.000000,2.724364,3.628422,3.699598,15.809114,12.244681,1,17.046671,3.949965,2.797094,12.058554,4.858421,0.00009,0.08795,3.27668
0.147,0,0,0,1.492087,0.000000,2.725563,3.630472,3.694750,15.799385,12.301271,1,17.045658,3.950560,2.797982,12.047153,4.854940,-0.00009,0.10709,3.27683
0.148,0,0,0,1.339051,0.000000,2.726687,3.632445,3.689775,15.789686,12.357979,1,17.044428,3.951127,2.798840,12.035748,4.851246,-0.00006,0.10185,3.27698
0.149,0,0,0,1.185596,0.000000,2.727354,3.633245,3.684033,15.780455,12.416455,1,17.039886,3.951286,2.799233,12.024273,4.844319,-0.00002,0.07326,3.27706
0.150,0,0,0,1.032142,0.000000,2.727977,3.634044,3.678282,15.771223,12.474933,1,17.035343,3.951445,2.799627,12.012798,4.837393,0.00018,0.07980,3.27713
0.151,0,0,0,0.878687,0.000000,2.728340,3.634844,3.672480,15.761992,12.533409,1,17.030802,3.951604,2.800020,12.001324,4.830466,0.00009,0.11544,3.27713
0.152,0,0,0,0.728145,0.000000,2.728707,3.635600,3.666800,15.752715,12.591770,1,17.026012,3.951747,2.800446,11.989806,4.823398,-0.00002,0.09090,3.27715
0.153,0,0,0,0.621666,0.000000,2.729092,3.635697,3.661855,15.742743,12.648376,1,17.017485,3.951646,2.801370,11.977636,4.814187,0.00018,0.07743,3.27761
0.154,0,0,0,0.515187,0.000000,2.729481,3.635794,3.657037,15.732772,12.704982,1,17.008957,3.951546,2.802294,11.965466,4.804976,0.00009,0.10177,3.27799
0.155,0,0,0,0.408709,0.000000,2.729893,3.635891,3.652983,15.722800,12.761588,1,17.000429,3.951446,2.803217,11.953296,4.795764,0.00015,0.10422,3.27700
0.156,0,0,0,0.304682,0.000000,2.730307,3.635977,3.649030,15.712805,12.817989,1,16.991835,3.951367,2.804172,11.941184,4.786629,0.00015,0.09091,3.27610
